Orthogroup	Prbl	Syap
OG0000582	Prbl.g_01750	Syap.g_01533
OG0000583	Prbl.g_01749	Syap.g_01532
OG0000584	Prbl.g_01748	Syap.g_01530
OG0000585	Prbl.g_01746	Syap.g_01526
OG0000586	Prbl.g_01744	Syap.g_01525
OG0000587	Prbl.g_01742	Syap.g_01523
OG0000588	Prbl.g_01613	Syap.g_00776
OG0000589	Prbl.g_01616	Syap.g_00941
OG0000590	Prbl.g_01617	Syap.g_00940
OG0000591	Prbl.g_01624	Syap.g_01289
OG0000592	Prbl.g_01625	Syap.g_01288
OG0000593	Prbl.g_01635	Syap.g_00890
OG0000594	Prbl.g_01636	Syap.g_00891
OG0000595	Prbl.g_01637	Syap.g_00892
OG0000596	Prbl.g_01642	Syap.g_00898
OG0000597	Prbl.g_01645	Syap.g_00903
OG0000598	Prbl.g_01646	Syap.g_00904
OG0000599	Prbl.g_01656	Syap.g_00908
OG0000600	Prbl.g_01657	Syap.g_00909
OG0000601	Prbl.g_01658	Syap.g_00910
OG0000602	Prbl.g_01662	Syap.g_00640
OG0000603	Prbl.g_01663	Syap.g_00641
OG0000604	Prbl.g_01664	Syap.g_02769
OG0000605	Prbl.g_01043	Syap.g_02501, Syap.g_02771
OG0000606	Prbl.g_01032	Syap.g_02506
OG0000607	Prbl.g_01412	Syap.g_00093
OG0000608	Prbl.g_01411	Syap.g_00094
OG0000609	Prbl.g_01409	Syap.g_00096
OG0000610	Prbl.g_01401	Syap.g_01963
OG0000611	Prbl.g_01398	Syap.g_01958
OG0000612	Prbl.g_01397	Syap.g_01957
OG0000613	Prbl.g_00891	Syap.g_02480
OG0000615	Prbl.g_02373	Syap.g_00154
OG0000616	Prbl.g_02137	Syap.g_00127
OG0000617	Prbl.g_02561	Syap.g_00513
OG0000618	Prbl.g_02560	Syap.g_00514
OG0000619	Prbl.g_02559	Syap.g_00515
OG0000620	Prbl.g_02555	Syap.g_00520
OG0000621	Prbl.g_02554	Syap.g_00521
OG0000622	Prbl.g_02553	Syap.g_00523
OG0000623	Prbl.g_02552	Syap.g_00526
OG0000624	Prbl.g_02551	Syap.g_00527
OG0000625	Prbl.g_02550	Syap.g_00528
OG0000626	Prbl.g_02549	Syap.g_00529
OG0000627	Prbl.g_02426	Syap.g_00848
OG0000628	Prbl.g_02427	Syap.g_00850
OG0000629	Prbl.g_02430	Syap.g_02334
OG0000630	Prbl.g_02434	Syap.g_02793
OG0000631	Prbl.g_02440	Syap.g_01724
OG0000632	Prbl.g_02441	Syap.g_01725
OG0000633	Prbl.g_02442	Syap.g_01726
OG0000634	Prbl.g_02339	Syap.g_00190
OG0000635	Prbl.g_02338	Syap.g_00191
OG0000636	Prbl.g_02336	Syap.g_00193
OG0000637	Prbl.g_02334	Syap.g_00195
OG0000638	Prbl.g_02333	Syap.g_00196
OG0000639	Prbl.g_02332	Syap.g_00197
OG0000640	Prbl.g_02331	Syap.g_00198
OG0000641	Prbl.g_02327	Syap.g_00203
OG0000642	Prbl.g_02326	Syap.g_02732
OG0000643	Prbl.g_02325	Syap.g_02731
OG0000644	Prbl.g_02324	Syap.g_02730
OG0000645	Prbl.g_02323	Syap.g_02726
OG0000646	Prbl.g_02320	Syap.g_02723
OG0000647	Prbl.g_02317	Syap.g_02721
OG0000648	Prbl.g_02315	Syap.g_02719
OG0000649	Prbl.g_02314	Syap.g_02718
OG0000650	Prbl.g_02313	Syap.g_02717
OG0000651	Prbl.g_02312	Syap.g_02716
OG0000652	Prbl.g_02311	Syap.g_02715
OG0000653	Prbl.g_02309	Syap.g_02713
OG0000654	Prbl.g_02308	Syap.g_02711
OG0000655	Prbl.g_02307	Syap.g_02710
OG0000656	Prbl.g_02304	Syap.g_02706
OG0000657	Prbl.g_01540	Syap.g_01845
OG0000658	Prbl.g_01542	Syap.g_01841
OG0000659	Prbl.g_01543	Syap.g_01840
OG0000660	Prbl.g_01547	Syap.g_01835
OG0000662	Prbl.g_01551	Syap.g_00823
OG0000663	Prbl.g_01554	Syap.g_00826
OG0000664	Prbl.g_01555	Syap.g_00828
OG0000665	Prbl.g_01568	Syap.g_02331
OG0000666	Prbl.g_01571	Syap.g_01573
OG0000667	Prbl.g_01579	Syap.g_01979
OG0000668	Prbl.g_02530	Syap.g_02765
OG0000669	Prbl.g_01588	Syap.g_02371
OG0000670	Prbl.g_01078	Syap.g_02368
OG0000671	Prbl.g_02412	Syap.g_01260
OG0000672	Prbl.g_02409	Syap.g_01257
OG0000673	Prbl.g_02406	Syap.g_01253
OG0000674	Prbl.g_02404	Syap.g_01251
OG0000675	Prbl.g_02403	Syap.g_01250
OG0000676	Prbl.g_02395	Syap.g_01248
OG0000677	Prbl.g_02393	Syap.g_01246
OG0000678	Prbl.g_02388	Syap.g_01239
OG0000679	Prbl.g_02368	Syap.g_00157
OG0000680	Prbl.g_02367	Syap.g_00158
OG0000681	Prbl.g_02365	Syap.g_00163
OG0000682	Prbl.g_02364	Syap.g_00165
OG0000683	Prbl.g_02363	Syap.g_00166
OG0000684	Prbl.g_02350	Syap.g_00169
OG0000685	Prbl.g_02352	Syap.g_00172
OG0000686	Prbl.g_02353	Syap.g_00173
OG0000687	Prbl.g_02354	Syap.g_00174
OG0000688	Prbl.g_02348	Syap.g_00178
OG0000689	Prbl.g_02347	Syap.g_00180
OG0000690	Prbl.g_02346	Syap.g_00181
OG0000691	Prbl.g_02345	Syap.g_00182
OG0000692	Prbl.g_02344	Syap.g_00184
OG0000693	Prbl.g_02343	Syap.g_00185
OG0000694	Prbl.g_02342	Syap.g_00186
OG0000695	Prbl.g_02444	Syap.g_01729
OG0000696	Prbl.g_02445	Syap.g_01730
OG0000697	Prbl.g_02447	Syap.g_01734
OG0000698	Prbl.g_02450	Syap.g_01737
OG0000699	Prbl.g_02452	Syap.g_01738
OG0000700	Prbl.g_02453	Syap.g_01739
OG0000701	Prbl.g_02454	Syap.g_01740
OG0000702	Prbl.g_02462	Syap.g_01747
OG0000703	Prbl.g_02463	Syap.g_01750
OG0000704	Prbl.g_02465	Syap.g_01753
OG0000705	Prbl.g_02471	Syap.g_02022
OG0000706	Prbl.g_02472	Syap.g_02020
OG0000707	Prbl.g_02473	Syap.g_02019
OG0000708	Prbl.g_02475	Syap.g_02016
OG0000709	Prbl.g_02482	Syap.g_00121
OG0000711	Prbl.g_02508	Syap.g_02686
OG0000712	Prbl.g_02509	Syap.g_02688
OG0000713	Prbl.g_02510	Syap.g_02689
OG0000714	Prbl.g_02514	Syap.g_02691
OG0000715	Prbl.g_02516	Syap.g_02693
OG0000716	Prbl.g_02520	Syap.g_02696
OG0000717	Prbl.g_02521	Syap.g_02697
OG0000718	Prbl.g_02526	Syap.g_02701
OG0000719	Prbl.g_02528	Syap.g_02767
OG0000720	Prbl.g_02541	Syap.g_02780
OG0000721	Prbl.g_02542	Syap.g_02782
OG0000722	Prbl.g_02543	Syap.g_02783
OG0000723	Prbl.g_02547	Syap.g_00532
OG0000725	Prbl.g_00925	Syap.g_01559
OG0000726	Prbl.g_00924	Syap.g_01560
OG0000727	Prbl.g_00923	Syap.g_01561
OG0000728	Prbl.g_00922	Syap.g_01564
OG0000729	Prbl.g_02062	Syap.g_01122
OG0000730	Prbl.g_01199	Syap.g_00572
OG0000731	Prbl.g_01208	Syap.g_00560
OG0000732	Prbl.g_01993	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbl.g_02197	Syap.g_01971
OG0000734	Prbl.g_00545	Syap.g_02628
OG0000735	Prbl.g_02066	Syap.g_00244
OG0000736	Prbl.g_02067	Syap.g_00243
OG0000737	Prbl.g_02068	Syap.g_00242
OG0000738	Prbl.g_02075	Syap.g_00236
OG0000739	Prbl.g_02077	Syap.g_00235
OG0000740	Prbl.g_02078	Syap.g_00234
OG0000741	Prbl.g_02081	Syap.g_00231
OG0000742	Prbl.g_02083	Syap.g_00229
OG0000743	Prbl.g_02085	Syap.g_00226
OG0000744	Prbl.g_02086	Syap.g_00225
OG0000745	Prbl.g_02088	Syap.g_00222
OG0000746	Prbl.g_02090	Syap.g_00220
OG0000747	Prbl.g_02091	Syap.g_00219
OG0000748	Prbl.g_02103	Syap.g_00212
OG0000749	Prbl.g_02104	Syap.g_00211
OG0000750	Prbl.g_02105	Syap.g_00210
OG0000751	Prbl.g_00179	Syap.g_00205
OG0000752	Prbl.g_00181	Syap.g_01793
OG0000753	Prbl.g_00184	Syap.g_02775
OG0000754	Prbl.g_01379	Syap.g_01883
OG0000755	Prbl.g_01120	Syap.g_01893
OG0000757	Prbl.g_01112	Syap.g_00427
OG0000758	Prbl.g_01111	Syap.g_00428
OG0000759	Prbl.g_01110	Syap.g_00429
OG0000760	Prbl.g_01109	Syap.g_00430
OG0000761	Prbl.g_01108	Syap.g_00431
OG0000762	Prbl.g_01377	Syap.g_00434
OG0000763	Prbl.g_01375	Syap.g_02624
OG0000764	Prbl.g_01374	Syap.g_02623
OG0000765	Prbl.g_02590	Syap.g_02440
OG0000766	Prbl.g_02591	Syap.g_02439
OG0000767	Prbl.g_02593	Syap.g_02437
OG0000768	Prbl.g_02594	Syap.g_02436
OG0000769	Prbl.g_00186	Syap.g_02434
OG0000770	Prbl.g_01103	Syap.g_02431
OG0000772	Prbl.g_00461	Syap.g_02295
OG0000773	Prbl.g_00113	Syap.g_00885
OG0000774	Prbl.g_01713	Syap.g_01473
OG0000775	Prbl.g_01715	Syap.g_01475
OG0000776	Prbl.g_01716	Syap.g_01476
OG0000777	Prbl.g_01717	Syap.g_01478
OG0000778	Prbl.g_01718	Syap.g_01479
OG0000779	Prbl.g_01723	Syap.g_01494
OG0000780	Prbl.g_01726	Syap.g_01496
OG0000781	Prbl.g_01730	Syap.g_02609
OG0000782	Prbl.g_01731	Syap.g_02611
OG0000783	Prbl.g_01732	Syap.g_02612
OG0000784	Prbl.g_01733	Syap.g_02613
OG0000785	Prbl.g_01735	Syap.g_02281
OG0000786	Prbl.g_01738	Syap.g_02287
OG0000787	Prbl.g_01739	Syap.g_02288
OG0000788	Prbl.g_00658	Syap.g_01932
OG0000789	Prbl.g_01695	Syap.g_00372
OG0000791	Prbl.g_00496	Syap.g_02520
OG0000792	Prbl.g_00495	Syap.g_02519
OG0000793	Prbl.g_00491	Syap.g_02141
OG0000794	Prbl.g_00490	Syap.g_02200
OG0000795	Prbl.g_00489	Syap.g_02199
OG0000796	Prbl.g_00485	Syap.g_02448
OG0000797	Prbl.g_00484	Syap.g_02449
OG0000798	Prbl.g_01456	Syap.g_01363
OG0000799	Prbl.g_00152	Syap.g_02488
OG0000800	Prbl.g_00153	Syap.g_02487
OG0000801	Prbl.g_00154	Syap.g_02486
OG0000802	Prbl.g_00161	Syap.g_02659
OG0000803	Prbl.g_00257	Syap.g_02109
OG0000804	Prbl.g_00255	Syap.g_02113
OG0000805	Prbl.g_00253	Syap.g_02115
OG0000806	Prbl.g_00251	Syap.g_02117
OG0000807	Prbl.g_00249	Syap.g_02118
OG0000808	Prbl.g_00248	Syap.g_02119
OG0000809	Prbl.g_00244	Syap.g_02122
OG0000810	Prbl.g_00243	Syap.g_02124
OG0000811	Prbl.g_00231	Syap.g_02472
OG0000812	Prbl.g_00229	Syap.g_02474
OG0000813	Prbl.g_00228	Syap.g_02475
OG0000814	Prbl.g_00226	Syap.g_02753
OG0000815	Prbl.g_00225	Syap.g_02752
OG0000816	Prbl.g_00223	Syap.g_02289
OG0000817	Prbl.g_00222	Syap.g_02527
OG0000818	Prbl.g_00684	Syap.g_02001
OG0000819	Prbl.g_00685	Syap.g_02002
OG0000820	Prbl.g_00686	Syap.g_02003
OG0000821	Prbl.g_00693	Syap.g_02009
OG0000822	Prbl.g_00695	Syap.g_02011
OG0000824	Prbl.g_00700	Syap.g_00008
OG0000825	Prbl.g_00701	Syap.g_00009
OG0000826	Prbl.g_00702	Syap.g_00010
OG0000827	Prbl.g_00703	Syap.g_00011
OG0000828	Prbl.g_00706	Syap.g_00014
OG0000829	Prbl.g_00707	Syap.g_00015
OG0000830	Prbl.g_00708	Syap.g_00016
OG0000831	Prbl.g_00710	Syap.g_00019
OG0000832	Prbl.g_00456	Syap.g_00752
OG0000833	Prbl.g_00448	Syap.g_00021
OG0000834	Prbl.g_00447	Syap.g_00023
OG0000835	Prbl.g_00446	Syap.g_00024
OG0000836	Prbl.g_00444	Syap.g_00026
OG0000837	Prbl.g_00443	Syap.g_00027
OG0000838	Prbl.g_00440	Syap.g_00031
OG0000839	Prbl.g_00439	Syap.g_00032
OG0000840	Prbl.g_00438	Syap.g_00033
OG0000841	Prbl.g_00437	Syap.g_00034
OG0000842	Prbl.g_00436	Syap.g_00035
OG0000843	Prbl.g_00435	Syap.g_00036
OG0000844	Prbl.g_00433	Syap.g_00039
OG0000845	Prbl.g_00432	Syap.g_00040
OG0000846	Prbl.g_00431	Syap.g_00042
OG0000847	Prbl.g_00430	Syap.g_00043
OG0000848	Prbl.g_00429	Syap.g_00045
OG0000849	Prbl.g_00428	Syap.g_00046
OG0000850	Prbl.g_00427	Syap.g_00310
OG0000851	Prbl.g_00423	Syap.g_01214
OG0000852	Prbl.g_00422	Syap.g_01215
OG0000853	Prbl.g_00418	Syap.g_01219
OG0000854	Prbl.g_00416	Syap.g_01222
OG0000855	Prbl.g_00415	Syap.g_01223
OG0000856	Prbl.g_01627	Syap.g_01286
OG0000857	Prbl.g_02318	Syap.g_02722
OG0000858	Prbl.g_00404	Syap.g_00612
OG0000859	Prbl.g_00403	Syap.g_00613
OG0000860	Prbl.g_00392	Syap.g_00623
OG0000861	Prbl.g_00391	Syap.g_02789
OG0000862	Prbl.g_00389	Syap.g_01789
OG0000863	Prbl.g_00385	Syap.g_01784
OG0000864	Prbl.g_00383	Syap.g_01783
OG0000865	Prbl.g_00382	Syap.g_01781, Syap.g_01782
OG0000866	Prbl.g_00381	Syap.g_01780
OG0000867	Prbl.g_00380	Syap.g_01779
OG0000868	Prbl.g_00378	Syap.g_01775
OG0000869	Prbl.g_00375	Syap.g_01770
OG0000870	Prbl.g_00370	Syap.g_01401
OG0000871	Prbl.g_00369	Syap.g_01400
OG0000872	Prbl.g_00367	Syap.g_01394
OG0000873	Prbl.g_00364	Syap.g_01390
OG0000874	Prbl.g_00360	Syap.g_01388
OG0000875	Prbl.g_00359	Syap.g_01386
OG0000876	Prbl.g_00358	Syap.g_00822
OG0000877	Prbl.g_00355	Syap.g_01380
OG0000878	Prbl.g_00354	Syap.g_01378
OG0000879	Prbl.g_00353	Syap.g_01377
OG0000880	Prbl.g_00352	Syap.g_01376
OG0000882	Prbl.g_00342	Syap.g_01516
OG0000883	Prbl.g_00340	Syap.g_01511
OG0000884	Prbl.g_00338	Syap.g_01509
OG0000885	Prbl.g_00337	Syap.g_01508
OG0000886	Prbl.g_00336	Syap.g_01507
OG0000887	Prbl.g_00335	Syap.g_01506
OG0000888	Prbl.g_00333	Syap.g_01504
OG0000889	Prbl.g_00331	Syap.g_01502
OG0000890	Prbl.g_00317	Syap.g_01499
OG0000891	Prbl.g_00316	Syap.g_01498
OG0000892	Prbl.g_02620	Syap.g_02671
OG0000893	Prbl.g_02680	Syap.g_02497
OG0000894	Prbl.g_02684	Syap.g_02679
OG0000895	Prbl.g_01061	Syap.g_00546
OG0000896	Prbl.g_01060	Syap.g_00545
OG0000897	Prbl.g_01058	Syap.g_00543
OG0000898	Prbl.g_01057	Syap.g_00542
OG0000899	Prbl.g_01056	Syap.g_00541
OG0000900	Prbl.g_01055	Syap.g_00540
OG0000901	Prbl.g_01051	Syap.g_01930
OG0000902	Prbl.g_01049	Syap.g_01929
OG0000903	Prbl.g_00954	Syap.g_01916
OG0000904	Prbl.g_00949	Syap.g_01922
OG0000905	Prbl.g_00947	Syap.g_01925
OG0000906	Prbl.g_01045	Syap.g_01927
OG0000907	Prbl.g_00956	Syap.g_01914
OG0000908	Prbl.g_00959	Syap.g_01235
OG0000909	Prbl.g_00960	Syap.g_01236
OG0000910	Prbl.g_00961	Syap.g_01237
OG0000911	Prbl.g_00963	Syap.g_00511
OG0000912	Prbl.g_00964	Syap.g_00510
OG0000913	Prbl.g_00965	Syap.g_00509
OG0000914	Prbl.g_00966	Syap.g_00508
OG0000915	Prbl.g_00967	Syap.g_00506
OG0000916	Prbl.g_00968	Syap.g_00505
OG0000917	Prbl.g_00969	Syap.g_00504
OG0000918	Prbl.g_00970	Syap.g_00503
OG0000919	Prbl.g_00971	Syap.g_00502
OG0000920	Prbl.g_00972	Syap.g_00501
OG0000921	Prbl.g_00973	Syap.g_00500
OG0000922	Prbl.g_00974	Syap.g_00499
OG0000923	Prbl.g_00978	Syap.g_00495
OG0000924	Prbl.g_00979	Syap.g_00494
OG0000925	Prbl.g_00980	Syap.g_00493
OG0000926	Prbl.g_00981	Syap.g_00492
OG0000927	Prbl.g_00983	Syap.g_00490
OG0000928	Prbl.g_00984	Syap.g_00489
OG0000929	Prbl.g_00985	Syap.g_00488
OG0000930	Prbl.g_00986	Syap.g_00487
OG0000931	Prbl.g_00987	Syap.g_00486
OG0000932	Prbl.g_00988	Syap.g_00485
OG0000933	Prbl.g_00993	Syap.g_00479
OG0000934	Prbl.g_00995	Syap.g_00477
OG0000935	Prbl.g_00996	Syap.g_00476
OG0000936	Prbl.g_00997	Syap.g_00475
OG0000937	Prbl.g_00998	Syap.g_00474
OG0000938	Prbl.g_01127	Syap.g_00471
OG0000939	Prbl.g_01128	Syap.g_00469
OG0000940	Prbl.g_01137	Syap.g_00460
OG0000941	Prbl.g_01139	Syap.g_00458
OG0000942	Prbl.g_01141	Syap.g_00606
OG0000943	Prbl.g_01142	Syap.g_00604
OG0000944	Prbl.g_01144	Syap.g_00602
OG0000945	Prbl.g_01146	Syap.g_00601
OG0000946	Prbl.g_01174	Syap.g_00595
OG0000947	Prbl.g_01177	Syap.g_00591
OG0000948	Prbl.g_01178	Syap.g_00590
OG0000949	Prbl.g_01181	Syap.g_01051
OG0000950	Prbl.g_00856	Syap.g_01061
OG0000951	Prbl.g_00851	Syap.g_01070
OG0000952	Prbl.g_00844	Syap.g_01074
OG0000953	Prbl.g_00840	Syap.g_01078
OG0000954	Prbl.g_01306	Syap.g_01089
OG0000955	Prbl.g_01305	Syap.g_01090
OG0000956	Prbl.g_01303	Syap.g_01092
OG0000957	Prbl.g_01287	Syap.g_01109
OG0000958	Prbl.g_01286	Syap.g_01110
OG0000959	Prbl.g_02638	Syap.g_01114
OG0000960	Prbl.g_02637	Syap.g_01115
OG0000961	Prbl.g_01235	Syap.g_02170
OG0000962	Prbl.g_02063	Syap.g_01121
OG0000963	Prbl.g_02058	Syap.g_01124
OG0000964	Prbl.g_02057	Syap.g_01125
OG0000965	Prbl.g_02056	Syap.g_01126
OG0000966	Prbl.g_02023	Syap.g_01141
OG0000967	Prbl.g_02017	Syap.g_00633
OG0000968	Prbl.g_02014	Syap.g_00998
OG0000969	Prbl.g_02012	Syap.g_00996
OG0000970	Prbl.g_02011	Syap.g_00995
OG0000971	Prbl.g_02009	Syap.g_00993
OG0000972	Prbl.g_02008	Syap.g_00992
OG0000973	Prbl.g_02007	Syap.g_00991
OG0000974	Prbl.g_02006	Syap.g_00990
OG0000975	Prbl.g_02005	Syap.g_00989
OG0000976	Prbl.g_02004	Syap.g_00988
OG0000977	Prbl.g_02002	Syap.g_00986
OG0000978	Prbl.g_02001	Syap.g_00985
OG0000979	Prbl.g_01998	Syap.g_00980
OG0000980	Prbl.g_01994	Syap.g_00977
OG0000981	Prbl.g_01991	Syap.g_01812
OG0000982	Prbl.g_02238	Syap.g_00132
OG0000983	Prbl.g_02237	Syap.g_00134
OG0000984	Prbl.g_02236	Syap.g_00135
OG0000985	Prbl.g_02232	Syap.g_00140
OG0000986	Prbl.g_02230	Syap.g_01044
OG0000987	Prbl.g_02228	Syap.g_01033
OG0000988	Prbl.g_02224	Syap.g_01027
OG0000989	Prbl.g_02214	Syap.g_01011
OG0000990	Prbl.g_02192	Syap.g_02087
OG0000991	Prbl.g_02189	Syap.g_02091
OG0000992	Prbl.g_02186	Syap.g_02095
OG0000993	Prbl.g_02185	Syap.g_02097
OG0000994	Prbl.g_02182	Syap.g_02101
OG0000996	Prbl.g_02160	Syap.g_01817
OG0000997	Prbl.g_02151	Syap.g_02590
OG0000998	Prbl.g_02149	Syap.g_02591
OG0000999	Prbl.g_02148	Syap.g_02592
OG0001001	Prbl.g_02141	Syap.g_02605
OG0001002	Prbl.g_02134	Syap.g_00124
OG0001003	Prbl.g_02132	Syap.g_02310
OG0001004	Prbl.g_02131	Syap.g_02311
OG0001005	Prbl.g_02129	Syap.g_02312
OG0001006	Prbl.g_02123	Syap.g_00053
OG0001007	Prbl.g_02121	Syap.g_00055
OG0001008	Prbl.g_00651	Syap.g_02060
OG0001012	Prbl.g_02241	Syap.g_00371
OG0001013	Prbl.g_02266	Syap.g_01325
OG0001016	Prbl.g_00603	Syap.g_01695
OG0001033	Prbl.g_01281	Syap.g_00105
OG0001035	Prbl.g_01498	Syap.g_01594
OG0001038	Prbl.g_01455	Syap.g_01362
OG0001039	Prbl.g_01452	Syap.g_01359
OG0001040	Prbl.g_01449	Syap.g_01356
OG0001041	Prbl.g_01444	Syap.g_01352
OG0001043	Prbl.g_01417	Syap.g_01676
OG0001044	Prbl.g_01200	Syap.g_00571
OG0001053	Prbl.g_00514	Syap.g_02253
OG0001054	Prbl.g_00532	Syap.g_00274
OG0001055	Prbl.g_00790	Syap.g_00252
OG0001059	Prbl.g_01887	Syap.g_00306
OG0001060	Prbl.g_01894	Syap.g_00299
OG0001061	Prbl.g_01796	Syap.g_01309
OG0001062	Prbl.g_01794	Syap.g_01314
OG0001072	Prbl.g_01776	Syap.g_00441
OG0001073	Prbl.g_01757	Syap.g_00122, Syap.g_00455
OG0001078	Prbl.g_01640	Syap.g_00896
OG0001080	Prbl.g_01041	Syap.g_02505
OG0001085	Prbl.g_01394	Syap.g_01953
OG0001094	Prbl.g_02341	Syap.g_00187
OG0001095	Prbl.g_02322	Syap.g_02725
OG0001096	Prbl.g_02306	Syap.g_02709
OG0001100	Prbl.g_02414	Syap.g_02369
OG0001102	Prbl.g_02410	Syap.g_01258
OG0001103	Prbl.g_02408	Syap.g_01256
OG0001104	Prbl.g_02351	Syap.g_00171
OG0001105	Prbl.g_02356	Syap.g_00175
OG0001107	Prbl.g_02476	Syap.g_02015
OG0001108	Prbl.g_02483	Syap.g_00119
OG0001122	Prbl.g_02529	Syap.g_02766
OG0001123	Prbl.g_02536	Syap.g_01872
OG0001133	Prbl.g_01621	Syap.g_01292
OG0001136	Prbl.g_02082	Syap.g_00230
OG0001137	Prbl.g_02102	Syap.g_00213
OG0001140	Prbl.g_01115	Syap.g_02134
OG0001152	Prbl.g_00486	Syap.g_02447
OG0001154	Prbl.g_00705	Syap.g_00013
OG0001155	Prbl.g_00454	Syap.g_00750
OG0001160	Prbl.g_00420	Syap.g_01217
OG0001162	Prbl.g_00048	Syap.g_02366
OG0001163	Prbl.g_00406	Syap.g_00609
OG0001164	Prbl.g_00401	Syap.g_00614
OG0001165	Prbl.g_00398	Syap.g_00619
OG0001168	Prbl.g_00348	Syap.g_01372
OG0001171	Prbl.g_00334	Syap.g_01505
OG0001177	Prbl.g_00951	Syap.g_01920
OG0001179	Prbl.g_00982	Syap.g_00491
OG0001180	Prbl.g_01134	Syap.g_00097, Syap.g_00465
OG0001181	Prbl.g_01138	Syap.g_00459
OG0001183	Prbl.g_01175	Syap.g_00594
OG0001185	Prbl.g_01291	Syap.g_01104
OG0001186	Prbl.g_02026	Syap.g_01140
OG0001187	Prbl.g_02022	Syap.g_01142
OG0001188	Prbl.g_02018	Syap.g_00634
OG0001189	Prbl.g_01996	Syap.g_00979
OG0001191	Prbl.g_02226	Syap.g_01030
OG0001192	Prbl.g_02219	Syap.g_01021
OG0001197	Prbl.g_02136	Syap.g_00126
OG0001198	Prbl.g_02124	Syap.g_00052
OG0001199	Prbl.g_00602	Syap.g_01696
OG0001200	Prbl.g_00600	Syap.g_01698
OG0001202	Prbl.g_00095	Syap.g_01613
OG0001203	Prbl.g_00197	Syap.g_01154
OG0001204	Prbl.g_02667	Syap.g_01577
OG0001214	Prbl.g_01641	Syap.g_00897
OG0001217	Prbl.g_01904	Syap.g_01464
OG0001218	Prbl.g_00716	Syap.g_00020
OG0001219	Prbl.g_02435	Syap.g_02794
OG0001221	Prbl.g_02383	Syap.g_01777
OG0001222	Prbl.g_02210	Syap.g_02027
OG0001224	Prbl.g_00931	Syap.g_01551
OG0001225	Prbl.g_00929	Syap.g_01553
OG0001226	Prbl.g_01704	Syap.g_02551
OG0001228	Prbl.g_02585	Syap.g_01063
OG0001229	Prbl.g_00409	Syap.g_00827
OG0001230	Prbl.g_00252	Syap.g_02116
OG0001231	Prbl.g_01957	Syap.g_00073
OG0001232	Prbl.g_00366	Syap.g_01393
OG0001235	Prbl.g_00948	Syap.g_01924
OG0001236	Prbl.g_00852	Syap.g_01069
OG0001237	Prbl.g_00845	Syap.g_01073
OG0001238	Prbl.g_02225	Syap.g_01028
OG0001239	Prbl.g_00605	Syap.g_01693, Syap.g_01692
OG0001242	Prbl.g_01322	Syap.g_02227, Syap.g_02229
OG0001243	Prbl.g_00828	Syap.g_02219
OG0001246	Prbl.g_00803	Syap.g_00267, Syap.g_01165
OG0001248	Prbl.g_01869	Syap.g_00423
OG0001249	Prbl.g_01195	Syap.g_00575
OG0001250	Prbl.g_01546	Syap.g_01836
OG0001253	Prbl.g_01686	Syap.g_01969
OG0001255	Prbl.g_00036	Syap.g_02523
OG0001258	Prbl.g_00400	Syap.g_00617
OG0001260	Prbl.g_00315	Syap.g_01497
OG0001261	Prbl.g_00991	Syap.g_00482
OG0001262	Prbl.g_01999	Syap.g_00981
OG0001263	Prbl.g_00826	Syap.g_02216
OG0001265	Prbl.g_01324	Syap.g_02231
OG0001266	Prbl.g_00099	Syap.g_01618
OG0001267	Prbl.g_01453	Syap.g_01360
OG0001268	Prbl.g_01207	Syap.g_00563
OG0001270	Prbl.g_00654	Syap.g_02056
OG0001271	Prbl.g_01343	Syap.g_02759
OG0001272	Prbl.g_00517	Syap.g_02250
OG0001274	Prbl.g_01263	Syap.g_01897
OG0001275	Prbl.g_02518	Syap.g_02694
OG0001276	Prbl.g_02535	Syap.g_01873
OG0001277	Prbl.g_02152	Syap.g_01293
OG0001278	Prbl.g_02592	Syap.g_02438
OG0001279	Prbl.g_00156	Syap.g_02663
OG0001286	Prbl.g_01132	Syap.g_00467
OG0001288	Prbl.g_02059	Syap.g_01123
OG0001291	Prbl.g_00816	Syap.g_02207
OG0001292	Prbl.g_01512	Syap.g_01583
OG0001297	Prbl.g_00793	Syap.g_00255
OG0001303	Prbl.g_02437	Syap.g_02795
OG0001307	Prbl.g_00723	Syap.g_00403
OG0001308	Prbl.g_00224	Syap.g_02751, Syap.g_02750
OG0001310	Prbl.g_00377	Syap.g_01774
OG0001311	Prbl.g_02537	Syap.g_01871
OG0001312	Prbl.g_02448	Syap.g_01735
OG0001319	Prbl.g_01463	Syap.g_02338
OG0001323	Prbl.g_00784	Syap.g_00757
OG0001326	Prbl.g_02168	Syap.g_02646
OG0001332	Prbl.g_00466	Syap.g_01548
OG0001333	Prbl.g_00349	Syap.g_01373
OG0001336	Prbl.g_02142	Syap.g_02602
OG0001337	Prbl.g_01189	Syap.g_00576
OG0001347	Prbl.g_02051	Syap.g_02536
OG0001348	Prbl.g_01243	Syap.g_00938
OG0001351	Prbl.g_00624	Syap.g_01996
OG0001353	Prbl.g_01537	Syap.g_01849
OG0001358	Prbl.g_01615	Syap.g_00942
OG0001360	Prbl.g_01104	Syap.g_01881, Syap.g_02778
OG0001361	Prbl.g_00182	Syap.g_01792
OG0001365	Prbl.g_02234	Syap.g_00138
