Orthogroup	Prbh	Prbk
OG0000549	Prbh.g_01456	Prbk.g_02617
OG0000550	Prbh.g_01455	Prbk.g_02618
OG0000551	Prbh.g_01453	Prbk.g_02621
OG0000552	Prbh.g_01452	Prbk.g_02623
OG0000553	Prbh.g_01223	Prbk.g_02624
OG0000554	Prbh.g_01222	Prbk.g_02626
OG0000555	Prbh.g_01221	Prbk.g_02627
OG0000556	Prbh.g_01220	Prbk.g_02628
OG0000557	Prbh.g_01219	Prbk.g_02629
OG0000558	Prbh.g_01218	Prbk.g_02631
OG0000559	Prbh.g_01217	Prbk.g_02632
OG0000560	Prbh.g_01216	Prbk.g_02634
OG0000561	Prbh.g_01215	Prbk.g_02635
OG0000562	Prbh.g_01213	Prbk.g_02637
OG0000563	Prbh.g_01212	Prbk.g_02638
OG0000564	Prbh.g_01211	Prbk.g_02639
OG0000565	Prbh.g_01210	Prbk.g_02647
OG0000566	Prbh.g_01209	Prbk.g_02648
OG0000567	Prbh.g_01208	Prbk.g_02649
OG0000568	Prbh.g_01207	Prbk.g_02650
OG0000569	Prbh.g_01206	Prbk.g_02651
OG0000570	Prbh.g_01205	Prbk.g_02654
OG0000571	Prbh.g_01204	Prbk.g_02655
OG0000572	Prbh.g_01203	Prbk.g_02656
OG0000573	Prbh.g_01200	Prbk.g_00738
OG0000574	Prbh.g_01199	Prbk.g_00729
OG0000575	Prbh.g_01198	Prbk.g_00728
OG0000576	Prbh.g_01197	Prbk.g_00727
OG0000577	Prbh.g_01196	Prbk.g_00726
OG0000578	Prbh.g_01195	Prbk.g_00725
OG0000579	Prbh.g_01194	Prbk.g_00723
OG0000580	Prbh.g_01193	Prbk.g_00720
OG0000581	Prbh.g_01192	Prbk.g_00719
OG0000582	Prbh.g_01191	Prbk.g_00718
OG0000583	Prbh.g_01190	Prbk.g_00717
OG0000584	Prbh.g_01188	Prbk.g_00715
OG0000585	Prbh.g_01187	Prbk.g_00714
OG0000586	Prbh.g_01185	Prbk.g_00712
OG0000587	Prbh.g_01184	Prbk.g_00711
OG0000588	Prbh.g_00904	Prbk.g_00708
OG0000589	Prbh.g_00905	Prbk.g_00706
OG0000590	Prbh.g_00907	Prbk.g_00478
OG0000591	Prbh.g_00913	Prbk.g_01361
OG0000592	Prbh.g_00914	Prbk.g_01767
OG0000593	Prbh.g_00915	Prbk.g_00672
OG0000594	Prbh.g_00918	Prbk.g_02509
OG0000595	Prbh.g_00919	Prbk.g_01925
OG0000596	Prbh.g_00920	Prbk.g_01805
OG0000597	Prbh.g_00922	Prbk.g_01827
OG0000598	Prbh.g_00923	Prbk.g_01821
OG0000599	Prbh.g_00924	Prbk.g_01817
OG0000600	Prbh.g_00925	Prbk.g_01816
OG0000601	Prbh.g_00928	Prbk.g_01802
OG0000602	Prbh.g_00929	Prbk.g_01801
OG0000603	Prbh.g_00930	Prbk.g_01800
OG0000604	Prbh.g_00933	Prbk.g_01760
OG0000605	Prbh.g_00934	Prbk.g_01761
OG0000606	Prbh.g_00935	Prbk.g_01764
OG0000607	Prbh.g_00937	Prbk.g_01766
OG0000608	Prbh.g_00939	Prbk.g_02429
OG0000609	Prbh.g_01487	Prbk.g_02262
OG0000610	Prbh.g_00864	Prbk.g_00169
OG0000611	Prbh.g_00946	Prbk.g_00617
OG0000612	Prbh.g_00947	Prbk.g_00616
OG0000613	Prbh.g_01170	Prbk.g_00615
OG0000614	Prbh.g_01169	Prbk.g_00614
OG0000615	Prbh.g_01167	Prbk.g_00613
OG0000616	Prbh.g_01166	Prbk.g_00612
OG0000617	Prbh.g_01165	Prbk.g_00611
OG0000618	Prbh.g_01164	Prbk.g_00610
OG0000619	Prbh.g_01163	Prbk.g_00608
OG0000620	Prbh.g_01162	Prbk.g_00607
OG0000621	Prbh.g_01161	Prbk.g_00606
OG0000622	Prbh.g_01160	Prbk.g_00605
OG0000623	Prbh.g_01159	Prbk.g_00604
OG0000624	Prbh.g_01157	Prbk.g_00603
OG0000625	Prbh.g_01156	Prbk.g_00602
OG0000626	Prbh.g_01155	Prbk.g_00601
OG0000627	Prbh.g_01154	Prbk.g_02376
OG0000628	Prbh.g_01153	Prbk.g_02375
OG0000629	Prbh.g_01151	Prbk.g_02372
OG0000630	Prbh.g_01150	Prbk.g_02371
OG0000631	Prbh.g_01148	Prbk.g_02368
OG0000632	Prbh.g_01147	Prbk.g_01780
OG0000633	Prbh.g_01875	Prbk.g_01872
OG0000634	Prbh.g_01880	Prbk.g_01863
OG0000635	Prbh.g_01078	Prbk.g_02332
OG0000636	Prbh.g_01077	Prbk.g_02333
OG0000637	Prbh.g_01076	Prbk.g_02334
OG0000638	Prbh.g_00442	Prbk.g_00865
OG0000639	Prbh.g_01051	Prbk.g_01455
OG0000640	Prbh.g_01054	Prbk.g_02367
OG0000641	Prbh.g_01056	Prbk.g_02362
OG0000642	Prbh.g_01057	Prbk.g_02361
OG0000643	Prbh.g_01058	Prbk.g_02360
OG0000644	Prbh.g_01171	Prbk.g_02462
OG0000645	Prbh.g_00948	Prbk.g_02463
OG0000646	Prbh.g_00949	Prbk.g_02464
OG0000647	Prbh.g_00950	Prbk.g_02465
OG0000648	Prbh.g_00952	Prbk.g_02467
OG0000649	Prbh.g_00953	Prbk.g_02468
OG0000650	Prbh.g_00954	Prbk.g_02469
OG0000651	Prbh.g_00955	Prbk.g_02470
OG0000652	Prbh.g_00956	Prbk.g_02471
OG0000653	Prbh.g_00957	Prbk.g_02472
OG0000654	Prbh.g_00959	Prbk.g_02474
OG0000655	Prbh.g_00961	Prbk.g_02476
OG0000656	Prbh.g_00962	Prbk.g_02477
OG0000657	Prbh.g_00963	Prbk.g_02478
OG0000658	Prbh.g_00964	Prbk.g_02479
OG0000659	Prbh.g_00965	Prbk.g_02480
OG0000660	Prbh.g_00966	Prbk.g_02481
OG0000661	Prbh.g_00967	Prbk.g_02483
OG0000662	Prbh.g_00969	Prbk.g_02486
OG0000663	Prbh.g_00970	Prbk.g_02487
OG0000664	Prbh.g_00971	Prbk.g_02488
OG0000665	Prbh.g_00972	Prbk.g_02489
OG0000666	Prbh.g_00973	Prbk.g_02490
OG0000667	Prbh.g_00974	Prbk.g_02491
OG0000668	Prbh.g_00975	Prbk.g_02492
OG0000669	Prbh.g_00977	Prbk.g_02494
OG0000670	Prbh.g_00978	Prbk.g_02495
OG0000671	Prbh.g_00979	Prbk.g_02496
OG0000672	Prbh.g_00980	Prbk.g_02497
OG0000673	Prbh.g_00981	Prbk.g_02498
OG0000674	Prbh.g_00982	Prbk.g_02499
OG0000675	Prbh.g_00983	Prbk.g_02526
OG0000676	Prbh.g_00984	Prbk.g_02527
OG0000677	Prbh.g_00987	Prbk.g_02530
OG0000678	Prbh.g_00989	Prbk.g_02532
OG0000679	Prbh.g_00991	Prbk.g_02534
OG0000680	Prbh.g_00992	Prbk.g_02535
OG0000681	Prbh.g_00993	Prbk.g_02536
OG0000682	Prbh.g_00994	Prbk.g_02537
OG0000683	Prbh.g_00996	Prbk.g_02539
OG0000684	Prbh.g_00997	Prbk.g_02540
OG0000685	Prbh.g_00998	Prbk.g_02541
OG0000686	Prbh.g_00999	Prbk.g_02542
OG0000687	Prbh.g_01001	Prbk.g_02543
OG0000688	Prbh.g_01002	Prbk.g_02544
OG0000689	Prbh.g_01003	Prbk.g_02546
OG0000690	Prbh.g_01004	Prbk.g_02547
OG0000691	Prbh.g_01005	Prbk.g_02548
OG0000692	Prbh.g_01009	Prbk.g_02559
OG0000693	Prbh.g_01010	Prbk.g_02560
OG0000694	Prbh.g_01011	Prbk.g_02563
OG0000695	Prbh.g_01012	Prbk.g_02567
OG0000696	Prbh.g_01013	Prbk.g_02568
OG0000697	Prbh.g_01015	Prbk.g_02570
OG0000698	Prbh.g_01019	Prbk.g_02379
OG0000699	Prbh.g_01020	Prbk.g_00598
OG0000700	Prbh.g_00857	Prbk.g_00582
OG0000701	Prbh.g_00861	Prbk.g_00193
OG0000702	Prbh.g_00868	Prbk.g_02580
OG0000703	Prbh.g_00870	Prbk.g_02389
OG0000704	Prbh.g_00871	Prbk.g_01662
OG0000705	Prbh.g_00872	Prbk.g_02390
OG0000706	Prbh.g_00873	Prbk.g_02391
OG0000707	Prbh.g_00875	Prbk.g_02393
OG0000708	Prbh.g_00876	Prbk.g_02394
OG0000709	Prbh.g_00878	Prbk.g_02396
OG0000710	Prbh.g_00879	Prbk.g_02397
OG0000711	Prbh.g_00880	Prbk.g_02398
OG0000712	Prbh.g_00881	Prbk.g_02399
OG0000713	Prbh.g_00882	Prbk.g_02400
OG0000714	Prbh.g_00884	Prbk.g_02408
OG0000715	Prbh.g_00885	Prbk.g_02410
OG0000716	Prbh.g_00887	Prbk.g_02415
OG0000717	Prbh.g_00888	Prbk.g_02417
OG0000718	Prbh.g_00889	Prbk.g_02420
OG0000719	Prbh.g_00891	Prbk.g_02435
OG0000720	Prbh.g_00892	Prbk.g_02436
OG0000721	Prbh.g_00895	Prbk.g_02438
OG0000722	Prbh.g_00896	Prbk.g_02439
OG0000723	Prbh.g_00897	Prbk.g_02440
OG0000724	Prbh.g_00898	Prbk.g_02453
OG0000725	Prbh.g_00899	Prbk.g_02452
OG0000726	Prbh.g_00900	Prbk.g_02451
OG0000727	Prbh.g_00901	Prbk.g_02450
OG0000728	Prbh.g_00902	Prbk.g_02449
OG0000729	Prbh.g_00903	Prbk.g_02447
OG0000730	Prbh.g_01181	Prbk.g_02444
OG0000731	Prbh.g_01179	Prbk.g_02455
OG0000732	Prbh.g_01178	Prbk.g_02456
OG0000733	Prbh.g_01177	Prbk.g_02457
OG0000734	Prbh.g_01176	Prbk.g_02458
OG0000735	Prbh.g_01174	Prbk.g_02459
OG0000736	Prbh.g_01173	Prbk.g_02460
OG0000737	Prbh.g_01172	Prbk.g_02461
OG0000738	Prbh.g_01059	Prbk.g_02359
OG0000739	Prbh.g_01060	Prbk.g_02358
OG0000740	Prbh.g_01061	Prbk.g_02357
OG0000741	Prbh.g_01062	Prbk.g_02355
OG0000742	Prbh.g_01064	Prbk.g_02353
OG0000743	Prbh.g_01065	Prbk.g_02352
OG0000744	Prbh.g_01066	Prbk.g_02350
OG0000745	Prbh.g_01067	Prbk.g_02349
OG0000746	Prbh.g_01068	Prbk.g_02348
OG0000747	Prbh.g_01069	Prbk.g_01698
OG0000748	Prbh.g_01070	Prbk.g_02340
OG0000749	Prbh.g_01071	Prbk.g_02339
OG0000750	Prbh.g_01073	Prbk.g_02337
OG0000751	Prbh.g_01074	Prbk.g_02336
OG0000752	Prbh.g_01131	Prbk.g_02189
OG0000753	Prbh.g_01079	Prbk.g_02331
OG0000754	Prbh.g_01080	Prbk.g_02330
OG0000755	Prbh.g_01081	Prbk.g_02329
OG0000756	Prbh.g_01083	Prbk.g_02327
OG0000757	Prbh.g_01084	Prbk.g_02326
OG0000758	Prbh.g_01085	Prbk.g_02325
OG0000759	Prbh.g_01087	Prbk.g_02320
OG0000760	Prbh.g_01088	Prbk.g_02319
OG0000761	Prbh.g_01089	Prbk.g_02317
OG0000762	Prbh.g_01091	Prbk.g_02315
OG0000763	Prbh.g_01092	Prbk.g_02313
OG0000764	Prbh.g_01093	Prbk.g_02311
OG0000765	Prbh.g_01094	Prbk.g_02310
OG0000766	Prbh.g_01095	Prbk.g_02309
OG0000767	Prbh.g_01097	Prbk.g_02307
OG0000768	Prbh.g_01098	Prbk.g_02306
OG0000769	Prbh.g_01099	Prbk.g_02305
OG0000770	Prbh.g_01100	Prbk.g_02304
OG0000771	Prbh.g_01101	Prbk.g_02303
OG0000772	Prbh.g_01342	Prbk.g_01728
OG0000773	Prbh.g_01102	Prbk.g_02301
OG0000774	Prbh.g_01103	Prbk.g_02299
OG0000775	Prbh.g_01104	Prbk.g_02297
OG0000776	Prbh.g_01106	Prbk.g_02293
OG0000777	Prbh.g_01107	Prbk.g_02292
OG0000778	Prbh.g_01108	Prbk.g_00562
OG0000779	Prbh.g_01109	Prbk.g_00566
OG0000780	Prbh.g_01111	Prbk.g_00568
OG0000781	Prbh.g_01113	Prbk.g_00572
OG0000782	Prbh.g_01114	Prbk.g_00573
OG0000783	Prbh.g_01116	Prbk.g_00578
OG0000784	Prbh.g_01118	Prbk.g_00580
OG0000785	Prbh.g_01119	Prbk.g_00581
OG0000786	Prbh.g_01120	Prbk.g_00583
OG0000787	Prbh.g_01121	Prbk.g_00584
OG0000788	Prbh.g_01126	Prbk.g_00590
OG0000789	Prbh.g_01129	Prbk.g_00593
OG0000790	Prbh.g_01130	Prbk.g_02190
OG0000791	Prbh.g_01133	Prbk.g_00594
OG0000792	Prbh.g_01134	Prbk.g_00595
OG0000793	Prbh.g_01135	Prbk.g_00596
OG0000794	Prbh.g_01138	Prbk.g_00599
OG0000795	Prbh.g_01042	Prbk.g_00068
OG0000796	Prbh.g_01041	Prbk.g_00067
OG0000797	Prbh.g_01039	Prbk.g_00064
OG0000798	Prbh.g_01038	Prbk.g_00063
OG0000799	Prbh.g_01037	Prbk.g_00062
OG0000800	Prbh.g_01036	Prbk.g_00061
OG0000801	Prbh.g_01033	Prbk.g_00058
OG0000802	Prbh.g_01032	Prbk.g_00057
OG0000803	Prbh.g_01030	Prbk.g_00054
OG0000804	Prbh.g_01029	Prbk.g_00053
OG0000805	Prbh.g_01028	Prbk.g_00052
OG0000806	Prbh.g_01026	Prbk.g_00051
OG0000807	Prbh.g_00411	Prbk.g_00627
OG0000808	Prbh.g_00827	Prbk.g_02595
OG0000809	Prbh.g_01331	Prbk.g_02022
OG0000810	Prbh.g_01442	Prbk.g_01700
OG0000811	Prbh.g_01351	Prbk.g_01531
OG0000812	Prbh.g_01325	Prbk.g_00869
OG0000813	Prbh.g_00432	Prbk.g_00879
OG0000814	Prbh.g_01344	Prbk.g_01234
OG0000815	Prbh.g_00008	Prbk.g_02613
OG0000816	Prbh.g_01867	Prbk.g_02202
OG0000817	Prbh.g_01866	Prbk.g_02196
OG0000818	Prbh.g_00834	Prbk.g_01456
OG0000819	Prbh.g_01305	Prbk.g_01227
OG0000820	Prbh.g_01299	Prbk.g_00004
OG0000821	Prbh.g_01297	Prbk.g_01037
OG0000822	Prbh.g_01296	Prbk.g_01036
OG0000823	Prbh.g_01295	Prbk.g_01035
OG0000824	Prbh.g_01294	Prbk.g_01034
OG0000825	Prbh.g_01293	Prbk.g_01032
OG0000826	Prbh.g_01292	Prbk.g_01031
OG0000827	Prbh.g_01291	Prbk.g_01028
OG0000828	Prbh.g_01290	Prbk.g_01026
OG0000829	Prbh.g_01289	Prbk.g_01025
OG0000830	Prbh.g_01287	Prbk.g_01022
OG0000831	Prbh.g_01284	Prbk.g_01020
OG0000832	Prbh.g_01282	Prbk.g_01018
OG0000833	Prbh.g_01280	Prbk.g_01017
OG0000834	Prbh.g_01279	Prbk.g_00141
OG0000835	Prbh.g_01278	Prbk.g_00142
OG0000836	Prbh.g_01277	Prbk.g_00143
OG0000837	Prbh.g_01274	Prbk.g_00153
OG0000838	Prbh.g_01273	Prbk.g_00155
OG0000839	Prbh.g_01272	Prbk.g_00156
OG0000840	Prbh.g_01271	Prbk.g_00157
OG0000841	Prbh.g_01270	Prbk.g_00158
OG0000842	Prbh.g_01268	Prbk.g_00106
OG0000843	Prbh.g_01267	Prbk.g_00105
OG0000844	Prbh.g_01266	Prbk.g_00104
OG0000845	Prbh.g_01265	Prbk.g_00103
OG0000846	Prbh.g_01262	Prbk.g_00100
OG0000847	Prbh.g_01261	Prbk.g_00099
OG0000848	Prbh.g_01260	Prbk.g_01501
OG0000849	Prbh.g_01257	Prbk.g_01498
OG0000850	Prbh.g_01256	Prbk.g_01497
OG0000851	Prbh.g_01254	Prbk.g_00139
OG0000852	Prbh.g_01252	Prbk.g_00137
OG0000853	Prbh.g_01250	Prbk.g_00135
OG0000854	Prbh.g_01248	Prbk.g_00133
OG0000855	Prbh.g_01247	Prbk.g_00132
OG0000856	Prbh.g_01246	Prbk.g_00131
OG0000857	Prbh.g_01245	Prbk.g_00130
OG0000858	Prbh.g_01244	Prbk.g_00129
OG0000859	Prbh.g_01243	Prbk.g_00128
OG0000860	Prbh.g_01242	Prbk.g_00127
OG0000861	Prbh.g_01241	Prbk.g_01503
OG0000862	Prbh.g_01240	Prbk.g_01504
OG0000863	Prbh.g_01239	Prbk.g_01505
OG0000864	Prbh.g_01238	Prbk.g_01506
OG0000865	Prbh.g_01237	Prbk.g_01508
OG0000866	Prbh.g_01236	Prbk.g_00189
OG0000867	Prbh.g_01235	Prbk.g_00188
OG0000868	Prbh.g_01234	Prbk.g_00186
OG0000869	Prbh.g_01232	Prbk.g_00183
OG0000870	Prbh.g_01231	Prbk.g_00182
OG0000871	Prbh.g_01230	Prbk.g_00178
OG0000872	Prbh.g_01229	Prbk.g_00177
OG0000873	Prbh.g_01227	Prbk.g_00175
OG0000874	Prbh.g_01226	Prbk.g_00174
OG0000875	Prbh.g_01225	Prbk.g_00097
OG0000876	Prbh.g_01224	Prbk.g_00098
OG0000877	Prbh.g_01451	Prbk.g_00122
OG0000878	Prbh.g_01845	Prbk.g_02011
OG0000879	Prbh.g_01362	Prbk.g_00164
OG0000880	Prbh.g_01363	Prbk.g_00163
OG0000881	Prbh.g_01364	Prbk.g_00162
OG0000882	Prbh.g_01365	Prbk.g_01194
OG0000883	Prbh.g_01366	Prbk.g_01192
OG0000884	Prbh.g_01368	Prbk.g_01190
OG0000885	Prbh.g_01369	Prbk.g_01189
OG0000886	Prbh.g_01370	Prbk.g_01188
OG0000887	Prbh.g_01371	Prbk.g_01187
OG0000888	Prbh.g_01372	Prbk.g_01186
OG0000889	Prbh.g_01375	Prbk.g_01182
OG0000890	Prbh.g_01376	Prbk.g_01179
OG0000891	Prbh.g_01377	Prbk.g_01178
OG0000892	Prbh.g_01379	Prbk.g_01175
OG0000893	Prbh.g_01380	Prbk.g_01174
OG0000894	Prbh.g_01381	Prbk.g_01173
OG0000895	Prbh.g_01382	Prbk.g_01172
OG0000896	Prbh.g_01383	Prbk.g_01171
OG0000897	Prbh.g_01384	Prbk.g_01170
OG0000898	Prbh.g_01387	Prbk.g_01167
OG0000899	Prbh.g_01388	Prbk.g_01166
OG0000900	Prbh.g_01935	Prbk.g_01199
OG0000901	Prbh.g_00002	Prbk.g_02120
OG0000902	Prbh.g_00206	Prbk.g_00334
OG0000903	Prbh.g_01341	Prbk.g_02564
OG0000904	Prbh.g_00196	Prbk.g_01691
OG0000905	Prbh.g_01326	Prbk.g_00055
OG0000906	Prbh.g_01308	Prbk.g_00629
OG0000907	Prbh.g_01017	Prbk.g_02578
OG0000908	Prbh.g_01872	Prbk.g_00923
OG0000909	Prbh.g_00011	Prbk.g_02051
OG0000910	Prbh.g_00012	Prbk.g_02050
OG0000911	Prbh.g_00013	Prbk.g_02049
OG0000912	Prbh.g_00014	Prbk.g_02048
OG0000913	Prbh.g_00015	Prbk.g_02047
OG0000914	Prbh.g_00016	Prbk.g_02046
OG0000915	Prbh.g_00017	Prbk.g_02045
OG0000916	Prbh.g_00019	Prbk.g_02044
OG0000917	Prbh.g_00020	Prbk.g_02042
OG0000918	Prbh.g_00021	Prbk.g_02041
OG0000919	Prbh.g_00022	Prbk.g_02040
OG0000920	Prbh.g_00023	Prbk.g_02039
OG0000921	Prbh.g_00024	Prbk.g_02038
OG0000922	Prbh.g_00025	Prbk.g_02037
OG0000923	Prbh.g_00026	Prbk.g_02036
OG0000924	Prbh.g_00027	Prbk.g_02035
OG0000925	Prbh.g_00028	Prbk.g_02034
OG0000926	Prbh.g_01599	Prbk.g_00526
OG0000927	Prbh.g_00079	Prbk.g_01929
OG0000928	Prbh.g_00080	Prbk.g_01930
OG0000929	Prbh.g_00081	Prbk.g_01931
OG0000930	Prbh.g_00082	Prbk.g_01937
OG0000931	Prbh.g_00083	Prbk.g_01938
OG0000932	Prbh.g_00085	Prbk.g_00244
OG0000933	Prbh.g_00086	Prbk.g_00246
OG0000934	Prbh.g_00087	Prbk.g_00247
OG0000935	Prbh.g_00088	Prbk.g_00248
OG0000936	Prbh.g_00089	Prbk.g_00249
OG0000937	Prbh.g_00090	Prbk.g_00250
OG0000938	Prbh.g_00091	Prbk.g_00252
OG0000939	Prbh.g_00092	Prbk.g_00253
OG0000940	Prbh.g_00093	Prbk.g_00255
OG0000941	Prbh.g_00094	Prbk.g_00257
OG0000942	Prbh.g_00095	Prbk.g_00258
OG0000943	Prbh.g_00101	Prbk.g_00261
OG0000944	Prbh.g_00102	Prbk.g_00270
OG0000945	Prbh.g_00103	Prbk.g_00271
OG0000946	Prbh.g_00104	Prbk.g_00272
OG0000947	Prbh.g_00105	Prbk.g_00273
OG0000948	Prbh.g_00106	Prbk.g_00274
OG0000949	Prbh.g_00107	Prbk.g_00275
OG0000950	Prbh.g_00108	Prbk.g_00276
OG0000951	Prbh.g_00109	Prbk.g_00277
OG0000952	Prbh.g_00110	Prbk.g_00278
OG0000953	Prbh.g_00111	Prbk.g_00279
OG0000954	Prbh.g_00112	Prbk.g_00280
OG0000955	Prbh.g_00113	Prbk.g_00281
OG0000956	Prbh.g_00114	Prbk.g_00282
OG0000957	Prbh.g_00115	Prbk.g_00283
OG0000958	Prbh.g_00116	Prbk.g_01237
OG0000959	Prbh.g_00117	Prbk.g_01236
OG0000960	Prbh.g_00118	Prbk.g_01235
OG0000961	Prbh.g_00122	Prbk.g_01228
OG0000962	Prbh.g_00123	Prbk.g_01226
OG0000963	Prbh.g_00124	Prbk.g_01225
OG0000964	Prbh.g_00126	Prbk.g_01222
OG0000965	Prbh.g_00127	Prbk.g_01221
OG0000966	Prbh.g_00128	Prbk.g_01220
OG0000967	Prbh.g_00129	Prbk.g_01219
OG0000968	Prbh.g_00130	Prbk.g_01218
OG0000969	Prbh.g_00131	Prbk.g_01217
OG0000970	Prbh.g_00132	Prbk.g_01216
OG0000971	Prbh.g_00133	Prbk.g_01215
OG0000972	Prbh.g_00134	Prbk.g_01214
OG0000973	Prbh.g_00135	Prbk.g_01213
OG0000974	Prbh.g_00137	Prbk.g_01211
OG0000975	Prbh.g_00144	Prbk.g_01654
OG0000976	Prbh.g_00146	Prbk.g_02016
OG0000977	Prbh.g_00147	Prbk.g_02006
OG0000978	Prbh.g_00149	Prbk.g_02004
OG0000979	Prbh.g_00151	Prbk.g_02002
OG0000980	Prbh.g_00152	Prbk.g_02001
OG0000981	Prbh.g_00153	Prbk.g_02596
OG0000982	Prbh.g_00154	Prbk.g_02000
OG0000983	Prbh.g_00156	Prbk.g_01998
OG0000984	Prbh.g_00157	Prbk.g_01997
OG0000985	Prbh.g_00158	Prbk.g_01996
OG0000986	Prbh.g_00159	Prbk.g_01994
OG0000987	Prbh.g_00160	Prbk.g_01993
OG0000988	Prbh.g_00162	Prbk.g_01991
OG0000989	Prbh.g_00163	Prbk.g_01990
OG0000990	Prbh.g_00164	Prbk.g_01989
OG0000991	Prbh.g_00165	Prbk.g_01988
OG0000992	Prbh.g_00166	Prbk.g_01987
OG0000993	Prbh.g_00167	Prbk.g_01986
OG0000994	Prbh.g_00168	Prbk.g_01985
OG0000995	Prbh.g_00169	Prbk.g_01983
OG0000996	Prbh.g_00170	Prbk.g_01982
OG0000997	Prbh.g_00171	Prbk.g_01981
OG0000998	Prbh.g_00172	Prbk.g_01980
OG0000999	Prbh.g_00173	Prbk.g_01979
OG0001000	Prbh.g_00174	Prbk.g_01978
OG0001001	Prbh.g_00176	Prbk.g_01977
OG0001002	Prbh.g_00177	Prbk.g_00937
OG0001003	Prbh.g_00178	Prbk.g_00936
OG0001004	Prbh.g_00179	Prbk.g_01360
OG0001005	Prbh.g_00181	Prbk.g_00934
OG0001006	Prbh.g_00182	Prbk.g_00933
OG0001007	Prbh.g_00183	Prbk.g_00932
OG0001008	Prbh.g_00185	Prbk.g_00930
OG0001009	Prbh.g_00186	Prbk.g_00929
OG0001010	Prbh.g_01837	Prbk.g_02593
OG0001011	Prbh.g_01454	Prbk.g_02619
OG0001012	Prbh.g_00968	Prbk.g_02485
OG0001013	Prbh.g_01789	Prbk.g_00918
OG0001014	Prbh.g_01788	Prbk.g_00917
OG0001015	Prbh.g_01781	Prbk.g_00906
OG0001016	Prbh.g_01780	Prbk.g_00905
OG0001017	Prbh.g_01779	Prbk.g_00904
OG0001018	Prbh.g_01778	Prbk.g_00902
OG0001019	Prbh.g_01776	Prbk.g_01451
OG0001020	Prbh.g_01775	Prbk.g_01450
OG0001021	Prbh.g_01774	Prbk.g_01449
OG0001022	Prbh.g_01773	Prbk.g_01448
OG0001023	Prbh.g_01772	Prbk.g_01447
OG0001024	Prbh.g_01770	Prbk.g_01445
OG0001025	Prbh.g_01769	Prbk.g_01444
OG0001026	Prbh.g_01768	Prbk.g_01443
OG0001027	Prbh.g_01767	Prbk.g_01442
OG0001028	Prbh.g_01766	Prbk.g_01441
OG0001029	Prbh.g_01765	Prbk.g_01440
OG0001030	Prbh.g_01764	Prbk.g_01439
OG0001031	Prbh.g_01763	Prbk.g_01438
OG0001032	Prbh.g_01762	Prbk.g_01437
OG0001033	Prbh.g_01761	Prbk.g_01436
OG0001034	Prbh.g_01760	Prbk.g_01434
OG0001035	Prbh.g_01758	Prbk.g_01432
OG0001036	Prbh.g_01757	Prbk.g_01431
OG0001037	Prbh.g_01756	Prbk.g_01429
OG0001038	Prbh.g_01755	Prbk.g_01428
OG0001039	Prbh.g_01754	Prbk.g_01427
OG0001040	Prbh.g_01752	Prbk.g_01426
OG0001041	Prbh.g_01751	Prbk.g_01425
OG0001042	Prbh.g_01750	Prbk.g_01423
OG0001043	Prbh.g_01749	Prbk.g_01422
OG0001044	Prbh.g_01748	Prbk.g_01421
OG0001045	Prbh.g_01747	Prbk.g_01420
OG0001046	Prbh.g_01746	Prbk.g_01419
OG0001047	Prbh.g_01743	Prbk.g_01415
OG0001048	Prbh.g_01741	Prbk.g_01413
OG0001049	Prbh.g_01740	Prbk.g_01412
OG0001050	Prbh.g_01739	Prbk.g_01411
OG0001051	Prbh.g_01738	Prbk.g_01410
OG0001052	Prbh.g_01737	Prbk.g_01409
OG0001053	Prbh.g_01735	Prbk.g_01407
OG0001054	Prbh.g_01733	Prbk.g_01405
OG0001055	Prbh.g_01732	Prbk.g_01404
OG0001056	Prbh.g_01731	Prbk.g_01403
OG0001057	Prbh.g_01730	Prbk.g_01402
OG0001058	Prbh.g_01729	Prbk.g_01401
OG0001059	Prbh.g_01728	Prbk.g_01400
OG0001060	Prbh.g_01727	Prbk.g_01399
OG0001061	Prbh.g_01726	Prbk.g_01398
OG0001062	Prbh.g_01725	Prbk.g_01384
OG0001063	Prbh.g_01724	Prbk.g_01383
OG0001064	Prbh.g_01723	Prbk.g_01381
OG0001065	Prbh.g_01719	Prbk.g_01901
OG0001066	Prbh.g_01717	Prbk.g_01904
OG0001067	Prbh.g_01716	Prbk.g_01905
OG0001068	Prbh.g_01713	Prbk.g_01909
OG0001069	Prbh.g_01712	Prbk.g_01910
OG0001070	Prbh.g_01711	Prbk.g_01911
OG0001071	Prbh.g_01710	Prbk.g_01912
OG0001072	Prbh.g_01709	Prbk.g_01913
OG0001073	Prbh.g_01708	Prbk.g_01914
OG0001074	Prbh.g_01707	Prbk.g_01915
OG0001075	Prbh.g_01706	Prbk.g_01916
OG0001076	Prbh.g_01705	Prbk.g_01917
OG0001077	Prbh.g_01704	Prbk.g_01918
OG0001078	Prbh.g_01703	Prbk.g_01920
OG0001079	Prbh.g_01702	Prbk.g_01921
OG0001080	Prbh.g_01701	Prbk.g_01922
OG0001081	Prbh.g_01697	Prbk.g_00990
OG0001082	Prbh.g_01696	Prbk.g_00991
OG0001083	Prbh.g_01692	Prbk.g_00995
OG0001084	Prbh.g_01694	Prbk.g_00993
OG0001085	Prbh.g_01695	Prbk.g_00992
