Orthogroup	Prbh	Prbj
OG0000548	Prbh.g_01457	Prbj.g_02558
OG0000549	Prbh.g_01456	Prbj.g_02559
OG0000550	Prbh.g_01455	Prbj.g_02560
OG0000551	Prbh.g_01453	Prbj.g_02563
OG0000552	Prbh.g_01452	Prbj.g_02565
OG0000553	Prbh.g_01223	Prbj.g_02566
OG0000554	Prbh.g_01222	Prbj.g_02568
OG0000555	Prbh.g_01221	Prbj.g_02569
OG0000556	Prbh.g_01220	Prbj.g_02570
OG0000557	Prbh.g_01219	Prbj.g_02571
OG0000558	Prbh.g_01218	Prbj.g_02573
OG0000559	Prbh.g_01217	Prbj.g_02574
OG0000560	Prbh.g_01216	Prbj.g_02576
OG0000561	Prbh.g_01215	Prbj.g_02577
OG0000562	Prbh.g_01213	Prbj.g_02579
OG0000563	Prbh.g_01212	Prbj.g_02580
OG0000564	Prbh.g_01211	Prbj.g_02581
OG0000565	Prbh.g_01210	Prbj.g_02589
OG0000566	Prbh.g_01209	Prbj.g_02590
OG0000567	Prbh.g_01208	Prbj.g_02591
OG0000568	Prbh.g_01207	Prbj.g_02592
OG0000569	Prbh.g_01206	Prbj.g_02593
OG0000570	Prbh.g_01205	Prbj.g_02596
OG0000571	Prbh.g_01204	Prbj.g_02597
OG0000572	Prbh.g_01203	Prbj.g_02598
OG0000573	Prbh.g_01200	Prbj.g_00794
OG0000574	Prbh.g_01199	Prbj.g_00803
OG0000575	Prbh.g_01198	Prbj.g_00804
OG0000576	Prbh.g_01197	Prbj.g_00805
OG0000577	Prbh.g_01196	Prbj.g_00806
OG0000578	Prbh.g_01195	Prbj.g_00807
OG0000579	Prbh.g_01194	Prbj.g_00809
OG0000580	Prbh.g_01193	Prbj.g_00812
OG0000581	Prbh.g_01192	Prbj.g_00813
OG0000582	Prbh.g_01191	Prbj.g_00815
OG0000583	Prbh.g_01190	Prbj.g_00816
OG0000584	Prbh.g_01188	Prbj.g_00818
OG0000585	Prbh.g_01187	Prbj.g_00819
OG0000586	Prbh.g_01185	Prbj.g_00821
OG0000587	Prbh.g_01184	Prbj.g_00822
OG0000588	Prbh.g_00904	Prbj.g_00825
OG0000589	Prbh.g_00905	Prbj.g_02707
OG0000590	Prbh.g_00907	Prbj.g_01466
OG0000591	Prbh.g_00913	Prbj.g_00184
OG0000592	Prbh.g_00914	Prbj.g_00760
OG0000593	Prbh.g_00915	Prbj.g_00248
OG0000594	Prbh.g_00918	Prbj.g_02453
OG0000595	Prbh.g_00919	Prbj.g_02636
OG0000596	Prbh.g_00920	Prbj.g_00943
OG0000597	Prbh.g_00922	Prbj.g_00921
OG0000598	Prbh.g_00923	Prbj.g_00927
OG0000599	Prbh.g_00924	Prbj.g_00931
OG0000600	Prbh.g_00925	Prbj.g_00932
OG0000601	Prbh.g_00928	Prbj.g_00946
OG0000602	Prbh.g_00929	Prbj.g_00947
OG0000603	Prbh.g_00930	Prbj.g_00948
OG0000604	Prbh.g_00933	Prbj.g_00754
OG0000605	Prbh.g_00934	Prbj.g_00755
OG0000606	Prbh.g_00935	Prbj.g_00757
OG0000607	Prbh.g_00937	Prbj.g_00759
OG0000608	Prbh.g_00939	Prbj.g_02373
OG0000609	Prbh.g_01487	Prbj.g_02057
OG0000610	Prbh.g_00864	Prbj.g_00168
OG0000611	Prbh.g_00946	Prbj.g_02180
OG0000612	Prbh.g_00947	Prbj.g_02181
OG0000613	Prbh.g_01170	Prbj.g_02182
OG0000614	Prbh.g_01169	Prbj.g_02183
OG0000615	Prbh.g_01167	Prbj.g_02184
OG0000616	Prbh.g_01166	Prbj.g_02185
OG0000617	Prbh.g_01165	Prbj.g_02186
OG0000618	Prbh.g_01164	Prbj.g_02187
OG0000619	Prbh.g_01163	Prbj.g_02189
OG0000620	Prbh.g_01162	Prbj.g_02190
OG0000621	Prbh.g_01161	Prbj.g_02191
OG0000622	Prbh.g_01160	Prbj.g_02192
OG0000623	Prbh.g_01159	Prbj.g_02193
OG0000624	Prbh.g_01157	Prbj.g_02194
OG0000625	Prbh.g_01156	Prbj.g_02195
OG0000626	Prbh.g_01155	Prbj.g_02196
OG0000627	Prbh.g_01154	Prbj.g_02320
OG0000628	Prbh.g_01153	Prbj.g_02319
OG0000629	Prbh.g_01151	Prbj.g_02316
OG0000630	Prbh.g_01150	Prbj.g_02315
OG0000631	Prbh.g_01148	Prbj.g_02312
OG0000632	Prbh.g_01147	Prbj.g_00773
OG0000633	Prbh.g_01875	Prbj.g_01884
OG0000634	Prbh.g_01880	Prbj.g_01607
OG0000635	Prbh.g_01078	Prbj.g_02276
OG0000636	Prbh.g_01077	Prbj.g_02277
OG0000637	Prbh.g_01076	Prbj.g_02278
OG0000638	Prbh.g_00442	Prbj.g_00347
OG0000639	Prbh.g_01051	Prbj.g_01337
OG0000640	Prbh.g_01054	Prbj.g_02311
OG0000641	Prbh.g_01056	Prbj.g_02306
OG0000642	Prbh.g_01057	Prbj.g_02305
OG0000643	Prbh.g_01058	Prbj.g_02304
OG0000644	Prbh.g_01171	Prbj.g_02406
OG0000645	Prbh.g_00948	Prbj.g_02407
OG0000646	Prbh.g_00949	Prbj.g_02408
OG0000647	Prbh.g_00950	Prbj.g_02409
OG0000648	Prbh.g_00952	Prbj.g_02411
OG0000649	Prbh.g_00953	Prbj.g_02412
OG0000650	Prbh.g_00954	Prbj.g_02413
OG0000651	Prbh.g_00955	Prbj.g_02414
OG0000652	Prbh.g_00956	Prbj.g_02415
OG0000653	Prbh.g_00957	Prbj.g_02416
OG0000654	Prbh.g_00959	Prbj.g_02418
OG0000655	Prbh.g_00961	Prbj.g_02420
OG0000656	Prbh.g_00962	Prbj.g_02421
OG0000657	Prbh.g_00963	Prbj.g_02422
OG0000658	Prbh.g_00964	Prbj.g_02423
OG0000659	Prbh.g_00965	Prbj.g_02424
OG0000660	Prbh.g_00966	Prbj.g_02425
OG0000661	Prbh.g_00967	Prbj.g_02427
OG0000662	Prbh.g_00969	Prbj.g_02430
OG0000663	Prbh.g_00970	Prbj.g_02431
OG0000664	Prbh.g_00971	Prbj.g_02432
OG0000665	Prbh.g_00972	Prbj.g_02433
OG0000666	Prbh.g_00973	Prbj.g_02434
OG0000667	Prbh.g_00974	Prbj.g_02435
OG0000668	Prbh.g_00975	Prbj.g_02436
OG0000669	Prbh.g_00977	Prbj.g_02438
OG0000670	Prbh.g_00978	Prbj.g_02439
OG0000671	Prbh.g_00979	Prbj.g_02440
OG0000672	Prbh.g_00980	Prbj.g_02441
OG0000673	Prbh.g_00981	Prbj.g_02442
OG0000674	Prbh.g_00982	Prbj.g_02443
OG0000675	Prbh.g_00983	Prbj.g_02470
OG0000676	Prbh.g_00984	Prbj.g_02471
OG0000677	Prbh.g_00987	Prbj.g_02474
OG0000678	Prbh.g_00989	Prbj.g_02476
OG0000679	Prbh.g_00991	Prbj.g_02478
OG0000680	Prbh.g_00992	Prbj.g_02479
OG0000681	Prbh.g_00993	Prbj.g_02480
OG0000682	Prbh.g_00994	Prbj.g_02481
OG0000683	Prbh.g_00996	Prbj.g_02483
OG0000684	Prbh.g_00997	Prbj.g_02484
OG0000685	Prbh.g_00998	Prbj.g_02485
OG0000686	Prbh.g_00999	Prbj.g_02486
OG0000687	Prbh.g_01001	Prbj.g_02487
OG0000688	Prbh.g_01002	Prbj.g_02488
OG0000689	Prbh.g_01003	Prbj.g_02490
OG0000690	Prbh.g_01004	Prbj.g_02491
OG0000691	Prbh.g_01005	Prbj.g_02492
OG0000692	Prbh.g_01009	Prbj.g_02503
OG0000693	Prbh.g_01010	Prbj.g_02504
OG0000694	Prbh.g_01011	Prbj.g_02507
OG0000695	Prbh.g_01012	Prbj.g_02511
OG0000696	Prbh.g_01013	Prbj.g_02512
OG0000697	Prbh.g_01015	Prbj.g_02514
OG0000698	Prbh.g_01019	Prbj.g_02323
OG0000699	Prbh.g_01020	Prbj.g_02199
OG0000700	Prbh.g_00857	Prbj.g_02215
OG0000701	Prbh.g_00861	Prbj.g_01553
OG0000702	Prbh.g_00868	Prbj.g_02523
OG0000703	Prbh.g_00870	Prbj.g_02333
OG0000704	Prbh.g_00871	Prbj.g_00044
OG0000705	Prbh.g_00872	Prbj.g_02334
OG0000706	Prbh.g_00873	Prbj.g_02335
OG0000707	Prbh.g_00875	Prbj.g_02337
OG0000708	Prbh.g_00876	Prbj.g_02338
OG0000709	Prbh.g_00878	Prbj.g_02340
OG0000710	Prbh.g_00879	Prbj.g_02341
OG0000711	Prbh.g_00880	Prbj.g_02342
OG0000712	Prbh.g_00881	Prbj.g_02343
OG0000713	Prbh.g_00882	Prbj.g_02344
OG0000714	Prbh.g_00884	Prbj.g_02352
OG0000715	Prbh.g_00885	Prbj.g_02354
OG0000716	Prbh.g_00887	Prbj.g_02359
OG0000717	Prbh.g_00888	Prbj.g_02361
OG0000718	Prbh.g_00889	Prbj.g_02364
OG0000719	Prbh.g_00891	Prbj.g_02379
OG0000720	Prbh.g_00892	Prbj.g_02380
OG0000721	Prbh.g_00895	Prbj.g_02382
OG0000722	Prbh.g_00896	Prbj.g_02383
OG0000723	Prbh.g_00897	Prbj.g_02384
OG0000724	Prbh.g_00898	Prbj.g_02397
OG0000725	Prbh.g_00899	Prbj.g_02396
OG0000726	Prbh.g_00900	Prbj.g_02395
OG0000727	Prbh.g_00901	Prbj.g_02394
OG0000728	Prbh.g_00902	Prbj.g_02393
OG0000729	Prbh.g_00903	Prbj.g_02391
OG0000730	Prbh.g_01181	Prbj.g_02388
OG0000731	Prbh.g_01179	Prbj.g_02399
OG0000732	Prbh.g_01178	Prbj.g_02400
OG0000733	Prbh.g_01177	Prbj.g_02401
OG0000734	Prbh.g_01176	Prbj.g_02402
OG0000735	Prbh.g_01174	Prbj.g_02403
OG0000736	Prbh.g_01173	Prbj.g_02404
OG0000737	Prbh.g_01172	Prbj.g_02405
OG0000738	Prbh.g_01059	Prbj.g_02303
OG0000739	Prbh.g_01060	Prbj.g_02302
OG0000740	Prbh.g_01061	Prbj.g_02301
OG0000741	Prbh.g_01062	Prbj.g_02299
OG0000742	Prbh.g_01064	Prbj.g_02297
OG0000743	Prbh.g_01065	Prbj.g_02296
OG0000744	Prbh.g_01066	Prbj.g_02294
OG0000745	Prbh.g_01067	Prbj.g_02293
OG0000746	Prbh.g_01068	Prbj.g_02292
OG0000747	Prbh.g_01069	Prbj.g_00694
OG0000748	Prbh.g_01070	Prbj.g_02284
OG0000749	Prbh.g_01071	Prbj.g_02283
OG0000750	Prbh.g_01073	Prbj.g_02281
OG0000751	Prbh.g_01074	Prbj.g_02280
OG0000752	Prbh.g_01131	Prbj.g_01984
OG0000753	Prbh.g_01079	Prbj.g_02275
OG0000754	Prbh.g_01080	Prbj.g_02274
OG0000755	Prbh.g_01081	Prbj.g_02273
OG0000756	Prbh.g_01083	Prbj.g_02271
OG0000757	Prbh.g_01084	Prbj.g_02270
OG0000758	Prbh.g_01085	Prbj.g_02269
OG0000759	Prbh.g_01087	Prbj.g_02264
OG0000760	Prbh.g_01088	Prbj.g_02263
OG0000761	Prbh.g_01089	Prbj.g_02261
OG0000762	Prbh.g_01091	Prbj.g_02259
OG0000763	Prbh.g_01092	Prbj.g_02257
OG0000764	Prbh.g_01093	Prbj.g_02255
OG0000765	Prbh.g_01094	Prbj.g_02254
OG0000766	Prbh.g_01095	Prbj.g_02253
OG0000767	Prbh.g_01097	Prbj.g_02251
OG0000768	Prbh.g_01098	Prbj.g_02250
OG0000769	Prbh.g_01099	Prbj.g_02249
OG0000770	Prbh.g_01100	Prbj.g_02248
OG0000771	Prbh.g_01101	Prbj.g_02247
OG0000772	Prbh.g_01342	Prbj.g_00722
OG0000773	Prbh.g_01102	Prbj.g_02245
OG0000774	Prbh.g_01103	Prbj.g_02243
OG0000775	Prbh.g_01104	Prbj.g_02241
OG0000776	Prbh.g_01106	Prbj.g_02237
OG0000777	Prbh.g_01107	Prbj.g_02236
OG0000778	Prbh.g_01108	Prbj.g_02235
OG0000779	Prbh.g_01109	Prbj.g_02231
OG0000780	Prbh.g_01111	Prbj.g_02229
OG0000781	Prbh.g_01113	Prbj.g_02225
OG0000782	Prbh.g_01114	Prbj.g_02224
OG0000783	Prbh.g_01116	Prbj.g_02219
OG0000784	Prbh.g_01118	Prbj.g_02217
OG0000785	Prbh.g_01119	Prbj.g_02216
OG0000786	Prbh.g_01120	Prbj.g_02214
OG0000787	Prbh.g_01121	Prbj.g_02213
OG0000788	Prbh.g_01126	Prbj.g_02207
OG0000789	Prbh.g_01129	Prbj.g_02204
OG0000790	Prbh.g_01130	Prbj.g_01985
OG0000791	Prbh.g_01133	Prbj.g_02203
OG0000792	Prbh.g_01134	Prbj.g_02202
OG0000793	Prbh.g_01135	Prbj.g_02201
OG0000794	Prbh.g_01138	Prbj.g_02198
OG0000795	Prbh.g_01042	Prbj.g_01850
OG0000796	Prbh.g_01041	Prbj.g_01849
OG0000797	Prbh.g_01039	Prbj.g_01846
OG0000798	Prbh.g_01038	Prbj.g_01845
OG0000799	Prbh.g_01037	Prbj.g_01844
OG0000800	Prbh.g_01036	Prbj.g_01843
OG0000801	Prbh.g_01033	Prbj.g_01840
OG0000802	Prbh.g_01032	Prbj.g_01839
OG0000803	Prbh.g_01030	Prbj.g_01836
OG0000804	Prbh.g_01029	Prbj.g_01835
OG0000805	Prbh.g_01028	Prbj.g_01834
OG0000806	Prbh.g_01026	Prbj.g_01833
OG0000807	Prbh.g_00411	Prbj.g_02687
OG0000808	Prbh.g_00827	Prbj.g_02537
OG0000809	Prbh.g_01331	Prbj.g_01669
OG0000810	Prbh.g_01442	Prbj.g_00696
OG0000811	Prbh.g_01351	Prbj.g_01289
OG0000812	Prbh.g_01325	Prbj.g_00343
OG0000813	Prbh.g_00432	Prbj.g_00333
OG0000814	Prbh.g_01344	Prbj.g_00634
OG0000815	Prbh.g_00008	Prbj.g_02555
OG0000816	Prbh.g_01867	Prbj.g_01997
OG0000817	Prbh.g_01866	Prbj.g_01991
OG0000818	Prbh.g_00834	Prbj.g_01336
OG0000819	Prbh.g_01305	Prbj.g_00641
OG0000820	Prbh.g_01299	Prbj.g_00627
OG0000821	Prbh.g_01297	Prbj.g_00953
OG0000822	Prbh.g_01296	Prbj.g_00954
OG0000823	Prbh.g_01295	Prbj.g_00955
OG0000824	Prbh.g_01294	Prbj.g_00956
OG0000825	Prbh.g_01293	Prbj.g_00958
OG0000826	Prbh.g_01292	Prbj.g_00959
OG0000827	Prbh.g_01291	Prbj.g_00962
OG0000828	Prbh.g_01290	Prbj.g_00964
OG0000829	Prbh.g_01289	Prbj.g_00965
OG0000830	Prbh.g_01287	Prbj.g_00968
OG0000831	Prbh.g_01284	Prbj.g_00970
OG0000832	Prbh.g_01282	Prbj.g_00972
OG0000833	Prbh.g_01280	Prbj.g_00973
OG0000834	Prbh.g_01279	Prbj.g_00846
OG0000835	Prbh.g_01278	Prbj.g_00845
OG0000836	Prbh.g_01277	Prbj.g_00844
OG0000837	Prbh.g_01274	Prbj.g_00834
OG0000838	Prbh.g_01273	Prbj.g_00832
OG0000839	Prbh.g_01272	Prbj.g_00831
OG0000840	Prbh.g_01271	Prbj.g_00830
OG0000841	Prbh.g_01270	Prbj.g_00829
OG0000842	Prbh.g_01268	Prbj.g_00304
OG0000843	Prbh.g_01267	Prbj.g_00305
OG0000844	Prbh.g_01266	Prbj.g_00307
OG0000845	Prbh.g_01265	Prbj.g_00308
OG0000846	Prbh.g_01262	Prbj.g_00311
OG0000847	Prbh.g_01261	Prbj.g_00312
OG0000848	Prbh.g_01260	Prbj.g_01910
OG0000849	Prbh.g_01257	Prbj.g_01913
OG0000850	Prbh.g_01256	Prbj.g_01914
OG0000851	Prbh.g_01254	Prbj.g_00002
OG0000852	Prbh.g_01252	Prbj.g_00004
OG0000853	Prbh.g_01250	Prbj.g_00006
OG0000854	Prbh.g_01248	Prbj.g_00008
OG0000855	Prbh.g_01247	Prbj.g_00009
OG0000856	Prbh.g_01246	Prbj.g_00010
OG0000857	Prbh.g_01245	Prbj.g_00011
OG0000858	Prbh.g_01244	Prbj.g_00012
OG0000859	Prbh.g_01243	Prbj.g_00013
OG0000860	Prbh.g_01242	Prbj.g_00014
OG0000861	Prbh.g_01241	Prbj.g_01908
OG0000862	Prbh.g_01240	Prbj.g_01907
OG0000863	Prbh.g_01239	Prbj.g_01906
OG0000864	Prbh.g_01238	Prbj.g_01905
OG0000865	Prbh.g_01237	Prbj.g_01903
OG0000866	Prbh.g_01236	Prbj.g_02152
OG0000867	Prbh.g_01235	Prbj.g_02153
OG0000868	Prbh.g_01234	Prbj.g_02155
OG0000869	Prbh.g_01232	Prbj.g_02158
OG0000870	Prbh.g_01231	Prbj.g_02159
OG0000871	Prbh.g_01230	Prbj.g_02163
OG0000872	Prbh.g_01229	Prbj.g_02164
OG0000873	Prbh.g_01227	Prbj.g_02166
OG0000874	Prbh.g_01226	Prbj.g_02167
OG0000875	Prbh.g_01225	Prbj.g_00314
OG0000876	Prbh.g_01224	Prbj.g_00313
OG0000877	Prbh.g_01451	Prbj.g_00019
OG0000878	Prbh.g_01845	Prbj.g_01679
OG0000879	Prbh.g_01362	Prbj.g_00163
OG0000880	Prbh.g_01363	Prbj.g_00162
OG0000881	Prbh.g_01364	Prbj.g_00161
OG0000882	Prbh.g_01365	Prbj.g_01717
OG0000883	Prbh.g_01366	Prbj.g_01719
OG0000884	Prbh.g_01368	Prbj.g_01721
OG0000885	Prbh.g_01369	Prbj.g_01722
OG0000886	Prbh.g_01370	Prbj.g_01723
OG0000887	Prbh.g_01371	Prbj.g_01724
OG0000888	Prbh.g_01372	Prbj.g_01725
OG0000889	Prbh.g_01375	Prbj.g_01729
OG0000890	Prbh.g_01376	Prbj.g_01732
OG0000891	Prbh.g_01377	Prbj.g_01733
OG0000892	Prbh.g_01379	Prbj.g_01736
OG0000893	Prbh.g_01380	Prbj.g_01737
OG0000894	Prbh.g_01381	Prbj.g_01738
OG0000895	Prbh.g_01382	Prbj.g_01739
OG0000896	Prbh.g_01383	Prbj.g_01740
OG0000897	Prbh.g_01384	Prbj.g_01741
OG0000898	Prbh.g_01387	Prbj.g_01744
OG0000899	Prbh.g_01388	Prbj.g_01745
OG0000900	Prbh.g_01935	Prbj.g_00669
OG0000901	Prbh.g_00002	Prbj.g_00121
OG0000902	Prbh.g_00206	Prbj.g_00094
OG0000903	Prbh.g_01341	Prbj.g_02508
OG0000904	Prbh.g_00196	Prbj.g_00687
OG0000905	Prbh.g_01326	Prbj.g_01837
OG0000906	Prbh.g_01308	Prbj.g_02689
OG0000907	Prbh.g_01017	Prbj.g_02521
OG0000908	Prbh.g_01872	Prbj.g_00873
OG0000909	Prbh.g_00011	Prbj.g_01640
OG0000910	Prbh.g_00012	Prbj.g_01641
OG0000911	Prbh.g_00013	Prbj.g_01642
OG0000912	Prbh.g_00014	Prbj.g_01643
OG0000913	Prbh.g_00015	Prbj.g_01644
OG0000914	Prbh.g_00016	Prbj.g_01645
OG0000915	Prbh.g_00017	Prbj.g_01646
OG0000916	Prbh.g_00019	Prbj.g_01647
OG0000917	Prbh.g_00020	Prbj.g_01649
OG0000918	Prbh.g_00021	Prbj.g_01650
OG0000919	Prbh.g_00022	Prbj.g_01651
OG0000920	Prbh.g_00023	Prbj.g_01652
OG0000921	Prbh.g_00024	Prbj.g_01653
OG0000922	Prbh.g_00025	Prbj.g_01654
OG0000923	Prbh.g_00026	Prbj.g_01655
OG0000924	Prbh.g_00027	Prbj.g_01656
OG0000925	Prbh.g_00028	Prbj.g_01657
OG0000926	Prbh.g_01599	Prbj.g_01514
OG0000927	Prbh.g_00079	Prbj.g_01304
OG0000928	Prbh.g_00080	Prbj.g_01303
OG0000929	Prbh.g_00081	Prbj.g_01302
OG0000930	Prbh.g_00082	Prbj.g_01294
OG0000931	Prbh.g_00083	Prbj.g_01293
OG0000932	Prbh.g_00085	Prbj.g_01041
OG0000933	Prbh.g_00086	Prbj.g_01043
OG0000934	Prbh.g_00087	Prbj.g_01044
OG0000935	Prbh.g_00088	Prbj.g_01045
OG0000936	Prbh.g_00089	Prbj.g_01046
OG0000937	Prbh.g_00090	Prbj.g_01047
OG0000938	Prbh.g_00091	Prbj.g_01049
OG0000939	Prbh.g_00092	Prbj.g_01050
OG0000940	Prbh.g_00093	Prbj.g_01052
OG0000941	Prbh.g_00094	Prbj.g_01054
OG0000942	Prbh.g_00095	Prbj.g_01055
OG0000943	Prbh.g_00101	Prbj.g_01058
OG0000944	Prbh.g_00102	Prbj.g_01067
OG0000945	Prbh.g_00103	Prbj.g_01068
OG0000946	Prbh.g_00104	Prbj.g_01069
OG0000947	Prbh.g_00105	Prbj.g_01070
OG0000948	Prbh.g_00106	Prbj.g_01071
OG0000949	Prbh.g_00107	Prbj.g_01072
OG0000950	Prbh.g_00108	Prbj.g_01073
OG0000951	Prbh.g_00109	Prbj.g_01074
OG0000952	Prbh.g_00110	Prbj.g_01075
OG0000953	Prbh.g_00111	Prbj.g_01076
OG0000954	Prbh.g_00112	Prbj.g_01077
OG0000955	Prbh.g_00113	Prbj.g_01078
OG0000956	Prbh.g_00114	Prbj.g_01079
OG0000957	Prbh.g_00115	Prbj.g_01080
OG0000958	Prbh.g_00116	Prbj.g_00631
OG0000959	Prbh.g_00117	Prbj.g_00632
OG0000960	Prbh.g_00118	Prbj.g_00633
OG0000961	Prbh.g_00122	Prbj.g_00640
OG0000962	Prbh.g_00123	Prbj.g_00642
OG0000963	Prbh.g_00124	Prbj.g_00643
OG0000964	Prbh.g_00126	Prbj.g_00646
OG0000965	Prbh.g_00127	Prbj.g_00647
OG0000966	Prbh.g_00128	Prbj.g_00648
OG0000967	Prbh.g_00129	Prbj.g_00649
OG0000968	Prbh.g_00130	Prbj.g_00650
OG0000969	Prbh.g_00131	Prbj.g_00651
OG0000970	Prbh.g_00132	Prbj.g_00652
OG0000971	Prbh.g_00133	Prbj.g_00653
OG0000972	Prbh.g_00134	Prbj.g_00654
OG0000973	Prbh.g_00135	Prbj.g_00655
OG0000974	Prbh.g_00137	Prbj.g_00657
OG0000975	Prbh.g_00144	Prbj.g_00036
OG0000976	Prbh.g_00146	Prbj.g_01674
OG0000977	Prbh.g_00147	Prbj.g_01684
OG0000978	Prbh.g_00149	Prbj.g_01686
OG0000979	Prbh.g_00151	Prbj.g_01688
OG0000980	Prbh.g_00152	Prbj.g_01689
OG0000981	Prbh.g_00153	Prbj.g_02538
OG0000982	Prbh.g_00154	Prbj.g_01690
OG0000983	Prbh.g_00156	Prbj.g_01692
OG0000984	Prbh.g_00157	Prbj.g_01693
OG0000985	Prbh.g_00158	Prbj.g_01694
OG0000986	Prbh.g_00159	Prbj.g_01696
OG0000987	Prbh.g_00160	Prbj.g_01697
OG0000988	Prbh.g_00162	Prbj.g_01699
OG0000989	Prbh.g_00163	Prbj.g_01700
OG0000990	Prbh.g_00164	Prbj.g_01701
OG0000991	Prbh.g_00165	Prbj.g_01702
OG0000992	Prbh.g_00166	Prbj.g_01703
OG0000993	Prbh.g_00167	Prbj.g_01704
OG0000994	Prbh.g_00168	Prbj.g_01705
OG0000995	Prbh.g_00169	Prbj.g_01707
OG0000996	Prbh.g_00170	Prbj.g_01708
OG0000997	Prbh.g_00171	Prbj.g_01709
OG0000998	Prbh.g_00172	Prbj.g_01710
OG0000999	Prbh.g_00173	Prbj.g_01711
OG0001000	Prbh.g_00174	Prbj.g_01712
OG0001001	Prbh.g_00176	Prbj.g_01713
OG0001002	Prbh.g_00177	Prbj.g_00888
OG0001003	Prbh.g_00178	Prbj.g_00887
OG0001004	Prbh.g_00179	Prbj.g_00185
OG0001005	Prbh.g_00181	Prbj.g_00884
OG0001006	Prbh.g_00182	Prbj.g_00883
OG0001007	Prbh.g_00183	Prbj.g_00882
OG0001008	Prbh.g_00185	Prbj.g_00880
OG0001009	Prbh.g_00186	Prbj.g_00879
OG0001010	Prbh.g_01837	Prbj.g_02535
OG0001011	Prbh.g_01454	Prbj.g_02561
OG0001012	Prbh.g_00968	Prbj.g_02429
OG0001013	Prbh.g_01789	Prbj.g_00868
OG0001014	Prbh.g_01788	Prbj.g_00867
OG0001015	Prbh.g_01781	Prbj.g_00856
OG0001016	Prbh.g_01780	Prbj.g_00855
OG0001017	Prbh.g_01779	Prbj.g_00854
OG0001018	Prbh.g_01778	Prbj.g_00852
OG0001019	Prbh.g_01776	Prbj.g_00495
OG0001020	Prbh.g_01775	Prbj.g_00494
OG0001021	Prbh.g_01774	Prbj.g_00493
OG0001022	Prbh.g_01773	Prbj.g_00492
OG0001023	Prbh.g_01772	Prbj.g_00491
OG0001024	Prbh.g_01770	Prbj.g_00489
OG0001025	Prbh.g_01769	Prbj.g_00488
OG0001026	Prbh.g_01768	Prbj.g_00487
OG0001027	Prbh.g_01767	Prbj.g_00486
OG0001028	Prbh.g_01766	Prbj.g_00485
OG0001029	Prbh.g_01765	Prbj.g_00484
OG0001030	Prbh.g_01764	Prbj.g_00483
OG0001031	Prbh.g_01763	Prbj.g_00482
OG0001032	Prbh.g_01762	Prbj.g_00481
OG0001033	Prbh.g_01761	Prbj.g_00480
OG0001034	Prbh.g_01760	Prbj.g_00478
OG0001035	Prbh.g_01758	Prbj.g_00476
OG0001036	Prbh.g_01757	Prbj.g_00475
OG0001037	Prbh.g_01756	Prbj.g_00473
OG0001038	Prbh.g_01755	Prbj.g_00472
OG0001039	Prbh.g_01754	Prbj.g_00471
OG0001040	Prbh.g_01752	Prbj.g_00470
OG0001041	Prbh.g_01751	Prbj.g_00469
OG0001042	Prbh.g_01750	Prbj.g_00467
OG0001043	Prbh.g_01749	Prbj.g_00466
OG0001044	Prbh.g_01748	Prbj.g_00465
OG0001045	Prbh.g_01747	Prbj.g_00464
OG0001046	Prbh.g_01746	Prbj.g_00463
OG0001047	Prbh.g_01743	Prbj.g_00459
OG0001048	Prbh.g_01741	Prbj.g_00457
OG0001049	Prbh.g_01740	Prbj.g_00456
OG0001050	Prbh.g_01739	Prbj.g_00455
OG0001051	Prbh.g_01738	Prbj.g_00454
OG0001052	Prbh.g_01737	Prbj.g_00453
OG0001053	Prbh.g_01735	Prbj.g_00451
OG0001054	Prbh.g_01733	Prbj.g_00449
OG0001055	Prbh.g_01732	Prbj.g_00448
OG0001056	Prbh.g_01731	Prbj.g_00447
OG0001057	Prbh.g_01730	Prbj.g_00446
OG0001058	Prbh.g_01729	Prbj.g_00445
OG0001059	Prbh.g_01728	Prbj.g_00444
OG0001060	Prbh.g_01727	Prbj.g_00443
OG0001061	Prbh.g_01726	Prbj.g_00442
OG0001062	Prbh.g_01725	Prbj.g_00428
OG0001063	Prbh.g_01724	Prbj.g_00427
OG0001064	Prbh.g_01723	Prbj.g_00425
OG0001065	Prbh.g_01719	Prbj.g_02660
OG0001066	Prbh.g_01717	Prbj.g_02657
OG0001067	Prbh.g_01716	Prbj.g_02656
OG0001068	Prbh.g_01713	Prbj.g_02652
OG0001069	Prbh.g_01712	Prbj.g_02651
OG0001070	Prbh.g_01711	Prbj.g_02650
OG0001071	Prbh.g_01710	Prbj.g_02649
OG0001072	Prbh.g_01709	Prbj.g_02648
OG0001073	Prbh.g_01708	Prbj.g_02647
OG0001074	Prbh.g_01707	Prbj.g_02646
OG0001075	Prbh.g_01706	Prbj.g_02645
OG0001076	Prbh.g_01705	Prbj.g_02644
OG0001077	Prbh.g_01704	Prbj.g_02643
OG0001078	Prbh.g_01703	Prbj.g_02641
OG0001079	Prbh.g_01702	Prbj.g_02640
OG0001080	Prbh.g_01701	Prbj.g_02639
OG0001081	Prbh.g_01697	Prbj.g_01027
OG0001082	Prbh.g_01696	Prbj.g_01028
OG0001083	Prbh.g_01692	Prbj.g_01032
OG0001084	Prbh.g_01694	Prbj.g_01030
