Orthogroup	Prbh	Praa
OG0000567	Prbh.g_01208	Praa.g_00645
OG0000568	Prbh.g_01207	Praa.g_00646
OG0000569	Prbh.g_01206	Praa.g_00647
OG0000570	Prbh.g_01205	Praa.g_00648
OG0000571	Prbh.g_01204	Praa.g_00649
OG0000572	Prbh.g_01203	Praa.g_00650
OG0000573	Prbh.g_01200	Praa.g_00653
OG0000574	Prbh.g_01199	Praa.g_00654
OG0000575	Prbh.g_01198	Praa.g_00655
OG0000576	Prbh.g_01197	Praa.g_00656
OG0000577	Prbh.g_01196	Praa.g_00657
OG0000578	Prbh.g_01195	Praa.g_00658
OG0000579	Prbh.g_01194	Praa.g_00659
OG0000580	Prbh.g_01193	Praa.g_00660
OG0000581	Prbh.g_01192	Praa.g_00661
OG0000582	Prbh.g_01191	Praa.g_00662
OG0000583	Prbh.g_01190	Praa.g_00663
OG0000584	Prbh.g_01188	Praa.g_00664
OG0000585	Prbh.g_01187	Praa.g_00665
OG0000586	Prbh.g_01185	Praa.g_00667
OG0000587	Prbh.g_01184	Praa.g_00668
OG0000588	Prbh.g_00904	Praa.g_00670
OG0000589	Prbh.g_00905	Praa.g_00671
OG0000590	Prbh.g_00907	Praa.g_00673
OG0000591	Prbh.g_00913	Praa.g_00679
OG0000592	Prbh.g_00914	Praa.g_00680
OG0000593	Prbh.g_00915	Praa.g_00681
OG0000594	Prbh.g_00918	Praa.g_00683
OG0000595	Prbh.g_00919	Praa.g_00684
OG0000596	Prbh.g_00920	Praa.g_00685
OG0000597	Prbh.g_00922	Praa.g_00687
OG0000598	Prbh.g_00923	Praa.g_00688
OG0000599	Prbh.g_00924	Praa.g_00689
OG0000600	Prbh.g_00925	Praa.g_00690
OG0000601	Prbh.g_00928	Praa.g_00692
OG0000602	Prbh.g_00929	Praa.g_00693
OG0000603	Prbh.g_00930	Praa.g_00694
OG0000604	Prbh.g_00933	Praa.g_00695
OG0000605	Prbh.g_00934	Praa.g_00696
OG0000606	Prbh.g_00935	Praa.g_00697
OG0000607	Prbh.g_00937	Praa.g_00699
OG0000608	Prbh.g_00939	Praa.g_00700
OG0000609	Prbh.g_01487	Praa.g_00704
OG0000610	Prbh.g_00864	Praa.g_00705
OG0000611	Prbh.g_00946	Praa.g_00712
OG0000612	Prbh.g_00947	Praa.g_00713
OG0000613	Prbh.g_01170	Praa.g_00714
OG0000614	Prbh.g_01169	Praa.g_00715
OG0000615	Prbh.g_01167	Praa.g_00717
OG0000616	Prbh.g_01166	Praa.g_00718
OG0000617	Prbh.g_01165	Praa.g_00719
OG0000618	Prbh.g_01164	Praa.g_00720
OG0000619	Prbh.g_01163	Praa.g_00721
OG0000620	Prbh.g_01162	Praa.g_00722
OG0000621	Prbh.g_01161	Praa.g_00723
OG0000622	Prbh.g_01160	Praa.g_00724
OG0000623	Prbh.g_01159	Praa.g_00725
OG0000624	Prbh.g_01157	Praa.g_00726
OG0000625	Prbh.g_01156	Praa.g_00727
OG0000626	Prbh.g_01155	Praa.g_00728
OG0000627	Prbh.g_01154	Praa.g_00729
OG0000628	Prbh.g_01153	Praa.g_00730
OG0000629	Prbh.g_01151	Praa.g_00731
OG0000630	Prbh.g_01150	Praa.g_00732
OG0000631	Prbh.g_01148	Praa.g_00734
OG0000632	Prbh.g_01147	Praa.g_00747
OG0000633	Prbh.g_01875	Praa.g_00751
OG0000634	Prbh.g_01880	Praa.g_00764
OG0000635	Prbh.g_01078	Praa.g_00766
OG0000636	Prbh.g_01077	Praa.g_00767
OG0000637	Prbh.g_01076	Praa.g_00768
OG0000638	Prbh.g_00442	Praa.g_00780
OG0000639	Prbh.g_01051	Praa.g_00789
OG0000640	Prbh.g_01054	Praa.g_00791
OG0000641	Prbh.g_01056	Praa.g_00794
OG0000642	Prbh.g_01057	Praa.g_00795
OG0000643	Prbh.g_01058	Praa.g_00796
OG0000644	Prbh.g_01171	Praa.g_00797
OG0000645	Prbh.g_00948	Praa.g_00798
OG0000646	Prbh.g_00949	Praa.g_00799
OG0000647	Prbh.g_00950	Praa.g_00800
OG0000648	Prbh.g_00952	Praa.g_00802
OG0000649	Prbh.g_00953	Praa.g_00803
OG0000650	Prbh.g_00954	Praa.g_00804
OG0000651	Prbh.g_00955	Praa.g_00805
OG0000652	Prbh.g_00956	Praa.g_00806
OG0000653	Prbh.g_00957	Praa.g_00807
OG0000654	Prbh.g_00959	Praa.g_00809
OG0000655	Prbh.g_00961	Praa.g_00812
OG0000656	Prbh.g_00962	Praa.g_00813
OG0000657	Prbh.g_00963	Praa.g_00814
OG0000658	Prbh.g_00964	Praa.g_00815
OG0000659	Prbh.g_00965	Praa.g_00816
OG0000660	Prbh.g_00966	Praa.g_00817
OG0000661	Prbh.g_00967	Praa.g_00818
OG0000662	Prbh.g_00969	Praa.g_00819
OG0000663	Prbh.g_00970	Praa.g_00820
OG0000664	Prbh.g_00971	Praa.g_00821
OG0000665	Prbh.g_00972	Praa.g_00822
OG0000666	Prbh.g_00973	Praa.g_00823
OG0000667	Prbh.g_00974	Praa.g_00824
OG0000668	Prbh.g_00975	Praa.g_00825
OG0000669	Prbh.g_00977	Praa.g_00827
OG0000670	Prbh.g_00978	Praa.g_00828
OG0000671	Prbh.g_00979	Praa.g_00829
OG0000672	Prbh.g_00980	Praa.g_00830
OG0000673	Prbh.g_00981	Praa.g_00831
OG0000674	Prbh.g_00982	Praa.g_00832
OG0000675	Prbh.g_00983	Praa.g_00834
OG0000676	Prbh.g_00984	Praa.g_00835
OG0000677	Prbh.g_00987	Praa.g_00838
OG0000678	Prbh.g_00989	Praa.g_00840
OG0000679	Prbh.g_00991	Praa.g_00841
OG0000680	Prbh.g_00992	Praa.g_00842
OG0000681	Prbh.g_00993	Praa.g_00843
OG0000682	Prbh.g_00994	Praa.g_00844
OG0000683	Prbh.g_00996	Praa.g_00846
OG0000684	Prbh.g_00997	Praa.g_00847
OG0000685	Prbh.g_00998	Praa.g_00848
OG0000686	Prbh.g_00999	Praa.g_00849
OG0000687	Prbh.g_01001	Praa.g_00850
OG0000688	Prbh.g_01002	Praa.g_00851
OG0000689	Prbh.g_01003	Praa.g_00852
OG0000690	Prbh.g_01004	Praa.g_00853
OG0000691	Prbh.g_01005	Praa.g_00854
OG0000692	Prbh.g_01009	Praa.g_00856
OG0000693	Prbh.g_01010	Praa.g_00857
OG0000694	Prbh.g_01011	Praa.g_00858
OG0000695	Prbh.g_01012	Praa.g_00859
OG0000696	Prbh.g_01013	Praa.g_00860
OG0000697	Prbh.g_01015	Praa.g_00862
OG0000698	Prbh.g_01019	Praa.g_00864
OG0000699	Prbh.g_01020	Praa.g_00865
OG0000700	Prbh.g_00857	Praa.g_00892
OG0000701	Prbh.g_00861	Praa.g_00896
OG0000702	Prbh.g_00868	Praa.g_00899
OG0000703	Prbh.g_00870	Praa.g_00900
OG0000704	Prbh.g_00871	Praa.g_00901
OG0000705	Prbh.g_00872	Praa.g_00902
OG0000706	Prbh.g_00873	Praa.g_00903
OG0000707	Prbh.g_00875	Praa.g_00904
OG0000708	Prbh.g_00876	Praa.g_00905
OG0000709	Prbh.g_00878	Praa.g_00907
OG0000710	Prbh.g_00879	Praa.g_00908
OG0000711	Prbh.g_00880	Praa.g_00909
OG0000712	Prbh.g_00881	Praa.g_00910
OG0000713	Prbh.g_00882	Praa.g_00911
OG0000714	Prbh.g_00884	Praa.g_00913
OG0000715	Prbh.g_00885	Praa.g_00914
OG0000716	Prbh.g_00887	Praa.g_00916
OG0000717	Prbh.g_00888	Praa.g_00917
OG0000718	Prbh.g_00889	Praa.g_00918
OG0000719	Prbh.g_00891	Praa.g_00920
OG0000720	Prbh.g_00892	Praa.g_00921
OG0000721	Prbh.g_00895	Praa.g_00923
OG0000722	Prbh.g_00896	Praa.g_00924
OG0000723	Prbh.g_00897	Praa.g_00925
OG0000724	Prbh.g_00898	Praa.g_00926
OG0000725	Prbh.g_00899	Praa.g_00927
OG0000726	Prbh.g_00900	Praa.g_00928
OG0000727	Prbh.g_00901	Praa.g_00929
OG0000728	Prbh.g_00902	Praa.g_00930
OG0000729	Prbh.g_00903	Praa.g_00931
OG0000730	Prbh.g_01181	Praa.g_00932
OG0000731	Prbh.g_01179	Praa.g_00933
OG0000732	Prbh.g_01178	Praa.g_00934
OG0000733	Prbh.g_01177	Praa.g_00935
OG0000734	Prbh.g_01176	Praa.g_00936
OG0000735	Prbh.g_01174	Praa.g_00938
OG0000736	Prbh.g_01173	Praa.g_00939
OG0000737	Prbh.g_01172	Praa.g_00940
OG0000738	Prbh.g_01059	Praa.g_00941
OG0000739	Prbh.g_01060	Praa.g_00942
OG0000740	Prbh.g_01061	Praa.g_00943
OG0000741	Prbh.g_01062	Praa.g_00944
OG0000742	Prbh.g_01064	Praa.g_00946
OG0000743	Prbh.g_01065	Praa.g_00947
OG0000744	Prbh.g_01066	Praa.g_00948
OG0000745	Prbh.g_01067	Praa.g_00949
OG0000746	Prbh.g_01068	Praa.g_00950
OG0000747	Prbh.g_01069	Praa.g_00951
OG0000748	Prbh.g_01070	Praa.g_00952
OG0000749	Prbh.g_01071	Praa.g_00953
OG0000750	Prbh.g_01073	Praa.g_00954
OG0000751	Prbh.g_01074	Praa.g_00955
OG0000752	Prbh.g_01131	Praa.g_00956
OG0000753	Prbh.g_01079	Praa.g_00958
OG0000754	Prbh.g_01080	Praa.g_00959
OG0000755	Prbh.g_01081	Praa.g_00960
OG0000756	Prbh.g_01083	Praa.g_00961
OG0000757	Prbh.g_01084	Praa.g_00962
OG0000758	Prbh.g_01085	Praa.g_00963
OG0000759	Prbh.g_01087	Praa.g_00965
OG0000760	Prbh.g_01088	Praa.g_00966
OG0000761	Prbh.g_01089	Praa.g_00967
OG0000762	Prbh.g_01091	Praa.g_00969
OG0000763	Prbh.g_01092	Praa.g_00970
OG0000764	Prbh.g_01093	Praa.g_00971
OG0000765	Prbh.g_01094	Praa.g_00972
OG0000766	Prbh.g_01095	Praa.g_00973
OG0000767	Prbh.g_01097	Praa.g_00975
OG0000768	Prbh.g_01098	Praa.g_00976
OG0000769	Prbh.g_01099	Praa.g_00977
OG0000770	Prbh.g_01100	Praa.g_00978
OG0000771	Prbh.g_01101	Praa.g_00979
OG0000772	Prbh.g_01342	Praa.g_00980
OG0000773	Prbh.g_01102	Praa.g_00981
OG0000774	Prbh.g_01103	Praa.g_00982
OG0000775	Prbh.g_01104	Praa.g_00983
OG0000776	Prbh.g_01106	Praa.g_00985
OG0000777	Prbh.g_01107	Praa.g_00987
OG0000778	Prbh.g_01108	Praa.g_00988
OG0000779	Prbh.g_01109	Praa.g_00989
OG0000780	Prbh.g_01111	Praa.g_00991
OG0000781	Prbh.g_01113	Praa.g_00993
OG0000782	Prbh.g_01114	Praa.g_00994
OG0000783	Prbh.g_01116	Praa.g_01008
OG0000784	Prbh.g_01118	Praa.g_01010
OG0000785	Prbh.g_01119	Praa.g_01011
OG0000786	Prbh.g_01120	Praa.g_01012
OG0000787	Prbh.g_01121	Praa.g_01013
OG0000788	Prbh.g_01126	Praa.g_01017
OG0000789	Prbh.g_01129	Praa.g_01019
OG0000790	Prbh.g_01130	Praa.g_01020
OG0000791	Prbh.g_01133	Praa.g_01021
OG0000792	Prbh.g_01134	Praa.g_01022
OG0000793	Prbh.g_01135	Praa.g_01023
OG0000794	Prbh.g_01138	Praa.g_01025
OG0000795	Prbh.g_01042	Praa.g_01028
OG0000796	Prbh.g_01041	Praa.g_01029
OG0000797	Prbh.g_01039	Praa.g_01031
OG0000798	Prbh.g_01038	Praa.g_01032
OG0000799	Prbh.g_01037	Praa.g_01033
OG0000800	Prbh.g_01036	Praa.g_01034
OG0000801	Prbh.g_01033	Praa.g_01037
OG0000802	Prbh.g_01032	Praa.g_01038
OG0000803	Prbh.g_01030	Praa.g_01040
OG0000804	Prbh.g_01029	Praa.g_01041
OG0000805	Prbh.g_01028	Praa.g_01042
OG0000806	Prbh.g_01026	Praa.g_01044
OG0000807	Prbh.g_00411	Praa.g_01070
OG0000808	Prbh.g_00827	Praa.g_01080
OG0000809	Prbh.g_01331	Praa.g_01083
OG0000810	Prbh.g_01442	Praa.g_01084
OG0000811	Prbh.g_01351	Praa.g_01091
OG0000812	Prbh.g_01325	Praa.g_01095
OG0000813	Prbh.g_00432	Praa.g_01099
OG0000814	Prbh.g_01344	Praa.g_01101
OG0000815	Prbh.g_00008	Praa.g_01115
OG0000816	Prbh.g_01867	Praa.g_01128
OG0000817	Prbh.g_01866	Praa.g_01129
OG0000818	Prbh.g_00834	Praa.g_01134
OG0000819	Prbh.g_01305	Praa.g_01141
OG0000820	Prbh.g_01299	Praa.g_01145
OG0000821	Prbh.g_01297	Praa.g_01147
OG0000822	Prbh.g_01296	Praa.g_01148
OG0000823	Prbh.g_01295	Praa.g_01149
OG0000824	Prbh.g_01294	Praa.g_01150
OG0000825	Prbh.g_01293	Praa.g_01151
OG0000826	Prbh.g_01292	Praa.g_01152
OG0000827	Prbh.g_01291	Praa.g_01153
OG0000828	Prbh.g_01290	Praa.g_01154
OG0000829	Prbh.g_01289	Praa.g_01155
OG0000830	Prbh.g_01287	Praa.g_01156
OG0000831	Prbh.g_01284	Praa.g_01158
OG0000832	Prbh.g_01282	Praa.g_01160
OG0000833	Prbh.g_01280	Praa.g_01161
OG0000834	Prbh.g_01279	Praa.g_01162
OG0000835	Prbh.g_01278	Praa.g_01163
OG0000836	Prbh.g_01277	Praa.g_01164
OG0000837	Prbh.g_01274	Praa.g_01166
OG0000838	Prbh.g_01273	Praa.g_01167
OG0000839	Prbh.g_01272	Praa.g_01168
OG0000840	Prbh.g_01271	Praa.g_01169
OG0000841	Prbh.g_01270	Praa.g_01170
OG0000842	Prbh.g_01268	Praa.g_01171
OG0000843	Prbh.g_01267	Praa.g_01172
OG0000844	Prbh.g_01266	Praa.g_01173
OG0000845	Prbh.g_01265	Praa.g_01174
OG0000846	Prbh.g_01262	Praa.g_01177
OG0000847	Prbh.g_01261	Praa.g_01179
OG0000848	Prbh.g_01260	Praa.g_01180
OG0000849	Prbh.g_01257	Praa.g_01181
OG0000850	Prbh.g_01256	Praa.g_01182
OG0000851	Prbh.g_01254	Praa.g_01183
OG0000852	Prbh.g_01252	Praa.g_01185
OG0000853	Prbh.g_01250	Praa.g_01186
OG0000854	Prbh.g_01248	Praa.g_01188
OG0000855	Prbh.g_01247	Praa.g_01189
OG0000856	Prbh.g_01246	Praa.g_01190
OG0000857	Prbh.g_01245	Praa.g_01191
OG0000858	Prbh.g_01244	Praa.g_01192
OG0000859	Prbh.g_01243	Praa.g_01193
OG0000860	Prbh.g_01242	Praa.g_01194
OG0000861	Prbh.g_01241	Praa.g_01195
OG0000862	Prbh.g_01240	Praa.g_01196
OG0000863	Prbh.g_01239	Praa.g_01197
OG0000864	Prbh.g_01238	Praa.g_01198
OG0000865	Prbh.g_01237	Praa.g_01199
OG0000866	Prbh.g_01236	Praa.g_01200
OG0000867	Prbh.g_01235	Praa.g_01201
OG0000868	Prbh.g_01234	Praa.g_01202
OG0000869	Prbh.g_01232	Praa.g_01204
OG0000870	Prbh.g_01231	Praa.g_01205
OG0000871	Prbh.g_01230	Praa.g_01207
OG0000872	Prbh.g_01229	Praa.g_01208
OG0000873	Prbh.g_01227	Praa.g_01210
OG0000874	Prbh.g_01226	Praa.g_01211
OG0000875	Prbh.g_01225	Praa.g_01212
OG0000876	Prbh.g_01224	Praa.g_01213
OG0000877	Prbh.g_01451	Praa.g_01215
OG0000878	Prbh.g_01845	Praa.g_01290
OG0000879	Prbh.g_01362	Praa.g_01307
OG0000880	Prbh.g_01363	Praa.g_01308
OG0000881	Prbh.g_01364	Praa.g_01309
OG0000882	Prbh.g_01365	Praa.g_01310
OG0000883	Prbh.g_01366	Praa.g_01311
OG0000884	Prbh.g_01368	Praa.g_01313
OG0000885	Prbh.g_01369	Praa.g_01314
OG0000886	Prbh.g_01370	Praa.g_01315
OG0000887	Prbh.g_01371	Praa.g_01316
OG0000888	Prbh.g_01372	Praa.g_01317
OG0000889	Prbh.g_01375	Praa.g_01320
OG0000890	Prbh.g_01376	Praa.g_01321
OG0000891	Prbh.g_01377	Praa.g_01322
OG0000892	Prbh.g_01379	Praa.g_01324
OG0000893	Prbh.g_01380	Praa.g_01325
OG0000894	Prbh.g_01381	Praa.g_01326
OG0000895	Prbh.g_01382	Praa.g_01327
OG0000896	Prbh.g_01383	Praa.g_01328
OG0000897	Prbh.g_01384	Praa.g_01329
OG0000898	Prbh.g_01387	Praa.g_01331
OG0000899	Prbh.g_01388	Praa.g_01332
OG0000900	Prbh.g_01935	Praa.g_01348
OG0000901	Prbh.g_00002	Praa.g_01352
OG0000902	Prbh.g_00206	Praa.g_01353
OG0000903	Prbh.g_01341	Praa.g_01354
OG0000904	Prbh.g_00196	Praa.g_01356
OG0000905	Prbh.g_01326	Praa.g_01358
OG0000906	Prbh.g_01308	Praa.g_01360
OG0000907	Prbh.g_01017	Praa.g_01361
OG0000908	Prbh.g_01872	Praa.g_01364
OG0000909	Prbh.g_00011	Praa.g_01368
OG0000910	Prbh.g_00012	Praa.g_01369
OG0000911	Prbh.g_00013	Praa.g_01370
OG0000912	Prbh.g_00014	Praa.g_01371
OG0000913	Prbh.g_00015	Praa.g_01372
OG0000914	Prbh.g_00016	Praa.g_01373
OG0000915	Prbh.g_00017	Praa.g_01374
OG0000916	Prbh.g_00019	Praa.g_01375
OG0000917	Prbh.g_00020	Praa.g_01376
OG0000918	Prbh.g_00021	Praa.g_01377
OG0000919	Prbh.g_00022	Praa.g_01378
OG0000920	Prbh.g_00023	Praa.g_01379
OG0000921	Prbh.g_00024	Praa.g_01380
OG0000922	Prbh.g_00025	Praa.g_01381
OG0000923	Prbh.g_00026	Praa.g_01382
OG0000924	Prbh.g_00027	Praa.g_01383
OG0000925	Prbh.g_00028	Praa.g_01384
OG0000926	Prbh.g_01599	Praa.g_01395
OG0000927	Prbh.g_00079	Praa.g_01458
OG0000928	Prbh.g_00080	Praa.g_01459
OG0000929	Prbh.g_00081	Praa.g_01460
OG0000930	Prbh.g_00082	Praa.g_01461
OG0000931	Prbh.g_00083	Praa.g_01462
OG0000932	Prbh.g_00085	Praa.g_01464
OG0000933	Prbh.g_00086	Praa.g_01465
OG0000934	Prbh.g_00087	Praa.g_01466
OG0000935	Prbh.g_00088	Praa.g_01467
OG0000936	Prbh.g_00089	Praa.g_01468
OG0000937	Prbh.g_00090	Praa.g_01469
OG0000938	Prbh.g_00091	Praa.g_01470
OG0000939	Prbh.g_00092	Praa.g_01471
OG0000940	Prbh.g_00093	Praa.g_01472
OG0000941	Prbh.g_00094	Praa.g_01474
OG0000942	Prbh.g_00095	Praa.g_01475
OG0000943	Prbh.g_00101	Praa.g_01478
OG0000944	Prbh.g_00102	Praa.g_01479
OG0000945	Prbh.g_00103	Praa.g_01480
OG0000946	Prbh.g_00104	Praa.g_01481
OG0000947	Prbh.g_00105	Praa.g_01482
OG0000948	Prbh.g_00106	Praa.g_01483
OG0000949	Prbh.g_00107	Praa.g_01484
OG0000950	Prbh.g_00108	Praa.g_01485
OG0000951	Prbh.g_00109	Praa.g_01486
OG0000952	Prbh.g_00110	Praa.g_01487
OG0000953	Prbh.g_00111	Praa.g_01488
OG0000954	Prbh.g_00112	Praa.g_01489
OG0000955	Prbh.g_00113	Praa.g_01490
OG0000956	Prbh.g_00114	Praa.g_01491
OG0000957	Prbh.g_00115	Praa.g_01492
OG0000958	Prbh.g_00116	Praa.g_01493
OG0000959	Prbh.g_00117	Praa.g_01494
OG0000960	Prbh.g_00118	Praa.g_01495
OG0000961	Prbh.g_00122	Praa.g_01499
OG0000962	Prbh.g_00123	Praa.g_01500
OG0000963	Prbh.g_00124	Praa.g_01501
OG0000964	Prbh.g_00126	Praa.g_01503
OG0000965	Prbh.g_00127	Praa.g_01504
OG0000966	Prbh.g_00128	Praa.g_01505
OG0000967	Prbh.g_00129	Praa.g_01506
OG0000968	Prbh.g_00130	Praa.g_01507
OG0000969	Prbh.g_00131	Praa.g_01508
OG0000970	Prbh.g_00132	Praa.g_01509
OG0000971	Prbh.g_00133	Praa.g_01510
OG0000972	Prbh.g_00134	Praa.g_01511
OG0000973	Prbh.g_00135	Praa.g_01512
OG0000974	Prbh.g_00137	Praa.g_01514
OG0000975	Prbh.g_00144	Praa.g_01517
OG0000976	Prbh.g_00146	Praa.g_01519
OG0000977	Prbh.g_00147	Praa.g_01520
OG0000978	Prbh.g_00149	Praa.g_01521
OG0000979	Prbh.g_00151	Praa.g_01523
OG0000980	Prbh.g_00152	Praa.g_01524
OG0000981	Prbh.g_00153	Praa.g_01525
OG0000982	Prbh.g_00154	Praa.g_01526
OG0000983	Prbh.g_00156	Praa.g_01528
OG0000984	Prbh.g_00157	Praa.g_01529
OG0000985	Prbh.g_00158	Praa.g_01530
OG0000986	Prbh.g_00159	Praa.g_01531
OG0000987	Prbh.g_00160	Praa.g_01532
OG0000988	Prbh.g_00162	Praa.g_01533
OG0000989	Prbh.g_00163	Praa.g_01534
OG0000990	Prbh.g_00164	Praa.g_01535
OG0000991	Prbh.g_00165	Praa.g_01536
OG0000992	Prbh.g_00166	Praa.g_01537
OG0000993	Prbh.g_00167	Praa.g_01538
OG0000994	Prbh.g_00168	Praa.g_01539
OG0000995	Prbh.g_00169	Praa.g_01541
OG0000996	Prbh.g_00170	Praa.g_01542
OG0000997	Prbh.g_00171	Praa.g_01543
OG0000998	Prbh.g_00172	Praa.g_01544
OG0000999	Prbh.g_00173	Praa.g_01545
OG0001000	Prbh.g_00174	Praa.g_01546
OG0001001	Prbh.g_00176	Praa.g_01548
OG0001002	Prbh.g_00177	Praa.g_01549
OG0001003	Prbh.g_00178	Praa.g_01550
OG0001004	Prbh.g_00179	Praa.g_01551
OG0001005	Prbh.g_00181	Praa.g_01552
OG0001006	Prbh.g_00182	Praa.g_01553
OG0001007	Prbh.g_00183	Praa.g_01554
OG0001008	Prbh.g_00185	Praa.g_01556
OG0001009	Prbh.g_00186	Praa.g_01557
OG0001010	Prbh.g_01837	Praa.g_01565
OG0001011	Prbh.g_01454	Praa.g_01572
OG0001012	Prbh.g_00968	Praa.g_01600
OG0001013	Prbh.g_01789	Praa.g_01629
OG0001014	Prbh.g_01788	Praa.g_01630
OG0001015	Prbh.g_01781	Praa.g_01636
OG0001016	Prbh.g_01780	Praa.g_01637
OG0001017	Prbh.g_01779	Praa.g_01638
OG0001018	Prbh.g_01778	Praa.g_01639
OG0001019	Prbh.g_01776	Praa.g_01641
OG0001020	Prbh.g_01775	Praa.g_01642
OG0001021	Prbh.g_01774	Praa.g_01643
OG0001022	Prbh.g_01773	Praa.g_01644
OG0001023	Prbh.g_01772	Praa.g_01645
OG0001024	Prbh.g_01770	Praa.g_01646
OG0001025	Prbh.g_01769	Praa.g_01647
OG0001026	Prbh.g_01768	Praa.g_01649
OG0001027	Prbh.g_01767	Praa.g_01650
OG0001028	Prbh.g_01766	Praa.g_01651
OG0001029	Prbh.g_01765	Praa.g_01652
OG0001030	Prbh.g_01764	Praa.g_01653
OG0001031	Prbh.g_01763	Praa.g_01654
OG0001032	Prbh.g_01762	Praa.g_01655
OG0001033	Prbh.g_01761	Praa.g_01656
OG0001034	Prbh.g_01760	Praa.g_01657
OG0001035	Prbh.g_01758	Praa.g_01659
OG0001036	Prbh.g_01757	Praa.g_01660
OG0001037	Prbh.g_01756	Praa.g_01661
OG0001038	Prbh.g_01755	Praa.g_01662
OG0001039	Prbh.g_01754	Praa.g_01663
OG0001040	Prbh.g_01752	Praa.g_01665
OG0001041	Prbh.g_01751	Praa.g_01666
OG0001042	Prbh.g_01750	Praa.g_01667
OG0001043	Prbh.g_01749	Praa.g_01668
OG0001044	Prbh.g_01748	Praa.g_01669
OG0001045	Prbh.g_01747	Praa.g_01670
OG0001046	Prbh.g_01746	Praa.g_01671
OG0001047	Prbh.g_01743	Praa.g_01674
OG0001048	Prbh.g_01741	Praa.g_01676
OG0001049	Prbh.g_01740	Praa.g_01677
OG0001050	Prbh.g_01739	Praa.g_01678
OG0001051	Prbh.g_01738	Praa.g_01679
OG0001052	Prbh.g_01737	Praa.g_01680
OG0001053	Prbh.g_01735	Praa.g_01682
OG0001054	Prbh.g_01733	Praa.g_01684
OG0001055	Prbh.g_01732	Praa.g_01685
OG0001056	Prbh.g_01731	Praa.g_01686
OG0001057	Prbh.g_01730	Praa.g_01687
OG0001058	Prbh.g_01729	Praa.g_01688
OG0001059	Prbh.g_01728	Praa.g_01689
OG0001060	Prbh.g_01727	Praa.g_01690
OG0001061	Prbh.g_01726	Praa.g_01691
OG0001062	Prbh.g_01725	Praa.g_01692
OG0001063	Prbh.g_01724	Praa.g_01693
OG0001064	Prbh.g_01723	Praa.g_01695
OG0001065	Prbh.g_01719	Praa.g_01699
OG0001066	Prbh.g_01717	Praa.g_01700
OG0001067	Prbh.g_01716	Praa.g_01701
OG0001068	Prbh.g_01713	Praa.g_01703
OG0001069	Prbh.g_01712	Praa.g_01704
OG0001070	Prbh.g_01711	Praa.g_01705
OG0001071	Prbh.g_01710	Praa.g_01706
OG0001072	Prbh.g_01709	Praa.g_01707
OG0001073	Prbh.g_01708	Praa.g_01708
OG0001074	Prbh.g_01707	Praa.g_01709
OG0001075	Prbh.g_01706	Praa.g_01710
OG0001076	Prbh.g_01705	Praa.g_01711
OG0001077	Prbh.g_01704	Praa.g_01712
OG0001078	Prbh.g_01703	Praa.g_01713
OG0001079	Prbh.g_01702	Praa.g_01714
OG0001080	Prbh.g_01701	Praa.g_01715
OG0001081	Prbh.g_01697	Praa.g_01718
OG0001082	Prbh.g_01696	Praa.g_01719
OG0001083	Prbh.g_01692	Praa.g_01720
OG0001084	Prbh.g_01694	Praa.g_01722
OG0001085	Prbh.g_01695	Praa.g_01723
OG0001086	Prbh.g_01698	Praa.g_01724
OG0001087	Prbh.g_01699	Praa.g_01725
OG0001088	Prbh.g_01700	Praa.g_01726
OG0001089	Prbh.g_01687	Praa.g_01733
OG0001090	Prbh.g_01685	Praa.g_01735
OG0001091	Prbh.g_01684	Praa.g_01736
OG0001092	Prbh.g_01683	Praa.g_01737
OG0001093	Prbh.g_01682	Praa.g_01738
OG0001094	Prbh.g_01681	Praa.g_01739
OG0001095	Prbh.g_01680	Praa.g_01740
OG0001096	Prbh.g_01679	Praa.g_01741
OG0001097	Prbh.g_01678	Praa.g_01742
OG0001098	Prbh.g_01677	Praa.g_01743
OG0001099	Prbh.g_01676	Praa.g_01744
OG0001100	Prbh.g_01675	Praa.g_01745
OG0001101	Prbh.g_01674	Praa.g_01746
OG0001102	Prbh.g_01673	Praa.g_01747
OG0001103	Prbh.g_01672	Praa.g_01748
OG0001104	Prbh.g_01671	Praa.g_01749
OG0001105	Prbh.g_01670	Praa.g_01750
OG0001106	Prbh.g_01669	Praa.g_01751
OG0001107	Prbh.g_01668	Praa.g_01752
OG0001108	Prbh.g_01667	Praa.g_01753
OG0001109	Prbh.g_01666	Praa.g_01754
OG0001110	Prbh.g_01665	Praa.g_01755
OG0001111	Prbh.g_01664	Praa.g_01756
OG0001112	Prbh.g_01663	Praa.g_01757
OG0001113	Prbh.g_01662	Praa.g_01758
OG0001114	Prbh.g_01661	Praa.g_01759
OG0001115	Prbh.g_01660	Praa.g_01760
OG0001116	Prbh.g_01659	Praa.g_01761
OG0001117	Prbh.g_01658	Praa.g_01762
OG0001118	Prbh.g_01657	Praa.g_01763
OG0001119	Prbh.g_01656	Praa.g_01764
OG0001120	Prbh.g_01655	Praa.g_01765
OG0001121	Prbh.g_01653	Praa.g_01767
OG0001122	Prbh.g_01652	Praa.g_01768
OG0001123	Prbh.g_01651	Praa.g_01769
OG0001124	Prbh.g_01649	Praa.g_01771
OG0001125	Prbh.g_01647	Praa.g_01773
