Orthogroup	Prbh	Prad
OG0000559	Prbh.g_01217	Prad.g_01425
OG0000560	Prbh.g_01216	Prad.g_01427
OG0000561	Prbh.g_01215	Prad.g_01428
OG0000562	Prbh.g_01213	Prad.g_01429
OG0000563	Prbh.g_01212	Prad.g_01430
OG0000564	Prbh.g_01211	Prad.g_01431
OG0000565	Prbh.g_01210	Prad.g_01432
OG0000566	Prbh.g_01209	Prad.g_01433
OG0000567	Prbh.g_01208	Prad.g_01219
OG0000568	Prbh.g_01207	Prad.g_01220
OG0000569	Prbh.g_01206	Prad.g_01221
OG0000570	Prbh.g_01205	Prad.g_01222
OG0000571	Prbh.g_01204	Prad.g_01223
OG0000572	Prbh.g_01203	Prad.g_01224
OG0000573	Prbh.g_01200	Prad.g_01227
OG0000574	Prbh.g_01199	Prad.g_01228
OG0000575	Prbh.g_01198	Prad.g_01229
OG0000576	Prbh.g_01197	Prad.g_01230
OG0000577	Prbh.g_01196	Prad.g_01231
OG0000578	Prbh.g_01195	Prad.g_01232
OG0000579	Prbh.g_01194	Prad.g_01233
OG0000580	Prbh.g_01193	Prad.g_01234
OG0000581	Prbh.g_01192	Prad.g_01235
OG0000582	Prbh.g_01191	Prad.g_01236
OG0000583	Prbh.g_01190	Prad.g_01237
OG0000584	Prbh.g_01188	Prad.g_01238
OG0000585	Prbh.g_01187	Prad.g_01239
OG0000586	Prbh.g_01185	Prad.g_01241
OG0000587	Prbh.g_01184	Prad.g_01242
OG0000588	Prbh.g_00904	Prad.g_01244
OG0000589	Prbh.g_00905	Prad.g_01245
OG0000590	Prbh.g_00907	Prad.g_01247
OG0000591	Prbh.g_00913	Prad.g_01253
OG0000592	Prbh.g_00914	Prad.g_01254
OG0000593	Prbh.g_00915	Prad.g_01255
OG0000594	Prbh.g_00918	Prad.g_01257
OG0000595	Prbh.g_00919	Prad.g_01258
OG0000596	Prbh.g_00920	Prad.g_01259
OG0000597	Prbh.g_00922	Prad.g_01261
OG0000598	Prbh.g_00923	Prad.g_01262
OG0000599	Prbh.g_00924	Prad.g_01263
OG0000600	Prbh.g_00925	Prad.g_01264
OG0000601	Prbh.g_00928	Prad.g_01266
OG0000602	Prbh.g_00929	Prad.g_01267
OG0000603	Prbh.g_00930	Prad.g_01268
OG0000604	Prbh.g_00933	Prad.g_01269
OG0000605	Prbh.g_00934	Prad.g_01270
OG0000606	Prbh.g_00935	Prad.g_01271
OG0000607	Prbh.g_00937	Prad.g_01273
OG0000608	Prbh.g_00939	Prad.g_01274
OG0000609	Prbh.g_01487	Prad.g_01278
OG0000610	Prbh.g_00864	Prad.g_01279
OG0000611	Prbh.g_00946	Prad.g_01050
OG0000612	Prbh.g_00947	Prad.g_01051
OG0000613	Prbh.g_01170	Prad.g_01052
OG0000614	Prbh.g_01169	Prad.g_01053
OG0000615	Prbh.g_01167	Prad.g_01055
OG0000616	Prbh.g_01166	Prad.g_01056
OG0000617	Prbh.g_01165	Prad.g_01057
OG0000618	Prbh.g_01164	Prad.g_01058
OG0000619	Prbh.g_01163	Prad.g_01059
OG0000620	Prbh.g_01162	Prad.g_01060
OG0000621	Prbh.g_01161	Prad.g_01061
OG0000622	Prbh.g_01160	Prad.g_01062
OG0000623	Prbh.g_01159	Prad.g_01063
OG0000624	Prbh.g_01157	Prad.g_01064
OG0000625	Prbh.g_01156	Prad.g_01065
OG0000626	Prbh.g_01155	Prad.g_01066
OG0000627	Prbh.g_01154	Prad.g_01067
OG0000628	Prbh.g_01153	Prad.g_01068
OG0000629	Prbh.g_01151	Prad.g_01069
OG0000630	Prbh.g_01150	Prad.g_01070
OG0000631	Prbh.g_01148	Prad.g_01072
OG0000632	Prbh.g_01147	Prad.g_01088
OG0000633	Prbh.g_01875	Prad.g_01092
OG0000634	Prbh.g_01880	Prad.g_01107
OG0000635	Prbh.g_01078	Prad.g_01109
OG0000636	Prbh.g_01077	Prad.g_01110
OG0000637	Prbh.g_01076	Prad.g_01111
OG0000638	Prbh.g_00442	Prad.g_01123
OG0000639	Prbh.g_01051	Prad.g_01132
OG0000640	Prbh.g_01054	Prad.g_01134
OG0000641	Prbh.g_01056	Prad.g_01137
OG0000642	Prbh.g_01057	Prad.g_01138
OG0000643	Prbh.g_01058	Prad.g_01139
OG0000644	Prbh.g_01171	Prad.g_01140
OG0000645	Prbh.g_00948	Prad.g_01141
OG0000646	Prbh.g_00949	Prad.g_01142
OG0000647	Prbh.g_00950	Prad.g_01143
OG0000648	Prbh.g_00952	Prad.g_01145
OG0000649	Prbh.g_00953	Prad.g_01146
OG0000650	Prbh.g_00954	Prad.g_01147
OG0000651	Prbh.g_00955	Prad.g_01148
OG0000652	Prbh.g_00956	Prad.g_01149
OG0000653	Prbh.g_00957	Prad.g_01150
OG0000654	Prbh.g_00959	Prad.g_01152
OG0000655	Prbh.g_00961	Prad.g_01154
OG0000656	Prbh.g_00962	Prad.g_01155
OG0000657	Prbh.g_00963	Prad.g_01156
OG0000658	Prbh.g_00964	Prad.g_01157
OG0000659	Prbh.g_00965	Prad.g_01158
OG0000660	Prbh.g_00966	Prad.g_01159
OG0000661	Prbh.g_00967	Prad.g_01160
OG0000662	Prbh.g_00969	Prad.g_01161
OG0000663	Prbh.g_00970	Prad.g_01162
OG0000664	Prbh.g_00971	Prad.g_01163
OG0000665	Prbh.g_00972	Prad.g_01164
OG0000666	Prbh.g_00973	Prad.g_01165
OG0000667	Prbh.g_00974	Prad.g_01166
OG0000668	Prbh.g_00975	Prad.g_01167
OG0000669	Prbh.g_00977	Prad.g_01169
OG0000670	Prbh.g_00978	Prad.g_01170
OG0000671	Prbh.g_00979	Prad.g_01171
OG0000672	Prbh.g_00980	Prad.g_01172
OG0000673	Prbh.g_00981	Prad.g_01173
OG0000674	Prbh.g_00982	Prad.g_01174
OG0000675	Prbh.g_00983	Prad.g_01176
OG0000676	Prbh.g_00984	Prad.g_01177
OG0000677	Prbh.g_00987	Prad.g_01180
OG0000678	Prbh.g_00989	Prad.g_01182
OG0000679	Prbh.g_00991	Prad.g_01183
OG0000680	Prbh.g_00992	Prad.g_01184
OG0000681	Prbh.g_00993	Prad.g_01185
OG0000682	Prbh.g_00994	Prad.g_00308
OG0000683	Prbh.g_00996	Prad.g_00306
OG0000684	Prbh.g_00997	Prad.g_00305
OG0000685	Prbh.g_00998	Prad.g_00304
OG0000686	Prbh.g_00999	Prad.g_00303
OG0000687	Prbh.g_01001	Prad.g_00302
OG0000688	Prbh.g_01002	Prad.g_00301
OG0000689	Prbh.g_01003	Prad.g_00300
OG0000690	Prbh.g_01004	Prad.g_00299
OG0000691	Prbh.g_01005	Prad.g_00298
OG0000692	Prbh.g_01009	Prad.g_00296
OG0000693	Prbh.g_01010	Prad.g_00295
OG0000694	Prbh.g_01011	Prad.g_00294
OG0000695	Prbh.g_01012	Prad.g_00293
OG0000696	Prbh.g_01013	Prad.g_00292
OG0000697	Prbh.g_01015	Prad.g_00290
OG0000698	Prbh.g_01019	Prad.g_00288
OG0000699	Prbh.g_01020	Prad.g_00287
OG0000700	Prbh.g_00857	Prad.g_00260
OG0000701	Prbh.g_00861	Prad.g_00256
OG0000702	Prbh.g_00868	Prad.g_00253
OG0000703	Prbh.g_00870	Prad.g_00252
OG0000704	Prbh.g_00871	Prad.g_00251
OG0000705	Prbh.g_00872	Prad.g_00250
OG0000706	Prbh.g_00873	Prad.g_00249
OG0000707	Prbh.g_00875	Prad.g_00248
OG0000708	Prbh.g_00876	Prad.g_00247
OG0000709	Prbh.g_00878	Prad.g_00245
OG0000710	Prbh.g_00879	Prad.g_00244
OG0000711	Prbh.g_00880	Prad.g_00243
OG0000712	Prbh.g_00881	Prad.g_00242
OG0000713	Prbh.g_00882	Prad.g_00241
OG0000714	Prbh.g_00884	Prad.g_00239
OG0000715	Prbh.g_00885	Prad.g_00238
OG0000716	Prbh.g_00887	Prad.g_00236
OG0000717	Prbh.g_00888	Prad.g_00235
OG0000718	Prbh.g_00889	Prad.g_00234
OG0000719	Prbh.g_00891	Prad.g_00232
OG0000720	Prbh.g_00892	Prad.g_00231
OG0000721	Prbh.g_00895	Prad.g_00228
OG0000722	Prbh.g_00896	Prad.g_00227
OG0000723	Prbh.g_00897	Prad.g_00226
OG0000724	Prbh.g_00898	Prad.g_00224
OG0000725	Prbh.g_00899	Prad.g_00223
OG0000726	Prbh.g_00900	Prad.g_00222
OG0000727	Prbh.g_00901	Prad.g_00221
OG0000728	Prbh.g_00902	Prad.g_00220
OG0000729	Prbh.g_00903	Prad.g_00219
OG0000730	Prbh.g_01181	Prad.g_00218
OG0000731	Prbh.g_01179	Prad.g_00217
OG0000732	Prbh.g_01178	Prad.g_00216
OG0000733	Prbh.g_01177	Prad.g_00215
OG0000734	Prbh.g_01176	Prad.g_00214
OG0000735	Prbh.g_01174	Prad.g_00212
OG0000736	Prbh.g_01173	Prad.g_00211
OG0000737	Prbh.g_01172	Prad.g_00210
OG0000738	Prbh.g_01059	Prad.g_00209
OG0000739	Prbh.g_01060	Prad.g_00208
OG0000740	Prbh.g_01061	Prad.g_00207
OG0000741	Prbh.g_01062	Prad.g_00206
OG0000742	Prbh.g_01064	Prad.g_00204
OG0000743	Prbh.g_01065	Prad.g_00203
OG0000744	Prbh.g_01066	Prad.g_00202
OG0000745	Prbh.g_01067	Prad.g_00201
OG0000746	Prbh.g_01068	Prad.g_00200
OG0000747	Prbh.g_01069	Prad.g_00199
OG0000748	Prbh.g_01070	Prad.g_00198
OG0000749	Prbh.g_01071	Prad.g_00197
OG0000750	Prbh.g_01073	Prad.g_00196
OG0000751	Prbh.g_01074	Prad.g_00195
OG0000752	Prbh.g_01131	Prad.g_00194
OG0000753	Prbh.g_01079	Prad.g_00192
OG0000754	Prbh.g_01080	Prad.g_00191
OG0000755	Prbh.g_01081	Prad.g_00190
OG0000756	Prbh.g_01083	Prad.g_00189
OG0000757	Prbh.g_01084	Prad.g_00188
OG0000758	Prbh.g_01085	Prad.g_00187
OG0000759	Prbh.g_01087	Prad.g_00185
OG0000760	Prbh.g_01088	Prad.g_00184
OG0000761	Prbh.g_01089	Prad.g_00183
OG0000762	Prbh.g_01091	Prad.g_00181
OG0000763	Prbh.g_01092	Prad.g_00180
OG0000764	Prbh.g_01093	Prad.g_00179
OG0000765	Prbh.g_01094	Prad.g_00178
OG0000766	Prbh.g_01095	Prad.g_00177
OG0000767	Prbh.g_01097	Prad.g_00175
OG0000768	Prbh.g_01098	Prad.g_00174
OG0000769	Prbh.g_01099	Prad.g_00173
OG0000770	Prbh.g_01100	Prad.g_00172
OG0000771	Prbh.g_01101	Prad.g_00171
OG0000772	Prbh.g_01342	Prad.g_00170
OG0000773	Prbh.g_01102	Prad.g_00169
OG0000774	Prbh.g_01103	Prad.g_00168
OG0000775	Prbh.g_01104	Prad.g_00167
OG0000776	Prbh.g_01106	Prad.g_00165
OG0000777	Prbh.g_01107	Prad.g_00163
OG0000778	Prbh.g_01108	Prad.g_00162
OG0000779	Prbh.g_01109	Prad.g_00161
OG0000780	Prbh.g_01111	Prad.g_00159
OG0000781	Prbh.g_01113	Prad.g_00157
OG0000782	Prbh.g_01114	Prad.g_00156
OG0000783	Prbh.g_01116	Prad.g_00144
OG0000784	Prbh.g_01118	Prad.g_00142
OG0000785	Prbh.g_01119	Prad.g_00141
OG0000786	Prbh.g_01120	Prad.g_00140
OG0000787	Prbh.g_01121	Prad.g_00139
OG0000788	Prbh.g_01126	Prad.g_00135
OG0000789	Prbh.g_01129	Prad.g_01039
OG0000790	Prbh.g_01130	Prad.g_01038
OG0000791	Prbh.g_01133	Prad.g_01037
OG0000792	Prbh.g_01134	Prad.g_01036
OG0000793	Prbh.g_01135	Prad.g_01035
OG0000794	Prbh.g_01138	Prad.g_01033
OG0000795	Prbh.g_01042	Prad.g_01030
OG0000796	Prbh.g_01041	Prad.g_01029
OG0000797	Prbh.g_01039	Prad.g_01026
OG0000798	Prbh.g_01038	Prad.g_01025
OG0000799	Prbh.g_01037	Prad.g_01024
OG0000800	Prbh.g_01036	Prad.g_01023
OG0000801	Prbh.g_01033	Prad.g_01020
OG0000802	Prbh.g_01032	Prad.g_01019
OG0000803	Prbh.g_01030	Prad.g_01017
OG0000804	Prbh.g_01029	Prad.g_01016
OG0000805	Prbh.g_01028	Prad.g_01015
OG0000806	Prbh.g_01026	Prad.g_01013
OG0000807	Prbh.g_00411	Prad.g_00990
OG0000808	Prbh.g_00827	Prad.g_00981
OG0000809	Prbh.g_01331	Prad.g_00978
OG0000810	Prbh.g_01442	Prad.g_00977
OG0000811	Prbh.g_01351	Prad.g_00970
OG0000812	Prbh.g_01325	Prad.g_00635
OG0000813	Prbh.g_00432	Prad.g_00639
OG0000814	Prbh.g_01344	Prad.g_00641
OG0000815	Prbh.g_00008	Prad.g_00655
OG0000816	Prbh.g_01867	Prad.g_01988
OG0000817	Prbh.g_01866	Prad.g_01987
OG0000818	Prbh.g_00834	Prad.g_01522
OG0000819	Prbh.g_01305	Prad.g_01515
OG0000820	Prbh.g_01299	Prad.g_01511
OG0000821	Prbh.g_01297	Prad.g_01509
OG0000822	Prbh.g_01296	Prad.g_01508
OG0000823	Prbh.g_01295	Prad.g_01507
OG0000824	Prbh.g_01294	Prad.g_01506
OG0000825	Prbh.g_01293	Prad.g_01505
OG0000826	Prbh.g_01292	Prad.g_01504
OG0000827	Prbh.g_01291	Prad.g_01503
OG0000828	Prbh.g_01290	Prad.g_01502
OG0000829	Prbh.g_01289	Prad.g_01501
OG0000830	Prbh.g_01287	Prad.g_01500
OG0000831	Prbh.g_01284	Prad.g_01497
OG0000832	Prbh.g_01282	Prad.g_01495
OG0000833	Prbh.g_01280	Prad.g_01494
OG0000834	Prbh.g_01279	Prad.g_01493
OG0000835	Prbh.g_01278	Prad.g_01492
OG0000836	Prbh.g_01277	Prad.g_01491
OG0000837	Prbh.g_01274	Prad.g_01489
OG0000838	Prbh.g_01273	Prad.g_01488
OG0000839	Prbh.g_01272	Prad.g_01487
OG0000840	Prbh.g_01271	Prad.g_01486
OG0000841	Prbh.g_01270	Prad.g_01485
OG0000842	Prbh.g_01268	Prad.g_01484
OG0000843	Prbh.g_01267	Prad.g_01483
OG0000844	Prbh.g_01266	Prad.g_01482
OG0000845	Prbh.g_01265	Prad.g_01481
OG0000846	Prbh.g_01262	Prad.g_01478
OG0000847	Prbh.g_01261	Prad.g_01476
OG0000848	Prbh.g_01260	Prad.g_01475
OG0000849	Prbh.g_01257	Prad.g_01474
OG0000850	Prbh.g_01256	Prad.g_01473
OG0000851	Prbh.g_01254	Prad.g_01472
OG0000852	Prbh.g_01252	Prad.g_01469
OG0000853	Prbh.g_01250	Prad.g_01468
OG0000854	Prbh.g_01248	Prad.g_01466
OG0000855	Prbh.g_01247	Prad.g_01465
OG0000856	Prbh.g_01246	Prad.g_01464
OG0000857	Prbh.g_01245	Prad.g_01463
OG0000858	Prbh.g_01244	Prad.g_01462
OG0000859	Prbh.g_01243	Prad.g_01461
OG0000860	Prbh.g_01242	Prad.g_01460
OG0000861	Prbh.g_01241	Prad.g_01459
OG0000862	Prbh.g_01240	Prad.g_01458
OG0000863	Prbh.g_01239	Prad.g_01457
OG0000864	Prbh.g_01238	Prad.g_01456
OG0000865	Prbh.g_01237	Prad.g_01455
OG0000866	Prbh.g_01236	Prad.g_01454
OG0000867	Prbh.g_01235	Prad.g_01453
OG0000868	Prbh.g_01234	Prad.g_01452
OG0000869	Prbh.g_01232	Prad.g_01450
OG0000870	Prbh.g_01231	Prad.g_01449
OG0000871	Prbh.g_01230	Prad.g_01447
OG0000872	Prbh.g_01229	Prad.g_01446
OG0000873	Prbh.g_01227	Prad.g_01444
OG0000874	Prbh.g_01226	Prad.g_01443
OG0000875	Prbh.g_01225	Prad.g_01442
OG0000876	Prbh.g_01224	Prad.g_01441
OG0000877	Prbh.g_01451	Prad.g_01439
OG0000878	Prbh.g_01845	Prad.g_00341
OG0000879	Prbh.g_01362	Prad.g_00359
OG0000880	Prbh.g_01363	Prad.g_00360
OG0000881	Prbh.g_01364	Prad.g_00361
OG0000882	Prbh.g_01365	Prad.g_00362
OG0000883	Prbh.g_01366	Prad.g_00363
OG0000884	Prbh.g_01368	Prad.g_00365
OG0000885	Prbh.g_01369	Prad.g_00366
OG0000886	Prbh.g_01370	Prad.g_00631
OG0000887	Prbh.g_01371	Prad.g_00630
OG0000888	Prbh.g_01372	Prad.g_00629
OG0000889	Prbh.g_01375	Prad.g_00626
OG0000890	Prbh.g_01376	Prad.g_00625
OG0000891	Prbh.g_01377	Prad.g_00624
OG0000892	Prbh.g_01379	Prad.g_00622
OG0000893	Prbh.g_01380	Prad.g_00621
OG0000894	Prbh.g_01381	Prad.g_00620
OG0000895	Prbh.g_01382	Prad.g_00619
OG0000896	Prbh.g_01383	Prad.g_00618
OG0000897	Prbh.g_01384	Prad.g_00617
OG0000898	Prbh.g_01387	Prad.g_00615
OG0000899	Prbh.g_01388	Prad.g_00614
OG0000900	Prbh.g_01935	Prad.g_00612
OG0000901	Prbh.g_00002	Prad.g_00608
OG0000902	Prbh.g_00206	Prad.g_00607
OG0000903	Prbh.g_01341	Prad.g_00606
OG0000904	Prbh.g_00196	Prad.g_00604
OG0000905	Prbh.g_01326	Prad.g_00602
OG0000906	Prbh.g_01308	Prad.g_00600
OG0000907	Prbh.g_01017	Prad.g_00599
OG0000908	Prbh.g_01872	Prad.g_00596
OG0000909	Prbh.g_00011	Prad.g_00592
OG0000910	Prbh.g_00012	Prad.g_00591
OG0000911	Prbh.g_00013	Prad.g_00590
OG0000912	Prbh.g_00014	Prad.g_00589
OG0000913	Prbh.g_00015	Prad.g_00588
OG0000914	Prbh.g_00016	Prad.g_00587
OG0000915	Prbh.g_00017	Prad.g_00586
OG0000916	Prbh.g_00019	Prad.g_00585
OG0000917	Prbh.g_00020	Prad.g_00584
OG0000918	Prbh.g_00021	Prad.g_00583
OG0000919	Prbh.g_00022	Prad.g_00582
OG0000920	Prbh.g_00023	Prad.g_00581
OG0000921	Prbh.g_00024	Prad.g_00580
OG0000922	Prbh.g_00025	Prad.g_00579
OG0000923	Prbh.g_00026	Prad.g_00578
OG0000924	Prbh.g_00027	Prad.g_00577
OG0000925	Prbh.g_00028	Prad.g_00576
OG0000926	Prbh.g_01599	Prad.g_00567
OG0000927	Prbh.g_00079	Prad.g_00533
OG0000928	Prbh.g_00080	Prad.g_00532
OG0000929	Prbh.g_00081	Prad.g_00531
OG0000930	Prbh.g_00082	Prad.g_00530
OG0000931	Prbh.g_00083	Prad.g_00529
OG0000932	Prbh.g_00085	Prad.g_00527
OG0000933	Prbh.g_00086	Prad.g_00526
OG0000934	Prbh.g_00087	Prad.g_00525
OG0000935	Prbh.g_00088	Prad.g_00524
OG0000936	Prbh.g_00089	Prad.g_00523
OG0000937	Prbh.g_00090	Prad.g_00522
OG0000938	Prbh.g_00091	Prad.g_00521
OG0000939	Prbh.g_00092	Prad.g_00520
OG0000940	Prbh.g_00093	Prad.g_00519
OG0000941	Prbh.g_00094	Prad.g_00517
OG0000942	Prbh.g_00095	Prad.g_00516
OG0000943	Prbh.g_00101	Prad.g_00513
OG0000944	Prbh.g_00102	Prad.g_00512
OG0000945	Prbh.g_00103	Prad.g_00511
OG0000946	Prbh.g_00104	Prad.g_00510
OG0000947	Prbh.g_00105	Prad.g_00509
OG0000948	Prbh.g_00106	Prad.g_00508
OG0000949	Prbh.g_00107	Prad.g_00507
OG0000950	Prbh.g_00108	Prad.g_00506
OG0000951	Prbh.g_00109	Prad.g_00505
OG0000952	Prbh.g_00110	Prad.g_00504
OG0000953	Prbh.g_00111	Prad.g_00503
OG0000954	Prbh.g_00112	Prad.g_00502
OG0000955	Prbh.g_00113	Prad.g_00501
OG0000956	Prbh.g_00114	Prad.g_00500
OG0000957	Prbh.g_00115	Prad.g_00499
OG0000958	Prbh.g_00116	Prad.g_00498
OG0000959	Prbh.g_00117	Prad.g_00497
OG0000960	Prbh.g_00118	Prad.g_00496
OG0000961	Prbh.g_00122	Prad.g_00491
OG0000962	Prbh.g_00123	Prad.g_00490
OG0000963	Prbh.g_00124	Prad.g_00489
OG0000964	Prbh.g_00126	Prad.g_00487
OG0000965	Prbh.g_00127	Prad.g_00486
OG0000966	Prbh.g_00128	Prad.g_00485
OG0000967	Prbh.g_00129	Prad.g_00484
OG0000968	Prbh.g_00130	Prad.g_00483
OG0000969	Prbh.g_00131	Prad.g_00482
OG0000970	Prbh.g_00132	Prad.g_00481
OG0000971	Prbh.g_00133	Prad.g_00480
OG0000972	Prbh.g_00134	Prad.g_00479
OG0000973	Prbh.g_00135	Prad.g_00478
OG0000974	Prbh.g_00137	Prad.g_00476
OG0000975	Prbh.g_00144	Prad.g_00473
OG0000976	Prbh.g_00146	Prad.g_00471
OG0000977	Prbh.g_00147	Prad.g_00470
OG0000978	Prbh.g_00149	Prad.g_00469
OG0000979	Prbh.g_00151	Prad.g_00467
OG0000980	Prbh.g_00152	Prad.g_00466
OG0000981	Prbh.g_00153	Prad.g_00465
OG0000982	Prbh.g_00154	Prad.g_00464
OG0000983	Prbh.g_00156	Prad.g_00462
OG0000984	Prbh.g_00157	Prad.g_00461
OG0000985	Prbh.g_00158	Prad.g_00460
OG0000986	Prbh.g_00159	Prad.g_00459
OG0000987	Prbh.g_00160	Prad.g_00458
OG0000988	Prbh.g_00162	Prad.g_00457
OG0000989	Prbh.g_00163	Prad.g_00456
OG0000990	Prbh.g_00164	Prad.g_00455
OG0000991	Prbh.g_00165	Prad.g_00454
OG0000992	Prbh.g_00166	Prad.g_00453
OG0000993	Prbh.g_00167	Prad.g_00452
OG0000994	Prbh.g_00168	Prad.g_00451
OG0000995	Prbh.g_00169	Prad.g_00450
OG0000996	Prbh.g_00170	Prad.g_00449
OG0000997	Prbh.g_00171	Prad.g_00448
OG0000998	Prbh.g_00172	Prad.g_00447
OG0000999	Prbh.g_00173	Prad.g_00446
OG0001000	Prbh.g_00174	Prad.g_00445
OG0001001	Prbh.g_00176	Prad.g_00443
OG0001002	Prbh.g_00177	Prad.g_00442
OG0001003	Prbh.g_00178	Prad.g_00441
OG0001004	Prbh.g_00179	Prad.g_00440
OG0001005	Prbh.g_00181	Prad.g_00439
OG0001006	Prbh.g_00182	Prad.g_00438
OG0001007	Prbh.g_00183	Prad.g_00437
OG0001008	Prbh.g_00185	Prad.g_00435
OG0001009	Prbh.g_00186	Prad.g_00434
OG0001010	Prbh.g_01837	Prad.g_00426
OG0001011	Prbh.g_01454	Prad.g_00419
OG0001012	Prbh.g_00968	Prad.g_00388
OG0001013	Prbh.g_01789	Prad.g_00947
OG0001014	Prbh.g_01788	Prad.g_00946
OG0001015	Prbh.g_01781	Prad.g_00940
OG0001016	Prbh.g_01780	Prad.g_00939
OG0001017	Prbh.g_01779	Prad.g_00938
OG0001018	Prbh.g_01778	Prad.g_00937
OG0001019	Prbh.g_01776	Prad.g_00935
OG0001020	Prbh.g_01775	Prad.g_00934
OG0001021	Prbh.g_01774	Prad.g_00933
OG0001022	Prbh.g_01773	Prad.g_00932
OG0001023	Prbh.g_01772	Prad.g_00931
OG0001024	Prbh.g_01770	Prad.g_00930
OG0001025	Prbh.g_01769	Prad.g_00929
OG0001026	Prbh.g_01768	Prad.g_00927
OG0001027	Prbh.g_01767	Prad.g_00926
OG0001028	Prbh.g_01766	Prad.g_00925
OG0001029	Prbh.g_01765	Prad.g_00924
OG0001030	Prbh.g_01764	Prad.g_00923
OG0001031	Prbh.g_01763	Prad.g_00922
OG0001032	Prbh.g_01762	Prad.g_00921
OG0001033	Prbh.g_01761	Prad.g_00920
OG0001034	Prbh.g_01760	Prad.g_00919
OG0001035	Prbh.g_01758	Prad.g_00917
OG0001036	Prbh.g_01757	Prad.g_00916
OG0001037	Prbh.g_01756	Prad.g_00915
OG0001038	Prbh.g_01755	Prad.g_00914
OG0001039	Prbh.g_01754	Prad.g_00913
OG0001040	Prbh.g_01752	Prad.g_00912
OG0001041	Prbh.g_01751	Prad.g_00911
OG0001042	Prbh.g_01750	Prad.g_00910
OG0001043	Prbh.g_01749	Prad.g_00909
OG0001044	Prbh.g_01748	Prad.g_00908
OG0001045	Prbh.g_01747	Prad.g_00907
OG0001046	Prbh.g_01746	Prad.g_00906
OG0001047	Prbh.g_01743	Prad.g_00903
OG0001048	Prbh.g_01741	Prad.g_00901
OG0001049	Prbh.g_01740	Prad.g_00900
OG0001050	Prbh.g_01739	Prad.g_00899
OG0001051	Prbh.g_01738	Prad.g_00898
OG0001052	Prbh.g_01737	Prad.g_00897
OG0001053	Prbh.g_01735	Prad.g_00895
OG0001054	Prbh.g_01733	Prad.g_00893
OG0001055	Prbh.g_01732	Prad.g_00892
OG0001056	Prbh.g_01731	Prad.g_00891
OG0001057	Prbh.g_01730	Prad.g_00890
OG0001058	Prbh.g_01729	Prad.g_00889
OG0001059	Prbh.g_01728	Prad.g_00888
OG0001060	Prbh.g_01727	Prad.g_00887
OG0001061	Prbh.g_01726	Prad.g_00886
OG0001062	Prbh.g_01725	Prad.g_00885
OG0001063	Prbh.g_01724	Prad.g_00884
OG0001064	Prbh.g_01723	Prad.g_00882
OG0001065	Prbh.g_01719	Prad.g_00879
OG0001066	Prbh.g_01717	Prad.g_00878
OG0001067	Prbh.g_01716	Prad.g_00877
OG0001068	Prbh.g_01713	Prad.g_00875
OG0001069	Prbh.g_01712	Prad.g_00874
OG0001070	Prbh.g_01711	Prad.g_00873
OG0001071	Prbh.g_01710	Prad.g_00872
OG0001072	Prbh.g_01709	Prad.g_00871
OG0001073	Prbh.g_01708	Prad.g_00870
OG0001074	Prbh.g_01707	Prad.g_00869
OG0001075	Prbh.g_01706	Prad.g_00868
OG0001076	Prbh.g_01705	Prad.g_00867
OG0001077	Prbh.g_01704	Prad.g_00866
OG0001078	Prbh.g_01703	Prad.g_00865
OG0001079	Prbh.g_01702	Prad.g_00864
OG0001080	Prbh.g_01701	Prad.g_00863
OG0001081	Prbh.g_01697	Prad.g_00860
OG0001082	Prbh.g_01696	Prad.g_00859
OG0001083	Prbh.g_01692	Prad.g_00858
OG0001084	Prbh.g_01694	Prad.g_00856
OG0001085	Prbh.g_01695	Prad.g_00855
OG0001086	Prbh.g_01698	Prad.g_00854
OG0001087	Prbh.g_01699	Prad.g_00853
OG0001088	Prbh.g_01700	Prad.g_00852
OG0001089	Prbh.g_01687	Prad.g_00849
OG0001090	Prbh.g_01685	Prad.g_00847
OG0001091	Prbh.g_01684	Prad.g_00846
OG0001092	Prbh.g_01683	Prad.g_00845
OG0001093	Prbh.g_01682	Prad.g_00844
OG0001094	Prbh.g_01681	Prad.g_00843
OG0001095	Prbh.g_01680	Prad.g_00842
OG0001096	Prbh.g_01679	Prad.g_00841
OG0001097	Prbh.g_01678	Prad.g_00840
OG0001098	Prbh.g_01677	Prad.g_00839
OG0001099	Prbh.g_01676	Prad.g_00838
OG0001100	Prbh.g_01675	Prad.g_00837
OG0001101	Prbh.g_01674	Prad.g_00836
OG0001102	Prbh.g_01673	Prad.g_00835
OG0001103	Prbh.g_01672	Prad.g_00834
OG0001104	Prbh.g_01671	Prad.g_00833
OG0001105	Prbh.g_01670	Prad.g_00832
OG0001106	Prbh.g_01669	Prad.g_00831
OG0001107	Prbh.g_01668	Prad.g_00830
OG0001108	Prbh.g_01667	Prad.g_00829
OG0001109	Prbh.g_01666	Prad.g_00828
OG0001110	Prbh.g_01665	Prad.g_00827
OG0001111	Prbh.g_01664	Prad.g_00826
OG0001112	Prbh.g_01663	Prad.g_00825
OG0001113	Prbh.g_01662	Prad.g_00824
OG0001114	Prbh.g_01661	Prad.g_00823
OG0001115	Prbh.g_01660	Prad.g_00822
OG0001116	Prbh.g_01659	Prad.g_00821
OG0001117	Prbh.g_01658	Prad.g_00820
