Orthogroup	Praw	Syaq
OG0000571	Praw.g_00576	Syaq.g_01960
OG0000572	Praw.g_01933	Syaq.g_01977
OG0000573	Praw.g_01938	Syaq.g_01985
OG0000574	Praw.g_01939	Syaq.g_01986
OG0000575	Praw.g_01943	Syaq.g_01991
OG0000576	Praw.g_01945	Syaq.g_01993
OG0000577	Praw.g_01946	Syaq.g_01994
OG0000578	Praw.g_01947	Syaq.g_01995
OG0000579	Praw.g_01948	Syaq.g_01996
OG0000580	Praw.g_01949	Syaq.g_01997
OG0000581	Praw.g_00141	Syaq.g_02003
OG0000582	Praw.g_00144	Syaq.g_02012
OG0000583	Praw.g_00145	Syaq.g_02013
OG0000584	Praw.g_00146	Syaq.g_02014
OG0000585	Praw.g_00148	Syaq.g_02017
OG0000586	Praw.g_00149	Syaq.g_02018
OG0000587	Praw.g_00150	Syaq.g_02020
OG0000588	Praw.g_00154	Syaq.g_02043
OG0000589	Praw.g_00157	Syaq.g_02057
OG0000590	Praw.g_00158	Syaq.g_02058
OG0000591	Praw.g_00161	Syaq.g_02066
OG0000592	Praw.g_00162	Syaq.g_02067
OG0000593	Praw.g_00168	Syaq.g_02078
OG0000594	Praw.g_00169	Syaq.g_02079
OG0000595	Praw.g_01888	Syaq.g_02080
OG0000596	Praw.g_01884	Syaq.g_02085
OG0000597	Praw.g_01882	Syaq.g_02088
OG0000598	Praw.g_01881	Syaq.g_02089
OG0000599	Praw.g_01878	Syaq.g_02096
OG0000600	Praw.g_01877	Syaq.g_02097
OG0000601	Praw.g_01876	Syaq.g_02098
OG0000602	Praw.g_01874	Syaq.g_02104
OG0000603	Praw.g_01873	Syaq.g_02105
OG0000604	Praw.g_01872	Syaq.g_02107
OG0000605	Praw.g_01871	Syaq.g_02151
OG0000606	Praw.g_01868	Syaq.g_02231
OG0000607	Praw.g_01865	Syaq.g_02234
OG0000608	Praw.g_01864	Syaq.g_02235
OG0000609	Praw.g_01863	Syaq.g_02237
OG0000610	Praw.g_01858	Syaq.g_02244
OG0000611	Praw.g_01855	Syaq.g_02247
OG0000612	Praw.g_01854	Syaq.g_02248
OG0000613	Praw.g_01849	Syaq.g_00885
OG0000614	Praw.g_01830	Syaq.g_02588
OG0000615	Praw.g_01822	Syaq.g_02302
OG0000616	Praw.g_01818	Syaq.g_01168
OG0000617	Praw.g_01803	Syaq.g_00031
OG0000618	Praw.g_01802	Syaq.g_00032
OG0000619	Praw.g_01801	Syaq.g_00033
OG0000620	Praw.g_01798	Syaq.g_00038
OG0000621	Praw.g_01797	Syaq.g_00039
OG0000622	Praw.g_01796	Syaq.g_00040
OG0000623	Praw.g_01795	Syaq.g_00041
OG0000624	Praw.g_01794	Syaq.g_00042
OG0000625	Praw.g_01793	Syaq.g_00043
OG0000626	Praw.g_01792	Syaq.g_00044
OG0000627	Praw.g_01791	Syaq.g_02425
OG0000628	Praw.g_01790	Syaq.g_02426
OG0000629	Praw.g_01789	Syaq.g_02429
OG0000630	Praw.g_01786	Syaq.g_02433
OG0000631	Praw.g_01706	Syaq.g_02441
OG0000632	Praw.g_01705	Syaq.g_02442
OG0000633	Praw.g_01704	Syaq.g_02444
OG0000634	Praw.g_01701	Syaq.g_02336
OG0000635	Praw.g_01700	Syaq.g_02337
OG0000636	Praw.g_01698	Syaq.g_02339
OG0000637	Praw.g_01696	Syaq.g_02341
OG0000638	Praw.g_01695	Syaq.g_02342
OG0000639	Praw.g_01694	Syaq.g_02343
OG0000640	Praw.g_01693	Syaq.g_02344
OG0000641	Praw.g_01689	Syaq.g_02348
OG0000642	Praw.g_01688	Syaq.g_02349
OG0000643	Praw.g_01687	Syaq.g_02350
OG0000644	Praw.g_01686	Syaq.g_02351
OG0000645	Praw.g_01685	Syaq.g_02353
OG0000646	Praw.g_01683	Syaq.g_02356
OG0000647	Praw.g_01682	Syaq.g_02358
OG0000648	Praw.g_01680	Syaq.g_02360
OG0000649	Praw.g_01679	Syaq.g_02361
OG0000650	Praw.g_01678	Syaq.g_02362
OG0000651	Praw.g_01677	Syaq.g_02363
OG0000652	Praw.g_01676	Syaq.g_02364
OG0000653	Praw.g_01674	Syaq.g_02367
OG0000654	Praw.g_01673	Syaq.g_02368
OG0000655	Praw.g_01672	Syaq.g_02369
OG0000656	Praw.g_01669	Syaq.g_02372
OG0000657	Praw.g_01663	Syaq.g_02382
OG0000658	Praw.g_01662	Syaq.g_02385
OG0000659	Praw.g_01661	Syaq.g_02386
OG0000660	Praw.g_01657	Syaq.g_02390
OG0000661	Praw.g_01655	Syaq.g_02392
OG0000662	Praw.g_01653	Syaq.g_02394
OG0000663	Praw.g_01651	Syaq.g_02397
OG0000664	Praw.g_01650	Syaq.g_02400
OG0000665	Praw.g_01646	Syaq.g_02124
OG0000666	Praw.g_01645	Syaq.g_02117
OG0000667	Praw.g_01641	Syaq.g_02222
OG0000668	Praw.g_01611	Syaq.g_00068
OG0000669	Praw.g_01605	Syaq.g_02260
OG0000670	Praw.g_01603	Syaq.g_00079
OG0000671	Praw.g_01601	Syaq.g_02264
OG0000672	Praw.g_01599	Syaq.g_02267
OG0000673	Praw.g_01596	Syaq.g_02270
OG0000674	Praw.g_01594	Syaq.g_02272
OG0000675	Praw.g_01593	Syaq.g_02273
OG0000676	Praw.g_01591	Syaq.g_02275
OG0000677	Praw.g_01590	Syaq.g_02276
OG0000678	Praw.g_01588	Syaq.g_02282
OG0000679	Praw.g_01584	Syaq.g_02305
OG0000680	Praw.g_01583	Syaq.g_02306
OG0000681	Praw.g_01581	Syaq.g_02309
OG0000682	Praw.g_01580	Syaq.g_02310
OG0000683	Praw.g_01579	Syaq.g_02311
OG0000684	Praw.g_01577	Syaq.g_02315
OG0000685	Praw.g_01575	Syaq.g_02317
OG0000686	Praw.g_01574	Syaq.g_02318
OG0000687	Praw.g_01573	Syaq.g_02319
OG0000688	Praw.g_01570	Syaq.g_02325
OG0000689	Praw.g_01569	Syaq.g_02327
OG0000690	Praw.g_01568	Syaq.g_02328
OG0000691	Praw.g_01567	Syaq.g_02329
OG0000692	Praw.g_01565	Syaq.g_02330
OG0000693	Praw.g_01564	Syaq.g_02332
OG0000694	Praw.g_01563	Syaq.g_02333
OG0000695	Praw.g_01561	Syaq.g_02446
OG0000696	Praw.g_01560	Syaq.g_02447
OG0000697	Praw.g_01559	Syaq.g_02448
OG0000698	Praw.g_01556	Syaq.g_02451
OG0000699	Praw.g_01555	Syaq.g_02452
OG0000700	Praw.g_01554	Syaq.g_02453
OG0000701	Praw.g_01553	Syaq.g_02454
OG0000702	Praw.g_01551	Syaq.g_02467
OG0000703	Praw.g_01550	Syaq.g_02468
OG0000704	Praw.g_01549	Syaq.g_02470
OG0000705	Praw.g_01545	Syaq.g_02477
OG0000706	Praw.g_01544	Syaq.g_02478
OG0000707	Praw.g_01543	Syaq.g_02479
OG0000708	Praw.g_01542	Syaq.g_02482
OG0000709	Praw.g_01538	Syaq.g_02490
OG0000710	Praw.g_01535	Syaq.g_02494
OG0000711	Praw.g_01518	Syaq.g_02521
OG0000712	Praw.g_01516	Syaq.g_02523
OG0000713	Praw.g_01515	Syaq.g_02524
OG0000714	Praw.g_01514	Syaq.g_02527
OG0000715	Praw.g_01512	Syaq.g_02529
OG0000716	Praw.g_01510	Syaq.g_02533
OG0000717	Praw.g_01509	Syaq.g_02534
OG0000718	Praw.g_01498	Syaq.g_00072
OG0000719	Praw.g_01496	Syaq.g_00070
OG0000720	Praw.g_01487	Syaq.g_00057
OG0000721	Praw.g_01485	Syaq.g_00055
OG0000722	Praw.g_01484	Syaq.g_00054
OG0000723	Praw.g_01481	Syaq.g_00046
OG0000724	Praw.g_01472	Syaq.g_02685
OG0000725	Praw.g_01466	Syaq.g_02676
OG0000726	Praw.g_01465	Syaq.g_02675
OG0000727	Praw.g_01464	Syaq.g_02674
OG0000728	Praw.g_01462	Syaq.g_02672
OG0000729	Praw.g_01416	Syaq.g_01046
OG0000730	Praw.g_00172	Syaq.g_00561
OG0000731	Praw.g_00176	Syaq.g_00550
OG0000732	Praw.g_00183	Syaq.g_01098
OG0000733	Praw.g_00202	Syaq.g_01232
OG0000734	Praw.g_00219	Syaq.g_01479
OG0000735	Praw.g_00221	Syaq.g_00266
OG0000736	Praw.g_00222	Syaq.g_00265
OG0000737	Praw.g_00223	Syaq.g_00264
OG0000738	Praw.g_00227	Syaq.g_00258
OG0000739	Praw.g_00228	Syaq.g_00257
OG0000740	Praw.g_00229	Syaq.g_00256
OG0000741	Praw.g_00230	Syaq.g_00253
OG0000742	Praw.g_00233	Syaq.g_00250
OG0000743	Praw.g_00235	Syaq.g_00248
OG0000744	Praw.g_00236	Syaq.g_00247
OG0000745	Praw.g_00237	Syaq.g_00245
OG0000746	Praw.g_00239	Syaq.g_00242
OG0000747	Praw.g_00240	Syaq.g_00241
OG0000748	Praw.g_00243	Syaq.g_00227
OG0000749	Praw.g_00244	Syaq.g_00226
OG0000750	Praw.g_00245	Syaq.g_00225
OG0000751	Praw.g_00247	Syaq.g_00219
OG0000752	Praw.g_00249	Syaq.g_00217
OG0000753	Praw.g_00252	Syaq.g_00214
OG0000754	Praw.g_00255	Syaq.g_00209
OG0000755	Praw.g_00258	Syaq.g_00198
OG0000756	Praw.g_00259	Syaq.g_00197
OG0000757	Praw.g_00265	Syaq.g_00190
OG0000758	Praw.g_00266	Syaq.g_00189
OG0000759	Praw.g_00267	Syaq.g_00188
OG0000760	Praw.g_00268	Syaq.g_00187
OG0000761	Praw.g_00269	Syaq.g_00186
OG0000762	Praw.g_00270	Syaq.g_00183
OG0000763	Praw.g_00272	Syaq.g_00181
OG0000764	Praw.g_00273	Syaq.g_00180
OG0000765	Praw.g_00282	Syaq.g_00157
OG0000766	Praw.g_00283	Syaq.g_00156
OG0000767	Praw.g_00285	Syaq.g_00154
OG0000768	Praw.g_00286	Syaq.g_00153
OG0000769	Praw.g_00288	Syaq.g_00151
OG0000770	Praw.g_00290	Syaq.g_00148
OG0000771	Praw.g_00904	Syaq.g_02691
OG0000772	Praw.g_00954	Syaq.g_01887
OG0000773	Praw.g_00970	Syaq.g_00283
OG0000774	Praw.g_00972	Syaq.g_00288
OG0000775	Praw.g_00976	Syaq.g_00290
OG0000776	Praw.g_00977	Syaq.g_00291
OG0000777	Praw.g_00978	Syaq.g_00292
OG0000778	Praw.g_00979	Syaq.g_00293
OG0000779	Praw.g_00983	Syaq.g_00299
OG0000780	Praw.g_00984	Syaq.g_00304
OG0000781	Praw.g_00987	Syaq.g_00308
OG0000782	Praw.g_00988	Syaq.g_00309
OG0000783	Praw.g_00989	Syaq.g_00310
OG0000784	Praw.g_00990	Syaq.g_00311
OG0000785	Praw.g_00992	Syaq.g_00313
OG0000786	Praw.g_00994	Syaq.g_00328
OG0000787	Praw.g_00995	Syaq.g_00329
OG0000788	Praw.g_01002	Syaq.g_02099
OG0000789	Praw.g_01006	Syaq.g_02123
OG0000790	Praw.g_01021	Syaq.g_01758
OG0000791	Praw.g_01023	Syaq.g_01756
OG0000792	Praw.g_01024	Syaq.g_01755
OG0000793	Praw.g_01027	Syaq.g_01750
OG0000794	Praw.g_01028	Syaq.g_01749
OG0000795	Praw.g_01029	Syaq.g_01748
OG0000796	Praw.g_01033	Syaq.g_01744
OG0000797	Praw.g_01034	Syaq.g_01743
OG0000798	Praw.g_01057	Syaq.g_00760
OG0000799	Praw.g_01101	Syaq.g_00341
OG0000800	Praw.g_01100	Syaq.g_00342
OG0000801	Praw.g_01099	Syaq.g_00343
OG0000802	Praw.g_01097	Syaq.g_00350
OG0000803	Praw.g_01095	Syaq.g_00353
OG0000804	Praw.g_01094	Syaq.g_00358
OG0000805	Praw.g_01092	Syaq.g_00360
OG0000806	Praw.g_01090	Syaq.g_00362
OG0000807	Praw.g_01089	Syaq.g_00364
OG0000808	Praw.g_01088	Syaq.g_00365
OG0000809	Praw.g_01085	Syaq.g_00369
OG0000810	Praw.g_01084	Syaq.g_00370
OG0000811	Praw.g_01077	Syaq.g_00378
OG0000812	Praw.g_01075	Syaq.g_00380
OG0000813	Praw.g_00343	Syaq.g_00381
OG0000814	Praw.g_00345	Syaq.g_00383
OG0000815	Praw.g_00346	Syaq.g_00384
OG0000816	Praw.g_00348	Syaq.g_00386
OG0000817	Praw.g_00349	Syaq.g_00387
OG0000818	Praw.g_00354	Syaq.g_00392
OG0000819	Praw.g_00355	Syaq.g_00393
OG0000820	Praw.g_00356	Syaq.g_00394
OG0000821	Praw.g_00359	Syaq.g_00400
OG0000822	Praw.g_00360	Syaq.g_00402
OG0000823	Praw.g_00361	Syaq.g_00403
OG0000824	Praw.g_00364	Syaq.g_00409
OG0000825	Praw.g_00365	Syaq.g_00410
OG0000826	Praw.g_00366	Syaq.g_00411
OG0000827	Praw.g_00367	Syaq.g_00412
OG0000828	Praw.g_00371	Syaq.g_00415
OG0000829	Praw.g_00372	Syaq.g_00416
OG0000830	Praw.g_00373	Syaq.g_00417
OG0000831	Praw.g_00375	Syaq.g_00419
OG0000832	Praw.g_00381	Syaq.g_01737
OG0000833	Praw.g_00389	Syaq.g_01725
OG0000834	Praw.g_00390	Syaq.g_01724
OG0000835	Praw.g_00391	Syaq.g_01723
OG0000836	Praw.g_00392	Syaq.g_01720
OG0000837	Praw.g_00393	Syaq.g_01719
OG0000838	Praw.g_00395	Syaq.g_01715
OG0000839	Praw.g_00396	Syaq.g_01714
OG0000840	Praw.g_00397	Syaq.g_01713
OG0000841	Praw.g_00398	Syaq.g_01712
OG0000842	Praw.g_00399	Syaq.g_01711
OG0000843	Praw.g_00400	Syaq.g_01710
OG0000844	Praw.g_00401	Syaq.g_01708
OG0000845	Praw.g_00402	Syaq.g_01707
OG0000846	Praw.g_00403	Syaq.g_01706
OG0000847	Praw.g_00404	Syaq.g_01705
OG0000848	Praw.g_00405	Syaq.g_01703
OG0000849	Praw.g_00406	Syaq.g_01702
OG0000850	Praw.g_00408	Syaq.g_01699
OG0000851	Praw.g_00409	Syaq.g_01696
OG0000852	Praw.g_00410	Syaq.g_01695
OG0000853	Praw.g_00414	Syaq.g_01691
OG0000854	Praw.g_00416	Syaq.g_01689
OG0000855	Praw.g_00417	Syaq.g_01688
OG0000856	Praw.g_00430	Syaq.g_02069
OG0000857	Praw.g_00458	Syaq.g_02357
OG0000858	Praw.g_00509	Syaq.g_01682
OG0000859	Praw.g_00510	Syaq.g_01681
OG0000860	Praw.g_00517	Syaq.g_01671
OG0000861	Praw.g_00518	Syaq.g_01670
OG0000862	Praw.g_00519	Syaq.g_01668
OG0000863	Praw.g_00521	Syaq.g_01665
OG0000864	Praw.g_00522	Syaq.g_01664
OG0000865	Praw.g_00523	Syaq.g_01663
OG0000866	Praw.g_00524	Syaq.g_01662
OG0000867	Praw.g_00525	Syaq.g_01661
OG0000868	Praw.g_00526	Syaq.g_01659
OG0000869	Praw.g_00530	Syaq.g_01656
OG0000870	Praw.g_00535	Syaq.g_01651
OG0000871	Praw.g_00536	Syaq.g_01650
OG0000872	Praw.g_00537	Syaq.g_01644
OG0000873	Praw.g_00540	Syaq.g_01641
OG0000874	Praw.g_00543	Syaq.g_01637
OG0000875	Praw.g_00544	Syaq.g_01633
OG0000876	Praw.g_00545	Syaq.g_01631
OG0000877	Praw.g_00547	Syaq.g_01628
OG0000878	Praw.g_00548	Syaq.g_01627
OG0000879	Praw.g_00549	Syaq.g_01626
OG0000880	Praw.g_00550	Syaq.g_01625
OG0000881	Praw.g_00554	Syaq.g_01621
OG0000882	Praw.g_00559	Syaq.g_01616
OG0000883	Praw.g_00561	Syaq.g_01613
OG0000884	Praw.g_00563	Syaq.g_01611
OG0000885	Praw.g_00564	Syaq.g_01610
OG0000886	Praw.g_00565	Syaq.g_01609
OG0000887	Praw.g_00566	Syaq.g_01608
OG0000888	Praw.g_00568	Syaq.g_01606
OG0000889	Praw.g_00570	Syaq.g_01604
OG0000890	Praw.g_00571	Syaq.g_01597
OG0000891	Praw.g_00572	Syaq.g_01596
OG0000892	Praw.g_01921	Syaq.g_01594
OG0000893	Praw.g_01917	Syaq.g_00695
OG0000894	Praw.g_01915	Syaq.g_00692
OG0000895	Praw.g_01912	Syaq.g_00688
OG0000896	Praw.g_01911	Syaq.g_00687
OG0000897	Praw.g_01909	Syaq.g_00685
OG0000898	Praw.g_01908	Syaq.g_00684
OG0000899	Praw.g_01907	Syaq.g_00683
OG0000900	Praw.g_01906	Syaq.g_00682
OG0000901	Praw.g_01903	Syaq.g_00677
OG0000902	Praw.g_01901	Syaq.g_00671
OG0000903	Praw.g_01898	Syaq.g_00655
OG0000904	Praw.g_01896	Syaq.g_00660
OG0000905	Praw.g_01892	Syaq.g_00666
OG0000906	Praw.g_01891	Syaq.g_00669
OG0000907	Praw.g_00138	Syaq.g_00653
OG0000908	Praw.g_00135	Syaq.g_00650
OG0000909	Praw.g_00134	Syaq.g_00649
OG0000910	Praw.g_00133	Syaq.g_00648
OG0000911	Praw.g_00131	Syaq.g_00646
OG0000912	Praw.g_00130	Syaq.g_00645
OG0000913	Praw.g_00129	Syaq.g_00644
OG0000914	Praw.g_00128	Syaq.g_00643
OG0000915	Praw.g_00127	Syaq.g_00641
OG0000916	Praw.g_00126	Syaq.g_00640
OG0000917	Praw.g_00125	Syaq.g_00639
OG0000918	Praw.g_00124	Syaq.g_00638
OG0000919	Praw.g_00123	Syaq.g_00637
OG0000920	Praw.g_00122	Syaq.g_00636
OG0000921	Praw.g_00121	Syaq.g_00635
OG0000922	Praw.g_00120	Syaq.g_00634
OG0000923	Praw.g_00116	Syaq.g_00630
OG0000924	Praw.g_00115	Syaq.g_00629
OG0000925	Praw.g_00114	Syaq.g_00628
OG0000926	Praw.g_00113	Syaq.g_00627
OG0000927	Praw.g_00111	Syaq.g_00625
OG0000928	Praw.g_00110	Syaq.g_00624
OG0000929	Praw.g_00109	Syaq.g_00623
OG0000930	Praw.g_00108	Syaq.g_00622
OG0000931	Praw.g_00107	Syaq.g_00621
OG0000932	Praw.g_00106	Syaq.g_00620
OG0000933	Praw.g_00102	Syaq.g_00614
OG0000934	Praw.g_00100	Syaq.g_00612
OG0000935	Praw.g_00099	Syaq.g_00611
OG0000936	Praw.g_00098	Syaq.g_00610
OG0000937	Praw.g_00097	Syaq.g_00609
OG0000938	Praw.g_00095	Syaq.g_00606
OG0000939	Praw.g_00094	Syaq.g_00604
OG0000940	Praw.g_00087	Syaq.g_00597
OG0000941	Praw.g_00085	Syaq.g_00595
OG0000942	Praw.g_00083	Syaq.g_00593
OG0000943	Praw.g_00082	Syaq.g_00592
OG0000944	Praw.g_00081	Syaq.g_00590
OG0000945	Praw.g_00080	Syaq.g_00588
OG0000946	Praw.g_00076	Syaq.g_00580
OG0000947	Praw.g_00074	Syaq.g_00577
OG0000948	Praw.g_00073	Syaq.g_00576
OG0000949	Praw.g_00070	Syaq.g_00971
OG0000950	Praw.g_00065	Syaq.g_00984
OG0000951	Praw.g_00061	Syaq.g_00991
OG0000952	Praw.g_00057	Syaq.g_01002
OG0000953	Praw.g_00054	Syaq.g_01006
OG0000954	Praw.g_00050	Syaq.g_01012
OG0000955	Praw.g_00049	Syaq.g_01013
OG0000956	Praw.g_00047	Syaq.g_01015
OG0000957	Praw.g_00041	Syaq.g_01026
OG0000958	Praw.g_00040	Syaq.g_01027
OG0000959	Praw.g_00036	Syaq.g_01031
OG0000960	Praw.g_00035	Syaq.g_01032
OG0000961	Praw.g_00033	Syaq.g_01043
OG0000962	Praw.g_00031	Syaq.g_01045
OG0000963	Praw.g_00027	Syaq.g_01049
OG0000964	Praw.g_00026	Syaq.g_01050
OG0000965	Praw.g_00025	Syaq.g_01051
OG0000966	Praw.g_00018	Syaq.g_01060
OG0000967	Praw.g_00014	Syaq.g_01067
OG0000968	Praw.g_00012	Syaq.g_01071
OG0000969	Praw.g_00011	Syaq.g_01078
OG0000970	Praw.g_00010	Syaq.g_01079
OG0000971	Praw.g_00009	Syaq.g_01081
OG0000972	Praw.g_00008	Syaq.g_01082
OG0000973	Praw.g_00007	Syaq.g_01083
OG0000974	Praw.g_00006	Syaq.g_01084
OG0000975	Praw.g_00005	Syaq.g_01085
OG0000976	Praw.g_00004	Syaq.g_01086
OG0000977	Praw.g_00003	Syaq.g_01088
OG0000978	Praw.g_00002	Syaq.g_01091
OG0000979	Praw.g_01192	Syaq.g_01094
OG0000980	Praw.g_01190	Syaq.g_01097
OG0000981	Praw.g_01188	Syaq.g_01100
OG0000982	Praw.g_01186	Syaq.g_01263
OG0000983	Praw.g_01185	Syaq.g_01262
OG0000984	Praw.g_01184	Syaq.g_01261
OG0000985	Praw.g_01181	Syaq.g_01257
OG0000986	Praw.g_01179	Syaq.g_01253
OG0000987	Praw.g_01178	Syaq.g_01251
OG0000988	Praw.g_01175	Syaq.g_01245
OG0000989	Praw.g_01171	Syaq.g_01239
OG0000990	Praw.g_01168	Syaq.g_01229
OG0000991	Praw.g_01167	Syaq.g_01225
OG0000992	Praw.g_01165	Syaq.g_01222
OG0000993	Praw.g_01164	Syaq.g_01221
OG0000994	Praw.g_01163	Syaq.g_01218
OG0000995	Praw.g_01159	Syaq.g_01212
OG0000996	Praw.g_01158	Syaq.g_01193
OG0000997	Praw.g_01157	Syaq.g_01184
OG0000998	Praw.g_01155	Syaq.g_01182
OG0000999	Praw.g_01154	Syaq.g_01181
OG0001000	Praw.g_01151	Syaq.g_01177
OG0001001	Praw.g_01149	Syaq.g_01172
OG0001002	Praw.g_01145	Syaq.g_01165
OG0001003	Praw.g_01144	Syaq.g_01163
OG0001004	Praw.g_01143	Syaq.g_01162
OG0001005	Praw.g_01142	Syaq.g_01161
OG0001006	Praw.g_01138	Syaq.g_01152
OG0001007	Praw.g_01136	Syaq.g_01150
OG0001008	Praw.g_00710	Syaq.g_00500
OG0001009	Praw.g_01401	Syaq.g_01118
OG0001010	Praw.g_01400	Syaq.g_01117
OG0001011	Praw.g_01399	Syaq.g_01115
OG0001012	Praw.g_01385	Syaq.g_01267
OG0001013	Praw.g_01380	Syaq.g_01289
OG0001014	Praw.g_01377	Syaq.g_01295
OG0001015	Praw.g_01376	Syaq.g_01296
OG0001016	Praw.g_01361	Syaq.g_01554
OG0001017	Praw.g_01357	Syaq.g_01548
OG0001018	Praw.g_01354	Syaq.g_01546
OG0001019	Praw.g_01345	Syaq.g_01524
OG0001020	Praw.g_01344	Syaq.g_01510
OG0001021	Praw.g_01343	Syaq.g_01506
OG0001022	Praw.g_01341	Syaq.g_01501
OG0001023	Praw.g_01340	Syaq.g_01500
OG0001024	Praw.g_01337	Syaq.g_01496
OG0001025	Praw.g_01331	Syaq.g_01490
OG0001026	Praw.g_01324	Syaq.g_01477
OG0001027	Praw.g_01323	Syaq.g_01474
OG0001028	Praw.g_01321	Syaq.g_01472
OG0001029	Praw.g_01320	Syaq.g_01470
OG0001030	Praw.g_01305	Syaq.g_01450
OG0001031	Praw.g_01249	Syaq.g_01378
OG0001032	Praw.g_01248	Syaq.g_01376
OG0001033	Praw.g_01227	Syaq.g_01344
OG0001034	Praw.g_01199	Syaq.g_01579
OG0001035	Praw.g_00879	Syaq.g_00726
OG0001036	Praw.g_00875	Syaq.g_00731
OG0001037	Praw.g_00874	Syaq.g_00733
OG0001038	Praw.g_00856	Syaq.g_00761
OG0001039	Praw.g_00853	Syaq.g_00764
OG0001040	Praw.g_00851	Syaq.g_00767
OG0001041	Praw.g_00847	Syaq.g_00772
OG0001042	Praw.g_00830	Syaq.g_00858
OG0001044	Praw.g_00797	Syaq.g_00560
OG0001045	Praw.g_00789	Syaq.g_00547
OG0001046	Praw.g_00754	Syaq.g_02509
OG0001047	Praw.g_00708	Syaq.g_00498
OG0001048	Praw.g_00707	Syaq.g_00497
OG0001049	Praw.g_00705	Syaq.g_00494
OG0001050	Praw.g_00704	Syaq.g_00493
OG0001051	Praw.g_00703	Syaq.g_00492
OG0001052	Praw.g_00676	Syaq.g_00446
OG0001053	Praw.g_00665	Syaq.g_01775
OG0001054	Praw.g_00650	Syaq.g_01794
OG0001055	Praw.g_00631	Syaq.g_01815
OG0001056	Praw.g_00612	Syaq.g_01843
OG0001057	Praw.g_00607	Syaq.g_00334
OG0001058	Praw.g_00599	Syaq.g_01931
OG0001059	Praw.g_00595	Syaq.g_01935
OG0001060	Praw.g_00588	Syaq.g_01941
OG0001061	Praw.g_00575	Syaq.g_01961
OG0001062	Praw.g_01923	Syaq.g_01963
OG0001063	Praw.g_01925	Syaq.g_01968
OG0001064	Praw.g_01926	Syaq.g_01969
OG0001065	Praw.g_01927	Syaq.g_01970
OG0001066	Praw.g_01928	Syaq.g_01971
OG0001067	Praw.g_01929	Syaq.g_01972
OG0001068	Praw.g_01930	Syaq.g_01973
OG0001069	Praw.g_01931	Syaq.g_01974
OG0001070	Praw.g_01934	Syaq.g_01978
OG0001071	Praw.g_01935	Syaq.g_01979
OG0001073	Praw.g_00140	Syaq.g_01998
OG0001074	Praw.g_00151	Syaq.g_02132
OG0001075	Praw.g_00152	Syaq.g_02025
OG0001076	Praw.g_00160	Syaq.g_02060
OG0001077	Praw.g_00164	Syaq.g_02071
OG0001078	Praw.g_01886	Syaq.g_02083
OG0001079	Praw.g_01875	Syaq.g_02100
OG0001080	Praw.g_01869	Syaq.g_02161
OG0001081	Praw.g_01867	Syaq.g_02232
OG0001082	Praw.g_01866	Syaq.g_02233
OG0001083	Praw.g_01861	Syaq.g_02240
OG0001084	Praw.g_01860	Syaq.g_02241
OG0001085	Praw.g_01852	Syaq.g_02251
OG0001086	Praw.g_01851	Syaq.g_02253
OG0001087	Praw.g_01834	Syaq.g_02574
OG0001088	Praw.g_01833	Syaq.g_02576
OG0001089	Praw.g_01825	Syaq.g_02604
OG0001090	Praw.g_01808	Syaq.g_00024
OG0001091	Praw.g_01806	Syaq.g_00027
OG0001092	Praw.g_01805	Syaq.g_00029
OG0001093	Praw.g_01800	Syaq.g_00035
OG0001094	Praw.g_01703	Syaq.g_02334
OG0001095	Praw.g_01684	Syaq.g_02354
OG0001096	Praw.g_01671	Syaq.g_02370
OG0001097	Praw.g_01654	Syaq.g_02393
OG0001098	Praw.g_01639	Syaq.g_02415
OG0001099	Praw.g_01608	Syaq.g_01471
OG0001100	Praw.g_01604	Syaq.g_02262
OG0001101	Praw.g_01602	Syaq.g_02263
OG0001102	Praw.g_01600	Syaq.g_02266
OG0001103	Praw.g_01598	Syaq.g_02268
OG0001104	Praw.g_01576	Syaq.g_02316
OG0001105	Praw.g_01572	Syaq.g_02320
OG0001106	Praw.g_01548	Syaq.g_02471
OG0001108	Praw.g_01537	Syaq.g_02491
OG0001109	Praw.g_01536	Syaq.g_02493
OG0001110	Praw.g_01534	Syaq.g_02495
OG0001111	Praw.g_01533	Syaq.g_02497
OG0001112	Praw.g_01532	Syaq.g_02499
OG0001113	Praw.g_01531	Syaq.g_02539
OG0001114	Praw.g_01530	Syaq.g_02500
OG0001115	Praw.g_01528	Syaq.g_02504
OG0001116	Praw.g_01527	Syaq.g_02506
OG0001117	Praw.g_01526	Syaq.g_02507
OG0001118	Praw.g_01525	Syaq.g_02508
OG0001119	Praw.g_01524	Syaq.g_02510
OG0001120	Praw.g_01522	Syaq.g_02514
OG0001121	Praw.g_00199, Praw.g_01519	Syaq.g_01919
OG0001122	Praw.g_01495	Syaq.g_00069
OG0001123	Praw.g_01491	Syaq.g_00061
OG0001124	Praw.g_01489	Syaq.g_00060
OG0001125	Praw.g_01488	Syaq.g_00058
OG0001126	Praw.g_01478	Syaq.g_02693
OG0001127	Praw.g_01477	Syaq.g_02692
OG0001128	Praw.g_01475	Syaq.g_02689
OG0001129	Praw.g_01474	Syaq.g_02687
OG0001130	Praw.g_01473	Syaq.g_02686
OG0001131	Praw.g_01437	Syaq.g_02284
OG0001132	Praw.g_01427	Syaq.g_01872
