Orthogroup	Praw	Syad
OG0000583	Praw.g_00145	Syad.g_02205
OG0000584	Praw.g_00146	Syad.g_02204
OG0000585	Praw.g_00148	Syad.g_02202
OG0000586	Praw.g_00149	Syad.g_02201
OG0000587	Praw.g_00150	Syad.g_02199
OG0000588	Praw.g_00154	Syad.g_02183
OG0000589	Praw.g_00157	Syad.g_02178
OG0000590	Praw.g_00158	Syad.g_02177
OG0000591	Praw.g_00161	Syad.g_02169
OG0000592	Praw.g_00162	Syad.g_02168
OG0000593	Praw.g_00168	Syad.g_02156
OG0000594	Praw.g_00169	Syad.g_02155
OG0000595	Praw.g_01888	Syad.g_02154
OG0000596	Praw.g_01884	Syad.g_02149
OG0000597	Praw.g_01882	Syad.g_02146
OG0000598	Praw.g_01881	Syad.g_02145
OG0000599	Praw.g_01878	Syad.g_02142
OG0000600	Praw.g_01877	Syad.g_02141
OG0000601	Praw.g_01876	Syad.g_02140
OG0000602	Praw.g_01874	Syad.g_02135
OG0000603	Praw.g_01873	Syad.g_02134
OG0000604	Praw.g_01872	Syad.g_02131
OG0000605	Praw.g_01871	Syad.g_02026
OG0000606	Praw.g_01868	Syad.g_01567
OG0000607	Praw.g_01865	Syad.g_01571
OG0000608	Praw.g_01864	Syad.g_01572
OG0000609	Praw.g_01863	Syad.g_01574
OG0000610	Praw.g_01858	Syad.g_01589
OG0000611	Praw.g_01855	Syad.g_01592
OG0000612	Praw.g_01854	Syad.g_01593
OG0000613	Praw.g_01849	Syad.g_00457
OG0000614	Praw.g_01830	Syad.g_01340
OG0000615	Praw.g_01822	Syad.g_01948
OG0000616	Praw.g_01818	Syad.g_00145
OG0000617	Praw.g_01803	Syad.g_01810
OG0000618	Praw.g_01802	Syad.g_01809
OG0000619	Praw.g_01801	Syad.g_01808
OG0000620	Praw.g_01798	Syad.g_01803
OG0000621	Praw.g_01797	Syad.g_01802
OG0000622	Praw.g_01796	Syad.g_01801
OG0000623	Praw.g_01795	Syad.g_01800
OG0000624	Praw.g_01794	Syad.g_01798
OG0000625	Praw.g_01793	Syad.g_01797
OG0000626	Praw.g_01792	Syad.g_01796
OG0000627	Praw.g_01791	Syad.g_01640
OG0000628	Praw.g_01790	Syad.g_01641
OG0000629	Praw.g_01789	Syad.g_01644
OG0000630	Praw.g_01786	Syad.g_01648
OG0000631	Praw.g_01706	Syad.g_01658
OG0000632	Praw.g_01705	Syad.g_01659
OG0000633	Praw.g_01704	Syad.g_01660
OG0000634	Praw.g_01701	Syad.g_01893
OG0000635	Praw.g_01700	Syad.g_01892
OG0000636	Praw.g_01698	Syad.g_01890
OG0000637	Praw.g_01696	Syad.g_01888
OG0000638	Praw.g_01695	Syad.g_01887
OG0000639	Praw.g_01694	Syad.g_01886
OG0000640	Praw.g_01693	Syad.g_01885
OG0000641	Praw.g_01689	Syad.g_01881
OG0000642	Praw.g_01688	Syad.g_01880
OG0000643	Praw.g_01687	Syad.g_01878
OG0000644	Praw.g_01686	Syad.g_01877
OG0000645	Praw.g_01685	Syad.g_01875
OG0000646	Praw.g_01683	Syad.g_01872
OG0000647	Praw.g_01682	Syad.g_01870
OG0000648	Praw.g_01680	Syad.g_01860
OG0000649	Praw.g_01679	Syad.g_01859
OG0000650	Praw.g_01678	Syad.g_01858
OG0000651	Praw.g_01677	Syad.g_01857
OG0000652	Praw.g_01676	Syad.g_01856
OG0000653	Praw.g_01674	Syad.g_01850
OG0000654	Praw.g_01673	Syad.g_01849
OG0000655	Praw.g_01672	Syad.g_01848
OG0000656	Praw.g_01669	Syad.g_01845
OG0000657	Praw.g_01663	Syad.g_01240
OG0000658	Praw.g_01662	Syad.g_01231
OG0000659	Praw.g_01661	Syad.g_01230
OG0000660	Praw.g_01657	Syad.g_01226
OG0000661	Praw.g_01655	Syad.g_01224
OG0000662	Praw.g_01653	Syad.g_01222
OG0000663	Praw.g_01651	Syad.g_01219
OG0000664	Praw.g_01650	Syad.g_01209
OG0000665	Praw.g_01646	Syad.g_02115
OG0000666	Praw.g_01645	Syad.g_02027
OG0000667	Praw.g_01641	Syad.g_00612
OG0000668	Praw.g_01611	Syad.g_01688
OG0000669	Praw.g_01605	Syad.g_01606
OG0000670	Praw.g_01603	Syad.g_01609
OG0000671	Praw.g_01601	Syad.g_01611
OG0000672	Praw.g_01599	Syad.g_01615
OG0000673	Praw.g_01596	Syad.g_01618
OG0000674	Praw.g_01594	Syad.g_01620
OG0000675	Praw.g_01593	Syad.g_01633
OG0000676	Praw.g_01591	Syad.g_01635
OG0000677	Praw.g_01590	Syad.g_01636
OG0000678	Praw.g_01588	Syad.g_01957
OG0000679	Praw.g_01584	Syad.g_01922
OG0000680	Praw.g_01583	Syad.g_01921
OG0000681	Praw.g_01581	Syad.g_01919
OG0000682	Praw.g_01580	Syad.g_01918
OG0000683	Praw.g_01579	Syad.g_01917
OG0000684	Praw.g_01577	Syad.g_01912
OG0000685	Praw.g_01575	Syad.g_01910
OG0000686	Praw.g_01574	Syad.g_01909
OG0000687	Praw.g_01573	Syad.g_01908
OG0000688	Praw.g_01570	Syad.g_01904
OG0000689	Praw.g_01569	Syad.g_01902
OG0000690	Praw.g_01568	Syad.g_01901
OG0000691	Praw.g_01567	Syad.g_01900
OG0000692	Praw.g_01565	Syad.g_01899
OG0000693	Praw.g_01564	Syad.g_01897
OG0000694	Praw.g_01563	Syad.g_01896
OG0000695	Praw.g_01561	Syad.g_01662
OG0000696	Praw.g_01560	Syad.g_01663
OG0000697	Praw.g_01559	Syad.g_01789
OG0000698	Praw.g_01556	Syad.g_01786
OG0000699	Praw.g_01555	Syad.g_01785
OG0000700	Praw.g_01554	Syad.g_01784
OG0000701	Praw.g_01553	Syad.g_01783
OG0000702	Praw.g_01551	Syad.g_01775
OG0000703	Praw.g_01550	Syad.g_01774
OG0000704	Praw.g_01549	Syad.g_01772
OG0000705	Praw.g_01545	Syad.g_01765
OG0000706	Praw.g_01544	Syad.g_01764
OG0000707	Praw.g_01543	Syad.g_01763
OG0000708	Praw.g_01542	Syad.g_01760
OG0000709	Praw.g_01538	Syad.g_01745
OG0000710	Praw.g_01535	Syad.g_01738
OG0000711	Praw.g_01518	Syad.g_01710
OG0000712	Praw.g_01516	Syad.g_01708
OG0000713	Praw.g_01515	Syad.g_01707
OG0000714	Praw.g_01514	Syad.g_01705
OG0000715	Praw.g_01512	Syad.g_01703
OG0000716	Praw.g_01510	Syad.g_01697
OG0000717	Praw.g_01509	Syad.g_01696
OG0000718	Praw.g_01498	Syad.g_01692
OG0000719	Praw.g_01496	Syad.g_01690
OG0000720	Praw.g_01487	Syad.g_01677
OG0000721	Praw.g_01485	Syad.g_01675
OG0000722	Praw.g_01484	Syad.g_01674
OG0000723	Praw.g_01481	Syad.g_01791
OG0000724	Praw.g_01472	Syad.g_01284
OG0000725	Praw.g_01466	Syad.g_01293
OG0000726	Praw.g_01465	Syad.g_01294
OG0000727	Praw.g_01464	Syad.g_01295
OG0000728	Praw.g_01462	Syad.g_01297
OG0000729	Praw.g_01416	Syad.g_00331
OG0000730	Praw.g_00172	Syad.g_00758
OG0000731	Praw.g_00176	Syad.g_00770
OG0000732	Praw.g_00183	Syad.g_00214
OG0000733	Praw.g_00202	Syad.g_00028
OG0000734	Praw.g_00219	Syad.g_02809
OG0000735	Praw.g_00221	Syad.g_01120
OG0000736	Praw.g_00222	Syad.g_01121
OG0000737	Praw.g_00223	Syad.g_01122
OG0000738	Praw.g_00227	Syad.g_01127
OG0000739	Praw.g_00228	Syad.g_01145
OG0000740	Praw.g_00229	Syad.g_01146
OG0000741	Praw.g_00230	Syad.g_01149
OG0000742	Praw.g_00233	Syad.g_01151
OG0000743	Praw.g_00235	Syad.g_01153
OG0000744	Praw.g_00236	Syad.g_01154
OG0000745	Praw.g_00237	Syad.g_01156
OG0000746	Praw.g_00239	Syad.g_01158
OG0000747	Praw.g_00240	Syad.g_01159
OG0000748	Praw.g_00243	Syad.g_01170
OG0000749	Praw.g_00244	Syad.g_01173
OG0000750	Praw.g_00245	Syad.g_01174
OG0000751	Praw.g_00247	Syad.g_01182
OG0000752	Praw.g_00249	Syad.g_01184
OG0000753	Praw.g_00252	Syad.g_01187
OG0000754	Praw.g_00255	Syad.g_01516
OG0000755	Praw.g_00258	Syad.g_01504
OG0000756	Praw.g_00259	Syad.g_01498
OG0000757	Praw.g_00265	Syad.g_01487
OG0000758	Praw.g_00266	Syad.g_01486
OG0000759	Praw.g_00267	Syad.g_01485
OG0000760	Praw.g_00268	Syad.g_01484
OG0000761	Praw.g_00269	Syad.g_01480
OG0000762	Praw.g_00270	Syad.g_01474
OG0000763	Praw.g_00272	Syad.g_01468
OG0000764	Praw.g_00273	Syad.g_01467
OG0000765	Praw.g_00282	Syad.g_01447
OG0000766	Praw.g_00283	Syad.g_01446
OG0000767	Praw.g_00285	Syad.g_01444
OG0000768	Praw.g_00286	Syad.g_01443
OG0000769	Praw.g_00288	Syad.g_01441
OG0000770	Praw.g_00290	Syad.g_01437
OG0000771	Praw.g_00904	Syad.g_01278
OG0000772	Praw.g_00954	Syad.g_02078
OG0000773	Praw.g_00970	Syad.g_01114
OG0000774	Praw.g_00972	Syad.g_02396
OG0000775	Praw.g_00976	Syad.g_02398
OG0000776	Praw.g_00977	Syad.g_02399
OG0000777	Praw.g_00978	Syad.g_02400
OG0000778	Praw.g_00979	Syad.g_02401
OG0000779	Praw.g_00983	Syad.g_02407
OG0000780	Praw.g_00984	Syad.g_02411
OG0000781	Praw.g_00987	Syad.g_02415
OG0000782	Praw.g_00988	Syad.g_02416
OG0000783	Praw.g_00989	Syad.g_02418
OG0000784	Praw.g_00990	Syad.g_02419
OG0000785	Praw.g_00992	Syad.g_02421
OG0000786	Praw.g_00994	Syad.g_01101
OG0000787	Praw.g_00995	Syad.g_01100
OG0000788	Praw.g_01002	Syad.g_02139
OG0000789	Praw.g_01006	Syad.g_01982
OG0000790	Praw.g_01021	Syad.g_00886
OG0000791	Praw.g_01023	Syad.g_00885
OG0000792	Praw.g_01024	Syad.g_00884
OG0000793	Praw.g_01027	Syad.g_00879
OG0000794	Praw.g_01028	Syad.g_00878
OG0000795	Praw.g_01029	Syad.g_00877
OG0000796	Praw.g_01033	Syad.g_00871
OG0000797	Praw.g_01034	Syad.g_00870
OG0000798	Praw.g_01057	Syad.g_00525
OG0000799	Praw.g_01101	Syad.g_02243
OG0000800	Praw.g_01100	Syad.g_02245
OG0000801	Praw.g_01099	Syad.g_02246
OG0000802	Praw.g_01097	Syad.g_02251
OG0000803	Praw.g_01095	Syad.g_02255
OG0000804	Praw.g_01094	Syad.g_02260
OG0000805	Praw.g_01092	Syad.g_02266
OG0000806	Praw.g_01090	Syad.g_02267
OG0000807	Praw.g_01089	Syad.g_02269
OG0000808	Praw.g_01088	Syad.g_02270
OG0000809	Praw.g_01085	Syad.g_02273
OG0000810	Praw.g_01084	Syad.g_02274
OG0000811	Praw.g_01077	Syad.g_02283
OG0000812	Praw.g_01075	Syad.g_02285
OG0000813	Praw.g_00343	Syad.g_02286
OG0000814	Praw.g_00345	Syad.g_02288
OG0000815	Praw.g_00346	Syad.g_02289
OG0000816	Praw.g_00348	Syad.g_02290
OG0000817	Praw.g_00349	Syad.g_02291
OG0000818	Praw.g_00354	Syad.g_02297
OG0000819	Praw.g_00355	Syad.g_02298
OG0000820	Praw.g_00356	Syad.g_02299
OG0000821	Praw.g_00359	Syad.g_02305
OG0000822	Praw.g_00360	Syad.g_02307
OG0000823	Praw.g_00361	Syad.g_02308
OG0000824	Praw.g_00364	Syad.g_02314
OG0000825	Praw.g_00365	Syad.g_02315
OG0000826	Praw.g_00366	Syad.g_02316
OG0000827	Praw.g_00367	Syad.g_02317
OG0000828	Praw.g_00371	Syad.g_02320
OG0000829	Praw.g_00372	Syad.g_02321
OG0000830	Praw.g_00373	Syad.g_02322
OG0000831	Praw.g_00375	Syad.g_02325
OG0000832	Praw.g_00381	Syad.g_02538
OG0000833	Praw.g_00389	Syad.g_02550
OG0000834	Praw.g_00390	Syad.g_02552
OG0000835	Praw.g_00391	Syad.g_02553
OG0000836	Praw.g_00392	Syad.g_02557
OG0000837	Praw.g_00393	Syad.g_02561
OG0000838	Praw.g_00395	Syad.g_02565
OG0000839	Praw.g_00396	Syad.g_02566
OG0000840	Praw.g_00397	Syad.g_02567
OG0000841	Praw.g_00398	Syad.g_02568
OG0000842	Praw.g_00399	Syad.g_02569
OG0000843	Praw.g_00400	Syad.g_02570
OG0000844	Praw.g_00401	Syad.g_02577
OG0000845	Praw.g_00402	Syad.g_02578
OG0000846	Praw.g_00403	Syad.g_02579
OG0000847	Praw.g_00404	Syad.g_02580
OG0000848	Praw.g_00405	Syad.g_02582
OG0000849	Praw.g_00406	Syad.g_02583
OG0000850	Praw.g_00408	Syad.g_02586
OG0000851	Praw.g_00409	Syad.g_02592
OG0000852	Praw.g_00410	Syad.g_02593
OG0000853	Praw.g_00414	Syad.g_02597
OG0000854	Praw.g_00416	Syad.g_02606
OG0000855	Praw.g_00417	Syad.g_02607
OG0000856	Praw.g_00430	Syad.g_02166
OG0000857	Praw.g_00458	Syad.g_01871
OG0000858	Praw.g_00509	Syad.g_02613
OG0000859	Praw.g_00510	Syad.g_02614
OG0000860	Praw.g_00517	Syad.g_02625
OG0000861	Praw.g_00518	Syad.g_02626
OG0000862	Praw.g_00519	Syad.g_02628
OG0000863	Praw.g_00521	Syad.g_02631
OG0000864	Praw.g_00522	Syad.g_02632
OG0000865	Praw.g_00523	Syad.g_02633
OG0000866	Praw.g_00524	Syad.g_02634
OG0000867	Praw.g_00525	Syad.g_02635
OG0000868	Praw.g_00526	Syad.g_02637
OG0000869	Praw.g_00530	Syad.g_02643
OG0000870	Praw.g_00535	Syad.g_02648
OG0000871	Praw.g_00536	Syad.g_02649
OG0000872	Praw.g_00537	Syad.g_02657
OG0000873	Praw.g_00540	Syad.g_02660
OG0000874	Praw.g_00543	Syad.g_02655
OG0000875	Praw.g_00544	Syad.g_02662
OG0000876	Praw.g_00545	Syad.g_03003
OG0000877	Praw.g_00547	Syad.g_02480
OG0000878	Praw.g_00548	Syad.g_02481
OG0000879	Praw.g_00549	Syad.g_02482
OG0000880	Praw.g_00550	Syad.g_02483
OG0000881	Praw.g_00554	Syad.g_02489
OG0000882	Praw.g_00559	Syad.g_02494
OG0000883	Praw.g_00561	Syad.g_02497
OG0000884	Praw.g_00563	Syad.g_02499
OG0000885	Praw.g_00564	Syad.g_02500
OG0000886	Praw.g_00565	Syad.g_02501
OG0000887	Praw.g_00566	Syad.g_02502
OG0000888	Praw.g_00568	Syad.g_02504
OG0000889	Praw.g_00570	Syad.g_02506
OG0000890	Praw.g_00571	Syad.g_02512
OG0000891	Praw.g_00572	Syad.g_02513
OG0000892	Praw.g_01921	Syad.g_02517
OG0000893	Praw.g_01917	Syad.g_00589
OG0000894	Praw.g_01915	Syad.g_00592
OG0000895	Praw.g_01912	Syad.g_00596
OG0000896	Praw.g_01911	Syad.g_00597
OG0000897	Praw.g_01909	Syad.g_00599
OG0000898	Praw.g_01908	Syad.g_00600
OG0000899	Praw.g_01907	Syad.g_00601
OG0000900	Praw.g_01906	Syad.g_00602
OG0000901	Praw.g_01903	Syad.g_00607
OG0000902	Praw.g_01901	Syad.g_00609
OG0000903	Praw.g_01898	Syad.g_00645
OG0000904	Praw.g_01896	Syad.g_00640
OG0000905	Praw.g_01892	Syad.g_00632
OG0000906	Praw.g_01891	Syad.g_00630
OG0000907	Praw.g_00138	Syad.g_00648
OG0000908	Praw.g_00135	Syad.g_00651
OG0000909	Praw.g_00134	Syad.g_00652
OG0000910	Praw.g_00133	Syad.g_00653
OG0000911	Praw.g_00131	Syad.g_00655
OG0000912	Praw.g_00130	Syad.g_00656
OG0000913	Praw.g_00129	Syad.g_00657
OG0000914	Praw.g_00128	Syad.g_00658
OG0000915	Praw.g_00127	Syad.g_00660
OG0000916	Praw.g_00126	Syad.g_00661
OG0000917	Praw.g_00125	Syad.g_00662
OG0000918	Praw.g_00124	Syad.g_00663
OG0000919	Praw.g_00123	Syad.g_00664
OG0000920	Praw.g_00122	Syad.g_00665
OG0000921	Praw.g_00121	Syad.g_00666
OG0000922	Praw.g_00120	Syad.g_00667
OG0000923	Praw.g_00116	Syad.g_00671
OG0000924	Praw.g_00115	Syad.g_00672
OG0000925	Praw.g_00114	Syad.g_00673
OG0000926	Praw.g_00113	Syad.g_00674
OG0000927	Praw.g_00111	Syad.g_00676
OG0000928	Praw.g_00110	Syad.g_00677
OG0000929	Praw.g_00109	Syad.g_00678
OG0000930	Praw.g_00108	Syad.g_00679
OG0000931	Praw.g_00107	Syad.g_00680
OG0000932	Praw.g_00106	Syad.g_00681
OG0000933	Praw.g_00102	Syad.g_00687
OG0000934	Praw.g_00100	Syad.g_00689
OG0000935	Praw.g_00099	Syad.g_00690
OG0000936	Praw.g_00098	Syad.g_00691
OG0000937	Praw.g_00097	Syad.g_00692
OG0000938	Praw.g_00095	Syad.g_00695
OG0000939	Praw.g_00094	Syad.g_00696
OG0000940	Praw.g_00087	Syad.g_00703
OG0000941	Praw.g_00085	Syad.g_00705
OG0000942	Praw.g_00083	Syad.g_00707
OG0000943	Praw.g_00082	Syad.g_00708
OG0000944	Praw.g_00081	Syad.g_00710
OG0000945	Praw.g_00080	Syad.g_00711
OG0000946	Praw.g_00076	Syad.g_00716
OG0000947	Praw.g_00074	Syad.g_00719
OG0000948	Praw.g_00073	Syad.g_00720
OG0000949	Praw.g_00070	Syad.g_00432
OG0000950	Praw.g_00065	Syad.g_00418
OG0000951	Praw.g_00061	Syad.g_00411
OG0000952	Praw.g_00057	Syad.g_00375
OG0000953	Praw.g_00054	Syad.g_00369
OG0000954	Praw.g_00050	Syad.g_00364
OG0000955	Praw.g_00049	Syad.g_00363
OG0000956	Praw.g_00047	Syad.g_00361
OG0000957	Praw.g_00041	Syad.g_00350
OG0000958	Praw.g_00040	Syad.g_00349
OG0000959	Praw.g_00036	Syad.g_00345
OG0000960	Praw.g_00035	Syad.g_00344
OG0000961	Praw.g_00033	Syad.g_00335
OG0000962	Praw.g_00031	Syad.g_00332
OG0000963	Praw.g_00027	Syad.g_00325
OG0000964	Praw.g_00026	Syad.g_00324
OG0000965	Praw.g_00025	Syad.g_00323
OG0000966	Praw.g_00018	Syad.g_00246
OG0000967	Praw.g_00014	Syad.g_00234
OG0000968	Praw.g_00012	Syad.g_00243
OG0000969	Praw.g_00011	Syad.g_00240
OG0000970	Praw.g_00010	Syad.g_00239
OG0000971	Praw.g_00009	Syad.g_00229
OG0000972	Praw.g_00008	Syad.g_00228
OG0000973	Praw.g_00007	Syad.g_00227
OG0000974	Praw.g_00006	Syad.g_00226
OG0000975	Praw.g_00005	Syad.g_00225
OG0000976	Praw.g_00004	Syad.g_00224
OG0000977	Praw.g_00003	Syad.g_00222
OG0000978	Praw.g_00002	Syad.g_00221
OG0000979	Praw.g_01192	Syad.g_00218
OG0000980	Praw.g_01190	Syad.g_00215
OG0000981	Praw.g_01188	Syad.g_00212
OG0000982	Praw.g_01186	Syad.g_03035
OG0000983	Praw.g_01185	Syad.g_03036
OG0000984	Praw.g_01184	Syad.g_03037
OG0000985	Praw.g_01181	Syad.g_03039
OG0000986	Praw.g_01179	Syad.g_03049
OG0000987	Praw.g_01178	Syad.g_00002
OG0000988	Praw.g_01175	Syad.g_00008
OG0000989	Praw.g_01171	Syad.g_00020
OG0000990	Praw.g_01168	Syad.g_00061
OG0000991	Praw.g_01167	Syad.g_00064
OG0000992	Praw.g_01165	Syad.g_00067
OG0000993	Praw.g_01164	Syad.g_00069
OG0000994	Praw.g_01163	Syad.g_00071
OG0000995	Praw.g_01159	Syad.g_00077
OG0000996	Praw.g_01158	Syad.g_00121
OG0000997	Praw.g_01157	Syad.g_00128
OG0000998	Praw.g_01155	Syad.g_00130
OG0000999	Praw.g_01154	Syad.g_00131
OG0001000	Praw.g_01151	Syad.g_00136
OG0001001	Praw.g_01149	Syad.g_00141
OG0001002	Praw.g_01145	Syad.g_00148
OG0001003	Praw.g_01144	Syad.g_00150
OG0001004	Praw.g_01143	Syad.g_00151
OG0001005	Praw.g_01142	Syad.g_00152
OG0001006	Praw.g_01138	Syad.g_00160
OG0001007	Praw.g_01136	Syad.g_00162
OG0001008	Praw.g_00710	Syad.g_02449
OG0001009	Praw.g_01401	Syad.g_00194
OG0001010	Praw.g_01400	Syad.g_00195
OG0001011	Praw.g_01399	Syad.g_00196
OG0001012	Praw.g_01385	Syad.g_03030
OG0001013	Praw.g_01380	Syad.g_03011
OG0001014	Praw.g_01377	Syad.g_03002
OG0001015	Praw.g_01376	Syad.g_03001
OG0001016	Praw.g_01361	Syad.g_02734
OG0001017	Praw.g_01357	Syad.g_02740
OG0001018	Praw.g_01354	Syad.g_02742
OG0001019	Praw.g_01345	Syad.g_02771
OG0001020	Praw.g_01344	Syad.g_02777
OG0001021	Praw.g_01343	Syad.g_02781
OG0001022	Praw.g_01341	Syad.g_02786
OG0001023	Praw.g_01340	Syad.g_02787
OG0001024	Praw.g_01337	Syad.g_02791
OG0001025	Praw.g_01331	Syad.g_02798
OG0001026	Praw.g_01324	Syad.g_02811
OG0001027	Praw.g_01323	Syad.g_02817
OG0001028	Praw.g_01321	Syad.g_02819
OG0001029	Praw.g_01320	Syad.g_02821
OG0001030	Praw.g_01305	Syad.g_02848
OG0001031	Praw.g_01249	Syad.g_02925
OG0001032	Praw.g_01248	Syad.g_02928
OG0001033	Praw.g_01227	Syad.g_02956
OG0001034	Praw.g_01199	Syad.g_00819
OG0001035	Praw.g_00879	Syad.g_00559
OG0001036	Praw.g_00875	Syad.g_00554
OG0001037	Praw.g_00874	Syad.g_00552
OG0001039	Praw.g_00853	Syad.g_00522
OG0001040	Praw.g_00851	Syad.g_00519
OG0001041	Praw.g_00847	Syad.g_00514
OG0001042	Praw.g_00830	Syad.g_00485
OG0001043	Praw.g_00829	Syad.g_00481
OG0001044	Praw.g_00797	Syad.g_00760
OG0001045	Praw.g_00789	Syad.g_00773
OG0001046	Praw.g_00754	Syad.g_01722
OG0001047	Praw.g_00708	Syad.g_02447
OG0001048	Praw.g_00707	Syad.g_02446
OG0001049	Praw.g_00705	Syad.g_02443
OG0001050	Praw.g_00704	Syad.g_02442
OG0001051	Praw.g_00703	Syad.g_02441
OG0001052	Praw.g_00676	Syad.g_02357
OG0001054	Praw.g_00650	Syad.g_00925
OG0001055	Praw.g_00631	Syad.g_00946
OG0001056	Praw.g_00612	Syad.g_00982
OG0001057	Praw.g_00607	Syad.g_00996
OG0001058	Praw.g_00599	Syad.g_01015
OG0001059	Praw.g_00595	Syad.g_01018
OG0001060	Praw.g_00588	Syad.g_01025
OG0001061	Praw.g_00575	Syad.g_01047
OG0001062	Praw.g_01923	Syad.g_01049
OG0001063	Praw.g_01925	Syad.g_01056
OG0001064	Praw.g_01926	Syad.g_01057
OG0001065	Praw.g_01927	Syad.g_01058
OG0001066	Praw.g_01928	Syad.g_01059
OG0001067	Praw.g_01929	Syad.g_01060
OG0001068	Praw.g_01930	Syad.g_01061
OG0001069	Praw.g_01931	Syad.g_01062
OG0001070	Praw.g_01934	Syad.g_01065
OG0001071	Praw.g_01935	Syad.g_01066
OG0001073	Praw.g_00140	Syad.g_01090
OG0001074	Praw.g_00151	Syad.g_02197
OG0001075	Praw.g_00152	Syad.g_02196
OG0001076	Praw.g_00160	Syad.g_02175
OG0001077	Praw.g_00164	Syad.g_02164
OG0001078	Praw.g_01886	Syad.g_02151
OG0001079	Praw.g_01875	Syad.g_02138
OG0001080	Praw.g_01869	Syad.g_02008
OG0001081	Praw.g_01867	Syad.g_01568
OG0001082	Praw.g_01866	Syad.g_01569
OG0001083	Praw.g_01861	Syad.g_01578
OG0001084	Praw.g_01860	Syad.g_01586
OG0001085	Praw.g_01852	Syad.g_01596
OG0001086	Praw.g_01851	Syad.g_01598
OG0001087	Praw.g_01834	Syad.g_01372
OG0001088	Praw.g_01833	Syad.g_01368
OG0001089	Praw.g_01825	Syad.g_01302
OG0001090	Praw.g_01808	Syad.g_01817
OG0001091	Praw.g_01806	Syad.g_01815
OG0001092	Praw.g_01805	Syad.g_01812
OG0001093	Praw.g_01800	Syad.g_01806
OG0001094	Praw.g_01703	Syad.g_01895
OG0001095	Praw.g_01684	Syad.g_01874
OG0001096	Praw.g_01671	Syad.g_01847
OG0001097	Praw.g_01654	Syad.g_01223
OG0001098	Praw.g_01639	Syad.g_02005, Syad.g_01995
OG0001099	Praw.g_01608	Syad.g_02820
OG0001100	Praw.g_01604	Syad.g_01608
OG0001101	Praw.g_01602	Syad.g_01610
OG0001102	Praw.g_01600	Syad.g_01613
OG0001103	Praw.g_01598	Syad.g_01616
OG0001104	Praw.g_01576	Syad.g_01911
OG0001105	Praw.g_01572	Syad.g_01907
OG0001106	Praw.g_01548	Syad.g_01771
OG0001107	Praw.g_01541	Syad.g_01759
OG0001108	Praw.g_01537	Syad.g_01744
OG0001109	Praw.g_01536	Syad.g_01739
OG0001110	Praw.g_01534	Syad.g_01737
OG0001111	Praw.g_01533	Syad.g_01735
OG0001112	Praw.g_01532	Syad.g_01733
OG0001113	Praw.g_01531	Syad.g_01732
OG0001114	Praw.g_01530	Syad.g_01731
OG0001115	Praw.g_01528	Syad.g_01727
OG0001116	Praw.g_01527	Syad.g_01725
OG0001117	Praw.g_01526	Syad.g_01724
OG0001118	Praw.g_01525	Syad.g_01723
OG0001119	Praw.g_01524	Syad.g_01721
OG0001120	Praw.g_01522	Syad.g_01717
OG0001121	Praw.g_00199, Praw.g_01519	Syad.g_01503
OG0001122	Praw.g_01495	Syad.g_01689
OG0001123	Praw.g_01491	Syad.g_01682
OG0001124	Praw.g_01489	Syad.g_01680
OG0001125	Praw.g_01488	Syad.g_01678
OG0001126	Praw.g_01478	Syad.g_01276
OG0001127	Praw.g_01477	Syad.g_01277
OG0001128	Praw.g_01475	Syad.g_01280
OG0001129	Praw.g_01474	Syad.g_01282
OG0001130	Praw.g_01473	Syad.g_01283
OG0001131	Praw.g_01437	Syad.g_01953
OG0001132	Praw.g_01427	Syad.g_02038
OG0001133	Praw.g_00187	Syad.g_02172
OG0001134	Praw.g_00201	Syad.g_01527
OG0001135	Praw.g_00204	Syad.g_01529
OG0001136	Praw.g_00231	Syad.g_01150
OG0001137	Praw.g_00242	Syad.g_01169
OG0001138	Praw.g_00260	Syad.g_01493
OG0001139	Praw.g_00261	Syad.g_01491
OG0001140	Praw.g_00262	Syad.g_01490
OG0001141	Praw.g_00263	Syad.g_01489
OG0001142	Praw.g_00264	Syad.g_01488
OG0001143	Praw.g_00271	Syad.g_01473
OG0001144	Praw.g_00276	Syad.g_01457
OG0001145	Praw.g_00971	Syad.g_01112
OG0001146	Praw.g_00985	Syad.g_02412
OG0001147	Praw.g_01001	Syad.g_02349
OG0001148	Praw.g_01018	Syad.g_00889
OG0001149	Praw.g_01019	Syad.g_00888
OG0001150	Praw.g_01020	Syad.g_00887
OG0001151	Praw.g_01031	Syad.g_00875
OG0001152	Praw.g_01032	Syad.g_00872
OG0001153	Praw.g_00368	Syad.g_02318
OG0001154	Praw.g_00370	Syad.g_02319
OG0001155	Praw.g_00382	Syad.g_02540
OG0001156	Praw.g_00385	Syad.g_02543
OG0001157	Praw.g_00386	Syad.g_02544
OG0001158	Praw.g_00387	Syad.g_02546
OG0001159	Praw.g_00388	Syad.g_02547
OG0001160	Praw.g_00412	Syad.g_02595
OG0001161	Praw.g_00423	Syad.g_00026
OG0001162	Praw.g_00434	Syad.g_01844
OG0001163	Praw.g_00507	Syad.g_02610
OG0001164	Praw.g_00511	Syad.g_02616
OG0001165	Praw.g_00514	Syad.g_02621
OG0001166	Praw.g_00534	Syad.g_02647
