Orthogroup	Praw	Syab
OG0000582	Praw.g_00144	Syab.g_01929
OG0000583	Praw.g_00145	Syab.g_01928
OG0000584	Praw.g_00146	Syab.g_01927
OG0000585	Praw.g_00148	Syab.g_01924
OG0000586	Praw.g_00149	Syab.g_01923
OG0000587	Praw.g_00150	Syab.g_01921
OG0000588	Praw.g_00154	Syab.g_01910
OG0000589	Praw.g_00157	Syab.g_01899
OG0000590	Praw.g_00158	Syab.g_01898
OG0000591	Praw.g_00161	Syab.g_01892
OG0000592	Praw.g_00162	Syab.g_01891
OG0000593	Praw.g_00168	Syab.g_01877
OG0000594	Praw.g_00169	Syab.g_01876
OG0000595	Praw.g_01888	Syab.g_01875
OG0000596	Praw.g_01884	Syab.g_01871
OG0000597	Praw.g_01882	Syab.g_01868
OG0000598	Praw.g_01881	Syab.g_01867
OG0000599	Praw.g_01878	Syab.g_01860
OG0000600	Praw.g_01877	Syab.g_01859
OG0000601	Praw.g_01876	Syab.g_01858
OG0000602	Praw.g_01874	Syab.g_01853
OG0000603	Praw.g_01873	Syab.g_01852
OG0000604	Praw.g_01872	Syab.g_01850
OG0000605	Praw.g_01871	Syab.g_01758
OG0000606	Praw.g_01868	Syab.g_01529
OG0000607	Praw.g_01865	Syab.g_01533
OG0000608	Praw.g_01864	Syab.g_01534
OG0000609	Praw.g_01863	Syab.g_01536
OG0000610	Praw.g_01858	Syab.g_01555
OG0000611	Praw.g_01855	Syab.g_01558
OG0000612	Praw.g_01854	Syab.g_01559
OG0000613	Praw.g_01849	Syab.g_00228
OG0000614	Praw.g_01830	Syab.g_01179
OG0000615	Praw.g_01822	Syab.g_01605
OG0000616	Praw.g_01818	Syab.g_02897
OG0000617	Praw.g_01803	Syab.g_01274
OG0000618	Praw.g_01802	Syab.g_01275
OG0000619	Praw.g_01801	Syab.g_01662
OG0000620	Praw.g_01798	Syab.g_01668
OG0000621	Praw.g_01797	Syab.g_01669
OG0000622	Praw.g_01796	Syab.g_01670
OG0000623	Praw.g_01795	Syab.g_01671
OG0000624	Praw.g_01794	Syab.g_01673
OG0000625	Praw.g_01793	Syab.g_01674
OG0000626	Praw.g_01792	Syab.g_01675
OG0000627	Praw.g_01791	Syab.g_01438
OG0000628	Praw.g_01790	Syab.g_01437
OG0000629	Praw.g_01789	Syab.g_01434
OG0000630	Praw.g_01786	Syab.g_01430
OG0000631	Praw.g_01706	Syab.g_01421
OG0000632	Praw.g_01705	Syab.g_01420
OG0000633	Praw.g_01704	Syab.g_01419
OG0000634	Praw.g_01701	Syab.g_01651
OG0000635	Praw.g_01700	Syab.g_01656
OG0000636	Praw.g_01698	Syab.g_01658
OG0000637	Praw.g_01696	Syab.g_01660
OG0000638	Praw.g_01695	Syab.g_01661
OG0000639	Praw.g_01694	Syab.g_01276
OG0000640	Praw.g_01693	Syab.g_01277
OG0000641	Praw.g_01689	Syab.g_01281
OG0000642	Praw.g_01688	Syab.g_01282
OG0000643	Praw.g_01687	Syab.g_01283
OG0000644	Praw.g_01686	Syab.g_01284
OG0000645	Praw.g_01685	Syab.g_01286
OG0000646	Praw.g_01683	Syab.g_01289
OG0000647	Praw.g_01682	Syab.g_01291
OG0000648	Praw.g_01680	Syab.g_01684
OG0000649	Praw.g_01679	Syab.g_01685
OG0000650	Praw.g_01678	Syab.g_01686
OG0000651	Praw.g_01677	Syab.g_01687
OG0000652	Praw.g_01676	Syab.g_01688
OG0000653	Praw.g_01674	Syab.g_01690
OG0000654	Praw.g_01673	Syab.g_01691
OG0000655	Praw.g_01672	Syab.g_01692
OG0000656	Praw.g_01669	Syab.g_01695
OG0000657	Praw.g_01663	Syab.g_01706
OG0000658	Praw.g_01662	Syab.g_01710
OG0000659	Praw.g_01661	Syab.g_01711
OG0000660	Praw.g_01657	Syab.g_01715
OG0000661	Praw.g_01655	Syab.g_01717
OG0000662	Praw.g_01653	Syab.g_01719
OG0000663	Praw.g_01651	Syab.g_01722
OG0000664	Praw.g_01650	Syab.g_01723
OG0000665	Praw.g_01646	Syab.g_01829
OG0000666	Praw.g_01645	Syab.g_01842
OG0000667	Praw.g_01641	Syab.g_01548
OG0000668	Praw.g_01611	Syab.g_01319
OG0000669	Praw.g_01605	Syab.g_01642
OG0000670	Praw.g_01603	Syab.g_02156
OG0000671	Praw.g_01601	Syab.g_01638
OG0000672	Praw.g_01599	Syab.g_01635
OG0000673	Praw.g_01596	Syab.g_01632
OG0000674	Praw.g_01594	Syab.g_01630
OG0000675	Praw.g_01593	Syab.g_01629
OG0000676	Praw.g_01591	Syab.g_01620
OG0000677	Praw.g_01590	Syab.g_01619
OG0000678	Praw.g_01588	Syab.g_01613
OG0000679	Praw.g_01584	Syab.g_01601
OG0000680	Praw.g_01583	Syab.g_01600
OG0000681	Praw.g_01581	Syab.g_01597
OG0000682	Praw.g_01580	Syab.g_01596
OG0000683	Praw.g_01579	Syab.g_01595
OG0000684	Praw.g_01577	Syab.g_01591
OG0000685	Praw.g_01575	Syab.g_01589
OG0000686	Praw.g_01574	Syab.g_01588
OG0000687	Praw.g_01573	Syab.g_01586
OG0000688	Praw.g_01570	Syab.g_01576
OG0000689	Praw.g_01569	Syab.g_01574
OG0000690	Praw.g_01568	Syab.g_01573
OG0000691	Praw.g_01567	Syab.g_01572
OG0000692	Praw.g_01565	Syab.g_01571
OG0000693	Praw.g_01564	Syab.g_01569
OG0000694	Praw.g_01563	Syab.g_01568
OG0000695	Praw.g_01561	Syab.g_01417
OG0000696	Praw.g_01560	Syab.g_01416
OG0000697	Praw.g_01559	Syab.g_01415
OG0000698	Praw.g_01556	Syab.g_01412
OG0000699	Praw.g_01555	Syab.g_01411
OG0000700	Praw.g_01554	Syab.g_01410
OG0000701	Praw.g_01553	Syab.g_01409
OG0000702	Praw.g_01551	Syab.g_01401
OG0000703	Praw.g_01550	Syab.g_01400
OG0000704	Praw.g_01549	Syab.g_01398
OG0000705	Praw.g_01545	Syab.g_01391
OG0000706	Praw.g_01544	Syab.g_01390
OG0000707	Praw.g_01543	Syab.g_01389
OG0000708	Praw.g_01542	Syab.g_01386
OG0000709	Praw.g_01538	Syab.g_01378
OG0000710	Praw.g_01535	Syab.g_01367
OG0000711	Praw.g_01518	Syab.g_01340
OG0000712	Praw.g_01516	Syab.g_01338
OG0000713	Praw.g_01515	Syab.g_01337
OG0000714	Praw.g_01514	Syab.g_01334
OG0000715	Praw.g_01512	Syab.g_01332
OG0000716	Praw.g_01510	Syab.g_01328
OG0000717	Praw.g_01509	Syab.g_01327
OG0000718	Praw.g_01498	Syab.g_01323
OG0000719	Praw.g_01496	Syab.g_01321
OG0000720	Praw.g_01487	Syab.g_01307
OG0000721	Praw.g_01485	Syab.g_01305
OG0000722	Praw.g_01484	Syab.g_01304
OG0000723	Praw.g_01481	Syab.g_01678
OG0000724	Praw.g_01472	Syab.g_01223
OG0000725	Praw.g_01466	Syab.g_01207
OG0000726	Praw.g_01465	Syab.g_01206
OG0000727	Praw.g_01464	Syab.g_01205
OG0000728	Praw.g_01462	Syab.g_01203
OG0000729	Praw.g_01416	Syab.g_00097
OG0000730	Praw.g_00172	Syab.g_00521
OG0000731	Praw.g_00176	Syab.g_00531
OG0000732	Praw.g_00183	Syab.g_00055
OG0000733	Praw.g_00202	Syab.g_02798
OG0000734	Praw.g_00219	Syab.g_02508
OG0000735	Praw.g_00221	Syab.g_00942
OG0000736	Praw.g_00222	Syab.g_00943
OG0000737	Praw.g_00223	Syab.g_00944
OG0000738	Praw.g_00227	Syab.g_00949
OG0000739	Praw.g_00228	Syab.g_00961
OG0000740	Praw.g_00229	Syab.g_00962
OG0000741	Praw.g_00230	Syab.g_00965
OG0000742	Praw.g_00233	Syab.g_00968
OG0000743	Praw.g_00235	Syab.g_00970
OG0000744	Praw.g_00236	Syab.g_00971
OG0000745	Praw.g_00237	Syab.g_00973
OG0000746	Praw.g_00239	Syab.g_00975
OG0000747	Praw.g_00240	Syab.g_00976
OG0000748	Praw.g_00243	Syab.g_00991
OG0000749	Praw.g_00244	Syab.g_00992
OG0000750	Praw.g_00245	Syab.g_00993
OG0000751	Praw.g_00247	Syab.g_01002
OG0000752	Praw.g_00249	Syab.g_01004
OG0000753	Praw.g_00252	Syab.g_01007
OG0000754	Praw.g_00255	Syab.g_01012
OG0000755	Praw.g_00258	Syab.g_01021
OG0000756	Praw.g_00259	Syab.g_01022
OG0000757	Praw.g_00265	Syab.g_01029
OG0000758	Praw.g_00266	Syab.g_01030
OG0000759	Praw.g_00267	Syab.g_01031
OG0000760	Praw.g_00268	Syab.g_01032
OG0000761	Praw.g_00269	Syab.g_01034
OG0000762	Praw.g_00270	Syab.g_01036
OG0000763	Praw.g_00272	Syab.g_01038
OG0000764	Praw.g_00273	Syab.g_01039
OG0000765	Praw.g_00282	Syab.g_01154
OG0000766	Praw.g_00283	Syab.g_01153
OG0000767	Praw.g_00285	Syab.g_01151
OG0000768	Praw.g_00286	Syab.g_01150
OG0000769	Praw.g_00288	Syab.g_01148
OG0000770	Praw.g_00290	Syab.g_01145
OG0000771	Praw.g_00904	Syab.g_01229
OG0000772	Praw.g_00954	Syab.g_00957
OG0000773	Praw.g_00970	Syab.g_00931
OG0000774	Praw.g_00972	Syab.g_00924
OG0000775	Praw.g_00976	Syab.g_00922
OG0000776	Praw.g_00977	Syab.g_00921
OG0000777	Praw.g_00978	Syab.g_00920
OG0000778	Praw.g_00979	Syab.g_00919
OG0000779	Praw.g_00983	Syab.g_00913
OG0000780	Praw.g_00984	Syab.g_00908
OG0000781	Praw.g_00987	Syab.g_00904
OG0000782	Praw.g_00988	Syab.g_00903
OG0000783	Praw.g_00989	Syab.g_00902
OG0000784	Praw.g_00990	Syab.g_00901
OG0000785	Praw.g_00992	Syab.g_00899
OG0000786	Praw.g_00994	Syab.g_00895
OG0000787	Praw.g_00995	Syab.g_00894
OG0000788	Praw.g_01002	Syab.g_01857
OG0000789	Praw.g_01006	Syab.g_01835
OG0000790	Praw.g_01021	Syab.g_02082
OG0000791	Praw.g_01023	Syab.g_02080
OG0000792	Praw.g_01024	Syab.g_02079
OG0000793	Praw.g_01027	Syab.g_02074
OG0000794	Praw.g_01028	Syab.g_02073
OG0000795	Praw.g_01029	Syab.g_02072
OG0000796	Praw.g_01033	Syab.g_02068
OG0000797	Praw.g_01034	Syab.g_02067
OG0000798	Praw.g_01057	Syab.g_00298
OG0000799	Praw.g_01101	Syab.g_00826
OG0000800	Praw.g_01100	Syab.g_00821
OG0000801	Praw.g_01099	Syab.g_00820
OG0000802	Praw.g_01097	Syab.g_00816
OG0000803	Praw.g_01095	Syab.g_00806
OG0000804	Praw.g_01094	Syab.g_00802
OG0000805	Praw.g_01092	Syab.g_00792
OG0000806	Praw.g_01090	Syab.g_00790
OG0000807	Praw.g_01089	Syab.g_00788
OG0000808	Praw.g_01088	Syab.g_00783
OG0000809	Praw.g_01085	Syab.g_00780
OG0000810	Praw.g_01084	Syab.g_00779
OG0000811	Praw.g_01077	Syab.g_00770
OG0000812	Praw.g_01075	Syab.g_00768
OG0000813	Praw.g_00343	Syab.g_00767
OG0000814	Praw.g_00345	Syab.g_00765
OG0000815	Praw.g_00346	Syab.g_00760
OG0000816	Praw.g_00348	Syab.g_00758
OG0000817	Praw.g_00349	Syab.g_00757
OG0000818	Praw.g_00354	Syab.g_00751
OG0000819	Praw.g_00355	Syab.g_00750
OG0000820	Praw.g_00356	Syab.g_00749
OG0000821	Praw.g_00359	Syab.g_00743
OG0000822	Praw.g_00360	Syab.g_00741
OG0000823	Praw.g_00361	Syab.g_00740
OG0000824	Praw.g_00364	Syab.g_00735
OG0000825	Praw.g_00365	Syab.g_00734
OG0000826	Praw.g_00366	Syab.g_00733
OG0000827	Praw.g_00367	Syab.g_00732
OG0000828	Praw.g_00371	Syab.g_00729
OG0000829	Praw.g_00372	Syab.g_00728
OG0000830	Praw.g_00373	Syab.g_00727
OG0000831	Praw.g_00375	Syab.g_00725
OG0000832	Praw.g_00381	Syab.g_02169
OG0000833	Praw.g_00389	Syab.g_02178
OG0000834	Praw.g_00390	Syab.g_02181
OG0000835	Praw.g_00391	Syab.g_02182
OG0000836	Praw.g_00392	Syab.g_02185
OG0000837	Praw.g_00393	Syab.g_02186
OG0000838	Praw.g_00395	Syab.g_02190
OG0000839	Praw.g_00396	Syab.g_02191
OG0000840	Praw.g_00397	Syab.g_02192
OG0000841	Praw.g_00398	Syab.g_02193
OG0000842	Praw.g_00399	Syab.g_02194
OG0000843	Praw.g_00400	Syab.g_02195
OG0000844	Praw.g_00401	Syab.g_02197
OG0000845	Praw.g_00402	Syab.g_02198
OG0000846	Praw.g_00403	Syab.g_02199
OG0000847	Praw.g_00404	Syab.g_02200
OG0000848	Praw.g_00405	Syab.g_02202
OG0000849	Praw.g_00406	Syab.g_02203
OG0000850	Praw.g_00408	Syab.g_02212
OG0000851	Praw.g_00409	Syab.g_02226
OG0000852	Praw.g_00410	Syab.g_02227
OG0000853	Praw.g_00414	Syab.g_02233
OG0000854	Praw.g_00416	Syab.g_02235
OG0000855	Praw.g_00417	Syab.g_02236
OG0000856	Praw.g_00430	Syab.g_01889
OG0000857	Praw.g_00458	Syab.g_01290
OG0000858	Praw.g_00509	Syab.g_02244
OG0000859	Praw.g_00510	Syab.g_02245
OG0000860	Praw.g_00517	Syab.g_02258
OG0000861	Praw.g_00518	Syab.g_02259
OG0000862	Praw.g_00519	Syab.g_02261
OG0000863	Praw.g_00521	Syab.g_02265
OG0000864	Praw.g_00522	Syab.g_02266
OG0000865	Praw.g_00523	Syab.g_02267
OG0000866	Praw.g_00524	Syab.g_02268
OG0000867	Praw.g_00525	Syab.g_02269
OG0000868	Praw.g_00526	Syab.g_02287
OG0000869	Praw.g_00530	Syab.g_02292
OG0000870	Praw.g_00535	Syab.g_02297
OG0000871	Praw.g_00536	Syab.g_02298
OG0000872	Praw.g_00537	Syab.g_02305
OG0000873	Praw.g_00540	Syab.g_02308
OG0000874	Praw.g_00543	Syab.g_02311
OG0000875	Praw.g_00544	Syab.g_02313
OG0000876	Praw.g_00545	Syab.g_02315
OG0000877	Praw.g_00547	Syab.g_02317
OG0000878	Praw.g_00548	Syab.g_02318
OG0000879	Praw.g_00549	Syab.g_02319
OG0000880	Praw.g_00550	Syab.g_02320
OG0000881	Praw.g_00554	Syab.g_02325
OG0000882	Praw.g_00559	Syab.g_02330
OG0000883	Praw.g_00561	Syab.g_02332
OG0000884	Praw.g_00563	Syab.g_02334
OG0000885	Praw.g_00564	Syab.g_02335
OG0000886	Praw.g_00565	Syab.g_02336
OG0000887	Praw.g_00566	Syab.g_02338
OG0000888	Praw.g_00568	Syab.g_02340
OG0000889	Praw.g_00570	Syab.g_02342
OG0000890	Praw.g_00571	Syab.g_02348
OG0000891	Praw.g_00572	Syab.g_02349
OG0000892	Praw.g_01921	Syab.g_02353
OG0000893	Praw.g_01917	Syab.g_00366
OG0000894	Praw.g_01915	Syab.g_00369
OG0000895	Praw.g_01912	Syab.g_00373
OG0000896	Praw.g_01911	Syab.g_00374
OG0000897	Praw.g_01909	Syab.g_00376
OG0000898	Praw.g_01908	Syab.g_00377
OG0000899	Praw.g_01907	Syab.g_00378
OG0000900	Praw.g_01906	Syab.g_00379
OG0000901	Praw.g_01903	Syab.g_00384
OG0000902	Praw.g_01901	Syab.g_00386
OG0000903	Praw.g_01898	Syab.g_00399
OG0000904	Praw.g_01896	Syab.g_00395
OG0000905	Praw.g_01892	Syab.g_00390
OG0000906	Praw.g_01891	Syab.g_00388
OG0000907	Praw.g_00138	Syab.g_00401
OG0000908	Praw.g_00135	Syab.g_00404
OG0000909	Praw.g_00134	Syab.g_00405
OG0000910	Praw.g_00133	Syab.g_00406
OG0000911	Praw.g_00131	Syab.g_00408
OG0000912	Praw.g_00130	Syab.g_00409
OG0000913	Praw.g_00129	Syab.g_00410
OG0000914	Praw.g_00128	Syab.g_00411
OG0000915	Praw.g_00127	Syab.g_00412
OG0000916	Praw.g_00126	Syab.g_00413
OG0000917	Praw.g_00125	Syab.g_00414
OG0000918	Praw.g_00124	Syab.g_00415
OG0000919	Praw.g_00123	Syab.g_00416
OG0000920	Praw.g_00122	Syab.g_00417
OG0000921	Praw.g_00121	Syab.g_00418
OG0000922	Praw.g_00120	Syab.g_00419
OG0000923	Praw.g_00116	Syab.g_00423
OG0000924	Praw.g_00115	Syab.g_00424
OG0000925	Praw.g_00114	Syab.g_00425
OG0000926	Praw.g_00113	Syab.g_00426
OG0000927	Praw.g_00111	Syab.g_00428
OG0000928	Praw.g_00110	Syab.g_00429
OG0000929	Praw.g_00109	Syab.g_00430
OG0000930	Praw.g_00108	Syab.g_00431
OG0000931	Praw.g_00107	Syab.g_00432
OG0000932	Praw.g_00106	Syab.g_00433
OG0000933	Praw.g_00102	Syab.g_00439
OG0000934	Praw.g_00100	Syab.g_00441
OG0000935	Praw.g_00099	Syab.g_00442
OG0000936	Praw.g_00098	Syab.g_00443
OG0000937	Praw.g_00097	Syab.g_00444
OG0000938	Praw.g_00095	Syab.g_00447
OG0000939	Praw.g_00094	Syab.g_00448
OG0000940	Praw.g_00087	Syab.g_00456
OG0000941	Praw.g_00085	Syab.g_00458
OG0000942	Praw.g_00083	Syab.g_00460
OG0000943	Praw.g_00082	Syab.g_00461
OG0000944	Praw.g_00081	Syab.g_00463
OG0000945	Praw.g_00080	Syab.g_00466
OG0000946	Praw.g_00076	Syab.g_00473
OG0000947	Praw.g_00074	Syab.g_00476
OG0000948	Praw.g_00073	Syab.g_00477
OG0000949	Praw.g_00070	Syab.g_00212
OG0000950	Praw.g_00065	Syab.g_00204
OG0000951	Praw.g_00061	Syab.g_00199
OG0000952	Praw.g_00057	Syab.g_00191
OG0000953	Praw.g_00054	Syab.g_00134
OG0000954	Praw.g_00050	Syab.g_00129
OG0000955	Praw.g_00049	Syab.g_00128
OG0000956	Praw.g_00047	Syab.g_00126
OG0000957	Praw.g_00041	Syab.g_00115
OG0000958	Praw.g_00040	Syab.g_00114
OG0000959	Praw.g_00036	Syab.g_00110
OG0000960	Praw.g_00035	Syab.g_00109
OG0000961	Praw.g_00033	Syab.g_00100
OG0000962	Praw.g_00031	Syab.g_00098
OG0000963	Praw.g_00027	Syab.g_00093
OG0000964	Praw.g_00026	Syab.g_00092
OG0000965	Praw.g_00025	Syab.g_00091
OG0000966	Praw.g_00018	Syab.g_00082
OG0000967	Praw.g_00014	Syab.g_00078
OG0000968	Praw.g_00012	Syab.g_00075
OG0000969	Praw.g_00011	Syab.g_00073
OG0000970	Praw.g_00010	Syab.g_00072
OG0000971	Praw.g_00009	Syab.g_00070
OG0000972	Praw.g_00008	Syab.g_00069
OG0000973	Praw.g_00007	Syab.g_00068
OG0000974	Praw.g_00006	Syab.g_00067
OG0000975	Praw.g_00005	Syab.g_00066
OG0000976	Praw.g_00004	Syab.g_00065
OG0000977	Praw.g_00003	Syab.g_00063
OG0000978	Praw.g_00002	Syab.g_00062
OG0000979	Praw.g_01192	Syab.g_00059
OG0000980	Praw.g_01190	Syab.g_00056
OG0000981	Praw.g_01188	Syab.g_00053
OG0000982	Praw.g_01186	Syab.g_02756
OG0000983	Praw.g_01185	Syab.g_02757
OG0000984	Praw.g_01184	Syab.g_02758
OG0000985	Praw.g_01181	Syab.g_02762
OG0000986	Praw.g_01179	Syab.g_02764
OG0000987	Praw.g_01178	Syab.g_02768
OG0000988	Praw.g_01175	Syab.g_02774
OG0000989	Praw.g_01171	Syab.g_02792
OG0000990	Praw.g_01168	Syab.g_02811
OG0000991	Praw.g_01167	Syab.g_02818
OG0000992	Praw.g_01165	Syab.g_02821
OG0000993	Praw.g_01164	Syab.g_02822
OG0000994	Praw.g_01163	Syab.g_02826
OG0000995	Praw.g_01159	Syab.g_02835
OG0000996	Praw.g_01158	Syab.g_02866
OG0000997	Praw.g_01157	Syab.g_02875
OG0000998	Praw.g_01155	Syab.g_02877
OG0000999	Praw.g_01154	Syab.g_02878
OG0001000	Praw.g_01151	Syab.g_02881
OG0001001	Praw.g_01149	Syab.g_02888
OG0001002	Praw.g_01145	Syab.g_02900
OG0001003	Praw.g_01144	Syab.g_02902
OG0001004	Praw.g_01143	Syab.g_02903
OG0001005	Praw.g_01142	Syab.g_02905
OG0001006	Praw.g_01138	Syab.g_02912
OG0001007	Praw.g_01136	Syab.g_02914
OG0001008	Praw.g_00710	Syab.g_00584
OG0001009	Praw.g_01401	Syab.g_00033
OG0001010	Praw.g_01400	Syab.g_00034
OG0001011	Praw.g_01399	Syab.g_00035
OG0001012	Praw.g_01385	Syab.g_02752
OG0001013	Praw.g_01380	Syab.g_02716
OG0001014	Praw.g_01377	Syab.g_02712
OG0001015	Praw.g_01376	Syab.g_02711
OG0001016	Praw.g_01361	Syab.g_02439
OG0001017	Praw.g_01357	Syab.g_02445
OG0001018	Praw.g_01354	Syab.g_02447
OG0001019	Praw.g_01345	Syab.g_02469
OG0001020	Praw.g_01344	Syab.g_02477
OG0001021	Praw.g_01343	Syab.g_02481
OG0001022	Praw.g_01341	Syab.g_02485
OG0001023	Praw.g_01340	Syab.g_02486
OG0001024	Praw.g_01337	Syab.g_02490
OG0001025	Praw.g_01331	Syab.g_02497
OG0001026	Praw.g_01324	Syab.g_02510
OG0001027	Praw.g_01323	Syab.g_02515
OG0001028	Praw.g_01321	Syab.g_02517
OG0001029	Praw.g_01320	Syab.g_02519
OG0001030	Praw.g_01305	Syab.g_02540
OG0001031	Praw.g_01249	Syab.g_02615
OG0001032	Praw.g_01248	Syab.g_02617
OG0001033	Praw.g_01227	Syab.g_02675
OG0001034	Praw.g_01199	Syab.g_02370
OG0001035	Praw.g_00879	Syab.g_00335
OG0001036	Praw.g_00875	Syab.g_00327
OG0001037	Praw.g_00874	Syab.g_00325
OG0001038	Praw.g_00856	Syab.g_00297
OG0001039	Praw.g_00853	Syab.g_00294
OG0001040	Praw.g_00851	Syab.g_00291
OG0001041	Praw.g_00847	Syab.g_00286
OG0001042	Praw.g_00830	Syab.g_00254
OG0001043	Praw.g_00829	Syab.g_00250
OG0001044	Praw.g_00797	Syab.g_00522
OG0001045	Praw.g_00789	Syab.g_00534
OG0001046	Praw.g_00754	Syab.g_01352
OG0001047	Praw.g_00708	Syab.g_00586
OG0001048	Praw.g_00707	Syab.g_00587
OG0001049	Praw.g_00705	Syab.g_00590
OG0001050	Praw.g_00704	Syab.g_00591
OG0001051	Praw.g_00703	Syab.g_00592
OG0001052	Praw.g_00676	Syab.g_00693
OG0001053	Praw.g_00665	Syab.g_02099
OG0001054	Praw.g_00650	Syab.g_02118
OG0001055	Praw.g_00631	Syab.g_02139
OG0001056	Praw.g_00612	Syab.g_02036
OG0001057	Praw.g_00607	Syab.g_00882
OG0001058	Praw.g_00599	Syab.g_02014
OG0001059	Praw.g_00595	Syab.g_02010
OG0001060	Praw.g_00588	Syab.g_02003
OG0001061	Praw.g_00575	Syab.g_01985
OG0001062	Praw.g_01923	Syab.g_01983
OG0001063	Praw.g_01925	Syab.g_01979
OG0001064	Praw.g_01926	Syab.g_01978
OG0001065	Praw.g_01927	Syab.g_01976
OG0001066	Praw.g_01928	Syab.g_01975
OG0001067	Praw.g_01929	Syab.g_01974
OG0001068	Praw.g_01930	Syab.g_01973
OG0001069	Praw.g_01931	Syab.g_01972
OG0001070	Praw.g_01934	Syab.g_01968
OG0001071	Praw.g_01935	Syab.g_01967
OG0001073	Praw.g_00140	Syab.g_01947
OG0001074	Praw.g_00151	Syab.g_01815
OG0001075	Praw.g_00152	Syab.g_01919
OG0001076	Praw.g_00160	Syab.g_01897
OG0001077	Praw.g_00164	Syab.g_01887
OG0001079	Praw.g_01875	Syab.g_01856
OG0001080	Praw.g_01869	Syab.g_01756
OG0001081	Praw.g_01867	Syab.g_01530
OG0001082	Praw.g_01866	Syab.g_01531
OG0001083	Praw.g_01861	Syab.g_01540
OG0001084	Praw.g_01860	Syab.g_01543
OG0001085	Praw.g_01852	Syab.g_01563
OG0001086	Praw.g_01851	Syab.g_01565
OG0001087	Praw.g_01834	Syab.g_01167
OG0001088	Praw.g_01833	Syab.g_01170
OG0001089	Praw.g_01825	Syab.g_01198
OG0001090	Praw.g_01808	Syab.g_01267
OG0001091	Praw.g_01806	Syab.g_01270
OG0001092	Praw.g_01805	Syab.g_01272
OG0001093	Praw.g_01800	Syab.g_01664
OG0001094	Praw.g_01703	Syab.g_01567
OG0001095	Praw.g_01684	Syab.g_01287
OG0001096	Praw.g_01671	Syab.g_01693
OG0001097	Praw.g_01654	Syab.g_01718
OG0001098	Praw.g_01639	Syab.g_01497
OG0001099	Praw.g_01608	Syab.g_02518
OG0001100	Praw.g_01604	Syab.g_01640
OG0001101	Praw.g_01602	Syab.g_01639
OG0001102	Praw.g_01600	Syab.g_01636
OG0001103	Praw.g_01598	Syab.g_01634
OG0001104	Praw.g_01576	Syab.g_01590
OG0001105	Praw.g_01572	Syab.g_01585
OG0001106	Praw.g_01548	Syab.g_01397
OG0001107	Praw.g_01541	Syab.g_01385
OG0001108	Praw.g_01537	Syab.g_01377
OG0001109	Praw.g_01536	Syab.g_01368
OG0001110	Praw.g_01534	Syab.g_01366
OG0001111	Praw.g_01533	Syab.g_01364
OG0001112	Praw.g_01532	Syab.g_01362
OG0001113	Praw.g_01531	Syab.g_01593
OG0001114	Praw.g_01530	Syab.g_01361
OG0001115	Praw.g_01528	Syab.g_01357
OG0001116	Praw.g_01527	Syab.g_01355
OG0001117	Praw.g_01526	Syab.g_01354
OG0001118	Praw.g_01525	Syab.g_01353
OG0001119	Praw.g_01524	Syab.g_01351
OG0001120	Praw.g_01522	Syab.g_01347
OG0001121	Praw.g_00199, Praw.g_01519	Syab.g_02159
OG0001122	Praw.g_01495	Syab.g_01320
OG0001123	Praw.g_01491	Syab.g_01312
OG0001124	Praw.g_01489	Syab.g_01310
OG0001125	Praw.g_01488	Syab.g_01308
OG0001126	Praw.g_01478	Syab.g_01231
OG0001127	Praw.g_01477	Syab.g_01230
OG0001128	Praw.g_01475	Syab.g_01227
OG0001129	Praw.g_01474	Syab.g_01225
OG0001130	Praw.g_01473	Syab.g_01224
OG0001131	Praw.g_01437	Syab.g_01609
OG0001132	Praw.g_01427	Syab.g_01790
OG0001133	Praw.g_00187	Syab.g_01895
OG0001134	Praw.g_00201	Syab.g_01748
OG0001135	Praw.g_00204	Syab.g_01747
OG0001136	Praw.g_00231	Syab.g_00966
OG0001137	Praw.g_00242	Syab.g_00990
OG0001138	Praw.g_00260	Syab.g_01023
OG0001139	Praw.g_00261	Syab.g_01025
OG0001140	Praw.g_00262	Syab.g_01026, Syab.g_00642
OG0001141	Praw.g_00263	Syab.g_01027
OG0001142	Praw.g_00264	Syab.g_01028
OG0001143	Praw.g_00271	Syab.g_01037
OG0001144	Praw.g_00276	Syab.g_01052
OG0001145	Praw.g_00971	Syab.g_00928
OG0001146	Praw.g_00985	Syab.g_00907
OG0001147	Praw.g_01001	Syab.g_00716
OG0001148	Praw.g_01018	Syab.g_02085
OG0001149	Praw.g_01019	Syab.g_02084
OG0001150	Praw.g_01020	Syab.g_02083
OG0001151	Praw.g_01031	Syab.g_02070
OG0001152	Praw.g_01032	Syab.g_02069
OG0001153	Praw.g_00368	Syab.g_00731
OG0001154	Praw.g_00370	Syab.g_00730
OG0001155	Praw.g_00382	Syab.g_02171
OG0001156	Praw.g_00385	Syab.g_02174
OG0001157	Praw.g_00386	Syab.g_02175
OG0001158	Praw.g_00387	Syab.g_02176
OG0001159	Praw.g_00388	Syab.g_02177
OG0001160	Praw.g_00412	Syab.g_02231
OG0001161	Praw.g_00423	Syab.g_02797
OG0001162	Praw.g_00434	Syab.g_00893
OG0001163	Praw.g_00507	Syab.g_02241
OG0001164	Praw.g_00511	Syab.g_02247
