Orthogroup	Praw	Syal
OG0000583	Praw.g_00145	Syal.g_02735
OG0000584	Praw.g_00146	Syal.g_02734
OG0000585	Praw.g_00148	Syal.g_02731
OG0000586	Praw.g_00149	Syal.g_02730
OG0000587	Praw.g_00150	Syal.g_02728
OG0000588	Praw.g_00154	Syal.g_02717
OG0000589	Praw.g_00157	Syal.g_02714
OG0000590	Praw.g_00158	Syal.g_02713
OG0000591	Praw.g_00161	Syal.g_02707
OG0000592	Praw.g_00162	Syal.g_02706
OG0000593	Praw.g_00168	Syal.g_02640
OG0000594	Praw.g_00169	Syal.g_02639
OG0000595	Praw.g_01888	Syal.g_02638
OG0000596	Praw.g_01884	Syal.g_02633
OG0000597	Praw.g_01882	Syal.g_02630
OG0000598	Praw.g_01881	Syal.g_02629
OG0000599	Praw.g_01878	Syal.g_02622
OG0000600	Praw.g_01877	Syal.g_02621
OG0000601	Praw.g_01876	Syal.g_02620
OG0000602	Praw.g_01874	Syal.g_02615
OG0000603	Praw.g_01873	Syal.g_02614
OG0000604	Praw.g_01872	Syal.g_02612
OG0000605	Praw.g_01871	Syal.g_02516
OG0000606	Praw.g_01868	Syal.g_02174
OG0000607	Praw.g_01865	Syal.g_02177
OG0000608	Praw.g_01864	Syal.g_02178
OG0000609	Praw.g_01863	Syal.g_02180
OG0000610	Praw.g_01858	Syal.g_02198
OG0000611	Praw.g_01855	Syal.g_02201
OG0000612	Praw.g_01854	Syal.g_02202
OG0000613	Praw.g_01849	Syal.g_01325
OG0000614	Praw.g_01830	Syal.g_01794
OG0000615	Praw.g_01822	Syal.g_02256
OG0000616	Praw.g_01818	Syal.g_00079
OG0000617	Praw.g_01803	Syal.g_01866
OG0000618	Praw.g_01802	Syal.g_01867
OG0000619	Praw.g_01801	Syal.g_02417
OG0000620	Praw.g_01798	Syal.g_02422
OG0000621	Praw.g_01797	Syal.g_02423
OG0000622	Praw.g_01796	Syal.g_02424
OG0000623	Praw.g_01795	Syal.g_02425
OG0000624	Praw.g_01794	Syal.g_02427
OG0000625	Praw.g_01793	Syal.g_02428
OG0000626	Praw.g_01792	Syal.g_02429
OG0000627	Praw.g_01791	Syal.g_02048
OG0000628	Praw.g_01790	Syal.g_02047
OG0000629	Praw.g_01789	Syal.g_02044
OG0000630	Praw.g_01786	Syal.g_02040
OG0000631	Praw.g_01706	Syal.g_02031
OG0000632	Praw.g_01705	Syal.g_02030
OG0000633	Praw.g_01704	Syal.g_02029
OG0000634	Praw.g_01701	Syal.g_02410
OG0000635	Praw.g_01700	Syal.g_02411
OG0000636	Praw.g_01698	Syal.g_02413
OG0000637	Praw.g_01696	Syal.g_02415
OG0000638	Praw.g_01695	Syal.g_02416
OG0000639	Praw.g_01694	Syal.g_01868
OG0000640	Praw.g_01693	Syal.g_01869
OG0000641	Praw.g_01689	Syal.g_01873
OG0000642	Praw.g_01688	Syal.g_01874
OG0000643	Praw.g_01687	Syal.g_01875
OG0000644	Praw.g_01686	Syal.g_01876
OG0000645	Praw.g_01685	Syal.g_01878
OG0000646	Praw.g_01683	Syal.g_01881
OG0000647	Praw.g_01682	Syal.g_01883
OG0000648	Praw.g_01680	Syal.g_02438
OG0000649	Praw.g_01679	Syal.g_02439
OG0000650	Praw.g_01678	Syal.g_02440
OG0000651	Praw.g_01677	Syal.g_02441
OG0000652	Praw.g_01676	Syal.g_02442
OG0000653	Praw.g_01674	Syal.g_02444
OG0000654	Praw.g_01673	Syal.g_02445
OG0000655	Praw.g_01672	Syal.g_02446
OG0000656	Praw.g_01669	Syal.g_02449
OG0000657	Praw.g_01663	Syal.g_02460
OG0000658	Praw.g_01662	Syal.g_02465
OG0000659	Praw.g_01661	Syal.g_02466
OG0000660	Praw.g_01657	Syal.g_02470
OG0000661	Praw.g_01655	Syal.g_02472
OG0000662	Praw.g_01653	Syal.g_02474
OG0000663	Praw.g_01651	Syal.g_02477
OG0000664	Praw.g_01650	Syal.g_02478
OG0000665	Praw.g_01646	Syal.g_02593
OG0000666	Praw.g_01645	Syal.g_02605
OG0000667	Praw.g_01641	Syal.g_02192
OG0000668	Praw.g_01611	Syal.g_01920
OG0000669	Praw.g_01605	Syal.g_02295
OG0000670	Praw.g_01603	Syal.g_02956
OG0000671	Praw.g_01601	Syal.g_02291
OG0000672	Praw.g_01599	Syal.g_02288
OG0000673	Praw.g_01596	Syal.g_02285
OG0000674	Praw.g_01594	Syal.g_02283
OG0000675	Praw.g_01593	Syal.g_02282
OG0000676	Praw.g_01591	Syal.g_02272
OG0000677	Praw.g_01590	Syal.g_02271
OG0000678	Praw.g_01588	Syal.g_02264
OG0000679	Praw.g_01584	Syal.g_02252
OG0000680	Praw.g_01583	Syal.g_02251
OG0000681	Praw.g_01581	Syal.g_02248
OG0000682	Praw.g_01580	Syal.g_02247
OG0000683	Praw.g_01579	Syal.g_02246
OG0000684	Praw.g_01577	Syal.g_02242
OG0000685	Praw.g_01575	Syal.g_02240
OG0000686	Praw.g_01574	Syal.g_02239
OG0000687	Praw.g_01573	Syal.g_02237
OG0000688	Praw.g_01570	Syal.g_02225
OG0000689	Praw.g_01569	Syal.g_02223
OG0000690	Praw.g_01568	Syal.g_02222
OG0000691	Praw.g_01567	Syal.g_02221
OG0000692	Praw.g_01565	Syal.g_02220
OG0000693	Praw.g_01564	Syal.g_02218
OG0000694	Praw.g_01563	Syal.g_02217
OG0000695	Praw.g_01561	Syal.g_02027
OG0000696	Praw.g_01560	Syal.g_02026
OG0000697	Praw.g_01559	Syal.g_02025
OG0000698	Praw.g_01556	Syal.g_02022
OG0000699	Praw.g_01555	Syal.g_02021
OG0000700	Praw.g_01554	Syal.g_02020
OG0000701	Praw.g_01553	Syal.g_02019
OG0000702	Praw.g_01551	Syal.g_02011
OG0000703	Praw.g_01550	Syal.g_02010
OG0000704	Praw.g_01549	Syal.g_02008
OG0000705	Praw.g_01545	Syal.g_01999
OG0000706	Praw.g_01544	Syal.g_01998
OG0000707	Praw.g_01543	Syal.g_01997
OG0000708	Praw.g_01542	Syal.g_01994
OG0000709	Praw.g_01538	Syal.g_01986
OG0000710	Praw.g_01535	Syal.g_01982
OG0000711	Praw.g_01518	Syal.g_01954
OG0000712	Praw.g_01516	Syal.g_01952
OG0000713	Praw.g_01515	Syal.g_01951
OG0000714	Praw.g_01514	Syal.g_01948
OG0000715	Praw.g_01512	Syal.g_01934
OG0000716	Praw.g_01510	Syal.g_01930
OG0000717	Praw.g_01509	Syal.g_01929
OG0000718	Praw.g_01498	Syal.g_01925
OG0000719	Praw.g_01496	Syal.g_01922
OG0000720	Praw.g_01487	Syal.g_01908
OG0000721	Praw.g_01485	Syal.g_01906
OG0000722	Praw.g_01484	Syal.g_01905
OG0000723	Praw.g_01481	Syal.g_02433
OG0000724	Praw.g_01472	Syal.g_01829
OG0000725	Praw.g_01466	Syal.g_01820
OG0000726	Praw.g_01465	Syal.g_01819
OG0000727	Praw.g_01464	Syal.g_01818
OG0000728	Praw.g_01462	Syal.g_01816
OG0000729	Praw.g_01416	Syal.g_01510
OG0000730	Praw.g_00172	Syal.g_00345
OG0000731	Praw.g_00176	Syal.g_00356
OG0000732	Praw.g_00183	Syal.g_00149
OG0000733	Praw.g_00202	Syal.g_01105
OG0000734	Praw.g_00219	Syal.g_00828
OG0000735	Praw.g_00221	Syal.g_01627
OG0000736	Praw.g_00222	Syal.g_01628
OG0000737	Praw.g_00223	Syal.g_01629
OG0000738	Praw.g_00227	Syal.g_01634
OG0000739	Praw.g_00228	Syal.g_01645
OG0000740	Praw.g_00229	Syal.g_01646
OG0000741	Praw.g_00230	Syal.g_01649
OG0000742	Praw.g_00233	Syal.g_01652
OG0000743	Praw.g_00235	Syal.g_01654
OG0000744	Praw.g_00236	Syal.g_01655
OG0000745	Praw.g_00237	Syal.g_01657
OG0000746	Praw.g_00239	Syal.g_01659
OG0000747	Praw.g_00240	Syal.g_01660
OG0000748	Praw.g_00243	Syal.g_01674
OG0000749	Praw.g_00244	Syal.g_01675
OG0000750	Praw.g_00245	Syal.g_01676
OG0000751	Praw.g_00247	Syal.g_01688
OG0000752	Praw.g_00249	Syal.g_01690
OG0000753	Praw.g_00252	Syal.g_01693
OG0000754	Praw.g_00255	Syal.g_01698
OG0000755	Praw.g_00258	Syal.g_01707
OG0000756	Praw.g_00259	Syal.g_01708
OG0000757	Praw.g_00265	Syal.g_01715
OG0000758	Praw.g_00266	Syal.g_01716
OG0000759	Praw.g_00267	Syal.g_01717
OG0000760	Praw.g_00268	Syal.g_01718
OG0000761	Praw.g_00269	Syal.g_01719
OG0000762	Praw.g_00270	Syal.g_01721
OG0000763	Praw.g_00272	Syal.g_01723
OG0000764	Praw.g_00273	Syal.g_01724
OG0000765	Praw.g_00282	Syal.g_01768
OG0000766	Praw.g_00283	Syal.g_01767
OG0000767	Praw.g_00285	Syal.g_01765
OG0000768	Praw.g_00286	Syal.g_01764
OG0000769	Praw.g_00288	Syal.g_01762
OG0000770	Praw.g_00290	Syal.g_01758
OG0000771	Praw.g_00904	Syal.g_01835
OG0000772	Praw.g_00954	Syal.g_01641
OG0000773	Praw.g_00970	Syal.g_01618
OG0000774	Praw.g_00972	Syal.g_01610
OG0000775	Praw.g_00976	Syal.g_01608
OG0000776	Praw.g_00977	Syal.g_01607
OG0000777	Praw.g_00978	Syal.g_01606
OG0000778	Praw.g_00979	Syal.g_01605
OG0000779	Praw.g_00983	Syal.g_01599
OG0000780	Praw.g_00984	Syal.g_01594
OG0000781	Praw.g_00987	Syal.g_01590
OG0000782	Praw.g_00988	Syal.g_01589
OG0000783	Praw.g_00989	Syal.g_01588
OG0000784	Praw.g_00990	Syal.g_01587
OG0000785	Praw.g_00992	Syal.g_01585
OG0000786	Praw.g_00994	Syal.g_01579
OG0000787	Praw.g_00995	Syal.g_01578
OG0000788	Praw.g_01002	Syal.g_02619
OG0000789	Praw.g_01006	Syal.g_02598
OG0000790	Praw.g_01021	Syal.g_02883
OG0000791	Praw.g_01023	Syal.g_02882
OG0000792	Praw.g_01024	Syal.g_02881
OG0000793	Praw.g_01027	Syal.g_02876
OG0000794	Praw.g_01028	Syal.g_02875
OG0000795	Praw.g_01029	Syal.g_02874
OG0000796	Praw.g_01033	Syal.g_02870
OG0000797	Praw.g_01034	Syal.g_02869
OG0000798	Praw.g_01057	Syal.g_01260, Syal.g_01372
OG0000799	Praw.g_01101	Syal.g_01547
OG0000800	Praw.g_01100	Syal.g_01542
OG0000801	Praw.g_01099	Syal.g_01541
OG0000802	Praw.g_01097	Syal.g_01536
OG0000803	Praw.g_01095	Syal.g_00040
OG0000804	Praw.g_01094	Syal.g_00036
OG0000805	Praw.g_01092	Syal.g_00030
OG0000806	Praw.g_01090	Syal.g_00028
OG0000807	Praw.g_01089	Syal.g_00026
OG0000808	Praw.g_01088	Syal.g_00025
OG0000809	Praw.g_01085	Syal.g_00022
OG0000810	Praw.g_01084	Syal.g_00021
OG0000811	Praw.g_01077	Syal.g_00380
OG0000812	Praw.g_01075	Syal.g_00382
OG0000813	Praw.g_00343	Syal.g_00383
OG0000814	Praw.g_00345	Syal.g_00385
OG0000815	Praw.g_00346	Syal.g_00391
OG0000816	Praw.g_00348	Syal.g_00393
OG0000817	Praw.g_00349	Syal.g_00394
OG0000818	Praw.g_00354	Syal.g_00401
OG0000819	Praw.g_00355	Syal.g_00402
OG0000820	Praw.g_00356	Syal.g_00403
OG0000821	Praw.g_00359	Syal.g_00409
OG0000822	Praw.g_00360	Syal.g_00411
OG0000823	Praw.g_00361	Syal.g_00412
OG0000824	Praw.g_00364	Syal.g_00417
OG0000825	Praw.g_00365	Syal.g_00418
OG0000826	Praw.g_00366	Syal.g_00419
OG0000827	Praw.g_00367	Syal.g_00420
OG0000828	Praw.g_00371	Syal.g_00423
OG0000829	Praw.g_00372	Syal.g_00424
OG0000830	Praw.g_00373	Syal.g_00425
OG0000831	Praw.g_00375	Syal.g_00427
OG0000832	Praw.g_00381	Syal.g_02967
OG0000833	Praw.g_00389	Syal.g_02976
OG0000834	Praw.g_00390	Syal.g_02979
OG0000835	Praw.g_00391	Syal.g_02980
OG0000836	Praw.g_00392	Syal.g_02983
OG0000837	Praw.g_00393	Syal.g_02984
OG0000838	Praw.g_00395	Syal.g_02988
OG0000839	Praw.g_00396	Syal.g_02989
OG0000840	Praw.g_00397	Syal.g_02990
OG0000841	Praw.g_00398	Syal.g_02991
OG0000842	Praw.g_00399	Syal.g_02992
OG0000843	Praw.g_00400	Syal.g_02993
OG0000844	Praw.g_00401	Syal.g_02995
OG0000845	Praw.g_00402	Syal.g_02996
OG0000846	Praw.g_00403	Syal.g_02997
OG0000847	Praw.g_00404	Syal.g_02998
OG0000848	Praw.g_00405	Syal.g_03000
OG0000849	Praw.g_00406	Syal.g_03001
OG0000850	Praw.g_00408	Syal.g_03008
OG0000851	Praw.g_00409	Syal.g_00561
OG0000852	Praw.g_00410	Syal.g_00562
OG0000853	Praw.g_00414	Syal.g_00566
OG0000854	Praw.g_00416	Syal.g_00568
OG0000855	Praw.g_00417	Syal.g_00569
OG0000856	Praw.g_00430	Syal.g_02704
OG0000857	Praw.g_00458	Syal.g_01882
OG0000858	Praw.g_00509	Syal.g_00576
OG0000859	Praw.g_00510	Syal.g_00577
OG0000860	Praw.g_00517	Syal.g_00589
OG0000861	Praw.g_00518	Syal.g_00590
OG0000862	Praw.g_00519	Syal.g_00591
OG0000863	Praw.g_00521	Syal.g_00594
OG0000864	Praw.g_00522	Syal.g_00595
OG0000865	Praw.g_00523	Syal.g_00596
OG0000866	Praw.g_00524	Syal.g_00597
OG0000867	Praw.g_00525	Syal.g_00598
OG0000868	Praw.g_00526	Syal.g_00604
OG0000869	Praw.g_00530	Syal.g_00609
OG0000870	Praw.g_00535	Syal.g_00614
OG0000871	Praw.g_00536	Syal.g_00615
OG0000872	Praw.g_00537	Syal.g_00621
OG0000873	Praw.g_00540	Syal.g_00624
OG0000874	Praw.g_00543	Syal.g_00627
OG0000875	Praw.g_00544	Syal.g_00629
OG0000876	Praw.g_00545	Syal.g_00631
OG0000877	Praw.g_00547	Syal.g_00633
OG0000878	Praw.g_00548	Syal.g_00634
OG0000879	Praw.g_00549	Syal.g_00635
OG0000880	Praw.g_00550	Syal.g_00636
OG0000881	Praw.g_00554	Syal.g_00641
OG0000882	Praw.g_00559	Syal.g_00646
OG0000883	Praw.g_00561	Syal.g_00648
OG0000884	Praw.g_00563	Syal.g_00650
OG0000885	Praw.g_00564	Syal.g_00651
OG0000886	Praw.g_00565	Syal.g_00652
OG0000887	Praw.g_00566	Syal.g_00653
OG0000888	Praw.g_00568	Syal.g_00655
OG0000889	Praw.g_00570	Syal.g_00657
OG0000890	Praw.g_00571	Syal.g_00663
OG0000891	Praw.g_00572	Syal.g_00664
OG0000892	Praw.g_01921	Syal.g_00668
OG0000893	Praw.g_01917	Syal.g_00193
OG0000894	Praw.g_01915	Syal.g_00196
OG0000895	Praw.g_01912	Syal.g_00200
OG0000896	Praw.g_01911	Syal.g_00201
OG0000897	Praw.g_01909	Syal.g_00203
OG0000898	Praw.g_01908	Syal.g_00204
OG0000899	Praw.g_01907	Syal.g_00205
OG0000900	Praw.g_01906	Syal.g_00206
OG0000901	Praw.g_01903	Syal.g_00211
OG0000902	Praw.g_01901	Syal.g_00213
OG0000903	Praw.g_01898	Syal.g_00227
OG0000904	Praw.g_01896	Syal.g_00222
OG0000905	Praw.g_01892	Syal.g_00217
OG0000906	Praw.g_01891	Syal.g_00215
OG0000907	Praw.g_00138	Syal.g_00229
OG0000908	Praw.g_00135	Syal.g_00232
OG0000909	Praw.g_00134	Syal.g_00233
OG0000910	Praw.g_00133	Syal.g_00234
OG0000911	Praw.g_00131	Syal.g_00237
OG0000912	Praw.g_00130	Syal.g_00238
OG0000913	Praw.g_00129	Syal.g_00239
OG0000914	Praw.g_00128	Syal.g_00240
OG0000915	Praw.g_00127	Syal.g_00241
OG0000916	Praw.g_00126	Syal.g_00242
OG0000917	Praw.g_00125	Syal.g_00243
OG0000918	Praw.g_00124	Syal.g_00244
OG0000919	Praw.g_00123	Syal.g_00245
OG0000920	Praw.g_00122	Syal.g_00246
OG0000921	Praw.g_00121	Syal.g_00247
OG0000922	Praw.g_00120	Syal.g_00248
OG0000923	Praw.g_00116	Syal.g_00252
OG0000924	Praw.g_00115	Syal.g_00253
OG0000925	Praw.g_00114	Syal.g_00254
OG0000926	Praw.g_00113	Syal.g_00255
OG0000927	Praw.g_00111	Syal.g_00257
OG0000928	Praw.g_00110	Syal.g_00258
OG0000929	Praw.g_00109	Syal.g_00259
OG0000930	Praw.g_00108	Syal.g_00260
OG0000931	Praw.g_00107	Syal.g_00261
OG0000932	Praw.g_00106	Syal.g_00262
OG0000933	Praw.g_00102	Syal.g_00268
OG0000934	Praw.g_00100	Syal.g_00270
OG0000935	Praw.g_00099	Syal.g_00271
OG0000936	Praw.g_00098	Syal.g_00272
OG0000937	Praw.g_00097	Syal.g_00273
OG0000938	Praw.g_00095	Syal.g_00276
OG0000939	Praw.g_00094	Syal.g_00277
OG0000940	Praw.g_00087	Syal.g_00285
OG0000941	Praw.g_00085	Syal.g_00287
OG0000942	Praw.g_00083	Syal.g_00289
OG0000943	Praw.g_00082	Syal.g_00290
OG0000944	Praw.g_00081	Syal.g_00292
OG0000945	Praw.g_00080	Syal.g_00294
OG0000946	Praw.g_00076	Syal.g_00301
OG0000947	Praw.g_00074	Syal.g_00304
OG0000948	Praw.g_00073	Syal.g_00305
OG0000949	Praw.g_00070	Syal.g_01341
OG0000950	Praw.g_00065	Syal.g_01348
OG0000951	Praw.g_00061	Syal.g_01353
OG0000952	Praw.g_00057	Syal.g_01363
OG0000953	Praw.g_00054	Syal.g_01435
OG0000954	Praw.g_00050	Syal.g_01443
OG0000955	Praw.g_00049	Syal.g_01444
OG0000956	Praw.g_00047	Syal.g_01446
OG0000957	Praw.g_00041	Syal.g_01457
OG0000958	Praw.g_00040	Syal.g_01458
OG0000959	Praw.g_00036	Syal.g_01482
OG0000960	Praw.g_00035	Syal.g_01483
OG0000961	Praw.g_00033	Syal.g_01507
OG0000962	Praw.g_00031	Syal.g_01509
OG0000963	Praw.g_00027	Syal.g_01514
OG0000964	Praw.g_00026	Syal.g_01515
OG0000965	Praw.g_00025	Syal.g_01516
OG0000966	Praw.g_00018	Syal.g_00176
OG0000967	Praw.g_00014	Syal.g_00171
OG0000968	Praw.g_00012	Syal.g_00169
OG0000969	Praw.g_00011	Syal.g_00167
OG0000970	Praw.g_00010	Syal.g_00166
OG0000971	Praw.g_00009	Syal.g_00164
OG0000972	Praw.g_00008	Syal.g_00163
OG0000973	Praw.g_00007	Syal.g_00162
OG0000974	Praw.g_00006	Syal.g_00161
OG0000975	Praw.g_00005	Syal.g_00160
OG0000976	Praw.g_00004	Syal.g_00159
OG0000977	Praw.g_00003	Syal.g_00157
OG0000978	Praw.g_00002	Syal.g_00156
OG0000979	Praw.g_01192	Syal.g_00153
OG0000980	Praw.g_01190	Syal.g_00150
OG0000981	Praw.g_01188	Syal.g_00147
OG0000982	Praw.g_01186	Syal.g_01068
OG0000983	Praw.g_01185	Syal.g_01069
OG0000984	Praw.g_01184	Syal.g_01070
OG0000985	Praw.g_01181	Syal.g_01074
OG0000986	Praw.g_01179	Syal.g_01076
OG0000987	Praw.g_01178	Syal.g_01080
OG0000988	Praw.g_01175	Syal.g_01086
OG0000989	Praw.g_01171	Syal.g_01098
OG0000990	Praw.g_01168	Syal.g_01118
OG0000991	Praw.g_01167	Syal.g_01120
OG0000992	Praw.g_01165	Syal.g_01122
OG0000993	Praw.g_01164	Syal.g_01123
OG0000994	Praw.g_01163	Syal.g_01127
OG0000995	Praw.g_01159	Syal.g_01132
OG0000996	Praw.g_01158	Syal.g_01162
OG0000997	Praw.g_01157	Syal.g_01171
OG0000998	Praw.g_01155	Syal.g_01173
OG0000999	Praw.g_01154	Syal.g_01174
OG0001000	Praw.g_01151	Syal.g_01177
OG0001001	Praw.g_01149	Syal.g_01182
OG0001002	Praw.g_01145	Syal.g_00082
OG0001003	Praw.g_01144	Syal.g_00084
OG0001004	Praw.g_01143	Syal.g_00085
OG0001005	Praw.g_01142	Syal.g_00087
OG0001006	Praw.g_01138	Syal.g_00094
OG0001007	Praw.g_01136	Syal.g_00096
OG0001008	Praw.g_00710	Syal.g_00524
OG0001009	Praw.g_01401	Syal.g_00129
OG0001010	Praw.g_01400	Syal.g_00130
OG0001011	Praw.g_01399	Syal.g_00131
OG0001012	Praw.g_01385	Syal.g_01064
OG0001013	Praw.g_01380	Syal.g_01026
OG0001014	Praw.g_01377	Syal.g_01022
OG0001015	Praw.g_01376	Syal.g_01021
OG0001016	Praw.g_01361	Syal.g_00756
OG0001017	Praw.g_01357	Syal.g_00762
OG0001018	Praw.g_01354	Syal.g_00764
OG0001019	Praw.g_01345	Syal.g_00785
OG0001020	Praw.g_01344	Syal.g_00796
OG0001021	Praw.g_01343	Syal.g_00800
OG0001022	Praw.g_01341	Syal.g_00805
OG0001023	Praw.g_01340	Syal.g_00806
OG0001024	Praw.g_01337	Syal.g_00810
OG0001025	Praw.g_01331	Syal.g_00817
OG0001026	Praw.g_01324	Syal.g_00830
OG0001027	Praw.g_01323	Syal.g_00834
OG0001028	Praw.g_01321	Syal.g_00836
OG0001029	Praw.g_01320	Syal.g_00838
OG0001030	Praw.g_01305	Syal.g_00860
OG0001031	Praw.g_01249	Syal.g_00936
OG0001032	Praw.g_01248	Syal.g_00938
OG0001033	Praw.g_01227	Syal.g_00972
OG0001034	Praw.g_01199	Syal.g_00684
OG0001035	Praw.g_00879	Syal.g_01226
OG0001036	Praw.g_00875	Syal.g_01231
OG0001037	Praw.g_00874	Syal.g_01233
OG0001038	Praw.g_00856	Syal.g_01261
OG0001039	Praw.g_00853	Syal.g_01264
OG0001040	Praw.g_00851	Syal.g_01267
OG0001041	Praw.g_00847	Syal.g_01272
OG0001042	Praw.g_00830	Syal.g_01300
OG0001043	Praw.g_00829	Syal.g_01304
OG0001044	Praw.g_00797	Syal.g_00346
OG0001045	Praw.g_00789	Syal.g_00359
OG0001046	Praw.g_00754	Syal.g_01967
OG0001047	Praw.g_00708	Syal.g_00522
OG0001048	Praw.g_00707	Syal.g_00521
OG0001049	Praw.g_00705	Syal.g_00518
OG0001050	Praw.g_00704	Syal.g_00517
OG0001051	Praw.g_00703	Syal.g_00516
OG0001052	Praw.g_00676	Syal.g_00467
OG0001053	Praw.g_00665	Syal.g_02900
OG0001054	Praw.g_00650	Syal.g_02919
OG0001055	Praw.g_00631	Syal.g_02940
OG0001056	Praw.g_00612	Syal.g_02833
OG0001057	Praw.g_00607	Syal.g_01574
OG0001058	Praw.g_00599	Syal.g_02812
OG0001059	Praw.g_00595	Syal.g_02808
OG0001060	Praw.g_00588	Syal.g_02801
OG0001061	Praw.g_00575	Syal.g_02783
OG0001062	Praw.g_01923	Syal.g_02781
OG0001063	Praw.g_01925	Syal.g_02776
OG0001064	Praw.g_01926	Syal.g_02775
OG0001065	Praw.g_01927	Syal.g_02774
OG0001066	Praw.g_01928	Syal.g_02773
OG0001067	Praw.g_01929	Syal.g_02772
OG0001068	Praw.g_01930	Syal.g_02771
OG0001069	Praw.g_01931	Syal.g_02770
OG0001070	Praw.g_01934	Syal.g_02766
OG0001071	Praw.g_01935	Syal.g_02765
OG0001073	Praw.g_00140	Syal.g_02746
OG0001074	Praw.g_00151	Syal.g_02575
OG0001075	Praw.g_00152	Syal.g_02726
OG0001076	Praw.g_00160	Syal.g_02712
OG0001077	Praw.g_00164	Syal.g_02702
OG0001078	Praw.g_01886	Syal.g_02635
OG0001079	Praw.g_01875	Syal.g_02618
OG0001080	Praw.g_01869	Syal.g_02514
OG0001081	Praw.g_01867	Syal.g_02175
OG0001082	Praw.g_01866	Syal.g_02176
OG0001083	Praw.g_01861	Syal.g_02184
OG0001084	Praw.g_01860	Syal.g_02187
OG0001085	Praw.g_01852	Syal.g_02206
OG0001086	Praw.g_01851	Syal.g_02208
OG0001087	Praw.g_01834	Syal.g_01782
OG0001088	Praw.g_01833	Syal.g_01785
OG0001089	Praw.g_01825	Syal.g_01811
OG0001090	Praw.g_01808	Syal.g_01859
OG0001091	Praw.g_01806	Syal.g_01862
OG0001092	Praw.g_01805	Syal.g_01864
OG0001093	Praw.g_01800	Syal.g_02419
OG0001094	Praw.g_01703	Syal.g_02216
OG0001095	Praw.g_01684	Syal.g_01879
OG0001096	Praw.g_01671	Syal.g_02447
OG0001097	Praw.g_01654	Syal.g_02473
OG0001098	Praw.g_01639	Syal.g_02083
OG0001099	Praw.g_01608	Syal.g_00837
OG0001100	Praw.g_01604	Syal.g_02293
OG0001101	Praw.g_01602	Syal.g_02292
OG0001102	Praw.g_01600	Syal.g_02289
OG0001103	Praw.g_01598	Syal.g_02287
OG0001104	Praw.g_01576	Syal.g_02241
OG0001105	Praw.g_01572	Syal.g_02236
OG0001106	Praw.g_01548	Syal.g_02007
OG0001107	Praw.g_01541	Syal.g_01993
OG0001108	Praw.g_01537	Syal.g_01985
OG0001109	Praw.g_01536	Syal.g_01983
OG0001110	Praw.g_01534	Syal.g_01981
OG0001111	Praw.g_01533	Syal.g_01979
OG0001112	Praw.g_01532	Syal.g_01977
OG0001113	Praw.g_01531	Syal.g_02244
OG0001114	Praw.g_01530	Syal.g_01976
OG0001115	Praw.g_01528	Syal.g_01972
OG0001116	Praw.g_01527	Syal.g_01970
OG0001117	Praw.g_01526	Syal.g_01969
OG0001118	Praw.g_01525	Syal.g_01968
OG0001119	Praw.g_01524	Syal.g_01966
OG0001120	Praw.g_01522	Syal.g_01962
OG0001121	Praw.g_00199, Praw.g_01519	Syal.g_02960
OG0001122	Praw.g_01495	Syal.g_01921
OG0001123	Praw.g_01491	Syal.g_01913
OG0001124	Praw.g_01489	Syal.g_01911
OG0001125	Praw.g_01488	Syal.g_01909
OG0001126	Praw.g_01478	Syal.g_01837
OG0001127	Praw.g_01477	Syal.g_01836
OG0001128	Praw.g_01475	Syal.g_01833
OG0001129	Praw.g_01474	Syal.g_01831
OG0001130	Praw.g_01473	Syal.g_01830
OG0001131	Praw.g_01437	Syal.g_02260
OG0001132	Praw.g_01427	Syal.g_02553
OG0001133	Praw.g_00187	Syal.g_02710
OG0001134	Praw.g_00201	Syal.g_02506
OG0001135	Praw.g_00204	Syal.g_02505
OG0001136	Praw.g_00231	Syal.g_01650
OG0001137	Praw.g_00242	Syal.g_01673
OG0001138	Praw.g_00260	Syal.g_01709
OG0001139	Praw.g_00261	Syal.g_01711
OG0001140	Praw.g_00262	Syal.g_01712
OG0001141	Praw.g_00263	Syal.g_01713
OG0001142	Praw.g_00264	Syal.g_01714
OG0001143	Praw.g_00271	Syal.g_01722
OG0001144	Praw.g_00276	Syal.g_01736
OG0001145	Praw.g_00971	Syal.g_01614
OG0001146	Praw.g_00985	Syal.g_01593
OG0001147	Praw.g_01001	Syal.g_00458
OG0001148	Praw.g_01018	Syal.g_02886
OG0001149	Praw.g_01019	Syal.g_02885
OG0001150	Praw.g_01020	Syal.g_02884
OG0001151	Praw.g_01031	Syal.g_02872
OG0001152	Praw.g_01032	Syal.g_02871
OG0001153	Praw.g_00368	Syal.g_00421
OG0001154	Praw.g_00370	Syal.g_00422
OG0001155	Praw.g_00382	Syal.g_02969
OG0001156	Praw.g_00385	Syal.g_02972
OG0001157	Praw.g_00386	Syal.g_02973
OG0001158	Praw.g_00387	Syal.g_02974
OG0001159	Praw.g_00388	Syal.g_02975
OG0001160	Praw.g_00412	Syal.g_00564
OG0001161	Praw.g_00423	Syal.g_01104
OG0001162	Praw.g_00434	Syal.g_01577
OG0001163	Praw.g_00507	Syal.g_00573
OG0001164	Praw.g_00511	Syal.g_00579
