Orthogroup	Praw	Syaf
OG0000565	Praw.g_00587	Syaf.g_02612
OG0000566	Praw.g_00585	Syaf.g_02608
OG0000567	Praw.g_00581	Syaf.g_02604
OG0000568	Praw.g_00580	Syaf.g_02599
OG0000569	Praw.g_00579	Syaf.g_02596
OG0000570	Praw.g_00578	Syaf.g_02595
OG0000571	Praw.g_00576	Syaf.g_02591
OG0000572	Praw.g_01933	Syaf.g_02575
OG0000573	Praw.g_01938	Syaf.g_02567
OG0000574	Praw.g_01939	Syaf.g_02566
OG0000575	Praw.g_01943	Syaf.g_02562
OG0000576	Praw.g_01945	Syaf.g_02560
OG0000577	Praw.g_01946	Syaf.g_02559
OG0000578	Praw.g_01947	Syaf.g_02558
OG0000579	Praw.g_01948	Syaf.g_02557
OG0000580	Praw.g_01949	Syaf.g_02556
OG0000581	Praw.g_00141	Syaf.g_02550
OG0000582	Praw.g_00144	Syaf.g_02374
OG0000583	Praw.g_00145	Syaf.g_02373
OG0000584	Praw.g_00146	Syaf.g_02372
OG0000585	Praw.g_00148	Syaf.g_02370
OG0000586	Praw.g_00149	Syaf.g_02369
OG0000587	Praw.g_00150	Syaf.g_02367
OG0000588	Praw.g_00154	Syaf.g_02350
OG0000589	Praw.g_00157	Syaf.g_02340
OG0000590	Praw.g_00158	Syaf.g_02339
OG0000591	Praw.g_00161	Syaf.g_02331
OG0000592	Praw.g_00162	Syaf.g_02330
OG0000593	Praw.g_00168	Syaf.g_02314
OG0000594	Praw.g_00169	Syaf.g_02313
OG0000595	Praw.g_01888	Syaf.g_02312
OG0000596	Praw.g_01884	Syaf.g_02307
OG0000597	Praw.g_01882	Syaf.g_02304
OG0000598	Praw.g_01881	Syaf.g_02303
OG0000599	Praw.g_01878	Syaf.g_02300
OG0000600	Praw.g_01877	Syaf.g_02299
OG0000601	Praw.g_01876	Syaf.g_02298
OG0000602	Praw.g_01874	Syaf.g_02293
OG0000603	Praw.g_01873	Syaf.g_02292
OG0000604	Praw.g_01872	Syaf.g_02289
OG0000605	Praw.g_01871	Syaf.g_01734
OG0000606	Praw.g_01868	Syaf.g_02145
OG0000607	Praw.g_01865	Syaf.g_02142
OG0000608	Praw.g_01864	Syaf.g_02141
OG0000609	Praw.g_01863	Syaf.g_02139
OG0000610	Praw.g_01858	Syaf.g_02132
OG0000611	Praw.g_01855	Syaf.g_02129
OG0000612	Praw.g_01854	Syaf.g_02128
OG0000613	Praw.g_01849	Syaf.g_00315
OG0000614	Praw.g_01830	Syaf.g_01469
OG0000615	Praw.g_01822	Syaf.g_02085
OG0000616	Praw.g_01818	Syaf.g_00518
OG0000617	Praw.g_01803	Syaf.g_01975
OG0000618	Praw.g_01802	Syaf.g_01974
OG0000619	Praw.g_01801	Syaf.g_01973
OG0000620	Praw.g_01798	Syaf.g_01966
OG0000621	Praw.g_01797	Syaf.g_01965
OG0000622	Praw.g_01796	Syaf.g_01964
OG0000623	Praw.g_01795	Syaf.g_01963
OG0000624	Praw.g_01794	Syaf.g_01961
OG0000625	Praw.g_01793	Syaf.g_01960
OG0000626	Praw.g_01792	Syaf.g_01959
OG0000627	Praw.g_01791	Syaf.g_01782
OG0000628	Praw.g_01790	Syaf.g_01783
OG0000629	Praw.g_01789	Syaf.g_01786
OG0000630	Praw.g_01786	Syaf.g_01790
OG0000631	Praw.g_01706	Syaf.g_01801
OG0000632	Praw.g_01705	Syaf.g_01802
OG0000633	Praw.g_01704	Syaf.g_01803
OG0000634	Praw.g_01701	Syaf.g_02053
OG0000635	Praw.g_01700	Syaf.g_02052
OG0000636	Praw.g_01698	Syaf.g_02050
OG0000637	Praw.g_01696	Syaf.g_02048
OG0000638	Praw.g_01695	Syaf.g_02047
OG0000639	Praw.g_01694	Syaf.g_02046
OG0000640	Praw.g_01693	Syaf.g_02045
OG0000641	Praw.g_01689	Syaf.g_02041
OG0000642	Praw.g_01688	Syaf.g_02040
OG0000643	Praw.g_01687	Syaf.g_02038
OG0000644	Praw.g_01686	Syaf.g_02037
OG0000645	Praw.g_01685	Syaf.g_02035
OG0000646	Praw.g_01683	Syaf.g_02032
OG0000647	Praw.g_01682	Syaf.g_02030
OG0000648	Praw.g_01680	Syaf.g_02027
OG0000649	Praw.g_01679	Syaf.g_02026
OG0000650	Praw.g_01678	Syaf.g_02025
OG0000651	Praw.g_01677	Syaf.g_02024
OG0000652	Praw.g_01676	Syaf.g_02023
OG0000653	Praw.g_01674	Syaf.g_02021
OG0000654	Praw.g_01673	Syaf.g_02020
OG0000655	Praw.g_01672	Syaf.g_02019
OG0000656	Praw.g_01669	Syaf.g_02016
OG0000657	Praw.g_01663	Syaf.g_01384
OG0000658	Praw.g_01662	Syaf.g_01381
OG0000659	Praw.g_01661	Syaf.g_01380
OG0000660	Praw.g_01657	Syaf.g_01376
OG0000661	Praw.g_01655	Syaf.g_01374
OG0000662	Praw.g_01653	Syaf.g_01372
OG0000663	Praw.g_01651	Syaf.g_01369
OG0000664	Praw.g_01650	Syaf.g_01368
OG0000665	Praw.g_01646	Syaf.g_00980
OG0000666	Praw.g_01645	Syaf.g_01733
OG0000667	Praw.g_01641	Syaf.g_01635
OG0000668	Praw.g_01611	Syaf.g_01928
OG0000669	Praw.g_01605	Syaf.g_02112
OG0000670	Praw.g_01603	Syaf.g_02769
OG0000671	Praw.g_01601	Syaf.g_02108
OG0000672	Praw.g_01599	Syaf.g_02105
OG0000673	Praw.g_01596	Syaf.g_02102
OG0000674	Praw.g_01594	Syaf.g_02100
OG0000675	Praw.g_01593	Syaf.g_02099
OG0000676	Praw.g_01591	Syaf.g_02097
OG0000677	Praw.g_01590	Syaf.g_02096
OG0000678	Praw.g_01588	Syaf.g_02092
OG0000679	Praw.g_01584	Syaf.g_02083
OG0000680	Praw.g_01583	Syaf.g_02082
OG0000681	Praw.g_01581	Syaf.g_02079
OG0000682	Praw.g_01580	Syaf.g_02078
OG0000683	Praw.g_01579	Syaf.g_02077
OG0000684	Praw.g_01577	Syaf.g_02072
OG0000685	Praw.g_01575	Syaf.g_02070
OG0000686	Praw.g_01574	Syaf.g_02069
OG0000687	Praw.g_01573	Syaf.g_02068
OG0000688	Praw.g_01570	Syaf.g_02063
OG0000689	Praw.g_01569	Syaf.g_02061
OG0000690	Praw.g_01568	Syaf.g_02060
OG0000691	Praw.g_01567	Syaf.g_02059
OG0000692	Praw.g_01565	Syaf.g_02058
OG0000693	Praw.g_01564	Syaf.g_02057
OG0000694	Praw.g_01563	Syaf.g_02056
OG0000695	Praw.g_01561	Syaf.g_01805
OG0000696	Praw.g_01560	Syaf.g_01806
OG0000697	Praw.g_01559	Syaf.g_01808
OG0000698	Praw.g_01556	Syaf.g_01811
OG0000699	Praw.g_01555	Syaf.g_01813
OG0000700	Praw.g_01554	Syaf.g_01814
OG0000701	Praw.g_01553	Syaf.g_01815
OG0000702	Praw.g_01551	Syaf.g_01843
OG0000703	Praw.g_01550	Syaf.g_01844
OG0000704	Praw.g_01549	Syaf.g_01846
OG0000705	Praw.g_01545	Syaf.g_01853
OG0000706	Praw.g_01544	Syaf.g_01854
OG0000707	Praw.g_01543	Syaf.g_01855
OG0000708	Praw.g_01542	Syaf.g_01858
OG0000709	Praw.g_01538	Syaf.g_01867
OG0000710	Praw.g_01535	Syaf.g_01878
OG0000711	Praw.g_01518	Syaf.g_01908
OG0000712	Praw.g_01516	Syaf.g_01910
OG0000713	Praw.g_01515	Syaf.g_01911
OG0000714	Praw.g_01514	Syaf.g_01913
OG0000715	Praw.g_01512	Syaf.g_01915
OG0000716	Praw.g_01510	Syaf.g_01919
OG0000717	Praw.g_01509	Syaf.g_01920
OG0000718	Praw.g_01498	Syaf.g_01924
OG0000719	Praw.g_01496	Syaf.g_01926
OG0000720	Praw.g_01487	Syaf.g_01939
OG0000721	Praw.g_01485	Syaf.g_01941
OG0000722	Praw.g_01484	Syaf.g_01942
OG0000723	Praw.g_01481	Syaf.g_01957
OG0000724	Praw.g_01472	Syaf.g_01418
OG0000725	Praw.g_01466	Syaf.g_01445
OG0000726	Praw.g_01465	Syaf.g_01446
OG0000727	Praw.g_01464	Syaf.g_01447
OG0000728	Praw.g_01462	Syaf.g_01449
OG0000729	Praw.g_01416	Syaf.g_00405
OG0000730	Praw.g_00172	Syaf.g_00026
OG0000731	Praw.g_00176	Syaf.g_00014
OG0000732	Praw.g_00183	Syaf.g_00444
OG0000733	Praw.g_00202	Syaf.g_00615
OG0000734	Praw.g_00219	Syaf.g_00895
OG0000735	Praw.g_00221	Syaf.g_01273
OG0000736	Praw.g_00222	Syaf.g_01274
OG0000737	Praw.g_00223	Syaf.g_01275
OG0000738	Praw.g_00227	Syaf.g_01280
OG0000739	Praw.g_00228	Syaf.g_01281
OG0000740	Praw.g_00229	Syaf.g_01282
OG0000741	Praw.g_00230	Syaf.g_01285
OG0000742	Praw.g_00233	Syaf.g_01287
OG0000743	Praw.g_00235	Syaf.g_01289
OG0000744	Praw.g_00236	Syaf.g_01290
OG0000745	Praw.g_00237	Syaf.g_01293
OG0000746	Praw.g_00239	Syaf.g_01295
OG0000747	Praw.g_00240	Syaf.g_01296
OG0000748	Praw.g_00243	Syaf.g_01307
OG0000749	Praw.g_00244	Syaf.g_01309
OG0000750	Praw.g_00245	Syaf.g_01310
OG0000751	Praw.g_00247	Syaf.g_01317
OG0000752	Praw.g_00249	Syaf.g_01319
OG0000753	Praw.g_00252	Syaf.g_01322
OG0000754	Praw.g_00255	Syaf.g_01611
OG0000755	Praw.g_00258	Syaf.g_01599
OG0000756	Praw.g_00259	Syaf.g_01598
OG0000757	Praw.g_00265	Syaf.g_01590
OG0000758	Praw.g_00266	Syaf.g_01589
OG0000759	Praw.g_00267	Syaf.g_01588
OG0000760	Praw.g_00268	Syaf.g_01587
OG0000761	Praw.g_00269	Syaf.g_01586
OG0000762	Praw.g_00270	Syaf.g_01584
OG0000763	Praw.g_00272	Syaf.g_01582
OG0000764	Praw.g_00273	Syaf.g_01581
OG0000765	Praw.g_00282	Syaf.g_01564
OG0000766	Praw.g_00283	Syaf.g_01563
OG0000767	Praw.g_00285	Syaf.g_01561
OG0000768	Praw.g_00286	Syaf.g_01560
OG0000769	Praw.g_00288	Syaf.g_01558
OG0000770	Praw.g_00290	Syaf.g_01553
OG0000771	Praw.g_00904	Syaf.g_01411
OG0000772	Praw.g_00954	Syaf.g_01705
OG0000773	Praw.g_00970	Syaf.g_01268
OG0000774	Praw.g_00972	Syaf.g_01263
OG0000775	Praw.g_00976	Syaf.g_01261
OG0000776	Praw.g_00977	Syaf.g_01260
OG0000777	Praw.g_00978	Syaf.g_01259
OG0000778	Praw.g_00979	Syaf.g_01258
OG0000779	Praw.g_00983	Syaf.g_01252
OG0000780	Praw.g_00984	Syaf.g_01249
OG0000781	Praw.g_00987	Syaf.g_01245
OG0000782	Praw.g_00988	Syaf.g_01244
OG0000783	Praw.g_00989	Syaf.g_01243
OG0000784	Praw.g_00990	Syaf.g_01242
OG0000785	Praw.g_00992	Syaf.g_01240
OG0000786	Praw.g_00994	Syaf.g_02546
OG0000787	Praw.g_00995	Syaf.g_02547
OG0000788	Praw.g_01002	Syaf.g_02297
OG0000789	Praw.g_01006	Syaf.g_01750
OG0000790	Praw.g_01021	Syaf.g_02738
OG0000791	Praw.g_01023	Syaf.g_02740
OG0000792	Praw.g_01024	Syaf.g_02741
OG0000793	Praw.g_01027	Syaf.g_02746
OG0000794	Praw.g_01028	Syaf.g_02747
OG0000795	Praw.g_01029	Syaf.g_02748
OG0000796	Praw.g_01033	Syaf.g_02752
OG0000797	Praw.g_01034	Syaf.g_02753
OG0000798	Praw.g_01057	Syaf.g_00240
OG0000799	Praw.g_01101	Syaf.g_02380
OG0000800	Praw.g_01100	Syaf.g_02383
OG0000801	Praw.g_01099	Syaf.g_02384
OG0000802	Praw.g_01097	Syaf.g_02388
OG0000803	Praw.g_01095	Syaf.g_02393
OG0000804	Praw.g_01094	Syaf.g_02396
OG0000805	Praw.g_01092	Syaf.g_02398
OG0000806	Praw.g_01090	Syaf.g_02405
OG0000807	Praw.g_01089	Syaf.g_02406
OG0000808	Praw.g_01088	Syaf.g_02407
OG0000809	Praw.g_01085	Syaf.g_02410
OG0000810	Praw.g_01084	Syaf.g_02411
OG0000811	Praw.g_01077	Syaf.g_02420
OG0000812	Praw.g_01075	Syaf.g_02422
OG0000813	Praw.g_00343	Syaf.g_02423
OG0000814	Praw.g_00345	Syaf.g_02425
OG0000815	Praw.g_00346	Syaf.g_02426
OG0000816	Praw.g_00348	Syaf.g_02428
OG0000817	Praw.g_00349	Syaf.g_02429
OG0000818	Praw.g_00354	Syaf.g_02442
OG0000819	Praw.g_00355	Syaf.g_02443
OG0000820	Praw.g_00356	Syaf.g_02444
OG0000821	Praw.g_00359	Syaf.g_02450
OG0000822	Praw.g_00360	Syaf.g_02452
OG0000823	Praw.g_00361	Syaf.g_02453
OG0000824	Praw.g_00364	Syaf.g_02459
OG0000825	Praw.g_00365	Syaf.g_02460
OG0000826	Praw.g_00366	Syaf.g_02461
OG0000827	Praw.g_00367	Syaf.g_02462
OG0000828	Praw.g_00371	Syaf.g_02465
OG0000829	Praw.g_00372	Syaf.g_02466
OG0000830	Praw.g_00373	Syaf.g_02467
OG0000831	Praw.g_00375	Syaf.g_02470
OG0000832	Praw.g_00381	Syaf.g_01109
OG0000833	Praw.g_00389	Syaf.g_01100
OG0000834	Praw.g_00390	Syaf.g_01098
OG0000835	Praw.g_00391	Syaf.g_01097
OG0000836	Praw.g_00392	Syaf.g_01093
OG0000837	Praw.g_00393	Syaf.g_01091
OG0000838	Praw.g_00395	Syaf.g_01087
OG0000839	Praw.g_00396	Syaf.g_01086
OG0000840	Praw.g_00397	Syaf.g_01085
OG0000841	Praw.g_00398	Syaf.g_01084
OG0000842	Praw.g_00399	Syaf.g_01083
OG0000843	Praw.g_00400	Syaf.g_01082
OG0000844	Praw.g_00401	Syaf.g_01080
OG0000845	Praw.g_00402	Syaf.g_01079
OG0000846	Praw.g_00403	Syaf.g_01078
OG0000847	Praw.g_00404	Syaf.g_01077
OG0000848	Praw.g_00405	Syaf.g_01075
OG0000849	Praw.g_00406	Syaf.g_01074
OG0000850	Praw.g_00408	Syaf.g_01072
OG0000851	Praw.g_00409	Syaf.g_01061
OG0000852	Praw.g_00410	Syaf.g_01060
OG0000853	Praw.g_00414	Syaf.g_01056
OG0000854	Praw.g_00416	Syaf.g_01054
OG0000855	Praw.g_00417	Syaf.g_01053
OG0000856	Praw.g_00430	Syaf.g_02328
OG0000857	Praw.g_00458	Syaf.g_02031
OG0000858	Praw.g_00509	Syaf.g_01047
OG0000859	Praw.g_00510	Syaf.g_01046
OG0000860	Praw.g_00517	Syaf.g_01031
OG0000861	Praw.g_00518	Syaf.g_01030
OG0000862	Praw.g_00519	Syaf.g_01029
OG0000863	Praw.g_00521	Syaf.g_01026
OG0000864	Praw.g_00522	Syaf.g_01025
OG0000865	Praw.g_00523	Syaf.g_01024
OG0000866	Praw.g_00524	Syaf.g_01023
OG0000867	Praw.g_00525	Syaf.g_01022
OG0000868	Praw.g_00526	Syaf.g_01019
OG0000869	Praw.g_00530	Syaf.g_01014
OG0000870	Praw.g_00535	Syaf.g_01009
OG0000871	Praw.g_00536	Syaf.g_01008
OG0000872	Praw.g_00537	Syaf.g_01001
OG0000873	Praw.g_00540	Syaf.g_00998
OG0000874	Praw.g_00543	Syaf.g_01002
OG0000875	Praw.g_00544	Syaf.g_00996
OG0000876	Praw.g_00545	Syaf.g_01198
OG0000877	Praw.g_00547	Syaf.g_01188
OG0000878	Praw.g_00548	Syaf.g_01187
OG0000879	Praw.g_00549	Syaf.g_01186
OG0000880	Praw.g_00550	Syaf.g_01185
OG0000881	Praw.g_00554	Syaf.g_01179
OG0000882	Praw.g_00559	Syaf.g_01174
OG0000883	Praw.g_00561	Syaf.g_01172
OG0000884	Praw.g_00563	Syaf.g_01170
OG0000885	Praw.g_00564	Syaf.g_01169
OG0000886	Praw.g_00565	Syaf.g_01168
OG0000887	Praw.g_00566	Syaf.g_01167
OG0000888	Praw.g_00568	Syaf.g_01165
OG0000889	Praw.g_00570	Syaf.g_01163
OG0000890	Praw.g_00571	Syaf.g_01157
OG0000891	Praw.g_00572	Syaf.g_01156
OG0000892	Praw.g_01921	Syaf.g_01154
OG0000893	Praw.g_01917	Syaf.g_00178
OG0000894	Praw.g_01915	Syaf.g_00175
OG0000895	Praw.g_01912	Syaf.g_00171
OG0000896	Praw.g_01911	Syaf.g_00170
OG0000897	Praw.g_01909	Syaf.g_00168
OG0000898	Praw.g_01908	Syaf.g_00167
OG0000899	Praw.g_01907	Syaf.g_00166
OG0000900	Praw.g_01906	Syaf.g_00165
OG0000901	Praw.g_01903	Syaf.g_00160
OG0000902	Praw.g_01901	Syaf.g_00158
OG0000903	Praw.g_01898	Syaf.g_00141
OG0000904	Praw.g_01896	Syaf.g_00146
OG0000905	Praw.g_01892	Syaf.g_00151
OG0000906	Praw.g_01891	Syaf.g_00154
OG0000907	Praw.g_00138	Syaf.g_00139
OG0000908	Praw.g_00135	Syaf.g_00136
OG0000909	Praw.g_00134	Syaf.g_00135
OG0000910	Praw.g_00133	Syaf.g_00134
OG0000911	Praw.g_00131	Syaf.g_00132
OG0000912	Praw.g_00130	Syaf.g_00131
OG0000913	Praw.g_00129	Syaf.g_00130
OG0000914	Praw.g_00128	Syaf.g_00129
OG0000915	Praw.g_00127	Syaf.g_00127
OG0000916	Praw.g_00126	Syaf.g_00126
OG0000917	Praw.g_00125	Syaf.g_00125
OG0000918	Praw.g_00124	Syaf.g_00124
OG0000919	Praw.g_00123	Syaf.g_00123
OG0000920	Praw.g_00122	Syaf.g_00122
OG0000921	Praw.g_00121	Syaf.g_00121
OG0000922	Praw.g_00120	Syaf.g_00120
OG0000923	Praw.g_00116	Syaf.g_00116
OG0000924	Praw.g_00115	Syaf.g_00115
OG0000925	Praw.g_00114	Syaf.g_00114
OG0000926	Praw.g_00113	Syaf.g_00113
OG0000927	Praw.g_00111	Syaf.g_00111
OG0000928	Praw.g_00110	Syaf.g_00110
OG0000929	Praw.g_00109	Syaf.g_00109
OG0000930	Praw.g_00108	Syaf.g_00108
OG0000931	Praw.g_00107	Syaf.g_00107
OG0000932	Praw.g_00106	Syaf.g_00106
OG0000933	Praw.g_00102	Syaf.g_00100
OG0000934	Praw.g_00100	Syaf.g_00098
OG0000935	Praw.g_00099	Syaf.g_00097
OG0000936	Praw.g_00098	Syaf.g_00096
OG0000937	Praw.g_00097	Syaf.g_00095
OG0000938	Praw.g_00095	Syaf.g_00092
OG0000939	Praw.g_00094	Syaf.g_00091
OG0000940	Praw.g_00087	Syaf.g_00084
OG0000941	Praw.g_00085	Syaf.g_00082
OG0000942	Praw.g_00083	Syaf.g_00080
OG0000943	Praw.g_00082	Syaf.g_00079
OG0000944	Praw.g_00081	Syaf.g_00077
OG0000945	Praw.g_00080	Syaf.g_00075
OG0000946	Praw.g_00076	Syaf.g_00070
OG0000947	Praw.g_00074	Syaf.g_00067
OG0000948	Praw.g_00073	Syaf.g_00066
OG0000949	Praw.g_00070	Syaf.g_00337
OG0000950	Praw.g_00065	Syaf.g_00351
OG0000951	Praw.g_00061	Syaf.g_00358
OG0000952	Praw.g_00057	Syaf.g_00363
OG0000953	Praw.g_00054	Syaf.g_00367
OG0000954	Praw.g_00050	Syaf.g_00372
OG0000955	Praw.g_00049	Syaf.g_00373
OG0000956	Praw.g_00047	Syaf.g_00375
OG0000957	Praw.g_00041	Syaf.g_00386
OG0000958	Praw.g_00040	Syaf.g_00387
OG0000959	Praw.g_00036	Syaf.g_00391
OG0000960	Praw.g_00035	Syaf.g_00392
OG0000961	Praw.g_00033	Syaf.g_00402
OG0000962	Praw.g_00031	Syaf.g_00404
OG0000963	Praw.g_00027	Syaf.g_00409
OG0000964	Praw.g_00026	Syaf.g_00410
OG0000965	Praw.g_00025	Syaf.g_00411
OG0000966	Praw.g_00018	Syaf.g_00421
OG0000967	Praw.g_00014	Syaf.g_00426
OG0000968	Praw.g_00012	Syaf.g_00417
OG0000969	Praw.g_00011	Syaf.g_00423
OG0000970	Praw.g_00010	Syaf.g_00424
OG0000971	Praw.g_00009	Syaf.g_00429
OG0000972	Praw.g_00008	Syaf.g_00430
OG0000973	Praw.g_00007	Syaf.g_00431
OG0000974	Praw.g_00006	Syaf.g_00432
OG0000975	Praw.g_00005	Syaf.g_00433
OG0000976	Praw.g_00004	Syaf.g_00434
OG0000977	Praw.g_00003	Syaf.g_00436
OG0000978	Praw.g_00002	Syaf.g_00437
OG0000979	Praw.g_01192	Syaf.g_00440
OG0000980	Praw.g_01190	Syaf.g_00443
OG0000981	Praw.g_01188	Syaf.g_00446
OG0000982	Praw.g_01186	Syaf.g_00645
OG0000983	Praw.g_01185	Syaf.g_00644
OG0000984	Praw.g_01184	Syaf.g_00643
OG0000985	Praw.g_01181	Syaf.g_00641
OG0000986	Praw.g_01179	Syaf.g_00639
OG0000987	Praw.g_01178	Syaf.g_00637
OG0000988	Praw.g_01175	Syaf.g_00633
OG0000989	Praw.g_01171	Syaf.g_00624
OG0000990	Praw.g_01168	Syaf.g_00606
OG0000991	Praw.g_01167	Syaf.g_00604
OG0000992	Praw.g_01165	Syaf.g_00601
OG0000993	Praw.g_01164	Syaf.g_00600
OG0000994	Praw.g_01163	Syaf.g_00597
OG0000995	Praw.g_01159	Syaf.g_00592
OG0000996	Praw.g_01158	Syaf.g_00543
OG0000997	Praw.g_01157	Syaf.g_00532
OG0000998	Praw.g_01155	Syaf.g_00530
OG0000999	Praw.g_01154	Syaf.g_00529
OG0001000	Praw.g_01151	Syaf.g_00526
OG0001001	Praw.g_01149	Syaf.g_00521
OG0001002	Praw.g_01145	Syaf.g_00515
OG0001003	Praw.g_01144	Syaf.g_00514
OG0001004	Praw.g_01143	Syaf.g_00513
OG0001005	Praw.g_01142	Syaf.g_00510
OG0001006	Praw.g_01138	Syaf.g_00500
OG0001007	Praw.g_01136	Syaf.g_00498
OG0001008	Praw.g_00710	Syaf.g_01215
OG0001009	Praw.g_01401	Syaf.g_00466
OG0001010	Praw.g_01400	Syaf.g_00465
OG0001011	Praw.g_01399	Syaf.g_00463
OG0001012	Praw.g_01385	Syaf.g_00649
OG0001013	Praw.g_01380	Syaf.g_00669
OG0001014	Praw.g_01377	Syaf.g_00691
OG0001015	Praw.g_01376	Syaf.g_00692
OG0001016	Praw.g_01361	Syaf.g_00958
OG0001017	Praw.g_01357	Syaf.g_00952
OG0001018	Praw.g_01354	Syaf.g_00950
OG0001019	Praw.g_01345	Syaf.g_00931
OG0001020	Praw.g_01344	Syaf.g_00926
OG0001021	Praw.g_01343	Syaf.g_00922
OG0001022	Praw.g_01341	Syaf.g_00918
OG0001023	Praw.g_01340	Syaf.g_00917
OG0001024	Praw.g_01337	Syaf.g_00913
OG0001025	Praw.g_01331	Syaf.g_00906
OG0001026	Praw.g_01324	Syaf.g_00893
OG0001027	Praw.g_01323	Syaf.g_00884
OG0001028	Praw.g_01321	Syaf.g_00882
OG0001029	Praw.g_01320	Syaf.g_00880
OG0001030	Praw.g_01305	Syaf.g_00860
OG0001031	Praw.g_01249	Syaf.g_00784
OG0001032	Praw.g_01248	Syaf.g_00781
OG0001034	Praw.g_01199	Syaf.g_02787
OG0001035	Praw.g_00879	Syaf.g_00207
OG0001036	Praw.g_00875	Syaf.g_00212
OG0001037	Praw.g_00874	Syaf.g_00214
OG0001038	Praw.g_00856	Syaf.g_00242
OG0001039	Praw.g_00853	Syaf.g_00245
OG0001040	Praw.g_00851	Syaf.g_00248
OG0001041	Praw.g_00847	Syaf.g_00253
OG0001042	Praw.g_00830	Syaf.g_00275
OG0001043	Praw.g_00829	Syaf.g_00279
OG0001044	Praw.g_00797	Syaf.g_00024
OG0001045	Praw.g_00789	Syaf.g_00011
OG0001046	Praw.g_00754	Syaf.g_01894
OG0001047	Praw.g_00708	Syaf.g_01217
OG0001048	Praw.g_00707	Syaf.g_01218
OG0001049	Praw.g_00705	Syaf.g_01226
OG0001050	Praw.g_00704	Syaf.g_01227
OG0001051	Praw.g_00703	Syaf.g_01228
OG0001052	Praw.g_00676	Syaf.g_02502
OG0001053	Praw.g_00665	Syaf.g_02718
OG0001054	Praw.g_00650	Syaf.g_02701
OG0001056	Praw.g_00612	Syaf.g_02649
OG0001057	Praw.g_00607	Syaf.g_02638
OG0001058	Praw.g_00599	Syaf.g_02624
OG0001059	Praw.g_00595	Syaf.g_02620
OG0001060	Praw.g_00588	Syaf.g_02614
OG0001061	Praw.g_00575	Syaf.g_02590
OG0001062	Praw.g_01923	Syaf.g_02588
OG0001063	Praw.g_01925	Syaf.g_02583
OG0001064	Praw.g_01926	Syaf.g_02582
OG0001065	Praw.g_01927	Syaf.g_02581
OG0001066	Praw.g_01928	Syaf.g_02580
OG0001067	Praw.g_01929	Syaf.g_02579
OG0001068	Praw.g_01930	Syaf.g_02578
OG0001069	Praw.g_01931	Syaf.g_02577
OG0001070	Praw.g_01934	Syaf.g_02574
OG0001071	Praw.g_01935	Syaf.g_02573
OG0001073	Praw.g_00140	Syaf.g_02555
OG0001074	Praw.g_00151	Syaf.g_02365
OG0001075	Praw.g_00152	Syaf.g_02363
OG0001076	Praw.g_00160	Syaf.g_02337
OG0001077	Praw.g_00164	Syaf.g_02325
OG0001078	Praw.g_01886	Syaf.g_02309
OG0001079	Praw.g_01875	Syaf.g_02296
OG0001080	Praw.g_01869	Syaf.g_01740
OG0001081	Praw.g_01867	Syaf.g_02144
OG0001082	Praw.g_01866	Syaf.g_02143
OG0001083	Praw.g_01861	Syaf.g_02136
OG0001084	Praw.g_01860	Syaf.g_02135
OG0001085	Praw.g_01852	Syaf.g_02125
OG0001086	Praw.g_01851	Syaf.g_02123
OG0001087	Praw.g_01834	Syaf.g_01482
OG0001088	Praw.g_01833	Syaf.g_01478
OG0001089	Praw.g_01825	Syaf.g_01453
OG0001090	Praw.g_01808	Syaf.g_01981
OG0001091	Praw.g_01806	Syaf.g_01979
OG0001092	Praw.g_01805	Syaf.g_01977
OG0001093	Praw.g_01800	Syaf.g_01971
OG0001094	Praw.g_01703	Syaf.g_02055
OG0001095	Praw.g_01684	Syaf.g_02034
OG0001096	Praw.g_01671	Syaf.g_02018
OG0001097	Praw.g_01654	Syaf.g_01373
OG0001098	Praw.g_01639	Syaf.g_01743
OG0001099	Praw.g_01608	Syaf.g_00881
OG0001100	Praw.g_01604	Syaf.g_02110
OG0001101	Praw.g_01602	Syaf.g_02109
OG0001102	Praw.g_01600	Syaf.g_02106
OG0001103	Praw.g_01598	Syaf.g_02104
OG0001104	Praw.g_01576	Syaf.g_02071
OG0001105	Praw.g_01572	Syaf.g_02067
OG0001106	Praw.g_01548	Syaf.g_01847
OG0001107	Praw.g_01541	Syaf.g_01859
OG0001108	Praw.g_01537	Syaf.g_01868
OG0001109	Praw.g_01536	Syaf.g_01877
OG0001110	Praw.g_01534	Syaf.g_01879
OG0001111	Praw.g_01533	Syaf.g_01881
OG0001112	Praw.g_01532	Syaf.g_01883
OG0001113	Praw.g_01531	Syaf.g_01884
OG0001114	Praw.g_01530	Syaf.g_01885
OG0001115	Praw.g_01528	Syaf.g_01889
OG0001116	Praw.g_01527	Syaf.g_01891
OG0001117	Praw.g_01526	Syaf.g_01892
OG0001118	Praw.g_01525	Syaf.g_01893
OG0001119	Praw.g_01524	Syaf.g_01895
OG0001120	Praw.g_01522	Syaf.g_01899
OG0001122	Praw.g_01495	Syaf.g_01927
OG0001123	Praw.g_01491	Syaf.g_01934
OG0001124	Praw.g_01489	Syaf.g_01936
OG0001125	Praw.g_01488	Syaf.g_01938
OG0001126	Praw.g_01478	Syaf.g_01409
OG0001127	Praw.g_01477	Syaf.g_01410
