Orthogroup	Prab	Prao
OG0000573	Prab.g_00631	Prao.g_00065
OG0000574	Prab.g_00632	Prao.g_00066
OG0000575	Prab.g_00633	Prao.g_00067
OG0000576	Prab.g_00634	Prao.g_00068
OG0000577	Prab.g_00635	Prao.g_00069
OG0000578	Prab.g_00636	Prao.g_00070
OG0000579	Prab.g_00637	Prao.g_00071
OG0000580	Prab.g_00638	Prao.g_00072
OG0000581	Prab.g_00639	Prao.g_00073
OG0000582	Prab.g_00640	Prao.g_00074
OG0000583	Prab.g_00641	Prao.g_00075
OG0000584	Prab.g_00643	Prao.g_00077
OG0000585	Prab.g_00644	Prao.g_00078
OG0000586	Prab.g_00645	Prao.g_00079
OG0000587	Prab.g_00646	Prao.g_00080
OG0000588	Prab.g_00647	Prao.g_00081
OG0000589	Prab.g_00648	Prao.g_00082
OG0000590	Prab.g_00649	Prao.g_00083
OG0000591	Prab.g_00650	Prao.g_00084
OG0000592	Prab.g_00651	Prao.g_00085
OG0000593	Prab.g_00652	Prao.g_00086
OG0000594	Prab.g_00653	Prao.g_00087
OG0000595	Prab.g_00654	Prao.g_00088
OG0000596	Prab.g_00655	Prao.g_00089
OG0000597	Prab.g_00659	Prao.g_00093
OG0000598	Prab.g_00660	Prao.g_00094
OG0000599	Prab.g_00661	Prao.g_00095
OG0000600	Prab.g_00662	Prao.g_00096
OG0000601	Prab.g_00663	Prao.g_00097
OG0000602	Prab.g_00664	Prao.g_00098
OG0000603	Prab.g_00665	Prao.g_00099
OG0000604	Prab.g_00666	Prao.g_00100
OG0000605	Prab.g_00667	Prao.g_00101
OG0000606	Prab.g_00668	Prao.g_00102
OG0000607	Prab.g_00669	Prao.g_00103
OG0000608	Prab.g_00670	Prao.g_00104
OG0000609	Prab.g_00672	Prao.g_00106
OG0000610	Prab.g_00673	Prao.g_00107
OG0000611	Prab.g_00675	Prao.g_00109
OG0000612	Prab.g_00676	Prao.g_00110
OG0000613	Prab.g_00678	Prao.g_00112
OG0000614	Prab.g_00684	Prao.g_00117
OG0000615	Prab.g_00685	Prao.g_00118
OG0000616	Prab.g_00686	Prao.g_00119
OG0000617	Prab.g_00688	Prao.g_00121
OG0000618	Prab.g_00689	Prao.g_00122
OG0000619	Prab.g_00690	Prao.g_00123
OG0000620	Prab.g_00692	Prao.g_00125
OG0000621	Prab.g_00693	Prao.g_00126
OG0000622	Prab.g_00694	Prao.g_00127
OG0000623	Prab.g_00695	Prao.g_00128
OG0000624	Prab.g_00697	Prao.g_00130
OG0000625	Prab.g_00698	Prao.g_00131
OG0000626	Prab.g_00699	Prao.g_00132
OG0000627	Prab.g_00700	Prao.g_00133
OG0000628	Prab.g_00701	Prao.g_00134
OG0000629	Prab.g_00702	Prao.g_00135
OG0000630	Prab.g_00704	Prao.g_00137
OG0000631	Prab.g_00705	Prao.g_00138
OG0000632	Prab.g_00711	Prao.g_00142
OG0000633	Prab.g_00712	Prao.g_00143
OG0000634	Prab.g_00724	Prao.g_00649
OG0000635	Prab.g_00726	Prao.g_00651
OG0000636	Prab.g_00727	Prao.g_00652
OG0000637	Prab.g_00729	Prao.g_00654
OG0000638	Prab.g_00730	Prao.g_00655
OG0000639	Prab.g_00731	Prao.g_00656
OG0000640	Prab.g_00732	Prao.g_00657
OG0000641	Prab.g_00733	Prao.g_00658
OG0000642	Prab.g_00734	Prao.g_00659
OG0000643	Prab.g_00735	Prao.g_00660
OG0000644	Prab.g_00737	Prao.g_00662
OG0000645	Prab.g_00738	Prao.g_00663
OG0000646	Prab.g_00739	Prao.g_00664
OG0000647	Prab.g_00740	Prao.g_00665
OG0000648	Prab.g_00741	Prao.g_00666
OG0000649	Prab.g_00742	Prao.g_00667
OG0000650	Prab.g_00743	Prao.g_00668
OG0000651	Prab.g_00744	Prao.g_00669
OG0000652	Prab.g_00746	Prao.g_00671
OG0000653	Prab.g_00765	Prao.g_00685
OG0000654	Prab.g_00768	Prao.g_00687
OG0000655	Prab.g_00778	Prao.g_00696
OG0000656	Prab.g_00783	Prao.g_00701
OG0000657	Prab.g_00804	Prao.g_00704
OG0000658	Prab.g_00805	Prao.g_00705
OG0000659	Prab.g_00806	Prao.g_00706
OG0000660	Prab.g_00818	Prao.g_00718
OG0000661	Prab.g_00827	Prao.g_00727
OG0000662	Prab.g_00829	Prao.g_00729
OG0000663	Prab.g_00831	Prao.g_00732
OG0000664	Prab.g_00832	Prao.g_00733
OG0000665	Prab.g_00833	Prao.g_00734
OG0000666	Prab.g_00834	Prao.g_00735
OG0000667	Prab.g_00835	Prao.g_00736
OG0000668	Prab.g_00836	Prao.g_00737
OG0000669	Prab.g_00837	Prao.g_00738
OG0000670	Prab.g_00839	Prao.g_00740
OG0000671	Prab.g_00840	Prao.g_00741
OG0000672	Prab.g_00841	Prao.g_00742
OG0000673	Prab.g_00842	Prao.g_00743
OG0000674	Prab.g_00843	Prao.g_00744
OG0000675	Prab.g_00844	Prao.g_00745
OG0000676	Prab.g_00846	Prao.g_00747
OG0000677	Prab.g_00848	Prao.g_00749
OG0000678	Prab.g_00849	Prao.g_00750
OG0000679	Prab.g_00850	Prao.g_00751
OG0000680	Prab.g_00851	Prao.g_00752
OG0000681	Prab.g_00852	Prao.g_00753
OG0000682	Prab.g_00853	Prao.g_00754
OG0000683	Prab.g_00854	Prao.g_00755
OG0000684	Prab.g_00855	Prao.g_00756
OG0000685	Prab.g_00856	Prao.g_00757
OG0000686	Prab.g_00857	Prao.g_00758
OG0000687	Prab.g_00858	Prao.g_00759
OG0000688	Prab.g_00859	Prao.g_00760
OG0000689	Prab.g_00860	Prao.g_00761
OG0000690	Prab.g_00861	Prao.g_00762
OG0000691	Prab.g_00863	Prao.g_00764
OG0000692	Prab.g_00864	Prao.g_00765
OG0000693	Prab.g_00865	Prao.g_00766
OG0000694	Prab.g_00866	Prao.g_00767
OG0000695	Prab.g_00867	Prao.g_00768
OG0000696	Prab.g_00868	Prao.g_00769
OG0000697	Prab.g_00870	Prao.g_00771
OG0000698	Prab.g_00871	Prao.g_00772
OG0000699	Prab.g_00874	Prao.g_00776
OG0000700	Prab.g_00875	Prao.g_00777
OG0000701	Prab.g_00876	Prao.g_00778
OG0000702	Prab.g_00877	Prao.g_00779
OG0000703	Prab.g_00878	Prao.g_00780
OG0000704	Prab.g_00879	Prao.g_00781
OG0000705	Prab.g_00881	Prao.g_00783
OG0000706	Prab.g_00882	Prao.g_00784
OG0000707	Prab.g_00883	Prao.g_00785
OG0000708	Prab.g_00884	Prao.g_00786
OG0000709	Prab.g_00885	Prao.g_00787
OG0000710	Prab.g_00886	Prao.g_00788
OG0000711	Prab.g_00887	Prao.g_00789
OG0000712	Prab.g_00888	Prao.g_00790
OG0000713	Prab.g_00889	Prao.g_00791
OG0000714	Prab.g_00891	Prao.g_00793
OG0000715	Prab.g_00892	Prao.g_00794
OG0000716	Prab.g_00893	Prao.g_00795
OG0000717	Prab.g_00894	Prao.g_00796
OG0000718	Prab.g_00896	Prao.g_00797
OG0000719	Prab.g_00898	Prao.g_00799
OG0000720	Prab.g_00900	Prao.g_00801
OG0000721	Prab.g_00901	Prao.g_00802
OG0000722	Prab.g_01084	Prao.g_00829
OG0000723	Prab.g_01079	Prao.g_00834
OG0000724	Prab.g_01076	Prao.g_00837
OG0000725	Prab.g_01075	Prao.g_00838
OG0000726	Prab.g_01074	Prao.g_00839
OG0000727	Prab.g_01073	Prao.g_00840
OG0000728	Prab.g_01072	Prao.g_00841
OG0000729	Prab.g_01071	Prao.g_00842
OG0000730	Prab.g_01070	Prao.g_00843
OG0000731	Prab.g_01068	Prao.g_00845
OG0000732	Prab.g_01067	Prao.g_00846
OG0000733	Prab.g_01066	Prao.g_00847
OG0000734	Prab.g_01065	Prao.g_00848
OG0000735	Prab.g_01064	Prao.g_00849
OG0000736	Prab.g_01062	Prao.g_00851
OG0000737	Prab.g_01061	Prao.g_00852
OG0000738	Prab.g_01059	Prao.g_00854
OG0000739	Prab.g_01058	Prao.g_00855
OG0000740	Prab.g_01057	Prao.g_00856
OG0000741	Prab.g_01055	Prao.g_00858
OG0000742	Prab.g_01054	Prao.g_00859
OG0000743	Prab.g_01051	Prao.g_00862
OG0000744	Prab.g_01050	Prao.g_00863
OG0000745	Prab.g_01048	Prao.g_00864
OG0000746	Prab.g_01047	Prao.g_00865
OG0000747	Prab.g_01046	Prao.g_00866
OG0000748	Prab.g_01045	Prao.g_00867
OG0000749	Prab.g_01044	Prao.g_00868
OG0000750	Prab.g_01043	Prao.g_00869
OG0000751	Prab.g_01041	Prao.g_00871
OG0000752	Prab.g_01040	Prao.g_00872
OG0000753	Prab.g_01039	Prao.g_00873
OG0000754	Prab.g_01038	Prao.g_00874
OG0000755	Prab.g_01036	Prao.g_00876
OG0000756	Prab.g_01035	Prao.g_00877
OG0000757	Prab.g_01034	Prao.g_00878
OG0000758	Prab.g_01033	Prao.g_00879
OG0000759	Prab.g_01032	Prao.g_00880
OG0000760	Prab.g_01031	Prao.g_00881
OG0000761	Prab.g_01030	Prao.g_00882
OG0000762	Prab.g_01028	Prao.g_00884
OG0000763	Prab.g_01027	Prao.g_00885
OG0000764	Prab.g_01026	Prao.g_00886
OG0000765	Prab.g_01025	Prao.g_00887
OG0000766	Prab.g_01024	Prao.g_00888
OG0000767	Prab.g_01023	Prao.g_00889
OG0000768	Prab.g_01022	Prao.g_00890
OG0000769	Prab.g_01021	Prao.g_00891
OG0000770	Prab.g_01020	Prao.g_00892
OG0000771	Prab.g_01019	Prao.g_00893
OG0000772	Prab.g_01018	Prao.g_00894
OG0000773	Prab.g_01016	Prao.g_00896
OG0000774	Prab.g_01015	Prao.g_00897
OG0000775	Prab.g_01014	Prao.g_00898
OG0000776	Prab.g_01013	Prao.g_00899
OG0000777	Prab.g_01012	Prao.g_00900
OG0000778	Prab.g_01011	Prao.g_00901
OG0000779	Prab.g_01009	Prao.g_00903
OG0000780	Prab.g_01008	Prao.g_00904
OG0000781	Prab.g_01007	Prao.g_00905
OG0000782	Prab.g_01005	Prao.g_00907
OG0000783	Prab.g_01004	Prao.g_00908
OG0000784	Prab.g_01003	Prao.g_00909
OG0000785	Prab.g_01002	Prao.g_00910
OG0000786	Prab.g_01001	Prao.g_00911
OG0000787	Prab.g_00999	Prao.g_00913
OG0000788	Prab.g_00998	Prao.g_00914
OG0000789	Prab.g_00997	Prao.g_00915
OG0000790	Prab.g_00996	Prao.g_00916
OG0000791	Prab.g_00995	Prao.g_00917
OG0000792	Prab.g_00994	Prao.g_00918
OG0000793	Prab.g_00993	Prao.g_00919
OG0000794	Prab.g_00992	Prao.g_00920
OG0000795	Prab.g_00991	Prao.g_00921
OG0000796	Prab.g_00989	Prao.g_00923
OG0000797	Prab.g_00987	Prao.g_00925
OG0000798	Prab.g_00986	Prao.g_00926
OG0000799	Prab.g_00985	Prao.g_00927
OG0000800	Prab.g_00984	Prao.g_00928
OG0000801	Prab.g_00983	Prao.g_00929
OG0000802	Prab.g_00981	Prao.g_00931
OG0000803	Prab.g_00980	Prao.g_00932
OG0000804	Prab.g_00960	Prao.g_00943
OG0000805	Prab.g_00958	Prao.g_00945
OG0000806	Prab.g_00957	Prao.g_00946
OG0000807	Prab.g_00956	Prao.g_00947
OG0000808	Prab.g_00955	Prao.g_00948
OG0000809	Prab.g_00951	Prao.g_00952
OG0000810	Prab.g_00950	Prao.g_00953
OG0000811	Prab.g_00949	Prao.g_00954
OG0000812	Prab.g_00948	Prao.g_00955
OG0000813	Prab.g_00947	Prao.g_00956
OG0000814	Prab.g_00946	Prao.g_00957
OG0000815	Prab.g_00945	Prao.g_00958
OG0000816	Prab.g_00943	Prao.g_00960
OG0000817	Prab.g_00940	Prao.g_00963
OG0000818	Prab.g_00939	Prao.g_00964
OG0000819	Prab.g_00937	Prao.g_00966
OG0000820	Prab.g_00936	Prao.g_00967
OG0000821	Prab.g_00935	Prao.g_00968
OG0000822	Prab.g_00934	Prao.g_00969
OG0000823	Prab.g_00931	Prao.g_00972
OG0000824	Prab.g_00930	Prao.g_00973
OG0000825	Prab.g_00928	Prao.g_00975
OG0000826	Prab.g_00927	Prao.g_00976
OG0000827	Prab.g_00926	Prao.g_00977
OG0000828	Prab.g_00924	Prao.g_00979
OG0000829	Prab.g_01125	Prao.g_01007
OG0000830	Prab.g_01135	Prao.g_01016
OG0000831	Prab.g_01138	Prao.g_01019
OG0000832	Prab.g_01139	Prao.g_01020
OG0000833	Prab.g_01146	Prao.g_01027
OG0000834	Prab.g_01150	Prao.g_01156
OG0000835	Prab.g_01154	Prao.g_01152
OG0000836	Prab.g_01156	Prao.g_01150
OG0000837	Prab.g_01169	Prao.g_01137
OG0000838	Prab.g_01187	Prao.g_01121
OG0000839	Prab.g_01188	Prao.g_01120
OG0000840	Prab.g_01194	Prao.g_01115
OG0000841	Prab.g_01201	Prao.g_01108
OG0000842	Prab.g_01204	Prao.g_01104
OG0000843	Prab.g_01206	Prao.g_01102
OG0000844	Prab.g_01207	Prao.g_01101
OG0000845	Prab.g_01208	Prao.g_01100
OG0000846	Prab.g_01209	Prao.g_01099
OG0000847	Prab.g_01210	Prao.g_01098
OG0000848	Prab.g_01211	Prao.g_01097
OG0000849	Prab.g_01212	Prao.g_01096
OG0000850	Prab.g_01213	Prao.g_01095
OG0000851	Prab.g_01215	Prao.g_01093
OG0000852	Prab.g_01218	Prao.g_01090
OG0000853	Prab.g_01220	Prao.g_01088
OG0000854	Prab.g_01221	Prao.g_01087
OG0000855	Prab.g_01222	Prao.g_01086
OG0000856	Prab.g_01223	Prao.g_01085
OG0000857	Prab.g_01224	Prao.g_01084
OG0000858	Prab.g_01226	Prao.g_01082
OG0000859	Prab.g_01227	Prao.g_01081
OG0000860	Prab.g_01228	Prao.g_01080
OG0000861	Prab.g_01229	Prao.g_01079
OG0000862	Prab.g_01230	Prao.g_01078
OG0000863	Prab.g_01231	Prao.g_01077
OG0000864	Prab.g_01232	Prao.g_01076
OG0000865	Prab.g_01233	Prao.g_01075
OG0000866	Prab.g_01234	Prao.g_01074
OG0000867	Prab.g_01237	Prao.g_01071
OG0000868	Prab.g_01239	Prao.g_01069
OG0000869	Prab.g_01240	Prao.g_01068
OG0000870	Prab.g_01241	Prao.g_01067
OG0000871	Prab.g_01242	Prao.g_01066
OG0000872	Prab.g_01243	Prao.g_01065
OG0000873	Prab.g_01244	Prao.g_01064
OG0000874	Prab.g_01245	Prao.g_01063
OG0000875	Prab.g_01246	Prao.g_01062
OG0000876	Prab.g_01248	Prao.g_01060
OG0000877	Prab.g_01249	Prao.g_01059
OG0000878	Prab.g_01250	Prao.g_01058
OG0000879	Prab.g_01251	Prao.g_01057
OG0000880	Prab.g_01252	Prao.g_01056
OG0000881	Prab.g_01253	Prao.g_01055
OG0000882	Prab.g_01254	Prao.g_01054
OG0000883	Prab.g_01255	Prao.g_01053
OG0000884	Prab.g_01256	Prao.g_01052
OG0000885	Prab.g_01257	Prao.g_01051
OG0000886	Prab.g_01258	Prao.g_01050
OG0000887	Prab.g_01259	Prao.g_01049
OG0000888	Prab.g_01260	Prao.g_01048
OG0000889	Prab.g_01261	Prao.g_01047
OG0000890	Prab.g_01262	Prao.g_01046
OG0000891	Prab.g_01263	Prao.g_01045
OG0000892	Prab.g_01264	Prao.g_01044
OG0000893	Prab.g_01265	Prao.g_01043
OG0000894	Prab.g_01267	Prao.g_01041
OG0000895	Prab.g_01268	Prao.g_01040
OG0000896	Prab.g_01270	Prao.g_01038
OG0000897	Prab.g_01271	Prao.g_01037
OG0000898	Prab.g_01272	Prao.g_01036
OG0000899	Prab.g_01273	Prao.g_01035
OG0000900	Prab.g_01275	Prao.g_01033
OG0000901	Prab.g_01303	Prao.g_01305
OG0000902	Prab.g_01315	Prao.g_01287
OG0000903	Prab.g_01316	Prao.g_01286
OG0000904	Prab.g_01317	Prao.g_01285
OG0000905	Prab.g_01318	Prao.g_01284
OG0000906	Prab.g_01319	Prao.g_01283
OG0000907	Prab.g_01321	Prao.g_01281
OG0000908	Prab.g_01322	Prao.g_01280
OG0000909	Prab.g_01323	Prao.g_01279
OG0000910	Prab.g_01324	Prao.g_01278
OG0000911	Prab.g_01325	Prao.g_01277
OG0000912	Prab.g_01328	Prao.g_01274
OG0000913	Prab.g_01329	Prao.g_01273
OG0000914	Prab.g_01330	Prao.g_01272
OG0000915	Prab.g_01332	Prao.g_01270
OG0000916	Prab.g_01333	Prao.g_01269
OG0000917	Prab.g_01334	Prao.g_01268
OG0000918	Prab.g_01335	Prao.g_01267
OG0000919	Prab.g_01336	Prao.g_01266
OG0000920	Prab.g_01337	Prao.g_01265
OG0000921	Prab.g_01339	Prao.g_01263
OG0000922	Prab.g_01340	Prao.g_01262
OG0000923	Prab.g_01346	Prao.g_01257
OG0000925	Prab.g_01347	Prao.g_01253
OG0000926	Prab.g_01348	Prao.g_01252
OG0000927	Prab.g_01349	Prao.g_01251
OG0000928	Prab.g_01351	Prao.g_01249
OG0000929	Prab.g_01353	Prao.g_01247
OG0000930	Prab.g_01354	Prao.g_01245
OG0000931	Prab.g_01355	Prao.g_01244
OG0000932	Prab.g_01358	Prao.g_01241
OG0000933	Prab.g_01362	Prao.g_01237
OG0000934	Prab.g_01363	Prao.g_01236
OG0000935	Prab.g_01364	Prao.g_01235
OG0000936	Prab.g_01365	Prao.g_01234
OG0000937	Prab.g_01366	Prao.g_01233
OG0000938	Prab.g_01367	Prao.g_01232
OG0000939	Prab.g_01368	Prao.g_01231
OG0000940	Prab.g_01369	Prao.g_01230
OG0000941	Prab.g_01370	Prao.g_01229
OG0000942	Prab.g_01371	Prao.g_01228
OG0000943	Prab.g_01372	Prao.g_01227
OG0000944	Prab.g_01373	Prao.g_01226
OG0000945	Prab.g_01374	Prao.g_01225
OG0000946	Prab.g_01375	Prao.g_01224
OG0000947	Prab.g_01376	Prao.g_01223
OG0000948	Prab.g_01377	Prao.g_01222
OG0000949	Prab.g_01378	Prao.g_01221
OG0000950	Prab.g_01379	Prao.g_01220
OG0000951	Prab.g_01448	Prao.g_01379
OG0000952	Prab.g_01449	Prao.g_01380
OG0000953	Prab.g_01450	Prao.g_01381
OG0000954	Prab.g_01451	Prao.g_01382
OG0000955	Prab.g_01452	Prao.g_01383
OG0000956	Prab.g_01454	Prao.g_01385
OG0000957	Prab.g_01455	Prao.g_01386
OG0000958	Prab.g_01456	Prao.g_01387
OG0000959	Prab.g_01457	Prao.g_01388
OG0000960	Prab.g_01458	Prao.g_01389
OG0000961	Prab.g_01459	Prao.g_01390
OG0000962	Prab.g_01460	Prao.g_01391
OG0000963	Prab.g_01461	Prao.g_01392
OG0000964	Prab.g_01462	Prao.g_01393
OG0000965	Prab.g_01464	Prao.g_01395
OG0000966	Prab.g_01465	Prao.g_01396
OG0000967	Prab.g_01468	Prao.g_01399
OG0000968	Prab.g_01469	Prao.g_01400
OG0000969	Prab.g_01470	Prao.g_01401
OG0000970	Prab.g_01471	Prao.g_01402
OG0000971	Prab.g_01472	Prao.g_01403
OG0000972	Prab.g_01473	Prao.g_01404
OG0000973	Prab.g_01475	Prao.g_01406
OG0000974	Prab.g_01476	Prao.g_01407
OG0000975	Prab.g_01477	Prao.g_01408
OG0000976	Prab.g_01478	Prao.g_01409
OG0000977	Prab.g_01479	Prao.g_01410
OG0000978	Prab.g_01480	Prao.g_01411
OG0000979	Prab.g_01481	Prao.g_01412
OG0000980	Prab.g_01482	Prao.g_01413
OG0000981	Prab.g_01483	Prao.g_01414
OG0000982	Prab.g_01484	Prao.g_01415
OG0000983	Prab.g_01485	Prao.g_01416
OG0000984	Prab.g_01489	Prao.g_01419
OG0000985	Prab.g_01490	Prao.g_01420
OG0000986	Prab.g_01491	Prao.g_01421
OG0000987	Prab.g_01493	Prao.g_01423
OG0000988	Prab.g_01494	Prao.g_01424
OG0000989	Prab.g_01495	Prao.g_01425
OG0000990	Prab.g_01496	Prao.g_01426
OG0000991	Prab.g_01497	Prao.g_01427
OG0000992	Prab.g_01498	Prao.g_01428
OG0000993	Prab.g_01499	Prao.g_01429
OG0000994	Prab.g_01500	Prao.g_01430
OG0000995	Prab.g_01501	Prao.g_01431
OG0000996	Prab.g_01502	Prao.g_01432
OG0000997	Prab.g_01504	Prao.g_01434
OG0000998	Prab.g_01507	Prao.g_01437
OG0000999	Prab.g_01509	Prao.g_01439
OG0001000	Prab.g_01510	Prao.g_01440
OG0001001	Prab.g_01511	Prao.g_01441
OG0001002	Prab.g_01513	Prao.g_01443
OG0001003	Prab.g_01514	Prao.g_01444
OG0001004	Prab.g_01515	Prao.g_01445
OG0001005	Prab.g_01516	Prao.g_01446
OG0001006	Prab.g_01518	Prao.g_01448
OG0001007	Prab.g_01519	Prao.g_01449
OG0001008	Prab.g_01520	Prao.g_01450
OG0001009	Prab.g_01521	Prao.g_01451
OG0001010	Prab.g_01522	Prao.g_01452
OG0001011	Prab.g_01523	Prao.g_01453
OG0001012	Prab.g_01524	Prao.g_01454
OG0001013	Prab.g_01525	Prao.g_01455
OG0001014	Prab.g_01526	Prao.g_01456
OG0001015	Prab.g_01527	Prao.g_01457
OG0001016	Prab.g_01528	Prao.g_01458
OG0001017	Prab.g_01529	Prao.g_01459
OG0001018	Prab.g_01530	Prao.g_01460
OG0001019	Prab.g_01531	Prao.g_01461
OG0001020	Prab.g_01532	Prao.g_01462
OG0001021	Prab.g_01533	Prao.g_01463
OG0001022	Prab.g_01534	Prao.g_01464
OG0001023	Prab.g_01535	Prao.g_01465
OG0001024	Prab.g_01537	Prao.g_01467
OG0001025	Prab.g_01538	Prao.g_01468
OG0001026	Prab.g_01539	Prao.g_01469
OG0001027	Prab.g_01540	Prao.g_01470
OG0001028	Prab.g_01541	Prao.g_01471
OG0001029	Prab.g_01542	Prao.g_01472
OG0001030	Prab.g_01545	Prao.g_01475
OG0001031	Prab.g_01546	Prao.g_01476
OG0001032	Prab.g_01553	Prao.g_01484
OG0001033	Prab.g_01563	Prao.g_01491
OG0001034	Prab.g_01601	Prao.g_01519
OG0001035	Prab.g_01663	Prao.g_01546
OG0001036	Prab.g_01664	Prao.g_01547
OG0001037	Prab.g_01670	Prao.g_01553
OG0001038	Prab.g_01671	Prao.g_01554
OG0001039	Prab.g_01672	Prao.g_01555
OG0001040	Prab.g_01673	Prao.g_01556
OG0001041	Prab.g_01675	Prao.g_01558
OG0001042	Prab.g_01676	Prao.g_01559
OG0001043	Prab.g_01677	Prao.g_01560
OG0001044	Prab.g_01678	Prao.g_01561
OG0001045	Prab.g_01679	Prao.g_01562
OG0001046	Prab.g_01680	Prao.g_01563
OG0001047	Prab.g_01681	Prao.g_01564
OG0001048	Prab.g_01683	Prao.g_01566
OG0001049	Prab.g_01684	Prao.g_01567
OG0001050	Prab.g_01685	Prao.g_01568
OG0001051	Prab.g_01686	Prao.g_01569
OG0001052	Prab.g_01687	Prao.g_01570
OG0001053	Prab.g_01688	Prao.g_01571
OG0001054	Prab.g_01689	Prao.g_01572
OG0001055	Prab.g_01690	Prao.g_01573
OG0001056	Prab.g_01691	Prao.g_01574
OG0001057	Prab.g_01693	Prao.g_01576
OG0001058	Prab.g_01694	Prao.g_01577
OG0001059	Prab.g_01695	Prao.g_01578
OG0001060	Prab.g_01696	Prao.g_01579
OG0001061	Prab.g_01697	Prao.g_01580
OG0001062	Prab.g_01698	Prao.g_01581
OG0001063	Prab.g_01699	Prao.g_01582
OG0001064	Prab.g_01700	Prao.g_01583
OG0001065	Prab.g_01701	Prao.g_01584
OG0001066	Prab.g_01702	Prao.g_01585
OG0001067	Prab.g_01703	Prao.g_01586
OG0001068	Prab.g_01704	Prao.g_01587
OG0001069	Prab.g_01707	Prao.g_01590
OG0001070	Prab.g_01709	Prao.g_01592
OG0001071	Prab.g_01710	Prao.g_01593
OG0001072	Prab.g_01711	Prao.g_01594
OG0001073	Prab.g_01712	Prao.g_01595
OG0001074	Prab.g_01713	Prao.g_01596
OG0001075	Prab.g_01714	Prao.g_01597
OG0001076	Prab.g_01716	Prao.g_01599
OG0001077	Prab.g_01717	Prao.g_01600
OG0001078	Prab.g_01718	Prao.g_01601
OG0001079	Prab.g_01719	Prao.g_01602
OG0001080	Prab.g_01720	Prao.g_01603
OG0001081	Prab.g_01721	Prao.g_01604
OG0001082	Prab.g_01722	Prao.g_01605
OG0001083	Prab.g_01723	Prao.g_01606
OG0001084	Prab.g_01724	Prao.g_01607
OG0001085	Prab.g_01725	Prao.g_01608
OG0001086	Prab.g_01731	Prao.g_01615
OG0001087	Prab.g_01732	Prao.g_01616
OG0001088	Prab.g_01733	Prao.g_01617
OG0001089	Prab.g_01735	Prao.g_01619
OG0001090	Prab.g_01736	Prao.g_01620
OG0001091	Prab.g_01737	Prao.g_01621
OG0001092	Prab.g_01738	Prao.g_01622
OG0001093	Prab.g_01739	Prao.g_01623
OG0001094	Prab.g_01740	Prao.g_01624
OG0001095	Prab.g_01741	Prao.g_01625
OG0001096	Prab.g_01742	Prao.g_01626
OG0001097	Prab.g_01743	Prao.g_01627
OG0001098	Prab.g_01744	Prao.g_01628
OG0001099	Prab.g_01745	Prao.g_01629
OG0001100	Prab.g_01746	Prao.g_01630
OG0001101	Prab.g_01747	Prao.g_01631
OG0001102	Prab.g_01750	Prao.g_01634
OG0001103	Prab.g_01751	Prao.g_01635
OG0001104	Prab.g_01752	Prao.g_01636
OG0001105	Prab.g_01753	Prao.g_01638
OG0001106	Prab.g_01755	Prao.g_01640
OG0001107	Prab.g_01756	Prao.g_01641
OG0001108	Prab.g_01757	Prao.g_01642
OG0001109	Prab.g_01760	Prao.g_01645
OG0001110	Prab.g_01762	Prao.g_01647
OG0001111	Prab.g_01763	Prao.g_01648
OG0001112	Prab.g_01764	Prao.g_01649
OG0001113	Prab.g_01765	Prao.g_01650
OG0001114	Prab.g_01766	Prao.g_01651
OG0001115	Prab.g_01767	Prao.g_01652
OG0001116	Prab.g_01768	Prao.g_01653
OG0001117	Prab.g_01769	Prao.g_01654
OG0001118	Prab.g_01770	Prao.g_01655
OG0001119	Prab.g_01771	Prao.g_01656
OG0001120	Prab.g_01772	Prao.g_01657
OG0001121	Prab.g_01773	Prao.g_01658
OG0001122	Prab.g_01774	Prao.g_01659
OG0001123	Prab.g_01775	Prao.g_01660
OG0001124	Prab.g_01776	Prao.g_01661
OG0001125	Prab.g_01777	Prao.g_01662
OG0001126	Prab.g_01778	Prao.g_01663
OG0001127	Prab.g_01779	Prao.g_01664
OG0001128	Prab.g_01780	Prao.g_01665
OG0001129	Prab.g_01781	Prao.g_01666
OG0001130	Prab.g_01782	Prao.g_01667
OG0001131	Prab.g_01783	Prao.g_01668
OG0001132	Prab.g_01784	Prao.g_01669
OG0001133	Prab.g_01785	Prao.g_01670
OG0001134	Prab.g_01786	Prao.g_01671
OG0001135	Prab.g_01787	Prao.g_01672
OG0001136	Prab.g_01788	Prao.g_01673
OG0001137	Prab.g_01789	Prao.g_01674
OG0001138	Prab.g_01790	Prao.g_01675
OG0001139	Prab.g_01791	Prao.g_01676
OG0001140	Prab.g_01792	Prao.g_01677
OG0001141	Prab.g_01794	Prao.g_01679
OG0001142	Prab.g_01795	Prao.g_01680
OG0001143	Prab.g_01796	Prao.g_01681
OG0001144	Prab.g_01798	Prao.g_01683
OG0001145	Prab.g_01800	Prao.g_01685
OG0001146	Prab.g_01801	Prao.g_01686
OG0001147	Prab.g_01803	Prao.g_01688
OG0001148	Prab.g_01804	Prao.g_01689
OG0001149	Prab.g_01805	Prao.g_01690
OG0001150	Prab.g_01808	Prao.g_01693
OG0001151	Prab.g_01809	Prao.g_01694
OG0001152	Prab.g_01810	Prao.g_01695
OG0001153	Prab.g_01811	Prao.g_01696
OG0001154	Prab.g_01812	Prao.g_01697
OG0001155	Prab.g_01813	Prao.g_01698
