Orthogroup	Prab	Prac
OG0000578	Prab.g_00636	Prac.g_00740
OG0000579	Prab.g_00637	Prac.g_00739
OG0000580	Prab.g_00638	Prac.g_00738
OG0000581	Prab.g_00639	Prac.g_00737
OG0000582	Prab.g_00640	Prac.g_00736
OG0000583	Prab.g_00641	Prac.g_00735
OG0000584	Prab.g_00643	Prac.g_00733
OG0000585	Prab.g_00644	Prac.g_00732
OG0000586	Prab.g_00645	Prac.g_00731
OG0000587	Prab.g_00646	Prac.g_00730
OG0000588	Prab.g_00647	Prac.g_00729
OG0000589	Prab.g_00648	Prac.g_00728
OG0000590	Prab.g_00649	Prac.g_00727
OG0000591	Prab.g_00650	Prac.g_00726
OG0000592	Prab.g_00651	Prac.g_00725
OG0000593	Prab.g_00652	Prac.g_00724
OG0000594	Prab.g_00653	Prac.g_00723
OG0000595	Prab.g_00654	Prac.g_00722
OG0000596	Prab.g_00655	Prac.g_00721
OG0000597	Prab.g_00659	Prac.g_00717
OG0000598	Prab.g_00660	Prac.g_00716
OG0000599	Prab.g_00661	Prac.g_00715
OG0000600	Prab.g_00662	Prac.g_00714
OG0000601	Prab.g_00663	Prac.g_00713
OG0000602	Prab.g_00664	Prac.g_00712
OG0000603	Prab.g_00665	Prac.g_00711
OG0000604	Prab.g_00666	Prac.g_00710
OG0000605	Prab.g_00667	Prac.g_00709
OG0000606	Prab.g_00668	Prac.g_00708
OG0000607	Prab.g_00669	Prac.g_00707
OG0000608	Prab.g_00670	Prac.g_00706
OG0000609	Prab.g_00672	Prac.g_00704
OG0000610	Prab.g_00673	Prac.g_00703
OG0000611	Prab.g_00675	Prac.g_00701
OG0000612	Prab.g_00676	Prac.g_00700
OG0000613	Prab.g_00678	Prac.g_00698
OG0000614	Prab.g_00684	Prac.g_00692
OG0000615	Prab.g_00685	Prac.g_00691
OG0000616	Prab.g_00686	Prac.g_00690
OG0000617	Prab.g_00688	Prac.g_00688
OG0000618	Prab.g_00689	Prac.g_00687
OG0000619	Prab.g_00690	Prac.g_00686
OG0000620	Prab.g_00692	Prac.g_00684
OG0000621	Prab.g_00693	Prac.g_00683
OG0000622	Prab.g_00694	Prac.g_00682
OG0000623	Prab.g_00695	Prac.g_00681
OG0000624	Prab.g_00697	Prac.g_00679
OG0000625	Prab.g_00698	Prac.g_00678
OG0000626	Prab.g_00699	Prac.g_00677
OG0000627	Prab.g_00700	Prac.g_00676
OG0000628	Prab.g_00701	Prac.g_00675
OG0000629	Prab.g_00702	Prac.g_00674
OG0000630	Prab.g_00704	Prac.g_00672
OG0000631	Prab.g_00705	Prac.g_00671
OG0000632	Prab.g_00711	Prac.g_00667
OG0000633	Prab.g_00712	Prac.g_00666
OG0000634	Prab.g_00724	Prac.g_01559
OG0000635	Prab.g_00726	Prac.g_01557
OG0000636	Prab.g_00727	Prac.g_01556
OG0000637	Prab.g_00729	Prac.g_01554
OG0000638	Prab.g_00730	Prac.g_01553
OG0000639	Prab.g_00731	Prac.g_01552
OG0000640	Prab.g_00732	Prac.g_01551
OG0000641	Prab.g_00733	Prac.g_01550
OG0000642	Prab.g_00734	Prac.g_01549
OG0000643	Prab.g_00735	Prac.g_01548
OG0000644	Prab.g_00737	Prac.g_01546
OG0000645	Prab.g_00738	Prac.g_01545
OG0000646	Prab.g_00739	Prac.g_01544
OG0000647	Prab.g_00740	Prac.g_01543
OG0000648	Prab.g_00741	Prac.g_01542
OG0000649	Prab.g_00742	Prac.g_01541
OG0000650	Prab.g_00743	Prac.g_01540
OG0000651	Prab.g_00744	Prac.g_01539
OG0000652	Prab.g_00746	Prac.g_01537
OG0000653	Prab.g_00765	Prac.g_01523
OG0000654	Prab.g_00768	Prac.g_01521
OG0000655	Prab.g_00778	Prac.g_01513
OG0000656	Prab.g_00783	Prac.g_01508
OG0000657	Prab.g_00804	Prac.g_01507
OG0000658	Prab.g_00805	Prac.g_01506
OG0000659	Prab.g_00806	Prac.g_01505
OG0000660	Prab.g_00818	Prac.g_01498
OG0000661	Prab.g_00827	Prac.g_01489
OG0000662	Prab.g_00829	Prac.g_01487
OG0000663	Prab.g_00831	Prac.g_01484
OG0000664	Prab.g_00832	Prac.g_01483
OG0000665	Prab.g_00833	Prac.g_01482
OG0000666	Prab.g_00834	Prac.g_01481
OG0000667	Prab.g_00835	Prac.g_01480
OG0000668	Prab.g_00836	Prac.g_01479
OG0000669	Prab.g_00837	Prac.g_01478
OG0000670	Prab.g_00839	Prac.g_01476
OG0000671	Prab.g_00840	Prac.g_01475
OG0000672	Prab.g_00841	Prac.g_01474
OG0000673	Prab.g_00842	Prac.g_01473
OG0000674	Prab.g_00843	Prac.g_01472
OG0000675	Prab.g_00844	Prac.g_01471
OG0000676	Prab.g_00846	Prac.g_01469
OG0000677	Prab.g_00848	Prac.g_01467
OG0000678	Prab.g_00849	Prac.g_01466
OG0000679	Prab.g_00850	Prac.g_01465
OG0000680	Prab.g_00851	Prac.g_01464
OG0000681	Prab.g_00852	Prac.g_01463
OG0000682	Prab.g_00853	Prac.g_01462
OG0000683	Prab.g_00854	Prac.g_01461
OG0000684	Prab.g_00855	Prac.g_01460
OG0000685	Prab.g_00856	Prac.g_01459
OG0000686	Prab.g_00857	Prac.g_01458
OG0000687	Prab.g_00858	Prac.g_01457
OG0000688	Prab.g_00859	Prac.g_01456
OG0000689	Prab.g_00860	Prac.g_01455
OG0000690	Prab.g_00861	Prac.g_01454
OG0000691	Prab.g_00863	Prac.g_01452
OG0000692	Prab.g_00864	Prac.g_01451
OG0000693	Prab.g_00865	Prac.g_01450
OG0000694	Prab.g_00866	Prac.g_01449
OG0000695	Prab.g_00867	Prac.g_01448
OG0000696	Prab.g_00868	Prac.g_01447
OG0000697	Prab.g_00870	Prac.g_01445
OG0000698	Prab.g_00871	Prac.g_01444
OG0000699	Prab.g_00874	Prac.g_01441
OG0000700	Prab.g_00875	Prac.g_01440
OG0000701	Prab.g_00876	Prac.g_01439
OG0000702	Prab.g_00877	Prac.g_01438
OG0000703	Prab.g_00878	Prac.g_01437
OG0000704	Prab.g_00879	Prac.g_01436
OG0000705	Prab.g_00881	Prac.g_01434
OG0000706	Prab.g_00882	Prac.g_01433
OG0000707	Prab.g_00883	Prac.g_01432
OG0000708	Prab.g_00884	Prac.g_01431
OG0000709	Prab.g_00885	Prac.g_01430
OG0000710	Prab.g_00886	Prac.g_01429
OG0000711	Prab.g_00887	Prac.g_01428
OG0000712	Prab.g_00888	Prac.g_01427
OG0000713	Prab.g_00889	Prac.g_01426
OG0000714	Prab.g_00891	Prac.g_01424
OG0000715	Prab.g_00892	Prac.g_01423
OG0000716	Prab.g_00893	Prac.g_01422
OG0000717	Prab.g_00894	Prac.g_01421
OG0000718	Prab.g_00896	Prac.g_01420
OG0000719	Prab.g_00898	Prac.g_01418
OG0000720	Prab.g_00900	Prac.g_01416
OG0000721	Prab.g_00901	Prac.g_01415
OG0000722	Prab.g_01084	Prac.g_01401
OG0000723	Prab.g_01079	Prac.g_01396
OG0000724	Prab.g_01076	Prac.g_01393
OG0000725	Prab.g_01075	Prac.g_01392
OG0000726	Prab.g_01074	Prac.g_01391
OG0000727	Prab.g_01073	Prac.g_01390
OG0000728	Prab.g_01072	Prac.g_01389
OG0000729	Prab.g_01071	Prac.g_01387
OG0000730	Prab.g_01070	Prac.g_01386
OG0000731	Prab.g_01068	Prac.g_01384
OG0000732	Prab.g_01067	Prac.g_01383
OG0000733	Prab.g_01066	Prac.g_01382
OG0000734	Prab.g_01065	Prac.g_01381
OG0000735	Prab.g_01064	Prac.g_01380
OG0000736	Prab.g_01062	Prac.g_01378
OG0000737	Prab.g_01061	Prac.g_01377
OG0000738	Prab.g_01059	Prac.g_01375
OG0000739	Prab.g_01058	Prac.g_01374
OG0000740	Prab.g_01057	Prac.g_01373
OG0000741	Prab.g_01055	Prac.g_01371
OG0000742	Prab.g_01054	Prac.g_01370
OG0000743	Prab.g_01051	Prac.g_01367
OG0000744	Prab.g_01050	Prac.g_01366
OG0000745	Prab.g_01048	Prac.g_01365
OG0000746	Prab.g_01047	Prac.g_01364
OG0000747	Prab.g_01046	Prac.g_01363
OG0000748	Prab.g_01045	Prac.g_01362
OG0000749	Prab.g_01044	Prac.g_01361
OG0000750	Prab.g_01043	Prac.g_01360
OG0000751	Prab.g_01041	Prac.g_01358
OG0000752	Prab.g_01040	Prac.g_01357
OG0000753	Prab.g_01039	Prac.g_01356
OG0000754	Prab.g_01038	Prac.g_01355
OG0000755	Prab.g_01036	Prac.g_01353
OG0000756	Prab.g_01035	Prac.g_01352
OG0000757	Prab.g_01034	Prac.g_01351
OG0000758	Prab.g_01033	Prac.g_01350
OG0000759	Prab.g_01032	Prac.g_01349
OG0000760	Prab.g_01031	Prac.g_01348
OG0000761	Prab.g_01030	Prac.g_01347
OG0000762	Prab.g_01028	Prac.g_01345
OG0000763	Prab.g_01027	Prac.g_01344
OG0000764	Prab.g_01026	Prac.g_01343
OG0000765	Prab.g_01025	Prac.g_01342
OG0000766	Prab.g_01024	Prac.g_01341
OG0000767	Prab.g_01023	Prac.g_01340
OG0000768	Prab.g_01022	Prac.g_01339
OG0000769	Prab.g_01021	Prac.g_01338
OG0000770	Prab.g_01020	Prac.g_01337
OG0000771	Prab.g_01019	Prac.g_01336
OG0000772	Prab.g_01018	Prac.g_01335
OG0000773	Prab.g_01016	Prac.g_01333
OG0000774	Prab.g_01015	Prac.g_01332
OG0000775	Prab.g_01014	Prac.g_01331
OG0000776	Prab.g_01013	Prac.g_01330
OG0000777	Prab.g_01012	Prac.g_01329
OG0000778	Prab.g_01011	Prac.g_01328
OG0000779	Prab.g_01009	Prac.g_01326
OG0000780	Prab.g_01008	Prac.g_01325
OG0000781	Prab.g_01007	Prac.g_01324
OG0000782	Prab.g_01005	Prac.g_01322
OG0000783	Prab.g_01004	Prac.g_01321
OG0000784	Prab.g_01003	Prac.g_01320
OG0000785	Prab.g_01002	Prac.g_01319
OG0000786	Prab.g_01001	Prac.g_01318
OG0000787	Prab.g_00999	Prac.g_01316
OG0000788	Prab.g_00998	Prac.g_01315
OG0000789	Prab.g_00997	Prac.g_01314
OG0000790	Prab.g_00996	Prac.g_01313
OG0000791	Prab.g_00995	Prac.g_01312
OG0000792	Prab.g_00994	Prac.g_01311
OG0000793	Prab.g_00993	Prac.g_01310
OG0000794	Prab.g_00992	Prac.g_01309
OG0000795	Prab.g_00991	Prac.g_01308
OG0000796	Prab.g_00989	Prac.g_01307
OG0000797	Prab.g_00987	Prac.g_01305
OG0000798	Prab.g_00986	Prac.g_01304
OG0000799	Prab.g_00985	Prac.g_01303
OG0000800	Prab.g_00984	Prac.g_01302
OG0000801	Prab.g_00983	Prac.g_01301
OG0000802	Prab.g_00981	Prac.g_01299
OG0000803	Prab.g_00980	Prac.g_01298
OG0000804	Prab.g_00960	Prac.g_01287
OG0000805	Prab.g_00958	Prac.g_01285
OG0000806	Prab.g_00957	Prac.g_01284
OG0000807	Prab.g_00956	Prac.g_01283
OG0000808	Prab.g_00955	Prac.g_01282
OG0000809	Prab.g_00951	Prac.g_01278
OG0000810	Prab.g_00950	Prac.g_01277
OG0000811	Prab.g_00949	Prac.g_01276
OG0000812	Prab.g_00948	Prac.g_01275
OG0000813	Prab.g_00947	Prac.g_01274
OG0000814	Prab.g_00946	Prac.g_01273
OG0000815	Prab.g_00945	Prac.g_01272
OG0000816	Prab.g_00943	Prac.g_01270
OG0000817	Prab.g_00940	Prac.g_01267
OG0000818	Prab.g_00939	Prac.g_01266
OG0000819	Prab.g_00937	Prac.g_01264
OG0000820	Prab.g_00936	Prac.g_01263
OG0000821	Prab.g_00935	Prac.g_01262
OG0000822	Prab.g_00934	Prac.g_01261
OG0000823	Prab.g_00931	Prac.g_01258
OG0000824	Prab.g_00930	Prac.g_01257
OG0000825	Prab.g_00928	Prac.g_01255
OG0000826	Prab.g_00927	Prac.g_01254
OG0000827	Prab.g_00926	Prac.g_01253
OG0000828	Prab.g_00924	Prac.g_01251
OG0000829	Prab.g_01125	Prac.g_01225
OG0000830	Prab.g_01135	Prac.g_01216
OG0000831	Prab.g_01138	Prac.g_01213
OG0000832	Prab.g_01139	Prac.g_01212
OG0000833	Prab.g_01146	Prac.g_01205
OG0000834	Prab.g_01150	Prac.g_01046
OG0000835	Prab.g_01154	Prac.g_01042
OG0000836	Prab.g_01156	Prac.g_01040
OG0000837	Prab.g_01169	Prac.g_01031
OG0000838	Prab.g_01187	Prac.g_01017
OG0000839	Prab.g_01188	Prac.g_01016
OG0000840	Prab.g_01194	Prac.g_01011
OG0000841	Prab.g_01201	Prac.g_01004
OG0000842	Prab.g_01204	Prac.g_01000
OG0000843	Prab.g_01206	Prac.g_00998
OG0000844	Prab.g_01207	Prac.g_00997
OG0000845	Prab.g_01208	Prac.g_00996
OG0000846	Prab.g_01209	Prac.g_00995
OG0000847	Prab.g_01210	Prac.g_00994
OG0000848	Prab.g_01211	Prac.g_00993
OG0000849	Prab.g_01212	Prac.g_00992
OG0000850	Prab.g_01213	Prac.g_00991
OG0000851	Prab.g_01215	Prac.g_00989
OG0000852	Prab.g_01218	Prac.g_00986
OG0000853	Prab.g_01220	Prac.g_00984
OG0000854	Prab.g_01221	Prac.g_00983
OG0000855	Prab.g_01222	Prac.g_00982
OG0000856	Prab.g_01223	Prac.g_00981
OG0000857	Prab.g_01224	Prac.g_00980
OG0000858	Prab.g_01226	Prac.g_00978
OG0000859	Prab.g_01227	Prac.g_00977
OG0000860	Prab.g_01228	Prac.g_00976
OG0000861	Prab.g_01229	Prac.g_00975
OG0000862	Prab.g_01230	Prac.g_00974
OG0000863	Prab.g_01231	Prac.g_00973
OG0000864	Prab.g_01232	Prac.g_00972
OG0000865	Prab.g_01233	Prac.g_00971
OG0000866	Prab.g_01234	Prac.g_00970
OG0000867	Prab.g_01237	Prac.g_00967
OG0000868	Prab.g_01239	Prac.g_00965
OG0000869	Prab.g_01240	Prac.g_00964
OG0000870	Prab.g_01241	Prac.g_00963
OG0000871	Prab.g_01242	Prac.g_00962
OG0000872	Prab.g_01243	Prac.g_00961
OG0000873	Prab.g_01244	Prac.g_00960
OG0000874	Prab.g_01245	Prac.g_00959
OG0000875	Prab.g_01246	Prac.g_00958
OG0000876	Prab.g_01248	Prac.g_00956
OG0000877	Prab.g_01249	Prac.g_00955
OG0000878	Prab.g_01250	Prac.g_00954
OG0000879	Prab.g_01251	Prac.g_00953
OG0000880	Prab.g_01252	Prac.g_00952
OG0000881	Prab.g_01253	Prac.g_00951
OG0000882	Prab.g_01254	Prac.g_00950
OG0000883	Prab.g_01255	Prac.g_00949
OG0000884	Prab.g_01256	Prac.g_00948
OG0000885	Prab.g_01257	Prac.g_00947
OG0000886	Prab.g_01258	Prac.g_00946
OG0000887	Prab.g_01259	Prac.g_00945
OG0000888	Prab.g_01260	Prac.g_00944
OG0000889	Prab.g_01261	Prac.g_00943
OG0000890	Prab.g_01262	Prac.g_00942
OG0000891	Prab.g_01263	Prac.g_00941
OG0000892	Prab.g_01264	Prac.g_00940
OG0000893	Prab.g_01265	Prac.g_00939
OG0000894	Prab.g_01267	Prac.g_00937
OG0000895	Prab.g_01268	Prac.g_00936
OG0000896	Prab.g_01270	Prac.g_00934
OG0000897	Prab.g_01271	Prac.g_00933
OG0000898	Prab.g_01272	Prac.g_00932
OG0000899	Prab.g_01273	Prac.g_00931
OG0000900	Prab.g_01275	Prac.g_00929
OG0000901	Prab.g_01303	Prac.g_00154
OG0000902	Prab.g_01315	Prac.g_00164
OG0000903	Prab.g_01316	Prac.g_00165
OG0000904	Prab.g_01317	Prac.g_00166
OG0000905	Prab.g_01318	Prac.g_00167
OG0000906	Prab.g_01319	Prac.g_00168
OG0000907	Prab.g_01321	Prac.g_00170
OG0000908	Prab.g_01322	Prac.g_00171
OG0000909	Prab.g_01323	Prac.g_00172
OG0000910	Prab.g_01324	Prac.g_00173
OG0000911	Prab.g_01325	Prac.g_00174
OG0000912	Prab.g_01328	Prac.g_00177
OG0000913	Prab.g_01329	Prac.g_00178
OG0000914	Prab.g_01330	Prac.g_00179
OG0000915	Prab.g_01332	Prac.g_00181
OG0000916	Prab.g_01333	Prac.g_00182
OG0000917	Prab.g_01334	Prac.g_00183
OG0000918	Prab.g_01335	Prac.g_00184
OG0000919	Prab.g_01336	Prac.g_00185
OG0000920	Prab.g_01337	Prac.g_00186
OG0000921	Prab.g_01339	Prac.g_00188
OG0000922	Prab.g_01340	Prac.g_00189
OG0000923	Prab.g_01346	Prac.g_00199
OG0000925	Prab.g_01347	Prac.g_00203
OG0000926	Prab.g_01348	Prac.g_00204
OG0000927	Prab.g_01349	Prac.g_00205
OG0000928	Prab.g_01351	Prac.g_00207
OG0000929	Prab.g_01353	Prac.g_00209
OG0000930	Prab.g_01354	Prac.g_00211
OG0000931	Prab.g_01355	Prac.g_00212
OG0000932	Prab.g_01358	Prac.g_00215
OG0000933	Prab.g_01362	Prac.g_00219
OG0000934	Prab.g_01363	Prac.g_00220
OG0000935	Prab.g_01364	Prac.g_00221
OG0000936	Prab.g_01365	Prac.g_00222
OG0000937	Prab.g_01366	Prac.g_00223
OG0000938	Prab.g_01367	Prac.g_00224
OG0000939	Prab.g_01368	Prac.g_00225
OG0000940	Prab.g_01369	Prac.g_00226
OG0000941	Prab.g_01370	Prac.g_00227
OG0000942	Prab.g_01371	Prac.g_00228
OG0000943	Prab.g_01372	Prac.g_00229
OG0000944	Prab.g_01373	Prac.g_00230
OG0000945	Prab.g_01374	Prac.g_00231
OG0000946	Prab.g_01375	Prac.g_00232
OG0000947	Prab.g_01376	Prac.g_00233
OG0000948	Prab.g_01377	Prac.g_00234
OG0000949	Prab.g_01378	Prac.g_00235
OG0000950	Prab.g_01379	Prac.g_00447
OG0000951	Prab.g_01448	Prac.g_00429
OG0000952	Prab.g_01449	Prac.g_00428
OG0000953	Prab.g_01450	Prac.g_00427
OG0000954	Prab.g_01451	Prac.g_00426
OG0000955	Prab.g_01452	Prac.g_00425
OG0000956	Prab.g_01454	Prac.g_00423
OG0000957	Prab.g_01455	Prac.g_00422
OG0000958	Prab.g_01456	Prac.g_00421
OG0000959	Prab.g_01457	Prac.g_00420
OG0000960	Prab.g_01458	Prac.g_00419
OG0000961	Prab.g_01459	Prac.g_00418
OG0000962	Prab.g_01460	Prac.g_00417
OG0000963	Prab.g_01461	Prac.g_00416
OG0000964	Prab.g_01462	Prac.g_00415
OG0000965	Prab.g_01464	Prac.g_00413
OG0000966	Prab.g_01465	Prac.g_00412
OG0000967	Prab.g_01468	Prac.g_00409
OG0000968	Prab.g_01469	Prac.g_00408
OG0000969	Prab.g_01470	Prac.g_00407
OG0000970	Prab.g_01471	Prac.g_00406
OG0000971	Prab.g_01472	Prac.g_00405
OG0000972	Prab.g_01473	Prac.g_00404
OG0000973	Prab.g_01475	Prac.g_00402
OG0000974	Prab.g_01476	Prac.g_00401
OG0000975	Prab.g_01477	Prac.g_00400
OG0000976	Prab.g_01478	Prac.g_00399
OG0000977	Prab.g_01479	Prac.g_00398
OG0000978	Prab.g_01480	Prac.g_00397
OG0000979	Prab.g_01481	Prac.g_00396
OG0000980	Prab.g_01482	Prac.g_00395
OG0000981	Prab.g_01483	Prac.g_00394
OG0000982	Prab.g_01484	Prac.g_00393
OG0000983	Prab.g_01485	Prac.g_00392
OG0000984	Prab.g_01489	Prac.g_00388
OG0000985	Prab.g_01490	Prac.g_00387
OG0000986	Prab.g_01491	Prac.g_00386
OG0000987	Prab.g_01493	Prac.g_00384
OG0000988	Prab.g_01494	Prac.g_00383
OG0000989	Prab.g_01495	Prac.g_00382
OG0000990	Prab.g_01496	Prac.g_00381
OG0000991	Prab.g_01497	Prac.g_00380
OG0000992	Prab.g_01498	Prac.g_00379
OG0000993	Prab.g_01499	Prac.g_00378
OG0000994	Prab.g_01500	Prac.g_00377
OG0000995	Prab.g_01501	Prac.g_00376
OG0000996	Prab.g_01502	Prac.g_00375
OG0000997	Prab.g_01504	Prac.g_00373
OG0000998	Prab.g_01507	Prac.g_00370
OG0000999	Prab.g_01509	Prac.g_00368
OG0001000	Prab.g_01510	Prac.g_00367
OG0001001	Prab.g_01511	Prac.g_00366
OG0001002	Prab.g_01513	Prac.g_00364
OG0001003	Prab.g_01514	Prac.g_00363
OG0001004	Prab.g_01515	Prac.g_00362
OG0001005	Prab.g_01516	Prac.g_00361
OG0001006	Prab.g_01518	Prac.g_00359
OG0001007	Prab.g_01519	Prac.g_00358
OG0001008	Prab.g_01520	Prac.g_00357
OG0001009	Prab.g_01521	Prac.g_00356
OG0001010	Prab.g_01522	Prac.g_00355
OG0001011	Prab.g_01523	Prac.g_00354
OG0001012	Prab.g_01524	Prac.g_00353
OG0001013	Prab.g_01525	Prac.g_00352
OG0001014	Prab.g_01526	Prac.g_00351
OG0001015	Prab.g_01527	Prac.g_00350
OG0001016	Prab.g_01528	Prac.g_00349
OG0001017	Prab.g_01529	Prac.g_00348
OG0001018	Prab.g_01530	Prac.g_00347
OG0001019	Prab.g_01531	Prac.g_00346
OG0001020	Prab.g_01532	Prac.g_00345
OG0001021	Prab.g_01533	Prac.g_00344
OG0001022	Prab.g_01534	Prac.g_00343
OG0001023	Prab.g_01535	Prac.g_00342
OG0001024	Prab.g_01537	Prac.g_00340
OG0001025	Prab.g_01538	Prac.g_00339
OG0001026	Prab.g_01539	Prac.g_00338
OG0001027	Prab.g_01540	Prac.g_00337
OG0001028	Prab.g_01541	Prac.g_00336
OG0001029	Prab.g_01542	Prac.g_00335
OG0001030	Prab.g_01545	Prac.g_00332
OG0001031	Prab.g_01546	Prac.g_00331
OG0001032	Prab.g_01553	Prac.g_00324
OG0001033	Prab.g_01563	Prac.g_00317
OG0001034	Prab.g_01601	Prac.g_00288
OG0001035	Prab.g_01663	Prac.g_00631
OG0001036	Prab.g_01664	Prac.g_00630
OG0001037	Prab.g_01670	Prac.g_00624
OG0001038	Prab.g_01671	Prac.g_00623
OG0001039	Prab.g_01672	Prac.g_00622
OG0001040	Prab.g_01673	Prac.g_00621
OG0001041	Prab.g_01675	Prac.g_00619
OG0001042	Prab.g_01676	Prac.g_00618
OG0001043	Prab.g_01677	Prac.g_00617
OG0001044	Prab.g_01678	Prac.g_00616
OG0001045	Prab.g_01679	Prac.g_00615
OG0001046	Prab.g_01680	Prac.g_00614
OG0001047	Prab.g_01681	Prac.g_00613
OG0001048	Prab.g_01683	Prac.g_00611
OG0001049	Prab.g_01684	Prac.g_00610
OG0001050	Prab.g_01685	Prac.g_00609
OG0001051	Prab.g_01686	Prac.g_00608
OG0001052	Prab.g_01687	Prac.g_00607
OG0001053	Prab.g_01688	Prac.g_00606
OG0001054	Prab.g_01689	Prac.g_00605
OG0001055	Prab.g_01690	Prac.g_00604
OG0001056	Prab.g_01691	Prac.g_00603
OG0001057	Prab.g_01693	Prac.g_00601
OG0001058	Prab.g_01694	Prac.g_00600
OG0001059	Prab.g_01695	Prac.g_00599
OG0001060	Prab.g_01696	Prac.g_00598
OG0001061	Prab.g_01697	Prac.g_00597
OG0001062	Prab.g_01698	Prac.g_00596
OG0001063	Prab.g_01699	Prac.g_00595
OG0001064	Prab.g_01700	Prac.g_00594
OG0001065	Prab.g_01701	Prac.g_00593
OG0001066	Prab.g_01702	Prac.g_00592
OG0001067	Prab.g_01703	Prac.g_00591
OG0001068	Prab.g_01704	Prac.g_00590
OG0001069	Prab.g_01707	Prac.g_00587
OG0001070	Prab.g_01709	Prac.g_00585
OG0001071	Prab.g_01710	Prac.g_00584
OG0001072	Prab.g_01711	Prac.g_00583
OG0001073	Prab.g_01712	Prac.g_00582
OG0001074	Prab.g_01713	Prac.g_00581
OG0001075	Prab.g_01714	Prac.g_00580
OG0001076	Prab.g_01716	Prac.g_00578
OG0001077	Prab.g_01717	Prac.g_00577
OG0001078	Prab.g_01718	Prac.g_00576
OG0001079	Prab.g_01719	Prac.g_00575
OG0001080	Prab.g_01720	Prac.g_00574
OG0001081	Prab.g_01721	Prac.g_00573
OG0001082	Prab.g_01722	Prac.g_00572
OG0001083	Prab.g_01723	Prac.g_00571
OG0001084	Prab.g_01724	Prac.g_00570
OG0001085	Prab.g_01725	Prac.g_00569
OG0001086	Prab.g_01731	Prac.g_00476
OG0001087	Prab.g_01732	Prac.g_00477
OG0001088	Prab.g_01733	Prac.g_00478
OG0001089	Prab.g_01735	Prac.g_00480
OG0001090	Prab.g_01736	Prac.g_00481
OG0001091	Prab.g_01737	Prac.g_00482
OG0001092	Prab.g_01738	Prac.g_00483
OG0001093	Prab.g_01739	Prac.g_00484
OG0001094	Prab.g_01740	Prac.g_00485
OG0001095	Prab.g_01741	Prac.g_00486
OG0001096	Prab.g_01742	Prac.g_00487
OG0001097	Prab.g_01743	Prac.g_00488
OG0001098	Prab.g_01744	Prac.g_00489
OG0001099	Prab.g_01745	Prac.g_00490
OG0001100	Prab.g_01746	Prac.g_00491
OG0001101	Prab.g_01747	Prac.g_00492
OG0001102	Prab.g_01750	Prac.g_00495
OG0001103	Prab.g_01751	Prac.g_00496
OG0001104	Prab.g_01752	Prac.g_00497
OG0001105	Prab.g_01753	Prac.g_00499
OG0001106	Prab.g_01755	Prac.g_00501
OG0001107	Prab.g_01756	Prac.g_00502
OG0001108	Prab.g_01757	Prac.g_00503
OG0001109	Prab.g_01760	Prac.g_00506
OG0001110	Prab.g_01762	Prac.g_00508
OG0001111	Prab.g_01763	Prac.g_00509
OG0001112	Prab.g_01764	Prac.g_00510
OG0001113	Prab.g_01765	Prac.g_00511
OG0001114	Prab.g_01766	Prac.g_00512
OG0001115	Prab.g_01767	Prac.g_00513
OG0001116	Prab.g_01768	Prac.g_00514
OG0001117	Prab.g_01769	Prac.g_00515
OG0001118	Prab.g_01770	Prac.g_00516
OG0001119	Prab.g_01771	Prac.g_00517
OG0001120	Prab.g_01772	Prac.g_00518
OG0001121	Prab.g_01773	Prac.g_00519
OG0001122	Prab.g_01774	Prac.g_00520
OG0001123	Prab.g_01775	Prac.g_00521
OG0001124	Prab.g_01776	Prac.g_00522
OG0001125	Prab.g_01777	Prac.g_00523
OG0001126	Prab.g_01778	Prac.g_00524
OG0001127	Prab.g_01779	Prac.g_00525
OG0001128	Prab.g_01780	Prac.g_00526
OG0001129	Prab.g_01781	Prac.g_00527
OG0001130	Prab.g_01782	Prac.g_00528
OG0001131	Prab.g_01783	Prac.g_00529
OG0001132	Prab.g_01784	Prac.g_00530
OG0001133	Prab.g_01785	Prac.g_00531
OG0001134	Prab.g_01786	Prac.g_00532
OG0001135	Prab.g_01787	Prac.g_00533
OG0001136	Prab.g_01788	Prac.g_00534
OG0001137	Prab.g_01789	Prac.g_00535
OG0001138	Prab.g_01790	Prac.g_00536
OG0001139	Prab.g_01791	Prac.g_00537
OG0001140	Prab.g_01792	Prac.g_00538
OG0001141	Prab.g_01794	Prac.g_00540
OG0001142	Prab.g_01795	Prac.g_00541
OG0001143	Prab.g_01796	Prac.g_00542
OG0001144	Prab.g_01798	Prac.g_00544
OG0001145	Prab.g_01800	Prac.g_00546
OG0001146	Prab.g_01801	Prac.g_00547
OG0001147	Prab.g_01803	Prac.g_00549
OG0001148	Prab.g_01804	Prac.g_00550
OG0001149	Prab.g_01805	Prac.g_00551
OG0001150	Prab.g_01808	Prac.g_00553
OG0001151	Prab.g_01809	Prac.g_00554
OG0001152	Prab.g_01810	Prac.g_00555
OG0001153	Prab.g_01811	Prac.g_00556
OG0001154	Prab.g_01812	Prac.g_00557
OG0001155	Prab.g_01813	Prac.g_00558
OG0001156	Prab.g_01814	Prac.g_00559
OG0001157	Prab.g_01816	Prac.g_00561
OG0001158	Prab.g_01817	Prac.g_00562
OG0001159	Prab.g_01818	Prac.g_00563
OG0001160	Prab.g_01819	Prac.g_00564
