Orthogroup	Syat	Prbc
OG0000578	Syat.g_00012	Prbc.g_01677
OG0000579	Syat.g_00011	Prbc.g_01678
OG0000580	Syat.g_00010	Prbc.g_01679
OG0000581	Syat.g_00003	Prbc.g_01682
OG0000582	Syat.g_03403	Prbc.g_01685
OG0000583	Syat.g_03404	Prbc.g_01686
OG0000584	Syat.g_03405	Prbc.g_01687
OG0000585	Syat.g_03408	Prbc.g_01689
OG0000586	Syat.g_03409	Prbc.g_01690
OG0000587	Syat.g_00001	Prbc.g_01691
OG0000588	Syat.g_00338	Prbc.g_01695
OG0000589	Syat.g_03318	Prbc.g_01698
OG0000590	Syat.g_03317	Prbc.g_01699
OG0000591	Syat.g_03308	Prbc.g_01702
OG0000592	Syat.g_03307	Prbc.g_01703
OG0000593	Syat.g_00113	Prbc.g_01709
OG0000594	Syat.g_00114	Prbc.g_01710
OG0000595	Syat.g_00115	Prbc.g_01711
OG0000596	Syat.g_00129	Prbc.g_01715
OG0000597	Syat.g_00132	Prbc.g_01717
OG0000598	Syat.g_00133	Prbc.g_01718
OG0000599	Syat.g_00381	Prbc.g_01721
OG0000600	Syat.g_00380	Prbc.g_01722
OG0000601	Syat.g_00379	Prbc.g_01723
OG0000602	Syat.g_00375	Prbc.g_01725
OG0000603	Syat.g_00374	Prbc.g_01726
OG0000604	Syat.g_00372	Prbc.g_01727
OG0000605	Syat.g_00370	Prbc.g_01728
OG0000606	Syat.g_00367	Prbc.g_01731
OG0000607	Syat.g_00364	Prbc.g_01734
OG0000608	Syat.g_00363	Prbc.g_01735
OG0000609	Syat.g_00344	Prbc.g_01736
OG0000610	Syat.g_00399	Prbc.g_01742
OG0000611	Syat.g_00402	Prbc.g_01745
OG0000612	Syat.g_00403	Prbc.g_01746
OG0000613	Syat.g_02129	Prbc.g_01752
OG0000614	Syat.g_01084	Prbc.g_01775
OG0000615	Syat.g_00442	Prbc.g_01782
OG0000616	Syat.g_02397	Prbc.g_01055
OG0000617	Syat.g_00665	Prbc.g_01793
OG0000618	Syat.g_00666	Prbc.g_01794
OG0000619	Syat.g_00667	Prbc.g_01795
OG0000620	Syat.g_02591	Prbc.g_01798
OG0000621	Syat.g_02590	Prbc.g_01799
OG0000622	Syat.g_02572	Prbc.g_01800
OG0000623	Syat.g_00672	Prbc.g_01801
OG0000624	Syat.g_00673	Prbc.g_01803
OG0000625	Syat.g_00674	Prbc.g_01804
OG0000626	Syat.g_00675	Prbc.g_01805
OG0000627	Syat.g_00641	Prbc.g_01807
OG0000628	Syat.g_00640	Prbc.g_01808
OG0000629	Syat.g_00637	Prbc.g_01809
OG0000630	Syat.g_00631	Prbc.g_01812
OG0000631	Syat.g_00624	Prbc.g_02007
OG0000632	Syat.g_00623	Prbc.g_02008
OG0000633	Syat.g_00622	Prbc.g_02009
OG0000634	Syat.g_00475	Prbc.g_01854
OG0000635	Syat.g_00476	Prbc.g_01855
OG0000636	Syat.g_00478	Prbc.g_01857
OG0000637	Syat.g_00480	Prbc.g_01859
OG0000638	Syat.g_00481	Prbc.g_01860
OG0000639	Syat.g_00482	Prbc.g_01861
OG0000640	Syat.g_00483	Prbc.g_01862
OG0000641	Syat.g_00488	Prbc.g_01866
OG0000642	Syat.g_00489	Prbc.g_01867
OG0000643	Syat.g_00494	Prbc.g_01868
OG0000644	Syat.g_00495	Prbc.g_01869
OG0000645	Syat.g_00496	Prbc.g_01870
OG0000646	Syat.g_00499	Prbc.g_01873
OG0000647	Syat.g_00501	Prbc.g_01875
OG0000648	Syat.g_00504	Prbc.g_01877
OG0000649	Syat.g_00505	Prbc.g_01878
OG0000650	Syat.g_00506	Prbc.g_01879
OG0000651	Syat.g_00507	Prbc.g_01880
OG0000652	Syat.g_00508	Prbc.g_01881
OG0000653	Syat.g_00510	Prbc.g_01883
OG0000654	Syat.g_00514	Prbc.g_01884
OG0000655	Syat.g_00515	Prbc.g_01885
OG0000656	Syat.g_00518	Prbc.g_01888
OG0000657	Syat.g_00720	Prbc.g_01895
OG0000658	Syat.g_00723	Prbc.g_01897
OG0000659	Syat.g_00724	Prbc.g_01898
OG0000660	Syat.g_00740	Prbc.g_01903
OG0000661	Syat.g_00742	Prbc.g_01905
OG0000662	Syat.g_00746	Prbc.g_01907
OG0000663	Syat.g_00749	Prbc.g_01909
OG0000664	Syat.g_00752	Prbc.g_01910
OG0000665	Syat.g_03302	Prbc.g_01914
OG0000666	Syat.g_01415	Prbc.g_01915
OG0000667	Syat.g_00958, Syat.g_03278	Prbc.g_01919
OG0000668	Syat.g_00710	Prbc.g_01959
OG0000669	Syat.g_00416	Prbc.g_01967
OG0000670	Syat.g_00419	Prbc.g_01970
OG0000671	Syat.g_00421	Prbc.g_01972
OG0000672	Syat.g_00424	Prbc.g_01975
OG0000673	Syat.g_00430	Prbc.g_01978
OG0000674	Syat.g_00432	Prbc.g_01980
OG0000675	Syat.g_00433	Prbc.g_01981
OG0000676	Syat.g_00436	Prbc.g_01983
OG0000677	Syat.g_00437	Prbc.g_01984
OG0000678	Syat.g_00439	Prbc.g_01987
OG0000679	Syat.g_00448	Prbc.g_01991
OG0000680	Syat.g_00449	Prbc.g_01992
OG0000681	Syat.g_00452	Prbc.g_01995
OG0000682	Syat.g_00453	Prbc.g_01996
OG0000683	Syat.g_00454	Prbc.g_01997
OG0000684	Syat.g_00457	Prbc.g_01837
OG0000685	Syat.g_02571	Prbc.g_01839
OG0000686	Syat.g_00459	Prbc.g_01840
OG0000687	Syat.g_00460	Prbc.g_01841
OG0000688	Syat.g_00463	Prbc.g_01844
OG0000689	Syat.g_00465	Prbc.g_01845
OG0000690	Syat.g_00466	Prbc.g_01846
OG0000691	Syat.g_00467	Prbc.g_01847
OG0000692	Syat.g_00469	Prbc.g_01849
OG0000693	Syat.g_00471	Prbc.g_01850
OG0000694	Syat.g_00472	Prbc.g_01851
OG0000695	Syat.g_00619	Prbc.g_02011
OG0000696	Syat.g_00618	Prbc.g_02012
OG0000697	Syat.g_00616	Prbc.g_02013
OG0000698	Syat.g_00613	Prbc.g_02016
OG0000699	Syat.g_00611	Prbc.g_02017
OG0000700	Syat.g_00610	Prbc.g_02018
OG0000701	Syat.g_00609	Prbc.g_02019
OG0000702	Syat.g_00606	Prbc.g_02021
OG0000703	Syat.g_00601	Prbc.g_02022
OG0000704	Syat.g_00599	Prbc.g_02023
OG0000705	Syat.g_00592	Prbc.g_02029
OG0000706	Syat.g_00591	Prbc.g_02030
OG0000707	Syat.g_00590	Prbc.g_02031
OG0000708	Syat.g_00587	Prbc.g_02033
OG0000709	Syat.g_00573	Prbc.g_02037
OG0000710	Syat.g_00567	Prbc.g_02040
OG0000711	Syat.g_00539	Prbc.g_02055
OG0000712	Syat.g_00537	Prbc.g_02057
OG0000713	Syat.g_00536	Prbc.g_02058
OG0000714	Syat.g_00532	Prbc.g_02059
OG0000715	Syat.g_00530	Prbc.g_02061
OG0000716	Syat.g_00527	Prbc.g_02062
OG0000717	Syat.g_00526	Prbc.g_02063
OG0000718	Syat.g_00522	Prbc.g_02079
OG0000719	Syat.g_00712	Prbc.g_02080
OG0000720	Syat.g_00699	Prbc.g_02091
OG0000721	Syat.g_00697	Prbc.g_02092
OG0000722	Syat.g_00696	Prbc.g_02093
OG0000723	Syat.g_00686	Prbc.g_02097
OG0000724	Syat.g_00782	Prbc.g_02108
OG0000725	Syat.g_00810	Prbc.g_01934
OG0000726	Syat.g_00811	Prbc.g_01933
OG0000727	Syat.g_00812	Prbc.g_01932
OG0000728	Syat.g_00814	Prbc.g_01930
OG0000729	Syat.g_02224	Prbc.g_00201
OG0000730	Syat.g_01617	Prbc.g_01244
OG0000731	Syat.g_01605	Prbc.g_01252
OG0000732	Syat.g_02290	Prbc.g_00987
OG0000733	Syat.g_03285	Prbc.g_00897
OG0000734	Syat.g_01579	Prbc.g_01462
OG0000735	Syat.g_03235	Prbc.g_01460
OG0000736	Syat.g_03236	Prbc.g_01459
OG0000737	Syat.g_03237	Prbc.g_01458
OG0000738	Syat.g_03251	Prbc.g_01454
OG0000739	Syat.g_03252	Prbc.g_01453
OG0000740	Syat.g_03253	Prbc.g_01452
OG0000741	Syat.g_03256	Prbc.g_01450
OG0000742	Syat.g_03259	Prbc.g_01447
OG0000743	Syat.g_03262	Prbc.g_01445
OG0000744	Syat.g_03263	Prbc.g_01444
OG0000745	Syat.g_03266	Prbc.g_01442
OG0000746	Syat.g_00314	Prbc.g_01440
OG0000747	Syat.g_00313	Prbc.g_01439
OG0000748	Syat.g_00305	Prbc.g_01435
OG0000749	Syat.g_00303	Prbc.g_01434
OG0000750	Syat.g_00302	Prbc.g_01433
OG0000751	Syat.g_00296	Prbc.g_01430
OG0000752	Syat.g_00294	Prbc.g_01428
OG0000753	Syat.g_00291	Prbc.g_01426
OG0000754	Syat.g_00250	Prbc.g_01422
OG0000755	Syat.g_00217	Prbc.g_01418
OG0000756	Syat.g_00216	Prbc.g_01417
OG0000757	Syat.g_00205	Prbc.g_01410
OG0000758	Syat.g_00204	Prbc.g_01409
OG0000759	Syat.g_00203	Prbc.g_01408
OG0000760	Syat.g_00202	Prbc.g_01407
OG0000761	Syat.g_00201	Prbc.g_01406
OG0000762	Syat.g_00199	Prbc.g_01405
OG0000763	Syat.g_00924	Prbc.g_01403
OG0000764	Syat.g_00923	Prbc.g_01402
OG0000765	Syat.g_00897	Prbc.g_01394
OG0000766	Syat.g_00896	Prbc.g_01393
OG0000767	Syat.g_00894	Prbc.g_01392
OG0000768	Syat.g_00893	Prbc.g_01391
OG0000769	Syat.g_00891	Prbc.g_01389
OG0000770	Syat.g_00886	Prbc.g_01388
OG0000771	Syat.g_00788	Prbc.g_02103
OG0000772	Syat.g_01768	Prbc.g_01320
OG0000773	Syat.g_01114	Prbc.g_00557
OG0000774	Syat.g_01146	Prbc.g_00560
OG0000775	Syat.g_01148	Prbc.g_00561
OG0000776	Syat.g_01149	Prbc.g_00562
OG0000777	Syat.g_01150	Prbc.g_00563
OG0000778	Syat.g_01151	Prbc.g_00564
OG0000779	Syat.g_01154	Prbc.g_00568
OG0000780	Syat.g_01157	Prbc.g_00569
OG0000781	Syat.g_01161	Prbc.g_00571
OG0000782	Syat.g_01162	Prbc.g_00572
OG0000783	Syat.g_01163	Prbc.g_00573
OG0000784	Syat.g_01164	Prbc.g_00574
OG0000785	Syat.g_01166	Prbc.g_00576
OG0000786	Syat.g_01170	Prbc.g_00579
OG0000787	Syat.g_01171	Prbc.g_00580
OG0000788	Syat.g_00087	Prbc.g_01820
OG0000789	Syat.g_00845	Prbc.g_02100
OG0000790	Syat.g_01300	Prbc.g_00662
OG0000791	Syat.g_01302	Prbc.g_00664
OG0000792	Syat.g_01303	Prbc.g_00665
OG0000793	Syat.g_01412	Prbc.g_00668
OG0000794	Syat.g_01414	Prbc.g_00669
OG0000795	Syat.g_01416	Prbc.g_00670
OG0000796	Syat.g_01422	Prbc.g_00674
OG0000797	Syat.g_01423	Prbc.g_00675
OG0000799	Syat.g_01256	Prbc.g_00690
OG0000800	Syat.g_01255	Prbc.g_00691
OG0000801	Syat.g_01253	Prbc.g_00692
OG0000802	Syat.g_01245	Prbc.g_00694
OG0000803	Syat.g_01241	Prbc.g_00696
OG0000804	Syat.g_01238	Prbc.g_00697
OG0000805	Syat.g_01236	Prbc.g_00699
OG0000806	Syat.g_01234	Prbc.g_00701
OG0000807	Syat.g_01233	Prbc.g_00702
OG0000808	Syat.g_01232	Prbc.g_00703
OG0000809	Syat.g_01229	Prbc.g_00707
OG0000810	Syat.g_01228	Prbc.g_00708
OG0000811	Syat.g_01186	Prbc.g_00712
OG0000812	Syat.g_01182	Prbc.g_00714
OG0000813	Syat.g_01181	Prbc.g_00715
OG0000814	Syat.g_01179	Prbc.g_00717
OG0000815	Syat.g_01177	Prbc.g_00718
OG0000816	Syat.g_01175	Prbc.g_00720
OG0000817	Syat.g_01279	Prbc.g_00721
OG0000818	Syat.g_01325	Prbc.g_00725
OG0000819	Syat.g_01326	Prbc.g_00726
OG0000820	Syat.g_01327	Prbc.g_00727
OG0000821	Syat.g_01333	Prbc.g_00730
OG0000822	Syat.g_01335	Prbc.g_00731
OG0000823	Syat.g_01336	Prbc.g_00732
OG0000824	Syat.g_01342	Prbc.g_00735
OG0000825	Syat.g_01343	Prbc.g_00736
OG0000826	Syat.g_01344	Prbc.g_00737
OG0000827	Syat.g_01345	Prbc.g_00738
OG0000828	Syat.g_01348	Prbc.g_00741
OG0000829	Syat.g_01349	Prbc.g_00742
OG0000830	Syat.g_01350	Prbc.g_00743
OG0000831	Syat.g_01353	Prbc.g_00745
OG0000832	Syat.g_02982	Prbc.g_00755
OG0000833	Syat.g_03072	Prbc.g_00763
OG0000834	Syat.g_03073	Prbc.g_00764
OG0000835	Syat.g_03075	Prbc.g_00765
OG0000836	Syat.g_03078	Prbc.g_00766
OG0000837	Syat.g_03079	Prbc.g_00767
OG0000838	Syat.g_03083	Prbc.g_00769
OG0000839	Syat.g_03084	Prbc.g_00770
OG0000840	Syat.g_03085	Prbc.g_00771
OG0000841	Syat.g_03086	Prbc.g_00772
OG0000842	Syat.g_03087	Prbc.g_00773
OG0000843	Syat.g_03088	Prbc.g_00774
OG0000844	Syat.g_03090	Prbc.g_00775
OG0000845	Syat.g_03091	Prbc.g_00776
OG0000846	Syat.g_03092	Prbc.g_00777
OG0000847	Syat.g_03093	Prbc.g_00778
OG0000848	Syat.g_03095	Prbc.g_00779
OG0000849	Syat.g_03096	Prbc.g_00780
OG0000850	Syat.g_03098	Prbc.g_00782
OG0000851	Syat.g_03101	Prbc.g_00783
OG0000852	Syat.g_03102	Prbc.g_00784
OG0000853	Syat.g_03106	Prbc.g_00789
OG0000854	Syat.g_03108	Prbc.g_00791
OG0000855	Syat.g_03109	Prbc.g_00792
OG0000856	Syat.g_03305	Prbc.g_00677
OG0000857	Syat.g_00500	Prbc.g_01874
OG0000858	Syat.g_03114	Prbc.g_00827
OG0000859	Syat.g_03115	Prbc.g_00828
OG0000860	Syat.g_03126	Prbc.g_00834
OG0000861	Syat.g_03127	Prbc.g_00835
OG0000862	Syat.g_03136	Prbc.g_00836
OG0000863	Syat.g_03138	Prbc.g_00837
OG0000864	Syat.g_03139	Prbc.g_00838
OG0000865	Syat.g_03140	Prbc.g_00839
OG0000866	Syat.g_03141	Prbc.g_00840
OG0000867	Syat.g_03142	Prbc.g_00841
OG0000868	Syat.g_03067	Prbc.g_00842
OG0000869	Syat.g_03054	Prbc.g_00845
OG0000870	Syat.g_03049	Prbc.g_00850
OG0000871	Syat.g_03048	Prbc.g_00851
OG0000872	Syat.g_03042	Prbc.g_00852
OG0000873	Syat.g_03039	Prbc.g_00855
OG0000874	Syat.g_03037	Prbc.g_00858
OG0000875	Syat.g_03035	Prbc.g_00860
OG0000876	Syat.g_00745	Prbc.g_00861
OG0000877	Syat.g_03024	Prbc.g_00863
OG0000878	Syat.g_03023	Prbc.g_00864
OG0000879	Syat.g_03022	Prbc.g_00865
OG0000880	Syat.g_03021	Prbc.g_00866
OG0000881	Syat.g_03016	Prbc.g_00869
OG0000882	Syat.g_03011	Prbc.g_00874
OG0000883	Syat.g_03007	Prbc.g_00876
OG0000884	Syat.g_03005	Prbc.g_00878
OG0000885	Syat.g_03004	Prbc.g_00879
OG0000886	Syat.g_03003	Prbc.g_00880
OG0000887	Syat.g_03002	Prbc.g_00881
OG0000888	Syat.g_03000	Prbc.g_00883
OG0000889	Syat.g_02997	Prbc.g_00885
OG0000890	Syat.g_02994	Prbc.g_00886
OG0000891	Syat.g_02993	Prbc.g_00887
OG0000892	Syat.g_02992	Prbc.g_00889
OG0000893	Syat.g_01864	Prbc.g_00933
OG0000894	Syat.g_01860	Prbc.g_00936
OG0000895	Syat.g_01856	Prbc.g_00939
OG0000896	Syat.g_01855	Prbc.g_00940
OG0000897	Syat.g_01853	Prbc.g_00942
OG0000898	Syat.g_01852	Prbc.g_00943
OG0000899	Syat.g_01851	Prbc.g_00944
OG0000900	Syat.g_01850	Prbc.g_00945
OG0000901	Syat.g_01845	Prbc.g_00948
OG0000902	Syat.g_01843	Prbc.g_00950
OG0000903	Syat.g_01830	Prbc.g_00960
OG0000904	Syat.g_01834	Prbc.g_00955
OG0000905	Syat.g_01839	Prbc.g_00952
OG0000906	Syat.g_01841	Prbc.g_00951
OG0000907	Syat.g_01828	Prbc.g_00327
OG0000908	Syat.g_01825	Prbc.g_00324
OG0000909	Syat.g_01824	Prbc.g_00323
OG0000910	Syat.g_01823	Prbc.g_00322
OG0000911	Syat.g_01821	Prbc.g_00320
OG0000912	Syat.g_01820	Prbc.g_00319
OG0000913	Syat.g_01819	Prbc.g_00318
OG0000914	Syat.g_01818	Prbc.g_00317
OG0000915	Syat.g_01816	Prbc.g_00316
OG0000916	Syat.g_01815	Prbc.g_00315
OG0000917	Syat.g_01814	Prbc.g_00314
OG0000918	Syat.g_01813	Prbc.g_00313
OG0000919	Syat.g_01812	Prbc.g_00312
OG0000920	Syat.g_01811	Prbc.g_00311
OG0000921	Syat.g_01810	Prbc.g_00310
OG0000922	Syat.g_01809	Prbc.g_00309
OG0000923	Syat.g_01805	Prbc.g_00305
OG0000924	Syat.g_01804	Prbc.g_00304
OG0000925	Syat.g_01803	Prbc.g_00303
OG0000926	Syat.g_01802	Prbc.g_00302
OG0000927	Syat.g_01800	Prbc.g_00300
OG0000928	Syat.g_01799	Prbc.g_00299
OG0000929	Syat.g_01798	Prbc.g_00298
OG0000930	Syat.g_01797	Prbc.g_00297
OG0000931	Syat.g_01796	Prbc.g_00296
OG0000932	Syat.g_01794	Prbc.g_00295
OG0000933	Syat.g_01788	Prbc.g_00291
OG0000934	Syat.g_01786	Prbc.g_00289
OG0000935	Syat.g_01665	Prbc.g_00288
OG0000936	Syat.g_01664	Prbc.g_00287
OG0000937	Syat.g_01663	Prbc.g_00286
OG0000938	Syat.g_01659	Prbc.g_00283
OG0000939	Syat.g_01658	Prbc.g_00282
OG0000940	Syat.g_01651	Prbc.g_00275
OG0000941	Syat.g_01649	Prbc.g_00273
OG0000942	Syat.g_01647	Prbc.g_00271
OG0000943	Syat.g_01646	Prbc.g_00270
OG0000944	Syat.g_01644	Prbc.g_00268
OG0000945	Syat.g_01643	Prbc.g_00267
OG0000946	Syat.g_01633	Prbc.g_00248
OG0000947	Syat.g_01630	Prbc.g_00246
OG0000948	Syat.g_01629	Prbc.g_00245
OG0000949	Syat.g_02142	Prbc.g_00242
OG0000950	Syat.g_02152	Prbc.g_00237
OG0000951	Syat.g_02157	Prbc.g_00233
OG0000952	Syat.g_02162	Prbc.g_00229
OG0000953	Syat.g_02166	Prbc.g_00225
OG0000954	Syat.g_02187	Prbc.g_00221
OG0000955	Syat.g_02188	Prbc.g_00220
OG0000956	Syat.g_02191	Prbc.g_00218
OG0000957	Syat.g_02204	Prbc.g_00213
OG0000958	Syat.g_02205	Prbc.g_00212
OG0000959	Syat.g_02212	Prbc.g_00208
OG0000960	Syat.g_02213	Prbc.g_00207
OG0000961	Syat.g_02873	Prbc.g_00204
OG0000962	Syat.g_02223	Prbc.g_00202
OG0000963	Syat.g_02226	Prbc.g_00197
OG0000964	Syat.g_02227	Prbc.g_00196
OG0000965	Syat.g_02228	Prbc.g_00195
OG0000966	Syat.g_02259	Prbc.g_00965
OG0000967	Syat.g_02263	Prbc.g_00969
OG0000968	Syat.g_02269	Prbc.g_00971
OG0000969	Syat.g_02271	Prbc.g_00972
OG0000970	Syat.g_02272	Prbc.g_00973
OG0000971	Syat.g_02274	Prbc.g_00974
OG0000972	Syat.g_02275	Prbc.g_00975
OG0000973	Syat.g_02276	Prbc.g_00976
OG0000974	Syat.g_02277	Prbc.g_00977
OG0000975	Syat.g_02278	Prbc.g_00978
OG0000976	Syat.g_02279	Prbc.g_00979
OG0000977	Syat.g_02281	Prbc.g_00980
OG0000978	Syat.g_02283	Prbc.g_00981
OG0000979	Syat.g_02286	Prbc.g_00984
OG0000980	Syat.g_02289	Prbc.g_00986
OG0000981	Syat.g_02292	Prbc.g_00989
OG0000982	Syat.g_02691	Prbc.g_00991
OG0000983	Syat.g_02690	Prbc.g_00992
OG0000984	Syat.g_02689	Prbc.g_00993
OG0000985	Syat.g_02685	Prbc.g_00996
OG0000986	Syat.g_02680	Prbc.g_00998
OG0000987	Syat.g_02678	Prbc.g_00999
OG0000988	Syat.g_02672	Prbc.g_01002
OG0000989	Syat.g_02657	Prbc.g_01006
OG0000990	Syat.g_02500	Prbc.g_01011
OG0000991	Syat.g_02503	Prbc.g_01012
OG0000992	Syat.g_02507	Prbc.g_01015
OG0000993	Syat.g_02508	Prbc.g_01016
OG0000994	Syat.g_02512	Prbc.g_01017
OG0000995	Syat.g_02517	Prbc.g_01021
OG0000996	Syat.g_02446	Prbc.g_01022
OG0000997	Syat.g_02417	Prbc.g_01043
OG0000998	Syat.g_02415	Prbc.g_01045
OG0000999	Syat.g_02414	Prbc.g_01046
OG0001001	Syat.g_02400	Prbc.g_01052
OG0001002	Syat.g_02394	Prbc.g_01057
OG0001003	Syat.g_02392	Prbc.g_01060
OG0001004	Syat.g_02391	Prbc.g_01061
OG0001005	Syat.g_02390	Prbc.g_01062
OG0001006	Syat.g_02378	Prbc.g_01067
OG0001007	Syat.g_02376	Prbc.g_01069
OG0001008	Syat.g_02971	Prbc.g_01498
OG0001009	Syat.g_02311	Prbc.g_01097
OG0001010	Syat.g_02310	Prbc.g_01098
OG0001011	Syat.g_02308	Prbc.g_01099
OG0001012	Syat.g_01004	Prbc.g_01121
OG0001013	Syat.g_02716	Prbc.g_01126
OG0001014	Syat.g_02721	Prbc.g_01129
OG0001015	Syat.g_02722	Prbc.g_01130
OG0001016	Syat.g_01474	Prbc.g_00500
OG0001017	Syat.g_01480	Prbc.g_00496
OG0001018	Syat.g_01482	Prbc.g_00493
OG0001019	Syat.g_01532	Prbc.g_00484
OG0001020	Syat.g_01539	Prbc.g_00483
OG0001021	Syat.g_01552	Prbc.g_00482
OG0001022	Syat.g_01555	Prbc.g_00479
OG0001023	Syat.g_01556	Prbc.g_00478
OG0001024	Syat.g_01560	Prbc.g_00475
OG0001025	Syat.g_01566	Prbc.g_00468
OG0001026	Syat.g_01582	Prbc.g_00460
OG0001027	Syat.g_02947	Prbc.g_00459
OG0001028	Syat.g_02944	Prbc.g_00457
OG0001029	Syat.g_02942	Prbc.g_00455
OG0001030	Syat.g_02922	Prbc.g_00439
OG0001031	Syat.g_02836	Prbc.g_00385
OG0001032	Syat.g_02834	Prbc.g_00384
OG0001033	Syat.g_02784	Prbc.g_00364
OG0001034	Syat.g_01448	Prbc.g_00334
OG0001035	Syat.g_01885	Prbc.g_01150
OG0001036	Syat.g_01939	Prbc.g_01154
OG0001037	Syat.g_01941	Prbc.g_01155
OG0001038	Syat.g_02058	Prbc.g_01171
OG0001039	Syat.g_02061	Prbc.g_01173
OG0001040	Syat.g_02064	Prbc.g_01176
OG0001041	Syat.g_02070	Prbc.g_01180
OG0001042	Syat.g_02100	Prbc.g_01196
OG0001043	Syat.g_02103	Prbc.g_01197
OG0001044	Syat.g_01615	Prbc.g_01245
OG0001045	Syat.g_01602	Prbc.g_01254
OG0001046	Syat.g_00552	Prbc.g_02168
OG0001047	Syat.g_02973	Prbc.g_01500
OG0001048	Syat.g_02974	Prbc.g_01501
OG0001049	Syat.g_01290	Prbc.g_01503
OG0001050	Syat.g_01289	Prbc.g_01504
OG0001051	Syat.g_01288	Prbc.g_01505
OG0001052	Syat.g_01375	Prbc.g_01531
OG0001053	Syat.g_03173	Prbc.g_01543
OG0001054	Syat.g_03192	Prbc.g_01557
OG0001055	Syat.g_03224	Prbc.g_01597
OG0001056	Syat.g_03275	Prbc.g_01615
OG0001057	Syat.g_00102	Prbc.g_01620
OG0001058	Syat.g_00079	Prbc.g_01629
OG0001059	Syat.g_00075	Prbc.g_01633
OG0001061	Syat.g_00051	Prbc.g_01653
OG0001062	Syat.g_00048	Prbc.g_01655
OG0001063	Syat.g_00042	Prbc.g_01656
OG0001064	Syat.g_00041	Prbc.g_01657
OG0001065	Syat.g_00040	Prbc.g_01658
OG0001066	Syat.g_00039	Prbc.g_01659
OG0001067	Syat.g_00038	Prbc.g_01660
OG0001068	Syat.g_00037	Prbc.g_01661
OG0001069	Syat.g_00036	Prbc.g_01662
OG0001070	Syat.g_00032	Prbc.g_01664
OG0001071	Syat.g_00031	Prbc.g_01665
OG0001072	Syat.g_00028	Prbc.g_01666
OG0001073	Syat.g_00009	Prbc.g_01680
OG0001074	Syat.g_01015	Prbc.g_01692
OG0001075	Syat.g_01037	Prbc.g_01693
OG0001076	Syat.g_03315	Prbc.g_01700
OG0001077	Syat.g_03290	Prbc.g_01705
OG0001078	Syat.g_00118	Prbc.g_01713
OG0001079	Syat.g_00378	Prbc.g_01724
OG0001080	Syat.g_00368	Prbc.g_01730
OG0001081	Syat.g_00366	Prbc.g_01732
OG0001082	Syat.g_00365	Prbc.g_01733
OG0001083	Syat.g_00390	Prbc.g_01738
OG0001084	Syat.g_00391	Prbc.g_01739
OG0001085	Syat.g_00408	Prbc.g_01749
OG0001086	Syat.g_00410	Prbc.g_01750
OG0001087	Syat.g_03277	Prbc.g_01770
OG0001088	Syat.g_02496	Prbc.g_01771
OG0001089	Syat.g_00818	Prbc.g_01779
OG0001090	Syat.g_00659	Prbc.g_01788
OG0001091	Syat.g_00661	Prbc.g_01790
OG0001092	Syat.g_00663	Prbc.g_01791
OG0001093	Syat.g_00669	Prbc.g_01796
OG0001094	Syat.g_00473	Prbc.g_01852
OG0001095	Syat.g_00497	Prbc.g_01871
OG0001096	Syat.g_00516	Prbc.g_01886
OG0001097	Syat.g_00743	Prbc.g_01906
OG0001098	Syat.g_01672	Prbc.g_01923
OG0001099	Syat.g_02943	Prbc.g_01962
OG0001100	Syat.g_00418	Prbc.g_01969
OG0001101	Syat.g_00420	Prbc.g_01971
OG0001102	Syat.g_00423	Prbc.g_01974
OG0001103	Syat.g_00425	Prbc.g_01976
OG0001104	Syat.g_00458	Prbc.g_01838
OG0001105	Syat.g_00461	Prbc.g_01842
OG0001106	Syat.g_00598	Prbc.g_02024
OG0001107	Syat.g_00580	Prbc.g_02034
OG0001108	Syat.g_00570	Prbc.g_02038
OG0001109	Syat.g_00568	Prbc.g_02039
OG0001110	Syat.g_00566	Prbc.g_02041
OG0001111	Syat.g_00564	Prbc.g_02042
OG0001112	Syat.g_00562	Prbc.g_02043
OG0001113	Syat.g_00561	Prbc.g_02044
OG0001114	Syat.g_00560	Prbc.g_02045
OG0001115	Syat.g_00557	Prbc.g_02047
OG0001116	Syat.g_00555	Prbc.g_02048
OG0001117	Syat.g_00554	Prbc.g_02049
OG0001118	Syat.g_00553	Prbc.g_02050
OG0001119	Syat.g_00551	Prbc.g_02051
OG0001120	Syat.g_00546	Prbc.g_02052
OG0001122	Syat.g_00711	Prbc.g_02081
OG0001123	Syat.g_00704	Prbc.g_02086
OG0001124	Syat.g_00702	Prbc.g_02088
OG0001125	Syat.g_00700	Prbc.g_02090
OG0001126	Syat.g_00790	Prbc.g_02101
OG0001127	Syat.g_00789	Prbc.g_02102
OG0001128	Syat.g_00786	Prbc.g_02105
OG0001129	Syat.g_00784	Prbc.g_02106
OG0001130	Syat.g_00783	Prbc.g_02107
OG0001131	Syat.g_01674	Prbc.g_01941
OG0001132	Syat.g_00965	Prbc.g_02152
OG0001133	Syat.g_03311	Prbc.g_02128
OG0001136	Syat.g_03257	Prbc.g_01449
OG0001137	Syat.g_00306	Prbc.g_01436
OG0001138	Syat.g_00214	Prbc.g_01416
OG0001139	Syat.g_00209	Prbc.g_01414
OG0001140	Syat.g_00208	Prbc.g_01413
OG0001141	Syat.g_00207	Prbc.g_01412
OG0001142	Syat.g_00206	Prbc.g_01411
