Orthogroup	Syat	Prad
OG0000608	Syat.g_00363	Prad.g_01232
OG0000609	Syat.g_00344	Prad.g_01233
OG0000610	Syat.g_00399	Prad.g_01238
OG0000611	Syat.g_00402	Prad.g_01241
OG0000612	Syat.g_00403	Prad.g_01242
OG0000613	Syat.g_02129	Prad.g_01247
OG0000614	Syat.g_01084	Prad.g_01266
OG0000615	Syat.g_00442	Prad.g_01274
OG0000616	Syat.g_02397	Prad.g_01278
OG0000617	Syat.g_00665	Prad.g_01055
OG0000618	Syat.g_00666	Prad.g_01056
OG0000619	Syat.g_00667	Prad.g_01057
OG0000620	Syat.g_02591	Prad.g_01060
OG0000621	Syat.g_02590	Prad.g_01061
OG0000622	Syat.g_02572	Prad.g_01062
OG0000623	Syat.g_00672	Prad.g_01063
OG0000624	Syat.g_00673	Prad.g_01064
OG0000625	Syat.g_00674	Prad.g_01065
OG0000626	Syat.g_00675	Prad.g_01066
OG0000627	Syat.g_00641	Prad.g_01067
OG0000628	Syat.g_00640	Prad.g_01068
OG0000629	Syat.g_00637	Prad.g_01069
OG0000630	Syat.g_00631	Prad.g_01072
OG0000631	Syat.g_00624	Prad.g_01137
OG0000632	Syat.g_00623	Prad.g_01138
OG0000633	Syat.g_00622	Prad.g_01139
OG0000634	Syat.g_00475	Prad.g_01142
OG0000635	Syat.g_00476	Prad.g_01143
OG0000636	Syat.g_00478	Prad.g_01145
OG0000637	Syat.g_00480	Prad.g_01147
OG0000638	Syat.g_00481	Prad.g_01148
OG0000639	Syat.g_00482	Prad.g_01149
OG0000640	Syat.g_00483	Prad.g_01150
OG0000641	Syat.g_00488	Prad.g_01154
OG0000642	Syat.g_00489	Prad.g_01155
OG0000643	Syat.g_00494	Prad.g_01156
OG0000644	Syat.g_00495	Prad.g_01157
OG0000645	Syat.g_00496	Prad.g_01158
OG0000646	Syat.g_00499	Prad.g_01160
OG0000647	Syat.g_00501	Prad.g_01161
OG0000648	Syat.g_00504	Prad.g_01163
OG0000649	Syat.g_00505	Prad.g_01164
OG0000650	Syat.g_00506	Prad.g_01165
OG0000651	Syat.g_00507	Prad.g_01166
OG0000652	Syat.g_00508	Prad.g_01167
OG0000653	Syat.g_00510	Prad.g_01169
OG0000654	Syat.g_00514	Prad.g_01170
OG0000655	Syat.g_00515	Prad.g_01171
OG0000656	Syat.g_00518	Prad.g_01174
OG0000657	Syat.g_00720	Prad.g_01182
OG0000658	Syat.g_00723	Prad.g_01183
OG0000659	Syat.g_00724	Prad.g_01184
OG0000660	Syat.g_00740	Prad.g_00306
OG0000661	Syat.g_00742	Prad.g_00304
OG0000662	Syat.g_00746	Prad.g_00302
OG0000663	Syat.g_00749	Prad.g_00300
OG0000664	Syat.g_00752	Prad.g_00299
OG0000665	Syat.g_03302	Prad.g_00295
OG0000666	Syat.g_01415	Prad.g_00294
OG0000667	Syat.g_00958, Syat.g_03278	Prad.g_00290
OG0000668	Syat.g_00710	Prad.g_00260
OG0000669	Syat.g_00416	Prad.g_00253
OG0000670	Syat.g_00419	Prad.g_00251
OG0000671	Syat.g_00421	Prad.g_00249
OG0000672	Syat.g_00424	Prad.g_00247
OG0000673	Syat.g_00430	Prad.g_00244
OG0000674	Syat.g_00432	Prad.g_00242
OG0000675	Syat.g_00433	Prad.g_00241
OG0000676	Syat.g_00436	Prad.g_00239
OG0000677	Syat.g_00437	Prad.g_00238
OG0000678	Syat.g_00439	Prad.g_00236
OG0000679	Syat.g_00448	Prad.g_00232
OG0000680	Syat.g_00449	Prad.g_00231
OG0000681	Syat.g_00452	Prad.g_00228
OG0000682	Syat.g_00453	Prad.g_00227
OG0000683	Syat.g_00454	Prad.g_00226
OG0000684	Syat.g_00457	Prad.g_00224
OG0000685	Syat.g_02571	Prad.g_00222
OG0000686	Syat.g_00459	Prad.g_00221
OG0000687	Syat.g_00460	Prad.g_00220
OG0000688	Syat.g_00463	Prad.g_00217
OG0000689	Syat.g_00465	Prad.g_00216
OG0000690	Syat.g_00466	Prad.g_00215
OG0000691	Syat.g_00467	Prad.g_00214
OG0000692	Syat.g_00469	Prad.g_00212
OG0000693	Syat.g_00471	Prad.g_00211
OG0000694	Syat.g_00472	Prad.g_00210
OG0000695	Syat.g_00619	Prad.g_00208
OG0000696	Syat.g_00618	Prad.g_00207
OG0000697	Syat.g_00616	Prad.g_00206
OG0000698	Syat.g_00613	Prad.g_00203
OG0000699	Syat.g_00611	Prad.g_00202
OG0000700	Syat.g_00610	Prad.g_00201
OG0000701	Syat.g_00609	Prad.g_00200
OG0000702	Syat.g_00606	Prad.g_00198
OG0000703	Syat.g_00601	Prad.g_00197
OG0000704	Syat.g_00599	Prad.g_00196
OG0000705	Syat.g_00592	Prad.g_00192
OG0000706	Syat.g_00591	Prad.g_00191
OG0000707	Syat.g_00590	Prad.g_00190
OG0000708	Syat.g_00587	Prad.g_00189
OG0000709	Syat.g_00573	Prad.g_00185
OG0000710	Syat.g_00567	Prad.g_00182
OG0000711	Syat.g_00539	Prad.g_00165
OG0000712	Syat.g_00537	Prad.g_00163
OG0000713	Syat.g_00536	Prad.g_00162
OG0000714	Syat.g_00532	Prad.g_00161
OG0000715	Syat.g_00530	Prad.g_00159
OG0000716	Syat.g_00527	Prad.g_00157
OG0000717	Syat.g_00526	Prad.g_00156
OG0000718	Syat.g_00522	Prad.g_00144
OG0000719	Syat.g_00712	Prad.g_00142
OG0000720	Syat.g_00699	Prad.g_01039
OG0000721	Syat.g_00697	Prad.g_01037
OG0000722	Syat.g_00696	Prad.g_01036
OG0000723	Syat.g_00686	Prad.g_01033
OG0000724	Syat.g_00782	Prad.g_01023
OG0000725	Syat.g_00810	Prad.g_01017
OG0000726	Syat.g_00811	Prad.g_01016
OG0000727	Syat.g_00812	Prad.g_01015
OG0000728	Syat.g_00814	Prad.g_01013
OG0000729	Syat.g_02224	Prad.g_00970
OG0000730	Syat.g_01617	Prad.g_00635
OG0000731	Syat.g_01605	Prad.g_00639
OG0000732	Syat.g_02290	Prad.g_00649
OG0000733	Syat.g_03285	Prad.g_01988
OG0000734	Syat.g_01579	Prad.g_01511
OG0000735	Syat.g_03235	Prad.g_01509
OG0000736	Syat.g_03236	Prad.g_01508
OG0000737	Syat.g_03237	Prad.g_01507
OG0000738	Syat.g_03251	Prad.g_01503
OG0000739	Syat.g_03252	Prad.g_01502
OG0000740	Syat.g_03253	Prad.g_01501
OG0000741	Syat.g_03256	Prad.g_01500
OG0000742	Syat.g_03259	Prad.g_01497
OG0000743	Syat.g_03262	Prad.g_01495
OG0000744	Syat.g_03263	Prad.g_01494
OG0000745	Syat.g_03266	Prad.g_01493
OG0000746	Syat.g_00314	Prad.g_01491
OG0000747	Syat.g_00313	Prad.g_01490
OG0000748	Syat.g_00305	Prad.g_01487
OG0000749	Syat.g_00303	Prad.g_01486
OG0000750	Syat.g_00302	Prad.g_01485
OG0000751	Syat.g_00296	Prad.g_01483
OG0000752	Syat.g_00294	Prad.g_01481
OG0000753	Syat.g_00291	Prad.g_01478
OG0000754	Syat.g_00250	Prad.g_01475
OG0000755	Syat.g_00217	Prad.g_01472
OG0000756	Syat.g_00216	Prad.g_01470, Prad.g_01471
OG0000757	Syat.g_00205	Prad.g_01464
OG0000758	Syat.g_00204	Prad.g_01463
OG0000759	Syat.g_00203	Prad.g_01462
OG0000760	Syat.g_00202	Prad.g_01461
OG0000761	Syat.g_00201	Prad.g_01460
OG0000762	Syat.g_00199	Prad.g_01459
OG0000763	Syat.g_00924	Prad.g_01457
OG0000764	Syat.g_00923	Prad.g_01456
OG0000765	Syat.g_00897	Prad.g_01447
OG0000766	Syat.g_00896	Prad.g_01446
OG0000767	Syat.g_00894	Prad.g_01444
OG0000768	Syat.g_00893	Prad.g_01443
OG0000769	Syat.g_00891	Prad.g_01441
OG0000770	Syat.g_00886	Prad.g_01439
OG0000771	Syat.g_00788	Prad.g_00076
OG0000772	Syat.g_01768	Prad.g_00341
OG0000773	Syat.g_01114	Prad.g_00361
OG0000774	Syat.g_01146	Prad.g_00363
OG0000775	Syat.g_01148	Prad.g_00365
OG0000776	Syat.g_01149	Prad.g_00366
OG0000777	Syat.g_01150	Prad.g_00631
OG0000778	Syat.g_01151	Prad.g_00630
OG0000779	Syat.g_01154	Prad.g_00626
OG0000780	Syat.g_01157	Prad.g_00625
OG0000781	Syat.g_01161	Prad.g_00622
OG0000782	Syat.g_01162	Prad.g_00621
OG0000783	Syat.g_01163	Prad.g_00620
OG0000784	Syat.g_01164	Prad.g_00619
OG0000785	Syat.g_01166	Prad.g_00617
OG0000786	Syat.g_01170	Prad.g_00615
OG0000787	Syat.g_01171	Prad.g_00614
OG0000788	Syat.g_00087	Prad.g_00607
OG0000789	Syat.g_00845	Prad.g_00604
OG0000790	Syat.g_01300	Prad.g_00589
OG0000791	Syat.g_01302	Prad.g_00587
OG0000792	Syat.g_01303	Prad.g_00586
OG0000793	Syat.g_01412	Prad.g_00583
OG0000794	Syat.g_01414	Prad.g_00582
OG0000795	Syat.g_01416	Prad.g_00581
OG0000796	Syat.g_01422	Prad.g_00577
OG0000797	Syat.g_01423	Prad.g_00576
OG0000799	Syat.g_01256	Prad.g_00533
OG0000800	Syat.g_01255	Prad.g_00532
OG0000801	Syat.g_01253	Prad.g_00531
OG0000802	Syat.g_01245	Prad.g_00529
OG0000803	Syat.g_01241	Prad.g_00527
OG0000804	Syat.g_01238	Prad.g_00526
OG0000805	Syat.g_01236	Prad.g_00524
OG0000806	Syat.g_01234	Prad.g_00522
OG0000807	Syat.g_01233	Prad.g_00521
OG0000808	Syat.g_01232	Prad.g_00520
OG0000809	Syat.g_01229	Prad.g_00517
OG0000810	Syat.g_01228	Prad.g_00516
OG0000811	Syat.g_01186	Prad.g_00512
OG0000812	Syat.g_01182	Prad.g_00510
OG0000813	Syat.g_01181	Prad.g_00509
OG0000814	Syat.g_01179	Prad.g_00507
OG0000815	Syat.g_01177	Prad.g_00506
OG0000816	Syat.g_01175	Prad.g_00504
OG0000817	Syat.g_01279	Prad.g_00503
OG0000818	Syat.g_01325	Prad.g_00498
OG0000819	Syat.g_01326	Prad.g_00497
OG0000820	Syat.g_01327	Prad.g_00496
OG0000821	Syat.g_01333	Prad.g_00491
OG0000822	Syat.g_01335	Prad.g_00490
OG0000823	Syat.g_01336	Prad.g_00489
OG0000824	Syat.g_01342	Prad.g_00486
OG0000825	Syat.g_01343	Prad.g_00485
OG0000826	Syat.g_01344	Prad.g_00484
OG0000827	Syat.g_01345	Prad.g_00483
OG0000828	Syat.g_01348	Prad.g_00480
OG0000829	Syat.g_01349	Prad.g_00479
OG0000830	Syat.g_01350	Prad.g_00478
OG0000831	Syat.g_01353	Prad.g_00476
OG0000832	Syat.g_02982	Prad.g_00470
OG0000833	Syat.g_03072	Prad.g_00462
OG0000834	Syat.g_03073	Prad.g_00461
OG0000835	Syat.g_03075	Prad.g_00460
OG0000836	Syat.g_03078	Prad.g_00459
OG0000837	Syat.g_03079	Prad.g_00458
OG0000838	Syat.g_03083	Prad.g_00456
OG0000839	Syat.g_03084	Prad.g_00455
OG0000840	Syat.g_03085	Prad.g_00454
OG0000841	Syat.g_03086	Prad.g_00453
OG0000842	Syat.g_03087	Prad.g_00452
OG0000843	Syat.g_03088	Prad.g_00451
OG0000844	Syat.g_03090	Prad.g_00450
OG0000845	Syat.g_03091	Prad.g_00449
OG0000846	Syat.g_03092	Prad.g_00448
OG0000847	Syat.g_03093	Prad.g_00447
OG0000848	Syat.g_03095	Prad.g_00446
OG0000849	Syat.g_03096	Prad.g_00445
OG0000850	Syat.g_03098	Prad.g_00443
OG0000851	Syat.g_03101	Prad.g_00442
OG0000852	Syat.g_03102	Prad.g_00441
OG0000853	Syat.g_03106	Prad.g_00437
OG0000854	Syat.g_03108	Prad.g_00435
OG0000855	Syat.g_03109	Prad.g_00434
OG0000856	Syat.g_03305	Prad.g_00419
OG0000857	Syat.g_00500	Prad.g_00388
OG0000858	Syat.g_03114	Prad.g_00947
OG0000859	Syat.g_03115	Prad.g_00946
OG0000860	Syat.g_03126	Prad.g_00939
OG0000861	Syat.g_03127	Prad.g_00938
OG0000862	Syat.g_03136	Prad.g_00937
OG0000863	Syat.g_03138	Prad.g_00935
OG0000864	Syat.g_03139	Prad.g_00934
OG0000865	Syat.g_03140	Prad.g_00933
OG0000866	Syat.g_03141	Prad.g_00932
OG0000867	Syat.g_03142	Prad.g_00931
OG0000868	Syat.g_03067	Prad.g_00930
OG0000869	Syat.g_03054	Prad.g_00926
OG0000870	Syat.g_03049	Prad.g_00921
OG0000871	Syat.g_03048	Prad.g_00920
OG0000872	Syat.g_03042	Prad.g_00919
OG0000873	Syat.g_03039	Prad.g_00916
OG0000874	Syat.g_03037	Prad.g_00913
OG0000875	Syat.g_03035	Prad.g_00912
OG0000876	Syat.g_00745	Prad.g_00911
OG0000877	Syat.g_03024	Prad.g_00909
OG0000878	Syat.g_03023	Prad.g_00908
OG0000879	Syat.g_03022	Prad.g_00907
OG0000880	Syat.g_03021	Prad.g_00906
OG0000881	Syat.g_03016	Prad.g_00902
OG0000882	Syat.g_03011	Prad.g_00897
OG0000883	Syat.g_03007	Prad.g_00895
OG0000884	Syat.g_03005	Prad.g_00893
OG0000885	Syat.g_03004	Prad.g_00892
OG0000886	Syat.g_03003	Prad.g_00891
OG0000887	Syat.g_03002	Prad.g_00890
OG0000888	Syat.g_03000	Prad.g_00888
OG0000889	Syat.g_02997	Prad.g_00886
OG0000890	Syat.g_02994	Prad.g_00885
OG0000891	Syat.g_02993	Prad.g_00884
OG0000892	Syat.g_02992	Prad.g_00882
OG0000893	Syat.g_01864	Prad.g_00879
OG0000894	Syat.g_01860	Prad.g_00877
OG0000895	Syat.g_01856	Prad.g_00874
OG0000896	Syat.g_01855	Prad.g_00873
OG0000897	Syat.g_01853	Prad.g_00871
OG0000898	Syat.g_01852	Prad.g_00870
OG0000899	Syat.g_01851	Prad.g_00869
OG0000900	Syat.g_01850	Prad.g_00868
OG0000901	Syat.g_01845	Prad.g_00865
OG0000902	Syat.g_01843	Prad.g_00863
OG0000903	Syat.g_01830	Prad.g_00860
OG0000904	Syat.g_01834	Prad.g_00858
OG0000905	Syat.g_01839	Prad.g_00853
OG0000906	Syat.g_01841	Prad.g_00852
OG0000907	Syat.g_01828	Prad.g_00849
OG0000908	Syat.g_01825	Prad.g_00846
OG0000909	Syat.g_01824	Prad.g_00845
OG0000910	Syat.g_01823	Prad.g_00844
OG0000911	Syat.g_01821	Prad.g_00842
OG0000912	Syat.g_01820	Prad.g_00841
OG0000913	Syat.g_01819	Prad.g_00840
OG0000914	Syat.g_01818	Prad.g_00839
OG0000915	Syat.g_01816	Prad.g_00838
OG0000916	Syat.g_01815	Prad.g_00837
OG0000917	Syat.g_01814	Prad.g_00836
OG0000918	Syat.g_01813	Prad.g_00835
OG0000919	Syat.g_01812	Prad.g_00834
OG0000920	Syat.g_01811	Prad.g_00833
OG0000921	Syat.g_01810	Prad.g_00832
OG0000922	Syat.g_01809	Prad.g_00831
OG0000923	Syat.g_01805	Prad.g_00827
OG0000924	Syat.g_01804	Prad.g_00826
OG0000925	Syat.g_01803	Prad.g_00825
OG0000926	Syat.g_01802	Prad.g_00824
OG0000927	Syat.g_01800	Prad.g_00822
OG0000928	Syat.g_01799	Prad.g_00821
OG0000929	Syat.g_01798	Prad.g_00820
OG0000930	Syat.g_01797	Prad.g_00819
OG0000931	Syat.g_01796	Prad.g_00818
OG0000932	Syat.g_01794	Prad.g_00817
OG0000933	Syat.g_01788	Prad.g_00813
OG0000934	Syat.g_01786	Prad.g_00811
OG0000935	Syat.g_01665	Prad.g_00810
OG0000936	Syat.g_01664	Prad.g_00809
OG0000937	Syat.g_01663	Prad.g_00808
OG0000938	Syat.g_01659	Prad.g_00806
OG0000939	Syat.g_01658	Prad.g_00805
OG0000940	Syat.g_01651	Prad.g_00798
OG0000941	Syat.g_01649	Prad.g_00796
OG0000942	Syat.g_01647	Prad.g_00794
OG0000943	Syat.g_01646	Prad.g_00793
OG0000944	Syat.g_01644	Prad.g_00792
OG0000945	Syat.g_01643	Prad.g_00791
OG0000946	Syat.g_01633	Prad.g_00787
OG0000947	Syat.g_01630	Prad.g_00785
OG0000948	Syat.g_01629	Prad.g_00784
OG0000949	Syat.g_02142	Prad.g_00781
OG0000950	Syat.g_02152	Prad.g_00776
OG0000951	Syat.g_02157	Prad.g_00772
OG0000952	Syat.g_02162	Prad.g_00768
OG0000953	Syat.g_02166	Prad.g_00765
OG0000954	Syat.g_02187	Prad.g_01641
OG0000955	Syat.g_02188	Prad.g_01640
OG0000956	Syat.g_02191	Prad.g_01638
OG0000957	Syat.g_02204	Prad.g_01633
OG0000958	Syat.g_02205	Prad.g_01632
OG0000959	Syat.g_02212	Prad.g_01628
OG0000960	Syat.g_02213	Prad.g_01627
OG0000961	Syat.g_02873	Prad.g_01625
OG0000962	Syat.g_02223	Prad.g_01623
OG0000963	Syat.g_02226	Prad.g_01620
OG0000964	Syat.g_02227	Prad.g_01619
OG0000965	Syat.g_02228	Prad.g_01618
OG0000966	Syat.g_02259	Prad.g_01611
OG0000967	Syat.g_02263	Prad.g_01607
OG0000968	Syat.g_02269	Prad.g_01605
OG0000969	Syat.g_02271	Prad.g_01604
OG0000970	Syat.g_02272	Prad.g_01603
OG0000971	Syat.g_02274	Prad.g_01602
OG0000972	Syat.g_02275	Prad.g_01601
OG0000973	Syat.g_02276	Prad.g_01600
OG0000974	Syat.g_02277	Prad.g_01599
OG0000975	Syat.g_02278	Prad.g_01598
OG0000976	Syat.g_02279	Prad.g_01597
OG0000977	Syat.g_02281	Prad.g_01596
OG0000978	Syat.g_02283	Prad.g_01595
OG0000979	Syat.g_02286	Prad.g_01592
OG0000980	Syat.g_02289	Prad.g_01590
OG0000981	Syat.g_02292	Prad.g_01588
OG0000982	Syat.g_02691	Prad.g_01586
OG0000983	Syat.g_02690	Prad.g_01585
OG0000984	Syat.g_02689	Prad.g_01584
OG0000985	Syat.g_02685	Prad.g_01581
OG0000986	Syat.g_02680	Prad.g_01579
OG0000987	Syat.g_02678	Prad.g_01578
OG0000988	Syat.g_02672	Prad.g_01575
OG0000989	Syat.g_02657	Prad.g_01571
OG0000990	Syat.g_02500	Prad.g_01568
OG0000991	Syat.g_02503	Prad.g_01567
OG0000992	Syat.g_02507	Prad.g_01565
OG0000993	Syat.g_02508	Prad.g_01564
OG0000994	Syat.g_02512	Prad.g_01563
OG0000995	Syat.g_02517	Prad.g_01559
OG0000996	Syat.g_02446	Prad.g_01558
OG0000997	Syat.g_02417	Prad.g_01557
OG0000998	Syat.g_02415	Prad.g_01555
OG0000999	Syat.g_02414	Prad.g_01554
OG0001001	Syat.g_02400	Prad.g_01549
OG0001002	Syat.g_02394	Prad.g_01545
OG0001003	Syat.g_02392	Prad.g_01544
OG0001004	Syat.g_02391	Prad.g_01543
OG0001005	Syat.g_02390	Prad.g_01542
OG0001006	Syat.g_02378	Prad.g_01538
OG0001007	Syat.g_02376	Prad.g_01536
OG0001008	Syat.g_02971	Prad.g_00070
OG0001009	Syat.g_02311	Prad.g_01959
OG0001010	Syat.g_02310	Prad.g_01958
OG0001011	Syat.g_02308	Prad.g_01957
OG0001012	Syat.g_01004	Prad.g_01944
OG0001013	Syat.g_02716	Prad.g_01938
OG0001014	Syat.g_02721	Prad.g_01935
OG0001015	Syat.g_02722	Prad.g_01934
OG0001016	Syat.g_01474	Prad.g_01920
OG0001017	Syat.g_01480	Prad.g_01916
OG0001018	Syat.g_01482	Prad.g_01913
OG0001019	Syat.g_01532	Prad.g_01904
OG0001020	Syat.g_01539	Prad.g_01903
OG0001021	Syat.g_01552	Prad.g_01902
OG0001022	Syat.g_01555	Prad.g_01899
OG0001023	Syat.g_01556	Prad.g_01898
OG0001024	Syat.g_01560	Prad.g_01895
OG0001025	Syat.g_01566	Prad.g_01889
OG0001026	Syat.g_01582	Prad.g_01882
OG0001027	Syat.g_02947	Prad.g_01881
OG0001028	Syat.g_02944	Prad.g_01879
OG0001029	Syat.g_02942	Prad.g_01878
OG0001030	Syat.g_02922	Prad.g_01863
OG0001031	Syat.g_02836	Prad.g_01805
OG0001032	Syat.g_02834	Prad.g_01804
OG0001033	Syat.g_02784	Prad.g_01783
OG0001034	Syat.g_01448	Prad.g_01755
OG0001035	Syat.g_01885	Prad.g_01737
OG0001036	Syat.g_01939	Prad.g_01732
OG0001037	Syat.g_01941	Prad.g_01731
OG0001038	Syat.g_02058	Prad.g_01713
OG0001039	Syat.g_02061	Prad.g_01710
OG0001040	Syat.g_02064	Prad.g_01708
OG0001041	Syat.g_02070	Prad.g_01704
OG0001042	Syat.g_02100	Prad.g_01687
OG0001043	Syat.g_02103	Prad.g_01686
OG0001044	Syat.g_01615	Prad.g_01658
OG0001045	Syat.g_01602	Prad.g_01649
OG0001046	Syat.g_00552	Prad.g_00730
OG0001047	Syat.g_02973	Prad.g_00068
OG0001048	Syat.g_02974	Prad.g_00067
OG0001049	Syat.g_01290	Prad.g_00065
OG0001050	Syat.g_01289	Prad.g_00064
OG0001051	Syat.g_01288	Prad.g_00063
OG0001052	Syat.g_01375	Prad.g_00036
OG0001053	Syat.g_03173	Prad.g_00024
OG0001054	Syat.g_03192	Prad.g_00131
OG0001055	Syat.g_03224	Prad.g_00112
OG0001056	Syat.g_03275	Prad.g_00093
OG0001057	Syat.g_00102	Prad.g_01331
OG0001058	Syat.g_00079	Prad.g_01339
OG0001059	Syat.g_00075	Prad.g_01343
OG0001061	Syat.g_00051	Prad.g_01363
OG0001062	Syat.g_00048	Prad.g_01365
OG0001063	Syat.g_00042	Prad.g_01367
OG0001064	Syat.g_00041	Prad.g_01368
OG0001065	Syat.g_00040	Prad.g_01369
OG0001066	Syat.g_00039	Prad.g_01370
OG0001067	Syat.g_00038	Prad.g_01371
OG0001068	Syat.g_00037	Prad.g_01372
OG0001069	Syat.g_00036	Prad.g_01373
OG0001070	Syat.g_00032	Prad.g_01376
OG0001071	Syat.g_00031	Prad.g_01377
OG0001072	Syat.g_00028	Prad.g_01379
OG0001073	Syat.g_00009	Prad.g_01393
OG0001074	Syat.g_01015	Prad.g_01404
OG0001075	Syat.g_01037	Prad.g_01405
OG0001076	Syat.g_03315	Prad.g_01413
OG0001077	Syat.g_03290	Prad.g_01417
OG0001078	Syat.g_00118	Prad.g_01425
OG0001079	Syat.g_00378	Prad.g_01221
OG0001080	Syat.g_00368	Prad.g_01227
OG0001081	Syat.g_00366	Prad.g_01229
OG0001082	Syat.g_00365	Prad.g_01230
OG0001083	Syat.g_00390	Prad.g_01235
OG0001084	Syat.g_00391	Prad.g_01236
OG0001085	Syat.g_00408	Prad.g_01244
OG0001086	Syat.g_00410	Prad.g_01245
OG0001087	Syat.g_03277	Prad.g_01262
OG0001088	Syat.g_02496	Prad.g_01263
OG0001089	Syat.g_00818	Prad.g_01271
OG0001090	Syat.g_00659	Prad.g_01050
OG0001091	Syat.g_00661	Prad.g_01052
OG0001092	Syat.g_00663	Prad.g_01053
OG0001093	Syat.g_00669	Prad.g_01058
OG0001094	Syat.g_00473	Prad.g_01140
OG0001095	Syat.g_00497	Prad.g_01159
OG0001096	Syat.g_00516	Prad.g_01172
OG0001097	Syat.g_00743	Prad.g_00303
OG0001098	Syat.g_01672	Prad.g_00288
OG0001099	Syat.g_02943	Prad.g_00256
OG0001100	Syat.g_00418	Prad.g_00252
OG0001101	Syat.g_00420	Prad.g_00250
OG0001102	Syat.g_00423	Prad.g_00248
OG0001103	Syat.g_00425	Prad.g_00246
OG0001104	Syat.g_00458	Prad.g_00223
OG0001105	Syat.g_00461	Prad.g_00219
OG0001106	Syat.g_00598	Prad.g_00195
OG0001107	Syat.g_00580	Prad.g_00188
OG0001108	Syat.g_00570	Prad.g_00184
OG0001109	Syat.g_00568	Prad.g_00183
OG0001110	Syat.g_00566	Prad.g_00181
OG0001111	Syat.g_00564	Prad.g_00180
OG0001112	Syat.g_00562	Prad.g_00179
OG0001113	Syat.g_00561	Prad.g_00178
OG0001114	Syat.g_00560	Prad.g_00177
OG0001115	Syat.g_00557	Prad.g_00175
OG0001116	Syat.g_00555	Prad.g_00174
OG0001117	Syat.g_00554	Prad.g_00173
OG0001118	Syat.g_00553	Prad.g_00172
OG0001119	Syat.g_00551	Prad.g_00171
OG0001120	Syat.g_00546	Prad.g_00169
OG0001122	Syat.g_00711	Prad.g_00141
OG0001123	Syat.g_00704	Prad.g_00137
OG0001124	Syat.g_00702	Prad.g_00135
OG0001125	Syat.g_00700	Prad.g_00134
OG0001126	Syat.g_00790	Prad.g_01030
OG0001127	Syat.g_00789	Prad.g_01029
OG0001128	Syat.g_00786	Prad.g_01026
OG0001129	Syat.g_00784	Prad.g_01025
OG0001130	Syat.g_00783	Prad.g_01024
OG0001131	Syat.g_01674	Prad.g_00990
OG0001132	Syat.g_00965	Prad.g_00981
OG0001133	Syat.g_03311	Prad.g_00655
OG0001136	Syat.g_03257	Prad.g_01499
OG0001137	Syat.g_00306	Prad.g_01488
OG0001138	Syat.g_00214	Prad.g_01469
OG0001139	Syat.g_00209	Prad.g_01468
OG0001140	Syat.g_00208	Prad.g_01467
OG0001141	Syat.g_00207	Prad.g_01466
OG0001142	Syat.g_00206	Prad.g_01465
OG0001143	Syat.g_00925	Prad.g_01458
OG0001144	Syat.g_00906	Prad.g_01453
OG0001145	Syat.g_01117	Prad.g_00362
OG0001146	Syat.g_01158	Prad.g_00624
OG0001147	Syat.g_01368	Prad.g_00608
OG0001148	Syat.g_01297	Prad.g_00592
OG0001149	Syat.g_01298	Prad.g_00591
OG0001150	Syat.g_01299	Prad.g_00590
OG0001151	Syat.g_01420	Prad.g_00579
OG0001152	Syat.g_01421	Prad.g_00578
OG0001153	Syat.g_01346	Prad.g_00482
OG0001154	Syat.g_01347	Prad.g_00481
OG0001155	Syat.g_02774	Prad.g_00469
OG0001156	Syat.g_02978	Prad.g_00466
OG0001157	Syat.g_02977	Prad.g_00465
OG0001158	Syat.g_02976	Prad.g_00464
OG0001159	Syat.g_02975	Prad.g_00463
OG0001160	Syat.g_03104	Prad.g_00439
OG0001161	Syat.g_02384	Prad.g_00426
OG0001162	Syat.g_01528	Prad.g_00415
OG0001163	Syat.g_03112	Prad.g_00949
OG0001164	Syat.g_03116	Prad.g_00945
OG0001165	Syat.g_03121	Prad.g_00942
OG0001166	Syat.g_03050	Prad.g_00922
OG0001167	Syat.g_03019	Prad.g_00905
OG0001168	Syat.g_03017	Prad.g_00903
OG0001169	Syat.g_03015	Prad.g_00901
OG0001170	Syat.g_03013	Prad.g_00899
OG0001171	Syat.g_03001	Prad.g_00889
OG0001172	Syat.g_01858	Prad.g_00876
OG0001173	Syat.g_01857	Prad.g_00875
OG0001174	Syat.g_01849	Prad.g_00867
OG0001175	Syat.g_01848	Prad.g_00866
OG0001176	Syat.g_01831	Prad.g_00859
OG0001178	Syat.g_03137	Prad.g_00851
OG0001180	Syat.g_01654	Prad.g_00801
OG0001181	Syat.g_01650	Prad.g_00797
OG0001182	Syat.g_01642	Prad.g_00790
OG0001183	Syat.g_01632	Prad.g_00786
OG0001184	Syat.g_02160	Prad.g_00770
OG0001185	Syat.g_02200	Prad.g_01636
OG0001186	Syat.g_02235	Prad.g_01614
OG0001187	Syat.g_02256	Prad.g_01610
OG0001188	Syat.g_02261	Prad.g_01608
OG0001189	Syat.g_02287	Prad.g_01591
OG0001190	Syat.g_02692	Prad.g_01587
OG0001191	Syat.g_02675	Prad.g_01577
OG0001192	Syat.g_02663	Prad.g_01572
OG0001193	Syat.g_02513	Prad.g_01562
OG0001194	Syat.g_02515	Prad.g_01561
OG0001195	Syat.g_02516	Prad.g_01560
OG0001196	Syat.g_02398	Prad.g_01547
