Orthogroup	Syat	Prae
OG0000613	Syat.g_02129	Prae.g_00647
OG0000614	Syat.g_01084	Prae.g_00666
OG0000615	Syat.g_00442	Prae.g_00674
OG0000616	Syat.g_02397	Prae.g_00678
OG0000617	Syat.g_00665	Prae.g_00717
OG0000618	Syat.g_00666	Prae.g_00718
OG0000619	Syat.g_00667	Prae.g_00719
OG0000620	Syat.g_02591	Prae.g_00722
OG0000621	Syat.g_02590	Prae.g_00723
OG0000622	Syat.g_02572	Prae.g_00724
OG0000623	Syat.g_00672	Prae.g_00725
OG0000624	Syat.g_00673	Prae.g_00726
OG0000625	Syat.g_00674	Prae.g_00727
OG0000626	Syat.g_00675	Prae.g_00728
OG0000627	Syat.g_00641	Prae.g_00729
OG0000628	Syat.g_00640	Prae.g_00730
OG0000629	Syat.g_00637	Prae.g_00731
OG0000630	Syat.g_00631	Prae.g_00734
OG0000631	Syat.g_00624	Prae.g_00797
OG0000632	Syat.g_00623	Prae.g_00798
OG0000633	Syat.g_00622	Prae.g_00799
OG0000634	Syat.g_00475	Prae.g_00802
OG0000635	Syat.g_00476	Prae.g_00803
OG0000636	Syat.g_00478	Prae.g_00805
OG0000637	Syat.g_00480	Prae.g_00807
OG0000638	Syat.g_00481	Prae.g_00808
OG0000639	Syat.g_00482	Prae.g_00809
OG0000640	Syat.g_00483	Prae.g_00810
OG0000641	Syat.g_00488	Prae.g_00814
OG0000642	Syat.g_00489	Prae.g_00815
OG0000643	Syat.g_00494	Prae.g_00816
OG0000644	Syat.g_00495	Prae.g_00817
OG0000645	Syat.g_00496	Prae.g_00818
OG0000646	Syat.g_00499	Prae.g_00820
OG0000647	Syat.g_00501	Prae.g_00821
OG0000648	Syat.g_00504	Prae.g_00823
OG0000649	Syat.g_00505	Prae.g_00824
OG0000650	Syat.g_00506	Prae.g_00825
OG0000651	Syat.g_00507	Prae.g_00826
OG0000652	Syat.g_00508	Prae.g_00827
OG0000653	Syat.g_00510	Prae.g_00829
OG0000654	Syat.g_00514	Prae.g_00830
OG0000655	Syat.g_00515	Prae.g_00831
OG0000656	Syat.g_00518	Prae.g_00834
OG0000657	Syat.g_00720	Prae.g_00841
OG0000658	Syat.g_00723	Prae.g_00842
OG0000659	Syat.g_00724	Prae.g_00843
OG0000660	Syat.g_00740	Prae.g_00847
OG0000661	Syat.g_00742	Prae.g_00849
OG0000662	Syat.g_00746	Prae.g_00851
OG0000663	Syat.g_00749	Prae.g_00853
OG0000664	Syat.g_00752	Prae.g_00854
OG0000665	Syat.g_03302	Prae.g_00858
OG0000666	Syat.g_01415	Prae.g_00859
OG0000667	Syat.g_00958, Syat.g_03278	Prae.g_00863
OG0000668	Syat.g_00710	Prae.g_00892
OG0000669	Syat.g_00416	Prae.g_00900
OG0000670	Syat.g_00419	Prae.g_00902
OG0000671	Syat.g_00421	Prae.g_00904
OG0000672	Syat.g_00424	Prae.g_00906
OG0000673	Syat.g_00430	Prae.g_00909
OG0000674	Syat.g_00432	Prae.g_00911
OG0000675	Syat.g_00433	Prae.g_00912
OG0000676	Syat.g_00436	Prae.g_00914
OG0000677	Syat.g_00437	Prae.g_00915
OG0000678	Syat.g_00439	Prae.g_00917
OG0000679	Syat.g_00448	Prae.g_00921
OG0000680	Syat.g_00449	Prae.g_00922
OG0000681	Syat.g_00452	Prae.g_00924
OG0000682	Syat.g_00453	Prae.g_00925
OG0000683	Syat.g_00454	Prae.g_00926
OG0000684	Syat.g_00457	Prae.g_00927
OG0000685	Syat.g_02571	Prae.g_00929
OG0000686	Syat.g_00459	Prae.g_00930
OG0000687	Syat.g_00460	Prae.g_00931
OG0000688	Syat.g_00463	Prae.g_00934
OG0000689	Syat.g_00465	Prae.g_00935
OG0000690	Syat.g_00466	Prae.g_00936
OG0000691	Syat.g_00467	Prae.g_00937
OG0000692	Syat.g_00469	Prae.g_00938
OG0000693	Syat.g_00471	Prae.g_00939
OG0000694	Syat.g_00472	Prae.g_00940
OG0000695	Syat.g_00619	Prae.g_00942
OG0000696	Syat.g_00618	Prae.g_00943
OG0000697	Syat.g_00616	Prae.g_00944
OG0000698	Syat.g_00613	Prae.g_00947
OG0000699	Syat.g_00611	Prae.g_00948
OG0000700	Syat.g_00610	Prae.g_00949
OG0000701	Syat.g_00609	Prae.g_00950
OG0000702	Syat.g_00606	Prae.g_00952
OG0000703	Syat.g_00601	Prae.g_00953
OG0000704	Syat.g_00599	Prae.g_00954
OG0000705	Syat.g_00592	Prae.g_00958
OG0000706	Syat.g_00591	Prae.g_00959
OG0000707	Syat.g_00590	Prae.g_00960
OG0000708	Syat.g_00587	Prae.g_00961
OG0000709	Syat.g_00573	Prae.g_00965
OG0000710	Syat.g_00567	Prae.g_00968
OG0000711	Syat.g_00539	Prae.g_00985
OG0000712	Syat.g_00537	Prae.g_00987
OG0000713	Syat.g_00536	Prae.g_00988
OG0000714	Syat.g_00532	Prae.g_00989
OG0000715	Syat.g_00530	Prae.g_00991
OG0000716	Syat.g_00527	Prae.g_00993
OG0000717	Syat.g_00526	Prae.g_00994
OG0000718	Syat.g_00522	Prae.g_01009
OG0000719	Syat.g_00712	Prae.g_01011
OG0000720	Syat.g_00699	Prae.g_01020
OG0000721	Syat.g_00697	Prae.g_01022
OG0000722	Syat.g_00696	Prae.g_01023
OG0000723	Syat.g_00686	Prae.g_01026
OG0000724	Syat.g_00782	Prae.g_01035
OG0000725	Syat.g_00810	Prae.g_01041
OG0000726	Syat.g_00811	Prae.g_01042
OG0000727	Syat.g_00812	Prae.g_01043
OG0000728	Syat.g_00814	Prae.g_01045
OG0000729	Syat.g_02224	Prae.g_01092
OG0000730	Syat.g_01617	Prae.g_01096
OG0000731	Syat.g_01605	Prae.g_01100
OG0000732	Syat.g_02290	Prae.g_01109
OG0000733	Syat.g_03285	Prae.g_01131
OG0000734	Syat.g_01579	Prae.g_01148
OG0000735	Syat.g_03235	Prae.g_01150
OG0000736	Syat.g_03236	Prae.g_01151
OG0000737	Syat.g_03237	Prae.g_01152
OG0000738	Syat.g_03251	Prae.g_01156
OG0000739	Syat.g_03252	Prae.g_01157
OG0000740	Syat.g_03253	Prae.g_01158
OG0000741	Syat.g_03256	Prae.g_01159
OG0000742	Syat.g_03259	Prae.g_01162
OG0000743	Syat.g_03262	Prae.g_01164
OG0000744	Syat.g_03263	Prae.g_01165
OG0000745	Syat.g_03266	Prae.g_01166
OG0000746	Syat.g_00314	Prae.g_01168
OG0000747	Syat.g_00313	Prae.g_01169
OG0000748	Syat.g_00305	Prae.g_01172
OG0000749	Syat.g_00303	Prae.g_01173
OG0000750	Syat.g_00302	Prae.g_01174
OG0000751	Syat.g_00296	Prae.g_01176
OG0000752	Syat.g_00294	Prae.g_01178
OG0000753	Syat.g_00291	Prae.g_01181
OG0000754	Syat.g_00250	Prae.g_01184
OG0000755	Syat.g_00217	Prae.g_01187
OG0000756	Syat.g_00216	Prae.g_01188
OG0000757	Syat.g_00205	Prae.g_01194
OG0000758	Syat.g_00204	Prae.g_01195
OG0000759	Syat.g_00203	Prae.g_01196
OG0000760	Syat.g_00202	Prae.g_01197
OG0000761	Syat.g_00201	Prae.g_01198
OG0000762	Syat.g_00199	Prae.g_01199
OG0000763	Syat.g_00924	Prae.g_01201
OG0000764	Syat.g_00923	Prae.g_01202
OG0000765	Syat.g_00897	Prae.g_01211
OG0000766	Syat.g_00896	Prae.g_01212
OG0000767	Syat.g_00894	Prae.g_01214
OG0000768	Syat.g_00893	Prae.g_01215
OG0000769	Syat.g_00891	Prae.g_01217
OG0000770	Syat.g_00886	Prae.g_01219
OG0000771	Syat.g_00788	Prae.g_01434
OG0000772	Syat.g_01768	Prae.g_01293
OG0000773	Syat.g_01114	Prae.g_01319
OG0000774	Syat.g_01146	Prae.g_01321
OG0000775	Syat.g_01148	Prae.g_01324
OG0000776	Syat.g_01149	Prae.g_01325
OG0000777	Syat.g_01150	Prae.g_01326
OG0000778	Syat.g_01151	Prae.g_01327
OG0000779	Syat.g_01154	Prae.g_01331
OG0000780	Syat.g_01157	Prae.g_01332
OG0000781	Syat.g_01161	Prae.g_01335
OG0000782	Syat.g_01162	Prae.g_01336
OG0000783	Syat.g_01163	Prae.g_01337
OG0000784	Syat.g_01164	Prae.g_01338
OG0000785	Syat.g_01166	Prae.g_01340
OG0000786	Syat.g_01170	Prae.g_01342
OG0000787	Syat.g_01171	Prae.g_01343
OG0000788	Syat.g_00087	Prae.g_01355
OG0000789	Syat.g_00845	Prae.g_01358
OG0000790	Syat.g_01300	Prae.g_01373
OG0000791	Syat.g_01302	Prae.g_01375
OG0000792	Syat.g_01303	Prae.g_01376
OG0000793	Syat.g_01412	Prae.g_01379
OG0000794	Syat.g_01414	Prae.g_01380
OG0000795	Syat.g_01416	Prae.g_01381
OG0000796	Syat.g_01422	Prae.g_01385
OG0000797	Syat.g_01423	Prae.g_01386
OG0000798	Syat.g_02057, Syat.g_01214	Prae.g_01420
OG0000799	Syat.g_01256	Prae.g_01441
OG0000800	Syat.g_01255	Prae.g_01442
OG0000801	Syat.g_01253	Prae.g_01443
OG0000802	Syat.g_01245	Prae.g_01445
OG0000803	Syat.g_01241	Prae.g_01447
OG0000804	Syat.g_01238	Prae.g_01448
OG0000805	Syat.g_01236	Prae.g_01450
OG0000806	Syat.g_01234	Prae.g_01452
OG0000807	Syat.g_01233	Prae.g_01453
OG0000808	Syat.g_01232	Prae.g_01454
OG0000809	Syat.g_01229	Prae.g_01457
OG0000810	Syat.g_01228	Prae.g_01458
OG0000811	Syat.g_01186	Prae.g_01462
OG0000812	Syat.g_01182	Prae.g_01464
OG0000813	Syat.g_01181	Prae.g_01465
OG0000814	Syat.g_01179	Prae.g_01467
OG0000815	Syat.g_01177	Prae.g_01468
OG0000816	Syat.g_01175	Prae.g_01470
OG0000817	Syat.g_01279	Prae.g_01471
OG0000818	Syat.g_01325	Prae.g_01476
OG0000819	Syat.g_01326	Prae.g_01477
OG0000820	Syat.g_01327	Prae.g_01478
OG0000821	Syat.g_01333	Prae.g_01482
OG0000822	Syat.g_01335	Prae.g_01483
OG0000823	Syat.g_01336	Prae.g_01484
OG0000824	Syat.g_01342	Prae.g_01487
OG0000825	Syat.g_01343	Prae.g_01488
OG0000826	Syat.g_01344	Prae.g_01489
OG0000827	Syat.g_01345	Prae.g_01490
OG0000828	Syat.g_01348	Prae.g_01493
OG0000829	Syat.g_01349	Prae.g_01494
OG0000830	Syat.g_01350	Prae.g_01495
OG0000831	Syat.g_01353	Prae.g_01497
OG0000832	Syat.g_02982	Prae.g_01503
OG0000833	Syat.g_03072	Prae.g_01511
OG0000834	Syat.g_03073	Prae.g_01512
OG0000835	Syat.g_03075	Prae.g_01513
OG0000836	Syat.g_03078	Prae.g_01514
OG0000837	Syat.g_03079	Prae.g_01515
OG0000838	Syat.g_03083	Prae.g_01517
OG0000839	Syat.g_03084	Prae.g_01518
OG0000840	Syat.g_03085	Prae.g_01519
OG0000841	Syat.g_03086	Prae.g_01520
OG0000842	Syat.g_03087	Prae.g_01521
OG0000843	Syat.g_03088	Prae.g_01522
OG0000844	Syat.g_03090	Prae.g_01523
OG0000845	Syat.g_03091	Prae.g_01524
OG0000846	Syat.g_03092	Prae.g_01525
OG0000847	Syat.g_03093	Prae.g_01526
OG0000848	Syat.g_03095	Prae.g_01527
OG0000849	Syat.g_03096	Prae.g_01528
OG0000850	Syat.g_03098	Prae.g_01530
OG0000851	Syat.g_03101	Prae.g_01531
OG0000852	Syat.g_03102	Prae.g_01532
OG0000853	Syat.g_03106	Prae.g_01536
OG0000854	Syat.g_03108	Prae.g_01538
OG0000855	Syat.g_03109	Prae.g_01539
OG0000856	Syat.g_03305	Prae.g_01554
OG0000857	Syat.g_00500	Prae.g_01582
OG0000858	Syat.g_03114	Prae.g_01617
OG0000859	Syat.g_03115	Prae.g_01618
OG0000860	Syat.g_03126	Prae.g_01625
OG0000861	Syat.g_03127	Prae.g_01626
OG0000862	Syat.g_03136	Prae.g_01627
OG0000863	Syat.g_03138	Prae.g_01629
OG0000864	Syat.g_03139	Prae.g_01630
OG0000865	Syat.g_03140	Prae.g_01631
OG0000866	Syat.g_03141	Prae.g_01632
OG0000867	Syat.g_03142	Prae.g_01633
OG0000868	Syat.g_03067	Prae.g_01634
OG0000869	Syat.g_03054	Prae.g_01638
OG0000870	Syat.g_03049	Prae.g_01643
OG0000871	Syat.g_03048	Prae.g_01644
OG0000872	Syat.g_03042	Prae.g_01645
OG0000873	Syat.g_03039	Prae.g_01648
OG0000874	Syat.g_03037	Prae.g_01651
OG0000875	Syat.g_03035	Prae.g_01652
OG0000876	Syat.g_00745	Prae.g_01653
OG0000877	Syat.g_03024	Prae.g_01655
OG0000878	Syat.g_03023	Prae.g_01656
OG0000879	Syat.g_03022	Prae.g_01657
OG0000880	Syat.g_03021	Prae.g_01658
OG0000881	Syat.g_03016	Prae.g_01662
OG0000882	Syat.g_03011	Prae.g_01667
OG0000883	Syat.g_03007	Prae.g_01668
OG0000884	Syat.g_03005	Prae.g_01670
OG0000885	Syat.g_03004	Prae.g_01671
OG0000886	Syat.g_03003	Prae.g_01672
OG0000887	Syat.g_03002	Prae.g_01673
OG0000888	Syat.g_03000	Prae.g_01675
OG0000889	Syat.g_02997	Prae.g_01677
OG0000890	Syat.g_02994	Prae.g_01678
OG0000891	Syat.g_02993	Prae.g_01679
OG0000892	Syat.g_02992	Prae.g_01681
OG0000893	Syat.g_01864	Prae.g_01686
OG0000894	Syat.g_01860	Prae.g_01688
OG0000895	Syat.g_01856	Prae.g_01691
OG0000896	Syat.g_01855	Prae.g_01692
OG0000897	Syat.g_01853	Prae.g_01694
OG0000898	Syat.g_01852	Prae.g_01695
OG0000899	Syat.g_01851	Prae.g_01696
OG0000900	Syat.g_01850	Prae.g_01697
OG0000901	Syat.g_01845	Prae.g_01700
OG0000902	Syat.g_01843	Prae.g_01702
OG0000903	Syat.g_01830	Prae.g_01705
OG0000904	Syat.g_01834	Prae.g_01707
OG0000905	Syat.g_01839	Prae.g_01712
OG0000906	Syat.g_01841	Prae.g_01713
OG0000907	Syat.g_01828	Prae.g_01716
OG0000908	Syat.g_01825	Prae.g_01719
OG0000909	Syat.g_01824	Prae.g_01720
OG0000910	Syat.g_01823	Prae.g_01721
OG0000911	Syat.g_01821	Prae.g_01723
OG0000912	Syat.g_01820	Prae.g_01724
OG0000913	Syat.g_01819	Prae.g_01725
OG0000914	Syat.g_01818	Prae.g_01726
OG0000915	Syat.g_01816	Prae.g_01727
OG0000916	Syat.g_01815	Prae.g_01728
OG0000917	Syat.g_01814	Prae.g_01729
OG0000918	Syat.g_01813	Prae.g_01730
OG0000919	Syat.g_01812	Prae.g_01731
OG0000920	Syat.g_01811	Prae.g_01732
OG0000921	Syat.g_01810	Prae.g_01733
OG0000922	Syat.g_01809	Prae.g_01734
OG0000923	Syat.g_01805	Prae.g_01738
OG0000924	Syat.g_01804	Prae.g_01739
OG0000925	Syat.g_01803	Prae.g_01740
OG0000926	Syat.g_01802	Prae.g_01741
OG0000927	Syat.g_01800	Prae.g_01743
OG0000928	Syat.g_01799	Prae.g_01744
OG0000929	Syat.g_01798	Prae.g_01745
OG0000930	Syat.g_01797	Prae.g_01746
OG0000931	Syat.g_01796	Prae.g_01747
OG0000932	Syat.g_01794	Prae.g_01748
OG0000933	Syat.g_01788	Prae.g_01752
OG0000934	Syat.g_01786	Prae.g_01754
OG0000935	Syat.g_01665	Prae.g_01755
OG0000936	Syat.g_01664	Prae.g_01756
OG0000937	Syat.g_01663	Prae.g_01757
OG0000938	Syat.g_01659	Prae.g_01759
OG0000939	Syat.g_01658	Prae.g_01760
OG0000940	Syat.g_01651	Prae.g_01768
OG0000941	Syat.g_01649	Prae.g_01770
OG0000942	Syat.g_01647	Prae.g_01772
OG0000943	Syat.g_01646	Prae.g_01773
OG0000944	Syat.g_01644	Prae.g_01774
OG0000945	Syat.g_01643	Prae.g_01775
OG0000946	Syat.g_01633	Prae.g_01779
OG0000947	Syat.g_01630	Prae.g_01781
OG0000948	Syat.g_01629	Prae.g_01782
OG0000949	Syat.g_02142	Prae.g_01785
OG0000950	Syat.g_02152	Prae.g_01790
OG0000951	Syat.g_02157	Prae.g_01794
OG0000952	Syat.g_02162	Prae.g_01798
OG0000953	Syat.g_02166	Prae.g_01801
OG0000954	Syat.g_02187	Prae.g_01805
OG0000955	Syat.g_02188	Prae.g_01806
OG0000956	Syat.g_02191	Prae.g_01808
OG0000957	Syat.g_02204	Prae.g_01813
OG0000958	Syat.g_02205	Prae.g_01814
OG0000959	Syat.g_02212	Prae.g_01818
OG0000960	Syat.g_02213	Prae.g_01819
OG0000961	Syat.g_02873	Prae.g_01821
OG0000962	Syat.g_02223	Prae.g_01823
OG0000963	Syat.g_02226	Prae.g_01827
OG0000964	Syat.g_02227	Prae.g_01828
OG0000965	Syat.g_02228	Prae.g_01829
OG0000966	Syat.g_02259	Prae.g_01836
OG0000967	Syat.g_02263	Prae.g_01840
OG0000968	Syat.g_02269	Prae.g_01842
OG0000969	Syat.g_02271	Prae.g_01843
OG0000970	Syat.g_02272	Prae.g_01844
OG0000971	Syat.g_02274	Prae.g_01845
OG0000972	Syat.g_02275	Prae.g_01846
OG0000973	Syat.g_02276	Prae.g_01847
OG0000974	Syat.g_02277	Prae.g_01848
OG0000975	Syat.g_02278	Prae.g_01849
OG0000976	Syat.g_02279	Prae.g_01850
OG0000977	Syat.g_02281	Prae.g_01851
OG0000978	Syat.g_02283	Prae.g_01852
OG0000979	Syat.g_02286	Prae.g_01855
OG0000980	Syat.g_02289	Prae.g_01857
OG0000981	Syat.g_02292	Prae.g_01859
OG0000982	Syat.g_02691	Prae.g_01861
OG0000983	Syat.g_02690	Prae.g_01862
OG0000984	Syat.g_02689	Prae.g_01863
OG0000985	Syat.g_02685	Prae.g_01866
OG0000986	Syat.g_02680	Prae.g_01868
OG0000987	Syat.g_02678	Prae.g_01869
OG0000988	Syat.g_02672	Prae.g_01872
OG0000989	Syat.g_02657	Prae.g_01876
OG0000990	Syat.g_02500	Prae.g_01879
OG0000991	Syat.g_02503	Prae.g_01880
OG0000992	Syat.g_02507	Prae.g_01882
OG0000993	Syat.g_02508	Prae.g_01883
OG0000994	Syat.g_02512	Prae.g_01884
OG0000995	Syat.g_02517	Prae.g_01888
OG0000996	Syat.g_02446	Prae.g_01889
OG0000997	Syat.g_02417	Prae.g_01890
OG0000998	Syat.g_02415	Prae.g_01892
OG0000999	Syat.g_02414	Prae.g_01893
OG0001001	Syat.g_02400	Prae.g_01898
OG0001002	Syat.g_02394	Prae.g_01902
OG0001003	Syat.g_02392	Prae.g_01903
OG0001004	Syat.g_02391	Prae.g_01904
OG0001005	Syat.g_02390	Prae.g_01905
OG0001006	Syat.g_02378	Prae.g_01909
OG0001007	Syat.g_02376	Prae.g_01911
OG0001008	Syat.g_02971	Prae.g_00411
OG0001009	Syat.g_02311	Prae.g_00027
OG0001010	Syat.g_02310	Prae.g_00028
OG0001011	Syat.g_02308	Prae.g_00029
OG0001012	Syat.g_01004	Prae.g_00045
OG0001013	Syat.g_02716	Prae.g_00050
OG0001014	Syat.g_02721	Prae.g_00053
OG0001015	Syat.g_02722	Prae.g_00054
OG0001016	Syat.g_01474	Prae.g_00073
OG0001017	Syat.g_01480	Prae.g_00077
OG0001018	Syat.g_01482	Prae.g_00080
OG0001019	Syat.g_01532	Prae.g_00089
OG0001020	Syat.g_01539	Prae.g_00090
OG0001021	Syat.g_01552	Prae.g_00091
OG0001022	Syat.g_01555	Prae.g_00094
OG0001023	Syat.g_01556	Prae.g_00095
OG0001024	Syat.g_01560	Prae.g_00098
OG0001025	Syat.g_01566	Prae.g_00104
OG0001026	Syat.g_01582	Prae.g_00110
OG0001027	Syat.g_02947	Prae.g_00111
OG0001028	Syat.g_02944	Prae.g_00113
OG0001029	Syat.g_02942	Prae.g_00115
OG0001030	Syat.g_02922	Prae.g_00130
OG0001031	Syat.g_02836	Prae.g_00189
OG0001032	Syat.g_02834	Prae.g_00190
OG0001033	Syat.g_02784	Prae.g_00211
OG0001034	Syat.g_01448	Prae.g_00239
OG0001035	Syat.g_01885	Prae.g_00257
OG0001036	Syat.g_01939	Prae.g_00262
OG0001037	Syat.g_01941	Prae.g_00263
OG0001038	Syat.g_02058	Prae.g_00279
OG0001039	Syat.g_02061	Prae.g_00282
OG0001040	Syat.g_02064	Prae.g_00284
OG0001041	Syat.g_02070	Prae.g_00288
OG0001042	Syat.g_02100	Prae.g_00305
OG0001043	Syat.g_02103	Prae.g_00306
OG0001044	Syat.g_01615	Prae.g_00334
OG0001045	Syat.g_01602	Prae.g_00342
OG0001046	Syat.g_00552	Prae.g_00379
OG0001047	Syat.g_02973	Prae.g_00413
OG0001048	Syat.g_02974	Prae.g_00414
OG0001049	Syat.g_01290	Prae.g_00416
OG0001050	Syat.g_01289	Prae.g_00417
OG0001051	Syat.g_01288	Prae.g_00418
OG0001052	Syat.g_01375	Prae.g_00445
OG0001053	Syat.g_03173	Prae.g_00457
OG0001054	Syat.g_03192	Prae.g_00472
OG0001055	Syat.g_03224	Prae.g_00491
OG0001056	Syat.g_03275	Prae.g_00511
OG0001057	Syat.g_00102	Prae.g_00516
OG0001058	Syat.g_00079	Prae.g_00524
OG0001059	Syat.g_00075	Prae.g_00528
OG0001061	Syat.g_00051	Prae.g_00548
OG0001062	Syat.g_00048	Prae.g_00550
OG0001063	Syat.g_00042	Prae.g_00552
OG0001064	Syat.g_00041	Prae.g_00553
OG0001065	Syat.g_00040	Prae.g_00554
OG0001066	Syat.g_00039	Prae.g_00555
OG0001067	Syat.g_00038	Prae.g_00556
OG0001068	Syat.g_00037	Prae.g_00557
OG0001069	Syat.g_00036	Prae.g_00558
OG0001070	Syat.g_00032	Prae.g_00561
OG0001071	Syat.g_00031	Prae.g_00562
OG0001072	Syat.g_00028	Prae.g_00564
OG0001073	Syat.g_00009	Prae.g_00578
OG0001074	Syat.g_01015	Prae.g_00589
OG0001075	Syat.g_01037	Prae.g_00590
OG0001076	Syat.g_03315	Prae.g_00598
OG0001077	Syat.g_03290	Prae.g_00602
OG0001078	Syat.g_00118	Prae.g_00610
OG0001079	Syat.g_00378	Prae.g_00621
OG0001080	Syat.g_00368	Prae.g_00627
OG0001081	Syat.g_00366	Prae.g_00629
OG0001082	Syat.g_00365	Prae.g_00630
OG0001083	Syat.g_00390	Prae.g_00635
OG0001084	Syat.g_00391	Prae.g_00636
OG0001085	Syat.g_00408	Prae.g_00644
OG0001086	Syat.g_00410	Prae.g_00645
OG0001087	Syat.g_03277	Prae.g_00662
OG0001088	Syat.g_02496	Prae.g_00663
OG0001089	Syat.g_00818	Prae.g_00671
OG0001090	Syat.g_00659	Prae.g_00712
OG0001091	Syat.g_00661	Prae.g_00714
OG0001092	Syat.g_00663	Prae.g_00715
OG0001093	Syat.g_00669	Prae.g_00720
OG0001094	Syat.g_00473	Prae.g_00800
OG0001095	Syat.g_00497	Prae.g_00819
OG0001096	Syat.g_00516	Prae.g_00832
OG0001097	Syat.g_00743	Prae.g_00850
OG0001098	Syat.g_01672	Prae.g_00865
OG0001099	Syat.g_02943	Prae.g_00897
OG0001100	Syat.g_00418	Prae.g_00901
OG0001101	Syat.g_00420	Prae.g_00903
OG0001102	Syat.g_00423	Prae.g_00905
OG0001103	Syat.g_00425	Prae.g_00907
OG0001104	Syat.g_00458	Prae.g_00928
OG0001105	Syat.g_00461	Prae.g_00932
OG0001106	Syat.g_00598	Prae.g_00955
OG0001107	Syat.g_00580	Prae.g_00962
OG0001108	Syat.g_00570	Prae.g_00966
OG0001109	Syat.g_00568	Prae.g_00967
OG0001110	Syat.g_00566	Prae.g_00969
OG0001111	Syat.g_00564	Prae.g_00970
OG0001112	Syat.g_00562	Prae.g_00971
OG0001113	Syat.g_00561	Prae.g_00972
OG0001114	Syat.g_00560	Prae.g_00973
OG0001115	Syat.g_00557	Prae.g_00975
OG0001116	Syat.g_00555	Prae.g_00976
OG0001117	Syat.g_00554	Prae.g_00977
OG0001118	Syat.g_00553	Prae.g_00978
OG0001119	Syat.g_00551	Prae.g_00979
OG0001120	Syat.g_00546	Prae.g_00981
OG0001122	Syat.g_00711	Prae.g_01012
OG0001123	Syat.g_00704	Prae.g_01016
OG0001124	Syat.g_00702	Prae.g_01018
OG0001125	Syat.g_00700	Prae.g_01019
OG0001126	Syat.g_00790	Prae.g_01029
OG0001127	Syat.g_00789	Prae.g_01030
OG0001128	Syat.g_00786	Prae.g_01032
OG0001129	Syat.g_00784	Prae.g_01033
OG0001130	Syat.g_00783	Prae.g_01034
OG0001131	Syat.g_01674	Prae.g_01072
OG0001132	Syat.g_00965	Prae.g_01081
OG0001133	Syat.g_03311	Prae.g_01115
OG0001136	Syat.g_03257	Prae.g_01160
OG0001137	Syat.g_00306	Prae.g_01171
OG0001138	Syat.g_00214	Prae.g_01189
OG0001139	Syat.g_00209	Prae.g_01190
OG0001140	Syat.g_00208	Prae.g_01191
OG0001141	Syat.g_00207	Prae.g_01192
OG0001142	Syat.g_00206	Prae.g_01193
OG0001143	Syat.g_00925	Prae.g_01200
OG0001144	Syat.g_00906	Prae.g_01205
OG0001145	Syat.g_01117	Prae.g_01320
OG0001146	Syat.g_01158	Prae.g_01333
OG0001147	Syat.g_01368	Prae.g_01354
OG0001148	Syat.g_01297	Prae.g_01370
OG0001149	Syat.g_01298	Prae.g_01371
OG0001150	Syat.g_01299	Prae.g_01372
OG0001151	Syat.g_01420	Prae.g_01383
OG0001152	Syat.g_01421	Prae.g_01384
OG0001153	Syat.g_01346	Prae.g_01491
OG0001154	Syat.g_01347	Prae.g_01492
OG0001155	Syat.g_02774	Prae.g_01504
OG0001156	Syat.g_02978	Prae.g_01507
OG0001157	Syat.g_02977	Prae.g_01508
OG0001158	Syat.g_02976	Prae.g_01509
OG0001159	Syat.g_02975	Prae.g_01510
OG0001160	Syat.g_03104	Prae.g_01534
OG0001161	Syat.g_02384	Prae.g_01547
OG0001162	Syat.g_01528	Prae.g_01558
OG0001163	Syat.g_03112	Prae.g_01615
OG0001164	Syat.g_03116	Prae.g_01619
OG0001165	Syat.g_03121	Prae.g_01622
OG0001166	Syat.g_03050	Prae.g_01642
OG0001167	Syat.g_03019	Prae.g_01659
OG0001168	Syat.g_03017	Prae.g_01661
OG0001169	Syat.g_03015	Prae.g_01663
OG0001170	Syat.g_03013	Prae.g_01665
OG0001171	Syat.g_03001	Prae.g_01674
OG0001172	Syat.g_01858	Prae.g_01689
OG0001173	Syat.g_01857	Prae.g_01690
OG0001174	Syat.g_01849	Prae.g_01698
OG0001175	Syat.g_01848	Prae.g_01699
OG0001176	Syat.g_01831	Prae.g_01706
OG0001178	Syat.g_03137	Prae.g_01714
OG0001180	Syat.g_01654	Prae.g_01765
OG0001181	Syat.g_01650	Prae.g_01769
OG0001182	Syat.g_01642	Prae.g_01776
OG0001183	Syat.g_01632	Prae.g_01780
OG0001184	Syat.g_02160	Prae.g_01796
OG0001185	Syat.g_02200	Prae.g_01810
OG0001186	Syat.g_02235	Prae.g_01833
OG0001187	Syat.g_02256	Prae.g_01837
OG0001188	Syat.g_02261	Prae.g_01839
OG0001189	Syat.g_02287	Prae.g_01856
OG0001190	Syat.g_02692	Prae.g_01860
OG0001191	Syat.g_02675	Prae.g_01870
OG0001192	Syat.g_02663	Prae.g_01875
OG0001193	Syat.g_02513	Prae.g_01885
OG0001194	Syat.g_02515	Prae.g_01886
OG0001195	Syat.g_02516	Prae.g_01887
OG0001196	Syat.g_02398	Prae.g_01900
OG0001197	Syat.g_02396	Prae.g_01901
OG0001199	Syat.g_01475	Prae.g_00074
OG0001200	Syat.g_01477	Prae.g_00076
OG0001201	Syat.g_01572	Prae.g_00107
