Orthogroup	Syat	Prbg
OG0000584	Syat.g_03405	Prbg.g_00330
OG0000585	Syat.g_03408	Prbg.g_00332
OG0000586	Syat.g_03409	Prbg.g_00333
OG0000587	Syat.g_00001	Prbg.g_00334
OG0000588	Syat.g_00338	Prbg.g_00338
OG0000589	Syat.g_03318	Prbg.g_00340
OG0000590	Syat.g_03317	Prbg.g_00341
OG0000591	Syat.g_03308	Prbg.g_00345
OG0000592	Syat.g_03307	Prbg.g_00346
OG0000593	Syat.g_00113	Prbg.g_01425
OG0000594	Syat.g_00114	Prbg.g_01424
OG0000595	Syat.g_00115	Prbg.g_01423
OG0000596	Syat.g_00129	Prbg.g_01419
OG0000597	Syat.g_00132	Prbg.g_01416
OG0000598	Syat.g_00133	Prbg.g_01415
OG0000599	Syat.g_00381	Prbg.g_01412
OG0000600	Syat.g_00380	Prbg.g_01411
OG0000601	Syat.g_00379	Prbg.g_01410
OG0000602	Syat.g_00375	Prbg.g_01408
OG0000603	Syat.g_00374	Prbg.g_01407
OG0000604	Syat.g_00372	Prbg.g_01406
OG0000605	Syat.g_00370	Prbg.g_01405
OG0000606	Syat.g_00367	Prbg.g_01402
OG0000607	Syat.g_00364	Prbg.g_01399
OG0000608	Syat.g_00363	Prbg.g_01398
OG0000609	Syat.g_00344	Prbg.g_01397
OG0000610	Syat.g_00399	Prbg.g_01391
OG0000611	Syat.g_00402	Prbg.g_01388
OG0000612	Syat.g_00403	Prbg.g_01387
OG0000613	Syat.g_02129	Prbg.g_01114
OG0000614	Syat.g_01084	Prbg.g_01135
OG0000615	Syat.g_00442	Prbg.g_01146
OG0000616	Syat.g_02397	Prbg.g_01939
OG0000617	Syat.g_00665	Prbg.g_01371
OG0000618	Syat.g_00666	Prbg.g_01370
OG0000619	Syat.g_00667	Prbg.g_01369
OG0000620	Syat.g_02591	Prbg.g_01366
OG0000621	Syat.g_02590	Prbg.g_01365
OG0000622	Syat.g_02572	Prbg.g_01364
OG0000623	Syat.g_00672	Prbg.g_01363
OG0000624	Syat.g_00673	Prbg.g_01361
OG0000625	Syat.g_00674	Prbg.g_01360
OG0000626	Syat.g_00675	Prbg.g_01359
OG0000627	Syat.g_00641	Prbg.g_01358
OG0000628	Syat.g_00640	Prbg.g_01357
OG0000629	Syat.g_00637	Prbg.g_01356
OG0000630	Syat.g_00631	Prbg.g_01353
OG0000631	Syat.g_00624	Prbg.g_01260
OG0000632	Syat.g_00623	Prbg.g_01261
OG0000633	Syat.g_00622	Prbg.g_01262
OG0000634	Syat.g_00475	Prbg.g_01155
OG0000635	Syat.g_00476	Prbg.g_01156
OG0000636	Syat.g_00478	Prbg.g_01158
OG0000637	Syat.g_00480	Prbg.g_01160
OG0000638	Syat.g_00481	Prbg.g_01161
OG0000639	Syat.g_00482	Prbg.g_01162
OG0000640	Syat.g_00483	Prbg.g_01163
OG0000641	Syat.g_00488	Prbg.g_01167
OG0000642	Syat.g_00489	Prbg.g_01168
OG0000643	Syat.g_00494	Prbg.g_01169
OG0000644	Syat.g_00495	Prbg.g_01170
OG0000645	Syat.g_00496	Prbg.g_01171
OG0000646	Syat.g_00499	Prbg.g_01173
OG0000647	Syat.g_00501	Prbg.g_01175
OG0000648	Syat.g_00504	Prbg.g_01177
OG0000649	Syat.g_00505	Prbg.g_01178
OG0000650	Syat.g_00506	Prbg.g_01179
OG0000651	Syat.g_00507	Prbg.g_01180
OG0000652	Syat.g_00508	Prbg.g_01181
OG0000653	Syat.g_00510	Prbg.g_01183
OG0000654	Syat.g_00514	Prbg.g_01184
OG0000655	Syat.g_00515	Prbg.g_01185
OG0000656	Syat.g_00518	Prbg.g_01188
OG0000657	Syat.g_00720	Prbg.g_01196
OG0000658	Syat.g_00723	Prbg.g_01198
OG0000659	Syat.g_00724	Prbg.g_01199
OG0000660	Syat.g_00740	Prbg.g_01203
OG0000661	Syat.g_00742	Prbg.g_01205
OG0000662	Syat.g_00746	Prbg.g_01207
OG0000663	Syat.g_00749	Prbg.g_01209
OG0000664	Syat.g_00752	Prbg.g_01210
OG0000665	Syat.g_03302	Prbg.g_01216
OG0000666	Syat.g_01415	Prbg.g_01217
OG0000667	Syat.g_00958, Syat.g_03278	Prbg.g_01221
OG0000668	Syat.g_00710	Prbg.g_01062
OG0000669	Syat.g_00416	Prbg.g_01073
OG0000670	Syat.g_00419	Prbg.g_01076
OG0000671	Syat.g_00421	Prbg.g_01079
OG0000672	Syat.g_00424	Prbg.g_01082
OG0000673	Syat.g_00430	Prbg.g_01085
OG0000674	Syat.g_00432	Prbg.g_01087
OG0000675	Syat.g_00433	Prbg.g_01088
OG0000676	Syat.g_00436	Prbg.g_01090
OG0000677	Syat.g_00437	Prbg.g_01091
OG0000678	Syat.g_00439	Prbg.g_01093
OG0000679	Syat.g_00448	Prbg.g_01097
OG0000680	Syat.g_00449	Prbg.g_01098
OG0000681	Syat.g_00452	Prbg.g_01101
OG0000682	Syat.g_00453	Prbg.g_01102
OG0000683	Syat.g_00454	Prbg.g_01103
OG0000684	Syat.g_00457	Prbg.g_01105
OG0000685	Syat.g_02571	Prbg.g_01107
OG0000686	Syat.g_00459	Prbg.g_01108
OG0000687	Syat.g_00460	Prbg.g_01109
OG0000688	Syat.g_00463	Prbg.g_01383
OG0000689	Syat.g_00465	Prbg.g_01382
OG0000690	Syat.g_00466	Prbg.g_01381
OG0000691	Syat.g_00467	Prbg.g_01380
OG0000692	Syat.g_00469	Prbg.g_01378
OG0000693	Syat.g_00471	Prbg.g_01377
OG0000694	Syat.g_00472	Prbg.g_01376
OG0000695	Syat.g_00619	Prbg.g_01264
OG0000696	Syat.g_00618	Prbg.g_01265
OG0000697	Syat.g_00616	Prbg.g_01266
OG0000698	Syat.g_00613	Prbg.g_01269
OG0000699	Syat.g_00611	Prbg.g_01270
OG0000700	Syat.g_00610	Prbg.g_01271
OG0000701	Syat.g_00609	Prbg.g_01272
OG0000702	Syat.g_00606	Prbg.g_01274
OG0000703	Syat.g_00601	Prbg.g_01275
OG0000704	Syat.g_00599	Prbg.g_01277
OG0000705	Syat.g_00592	Prbg.g_01280
OG0000706	Syat.g_00591	Prbg.g_01281
OG0000707	Syat.g_00590	Prbg.g_01282
OG0000708	Syat.g_00587	Prbg.g_01284
OG0000709	Syat.g_00573	Prbg.g_01288
OG0000710	Syat.g_00567	Prbg.g_01291
OG0000711	Syat.g_00539	Prbg.g_01309
OG0000712	Syat.g_00537	Prbg.g_01310
OG0000713	Syat.g_00536	Prbg.g_01311
OG0000714	Syat.g_00532	Prbg.g_01312
OG0000715	Syat.g_00530	Prbg.g_01314
OG0000716	Syat.g_00527	Prbg.g_01316
OG0000717	Syat.g_00526	Prbg.g_01317
OG0000718	Syat.g_00522	Prbg.g_01321
OG0000719	Syat.g_00712	Prbg.g_01323
OG0000720	Syat.g_00699	Prbg.g_01335
OG0000721	Syat.g_00697	Prbg.g_01339
OG0000722	Syat.g_00696	Prbg.g_01340
OG0000723	Syat.g_00686	Prbg.g_01344
OG0000724	Syat.g_00782	Prbg.g_01239
OG0000725	Syat.g_00810	Prbg.g_01233
OG0000726	Syat.g_00811	Prbg.g_01232
OG0000727	Syat.g_00812	Prbg.g_01231
OG0000728	Syat.g_00814	Prbg.g_01229
OG0000729	Syat.g_02224	Prbg.g_00455
OG0000730	Syat.g_01617	Prbg.g_01528
OG0000731	Syat.g_01605	Prbg.g_00123
OG0000732	Syat.g_02290	Prbg.g_01890
OG0000733	Syat.g_03285	Prbg.g_00750
OG0000734	Syat.g_01579	Prbg.g_01502
OG0000735	Syat.g_03235	Prbg.g_01500
OG0000736	Syat.g_03236	Prbg.g_01499
OG0000737	Syat.g_03237	Prbg.g_01498
OG0000738	Syat.g_03251	Prbg.g_01494
OG0000739	Syat.g_03252	Prbg.g_01493
OG0000740	Syat.g_03253	Prbg.g_01492
OG0000741	Syat.g_03256	Prbg.g_01490
OG0000742	Syat.g_03259	Prbg.g_01487
OG0000743	Syat.g_03262	Prbg.g_01485
OG0000744	Syat.g_03263	Prbg.g_01484
OG0000745	Syat.g_03266	Prbg.g_01483
OG0000746	Syat.g_00314	Prbg.g_01481
OG0000747	Syat.g_00313	Prbg.g_01480
OG0000748	Syat.g_00305	Prbg.g_01476
OG0000749	Syat.g_00303	Prbg.g_01475
OG0000750	Syat.g_00302	Prbg.g_01474
OG0000751	Syat.g_00296	Prbg.g_01471
OG0000752	Syat.g_00294	Prbg.g_01469
OG0000753	Syat.g_00291	Prbg.g_01467
OG0000754	Syat.g_00250	Prbg.g_01464
OG0000755	Syat.g_00217	Prbg.g_01458
OG0000756	Syat.g_00216	Prbg.g_01457
OG0000757	Syat.g_00205	Prbg.g_01450
OG0000758	Syat.g_00204	Prbg.g_01449
OG0000759	Syat.g_00203	Prbg.g_01448
OG0000760	Syat.g_00202	Prbg.g_01447
OG0000761	Syat.g_00201	Prbg.g_01446
OG0000762	Syat.g_00199	Prbg.g_01445
OG0000763	Syat.g_00924	Prbg.g_01443
OG0000764	Syat.g_00923	Prbg.g_01442
OG0000765	Syat.g_00897	Prbg.g_01434
OG0000766	Syat.g_00896	Prbg.g_01433
OG0000767	Syat.g_00894	Prbg.g_01431
OG0000768	Syat.g_00893	Prbg.g_01430
OG0000769	Syat.g_00891	Prbg.g_01428
OG0000770	Syat.g_00886	Prbg.g_00351
OG0000771	Syat.g_00788	Prbg.g_00687
OG0000772	Syat.g_01768	Prbg.g_01576
OG0000773	Syat.g_01114	Prbg.g_00468
OG0000774	Syat.g_01146	Prbg.g_00470
OG0000775	Syat.g_01148	Prbg.g_00472
OG0000776	Syat.g_01149	Prbg.g_00473
OG0000777	Syat.g_01150	Prbg.g_00474
OG0000778	Syat.g_01151	Prbg.g_00475
OG0000779	Syat.g_01154	Prbg.g_00479
OG0000780	Syat.g_01157	Prbg.g_00480
OG0000781	Syat.g_01161	Prbg.g_00484
OG0000782	Syat.g_01162	Prbg.g_00485
OG0000783	Syat.g_01163	Prbg.g_00486
OG0000784	Syat.g_01164	Prbg.g_00487
OG0000785	Syat.g_01166	Prbg.g_00489
OG0000786	Syat.g_01170	Prbg.g_00492
OG0000787	Syat.g_01171	Prbg.g_00493
OG0000788	Syat.g_00087	Prbg.g_00218
OG0000789	Syat.g_00845	Prbg.g_00690
OG0000790	Syat.g_01300	Prbg.g_00534
OG0000791	Syat.g_01302	Prbg.g_00536
OG0000792	Syat.g_01303	Prbg.g_00537
OG0000793	Syat.g_01412	Prbg.g_00540
OG0000794	Syat.g_01414	Prbg.g_00541
OG0000795	Syat.g_01416	Prbg.g_00542
OG0000796	Syat.g_01422	Prbg.g_00546
OG0000797	Syat.g_01423	Prbg.g_00547
OG0000798	Syat.g_01214	Prbg.g_00038
OG0000799	Syat.g_01256	Prbg.g_00574
OG0000800	Syat.g_01255	Prbg.g_00575
OG0000801	Syat.g_01253	Prbg.g_00576
OG0000802	Syat.g_01245	Prbg.g_00578
OG0000803	Syat.g_01241	Prbg.g_00580
OG0000804	Syat.g_01238	Prbg.g_00581
OG0000805	Syat.g_01236	Prbg.g_00583
OG0000806	Syat.g_01234	Prbg.g_00585
OG0000807	Syat.g_01233	Prbg.g_00586
OG0000808	Syat.g_01232	Prbg.g_00587
OG0000809	Syat.g_01229	Prbg.g_00589
OG0000810	Syat.g_01228	Prbg.g_00590
OG0000811	Syat.g_01186	Prbg.g_00594
OG0000812	Syat.g_01182	Prbg.g_00596
OG0000813	Syat.g_01181	Prbg.g_00597
OG0000814	Syat.g_01179	Prbg.g_00599
OG0000815	Syat.g_01177	Prbg.g_00600
OG0000816	Syat.g_01175	Prbg.g_00602
OG0000817	Syat.g_01279	Prbg.g_00603
OG0000818	Syat.g_01325	Prbg.g_00608
OG0000819	Syat.g_01326	Prbg.g_00609
OG0000820	Syat.g_01327	Prbg.g_00610
OG0000821	Syat.g_01333	Prbg.g_00614
OG0000822	Syat.g_01335	Prbg.g_00615
OG0000823	Syat.g_01336	Prbg.g_00616
OG0000824	Syat.g_01342	Prbg.g_00619
OG0000825	Syat.g_01343	Prbg.g_00620
OG0000826	Syat.g_01344	Prbg.g_00621
OG0000827	Syat.g_01345	Prbg.g_00622
OG0000828	Syat.g_01348	Prbg.g_00625
OG0000829	Syat.g_01349	Prbg.g_00626
OG0000830	Syat.g_01350	Prbg.g_00627
OG0000831	Syat.g_01353	Prbg.g_00629
OG0000832	Syat.g_02982	Prbg.g_00639
OG0000833	Syat.g_03072	Prbg.g_00648
OG0000834	Syat.g_03073	Prbg.g_00649
OG0000835	Syat.g_03075	Prbg.g_00650
OG0000836	Syat.g_03078	Prbg.g_00651
OG0000837	Syat.g_03079	Prbg.g_00652
OG0000838	Syat.g_03083	Prbg.g_00654
OG0000839	Syat.g_03084	Prbg.g_00655
OG0000840	Syat.g_03085	Prbg.g_00656
OG0000841	Syat.g_03086	Prbg.g_00657
OG0000842	Syat.g_03087	Prbg.g_00658
OG0000843	Syat.g_03088	Prbg.g_00659
OG0000844	Syat.g_03090	Prbg.g_00660
OG0000845	Syat.g_03091	Prbg.g_00661
OG0000846	Syat.g_03092	Prbg.g_00662
OG0000847	Syat.g_03093	Prbg.g_00663
OG0000848	Syat.g_03095	Prbg.g_00664
OG0000849	Syat.g_03096	Prbg.g_00665
OG0000850	Syat.g_03098	Prbg.g_00667
OG0000851	Syat.g_03101	Prbg.g_00668
OG0000852	Syat.g_03102	Prbg.g_00669
OG0000853	Syat.g_03106	Prbg.g_00675
OG0000854	Syat.g_03108	Prbg.g_00677
OG0000855	Syat.g_03109	Prbg.g_00678
OG0000856	Syat.g_03305	Prbg.g_00348
OG0000857	Syat.g_00500	Prbg.g_01174
OG0000858	Syat.g_03114	Prbg.g_01643
OG0000859	Syat.g_03115	Prbg.g_01644
OG0000860	Syat.g_03126	Prbg.g_01652
OG0000861	Syat.g_03127	Prbg.g_01653
OG0000862	Syat.g_03136	Prbg.g_01654
OG0000863	Syat.g_03138	Prbg.g_01656
OG0000864	Syat.g_03139	Prbg.g_01657
OG0000865	Syat.g_03140	Prbg.g_01658
OG0000866	Syat.g_03141	Prbg.g_01659
OG0000867	Syat.g_03142	Prbg.g_01660
OG0000868	Syat.g_03067	Prbg.g_01662
OG0000869	Syat.g_03054	Prbg.g_01665
OG0000870	Syat.g_03049	Prbg.g_01670
OG0000871	Syat.g_03048	Prbg.g_01671
OG0000872	Syat.g_03042	Prbg.g_01672
OG0000873	Syat.g_03039	Prbg.g_01675
OG0000874	Syat.g_03037	Prbg.g_01678
OG0000875	Syat.g_03035	Prbg.g_01679
OG0000876	Syat.g_00745	Prbg.g_01680
OG0000877	Syat.g_03024	Prbg.g_01682
OG0000878	Syat.g_03023	Prbg.g_01683
OG0000879	Syat.g_03022	Prbg.g_01684
OG0000880	Syat.g_03021	Prbg.g_01685
OG0000881	Syat.g_03016	Prbg.g_01689
OG0000882	Syat.g_03011	Prbg.g_01694
OG0000883	Syat.g_03007	Prbg.g_01696
OG0000884	Syat.g_03005	Prbg.g_01698
OG0000885	Syat.g_03004	Prbg.g_01699
OG0000886	Syat.g_03003	Prbg.g_01700
OG0000887	Syat.g_03002	Prbg.g_01701
OG0000888	Syat.g_03000	Prbg.g_01703
OG0000889	Syat.g_02997	Prbg.g_01705
OG0000890	Syat.g_02994	Prbg.g_01706
OG0000891	Syat.g_02993	Prbg.g_01707
OG0000892	Syat.g_02992	Prbg.g_01709
OG0000893	Syat.g_01864	Prbg.g_01713
OG0000894	Syat.g_01860	Prbg.g_01716
OG0000895	Syat.g_01856	Prbg.g_01720
OG0000896	Syat.g_01855	Prbg.g_01721
OG0000897	Syat.g_01853	Prbg.g_01723
OG0000898	Syat.g_01852	Prbg.g_01724
OG0000899	Syat.g_01851	Prbg.g_01725
OG0000900	Syat.g_01850	Prbg.g_01726
OG0000901	Syat.g_01845	Prbg.g_01729
OG0000902	Syat.g_01843	Prbg.g_01731
OG0000903	Syat.g_01830	Prbg.g_01735
OG0000904	Syat.g_01834	Prbg.g_01739
OG0000905	Syat.g_01839	Prbg.g_01733
OG0000906	Syat.g_01841	Prbg.g_01732
OG0000907	Syat.g_01828	Prbg.g_01742
OG0000908	Syat.g_01825	Prbg.g_01745
OG0000909	Syat.g_01824	Prbg.g_01746
OG0000910	Syat.g_01823	Prbg.g_01747
OG0000911	Syat.g_01821	Prbg.g_01749
OG0000912	Syat.g_01820	Prbg.g_01750
OG0000913	Syat.g_01819	Prbg.g_01751
OG0000914	Syat.g_01818	Prbg.g_01752
OG0000915	Syat.g_01816	Prbg.g_01753
OG0000916	Syat.g_01815	Prbg.g_01754
OG0000917	Syat.g_01814	Prbg.g_01755
OG0000918	Syat.g_01813	Prbg.g_01756
OG0000919	Syat.g_01812	Prbg.g_01757
OG0000920	Syat.g_01811	Prbg.g_01758
OG0000921	Syat.g_01810	Prbg.g_01759
OG0000922	Syat.g_01809	Prbg.g_01760
OG0000923	Syat.g_01805	Prbg.g_01764
OG0000924	Syat.g_01804	Prbg.g_01765
OG0000925	Syat.g_01803	Prbg.g_01766
OG0000926	Syat.g_01802	Prbg.g_01767
OG0000927	Syat.g_01800	Prbg.g_01769
OG0000928	Syat.g_01799	Prbg.g_01770
OG0000929	Syat.g_01798	Prbg.g_01771
OG0000930	Syat.g_01797	Prbg.g_01772
OG0000931	Syat.g_01796	Prbg.g_01773
OG0000932	Syat.g_01794	Prbg.g_01774
OG0000933	Syat.g_01788	Prbg.g_01778
OG0000934	Syat.g_01786	Prbg.g_01780
OG0000935	Syat.g_01665	Prbg.g_01781
OG0000936	Syat.g_01664	Prbg.g_01782
OG0000937	Syat.g_01663	Prbg.g_01783
OG0000938	Syat.g_01659	Prbg.g_01786
OG0000939	Syat.g_01658	Prbg.g_01787
OG0000940	Syat.g_01651	Prbg.g_01794
OG0000941	Syat.g_01649	Prbg.g_01796
OG0000942	Syat.g_01647	Prbg.g_01798
OG0000943	Syat.g_01646	Prbg.g_01799
OG0000944	Syat.g_01644	Prbg.g_01801
OG0000945	Syat.g_01643	Prbg.g_01802
OG0000946	Syat.g_01633	Prbg.g_01807
OG0000947	Syat.g_01630	Prbg.g_01809
OG0000948	Syat.g_01629	Prbg.g_01810
OG0000949	Syat.g_02142	Prbg.g_01813
OG0000950	Syat.g_02152	Prbg.g_01820
OG0000951	Syat.g_02157	Prbg.g_01824
OG0000952	Syat.g_02162	Prbg.g_01828
OG0000953	Syat.g_02166	Prbg.g_01832
OG0000954	Syat.g_02187	Prbg.g_01836
OG0000955	Syat.g_02188	Prbg.g_01837
OG0000956	Syat.g_02191	Prbg.g_01839
OG0000957	Syat.g_02204	Prbg.g_01845
OG0000958	Syat.g_02205	Prbg.g_01846
OG0000959	Syat.g_02212	Prbg.g_01850
OG0000960	Syat.g_02213	Prbg.g_01851
OG0000961	Syat.g_02873	Prbg.g_01854
OG0000962	Syat.g_02223	Prbg.g_01856
OG0000963	Syat.g_02226	Prbg.g_01860
OG0000964	Syat.g_02227	Prbg.g_01861
OG0000965	Syat.g_02228	Prbg.g_01862
OG0000966	Syat.g_02259	Prbg.g_01868
OG0000967	Syat.g_02263	Prbg.g_01872
OG0000968	Syat.g_02269	Prbg.g_01874
OG0000969	Syat.g_02271	Prbg.g_01875
OG0000970	Syat.g_02272	Prbg.g_01876
OG0000971	Syat.g_02274	Prbg.g_01877
OG0000972	Syat.g_02275	Prbg.g_01878
OG0000973	Syat.g_02276	Prbg.g_01879
OG0000974	Syat.g_02277	Prbg.g_01880
OG0000975	Syat.g_02278	Prbg.g_01881
OG0000976	Syat.g_02279	Prbg.g_01882
OG0000977	Syat.g_02281	Prbg.g_01883
OG0000978	Syat.g_02283	Prbg.g_01884
OG0000979	Syat.g_02286	Prbg.g_01887
OG0000980	Syat.g_02289	Prbg.g_01889
OG0000981	Syat.g_02292	Prbg.g_01892
OG0000982	Syat.g_02691	Prbg.g_01894
OG0000983	Syat.g_02690	Prbg.g_01895
OG0000984	Syat.g_02689	Prbg.g_01896
OG0000985	Syat.g_02685	Prbg.g_01899
OG0000986	Syat.g_02680	Prbg.g_01901
OG0000987	Syat.g_02678	Prbg.g_01902
OG0000988	Syat.g_02672	Prbg.g_01905
OG0000989	Syat.g_02657	Prbg.g_01909
OG0000990	Syat.g_02500	Prbg.g_01913
OG0000991	Syat.g_02503	Prbg.g_01914
OG0000992	Syat.g_02507	Prbg.g_01917
OG0000993	Syat.g_02508	Prbg.g_01918
OG0000994	Syat.g_02512	Prbg.g_01919
OG0000995	Syat.g_02517	Prbg.g_01923
OG0000996	Syat.g_02446	Prbg.g_01924
OG0000997	Syat.g_02417	Prbg.g_01927
OG0000998	Syat.g_02415	Prbg.g_01929
OG0000999	Syat.g_02414	Prbg.g_01930
OG0001001	Syat.g_02400	Prbg.g_01936
OG0001002	Syat.g_02394	Prbg.g_00758
OG0001003	Syat.g_02392	Prbg.g_00759
OG0001004	Syat.g_02391	Prbg.g_00760
OG0001005	Syat.g_02390	Prbg.g_00761
OG0001006	Syat.g_02378	Prbg.g_00765
OG0001007	Syat.g_02376	Prbg.g_00767
OG0001008	Syat.g_02971	Prbg.g_00157
OG0001009	Syat.g_02311	Prbg.g_00847
OG0001010	Syat.g_02310	Prbg.g_00846
OG0001011	Syat.g_02308	Prbg.g_00844
OG0001012	Syat.g_01004	Prbg.g_00830
OG0001013	Syat.g_02716	Prbg.g_00823
OG0001014	Syat.g_02721	Prbg.g_00820
OG0001015	Syat.g_02722	Prbg.g_00818
OG0001016	Syat.g_01474	Prbg.g_00796
OG0001017	Syat.g_01480	Prbg.g_00792
OG0001018	Syat.g_01482	Prbg.g_00790
OG0001019	Syat.g_01532	Prbg.g_00781
OG0001020	Syat.g_01539	Prbg.g_00780
OG0001021	Syat.g_01552	Prbg.g_00861
OG0001022	Syat.g_01555	Prbg.g_00864
OG0001023	Syat.g_01556	Prbg.g_00865
OG0001024	Syat.g_01560	Prbg.g_00869
OG0001025	Syat.g_01566	Prbg.g_00876
OG0001026	Syat.g_01582	Prbg.g_00885
OG0001027	Syat.g_02947	Prbg.g_00886
OG0001028	Syat.g_02944	Prbg.g_00888
OG0001029	Syat.g_02942	Prbg.g_00889
OG0001030	Syat.g_02922	Prbg.g_00905
OG0001031	Syat.g_02836	Prbg.g_00965
OG0001032	Syat.g_02834	Prbg.g_00966
OG0001033	Syat.g_02784	Prbg.g_00987
OG0001034	Syat.g_01448	Prbg.g_01018
OG0001035	Syat.g_01885	Prbg.g_01038
OG0001036	Syat.g_01939	Prbg.g_01042
OG0001037	Syat.g_01941	Prbg.g_01043
OG0001038	Syat.g_02058	Prbg.g_00057
OG0001039	Syat.g_02061	Prbg.g_00060
OG0001040	Syat.g_02064	Prbg.g_00062
OG0001041	Syat.g_02070	Prbg.g_00067
OG0001042	Syat.g_02100	Prbg.g_00084
OG0001043	Syat.g_02103	Prbg.g_00085
OG0001044	Syat.g_01615	Prbg.g_00116
OG0001045	Syat.g_01602	Prbg.g_00125
OG0001046	Syat.g_00552	Prbg.g_01602
OG0001047	Syat.g_02973	Prbg.g_00159
OG0001048	Syat.g_02974	Prbg.g_00160
OG0001049	Syat.g_01290	Prbg.g_00162
OG0001050	Syat.g_01289	Prbg.g_00163
OG0001051	Syat.g_01288	Prbg.g_00164
OG0001052	Syat.g_01375	Prbg.g_00190
OG0001053	Syat.g_03173	Prbg.g_00202
OG0001054	Syat.g_03192	Prbg.g_00217
OG0001055	Syat.g_03224	Prbg.g_00236
OG0001056	Syat.g_03275	Prbg.g_00253
OG0001057	Syat.g_00102	Prbg.g_00258
OG0001058	Syat.g_00079	Prbg.g_00267
OG0001059	Syat.g_00075	Prbg.g_00271
OG0001061	Syat.g_00051	Prbg.g_00292
OG0001062	Syat.g_00048	Prbg.g_00294
OG0001063	Syat.g_00042	Prbg.g_00296
OG0001064	Syat.g_00041	Prbg.g_00297
OG0001065	Syat.g_00040	Prbg.g_00298
OG0001066	Syat.g_00039	Prbg.g_00299
OG0001067	Syat.g_00038	Prbg.g_00300
OG0001068	Syat.g_00037	Prbg.g_00301
OG0001069	Syat.g_00036	Prbg.g_00302
OG0001070	Syat.g_00032	Prbg.g_00306
OG0001071	Syat.g_00031	Prbg.g_00307
OG0001072	Syat.g_00028	Prbg.g_00309
OG0001073	Syat.g_00009	Prbg.g_00323
OG0001074	Syat.g_01015	Prbg.g_00335
OG0001075	Syat.g_01037	Prbg.g_00336
OG0001076	Syat.g_03315	Prbg.g_00343
OG0001077	Syat.g_03290	Prbg.g_00349
OG0001078	Syat.g_00118	Prbg.g_01421
OG0001079	Syat.g_00378	Prbg.g_01409
OG0001080	Syat.g_00368	Prbg.g_01403
OG0001081	Syat.g_00366	Prbg.g_01401
OG0001082	Syat.g_00365	Prbg.g_01400
OG0001083	Syat.g_00390	Prbg.g_01395
OG0001084	Syat.g_00391	Prbg.g_01394
OG0001085	Syat.g_00408	Prbg.g_01111
OG0001086	Syat.g_00410	Prbg.g_01112
OG0001087	Syat.g_03277	Prbg.g_01130
OG0001088	Syat.g_02496	Prbg.g_01131
OG0001089	Syat.g_00818	Prbg.g_01142
OG0001090	Syat.g_00659	Prbg.g_01152
OG0001091	Syat.g_00661	Prbg.g_01374
OG0001092	Syat.g_00663	Prbg.g_01373
OG0001093	Syat.g_00669	Prbg.g_01368
OG0001094	Syat.g_00473	Prbg.g_01375
OG0001095	Syat.g_00497	Prbg.g_01172
OG0001096	Syat.g_00516	Prbg.g_01186
OG0001097	Syat.g_00743	Prbg.g_01206
OG0001098	Syat.g_01672	Prbg.g_01225
OG0001099	Syat.g_02943	Prbg.g_01067
OG0001100	Syat.g_00418	Prbg.g_01075
OG0001101	Syat.g_00420	Prbg.g_01078
OG0001102	Syat.g_00423	Prbg.g_01081
OG0001103	Syat.g_00425	Prbg.g_01083
OG0001104	Syat.g_00458	Prbg.g_01106
OG0001105	Syat.g_00461	Prbg.g_01110
OG0001106	Syat.g_00598	Prbg.g_01278
OG0001107	Syat.g_00580	Prbg.g_01285
OG0001108	Syat.g_00570	Prbg.g_01289
OG0001109	Syat.g_00568	Prbg.g_01290
OG0001110	Syat.g_00566	Prbg.g_01292
OG0001111	Syat.g_00564	Prbg.g_01293
OG0001112	Syat.g_00562	Prbg.g_01294
OG0001113	Syat.g_00561	Prbg.g_01295
OG0001114	Syat.g_00560	Prbg.g_01296
OG0001115	Syat.g_00557	Prbg.g_01298
OG0001116	Syat.g_00555	Prbg.g_01299
OG0001117	Syat.g_00554	Prbg.g_01300
OG0001118	Syat.g_00553	Prbg.g_01301
OG0001119	Syat.g_00551	Prbg.g_01302
OG0001120	Syat.g_00546	Prbg.g_01304
OG0001122	Syat.g_00711	Prbg.g_01324
OG0001123	Syat.g_00704	Prbg.g_01330
OG0001124	Syat.g_00702	Prbg.g_01332
OG0001125	Syat.g_00700	Prbg.g_01334
OG0001126	Syat.g_00790	Prbg.g_01245
OG0001127	Syat.g_00789	Prbg.g_01244
OG0001128	Syat.g_00786	Prbg.g_01242
OG0001129	Syat.g_00784	Prbg.g_01241
OG0001130	Syat.g_00783	Prbg.g_01240
OG0001131	Syat.g_01674	Prbg.g_00141
OG0001132	Syat.g_00965	Prbg.g_00022
OG0001133	Syat.g_03311	Prbg.g_00528
OG0001136	Syat.g_03257	Prbg.g_01489
OG0001137	Syat.g_00306	Prbg.g_01477
OG0001138	Syat.g_00214	Prbg.g_01456
OG0001139	Syat.g_00209	Prbg.g_01454
OG0001140	Syat.g_00208	Prbg.g_01453
OG0001141	Syat.g_00207	Prbg.g_01452
OG0001142	Syat.g_00206	Prbg.g_01451
OG0001143	Syat.g_00925	Prbg.g_01444
OG0001144	Syat.g_00906	Prbg.g_01439
OG0001145	Syat.g_01117	Prbg.g_00469
OG0001146	Syat.g_01158	Prbg.g_00481
OG0001147	Syat.g_01368	Prbg.g_00501
