Orthogroup	Syat	Prai
OG0000609	Syat.g_00344	Prai.g_00688
OG0000610	Syat.g_00399	Prai.g_00693
OG0000611	Syat.g_00402	Prai.g_00696
OG0000612	Syat.g_00403	Prai.g_00697
OG0000613	Syat.g_02129	Prai.g_00702
OG0000614	Syat.g_01084	Prai.g_00721
OG0000615	Syat.g_00442	Prai.g_00729
OG0000616	Syat.g_02397	Prai.g_00732
OG0000617	Syat.g_00665	Prai.g_00754
OG0000618	Syat.g_00666	Prai.g_00755
OG0000619	Syat.g_00667	Prai.g_00756
OG0000620	Syat.g_02591	Prai.g_00759
OG0000621	Syat.g_02590	Prai.g_00760
OG0000622	Syat.g_02572	Prai.g_00761
OG0000623	Syat.g_00672	Prai.g_00762
OG0000624	Syat.g_00673	Prai.g_00763
OG0000625	Syat.g_00674	Prai.g_00764
OG0000626	Syat.g_00675	Prai.g_00765
OG0000627	Syat.g_00641	Prai.g_00766
OG0000628	Syat.g_00640	Prai.g_00767
OG0000629	Syat.g_00637	Prai.g_00768
OG0000630	Syat.g_00631	Prai.g_00771
OG0000631	Syat.g_00624	Prai.g_00857
OG0000632	Syat.g_00623	Prai.g_00856
OG0000633	Syat.g_00622	Prai.g_00855
OG0000634	Syat.g_00475	Prai.g_00852
OG0000635	Syat.g_00476	Prai.g_00851
OG0000636	Syat.g_00478	Prai.g_00849
OG0000637	Syat.g_00480	Prai.g_00847
OG0000638	Syat.g_00481	Prai.g_00846
OG0000639	Syat.g_00482	Prai.g_00845
OG0000640	Syat.g_00483	Prai.g_00844
OG0000641	Syat.g_00488	Prai.g_00839
OG0000642	Syat.g_00489	Prai.g_00838
OG0000643	Syat.g_00494	Prai.g_00837
OG0000644	Syat.g_00495	Prai.g_00836
OG0000645	Syat.g_00496	Prai.g_00835
OG0000646	Syat.g_00499	Prai.g_00833
OG0000647	Syat.g_00501	Prai.g_00832
OG0000648	Syat.g_00504	Prai.g_00830
OG0000649	Syat.g_00505	Prai.g_00829
OG0000650	Syat.g_00506	Prai.g_00828
OG0000651	Syat.g_00507	Prai.g_00827
OG0000652	Syat.g_00508	Prai.g_00826
OG0000653	Syat.g_00510	Prai.g_00824
OG0000654	Syat.g_00514	Prai.g_00823
OG0000655	Syat.g_00515	Prai.g_00822
OG0000656	Syat.g_00518	Prai.g_00819
OG0000657	Syat.g_00720	Prai.g_00811
OG0000658	Syat.g_00723	Prai.g_00810
OG0000659	Syat.g_00724	Prai.g_00809
OG0000660	Syat.g_00740	Prai.g_00805
OG0000661	Syat.g_00742	Prai.g_00803
OG0000662	Syat.g_00746	Prai.g_00801
OG0000663	Syat.g_00749	Prai.g_00799
OG0000664	Syat.g_00752	Prai.g_00798
OG0000665	Syat.g_03302	Prai.g_00794
OG0000666	Syat.g_01415	Prai.g_00793
OG0000667	Syat.g_00958, Syat.g_03278	Prai.g_00789
OG0000668	Syat.g_00710	Prai.g_01060
OG0000669	Syat.g_00416	Prai.g_01054
OG0000670	Syat.g_00419	Prai.g_01052
OG0000671	Syat.g_00421	Prai.g_01050
OG0000672	Syat.g_00424	Prai.g_01048
OG0000673	Syat.g_00430	Prai.g_01045
OG0000674	Syat.g_00432	Prai.g_01043
OG0000675	Syat.g_00433	Prai.g_01042
OG0000676	Syat.g_00436	Prai.g_01040
OG0000677	Syat.g_00437	Prai.g_01039
OG0000678	Syat.g_00439	Prai.g_01037
OG0000679	Syat.g_00448	Prai.g_01033
OG0000680	Syat.g_00449	Prai.g_01032
OG0000681	Syat.g_00452	Prai.g_01030
OG0000682	Syat.g_00453	Prai.g_01029
OG0000683	Syat.g_00454	Prai.g_01028
OG0000684	Syat.g_00457	Prai.g_01027
OG0000685	Syat.g_02571	Prai.g_01025
OG0000686	Syat.g_00459	Prai.g_01024
OG0000687	Syat.g_00460	Prai.g_01023
OG0000688	Syat.g_00463	Prai.g_01020
OG0000689	Syat.g_00465	Prai.g_01019
OG0000690	Syat.g_00466	Prai.g_01018
OG0000691	Syat.g_00467	Prai.g_01017
OG0000692	Syat.g_00469	Prai.g_01015
OG0000693	Syat.g_00471	Prai.g_01014
OG0000694	Syat.g_00472	Prai.g_01013
OG0000695	Syat.g_00619	Prai.g_01011
OG0000696	Syat.g_00618	Prai.g_01010
OG0000697	Syat.g_00616	Prai.g_01009
OG0000698	Syat.g_00613	Prai.g_01006
OG0000699	Syat.g_00611	Prai.g_01005
OG0000700	Syat.g_00610	Prai.g_01004
OG0000701	Syat.g_00609	Prai.g_01003
OG0000702	Syat.g_00606	Prai.g_01001
OG0000703	Syat.g_00601	Prai.g_01000
OG0000704	Syat.g_00599	Prai.g_00999
OG0000705	Syat.g_00592	Prai.g_00995
OG0000706	Syat.g_00591	Prai.g_00994
OG0000707	Syat.g_00590	Prai.g_00993
OG0000708	Syat.g_00587	Prai.g_00992
OG0000709	Syat.g_00573	Prai.g_00988
OG0000710	Syat.g_00567	Prai.g_00985
OG0000711	Syat.g_00539	Prai.g_00968
OG0000712	Syat.g_00537	Prai.g_00966
OG0000713	Syat.g_00536	Prai.g_00965
OG0000714	Syat.g_00532	Prai.g_00964
OG0000715	Syat.g_00530	Prai.g_00962
OG0000716	Syat.g_00527	Prai.g_00960
OG0000717	Syat.g_00526	Prai.g_00959
OG0000718	Syat.g_00522	Prai.g_00948
OG0000719	Syat.g_00712	Prai.g_00946
OG0000720	Syat.g_00699	Prai.g_00938
OG0000721	Syat.g_00697	Prai.g_00936
OG0000722	Syat.g_00696	Prai.g_00935
OG0000723	Syat.g_00686	Prai.g_00932
OG0000724	Syat.g_00782	Prai.g_00923
OG0000725	Syat.g_00810	Prai.g_00917
OG0000726	Syat.g_00811	Prai.g_00916
OG0000727	Syat.g_00812	Prai.g_00915
OG0000728	Syat.g_00814	Prai.g_00913
OG0000729	Syat.g_02224	Prai.g_01109
OG0000730	Syat.g_01617	Prai.g_01113
OG0000731	Syat.g_01605	Prai.g_01117
OG0000732	Syat.g_02290	Prai.g_01126
OG0000733	Syat.g_03285	Prai.g_01144
OG0000734	Syat.g_01579	Prai.g_01157
OG0000735	Syat.g_03235	Prai.g_01159
OG0000736	Syat.g_03236	Prai.g_01160
OG0000737	Syat.g_03237	Prai.g_01161
OG0000738	Syat.g_03251	Prai.g_01165
OG0000739	Syat.g_03252	Prai.g_01166
OG0000740	Syat.g_03253	Prai.g_01167
OG0000741	Syat.g_03256	Prai.g_01168
OG0000742	Syat.g_03259	Prai.g_01170
OG0000743	Syat.g_03262	Prai.g_01172
OG0000744	Syat.g_03263	Prai.g_01173
OG0000745	Syat.g_03266	Prai.g_01174
OG0000746	Syat.g_00314	Prai.g_01176
OG0000747	Syat.g_00313	Prai.g_01177
OG0000748	Syat.g_00305	Prai.g_01180
OG0000749	Syat.g_00303	Prai.g_01181
OG0000750	Syat.g_00302	Prai.g_01182
OG0000751	Syat.g_00296	Prai.g_01184
OG0000752	Syat.g_00294	Prai.g_01186
OG0000753	Syat.g_00291	Prai.g_01189
OG0000754	Syat.g_00250	Prai.g_01192
OG0000755	Syat.g_00217	Prai.g_01196
OG0000756	Syat.g_00216	Prai.g_01197
OG0000757	Syat.g_00205	Prai.g_01204
OG0000758	Syat.g_00204	Prai.g_01205
OG0000759	Syat.g_00203	Prai.g_01206
OG0000760	Syat.g_00202	Prai.g_01207
OG0000761	Syat.g_00201	Prai.g_01208
OG0000762	Syat.g_00199	Prai.g_01209
OG0000763	Syat.g_00924	Prai.g_01211
OG0000764	Syat.g_00923	Prai.g_01212
OG0000765	Syat.g_00897	Prai.g_01221
OG0000766	Syat.g_00896	Prai.g_01222
OG0000767	Syat.g_00894	Prai.g_01224
OG0000768	Syat.g_00893	Prai.g_01225
OG0000769	Syat.g_00891	Prai.g_01227
OG0000770	Syat.g_00886	Prai.g_01229
OG0000771	Syat.g_00788	Prai.g_01238
OG0000772	Syat.g_01768	Prai.g_01310
OG0000773	Syat.g_01114	Prai.g_01325
OG0000774	Syat.g_01146	Prai.g_01327
OG0000775	Syat.g_01148	Prai.g_01330
OG0000776	Syat.g_01149	Prai.g_01331
OG0000777	Syat.g_01150	Prai.g_01332
OG0000778	Syat.g_01151	Prai.g_01333
OG0000779	Syat.g_01154	Prai.g_01337
OG0000780	Syat.g_01157	Prai.g_01338
OG0000781	Syat.g_01161	Prai.g_01341
OG0000782	Syat.g_01162	Prai.g_01342
OG0000783	Syat.g_01163	Prai.g_01343
OG0000784	Syat.g_01164	Prai.g_01344
OG0000785	Syat.g_01166	Prai.g_01346
OG0000786	Syat.g_01170	Prai.g_01348
OG0000787	Syat.g_01171	Prai.g_01349
OG0000788	Syat.g_00087	Prai.g_01358
OG0000789	Syat.g_00845	Prai.g_01360
OG0000790	Syat.g_01300	Prai.g_01375
OG0000791	Syat.g_01302	Prai.g_01377
OG0000792	Syat.g_01303	Prai.g_01378
OG0000793	Syat.g_01412	Prai.g_01381
OG0000794	Syat.g_01414	Prai.g_01382
OG0000795	Syat.g_01416	Prai.g_01383
OG0000796	Syat.g_01422	Prai.g_01387
OG0000797	Syat.g_01423	Prai.g_01388
OG0000798	Syat.g_01214	Prai.g_01395
OG0000799	Syat.g_01256	Prai.g_01445
OG0000800	Syat.g_01255	Prai.g_01446
OG0000801	Syat.g_01253	Prai.g_01447
OG0000802	Syat.g_01245	Prai.g_01449
OG0000803	Syat.g_01241	Prai.g_01451
OG0000804	Syat.g_01238	Prai.g_01452
OG0000805	Syat.g_01236	Prai.g_01454
OG0000806	Syat.g_01234	Prai.g_01456
OG0000807	Syat.g_01233	Prai.g_01457
OG0000808	Syat.g_01232	Prai.g_01458
OG0000809	Syat.g_01229	Prai.g_01461
OG0000810	Syat.g_01228	Prai.g_01462
OG0000811	Syat.g_01186	Prai.g_01466
OG0000812	Syat.g_01182	Prai.g_01468
OG0000813	Syat.g_01181	Prai.g_01469
OG0000814	Syat.g_01179	Prai.g_01471
OG0000815	Syat.g_01177	Prai.g_01472
OG0000816	Syat.g_01175	Prai.g_01474
OG0000817	Syat.g_01279	Prai.g_01475
OG0000818	Syat.g_01325	Prai.g_01480
OG0000819	Syat.g_01326	Prai.g_01481
OG0000820	Syat.g_01327	Prai.g_01482
OG0000821	Syat.g_01333	Prai.g_01485
OG0000822	Syat.g_01335	Prai.g_01486
OG0000823	Syat.g_01336	Prai.g_01487
OG0000824	Syat.g_01342	Prai.g_01490
OG0000825	Syat.g_01343	Prai.g_01491
OG0000826	Syat.g_01344	Prai.g_01492
OG0000827	Syat.g_01345	Prai.g_01493
OG0000828	Syat.g_01348	Prai.g_01496
OG0000829	Syat.g_01349	Prai.g_01497
OG0000830	Syat.g_01350	Prai.g_01498
OG0000831	Syat.g_01353	Prai.g_01500
OG0000832	Syat.g_02982	Prai.g_01505
OG0000833	Syat.g_03072	Prai.g_01514
OG0000834	Syat.g_03073	Prai.g_01515
OG0000835	Syat.g_03075	Prai.g_01516
OG0000836	Syat.g_03078	Prai.g_01517
OG0000837	Syat.g_03079	Prai.g_01518
OG0000838	Syat.g_03083	Prai.g_01520
OG0000839	Syat.g_03084	Prai.g_01521
OG0000840	Syat.g_03085	Prai.g_01522
OG0000841	Syat.g_03086	Prai.g_01523
OG0000842	Syat.g_03087	Prai.g_01524
OG0000843	Syat.g_03088	Prai.g_01525
OG0000844	Syat.g_03090	Prai.g_01526
OG0000845	Syat.g_03091	Prai.g_01527
OG0000846	Syat.g_03092	Prai.g_01528
OG0000847	Syat.g_03093	Prai.g_01529
OG0000848	Syat.g_03095	Prai.g_01530
OG0000849	Syat.g_03096	Prai.g_01531
OG0000850	Syat.g_03098	Prai.g_01533
OG0000851	Syat.g_03101	Prai.g_01534
OG0000852	Syat.g_03102	Prai.g_01535
OG0000853	Syat.g_03106	Prai.g_01539
OG0000854	Syat.g_03108	Prai.g_01541
OG0000855	Syat.g_03109	Prai.g_01542
OG0000856	Syat.g_03305	Prai.g_01558
OG0000857	Syat.g_00500	Prai.g_01597
OG0000858	Syat.g_03114	Prai.g_01632
OG0000859	Syat.g_03115	Prai.g_01633
OG0000860	Syat.g_03126	Prai.g_01640
OG0000861	Syat.g_03127	Prai.g_01641
OG0000862	Syat.g_03136	Prai.g_01642
OG0000863	Syat.g_03138	Prai.g_01644
OG0000864	Syat.g_03139	Prai.g_01645
OG0000865	Syat.g_03140	Prai.g_01646
OG0000866	Syat.g_03141	Prai.g_01647
OG0000867	Syat.g_03142	Prai.g_01648
OG0000868	Syat.g_03067	Prai.g_01649
OG0000869	Syat.g_03054	Prai.g_01653
OG0000870	Syat.g_03049	Prai.g_01658
OG0000871	Syat.g_03048	Prai.g_01659
OG0000872	Syat.g_03042	Prai.g_01660
OG0000873	Syat.g_03039	Prai.g_01663
OG0000874	Syat.g_03037	Prai.g_01666
OG0000875	Syat.g_03035	Prai.g_01667
OG0000876	Syat.g_00745	Prai.g_01668
OG0000877	Syat.g_03024	Prai.g_01670
OG0000878	Syat.g_03023	Prai.g_01671
OG0000879	Syat.g_03022	Prai.g_01672
OG0000880	Syat.g_03021	Prai.g_01673
OG0000881	Syat.g_03016	Prai.g_01677
OG0000882	Syat.g_03011	Prai.g_01682
OG0000883	Syat.g_03007	Prai.g_01683
OG0000884	Syat.g_03005	Prai.g_01685
OG0000885	Syat.g_03004	Prai.g_01686
OG0000886	Syat.g_03003	Prai.g_01687
OG0000887	Syat.g_03002	Prai.g_01688
OG0000888	Syat.g_03000	Prai.g_01690
OG0000889	Syat.g_02997	Prai.g_01692
OG0000890	Syat.g_02994	Prai.g_01693
OG0000891	Syat.g_02993	Prai.g_01694
OG0000892	Syat.g_02992	Prai.g_01696
OG0000893	Syat.g_01864	Prai.g_01701
OG0000894	Syat.g_01860	Prai.g_01703
OG0000895	Syat.g_01856	Prai.g_01706
OG0000896	Syat.g_01855	Prai.g_01707
OG0000897	Syat.g_01853	Prai.g_01709
OG0000898	Syat.g_01852	Prai.g_01710
OG0000899	Syat.g_01851	Prai.g_01711
OG0000900	Syat.g_01850	Prai.g_01712
OG0000901	Syat.g_01845	Prai.g_01715
OG0000902	Syat.g_01843	Prai.g_01717
OG0000903	Syat.g_01830	Prai.g_01720
OG0000904	Syat.g_01834	Prai.g_01722
OG0000905	Syat.g_01839	Prai.g_01727
OG0000906	Syat.g_01841	Prai.g_01728
OG0000907	Syat.g_01828	Prai.g_01734
OG0000908	Syat.g_01825	Prai.g_01737
OG0000909	Syat.g_01824	Prai.g_01738
OG0000910	Syat.g_01823	Prai.g_01739
OG0000911	Syat.g_01821	Prai.g_01741
OG0000912	Syat.g_01820	Prai.g_01742
OG0000913	Syat.g_01819	Prai.g_01743
OG0000914	Syat.g_01818	Prai.g_01744
OG0000915	Syat.g_01816	Prai.g_01746
OG0000916	Syat.g_01815	Prai.g_01747
OG0000917	Syat.g_01814	Prai.g_01748
OG0000918	Syat.g_01813	Prai.g_01749
OG0000919	Syat.g_01812	Prai.g_01750
OG0000920	Syat.g_01811	Prai.g_01751
OG0000921	Syat.g_01810	Prai.g_01752
OG0000922	Syat.g_01809	Prai.g_01753
OG0000923	Syat.g_01805	Prai.g_01757
OG0000924	Syat.g_01804	Prai.g_01758
OG0000925	Syat.g_01803	Prai.g_01759
OG0000926	Syat.g_01802	Prai.g_01760
OG0000927	Syat.g_01800	Prai.g_01762
OG0000928	Syat.g_01799	Prai.g_01763
OG0000929	Syat.g_01798	Prai.g_01764
OG0000930	Syat.g_01797	Prai.g_01765
OG0000931	Syat.g_01796	Prai.g_01766
OG0000932	Syat.g_01794	Prai.g_01767
OG0000933	Syat.g_01788	Prai.g_01776
OG0000934	Syat.g_01786	Prai.g_01778
OG0000935	Syat.g_01665	Prai.g_01779
OG0000936	Syat.g_01664	Prai.g_01780
OG0000937	Syat.g_01663	Prai.g_01781
OG0000938	Syat.g_01659	Prai.g_01783
OG0000939	Syat.g_01658	Prai.g_01784
OG0000940	Syat.g_01651	Prai.g_01791
OG0000941	Syat.g_01649	Prai.g_01793
OG0000942	Syat.g_01647	Prai.g_01795
OG0000943	Syat.g_01646	Prai.g_01796
OG0000944	Syat.g_01644	Prai.g_01797
OG0000945	Syat.g_01643	Prai.g_01798
OG0000946	Syat.g_01633	Prai.g_01802
OG0000947	Syat.g_01630	Prai.g_01804
OG0000948	Syat.g_01629	Prai.g_01805
OG0000949	Syat.g_02142	Prai.g_01808
OG0000950	Syat.g_02152	Prai.g_01813
OG0000951	Syat.g_02157	Prai.g_01817
OG0000952	Syat.g_02162	Prai.g_01821
OG0000953	Syat.g_02166	Prai.g_01824
OG0000954	Syat.g_02187	Prai.g_01828
OG0000955	Syat.g_02188	Prai.g_01829
OG0000956	Syat.g_02191	Prai.g_01831
OG0000957	Syat.g_02204	Prai.g_01836
OG0000958	Syat.g_02205	Prai.g_01837
OG0000959	Syat.g_02212	Prai.g_01841
OG0000960	Syat.g_02213	Prai.g_01842
OG0000961	Syat.g_02873	Prai.g_01844
OG0000962	Syat.g_02223	Prai.g_01846
OG0000963	Syat.g_02226	Prai.g_01850
OG0000964	Syat.g_02227	Prai.g_01851
OG0000965	Syat.g_02228	Prai.g_01852
OG0000966	Syat.g_02259	Prai.g_01861
OG0000967	Syat.g_02263	Prai.g_01865
OG0000968	Syat.g_02269	Prai.g_01867
OG0000969	Syat.g_02271	Prai.g_01868
OG0000970	Syat.g_02272	Prai.g_01869
OG0000971	Syat.g_02274	Prai.g_01870
OG0000972	Syat.g_02275	Prai.g_01871
OG0000973	Syat.g_02276	Prai.g_01872
OG0000974	Syat.g_02277	Prai.g_01873
OG0000975	Syat.g_02278	Prai.g_01874
OG0000976	Syat.g_02279	Prai.g_01875
OG0000977	Syat.g_02281	Prai.g_01876
OG0000978	Syat.g_02283	Prai.g_01877
OG0000979	Syat.g_02286	Prai.g_01880
OG0000980	Syat.g_02289	Prai.g_01882
OG0000981	Syat.g_02292	Prai.g_01884
OG0000982	Syat.g_02691	Prai.g_01886
OG0000983	Syat.g_02690	Prai.g_01887
OG0000984	Syat.g_02689	Prai.g_01888
OG0000985	Syat.g_02685	Prai.g_01891
OG0000986	Syat.g_02680	Prai.g_01893
OG0000987	Syat.g_02678	Prai.g_01894
OG0000988	Syat.g_02672	Prai.g_01897
OG0000989	Syat.g_02657	Prai.g_01900
OG0000990	Syat.g_02500	Prai.g_01903
OG0000991	Syat.g_02503	Prai.g_01904
OG0000992	Syat.g_02507	Prai.g_01906
OG0000993	Syat.g_02508	Prai.g_01907
OG0000994	Syat.g_02512	Prai.g_01908
OG0000995	Syat.g_02517	Prai.g_01912
OG0000996	Syat.g_02446	Prai.g_01913
OG0000997	Syat.g_02417	Prai.g_01914
OG0000998	Syat.g_02415	Prai.g_01916
OG0000999	Syat.g_02414	Prai.g_01917
OG0001001	Syat.g_02400	Prai.g_01922
OG0001002	Syat.g_02394	Prai.g_01926
OG0001003	Syat.g_02392	Prai.g_01928
OG0001004	Syat.g_02391	Prai.g_01929
OG0001005	Syat.g_02390	Prai.g_01930
OG0001006	Syat.g_02378	Prai.g_01934
OG0001007	Syat.g_02376	Prai.g_01936
OG0001008	Syat.g_02971	Prai.g_00468
OG0001009	Syat.g_02311	Prai.g_00027
OG0001010	Syat.g_02310	Prai.g_00028
OG0001011	Syat.g_02308	Prai.g_00029
OG0001012	Syat.g_01004	Prai.g_00050
OG0001013	Syat.g_02716	Prai.g_00055
OG0001014	Syat.g_02721	Prai.g_00058
OG0001015	Syat.g_02722	Prai.g_00059
OG0001016	Syat.g_01474	Prai.g_00073
OG0001017	Syat.g_01480	Prai.g_00077
OG0001018	Syat.g_01482	Prai.g_00080
OG0001019	Syat.g_01532	Prai.g_00089
OG0001020	Syat.g_01539	Prai.g_00090
OG0001021	Syat.g_01552	Prai.g_00091
OG0001022	Syat.g_01555	Prai.g_00094
OG0001023	Syat.g_01556	Prai.g_00095
OG0001024	Syat.g_01560	Prai.g_00098
OG0001025	Syat.g_01566	Prai.g_00104
OG0001026	Syat.g_01582	Prai.g_00111
OG0001027	Syat.g_02947	Prai.g_00112
OG0001028	Syat.g_02944	Prai.g_00114
OG0001029	Syat.g_02942	Prai.g_00115
OG0001030	Syat.g_02922	Prai.g_00130
OG0001031	Syat.g_02836	Prai.g_00197
OG0001032	Syat.g_02834	Prai.g_00198
OG0001033	Syat.g_02784	Prai.g_00219
OG0001034	Syat.g_01448	Prai.g_00247
OG0001035	Syat.g_01885	Prai.g_00267
OG0001036	Syat.g_01939	Prai.g_00272
OG0001037	Syat.g_01941	Prai.g_00273
OG0001038	Syat.g_02058	Prai.g_00291
OG0001039	Syat.g_02061	Prai.g_00294
OG0001040	Syat.g_02064	Prai.g_00296
OG0001041	Syat.g_02070	Prai.g_00300
OG0001042	Syat.g_02100	Prai.g_00317
OG0001043	Syat.g_02103	Prai.g_00318
OG0001045	Syat.g_01602	Prai.g_00355
OG0001046	Syat.g_00552	Prai.g_00390
OG0001047	Syat.g_02973	Prai.g_00470
OG0001048	Syat.g_02974	Prai.g_00471
OG0001049	Syat.g_01290	Prai.g_00473
OG0001050	Syat.g_01289	Prai.g_00474
OG0001051	Syat.g_01288	Prai.g_00475
OG0001052	Syat.g_01375	Prai.g_00501
OG0001053	Syat.g_03173	Prai.g_00513
OG0001054	Syat.g_03192	Prai.g_00528
OG0001055	Syat.g_03224	Prai.g_00546
OG0001056	Syat.g_03275	Prai.g_00564
OG0001057	Syat.g_00102	Prai.g_00569
OG0001058	Syat.g_00079	Prai.g_00577
OG0001059	Syat.g_00075	Prai.g_00581
OG0001061	Syat.g_00051	Prai.g_00602
OG0001062	Syat.g_00048	Prai.g_00604
OG0001063	Syat.g_00042	Prai.g_00606
OG0001064	Syat.g_00041	Prai.g_00607
OG0001065	Syat.g_00040	Prai.g_00608
OG0001066	Syat.g_00039	Prai.g_00609
OG0001067	Syat.g_00038	Prai.g_00610
OG0001068	Syat.g_00037	Prai.g_00611
OG0001069	Syat.g_00036	Prai.g_00612
OG0001070	Syat.g_00032	Prai.g_00615
OG0001071	Syat.g_00031	Prai.g_00616
OG0001072	Syat.g_00028	Prai.g_00618
OG0001073	Syat.g_00009	Prai.g_00632
OG0001074	Syat.g_01015	Prai.g_00643
OG0001075	Syat.g_01037	Prai.g_00644
OG0001076	Syat.g_03315	Prai.g_00653
OG0001077	Syat.g_03290	Prai.g_00657
OG0001078	Syat.g_00118	Prai.g_00665
OG0001079	Syat.g_00378	Prai.g_00676
OG0001080	Syat.g_00368	Prai.g_00682
OG0001081	Syat.g_00366	Prai.g_00684
OG0001082	Syat.g_00365	Prai.g_00685
OG0001083	Syat.g_00390	Prai.g_00690
OG0001084	Syat.g_00391	Prai.g_00691
OG0001085	Syat.g_00408	Prai.g_00699
OG0001086	Syat.g_00410	Prai.g_00700
OG0001087	Syat.g_03277	Prai.g_00717
OG0001088	Syat.g_02496	Prai.g_00718
OG0001089	Syat.g_00818	Prai.g_00726
OG0001090	Syat.g_00659	Prai.g_00749
OG0001091	Syat.g_00661	Prai.g_00751
OG0001092	Syat.g_00663	Prai.g_00752
OG0001093	Syat.g_00669	Prai.g_00757
OG0001094	Syat.g_00473	Prai.g_00854
OG0001095	Syat.g_00497	Prai.g_00834
OG0001096	Syat.g_00516	Prai.g_00821
OG0001097	Syat.g_00743	Prai.g_00802
OG0001098	Syat.g_01672	Prai.g_00787
OG0001099	Syat.g_02943	Prai.g_01057
OG0001100	Syat.g_00418	Prai.g_01053
OG0001101	Syat.g_00420	Prai.g_01051
OG0001102	Syat.g_00423	Prai.g_01049
OG0001103	Syat.g_00425	Prai.g_01047
OG0001104	Syat.g_00458	Prai.g_01026
OG0001105	Syat.g_00461	Prai.g_01022
OG0001106	Syat.g_00598	Prai.g_00998
OG0001107	Syat.g_00580	Prai.g_00991
OG0001108	Syat.g_00570	Prai.g_00987
OG0001109	Syat.g_00568	Prai.g_00986
OG0001110	Syat.g_00566	Prai.g_00984
OG0001111	Syat.g_00564	Prai.g_00983
OG0001112	Syat.g_00562	Prai.g_00982
OG0001113	Syat.g_00561	Prai.g_00981
OG0001114	Syat.g_00560	Prai.g_00980
OG0001115	Syat.g_00557	Prai.g_00978
OG0001116	Syat.g_00555	Prai.g_00977
OG0001117	Syat.g_00554	Prai.g_00976
OG0001118	Syat.g_00553	Prai.g_00975
OG0001119	Syat.g_00551	Prai.g_00974
OG0001120	Syat.g_00546	Prai.g_00972
OG0001122	Syat.g_00711	Prai.g_00945
OG0001124	Syat.g_00702	Prai.g_00940
OG0001125	Syat.g_00700	Prai.g_00939
OG0001126	Syat.g_00790	Prai.g_00929
OG0001127	Syat.g_00789	Prai.g_00928
OG0001128	Syat.g_00786	Prai.g_00926
OG0001129	Syat.g_00784	Prai.g_00925
OG0001130	Syat.g_00783	Prai.g_00924
OG0001131	Syat.g_01674	Prai.g_01088
OG0001132	Syat.g_00965	Prai.g_01098
OG0001133	Syat.g_03311	Prai.g_01130
OG0001137	Syat.g_00306	Prai.g_01179
OG0001138	Syat.g_00214	Prai.g_01198
OG0001139	Syat.g_00209	Prai.g_01200
OG0001140	Syat.g_00208	Prai.g_01201
OG0001141	Syat.g_00207	Prai.g_01202
OG0001142	Syat.g_00206	Prai.g_01203
OG0001143	Syat.g_00925	Prai.g_01210
OG0001144	Syat.g_00906	Prai.g_01215
OG0001145	Syat.g_01117	Prai.g_01326
OG0001146	Syat.g_01158	Prai.g_01339
OG0001147	Syat.g_01368	Prai.g_01357
OG0001148	Syat.g_01297	Prai.g_01372
OG0001149	Syat.g_01298	Prai.g_01373
OG0001150	Syat.g_01299	Prai.g_01374
OG0001151	Syat.g_01420	Prai.g_01385
OG0001152	Syat.g_01421	Prai.g_01386
OG0001153	Syat.g_01346	Prai.g_01494
OG0001154	Syat.g_01347	Prai.g_01495
OG0001155	Syat.g_02774	Prai.g_01507
OG0001156	Syat.g_02978	Prai.g_01510
OG0001157	Syat.g_02977	Prai.g_01511
OG0001158	Syat.g_02976	Prai.g_01512
OG0001159	Syat.g_02975	Prai.g_01513
OG0001160	Syat.g_03104	Prai.g_01537
OG0001161	Syat.g_02384	Prai.g_01550
OG0001162	Syat.g_01528	Prai.g_01563
OG0001163	Syat.g_03112	Prai.g_01630
OG0001164	Syat.g_03116	Prai.g_01634
OG0001165	Syat.g_03121	Prai.g_01637
OG0001166	Syat.g_03050	Prai.g_01657
OG0001167	Syat.g_03019	Prai.g_01674
OG0001168	Syat.g_03017	Prai.g_01676
OG0001169	Syat.g_03015	Prai.g_01678
OG0001170	Syat.g_03013	Prai.g_01680
OG0001171	Syat.g_03001	Prai.g_01689
OG0001172	Syat.g_01858	Prai.g_01704
OG0001173	Syat.g_01857	Prai.g_01705
OG0001174	Syat.g_01849	Prai.g_01713
OG0001175	Syat.g_01848	Prai.g_01714
OG0001176	Syat.g_01831	Prai.g_01721
OG0001178	Syat.g_03137	Prai.g_01729
OG0001180	Syat.g_01654	Prai.g_01788
OG0001181	Syat.g_01650	Prai.g_01792
OG0001182	Syat.g_01642	Prai.g_01799
OG0001183	Syat.g_01632	Prai.g_01803
OG0001184	Syat.g_02160	Prai.g_01819
OG0001185	Syat.g_02200	Prai.g_01833
OG0001186	Syat.g_02235	Prai.g_01856
OG0001187	Syat.g_02256	Prai.g_01862
OG0001188	Syat.g_02261	Prai.g_01864
OG0001189	Syat.g_02287	Prai.g_01881
OG0001190	Syat.g_02692	Prai.g_01885
OG0001191	Syat.g_02675	Prai.g_01895
OG0001192	Syat.g_02663	Prai.g_01899
OG0001193	Syat.g_02513	Prai.g_01909
OG0001194	Syat.g_02515	Prai.g_01910
OG0001195	Syat.g_02516	Prai.g_01911
OG0001196	Syat.g_02398	Prai.g_01924
OG0001197	Syat.g_02396	Prai.g_01925
OG0001199	Syat.g_01475	Prai.g_00074
OG0001200	Syat.g_01477	Prai.g_00076
OG0001201	Syat.g_01572	Prai.g_00108
