Orthogroup	Syat	Prbd
OG0000590	Syat.g_03317	Prbd.g_00622
OG0000591	Syat.g_03308	Prbd.g_00619
OG0000592	Syat.g_03307	Prbd.g_00618
OG0000593	Syat.g_00113	Prbd.g_00612
OG0000594	Syat.g_00114	Prbd.g_00611
OG0000595	Syat.g_00115	Prbd.g_00610
OG0000596	Syat.g_00129	Prbd.g_00606
OG0000597	Syat.g_00132	Prbd.g_00604
OG0000598	Syat.g_00133	Prbd.g_00603
OG0000599	Syat.g_00381	Prbd.g_00600
OG0000600	Syat.g_00380	Prbd.g_00599
OG0000601	Syat.g_00379	Prbd.g_00598
OG0000602	Syat.g_00375	Prbd.g_00596
OG0000603	Syat.g_00374	Prbd.g_00595
OG0000604	Syat.g_00372	Prbd.g_00594
OG0000605	Syat.g_00370	Prbd.g_00593
OG0000606	Syat.g_00367	Prbd.g_00590
OG0000607	Syat.g_00364	Prbd.g_00587
OG0000608	Syat.g_00363	Prbd.g_00586
OG0000609	Syat.g_00344	Prbd.g_00585
OG0000610	Syat.g_00399	Prbd.g_00580
OG0000611	Syat.g_00402	Prbd.g_00577
OG0000612	Syat.g_00403	Prbd.g_00576
OG0000613	Syat.g_02129	Prbd.g_00571
OG0000614	Syat.g_01084	Prbd.g_00552
OG0000615	Syat.g_00442	Prbd.g_00544
OG0000616	Syat.g_02397	Prbd.g_00540
OG0000617	Syat.g_00665	Prbd.g_00013
OG0000618	Syat.g_00666	Prbd.g_00014
OG0000619	Syat.g_00667	Prbd.g_00015
OG0000620	Syat.g_02591	Prbd.g_00018
OG0000621	Syat.g_02590	Prbd.g_00019
OG0000622	Syat.g_02572	Prbd.g_00020
OG0000623	Syat.g_00672	Prbd.g_00021
OG0000624	Syat.g_00673	Prbd.g_00022
OG0000625	Syat.g_00674	Prbd.g_00023
OG0000626	Syat.g_00675	Prbd.g_00024
OG0000627	Syat.g_00641	Prbd.g_00025
OG0000628	Syat.g_00640	Prbd.g_00026
OG0000629	Syat.g_00637	Prbd.g_00027
OG0000630	Syat.g_00631	Prbd.g_00030
OG0000631	Syat.g_00624	Prbd.g_00093
OG0000632	Syat.g_00623	Prbd.g_00094
OG0000633	Syat.g_00622	Prbd.g_00095
OG0000634	Syat.g_00475	Prbd.g_00098
OG0000635	Syat.g_00476	Prbd.g_00099
OG0000636	Syat.g_00478	Prbd.g_00101
OG0000637	Syat.g_00480	Prbd.g_00103
OG0000638	Syat.g_00481	Prbd.g_00104
OG0000639	Syat.g_00482	Prbd.g_00105
OG0000640	Syat.g_00483	Prbd.g_00106
OG0000641	Syat.g_00488	Prbd.g_00110
OG0000642	Syat.g_00489	Prbd.g_00111
OG0000643	Syat.g_00494	Prbd.g_00112
OG0000644	Syat.g_00495	Prbd.g_00113
OG0000645	Syat.g_00496	Prbd.g_00114
OG0000646	Syat.g_00499	Prbd.g_00116
OG0000647	Syat.g_00501	Prbd.g_00117
OG0000648	Syat.g_00504	Prbd.g_00119
OG0000649	Syat.g_00505	Prbd.g_00120
OG0000650	Syat.g_00506	Prbd.g_00121
OG0000651	Syat.g_00507	Prbd.g_00122
OG0000652	Syat.g_00508	Prbd.g_00123
OG0000653	Syat.g_00510	Prbd.g_00125
OG0000654	Syat.g_00514	Prbd.g_00126
OG0000655	Syat.g_00515	Prbd.g_00127
OG0000656	Syat.g_00518	Prbd.g_00130
OG0000657	Syat.g_00720	Prbd.g_00138
OG0000658	Syat.g_00723	Prbd.g_00139
OG0000659	Syat.g_00724	Prbd.g_00140
OG0000660	Syat.g_00740	Prbd.g_00144
OG0000661	Syat.g_00742	Prbd.g_00146
OG0000662	Syat.g_00746	Prbd.g_00148
OG0000663	Syat.g_00749	Prbd.g_00150
OG0000664	Syat.g_00752	Prbd.g_00151
OG0000665	Syat.g_03302	Prbd.g_00155
OG0000666	Syat.g_01415	Prbd.g_00156
OG0000667	Syat.g_00958, Syat.g_03278	Prbd.g_00160
OG0000668	Syat.g_00710	Prbd.g_00190
OG0000669	Syat.g_00416	Prbd.g_00197
OG0000670	Syat.g_00419	Prbd.g_00199
OG0000671	Syat.g_00421	Prbd.g_00201
OG0000672	Syat.g_00424	Prbd.g_00204
OG0000673	Syat.g_00430	Prbd.g_00207
OG0000674	Syat.g_00432	Prbd.g_00209
OG0000675	Syat.g_00433	Prbd.g_00210
OG0000676	Syat.g_00436	Prbd.g_00212
OG0000677	Syat.g_00437	Prbd.g_00213
OG0000678	Syat.g_00439	Prbd.g_00215
OG0000679	Syat.g_00448	Prbd.g_00219
OG0000680	Syat.g_00449	Prbd.g_00220
OG0000681	Syat.g_00452	Prbd.g_00222
OG0000682	Syat.g_00453	Prbd.g_00223
OG0000683	Syat.g_00454	Prbd.g_00224
OG0000684	Syat.g_00457	Prbd.g_00226
OG0000685	Syat.g_02571	Prbd.g_00228
OG0000686	Syat.g_00459	Prbd.g_00229
OG0000687	Syat.g_00460	Prbd.g_00230
OG0000688	Syat.g_00463	Prbd.g_00233
OG0000689	Syat.g_00465	Prbd.g_00234
OG0000690	Syat.g_00466	Prbd.g_00235
OG0000691	Syat.g_00467	Prbd.g_00236
OG0000692	Syat.g_00469	Prbd.g_00238
OG0000693	Syat.g_00471	Prbd.g_00239
OG0000694	Syat.g_00472	Prbd.g_00240
OG0000695	Syat.g_00619	Prbd.g_00242
OG0000696	Syat.g_00618	Prbd.g_00243
OG0000697	Syat.g_00616	Prbd.g_00244
OG0000698	Syat.g_00613	Prbd.g_00247
OG0000699	Syat.g_00611	Prbd.g_00248
OG0000700	Syat.g_00610	Prbd.g_00249
OG0000701	Syat.g_00609	Prbd.g_00250
OG0000702	Syat.g_00606	Prbd.g_00252
OG0000703	Syat.g_00601	Prbd.g_00253
OG0000704	Syat.g_00599	Prbd.g_00254
OG0000705	Syat.g_00592	Prbd.g_00258
OG0000706	Syat.g_00591	Prbd.g_00259
OG0000707	Syat.g_00590	Prbd.g_00260
OG0000708	Syat.g_00587	Prbd.g_00261
OG0000709	Syat.g_00573	Prbd.g_00265
OG0000710	Syat.g_00567	Prbd.g_00268
OG0000711	Syat.g_00539	Prbd.g_00285
OG0000712	Syat.g_00537	Prbd.g_00287
OG0000713	Syat.g_00536	Prbd.g_00288
OG0000714	Syat.g_00532	Prbd.g_00289
OG0000715	Syat.g_00530	Prbd.g_00291
OG0000716	Syat.g_00527	Prbd.g_00293
OG0000717	Syat.g_00526	Prbd.g_00294
OG0000718	Syat.g_00522	Prbd.g_00309
OG0000719	Syat.g_00712	Prbd.g_00311
OG0000720	Syat.g_00699	Prbd.g_00320
OG0000721	Syat.g_00697	Prbd.g_00322
OG0000722	Syat.g_00696	Prbd.g_00323
OG0000723	Syat.g_00686	Prbd.g_00326
OG0000724	Syat.g_00782	Prbd.g_00335
OG0000725	Syat.g_00810	Prbd.g_00341
OG0000726	Syat.g_00811	Prbd.g_00342
OG0000727	Syat.g_00812	Prbd.g_00343
OG0000728	Syat.g_00814	Prbd.g_00345
OG0000729	Syat.g_02224	Prbd.g_00391
OG0000730	Syat.g_01617	Prbd.g_00395
OG0000731	Syat.g_01605	Prbd.g_00399
OG0000732	Syat.g_02290	Prbd.g_00408
OG0000733	Syat.g_03285	Prbd.g_00428
OG0000734	Syat.g_01579	Prbd.g_00453
OG0000735	Syat.g_03235	Prbd.g_00455
OG0000736	Syat.g_03236	Prbd.g_00456
OG0000737	Syat.g_03237	Prbd.g_00457
OG0000738	Syat.g_03251	Prbd.g_00461
OG0000739	Syat.g_03252	Prbd.g_00462
OG0000740	Syat.g_03253	Prbd.g_00463
OG0000741	Syat.g_03256	Prbd.g_00464
OG0000742	Syat.g_03259	Prbd.g_00467
OG0000743	Syat.g_03262	Prbd.g_00469
OG0000744	Syat.g_03263	Prbd.g_00470
OG0000745	Syat.g_03266	Prbd.g_00471
OG0000746	Syat.g_00314	Prbd.g_00473
OG0000747	Syat.g_00313	Prbd.g_00474
OG0000748	Syat.g_00305	Prbd.g_00477
OG0000749	Syat.g_00303	Prbd.g_00478
OG0000750	Syat.g_00302	Prbd.g_00479
OG0000751	Syat.g_00296	Prbd.g_00481
OG0000752	Syat.g_00294	Prbd.g_00483
OG0000753	Syat.g_00291	Prbd.g_00486
OG0000754	Syat.g_00250	Prbd.g_00489
OG0000755	Syat.g_00217	Prbd.g_00492
OG0000756	Syat.g_00216	Prbd.g_00493
OG0000757	Syat.g_00205	Prbd.g_00499
OG0000758	Syat.g_00204	Prbd.g_00500
OG0000759	Syat.g_00203	Prbd.g_00501
OG0000760	Syat.g_00202	Prbd.g_00502
OG0000761	Syat.g_00201	Prbd.g_00503
OG0000762	Syat.g_00199	Prbd.g_00504
OG0000763	Syat.g_00924	Prbd.g_00506
OG0000764	Syat.g_00923	Prbd.g_00507
OG0000765	Syat.g_00897	Prbd.g_00516
OG0000766	Syat.g_00896	Prbd.g_00517
OG0000767	Syat.g_00894	Prbd.g_00519
OG0000768	Syat.g_00893	Prbd.g_00520
OG0000769	Syat.g_00891	Prbd.g_00522
OG0000770	Syat.g_00886	Prbd.g_00524
OG0000771	Syat.g_00788	Prbd.g_01921
OG0000772	Syat.g_01768	Prbd.g_01858
OG0000773	Syat.g_01114	Prbd.g_01810
OG0000774	Syat.g_01146	Prbd.g_01808
OG0000775	Syat.g_01148	Prbd.g_01806
OG0000776	Syat.g_01149	Prbd.g_01805
OG0000777	Syat.g_01150	Prbd.g_01804
OG0000778	Syat.g_01151	Prbd.g_01803
OG0000779	Syat.g_01154	Prbd.g_01799
OG0000780	Syat.g_01157	Prbd.g_01798
OG0000781	Syat.g_01161	Prbd.g_01795
OG0000782	Syat.g_01162	Prbd.g_01794
OG0000783	Syat.g_01163	Prbd.g_01793
OG0000784	Syat.g_01164	Prbd.g_01792
OG0000785	Syat.g_01166	Prbd.g_01790
OG0000786	Syat.g_01170	Prbd.g_01788
OG0000787	Syat.g_01171	Prbd.g_01787
OG0000788	Syat.g_00087	Prbd.g_01777
OG0000789	Syat.g_00845	Prbd.g_01774
OG0000790	Syat.g_01300	Prbd.g_01759
OG0000791	Syat.g_01302	Prbd.g_01757
OG0000792	Syat.g_01303	Prbd.g_01756
OG0000793	Syat.g_01412	Prbd.g_01753
OG0000794	Syat.g_01414	Prbd.g_01752
OG0000795	Syat.g_01416	Prbd.g_01751
OG0000796	Syat.g_01422	Prbd.g_01747
OG0000797	Syat.g_01423	Prbd.g_01746
OG0000799	Syat.g_01256	Prbd.g_01707
OG0000800	Syat.g_01255	Prbd.g_01706
OG0000801	Syat.g_01253	Prbd.g_01705
OG0000802	Syat.g_01245	Prbd.g_01703
OG0000803	Syat.g_01241	Prbd.g_01701
OG0000804	Syat.g_01238	Prbd.g_01700
OG0000805	Syat.g_01236	Prbd.g_01698
OG0000806	Syat.g_01234	Prbd.g_01696
OG0000807	Syat.g_01233	Prbd.g_01695
OG0000808	Syat.g_01232	Prbd.g_01694
OG0000809	Syat.g_01229	Prbd.g_01691
OG0000810	Syat.g_01228	Prbd.g_01690
OG0000811	Syat.g_01186	Prbd.g_01686
OG0000812	Syat.g_01182	Prbd.g_01684
OG0000813	Syat.g_01181	Prbd.g_01683
OG0000814	Syat.g_01179	Prbd.g_01681
OG0000815	Syat.g_01177	Prbd.g_01680
OG0000816	Syat.g_01175	Prbd.g_01678
OG0000817	Syat.g_01279	Prbd.g_01677
OG0000818	Syat.g_01325	Prbd.g_01672
OG0000819	Syat.g_01326	Prbd.g_01671
OG0000820	Syat.g_01327	Prbd.g_01670
OG0000821	Syat.g_01333	Prbd.g_01666
OG0000822	Syat.g_01335	Prbd.g_01665
OG0000823	Syat.g_01336	Prbd.g_01664
OG0000824	Syat.g_01342	Prbd.g_01661
OG0000825	Syat.g_01343	Prbd.g_01660
OG0000826	Syat.g_01344	Prbd.g_01659
OG0000827	Syat.g_01345	Prbd.g_01658
OG0000828	Syat.g_01348	Prbd.g_01655
OG0000829	Syat.g_01349	Prbd.g_01654
OG0000830	Syat.g_01350	Prbd.g_01653
OG0000831	Syat.g_01353	Prbd.g_01651
OG0000832	Syat.g_02982	Prbd.g_01645
OG0000833	Syat.g_03072	Prbd.g_01637
OG0000834	Syat.g_03073	Prbd.g_01636
OG0000835	Syat.g_03075	Prbd.g_01635
OG0000836	Syat.g_03078	Prbd.g_01634
OG0000837	Syat.g_03079	Prbd.g_01633
OG0000838	Syat.g_03083	Prbd.g_01631
OG0000839	Syat.g_03084	Prbd.g_01630
OG0000840	Syat.g_03085	Prbd.g_01629
OG0000841	Syat.g_03086	Prbd.g_01628
OG0000842	Syat.g_03087	Prbd.g_01627
OG0000843	Syat.g_03088	Prbd.g_01626
OG0000844	Syat.g_03090	Prbd.g_01625
OG0000845	Syat.g_03091	Prbd.g_01624
OG0000846	Syat.g_03092	Prbd.g_01623
OG0000847	Syat.g_03093	Prbd.g_01622
OG0000848	Syat.g_03095	Prbd.g_01621
OG0000849	Syat.g_03096	Prbd.g_01620
OG0000850	Syat.g_03098	Prbd.g_01617
OG0000851	Syat.g_03101	Prbd.g_01616
OG0000852	Syat.g_03102	Prbd.g_01615
OG0000853	Syat.g_03106	Prbd.g_01611
OG0000854	Syat.g_03108	Prbd.g_01609
OG0000855	Syat.g_03109	Prbd.g_01608
OG0000856	Syat.g_03305	Prbd.g_01593
OG0000857	Syat.g_00500	Prbd.g_01566
OG0000858	Syat.g_03114	Prbd.g_01531
OG0000859	Syat.g_03115	Prbd.g_01530
OG0000860	Syat.g_03126	Prbd.g_01523
OG0000861	Syat.g_03127	Prbd.g_01522
OG0000862	Syat.g_03136	Prbd.g_01521
OG0000863	Syat.g_03138	Prbd.g_01519
OG0000864	Syat.g_03139	Prbd.g_01518
OG0000865	Syat.g_03140	Prbd.g_01517
OG0000866	Syat.g_03141	Prbd.g_01516
OG0000867	Syat.g_03142	Prbd.g_01515
OG0000868	Syat.g_03067	Prbd.g_01514
OG0000869	Syat.g_03054	Prbd.g_01510
OG0000870	Syat.g_03049	Prbd.g_01505
OG0000871	Syat.g_03048	Prbd.g_01504
OG0000872	Syat.g_03042	Prbd.g_01503
OG0000873	Syat.g_03039	Prbd.g_01500
OG0000874	Syat.g_03037	Prbd.g_01497
OG0000875	Syat.g_03035	Prbd.g_01496
OG0000876	Syat.g_00745	Prbd.g_01495
OG0000877	Syat.g_03024	Prbd.g_01493
OG0000878	Syat.g_03023	Prbd.g_01492
OG0000879	Syat.g_03022	Prbd.g_01491
OG0000880	Syat.g_03021	Prbd.g_01490
OG0000881	Syat.g_03016	Prbd.g_01486
OG0000882	Syat.g_03011	Prbd.g_01481
OG0000883	Syat.g_03007	Prbd.g_01479
OG0000884	Syat.g_03005	Prbd.g_01477
OG0000885	Syat.g_03004	Prbd.g_01476
OG0000886	Syat.g_03003	Prbd.g_01475
OG0000887	Syat.g_03002	Prbd.g_01474
OG0000888	Syat.g_03000	Prbd.g_01472
OG0000889	Syat.g_02997	Prbd.g_01470
OG0000890	Syat.g_02994	Prbd.g_01469
OG0000891	Syat.g_02993	Prbd.g_01468
OG0000892	Syat.g_02992	Prbd.g_01466
OG0000893	Syat.g_01864	Prbd.g_01463
OG0000894	Syat.g_01860	Prbd.g_01461
OG0000895	Syat.g_01856	Prbd.g_01458
OG0000896	Syat.g_01855	Prbd.g_01457
OG0000897	Syat.g_01853	Prbd.g_01455
OG0000898	Syat.g_01852	Prbd.g_01454
OG0000899	Syat.g_01851	Prbd.g_01453
OG0000900	Syat.g_01850	Prbd.g_01452
OG0000901	Syat.g_01845	Prbd.g_01449
OG0000902	Syat.g_01843	Prbd.g_01447
OG0000903	Syat.g_01830	Prbd.g_01444
OG0000904	Syat.g_01834	Prbd.g_01442
OG0000905	Syat.g_01839	Prbd.g_01437
OG0000906	Syat.g_01841	Prbd.g_01436
OG0000907	Syat.g_01828	Prbd.g_01433
OG0000908	Syat.g_01825	Prbd.g_01430
OG0000909	Syat.g_01824	Prbd.g_01429
OG0000910	Syat.g_01823	Prbd.g_01428
OG0000911	Syat.g_01821	Prbd.g_01426
OG0000912	Syat.g_01820	Prbd.g_01425
OG0000913	Syat.g_01819	Prbd.g_01424
OG0000914	Syat.g_01818	Prbd.g_01423
OG0000915	Syat.g_01816	Prbd.g_01422
OG0000916	Syat.g_01815	Prbd.g_01421
OG0000917	Syat.g_01814	Prbd.g_01420
OG0000918	Syat.g_01813	Prbd.g_01419
OG0000919	Syat.g_01812	Prbd.g_01418
OG0000920	Syat.g_01811	Prbd.g_01417
OG0000921	Syat.g_01810	Prbd.g_01416
OG0000922	Syat.g_01809	Prbd.g_01415
OG0000923	Syat.g_01805	Prbd.g_01411
OG0000924	Syat.g_01804	Prbd.g_01410
OG0000925	Syat.g_01803	Prbd.g_01409
OG0000926	Syat.g_01802	Prbd.g_01408
OG0000927	Syat.g_01800	Prbd.g_01406
OG0000928	Syat.g_01799	Prbd.g_01405
OG0000929	Syat.g_01798	Prbd.g_01404
OG0000930	Syat.g_01797	Prbd.g_01403
OG0000931	Syat.g_01796	Prbd.g_01402
OG0000932	Syat.g_01794	Prbd.g_01401
OG0000933	Syat.g_01788	Prbd.g_01397
OG0000934	Syat.g_01786	Prbd.g_01395
OG0000935	Syat.g_01665	Prbd.g_01394
OG0000936	Syat.g_01664	Prbd.g_01393
OG0000937	Syat.g_01663	Prbd.g_01392
OG0000938	Syat.g_01659	Prbd.g_01390
OG0000939	Syat.g_01658	Prbd.g_01389
OG0000940	Syat.g_01651	Prbd.g_01382
OG0000941	Syat.g_01649	Prbd.g_01380
OG0000942	Syat.g_01647	Prbd.g_01378
OG0000943	Syat.g_01646	Prbd.g_01377
OG0000944	Syat.g_01644	Prbd.g_01376
OG0000945	Syat.g_01643	Prbd.g_01375
OG0000946	Syat.g_01633	Prbd.g_01371
OG0000947	Syat.g_01630	Prbd.g_01369
OG0000948	Syat.g_01629	Prbd.g_01368
OG0000949	Syat.g_02142	Prbd.g_01365
OG0000950	Syat.g_02152	Prbd.g_01360
OG0000951	Syat.g_02157	Prbd.g_01356
OG0000952	Syat.g_02162	Prbd.g_01352
OG0000953	Syat.g_02166	Prbd.g_01349
OG0000954	Syat.g_02187	Prbd.g_01345
OG0000955	Syat.g_02188	Prbd.g_01344
OG0000956	Syat.g_02191	Prbd.g_01342
OG0000957	Syat.g_02204	Prbd.g_01337
OG0000958	Syat.g_02205	Prbd.g_01336
OG0000959	Syat.g_02212	Prbd.g_01332
OG0000960	Syat.g_02213	Prbd.g_01331
OG0000961	Syat.g_02873	Prbd.g_01329
OG0000962	Syat.g_02223	Prbd.g_01327
OG0000963	Syat.g_02226	Prbd.g_01323
OG0000964	Syat.g_02227	Prbd.g_01321
OG0000965	Syat.g_02228	Prbd.g_01320
OG0000966	Syat.g_02259	Prbd.g_01312
OG0000967	Syat.g_02263	Prbd.g_01308
OG0000968	Syat.g_02269	Prbd.g_01306
OG0000969	Syat.g_02271	Prbd.g_01305
OG0000970	Syat.g_02272	Prbd.g_01304
OG0000971	Syat.g_02274	Prbd.g_01303
OG0000972	Syat.g_02275	Prbd.g_01302
OG0000973	Syat.g_02276	Prbd.g_01301
OG0000974	Syat.g_02277	Prbd.g_01300
OG0000975	Syat.g_02278	Prbd.g_01299
OG0000976	Syat.g_02279	Prbd.g_01298
OG0000977	Syat.g_02281	Prbd.g_01297
OG0000978	Syat.g_02283	Prbd.g_01296
OG0000979	Syat.g_02286	Prbd.g_01293
OG0000980	Syat.g_02289	Prbd.g_01291
OG0000981	Syat.g_02292	Prbd.g_01289
OG0000982	Syat.g_02691	Prbd.g_01287
OG0000983	Syat.g_02690	Prbd.g_01286
OG0000984	Syat.g_02689	Prbd.g_01285
OG0000985	Syat.g_02685	Prbd.g_01282
OG0000986	Syat.g_02680	Prbd.g_01280
OG0000987	Syat.g_02678	Prbd.g_01279
OG0000988	Syat.g_02672	Prbd.g_01276
OG0000989	Syat.g_02657	Prbd.g_01273
OG0000990	Syat.g_02500	Prbd.g_01270
OG0000991	Syat.g_02503	Prbd.g_01269
OG0000992	Syat.g_02507	Prbd.g_01267
OG0000993	Syat.g_02508	Prbd.g_01266
OG0000994	Syat.g_02512	Prbd.g_01265
OG0000995	Syat.g_02517	Prbd.g_01261
OG0000996	Syat.g_02446	Prbd.g_01260
OG0000997	Syat.g_02417	Prbd.g_01259
OG0000998	Syat.g_02415	Prbd.g_01257
OG0000999	Syat.g_02414	Prbd.g_01256
OG0001001	Syat.g_02400	Prbd.g_01251
OG0001002	Syat.g_02394	Prbd.g_01247
OG0001003	Syat.g_02392	Prbd.g_01245
OG0001004	Syat.g_02391	Prbd.g_01244
OG0001005	Syat.g_02390	Prbd.g_01243
OG0001006	Syat.g_02378	Prbd.g_01239
OG0001007	Syat.g_02376	Prbd.g_01237
OG0001008	Syat.g_02971	Prbd.g_00805
OG0001009	Syat.g_02311	Prbd.g_01210
OG0001010	Syat.g_02310	Prbd.g_01209
OG0001011	Syat.g_02308	Prbd.g_01208
OG0001012	Syat.g_01004	Prbd.g_01195
OG0001013	Syat.g_02716	Prbd.g_01189
OG0001014	Syat.g_02721	Prbd.g_01186
OG0001015	Syat.g_02722	Prbd.g_01185
OG0001016	Syat.g_01474	Prbd.g_01171
OG0001017	Syat.g_01480	Prbd.g_01167
OG0001018	Syat.g_01482	Prbd.g_01164
OG0001019	Syat.g_01532	Prbd.g_01155
OG0001020	Syat.g_01539	Prbd.g_01154
OG0001021	Syat.g_01552	Prbd.g_01153
OG0001022	Syat.g_01555	Prbd.g_01150
OG0001023	Syat.g_01556	Prbd.g_01149
OG0001024	Syat.g_01560	Prbd.g_01146
OG0001025	Syat.g_01566	Prbd.g_01140
OG0001026	Syat.g_01582	Prbd.g_01133
OG0001027	Syat.g_02947	Prbd.g_01132
OG0001028	Syat.g_02944	Prbd.g_01130
OG0001029	Syat.g_02942	Prbd.g_01128
OG0001030	Syat.g_02922	Prbd.g_01113
OG0001031	Syat.g_02836	Prbd.g_01054
OG0001032	Syat.g_02834	Prbd.g_01053
OG0001033	Syat.g_02784	Prbd.g_01032
OG0001034	Syat.g_01448	Prbd.g_01003
OG0001035	Syat.g_01885	Prbd.g_00985
OG0001036	Syat.g_01939	Prbd.g_00980
OG0001037	Syat.g_01941	Prbd.g_00979
OG0001038	Syat.g_02058	Prbd.g_00961
OG0001039	Syat.g_02061	Prbd.g_00958
OG0001040	Syat.g_02064	Prbd.g_00956
OG0001041	Syat.g_02070	Prbd.g_00952
OG0001042	Syat.g_02100	Prbd.g_00935
OG0001043	Syat.g_02103	Prbd.g_00934
OG0001044	Syat.g_01615	Prbd.g_00906
OG0001045	Syat.g_01602	Prbd.g_00897
OG0001046	Syat.g_00552	Prbd.g_00859
OG0001047	Syat.g_02973	Prbd.g_00803
OG0001048	Syat.g_02974	Prbd.g_00802
OG0001049	Syat.g_01290	Prbd.g_00800
OG0001050	Syat.g_01289	Prbd.g_00799
OG0001051	Syat.g_01288	Prbd.g_00798
OG0001052	Syat.g_01375	Prbd.g_00771
OG0001053	Syat.g_03173	Prbd.g_00759
OG0001054	Syat.g_03192	Prbd.g_00744
OG0001055	Syat.g_03224	Prbd.g_00725
OG0001056	Syat.g_03275	Prbd.g_00706
OG0001057	Syat.g_00102	Prbd.g_00701
OG0001058	Syat.g_00079	Prbd.g_00693
OG0001059	Syat.g_00075	Prbd.g_00689
OG0001061	Syat.g_00051	Prbd.g_00669
OG0001062	Syat.g_00048	Prbd.g_00667
OG0001063	Syat.g_00042	Prbd.g_00665
OG0001064	Syat.g_00041	Prbd.g_00664
OG0001065	Syat.g_00040	Prbd.g_00663
OG0001066	Syat.g_00039	Prbd.g_00662
OG0001067	Syat.g_00038	Prbd.g_00661
OG0001068	Syat.g_00037	Prbd.g_00660
OG0001069	Syat.g_00036	Prbd.g_00659
OG0001070	Syat.g_00032	Prbd.g_00656
OG0001071	Syat.g_00031	Prbd.g_00655
OG0001072	Syat.g_00028	Prbd.g_00654
OG0001073	Syat.g_00009	Prbd.g_00640
OG0001074	Syat.g_01015	Prbd.g_00629
OG0001075	Syat.g_01037	Prbd.g_00628
OG0001076	Syat.g_03315	Prbd.g_00620
OG0001077	Syat.g_03290	Prbd.g_00616
OG0001078	Syat.g_00118	Prbd.g_00608
OG0001079	Syat.g_00378	Prbd.g_00597
OG0001080	Syat.g_00368	Prbd.g_00591
OG0001081	Syat.g_00366	Prbd.g_00589
OG0001082	Syat.g_00365	Prbd.g_00588
OG0001083	Syat.g_00390	Prbd.g_00583
OG0001084	Syat.g_00391	Prbd.g_00582
OG0001085	Syat.g_00408	Prbd.g_00574
OG0001086	Syat.g_00410	Prbd.g_00573
OG0001087	Syat.g_03277	Prbd.g_00556
OG0001088	Syat.g_02496	Prbd.g_00555
OG0001089	Syat.g_00818	Prbd.g_00547
OG0001090	Syat.g_00659	Prbd.g_00008
OG0001091	Syat.g_00661	Prbd.g_00010
OG0001092	Syat.g_00663	Prbd.g_00011
OG0001093	Syat.g_00669	Prbd.g_00016
OG0001094	Syat.g_00473	Prbd.g_00096
OG0001095	Syat.g_00497	Prbd.g_00115
OG0001096	Syat.g_00516	Prbd.g_00128
OG0001097	Syat.g_00743	Prbd.g_00147
OG0001098	Syat.g_01672	Prbd.g_00162
OG0001099	Syat.g_02943	Prbd.g_00194
OG0001100	Syat.g_00418	Prbd.g_00198
OG0001101	Syat.g_00420	Prbd.g_00200
OG0001102	Syat.g_00423	Prbd.g_00203
OG0001103	Syat.g_00425	Prbd.g_00205
OG0001104	Syat.g_00458	Prbd.g_00227
OG0001105	Syat.g_00461	Prbd.g_00231
OG0001106	Syat.g_00598	Prbd.g_00255
OG0001107	Syat.g_00580	Prbd.g_00262
OG0001108	Syat.g_00570	Prbd.g_00266
OG0001109	Syat.g_00568	Prbd.g_00267
OG0001110	Syat.g_00566	Prbd.g_00269
OG0001111	Syat.g_00564	Prbd.g_00270
OG0001112	Syat.g_00562	Prbd.g_00271
OG0001113	Syat.g_00561	Prbd.g_00272
OG0001114	Syat.g_00560	Prbd.g_00273
OG0001115	Syat.g_00557	Prbd.g_00275
OG0001116	Syat.g_00555	Prbd.g_00276
OG0001117	Syat.g_00554	Prbd.g_00277
OG0001118	Syat.g_00553	Prbd.g_00278
OG0001119	Syat.g_00551	Prbd.g_00279
OG0001120	Syat.g_00546	Prbd.g_00281
OG0001122	Syat.g_00711	Prbd.g_00312
OG0001123	Syat.g_00704	Prbd.g_00316
OG0001124	Syat.g_00702	Prbd.g_00318
OG0001125	Syat.g_00700	Prbd.g_00319
OG0001126	Syat.g_00790	Prbd.g_00329
OG0001127	Syat.g_00789	Prbd.g_00330
OG0001128	Syat.g_00786	Prbd.g_00332
OG0001129	Syat.g_00784	Prbd.g_00333
OG0001130	Syat.g_00783	Prbd.g_00334
OG0001131	Syat.g_01674	Prbd.g_00370
OG0001132	Syat.g_00965	Prbd.g_00380
OG0001133	Syat.g_03311	Prbd.g_00414
OG0001136	Syat.g_03257	Prbd.g_00465
OG0001137	Syat.g_00306	Prbd.g_00476
OG0001138	Syat.g_00214	Prbd.g_00494
OG0001139	Syat.g_00209	Prbd.g_00495
OG0001140	Syat.g_00208	Prbd.g_00496
OG0001141	Syat.g_00207	Prbd.g_00497
OG0001142	Syat.g_00206	Prbd.g_00498
OG0001143	Syat.g_00925	Prbd.g_00505
OG0001144	Syat.g_00906	Prbd.g_00510
OG0001145	Syat.g_01117	Prbd.g_01809
OG0001146	Syat.g_01158	Prbd.g_01797
OG0001147	Syat.g_01368	Prbd.g_01778
OG0001148	Syat.g_01297	Prbd.g_01762
OG0001149	Syat.g_01298	Prbd.g_01761
OG0001150	Syat.g_01299	Prbd.g_01760
OG0001151	Syat.g_01420	Prbd.g_01749
OG0001152	Syat.g_01421	Prbd.g_01748
OG0001153	Syat.g_01346	Prbd.g_01657
OG0001154	Syat.g_01347	Prbd.g_01656
