Orthogroup	Syat	Syag
OG0000595	Syat.g_00115	Syag.g_00408
OG0000596	Syat.g_00129	Syag.g_00413
OG0000597	Syat.g_00132	Syag.g_00416
OG0000598	Syat.g_00133	Syag.g_00417
OG0000599	Syat.g_00381	Syag.g_00424
OG0000600	Syat.g_00380	Syag.g_00425
OG0000601	Syat.g_00379	Syag.g_00426
OG0000602	Syat.g_00375	Syag.g_00431
OG0000603	Syat.g_00374	Syag.g_00432
OG0000604	Syat.g_00372	Syag.g_00434
OG0000605	Syat.g_00370	Syag.g_00522
OG0000606	Syat.g_00367	Syag.g_00550
OG0000607	Syat.g_00364	Syag.g_00553
OG0000608	Syat.g_00363	Syag.g_00554
OG0000609	Syat.g_00344	Syag.g_00556
OG0000610	Syat.g_00399	Syag.g_00580
OG0000611	Syat.g_00402	Syag.g_00583
OG0000612	Syat.g_00403	Syag.g_00584
OG0000613	Syat.g_02129	Syag.g_02533
OG0000614	Syat.g_01084	Syag.g_01004
OG0000615	Syat.g_00442	Syag.g_00630
OG0000616	Syat.g_02397	Syag.g_02255
OG0000617	Syat.g_00665	Syag.g_00915
OG0000618	Syat.g_00666	Syag.g_00914
OG0000619	Syat.g_00667	Syag.g_00913
OG0000620	Syat.g_02591	Syag.g_00906
OG0000621	Syat.g_02590	Syag.g_00905
OG0000622	Syat.g_02572	Syag.g_00904
OG0000623	Syat.g_00672	Syag.g_00903
OG0000624	Syat.g_00673	Syag.g_00901
OG0000625	Syat.g_00674	Syag.g_00900
OG0000626	Syat.g_00675	Syag.g_00899
OG0000627	Syat.g_00641	Syag.g_00756
OG0000628	Syat.g_00640	Syag.g_00757
OG0000629	Syat.g_00637	Syag.g_00761
OG0000630	Syat.g_00631	Syag.g_00765
OG0000631	Syat.g_00624	Syag.g_00772
OG0000632	Syat.g_00623	Syag.g_00773
OG0000633	Syat.g_00622	Syag.g_00774
OG0000634	Syat.g_00475	Syag.g_00663
OG0000635	Syat.g_00476	Syag.g_00664
OG0000636	Syat.g_00478	Syag.g_00666
OG0000637	Syat.g_00480	Syag.g_00668
OG0000638	Syat.g_00481	Syag.g_00669
OG0000639	Syat.g_00482	Syag.g_00670
OG0000640	Syat.g_00483	Syag.g_00671
OG0000641	Syat.g_00488	Syag.g_00675
OG0000642	Syat.g_00489	Syag.g_00676
OG0000643	Syat.g_00494	Syag.g_00677
OG0000644	Syat.g_00495	Syag.g_00678
OG0000645	Syat.g_00496	Syag.g_00680
OG0000646	Syat.g_00499	Syag.g_00683
OG0000647	Syat.g_00501	Syag.g_00685
OG0000648	Syat.g_00504	Syag.g_00694
OG0000649	Syat.g_00505	Syag.g_00695
OG0000650	Syat.g_00506	Syag.g_00696
OG0000651	Syat.g_00507	Syag.g_00697
OG0000652	Syat.g_00508	Syag.g_00698
OG0000653	Syat.g_00510	Syag.g_00700
OG0000654	Syat.g_00514	Syag.g_00701
OG0000655	Syat.g_00515	Syag.g_00702
OG0000656	Syat.g_00518	Syag.g_00705
OG0000657	Syat.g_00720	Syag.g_00719
OG0000658	Syat.g_00723	Syag.g_00721
OG0000659	Syat.g_00724	Syag.g_00722
OG0000660	Syat.g_00740	Syag.g_00726
OG0000661	Syat.g_00742	Syag.g_00728
OG0000662	Syat.g_00746	Syag.g_00730
OG0000663	Syat.g_00749	Syag.g_00733
OG0000664	Syat.g_00752	Syag.g_00734
OG0000665	Syat.g_03302	Syag.g_00456
OG0000666	Syat.g_01415	Syag.g_00445
OG0000667	Syat.g_00958, Syat.g_03278	Syag.g_00574
OG0000668	Syat.g_00710	Syag.g_00868
OG0000669	Syat.g_00416	Syag.g_00600
OG0000670	Syat.g_00419	Syag.g_00399
OG0000671	Syat.g_00421	Syag.g_00604
OG0000672	Syat.g_00424	Syag.g_00607
OG0000673	Syat.g_00430	Syag.g_00610
OG0000674	Syat.g_00432	Syag.g_00612
OG0000675	Syat.g_00433	Syag.g_00613
OG0000676	Syat.g_00436	Syag.g_00615
OG0000677	Syat.g_00437	Syag.g_00616
OG0000678	Syat.g_00439	Syag.g_00622
OG0000679	Syat.g_00448	Syag.g_00633
OG0000680	Syat.g_00449	Syag.g_00634
OG0000681	Syat.g_00452	Syag.g_00637
OG0000682	Syat.g_00453	Syag.g_00638
OG0000683	Syat.g_00454	Syag.g_00639
OG0000684	Syat.g_00457	Syag.g_00641
OG0000685	Syat.g_02571	Syag.g_00643
OG0000686	Syat.g_00459	Syag.g_00644
OG0000687	Syat.g_00460	Syag.g_00645
OG0000688	Syat.g_00463	Syag.g_00651
OG0000689	Syat.g_00465	Syag.g_00653
OG0000690	Syat.g_00466	Syag.g_00654
OG0000691	Syat.g_00467	Syag.g_00655
OG0000692	Syat.g_00469	Syag.g_00656
OG0000693	Syat.g_00471	Syag.g_00658
OG0000694	Syat.g_00472	Syag.g_00659
OG0000695	Syat.g_00619	Syag.g_00776
OG0000696	Syat.g_00618	Syag.g_00777
OG0000697	Syat.g_00616	Syag.g_00778
OG0000698	Syat.g_00613	Syag.g_00781
OG0000699	Syat.g_00611	Syag.g_00782
OG0000700	Syat.g_00610	Syag.g_00783
OG0000701	Syat.g_00609	Syag.g_00784
OG0000702	Syat.g_00606	Syag.g_00792
OG0000703	Syat.g_00601	Syag.g_00793
OG0000704	Syat.g_00599	Syag.g_00795
OG0000705	Syat.g_00592	Syag.g_00802
OG0000706	Syat.g_00591	Syag.g_00803
OG0000707	Syat.g_00590	Syag.g_00804
OG0000708	Syat.g_00587	Syag.g_00807
OG0000709	Syat.g_00573	Syag.g_00816
OG0000710	Syat.g_00567	Syag.g_00820
OG0000711	Syat.g_00539	Syag.g_00848
OG0000712	Syat.g_00537	Syag.g_00850
OG0000713	Syat.g_00536	Syag.g_00851
OG0000714	Syat.g_00532	Syag.g_00853
OG0000715	Syat.g_00530	Syag.g_00855
OG0000716	Syat.g_00527	Syag.g_00859
OG0000717	Syat.g_00526	Syag.g_00860
OG0000718	Syat.g_00522	Syag.g_00864
OG0000719	Syat.g_00712	Syag.g_00866
OG0000720	Syat.g_00699	Syag.g_00880
OG0000721	Syat.g_00697	Syag.g_00882
OG0000722	Syat.g_00696	Syag.g_00883
OG0000723	Syat.g_00686	Syag.g_00897
OG0000724	Syat.g_00782	Syag.g_00967
OG0000725	Syat.g_00810	Syag.g_00978
OG0000726	Syat.g_00811	Syag.g_00979
OG0000727	Syat.g_00812	Syag.g_00980
OG0000728	Syat.g_00814	Syag.g_00982
OG0000729	Syat.g_02224	Syag.g_02376
OG0000730	Syat.g_01617	Syag.g_02840
OG0000731	Syat.g_01605	Syag.g_02853
OG0000732	Syat.g_02290	Syag.g_02331
OG0000733	Syat.g_03285	Syag.g_00145
OG0000734	Syat.g_01579	Syag.g_01892
OG0000735	Syat.g_03235	Syag.g_01159
OG0000736	Syat.g_03236	Syag.g_01158
OG0000737	Syat.g_03237	Syag.g_01157
OG0000738	Syat.g_03251	Syag.g_01152
OG0000739	Syat.g_03252	Syag.g_01149
OG0000740	Syat.g_03253	Syag.g_01148
OG0000741	Syat.g_03256	Syag.g_01145
OG0000742	Syat.g_03259	Syag.g_01142
OG0000743	Syat.g_03262	Syag.g_01140
OG0000744	Syat.g_03263	Syag.g_01139
OG0000745	Syat.g_03266	Syag.g_01137
OG0000746	Syat.g_00314	Syag.g_01135
OG0000747	Syat.g_00313	Syag.g_01134
OG0000748	Syat.g_00305	Syag.g_01122
OG0000749	Syat.g_00303	Syag.g_01121
OG0000750	Syat.g_00302	Syag.g_01120
OG0000751	Syat.g_00296	Syag.g_01114
OG0000752	Syat.g_00294	Syag.g_01112
OG0000753	Syat.g_00291	Syag.g_01109
OG0000754	Syat.g_00250	Syag.g_01103
OG0000755	Syat.g_00217	Syag.g_01092
OG0000756	Syat.g_00216	Syag.g_01091
OG0000757	Syat.g_00205	Syag.g_01084
OG0000758	Syat.g_00204	Syag.g_01083
OG0000759	Syat.g_00203	Syag.g_01082
OG0000760	Syat.g_00202	Syag.g_01081
OG0000761	Syat.g_00201	Syag.g_01080
OG0000762	Syat.g_00199	Syag.g_01078
OG0000763	Syat.g_00924	Syag.g_01076
OG0000764	Syat.g_00923	Syag.g_01075
OG0000765	Syat.g_00897	Syag.g_01056
OG0000766	Syat.g_00896	Syag.g_01055
OG0000767	Syat.g_00894	Syag.g_01053
OG0000768	Syat.g_00893	Syag.g_01052
OG0000769	Syat.g_00891	Syag.g_01047
OG0000770	Syat.g_00886	Syag.g_01043
OG0000771	Syat.g_00788	Syag.g_00959
OG0000772	Syat.g_01768	Syag.g_02043
OG0000773	Syat.g_01114	Syag.g_01168
OG0000774	Syat.g_01146	Syag.g_01182
OG0000775	Syat.g_01148	Syag.g_01185
OG0000776	Syat.g_01149	Syag.g_01186
OG0000777	Syat.g_01150	Syag.g_01187
OG0000778	Syat.g_01151	Syag.g_01188
OG0000779	Syat.g_01154	Syag.g_01194
OG0000780	Syat.g_01157	Syag.g_01217
OG0000781	Syat.g_01161	Syag.g_01221
OG0000782	Syat.g_01162	Syag.g_01222
OG0000783	Syat.g_01163	Syag.g_01223
OG0000784	Syat.g_01164	Syag.g_01224
OG0000785	Syat.g_01166	Syag.g_01226
OG0000786	Syat.g_01170	Syag.g_01235
OG0000787	Syat.g_01171	Syag.g_01236
OG0000788	Syat.g_00087	Syag.g_00427
OG0000789	Syat.g_00845	Syag.g_00453
OG0000790	Syat.g_01300	Syag.g_01542
OG0000791	Syat.g_01302	Syag.g_01544
OG0000792	Syat.g_01303	Syag.g_01545
OG0000793	Syat.g_01412	Syag.g_01550
OG0000794	Syat.g_01414	Syag.g_01551
OG0000795	Syat.g_01416	Syag.g_01552
OG0000796	Syat.g_01422	Syag.g_01556
OG0000797	Syat.g_01423	Syag.g_01557
OG0000798	Syat.g_02057	Syag.g_02601
OG0000799	Syat.g_01256	Syag.g_01278
OG0000800	Syat.g_01255	Syag.g_01280
OG0000801	Syat.g_01253	Syag.g_01285
OG0000802	Syat.g_01245	Syag.g_01293
OG0000803	Syat.g_01241	Syag.g_01321
OG0000804	Syat.g_01238	Syag.g_01438
OG0000805	Syat.g_01236	Syag.g_01433
OG0000806	Syat.g_01234	Syag.g_01429
OG0000807	Syat.g_01233	Syag.g_01428
OG0000808	Syat.g_01232	Syag.g_01427
OG0000809	Syat.g_01229	Syag.g_01423
OG0000810	Syat.g_01228	Syag.g_01422
OG0000811	Syat.g_01186	Syag.g_01413
OG0000812	Syat.g_01182	Syag.g_01411
OG0000813	Syat.g_01181	Syag.g_01410
OG0000814	Syat.g_01179	Syag.g_01408
OG0000815	Syat.g_01177	Syag.g_01407
OG0000816	Syat.g_01175	Syag.g_01405
OG0000817	Syat.g_01279	Syag.g_01404
OG0000818	Syat.g_01325	Syag.g_01400
OG0000819	Syat.g_01326	Syag.g_01399
OG0000820	Syat.g_01327	Syag.g_01398
OG0000821	Syat.g_01333	Syag.g_01388
OG0000822	Syat.g_01335	Syag.g_01386
OG0000823	Syat.g_01336	Syag.g_01385
OG0000824	Syat.g_01342	Syag.g_01379
OG0000825	Syat.g_01343	Syag.g_01378
OG0000826	Syat.g_01344	Syag.g_01377
OG0000827	Syat.g_01345	Syag.g_01376
OG0000828	Syat.g_01348	Syag.g_01373
OG0000829	Syat.g_01349	Syag.g_01372
OG0000830	Syat.g_01350	Syag.g_01371
OG0000831	Syat.g_01353	Syag.g_01367
OG0000832	Syat.g_02982	Syag.g_01614
OG0000833	Syat.g_03072	Syag.g_01628
OG0000834	Syat.g_03073	Syag.g_01632
OG0000835	Syat.g_03075	Syag.g_01633
OG0000836	Syat.g_03078	Syag.g_01637
OG0000837	Syat.g_03079	Syag.g_01638
OG0000838	Syat.g_03083	Syag.g_01642
OG0000839	Syat.g_03084	Syag.g_01643
OG0000840	Syat.g_03085	Syag.g_01644
OG0000841	Syat.g_03086	Syag.g_01645
OG0000842	Syat.g_03087	Syag.g_01646
OG0000843	Syat.g_03088	Syag.g_01647
OG0000844	Syat.g_03090	Syag.g_01649
OG0000845	Syat.g_03091	Syag.g_01650
OG0000846	Syat.g_03092	Syag.g_01651
OG0000847	Syat.g_03093	Syag.g_01652
OG0000848	Syat.g_03095	Syag.g_01654
OG0000849	Syat.g_03096	Syag.g_01655
OG0000850	Syat.g_03098	Syag.g_01657
OG0000851	Syat.g_03101	Syag.g_01663
OG0000852	Syat.g_03102	Syag.g_01664
OG0000853	Syat.g_03106	Syag.g_01668
OG0000854	Syat.g_03108	Syag.g_01670
OG0000855	Syat.g_03109	Syag.g_01671
OG0000856	Syat.g_03305	Syag.g_00386
OG0000857	Syat.g_00500	Syag.g_00684
OG0000858	Syat.g_03114	Syag.g_01677
OG0000859	Syat.g_03115	Syag.g_01678
OG0000860	Syat.g_03126	Syag.g_01689
OG0000861	Syat.g_03127	Syag.g_01690
OG0000862	Syat.g_03136	Syag.g_01693
OG0000863	Syat.g_03138	Syag.g_01695
OG0000864	Syat.g_03139	Syag.g_01696
OG0000865	Syat.g_03140	Syag.g_01697
OG0000866	Syat.g_03141	Syag.g_01698
OG0000867	Syat.g_03142	Syag.g_01699
OG0000868	Syat.g_03067	Syag.g_01707
OG0000869	Syat.g_03054	Syag.g_01711
OG0000870	Syat.g_03049	Syag.g_01716
OG0000871	Syat.g_03048	Syag.g_01717
OG0000872	Syat.g_03042	Syag.g_01723
OG0000873	Syat.g_03039	Syag.g_01726
OG0000874	Syat.g_03037	Syag.g_01729
OG0000875	Syat.g_03035	Syag.g_01731
OG0000876	Syat.g_00745	Syag.g_01732
OG0000877	Syat.g_03024	Syag.g_01734
OG0000878	Syat.g_03023	Syag.g_01735
OG0000879	Syat.g_03022	Syag.g_02356
OG0000880	Syat.g_03021	Syag.g_01736
OG0000881	Syat.g_03016	Syag.g_01741
OG0000882	Syat.g_03011	Syag.g_01746
OG0000883	Syat.g_03007	Syag.g_01749
OG0000884	Syat.g_03005	Syag.g_01751
OG0000885	Syat.g_03004	Syag.g_01752
OG0000886	Syat.g_03003	Syag.g_01753
OG0000887	Syat.g_03002	Syag.g_01754
OG0000888	Syat.g_03000	Syag.g_01756
OG0000889	Syat.g_02997	Syag.g_01758
OG0000890	Syat.g_02994	Syag.g_01761
OG0000891	Syat.g_02993	Syag.g_01762
OG0000892	Syat.g_02992	Syag.g_01765
OG0000893	Syat.g_01864	Syag.g_02688
OG0000894	Syat.g_01860	Syag.g_02691
OG0000895	Syat.g_01856	Syag.g_02695
OG0000896	Syat.g_01855	Syag.g_02696
OG0000897	Syat.g_01853	Syag.g_02699
OG0000898	Syat.g_01852	Syag.g_02700
OG0000899	Syat.g_01851	Syag.g_02701
OG0000900	Syat.g_01850	Syag.g_02702
OG0000901	Syat.g_01845	Syag.g_02707
OG0000902	Syat.g_01843	Syag.g_02709
OG0000903	Syat.g_01830	Syag.g_02724
OG0000904	Syat.g_01834	Syag.g_02718
OG0000905	Syat.g_01839	Syag.g_02714
OG0000906	Syat.g_01841	Syag.g_02711
OG0000907	Syat.g_01828	Syag.g_02727
OG0000908	Syat.g_01825	Syag.g_02730
OG0000909	Syat.g_01824	Syag.g_02731
OG0000910	Syat.g_01823	Syag.g_02732
OG0000911	Syat.g_01821	Syag.g_02734
OG0000912	Syat.g_01820	Syag.g_02735
OG0000913	Syat.g_01819	Syag.g_02736
OG0000914	Syat.g_01818	Syag.g_02737
OG0000915	Syat.g_01816	Syag.g_02739
OG0000916	Syat.g_01815	Syag.g_02740
OG0000917	Syat.g_01814	Syag.g_02741
OG0000918	Syat.g_01813	Syag.g_02742
OG0000919	Syat.g_01812	Syag.g_02743
OG0000920	Syat.g_01811	Syag.g_02744
OG0000921	Syat.g_01810	Syag.g_02745
OG0000922	Syat.g_01809	Syag.g_02746
OG0000923	Syat.g_01805	Syag.g_02750
OG0000924	Syat.g_01804	Syag.g_02751
OG0000925	Syat.g_01803	Syag.g_02752
OG0000926	Syat.g_01802	Syag.g_02753
OG0000927	Syat.g_01800	Syag.g_02755
OG0000928	Syat.g_01799	Syag.g_02756
OG0000929	Syat.g_01798	Syag.g_02757
OG0000930	Syat.g_01797	Syag.g_02758
OG0000931	Syat.g_01796	Syag.g_02759
OG0000932	Syat.g_01794	Syag.g_02760
OG0000933	Syat.g_01788	Syag.g_02766
OG0000934	Syat.g_01786	Syag.g_02768
OG0000935	Syat.g_01665	Syag.g_02769
OG0000936	Syat.g_01664	Syag.g_02770
OG0000937	Syat.g_01663	Syag.g_02771
OG0000938	Syat.g_01659	Syag.g_02774
OG0000939	Syat.g_01658	Syag.g_02775
OG0000940	Syat.g_01651	Syag.g_02783
OG0000941	Syat.g_01649	Syag.g_02785
OG0000942	Syat.g_01647	Syag.g_02787
OG0000943	Syat.g_01646	Syag.g_02788
OG0000944	Syat.g_01644	Syag.g_02790
OG0000945	Syat.g_01643	Syag.g_02792
OG0000946	Syat.g_01633	Syag.g_02797
OG0000947	Syat.g_01630	Syag.g_02801
OG0000948	Syat.g_01629	Syag.g_02802
OG0000949	Syat.g_02142	Syag.g_02449
OG0000950	Syat.g_02152	Syag.g_02436
OG0000951	Syat.g_02157	Syag.g_02431
OG0000952	Syat.g_02162	Syag.g_02423
OG0000953	Syat.g_02166	Syag.g_02415
OG0000954	Syat.g_02187	Syag.g_02409
OG0000955	Syat.g_02188	Syag.g_02408
OG0000956	Syat.g_02191	Syag.g_02406
OG0000957	Syat.g_02204	Syag.g_02395
OG0000958	Syat.g_02205	Syag.g_02394
OG0000959	Syat.g_02212	Syag.g_02389
OG0000960	Syat.g_02213	Syag.g_02388
OG0000961	Syat.g_02873	Syag.g_02379
OG0000962	Syat.g_02223	Syag.g_02377
OG0000963	Syat.g_02226	Syag.g_02372
OG0000964	Syat.g_02227	Syag.g_02371
OG0000965	Syat.g_02228	Syag.g_02370
OG0000966	Syat.g_02259	Syag.g_02362
OG0000967	Syat.g_02263	Syag.g_02358
OG0000968	Syat.g_02269	Syag.g_02355
OG0000969	Syat.g_02271	Syag.g_02354
OG0000970	Syat.g_02272	Syag.g_02353
OG0000971	Syat.g_02274	Syag.g_02348
OG0000972	Syat.g_02275	Syag.g_02347
OG0000973	Syat.g_02276	Syag.g_02346
OG0000974	Syat.g_02277	Syag.g_02345
OG0000975	Syat.g_02278	Syag.g_02344
OG0000976	Syat.g_02279	Syag.g_02343
OG0000977	Syat.g_02281	Syag.g_02340
OG0000978	Syat.g_02283	Syag.g_02338
OG0000979	Syat.g_02286	Syag.g_02335
OG0000980	Syat.g_02289	Syag.g_02332
OG0000981	Syat.g_02292	Syag.g_02329
OG0000982	Syat.g_02691	Syag.g_02127
OG0000983	Syat.g_02690	Syag.g_02128
OG0000984	Syat.g_02689	Syag.g_02129
OG0000985	Syat.g_02685	Syag.g_02133
OG0000986	Syat.g_02680	Syag.g_02138
OG0000987	Syat.g_02678	Syag.g_02140
OG0000988	Syat.g_02672	Syag.g_02145
OG0000989	Syat.g_02657	Syag.g_02156
OG0000990	Syat.g_02500	Syag.g_02169
OG0000991	Syat.g_02503	Syag.g_02174
OG0000992	Syat.g_02507	Syag.g_02177
OG0000993	Syat.g_02508	Syag.g_02178
OG0000994	Syat.g_02512	Syag.g_02181
OG0000995	Syat.g_02517	Syag.g_02187
OG0000996	Syat.g_02446	Syag.g_02229
OG0000997	Syat.g_02417	Syag.g_02239
OG0000998	Syat.g_02415	Syag.g_02241
OG0000999	Syat.g_02414	Syag.g_02242
OG0001001	Syat.g_02400	Syag.g_02251
OG0001002	Syat.g_02394	Syag.g_02258
OG0001003	Syat.g_02392	Syag.g_02260
OG0001004	Syat.g_02391	Syag.g_02261
OG0001005	Syat.g_02390	Syag.g_02263
OG0001006	Syat.g_02378	Syag.g_02270
OG0001007	Syat.g_02376	Syag.g_02272
OG0001008	Syat.g_02971	Syag.g_00034
OG0001009	Syat.g_02311	Syag.g_02304
OG0001010	Syat.g_02310	Syag.g_02305
OG0001011	Syat.g_02308	Syag.g_02307
OG0001012	Syat.g_01004	Syag.g_02123
OG0001013	Syat.g_02716	Syag.g_02098
OG0001014	Syat.g_02721	Syag.g_02084
OG0001015	Syat.g_02722	Syag.g_02083
OG0001016	Syat.g_01474	Syag.g_01824
OG0001017	Syat.g_01480	Syag.g_01830
OG0001018	Syat.g_01482	Syag.g_01832
OG0001019	Syat.g_01532	Syag.g_01854
OG0001020	Syat.g_01539	Syag.g_01861
OG0001021	Syat.g_01552	Syag.g_01865
OG0001022	Syat.g_01555	Syag.g_01870
OG0001023	Syat.g_01556	Syag.g_01871
OG0001024	Syat.g_01560	Syag.g_01875
OG0001025	Syat.g_01566	Syag.g_01882
OG0001026	Syat.g_01582	Syag.g_01894
OG0001027	Syat.g_02947	Syag.g_01902
OG0001028	Syat.g_02944	Syag.g_01904
OG0001029	Syat.g_02942	Syag.g_01906
OG0001030	Syat.g_02922	Syag.g_01927
OG0001031	Syat.g_02836	Syag.g_02000
OG0001032	Syat.g_02834	Syag.g_02005
OG0001033	Syat.g_02784	Syag.g_02048
OG0001034	Syat.g_01448	Syag.g_01784
OG0001035	Syat.g_01885	Syag.g_02635
OG0001036	Syat.g_01939	Syag.g_02630
OG0001037	Syat.g_01941	Syag.g_02628
OG0001038	Syat.g_02058	Syag.g_02600
OG0001039	Syat.g_02061	Syag.g_02597
OG0001040	Syat.g_02064	Syag.g_02594
OG0001041	Syat.g_02070	Syag.g_02589
OG0001042	Syat.g_02100	Syag.g_02564
OG0001043	Syat.g_02103	Syag.g_02560
OG0001044	Syat.g_01615	Syag.g_02842
OG0001045	Syat.g_01602	Syag.g_02856
OG0001046	Syat.g_00552	Syag.g_00836
OG0001047	Syat.g_02973	Syag.g_00036
OG0001048	Syat.g_02974	Syag.g_00037
OG0001049	Syat.g_01290	Syag.g_00040
OG0001050	Syat.g_01289	Syag.g_00041
OG0001051	Syat.g_01288	Syag.g_00042
OG0001052	Syat.g_01375	Syag.g_01352
OG0001053	Syat.g_03173	Syag.g_01525
OG0001054	Syat.g_03192	Syag.g_01506
OG0001055	Syat.g_03224	Syag.g_01485
OG0001056	Syat.g_03275	Syag.g_01449
OG0001057	Syat.g_00102	Syag.g_01241
OG0001058	Syat.g_00079	Syag.g_00271
OG0001059	Syat.g_00075	Syag.g_00275
OG0001061	Syat.g_00051	Syag.g_00302
OG0001062	Syat.g_00048	Syag.g_00304
OG0001063	Syat.g_00042	Syag.g_00310
OG0001064	Syat.g_00041	Syag.g_00311
OG0001065	Syat.g_00040	Syag.g_00312
OG0001066	Syat.g_00039	Syag.g_00313
OG0001067	Syat.g_00038	Syag.g_00314
OG0001068	Syat.g_00037	Syag.g_00315
OG0001069	Syat.g_00036	Syag.g_00317
OG0001070	Syat.g_00032	Syag.g_00321
OG0001071	Syat.g_00031	Syag.g_00322
OG0001072	Syat.g_00028	Syag.g_00327
OG0001073	Syat.g_00009	Syag.g_00342
OG0001074	Syat.g_01015	Syag.g_00467
OG0001075	Syat.g_01037	Syag.g_00362
OG0001076	Syat.g_03315	Syag.g_00378
OG0001077	Syat.g_03290	Syag.g_00388
OG0001078	Syat.g_00118	Syag.g_00411
OG0001079	Syat.g_00378	Syag.g_00428
OG0001080	Syat.g_00368	Syag.g_00495
OG0001081	Syat.g_00366	Syag.g_00551
OG0001082	Syat.g_00365	Syag.g_00552
OG0001083	Syat.g_00390	Syag.g_00565
OG0001084	Syat.g_00391	Syag.g_00569
OG0001085	Syat.g_00408	Syag.g_00592
OG0001086	Syat.g_00410	Syag.g_00594
OG0001087	Syat.g_03277	Syag.g_01018
OG0001088	Syat.g_02496	Syag.g_01016
OG0001089	Syat.g_00818	Syag.g_00986
OG0001090	Syat.g_00659	Syag.g_00922
OG0001091	Syat.g_00661	Syag.g_00919
OG0001092	Syat.g_00663	Syag.g_00917
OG0001093	Syat.g_00669	Syag.g_00910
OG0001094	Syat.g_00473	Syag.g_00661
OG0001095	Syat.g_00497	Syag.g_00681
OG0001096	Syat.g_00516	Syag.g_00703
OG0001097	Syat.g_00743	Syag.g_00729
OG0001098	Syat.g_01672	Syag.g_00744
OG0001099	Syat.g_02943	Syag.g_01905
OG0001101	Syat.g_00420	Syag.g_00603
OG0001102	Syat.g_00423	Syag.g_00606
OG0001103	Syat.g_00425	Syag.g_00608
OG0001104	Syat.g_00458	Syag.g_00642
OG0001105	Syat.g_00461	Syag.g_00646
OG0001106	Syat.g_00598	Syag.g_00796
OG0001107	Syat.g_00580	Syag.g_00808
OG0001108	Syat.g_00570	Syag.g_00817
OG0001109	Syat.g_00568	Syag.g_00819
OG0001110	Syat.g_00566	Syag.g_00821
OG0001111	Syat.g_00564	Syag.g_00823
OG0001112	Syat.g_00562	Syag.g_00825
OG0001113	Syat.g_00561	Syag.g_00826
OG0001114	Syat.g_00560	Syag.g_00827
OG0001115	Syat.g_00557	Syag.g_00831
OG0001116	Syat.g_00555	Syag.g_00833
OG0001117	Syat.g_00554	Syag.g_00834
OG0001118	Syat.g_00553	Syag.g_00835
OG0001119	Syat.g_00551	Syag.g_00837
OG0001120	Syat.g_00546	Syag.g_00841
OG0001122	Syat.g_00711	Syag.g_00867
OG0001123	Syat.g_00704	Syag.g_00875
OG0001124	Syat.g_00702	Syag.g_00877
OG0001125	Syat.g_00700	Syag.g_00879
OG0001126	Syat.g_00790	Syag.g_00957
OG0001127	Syat.g_00789	Syag.g_00958
OG0001128	Syat.g_00786	Syag.g_00961
OG0001129	Syat.g_00784	Syag.g_00963
OG0001130	Syat.g_00783	Syag.g_00964
OG0001131	Syat.g_01674	Syag.g_00624
OG0001132	Syat.g_00965	Syag.g_00096
OG0001133	Syat.g_03311	Syag.g_00380
OG0001136	Syat.g_03257	Syag.g_01144
OG0001137	Syat.g_00306	Syag.g_01123
OG0001138	Syat.g_00214	Syag.g_01090
OG0001139	Syat.g_00209	Syag.g_01088
OG0001140	Syat.g_00208	Syag.g_01087
OG0001141	Syat.g_00207	Syag.g_01086
OG0001142	Syat.g_00206	Syag.g_01085
OG0001143	Syat.g_00925	Syag.g_01077
OG0001144	Syat.g_00906	Syag.g_01064
OG0001145	Syat.g_01117	Syag.g_01169
OG0001146	Syat.g_01158	Syag.g_01218
OG0001147	Syat.g_01368	Syag.g_01360
OG0001148	Syat.g_01297	Syag.g_01539
OG0001149	Syat.g_01298	Syag.g_01540
OG0001150	Syat.g_01299	Syag.g_01541
OG0001151	Syat.g_01420	Syag.g_01554
OG0001152	Syat.g_01421	Syag.g_01555
OG0001153	Syat.g_01346	Syag.g_01375
OG0001154	Syat.g_01347	Syag.g_01374
OG0001155	Syat.g_02774	Syag.g_01616
OG0001156	Syat.g_02978	Syag.g_01619
OG0001157	Syat.g_02977	Syag.g_01620
OG0001158	Syat.g_02976	Syag.g_01621
OG0001159	Syat.g_02975	Syag.g_01622, Syag.g_01625
OG0001160	Syat.g_03104	Syag.g_01666
OG0001161	Syat.g_02384	Syag.g_02163
OG0001162	Syat.g_01528	Syag.g_01238
OG0001163	Syat.g_03112	Syag.g_01674
OG0001164	Syat.g_03116	Syag.g_01680
OG0001165	Syat.g_03121	Syag.g_01685
OG0001166	Syat.g_03050	Syag.g_01715
OG0001167	Syat.g_03019	Syag.g_02383
OG0001168	Syat.g_03017	Syag.g_01740
OG0001169	Syat.g_03015	Syag.g_01742
OG0001170	Syat.g_03013	Syag.g_01744
OG0001171	Syat.g_03001	Syag.g_01755
OG0001172	Syat.g_01858	Syag.g_02693
OG0001173	Syat.g_01857	Syag.g_02694
OG0001174	Syat.g_01849	Syag.g_02703
OG0001175	Syat.g_01848	Syag.g_02704
OG0001176	Syat.g_01831	Syag.g_02723
OG0001178	Syat.g_03137	Syag.g_01694
OG0001180	Syat.g_01654	Syag.g_02780
OG0001181	Syat.g_01650	Syag.g_02784
OG0001182	Syat.g_01642	Syag.g_02793
OG0001183	Syat.g_01632	Syag.g_02798
