Orthogroup	Syat	Praq
OG0000610	Syat.g_00399	Praq.g_00793
OG0000611	Syat.g_00402	Praq.g_00796
OG0000612	Syat.g_00403	Praq.g_00797
OG0000613	Syat.g_02129	Praq.g_00802
OG0000614	Syat.g_01084	Praq.g_00821
OG0000615	Syat.g_00442	Praq.g_00829
OG0000616	Syat.g_02397	Praq.g_00833
OG0000617	Syat.g_00665	Praq.g_00589
OG0000618	Syat.g_00666	Praq.g_00590
OG0000619	Syat.g_00667	Praq.g_00591
OG0000620	Syat.g_02591	Praq.g_00594
OG0000621	Syat.g_02590	Praq.g_00595
OG0000622	Syat.g_02572	Praq.g_00596
OG0000623	Syat.g_00672	Praq.g_00597
OG0000624	Syat.g_00673	Praq.g_00598
OG0000625	Syat.g_00674	Praq.g_00599
OG0000626	Syat.g_00675	Praq.g_00600
OG0000627	Syat.g_00641	Praq.g_00601
OG0000628	Syat.g_00640	Praq.g_00602
OG0000629	Syat.g_00637	Praq.g_00603
OG0000630	Syat.g_00631	Praq.g_00606
OG0000631	Syat.g_00624	Praq.g_00661
OG0000632	Syat.g_00623	Praq.g_00662
OG0000633	Syat.g_00622	Praq.g_00663
OG0000634	Syat.g_00475	Praq.g_00666
OG0000635	Syat.g_00476	Praq.g_00667
OG0000636	Syat.g_00478	Praq.g_00669
OG0000637	Syat.g_00480	Praq.g_00671
OG0000638	Syat.g_00481	Praq.g_00672
OG0000639	Syat.g_00482	Praq.g_00673
OG0000640	Syat.g_00483	Praq.g_00674
OG0000641	Syat.g_00488	Praq.g_00678
OG0000642	Syat.g_00489	Praq.g_01407
OG0000643	Syat.g_00494	Praq.g_01408
OG0000644	Syat.g_00495	Praq.g_01409
OG0000645	Syat.g_00496	Praq.g_01410
OG0000646	Syat.g_00499	Praq.g_01412
OG0000647	Syat.g_00501	Praq.g_01413
OG0000648	Syat.g_00504	Praq.g_01415
OG0000649	Syat.g_00505	Praq.g_01416
OG0000650	Syat.g_00506	Praq.g_01417
OG0000651	Syat.g_00507	Praq.g_01418
OG0000652	Syat.g_00508	Praq.g_01419
OG0000653	Syat.g_00510	Praq.g_01421
OG0000654	Syat.g_00514	Praq.g_01422
OG0000655	Syat.g_00515	Praq.g_01423
OG0000656	Syat.g_00518	Praq.g_01426
OG0000657	Syat.g_00720	Praq.g_01433
OG0000658	Syat.g_00723	Praq.g_01434
OG0000659	Syat.g_00724	Praq.g_01435
OG0000660	Syat.g_00740	Praq.g_01439
OG0000661	Syat.g_00742	Praq.g_01441
OG0000662	Syat.g_00746	Praq.g_01443
OG0000663	Syat.g_00749	Praq.g_01445
OG0000664	Syat.g_00752	Praq.g_01446
OG0000665	Syat.g_03302	Praq.g_01450
OG0000666	Syat.g_01415	Praq.g_01451
OG0000667	Syat.g_00958, Syat.g_03278	Praq.g_01456
OG0000668	Syat.g_00710	Praq.g_01473
OG0000669	Syat.g_00416	Praq.g_01481
OG0000670	Syat.g_00419	Praq.g_01483
OG0000671	Syat.g_00421	Praq.g_01485
OG0000672	Syat.g_00424	Praq.g_01488
OG0000673	Syat.g_00430	Praq.g_01491
OG0000674	Syat.g_00432	Praq.g_01493
OG0000675	Syat.g_00433	Praq.g_01494
OG0000676	Syat.g_00436	Praq.g_01496
OG0000677	Syat.g_00437	Praq.g_01497
OG0000678	Syat.g_00439	Praq.g_01499
OG0000679	Syat.g_00448	Praq.g_01503
OG0000680	Syat.g_00449	Praq.g_01504
OG0000681	Syat.g_00452	Praq.g_01506
OG0000682	Syat.g_00453	Praq.g_01507
OG0000683	Syat.g_00454	Praq.g_01508
OG0000684	Syat.g_00457	Praq.g_01510
OG0000685	Syat.g_02571	Praq.g_01512
OG0000686	Syat.g_00459	Praq.g_01513
OG0000687	Syat.g_00460	Praq.g_01514
OG0000688	Syat.g_00463	Praq.g_01517
OG0000689	Syat.g_00465	Praq.g_01518
OG0000690	Syat.g_00466	Praq.g_01519
OG0000691	Syat.g_00467	Praq.g_01520
OG0000692	Syat.g_00469	Praq.g_01522
OG0000693	Syat.g_00471	Praq.g_01523
OG0000694	Syat.g_00472	Praq.g_01524
OG0000695	Syat.g_00619	Praq.g_01526
OG0000696	Syat.g_00618	Praq.g_01527
OG0000697	Syat.g_00616	Praq.g_01528
OG0000698	Syat.g_00613	Praq.g_01531
OG0000699	Syat.g_00611	Praq.g_01532
OG0000700	Syat.g_00610	Praq.g_01533
OG0000701	Syat.g_00609	Praq.g_01534
OG0000702	Syat.g_00606	Praq.g_01536
OG0000703	Syat.g_00601	Praq.g_01537
OG0000704	Syat.g_00599	Praq.g_01538
OG0000705	Syat.g_00592	Praq.g_01542
OG0000706	Syat.g_00591	Praq.g_01543
OG0000707	Syat.g_00590	Praq.g_01544
OG0000708	Syat.g_00587	Praq.g_01545
OG0000709	Syat.g_00573	Praq.g_01549
OG0000710	Syat.g_00567	Praq.g_01552
OG0000711	Syat.g_00539	Praq.g_01568
OG0000712	Syat.g_00537	Praq.g_01570
OG0000713	Syat.g_00536	Praq.g_01571
OG0000714	Syat.g_00532	Praq.g_01572
OG0000715	Syat.g_00530	Praq.g_01574
OG0000716	Syat.g_00527	Praq.g_01576
OG0000717	Syat.g_00526	Praq.g_01577
OG0000718	Syat.g_00522	Praq.g_01588
OG0000719	Syat.g_00712	Praq.g_01590
OG0000720	Syat.g_00699	Praq.g_01599
OG0000721	Syat.g_00697	Praq.g_01601
OG0000722	Syat.g_00696	Praq.g_01602
OG0000723	Syat.g_00686	Praq.g_01605
OG0000724	Syat.g_00782	Praq.g_01614
OG0000725	Syat.g_00810	Praq.g_01620
OG0000726	Syat.g_00811	Praq.g_01621
OG0000727	Syat.g_00812	Praq.g_01622
OG0000728	Syat.g_00814	Praq.g_01624
OG0000729	Syat.g_02224	Praq.g_01669
OG0000730	Syat.g_01617	Praq.g_01273
OG0000731	Syat.g_01605	Praq.g_01276
OG0000732	Syat.g_02290	Praq.g_01282
OG0000733	Syat.g_03285	Praq.g_01301
OG0000734	Syat.g_01579	Praq.g_01318
OG0000735	Syat.g_03235	Praq.g_01320
OG0000736	Syat.g_03236	Praq.g_01321
OG0000737	Syat.g_03237	Praq.g_01322
OG0000738	Syat.g_03251	Praq.g_01326
OG0000739	Syat.g_03252	Praq.g_01327
OG0000740	Syat.g_03253	Praq.g_01328
OG0000741	Syat.g_03256	Praq.g_01329
OG0000742	Syat.g_03259	Praq.g_01332
OG0000743	Syat.g_03262	Praq.g_01334
OG0000744	Syat.g_03263	Praq.g_01335
OG0000745	Syat.g_03266	Praq.g_01336
OG0000746	Syat.g_00314	Praq.g_01338
OG0000747	Syat.g_00313	Praq.g_01339
OG0000748	Syat.g_00305	Praq.g_01342
OG0000749	Syat.g_00303	Praq.g_01343
OG0000750	Syat.g_00302	Praq.g_01344
OG0000751	Syat.g_00296	Praq.g_01346
OG0000752	Syat.g_00294	Praq.g_01348
OG0000753	Syat.g_00291	Praq.g_01351
OG0000754	Syat.g_00250	Praq.g_01354
OG0000755	Syat.g_00217	Praq.g_01357
OG0000756	Syat.g_00216	Praq.g_01358
OG0000757	Syat.g_00205	Praq.g_01364
OG0000758	Syat.g_00204	Praq.g_01365
OG0000759	Syat.g_00203	Praq.g_01366
OG0000760	Syat.g_00202	Praq.g_01367
OG0000761	Syat.g_00201	Praq.g_01368
OG0000762	Syat.g_00199	Praq.g_01369
OG0000763	Syat.g_00924	Praq.g_01371
OG0000764	Syat.g_00923	Praq.g_01372
OG0000765	Syat.g_00897	Praq.g_01381
OG0000766	Syat.g_00896	Praq.g_01382
OG0000767	Syat.g_00894	Praq.g_01384
OG0000768	Syat.g_00893	Praq.g_01385
OG0000769	Syat.g_00891	Praq.g_01387
OG0000770	Syat.g_00886	Praq.g_01389
OG0000771	Syat.g_00788	Praq.g_00257
OG0000772	Syat.g_01768	Praq.g_00112
OG0000773	Syat.g_01114	Praq.g_00124
OG0000774	Syat.g_01146	Praq.g_00126
OG0000775	Syat.g_01148	Praq.g_00128
OG0000776	Syat.g_01149	Praq.g_00129
OG0000777	Syat.g_01150	Praq.g_00130
OG0000778	Syat.g_01151	Praq.g_00131
OG0000779	Syat.g_01154	Praq.g_00135
OG0000780	Syat.g_01157	Praq.g_00136
OG0000781	Syat.g_01161	Praq.g_00139
OG0000782	Syat.g_01162	Praq.g_00140
OG0000783	Syat.g_01163	Praq.g_00141
OG0000784	Syat.g_01164	Praq.g_00142
OG0000785	Syat.g_01166	Praq.g_00144
OG0000786	Syat.g_01170	Praq.g_00146
OG0000787	Syat.g_01171	Praq.g_00147
OG0000788	Syat.g_00087	Praq.g_00162
OG0000789	Syat.g_00845	Praq.g_00165
OG0000790	Syat.g_01300	Praq.g_00182
OG0000791	Syat.g_01302	Praq.g_00184
OG0000792	Syat.g_01303	Praq.g_00185
OG0000793	Syat.g_01412	Praq.g_00188
OG0000794	Syat.g_01414	Praq.g_00189
OG0000795	Syat.g_01416	Praq.g_00190
OG0000796	Syat.g_01422	Praq.g_00194
OG0000797	Syat.g_01423	Praq.g_00195
OG0000798	Syat.g_02057, Syat.g_01214	Praq.g_00222
OG0000799	Syat.g_01256	Praq.g_00276
OG0000800	Syat.g_01255	Praq.g_00277
OG0000801	Syat.g_01253	Praq.g_00278
OG0000802	Syat.g_01245	Praq.g_00280
OG0000803	Syat.g_01241	Praq.g_00282
OG0000804	Syat.g_01238	Praq.g_00283
OG0000805	Syat.g_01236	Praq.g_00285
OG0000806	Syat.g_01234	Praq.g_00287
OG0000807	Syat.g_01233	Praq.g_00288
OG0000808	Syat.g_01232	Praq.g_00289
OG0000809	Syat.g_01229	Praq.g_00292
OG0000810	Syat.g_01228	Praq.g_00293
OG0000811	Syat.g_01186	Praq.g_00297
OG0000812	Syat.g_01182	Praq.g_00299
OG0000813	Syat.g_01181	Praq.g_00300
OG0000814	Syat.g_01179	Praq.g_00302
OG0000815	Syat.g_01177	Praq.g_00303
OG0000816	Syat.g_01175	Praq.g_00305
OG0000817	Syat.g_01279	Praq.g_00306
OG0000818	Syat.g_01325	Praq.g_00311
OG0000819	Syat.g_01326	Praq.g_00312
OG0000820	Syat.g_01327	Praq.g_00313
OG0000821	Syat.g_01333	Praq.g_00317
OG0000822	Syat.g_01335	Praq.g_00318
OG0000823	Syat.g_01336	Praq.g_00319
OG0000824	Syat.g_01342	Praq.g_00322
OG0000825	Syat.g_01343	Praq.g_00323
OG0000826	Syat.g_01344	Praq.g_00324
OG0000827	Syat.g_01345	Praq.g_00325
OG0000828	Syat.g_01348	Praq.g_00328
OG0000829	Syat.g_01349	Praq.g_00329
OG0000830	Syat.g_01350	Praq.g_00330
OG0000831	Syat.g_01353	Praq.g_00332
OG0000832	Syat.g_02982	Praq.g_00338
OG0000833	Syat.g_03072	Praq.g_00346
OG0000834	Syat.g_03073	Praq.g_00347
OG0000835	Syat.g_03075	Praq.g_00348
OG0000836	Syat.g_03078	Praq.g_00349
OG0000837	Syat.g_03079	Praq.g_00350
OG0000838	Syat.g_03083	Praq.g_00352
OG0000839	Syat.g_03084	Praq.g_00353
OG0000840	Syat.g_03085	Praq.g_00354
OG0000841	Syat.g_03086	Praq.g_00355
OG0000842	Syat.g_03087	Praq.g_00356
OG0000843	Syat.g_03088	Praq.g_00357
OG0000844	Syat.g_03090	Praq.g_00358
OG0000845	Syat.g_03091	Praq.g_00359
OG0000846	Syat.g_03092	Praq.g_00360
OG0000847	Syat.g_03093	Praq.g_00361
OG0000848	Syat.g_03095	Praq.g_00362
OG0000849	Syat.g_03096	Praq.g_00363
OG0000850	Syat.g_03098	Praq.g_00365
OG0000851	Syat.g_03101	Praq.g_00366
OG0000852	Syat.g_03102	Praq.g_00367
OG0000853	Syat.g_03106	Praq.g_00371
OG0000854	Syat.g_03108	Praq.g_00373
OG0000855	Syat.g_03109	Praq.g_00374
OG0000856	Syat.g_03305	Praq.g_00001
OG0000857	Syat.g_00500	Praq.g_00030
OG0000858	Syat.g_03114	Praq.g_01953
OG0000859	Syat.g_03115	Praq.g_01952
OG0000860	Syat.g_03126	Praq.g_00495
OG0000861	Syat.g_03127	Praq.g_00494
OG0000862	Syat.g_03136	Praq.g_00493
OG0000863	Syat.g_03138	Praq.g_00491
OG0000864	Syat.g_03139	Praq.g_00490
OG0000865	Syat.g_03140	Praq.g_00489
OG0000866	Syat.g_03141	Praq.g_00488
OG0000867	Syat.g_03142	Praq.g_00487
OG0000868	Syat.g_03067	Praq.g_00486
OG0000869	Syat.g_03054	Praq.g_00482
OG0000870	Syat.g_03049	Praq.g_00477
OG0000871	Syat.g_03048	Praq.g_00476
OG0000872	Syat.g_03042	Praq.g_00475
OG0000873	Syat.g_03039	Praq.g_00472
OG0000874	Syat.g_03037	Praq.g_00469
OG0000875	Syat.g_03035	Praq.g_00468
OG0000876	Syat.g_00745	Praq.g_00467
OG0000877	Syat.g_03024	Praq.g_00465
OG0000878	Syat.g_03023	Praq.g_00464
OG0000879	Syat.g_03022	Praq.g_00463
OG0000880	Syat.g_03021	Praq.g_00462
OG0000881	Syat.g_03016	Praq.g_00458
OG0000882	Syat.g_03011	Praq.g_00453
OG0000883	Syat.g_03007	Praq.g_00452
OG0000884	Syat.g_03005	Praq.g_00450
OG0000885	Syat.g_03004	Praq.g_00449
OG0000886	Syat.g_03003	Praq.g_00448
OG0000887	Syat.g_03002	Praq.g_00447
OG0000888	Syat.g_03000	Praq.g_00445
OG0000889	Syat.g_02997	Praq.g_00443
OG0000890	Syat.g_02994	Praq.g_00442
OG0000891	Syat.g_02993	Praq.g_00441
OG0000892	Syat.g_02992	Praq.g_00956
OG0000893	Syat.g_01864	Praq.g_00951
OG0000894	Syat.g_01860	Praq.g_00949
OG0000895	Syat.g_01856	Praq.g_00946
OG0000896	Syat.g_01855	Praq.g_00945
OG0000897	Syat.g_01853	Praq.g_00943
OG0000898	Syat.g_01852	Praq.g_00942
OG0000899	Syat.g_01851	Praq.g_00941
OG0000900	Syat.g_01850	Praq.g_00940
OG0000901	Syat.g_01845	Praq.g_00937
OG0000902	Syat.g_01843	Praq.g_00935
OG0000903	Syat.g_01830	Praq.g_00932
OG0000904	Syat.g_01834	Praq.g_00930
OG0000905	Syat.g_01839	Praq.g_00925
OG0000906	Syat.g_01841	Praq.g_00924
OG0000907	Syat.g_01828	Praq.g_00921
OG0000908	Syat.g_01825	Praq.g_00918
OG0000909	Syat.g_01824	Praq.g_00917
OG0000910	Syat.g_01823	Praq.g_00916
OG0000911	Syat.g_01821	Praq.g_00914
OG0000912	Syat.g_01820	Praq.g_00913
OG0000913	Syat.g_01819	Praq.g_00912
OG0000914	Syat.g_01818	Praq.g_00911
OG0000915	Syat.g_01816	Praq.g_00910
OG0000916	Syat.g_01815	Praq.g_00909
OG0000917	Syat.g_01814	Praq.g_00908
OG0000918	Syat.g_01813	Praq.g_00907
OG0000919	Syat.g_01812	Praq.g_00906
OG0000920	Syat.g_01811	Praq.g_00905
OG0000921	Syat.g_01810	Praq.g_00904
OG0000922	Syat.g_01809	Praq.g_00903
OG0000923	Syat.g_01805	Praq.g_00899
OG0000924	Syat.g_01804	Praq.g_00898
OG0000925	Syat.g_01803	Praq.g_00897
OG0000926	Syat.g_01802	Praq.g_00896
OG0000927	Syat.g_01800	Praq.g_00894
OG0000928	Syat.g_01799	Praq.g_00893
OG0000929	Syat.g_01798	Praq.g_00892
OG0000930	Syat.g_01797	Praq.g_00891
OG0000931	Syat.g_01796	Praq.g_00890
OG0000932	Syat.g_01794	Praq.g_00889
OG0000933	Syat.g_01788	Praq.g_00885
OG0000934	Syat.g_01786	Praq.g_00883
OG0000935	Syat.g_01665	Praq.g_00882
OG0000936	Syat.g_01664	Praq.g_00881
OG0000937	Syat.g_01663	Praq.g_00880
OG0000938	Syat.g_01659	Praq.g_00878
OG0000939	Syat.g_01658	Praq.g_00877
OG0000940	Syat.g_01651	Praq.g_00871
OG0000941	Syat.g_01649	Praq.g_00869
OG0000942	Syat.g_01647	Praq.g_00867
OG0000943	Syat.g_01646	Praq.g_00866
OG0000944	Syat.g_01644	Praq.g_00865
OG0000945	Syat.g_01643	Praq.g_00864
OG0000946	Syat.g_01633	Praq.g_00727
OG0000947	Syat.g_01630	Praq.g_00729
OG0000948	Syat.g_01629	Praq.g_00730
OG0000949	Syat.g_02142	Praq.g_00733
OG0000950	Syat.g_02152	Praq.g_00738
OG0000951	Syat.g_02157	Praq.g_00742
OG0000952	Syat.g_02162	Praq.g_00746
OG0000953	Syat.g_02166	Praq.g_00749
OG0000954	Syat.g_02187	Praq.g_00753
OG0000955	Syat.g_02188	Praq.g_00754
OG0000956	Syat.g_02191	Praq.g_00756
OG0000957	Syat.g_02204	Praq.g_00761
OG0000958	Syat.g_02205	Praq.g_00762
OG0000959	Syat.g_02212	Praq.g_00766
OG0000960	Syat.g_02213	Praq.g_00767
OG0000961	Syat.g_02873	Praq.g_00769
OG0000962	Syat.g_02223	Praq.g_00771
OG0000963	Syat.g_02226	Praq.g_00774
OG0000964	Syat.g_02227	Praq.g_00679
OG0000965	Syat.g_02228	Praq.g_00680
OG0000966	Syat.g_02259	Praq.g_00687
OG0000967	Syat.g_02263	Praq.g_00691
OG0000968	Syat.g_02269	Praq.g_00693
OG0000969	Syat.g_02271	Praq.g_00694
OG0000970	Syat.g_02272	Praq.g_00695
OG0000971	Syat.g_02274	Praq.g_00696
OG0000972	Syat.g_02275	Praq.g_00697
OG0000973	Syat.g_02276	Praq.g_00698
OG0000974	Syat.g_02277	Praq.g_00699
OG0000975	Syat.g_02278	Praq.g_00700
OG0000976	Syat.g_02279	Praq.g_00701
OG0000977	Syat.g_02281	Praq.g_00702
OG0000978	Syat.g_02283	Praq.g_00703
OG0000979	Syat.g_02286	Praq.g_00706
OG0000980	Syat.g_02289	Praq.g_00708
OG0000981	Syat.g_02292	Praq.g_00710
OG0000982	Syat.g_02691	Praq.g_00712
OG0000983	Syat.g_02690	Praq.g_00713
OG0000984	Syat.g_02689	Praq.g_00714
OG0000985	Syat.g_02685	Praq.g_00717
OG0000986	Syat.g_02680	Praq.g_00719
OG0000987	Syat.g_02678	Praq.g_00720
OG0000988	Syat.g_02672	Praq.g_00723
OG0000989	Syat.g_02657	Praq.g_00391
OG0000990	Syat.g_02500	Praq.g_00394
OG0000991	Syat.g_02503	Praq.g_00395
OG0000992	Syat.g_02507	Praq.g_00397
OG0000993	Syat.g_02508	Praq.g_00398
OG0000994	Syat.g_02512	Praq.g_00399
OG0000995	Syat.g_02517	Praq.g_00403
OG0000996	Syat.g_02446	Praq.g_00404
OG0000997	Syat.g_02417	Praq.g_00405
OG0000998	Syat.g_02415	Praq.g_00407
OG0000999	Syat.g_02414	Praq.g_00408
OG0001001	Syat.g_02400	Praq.g_00413
OG0001002	Syat.g_02394	Praq.g_00417
OG0001003	Syat.g_02392	Praq.g_00418
OG0001004	Syat.g_02391	Praq.g_00419
OG0001005	Syat.g_02390	Praq.g_00420
OG0001006	Syat.g_02378	Praq.g_00424
OG0001007	Syat.g_02376	Praq.g_00426
OG0001008	Syat.g_02971	Praq.g_01120
OG0001009	Syat.g_02311	Praq.g_01230
OG0001010	Syat.g_02310	Praq.g_01231
OG0001011	Syat.g_02308	Praq.g_01232
OG0001012	Syat.g_01004	Praq.g_01258
OG0001013	Syat.g_02716	Praq.g_01264
OG0001014	Syat.g_02721	Praq.g_01267
OG0001015	Syat.g_02722	Praq.g_01268
OG0001016	Syat.g_01474	Praq.g_01930
OG0001017	Syat.g_01480	Praq.g_01926
OG0001018	Syat.g_01482	Praq.g_01923
OG0001019	Syat.g_01532	Praq.g_01914
OG0001020	Syat.g_01539	Praq.g_01913
OG0001021	Syat.g_01552	Praq.g_01912
OG0001022	Syat.g_01555	Praq.g_01909
OG0001023	Syat.g_01556	Praq.g_01908
OG0001024	Syat.g_01560	Praq.g_01905
OG0001025	Syat.g_01566	Praq.g_01899
OG0001026	Syat.g_01582	Praq.g_01892
OG0001027	Syat.g_02947	Praq.g_01891
OG0001028	Syat.g_02944	Praq.g_01889
OG0001029	Syat.g_02942	Praq.g_01888
OG0001030	Syat.g_02922	Praq.g_01873
OG0001031	Syat.g_02836	Praq.g_01816
OG0001032	Syat.g_02834	Praq.g_01815
OG0001033	Syat.g_02784	Praq.g_01794
OG0001034	Syat.g_01448	Praq.g_01766
OG0001035	Syat.g_01885	Praq.g_01749
OG0001036	Syat.g_01939	Praq.g_01744
OG0001037	Syat.g_01941	Praq.g_01743
OG0001038	Syat.g_02058	Praq.g_01725
OG0001039	Syat.g_02061	Praq.g_01722
OG0001040	Syat.g_02064	Praq.g_01719
OG0001041	Syat.g_02070	Praq.g_01715
OG0001042	Syat.g_02100	Praq.g_01698
OG0001043	Syat.g_02103	Praq.g_01697
OG0001044	Syat.g_01615	Praq.g_01212
OG0001045	Syat.g_01602	Praq.g_01203
OG0001046	Syat.g_00552	Praq.g_01164
OG0001047	Syat.g_02973	Praq.g_01118
OG0001048	Syat.g_02974	Praq.g_01117
OG0001049	Syat.g_01290	Praq.g_01115
OG0001050	Syat.g_01289	Praq.g_01114
OG0001051	Syat.g_01288	Praq.g_01113
OG0001052	Syat.g_01375	Praq.g_00522
OG0001053	Syat.g_03173	Praq.g_00534
OG0001054	Syat.g_03192	Praq.g_01104
OG0001055	Syat.g_03224	Praq.g_01085
OG0001056	Syat.g_03275	Praq.g_01066
OG0001057	Syat.g_00102	Praq.g_01061
OG0001058	Syat.g_00079	Praq.g_01053
OG0001059	Syat.g_00075	Praq.g_01049
OG0001061	Syat.g_00051	Praq.g_01029
OG0001062	Syat.g_00048	Praq.g_01027
OG0001063	Syat.g_00042	Praq.g_01025
OG0001064	Syat.g_00041	Praq.g_01024
OG0001065	Syat.g_00040	Praq.g_01023
OG0001066	Syat.g_00039	Praq.g_01022
OG0001067	Syat.g_00038	Praq.g_01021
OG0001068	Syat.g_00037	Praq.g_01020
OG0001069	Syat.g_00036	Praq.g_01019
OG0001070	Syat.g_00032	Praq.g_01016
OG0001071	Syat.g_00031	Praq.g_01015
OG0001072	Syat.g_00028	Praq.g_01013
OG0001073	Syat.g_00009	Praq.g_00998
OG0001074	Syat.g_01015	Praq.g_00987
OG0001075	Syat.g_01037	Praq.g_00986
OG0001076	Syat.g_03315	Praq.g_00978
OG0001077	Syat.g_03290	Praq.g_00974
OG0001078	Syat.g_00118	Praq.g_00966
OG0001079	Syat.g_00378	Praq.g_00776
OG0001080	Syat.g_00368	Praq.g_00782
OG0001081	Syat.g_00366	Praq.g_00784
OG0001082	Syat.g_00365	Praq.g_00785
OG0001083	Syat.g_00390	Praq.g_00790
OG0001084	Syat.g_00391	Praq.g_00791
OG0001085	Syat.g_00408	Praq.g_00799
OG0001086	Syat.g_00410	Praq.g_00800
OG0001087	Syat.g_03277	Praq.g_00817
OG0001088	Syat.g_02496	Praq.g_00818
OG0001089	Syat.g_00818	Praq.g_00826
OG0001090	Syat.g_00659	Praq.g_00584
OG0001091	Syat.g_00661	Praq.g_00586
OG0001092	Syat.g_00663	Praq.g_00587
OG0001093	Syat.g_00669	Praq.g_00592
OG0001094	Syat.g_00473	Praq.g_00664
OG0001095	Syat.g_00497	Praq.g_01411
OG0001096	Syat.g_00516	Praq.g_01424
OG0001097	Syat.g_00743	Praq.g_01442
OG0001098	Syat.g_01672	Praq.g_01458
OG0001099	Syat.g_02943	Praq.g_01478
OG0001100	Syat.g_00418	Praq.g_01482
OG0001101	Syat.g_00420	Praq.g_01484
OG0001102	Syat.g_00423	Praq.g_01487
OG0001103	Syat.g_00425	Praq.g_01489
OG0001104	Syat.g_00458	Praq.g_01511
OG0001105	Syat.g_00461	Praq.g_01515
OG0001106	Syat.g_00598	Praq.g_01539
OG0001107	Syat.g_00580	Praq.g_01546
OG0001108	Syat.g_00570	Praq.g_01550
OG0001109	Syat.g_00568	Praq.g_01551
OG0001110	Syat.g_00566	Praq.g_01553
OG0001111	Syat.g_00564	Praq.g_01554
OG0001112	Syat.g_00562	Praq.g_01555
OG0001113	Syat.g_00561	Praq.g_01556
OG0001114	Syat.g_00560	Praq.g_01557
OG0001115	Syat.g_00557	Praq.g_01559
OG0001116	Syat.g_00555	Praq.g_01560
OG0001117	Syat.g_00554	Praq.g_01561
OG0001118	Syat.g_00553	Praq.g_01562
OG0001119	Syat.g_00551	Praq.g_01563
OG0001120	Syat.g_00546	Praq.g_01565
OG0001122	Syat.g_00711	Praq.g_01591
OG0001123	Syat.g_00704	Praq.g_01595
OG0001124	Syat.g_00702	Praq.g_01597
OG0001125	Syat.g_00700	Praq.g_01598
OG0001126	Syat.g_00790	Praq.g_01608
OG0001127	Syat.g_00789	Praq.g_01609
OG0001128	Syat.g_00786	Praq.g_01611
OG0001129	Syat.g_00784	Praq.g_01612
OG0001130	Syat.g_00783	Praq.g_01613
OG0001131	Syat.g_01674	Praq.g_01649
OG0001132	Syat.g_00965	Praq.g_01658
OG0001133	Syat.g_03311	Praq.g_01287
OG0001136	Syat.g_03257	Praq.g_01330
OG0001137	Syat.g_00306	Praq.g_01341
OG0001138	Syat.g_00214	Praq.g_01359
OG0001139	Syat.g_00209	Praq.g_01360
OG0001140	Syat.g_00208	Praq.g_01361
OG0001141	Syat.g_00207	Praq.g_01362
OG0001142	Syat.g_00206	Praq.g_01363
OG0001143	Syat.g_00925	Praq.g_01370
OG0001144	Syat.g_00906	Praq.g_01375
OG0001145	Syat.g_01117	Praq.g_00125
OG0001146	Syat.g_01158	Praq.g_00137
OG0001147	Syat.g_01368	Praq.g_00161
OG0001148	Syat.g_01297	Praq.g_00179
OG0001149	Syat.g_01298	Praq.g_00180
OG0001150	Syat.g_01299	Praq.g_00181
OG0001151	Syat.g_01420	Praq.g_00192
OG0001152	Syat.g_01421	Praq.g_00193
OG0001153	Syat.g_01346	Praq.g_00326
OG0001154	Syat.g_01347	Praq.g_00327
OG0001155	Syat.g_02774	Praq.g_00339
OG0001156	Syat.g_02978	Praq.g_00342
OG0001157	Syat.g_02977	Praq.g_00343
OG0001158	Syat.g_02976	Praq.g_00344
OG0001159	Syat.g_02975	Praq.g_00345
OG0001160	Syat.g_03104	Praq.g_00369
OG0001161	Syat.g_02384	Praq.g_00382
OG0001162	Syat.g_01528	Praq.g_00005
OG0001165	Syat.g_03121	Praq.g_00498
OG0001166	Syat.g_03050	Praq.g_00478
OG0001167	Syat.g_03019	Praq.g_00461
OG0001168	Syat.g_03017	Praq.g_00459
OG0001169	Syat.g_03015	Praq.g_00457
OG0001170	Syat.g_03013	Praq.g_00455
OG0001171	Syat.g_03001	Praq.g_00446
OG0001172	Syat.g_01858	Praq.g_00948
OG0001173	Syat.g_01857	Praq.g_00947
OG0001174	Syat.g_01849	Praq.g_00939
OG0001175	Syat.g_01848	Praq.g_00938
OG0001176	Syat.g_01831	Praq.g_00931
OG0001178	Syat.g_03137	Praq.g_00923
OG0001180	Syat.g_01654	Praq.g_00874
OG0001181	Syat.g_01650	Praq.g_00870
OG0001182	Syat.g_01642	Praq.g_00863
OG0001183	Syat.g_01632	Praq.g_00728
OG0001184	Syat.g_02160	Praq.g_00744
OG0001185	Syat.g_02200	Praq.g_00758
OG0001186	Syat.g_02235	Praq.g_00684
OG0001187	Syat.g_02256	Praq.g_00688
OG0001188	Syat.g_02261	Praq.g_00690
OG0001189	Syat.g_02287	Praq.g_00707
OG0001190	Syat.g_02692	Praq.g_00711
OG0001191	Syat.g_02675	Praq.g_00721
OG0001192	Syat.g_02663	Praq.g_00390
OG0001193	Syat.g_02513	Praq.g_00400
OG0001194	Syat.g_02515	Praq.g_00401
OG0001195	Syat.g_02516	Praq.g_00402
OG0001196	Syat.g_02398	Praq.g_00415
OG0001197	Syat.g_02396	Praq.g_00416
OG0001199	Syat.g_01475	Praq.g_01929
OG0001200	Syat.g_01477	Praq.g_01927
