Orthogroup	Syat	Prbm
OG0000579	Syat.g_00011	Prbm.g_00632
OG0000580	Syat.g_00010	Prbm.g_00633
OG0000581	Syat.g_00003	Prbm.g_00636
OG0000582	Syat.g_03403	Prbm.g_00639
OG0000583	Syat.g_03404	Prbm.g_00640
OG0000584	Syat.g_03405	Prbm.g_00641
OG0000585	Syat.g_03408	Prbm.g_00643
OG0000586	Syat.g_03409	Prbm.g_00644
OG0000587	Syat.g_00001	Prbm.g_00645
OG0000588	Syat.g_00338	Prbm.g_00649
OG0000589	Syat.g_03318	Prbm.g_00652
OG0000590	Syat.g_03317	Prbm.g_00653
OG0000591	Syat.g_03308	Prbm.g_00656
OG0000592	Syat.g_03307	Prbm.g_00657
OG0000593	Syat.g_00113	Prbm.g_00663
OG0000594	Syat.g_00114	Prbm.g_00664
OG0000595	Syat.g_00115	Prbm.g_00665
OG0000596	Syat.g_00129	Prbm.g_00669
OG0000597	Syat.g_00132	Prbm.g_00671
OG0000598	Syat.g_00133	Prbm.g_00672
OG0000599	Syat.g_00381	Prbm.g_00675
OG0000600	Syat.g_00380	Prbm.g_00676
OG0000601	Syat.g_00379	Prbm.g_00677
OG0000602	Syat.g_00375	Prbm.g_00679
OG0000603	Syat.g_00374	Prbm.g_00680
OG0000604	Syat.g_00372	Prbm.g_00681
OG0000605	Syat.g_00370	Prbm.g_00682
OG0000606	Syat.g_00367	Prbm.g_00685
OG0000607	Syat.g_00364	Prbm.g_00688
OG0000608	Syat.g_00363	Prbm.g_00689
OG0000609	Syat.g_00344	Prbm.g_00690
OG0000610	Syat.g_00399	Prbm.g_00696
OG0000611	Syat.g_00402	Prbm.g_00699
OG0000612	Syat.g_00403	Prbm.g_00700
OG0000613	Syat.g_02129	Prbm.g_00706
OG0000614	Syat.g_01084	Prbm.g_00730
OG0000615	Syat.g_00442	Prbm.g_00737
OG0000616	Syat.g_02397	Prbm.g_02220
OG0000617	Syat.g_00665	Prbm.g_00748
OG0000618	Syat.g_00666	Prbm.g_00749
OG0000619	Syat.g_00667	Prbm.g_00750
OG0000620	Syat.g_02591	Prbm.g_00753
OG0000621	Syat.g_02590	Prbm.g_00754
OG0000622	Syat.g_02572	Prbm.g_00755
OG0000623	Syat.g_00672	Prbm.g_00756
OG0000624	Syat.g_00673	Prbm.g_00758
OG0000625	Syat.g_00674	Prbm.g_00759
OG0000626	Syat.g_00675	Prbm.g_00760
OG0000627	Syat.g_00641	Prbm.g_00762
OG0000628	Syat.g_00640	Prbm.g_00763
OG0000629	Syat.g_00637	Prbm.g_00764
OG0000630	Syat.g_00631	Prbm.g_00767
OG0000631	Syat.g_00624	Prbm.g_00959
OG0000632	Syat.g_00623	Prbm.g_00960
OG0000633	Syat.g_00622	Prbm.g_00961
OG0000634	Syat.g_00475	Prbm.g_00810
OG0000635	Syat.g_00476	Prbm.g_00811
OG0000636	Syat.g_00478	Prbm.g_00813
OG0000637	Syat.g_00480	Prbm.g_00815
OG0000638	Syat.g_00481	Prbm.g_00816
OG0000639	Syat.g_00482	Prbm.g_00817
OG0000640	Syat.g_00483	Prbm.g_00818
OG0000641	Syat.g_00488	Prbm.g_00822
OG0000642	Syat.g_00489	Prbm.g_00823
OG0000643	Syat.g_00494	Prbm.g_00824
OG0000644	Syat.g_00495	Prbm.g_00825
OG0000645	Syat.g_00496	Prbm.g_00826
OG0000646	Syat.g_00499	Prbm.g_00829
OG0000647	Syat.g_00501	Prbm.g_00831
OG0000648	Syat.g_00504	Prbm.g_00833
OG0000649	Syat.g_00505	Prbm.g_00834
OG0000650	Syat.g_00506	Prbm.g_00835
OG0000651	Syat.g_00507	Prbm.g_00836
OG0000652	Syat.g_00508	Prbm.g_00837
OG0000653	Syat.g_00510	Prbm.g_00839
OG0000654	Syat.g_00514	Prbm.g_00840
OG0000655	Syat.g_00515	Prbm.g_00841
OG0000656	Syat.g_00518	Prbm.g_00844
OG0000657	Syat.g_00720	Prbm.g_00850
OG0000658	Syat.g_00723	Prbm.g_00852
OG0000659	Syat.g_00724	Prbm.g_00853
OG0000660	Syat.g_00740	Prbm.g_00857
OG0000661	Syat.g_00742	Prbm.g_00859
OG0000662	Syat.g_00746	Prbm.g_00861
OG0000663	Syat.g_00749	Prbm.g_00863
OG0000664	Syat.g_00752	Prbm.g_00864
OG0000665	Syat.g_03302	Prbm.g_00868
OG0000666	Syat.g_01415	Prbm.g_00869
OG0000667	Syat.g_00958, Syat.g_03278	Prbm.g_00873
OG0000668	Syat.g_00710	Prbm.g_00911
OG0000669	Syat.g_00416	Prbm.g_00919
OG0000670	Syat.g_00419	Prbm.g_00922
OG0000671	Syat.g_00421	Prbm.g_00924
OG0000672	Syat.g_00424	Prbm.g_00927
OG0000673	Syat.g_00430	Prbm.g_00930
OG0000674	Syat.g_00432	Prbm.g_00932
OG0000675	Syat.g_00433	Prbm.g_00933
OG0000676	Syat.g_00436	Prbm.g_00935
OG0000677	Syat.g_00437	Prbm.g_00936
OG0000678	Syat.g_00439	Prbm.g_00939
OG0000679	Syat.g_00448	Prbm.g_00943
OG0000680	Syat.g_00449	Prbm.g_00944
OG0000681	Syat.g_00452	Prbm.g_00946
OG0000682	Syat.g_00453	Prbm.g_00947
OG0000683	Syat.g_00454	Prbm.g_00948
OG0000684	Syat.g_00457	Prbm.g_00793
OG0000685	Syat.g_02571	Prbm.g_00795
OG0000686	Syat.g_00459	Prbm.g_00796
OG0000687	Syat.g_00460	Prbm.g_00797
OG0000688	Syat.g_00463	Prbm.g_00800
OG0000689	Syat.g_00465	Prbm.g_00801
OG0000690	Syat.g_00466	Prbm.g_00802
OG0000691	Syat.g_00467	Prbm.g_00803
OG0000692	Syat.g_00469	Prbm.g_00805
OG0000693	Syat.g_00471	Prbm.g_00806
OG0000694	Syat.g_00472	Prbm.g_00807
OG0000695	Syat.g_00619	Prbm.g_00963
OG0000696	Syat.g_00618	Prbm.g_00964
OG0000697	Syat.g_00616	Prbm.g_00965
OG0000698	Syat.g_00613	Prbm.g_00968
OG0000699	Syat.g_00611	Prbm.g_00969
OG0000700	Syat.g_00610	Prbm.g_00970
OG0000701	Syat.g_00609	Prbm.g_00971
OG0000702	Syat.g_00606	Prbm.g_00973
OG0000703	Syat.g_00601	Prbm.g_00974
OG0000704	Syat.g_00599	Prbm.g_00975
OG0000705	Syat.g_00592	Prbm.g_00981
OG0000706	Syat.g_00591	Prbm.g_00982
OG0000707	Syat.g_00590	Prbm.g_00983
OG0000708	Syat.g_00587	Prbm.g_00985
OG0000709	Syat.g_00573	Prbm.g_00989
OG0000710	Syat.g_00567	Prbm.g_00992
OG0000711	Syat.g_00539	Prbm.g_01007
OG0000712	Syat.g_00537	Prbm.g_01009
OG0000713	Syat.g_00536	Prbm.g_01010
OG0000714	Syat.g_00532	Prbm.g_01011
OG0000715	Syat.g_00530	Prbm.g_01013
OG0000716	Syat.g_00527	Prbm.g_01014
OG0000717	Syat.g_00526	Prbm.g_01015
OG0000718	Syat.g_00522	Prbm.g_01031
OG0000719	Syat.g_00712	Prbm.g_01032
OG0000720	Syat.g_00699	Prbm.g_01042
OG0000721	Syat.g_00697	Prbm.g_01043
OG0000722	Syat.g_00696	Prbm.g_01044
OG0000723	Syat.g_00686	Prbm.g_01048
OG0000724	Syat.g_00782	Prbm.g_01059
OG0000725	Syat.g_00810	Prbm.g_00887
OG0000726	Syat.g_00811	Prbm.g_00886
OG0000727	Syat.g_00812	Prbm.g_00885
OG0000728	Syat.g_00814	Prbm.g_00883
OG0000729	Syat.g_02224	Prbm.g_02104
OG0000730	Syat.g_01617	Prbm.g_00398
OG0000731	Syat.g_01605	Prbm.g_00406
OG0000732	Syat.g_02290	Prbm.g_02166
OG0000733	Syat.g_03285	Prbm.g_01911
OG0000734	Syat.g_01579	Prbm.g_01565
OG0000735	Syat.g_03235	Prbm.g_01563
OG0000736	Syat.g_03236	Prbm.g_01562
OG0000737	Syat.g_03237	Prbm.g_01561
OG0000738	Syat.g_03251	Prbm.g_01557
OG0000739	Syat.g_03252	Prbm.g_01556
OG0000740	Syat.g_03253	Prbm.g_01555
OG0000741	Syat.g_03256	Prbm.g_01553
OG0000742	Syat.g_03259	Prbm.g_01550
OG0000743	Syat.g_03262	Prbm.g_01548
OG0000744	Syat.g_03263	Prbm.g_01547
OG0000745	Syat.g_03266	Prbm.g_01545
OG0000746	Syat.g_00314	Prbm.g_01543
OG0000747	Syat.g_00313	Prbm.g_01542
OG0000748	Syat.g_00305	Prbm.g_01538
OG0000749	Syat.g_00303	Prbm.g_01537
OG0000750	Syat.g_00302	Prbm.g_01536
OG0000751	Syat.g_00296	Prbm.g_01533
OG0000752	Syat.g_00294	Prbm.g_01531
OG0000753	Syat.g_00291	Prbm.g_01529
OG0000754	Syat.g_00250	Prbm.g_01525
OG0000755	Syat.g_00217	Prbm.g_01520
OG0000756	Syat.g_00216	Prbm.g_01519
OG0000757	Syat.g_00205	Prbm.g_01512
OG0000758	Syat.g_00204	Prbm.g_01511
OG0000759	Syat.g_00203	Prbm.g_01510
OG0000760	Syat.g_00202	Prbm.g_01509
OG0000761	Syat.g_00201	Prbm.g_01508
OG0000762	Syat.g_00199	Prbm.g_01507
OG0000763	Syat.g_00924	Prbm.g_01505
OG0000764	Syat.g_00923	Prbm.g_01504
OG0000765	Syat.g_00897	Prbm.g_01496
OG0000766	Syat.g_00896	Prbm.g_01495
OG0000767	Syat.g_00894	Prbm.g_01494
OG0000768	Syat.g_00893	Prbm.g_01493
OG0000769	Syat.g_00891	Prbm.g_01491
OG0000770	Syat.g_00886	Prbm.g_01490
OG0000771	Syat.g_00788	Prbm.g_01054
OG0000772	Syat.g_01768	Prbm.g_01356
OG0000773	Syat.g_01114	Prbm.g_01602
OG0000774	Syat.g_01146	Prbm.g_01605
OG0000775	Syat.g_01148	Prbm.g_01606
OG0000776	Syat.g_01149	Prbm.g_01607
OG0000777	Syat.g_01150	Prbm.g_01608
OG0000778	Syat.g_01151	Prbm.g_01609
OG0000779	Syat.g_01154	Prbm.g_01613
OG0000780	Syat.g_01157	Prbm.g_01614
OG0000781	Syat.g_01161	Prbm.g_01616
OG0000782	Syat.g_01162	Prbm.g_01617
OG0000783	Syat.g_01163	Prbm.g_01618
OG0000784	Syat.g_01164	Prbm.g_01619
OG0000785	Syat.g_01166	Prbm.g_01621
OG0000786	Syat.g_01170	Prbm.g_01624
OG0000787	Syat.g_01171	Prbm.g_01625
OG0000788	Syat.g_00087	Prbm.g_00777
OG0000789	Syat.g_00845	Prbm.g_01051
OG0000790	Syat.g_01300	Prbm.g_01665
OG0000791	Syat.g_01302	Prbm.g_01667
OG0000792	Syat.g_01303	Prbm.g_01668
OG0000793	Syat.g_01412	Prbm.g_01671
OG0000794	Syat.g_01414	Prbm.g_01672
OG0000795	Syat.g_01416	Prbm.g_01673
OG0000796	Syat.g_01422	Prbm.g_01677
OG0000797	Syat.g_01423	Prbm.g_01678
OG0000799	Syat.g_01256	Prbm.g_01691
OG0000800	Syat.g_01255	Prbm.g_01692
OG0000801	Syat.g_01253	Prbm.g_01693
OG0000802	Syat.g_01245	Prbm.g_01695
OG0000803	Syat.g_01241	Prbm.g_01697
OG0000804	Syat.g_01238	Prbm.g_01698
OG0000805	Syat.g_01236	Prbm.g_01700
OG0000806	Syat.g_01234	Prbm.g_01702
OG0000807	Syat.g_01233	Prbm.g_01703
OG0000808	Syat.g_01232	Prbm.g_01704
OG0000809	Syat.g_01229	Prbm.g_01708
OG0000810	Syat.g_01228	Prbm.g_01709
OG0000811	Syat.g_01186	Prbm.g_01713
OG0000812	Syat.g_01182	Prbm.g_01715
OG0000813	Syat.g_01181	Prbm.g_01716
OG0000814	Syat.g_01179	Prbm.g_01718
OG0000815	Syat.g_01177	Prbm.g_01719
OG0000816	Syat.g_01175	Prbm.g_01721
OG0000817	Syat.g_01279	Prbm.g_01722
OG0000818	Syat.g_01325	Prbm.g_01726
OG0000819	Syat.g_01326	Prbm.g_01727
OG0000820	Syat.g_01327	Prbm.g_01728
OG0000821	Syat.g_01333	Prbm.g_01731
OG0000822	Syat.g_01335	Prbm.g_01732
OG0000823	Syat.g_01336	Prbm.g_01733
OG0000824	Syat.g_01342	Prbm.g_01736
OG0000825	Syat.g_01343	Prbm.g_01737
OG0000826	Syat.g_01344	Prbm.g_01738
OG0000827	Syat.g_01345	Prbm.g_01739
OG0000828	Syat.g_01348	Prbm.g_01742
OG0000829	Syat.g_01349	Prbm.g_01743
OG0000830	Syat.g_01350	Prbm.g_01744
OG0000831	Syat.g_01353	Prbm.g_01746
OG0000832	Syat.g_02982	Prbm.g_01756
OG0000833	Syat.g_03072	Prbm.g_01764
OG0000834	Syat.g_03073	Prbm.g_01765
OG0000835	Syat.g_03075	Prbm.g_01766
OG0000836	Syat.g_03078	Prbm.g_01768
OG0000837	Syat.g_03079	Prbm.g_01769
OG0000838	Syat.g_03083	Prbm.g_01771
OG0000839	Syat.g_03084	Prbm.g_01772
OG0000840	Syat.g_03085	Prbm.g_01773
OG0000841	Syat.g_03086	Prbm.g_01774
OG0000842	Syat.g_03087	Prbm.g_01775
OG0000843	Syat.g_03088	Prbm.g_01776
OG0000844	Syat.g_03090	Prbm.g_01777
OG0000845	Syat.g_03091	Prbm.g_01778
OG0000846	Syat.g_03092	Prbm.g_01779
OG0000847	Syat.g_03093	Prbm.g_01780
OG0000848	Syat.g_03095	Prbm.g_01781
OG0000849	Syat.g_03096	Prbm.g_01782
OG0000850	Syat.g_03098	Prbm.g_01784
OG0000851	Syat.g_03101	Prbm.g_01785
OG0000852	Syat.g_03102	Prbm.g_01786
OG0000853	Syat.g_03106	Prbm.g_01791
OG0000854	Syat.g_03108	Prbm.g_01793
OG0000855	Syat.g_03109	Prbm.g_01794
OG0000856	Syat.g_03305	Prbm.g_01685
OG0000857	Syat.g_00500	Prbm.g_00830
OG0000858	Syat.g_03114	Prbm.g_01835
OG0000859	Syat.g_03115	Prbm.g_01836
OG0000860	Syat.g_03126	Prbm.g_01843
OG0000861	Syat.g_03127	Prbm.g_01844
OG0000862	Syat.g_03136	Prbm.g_01845
OG0000863	Syat.g_03138	Prbm.g_01846
OG0000864	Syat.g_03139	Prbm.g_01847
OG0000865	Syat.g_03140	Prbm.g_01848
OG0000866	Syat.g_03141	Prbm.g_01849
OG0000867	Syat.g_03142	Prbm.g_01850
OG0000868	Syat.g_03067	Prbm.g_01851
OG0000869	Syat.g_03054	Prbm.g_01854
OG0000870	Syat.g_03049	Prbm.g_01859
OG0000871	Syat.g_03048	Prbm.g_01860
OG0000872	Syat.g_03042	Prbm.g_01861
OG0000873	Syat.g_03039	Prbm.g_01864
OG0000874	Syat.g_03037	Prbm.g_01867
OG0000875	Syat.g_03035	Prbm.g_01869
OG0000876	Syat.g_00745	Prbm.g_01870
OG0000877	Syat.g_03024	Prbm.g_01872
OG0000878	Syat.g_03023	Prbm.g_01873
OG0000879	Syat.g_03022	Prbm.g_01874
OG0000880	Syat.g_03021	Prbm.g_01875
OG0000881	Syat.g_03016	Prbm.g_01878
OG0000882	Syat.g_03011	Prbm.g_01883
OG0000883	Syat.g_03007	Prbm.g_01885
OG0000884	Syat.g_03005	Prbm.g_01887
OG0000885	Syat.g_03004	Prbm.g_01888
OG0000886	Syat.g_03003	Prbm.g_01889
OG0000887	Syat.g_03002	Prbm.g_01890
OG0000888	Syat.g_03000	Prbm.g_01892
OG0000889	Syat.g_02997	Prbm.g_01894
OG0000890	Syat.g_02994	Prbm.g_01895
OG0000891	Syat.g_02993	Prbm.g_01896
OG0000892	Syat.g_02992	Prbm.g_01898
OG0000893	Syat.g_01864	Prbm.g_01948
OG0000894	Syat.g_01860	Prbm.g_01951
OG0000895	Syat.g_01856	Prbm.g_01954
OG0000896	Syat.g_01855	Prbm.g_01955
OG0000897	Syat.g_01853	Prbm.g_01957
OG0000898	Syat.g_01852	Prbm.g_01958
OG0000899	Syat.g_01851	Prbm.g_01959
OG0000900	Syat.g_01850	Prbm.g_01960
OG0000901	Syat.g_01845	Prbm.g_01963
OG0000902	Syat.g_01843	Prbm.g_01965
OG0000903	Syat.g_01830	Prbm.g_01975
OG0000904	Syat.g_01834	Prbm.g_01970
OG0000905	Syat.g_01839	Prbm.g_01967
OG0000906	Syat.g_01841	Prbm.g_01966
OG0000907	Syat.g_01828	Prbm.g_01990
OG0000908	Syat.g_01825	Prbm.g_01993
OG0000909	Syat.g_01824	Prbm.g_01994
OG0000910	Syat.g_01823	Prbm.g_01995
OG0000911	Syat.g_01821	Prbm.g_01997
OG0000912	Syat.g_01820	Prbm.g_01998
OG0000913	Syat.g_01819	Prbm.g_01999
OG0000914	Syat.g_01818	Prbm.g_02000
OG0000915	Syat.g_01816	Prbm.g_02001
OG0000916	Syat.g_01815	Prbm.g_02002
OG0000917	Syat.g_01814	Prbm.g_02003
OG0000918	Syat.g_01813	Prbm.g_02004
OG0000919	Syat.g_01812	Prbm.g_02005
OG0000920	Syat.g_01811	Prbm.g_02006
OG0000921	Syat.g_01810	Prbm.g_02007
OG0000922	Syat.g_01809	Prbm.g_02008
OG0000923	Syat.g_01805	Prbm.g_02012
OG0000924	Syat.g_01804	Prbm.g_02013
OG0000925	Syat.g_01803	Prbm.g_02014
OG0000926	Syat.g_01802	Prbm.g_02015
OG0000927	Syat.g_01800	Prbm.g_02017
OG0000928	Syat.g_01799	Prbm.g_02018
OG0000929	Syat.g_01798	Prbm.g_02019
OG0000930	Syat.g_01797	Prbm.g_02020
OG0000931	Syat.g_01796	Prbm.g_02021
OG0000932	Syat.g_01794	Prbm.g_02022
OG0000933	Syat.g_01788	Prbm.g_02026
OG0000934	Syat.g_01786	Prbm.g_02028
OG0000935	Syat.g_01665	Prbm.g_02029
OG0000936	Syat.g_01664	Prbm.g_02030
OG0000937	Syat.g_01663	Prbm.g_02031
OG0000938	Syat.g_01659	Prbm.g_02034
OG0000939	Syat.g_01658	Prbm.g_02035
OG0000940	Syat.g_01651	Prbm.g_02042
OG0000941	Syat.g_01649	Prbm.g_02044
OG0000942	Syat.g_01647	Prbm.g_02046
OG0000943	Syat.g_01646	Prbm.g_02048
OG0000944	Syat.g_01644	Prbm.g_02050
OG0000945	Syat.g_01643	Prbm.g_02051
OG0000946	Syat.g_01633	Prbm.g_02057
OG0000947	Syat.g_01630	Prbm.g_02059
OG0000948	Syat.g_01629	Prbm.g_02060
OG0000949	Syat.g_02142	Prbm.g_02063
OG0000950	Syat.g_02152	Prbm.g_02068
OG0000951	Syat.g_02157	Prbm.g_02072
OG0000952	Syat.g_02162	Prbm.g_02076
OG0000953	Syat.g_02166	Prbm.g_02080
OG0000954	Syat.g_02187	Prbm.g_02084
OG0000955	Syat.g_02188	Prbm.g_02085
OG0000956	Syat.g_02191	Prbm.g_02087
OG0000957	Syat.g_02204	Prbm.g_02092
OG0000958	Syat.g_02205	Prbm.g_02093
OG0000959	Syat.g_02212	Prbm.g_02097
OG0000960	Syat.g_02213	Prbm.g_02098
OG0000961	Syat.g_02873	Prbm.g_02101
OG0000962	Syat.g_02223	Prbm.g_02103
OG0000963	Syat.g_02226	Prbm.g_02107
OG0000964	Syat.g_02227	Prbm.g_02108
OG0000965	Syat.g_02228	Prbm.g_02109
OG0000966	Syat.g_02259	Prbm.g_02144
OG0000967	Syat.g_02263	Prbm.g_02148
OG0000968	Syat.g_02269	Prbm.g_02150
OG0000969	Syat.g_02271	Prbm.g_02151
OG0000970	Syat.g_02272	Prbm.g_02152
OG0000971	Syat.g_02274	Prbm.g_02153
OG0000972	Syat.g_02275	Prbm.g_02154
OG0000973	Syat.g_02276	Prbm.g_02155
OG0000974	Syat.g_02277	Prbm.g_02156
OG0000975	Syat.g_02278	Prbm.g_02157
OG0000976	Syat.g_02279	Prbm.g_02158
OG0000977	Syat.g_02281	Prbm.g_02159
OG0000978	Syat.g_02283	Prbm.g_02160
OG0000979	Syat.g_02286	Prbm.g_02163
OG0000980	Syat.g_02289	Prbm.g_02165
OG0000981	Syat.g_02292	Prbm.g_02168
OG0000982	Syat.g_02691	Prbm.g_02170
OG0000983	Syat.g_02690	Prbm.g_02171
OG0000984	Syat.g_02689	Prbm.g_02172
OG0000985	Syat.g_02685	Prbm.g_02175
OG0000986	Syat.g_02680	Prbm.g_02177
OG0000987	Syat.g_02678	Prbm.g_02178
OG0000988	Syat.g_02672	Prbm.g_02181
OG0000989	Syat.g_02657	Prbm.g_02185
OG0000990	Syat.g_02500	Prbm.g_02190
OG0000991	Syat.g_02503	Prbm.g_02191
OG0000992	Syat.g_02507	Prbm.g_02194
OG0000993	Syat.g_02508	Prbm.g_02195
OG0000994	Syat.g_02512	Prbm.g_02196
OG0000995	Syat.g_02517	Prbm.g_02200
OG0000996	Syat.g_02446	Prbm.g_02201
OG0000997	Syat.g_02417	Prbm.g_02208
OG0000998	Syat.g_02415	Prbm.g_02210
OG0000999	Syat.g_02414	Prbm.g_02211
OG0001001	Syat.g_02400	Prbm.g_02217
OG0001002	Syat.g_02394	Prbm.g_02222
OG0001003	Syat.g_02392	Prbm.g_02225
OG0001004	Syat.g_02391	Prbm.g_02226
OG0001005	Syat.g_02390	Prbm.g_02227
OG0001006	Syat.g_02378	Prbm.g_02231
OG0001007	Syat.g_02376	Prbm.g_02233
OG0001008	Syat.g_02971	Prbm.g_00447
OG0001009	Syat.g_02311	Prbm.g_00027
OG0001010	Syat.g_02310	Prbm.g_00028
OG0001011	Syat.g_02308	Prbm.g_00029
OG0001012	Syat.g_01004	Prbm.g_00052
OG0001013	Syat.g_02716	Prbm.g_00057
OG0001014	Syat.g_02721	Prbm.g_00060
OG0001015	Syat.g_02722	Prbm.g_00061
OG0001016	Syat.g_01474	Prbm.g_00130
OG0001017	Syat.g_01480	Prbm.g_00134
OG0001018	Syat.g_01482	Prbm.g_00137
OG0001019	Syat.g_01532	Prbm.g_00146
OG0001020	Syat.g_01539	Prbm.g_00147
OG0001021	Syat.g_01552	Prbm.g_00148
OG0001022	Syat.g_01555	Prbm.g_00151
OG0001023	Syat.g_01556	Prbm.g_00152
OG0001024	Syat.g_01560	Prbm.g_00155
OG0001025	Syat.g_01566	Prbm.g_00162
OG0001026	Syat.g_01582	Prbm.g_00170
OG0001027	Syat.g_02947	Prbm.g_00171
OG0001028	Syat.g_02944	Prbm.g_00173
OG0001029	Syat.g_02942	Prbm.g_00175
OG0001030	Syat.g_02922	Prbm.g_00191
OG0001031	Syat.g_02836	Prbm.g_00246
OG0001032	Syat.g_02834	Prbm.g_00247
OG0001033	Syat.g_02784	Prbm.g_00267
OG0001034	Syat.g_01448	Prbm.g_00296
OG0001035	Syat.g_01885	Prbm.g_00313
OG0001036	Syat.g_01939	Prbm.g_00318
OG0001037	Syat.g_01941	Prbm.g_00319
OG0001038	Syat.g_02058	Prbm.g_00335
OG0001039	Syat.g_02061	Prbm.g_00337
OG0001040	Syat.g_02064	Prbm.g_00340
OG0001041	Syat.g_02070	Prbm.g_00344
OG0001042	Syat.g_02100	Prbm.g_00360
OG0001043	Syat.g_02103	Prbm.g_00361
OG0001044	Syat.g_01615	Prbm.g_00399
OG0001045	Syat.g_01602	Prbm.g_00408
OG0001046	Syat.g_00552	Prbm.g_01121
OG0001047	Syat.g_02973	Prbm.g_00449
OG0001048	Syat.g_02974	Prbm.g_00450
OG0001049	Syat.g_01290	Prbm.g_00452
OG0001050	Syat.g_01289	Prbm.g_00453
OG0001051	Syat.g_01288	Prbm.g_00454
OG0001052	Syat.g_01375	Prbm.g_00497
OG0001053	Syat.g_03173	Prbm.g_00509
OG0001054	Syat.g_03192	Prbm.g_00523
OG0001055	Syat.g_03224	Prbm.g_00551
OG0001056	Syat.g_03275	Prbm.g_00569
OG0001057	Syat.g_00102	Prbm.g_00574
OG0001058	Syat.g_00079	Prbm.g_00582
OG0001059	Syat.g_00075	Prbm.g_00586
OG0001061	Syat.g_00051	Prbm.g_00606
OG0001062	Syat.g_00048	Prbm.g_00608
OG0001063	Syat.g_00042	Prbm.g_00609
OG0001064	Syat.g_00041	Prbm.g_00610
OG0001065	Syat.g_00040	Prbm.g_00611
OG0001066	Syat.g_00039	Prbm.g_00612
OG0001067	Syat.g_00038	Prbm.g_00613
OG0001068	Syat.g_00037	Prbm.g_00614
OG0001069	Syat.g_00036	Prbm.g_00615
OG0001070	Syat.g_00032	Prbm.g_00617
OG0001071	Syat.g_00031	Prbm.g_00618
OG0001072	Syat.g_00028	Prbm.g_00619
OG0001073	Syat.g_00009	Prbm.g_00634
OG0001074	Syat.g_01015	Prbm.g_00646
OG0001075	Syat.g_01037	Prbm.g_00647
OG0001076	Syat.g_03315	Prbm.g_00654
OG0001077	Syat.g_03290	Prbm.g_00659
OG0001078	Syat.g_00118	Prbm.g_00667
OG0001079	Syat.g_00378	Prbm.g_00678
OG0001080	Syat.g_00368	Prbm.g_00684
OG0001081	Syat.g_00366	Prbm.g_00686
OG0001082	Syat.g_00365	Prbm.g_00687
OG0001083	Syat.g_00390	Prbm.g_00692
OG0001084	Syat.g_00391	Prbm.g_00693
OG0001085	Syat.g_00408	Prbm.g_00703
OG0001086	Syat.g_00410	Prbm.g_00704
OG0001087	Syat.g_03277	Prbm.g_00725
OG0001088	Syat.g_02496	Prbm.g_00726
OG0001089	Syat.g_00818	Prbm.g_00734
OG0001090	Syat.g_00659	Prbm.g_00743
OG0001091	Syat.g_00661	Prbm.g_00745
OG0001092	Syat.g_00663	Prbm.g_00746
OG0001093	Syat.g_00669	Prbm.g_00751
OG0001094	Syat.g_00473	Prbm.g_00808
OG0001095	Syat.g_00497	Prbm.g_00827
OG0001096	Syat.g_00516	Prbm.g_00842
OG0001097	Syat.g_00743	Prbm.g_00860
OG0001098	Syat.g_01672	Prbm.g_00877
OG0001099	Syat.g_02943	Prbm.g_00914
OG0001100	Syat.g_00418	Prbm.g_00921
OG0001101	Syat.g_00420	Prbm.g_00923
OG0001102	Syat.g_00423	Prbm.g_00926
OG0001103	Syat.g_00425	Prbm.g_00928
OG0001104	Syat.g_00458	Prbm.g_00794
OG0001105	Syat.g_00461	Prbm.g_00798
OG0001106	Syat.g_00598	Prbm.g_00976
OG0001107	Syat.g_00580	Prbm.g_00986
OG0001108	Syat.g_00570	Prbm.g_00990
OG0001109	Syat.g_00568	Prbm.g_00991
OG0001110	Syat.g_00566	Prbm.g_00993
OG0001111	Syat.g_00564	Prbm.g_00994
OG0001112	Syat.g_00562	Prbm.g_00995
OG0001113	Syat.g_00561	Prbm.g_00996
OG0001114	Syat.g_00560	Prbm.g_00997
OG0001115	Syat.g_00557	Prbm.g_00999
OG0001116	Syat.g_00555	Prbm.g_01000
OG0001117	Syat.g_00554	Prbm.g_01001
OG0001118	Syat.g_00553	Prbm.g_01002
OG0001119	Syat.g_00551	Prbm.g_01003
OG0001120	Syat.g_00546	Prbm.g_01004
OG0001122	Syat.g_00711	Prbm.g_01033
OG0001123	Syat.g_00704	Prbm.g_01037
OG0001124	Syat.g_00702	Prbm.g_01039
OG0001125	Syat.g_00700	Prbm.g_01041
OG0001126	Syat.g_00790	Prbm.g_01052
OG0001127	Syat.g_00789	Prbm.g_01053
OG0001128	Syat.g_00786	Prbm.g_01056
OG0001129	Syat.g_00784	Prbm.g_01057
OG0001130	Syat.g_00783	Prbm.g_01058
OG0001131	Syat.g_01674	Prbm.g_00894
OG0001132	Syat.g_00965	Prbm.g_01103
OG0001133	Syat.g_03311	Prbm.g_01079
OG0001136	Syat.g_03257	Prbm.g_01552
OG0001137	Syat.g_00306	Prbm.g_01539
OG0001138	Syat.g_00214	Prbm.g_01518
OG0001139	Syat.g_00209	Prbm.g_01516
OG0001140	Syat.g_00208	Prbm.g_01515
OG0001141	Syat.g_00207	Prbm.g_01514
OG0001142	Syat.g_00206	Prbm.g_01513
OG0001143	Syat.g_00925	Prbm.g_01506
