Orthogroup	Syat	Prac
OG0000609	Syat.g_00344	Prac.g_00712
OG0000610	Syat.g_00399	Prac.g_00707
OG0000611	Syat.g_00402	Prac.g_00704
OG0000612	Syat.g_00403	Prac.g_00703
OG0000613	Syat.g_02129	Prac.g_00698
OG0000614	Syat.g_01084	Prac.g_00679
OG0000615	Syat.g_00442	Prac.g_00671
OG0000616	Syat.g_02397	Prac.g_00667
OG0000617	Syat.g_00665	Prac.g_01554
OG0000618	Syat.g_00666	Prac.g_01553
OG0000619	Syat.g_00667	Prac.g_01552
OG0000620	Syat.g_02591	Prac.g_01549
OG0000621	Syat.g_02590	Prac.g_01548
OG0000622	Syat.g_02572	Prac.g_01547
OG0000623	Syat.g_00672	Prac.g_01546
OG0000624	Syat.g_00673	Prac.g_01545
OG0000625	Syat.g_00674	Prac.g_01544
OG0000626	Syat.g_00675	Prac.g_01543
OG0000627	Syat.g_00641	Prac.g_01542
OG0000628	Syat.g_00640	Prac.g_01541
OG0000629	Syat.g_00637	Prac.g_01540
OG0000630	Syat.g_00631	Prac.g_01537
OG0000631	Syat.g_00624	Prac.g_01484
OG0000632	Syat.g_00623	Prac.g_01483
OG0000633	Syat.g_00622	Prac.g_01482
OG0000634	Syat.g_00475	Prac.g_01479
OG0000635	Syat.g_00476	Prac.g_01478
OG0000636	Syat.g_00478	Prac.g_01476
OG0000637	Syat.g_00480	Prac.g_01474
OG0000638	Syat.g_00481	Prac.g_01473
OG0000639	Syat.g_00482	Prac.g_01472
OG0000640	Syat.g_00483	Prac.g_01471
OG0000641	Syat.g_00488	Prac.g_01467
OG0000642	Syat.g_00489	Prac.g_01466
OG0000643	Syat.g_00494	Prac.g_01465
OG0000644	Syat.g_00495	Prac.g_01464
OG0000645	Syat.g_00496	Prac.g_01463
OG0000646	Syat.g_00499	Prac.g_01461
OG0000647	Syat.g_00501	Prac.g_01460
OG0000648	Syat.g_00504	Prac.g_01458
OG0000649	Syat.g_00505	Prac.g_01457
OG0000650	Syat.g_00506	Prac.g_01456
OG0000651	Syat.g_00507	Prac.g_01455
OG0000652	Syat.g_00508	Prac.g_01454
OG0000653	Syat.g_00510	Prac.g_01452
OG0000654	Syat.g_00514	Prac.g_01451
OG0000655	Syat.g_00515	Prac.g_01450
OG0000656	Syat.g_00518	Prac.g_01447
OG0000657	Syat.g_00720	Prac.g_01440
OG0000658	Syat.g_00723	Prac.g_01439
OG0000659	Syat.g_00724	Prac.g_01438
OG0000660	Syat.g_00740	Prac.g_01434
OG0000661	Syat.g_00742	Prac.g_01432
OG0000662	Syat.g_00746	Prac.g_01430
OG0000663	Syat.g_00749	Prac.g_01428
OG0000664	Syat.g_00752	Prac.g_01427
OG0000665	Syat.g_03302	Prac.g_01423
OG0000666	Syat.g_01415	Prac.g_01422
OG0000667	Syat.g_00958, Syat.g_03278	Prac.g_01418
OG0000668	Syat.g_00710	Prac.g_01401
OG0000669	Syat.g_00416	Prac.g_01393
OG0000670	Syat.g_00419	Prac.g_01391
OG0000671	Syat.g_00421	Prac.g_01389
OG0000672	Syat.g_00424	Prac.g_01386
OG0000673	Syat.g_00430	Prac.g_01383
OG0000674	Syat.g_00432	Prac.g_01381
OG0000675	Syat.g_00433	Prac.g_01380
OG0000676	Syat.g_00436	Prac.g_01378
OG0000677	Syat.g_00437	Prac.g_01377
OG0000678	Syat.g_00439	Prac.g_01375
OG0000679	Syat.g_00448	Prac.g_01371
OG0000680	Syat.g_00449	Prac.g_01370
OG0000681	Syat.g_00452	Prac.g_01368
OG0000682	Syat.g_00453	Prac.g_01367
OG0000683	Syat.g_00454	Prac.g_01366
OG0000684	Syat.g_00457	Prac.g_01365
OG0000685	Syat.g_02571	Prac.g_01363
OG0000686	Syat.g_00459	Prac.g_01362
OG0000687	Syat.g_00460	Prac.g_01361
OG0000688	Syat.g_00463	Prac.g_01358
OG0000689	Syat.g_00465	Prac.g_01357
OG0000690	Syat.g_00466	Prac.g_01356
OG0000691	Syat.g_00467	Prac.g_01355
OG0000692	Syat.g_00469	Prac.g_01353
OG0000693	Syat.g_00471	Prac.g_01352
OG0000694	Syat.g_00472	Prac.g_01351
OG0000695	Syat.g_00619	Prac.g_01349
OG0000696	Syat.g_00618	Prac.g_01348
OG0000697	Syat.g_00616	Prac.g_01347
OG0000698	Syat.g_00613	Prac.g_01344
OG0000699	Syat.g_00611	Prac.g_01343
OG0000700	Syat.g_00610	Prac.g_01342
OG0000701	Syat.g_00609	Prac.g_01341
OG0000702	Syat.g_00606	Prac.g_01339
OG0000703	Syat.g_00601	Prac.g_01338
OG0000704	Syat.g_00599	Prac.g_01337
OG0000705	Syat.g_00592	Prac.g_01333
OG0000706	Syat.g_00591	Prac.g_01332
OG0000707	Syat.g_00590	Prac.g_01331
OG0000708	Syat.g_00587	Prac.g_01330
OG0000709	Syat.g_00573	Prac.g_01326
OG0000710	Syat.g_00567	Prac.g_01323
OG0000711	Syat.g_00539	Prac.g_01307
OG0000712	Syat.g_00537	Prac.g_01305
OG0000713	Syat.g_00536	Prac.g_01304
OG0000714	Syat.g_00532	Prac.g_01303
OG0000715	Syat.g_00530	Prac.g_01301
OG0000716	Syat.g_00527	Prac.g_01299
OG0000717	Syat.g_00526	Prac.g_01298
OG0000718	Syat.g_00522	Prac.g_01287
OG0000719	Syat.g_00712	Prac.g_01285
OG0000720	Syat.g_00699	Prac.g_01276
OG0000721	Syat.g_00697	Prac.g_01274
OG0000722	Syat.g_00696	Prac.g_01273
OG0000723	Syat.g_00686	Prac.g_01270
OG0000724	Syat.g_00782	Prac.g_01261
OG0000725	Syat.g_00810	Prac.g_01255
OG0000726	Syat.g_00811	Prac.g_01254
OG0000727	Syat.g_00812	Prac.g_01253
OG0000728	Syat.g_00814	Prac.g_01251
OG0000729	Syat.g_02224	Prac.g_01205
OG0000730	Syat.g_01617	Prac.g_01046
OG0000731	Syat.g_01605	Prac.g_01042
OG0000732	Syat.g_02290	Prac.g_01036
OG0000733	Syat.g_03285	Prac.g_01017
OG0000734	Syat.g_01579	Prac.g_01000
OG0000735	Syat.g_03235	Prac.g_00998
OG0000736	Syat.g_03236	Prac.g_00997
OG0000737	Syat.g_03237	Prac.g_00996
OG0000738	Syat.g_03251	Prac.g_00992
OG0000739	Syat.g_03252	Prac.g_00991
OG0000740	Syat.g_03253	Prac.g_00990
OG0000741	Syat.g_03256	Prac.g_00989
OG0000742	Syat.g_03259	Prac.g_00986
OG0000743	Syat.g_03262	Prac.g_00984
OG0000744	Syat.g_03263	Prac.g_00983
OG0000745	Syat.g_03266	Prac.g_00982
OG0000746	Syat.g_00314	Prac.g_00980
OG0000747	Syat.g_00313	Prac.g_00979
OG0000748	Syat.g_00305	Prac.g_00976
OG0000749	Syat.g_00303	Prac.g_00975
OG0000750	Syat.g_00302	Prac.g_00974
OG0000751	Syat.g_00296	Prac.g_00972
OG0000752	Syat.g_00294	Prac.g_00970
OG0000753	Syat.g_00291	Prac.g_00967
OG0000754	Syat.g_00250	Prac.g_00964
OG0000755	Syat.g_00217	Prac.g_00961
OG0000756	Syat.g_00216	Prac.g_00960
OG0000757	Syat.g_00205	Prac.g_00954
OG0000758	Syat.g_00204	Prac.g_00953
OG0000759	Syat.g_00203	Prac.g_00952
OG0000760	Syat.g_00202	Prac.g_00951
OG0000761	Syat.g_00201	Prac.g_00950
OG0000762	Syat.g_00199	Prac.g_00949
OG0000763	Syat.g_00924	Prac.g_00947
OG0000764	Syat.g_00923	Prac.g_00946
OG0000765	Syat.g_00897	Prac.g_00937
OG0000766	Syat.g_00896	Prac.g_00936
OG0000767	Syat.g_00894	Prac.g_00934
OG0000768	Syat.g_00893	Prac.g_00933
OG0000769	Syat.g_00891	Prac.g_00931
OG0000770	Syat.g_00886	Prac.g_00929
OG0000771	Syat.g_00788	Prac.g_00448
OG0000772	Syat.g_01768	Prac.g_00154
OG0000773	Syat.g_01114	Prac.g_00166
OG0000774	Syat.g_01146	Prac.g_00168
OG0000775	Syat.g_01148	Prac.g_00170
OG0000776	Syat.g_01149	Prac.g_00171
OG0000777	Syat.g_01150	Prac.g_00172
OG0000778	Syat.g_01151	Prac.g_00173
OG0000779	Syat.g_01154	Prac.g_00177
OG0000780	Syat.g_01157	Prac.g_00178
OG0000781	Syat.g_01161	Prac.g_00181
OG0000782	Syat.g_01162	Prac.g_00182
OG0000783	Syat.g_01163	Prac.g_00183
OG0000784	Syat.g_01164	Prac.g_00184
OG0000785	Syat.g_01166	Prac.g_00186
OG0000786	Syat.g_01170	Prac.g_00188
OG0000787	Syat.g_01171	Prac.g_00189
OG0000788	Syat.g_00087	Prac.g_00204
OG0000789	Syat.g_00845	Prac.g_00207
OG0000790	Syat.g_01300	Prac.g_00222
OG0000791	Syat.g_01302	Prac.g_00224
OG0000792	Syat.g_01303	Prac.g_00225
OG0000793	Syat.g_01412	Prac.g_00228
OG0000794	Syat.g_01414	Prac.g_00229
OG0000795	Syat.g_01416	Prac.g_00230
OG0000796	Syat.g_01422	Prac.g_00234
OG0000797	Syat.g_01423	Prac.g_00235
OG0000798	Syat.g_02057, Syat.g_01214	Prac.g_00262
OG0000799	Syat.g_01256	Prac.g_00429
OG0000800	Syat.g_01255	Prac.g_00428
OG0000801	Syat.g_01253	Prac.g_00427
OG0000802	Syat.g_01245	Prac.g_00425
OG0000803	Syat.g_01241	Prac.g_00423
OG0000804	Syat.g_01238	Prac.g_00422
OG0000805	Syat.g_01236	Prac.g_00420
OG0000806	Syat.g_01234	Prac.g_00418
OG0000807	Syat.g_01233	Prac.g_00417
OG0000808	Syat.g_01232	Prac.g_00416
OG0000809	Syat.g_01229	Prac.g_00413
OG0000810	Syat.g_01228	Prac.g_00412
OG0000811	Syat.g_01186	Prac.g_00408
OG0000812	Syat.g_01182	Prac.g_00406
OG0000813	Syat.g_01181	Prac.g_00405
OG0000814	Syat.g_01179	Prac.g_00403
OG0000815	Syat.g_01177	Prac.g_00402
OG0000816	Syat.g_01175	Prac.g_00400
OG0000817	Syat.g_01279	Prac.g_00399
OG0000818	Syat.g_01325	Prac.g_00394
OG0000819	Syat.g_01326	Prac.g_00393
OG0000820	Syat.g_01327	Prac.g_00392
OG0000821	Syat.g_01333	Prac.g_00388
OG0000822	Syat.g_01335	Prac.g_00387
OG0000823	Syat.g_01336	Prac.g_00386
OG0000824	Syat.g_01342	Prac.g_00383
OG0000825	Syat.g_01343	Prac.g_00382
OG0000826	Syat.g_01344	Prac.g_00381
OG0000827	Syat.g_01345	Prac.g_00380
OG0000828	Syat.g_01348	Prac.g_00377
OG0000829	Syat.g_01349	Prac.g_00376
OG0000830	Syat.g_01350	Prac.g_00375
OG0000831	Syat.g_01353	Prac.g_00373
OG0000832	Syat.g_02982	Prac.g_00367
OG0000833	Syat.g_03072	Prac.g_00359
OG0000834	Syat.g_03073	Prac.g_00358
OG0000835	Syat.g_03075	Prac.g_00357
OG0000836	Syat.g_03078	Prac.g_00356
OG0000837	Syat.g_03079	Prac.g_00355
OG0000838	Syat.g_03083	Prac.g_00353
OG0000839	Syat.g_03084	Prac.g_00352
OG0000840	Syat.g_03085	Prac.g_00351
OG0000841	Syat.g_03086	Prac.g_00350
OG0000842	Syat.g_03087	Prac.g_00349
OG0000843	Syat.g_03088	Prac.g_00348
OG0000844	Syat.g_03090	Prac.g_00347
OG0000845	Syat.g_03091	Prac.g_00346
OG0000846	Syat.g_03092	Prac.g_00345
OG0000847	Syat.g_03093	Prac.g_00344
OG0000848	Syat.g_03095	Prac.g_00343
OG0000849	Syat.g_03096	Prac.g_00342
OG0000850	Syat.g_03098	Prac.g_00340
OG0000851	Syat.g_03101	Prac.g_00339
OG0000852	Syat.g_03102	Prac.g_00338
OG0000853	Syat.g_03106	Prac.g_00334
OG0000854	Syat.g_03108	Prac.g_00332
OG0000855	Syat.g_03109	Prac.g_00331
OG0000856	Syat.g_03305	Prac.g_00317
OG0000857	Syat.g_00500	Prac.g_00288
OG0000858	Syat.g_03114	Prac.g_00631
OG0000859	Syat.g_03115	Prac.g_00630
OG0000860	Syat.g_03126	Prac.g_00623
OG0000861	Syat.g_03127	Prac.g_00622
OG0000862	Syat.g_03136	Prac.g_00621
OG0000863	Syat.g_03138	Prac.g_00619
OG0000864	Syat.g_03139	Prac.g_00618
OG0000865	Syat.g_03140	Prac.g_00617
OG0000866	Syat.g_03141	Prac.g_00616
OG0000867	Syat.g_03142	Prac.g_00615
OG0000868	Syat.g_03067	Prac.g_00614
OG0000869	Syat.g_03054	Prac.g_00610
OG0000870	Syat.g_03049	Prac.g_00605
OG0000871	Syat.g_03048	Prac.g_00604
OG0000872	Syat.g_03042	Prac.g_00603
OG0000873	Syat.g_03039	Prac.g_00600
OG0000874	Syat.g_03037	Prac.g_00597
OG0000875	Syat.g_03035	Prac.g_00596
OG0000876	Syat.g_00745	Prac.g_00595
OG0000877	Syat.g_03024	Prac.g_00593
OG0000878	Syat.g_03023	Prac.g_00592
OG0000879	Syat.g_03022	Prac.g_00591
OG0000880	Syat.g_03021	Prac.g_00590
OG0000881	Syat.g_03016	Prac.g_00586
OG0000882	Syat.g_03011	Prac.g_00581
OG0000883	Syat.g_03007	Prac.g_00580
OG0000884	Syat.g_03005	Prac.g_00578
OG0000885	Syat.g_03004	Prac.g_00577
OG0000886	Syat.g_03003	Prac.g_00576
OG0000887	Syat.g_03002	Prac.g_00575
OG0000888	Syat.g_03000	Prac.g_00573
OG0000889	Syat.g_02997	Prac.g_00571
OG0000890	Syat.g_02994	Prac.g_00570
OG0000891	Syat.g_02993	Prac.g_00569
OG0000892	Syat.g_02992	Prac.g_00471
OG0000893	Syat.g_01864	Prac.g_00476
OG0000894	Syat.g_01860	Prac.g_00478
OG0000895	Syat.g_01856	Prac.g_00481
OG0000896	Syat.g_01855	Prac.g_00482
OG0000897	Syat.g_01853	Prac.g_00484
OG0000898	Syat.g_01852	Prac.g_00485
OG0000899	Syat.g_01851	Prac.g_00486
OG0000900	Syat.g_01850	Prac.g_00487
OG0000901	Syat.g_01845	Prac.g_00490
OG0000902	Syat.g_01843	Prac.g_00492
OG0000903	Syat.g_01830	Prac.g_00495
OG0000904	Syat.g_01834	Prac.g_00497
OG0000905	Syat.g_01839	Prac.g_00502
OG0000906	Syat.g_01841	Prac.g_00503
OG0000907	Syat.g_01828	Prac.g_00506
OG0000908	Syat.g_01825	Prac.g_00509
OG0000909	Syat.g_01824	Prac.g_00510
OG0000910	Syat.g_01823	Prac.g_00511
OG0000911	Syat.g_01821	Prac.g_00513
OG0000912	Syat.g_01820	Prac.g_00514
OG0000913	Syat.g_01819	Prac.g_00515
OG0000914	Syat.g_01818	Prac.g_00516
OG0000915	Syat.g_01816	Prac.g_00517
OG0000916	Syat.g_01815	Prac.g_00518
OG0000917	Syat.g_01814	Prac.g_00519
OG0000918	Syat.g_01813	Prac.g_00520
OG0000919	Syat.g_01812	Prac.g_00521
OG0000920	Syat.g_01811	Prac.g_00522
OG0000921	Syat.g_01810	Prac.g_00523
OG0000922	Syat.g_01809	Prac.g_00524
OG0000923	Syat.g_01805	Prac.g_00528
OG0000924	Syat.g_01804	Prac.g_00529
OG0000925	Syat.g_01803	Prac.g_00530
OG0000926	Syat.g_01802	Prac.g_00531
OG0000927	Syat.g_01800	Prac.g_00533
OG0000928	Syat.g_01799	Prac.g_00534
OG0000929	Syat.g_01798	Prac.g_00535
OG0000930	Syat.g_01797	Prac.g_00536
OG0000931	Syat.g_01796	Prac.g_00537
OG0000932	Syat.g_01794	Prac.g_00538
OG0000933	Syat.g_01788	Prac.g_00542
OG0000934	Syat.g_01786	Prac.g_00544
OG0000935	Syat.g_01665	Prac.g_00545
OG0000936	Syat.g_01664	Prac.g_00546
OG0000937	Syat.g_01663	Prac.g_00547
OG0000938	Syat.g_01659	Prac.g_00549
OG0000939	Syat.g_01658	Prac.g_00550
OG0000940	Syat.g_01651	Prac.g_00556
OG0000941	Syat.g_01649	Prac.g_00558
OG0000942	Syat.g_01647	Prac.g_00560
OG0000943	Syat.g_01646	Prac.g_00561
OG0000944	Syat.g_01644	Prac.g_00562
OG0000945	Syat.g_01643	Prac.g_00563
OG0000946	Syat.g_01633	Prac.g_00005
OG0000947	Syat.g_01630	Prac.g_00007
OG0000948	Syat.g_01629	Prac.g_00008
OG0000949	Syat.g_02142	Prac.g_00011
OG0000950	Syat.g_02152	Prac.g_00016
OG0000951	Syat.g_02157	Prac.g_00020
OG0000952	Syat.g_02162	Prac.g_00024
OG0000953	Syat.g_02166	Prac.g_00027
OG0000954	Syat.g_02187	Prac.g_00031
OG0000955	Syat.g_02188	Prac.g_00032
OG0000956	Syat.g_02191	Prac.g_00034
OG0000957	Syat.g_02204	Prac.g_00039
OG0000958	Syat.g_02205	Prac.g_00040
OG0000959	Syat.g_02212	Prac.g_00044
OG0000960	Syat.g_02213	Prac.g_00045
OG0000961	Syat.g_02873	Prac.g_00047
OG0000962	Syat.g_02223	Prac.g_00049
OG0000963	Syat.g_02226	Prac.g_00052
OG0000964	Syat.g_02227	Prac.g_00053
OG0000965	Syat.g_02228	Prac.g_00054
OG0000966	Syat.g_02259	Prac.g_00061
OG0000967	Syat.g_02263	Prac.g_00065
OG0000968	Syat.g_02269	Prac.g_00067
OG0000969	Syat.g_02271	Prac.g_00068
OG0000970	Syat.g_02272	Prac.g_00069
OG0000971	Syat.g_02274	Prac.g_00070
OG0000972	Syat.g_02275	Prac.g_00071
OG0000973	Syat.g_02276	Prac.g_00072
OG0000974	Syat.g_02277	Prac.g_00073
OG0000975	Syat.g_02278	Prac.g_00074
OG0000976	Syat.g_02279	Prac.g_00075
OG0000977	Syat.g_02281	Prac.g_00076
OG0000978	Syat.g_02283	Prac.g_00077
OG0000979	Syat.g_02286	Prac.g_00080
OG0000980	Syat.g_02289	Prac.g_00082
OG0000981	Syat.g_02292	Prac.g_00084
OG0000982	Syat.g_02691	Prac.g_00086
OG0000983	Syat.g_02690	Prac.g_00087
OG0000984	Syat.g_02689	Prac.g_00088
OG0000985	Syat.g_02685	Prac.g_00091
OG0000986	Syat.g_02680	Prac.g_00093
OG0000987	Syat.g_02678	Prac.g_00094
OG0000988	Syat.g_02672	Prac.g_00097
OG0000989	Syat.g_02657	Prac.g_00100
OG0000990	Syat.g_02500	Prac.g_00103
OG0000991	Syat.g_02503	Prac.g_00104
OG0000992	Syat.g_02507	Prac.g_00106
OG0000993	Syat.g_02508	Prac.g_00107
OG0000994	Syat.g_02512	Prac.g_00108
OG0000995	Syat.g_02517	Prac.g_00112
OG0000996	Syat.g_02446	Prac.g_00113
OG0000997	Syat.g_02417	Prac.g_00114
OG0000998	Syat.g_02415	Prac.g_00116
OG0000999	Syat.g_02414	Prac.g_00117
OG0001001	Syat.g_02400	Prac.g_00122
OG0001002	Syat.g_02394	Prac.g_00126
OG0001003	Syat.g_02392	Prac.g_00127
OG0001004	Syat.g_02391	Prac.g_00128
OG0001005	Syat.g_02390	Prac.g_00129
OG0001006	Syat.g_02378	Prac.g_01949
OG0001007	Syat.g_02376	Prac.g_01947
OG0001008	Syat.g_02971	Prac.g_01110
OG0001009	Syat.g_02311	Prac.g_01920
OG0001010	Syat.g_02310	Prac.g_01919
OG0001011	Syat.g_02308	Prac.g_01918
OG0001012	Syat.g_01004	Prac.g_01889
OG0001013	Syat.g_02716	Prac.g_01883
OG0001014	Syat.g_02721	Prac.g_01880
OG0001015	Syat.g_02722	Prac.g_01879
OG0001016	Syat.g_01474	Prac.g_01858
OG0001017	Syat.g_01480	Prac.g_01854
OG0001018	Syat.g_01482	Prac.g_01851
OG0001019	Syat.g_01532	Prac.g_01842
OG0001020	Syat.g_01539	Prac.g_01841
OG0001021	Syat.g_01552	Prac.g_01840
OG0001022	Syat.g_01555	Prac.g_01837
OG0001023	Syat.g_01556	Prac.g_01836
OG0001024	Syat.g_01560	Prac.g_01833
OG0001025	Syat.g_01566	Prac.g_01827
OG0001026	Syat.g_01582	Prac.g_01820
OG0001027	Syat.g_02947	Prac.g_01819
OG0001028	Syat.g_02944	Prac.g_01817
OG0001029	Syat.g_02942	Prac.g_01816
OG0001030	Syat.g_02922	Prac.g_01801
OG0001031	Syat.g_02836	Prac.g_01744
OG0001032	Syat.g_02834	Prac.g_01743
OG0001033	Syat.g_02784	Prac.g_01722
OG0001034	Syat.g_01448	Prac.g_01694
OG0001035	Syat.g_01885	Prac.g_01677
OG0001036	Syat.g_01939	Prac.g_01672
OG0001037	Syat.g_01941	Prac.g_01671
OG0001038	Syat.g_02058	Prac.g_01653
OG0001039	Syat.g_02061	Prac.g_01650
OG0001040	Syat.g_02064	Prac.g_01648
OG0001041	Syat.g_02070	Prac.g_01644
OG0001042	Syat.g_02100	Prac.g_01627
OG0001043	Syat.g_02103	Prac.g_01626
OG0001044	Syat.g_01615	Prac.g_01201
OG0001045	Syat.g_01602	Prac.g_01192
OG0001046	Syat.g_00552	Prac.g_01154
OG0001047	Syat.g_02973	Prac.g_01108
OG0001048	Syat.g_02974	Prac.g_01107
OG0001049	Syat.g_01290	Prac.g_01105
OG0001050	Syat.g_01289	Prac.g_01104
OG0001051	Syat.g_01288	Prac.g_01103
OG0001052	Syat.g_01375	Prac.g_01073
OG0001053	Syat.g_03173	Prac.g_01061
OG0001054	Syat.g_03192	Prac.g_00873
OG0001055	Syat.g_03224	Prac.g_00855
OG0001056	Syat.g_03275	Prac.g_00836
OG0001057	Syat.g_00102	Prac.g_00831
OG0001058	Syat.g_00079	Prac.g_00823
OG0001059	Syat.g_00075	Prac.g_00819
OG0001061	Syat.g_00051	Prac.g_00799
OG0001062	Syat.g_00048	Prac.g_00797
OG0001063	Syat.g_00042	Prac.g_00795
OG0001064	Syat.g_00041	Prac.g_00794
OG0001065	Syat.g_00040	Prac.g_00793
OG0001066	Syat.g_00039	Prac.g_00792
OG0001067	Syat.g_00038	Prac.g_00791
OG0001068	Syat.g_00037	Prac.g_00790
OG0001069	Syat.g_00036	Prac.g_00789
OG0001070	Syat.g_00032	Prac.g_00786
OG0001071	Syat.g_00031	Prac.g_00785
OG0001072	Syat.g_00028	Prac.g_00783
OG0001073	Syat.g_00009	Prac.g_00767
OG0001074	Syat.g_01015	Prac.g_00756
OG0001075	Syat.g_01037	Prac.g_00755
OG0001076	Syat.g_03315	Prac.g_00747
OG0001077	Syat.g_03290	Prac.g_00743
OG0001078	Syat.g_00118	Prac.g_00735
OG0001079	Syat.g_00378	Prac.g_00724
OG0001080	Syat.g_00368	Prac.g_00718
OG0001081	Syat.g_00366	Prac.g_00716
OG0001082	Syat.g_00365	Prac.g_00715
OG0001083	Syat.g_00390	Prac.g_00710
OG0001084	Syat.g_00391	Prac.g_00709
OG0001085	Syat.g_00408	Prac.g_00701
OG0001086	Syat.g_00410	Prac.g_00700
OG0001087	Syat.g_03277	Prac.g_00683
OG0001088	Syat.g_02496	Prac.g_00682
OG0001089	Syat.g_00818	Prac.g_00674
OG0001090	Syat.g_00659	Prac.g_01559
OG0001091	Syat.g_00661	Prac.g_01557
OG0001092	Syat.g_00663	Prac.g_01556
OG0001093	Syat.g_00669	Prac.g_01551
OG0001094	Syat.g_00473	Prac.g_01481
OG0001095	Syat.g_00497	Prac.g_01462
OG0001096	Syat.g_00516	Prac.g_01449
OG0001097	Syat.g_00743	Prac.g_01431
OG0001098	Syat.g_01672	Prac.g_01416
OG0001099	Syat.g_02943	Prac.g_01396
OG0001100	Syat.g_00418	Prac.g_01392
OG0001101	Syat.g_00420	Prac.g_01390
OG0001102	Syat.g_00423	Prac.g_01387
OG0001103	Syat.g_00425	Prac.g_01385
OG0001104	Syat.g_00458	Prac.g_01364
OG0001105	Syat.g_00461	Prac.g_01360
OG0001106	Syat.g_00598	Prac.g_01336
OG0001107	Syat.g_00580	Prac.g_01329
OG0001108	Syat.g_00570	Prac.g_01325
OG0001109	Syat.g_00568	Prac.g_01324
OG0001110	Syat.g_00566	Prac.g_01322
OG0001111	Syat.g_00564	Prac.g_01321
OG0001112	Syat.g_00562	Prac.g_01320
OG0001113	Syat.g_00561	Prac.g_01319
OG0001114	Syat.g_00560	Prac.g_01318
OG0001115	Syat.g_00557	Prac.g_01316
OG0001116	Syat.g_00555	Prac.g_01315
OG0001117	Syat.g_00554	Prac.g_01314
OG0001118	Syat.g_00553	Prac.g_01313
OG0001119	Syat.g_00551	Prac.g_01312
OG0001120	Syat.g_00546	Prac.g_01310
OG0001122	Syat.g_00711	Prac.g_01284
OG0001123	Syat.g_00704	Prac.g_01280
OG0001124	Syat.g_00702	Prac.g_01278
OG0001125	Syat.g_00700	Prac.g_01277
OG0001126	Syat.g_00790	Prac.g_01267
OG0001127	Syat.g_00789	Prac.g_01266
OG0001128	Syat.g_00786	Prac.g_01264
OG0001129	Syat.g_00784	Prac.g_01263
OG0001130	Syat.g_00783	Prac.g_01262
OG0001131	Syat.g_01674	Prac.g_01225
OG0001132	Syat.g_00965	Prac.g_01216
OG0001133	Syat.g_03311	Prac.g_01031
OG0001136	Syat.g_03257	Prac.g_00988
OG0001137	Syat.g_00306	Prac.g_00977
OG0001138	Syat.g_00214	Prac.g_00959
OG0001139	Syat.g_00209	Prac.g_00958
OG0001140	Syat.g_00208	Prac.g_00957
OG0001141	Syat.g_00207	Prac.g_00956
OG0001142	Syat.g_00206	Prac.g_00955
OG0001143	Syat.g_00925	Prac.g_00948
OG0001144	Syat.g_00906	Prac.g_00943
OG0001145	Syat.g_01117	Prac.g_00167
OG0001146	Syat.g_01158	Prac.g_00179
OG0001147	Syat.g_01368	Prac.g_00203
OG0001148	Syat.g_01297	Prac.g_00219
OG0001149	Syat.g_01298	Prac.g_00220
OG0001150	Syat.g_01299	Prac.g_00221
OG0001151	Syat.g_01420	Prac.g_00232
OG0001152	Syat.g_01421	Prac.g_00233
OG0001153	Syat.g_01346	Prac.g_00379
OG0001154	Syat.g_01347	Prac.g_00378
OG0001155	Syat.g_02774	Prac.g_00366
OG0001156	Syat.g_02978	Prac.g_00363
OG0001157	Syat.g_02977	Prac.g_00362
OG0001158	Syat.g_02976	Prac.g_00361
OG0001159	Syat.g_02975	Prac.g_00360
OG0001160	Syat.g_03104	Prac.g_00336
OG0001161	Syat.g_02384	Prac.g_00324
OG0001162	Syat.g_01528	Prac.g_00313
OG0001163	Syat.g_03112	Prac.g_00633
OG0001164	Syat.g_03116	Prac.g_00629
OG0001165	Syat.g_03121	Prac.g_00626
OG0001166	Syat.g_03050	Prac.g_00606
OG0001167	Syat.g_03019	Prac.g_00589
OG0001168	Syat.g_03017	Prac.g_00587
OG0001169	Syat.g_03015	Prac.g_00585
OG0001170	Syat.g_03013	Prac.g_00583
OG0001171	Syat.g_03001	Prac.g_00574
OG0001172	Syat.g_01858	Prac.g_00479
OG0001173	Syat.g_01857	Prac.g_00480
OG0001174	Syat.g_01849	Prac.g_00488
OG0001175	Syat.g_01848	Prac.g_00489
OG0001176	Syat.g_01831	Prac.g_00496
OG0001178	Syat.g_03137	Prac.g_00504
OG0001180	Syat.g_01654	Prac.g_00553
OG0001181	Syat.g_01650	Prac.g_00557
OG0001182	Syat.g_01642	Prac.g_00564
OG0001183	Syat.g_01632	Prac.g_00006
OG0001184	Syat.g_02160	Prac.g_00022
OG0001185	Syat.g_02200	Prac.g_00036
OG0001186	Syat.g_02235	Prac.g_00058
OG0001187	Syat.g_02256	Prac.g_00062
OG0001188	Syat.g_02261	Prac.g_00064
OG0001189	Syat.g_02287	Prac.g_00081
OG0001190	Syat.g_02692	Prac.g_00085
OG0001191	Syat.g_02675	Prac.g_00095
OG0001192	Syat.g_02663	Prac.g_00099
OG0001193	Syat.g_02513	Prac.g_00109
OG0001194	Syat.g_02515	Prac.g_00110
OG0001195	Syat.g_02516	Prac.g_00111
OG0001196	Syat.g_02398	Prac.g_00124
