Orthogroup	Syat	Prbi
OG0000582	Syat.g_03403	Prbi.g_00610
OG0000583	Syat.g_03404	Prbi.g_00611
OG0000584	Syat.g_03405	Prbi.g_00612
OG0000585	Syat.g_03408	Prbi.g_00614
OG0000586	Syat.g_03409	Prbi.g_00615
OG0000587	Syat.g_00001	Prbi.g_00616
OG0000588	Syat.g_00338	Prbi.g_00620
OG0000589	Syat.g_03318	Prbi.g_00623
OG0000590	Syat.g_03317	Prbi.g_00624
OG0000591	Syat.g_03308	Prbi.g_00627
OG0000592	Syat.g_03307	Prbi.g_00628
OG0000593	Syat.g_00113	Prbi.g_00635
OG0000594	Syat.g_00114	Prbi.g_00636
OG0000595	Syat.g_00115	Prbi.g_00637
OG0000596	Syat.g_00129	Prbi.g_00641
OG0000597	Syat.g_00132	Prbi.g_00643
OG0000598	Syat.g_00133	Prbi.g_00644
OG0000599	Syat.g_00381	Prbi.g_00647
OG0000600	Syat.g_00380	Prbi.g_00648
OG0000601	Syat.g_00379	Prbi.g_00649
OG0000602	Syat.g_00375	Prbi.g_00651
OG0000603	Syat.g_00374	Prbi.g_00652
OG0000604	Syat.g_00372	Prbi.g_00653
OG0000605	Syat.g_00370	Prbi.g_00654
OG0000606	Syat.g_00367	Prbi.g_00657
OG0000607	Syat.g_00364	Prbi.g_00660
OG0000608	Syat.g_00363	Prbi.g_00661
OG0000609	Syat.g_00344	Prbi.g_00662
OG0000610	Syat.g_00399	Prbi.g_00667
OG0000611	Syat.g_00402	Prbi.g_00670
OG0000612	Syat.g_00403	Prbi.g_00671
OG0000613	Syat.g_02129	Prbi.g_00676
OG0000614	Syat.g_01084	Prbi.g_00695
OG0000615	Syat.g_00442	Prbi.g_00704
OG0000616	Syat.g_02397	Prbi.g_00708
OG0000617	Syat.g_00665	Prbi.g_00751
OG0000618	Syat.g_00666	Prbi.g_00752
OG0000619	Syat.g_00667	Prbi.g_00753
OG0000620	Syat.g_02591	Prbi.g_00756
OG0000621	Syat.g_02590	Prbi.g_00757
OG0000622	Syat.g_02572	Prbi.g_00758
OG0000623	Syat.g_00672	Prbi.g_00759
OG0000624	Syat.g_00673	Prbi.g_00760
OG0000625	Syat.g_00674	Prbi.g_00761
OG0000626	Syat.g_00675	Prbi.g_00762
OG0000627	Syat.g_00641	Prbi.g_00763
OG0000628	Syat.g_00640	Prbi.g_00764
OG0000629	Syat.g_00637	Prbi.g_00765
OG0000630	Syat.g_00631	Prbi.g_00768
OG0000631	Syat.g_00624	Prbi.g_00838
OG0000632	Syat.g_00623	Prbi.g_00839
OG0000633	Syat.g_00622	Prbi.g_00840
OG0000634	Syat.g_00475	Prbi.g_00843
OG0000635	Syat.g_00476	Prbi.g_00844
OG0000636	Syat.g_00478	Prbi.g_00846
OG0000637	Syat.g_00480	Prbi.g_00848
OG0000638	Syat.g_00481	Prbi.g_00849
OG0000639	Syat.g_00482	Prbi.g_00850
OG0000640	Syat.g_00483	Prbi.g_00851
OG0000641	Syat.g_00488	Prbi.g_00855
OG0000642	Syat.g_00489	Prbi.g_00856
OG0000643	Syat.g_00494	Prbi.g_00857
OG0000644	Syat.g_00495	Prbi.g_00858
OG0000645	Syat.g_00496	Prbi.g_00859
OG0000646	Syat.g_00499	Prbi.g_00861
OG0000647	Syat.g_00501	Prbi.g_00862
OG0000648	Syat.g_00504	Prbi.g_00864
OG0000649	Syat.g_00505	Prbi.g_00865
OG0000650	Syat.g_00506	Prbi.g_00866
OG0000651	Syat.g_00507	Prbi.g_00867
OG0000652	Syat.g_00508	Prbi.g_00868
OG0000653	Syat.g_00510	Prbi.g_00870
OG0000654	Syat.g_00514	Prbi.g_00871
OG0000655	Syat.g_00515	Prbi.g_00872
OG0000656	Syat.g_00518	Prbi.g_00875
OG0000657	Syat.g_00720	Prbi.g_00883
OG0000658	Syat.g_00723	Prbi.g_00884
OG0000659	Syat.g_00724	Prbi.g_00885
OG0000660	Syat.g_00740	Prbi.g_00889
OG0000661	Syat.g_00742	Prbi.g_00891
OG0000662	Syat.g_00746	Prbi.g_00893
OG0000663	Syat.g_00749	Prbi.g_00895
OG0000664	Syat.g_00752	Prbi.g_00896
OG0000665	Syat.g_03302	Prbi.g_00900
OG0000666	Syat.g_01415	Prbi.g_00901
OG0000667	Syat.g_00958, Syat.g_03278	Prbi.g_00905
OG0000668	Syat.g_00710	Prbi.g_00934
OG0000669	Syat.g_00416	Prbi.g_00942
OG0000670	Syat.g_00419	Prbi.g_00944
OG0000671	Syat.g_00421	Prbi.g_00946
OG0000672	Syat.g_00424	Prbi.g_00949
OG0000673	Syat.g_00430	Prbi.g_00952
OG0000674	Syat.g_00432	Prbi.g_00954
OG0000675	Syat.g_00433	Prbi.g_00955
OG0000676	Syat.g_00436	Prbi.g_00957
OG0000677	Syat.g_00437	Prbi.g_00958
OG0000678	Syat.g_00439	Prbi.g_00960
OG0000679	Syat.g_00448	Prbi.g_00964
OG0000680	Syat.g_00449	Prbi.g_00965
OG0000681	Syat.g_00452	Prbi.g_00968
OG0000682	Syat.g_00453	Prbi.g_00969
OG0000683	Syat.g_00454	Prbi.g_00970
OG0000684	Syat.g_00457	Prbi.g_00971
OG0000685	Syat.g_02571	Prbi.g_00973
OG0000686	Syat.g_00459	Prbi.g_00974
OG0000687	Syat.g_00460	Prbi.g_00975
OG0000688	Syat.g_00463	Prbi.g_00978
OG0000689	Syat.g_00465	Prbi.g_00979
OG0000690	Syat.g_00466	Prbi.g_00980
OG0000691	Syat.g_00467	Prbi.g_00981
OG0000692	Syat.g_00469	Prbi.g_00983
OG0000693	Syat.g_00471	Prbi.g_00984
OG0000694	Syat.g_00472	Prbi.g_00985
OG0000695	Syat.g_00619	Prbi.g_00987
OG0000696	Syat.g_00618	Prbi.g_00988
OG0000697	Syat.g_00616	Prbi.g_00989
OG0000698	Syat.g_00613	Prbi.g_00992
OG0000699	Syat.g_00611	Prbi.g_00993
OG0000700	Syat.g_00610	Prbi.g_00994
OG0000701	Syat.g_00609	Prbi.g_00995
OG0000702	Syat.g_00606	Prbi.g_00997
OG0000703	Syat.g_00601	Prbi.g_00998
OG0000704	Syat.g_00599	Prbi.g_00999
OG0000705	Syat.g_00592	Prbi.g_01003
OG0000706	Syat.g_00591	Prbi.g_01004
OG0000707	Syat.g_00590	Prbi.g_01005
OG0000708	Syat.g_00587	Prbi.g_01006
OG0000709	Syat.g_00573	Prbi.g_01010
OG0000710	Syat.g_00567	Prbi.g_01013
OG0000711	Syat.g_00539	Prbi.g_01030
OG0000712	Syat.g_00537	Prbi.g_01032
OG0000713	Syat.g_00536	Prbi.g_01033
OG0000714	Syat.g_00532	Prbi.g_01034
OG0000715	Syat.g_00530	Prbi.g_01036
OG0000716	Syat.g_00527	Prbi.g_01038
OG0000717	Syat.g_00526	Prbi.g_01039
OG0000718	Syat.g_00522	Prbi.g_01055
OG0000719	Syat.g_00712	Prbi.g_01057
OG0000720	Syat.g_00699	Prbi.g_01066
OG0000721	Syat.g_00697	Prbi.g_01068
OG0000722	Syat.g_00696	Prbi.g_01069
OG0000723	Syat.g_00686	Prbi.g_01072
OG0000724	Syat.g_00782	Prbi.g_01081
OG0000725	Syat.g_00810	Prbi.g_01087
OG0000726	Syat.g_00811	Prbi.g_01088
OG0000727	Syat.g_00812	Prbi.g_01089
OG0000728	Syat.g_00814	Prbi.g_01091
OG0000729	Syat.g_02224	Prbi.g_01138
OG0000730	Syat.g_01617	Prbi.g_01142
OG0000731	Syat.g_01605	Prbi.g_01146
OG0000732	Syat.g_02290	Prbi.g_01155
OG0000733	Syat.g_03285	Prbi.g_01175
OG0000734	Syat.g_01579	Prbi.g_01192
OG0000735	Syat.g_03235	Prbi.g_01194
OG0000736	Syat.g_03236	Prbi.g_01195
OG0000737	Syat.g_03237	Prbi.g_01196
OG0000738	Syat.g_03251	Prbi.g_01200
OG0000739	Syat.g_03252	Prbi.g_01201
OG0000740	Syat.g_03253	Prbi.g_01202
OG0000741	Syat.g_03256	Prbi.g_01203
OG0000742	Syat.g_03259	Prbi.g_01206
OG0000743	Syat.g_03262	Prbi.g_01208
OG0000744	Syat.g_03263	Prbi.g_01209
OG0000745	Syat.g_03266	Prbi.g_01210
OG0000746	Syat.g_00314	Prbi.g_01212
OG0000747	Syat.g_00313	Prbi.g_01213
OG0000748	Syat.g_00305	Prbi.g_01216
OG0000749	Syat.g_00303	Prbi.g_01217
OG0000750	Syat.g_00302	Prbi.g_01218
OG0000751	Syat.g_00296	Prbi.g_01220
OG0000752	Syat.g_00294	Prbi.g_01222
OG0000753	Syat.g_00291	Prbi.g_01225
OG0000754	Syat.g_00250	Prbi.g_01228
OG0000755	Syat.g_00217	Prbi.g_01231
OG0000756	Syat.g_00216	Prbi.g_01232
OG0000757	Syat.g_00205	Prbi.g_01238
OG0000758	Syat.g_00204	Prbi.g_01239
OG0000759	Syat.g_00203	Prbi.g_01240
OG0000760	Syat.g_00202	Prbi.g_01241
OG0000761	Syat.g_00201	Prbi.g_01242
OG0000762	Syat.g_00199	Prbi.g_01243
OG0000763	Syat.g_00924	Prbi.g_01245
OG0000764	Syat.g_00923	Prbi.g_01246
OG0000765	Syat.g_00897	Prbi.g_01255
OG0000766	Syat.g_00896	Prbi.g_01256
OG0000767	Syat.g_00894	Prbi.g_01258
OG0000768	Syat.g_00893	Prbi.g_01259
OG0000769	Syat.g_00891	Prbi.g_01261
OG0000770	Syat.g_00886	Prbi.g_01263
OG0000771	Syat.g_00788	Prbi.g_01277
OG0000772	Syat.g_01768	Prbi.g_01363
OG0000773	Syat.g_01114	Prbi.g_01382
OG0000774	Syat.g_01146	Prbi.g_01384
OG0000775	Syat.g_01148	Prbi.g_01386
OG0000776	Syat.g_01149	Prbi.g_01387
OG0000777	Syat.g_01150	Prbi.g_01388
OG0000778	Syat.g_01151	Prbi.g_01389
OG0000779	Syat.g_01154	Prbi.g_01393
OG0000780	Syat.g_01157	Prbi.g_01394
OG0000781	Syat.g_01161	Prbi.g_01397
OG0000782	Syat.g_01162	Prbi.g_01398
OG0000783	Syat.g_01163	Prbi.g_01399
OG0000784	Syat.g_01164	Prbi.g_01400
OG0000785	Syat.g_01166	Prbi.g_01402
OG0000786	Syat.g_01170	Prbi.g_01404
OG0000787	Syat.g_01171	Prbi.g_01405
OG0000788	Syat.g_00087	Prbi.g_01426
OG0000789	Syat.g_00845	Prbi.g_01429
OG0000790	Syat.g_01300	Prbi.g_01444
OG0000791	Syat.g_01302	Prbi.g_01446
OG0000792	Syat.g_01303	Prbi.g_01447
OG0000793	Syat.g_01412	Prbi.g_01450
OG0000794	Syat.g_01414	Prbi.g_01451
OG0000795	Syat.g_01416	Prbi.g_01452
OG0000796	Syat.g_01422	Prbi.g_01456
OG0000797	Syat.g_01423	Prbi.g_01457
OG0000799	Syat.g_01256	Prbi.g_01571
OG0000800	Syat.g_01255	Prbi.g_01572
OG0000801	Syat.g_01253	Prbi.g_01573
OG0000802	Syat.g_01245	Prbi.g_01575
OG0000803	Syat.g_01241	Prbi.g_01577
OG0000804	Syat.g_01238	Prbi.g_01578
OG0000805	Syat.g_01236	Prbi.g_01580
OG0000806	Syat.g_01234	Prbi.g_01582
OG0000807	Syat.g_01233	Prbi.g_01583
OG0000808	Syat.g_01232	Prbi.g_01584
OG0000809	Syat.g_01229	Prbi.g_01587
OG0000810	Syat.g_01228	Prbi.g_01588
OG0000811	Syat.g_01186	Prbi.g_01594
OG0000812	Syat.g_01182	Prbi.g_01596
OG0000813	Syat.g_01181	Prbi.g_01597
OG0000814	Syat.g_01179	Prbi.g_01599
OG0000815	Syat.g_01177	Prbi.g_01600
OG0000816	Syat.g_01175	Prbi.g_01602
OG0000817	Syat.g_01279	Prbi.g_01603
OG0000818	Syat.g_01325	Prbi.g_01608
OG0000819	Syat.g_01326	Prbi.g_01609
OG0000820	Syat.g_01327	Prbi.g_01610
OG0000821	Syat.g_01333	Prbi.g_01613
OG0000822	Syat.g_01335	Prbi.g_01614
OG0000823	Syat.g_01336	Prbi.g_01615
OG0000824	Syat.g_01342	Prbi.g_01618
OG0000825	Syat.g_01343	Prbi.g_01619
OG0000826	Syat.g_01344	Prbi.g_01620
OG0000827	Syat.g_01345	Prbi.g_01621
OG0000828	Syat.g_01348	Prbi.g_01624
OG0000829	Syat.g_01349	Prbi.g_01625
OG0000830	Syat.g_01350	Prbi.g_01626
OG0000831	Syat.g_01353	Prbi.g_01628
OG0000832	Syat.g_02982	Prbi.g_01634
OG0000833	Syat.g_03072	Prbi.g_01642
OG0000834	Syat.g_03073	Prbi.g_01643
OG0000835	Syat.g_03075	Prbi.g_01644
OG0000836	Syat.g_03078	Prbi.g_01645
OG0000837	Syat.g_03079	Prbi.g_01646
OG0000838	Syat.g_03083	Prbi.g_01648
OG0000839	Syat.g_03084	Prbi.g_01649
OG0000840	Syat.g_03085	Prbi.g_01650
OG0000841	Syat.g_03086	Prbi.g_01651
OG0000842	Syat.g_03087	Prbi.g_01652
OG0000843	Syat.g_03088	Prbi.g_01653
OG0000844	Syat.g_03090	Prbi.g_01654
OG0000845	Syat.g_03091	Prbi.g_01655
OG0000846	Syat.g_03092	Prbi.g_01656
OG0000847	Syat.g_03093	Prbi.g_01657
OG0000848	Syat.g_03095	Prbi.g_01658
OG0000849	Syat.g_03096	Prbi.g_01659
OG0000850	Syat.g_03098	Prbi.g_01661
OG0000851	Syat.g_03101	Prbi.g_01662
OG0000852	Syat.g_03102	Prbi.g_01663
OG0000853	Syat.g_03106	Prbi.g_01667
OG0000854	Syat.g_03108	Prbi.g_01669
OG0000855	Syat.g_03109	Prbi.g_01670
OG0000856	Syat.g_03305	Prbi.g_01685
OG0000857	Syat.g_00500	Prbi.g_01711
OG0000858	Syat.g_03114	Prbi.g_01781
OG0000859	Syat.g_03115	Prbi.g_01782
OG0000860	Syat.g_03126	Prbi.g_01789
OG0000861	Syat.g_03127	Prbi.g_01790
OG0000862	Syat.g_03136	Prbi.g_01791
OG0000863	Syat.g_03138	Prbi.g_01793
OG0000864	Syat.g_03139	Prbi.g_01794
OG0000865	Syat.g_03140	Prbi.g_01795
OG0000866	Syat.g_03141	Prbi.g_01796
OG0000867	Syat.g_03142	Prbi.g_01797
OG0000868	Syat.g_03067	Prbi.g_01798
OG0000869	Syat.g_03054	Prbi.g_01802
OG0000870	Syat.g_03049	Prbi.g_01807
OG0000871	Syat.g_03048	Prbi.g_01808
OG0000872	Syat.g_03042	Prbi.g_01809
OG0000873	Syat.g_03039	Prbi.g_01812
OG0000874	Syat.g_03037	Prbi.g_01815
OG0000875	Syat.g_03035	Prbi.g_01816
OG0000876	Syat.g_00745	Prbi.g_01817
OG0000877	Syat.g_03024	Prbi.g_01819
OG0000878	Syat.g_03023	Prbi.g_01820
OG0000879	Syat.g_03022	Prbi.g_01821
OG0000880	Syat.g_03021	Prbi.g_01822
OG0000881	Syat.g_03016	Prbi.g_01826
OG0000882	Syat.g_03011	Prbi.g_01831
OG0000883	Syat.g_03007	Prbi.g_01832
OG0000884	Syat.g_03005	Prbi.g_01834
OG0000885	Syat.g_03004	Prbi.g_01835
OG0000886	Syat.g_03003	Prbi.g_01836
OG0000887	Syat.g_03002	Prbi.g_01837
OG0000888	Syat.g_03000	Prbi.g_01839
OG0000889	Syat.g_02997	Prbi.g_01841
OG0000890	Syat.g_02994	Prbi.g_01842
OG0000891	Syat.g_02993	Prbi.g_01843
OG0000892	Syat.g_02992	Prbi.g_01845
OG0000893	Syat.g_01864	Prbi.g_01848
OG0000894	Syat.g_01860	Prbi.g_01850
OG0000895	Syat.g_01856	Prbi.g_01853
OG0000896	Syat.g_01855	Prbi.g_01854
OG0000897	Syat.g_01853	Prbi.g_01856
OG0000898	Syat.g_01852	Prbi.g_01857
OG0000899	Syat.g_01851	Prbi.g_01858
OG0000900	Syat.g_01850	Prbi.g_01859
OG0000901	Syat.g_01845	Prbi.g_01863
OG0000902	Syat.g_01843	Prbi.g_01865
OG0000903	Syat.g_01830	Prbi.g_01868
OG0000904	Syat.g_01834	Prbi.g_01870
OG0000905	Syat.g_01839	Prbi.g_01875
OG0000906	Syat.g_01841	Prbi.g_01876
OG0000907	Syat.g_01828	Prbi.g_01896
OG0000908	Syat.g_01825	Prbi.g_01899
OG0000909	Syat.g_01824	Prbi.g_01900
OG0000910	Syat.g_01823	Prbi.g_01901
OG0000911	Syat.g_01821	Prbi.g_01903
OG0000912	Syat.g_01820	Prbi.g_01904
OG0000913	Syat.g_01819	Prbi.g_01905
OG0000914	Syat.g_01818	Prbi.g_01906
OG0000915	Syat.g_01816	Prbi.g_01907
OG0000916	Syat.g_01815	Prbi.g_01908
OG0000917	Syat.g_01814	Prbi.g_01909
OG0000918	Syat.g_01813	Prbi.g_01910
OG0000919	Syat.g_01812	Prbi.g_01911
OG0000920	Syat.g_01811	Prbi.g_01912
OG0000921	Syat.g_01810	Prbi.g_01913
OG0000922	Syat.g_01809	Prbi.g_01914
OG0000923	Syat.g_01805	Prbi.g_01918
OG0000924	Syat.g_01804	Prbi.g_01919
OG0000925	Syat.g_01803	Prbi.g_01920
OG0000926	Syat.g_01802	Prbi.g_01921
OG0000927	Syat.g_01800	Prbi.g_01923
OG0000928	Syat.g_01799	Prbi.g_01924
OG0000929	Syat.g_01798	Prbi.g_01925
OG0000930	Syat.g_01797	Prbi.g_01926
OG0000931	Syat.g_01796	Prbi.g_01927
OG0000932	Syat.g_01794	Prbi.g_01928
OG0000933	Syat.g_01788	Prbi.g_01932
OG0000934	Syat.g_01786	Prbi.g_01934
OG0000935	Syat.g_01665	Prbi.g_01935
OG0000936	Syat.g_01664	Prbi.g_01936
OG0000937	Syat.g_01663	Prbi.g_01937
OG0000938	Syat.g_01659	Prbi.g_01939
OG0000939	Syat.g_01658	Prbi.g_01940
OG0000940	Syat.g_01651	Prbi.g_01947
OG0000941	Syat.g_01649	Prbi.g_01949
OG0000942	Syat.g_01647	Prbi.g_01951
OG0000943	Syat.g_01646	Prbi.g_01952
OG0000944	Syat.g_01644	Prbi.g_01953
OG0000945	Syat.g_01643	Prbi.g_01954
OG0000946	Syat.g_01633	Prbi.g_01958
OG0000947	Syat.g_01630	Prbi.g_01960
OG0000948	Syat.g_01629	Prbi.g_01961
OG0000949	Syat.g_02142	Prbi.g_01964
OG0000950	Syat.g_02152	Prbi.g_01969
OG0000951	Syat.g_02157	Prbi.g_01973
OG0000952	Syat.g_02162	Prbi.g_01977
OG0000953	Syat.g_02166	Prbi.g_01980
OG0000954	Syat.g_02187	Prbi.g_01984
OG0000955	Syat.g_02188	Prbi.g_01985
OG0000956	Syat.g_02191	Prbi.g_01987
OG0000957	Syat.g_02204	Prbi.g_01992
OG0000958	Syat.g_02205	Prbi.g_01993
OG0000959	Syat.g_02212	Prbi.g_01997
OG0000960	Syat.g_02213	Prbi.g_01998
OG0000961	Syat.g_02873	Prbi.g_02000
OG0000962	Syat.g_02223	Prbi.g_02002
OG0000963	Syat.g_02226	Prbi.g_02006
OG0000964	Syat.g_02227	Prbi.g_02007
OG0000965	Syat.g_02228	Prbi.g_02008
OG0000966	Syat.g_02259	Prbi.g_02027
OG0000967	Syat.g_02263	Prbi.g_02032
OG0000968	Syat.g_02269	Prbi.g_02034
OG0000969	Syat.g_02271	Prbi.g_02035
OG0000970	Syat.g_02272	Prbi.g_02036
OG0000971	Syat.g_02274	Prbi.g_02037
OG0000972	Syat.g_02275	Prbi.g_02038
OG0000973	Syat.g_02276	Prbi.g_02039
OG0000974	Syat.g_02277	Prbi.g_02040
OG0000975	Syat.g_02278	Prbi.g_02041
OG0000976	Syat.g_02279	Prbi.g_02042
OG0000977	Syat.g_02281	Prbi.g_02043
OG0000978	Syat.g_02283	Prbi.g_02044
OG0000979	Syat.g_02286	Prbi.g_02047
OG0000980	Syat.g_02289	Prbi.g_02049
OG0000981	Syat.g_02292	Prbi.g_02051
OG0000982	Syat.g_02691	Prbi.g_02053
OG0000983	Syat.g_02690	Prbi.g_02054
OG0000984	Syat.g_02689	Prbi.g_02055
OG0000985	Syat.g_02685	Prbi.g_02058
OG0000986	Syat.g_02680	Prbi.g_02060
OG0000987	Syat.g_02678	Prbi.g_02061
OG0000988	Syat.g_02672	Prbi.g_02064
OG0000989	Syat.g_02657	Prbi.g_02068
OG0000990	Syat.g_02500	Prbi.g_02071
OG0000991	Syat.g_02503	Prbi.g_02072
OG0000992	Syat.g_02507	Prbi.g_02074
OG0000993	Syat.g_02508	Prbi.g_02075
OG0000994	Syat.g_02512	Prbi.g_02076
OG0000995	Syat.g_02517	Prbi.g_02080
OG0000996	Syat.g_02446	Prbi.g_02081
OG0000997	Syat.g_02417	Prbi.g_02082
OG0000998	Syat.g_02415	Prbi.g_02084
OG0000999	Syat.g_02414	Prbi.g_02085
OG0001001	Syat.g_02400	Prbi.g_02090
OG0001002	Syat.g_02394	Prbi.g_02094
OG0001003	Syat.g_02392	Prbi.g_02095
OG0001004	Syat.g_02391	Prbi.g_02096
OG0001005	Syat.g_02390	Prbi.g_02097
OG0001006	Syat.g_02378	Prbi.g_02101
OG0001007	Syat.g_02376	Prbi.g_02103
OG0001008	Syat.g_02971	Prbi.g_00438
OG0001009	Syat.g_02311	Prbi.g_00027
OG0001010	Syat.g_02310	Prbi.g_00028
OG0001011	Syat.g_02308	Prbi.g_00029
OG0001012	Syat.g_01004	Prbi.g_00052
OG0001013	Syat.g_02716	Prbi.g_00059
OG0001014	Syat.g_02721	Prbi.g_00062
OG0001015	Syat.g_02722	Prbi.g_00063
OG0001016	Syat.g_01474	Prbi.g_00080
OG0001017	Syat.g_01480	Prbi.g_00084
OG0001018	Syat.g_01482	Prbi.g_00087
OG0001019	Syat.g_01532	Prbi.g_00096
OG0001020	Syat.g_01539	Prbi.g_00097
OG0001021	Syat.g_01552	Prbi.g_00098
OG0001022	Syat.g_01555	Prbi.g_00101
OG0001023	Syat.g_01556	Prbi.g_00102
OG0001024	Syat.g_01560	Prbi.g_00105
OG0001025	Syat.g_01566	Prbi.g_00111
OG0001026	Syat.g_01582	Prbi.g_00118
OG0001027	Syat.g_02947	Prbi.g_00119
OG0001028	Syat.g_02944	Prbi.g_00121
OG0001029	Syat.g_02942	Prbi.g_00123
OG0001030	Syat.g_02922	Prbi.g_00138
OG0001031	Syat.g_02836	Prbi.g_00210
OG0001032	Syat.g_02834	Prbi.g_00211
OG0001033	Syat.g_02784	Prbi.g_00232
OG0001034	Syat.g_01448	Prbi.g_00260
OG0001035	Syat.g_01885	Prbi.g_00278
OG0001036	Syat.g_01939	Prbi.g_00283
OG0001037	Syat.g_01941	Prbi.g_00284
OG0001038	Syat.g_02058	Prbi.g_00302
OG0001039	Syat.g_02061	Prbi.g_00305
OG0001040	Syat.g_02064	Prbi.g_00307
OG0001041	Syat.g_02070	Prbi.g_00311
OG0001042	Syat.g_02100	Prbi.g_00328
OG0001043	Syat.g_02103	Prbi.g_00329
OG0001044	Syat.g_01615	Prbi.g_00357
OG0001045	Syat.g_01602	Prbi.g_00366
OG0001046	Syat.g_00552	Prbi.g_00403
OG0001047	Syat.g_02973	Prbi.g_00440
OG0001048	Syat.g_02974	Prbi.g_00441
OG0001049	Syat.g_01290	Prbi.g_00443
OG0001050	Syat.g_01289	Prbi.g_00444
OG0001051	Syat.g_01288	Prbi.g_00445
OG0001052	Syat.g_01375	Prbi.g_00474
OG0001053	Syat.g_03173	Prbi.g_00486
OG0001054	Syat.g_03192	Prbi.g_00501
OG0001055	Syat.g_03224	Prbi.g_00520
OG0001056	Syat.g_03275	Prbi.g_00539
OG0001057	Syat.g_00102	Prbi.g_00544
OG0001058	Syat.g_00079	Prbi.g_00552
OG0001059	Syat.g_00075	Prbi.g_00556
OG0001061	Syat.g_00051	Prbi.g_00576
OG0001062	Syat.g_00048	Prbi.g_00578
OG0001063	Syat.g_00042	Prbi.g_00580
OG0001064	Syat.g_00041	Prbi.g_00581
OG0001065	Syat.g_00040	Prbi.g_00582
OG0001066	Syat.g_00039	Prbi.g_00583
OG0001067	Syat.g_00038	Prbi.g_00584
OG0001068	Syat.g_00037	Prbi.g_00585
OG0001069	Syat.g_00036	Prbi.g_00586
OG0001070	Syat.g_00032	Prbi.g_00589
OG0001071	Syat.g_00031	Prbi.g_00590
OG0001072	Syat.g_00028	Prbi.g_00592
OG0001073	Syat.g_00009	Prbi.g_00606
OG0001074	Syat.g_01015	Prbi.g_00617
OG0001075	Syat.g_01037	Prbi.g_00618
OG0001076	Syat.g_03315	Prbi.g_00626
OG0001077	Syat.g_03290	Prbi.g_00630
OG0001078	Syat.g_00118	Prbi.g_00639
OG0001079	Syat.g_00378	Prbi.g_00650
OG0001080	Syat.g_00368	Prbi.g_00656
OG0001081	Syat.g_00366	Prbi.g_00658
OG0001082	Syat.g_00365	Prbi.g_00659
OG0001083	Syat.g_00390	Prbi.g_00664
OG0001084	Syat.g_00391	Prbi.g_00665
OG0001085	Syat.g_00408	Prbi.g_00673
OG0001086	Syat.g_00410	Prbi.g_00674
OG0001087	Syat.g_03277	Prbi.g_00691
OG0001088	Syat.g_02496	Prbi.g_00692
OG0001089	Syat.g_00818	Prbi.g_00700
OG0001090	Syat.g_00659	Prbi.g_00746
OG0001091	Syat.g_00661	Prbi.g_00748
OG0001092	Syat.g_00663	Prbi.g_00749
OG0001093	Syat.g_00669	Prbi.g_00754
OG0001094	Syat.g_00473	Prbi.g_00841
OG0001095	Syat.g_00497	Prbi.g_00860
OG0001096	Syat.g_00516	Prbi.g_00873
OG0001097	Syat.g_00743	Prbi.g_00892
OG0001098	Syat.g_01672	Prbi.g_00907
OG0001099	Syat.g_02943	Prbi.g_00939
OG0001100	Syat.g_00418	Prbi.g_00943
OG0001101	Syat.g_00420	Prbi.g_00945
OG0001102	Syat.g_00423	Prbi.g_00948
OG0001103	Syat.g_00425	Prbi.g_00950
OG0001104	Syat.g_00458	Prbi.g_00972
OG0001105	Syat.g_00461	Prbi.g_00976
OG0001106	Syat.g_00598	Prbi.g_01000
OG0001107	Syat.g_00580	Prbi.g_01007
OG0001108	Syat.g_00570	Prbi.g_01011
OG0001109	Syat.g_00568	Prbi.g_01012
OG0001110	Syat.g_00566	Prbi.g_01014
OG0001111	Syat.g_00564	Prbi.g_01015
OG0001112	Syat.g_00562	Prbi.g_01016
OG0001113	Syat.g_00561	Prbi.g_01017
OG0001114	Syat.g_00560	Prbi.g_01018
OG0001115	Syat.g_00557	Prbi.g_01020
OG0001116	Syat.g_00555	Prbi.g_01021
OG0001117	Syat.g_00554	Prbi.g_01022
OG0001118	Syat.g_00553	Prbi.g_01023
OG0001119	Syat.g_00551	Prbi.g_01024
OG0001120	Syat.g_00546	Prbi.g_01026
OG0001122	Syat.g_00711	Prbi.g_01058
OG0001123	Syat.g_00704	Prbi.g_01062
OG0001124	Syat.g_00702	Prbi.g_01064
OG0001125	Syat.g_00700	Prbi.g_01065
OG0001126	Syat.g_00790	Prbi.g_01075
OG0001127	Syat.g_00789	Prbi.g_01076
OG0001128	Syat.g_00786	Prbi.g_01078
OG0001129	Syat.g_00784	Prbi.g_01079
OG0001130	Syat.g_00783	Prbi.g_01080
OG0001131	Syat.g_01674	Prbi.g_01117
OG0001132	Syat.g_00965	Prbi.g_01127
OG0001133	Syat.g_03311	Prbi.g_01161
OG0001136	Syat.g_03257	Prbi.g_01204
OG0001137	Syat.g_00306	Prbi.g_01215
OG0001138	Syat.g_00214	Prbi.g_01233
OG0001139	Syat.g_00209	Prbi.g_01234
OG0001140	Syat.g_00208	Prbi.g_01235
OG0001141	Syat.g_00207	Prbi.g_01236
OG0001142	Syat.g_00206	Prbi.g_01237
OG0001143	Syat.g_00925	Prbi.g_01244
OG0001144	Syat.g_00906	Prbi.g_01249
OG0001145	Syat.g_01117	Prbi.g_01383
OG0001146	Syat.g_01158	Prbi.g_01395
