Orthogroup	Syat	Praj
OG0000603	Syat.g_00374	Praj.g_00637
OG0000604	Syat.g_00372	Praj.g_00638
OG0000605	Syat.g_00370	Praj.g_00639
OG0000606	Syat.g_00367	Praj.g_00642
OG0000607	Syat.g_00364	Praj.g_00645
OG0000608	Syat.g_00363	Praj.g_00646
OG0000609	Syat.g_00344	Praj.g_00647
OG0000610	Syat.g_00399	Praj.g_00653
OG0000611	Syat.g_00402	Praj.g_00656
OG0000612	Syat.g_00403	Praj.g_00657
OG0000613	Syat.g_02129	Praj.g_00663
OG0000614	Syat.g_01084	Praj.g_00686
OG0000615	Syat.g_00442	Praj.g_00693
OG0000616	Syat.g_02397	Praj.g_02137
OG0000617	Syat.g_00665	Praj.g_00704
OG0000618	Syat.g_00666	Praj.g_00705
OG0000619	Syat.g_00667	Praj.g_00706
OG0000620	Syat.g_02591	Praj.g_00709
OG0000621	Syat.g_02590	Praj.g_00710
OG0000622	Syat.g_02572	Praj.g_00711
OG0000623	Syat.g_00672	Praj.g_00712
OG0000624	Syat.g_00673	Praj.g_00714
OG0000625	Syat.g_00674	Praj.g_00715
OG0000626	Syat.g_00675	Praj.g_00716
OG0000627	Syat.g_00641	Praj.g_00718
OG0000628	Syat.g_00640	Praj.g_00719
OG0000629	Syat.g_00637	Praj.g_00720
OG0000630	Syat.g_00631	Praj.g_00723
OG0000631	Syat.g_00624	Praj.g_00917
OG0000632	Syat.g_00623	Praj.g_00918
OG0000633	Syat.g_00622	Praj.g_00919
OG0000634	Syat.g_00475	Praj.g_00765
OG0000635	Syat.g_00476	Praj.g_00766
OG0000636	Syat.g_00478	Praj.g_00768
OG0000637	Syat.g_00480	Praj.g_00770
OG0000638	Syat.g_00481	Praj.g_00771
OG0000639	Syat.g_00482	Praj.g_00772
OG0000640	Syat.g_00483	Praj.g_00773
OG0000641	Syat.g_00488	Praj.g_00777
OG0000642	Syat.g_00489	Praj.g_00778
OG0000643	Syat.g_00494	Praj.g_00779
OG0000644	Syat.g_00495	Praj.g_00780
OG0000645	Syat.g_00496	Praj.g_00781
OG0000646	Syat.g_00499	Praj.g_00784
OG0000647	Syat.g_00501	Praj.g_00786
OG0000648	Syat.g_00504	Praj.g_00788
OG0000649	Syat.g_00505	Praj.g_00789
OG0000650	Syat.g_00506	Praj.g_00790
OG0000651	Syat.g_00507	Praj.g_00791
OG0000652	Syat.g_00508	Praj.g_00792
OG0000653	Syat.g_00510	Praj.g_00794
OG0000654	Syat.g_00514	Praj.g_00795
OG0000655	Syat.g_00515	Praj.g_00796
OG0000656	Syat.g_00518	Praj.g_00799
OG0000657	Syat.g_00720	Praj.g_00806
OG0000658	Syat.g_00723	Praj.g_00808
OG0000659	Syat.g_00724	Praj.g_00809
OG0000660	Syat.g_00740	Praj.g_00814
OG0000661	Syat.g_00742	Praj.g_00816
OG0000662	Syat.g_00746	Praj.g_00818
OG0000663	Syat.g_00749	Praj.g_00820
OG0000664	Syat.g_00752	Praj.g_00821
OG0000665	Syat.g_03302	Praj.g_00826
OG0000666	Syat.g_01415	Praj.g_00827
OG0000667	Syat.g_00958, Syat.g_03278	Praj.g_00831
OG0000668	Syat.g_00710	Praj.g_00869
OG0000669	Syat.g_00416	Praj.g_00877
OG0000670	Syat.g_00419	Praj.g_00880
OG0000671	Syat.g_00421	Praj.g_00882
OG0000672	Syat.g_00424	Praj.g_00885
OG0000673	Syat.g_00430	Praj.g_00888
OG0000674	Syat.g_00432	Praj.g_00890
OG0000675	Syat.g_00433	Praj.g_00891
OG0000676	Syat.g_00436	Praj.g_00893
OG0000677	Syat.g_00437	Praj.g_00894
OG0000678	Syat.g_00439	Praj.g_00897
OG0000679	Syat.g_00448	Praj.g_00901
OG0000680	Syat.g_00449	Praj.g_00902
OG0000681	Syat.g_00452	Praj.g_00905
OG0000682	Syat.g_00453	Praj.g_00906
OG0000683	Syat.g_00454	Praj.g_00907
OG0000684	Syat.g_00457	Praj.g_00748
OG0000685	Syat.g_02571	Praj.g_00750
OG0000686	Syat.g_00459	Praj.g_00751
OG0000687	Syat.g_00460	Praj.g_00752
OG0000688	Syat.g_00463	Praj.g_00755
OG0000689	Syat.g_00465	Praj.g_00756
OG0000690	Syat.g_00466	Praj.g_00757
OG0000691	Syat.g_00467	Praj.g_00758
OG0000692	Syat.g_00469	Praj.g_00760
OG0000693	Syat.g_00471	Praj.g_00761
OG0000694	Syat.g_00472	Praj.g_00762
OG0000695	Syat.g_00619	Praj.g_00921
OG0000696	Syat.g_00618	Praj.g_00922
OG0000697	Syat.g_00616	Praj.g_00923
OG0000698	Syat.g_00613	Praj.g_00926
OG0000699	Syat.g_00611	Praj.g_00927
OG0000700	Syat.g_00610	Praj.g_00928
OG0000701	Syat.g_00609	Praj.g_00929
OG0000702	Syat.g_00606	Praj.g_00931
OG0000703	Syat.g_00601	Praj.g_00932
OG0000704	Syat.g_00599	Praj.g_00933
OG0000705	Syat.g_00592	Praj.g_00939
OG0000706	Syat.g_00591	Praj.g_00940
OG0000707	Syat.g_00590	Praj.g_00941
OG0000708	Syat.g_00587	Praj.g_00943
OG0000709	Syat.g_00573	Praj.g_00947
OG0000710	Syat.g_00567	Praj.g_00950
OG0000711	Syat.g_00539	Praj.g_00966
OG0000712	Syat.g_00537	Praj.g_00968
OG0000713	Syat.g_00536	Praj.g_00969
OG0000714	Syat.g_00532	Praj.g_00970
OG0000715	Syat.g_00530	Praj.g_00972
OG0000716	Syat.g_00527	Praj.g_00973
OG0000717	Syat.g_00526	Praj.g_00974
OG0000718	Syat.g_00522	Praj.g_00991
OG0000719	Syat.g_00712	Praj.g_00992
OG0000720	Syat.g_00699	Praj.g_01002
OG0000721	Syat.g_00697	Praj.g_01003
OG0000722	Syat.g_00696	Praj.g_01004
OG0000723	Syat.g_00686	Praj.g_01008
OG0000724	Syat.g_00782	Praj.g_01019
OG0000725	Syat.g_00810	Praj.g_00845
OG0000726	Syat.g_00811	Praj.g_00844
OG0000727	Syat.g_00812	Praj.g_00843
OG0000728	Syat.g_00814	Praj.g_00841
OG0000729	Syat.g_02224	Praj.g_02022
OG0000730	Syat.g_01617	Praj.g_00378
OG0000731	Syat.g_01605	Praj.g_00386
OG0000732	Syat.g_02290	Praj.g_02081
OG0000733	Syat.g_03285	Praj.g_01833
OG0000734	Syat.g_01579	Praj.g_01476
OG0000735	Syat.g_03235	Praj.g_01474
OG0000736	Syat.g_03236	Praj.g_01473
OG0000737	Syat.g_03237	Praj.g_01472
OG0000738	Syat.g_03251	Praj.g_01468
OG0000739	Syat.g_03252	Praj.g_01467
OG0000740	Syat.g_03253	Praj.g_01466
OG0000741	Syat.g_03256	Praj.g_01464
OG0000742	Syat.g_03259	Praj.g_01462
OG0000743	Syat.g_03262	Praj.g_01460
OG0000744	Syat.g_03263	Praj.g_01459
OG0000745	Syat.g_03266	Praj.g_01458
OG0000746	Syat.g_00314	Praj.g_01456
OG0000747	Syat.g_00313	Praj.g_01455
OG0000748	Syat.g_00305	Praj.g_01451
OG0000749	Syat.g_00303	Praj.g_01450
OG0000750	Syat.g_00302	Praj.g_01449
OG0000751	Syat.g_00296	Praj.g_01446
OG0000752	Syat.g_00294	Praj.g_01444
OG0000753	Syat.g_00291	Praj.g_01442
OG0000754	Syat.g_00250	Praj.g_01438
OG0000755	Syat.g_00217	Praj.g_01434
OG0000756	Syat.g_00216	Praj.g_01433
OG0000757	Syat.g_00205	Praj.g_01426
OG0000758	Syat.g_00204	Praj.g_01425
OG0000759	Syat.g_00203	Praj.g_01424
OG0000760	Syat.g_00202	Praj.g_01423
OG0000761	Syat.g_00201	Praj.g_01422
OG0000762	Syat.g_00199	Praj.g_01421
OG0000763	Syat.g_00924	Praj.g_01419
OG0000764	Syat.g_00923	Praj.g_01418
OG0000765	Syat.g_00897	Praj.g_01409
OG0000766	Syat.g_00896	Praj.g_01408
OG0000767	Syat.g_00894	Praj.g_01407
OG0000768	Syat.g_00893	Praj.g_01406
OG0000769	Syat.g_00891	Praj.g_01404
OG0000770	Syat.g_00886	Praj.g_01403
OG0000771	Syat.g_00788	Praj.g_01014
OG0000772	Syat.g_01768	Praj.g_01246
OG0000773	Syat.g_01114	Praj.g_01519
OG0000774	Syat.g_01146	Praj.g_01522
OG0000775	Syat.g_01148	Praj.g_01523
OG0000776	Syat.g_01149	Praj.g_01524
OG0000777	Syat.g_01150	Praj.g_01525
OG0000778	Syat.g_01151	Praj.g_01526
OG0000779	Syat.g_01154	Praj.g_01530
OG0000780	Syat.g_01157	Praj.g_01531
OG0000781	Syat.g_01161	Praj.g_01534
OG0000782	Syat.g_01162	Praj.g_01535
OG0000783	Syat.g_01163	Praj.g_01536
OG0000784	Syat.g_01164	Praj.g_01537
OG0000785	Syat.g_01166	Praj.g_01539
OG0000786	Syat.g_01170	Praj.g_01542
OG0000787	Syat.g_01171	Praj.g_01543
OG0000788	Syat.g_00087	Praj.g_00732
OG0000789	Syat.g_00845	Praj.g_01011
OG0000790	Syat.g_01300	Praj.g_01580
OG0000791	Syat.g_01302	Praj.g_01582
OG0000792	Syat.g_01303	Praj.g_01583
OG0000793	Syat.g_01412	Praj.g_01586
OG0000794	Syat.g_01414	Praj.g_01587
OG0000795	Syat.g_01416	Praj.g_01588
OG0000796	Syat.g_01422	Praj.g_01592
OG0000797	Syat.g_01423	Praj.g_01593
OG0000799	Syat.g_01256	Praj.g_01613
OG0000800	Syat.g_01255	Praj.g_01614
OG0000801	Syat.g_01253	Praj.g_01615
OG0000802	Syat.g_01245	Praj.g_01617
OG0000803	Syat.g_01241	Praj.g_01619
OG0000804	Syat.g_01238	Praj.g_01620
OG0000805	Syat.g_01236	Praj.g_01622
OG0000806	Syat.g_01234	Praj.g_01624
OG0000807	Syat.g_01233	Praj.g_01625
OG0000808	Syat.g_01232	Praj.g_01626
OG0000809	Syat.g_01229	Praj.g_01630
OG0000810	Syat.g_01228	Praj.g_01631
OG0000811	Syat.g_01186	Praj.g_01635
OG0000812	Syat.g_01182	Praj.g_01637
OG0000813	Syat.g_01181	Praj.g_01638
OG0000814	Syat.g_01179	Praj.g_01640
OG0000815	Syat.g_01177	Praj.g_01641
OG0000816	Syat.g_01175	Praj.g_01643
OG0000817	Syat.g_01279	Praj.g_01644
OG0000818	Syat.g_01325	Praj.g_01648
OG0000819	Syat.g_01326	Praj.g_01649
OG0000820	Syat.g_01327	Praj.g_01650
OG0000821	Syat.g_01333	Praj.g_01653
OG0000822	Syat.g_01335	Praj.g_01654
OG0000823	Syat.g_01336	Praj.g_01655
OG0000824	Syat.g_01342	Praj.g_01658
OG0000825	Syat.g_01343	Praj.g_01659
OG0000826	Syat.g_01344	Praj.g_01660
OG0000827	Syat.g_01345	Praj.g_01661
OG0000828	Syat.g_01348	Praj.g_01664
OG0000829	Syat.g_01349	Praj.g_01665
OG0000830	Syat.g_01350	Praj.g_01666
OG0000831	Syat.g_01353	Praj.g_01668
OG0000832	Syat.g_02982	Praj.g_01678
OG0000833	Syat.g_03072	Praj.g_01686
OG0000834	Syat.g_03073	Praj.g_01687
OG0000835	Syat.g_03075	Praj.g_01688
OG0000836	Syat.g_03078	Praj.g_01690
OG0000837	Syat.g_03079	Praj.g_01691
OG0000838	Syat.g_03083	Praj.g_01693
OG0000839	Syat.g_03084	Praj.g_01694
OG0000840	Syat.g_03085	Praj.g_01695
OG0000841	Syat.g_03086	Praj.g_01696
OG0000842	Syat.g_03087	Praj.g_01697
OG0000843	Syat.g_03088	Praj.g_01698
OG0000844	Syat.g_03090	Praj.g_01699
OG0000845	Syat.g_03091	Praj.g_01700
OG0000846	Syat.g_03092	Praj.g_01701
OG0000847	Syat.g_03093	Praj.g_01702
OG0000848	Syat.g_03095	Praj.g_01703
OG0000849	Syat.g_03096	Praj.g_01704
OG0000850	Syat.g_03098	Praj.g_01706
OG0000851	Syat.g_03101	Praj.g_01707
OG0000852	Syat.g_03102	Praj.g_01708
OG0000853	Syat.g_03106	Praj.g_01713
OG0000854	Syat.g_03108	Praj.g_01715
OG0000855	Syat.g_03109	Praj.g_01716
OG0000856	Syat.g_03305	Praj.g_01599
OG0000857	Syat.g_00500	Praj.g_00785
OG0000858	Syat.g_03114	Praj.g_01763
OG0000859	Syat.g_03115	Praj.g_01764
OG0000860	Syat.g_03126	Praj.g_01770
OG0000861	Syat.g_03127	Praj.g_01771
OG0000862	Syat.g_03136	Praj.g_01772
OG0000863	Syat.g_03138	Praj.g_01773
OG0000864	Syat.g_03139	Praj.g_01774
OG0000865	Syat.g_03140	Praj.g_01775
OG0000866	Syat.g_03141	Praj.g_01776
OG0000867	Syat.g_03142	Praj.g_01777
OG0000868	Syat.g_03067	Praj.g_01778
OG0000869	Syat.g_03054	Praj.g_01781
OG0000870	Syat.g_03049	Praj.g_01786
OG0000871	Syat.g_03048	Praj.g_01787
OG0000872	Syat.g_03042	Praj.g_01788
OG0000873	Syat.g_03039	Praj.g_01791
OG0000874	Syat.g_03037	Praj.g_01794
OG0000875	Syat.g_03035	Praj.g_01796
OG0000876	Syat.g_00745	Praj.g_01797
OG0000877	Syat.g_03024	Praj.g_01799
OG0000878	Syat.g_03023	Praj.g_01800
OG0000879	Syat.g_03022	Praj.g_01801
OG0000880	Syat.g_03021	Praj.g_01802
OG0000881	Syat.g_03016	Praj.g_01805
OG0000882	Syat.g_03011	Praj.g_01810
OG0000883	Syat.g_03007	Praj.g_01812
OG0000884	Syat.g_03005	Praj.g_01814
OG0000885	Syat.g_03004	Praj.g_01815
OG0000886	Syat.g_03003	Praj.g_01816
OG0000887	Syat.g_03002	Praj.g_01817
OG0000888	Syat.g_03000	Praj.g_01819
OG0000889	Syat.g_02997	Praj.g_01821
OG0000890	Syat.g_02994	Praj.g_01822
OG0000891	Syat.g_02993	Praj.g_01823
OG0000892	Syat.g_02992	Praj.g_01825
OG0000893	Syat.g_01864	Praj.g_01868
OG0000894	Syat.g_01860	Praj.g_01871
OG0000895	Syat.g_01856	Praj.g_01874
OG0000896	Syat.g_01855	Praj.g_01875
OG0000897	Syat.g_01853	Praj.g_01877
OG0000898	Syat.g_01852	Praj.g_01878
OG0000899	Syat.g_01851	Praj.g_01879
OG0000900	Syat.g_01850	Praj.g_01880
OG0000901	Syat.g_01845	Praj.g_01883
OG0000902	Syat.g_01843	Praj.g_01885
OG0000903	Syat.g_01830	Praj.g_01894
OG0000904	Syat.g_01834	Praj.g_01889
OG0000905	Syat.g_01839	Praj.g_01887
OG0000906	Syat.g_01841	Praj.g_01886
OG0000907	Syat.g_01828	Praj.g_01909
OG0000908	Syat.g_01825	Praj.g_01912
OG0000909	Syat.g_01824	Praj.g_01913
OG0000910	Syat.g_01823	Praj.g_01914
OG0000911	Syat.g_01821	Praj.g_01916
OG0000912	Syat.g_01820	Praj.g_01917
OG0000913	Syat.g_01819	Praj.g_01918
OG0000914	Syat.g_01818	Praj.g_01919
OG0000915	Syat.g_01816	Praj.g_01920
OG0000916	Syat.g_01815	Praj.g_01921
OG0000917	Syat.g_01814	Praj.g_01922
OG0000918	Syat.g_01813	Praj.g_01923
OG0000919	Syat.g_01812	Praj.g_01924
OG0000920	Syat.g_01811	Praj.g_01925
OG0000921	Syat.g_01810	Praj.g_01926
OG0000922	Syat.g_01809	Praj.g_01927
OG0000923	Syat.g_01805	Praj.g_01931
OG0000924	Syat.g_01804	Praj.g_01932
OG0000925	Syat.g_01803	Praj.g_01933
OG0000926	Syat.g_01802	Praj.g_01934
OG0000927	Syat.g_01800	Praj.g_01936
OG0000928	Syat.g_01799	Praj.g_01937
OG0000929	Syat.g_01798	Praj.g_01938
OG0000930	Syat.g_01797	Praj.g_01939
OG0000931	Syat.g_01796	Praj.g_01940
OG0000932	Syat.g_01794	Praj.g_01941
OG0000933	Syat.g_01788	Praj.g_01945
OG0000934	Syat.g_01786	Praj.g_01947
OG0000935	Syat.g_01665	Praj.g_01948
OG0000936	Syat.g_01664	Praj.g_01949
OG0000937	Syat.g_01663	Praj.g_01950
OG0000938	Syat.g_01659	Praj.g_01953
OG0000939	Syat.g_01658	Praj.g_01954
OG0000940	Syat.g_01651	Praj.g_01961
OG0000941	Syat.g_01649	Praj.g_01963
OG0000942	Syat.g_01647	Praj.g_01965
OG0000943	Syat.g_01646	Praj.g_01966
OG0000944	Syat.g_01644	Praj.g_01968
OG0000945	Syat.g_01643	Praj.g_01969
OG0000946	Syat.g_01633	Praj.g_01975
OG0000947	Syat.g_01630	Praj.g_01977
OG0000948	Syat.g_01629	Praj.g_01978
OG0000949	Syat.g_02142	Praj.g_01981
OG0000950	Syat.g_02152	Praj.g_01986
OG0000951	Syat.g_02157	Praj.g_01990
OG0000952	Syat.g_02162	Praj.g_01994
OG0000953	Syat.g_02166	Praj.g_01998
OG0000954	Syat.g_02187	Praj.g_02002
OG0000955	Syat.g_02188	Praj.g_02003
OG0000956	Syat.g_02191	Praj.g_02005
OG0000957	Syat.g_02204	Praj.g_02010
OG0000958	Syat.g_02205	Praj.g_02011
OG0000959	Syat.g_02212	Praj.g_02015
OG0000960	Syat.g_02213	Praj.g_02016
OG0000961	Syat.g_02873	Praj.g_02019
OG0000962	Syat.g_02223	Praj.g_02021
OG0000963	Syat.g_02226	Praj.g_02026
OG0000964	Syat.g_02227	Praj.g_02027
OG0000965	Syat.g_02228	Praj.g_02028
OG0000966	Syat.g_02259	Praj.g_02059
OG0000967	Syat.g_02263	Praj.g_02063
OG0000968	Syat.g_02269	Praj.g_02065
OG0000969	Syat.g_02271	Praj.g_02066
OG0000970	Syat.g_02272	Praj.g_02067
OG0000971	Syat.g_02274	Praj.g_02068
OG0000972	Syat.g_02275	Praj.g_02069
OG0000973	Syat.g_02276	Praj.g_02070
OG0000974	Syat.g_02277	Praj.g_02071
OG0000975	Syat.g_02278	Praj.g_02072
OG0000976	Syat.g_02279	Praj.g_02073
OG0000977	Syat.g_02281	Praj.g_02074
OG0000978	Syat.g_02283	Praj.g_02075
OG0000979	Syat.g_02286	Praj.g_02078
OG0000980	Syat.g_02289	Praj.g_02080
OG0000981	Syat.g_02292	Praj.g_02083
OG0000982	Syat.g_02691	Praj.g_02085
OG0000983	Syat.g_02690	Praj.g_02086
OG0000984	Syat.g_02689	Praj.g_02087
OG0000985	Syat.g_02685	Praj.g_02090
OG0000986	Syat.g_02680	Praj.g_02092
OG0000987	Syat.g_02678	Praj.g_02093
OG0000988	Syat.g_02672	Praj.g_02096
OG0000989	Syat.g_02657	Praj.g_02100
OG0000990	Syat.g_02500	Praj.g_02105
OG0000991	Syat.g_02503	Praj.g_02106
OG0000992	Syat.g_02507	Praj.g_02109
OG0000993	Syat.g_02508	Praj.g_02110
OG0000994	Syat.g_02512	Praj.g_02111
OG0000995	Syat.g_02517	Praj.g_02115
OG0000996	Syat.g_02446	Praj.g_02116
OG0000997	Syat.g_02417	Praj.g_02124
OG0000998	Syat.g_02415	Praj.g_02126
OG0000999	Syat.g_02414	Praj.g_02127
OG0001001	Syat.g_02400	Praj.g_02134
OG0001002	Syat.g_02394	Praj.g_02139
OG0001003	Syat.g_02392	Praj.g_02141
OG0001004	Syat.g_02391	Praj.g_02142
OG0001005	Syat.g_02390	Praj.g_02143
OG0001006	Syat.g_02378	Praj.g_02147
OG0001007	Syat.g_02376	Praj.g_02149
OG0001008	Syat.g_02971	Praj.g_00431
OG0001009	Syat.g_02311	Praj.g_00027
OG0001010	Syat.g_02310	Praj.g_00028
OG0001011	Syat.g_02308	Praj.g_00029
OG0001012	Syat.g_01004	Praj.g_00047
OG0001013	Syat.g_02716	Praj.g_00052
OG0001014	Syat.g_02721	Praj.g_00055
OG0001015	Syat.g_02722	Praj.g_00056
OG0001016	Syat.g_01474	Praj.g_00111
OG0001017	Syat.g_01480	Praj.g_00115
OG0001018	Syat.g_01482	Praj.g_00118
OG0001019	Syat.g_01532	Praj.g_00127
OG0001020	Syat.g_01539	Praj.g_00128
OG0001021	Syat.g_01552	Praj.g_00129
OG0001022	Syat.g_01555	Praj.g_00132
OG0001023	Syat.g_01556	Praj.g_00133
OG0001024	Syat.g_01560	Praj.g_00136
OG0001025	Syat.g_01566	Praj.g_00143
OG0001026	Syat.g_01582	Praj.g_00151
OG0001027	Syat.g_02947	Praj.g_00152
OG0001028	Syat.g_02944	Praj.g_00154
OG0001029	Syat.g_02942	Praj.g_00156
OG0001030	Syat.g_02922	Praj.g_00172
OG0001031	Syat.g_02836	Praj.g_00226
OG0001032	Syat.g_02834	Praj.g_00227
OG0001033	Syat.g_02784	Praj.g_00247
OG0001034	Syat.g_01448	Praj.g_00276
OG0001035	Syat.g_01885	Praj.g_00293
OG0001036	Syat.g_01939	Praj.g_00297
OG0001037	Syat.g_01941	Praj.g_00298
OG0001038	Syat.g_02058	Praj.g_00314
OG0001039	Syat.g_02061	Praj.g_00316
OG0001040	Syat.g_02064	Praj.g_00319
OG0001041	Syat.g_02070	Praj.g_00323
OG0001042	Syat.g_02100	Praj.g_00339
OG0001043	Syat.g_02103	Praj.g_00340
OG0001044	Syat.g_01615	Praj.g_00379
OG0001045	Syat.g_01602	Praj.g_00388
OG0001046	Syat.g_00552	Praj.g_01081
OG0001047	Syat.g_02973	Praj.g_00433
OG0001048	Syat.g_02974	Praj.g_00434
OG0001049	Syat.g_01290	Praj.g_00436
OG0001050	Syat.g_01289	Praj.g_00437
OG0001051	Syat.g_01288	Praj.g_00438
OG0001052	Syat.g_01375	Praj.g_00464
OG0001053	Syat.g_03173	Praj.g_00476
OG0001054	Syat.g_03192	Praj.g_00490
OG0001055	Syat.g_03224	Praj.g_00509
OG0001056	Syat.g_03275	Praj.g_00527
OG0001057	Syat.g_00102	Praj.g_00532
OG0001058	Syat.g_00079	Praj.g_00540
OG0001059	Syat.g_00075	Praj.g_00544
OG0001061	Syat.g_00051	Praj.g_00564
OG0001062	Syat.g_00048	Praj.g_00566
OG0001063	Syat.g_00042	Praj.g_00567
OG0001064	Syat.g_00041	Praj.g_00568
OG0001065	Syat.g_00040	Praj.g_00569
OG0001066	Syat.g_00039	Praj.g_00570
OG0001067	Syat.g_00038	Praj.g_00571
OG0001068	Syat.g_00037	Praj.g_00572
OG0001069	Syat.g_00036	Praj.g_00573
OG0001070	Syat.g_00032	Praj.g_00575
OG0001071	Syat.g_00031	Praj.g_00576
OG0001072	Syat.g_00028	Praj.g_00577
OG0001073	Syat.g_00009	Praj.g_00591
OG0001074	Syat.g_01015	Praj.g_00603
OG0001075	Syat.g_01037	Praj.g_00604
OG0001076	Syat.g_03315	Praj.g_00611
OG0001077	Syat.g_03290	Praj.g_00616
OG0001078	Syat.g_00118	Praj.g_00624
OG0001079	Syat.g_00378	Praj.g_00635
OG0001080	Syat.g_00368	Praj.g_00641
OG0001081	Syat.g_00366	Praj.g_00643
OG0001082	Syat.g_00365	Praj.g_00644
OG0001083	Syat.g_00390	Praj.g_00649
OG0001084	Syat.g_00391	Praj.g_00650
OG0001085	Syat.g_00408	Praj.g_00660
OG0001086	Syat.g_00410	Praj.g_00661
OG0001087	Syat.g_03277	Praj.g_00681
OG0001088	Syat.g_02496	Praj.g_00682
OG0001089	Syat.g_00818	Praj.g_00690
OG0001090	Syat.g_00659	Praj.g_00699
OG0001091	Syat.g_00661	Praj.g_00701
OG0001092	Syat.g_00663	Praj.g_00702
OG0001093	Syat.g_00669	Praj.g_00707
OG0001094	Syat.g_00473	Praj.g_00763
OG0001095	Syat.g_00497	Praj.g_00782
OG0001096	Syat.g_00516	Praj.g_00797
OG0001097	Syat.g_00743	Praj.g_00817
OG0001098	Syat.g_01672	Praj.g_00835
OG0001099	Syat.g_02943	Praj.g_00872
OG0001100	Syat.g_00418	Praj.g_00879
OG0001101	Syat.g_00420	Praj.g_00881
OG0001102	Syat.g_00423	Praj.g_00884
OG0001103	Syat.g_00425	Praj.g_00886
OG0001104	Syat.g_00458	Praj.g_00749
OG0001105	Syat.g_00461	Praj.g_00753
OG0001106	Syat.g_00598	Praj.g_00934
OG0001107	Syat.g_00580	Praj.g_00944
OG0001108	Syat.g_00570	Praj.g_00948
OG0001109	Syat.g_00568	Praj.g_00949
OG0001110	Syat.g_00566	Praj.g_00951
OG0001111	Syat.g_00564	Praj.g_00952
OG0001112	Syat.g_00562	Praj.g_00953
OG0001113	Syat.g_00561	Praj.g_00954
OG0001114	Syat.g_00560	Praj.g_00955
OG0001115	Syat.g_00557	Praj.g_00957
OG0001116	Syat.g_00555	Praj.g_00958
OG0001117	Syat.g_00554	Praj.g_00959
OG0001118	Syat.g_00553	Praj.g_00960
OG0001119	Syat.g_00551	Praj.g_00961
OG0001120	Syat.g_00546	Praj.g_00963
OG0001122	Syat.g_00711	Praj.g_00993
OG0001123	Syat.g_00704	Praj.g_00997
OG0001124	Syat.g_00702	Praj.g_00999
OG0001125	Syat.g_00700	Praj.g_01001
OG0001126	Syat.g_00790	Praj.g_01012
OG0001127	Syat.g_00789	Praj.g_01013
OG0001128	Syat.g_00786	Praj.g_01016
OG0001129	Syat.g_00784	Praj.g_01017
OG0001130	Syat.g_00783	Praj.g_01018
OG0001131	Syat.g_01674	Praj.g_00852
OG0001132	Syat.g_00965	Praj.g_01063
OG0001133	Syat.g_03311	Praj.g_01040
OG0001136	Syat.g_03257	Praj.g_01463
OG0001137	Syat.g_00306	Praj.g_01452
OG0001138	Syat.g_00214	Praj.g_01432
OG0001139	Syat.g_00209	Praj.g_01430
OG0001140	Syat.g_00208	Praj.g_01429
OG0001141	Syat.g_00207	Praj.g_01428
OG0001142	Syat.g_00206	Praj.g_01427
OG0001143	Syat.g_00925	Praj.g_01420
OG0001144	Syat.g_00906	Praj.g_01415
OG0001145	Syat.g_01117	Praj.g_01520
OG0001146	Syat.g_01158	Praj.g_01532
OG0001147	Syat.g_01368	Praj.g_01550
OG0001148	Syat.g_01297	Praj.g_01577
OG0001149	Syat.g_01298	Praj.g_01578
OG0001150	Syat.g_01299	Praj.g_01579
OG0001151	Syat.g_01420	Praj.g_01590
OG0001152	Syat.g_01421	Praj.g_01591
OG0001153	Syat.g_01346	Praj.g_01662
OG0001154	Syat.g_01347	Praj.g_01663
OG0001155	Syat.g_02774	Praj.g_01679
OG0001156	Syat.g_02978	Praj.g_01682
OG0001157	Syat.g_02977	Praj.g_01683
OG0001158	Syat.g_02976	Praj.g_01684
OG0001159	Syat.g_02975	Praj.g_01685
OG0001160	Syat.g_03104	Praj.g_01711
OG0001161	Syat.g_02384	Praj.g_01499
OG0001162	Syat.g_01528	Praj.g_01723
OG0001163	Syat.g_03112	Praj.g_01761
OG0001164	Syat.g_03116	Praj.g_01765
OG0001165	Syat.g_03121	Praj.g_01767
OG0001166	Syat.g_03050	Praj.g_01785
OG0001167	Syat.g_03019	Praj.g_01803
OG0001168	Syat.g_03017	Praj.g_01804
OG0001169	Syat.g_03015	Praj.g_01806
OG0001170	Syat.g_03013	Praj.g_01808
OG0001171	Syat.g_03001	Praj.g_01818
OG0001172	Syat.g_01858	Praj.g_01872
OG0001173	Syat.g_01857	Praj.g_01873
OG0001174	Syat.g_01849	Praj.g_01881
OG0001175	Syat.g_01848	Praj.g_01882
OG0001176	Syat.g_01831	Praj.g_01893
OG0001178	Syat.g_03137	Praj.g_01236
OG0001180	Syat.g_01654	Praj.g_01958
OG0001181	Syat.g_01650	Praj.g_01962
OG0001182	Syat.g_01642	Praj.g_01970
OG0001183	Syat.g_01632	Praj.g_01976
OG0001184	Syat.g_02160	Praj.g_01992
OG0001185	Syat.g_02200	Praj.g_02007
OG0001186	Syat.g_02235	Praj.g_02046
OG0001187	Syat.g_02256	Praj.g_02060
OG0001188	Syat.g_02261	Praj.g_02062
OG0001189	Syat.g_02287	Praj.g_02079
OG0001190	Syat.g_02692	Praj.g_02084
OG0001191	Syat.g_02675	Praj.g_02094
OG0001192	Syat.g_02663	Praj.g_02099
