Orthogroup	Syat	Prbn
OG0000583	Syat.g_03404	Prbn.g_00505
OG0000584	Syat.g_03405	Prbn.g_00504
OG0000585	Syat.g_03408	Prbn.g_00502
OG0000586	Syat.g_03409	Prbn.g_00501
OG0000587	Syat.g_00001	Prbn.g_00500
OG0000588	Syat.g_00338	Prbn.g_00496
OG0000589	Syat.g_03318	Prbn.g_00494
OG0000590	Syat.g_03317	Prbn.g_00493
OG0000591	Syat.g_03308	Prbn.g_00489
OG0000592	Syat.g_03307	Prbn.g_00488
OG0000593	Syat.g_00113	Prbn.g_00423
OG0000594	Syat.g_00114	Prbn.g_00424
OG0000595	Syat.g_00115	Prbn.g_00425
OG0000596	Syat.g_00129	Prbn.g_00429
OG0000597	Syat.g_00132	Prbn.g_00432
OG0000598	Syat.g_00133	Prbn.g_00433
OG0000599	Syat.g_00381	Prbn.g_00436
OG0000600	Syat.g_00380	Prbn.g_00437
OG0000601	Syat.g_00379	Prbn.g_00438
OG0000602	Syat.g_00375	Prbn.g_00440
OG0000603	Syat.g_00374	Prbn.g_00441
OG0000604	Syat.g_00372	Prbn.g_00442
OG0000605	Syat.g_00370	Prbn.g_00443
OG0000606	Syat.g_00367	Prbn.g_00446
OG0000607	Syat.g_00364	Prbn.g_00449
OG0000608	Syat.g_00363	Prbn.g_00450
OG0000609	Syat.g_00344	Prbn.g_00834
OG0000610	Syat.g_00399	Prbn.g_00840
OG0000611	Syat.g_00402	Prbn.g_00843
OG0000612	Syat.g_00403	Prbn.g_00844
OG0000613	Syat.g_02129	Prbn.g_01591
OG0000614	Syat.g_01084	Prbn.g_01570
OG0000615	Syat.g_00442	Prbn.g_01559
OG0000616	Syat.g_02397	Prbn.g_00905
OG0000617	Syat.g_00665	Prbn.g_00860
OG0000618	Syat.g_00666	Prbn.g_00861
OG0000619	Syat.g_00667	Prbn.g_00862
OG0000620	Syat.g_02591	Prbn.g_01947
OG0000621	Syat.g_02590	Prbn.g_01948
OG0000622	Syat.g_02572	Prbn.g_01949
OG0000623	Syat.g_00672	Prbn.g_01950
OG0000624	Syat.g_00673	Prbn.g_01952
OG0000625	Syat.g_00674	Prbn.g_01345
OG0000626	Syat.g_00675	Prbn.g_01346
OG0000627	Syat.g_00641	Prbn.g_01347
OG0000628	Syat.g_00640	Prbn.g_01348
OG0000629	Syat.g_00637	Prbn.g_01349
OG0000630	Syat.g_00631	Prbn.g_01352
OG0000631	Syat.g_00624	Prbn.g_01445
OG0000632	Syat.g_00623	Prbn.g_01444
OG0000633	Syat.g_00622	Prbn.g_01443
OG0000634	Syat.g_00475	Prbn.g_01550
OG0000635	Syat.g_00476	Prbn.g_01549
OG0000636	Syat.g_00478	Prbn.g_01547
OG0000637	Syat.g_00480	Prbn.g_01545
OG0000638	Syat.g_00481	Prbn.g_01544
OG0000639	Syat.g_00482	Prbn.g_01543
OG0000640	Syat.g_00483	Prbn.g_01542
OG0000641	Syat.g_00488	Prbn.g_01538
OG0000642	Syat.g_00489	Prbn.g_01537
OG0000643	Syat.g_00494	Prbn.g_01536
OG0000644	Syat.g_00495	Prbn.g_01535
OG0000645	Syat.g_00496	Prbn.g_01534
OG0000646	Syat.g_00499	Prbn.g_01532
OG0000647	Syat.g_00501	Prbn.g_01530
OG0000648	Syat.g_00504	Prbn.g_01528
OG0000649	Syat.g_00505	Prbn.g_01527
OG0000650	Syat.g_00506	Prbn.g_01526
OG0000651	Syat.g_00507	Prbn.g_01525
OG0000652	Syat.g_00508	Prbn.g_01524
OG0000653	Syat.g_00510	Prbn.g_01522
OG0000654	Syat.g_00514	Prbn.g_01521
OG0000655	Syat.g_00515	Prbn.g_01520
OG0000656	Syat.g_00518	Prbn.g_01517
OG0000657	Syat.g_00720	Prbn.g_01509
OG0000658	Syat.g_00723	Prbn.g_01507
OG0000659	Syat.g_00724	Prbn.g_01506
OG0000660	Syat.g_00740	Prbn.g_01502
OG0000661	Syat.g_00742	Prbn.g_01500
OG0000662	Syat.g_00746	Prbn.g_01498
OG0000663	Syat.g_00749	Prbn.g_01496
OG0000664	Syat.g_00752	Prbn.g_01495
OG0000665	Syat.g_03302	Prbn.g_01489
OG0000666	Syat.g_01415	Prbn.g_01488
OG0000667	Syat.g_00958, Syat.g_03278	Prbn.g_01484
OG0000668	Syat.g_00710	Prbn.g_01930
OG0000669	Syat.g_00416	Prbn.g_01632
OG0000670	Syat.g_00419	Prbn.g_01629
OG0000671	Syat.g_00421	Prbn.g_01626
OG0000672	Syat.g_00424	Prbn.g_01623
OG0000673	Syat.g_00430	Prbn.g_01620
OG0000674	Syat.g_00432	Prbn.g_01618
OG0000675	Syat.g_00433	Prbn.g_01617
OG0000676	Syat.g_00436	Prbn.g_01615
OG0000677	Syat.g_00437	Prbn.g_01614
OG0000678	Syat.g_00439	Prbn.g_01612
OG0000679	Syat.g_00448	Prbn.g_01608
OG0000680	Syat.g_00449	Prbn.g_01607
OG0000681	Syat.g_00452	Prbn.g_01604
OG0000682	Syat.g_00453	Prbn.g_01603
OG0000683	Syat.g_00454	Prbn.g_01602
OG0000684	Syat.g_00457	Prbn.g_01600
OG0000685	Syat.g_02571	Prbn.g_01598
OG0000686	Syat.g_00459	Prbn.g_01597
OG0000687	Syat.g_00460	Prbn.g_01596
OG0000688	Syat.g_00463	Prbn.g_00848
OG0000689	Syat.g_00465	Prbn.g_00849
OG0000690	Syat.g_00466	Prbn.g_00850
OG0000691	Syat.g_00467	Prbn.g_00851
OG0000692	Syat.g_00469	Prbn.g_00853
OG0000693	Syat.g_00471	Prbn.g_00854
OG0000694	Syat.g_00472	Prbn.g_00855
OG0000695	Syat.g_00619	Prbn.g_01441
OG0000696	Syat.g_00618	Prbn.g_01440
OG0000697	Syat.g_00616	Prbn.g_01439
OG0000698	Syat.g_00613	Prbn.g_01436
OG0000699	Syat.g_00611	Prbn.g_01435
OG0000700	Syat.g_00610	Prbn.g_01434
OG0000701	Syat.g_00609	Prbn.g_01433
OG0000702	Syat.g_00606	Prbn.g_01431
OG0000703	Syat.g_00601	Prbn.g_01430
OG0000704	Syat.g_00599	Prbn.g_01428
OG0000705	Syat.g_00592	Prbn.g_01425
OG0000706	Syat.g_00591	Prbn.g_01424
OG0000707	Syat.g_00590	Prbn.g_01423
OG0000708	Syat.g_00587	Prbn.g_01421
OG0000709	Syat.g_00573	Prbn.g_01417
OG0000710	Syat.g_00567	Prbn.g_01414
OG0000711	Syat.g_00539	Prbn.g_01396
OG0000712	Syat.g_00537	Prbn.g_01395
OG0000713	Syat.g_00536	Prbn.g_01394
OG0000714	Syat.g_00532	Prbn.g_01393
OG0000715	Syat.g_00530	Prbn.g_01391
OG0000716	Syat.g_00527	Prbn.g_01389
OG0000717	Syat.g_00526	Prbn.g_01388
OG0000718	Syat.g_00522	Prbn.g_01384
OG0000719	Syat.g_00712	Prbn.g_01382
OG0000720	Syat.g_00699	Prbn.g_01370
OG0000721	Syat.g_00697	Prbn.g_01366
OG0000722	Syat.g_00696	Prbn.g_01365
OG0000723	Syat.g_00686	Prbn.g_01361
OG0000724	Syat.g_00782	Prbn.g_01466
OG0000725	Syat.g_00810	Prbn.g_01472
OG0000726	Syat.g_00811	Prbn.g_01473
OG0000727	Syat.g_00812	Prbn.g_01474
OG0000728	Syat.g_00814	Prbn.g_01476
OG0000729	Syat.g_02224	Prbn.g_01106
OG0000730	Syat.g_01617	Prbn.g_01147
OG0000731	Syat.g_01605	Prbn.g_00111
OG0000732	Syat.g_02290	Prbn.g_00954
OG0000733	Syat.g_03285	Prbn.g_01651
OG0000734	Syat.g_01579	Prbn.g_01173
OG0000735	Syat.g_03235	Prbn.g_01175
OG0000736	Syat.g_03236	Prbn.g_01176
OG0000737	Syat.g_03237	Prbn.g_01177
OG0000738	Syat.g_03251	Prbn.g_01181
OG0000739	Syat.g_03252	Prbn.g_01182
OG0000740	Syat.g_03253	Prbn.g_01183
OG0000741	Syat.g_03256	Prbn.g_01185
OG0000742	Syat.g_03259	Prbn.g_01188
OG0000743	Syat.g_03262	Prbn.g_01190
OG0000744	Syat.g_03263	Prbn.g_01191
OG0000745	Syat.g_03266	Prbn.g_01192
OG0000746	Syat.g_00314	Prbn.g_01194
OG0000747	Syat.g_00313	Prbn.g_01195
OG0000748	Syat.g_00305	Prbn.g_01199
OG0000749	Syat.g_00303	Prbn.g_01200
OG0000750	Syat.g_00302	Prbn.g_01201
OG0000751	Syat.g_00296	Prbn.g_01204
OG0000752	Syat.g_00294	Prbn.g_01206
OG0000753	Syat.g_00291	Prbn.g_01208
OG0000754	Syat.g_00250	Prbn.g_01211
OG0000755	Syat.g_00217	Prbn.g_00390
OG0000756	Syat.g_00216	Prbn.g_00391
OG0000757	Syat.g_00205	Prbn.g_00398
OG0000758	Syat.g_00204	Prbn.g_00399
OG0000759	Syat.g_00203	Prbn.g_00400
OG0000760	Syat.g_00202	Prbn.g_00401
OG0000761	Syat.g_00201	Prbn.g_00402
OG0000762	Syat.g_00199	Prbn.g_00403
OG0000763	Syat.g_00924	Prbn.g_00405
OG0000764	Syat.g_00923	Prbn.g_00406
OG0000765	Syat.g_00897	Prbn.g_00414
OG0000766	Syat.g_00896	Prbn.g_00415
OG0000767	Syat.g_00894	Prbn.g_00417
OG0000768	Syat.g_00893	Prbn.g_00418
OG0000769	Syat.g_00891	Prbn.g_00420
OG0000770	Syat.g_00886	Prbn.g_00483
OG0000771	Syat.g_00788	Prbn.g_00886
OG0000772	Syat.g_01768	Prbn.g_01671
OG0000773	Syat.g_01114	Prbn.g_01093
OG0000774	Syat.g_01146	Prbn.g_01091
OG0000775	Syat.g_01148	Prbn.g_01089
OG0000776	Syat.g_01149	Prbn.g_01088
OG0000777	Syat.g_01150	Prbn.g_01087
OG0000778	Syat.g_01151	Prbn.g_01086
OG0000779	Syat.g_01154	Prbn.g_01082
OG0000780	Syat.g_01157	Prbn.g_01081
OG0000781	Syat.g_01161	Prbn.g_01077
OG0000782	Syat.g_01162	Prbn.g_01076
OG0000783	Syat.g_01163	Prbn.g_01075
OG0000784	Syat.g_01164	Prbn.g_01074
OG0000785	Syat.g_01166	Prbn.g_01072
OG0000786	Syat.g_01170	Prbn.g_01069
OG0000787	Syat.g_01171	Prbn.g_01068
OG0000788	Syat.g_00087	Prbn.g_00615
OG0000789	Syat.g_00845	Prbn.g_00883
OG0000790	Syat.g_01300	Prbn.g_00155
OG0000791	Syat.g_01302	Prbn.g_00157
OG0000792	Syat.g_01303	Prbn.g_00158
OG0000793	Syat.g_01412	Prbn.g_00161
OG0000794	Syat.g_01414	Prbn.g_00162
OG0000795	Syat.g_01416	Prbn.g_00163
OG0000796	Syat.g_01422	Prbn.g_00167
OG0000797	Syat.g_01423	Prbn.g_00168
OG0000798	Syat.g_01214	Prbn.g_01055
OG0000799	Syat.g_01256	Prbn.g_00195
OG0000800	Syat.g_01255	Prbn.g_00196
OG0000801	Syat.g_01253	Prbn.g_00197
OG0000802	Syat.g_01245	Prbn.g_00199
OG0000803	Syat.g_01241	Prbn.g_00201
OG0000804	Syat.g_01238	Prbn.g_00202
OG0000805	Syat.g_01236	Prbn.g_00204
OG0000806	Syat.g_01234	Prbn.g_00206
OG0000807	Syat.g_01233	Prbn.g_00207
OG0000808	Syat.g_01232	Prbn.g_00208
OG0000809	Syat.g_01229	Prbn.g_00210
OG0000810	Syat.g_01228	Prbn.g_00211
OG0000811	Syat.g_01186	Prbn.g_00215
OG0000812	Syat.g_01182	Prbn.g_00217
OG0000813	Syat.g_01181	Prbn.g_00218
OG0000814	Syat.g_01179	Prbn.g_00220
OG0000815	Syat.g_01177	Prbn.g_00221
OG0000816	Syat.g_01175	Prbn.g_00223
OG0000817	Syat.g_01279	Prbn.g_00224
OG0000818	Syat.g_01325	Prbn.g_00229
OG0000819	Syat.g_01326	Prbn.g_00230
OG0000820	Syat.g_01327	Prbn.g_00231
OG0000821	Syat.g_01333	Prbn.g_00235
OG0000822	Syat.g_01335	Prbn.g_00236
OG0000823	Syat.g_01336	Prbn.g_00237
OG0000824	Syat.g_01342	Prbn.g_00240
OG0000825	Syat.g_01343	Prbn.g_00241
OG0000826	Syat.g_01344	Prbn.g_00242
OG0000827	Syat.g_01345	Prbn.g_00243
OG0000828	Syat.g_01348	Prbn.g_00246
OG0000829	Syat.g_01349	Prbn.g_00247
OG0000830	Syat.g_01350	Prbn.g_00248
OG0000831	Syat.g_01353	Prbn.g_00250
OG0000832	Syat.g_02982	Prbn.g_00260
OG0000833	Syat.g_03072	Prbn.g_00269
OG0000834	Syat.g_03073	Prbn.g_00270
OG0000835	Syat.g_03075	Prbn.g_00271
OG0000836	Syat.g_03078	Prbn.g_00272
OG0000837	Syat.g_03079	Prbn.g_00273
OG0000838	Syat.g_03083	Prbn.g_00275
OG0000839	Syat.g_03084	Prbn.g_00276
OG0000840	Syat.g_03085	Prbn.g_00277
OG0000841	Syat.g_03086	Prbn.g_00278
OG0000842	Syat.g_03087	Prbn.g_00279
OG0000843	Syat.g_03088	Prbn.g_00280
OG0000844	Syat.g_03090	Prbn.g_00281
OG0000845	Syat.g_03091	Prbn.g_00282
OG0000846	Syat.g_03092	Prbn.g_00283
OG0000847	Syat.g_03093	Prbn.g_00284
OG0000848	Syat.g_03095	Prbn.g_00285
OG0000849	Syat.g_03096	Prbn.g_00286
OG0000850	Syat.g_03098	Prbn.g_00288
OG0000851	Syat.g_03101	Prbn.g_00289
OG0000852	Syat.g_03102	Prbn.g_00904
OG0000853	Syat.g_03106	Prbn.g_00898
OG0000854	Syat.g_03108	Prbn.g_00896
OG0000855	Syat.g_03109	Prbn.g_00895
OG0000856	Syat.g_03305	Prbn.g_00486
OG0000857	Syat.g_00500	Prbn.g_01531
OG0000858	Syat.g_03114	Prbn.g_01738
OG0000859	Syat.g_03115	Prbn.g_01739
OG0000860	Syat.g_03126	Prbn.g_01747
OG0000861	Syat.g_03127	Prbn.g_01748
OG0000862	Syat.g_03136	Prbn.g_01749
OG0000863	Syat.g_03138	Prbn.g_01751
OG0000864	Syat.g_03139	Prbn.g_01752
OG0000865	Syat.g_03140	Prbn.g_01753
OG0000866	Syat.g_03141	Prbn.g_01754
OG0000867	Syat.g_03142	Prbn.g_01755
OG0000868	Syat.g_03067	Prbn.g_01757
OG0000869	Syat.g_03054	Prbn.g_01760
OG0000870	Syat.g_03049	Prbn.g_01765
OG0000871	Syat.g_03048	Prbn.g_01766
OG0000872	Syat.g_03042	Prbn.g_01767
OG0000873	Syat.g_03039	Prbn.g_01771
OG0000874	Syat.g_03037	Prbn.g_01774
OG0000875	Syat.g_03035	Prbn.g_01775
OG0000876	Syat.g_00745	Prbn.g_01776
OG0000877	Syat.g_03024	Prbn.g_01778
OG0000878	Syat.g_03023	Prbn.g_01779
OG0000879	Syat.g_03022	Prbn.g_01780
OG0000880	Syat.g_03021	Prbn.g_01781
OG0000881	Syat.g_03016	Prbn.g_01785
OG0000882	Syat.g_03011	Prbn.g_01790
OG0000883	Syat.g_03007	Prbn.g_01792
OG0000884	Syat.g_03005	Prbn.g_01794
OG0000885	Syat.g_03004	Prbn.g_01795
OG0000886	Syat.g_03003	Prbn.g_01796
OG0000887	Syat.g_03002	Prbn.g_01797
OG0000888	Syat.g_03000	Prbn.g_01799
OG0000889	Syat.g_02997	Prbn.g_01801
OG0000890	Syat.g_02994	Prbn.g_01802
OG0000891	Syat.g_02993	Prbn.g_01803
OG0000892	Syat.g_02992	Prbn.g_01805
OG0000893	Syat.g_01864	Prbn.g_01809
OG0000894	Syat.g_01860	Prbn.g_01812
OG0000895	Syat.g_01856	Prbn.g_01816
OG0000896	Syat.g_01855	Prbn.g_01817
OG0000897	Syat.g_01853	Prbn.g_01819
OG0000898	Syat.g_01852	Prbn.g_01820
OG0000899	Syat.g_01851	Prbn.g_01821
OG0000900	Syat.g_01850	Prbn.g_01822
OG0000901	Syat.g_01845	Prbn.g_01825
OG0000902	Syat.g_01843	Prbn.g_01827
OG0000903	Syat.g_01830	Prbn.g_01831
OG0000904	Syat.g_01834	Prbn.g_01835
OG0000905	Syat.g_01839	Prbn.g_01829
OG0000906	Syat.g_01841	Prbn.g_01828
OG0000907	Syat.g_01828	Prbn.g_01838
OG0000908	Syat.g_01825	Prbn.g_01841
OG0000909	Syat.g_01824	Prbn.g_01842
OG0000910	Syat.g_01823	Prbn.g_01843
OG0000911	Syat.g_01821	Prbn.g_01845
OG0000912	Syat.g_01820	Prbn.g_01846
OG0000913	Syat.g_01819	Prbn.g_01847
OG0000914	Syat.g_01818	Prbn.g_01848
OG0000915	Syat.g_01816	Prbn.g_01849
OG0000916	Syat.g_01815	Prbn.g_01850
OG0000917	Syat.g_01814	Prbn.g_01851
OG0000918	Syat.g_01813	Prbn.g_01852
OG0000919	Syat.g_01812	Prbn.g_01853
OG0000920	Syat.g_01811	Prbn.g_01854
OG0000921	Syat.g_01810	Prbn.g_01855
OG0000922	Syat.g_01809	Prbn.g_01856
OG0000923	Syat.g_01805	Prbn.g_01860
OG0000924	Syat.g_01804	Prbn.g_01861
OG0000925	Syat.g_01803	Prbn.g_01862
OG0000926	Syat.g_01802	Prbn.g_01863
OG0000927	Syat.g_01800	Prbn.g_01865
OG0000928	Syat.g_01799	Prbn.g_01866
OG0000929	Syat.g_01798	Prbn.g_01867
OG0000930	Syat.g_01797	Prbn.g_01868
OG0000931	Syat.g_01796	Prbn.g_01869
OG0000932	Syat.g_01794	Prbn.g_01870
OG0000933	Syat.g_01788	Prbn.g_01874
OG0000934	Syat.g_01786	Prbn.g_01876
OG0000935	Syat.g_01665	Prbn.g_01877
OG0000936	Syat.g_01664	Prbn.g_01878
OG0000937	Syat.g_01663	Prbn.g_01879
OG0000938	Syat.g_01659	Prbn.g_01882
OG0000939	Syat.g_01658	Prbn.g_01883
OG0000940	Syat.g_01651	Prbn.g_01890
OG0000941	Syat.g_01649	Prbn.g_01892
OG0000942	Syat.g_01647	Prbn.g_01894
OG0000943	Syat.g_01646	Prbn.g_01895
OG0000944	Syat.g_01644	Prbn.g_01897
OG0000945	Syat.g_01643	Prbn.g_01898
OG0000946	Syat.g_01633	Prbn.g_01903
OG0000947	Syat.g_01630	Prbn.g_01905
OG0000948	Syat.g_01629	Prbn.g_01906
OG0000949	Syat.g_02142	Prbn.g_01909
OG0000950	Syat.g_02152	Prbn.g_01916
OG0000951	Syat.g_02157	Prbn.g_01920
OG0000952	Syat.g_02162	Prbn.g_01015
OG0000953	Syat.g_02166	Prbn.g_01011
OG0000954	Syat.g_02187	Prbn.g_01007
OG0000955	Syat.g_02188	Prbn.g_01006
OG0000956	Syat.g_02191	Prbn.g_01004
OG0000957	Syat.g_02204	Prbn.g_00998
OG0000958	Syat.g_02205	Prbn.g_00997
OG0000959	Syat.g_02212	Prbn.g_00993
OG0000960	Syat.g_02213	Prbn.g_00992
OG0000961	Syat.g_02873	Prbn.g_00989
OG0000962	Syat.g_02223	Prbn.g_00987
OG0000963	Syat.g_02226	Prbn.g_00983
OG0000964	Syat.g_02227	Prbn.g_00982
OG0000965	Syat.g_02228	Prbn.g_00981
OG0000966	Syat.g_02259	Prbn.g_00975
OG0000967	Syat.g_02263	Prbn.g_00971
OG0000968	Syat.g_02269	Prbn.g_00969
OG0000969	Syat.g_02271	Prbn.g_00968
OG0000970	Syat.g_02272	Prbn.g_00967
OG0000971	Syat.g_02274	Prbn.g_00966
OG0000972	Syat.g_02275	Prbn.g_00965
OG0000973	Syat.g_02276	Prbn.g_00964
OG0000974	Syat.g_02277	Prbn.g_00963
OG0000975	Syat.g_02278	Prbn.g_00962
OG0000976	Syat.g_02279	Prbn.g_00961
OG0000977	Syat.g_02281	Prbn.g_00960
OG0000978	Syat.g_02283	Prbn.g_00959
OG0000979	Syat.g_02286	Prbn.g_00957
OG0000980	Syat.g_02289	Prbn.g_00955
OG0000981	Syat.g_02292	Prbn.g_00952
OG0000982	Syat.g_02691	Prbn.g_00950
OG0000983	Syat.g_02690	Prbn.g_00949
OG0000984	Syat.g_02689	Prbn.g_00948
OG0000985	Syat.g_02685	Prbn.g_00945
OG0000986	Syat.g_02680	Prbn.g_00943
OG0000987	Syat.g_02678	Prbn.g_00942
OG0000988	Syat.g_02672	Prbn.g_00939
OG0000989	Syat.g_02657	Prbn.g_00935
OG0000990	Syat.g_02500	Prbn.g_00931
OG0000991	Syat.g_02503	Prbn.g_00930
OG0000992	Syat.g_02507	Prbn.g_00927
OG0000993	Syat.g_02508	Prbn.g_00926
OG0000994	Syat.g_02512	Prbn.g_00925
OG0000995	Syat.g_02517	Prbn.g_00921
OG0000996	Syat.g_02446	Prbn.g_00920
OG0000997	Syat.g_02417	Prbn.g_00917
OG0000998	Syat.g_02415	Prbn.g_00915
OG0000999	Syat.g_02414	Prbn.g_00914
OG0001001	Syat.g_02400	Prbn.g_00908
OG0001002	Syat.g_02394	Prbn.g_00291
OG0001003	Syat.g_02392	Prbn.g_00292
OG0001004	Syat.g_02391	Prbn.g_00293
OG0001005	Syat.g_02390	Prbn.g_00294
OG0001006	Syat.g_02378	Prbn.g_00298
OG0001007	Syat.g_02376	Prbn.g_00300
OG0001008	Syat.g_02971	Prbn.g_00676
OG0001009	Syat.g_02311	Prbn.g_00755
OG0001010	Syat.g_02310	Prbn.g_00754
OG0001011	Syat.g_02308	Prbn.g_00752
OG0001012	Syat.g_01004	Prbn.g_00738
OG0001013	Syat.g_02716	Prbn.g_00731
OG0001014	Syat.g_02721	Prbn.g_00728
OG0001015	Syat.g_02722	Prbn.g_00726
OG0001016	Syat.g_01474	Prbn.g_00704
OG0001017	Syat.g_01480	Prbn.g_01343
OG0001018	Syat.g_01482	Prbn.g_01341
OG0001019	Syat.g_01532	Prbn.g_01332
OG0001020	Syat.g_01539	Prbn.g_01331
OG0001021	Syat.g_01552	Prbn.g_01330
OG0001022	Syat.g_01555	Prbn.g_01327
OG0001023	Syat.g_01556	Prbn.g_01326
OG0001024	Syat.g_01560	Prbn.g_01322
OG0001025	Syat.g_01566	Prbn.g_01315
OG0001026	Syat.g_01582	Prbn.g_01306
OG0001027	Syat.g_02947	Prbn.g_01305
OG0001028	Syat.g_02944	Prbn.g_01303
OG0001029	Syat.g_02942	Prbn.g_01302
OG0001030	Syat.g_02922	Prbn.g_01286
OG0001031	Syat.g_02836	Prbn.g_00367
OG0001032	Syat.g_02834	Prbn.g_00366
OG0001033	Syat.g_02784	Prbn.g_00345
OG0001034	Syat.g_01448	Prbn.g_00314
OG0001035	Syat.g_01885	Prbn.g_00021
OG0001036	Syat.g_01939	Prbn.g_00025
OG0001037	Syat.g_01941	Prbn.g_00026
OG0001038	Syat.g_02058	Prbn.g_00045
OG0001039	Syat.g_02061	Prbn.g_00048
OG0001040	Syat.g_02064	Prbn.g_00050
OG0001041	Syat.g_02070	Prbn.g_00055
OG0001042	Syat.g_02100	Prbn.g_00072
OG0001043	Syat.g_02103	Prbn.g_00073
OG0001044	Syat.g_01615	Prbn.g_00104
OG0001045	Syat.g_01602	Prbn.g_00113
OG0001046	Syat.g_00552	Prbn.g_01697
OG0001047	Syat.g_02973	Prbn.g_00674
OG0001048	Syat.g_02974	Prbn.g_00673
OG0001049	Syat.g_01290	Prbn.g_00671
OG0001050	Syat.g_01289	Prbn.g_00670
OG0001051	Syat.g_01288	Prbn.g_00669
OG0001052	Syat.g_01375	Prbn.g_00643
OG0001053	Syat.g_03173	Prbn.g_00631
OG0001054	Syat.g_03192	Prbn.g_00616
OG0001055	Syat.g_03224	Prbn.g_00597
OG0001056	Syat.g_03275	Prbn.g_00580
OG0001057	Syat.g_00102	Prbn.g_00575
OG0001058	Syat.g_00079	Prbn.g_00567
OG0001059	Syat.g_00075	Prbn.g_00563
OG0001061	Syat.g_00051	Prbn.g_00542
OG0001062	Syat.g_00048	Prbn.g_00540
OG0001063	Syat.g_00042	Prbn.g_00538
OG0001064	Syat.g_00041	Prbn.g_00537
OG0001065	Syat.g_00040	Prbn.g_00536
OG0001066	Syat.g_00039	Prbn.g_00535
OG0001067	Syat.g_00038	Prbn.g_00534
OG0001068	Syat.g_00037	Prbn.g_00533
OG0001069	Syat.g_00036	Prbn.g_00532
OG0001070	Syat.g_00032	Prbn.g_00528
OG0001071	Syat.g_00031	Prbn.g_00527
OG0001072	Syat.g_00028	Prbn.g_00525
OG0001073	Syat.g_00009	Prbn.g_00511
OG0001074	Syat.g_01015	Prbn.g_00499
OG0001075	Syat.g_01037	Prbn.g_00498
OG0001076	Syat.g_03315	Prbn.g_00491
OG0001077	Syat.g_03290	Prbn.g_00485
OG0001078	Syat.g_00118	Prbn.g_00427
OG0001079	Syat.g_00378	Prbn.g_00439
OG0001080	Syat.g_00368	Prbn.g_00445
OG0001081	Syat.g_00366	Prbn.g_00447
OG0001082	Syat.g_00365	Prbn.g_00448
OG0001083	Syat.g_00390	Prbn.g_00836
OG0001084	Syat.g_00391	Prbn.g_00837
OG0001085	Syat.g_00408	Prbn.g_01594
OG0001086	Syat.g_00410	Prbn.g_01593
OG0001087	Syat.g_03277	Prbn.g_01575
OG0001088	Syat.g_02496	Prbn.g_01574
OG0001089	Syat.g_00818	Prbn.g_01563
OG0001090	Syat.g_00659	Prbn.g_01553
OG0001091	Syat.g_00661	Prbn.g_00857
OG0001092	Syat.g_00663	Prbn.g_00858
OG0001093	Syat.g_00669	Prbn.g_00863
OG0001094	Syat.g_00473	Prbn.g_00856
OG0001095	Syat.g_00497	Prbn.g_01533
OG0001096	Syat.g_00516	Prbn.g_01519
OG0001097	Syat.g_00743	Prbn.g_01499
OG0001098	Syat.g_01672	Prbn.g_01480
OG0001099	Syat.g_02943	Prbn.g_01925
OG0001100	Syat.g_00418	Prbn.g_01630
OG0001101	Syat.g_00420	Prbn.g_01627
OG0001102	Syat.g_00423	Prbn.g_01624
OG0001103	Syat.g_00425	Prbn.g_01622
OG0001104	Syat.g_00458	Prbn.g_01599
OG0001105	Syat.g_00461	Prbn.g_01595
OG0001106	Syat.g_00598	Prbn.g_01427
OG0001107	Syat.g_00580	Prbn.g_01420
OG0001108	Syat.g_00570	Prbn.g_01416
OG0001109	Syat.g_00568	Prbn.g_01415
OG0001110	Syat.g_00566	Prbn.g_01413
OG0001111	Syat.g_00564	Prbn.g_01412
OG0001112	Syat.g_00562	Prbn.g_01411
OG0001113	Syat.g_00561	Prbn.g_01410
OG0001114	Syat.g_00560	Prbn.g_01409
OG0001115	Syat.g_00557	Prbn.g_01407
OG0001116	Syat.g_00555	Prbn.g_01406
OG0001117	Syat.g_00554	Prbn.g_01405
OG0001118	Syat.g_00553	Prbn.g_01404
OG0001119	Syat.g_00551	Prbn.g_01403
OG0001120	Syat.g_00546	Prbn.g_01401
OG0001122	Syat.g_00711	Prbn.g_01381
OG0001123	Syat.g_00704	Prbn.g_01375
OG0001124	Syat.g_00702	Prbn.g_01373
OG0001125	Syat.g_00700	Prbn.g_01371
OG0001126	Syat.g_00790	Prbn.g_01460
OG0001127	Syat.g_00789	Prbn.g_01461
OG0001128	Syat.g_00786	Prbn.g_01463
OG0001129	Syat.g_00784	Prbn.g_01464
OG0001130	Syat.g_00783	Prbn.g_01465
OG0001131	Syat.g_01674	Prbn.g_00692
OG0001132	Syat.g_00965	Prbn.g_01039
OG0001133	Syat.g_03311	Prbn.g_01239
OG0001136	Syat.g_03257	Prbn.g_01186
OG0001137	Syat.g_00306	Prbn.g_01198
OG0001138	Syat.g_00214	Prbn.g_00392
OG0001139	Syat.g_00209	Prbn.g_00394
OG0001140	Syat.g_00208	Prbn.g_00395
OG0001141	Syat.g_00207	Prbn.g_00396
OG0001142	Syat.g_00206	Prbn.g_00397
OG0001143	Syat.g_00925	Prbn.g_00404
OG0001144	Syat.g_00906	Prbn.g_00409
OG0001145	Syat.g_01117	Prbn.g_01092
OG0001146	Syat.g_01158	Prbn.g_01080
