Orthogroup	Syat	Prak
OG0000606	Syat.g_00367	Prak.g_01088
OG0000607	Syat.g_00364	Prak.g_01085
OG0000608	Syat.g_00363	Prak.g_01084
OG0000609	Syat.g_00344	Prak.g_01083
OG0000610	Syat.g_00399	Prak.g_01077
OG0000611	Syat.g_00402	Prak.g_01074
OG0000612	Syat.g_00403	Prak.g_01073
OG0000613	Syat.g_02129	Prak.g_00800
OG0000614	Syat.g_01084	Prak.g_00821
OG0000615	Syat.g_00442	Prak.g_00832
OG0000616	Syat.g_02397	Prak.g_01934
OG0000617	Syat.g_00665	Prak.g_01057
OG0000618	Syat.g_00666	Prak.g_01056
OG0000619	Syat.g_00667	Prak.g_01055
OG0000620	Syat.g_02591	Prak.g_01052
OG0000621	Syat.g_02590	Prak.g_01051
OG0000622	Syat.g_02572	Prak.g_01050
OG0000623	Syat.g_00672	Prak.g_01049
OG0000624	Syat.g_00673	Prak.g_01047
OG0000625	Syat.g_00674	Prak.g_01046
OG0000626	Syat.g_00675	Prak.g_01045
OG0000627	Syat.g_00641	Prak.g_01044
OG0000628	Syat.g_00640	Prak.g_01043
OG0000629	Syat.g_00637	Prak.g_01042
OG0000630	Syat.g_00631	Prak.g_01039
OG0000631	Syat.g_00624	Prak.g_00946
OG0000632	Syat.g_00623	Prak.g_00947
OG0000633	Syat.g_00622	Prak.g_00948
OG0000634	Syat.g_00475	Prak.g_00841
OG0000635	Syat.g_00476	Prak.g_00842
OG0000636	Syat.g_00478	Prak.g_00844
OG0000637	Syat.g_00480	Prak.g_00846
OG0000638	Syat.g_00481	Prak.g_00847
OG0000639	Syat.g_00482	Prak.g_00848
OG0000640	Syat.g_00483	Prak.g_00849
OG0000641	Syat.g_00488	Prak.g_00853
OG0000642	Syat.g_00489	Prak.g_00854
OG0000643	Syat.g_00494	Prak.g_00855
OG0000644	Syat.g_00495	Prak.g_00856
OG0000645	Syat.g_00496	Prak.g_00857
OG0000646	Syat.g_00499	Prak.g_00859
OG0000647	Syat.g_00501	Prak.g_00861
OG0000648	Syat.g_00504	Prak.g_00863
OG0000649	Syat.g_00505	Prak.g_00864
OG0000650	Syat.g_00506	Prak.g_00865
OG0000651	Syat.g_00507	Prak.g_00866
OG0000652	Syat.g_00508	Prak.g_00867
OG0000653	Syat.g_00510	Prak.g_00869
OG0000654	Syat.g_00514	Prak.g_00870
OG0000655	Syat.g_00515	Prak.g_00871
OG0000656	Syat.g_00518	Prak.g_00874
OG0000657	Syat.g_00720	Prak.g_00882
OG0000658	Syat.g_00723	Prak.g_00884
OG0000659	Syat.g_00724	Prak.g_00885
OG0000660	Syat.g_00740	Prak.g_00889
OG0000661	Syat.g_00742	Prak.g_00891
OG0000662	Syat.g_00746	Prak.g_00893
OG0000663	Syat.g_00749	Prak.g_00895
OG0000664	Syat.g_00752	Prak.g_00896
OG0000665	Syat.g_03302	Prak.g_00902
OG0000666	Syat.g_01415	Prak.g_00903
OG0000667	Syat.g_00958, Syat.g_03278	Prak.g_00907
OG0000668	Syat.g_00710	Prak.g_00748
OG0000669	Syat.g_00416	Prak.g_00759
OG0000670	Syat.g_00419	Prak.g_00762
OG0000671	Syat.g_00421	Prak.g_00765
OG0000672	Syat.g_00424	Prak.g_00768
OG0000673	Syat.g_00430	Prak.g_00771
OG0000674	Syat.g_00432	Prak.g_00773
OG0000675	Syat.g_00433	Prak.g_00774
OG0000676	Syat.g_00436	Prak.g_00776
OG0000677	Syat.g_00437	Prak.g_00777
OG0000678	Syat.g_00439	Prak.g_00779
OG0000679	Syat.g_00448	Prak.g_00783
OG0000680	Syat.g_00449	Prak.g_00784
OG0000681	Syat.g_00452	Prak.g_00787
OG0000682	Syat.g_00453	Prak.g_00788
OG0000683	Syat.g_00454	Prak.g_00789
OG0000684	Syat.g_00457	Prak.g_00791
OG0000685	Syat.g_02571	Prak.g_00793
OG0000686	Syat.g_00459	Prak.g_00794
OG0000687	Syat.g_00460	Prak.g_00795
OG0000688	Syat.g_00463	Prak.g_01069
OG0000689	Syat.g_00465	Prak.g_01068
OG0000690	Syat.g_00466	Prak.g_01067
OG0000691	Syat.g_00467	Prak.g_01066
OG0000692	Syat.g_00469	Prak.g_01064
OG0000693	Syat.g_00471	Prak.g_01063
OG0000694	Syat.g_00472	Prak.g_01062
OG0000695	Syat.g_00619	Prak.g_00950
OG0000696	Syat.g_00618	Prak.g_00951
OG0000697	Syat.g_00616	Prak.g_00952
OG0000698	Syat.g_00613	Prak.g_00955
OG0000699	Syat.g_00611	Prak.g_00956
OG0000700	Syat.g_00610	Prak.g_00957
OG0000701	Syat.g_00609	Prak.g_00958
OG0000702	Syat.g_00606	Prak.g_00960
OG0000703	Syat.g_00601	Prak.g_00961
OG0000704	Syat.g_00599	Prak.g_00963
OG0000705	Syat.g_00592	Prak.g_00966
OG0000706	Syat.g_00591	Prak.g_00967
OG0000707	Syat.g_00590	Prak.g_00968
OG0000708	Syat.g_00587	Prak.g_00970
OG0000709	Syat.g_00573	Prak.g_00974
OG0000710	Syat.g_00567	Prak.g_00977
OG0000711	Syat.g_00539	Prak.g_00995
OG0000712	Syat.g_00537	Prak.g_00996
OG0000713	Syat.g_00536	Prak.g_00997
OG0000714	Syat.g_00532	Prak.g_00998
OG0000715	Syat.g_00530	Prak.g_01000
OG0000716	Syat.g_00527	Prak.g_01002
OG0000717	Syat.g_00526	Prak.g_01003
OG0000718	Syat.g_00522	Prak.g_01007
OG0000719	Syat.g_00712	Prak.g_01009
OG0000720	Syat.g_00699	Prak.g_01021
OG0000721	Syat.g_00697	Prak.g_01025
OG0000722	Syat.g_00696	Prak.g_01026
OG0000723	Syat.g_00686	Prak.g_01030
OG0000724	Syat.g_00782	Prak.g_00925
OG0000725	Syat.g_00810	Prak.g_00919
OG0000726	Syat.g_00811	Prak.g_00918
OG0000727	Syat.g_00812	Prak.g_00917
OG0000728	Syat.g_00814	Prak.g_00915
OG0000729	Syat.g_02224	Prak.g_01255
OG0000730	Syat.g_01617	Prak.g_01214
OG0000731	Syat.g_01605	Prak.g_00362
OG0000732	Syat.g_02290	Prak.g_01885
OG0000733	Syat.g_03285	Prak.g_01551
OG0000734	Syat.g_01579	Prak.g_01188
OG0000735	Syat.g_03235	Prak.g_01186
OG0000736	Syat.g_03236	Prak.g_01185
OG0000737	Syat.g_03237	Prak.g_01184
OG0000738	Syat.g_03251	Prak.g_01180
OG0000739	Syat.g_03252	Prak.g_01179
OG0000740	Syat.g_03253	Prak.g_01178
OG0000741	Syat.g_03256	Prak.g_01176
OG0000742	Syat.g_03259	Prak.g_01173
OG0000743	Syat.g_03262	Prak.g_01171
OG0000744	Syat.g_03263	Prak.g_01170
OG0000745	Syat.g_03266	Prak.g_01169
OG0000746	Syat.g_00314	Prak.g_01167
OG0000747	Syat.g_00313	Prak.g_01166
OG0000748	Syat.g_00305	Prak.g_01162
OG0000749	Syat.g_00303	Prak.g_01161
OG0000750	Syat.g_00302	Prak.g_01160
OG0000751	Syat.g_00296	Prak.g_01157
OG0000752	Syat.g_00294	Prak.g_01155
OG0000753	Syat.g_00291	Prak.g_01153
OG0000754	Syat.g_00250	Prak.g_01150
OG0000755	Syat.g_00217	Prak.g_01144
OG0000756	Syat.g_00216	Prak.g_01143
OG0000757	Syat.g_00205	Prak.g_01136
OG0000758	Syat.g_00204	Prak.g_01135
OG0000759	Syat.g_00203	Prak.g_01134
OG0000760	Syat.g_00202	Prak.g_01133
OG0000761	Syat.g_00201	Prak.g_01132
OG0000762	Syat.g_00199	Prak.g_01131
OG0000763	Syat.g_00924	Prak.g_01129
OG0000764	Syat.g_00923	Prak.g_01128
OG0000765	Syat.g_00897	Prak.g_01120
OG0000766	Syat.g_00896	Prak.g_01119
OG0000767	Syat.g_00894	Prak.g_01117
OG0000768	Syat.g_00893	Prak.g_01116
OG0000769	Syat.g_00891	Prak.g_01114
OG0000770	Syat.g_00886	Prak.g_00593
OG0000771	Syat.g_00788	Prak.g_01487
OG0000772	Syat.g_01768	Prak.g_01571
OG0000773	Syat.g_01114	Prak.g_01268
OG0000774	Syat.g_01146	Prak.g_01270
OG0000775	Syat.g_01148	Prak.g_01272
OG0000776	Syat.g_01149	Prak.g_01273
OG0000777	Syat.g_01150	Prak.g_01274
OG0000778	Syat.g_01151	Prak.g_01275
OG0000779	Syat.g_01154	Prak.g_01279
OG0000780	Syat.g_01157	Prak.g_01280
OG0000781	Syat.g_01161	Prak.g_01284
OG0000782	Syat.g_01162	Prak.g_01285
OG0000783	Syat.g_01163	Prak.g_01286
OG0000784	Syat.g_01164	Prak.g_01287
OG0000785	Syat.g_01166	Prak.g_01289
OG0000786	Syat.g_01170	Prak.g_01292
OG0000787	Syat.g_01171	Prak.g_01293
OG0000788	Syat.g_00087	Prak.g_00460
OG0000789	Syat.g_00845	Prak.g_01490
OG0000790	Syat.g_01300	Prak.g_01334
OG0000791	Syat.g_01302	Prak.g_01336
OG0000792	Syat.g_01303	Prak.g_01337
OG0000793	Syat.g_01412	Prak.g_01340
OG0000794	Syat.g_01414	Prak.g_01341
OG0000795	Syat.g_01416	Prak.g_01342
OG0000796	Syat.g_01422	Prak.g_01346
OG0000797	Syat.g_01423	Prak.g_01347
OG0000798	Syat.g_01214	Prak.g_00696
OG0000799	Syat.g_01256	Prak.g_01374
OG0000800	Syat.g_01255	Prak.g_01375
OG0000801	Syat.g_01253	Prak.g_01376
OG0000802	Syat.g_01245	Prak.g_01378
OG0000803	Syat.g_01241	Prak.g_01380
OG0000804	Syat.g_01238	Prak.g_01381
OG0000805	Syat.g_01236	Prak.g_01383
OG0000806	Syat.g_01234	Prak.g_01385
OG0000807	Syat.g_01233	Prak.g_01386
OG0000808	Syat.g_01232	Prak.g_01387
OG0000809	Syat.g_01229	Prak.g_01389
OG0000810	Syat.g_01228	Prak.g_01390
OG0000811	Syat.g_01186	Prak.g_01394
OG0000812	Syat.g_01182	Prak.g_01396
OG0000813	Syat.g_01181	Prak.g_01397
OG0000814	Syat.g_01179	Prak.g_01399
OG0000815	Syat.g_01177	Prak.g_01400
OG0000816	Syat.g_01175	Prak.g_01402
OG0000817	Syat.g_01279	Prak.g_01403
OG0000818	Syat.g_01325	Prak.g_01408
OG0000819	Syat.g_01326	Prak.g_01409
OG0000820	Syat.g_01327	Prak.g_01410
OG0000821	Syat.g_01333	Prak.g_01414
OG0000822	Syat.g_01335	Prak.g_01415
OG0000823	Syat.g_01336	Prak.g_01416
OG0000824	Syat.g_01342	Prak.g_01419
OG0000825	Syat.g_01343	Prak.g_01420
OG0000826	Syat.g_01344	Prak.g_01421
OG0000827	Syat.g_01345	Prak.g_01422
OG0000828	Syat.g_01348	Prak.g_01425
OG0000829	Syat.g_01349	Prak.g_01426
OG0000830	Syat.g_01350	Prak.g_01427
OG0000831	Syat.g_01353	Prak.g_01429
OG0000832	Syat.g_02982	Prak.g_01439
OG0000833	Syat.g_03072	Prak.g_01448
OG0000834	Syat.g_03073	Prak.g_01449
OG0000835	Syat.g_03075	Prak.g_01450
OG0000836	Syat.g_03078	Prak.g_01451
OG0000837	Syat.g_03079	Prak.g_01452
OG0000838	Syat.g_03083	Prak.g_01454
OG0000839	Syat.g_03084	Prak.g_01455
OG0000840	Syat.g_03085	Prak.g_01456
OG0000841	Syat.g_03086	Prak.g_01457
OG0000842	Syat.g_03087	Prak.g_01458
OG0000843	Syat.g_03088	Prak.g_01459
OG0000844	Syat.g_03090	Prak.g_01460
OG0000845	Syat.g_03091	Prak.g_01461
OG0000846	Syat.g_03092	Prak.g_01462
OG0000847	Syat.g_03093	Prak.g_01463
OG0000848	Syat.g_03095	Prak.g_01464
OG0000849	Syat.g_03096	Prak.g_01465
OG0000850	Syat.g_03098	Prak.g_01467
OG0000851	Syat.g_03101	Prak.g_01468
OG0000852	Syat.g_03102	Prak.g_01469
OG0000853	Syat.g_03106	Prak.g_01475
OG0000854	Syat.g_03108	Prak.g_01477
OG0000855	Syat.g_03109	Prak.g_01478
OG0000856	Syat.g_03305	Prak.g_00590
OG0000857	Syat.g_00500	Prak.g_00860
OG0000858	Syat.g_03114	Prak.g_01638
OG0000859	Syat.g_03115	Prak.g_01639
OG0000860	Syat.g_03126	Prak.g_01647
OG0000861	Syat.g_03127	Prak.g_01648
OG0000862	Syat.g_03136	Prak.g_01649
OG0000863	Syat.g_03138	Prak.g_01651
OG0000864	Syat.g_03139	Prak.g_01652
OG0000865	Syat.g_03140	Prak.g_01653
OG0000866	Syat.g_03141	Prak.g_01654
OG0000867	Syat.g_03142	Prak.g_01655
OG0000868	Syat.g_03067	Prak.g_01657
OG0000869	Syat.g_03054	Prak.g_01660
OG0000870	Syat.g_03049	Prak.g_01665
OG0000871	Syat.g_03048	Prak.g_01666
OG0000872	Syat.g_03042	Prak.g_01667
OG0000873	Syat.g_03039	Prak.g_01670
OG0000874	Syat.g_03037	Prak.g_01673
OG0000875	Syat.g_03035	Prak.g_01674
OG0000876	Syat.g_00745	Prak.g_01675
OG0000877	Syat.g_03024	Prak.g_01677
OG0000878	Syat.g_03023	Prak.g_01678
OG0000879	Syat.g_03022	Prak.g_01679
OG0000880	Syat.g_03021	Prak.g_01680
OG0000881	Syat.g_03016	Prak.g_01684
OG0000882	Syat.g_03011	Prak.g_01689
OG0000883	Syat.g_03007	Prak.g_01691
OG0000884	Syat.g_03005	Prak.g_01693
OG0000885	Syat.g_03004	Prak.g_01694
OG0000886	Syat.g_03003	Prak.g_01695
OG0000887	Syat.g_03002	Prak.g_01696
OG0000888	Syat.g_03000	Prak.g_01698
OG0000889	Syat.g_02997	Prak.g_01700
OG0000890	Syat.g_02994	Prak.g_01701
OG0000891	Syat.g_02993	Prak.g_01702
OG0000892	Syat.g_02992	Prak.g_01704
OG0000893	Syat.g_01864	Prak.g_01708
OG0000894	Syat.g_01860	Prak.g_01711
OG0000895	Syat.g_01856	Prak.g_01715
OG0000896	Syat.g_01855	Prak.g_01716
OG0000897	Syat.g_01853	Prak.g_01718
OG0000898	Syat.g_01852	Prak.g_01719
OG0000899	Syat.g_01851	Prak.g_01720
OG0000900	Syat.g_01850	Prak.g_01721
OG0000901	Syat.g_01845	Prak.g_01724
OG0000902	Syat.g_01843	Prak.g_01726
OG0000903	Syat.g_01830	Prak.g_01730
OG0000904	Syat.g_01834	Prak.g_01734
OG0000905	Syat.g_01839	Prak.g_01728
OG0000906	Syat.g_01841	Prak.g_01727
OG0000907	Syat.g_01828	Prak.g_01737
OG0000908	Syat.g_01825	Prak.g_01740
OG0000909	Syat.g_01824	Prak.g_01741
OG0000910	Syat.g_01823	Prak.g_01742
OG0000911	Syat.g_01821	Prak.g_01744
OG0000912	Syat.g_01820	Prak.g_01745
OG0000913	Syat.g_01819	Prak.g_01746
OG0000914	Syat.g_01818	Prak.g_01747
OG0000915	Syat.g_01816	Prak.g_01748
OG0000916	Syat.g_01815	Prak.g_01749
OG0000917	Syat.g_01814	Prak.g_01750
OG0000918	Syat.g_01813	Prak.g_01751
OG0000919	Syat.g_01812	Prak.g_01752
OG0000920	Syat.g_01811	Prak.g_01753
OG0000921	Syat.g_01810	Prak.g_01754
OG0000922	Syat.g_01809	Prak.g_01755
OG0000923	Syat.g_01805	Prak.g_01759
OG0000924	Syat.g_01804	Prak.g_01760
OG0000925	Syat.g_01803	Prak.g_01761
OG0000926	Syat.g_01802	Prak.g_01762
OG0000927	Syat.g_01800	Prak.g_01764
OG0000928	Syat.g_01799	Prak.g_01765
OG0000929	Syat.g_01798	Prak.g_01766
OG0000930	Syat.g_01797	Prak.g_01767
OG0000931	Syat.g_01796	Prak.g_01768
OG0000932	Syat.g_01794	Prak.g_01769
OG0000933	Syat.g_01788	Prak.g_01773
OG0000934	Syat.g_01786	Prak.g_01775
OG0000935	Syat.g_01665	Prak.g_01776
OG0000936	Syat.g_01664	Prak.g_01777
OG0000937	Syat.g_01663	Prak.g_01778
OG0000938	Syat.g_01659	Prak.g_01781
OG0000939	Syat.g_01658	Prak.g_01782
OG0000940	Syat.g_01651	Prak.g_01789
OG0000941	Syat.g_01649	Prak.g_01791
OG0000942	Syat.g_01647	Prak.g_01793
OG0000943	Syat.g_01646	Prak.g_01794
OG0000944	Syat.g_01644	Prak.g_01796
OG0000945	Syat.g_01643	Prak.g_01797
OG0000946	Syat.g_01633	Prak.g_01802
OG0000947	Syat.g_01630	Prak.g_01804
OG0000948	Syat.g_01629	Prak.g_01805
OG0000949	Syat.g_02142	Prak.g_01808
OG0000950	Syat.g_02152	Prak.g_01815
OG0000951	Syat.g_02157	Prak.g_01819
OG0000952	Syat.g_02162	Prak.g_01823
OG0000953	Syat.g_02166	Prak.g_01827
OG0000954	Syat.g_02187	Prak.g_01831
OG0000955	Syat.g_02188	Prak.g_01832
OG0000956	Syat.g_02191	Prak.g_01834
OG0000957	Syat.g_02204	Prak.g_01840
OG0000958	Syat.g_02205	Prak.g_01841
OG0000959	Syat.g_02212	Prak.g_01845
OG0000960	Syat.g_02213	Prak.g_01846
OG0000961	Syat.g_02873	Prak.g_01849
OG0000962	Syat.g_02223	Prak.g_01851
OG0000963	Syat.g_02226	Prak.g_01855
OG0000964	Syat.g_02227	Prak.g_01856
OG0000965	Syat.g_02228	Prak.g_01857
OG0000966	Syat.g_02259	Prak.g_01863
OG0000967	Syat.g_02263	Prak.g_01867
OG0000968	Syat.g_02269	Prak.g_01869
OG0000969	Syat.g_02271	Prak.g_01870
OG0000970	Syat.g_02272	Prak.g_01871
OG0000971	Syat.g_02274	Prak.g_01872
OG0000972	Syat.g_02275	Prak.g_01873
OG0000973	Syat.g_02276	Prak.g_01874
OG0000974	Syat.g_02277	Prak.g_01875
OG0000975	Syat.g_02278	Prak.g_01876
OG0000976	Syat.g_02279	Prak.g_01877
OG0000977	Syat.g_02281	Prak.g_01878
OG0000978	Syat.g_02283	Prak.g_01879
OG0000979	Syat.g_02286	Prak.g_01882
OG0000980	Syat.g_02289	Prak.g_01884
OG0000981	Syat.g_02292	Prak.g_01887
OG0000982	Syat.g_02691	Prak.g_01889
OG0000983	Syat.g_02690	Prak.g_01890
OG0000984	Syat.g_02689	Prak.g_01891
OG0000985	Syat.g_02685	Prak.g_01894
OG0000986	Syat.g_02680	Prak.g_01896
OG0000987	Syat.g_02678	Prak.g_01897
OG0000988	Syat.g_02672	Prak.g_01900
OG0000989	Syat.g_02657	Prak.g_01904
OG0000990	Syat.g_02500	Prak.g_01908
OG0000991	Syat.g_02503	Prak.g_01909
OG0000992	Syat.g_02507	Prak.g_01912
OG0000993	Syat.g_02508	Prak.g_01913
OG0000994	Syat.g_02512	Prak.g_01914
OG0000995	Syat.g_02517	Prak.g_01918
OG0000996	Syat.g_02446	Prak.g_01919
OG0000997	Syat.g_02417	Prak.g_01922
OG0000998	Syat.g_02415	Prak.g_01924
OG0000999	Syat.g_02414	Prak.g_01925
OG0001001	Syat.g_02400	Prak.g_01931
OG0001002	Syat.g_02394	Prak.g_01936
OG0001003	Syat.g_02392	Prak.g_01937
OG0001004	Syat.g_02391	Prak.g_01938
OG0001005	Syat.g_02390	Prak.g_01939
OG0001006	Syat.g_02378	Prak.g_01943
OG0001007	Syat.g_02376	Prak.g_01945
OG0001008	Syat.g_02971	Prak.g_00399
OG0001009	Syat.g_02311	Prak.g_00027
OG0001010	Syat.g_02310	Prak.g_00028
OG0001011	Syat.g_02308	Prak.g_00030
OG0001012	Syat.g_01004	Prak.g_00044
OG0001013	Syat.g_02716	Prak.g_00051
OG0001014	Syat.g_02721	Prak.g_00054
OG0001015	Syat.g_02722	Prak.g_00056
OG0001016	Syat.g_01474	Prak.g_00078
OG0001017	Syat.g_01480	Prak.g_00082
OG0001018	Syat.g_01482	Prak.g_00084
OG0001019	Syat.g_01532	Prak.g_00093
OG0001020	Syat.g_01539	Prak.g_00094
OG0001021	Syat.g_01552	Prak.g_00095
OG0001022	Syat.g_01555	Prak.g_00098
OG0001023	Syat.g_01556	Prak.g_00099
OG0001024	Syat.g_01560	Prak.g_00103
OG0001025	Syat.g_01566	Prak.g_00110
OG0001026	Syat.g_01582	Prak.g_00119
OG0001027	Syat.g_02947	Prak.g_00120
OG0001028	Syat.g_02944	Prak.g_00122
OG0001029	Syat.g_02942	Prak.g_00123
OG0001030	Syat.g_02922	Prak.g_00139
OG0001031	Syat.g_02836	Prak.g_00199
OG0001032	Syat.g_02834	Prak.g_00200
OG0001033	Syat.g_02784	Prak.g_00221
OG0001034	Syat.g_01448	Prak.g_00252
OG0001035	Syat.g_01885	Prak.g_00272
OG0001036	Syat.g_01939	Prak.g_00276
OG0001037	Syat.g_01941	Prak.g_00277
OG0001038	Syat.g_02058	Prak.g_00296
OG0001039	Syat.g_02061	Prak.g_00299
OG0001040	Syat.g_02064	Prak.g_00301
OG0001041	Syat.g_02070	Prak.g_00306
OG0001042	Syat.g_02100	Prak.g_00323
OG0001043	Syat.g_02103	Prak.g_00324
OG0001044	Syat.g_01615	Prak.g_00355
OG0001045	Syat.g_01602	Prak.g_00364
OG0001046	Syat.g_00552	Prak.g_01597
OG0001047	Syat.g_02973	Prak.g_00401
OG0001048	Syat.g_02974	Prak.g_00402
OG0001049	Syat.g_01290	Prak.g_00404
OG0001050	Syat.g_01289	Prak.g_00405
OG0001051	Syat.g_01288	Prak.g_00406
OG0001052	Syat.g_01375	Prak.g_00432
OG0001053	Syat.g_03173	Prak.g_00444
OG0001054	Syat.g_03192	Prak.g_00459
OG0001055	Syat.g_03224	Prak.g_00478
OG0001056	Syat.g_03275	Prak.g_00495
OG0001057	Syat.g_00102	Prak.g_00500
OG0001058	Syat.g_00079	Prak.g_00509
OG0001059	Syat.g_00075	Prak.g_00513
OG0001061	Syat.g_00051	Prak.g_00534
OG0001062	Syat.g_00048	Prak.g_00536
OG0001063	Syat.g_00042	Prak.g_00538
OG0001064	Syat.g_00041	Prak.g_00539
OG0001065	Syat.g_00040	Prak.g_00540
OG0001066	Syat.g_00039	Prak.g_00541
OG0001067	Syat.g_00038	Prak.g_00542
OG0001068	Syat.g_00037	Prak.g_00543
OG0001069	Syat.g_00036	Prak.g_00544
OG0001070	Syat.g_00032	Prak.g_00548
OG0001071	Syat.g_00031	Prak.g_00549
OG0001072	Syat.g_00028	Prak.g_00551
OG0001073	Syat.g_00009	Prak.g_00565
OG0001074	Syat.g_01015	Prak.g_00577
OG0001075	Syat.g_01037	Prak.g_00578
OG0001076	Syat.g_03315	Prak.g_00585
OG0001077	Syat.g_03290	Prak.g_00591
OG0001078	Syat.g_00118	Prak.g_01107
OG0001079	Syat.g_00378	Prak.g_01095
OG0001080	Syat.g_00368	Prak.g_01089
OG0001081	Syat.g_00366	Prak.g_01087
OG0001082	Syat.g_00365	Prak.g_01086
OG0001083	Syat.g_00390	Prak.g_01081
OG0001084	Syat.g_00391	Prak.g_01080
OG0001085	Syat.g_00408	Prak.g_00797
OG0001086	Syat.g_00410	Prak.g_00798
OG0001087	Syat.g_03277	Prak.g_00816
OG0001088	Syat.g_02496	Prak.g_00817
OG0001089	Syat.g_00818	Prak.g_00828
OG0001090	Syat.g_00659	Prak.g_00838
OG0001091	Syat.g_00661	Prak.g_01060
OG0001092	Syat.g_00663	Prak.g_01059
OG0001093	Syat.g_00669	Prak.g_01054
OG0001094	Syat.g_00473	Prak.g_01061
OG0001095	Syat.g_00497	Prak.g_00858
OG0001096	Syat.g_00516	Prak.g_00872
OG0001097	Syat.g_00743	Prak.g_00892
OG0001098	Syat.g_01672	Prak.g_00911
OG0001099	Syat.g_02943	Prak.g_00753
OG0001100	Syat.g_00418	Prak.g_00761
OG0001101	Syat.g_00420	Prak.g_00764
OG0001102	Syat.g_00423	Prak.g_00767
OG0001103	Syat.g_00425	Prak.g_00769
OG0001104	Syat.g_00458	Prak.g_00792
OG0001105	Syat.g_00461	Prak.g_00796
OG0001106	Syat.g_00598	Prak.g_00964
OG0001107	Syat.g_00580	Prak.g_00971
OG0001108	Syat.g_00570	Prak.g_00975
OG0001109	Syat.g_00568	Prak.g_00976
OG0001110	Syat.g_00566	Prak.g_00978
OG0001111	Syat.g_00564	Prak.g_00979
OG0001112	Syat.g_00562	Prak.g_00980
OG0001113	Syat.g_00561	Prak.g_00981
OG0001114	Syat.g_00560	Prak.g_00982
OG0001115	Syat.g_00557	Prak.g_00984
OG0001116	Syat.g_00555	Prak.g_00985
OG0001117	Syat.g_00554	Prak.g_00986
OG0001118	Syat.g_00553	Prak.g_00987
OG0001119	Syat.g_00551	Prak.g_00988
OG0001120	Syat.g_00546	Prak.g_00990
OG0001122	Syat.g_00711	Prak.g_01010
OG0001123	Syat.g_00704	Prak.g_01016
OG0001124	Syat.g_00702	Prak.g_01018
OG0001125	Syat.g_00700	Prak.g_01020
OG0001126	Syat.g_00790	Prak.g_00931
OG0001127	Syat.g_00789	Prak.g_00930
OG0001128	Syat.g_00786	Prak.g_00928
OG0001129	Syat.g_00784	Prak.g_00927
OG0001130	Syat.g_00783	Prak.g_00926
OG0001131	Syat.g_01674	Prak.g_00383
OG0001132	Syat.g_00965	Prak.g_00712
OG0001133	Syat.g_03311	Prak.g_01328
OG0001136	Syat.g_03257	Prak.g_01175
OG0001137	Syat.g_00306	Prak.g_01163
OG0001138	Syat.g_00214	Prak.g_01142
OG0001139	Syat.g_00209	Prak.g_01140
OG0001140	Syat.g_00208	Prak.g_01139
OG0001141	Syat.g_00207	Prak.g_01138
OG0001142	Syat.g_00206	Prak.g_01137
OG0001143	Syat.g_00925	Prak.g_01130
OG0001144	Syat.g_00906	Prak.g_01125
OG0001145	Syat.g_01117	Prak.g_01269
OG0001146	Syat.g_01158	Prak.g_01281
OG0001147	Syat.g_01368	Prak.g_01301
OG0001148	Syat.g_01297	Prak.g_01331
OG0001149	Syat.g_01298	Prak.g_01332
OG0001150	Syat.g_01299	Prak.g_01333
OG0001151	Syat.g_01420	Prak.g_01344
OG0001152	Syat.g_01421	Prak.g_01345
OG0001153	Syat.g_01346	Prak.g_01423
OG0001154	Syat.g_01347	Prak.g_01424
OG0001155	Syat.g_02774	Prak.g_01441
OG0001156	Syat.g_02978	Prak.g_01444
OG0001157	Syat.g_02977	Prak.g_01445
OG0001158	Syat.g_02976	Prak.g_01446
OG0001159	Syat.g_02975	Prak.g_01447
OG0001160	Syat.g_03104	Prak.g_01473
OG0001161	Syat.g_02384	Prak.g_01588
OG0001162	Syat.g_01528	Prak.g_01526
OG0001163	Syat.g_03112	Prak.g_01636
OG0001164	Syat.g_03116	Prak.g_01640
OG0001165	Syat.g_03121	Prak.g_01643
OG0001166	Syat.g_03050	Prak.g_01664
OG0001167	Syat.g_03019	Prak.g_01681
OG0001168	Syat.g_03017	Prak.g_01683
OG0001169	Syat.g_03015	Prak.g_01685
OG0001170	Syat.g_03013	Prak.g_01687
OG0001171	Syat.g_03001	Prak.g_01697
OG0001172	Syat.g_01858	Prak.g_01713
OG0001173	Syat.g_01857	Prak.g_01714
OG0001174	Syat.g_01849	Prak.g_01722
OG0001175	Syat.g_01848	Prak.g_01723
OG0001176	Syat.g_01831	Prak.g_01731
OG0001178	Syat.g_03137	Prak.g_01650
OG0001180	Syat.g_01654	Prak.g_01786
OG0001181	Syat.g_01650	Prak.g_01790
OG0001182	Syat.g_01642	Prak.g_01798
OG0001183	Syat.g_01632	Prak.g_01803
OG0001184	Syat.g_02160	Prak.g_01821
OG0001185	Syat.g_02200	Prak.g_01837
OG0001186	Syat.g_02235	Prak.g_01861
OG0001187	Syat.g_02256	Prak.g_01864
OG0001188	Syat.g_02261	Prak.g_01866
OG0001189	Syat.g_02287	Prak.g_01883
OG0001190	Syat.g_02692	Prak.g_01888
OG0001191	Syat.g_02675	Prak.g_01898
OG0001192	Syat.g_02663	Prak.g_01903
OG0001193	Syat.g_02513	Prak.g_01915
OG0001194	Syat.g_02515	Prak.g_01916
