Orthogroup	Syat	Prbj
OG0000579	Syat.g_00011	Prbj.g_01765
OG0000580	Syat.g_00010	Prbj.g_01764
OG0000581	Syat.g_00003	Prbj.g_01760
OG0000582	Syat.g_03403	Prbj.g_01756
OG0000583	Syat.g_03404	Prbj.g_01755
OG0000584	Syat.g_03405	Prbj.g_01754
OG0000585	Syat.g_03408	Prbj.g_01752
OG0000586	Syat.g_03409	Prbj.g_01750
OG0000587	Syat.g_00001	Prbj.g_01748
OG0000588	Syat.g_00338	Prbj.g_02547
OG0000589	Syat.g_03318	Prbj.g_02550
OG0000590	Syat.g_03317	Prbj.g_02551
OG0000591	Syat.g_03308	Prbj.g_02558
OG0000592	Syat.g_03307	Prbj.g_02559
OG0000593	Syat.g_00113	Prbj.g_02569
OG0000594	Syat.g_00114	Prbj.g_02570
OG0000595	Syat.g_00115	Prbj.g_02571
OG0000596	Syat.g_00129	Prbj.g_02576
OG0000597	Syat.g_00132	Prbj.g_02579
OG0000598	Syat.g_00133	Prbj.g_02580
OG0000599	Syat.g_00381	Prbj.g_02590
OG0000600	Syat.g_00380	Prbj.g_02591
OG0000601	Syat.g_00379	Prbj.g_02592
OG0000602	Syat.g_00375	Prbj.g_02596
OG0000603	Syat.g_00374	Prbj.g_02597
OG0000604	Syat.g_00372	Prbj.g_02598
OG0000605	Syat.g_00370	Prbj.g_00792
OG0000606	Syat.g_00367	Prbj.g_00803
OG0000607	Syat.g_00364	Prbj.g_00806
OG0000608	Syat.g_00363	Prbj.g_00807
OG0000609	Syat.g_00344	Prbj.g_00809
OG0000610	Syat.g_00399	Prbj.g_00818
OG0000611	Syat.g_00402	Prbj.g_00821
OG0000612	Syat.g_00403	Prbj.g_00822
OG0000613	Syat.g_02129	Prbj.g_01466
OG0000614	Syat.g_01084	Prbj.g_00946
OG0000615	Syat.g_00442	Prbj.g_02373
OG0000616	Syat.g_02397	Prbj.g_02057
OG0000617	Syat.g_00665	Prbj.g_02184
OG0000618	Syat.g_00666	Prbj.g_02185
OG0000619	Syat.g_00667	Prbj.g_02186
OG0000620	Syat.g_02591	Prbj.g_02190
OG0000621	Syat.g_02590	Prbj.g_02191
OG0000622	Syat.g_02572	Prbj.g_02192
OG0000623	Syat.g_00672	Prbj.g_02193
OG0000624	Syat.g_00673	Prbj.g_02194
OG0000625	Syat.g_00674	Prbj.g_02195
OG0000626	Syat.g_00675	Prbj.g_02196
OG0000627	Syat.g_00641	Prbj.g_02320
OG0000628	Syat.g_00640	Prbj.g_02319
OG0000629	Syat.g_00637	Prbj.g_02316
OG0000630	Syat.g_00631	Prbj.g_02312
OG0000631	Syat.g_00624	Prbj.g_02306
OG0000632	Syat.g_00623	Prbj.g_02305
OG0000633	Syat.g_00622	Prbj.g_02304
OG0000634	Syat.g_00475	Prbj.g_02408
OG0000635	Syat.g_00476	Prbj.g_02409
OG0000636	Syat.g_00478	Prbj.g_02411
OG0000637	Syat.g_00480	Prbj.g_02413
OG0000638	Syat.g_00481	Prbj.g_02414
OG0000639	Syat.g_00482	Prbj.g_02415
OG0000640	Syat.g_00483	Prbj.g_02416
OG0000641	Syat.g_00488	Prbj.g_02420
OG0000642	Syat.g_00489	Prbj.g_02421
OG0000643	Syat.g_00494	Prbj.g_02422
OG0000644	Syat.g_00495	Prbj.g_02423
OG0000645	Syat.g_00496	Prbj.g_02424
OG0000646	Syat.g_00499	Prbj.g_02427
OG0000647	Syat.g_00501	Prbj.g_02430
OG0000648	Syat.g_00504	Prbj.g_02432
OG0000649	Syat.g_00505	Prbj.g_02433
OG0000650	Syat.g_00506	Prbj.g_02434
OG0000651	Syat.g_00507	Prbj.g_02435
OG0000652	Syat.g_00508	Prbj.g_02436
OG0000653	Syat.g_00510	Prbj.g_02438
OG0000654	Syat.g_00514	Prbj.g_02439
OG0000655	Syat.g_00515	Prbj.g_02440
OG0000656	Syat.g_00518	Prbj.g_02443
OG0000657	Syat.g_00720	Prbj.g_02476
OG0000658	Syat.g_00723	Prbj.g_02478
OG0000659	Syat.g_00724	Prbj.g_02479
OG0000660	Syat.g_00740	Prbj.g_02483
OG0000661	Syat.g_00742	Prbj.g_02485
OG0000662	Syat.g_00746	Prbj.g_02487
OG0000663	Syat.g_00749	Prbj.g_02490
OG0000664	Syat.g_00752	Prbj.g_02491
OG0000665	Syat.g_03302	Prbj.g_02504
OG0000666	Syat.g_01415	Prbj.g_02507
OG0000667	Syat.g_00958, Syat.g_03278	Prbj.g_02514
OG0000668	Syat.g_00710	Prbj.g_02215
OG0000669	Syat.g_00416	Prbj.g_02523
OG0000670	Syat.g_00419	Prbj.g_00044
OG0000671	Syat.g_00421	Prbj.g_02335
OG0000672	Syat.g_00424	Prbj.g_02338
OG0000673	Syat.g_00430	Prbj.g_02341
OG0000674	Syat.g_00432	Prbj.g_02343
OG0000675	Syat.g_00433	Prbj.g_02344
OG0000676	Syat.g_00436	Prbj.g_02352
OG0000677	Syat.g_00437	Prbj.g_02354
OG0000678	Syat.g_00439	Prbj.g_02359
OG0000679	Syat.g_00448	Prbj.g_02379
OG0000680	Syat.g_00449	Prbj.g_02380
OG0000681	Syat.g_00452	Prbj.g_02382
OG0000682	Syat.g_00453	Prbj.g_02383
OG0000683	Syat.g_00454	Prbj.g_02384
OG0000684	Syat.g_00457	Prbj.g_02397
OG0000685	Syat.g_02571	Prbj.g_02395
OG0000686	Syat.g_00459	Prbj.g_02394
OG0000687	Syat.g_00460	Prbj.g_02393
OG0000688	Syat.g_00463	Prbj.g_02399
OG0000689	Syat.g_00465	Prbj.g_02400
OG0000690	Syat.g_00466	Prbj.g_02401
OG0000691	Syat.g_00467	Prbj.g_02402
OG0000692	Syat.g_00469	Prbj.g_02403
OG0000693	Syat.g_00471	Prbj.g_02404
OG0000694	Syat.g_00472	Prbj.g_02405
OG0000695	Syat.g_00619	Prbj.g_02302
OG0000696	Syat.g_00618	Prbj.g_02301
OG0000697	Syat.g_00616	Prbj.g_02299
OG0000698	Syat.g_00613	Prbj.g_02296
OG0000699	Syat.g_00611	Prbj.g_02294
OG0000700	Syat.g_00610	Prbj.g_02293
OG0000701	Syat.g_00609	Prbj.g_02292
OG0000702	Syat.g_00606	Prbj.g_02284
OG0000703	Syat.g_00601	Prbj.g_02283
OG0000704	Syat.g_00599	Prbj.g_02281
OG0000705	Syat.g_00592	Prbj.g_02275
OG0000706	Syat.g_00591	Prbj.g_02274
OG0000707	Syat.g_00590	Prbj.g_02273
OG0000708	Syat.g_00587	Prbj.g_02271
OG0000709	Syat.g_00573	Prbj.g_02264
OG0000710	Syat.g_00567	Prbj.g_02260
OG0000711	Syat.g_00539	Prbj.g_02237
OG0000712	Syat.g_00537	Prbj.g_02236
OG0000713	Syat.g_00536	Prbj.g_02235
OG0000714	Syat.g_00532	Prbj.g_02231
OG0000715	Syat.g_00530	Prbj.g_02229
OG0000716	Syat.g_00527	Prbj.g_02225
OG0000717	Syat.g_00526	Prbj.g_02224
OG0000718	Syat.g_00522	Prbj.g_02219
OG0000719	Syat.g_00712	Prbj.g_02217
OG0000720	Syat.g_00699	Prbj.g_02204
OG0000721	Syat.g_00697	Prbj.g_02203
OG0000722	Syat.g_00696	Prbj.g_02202
OG0000723	Syat.g_00686	Prbj.g_02198
OG0000724	Syat.g_00782	Prbj.g_01843
OG0000725	Syat.g_00810	Prbj.g_01836
OG0000726	Syat.g_00811	Prbj.g_01835
OG0000727	Syat.g_00812	Prbj.g_01834
OG0000728	Syat.g_00814	Prbj.g_01833
OG0000729	Syat.g_02224	Prbj.g_01289
OG0000730	Syat.g_01617	Prbj.g_00343
OG0000731	Syat.g_01605	Prbj.g_00333
OG0000732	Syat.g_02290	Prbj.g_01220
OG0000733	Syat.g_03285	Prbj.g_01997
OG0000734	Syat.g_01579	Prbj.g_00627
OG0000735	Syat.g_03235	Prbj.g_00953
OG0000736	Syat.g_03236	Prbj.g_00954
OG0000737	Syat.g_03237	Prbj.g_00955
OG0000738	Syat.g_03251	Prbj.g_00962
OG0000739	Syat.g_03252	Prbj.g_00964
OG0000740	Syat.g_03253	Prbj.g_00965
OG0000741	Syat.g_03256	Prbj.g_00968
OG0000742	Syat.g_03259	Prbj.g_00970
OG0000743	Syat.g_03262	Prbj.g_00972
OG0000744	Syat.g_03263	Prbj.g_00973
OG0000745	Syat.g_03266	Prbj.g_00846
OG0000746	Syat.g_00314	Prbj.g_00844
OG0000747	Syat.g_00313	Prbj.g_00843
OG0000748	Syat.g_00305	Prbj.g_00831
OG0000749	Syat.g_00303	Prbj.g_00830
OG0000750	Syat.g_00302	Prbj.g_00829
OG0000751	Syat.g_00296	Prbj.g_00305
OG0000752	Syat.g_00294	Prbj.g_00308
OG0000753	Syat.g_00291	Prbj.g_00311
OG0000754	Syat.g_00250	Prbj.g_01910
OG0000755	Syat.g_00217	Prbj.g_00002
OG0000756	Syat.g_00216	Prbj.g_00003
OG0000757	Syat.g_00205	Prbj.g_00010
OG0000758	Syat.g_00204	Prbj.g_00011
OG0000759	Syat.g_00203	Prbj.g_00012
OG0000760	Syat.g_00202	Prbj.g_00013
OG0000761	Syat.g_00201	Prbj.g_00014
OG0000762	Syat.g_00199	Prbj.g_01908
OG0000763	Syat.g_00924	Prbj.g_01906
OG0000764	Syat.g_00923	Prbj.g_01905
OG0000765	Syat.g_00897	Prbj.g_02163
OG0000766	Syat.g_00896	Prbj.g_02164
OG0000767	Syat.g_00894	Prbj.g_02166
OG0000768	Syat.g_00893	Prbj.g_02167
OG0000769	Syat.g_00891	Prbj.g_00313
OG0000770	Syat.g_00886	Prbj.g_00019
OG0000771	Syat.g_00788	Prbj.g_01848
OG0000772	Syat.g_01768	Prbj.g_01679
OG0000773	Syat.g_01114	Prbj.g_00161
OG0000774	Syat.g_01146	Prbj.g_01719
OG0000775	Syat.g_01148	Prbj.g_01721
OG0000776	Syat.g_01149	Prbj.g_01722
OG0000777	Syat.g_01150	Prbj.g_01723
OG0000778	Syat.g_01151	Prbj.g_01724
OG0000779	Syat.g_01154	Prbj.g_01729
OG0000780	Syat.g_01157	Prbj.g_01732
OG0000781	Syat.g_01161	Prbj.g_01736
OG0000782	Syat.g_01162	Prbj.g_01737
OG0000783	Syat.g_01163	Prbj.g_01738
OG0000784	Syat.g_01164	Prbj.g_01739
OG0000785	Syat.g_01166	Prbj.g_01741
OG0000786	Syat.g_01170	Prbj.g_01744
OG0000787	Syat.g_01171	Prbj.g_01745
OG0000788	Syat.g_00087	Prbj.g_00094
OG0000789	Syat.g_00845	Prbj.g_00687
OG0000790	Syat.g_01300	Prbj.g_01643
OG0000791	Syat.g_01302	Prbj.g_01645
OG0000792	Syat.g_01303	Prbj.g_01646
OG0000793	Syat.g_01412	Prbj.g_01650
OG0000794	Syat.g_01414	Prbj.g_01651
OG0000795	Syat.g_01416	Prbj.g_01652
OG0000796	Syat.g_01422	Prbj.g_01656
OG0000797	Syat.g_01423	Prbj.g_01657
OG0000798	Syat.g_02057	Prbj.g_01402
OG0000799	Syat.g_01256	Prbj.g_01304
OG0000800	Syat.g_01255	Prbj.g_01303
OG0000801	Syat.g_01253	Prbj.g_01302
OG0000802	Syat.g_01245	Prbj.g_01293
OG0000803	Syat.g_01241	Prbj.g_01041
OG0000804	Syat.g_01238	Prbj.g_01043
OG0000805	Syat.g_01236	Prbj.g_01045
OG0000806	Syat.g_01234	Prbj.g_01047
OG0000807	Syat.g_01233	Prbj.g_01049
OG0000808	Syat.g_01232	Prbj.g_01050
OG0000809	Syat.g_01229	Prbj.g_01054
OG0000810	Syat.g_01228	Prbj.g_01055
OG0000811	Syat.g_01186	Prbj.g_01067
OG0000812	Syat.g_01182	Prbj.g_01069
OG0000813	Syat.g_01181	Prbj.g_01070
OG0000814	Syat.g_01179	Prbj.g_01072
OG0000815	Syat.g_01177	Prbj.g_01073
OG0000816	Syat.g_01175	Prbj.g_01075
OG0000817	Syat.g_01279	Prbj.g_01076
OG0000818	Syat.g_01325	Prbj.g_00631
OG0000819	Syat.g_01326	Prbj.g_00632
OG0000820	Syat.g_01327	Prbj.g_00633
OG0000821	Syat.g_01333	Prbj.g_00640
OG0000822	Syat.g_01335	Prbj.g_00642
OG0000823	Syat.g_01336	Prbj.g_00643
OG0000824	Syat.g_01342	Prbj.g_00647
OG0000825	Syat.g_01343	Prbj.g_00648
OG0000826	Syat.g_01344	Prbj.g_00649
OG0000827	Syat.g_01345	Prbj.g_00650
OG0000828	Syat.g_01348	Prbj.g_00653
OG0000829	Syat.g_01349	Prbj.g_00654
OG0000830	Syat.g_01350	Prbj.g_00655
OG0000831	Syat.g_01353	Prbj.g_00657
OG0000832	Syat.g_02982	Prbj.g_01684
OG0000833	Syat.g_03072	Prbj.g_01692
OG0000834	Syat.g_03073	Prbj.g_01693
OG0000835	Syat.g_03075	Prbj.g_01694
OG0000836	Syat.g_03078	Prbj.g_01696
OG0000837	Syat.g_03079	Prbj.g_01697
OG0000838	Syat.g_03083	Prbj.g_01700
OG0000839	Syat.g_03084	Prbj.g_01701
OG0000840	Syat.g_03085	Prbj.g_01702
OG0000841	Syat.g_03086	Prbj.g_01703
OG0000842	Syat.g_03087	Prbj.g_01704
OG0000843	Syat.g_03088	Prbj.g_01705
OG0000844	Syat.g_03090	Prbj.g_01707
OG0000845	Syat.g_03091	Prbj.g_01708
OG0000846	Syat.g_03092	Prbj.g_01709
OG0000847	Syat.g_03093	Prbj.g_01710
OG0000848	Syat.g_03095	Prbj.g_01711
OG0000849	Syat.g_03096	Prbj.g_01712
OG0000850	Syat.g_03098	Prbj.g_01713
OG0000851	Syat.g_03101	Prbj.g_00888
OG0000852	Syat.g_03102	Prbj.g_00887
OG0000853	Syat.g_03106	Prbj.g_00882
OG0000854	Syat.g_03108	Prbj.g_00880
OG0000855	Syat.g_03109	Prbj.g_00879
OG0000856	Syat.g_03305	Prbj.g_02561
OG0000857	Syat.g_00500	Prbj.g_02429
OG0000858	Syat.g_03114	Prbj.g_00868
OG0000859	Syat.g_03115	Prbj.g_00867
OG0000860	Syat.g_03126	Prbj.g_00855
OG0000861	Syat.g_03127	Prbj.g_00854
OG0000862	Syat.g_03136	Prbj.g_00852
OG0000863	Syat.g_03138	Prbj.g_00495
OG0000864	Syat.g_03139	Prbj.g_00494
OG0000865	Syat.g_03140	Prbj.g_00493
OG0000866	Syat.g_03141	Prbj.g_00492
OG0000867	Syat.g_03142	Prbj.g_00491
OG0000868	Syat.g_03067	Prbj.g_00489
OG0000869	Syat.g_03054	Prbj.g_00486
OG0000870	Syat.g_03049	Prbj.g_00481
OG0000871	Syat.g_03048	Prbj.g_00480
OG0000872	Syat.g_03042	Prbj.g_00478
OG0000873	Syat.g_03039	Prbj.g_00475
OG0000874	Syat.g_03037	Prbj.g_00471
OG0000875	Syat.g_03035	Prbj.g_00470
OG0000876	Syat.g_00745	Prbj.g_00469
OG0000877	Syat.g_03024	Prbj.g_00466
OG0000878	Syat.g_03023	Prbj.g_00465
OG0000879	Syat.g_03022	Prbj.g_00464
OG0000880	Syat.g_03021	Prbj.g_00463
OG0000881	Syat.g_03016	Prbj.g_00458
OG0000882	Syat.g_03011	Prbj.g_00453
OG0000883	Syat.g_03007	Prbj.g_00451
OG0000884	Syat.g_03005	Prbj.g_00449
OG0000885	Syat.g_03004	Prbj.g_00448
OG0000886	Syat.g_03003	Prbj.g_00447
OG0000887	Syat.g_03002	Prbj.g_00446
OG0000888	Syat.g_03000	Prbj.g_00444
OG0000889	Syat.g_02997	Prbj.g_00442
OG0000890	Syat.g_02994	Prbj.g_00428
OG0000891	Syat.g_02993	Prbj.g_00427
OG0000892	Syat.g_02992	Prbj.g_00425
OG0000893	Syat.g_01864	Prbj.g_02660
OG0000894	Syat.g_01860	Prbj.g_02656
OG0000895	Syat.g_01856	Prbj.g_02651
OG0000896	Syat.g_01855	Prbj.g_02650
OG0000897	Syat.g_01853	Prbj.g_02648
OG0000898	Syat.g_01852	Prbj.g_02647
OG0000899	Syat.g_01851	Prbj.g_02646
OG0000900	Syat.g_01850	Prbj.g_02645
OG0000901	Syat.g_01845	Prbj.g_02641
OG0000902	Syat.g_01843	Prbj.g_02639
OG0000903	Syat.g_01830	Prbj.g_01027
OG0000904	Syat.g_01834	Prbj.g_01032
OG0000905	Syat.g_01839	Prbj.g_01034
OG0000906	Syat.g_01841	Prbj.g_02635
OG0000907	Syat.g_01828	Prbj.g_01025
OG0000908	Syat.g_01825	Prbj.g_01022
OG0000909	Syat.g_01824	Prbj.g_01021
OG0000910	Syat.g_01823	Prbj.g_01020
OG0000911	Syat.g_01821	Prbj.g_01018
OG0000912	Syat.g_01820	Prbj.g_01017
OG0000913	Syat.g_01819	Prbj.g_01016
OG0000914	Syat.g_01818	Prbj.g_01015
OG0000915	Syat.g_01816	Prbj.g_01014
OG0000916	Syat.g_01815	Prbj.g_01013
OG0000917	Syat.g_01814	Prbj.g_01012
OG0000918	Syat.g_01813	Prbj.g_01011
OG0000919	Syat.g_01812	Prbj.g_01010
OG0000920	Syat.g_01811	Prbj.g_01009
OG0000921	Syat.g_01810	Prbj.g_01008
OG0000922	Syat.g_01809	Prbj.g_01007
OG0000923	Syat.g_01805	Prbj.g_01003
OG0000924	Syat.g_01804	Prbj.g_01002
OG0000925	Syat.g_01803	Prbj.g_01001
OG0000926	Syat.g_01802	Prbj.g_01000
OG0000927	Syat.g_01800	Prbj.g_00998
OG0000928	Syat.g_01799	Prbj.g_00997
OG0000929	Syat.g_01798	Prbj.g_00996
OG0000930	Syat.g_01797	Prbj.g_00995
OG0000931	Syat.g_01796	Prbj.g_00994
OG0000932	Syat.g_01794	Prbj.g_00993
OG0000933	Syat.g_01788	Prbj.g_00988
OG0000934	Syat.g_01786	Prbj.g_00986
OG0000935	Syat.g_01665	Prbj.g_00985
OG0000936	Syat.g_01664	Prbj.g_00984
OG0000937	Syat.g_01663	Prbj.g_00983
OG0000938	Syat.g_01659	Prbj.g_00414
OG0000939	Syat.g_01658	Prbj.g_00413
OG0000940	Syat.g_01651	Prbj.g_00404
OG0000941	Syat.g_01649	Prbj.g_00402
OG0000942	Syat.g_01647	Prbj.g_00400
OG0000943	Syat.g_01646	Prbj.g_00399
OG0000944	Syat.g_01644	Prbj.g_00397
OG0000945	Syat.g_01643	Prbj.g_00395
OG0000946	Syat.g_01633	Prbj.g_00368
OG0000947	Syat.g_01630	Prbj.g_00365
OG0000948	Syat.g_01629	Prbj.g_00364
OG0000949	Syat.g_02142	Prbj.g_00361
OG0000950	Syat.g_02152	Prbj.g_01501
OG0000951	Syat.g_02157	Prbj.g_01506
OG0000952	Syat.g_02162	Prbj.g_01513
OG0000953	Syat.g_02166	Prbj.g_01517
OG0000954	Syat.g_02187	Prbj.g_01577
OG0000955	Syat.g_02188	Prbj.g_01578
OG0000956	Syat.g_02191	Prbj.g_01580
OG0000957	Syat.g_02204	Prbj.g_01596
OG0000958	Syat.g_02205	Prbj.g_01597
OG0000959	Syat.g_02212	Prbj.g_01821
OG0000960	Syat.g_02213	Prbj.g_01820
OG0000961	Syat.g_02873	Prbj.g_01809
OG0000962	Syat.g_02223	Prbj.g_01290
OG0000963	Syat.g_02226	Prbj.g_01285
OG0000964	Syat.g_02227	Prbj.g_01284
OG0000965	Syat.g_02228	Prbj.g_01283
OG0000966	Syat.g_02259	Prbj.g_01250
OG0000967	Syat.g_02263	Prbj.g_01244
OG0000968	Syat.g_02269	Prbj.g_01241
OG0000969	Syat.g_02271	Prbj.g_01239
OG0000970	Syat.g_02272	Prbj.g_01238
OG0000971	Syat.g_02274	Prbj.g_01236
OG0000972	Syat.g_02275	Prbj.g_01235
OG0000973	Syat.g_02276	Prbj.g_01234
OG0000974	Syat.g_02277	Prbj.g_01233
OG0000975	Syat.g_02278	Prbj.g_01232
OG0000976	Syat.g_02279	Prbj.g_01231
OG0000977	Syat.g_02281	Prbj.g_01229
OG0000978	Syat.g_02283	Prbj.g_01228
OG0000979	Syat.g_02286	Prbj.g_01225
OG0000980	Syat.g_02289	Prbj.g_01221
OG0000981	Syat.g_02292	Prbj.g_01218
OG0000982	Syat.g_02691	Prbj.g_01956
OG0000983	Syat.g_02690	Prbj.g_01957
OG0000984	Syat.g_02689	Prbj.g_01958
OG0000985	Syat.g_02685	Prbj.g_01962
OG0000986	Syat.g_02680	Prbj.g_01964
OG0000987	Syat.g_02678	Prbj.g_01966
OG0000988	Syat.g_02672	Prbj.g_01970
OG0000989	Syat.g_02657	Prbj.g_01980
OG0000990	Syat.g_02500	Prbj.g_02002
OG0000991	Syat.g_02503	Prbj.g_02005
OG0000992	Syat.g_02507	Prbj.g_02008
OG0000993	Syat.g_02508	Prbj.g_02009
OG0000994	Syat.g_02512	Prbj.g_02012
OG0000995	Syat.g_02517	Prbj.g_02021
OG0000996	Syat.g_02446	Prbj.g_02034
OG0000997	Syat.g_02417	Prbj.g_02043
OG0000998	Syat.g_02415	Prbj.g_02045
OG0000999	Syat.g_02414	Prbj.g_02046
OG0001001	Syat.g_02400	Prbj.g_02053
OG0001002	Syat.g_02394	Prbj.g_02060
OG0001003	Syat.g_02392	Prbj.g_02062
OG0001004	Syat.g_02391	Prbj.g_02063
OG0001005	Syat.g_02390	Prbj.g_02065
OG0001006	Syat.g_02378	Prbj.g_02071
OG0001007	Syat.g_02376	Prbj.g_02073
OG0001008	Syat.g_02971	Prbj.g_00101
OG0001009	Syat.g_02311	Prbj.g_01199
OG0001010	Syat.g_02310	Prbj.g_01200
OG0001011	Syat.g_02308	Prbj.g_01202
OG0001012	Syat.g_01004	Prbj.g_01953
OG0001013	Syat.g_02716	Prbj.g_01928
OG0001014	Syat.g_02721	Prbj.g_01919
OG0001015	Syat.g_02722	Prbj.g_01918
OG0001016	Syat.g_01474	Prbj.g_00569
OG0001017	Syat.g_01480	Prbj.g_00575
OG0001018	Syat.g_01482	Prbj.g_00577
OG0001019	Syat.g_01532	Prbj.g_00590
OG0001020	Syat.g_01539	Prbj.g_00596
OG0001021	Syat.g_01552	Prbj.g_00600
OG0001022	Syat.g_01555	Prbj.g_00605
OG0001023	Syat.g_01556	Prbj.g_00606
OG0001024	Syat.g_01560	Prbj.g_00610
OG0001025	Syat.g_01566	Prbj.g_00617
OG0001026	Syat.g_01582	Prbj.g_00630
OG0001027	Syat.g_02947	Prbj.g_01550
OG0001028	Syat.g_02944	Prbj.g_01552
OG0001029	Syat.g_02942	Prbj.g_01554
OG0001030	Syat.g_02922	Prbj.g_01535
OG0001031	Syat.g_02836	Prbj.g_01143
OG0001032	Syat.g_02834	Prbj.g_01146
OG0001033	Syat.g_02784	Prbj.g_00287
OG0001034	Syat.g_01448	Prbj.g_02608
OG0001035	Syat.g_01885	Prbj.g_01360
OG0001036	Syat.g_01939	Prbj.g_01364
OG0001037	Syat.g_01941	Prbj.g_01366
OG0001038	Syat.g_02058	Prbj.g_01403
OG0001039	Syat.g_02061	Prbj.g_01406
OG0001040	Syat.g_02064	Prbj.g_01409
OG0001041	Syat.g_02070	Prbj.g_01414
OG0001042	Syat.g_02100	Prbj.g_01439
OG0001043	Syat.g_02103	Prbj.g_01441
OG0001044	Syat.g_01615	Prbj.g_00342
OG0001045	Syat.g_01602	Prbj.g_00330
OG0001046	Syat.g_00552	Prbj.g_00874
OG0001047	Syat.g_02973	Prbj.g_00103
OG0001048	Syat.g_02974	Prbj.g_00104
OG0001049	Syat.g_01290	Prbj.g_00107
OG0001050	Syat.g_01289	Prbj.g_00108
OG0001051	Syat.g_01288	Prbj.g_00109
OG0001052	Syat.g_01375	Prbj.g_00132
OG0001053	Syat.g_03173	Prbj.g_01627
OG0001054	Syat.g_03192	Prbj.g_01609
OG0001055	Syat.g_03224	Prbj.g_02103
OG0001056	Syat.g_03275	Prbj.g_02132
OG0001057	Syat.g_00102	Prbj.g_02144
OG0001058	Syat.g_00079	Prbj.g_01863
OG0001059	Syat.g_00075	Prbj.g_01867
OG0001061	Syat.g_00051	Prbj.g_01802
OG0001062	Syat.g_00048	Prbj.g_01800
OG0001063	Syat.g_00042	Prbj.g_01796
OG0001064	Syat.g_00041	Prbj.g_01795
OG0001065	Syat.g_00040	Prbj.g_01794
OG0001066	Syat.g_00039	Prbj.g_01793
OG0001067	Syat.g_00038	Prbj.g_01792
OG0001068	Syat.g_00037	Prbj.g_01791
OG0001069	Syat.g_00036	Prbj.g_01790
OG0001070	Syat.g_00032	Prbj.g_01786
OG0001071	Syat.g_00031	Prbj.g_01785
OG0001072	Syat.g_00028	Prbj.g_01782
OG0001073	Syat.g_00009	Prbj.g_01763
OG0001074	Syat.g_01015	Prbj.g_02544
OG0001075	Syat.g_01037	Prbj.g_02545
OG0001076	Syat.g_03315	Prbj.g_02553
OG0001077	Syat.g_03290	Prbj.g_02563
OG0001078	Syat.g_00118	Prbj.g_02574
OG0001079	Syat.g_00378	Prbj.g_02593
OG0001080	Syat.g_00368	Prbj.g_00794
OG0001081	Syat.g_00366	Prbj.g_00804
OG0001082	Syat.g_00365	Prbj.g_00805
OG0001083	Syat.g_00390	Prbj.g_00813
OG0001084	Syat.g_00391	Prbj.g_00815
OG0001085	Syat.g_00408	Prbj.g_00825
OG0001086	Syat.g_00410	Prbj.g_02707
OG0001087	Syat.g_03277	Prbj.g_00927
OG0001088	Syat.g_02496	Prbj.g_00931
OG0001089	Syat.g_00818	Prbj.g_00757
OG0001090	Syat.g_00659	Prbj.g_02180
OG0001091	Syat.g_00661	Prbj.g_02182
OG0001092	Syat.g_00663	Prbj.g_02183
OG0001093	Syat.g_00669	Prbj.g_02187
OG0001094	Syat.g_00473	Prbj.g_02406
OG0001095	Syat.g_00497	Prbj.g_02425
OG0001096	Syat.g_00516	Prbj.g_02441
OG0001097	Syat.g_00743	Prbj.g_02486
OG0001098	Syat.g_01672	Prbj.g_02323
OG0001099	Syat.g_02943	Prbj.g_01553
OG0001100	Syat.g_00418	Prbj.g_02333
OG0001101	Syat.g_00420	Prbj.g_02334
OG0001102	Syat.g_00423	Prbj.g_02337
OG0001103	Syat.g_00425	Prbj.g_02339
OG0001104	Syat.g_00458	Prbj.g_02396
OG0001105	Syat.g_00461	Prbj.g_02391
OG0001106	Syat.g_00598	Prbj.g_02280
OG0001107	Syat.g_00580	Prbj.g_02270
OG0001108	Syat.g_00570	Prbj.g_02263
OG0001109	Syat.g_00568	Prbj.g_02261
OG0001110	Syat.g_00566	Prbj.g_02259
OG0001111	Syat.g_00564	Prbj.g_02257
OG0001112	Syat.g_00562	Prbj.g_02255
OG0001113	Syat.g_00561	Prbj.g_02254
OG0001114	Syat.g_00560	Prbj.g_02253
OG0001115	Syat.g_00557	Prbj.g_02251
OG0001116	Syat.g_00555	Prbj.g_02250
OG0001117	Syat.g_00554	Prbj.g_02249
OG0001118	Syat.g_00553	Prbj.g_02248
OG0001119	Syat.g_00551	Prbj.g_02247
OG0001120	Syat.g_00546	Prbj.g_02245
OG0001122	Syat.g_00711	Prbj.g_02216
OG0001123	Syat.g_00704	Prbj.g_02209
OG0001124	Syat.g_00702	Prbj.g_02207
OG0001125	Syat.g_00700	Prbj.g_02205
OG0001126	Syat.g_00790	Prbj.g_01850
OG0001127	Syat.g_00789	Prbj.g_01849
OG0001128	Syat.g_00786	Prbj.g_01846
OG0001129	Syat.g_00784	Prbj.g_01845
OG0001130	Syat.g_00783	Prbj.g_01844
OG0001131	Syat.g_01674	Prbj.g_02687
OG0001132	Syat.g_00965	Prbj.g_02537
OG0001133	Syat.g_03311	Prbj.g_02555
OG0001136	Syat.g_03257	Prbj.g_00969
OG0001137	Syat.g_00306	Prbj.g_00832
OG0001138	Syat.g_00214	Prbj.g_00004
OG0001139	Syat.g_00209	Prbj.g_00006
OG0001140	Syat.g_00208	Prbj.g_00007
OG0001141	Syat.g_00207	Prbj.g_00008
OG0001142	Syat.g_00206	Prbj.g_00009
