Orthogroup	Syat	Prao
OG0000615	Syat.g_00442	Prao.g_00138
OG0000616	Syat.g_02397	Prao.g_00142
OG0000617	Syat.g_00665	Prao.g_00654
OG0000618	Syat.g_00666	Prao.g_00655
OG0000619	Syat.g_00667	Prao.g_00656
OG0000620	Syat.g_02591	Prao.g_00659
OG0000621	Syat.g_02590	Prao.g_00660
OG0000622	Syat.g_02572	Prao.g_00661
OG0000623	Syat.g_00672	Prao.g_00662
OG0000624	Syat.g_00673	Prao.g_00663
OG0000625	Syat.g_00674	Prao.g_00664
OG0000626	Syat.g_00675	Prao.g_00665
OG0000627	Syat.g_00641	Prao.g_00666
OG0000628	Syat.g_00640	Prao.g_00667
OG0000629	Syat.g_00637	Prao.g_00668
OG0000630	Syat.g_00631	Prao.g_00671
OG0000631	Syat.g_00624	Prao.g_00732
OG0000632	Syat.g_00623	Prao.g_00733
OG0000633	Syat.g_00622	Prao.g_00734
OG0000634	Syat.g_00475	Prao.g_00737
OG0000635	Syat.g_00476	Prao.g_00738
OG0000636	Syat.g_00478	Prao.g_00740
OG0000637	Syat.g_00480	Prao.g_00742
OG0000638	Syat.g_00481	Prao.g_00743
OG0000639	Syat.g_00482	Prao.g_00744
OG0000640	Syat.g_00483	Prao.g_00745
OG0000641	Syat.g_00488	Prao.g_00749
OG0000642	Syat.g_00489	Prao.g_00750
OG0000643	Syat.g_00494	Prao.g_00751
OG0000644	Syat.g_00495	Prao.g_00752
OG0000645	Syat.g_00496	Prao.g_00753
OG0000646	Syat.g_00499	Prao.g_00755
OG0000647	Syat.g_00501	Prao.g_00756
OG0000648	Syat.g_00504	Prao.g_00758
OG0000649	Syat.g_00505	Prao.g_00759
OG0000650	Syat.g_00506	Prao.g_00760
OG0000651	Syat.g_00507	Prao.g_00761
OG0000652	Syat.g_00508	Prao.g_00762
OG0000653	Syat.g_00510	Prao.g_00764
OG0000654	Syat.g_00514	Prao.g_00765
OG0000655	Syat.g_00515	Prao.g_00766
OG0000656	Syat.g_00518	Prao.g_00769
OG0000657	Syat.g_00720	Prao.g_00777
OG0000658	Syat.g_00723	Prao.g_00778
OG0000659	Syat.g_00724	Prao.g_00779
OG0000660	Syat.g_00740	Prao.g_00783
OG0000661	Syat.g_00742	Prao.g_00785
OG0000662	Syat.g_00746	Prao.g_00787
OG0000663	Syat.g_00749	Prao.g_00789
OG0000664	Syat.g_00752	Prao.g_00790
OG0000665	Syat.g_03302	Prao.g_00794
OG0000666	Syat.g_01415	Prao.g_00795
OG0000667	Syat.g_00958, Syat.g_03278	Prao.g_00799
OG0000668	Syat.g_00710	Prao.g_00829
OG0000669	Syat.g_00416	Prao.g_00837
OG0000670	Syat.g_00419	Prao.g_00839
OG0000671	Syat.g_00421	Prao.g_00841
OG0000672	Syat.g_00424	Prao.g_00843
OG0000673	Syat.g_00430	Prao.g_00846
OG0000674	Syat.g_00432	Prao.g_00848
OG0000675	Syat.g_00433	Prao.g_00849
OG0000676	Syat.g_00436	Prao.g_00851
OG0000677	Syat.g_00437	Prao.g_00852
OG0000678	Syat.g_00439	Prao.g_00854
OG0000679	Syat.g_00448	Prao.g_00858
OG0000680	Syat.g_00449	Prao.g_00859
OG0000681	Syat.g_00452	Prao.g_00861
OG0000682	Syat.g_00453	Prao.g_00862
OG0000683	Syat.g_00454	Prao.g_00863
OG0000684	Syat.g_00457	Prao.g_00864
OG0000685	Syat.g_02571	Prao.g_00866
OG0000686	Syat.g_00459	Prao.g_00867
OG0000687	Syat.g_00460	Prao.g_00868
OG0000688	Syat.g_00463	Prao.g_00871
OG0000689	Syat.g_00465	Prao.g_00872
OG0000690	Syat.g_00466	Prao.g_00873
OG0000691	Syat.g_00467	Prao.g_00874
OG0000692	Syat.g_00469	Prao.g_00876
OG0000693	Syat.g_00471	Prao.g_00877
OG0000694	Syat.g_00472	Prao.g_00878
OG0000695	Syat.g_00619	Prao.g_00880
OG0000696	Syat.g_00618	Prao.g_00881
OG0000697	Syat.g_00616	Prao.g_00882
OG0000698	Syat.g_00613	Prao.g_00885
OG0000699	Syat.g_00611	Prao.g_00886
OG0000700	Syat.g_00610	Prao.g_00887
OG0000701	Syat.g_00609	Prao.g_00888
OG0000702	Syat.g_00606	Prao.g_00890
OG0000703	Syat.g_00601	Prao.g_00891
OG0000704	Syat.g_00599	Prao.g_00892
OG0000705	Syat.g_00592	Prao.g_00896
OG0000706	Syat.g_00591	Prao.g_00897
OG0000707	Syat.g_00590	Prao.g_00898
OG0000708	Syat.g_00587	Prao.g_00899
OG0000709	Syat.g_00573	Prao.g_00903
OG0000710	Syat.g_00567	Prao.g_00906
OG0000711	Syat.g_00539	Prao.g_00923
OG0000712	Syat.g_00537	Prao.g_00925
OG0000713	Syat.g_00536	Prao.g_00926
OG0000714	Syat.g_00532	Prao.g_00927
OG0000715	Syat.g_00530	Prao.g_00929
OG0000716	Syat.g_00527	Prao.g_00931
OG0000717	Syat.g_00526	Prao.g_00932
OG0000718	Syat.g_00522	Prao.g_00943
OG0000719	Syat.g_00712	Prao.g_00945
OG0000720	Syat.g_00699	Prao.g_00954
OG0000721	Syat.g_00697	Prao.g_00956
OG0000722	Syat.g_00696	Prao.g_00957
OG0000723	Syat.g_00686	Prao.g_00960
OG0000724	Syat.g_00782	Prao.g_00969
OG0000725	Syat.g_00810	Prao.g_00975
OG0000726	Syat.g_00811	Prao.g_00976
OG0000727	Syat.g_00812	Prao.g_00977
OG0000728	Syat.g_00814	Prao.g_00979
OG0000729	Syat.g_02224	Prao.g_01027
OG0000730	Syat.g_01617	Prao.g_01156
OG0000731	Syat.g_01605	Prao.g_01152
OG0000732	Syat.g_02290	Prao.g_01143
OG0000733	Syat.g_03285	Prao.g_01121
OG0000734	Syat.g_01579	Prao.g_01104
OG0000735	Syat.g_03235	Prao.g_01102
OG0000736	Syat.g_03236	Prao.g_01101
OG0000737	Syat.g_03237	Prao.g_01100
OG0000738	Syat.g_03251	Prao.g_01096
OG0000739	Syat.g_03252	Prao.g_01095
OG0000740	Syat.g_03253	Prao.g_01094
OG0000741	Syat.g_03256	Prao.g_01093
OG0000742	Syat.g_03259	Prao.g_01090
OG0000743	Syat.g_03262	Prao.g_01088
OG0000744	Syat.g_03263	Prao.g_01087
OG0000745	Syat.g_03266	Prao.g_01086
OG0000746	Syat.g_00314	Prao.g_01084
OG0000747	Syat.g_00313	Prao.g_01083
OG0000748	Syat.g_00305	Prao.g_01080
OG0000749	Syat.g_00303	Prao.g_01079
OG0000750	Syat.g_00302	Prao.g_01078
OG0000751	Syat.g_00296	Prao.g_01076
OG0000752	Syat.g_00294	Prao.g_01074
OG0000753	Syat.g_00291	Prao.g_01071
OG0000754	Syat.g_00250	Prao.g_01068
OG0000755	Syat.g_00217	Prao.g_01065
OG0000756	Syat.g_00216	Prao.g_01064
OG0000757	Syat.g_00205	Prao.g_01058
OG0000758	Syat.g_00204	Prao.g_01057
OG0000759	Syat.g_00203	Prao.g_01056
OG0000760	Syat.g_00202	Prao.g_01055
OG0000761	Syat.g_00201	Prao.g_01054
OG0000762	Syat.g_00199	Prao.g_01053
OG0000763	Syat.g_00924	Prao.g_01051
OG0000764	Syat.g_00923	Prao.g_01050
OG0000765	Syat.g_00897	Prao.g_01041
OG0000766	Syat.g_00896	Prao.g_01040
OG0000767	Syat.g_00894	Prao.g_01038
OG0000768	Syat.g_00893	Prao.g_01037
OG0000769	Syat.g_00891	Prao.g_01035
OG0000770	Syat.g_00886	Prao.g_01033
OG0000771	Syat.g_00788	Prao.g_00014
OG0000772	Syat.g_01768	Prao.g_01305
OG0000773	Syat.g_01114	Prao.g_01285
OG0000774	Syat.g_01146	Prao.g_01283
OG0000775	Syat.g_01148	Prao.g_01281
OG0000776	Syat.g_01149	Prao.g_01280
OG0000777	Syat.g_01150	Prao.g_01279
OG0000778	Syat.g_01151	Prao.g_01278
OG0000779	Syat.g_01154	Prao.g_01274
OG0000780	Syat.g_01157	Prao.g_01273
OG0000781	Syat.g_01161	Prao.g_01270
OG0000782	Syat.g_01162	Prao.g_01269
OG0000783	Syat.g_01163	Prao.g_01268
OG0000784	Syat.g_01164	Prao.g_01267
OG0000785	Syat.g_01166	Prao.g_01265
OG0000786	Syat.g_01170	Prao.g_01263
OG0000787	Syat.g_01171	Prao.g_01262
OG0000788	Syat.g_00087	Prao.g_01252
OG0000789	Syat.g_00845	Prao.g_01249
OG0000790	Syat.g_01300	Prao.g_01234
OG0000791	Syat.g_01302	Prao.g_01232
OG0000792	Syat.g_01303	Prao.g_01231
OG0000793	Syat.g_01412	Prao.g_01228
OG0000794	Syat.g_01414	Prao.g_01227
OG0000795	Syat.g_01416	Prao.g_01226
OG0000796	Syat.g_01422	Prao.g_01222
OG0000797	Syat.g_01423	Prao.g_01221
OG0000799	Syat.g_01256	Prao.g_01379
OG0000800	Syat.g_01255	Prao.g_01380
OG0000801	Syat.g_01253	Prao.g_01381
OG0000802	Syat.g_01245	Prao.g_01383
OG0000803	Syat.g_01241	Prao.g_01385
OG0000804	Syat.g_01238	Prao.g_01386
OG0000805	Syat.g_01236	Prao.g_01388
OG0000806	Syat.g_01234	Prao.g_01390
OG0000807	Syat.g_01233	Prao.g_01391
OG0000808	Syat.g_01232	Prao.g_01392
OG0000809	Syat.g_01229	Prao.g_01395
OG0000810	Syat.g_01228	Prao.g_01396
OG0000811	Syat.g_01186	Prao.g_01400
OG0000812	Syat.g_01182	Prao.g_01402
OG0000813	Syat.g_01181	Prao.g_01403
OG0000814	Syat.g_01179	Prao.g_01405
OG0000815	Syat.g_01177	Prao.g_01406
OG0000816	Syat.g_01175	Prao.g_01408
OG0000817	Syat.g_01279	Prao.g_01409
OG0000818	Syat.g_01325	Prao.g_01414
OG0000819	Syat.g_01326	Prao.g_01415
OG0000820	Syat.g_01327	Prao.g_01416
OG0000821	Syat.g_01333	Prao.g_01419
OG0000822	Syat.g_01335	Prao.g_01420
OG0000823	Syat.g_01336	Prao.g_01421
OG0000824	Syat.g_01342	Prao.g_01424
OG0000825	Syat.g_01343	Prao.g_01425
OG0000826	Syat.g_01344	Prao.g_01426
OG0000827	Syat.g_01345	Prao.g_01427
OG0000828	Syat.g_01348	Prao.g_01430
OG0000829	Syat.g_01349	Prao.g_01431
OG0000830	Syat.g_01350	Prao.g_01432
OG0000831	Syat.g_01353	Prao.g_01434
OG0000832	Syat.g_02982	Prao.g_01440
OG0000833	Syat.g_03072	Prao.g_01448
OG0000834	Syat.g_03073	Prao.g_01449
OG0000835	Syat.g_03075	Prao.g_01450
OG0000836	Syat.g_03078	Prao.g_01451
OG0000837	Syat.g_03079	Prao.g_01452
OG0000838	Syat.g_03083	Prao.g_01454
OG0000839	Syat.g_03084	Prao.g_01455
OG0000840	Syat.g_03085	Prao.g_01456
OG0000841	Syat.g_03086	Prao.g_01457
OG0000842	Syat.g_03087	Prao.g_01458
OG0000843	Syat.g_03088	Prao.g_01459
OG0000844	Syat.g_03090	Prao.g_01460
OG0000845	Syat.g_03091	Prao.g_01461
OG0000846	Syat.g_03092	Prao.g_01462
OG0000847	Syat.g_03093	Prao.g_01463
OG0000848	Syat.g_03095	Prao.g_01464
OG0000849	Syat.g_03096	Prao.g_01465
OG0000850	Syat.g_03098	Prao.g_01467
OG0000851	Syat.g_03101	Prao.g_01468
OG0000852	Syat.g_03102	Prao.g_01469
OG0000853	Syat.g_03106	Prao.g_01473
OG0000854	Syat.g_03108	Prao.g_01475
OG0000855	Syat.g_03109	Prao.g_01476
OG0000856	Syat.g_03305	Prao.g_01491
OG0000857	Syat.g_00500	Prao.g_01519
OG0000858	Syat.g_03114	Prao.g_01546
OG0000859	Syat.g_03115	Prao.g_01547
OG0000860	Syat.g_03126	Prao.g_01554
OG0000861	Syat.g_03127	Prao.g_01555
OG0000862	Syat.g_03136	Prao.g_01556
OG0000863	Syat.g_03138	Prao.g_01558
OG0000864	Syat.g_03139	Prao.g_01559
OG0000865	Syat.g_03140	Prao.g_01560
OG0000866	Syat.g_03141	Prao.g_01561
OG0000867	Syat.g_03142	Prao.g_01562
OG0000868	Syat.g_03067	Prao.g_01563
OG0000869	Syat.g_03054	Prao.g_01567
OG0000870	Syat.g_03049	Prao.g_01572
OG0000871	Syat.g_03048	Prao.g_01573
OG0000872	Syat.g_03042	Prao.g_01574
OG0000873	Syat.g_03039	Prao.g_01577
OG0000874	Syat.g_03037	Prao.g_01580
OG0000875	Syat.g_03035	Prao.g_01581
OG0000876	Syat.g_00745	Prao.g_01582
OG0000877	Syat.g_03024	Prao.g_01584
OG0000878	Syat.g_03023	Prao.g_01585
OG0000879	Syat.g_03022	Prao.g_01586
OG0000880	Syat.g_03021	Prao.g_01587
OG0000881	Syat.g_03016	Prao.g_01591
OG0000882	Syat.g_03011	Prao.g_01596
OG0000883	Syat.g_03007	Prao.g_01597
OG0000884	Syat.g_03005	Prao.g_01599
OG0000885	Syat.g_03004	Prao.g_01600
OG0000886	Syat.g_03003	Prao.g_01601
OG0000887	Syat.g_03002	Prao.g_01602
OG0000888	Syat.g_03000	Prao.g_01604
OG0000889	Syat.g_02997	Prao.g_01606
OG0000890	Syat.g_02994	Prao.g_01607
OG0000891	Syat.g_02993	Prao.g_01608
OG0000892	Syat.g_02992	Prao.g_01610
OG0000893	Syat.g_01864	Prao.g_01615
OG0000894	Syat.g_01860	Prao.g_01617
OG0000895	Syat.g_01856	Prao.g_01620
OG0000896	Syat.g_01855	Prao.g_01621
OG0000897	Syat.g_01853	Prao.g_01623
OG0000898	Syat.g_01852	Prao.g_01624
OG0000899	Syat.g_01851	Prao.g_01625
OG0000900	Syat.g_01850	Prao.g_01626
OG0000901	Syat.g_01845	Prao.g_01629
OG0000902	Syat.g_01843	Prao.g_01631
OG0000903	Syat.g_01830	Prao.g_01634
OG0000904	Syat.g_01834	Prao.g_01636
OG0000905	Syat.g_01839	Prao.g_01641
OG0000906	Syat.g_01841	Prao.g_01642
OG0000907	Syat.g_01828	Prao.g_01645
OG0000908	Syat.g_01825	Prao.g_01648
OG0000909	Syat.g_01824	Prao.g_01649
OG0000910	Syat.g_01823	Prao.g_01650
OG0000911	Syat.g_01821	Prao.g_01652
OG0000912	Syat.g_01820	Prao.g_01653
OG0000913	Syat.g_01819	Prao.g_01654
OG0000914	Syat.g_01818	Prao.g_01655
OG0000915	Syat.g_01816	Prao.g_01656
OG0000916	Syat.g_01815	Prao.g_01657
OG0000917	Syat.g_01814	Prao.g_01658
OG0000918	Syat.g_01813	Prao.g_01659
OG0000919	Syat.g_01812	Prao.g_01660
OG0000920	Syat.g_01811	Prao.g_01661
OG0000921	Syat.g_01810	Prao.g_01662
OG0000922	Syat.g_01809	Prao.g_01663
OG0000923	Syat.g_01805	Prao.g_01667
OG0000924	Syat.g_01804	Prao.g_01668
OG0000925	Syat.g_01803	Prao.g_01669
OG0000926	Syat.g_01802	Prao.g_01670
OG0000927	Syat.g_01800	Prao.g_01672
OG0000928	Syat.g_01799	Prao.g_01673
OG0000929	Syat.g_01798	Prao.g_01674
OG0000930	Syat.g_01797	Prao.g_01675
OG0000931	Syat.g_01796	Prao.g_01676
OG0000932	Syat.g_01794	Prao.g_01677
OG0000933	Syat.g_01788	Prao.g_01681
OG0000934	Syat.g_01786	Prao.g_01683
OG0000935	Syat.g_01665	Prao.g_01684
OG0000936	Syat.g_01664	Prao.g_01685
OG0000937	Syat.g_01663	Prao.g_01686
OG0000938	Syat.g_01659	Prao.g_01688
OG0000939	Syat.g_01658	Prao.g_01689
OG0000940	Syat.g_01651	Prao.g_01696
OG0000941	Syat.g_01649	Prao.g_01698
OG0000942	Syat.g_01647	Prao.g_01700
OG0000943	Syat.g_01646	Prao.g_01701
OG0000944	Syat.g_01644	Prao.g_01702
OG0000945	Syat.g_01643	Prao.g_01703
OG0000946	Syat.g_01633	Prao.g_01707
OG0000947	Syat.g_01630	Prao.g_01709
OG0000948	Syat.g_01629	Prao.g_01710
OG0000949	Syat.g_02142	Prao.g_01713
OG0000950	Syat.g_02152	Prao.g_01718
OG0000951	Syat.g_02157	Prao.g_01722
OG0000952	Syat.g_02162	Prao.g_01726
OG0000953	Syat.g_02166	Prao.g_01729
OG0000954	Syat.g_02187	Prao.g_01733
OG0000955	Syat.g_02188	Prao.g_01734
OG0000956	Syat.g_02191	Prao.g_01736
OG0000957	Syat.g_02204	Prao.g_01741
OG0000958	Syat.g_02205	Prao.g_01742
OG0000959	Syat.g_02212	Prao.g_01746
OG0000960	Syat.g_02213	Prao.g_01747
OG0000961	Syat.g_02873	Prao.g_01749
OG0000962	Syat.g_02223	Prao.g_01751
OG0000963	Syat.g_02226	Prao.g_01755
OG0000964	Syat.g_02227	Prao.g_01756
OG0000965	Syat.g_02228	Prao.g_01757
OG0000966	Syat.g_02259	Prao.g_01764
OG0000967	Syat.g_02263	Prao.g_01769
OG0000968	Syat.g_02269	Prao.g_01771
OG0000969	Syat.g_02271	Prao.g_01772
OG0000970	Syat.g_02272	Prao.g_01773
OG0000971	Syat.g_02274	Prao.g_01774
OG0000972	Syat.g_02275	Prao.g_01775
OG0000973	Syat.g_02276	Prao.g_01776
OG0000974	Syat.g_02277	Prao.g_01777
OG0000975	Syat.g_02278	Prao.g_01778
OG0000976	Syat.g_02279	Prao.g_01779
OG0000977	Syat.g_02281	Prao.g_01780
OG0000978	Syat.g_02283	Prao.g_01781
OG0000979	Syat.g_02286	Prao.g_01784
OG0000980	Syat.g_02289	Prao.g_01786
OG0000981	Syat.g_02292	Prao.g_01788
OG0000982	Syat.g_02691	Prao.g_01790
OG0000983	Syat.g_02690	Prao.g_01791
OG0000984	Syat.g_02689	Prao.g_01792
OG0000985	Syat.g_02685	Prao.g_01795
OG0000986	Syat.g_02680	Prao.g_01797
OG0000987	Syat.g_02678	Prao.g_01798
OG0000988	Syat.g_02672	Prao.g_01801
OG0000989	Syat.g_02657	Prao.g_01805
OG0000990	Syat.g_02500	Prao.g_01808
OG0000991	Syat.g_02503	Prao.g_01809
OG0000992	Syat.g_02507	Prao.g_01811
OG0000993	Syat.g_02508	Prao.g_01812
OG0000994	Syat.g_02512	Prao.g_01813
OG0000995	Syat.g_02517	Prao.g_01817
OG0000996	Syat.g_02446	Prao.g_01818
OG0000997	Syat.g_02417	Prao.g_01819
OG0000998	Syat.g_02415	Prao.g_01821
OG0000999	Syat.g_02414	Prao.g_01822
OG0001001	Syat.g_02400	Prao.g_01827
OG0001002	Syat.g_02394	Prao.g_01831
OG0001003	Syat.g_02392	Prao.g_01833
OG0001004	Syat.g_02391	Prao.g_01834
OG0001005	Syat.g_02390	Prao.g_01835
OG0001006	Syat.g_02378	Prao.g_01839
OG0001007	Syat.g_02376	Prao.g_01841
OG0001008	Syat.g_02971	Prao.g_00541
OG0001009	Syat.g_02311	Prao.g_00174
OG0001010	Syat.g_02310	Prao.g_00175
OG0001011	Syat.g_02308	Prao.g_00176
OG0001012	Syat.g_01004	Prao.g_00189
OG0001013	Syat.g_02716	Prao.g_00194
OG0001014	Syat.g_02721	Prao.g_00197
OG0001015	Syat.g_02722	Prao.g_00198
OG0001016	Syat.g_01474	Prao.g_00212
OG0001017	Syat.g_01480	Prao.g_00216
OG0001018	Syat.g_01482	Prao.g_00219
OG0001019	Syat.g_01532	Prao.g_00228
OG0001020	Syat.g_01539	Prao.g_00229
OG0001021	Syat.g_01552	Prao.g_00230
OG0001022	Syat.g_01555	Prao.g_00233
OG0001023	Syat.g_01556	Prao.g_00234
OG0001024	Syat.g_01560	Prao.g_00237
OG0001025	Syat.g_01566	Prao.g_00243
OG0001026	Syat.g_01582	Prao.g_00249
OG0001027	Syat.g_02947	Prao.g_00250
OG0001028	Syat.g_02944	Prao.g_00252
OG0001029	Syat.g_02942	Prao.g_00254
OG0001030	Syat.g_02922	Prao.g_00269
OG0001031	Syat.g_02836	Prao.g_00324
OG0001032	Syat.g_02834	Prao.g_00325
OG0001033	Syat.g_02784	Prao.g_00346
OG0001034	Syat.g_01448	Prao.g_00374
OG0001035	Syat.g_01885	Prao.g_00392
OG0001036	Syat.g_01939	Prao.g_00397
OG0001037	Syat.g_01941	Prao.g_00398
OG0001038	Syat.g_02058	Prao.g_00415
OG0001039	Syat.g_02061	Prao.g_00418
OG0001040	Syat.g_02064	Prao.g_00420
OG0001041	Syat.g_02070	Prao.g_00424
OG0001042	Syat.g_02100	Prao.g_00441
OG0001043	Syat.g_02103	Prao.g_00442
OG0001044	Syat.g_01615	Prao.g_00469
OG0001045	Syat.g_01602	Prao.g_00477
OG0001046	Syat.g_00552	Prao.g_00513
OG0001047	Syat.g_02973	Prao.g_00543
OG0001048	Syat.g_02974	Prao.g_00544
OG0001049	Syat.g_01290	Prao.g_00546
OG0001050	Syat.g_01289	Prao.g_00547
OG0001051	Syat.g_01288	Prao.g_00548
OG0001052	Syat.g_01375	Prao.g_00577
OG0001053	Syat.g_03173	Prao.g_00589
OG0001054	Syat.g_03192	Prao.g_00604
OG0001055	Syat.g_03224	Prao.g_00623
OG0001056	Syat.g_03275	Prao.g_01855
OG0001057	Syat.g_00102	Prao.g_01160
OG0001058	Syat.g_00079	Prao.g_01168
OG0001059	Syat.g_00075	Prao.g_01172
OG0001061	Syat.g_00051	Prao.g_01866
OG0001062	Syat.g_00048	Prao.g_01868
OG0001063	Syat.g_00042	Prao.g_01870
OG0001064	Syat.g_00041	Prao.g_00018
OG0001065	Syat.g_00040	Prao.g_00019
OG0001066	Syat.g_00039	Prao.g_00020
OG0001067	Syat.g_00038	Prao.g_00021
OG0001068	Syat.g_00037	Prao.g_00022
OG0001069	Syat.g_00036	Prao.g_00023
OG0001070	Syat.g_00032	Prao.g_00026
OG0001071	Syat.g_00031	Prao.g_00027
OG0001072	Syat.g_00028	Prao.g_00028
OG0001073	Syat.g_00009	Prao.g_00042
OG0001074	Syat.g_01015	Prao.g_00053
OG0001075	Syat.g_01037	Prao.g_00054
OG0001076	Syat.g_03315	Prao.g_00063
OG0001077	Syat.g_03290	Prao.g_00067
OG0001078	Syat.g_00118	Prao.g_00075
OG0001079	Syat.g_00378	Prao.g_00086
OG0001080	Syat.g_00368	Prao.g_00092
OG0001081	Syat.g_00366	Prao.g_00094
OG0001082	Syat.g_00365	Prao.g_00095
OG0001083	Syat.g_00390	Prao.g_00100
OG0001084	Syat.g_00391	Prao.g_00101
OG0001085	Syat.g_00408	Prao.g_00109
OG0001086	Syat.g_00410	Prao.g_00110
OG0001087	Syat.g_03277	Prao.g_00126
OG0001088	Syat.g_02496	Prao.g_00127
OG0001089	Syat.g_00818	Prao.g_00135
OG0001090	Syat.g_00659	Prao.g_00649
OG0001091	Syat.g_00661	Prao.g_00651
OG0001092	Syat.g_00663	Prao.g_00652
OG0001093	Syat.g_00669	Prao.g_00657
OG0001094	Syat.g_00473	Prao.g_00735
OG0001095	Syat.g_00497	Prao.g_00754
OG0001096	Syat.g_00516	Prao.g_00767
OG0001097	Syat.g_00743	Prao.g_00786
OG0001098	Syat.g_01672	Prao.g_00801
OG0001099	Syat.g_02943	Prao.g_00834
OG0001100	Syat.g_00418	Prao.g_00838
OG0001101	Syat.g_00420	Prao.g_00840
OG0001102	Syat.g_00423	Prao.g_00842
OG0001103	Syat.g_00425	Prao.g_00844
OG0001104	Syat.g_00458	Prao.g_00865
OG0001105	Syat.g_00461	Prao.g_00869
OG0001106	Syat.g_00598	Prao.g_00893
OG0001107	Syat.g_00580	Prao.g_00900
OG0001108	Syat.g_00570	Prao.g_00904
OG0001109	Syat.g_00568	Prao.g_00905
OG0001110	Syat.g_00566	Prao.g_00907
OG0001111	Syat.g_00564	Prao.g_00908
OG0001112	Syat.g_00562	Prao.g_00909
OG0001113	Syat.g_00561	Prao.g_00910
OG0001114	Syat.g_00560	Prao.g_00911
OG0001115	Syat.g_00557	Prao.g_00913
OG0001116	Syat.g_00555	Prao.g_00914
OG0001117	Syat.g_00554	Prao.g_00915
OG0001118	Syat.g_00553	Prao.g_00916
OG0001119	Syat.g_00551	Prao.g_00917
OG0001120	Syat.g_00546	Prao.g_00919
OG0001122	Syat.g_00711	Prao.g_00946
OG0001123	Syat.g_00704	Prao.g_00950
OG0001124	Syat.g_00702	Prao.g_00952
OG0001125	Syat.g_00700	Prao.g_00953
OG0001126	Syat.g_00790	Prao.g_00963
OG0001127	Syat.g_00789	Prao.g_00964
OG0001128	Syat.g_00786	Prao.g_00966
OG0001129	Syat.g_00784	Prao.g_00967
OG0001130	Syat.g_00783	Prao.g_00968
OG0001131	Syat.g_01674	Prao.g_01007
OG0001132	Syat.g_00965	Prao.g_01016
OG0001133	Syat.g_03311	Prao.g_01137
OG0001136	Syat.g_03257	Prao.g_01092
OG0001137	Syat.g_00306	Prao.g_01081
OG0001138	Syat.g_00214	Prao.g_01063
OG0001139	Syat.g_00209	Prao.g_01062
OG0001140	Syat.g_00208	Prao.g_01061
OG0001141	Syat.g_00207	Prao.g_01060
OG0001142	Syat.g_00206	Prao.g_01059
OG0001143	Syat.g_00925	Prao.g_01052
OG0001144	Syat.g_00906	Prao.g_01047
OG0001145	Syat.g_01117	Prao.g_01284
OG0001146	Syat.g_01158	Prao.g_01272
OG0001147	Syat.g_01368	Prao.g_01253
OG0001148	Syat.g_01297	Prao.g_01237
OG0001149	Syat.g_01298	Prao.g_01236
OG0001150	Syat.g_01299	Prao.g_01235
OG0001151	Syat.g_01420	Prao.g_01224
OG0001152	Syat.g_01421	Prao.g_01223
OG0001153	Syat.g_01346	Prao.g_01428
OG0001154	Syat.g_01347	Prao.g_01429
OG0001155	Syat.g_02774	Prao.g_01441
OG0001156	Syat.g_02978	Prao.g_01444
OG0001157	Syat.g_02977	Prao.g_01445
OG0001158	Syat.g_02976	Prao.g_01446
OG0001159	Syat.g_02975	Prao.g_01447
OG0001160	Syat.g_03104	Prao.g_01471
OG0001161	Syat.g_02384	Prao.g_01484
OG0001162	Syat.g_01528	Prao.g_01495
OG0001163	Syat.g_03112	Prao.g_01544
OG0001164	Syat.g_03116	Prao.g_01548
OG0001165	Syat.g_03121	Prao.g_01551
OG0001166	Syat.g_03050	Prao.g_01571
OG0001167	Syat.g_03019	Prao.g_01588
OG0001168	Syat.g_03017	Prao.g_01590
OG0001169	Syat.g_03015	Prao.g_01592
OG0001170	Syat.g_03013	Prao.g_01594
OG0001171	Syat.g_03001	Prao.g_01603
OG0001172	Syat.g_01858	Prao.g_01618
OG0001173	Syat.g_01857	Prao.g_01619
OG0001174	Syat.g_01849	Prao.g_01627
OG0001175	Syat.g_01848	Prao.g_01628
OG0001176	Syat.g_01831	Prao.g_01635
OG0001178	Syat.g_03137	Prao.g_01643
OG0001180	Syat.g_01654	Prao.g_01693
OG0001181	Syat.g_01650	Prao.g_01697
OG0001182	Syat.g_01642	Prao.g_01704
OG0001183	Syat.g_01632	Prao.g_01708
OG0001184	Syat.g_02160	Prao.g_01724
OG0001185	Syat.g_02200	Prao.g_01738
OG0001186	Syat.g_02235	Prao.g_01761
OG0001187	Syat.g_02256	Prao.g_01765
OG0001188	Syat.g_02261	Prao.g_01768
OG0001189	Syat.g_02287	Prao.g_01785
OG0001190	Syat.g_02692	Prao.g_01789
OG0001191	Syat.g_02675	Prao.g_01799
OG0001192	Syat.g_02663	Prao.g_01804
OG0001193	Syat.g_02513	Prao.g_01814
OG0001194	Syat.g_02515	Prao.g_01815
OG0001195	Syat.g_02516	Prao.g_01816
OG0001196	Syat.g_02398	Prao.g_01829
OG0001197	Syat.g_02396	Prao.g_01830
OG0001199	Syat.g_01475	Prao.g_00213
OG0001200	Syat.g_01477	Prao.g_00215
OG0001201	Syat.g_01572	Prao.g_00246
OG0001202	Syat.g_02812	Prao.g_00337
OG0001203	Syat.g_01447	Prao.g_00376
OG0001204	Syat.g_01867	Prao.g_00381
OG0001205	Syat.g_01287	Prao.g_00549
