Orthogroup	Syat	Prbl
OG0000579	Syat.g_00011	Prbl.g_01759
OG0000580	Syat.g_00010	Prbl.g_01758
OG0000581	Syat.g_00003	Prbl.g_01754
OG0000582	Syat.g_03403	Prbl.g_01750
OG0000583	Syat.g_03404	Prbl.g_01749
OG0000584	Syat.g_03405	Prbl.g_01748
OG0000585	Syat.g_03408	Prbl.g_01746
OG0000586	Syat.g_03409	Prbl.g_01744
OG0000587	Syat.g_00001	Prbl.g_01742
OG0000588	Syat.g_00338	Prbl.g_01613
OG0000589	Syat.g_03318	Prbl.g_01616
OG0000590	Syat.g_03317	Prbl.g_01617
OG0000591	Syat.g_03308	Prbl.g_01624
OG0000592	Syat.g_03307	Prbl.g_01625
OG0000593	Syat.g_00113	Prbl.g_01635
OG0000594	Syat.g_00114	Prbl.g_01636
OG0000595	Syat.g_00115	Prbl.g_01637
OG0000596	Syat.g_00129	Prbl.g_01642
OG0000597	Syat.g_00132	Prbl.g_01645
OG0000598	Syat.g_00133	Prbl.g_01646
OG0000599	Syat.g_00381	Prbl.g_01656
OG0000600	Syat.g_00380	Prbl.g_01657
OG0000601	Syat.g_00379	Prbl.g_01658
OG0000602	Syat.g_00375	Prbl.g_01662
OG0000603	Syat.g_00374	Prbl.g_01663
OG0000604	Syat.g_00372	Prbl.g_01664
OG0000605	Syat.g_00370	Prbl.g_01043
OG0000606	Syat.g_00367	Prbl.g_01032
OG0000607	Syat.g_00364	Prbl.g_01412
OG0000608	Syat.g_00363	Prbl.g_01411
OG0000609	Syat.g_00344	Prbl.g_01409
OG0000610	Syat.g_00399	Prbl.g_01401
OG0000611	Syat.g_00402	Prbl.g_01398
OG0000612	Syat.g_00403	Prbl.g_01397
OG0000613	Syat.g_02129	Prbl.g_00891
OG0000614	Syat.g_01084	Prbl.g_01872
OG0000615	Syat.g_00442	Prbl.g_02373
OG0000616	Syat.g_02397	Prbl.g_02137
OG0000617	Syat.g_00665	Prbl.g_02561
OG0000618	Syat.g_00666	Prbl.g_02560
OG0000619	Syat.g_00667	Prbl.g_02559
OG0000620	Syat.g_02591	Prbl.g_02555
OG0000621	Syat.g_02590	Prbl.g_02554
OG0000622	Syat.g_02572	Prbl.g_02553
OG0000623	Syat.g_00672	Prbl.g_02552
OG0000624	Syat.g_00673	Prbl.g_02551
OG0000625	Syat.g_00674	Prbl.g_02550
OG0000626	Syat.g_00675	Prbl.g_02549
OG0000627	Syat.g_00641	Prbl.g_02426
OG0000628	Syat.g_00640	Prbl.g_02427
OG0000629	Syat.g_00637	Prbl.g_02430
OG0000630	Syat.g_00631	Prbl.g_02434
OG0000631	Syat.g_00624	Prbl.g_02440
OG0000632	Syat.g_00623	Prbl.g_02441
OG0000633	Syat.g_00622	Prbl.g_02442
OG0000634	Syat.g_00475	Prbl.g_02339
OG0000635	Syat.g_00476	Prbl.g_02338
OG0000636	Syat.g_00478	Prbl.g_02336
OG0000637	Syat.g_00480	Prbl.g_02334
OG0000638	Syat.g_00481	Prbl.g_02333
OG0000639	Syat.g_00482	Prbl.g_02332
OG0000640	Syat.g_00483	Prbl.g_02331
OG0000641	Syat.g_00488	Prbl.g_02327
OG0000642	Syat.g_00489	Prbl.g_02326
OG0000643	Syat.g_00494	Prbl.g_02325
OG0000644	Syat.g_00495	Prbl.g_02324
OG0000645	Syat.g_00496	Prbl.g_02323
OG0000646	Syat.g_00499	Prbl.g_02320
OG0000647	Syat.g_00501	Prbl.g_02317
OG0000648	Syat.g_00504	Prbl.g_02315
OG0000649	Syat.g_00505	Prbl.g_02314
OG0000650	Syat.g_00506	Prbl.g_02313
OG0000651	Syat.g_00507	Prbl.g_02312
OG0000652	Syat.g_00508	Prbl.g_02311
OG0000653	Syat.g_00510	Prbl.g_02309
OG0000654	Syat.g_00514	Prbl.g_02308
OG0000655	Syat.g_00515	Prbl.g_02307
OG0000656	Syat.g_00518	Prbl.g_02304
OG0000657	Syat.g_00720	Prbl.g_01540
OG0000658	Syat.g_00723	Prbl.g_01542
OG0000659	Syat.g_00724	Prbl.g_01543
OG0000660	Syat.g_00740	Prbl.g_01547
OG0000661	Syat.g_00742	Prbl.g_01549
OG0000662	Syat.g_00746	Prbl.g_01551
OG0000663	Syat.g_00749	Prbl.g_01554
OG0000664	Syat.g_00752	Prbl.g_01555
OG0000665	Syat.g_03302	Prbl.g_01568
OG0000666	Syat.g_01415	Prbl.g_01571
OG0000667	Syat.g_00958, Syat.g_03278	Prbl.g_01579
OG0000668	Syat.g_00710	Prbl.g_02530
OG0000669	Syat.g_00416	Prbl.g_01588
OG0000670	Syat.g_00419	Prbl.g_01078
OG0000671	Syat.g_00421	Prbl.g_02412
OG0000672	Syat.g_00424	Prbl.g_02409
OG0000673	Syat.g_00430	Prbl.g_02406
OG0000674	Syat.g_00432	Prbl.g_02404
OG0000675	Syat.g_00433	Prbl.g_02403
OG0000676	Syat.g_00436	Prbl.g_02395
OG0000677	Syat.g_00437	Prbl.g_02393
OG0000678	Syat.g_00439	Prbl.g_02388
OG0000679	Syat.g_00448	Prbl.g_02368
OG0000680	Syat.g_00449	Prbl.g_02367
OG0000681	Syat.g_00452	Prbl.g_02365
OG0000682	Syat.g_00453	Prbl.g_02364
OG0000683	Syat.g_00454	Prbl.g_02363
OG0000684	Syat.g_00457	Prbl.g_02350
OG0000685	Syat.g_02571	Prbl.g_02352
OG0000686	Syat.g_00459	Prbl.g_02353
OG0000687	Syat.g_00460	Prbl.g_02354
OG0000688	Syat.g_00463	Prbl.g_02348
OG0000689	Syat.g_00465	Prbl.g_02347
OG0000690	Syat.g_00466	Prbl.g_02346
OG0000691	Syat.g_00467	Prbl.g_02345
OG0000692	Syat.g_00469	Prbl.g_02344
OG0000693	Syat.g_00471	Prbl.g_02343
OG0000694	Syat.g_00472	Prbl.g_02342
OG0000695	Syat.g_00619	Prbl.g_02444
OG0000696	Syat.g_00618	Prbl.g_02445
OG0000697	Syat.g_00616	Prbl.g_02447
OG0000698	Syat.g_00613	Prbl.g_02450
OG0000699	Syat.g_00611	Prbl.g_02452
OG0000700	Syat.g_00610	Prbl.g_02453
OG0000701	Syat.g_00609	Prbl.g_02454
OG0000702	Syat.g_00606	Prbl.g_02462
OG0000703	Syat.g_00601	Prbl.g_02463
OG0000704	Syat.g_00599	Prbl.g_02465
OG0000705	Syat.g_00592	Prbl.g_02471
OG0000706	Syat.g_00591	Prbl.g_02472
OG0000707	Syat.g_00590	Prbl.g_02473
OG0000708	Syat.g_00587	Prbl.g_02475
OG0000709	Syat.g_00573	Prbl.g_02482
OG0000710	Syat.g_00567	Prbl.g_02486
OG0000711	Syat.g_00539	Prbl.g_02508
OG0000712	Syat.g_00537	Prbl.g_02509
OG0000713	Syat.g_00536	Prbl.g_02510
OG0000714	Syat.g_00532	Prbl.g_02514
OG0000715	Syat.g_00530	Prbl.g_02516
OG0000716	Syat.g_00527	Prbl.g_02520
OG0000717	Syat.g_00526	Prbl.g_02521
OG0000718	Syat.g_00522	Prbl.g_02526
OG0000719	Syat.g_00712	Prbl.g_02528
OG0000720	Syat.g_00699	Prbl.g_02541
OG0000721	Syat.g_00697	Prbl.g_02542
OG0000722	Syat.g_00696	Prbl.g_02543
OG0000723	Syat.g_00686	Prbl.g_02547
OG0000724	Syat.g_00782	Prbl.g_00932
OG0000725	Syat.g_00810	Prbl.g_00925
OG0000726	Syat.g_00811	Prbl.g_00924
OG0000727	Syat.g_00812	Prbl.g_00923
OG0000728	Syat.g_00814	Prbl.g_00922
OG0000729	Syat.g_02224	Prbl.g_02062
OG0000730	Syat.g_01617	Prbl.g_01199
OG0000731	Syat.g_01605	Prbl.g_01208
OG0000732	Syat.g_02290	Prbl.g_01993
OG0000733	Syat.g_03285	Prbl.g_02197
OG0000734	Syat.g_01579	Prbl.g_00545
OG0000735	Syat.g_03235	Prbl.g_02066
OG0000736	Syat.g_03236	Prbl.g_02067
OG0000737	Syat.g_03237	Prbl.g_02068
OG0000738	Syat.g_03251	Prbl.g_02075
OG0000739	Syat.g_03252	Prbl.g_02077
OG0000740	Syat.g_03253	Prbl.g_02078
OG0000741	Syat.g_03256	Prbl.g_02081
OG0000742	Syat.g_03259	Prbl.g_02083
OG0000743	Syat.g_03262	Prbl.g_02085
OG0000744	Syat.g_03263	Prbl.g_02086
OG0000745	Syat.g_03266	Prbl.g_02088
OG0000746	Syat.g_00314	Prbl.g_02090
OG0000747	Syat.g_00313	Prbl.g_02091
OG0000748	Syat.g_00305	Prbl.g_02103
OG0000749	Syat.g_00303	Prbl.g_02104
OG0000750	Syat.g_00302	Prbl.g_02105
OG0000751	Syat.g_00296	Prbl.g_00179
OG0000752	Syat.g_00294	Prbl.g_00181
OG0000753	Syat.g_00291	Prbl.g_00184
OG0000754	Syat.g_00250	Prbl.g_01379
OG0000755	Syat.g_00217	Prbl.g_01120
OG0000756	Syat.g_00216	Prbl.g_01119
OG0000757	Syat.g_00205	Prbl.g_01112
OG0000758	Syat.g_00204	Prbl.g_01111
OG0000759	Syat.g_00203	Prbl.g_01110
OG0000760	Syat.g_00202	Prbl.g_01109
OG0000761	Syat.g_00201	Prbl.g_01108
OG0000762	Syat.g_00199	Prbl.g_01377
OG0000763	Syat.g_00924	Prbl.g_01375
OG0000764	Syat.g_00923	Prbl.g_01374
OG0000765	Syat.g_00897	Prbl.g_02590
OG0000766	Syat.g_00896	Prbl.g_02591
OG0000767	Syat.g_00894	Prbl.g_02593
OG0000768	Syat.g_00893	Prbl.g_02594
OG0000769	Syat.g_00891	Prbl.g_00186
OG0000770	Syat.g_00886	Prbl.g_01103
OG0000771	Syat.g_00788	Prbl.g_00937
OG0000772	Syat.g_01768	Prbl.g_00461
OG0000773	Syat.g_01114	Prbl.g_00113
OG0000774	Syat.g_01146	Prbl.g_01713
OG0000775	Syat.g_01148	Prbl.g_01715
OG0000776	Syat.g_01149	Prbl.g_01716
OG0000777	Syat.g_01150	Prbl.g_01717
OG0000778	Syat.g_01151	Prbl.g_01718
OG0000779	Syat.g_01154	Prbl.g_01723
OG0000780	Syat.g_01157	Prbl.g_01726
OG0000781	Syat.g_01161	Prbl.g_01730
OG0000782	Syat.g_01162	Prbl.g_01731
OG0000783	Syat.g_01163	Prbl.g_01732
OG0000784	Syat.g_01164	Prbl.g_01733
OG0000785	Syat.g_01166	Prbl.g_01735
OG0000786	Syat.g_01170	Prbl.g_01738
OG0000787	Syat.g_01171	Prbl.g_01739
OG0000788	Syat.g_00087	Prbl.g_00658
OG0000789	Syat.g_00845	Prbl.g_01695
OG0000790	Syat.g_01300	Prbl.g_00498
OG0000791	Syat.g_01302	Prbl.g_00496
OG0000792	Syat.g_01303	Prbl.g_00495
OG0000793	Syat.g_01412	Prbl.g_00491
OG0000794	Syat.g_01414	Prbl.g_00490
OG0000795	Syat.g_01416	Prbl.g_00489
OG0000796	Syat.g_01422	Prbl.g_00485
OG0000797	Syat.g_01423	Prbl.g_00484
OG0000798	Syat.g_02057	Prbl.g_01456
OG0000799	Syat.g_01256	Prbl.g_00152
OG0000800	Syat.g_01255	Prbl.g_00153
OG0000801	Syat.g_01253	Prbl.g_00154
OG0000802	Syat.g_01245	Prbl.g_00161
OG0000803	Syat.g_01241	Prbl.g_00257
OG0000804	Syat.g_01238	Prbl.g_00255
OG0000805	Syat.g_01236	Prbl.g_00253
OG0000806	Syat.g_01234	Prbl.g_00251
OG0000807	Syat.g_01233	Prbl.g_00249
OG0000808	Syat.g_01232	Prbl.g_00248
OG0000809	Syat.g_01229	Prbl.g_00244
OG0000810	Syat.g_01228	Prbl.g_00243
OG0000811	Syat.g_01186	Prbl.g_00231
OG0000812	Syat.g_01182	Prbl.g_00229
OG0000813	Syat.g_01181	Prbl.g_00228
OG0000814	Syat.g_01179	Prbl.g_00226
OG0000815	Syat.g_01177	Prbl.g_00225
OG0000816	Syat.g_01175	Prbl.g_00223
OG0000817	Syat.g_01279	Prbl.g_00222
OG0000818	Syat.g_01325	Prbl.g_00684
OG0000819	Syat.g_01326	Prbl.g_00685
OG0000820	Syat.g_01327	Prbl.g_00686
OG0000821	Syat.g_01333	Prbl.g_00693
OG0000822	Syat.g_01335	Prbl.g_00695
OG0000823	Syat.g_01336	Prbl.g_00696
OG0000824	Syat.g_01342	Prbl.g_00700
OG0000825	Syat.g_01343	Prbl.g_00701
OG0000826	Syat.g_01344	Prbl.g_00702
OG0000827	Syat.g_01345	Prbl.g_00703
OG0000828	Syat.g_01348	Prbl.g_00706
OG0000829	Syat.g_01349	Prbl.g_00707
OG0000830	Syat.g_01350	Prbl.g_00708
OG0000831	Syat.g_01353	Prbl.g_00710
OG0000832	Syat.g_02982	Prbl.g_00456
OG0000833	Syat.g_03072	Prbl.g_00448
OG0000834	Syat.g_03073	Prbl.g_00447
OG0000835	Syat.g_03075	Prbl.g_00446
OG0000836	Syat.g_03078	Prbl.g_00444
OG0000837	Syat.g_03079	Prbl.g_00443
OG0000838	Syat.g_03083	Prbl.g_00440
OG0000839	Syat.g_03084	Prbl.g_00439
OG0000840	Syat.g_03085	Prbl.g_00438
OG0000841	Syat.g_03086	Prbl.g_00437
OG0000842	Syat.g_03087	Prbl.g_00436
OG0000843	Syat.g_03088	Prbl.g_00435
OG0000844	Syat.g_03090	Prbl.g_00433
OG0000845	Syat.g_03091	Prbl.g_00432
OG0000846	Syat.g_03092	Prbl.g_00431
OG0000847	Syat.g_03093	Prbl.g_00430
OG0000848	Syat.g_03095	Prbl.g_00429
OG0000849	Syat.g_03096	Prbl.g_00428
OG0000850	Syat.g_03098	Prbl.g_00427
OG0000851	Syat.g_03101	Prbl.g_00423
OG0000852	Syat.g_03102	Prbl.g_00422
OG0000853	Syat.g_03106	Prbl.g_00418
OG0000854	Syat.g_03108	Prbl.g_00416
OG0000855	Syat.g_03109	Prbl.g_00415
OG0000856	Syat.g_03305	Prbl.g_01627
OG0000857	Syat.g_00500	Prbl.g_02318
OG0000858	Syat.g_03114	Prbl.g_00404
OG0000859	Syat.g_03115	Prbl.g_00403
OG0000860	Syat.g_03126	Prbl.g_00392
OG0000861	Syat.g_03127	Prbl.g_00391
OG0000862	Syat.g_03136	Prbl.g_00389
OG0000863	Syat.g_03138	Prbl.g_00385
OG0000864	Syat.g_03139	Prbl.g_00383
OG0000865	Syat.g_03140	Prbl.g_00382
OG0000866	Syat.g_03141	Prbl.g_00381
OG0000867	Syat.g_03142	Prbl.g_00380
OG0000868	Syat.g_03067	Prbl.g_00378
OG0000869	Syat.g_03054	Prbl.g_00375
OG0000870	Syat.g_03049	Prbl.g_00370
OG0000871	Syat.g_03048	Prbl.g_00369
OG0000872	Syat.g_03042	Prbl.g_00367
OG0000873	Syat.g_03039	Prbl.g_00364
OG0000874	Syat.g_03037	Prbl.g_00360
OG0000875	Syat.g_03035	Prbl.g_00359
OG0000876	Syat.g_00745	Prbl.g_00358
OG0000877	Syat.g_03024	Prbl.g_00355
OG0000878	Syat.g_03023	Prbl.g_00354
OG0000879	Syat.g_03022	Prbl.g_00353
OG0000880	Syat.g_03021	Prbl.g_00352
OG0000881	Syat.g_03016	Prbl.g_00347
OG0000882	Syat.g_03011	Prbl.g_00342
OG0000883	Syat.g_03007	Prbl.g_00340
OG0000884	Syat.g_03005	Prbl.g_00338
OG0000885	Syat.g_03004	Prbl.g_00337
OG0000886	Syat.g_03003	Prbl.g_00336
OG0000887	Syat.g_03002	Prbl.g_00335
OG0000888	Syat.g_03000	Prbl.g_00333
OG0000889	Syat.g_02997	Prbl.g_00331
OG0000890	Syat.g_02994	Prbl.g_00317
OG0000891	Syat.g_02993	Prbl.g_00316
OG0000892	Syat.g_02992	Prbl.g_02620
OG0000893	Syat.g_01864	Prbl.g_02680
OG0000894	Syat.g_01860	Prbl.g_02684
OG0000895	Syat.g_01856	Prbl.g_01061
OG0000896	Syat.g_01855	Prbl.g_01060
OG0000897	Syat.g_01853	Prbl.g_01058
OG0000898	Syat.g_01852	Prbl.g_01057
OG0000899	Syat.g_01851	Prbl.g_01056
OG0000900	Syat.g_01850	Prbl.g_01055
OG0000901	Syat.g_01845	Prbl.g_01051
OG0000902	Syat.g_01843	Prbl.g_01049
OG0000903	Syat.g_01830	Prbl.g_00954
OG0000904	Syat.g_01834	Prbl.g_00949
OG0000905	Syat.g_01839	Prbl.g_00947
OG0000906	Syat.g_01841	Prbl.g_01045
OG0000907	Syat.g_01828	Prbl.g_00956
OG0000908	Syat.g_01825	Prbl.g_00959
OG0000909	Syat.g_01824	Prbl.g_00960
OG0000910	Syat.g_01823	Prbl.g_00961
OG0000911	Syat.g_01821	Prbl.g_00963
OG0000912	Syat.g_01820	Prbl.g_00964
OG0000913	Syat.g_01819	Prbl.g_00965
OG0000914	Syat.g_01818	Prbl.g_00966
OG0000915	Syat.g_01816	Prbl.g_00967
OG0000916	Syat.g_01815	Prbl.g_00968
OG0000917	Syat.g_01814	Prbl.g_00969
OG0000918	Syat.g_01813	Prbl.g_00970
OG0000919	Syat.g_01812	Prbl.g_00971
OG0000920	Syat.g_01811	Prbl.g_00972
OG0000921	Syat.g_01810	Prbl.g_00973
OG0000922	Syat.g_01809	Prbl.g_00974
OG0000923	Syat.g_01805	Prbl.g_00978
OG0000924	Syat.g_01804	Prbl.g_00979
OG0000925	Syat.g_01803	Prbl.g_00980
OG0000926	Syat.g_01802	Prbl.g_00981
OG0000927	Syat.g_01800	Prbl.g_00983
OG0000928	Syat.g_01799	Prbl.g_00984
OG0000929	Syat.g_01798	Prbl.g_00985
OG0000930	Syat.g_01797	Prbl.g_00986
OG0000931	Syat.g_01796	Prbl.g_00987
OG0000932	Syat.g_01794	Prbl.g_00988
OG0000933	Syat.g_01788	Prbl.g_00993
OG0000934	Syat.g_01786	Prbl.g_00995
OG0000935	Syat.g_01665	Prbl.g_00996
OG0000936	Syat.g_01664	Prbl.g_00997
OG0000937	Syat.g_01663	Prbl.g_00998
OG0000938	Syat.g_01659	Prbl.g_01127
OG0000939	Syat.g_01658	Prbl.g_01128
OG0000940	Syat.g_01651	Prbl.g_01137
OG0000941	Syat.g_01649	Prbl.g_01139
OG0000942	Syat.g_01647	Prbl.g_01141
OG0000943	Syat.g_01646	Prbl.g_01142
OG0000944	Syat.g_01644	Prbl.g_01144
OG0000945	Syat.g_01643	Prbl.g_01146
OG0000946	Syat.g_01633	Prbl.g_01174
OG0000947	Syat.g_01630	Prbl.g_01177
OG0000948	Syat.g_01629	Prbl.g_01178
OG0000949	Syat.g_02142	Prbl.g_01181
OG0000950	Syat.g_02152	Prbl.g_00856
OG0000951	Syat.g_02157	Prbl.g_00851
OG0000952	Syat.g_02162	Prbl.g_00844
OG0000953	Syat.g_02166	Prbl.g_00840
OG0000954	Syat.g_02187	Prbl.g_01306
OG0000955	Syat.g_02188	Prbl.g_01305
OG0000956	Syat.g_02191	Prbl.g_01303
OG0000957	Syat.g_02204	Prbl.g_01287
OG0000958	Syat.g_02205	Prbl.g_01286
OG0000959	Syat.g_02212	Prbl.g_02638
OG0000960	Syat.g_02213	Prbl.g_02637
OG0000961	Syat.g_02873	Prbl.g_01235
OG0000962	Syat.g_02223	Prbl.g_02063
OG0000963	Syat.g_02226	Prbl.g_02058
OG0000964	Syat.g_02227	Prbl.g_02057
OG0000965	Syat.g_02228	Prbl.g_02056
OG0000966	Syat.g_02259	Prbl.g_02023
OG0000967	Syat.g_02263	Prbl.g_02017
OG0000968	Syat.g_02269	Prbl.g_02014
OG0000969	Syat.g_02271	Prbl.g_02012
OG0000970	Syat.g_02272	Prbl.g_02011
OG0000971	Syat.g_02274	Prbl.g_02009
OG0000972	Syat.g_02275	Prbl.g_02008
OG0000973	Syat.g_02276	Prbl.g_02007
OG0000974	Syat.g_02277	Prbl.g_02006
OG0000975	Syat.g_02278	Prbl.g_02005
OG0000976	Syat.g_02279	Prbl.g_02004
OG0000977	Syat.g_02281	Prbl.g_02002
OG0000978	Syat.g_02283	Prbl.g_02001
OG0000979	Syat.g_02286	Prbl.g_01998
OG0000980	Syat.g_02289	Prbl.g_01994
OG0000981	Syat.g_02292	Prbl.g_01991
OG0000982	Syat.g_02691	Prbl.g_02238
OG0000983	Syat.g_02690	Prbl.g_02237
OG0000984	Syat.g_02689	Prbl.g_02236
OG0000985	Syat.g_02685	Prbl.g_02232
OG0000986	Syat.g_02680	Prbl.g_02230
OG0000987	Syat.g_02678	Prbl.g_02228
OG0000988	Syat.g_02672	Prbl.g_02224
OG0000989	Syat.g_02657	Prbl.g_02214
OG0000990	Syat.g_02500	Prbl.g_02192
OG0000991	Syat.g_02503	Prbl.g_02189
OG0000992	Syat.g_02507	Prbl.g_02186
OG0000993	Syat.g_02508	Prbl.g_02185
OG0000994	Syat.g_02512	Prbl.g_02182
OG0000995	Syat.g_02517	Prbl.g_02173
OG0000996	Syat.g_02446	Prbl.g_02160
OG0000997	Syat.g_02417	Prbl.g_02151
OG0000998	Syat.g_02415	Prbl.g_02149
OG0000999	Syat.g_02414	Prbl.g_02148
OG0001001	Syat.g_02400	Prbl.g_02141
OG0001002	Syat.g_02394	Prbl.g_02134
OG0001003	Syat.g_02392	Prbl.g_02132
OG0001004	Syat.g_02391	Prbl.g_02131
OG0001005	Syat.g_02390	Prbl.g_02129
OG0001006	Syat.g_02378	Prbl.g_02123
OG0001007	Syat.g_02376	Prbl.g_02121
OG0001008	Syat.g_02971	Prbl.g_00651
OG0001009	Syat.g_02311	Prbl.g_01972
OG0001010	Syat.g_02310	Prbl.g_01973
OG0001011	Syat.g_02308	Prbl.g_01975
OG0001012	Syat.g_01004	Prbl.g_02241
OG0001013	Syat.g_02716	Prbl.g_02266
OG0001014	Syat.g_02721	Prbl.g_02275
OG0001015	Syat.g_02722	Prbl.g_02276
OG0001016	Syat.g_01474	Prbl.g_00603
OG0001017	Syat.g_01480	Prbl.g_00597
OG0001018	Syat.g_01482	Prbl.g_00595
OG0001019	Syat.g_01532	Prbl.g_00582
OG0001020	Syat.g_01539	Prbl.g_00576
OG0001021	Syat.g_01552	Prbl.g_00572
OG0001022	Syat.g_01555	Prbl.g_00567
OG0001023	Syat.g_01556	Prbl.g_00566
OG0001024	Syat.g_01560	Prbl.g_00562
OG0001025	Syat.g_01566	Prbl.g_00555
OG0001026	Syat.g_01582	Prbl.g_00542
OG0001027	Syat.g_02947	Prbl.g_01332
OG0001028	Syat.g_02944	Prbl.g_01330
OG0001029	Syat.g_02942	Prbl.g_01328
OG0001030	Syat.g_02922	Prbl.g_00822
OG0001031	Syat.g_02836	Prbl.g_00074
OG0001032	Syat.g_02834	Prbl.g_00077
OG0001033	Syat.g_02784	Prbl.g_01281
OG0001034	Syat.g_01448	Prbl.g_00199
OG0001035	Syat.g_01885	Prbl.g_01498
OG0001036	Syat.g_01939	Prbl.g_01494
OG0001037	Syat.g_01941	Prbl.g_01492
OG0001038	Syat.g_02058	Prbl.g_01455
OG0001039	Syat.g_02061	Prbl.g_01452
OG0001040	Syat.g_02064	Prbl.g_01449
OG0001041	Syat.g_02070	Prbl.g_01444
OG0001042	Syat.g_02100	Prbl.g_01419
OG0001043	Syat.g_02103	Prbl.g_01417
OG0001044	Syat.g_01615	Prbl.g_01200
OG0001045	Syat.g_01602	Prbl.g_01211
OG0001046	Syat.g_00552	Prbl.g_00410
OG0001047	Syat.g_02973	Prbl.g_00649
OG0001048	Syat.g_02974	Prbl.g_00648
OG0001049	Syat.g_01290	Prbl.g_00645
OG0001050	Syat.g_01289	Prbl.g_00644
OG0001051	Syat.g_01288	Prbl.g_00643
OG0001052	Syat.g_01375	Prbl.g_01344
OG0001053	Syat.g_03173	Prbl.g_00514
OG0001054	Syat.g_03192	Prbl.g_00532
OG0001055	Syat.g_03224	Prbl.g_00790
OG0001056	Syat.g_03275	Prbl.g_00761
OG0001057	Syat.g_00102	Prbl.g_00749
OG0001058	Syat.g_00079	Prbl.g_01883
OG0001059	Syat.g_00075	Prbl.g_01887
OG0001061	Syat.g_00051	Prbl.g_01796
OG0001062	Syat.g_00048	Prbl.g_01794
OG0001063	Syat.g_00042	Prbl.g_01790
OG0001064	Syat.g_00041	Prbl.g_01789
OG0001065	Syat.g_00040	Prbl.g_01788
OG0001066	Syat.g_00039	Prbl.g_01787
OG0001067	Syat.g_00038	Prbl.g_01786
OG0001068	Syat.g_00037	Prbl.g_01785
OG0001069	Syat.g_00036	Prbl.g_01784
OG0001070	Syat.g_00032	Prbl.g_01780
OG0001071	Syat.g_00031	Prbl.g_01779
OG0001072	Syat.g_00028	Prbl.g_01776
OG0001073	Syat.g_00009	Prbl.g_01757
OG0001074	Syat.g_01015	Prbl.g_01610
OG0001075	Syat.g_01037	Prbl.g_01611
OG0001076	Syat.g_03315	Prbl.g_01619
OG0001077	Syat.g_03290	Prbl.g_01629
OG0001078	Syat.g_00118	Prbl.g_01640
OG0001079	Syat.g_00378	Prbl.g_01659
OG0001080	Syat.g_00368	Prbl.g_01041
OG0001081	Syat.g_00366	Prbl.g_01031
OG0001082	Syat.g_00365	Prbl.g_01030
OG0001083	Syat.g_00390	Prbl.g_01405
OG0001084	Syat.g_00391	Prbl.g_01404
OG0001085	Syat.g_00408	Prbl.g_01394
OG0001086	Syat.g_00410	Prbl.g_01392
OG0001087	Syat.g_03277	Prbl.g_01853
OG0001088	Syat.g_02496	Prbl.g_01857
OG0001089	Syat.g_00818	Prbl.g_00024
OG0001090	Syat.g_00659	Prbl.g_02565
OG0001091	Syat.g_00661	Prbl.g_02563
OG0001092	Syat.g_00663	Prbl.g_02562
OG0001093	Syat.g_00669	Prbl.g_02558
OG0001094	Syat.g_00473	Prbl.g_02341
OG0001095	Syat.g_00497	Prbl.g_02322
OG0001096	Syat.g_00516	Prbl.g_02306
OG0001097	Syat.g_00743	Prbl.g_01550
OG0001098	Syat.g_01672	Prbl.g_02423
OG0001099	Syat.g_02943	Prbl.g_01329
OG0001100	Syat.g_00418	Prbl.g_02414
OG0001101	Syat.g_00420	Prbl.g_02413
OG0001102	Syat.g_00423	Prbl.g_02410
OG0001103	Syat.g_00425	Prbl.g_02408
OG0001104	Syat.g_00458	Prbl.g_02351
OG0001105	Syat.g_00461	Prbl.g_02356
OG0001106	Syat.g_00598	Prbl.g_02466
OG0001107	Syat.g_00580	Prbl.g_02476
OG0001108	Syat.g_00570	Prbl.g_02483
OG0001109	Syat.g_00568	Prbl.g_02485
OG0001110	Syat.g_00566	Prbl.g_02487
OG0001111	Syat.g_00564	Prbl.g_02489
OG0001112	Syat.g_00562	Prbl.g_02491
OG0001113	Syat.g_00561	Prbl.g_02492
OG0001114	Syat.g_00560	Prbl.g_02493
OG0001115	Syat.g_00557	Prbl.g_02495
OG0001116	Syat.g_00555	Prbl.g_02496
OG0001117	Syat.g_00554	Prbl.g_02497
OG0001118	Syat.g_00553	Prbl.g_02498
OG0001119	Syat.g_00551	Prbl.g_02499
OG0001120	Syat.g_00546	Prbl.g_02501
OG0001122	Syat.g_00711	Prbl.g_02529
OG0001123	Syat.g_00704	Prbl.g_02536
OG0001124	Syat.g_00702	Prbl.g_02538
OG0001125	Syat.g_00700	Prbl.g_02540
OG0001126	Syat.g_00790	Prbl.g_00939
OG0001127	Syat.g_00789	Prbl.g_00938
OG0001128	Syat.g_00786	Prbl.g_00935
OG0001129	Syat.g_00784	Prbl.g_00934
OG0001130	Syat.g_00783	Prbl.g_00933
OG0001131	Syat.g_01674	Prbl.g_02575
OG0001132	Syat.g_00965	Prbl.g_01603
OG0001133	Syat.g_03311	Prbl.g_01621
OG0001136	Syat.g_03257	Prbl.g_02082
OG0001137	Syat.g_00306	Prbl.g_02102
OG0001138	Syat.g_00214	Prbl.g_01118
OG0001139	Syat.g_00209	Prbl.g_01116
OG0001140	Syat.g_00208	Prbl.g_01115
OG0001141	Syat.g_00207	Prbl.g_01114
OG0001142	Syat.g_00206	Prbl.g_01113
