Orthogroup	Syat	Prar
OG0000608	Syat.g_00363	Prar.g_01488
OG0000609	Syat.g_00344	Prar.g_01489
OG0000610	Syat.g_00399	Prar.g_01494
OG0000611	Syat.g_00402	Prar.g_01497
OG0000612	Syat.g_00403	Prar.g_01498
OG0000613	Syat.g_02129	Prar.g_01503
OG0000614	Syat.g_01084	Prar.g_01522
OG0000615	Syat.g_00442	Prar.g_01530
OG0000616	Syat.g_02397	Prar.g_01534
OG0000617	Syat.g_00665	Prar.g_01605
OG0000618	Syat.g_00666	Prar.g_01606
OG0000619	Syat.g_00667	Prar.g_01607
OG0000620	Syat.g_02591	Prar.g_01610
OG0000621	Syat.g_02590	Prar.g_01611
OG0000622	Syat.g_02572	Prar.g_01612
OG0000623	Syat.g_00672	Prar.g_01613
OG0000624	Syat.g_00673	Prar.g_01614
OG0000625	Syat.g_00674	Prar.g_01615
OG0000626	Syat.g_00675	Prar.g_01616
OG0000627	Syat.g_00641	Prar.g_01617
OG0000628	Syat.g_00640	Prar.g_01618
OG0000629	Syat.g_00637	Prar.g_01619
OG0000630	Syat.g_00631	Prar.g_01622
OG0000631	Syat.g_00624	Prar.g_01675
OG0000632	Syat.g_00623	Prar.g_01676
OG0000633	Syat.g_00622	Prar.g_01677
OG0000634	Syat.g_00475	Prar.g_01680
OG0000635	Syat.g_00476	Prar.g_01681
OG0000636	Syat.g_00478	Prar.g_01683
OG0000637	Syat.g_00480	Prar.g_01685
OG0000638	Syat.g_00481	Prar.g_01686
OG0000639	Syat.g_00482	Prar.g_01687
OG0000640	Syat.g_00483	Prar.g_01688
OG0000641	Syat.g_00488	Prar.g_01692
OG0000642	Syat.g_00489	Prar.g_01693
OG0000643	Syat.g_00494	Prar.g_01694
OG0000644	Syat.g_00495	Prar.g_01695
OG0000645	Syat.g_00496	Prar.g_01696
OG0000646	Syat.g_00499	Prar.g_01698
OG0000647	Syat.g_00501	Prar.g_01699
OG0000648	Syat.g_00504	Prar.g_01701
OG0000649	Syat.g_00505	Prar.g_01702
OG0000650	Syat.g_00506	Prar.g_01703
OG0000651	Syat.g_00507	Prar.g_01704
OG0000652	Syat.g_00508	Prar.g_01705
OG0000653	Syat.g_00510	Prar.g_01707
OG0000654	Syat.g_00514	Prar.g_01708
OG0000655	Syat.g_00515	Prar.g_01709
OG0000656	Syat.g_00518	Prar.g_01712
OG0000657	Syat.g_00720	Prar.g_01719
OG0000658	Syat.g_00723	Prar.g_01720
OG0000659	Syat.g_00724	Prar.g_01721
OG0000660	Syat.g_00740	Prar.g_01725
OG0000661	Syat.g_00742	Prar.g_01727
OG0000662	Syat.g_00746	Prar.g_01729
OG0000663	Syat.g_00749	Prar.g_01731
OG0000664	Syat.g_00752	Prar.g_01732
OG0000665	Syat.g_03302	Prar.g_01736
OG0000666	Syat.g_01415	Prar.g_01737
OG0000667	Syat.g_00958, Syat.g_03278	Prar.g_01742
OG0000668	Syat.g_00710	Prar.g_01759
OG0000669	Syat.g_00416	Prar.g_01767
OG0000670	Syat.g_00419	Prar.g_01769
OG0000671	Syat.g_00421	Prar.g_01771
OG0000672	Syat.g_00424	Prar.g_01774
OG0000673	Syat.g_00430	Prar.g_01777
OG0000674	Syat.g_00432	Prar.g_01779
OG0000675	Syat.g_00433	Prar.g_01780
OG0000676	Syat.g_00436	Prar.g_01782
OG0000677	Syat.g_00437	Prar.g_01783
OG0000678	Syat.g_00439	Prar.g_01785
OG0000679	Syat.g_00448	Prar.g_01789
OG0000680	Syat.g_00449	Prar.g_01790
OG0000681	Syat.g_00452	Prar.g_01792
OG0000682	Syat.g_00453	Prar.g_01793
OG0000683	Syat.g_00454	Prar.g_01794
OG0000684	Syat.g_00457	Prar.g_01795
OG0000685	Syat.g_02571	Prar.g_01797
OG0000686	Syat.g_00459	Prar.g_01798
OG0000687	Syat.g_00460	Prar.g_01799
OG0000688	Syat.g_00463	Prar.g_01802
OG0000689	Syat.g_00465	Prar.g_01803
OG0000690	Syat.g_00466	Prar.g_01804
OG0000691	Syat.g_00467	Prar.g_01805
OG0000692	Syat.g_00469	Prar.g_01807
OG0000693	Syat.g_00471	Prar.g_01808
OG0000694	Syat.g_00472	Prar.g_01809
OG0000695	Syat.g_00619	Prar.g_01811
OG0000696	Syat.g_00618	Prar.g_01812
OG0000697	Syat.g_00616	Prar.g_01813
OG0000698	Syat.g_00613	Prar.g_01816
OG0000699	Syat.g_00611	Prar.g_01817
OG0000700	Syat.g_00610	Prar.g_01818
OG0000701	Syat.g_00609	Prar.g_01819
OG0000702	Syat.g_00606	Prar.g_01821
OG0000703	Syat.g_00601	Prar.g_01822
OG0000704	Syat.g_00599	Prar.g_01823
OG0000705	Syat.g_00592	Prar.g_01827
OG0000706	Syat.g_00591	Prar.g_01828
OG0000707	Syat.g_00590	Prar.g_01829
OG0000708	Syat.g_00587	Prar.g_01830
OG0000709	Syat.g_00573	Prar.g_01834
OG0000710	Syat.g_00567	Prar.g_01837
OG0000711	Syat.g_00539	Prar.g_01853
OG0000712	Syat.g_00537	Prar.g_01855
OG0000713	Syat.g_00536	Prar.g_01856
OG0000714	Syat.g_00532	Prar.g_01857
OG0000715	Syat.g_00530	Prar.g_01859
OG0000716	Syat.g_00527	Prar.g_01861
OG0000717	Syat.g_00526	Prar.g_01862
OG0000718	Syat.g_00522	Prar.g_01873
OG0000719	Syat.g_00712	Prar.g_01875
OG0000720	Syat.g_00699	Prar.g_01884
OG0000721	Syat.g_00697	Prar.g_01886
OG0000722	Syat.g_00696	Prar.g_01887
OG0000723	Syat.g_00686	Prar.g_01890
OG0000724	Syat.g_00782	Prar.g_01899
OG0000725	Syat.g_00810	Prar.g_01905
OG0000726	Syat.g_00811	Prar.g_01906
OG0000727	Syat.g_00812	Prar.g_01907
OG0000728	Syat.g_00814	Prar.g_01909
OG0000729	Syat.g_02224	Prar.g_01955
OG0000730	Syat.g_01617	Prar.g_01324
OG0000731	Syat.g_01605	Prar.g_01320
OG0000732	Syat.g_02290	Prar.g_01314
OG0000733	Syat.g_03285	Prar.g_01295
OG0000734	Syat.g_01579	Prar.g_01278
OG0000735	Syat.g_03235	Prar.g_01276
OG0000736	Syat.g_03236	Prar.g_01275
OG0000737	Syat.g_03237	Prar.g_01274
OG0000738	Syat.g_03251	Prar.g_01270
OG0000739	Syat.g_03252	Prar.g_01269
OG0000740	Syat.g_03253	Prar.g_01268
OG0000741	Syat.g_03256	Prar.g_01267
OG0000742	Syat.g_03259	Prar.g_01264
OG0000743	Syat.g_03262	Prar.g_01262
OG0000744	Syat.g_03263	Prar.g_01261
OG0000745	Syat.g_03266	Prar.g_01260
OG0000746	Syat.g_00314	Prar.g_01258
OG0000747	Syat.g_00313	Prar.g_01257
OG0000748	Syat.g_00305	Prar.g_01254
OG0000749	Syat.g_00303	Prar.g_01253
OG0000750	Syat.g_00302	Prar.g_01252
OG0000751	Syat.g_00296	Prar.g_01250
OG0000752	Syat.g_00294	Prar.g_01248
OG0000753	Syat.g_00291	Prar.g_01245
OG0000754	Syat.g_00250	Prar.g_01242
OG0000755	Syat.g_00217	Prar.g_01239
OG0000756	Syat.g_00216	Prar.g_01238
OG0000757	Syat.g_00205	Prar.g_01232
OG0000758	Syat.g_00204	Prar.g_01231
OG0000759	Syat.g_00203	Prar.g_01230
OG0000760	Syat.g_00202	Prar.g_01229
OG0000761	Syat.g_00201	Prar.g_01228
OG0000762	Syat.g_00199	Prar.g_01227
OG0000763	Syat.g_00924	Prar.g_01225
OG0000764	Syat.g_00923	Prar.g_01224
OG0000765	Syat.g_00897	Prar.g_01215
OG0000766	Syat.g_00896	Prar.g_01214
OG0000767	Syat.g_00894	Prar.g_01212
OG0000768	Syat.g_00893	Prar.g_01211
OG0000769	Syat.g_00891	Prar.g_01209
OG0000770	Syat.g_00886	Prar.g_01207
OG0000771	Syat.g_00788	Prar.g_00376
OG0000772	Syat.g_01768	Prar.g_00976
OG0000773	Syat.g_01114	Prar.g_00964
OG0000774	Syat.g_01146	Prar.g_00962
OG0000775	Syat.g_01148	Prar.g_00960
OG0000776	Syat.g_01149	Prar.g_00959
OG0000777	Syat.g_01150	Prar.g_00958
OG0000778	Syat.g_01151	Prar.g_00957
OG0000779	Syat.g_01154	Prar.g_00953
OG0000780	Syat.g_01157	Prar.g_00952
OG0000781	Syat.g_01161	Prar.g_00949
OG0000782	Syat.g_01162	Prar.g_00948
OG0000783	Syat.g_01163	Prar.g_00947
OG0000784	Syat.g_01164	Prar.g_00946
OG0000785	Syat.g_01166	Prar.g_00944
OG0000786	Syat.g_01170	Prar.g_00942
OG0000787	Syat.g_01171	Prar.g_00941
OG0000788	Syat.g_00087	Prar.g_00924
OG0000789	Syat.g_00845	Prar.g_00921
OG0000790	Syat.g_01300	Prar.g_00906
OG0000791	Syat.g_01302	Prar.g_00904
OG0000792	Syat.g_01303	Prar.g_00903
OG0000793	Syat.g_01412	Prar.g_00900
OG0000794	Syat.g_01414	Prar.g_00899
OG0000795	Syat.g_01416	Prar.g_00898
OG0000796	Syat.g_01422	Prar.g_00894
OG0000797	Syat.g_01423	Prar.g_00893
OG0000798	Syat.g_02057, Syat.g_01214	Prar.g_00866
OG0000799	Syat.g_01256	Prar.g_00357
OG0000800	Syat.g_01255	Prar.g_00356
OG0000801	Syat.g_01253	Prar.g_00355
OG0000802	Syat.g_01245	Prar.g_00353
OG0000803	Syat.g_01241	Prar.g_00351
OG0000804	Syat.g_01238	Prar.g_00350
OG0000805	Syat.g_01236	Prar.g_00348
OG0000806	Syat.g_01234	Prar.g_00346
OG0000807	Syat.g_01233	Prar.g_00345
OG0000808	Syat.g_01232	Prar.g_00344
OG0000809	Syat.g_01229	Prar.g_00341
OG0000810	Syat.g_01228	Prar.g_00340
OG0000811	Syat.g_01186	Prar.g_00336
OG0000812	Syat.g_01182	Prar.g_00842
OG0000813	Syat.g_01181	Prar.g_00841
OG0000814	Syat.g_01179	Prar.g_00839
OG0000815	Syat.g_01177	Prar.g_00838
OG0000816	Syat.g_01175	Prar.g_00836
OG0000817	Syat.g_01279	Prar.g_00835
OG0000818	Syat.g_01325	Prar.g_00830
OG0000819	Syat.g_01326	Prar.g_00829
OG0000820	Syat.g_01327	Prar.g_00828
OG0000821	Syat.g_01333	Prar.g_00824
OG0000822	Syat.g_01335	Prar.g_00823
OG0000823	Syat.g_01336	Prar.g_00822
OG0000824	Syat.g_01342	Prar.g_00819
OG0000825	Syat.g_01343	Prar.g_00818
OG0000826	Syat.g_01344	Prar.g_00817
OG0000827	Syat.g_01345	Prar.g_00816
OG0000828	Syat.g_01348	Prar.g_00813
OG0000829	Syat.g_01349	Prar.g_00812
OG0000830	Syat.g_01350	Prar.g_00811
OG0000831	Syat.g_01353	Prar.g_00809
OG0000832	Syat.g_02982	Prar.g_00803
OG0000833	Syat.g_03072	Prar.g_00795
OG0000834	Syat.g_03073	Prar.g_00794
OG0000835	Syat.g_03075	Prar.g_00793
OG0000836	Syat.g_03078	Prar.g_00792
OG0000837	Syat.g_03079	Prar.g_00791
OG0000838	Syat.g_03083	Prar.g_00789
OG0000839	Syat.g_03084	Prar.g_00788
OG0000840	Syat.g_03085	Prar.g_00787
OG0000841	Syat.g_03086	Prar.g_00786
OG0000842	Syat.g_03087	Prar.g_00785
OG0000843	Syat.g_03088	Prar.g_00784
OG0000844	Syat.g_03090	Prar.g_00783
OG0000845	Syat.g_03091	Prar.g_00782
OG0000846	Syat.g_03092	Prar.g_00781
OG0000847	Syat.g_03093	Prar.g_00780
OG0000848	Syat.g_03095	Prar.g_00779
OG0000849	Syat.g_03096	Prar.g_00778
OG0000850	Syat.g_03098	Prar.g_00776
OG0000851	Syat.g_03101	Prar.g_00775
OG0000852	Syat.g_03102	Prar.g_00774
OG0000853	Syat.g_03106	Prar.g_00770
OG0000854	Syat.g_03108	Prar.g_00768
OG0000855	Syat.g_03109	Prar.g_00767
OG0000856	Syat.g_03305	Prar.g_00753
OG0000857	Syat.g_00500	Prar.g_00725
OG0000858	Syat.g_03114	Prar.g_01149
OG0000859	Syat.g_03115	Prar.g_01148
OG0000860	Syat.g_03126	Prar.g_01141
OG0000861	Syat.g_03127	Prar.g_01140
OG0000862	Syat.g_03136	Prar.g_01139
OG0000863	Syat.g_03138	Prar.g_01137
OG0000864	Syat.g_03139	Prar.g_01136
OG0000865	Syat.g_03140	Prar.g_01135
OG0000866	Syat.g_03141	Prar.g_01134
OG0000867	Syat.g_03142	Prar.g_01133
OG0000868	Syat.g_03067	Prar.g_01132
OG0000869	Syat.g_03054	Prar.g_01128
OG0000870	Syat.g_03049	Prar.g_01123
OG0000871	Syat.g_03048	Prar.g_01122
OG0000872	Syat.g_03042	Prar.g_01121
OG0000873	Syat.g_03039	Prar.g_01965
OG0000874	Syat.g_03037	Prar.g_01968
OG0000875	Syat.g_03035	Prar.g_01969
OG0000876	Syat.g_00745	Prar.g_01970
OG0000877	Syat.g_03024	Prar.g_01963
OG0000878	Syat.g_03023	Prar.g_01962
OG0000879	Syat.g_03022	Prar.g_01961
OG0000880	Syat.g_03021	Prar.g_01960
OG0000881	Syat.g_03016	Prar.g_00595, Prar.g_01956
OG0000882	Syat.g_03011	Prar.g_00600
OG0000883	Syat.g_03007	Prar.g_00601
OG0000884	Syat.g_03005	Prar.g_00603
OG0000885	Syat.g_03004	Prar.g_00604
OG0000886	Syat.g_03003	Prar.g_00605
OG0000887	Syat.g_03002	Prar.g_00606
OG0000888	Syat.g_03000	Prar.g_00608
OG0000889	Syat.g_02997	Prar.g_00610
OG0000890	Syat.g_02994	Prar.g_00611
OG0000891	Syat.g_02993	Prar.g_00612
OG0000892	Syat.g_02992	Prar.g_01119
OG0000893	Syat.g_01864	Prar.g_01114
OG0000894	Syat.g_01860	Prar.g_01112
OG0000895	Syat.g_01856	Prar.g_01109
OG0000896	Syat.g_01855	Prar.g_01108
OG0000897	Syat.g_01853	Prar.g_01106
OG0000898	Syat.g_01852	Prar.g_01105
OG0000899	Syat.g_01851	Prar.g_01104
OG0000900	Syat.g_01850	Prar.g_01103
OG0000901	Syat.g_01845	Prar.g_01100
OG0000902	Syat.g_01843	Prar.g_01098
OG0000903	Syat.g_01830	Prar.g_01095
OG0000904	Syat.g_01834	Prar.g_01093
OG0000905	Syat.g_01839	Prar.g_01088
OG0000906	Syat.g_01841	Prar.g_01087
OG0000907	Syat.g_01828	Prar.g_01069
OG0000908	Syat.g_01825	Prar.g_01066
OG0000909	Syat.g_01824	Prar.g_01065
OG0000910	Syat.g_01823	Prar.g_01064
OG0000911	Syat.g_01821	Prar.g_01062
OG0000912	Syat.g_01820	Prar.g_01061
OG0000913	Syat.g_01819	Prar.g_01060
OG0000914	Syat.g_01818	Prar.g_01059
OG0000915	Syat.g_01816	Prar.g_01058
OG0000916	Syat.g_01815	Prar.g_01057
OG0000917	Syat.g_01814	Prar.g_01056
OG0000918	Syat.g_01813	Prar.g_01055
OG0000919	Syat.g_01812	Prar.g_01054
OG0000920	Syat.g_01811	Prar.g_01053
OG0000921	Syat.g_01810	Prar.g_01052
OG0000922	Syat.g_01809	Prar.g_01051
OG0000923	Syat.g_01805	Prar.g_01047
OG0000924	Syat.g_01804	Prar.g_01046
OG0000925	Syat.g_01803	Prar.g_01045
OG0000926	Syat.g_01802	Prar.g_01044
OG0000927	Syat.g_01800	Prar.g_01042
OG0000928	Syat.g_01799	Prar.g_01041
OG0000929	Syat.g_01798	Prar.g_01040
OG0000930	Syat.g_01797	Prar.g_01039
OG0000931	Syat.g_01796	Prar.g_01038
OG0000932	Syat.g_01794	Prar.g_01037
OG0000933	Syat.g_01788	Prar.g_01033
OG0000934	Syat.g_01786	Prar.g_01031
OG0000935	Syat.g_01665	Prar.g_01030
OG0000936	Syat.g_01664	Prar.g_01029
OG0000937	Syat.g_01663	Prar.g_01028
OG0000938	Syat.g_01659	Prar.g_01026
OG0000939	Syat.g_01658	Prar.g_01025
OG0000940	Syat.g_01651	Prar.g_01019
OG0000941	Syat.g_01649	Prar.g_01017
OG0000942	Syat.g_01647	Prar.g_01015
OG0000943	Syat.g_01646	Prar.g_01014
OG0000944	Syat.g_01644	Prar.g_01013
OG0000945	Syat.g_01643	Prar.g_01012
OG0000946	Syat.g_01633	Prar.g_00617
OG0000947	Syat.g_01630	Prar.g_00619
OG0000948	Syat.g_01629	Prar.g_00620
OG0000949	Syat.g_02142	Prar.g_00623
OG0000950	Syat.g_02152	Prar.g_00628
OG0000951	Syat.g_02157	Prar.g_00632
OG0000952	Syat.g_02162	Prar.g_00636
OG0000953	Syat.g_02166	Prar.g_00639
OG0000954	Syat.g_02187	Prar.g_00643
OG0000955	Syat.g_02188	Prar.g_00644
OG0000956	Syat.g_02191	Prar.g_00646
OG0000957	Syat.g_02204	Prar.g_00651
OG0000958	Syat.g_02205	Prar.g_00652
OG0000959	Syat.g_02212	Prar.g_00656
OG0000960	Syat.g_02213	Prar.g_00657
OG0000961	Syat.g_02873	Prar.g_00659
OG0000962	Syat.g_02223	Prar.g_00661
OG0000963	Syat.g_02226	Prar.g_00664
OG0000964	Syat.g_02227	Prar.g_00665
OG0000965	Syat.g_02228	Prar.g_00666
OG0000966	Syat.g_02259	Prar.g_00673
OG0000967	Syat.g_02263	Prar.g_00677
OG0000968	Syat.g_02269	Prar.g_00679
OG0000969	Syat.g_02271	Prar.g_00680
OG0000970	Syat.g_02272	Prar.g_00681
OG0000971	Syat.g_02274	Prar.g_00682
OG0000972	Syat.g_02275	Prar.g_00683
OG0000973	Syat.g_02276	Prar.g_00684
OG0000974	Syat.g_02277	Prar.g_00685
OG0000975	Syat.g_02278	Prar.g_00686
OG0000976	Syat.g_02279	Prar.g_00687
OG0000977	Syat.g_02281	Prar.g_00688
OG0000978	Syat.g_02283	Prar.g_00689
OG0000979	Syat.g_02286	Prar.g_00692
OG0000980	Syat.g_02289	Prar.g_00694
OG0000981	Syat.g_02292	Prar.g_00696
OG0000982	Syat.g_02691	Prar.g_00698
OG0000983	Syat.g_02690	Prar.g_00699
OG0000984	Syat.g_02689	Prar.g_00700
OG0000985	Syat.g_02685	Prar.g_00703
OG0000986	Syat.g_02680	Prar.g_00705
OG0000987	Syat.g_02678	Prar.g_00706
OG0000988	Syat.g_02672	Prar.g_00709
OG0000989	Syat.g_02657	Prar.g_00073
OG0000990	Syat.g_02500	Prar.g_00070
OG0000991	Syat.g_02503	Prar.g_00069
OG0000992	Syat.g_02507	Prar.g_00067
OG0000993	Syat.g_02508	Prar.g_00066
OG0000994	Syat.g_02512	Prar.g_00065
OG0000995	Syat.g_02517	Prar.g_00061
OG0000996	Syat.g_02446	Prar.g_00060
OG0000997	Syat.g_02417	Prar.g_00059
OG0000998	Syat.g_02415	Prar.g_00057
OG0000999	Syat.g_02414	Prar.g_00056
OG0001001	Syat.g_02400	Prar.g_00051
OG0001002	Syat.g_02394	Prar.g_00047
OG0001003	Syat.g_02392	Prar.g_00046
OG0001004	Syat.g_02391	Prar.g_00045
OG0001005	Syat.g_02390	Prar.g_00044
OG0001006	Syat.g_02378	Prar.g_00040
OG0001007	Syat.g_02376	Prar.g_00038
OG0001008	Syat.g_02971	Prar.g_00485
OG0001009	Syat.g_02311	Prar.g_00011
OG0001010	Syat.g_02310	Prar.g_00010
OG0001011	Syat.g_02308	Prar.g_00009
OG0001012	Syat.g_01004	Prar.g_00577
OG0001013	Syat.g_02716	Prar.g_00571
OG0001014	Syat.g_02721	Prar.g_00568
OG0001015	Syat.g_02722	Prar.g_00567
OG0001016	Syat.g_01474	Prar.g_00255
OG0001017	Syat.g_01480	Prar.g_00251
OG0001018	Syat.g_01482	Prar.g_00248
OG0001019	Syat.g_01532	Prar.g_00239
OG0001020	Syat.g_01539	Prar.g_00238
OG0001021	Syat.g_01552	Prar.g_00237
OG0001022	Syat.g_01555	Prar.g_00234
OG0001023	Syat.g_01556	Prar.g_00233
OG0001024	Syat.g_01560	Prar.g_00230
OG0001025	Syat.g_01566	Prar.g_00224
OG0001026	Syat.g_01582	Prar.g_00217
OG0001027	Syat.g_02947	Prar.g_00216
OG0001028	Syat.g_02944	Prar.g_00214
OG0001029	Syat.g_02942	Prar.g_00213
OG0001030	Syat.g_02922	Prar.g_00198
OG0001031	Syat.g_02836	Prar.g_00141
OG0001032	Syat.g_02834	Prar.g_00140
OG0001033	Syat.g_02784	Prar.g_00119
OG0001034	Syat.g_01448	Prar.g_00091
OG0001035	Syat.g_01885	Prar.g_00333
OG0001036	Syat.g_01939	Prar.g_00328
OG0001037	Syat.g_01941	Prar.g_00327
OG0001038	Syat.g_02058	Prar.g_00309
OG0001039	Syat.g_02061	Prar.g_00306
OG0001040	Syat.g_02064	Prar.g_00304
OG0001041	Syat.g_02070	Prar.g_00300
OG0001042	Syat.g_02100	Prar.g_00283
OG0001043	Syat.g_02103	Prar.g_00282
OG0001044	Syat.g_01615	Prar.g_00393
OG0001045	Syat.g_01602	Prar.g_00402
OG0001046	Syat.g_00552	Prar.g_00440
OG0001047	Syat.g_02973	Prar.g_00487
OG0001048	Syat.g_02974	Prar.g_00488
OG0001049	Syat.g_01290	Prar.g_00490
OG0001050	Syat.g_01289	Prar.g_00491
OG0001051	Syat.g_01288	Prar.g_00492
OG0001052	Syat.g_01375	Prar.g_00521
OG0001053	Syat.g_03173	Prar.g_00533
OG0001054	Syat.g_03192	Prar.g_01329
OG0001055	Syat.g_03224	Prar.g_01347
OG0001056	Syat.g_03275	Prar.g_01366
OG0001057	Syat.g_00102	Prar.g_01371
OG0001058	Syat.g_00079	Prar.g_01379
OG0001059	Syat.g_00075	Prar.g_01383
OG0001061	Syat.g_00051	Prar.g_01403
OG0001062	Syat.g_00048	Prar.g_01405
OG0001063	Syat.g_00042	Prar.g_01407
OG0001064	Syat.g_00041	Prar.g_01408
OG0001065	Syat.g_00040	Prar.g_01409
OG0001066	Syat.g_00039	Prar.g_01410
OG0001067	Syat.g_00038	Prar.g_01411
OG0001068	Syat.g_00037	Prar.g_01412
OG0001069	Syat.g_00036	Prar.g_01413
OG0001070	Syat.g_00032	Prar.g_01416
OG0001071	Syat.g_00031	Prar.g_01417
OG0001072	Syat.g_00028	Prar.g_01419
OG0001073	Syat.g_00009	Prar.g_01434
OG0001074	Syat.g_01015	Prar.g_01445
OG0001075	Syat.g_01037	Prar.g_01446
OG0001076	Syat.g_03315	Prar.g_01454
OG0001077	Syat.g_03290	Prar.g_01458
OG0001078	Syat.g_00118	Prar.g_01466
OG0001079	Syat.g_00378	Prar.g_01477
OG0001080	Syat.g_00368	Prar.g_01483
OG0001081	Syat.g_00366	Prar.g_01485
OG0001082	Syat.g_00365	Prar.g_01486
OG0001083	Syat.g_00390	Prar.g_01491
OG0001084	Syat.g_00391	Prar.g_01492
OG0001085	Syat.g_00408	Prar.g_01500
OG0001086	Syat.g_00410	Prar.g_01501
OG0001087	Syat.g_03277	Prar.g_01518
OG0001088	Syat.g_02496	Prar.g_01519
OG0001089	Syat.g_00818	Prar.g_01527
OG0001090	Syat.g_00659	Prar.g_01600
OG0001091	Syat.g_00661	Prar.g_01602
OG0001092	Syat.g_00663	Prar.g_01603
OG0001093	Syat.g_00669	Prar.g_01608
OG0001094	Syat.g_00473	Prar.g_01678
OG0001095	Syat.g_00497	Prar.g_01697
OG0001096	Syat.g_00516	Prar.g_01710
OG0001097	Syat.g_00743	Prar.g_01728
OG0001098	Syat.g_01672	Prar.g_01744
OG0001099	Syat.g_02943	Prar.g_01764
OG0001100	Syat.g_00418	Prar.g_01768
OG0001101	Syat.g_00420	Prar.g_01770
OG0001102	Syat.g_00423	Prar.g_01773
OG0001103	Syat.g_00425	Prar.g_01775
OG0001104	Syat.g_00458	Prar.g_01796
OG0001105	Syat.g_00461	Prar.g_01800
OG0001106	Syat.g_00598	Prar.g_01824
OG0001107	Syat.g_00580	Prar.g_01831
OG0001108	Syat.g_00570	Prar.g_01835
OG0001109	Syat.g_00568	Prar.g_01836
OG0001110	Syat.g_00566	Prar.g_01838
OG0001111	Syat.g_00564	Prar.g_01839
OG0001112	Syat.g_00562	Prar.g_01840
OG0001113	Syat.g_00561	Prar.g_01841
OG0001114	Syat.g_00560	Prar.g_01842
OG0001115	Syat.g_00557	Prar.g_01844
OG0001116	Syat.g_00555	Prar.g_01845
OG0001117	Syat.g_00554	Prar.g_01846
OG0001118	Syat.g_00553	Prar.g_01847
OG0001119	Syat.g_00551	Prar.g_01848
OG0001120	Syat.g_00546	Prar.g_01850
OG0001122	Syat.g_00711	Prar.g_01876
OG0001123	Syat.g_00704	Prar.g_01880
OG0001124	Syat.g_00702	Prar.g_01882
OG0001125	Syat.g_00700	Prar.g_01883
OG0001126	Syat.g_00790	Prar.g_01893
OG0001127	Syat.g_00789	Prar.g_01894
OG0001128	Syat.g_00786	Prar.g_01896
OG0001129	Syat.g_00784	Prar.g_01897
OG0001130	Syat.g_00783	Prar.g_01898
OG0001131	Syat.g_01674	Prar.g_01935
OG0001132	Syat.g_00965	Prar.g_01944
OG0001133	Syat.g_03311	Prar.g_01309
OG0001136	Syat.g_03257	Prar.g_01266
OG0001137	Syat.g_00306	Prar.g_01255
OG0001138	Syat.g_00214	Prar.g_01237
OG0001139	Syat.g_00209	Prar.g_01236
OG0001140	Syat.g_00208	Prar.g_01235
OG0001141	Syat.g_00207	Prar.g_01234
OG0001142	Syat.g_00206	Prar.g_01233
OG0001143	Syat.g_00925	Prar.g_01226
OG0001144	Syat.g_00906	Prar.g_01221
OG0001145	Syat.g_01117	Prar.g_00963
OG0001146	Syat.g_01158	Prar.g_00951
OG0001147	Syat.g_01368	Prar.g_00925
OG0001148	Syat.g_01297	Prar.g_00909
OG0001149	Syat.g_01298	Prar.g_00908
OG0001150	Syat.g_01299	Prar.g_00907
OG0001151	Syat.g_01420	Prar.g_00896
OG0001152	Syat.g_01421	Prar.g_00895
OG0001153	Syat.g_01346	Prar.g_00815
OG0001154	Syat.g_01347	Prar.g_00814
OG0001155	Syat.g_02774	Prar.g_00802
OG0001156	Syat.g_02978	Prar.g_00799
OG0001157	Syat.g_02977	Prar.g_00798
OG0001158	Syat.g_02976	Prar.g_00797
OG0001159	Syat.g_02975	Prar.g_00796
OG0001160	Syat.g_03104	Prar.g_00772
OG0001161	Syat.g_02384	Prar.g_00760
OG0001162	Syat.g_01528	Prar.g_00749
OG0001163	Syat.g_03112	Prar.g_01151
OG0001164	Syat.g_03116	Prar.g_01147
OG0001165	Syat.g_03121	Prar.g_01144
OG0001166	Syat.g_03050	Prar.g_01124
OG0001167	Syat.g_03019	Prar.g_01959
OG0001168	Syat.g_03017	Prar.g_01957
OG0001169	Syat.g_03015	Prar.g_00596
OG0001170	Syat.g_03013	Prar.g_00598
OG0001171	Syat.g_03001	Prar.g_00607
OG0001172	Syat.g_01858	Prar.g_01111
OG0001173	Syat.g_01857	Prar.g_01110
OG0001174	Syat.g_01849	Prar.g_01102
OG0001175	Syat.g_01848	Prar.g_01101
OG0001176	Syat.g_01831	Prar.g_01094
OG0001178	Syat.g_03137	Prar.g_01086
OG0001180	Syat.g_01654	Prar.g_01022
OG0001181	Syat.g_01650	Prar.g_01018
OG0001182	Syat.g_01642	Prar.g_01011
OG0001183	Syat.g_01632	Prar.g_00618
OG0001184	Syat.g_02160	Prar.g_00634
OG0001185	Syat.g_02200	Prar.g_00648
OG0001186	Syat.g_02235	Prar.g_00670
OG0001187	Syat.g_02256	Prar.g_00674
OG0001188	Syat.g_02261	Prar.g_00676
OG0001189	Syat.g_02287	Prar.g_00693
OG0001190	Syat.g_02692	Prar.g_00697
OG0001191	Syat.g_02675	Prar.g_00707
OG0001192	Syat.g_02663	Prar.g_00074
OG0001193	Syat.g_02513	Prar.g_00064
OG0001194	Syat.g_02515	Prar.g_00063
OG0001195	Syat.g_02516	Prar.g_00062
