Orthogroup	Syat	Prbb
OG0000578	Syat.g_00012	Prbb.g_00601
OG0000579	Syat.g_00011	Prbb.g_00602
OG0000580	Syat.g_00010	Prbb.g_00603
OG0000581	Syat.g_00003	Prbb.g_00606
OG0000582	Syat.g_03403	Prbb.g_00609
OG0000583	Syat.g_03404	Prbb.g_00610
OG0000584	Syat.g_03405	Prbb.g_00611
OG0000585	Syat.g_03408	Prbb.g_00613
OG0000586	Syat.g_03409	Prbb.g_00614
OG0000587	Syat.g_00001	Prbb.g_00615
OG0000588	Syat.g_00338	Prbb.g_00619
OG0000589	Syat.g_03318	Prbb.g_00622
OG0000590	Syat.g_03317	Prbb.g_00623
OG0000591	Syat.g_03308	Prbb.g_00626
OG0000592	Syat.g_03307	Prbb.g_00627
OG0000593	Syat.g_00113	Prbb.g_00633
OG0000594	Syat.g_00114	Prbb.g_00634
OG0000595	Syat.g_00115	Prbb.g_00635
OG0000596	Syat.g_00129	Prbb.g_00639
OG0000597	Syat.g_00132	Prbb.g_00641
OG0000598	Syat.g_00133	Prbb.g_00642
OG0000599	Syat.g_00381	Prbb.g_00645
OG0000600	Syat.g_00380	Prbb.g_00646
OG0000601	Syat.g_00379	Prbb.g_00647
OG0000602	Syat.g_00375	Prbb.g_00649
OG0000603	Syat.g_00374	Prbb.g_00650
OG0000604	Syat.g_00372	Prbb.g_00651
OG0000605	Syat.g_00370	Prbb.g_00652
OG0000606	Syat.g_00367	Prbb.g_00655
OG0000607	Syat.g_00364	Prbb.g_00658
OG0000608	Syat.g_00363	Prbb.g_00659
OG0000609	Syat.g_00344	Prbb.g_00660
OG0000610	Syat.g_00399	Prbb.g_00667
OG0000611	Syat.g_00402	Prbb.g_00670
OG0000612	Syat.g_00403	Prbb.g_00671
OG0000613	Syat.g_02129	Prbb.g_00677
OG0000614	Syat.g_01084	Prbb.g_00700
OG0000615	Syat.g_00442	Prbb.g_00708
OG0000616	Syat.g_02397	Prbb.g_02176
OG0000617	Syat.g_00665	Prbb.g_00719
OG0000618	Syat.g_00666	Prbb.g_00720
OG0000619	Syat.g_00667	Prbb.g_00721
OG0000620	Syat.g_02591	Prbb.g_00724
OG0000621	Syat.g_02590	Prbb.g_00725
OG0000622	Syat.g_02572	Prbb.g_00726
OG0000623	Syat.g_00672	Prbb.g_00727
OG0000624	Syat.g_00673	Prbb.g_00729
OG0000625	Syat.g_00674	Prbb.g_00730
OG0000626	Syat.g_00675	Prbb.g_00731
OG0000627	Syat.g_00641	Prbb.g_00733
OG0000628	Syat.g_00640	Prbb.g_00734
OG0000629	Syat.g_00637	Prbb.g_00735
OG0000630	Syat.g_00631	Prbb.g_00738
OG0000631	Syat.g_00624	Prbb.g_00962
OG0000632	Syat.g_00623	Prbb.g_00963
OG0000633	Syat.g_00622	Prbb.g_00964
OG0000634	Syat.g_00475	Prbb.g_00779
OG0000635	Syat.g_00476	Prbb.g_00780
OG0000636	Syat.g_00478	Prbb.g_00782
OG0000637	Syat.g_00480	Prbb.g_00784
OG0000638	Syat.g_00481	Prbb.g_00785
OG0000639	Syat.g_00482	Prbb.g_00786
OG0000640	Syat.g_00483	Prbb.g_00787
OG0000641	Syat.g_00488	Prbb.g_00791
OG0000642	Syat.g_00489	Prbb.g_00792
OG0000643	Syat.g_00494	Prbb.g_00793
OG0000644	Syat.g_00495	Prbb.g_00794
OG0000645	Syat.g_00496	Prbb.g_00795
OG0000646	Syat.g_00499	Prbb.g_00798
OG0000647	Syat.g_00501	Prbb.g_00800
OG0000648	Syat.g_00504	Prbb.g_00802
OG0000649	Syat.g_00505	Prbb.g_00803
OG0000650	Syat.g_00506	Prbb.g_00804
OG0000651	Syat.g_00507	Prbb.g_00805
OG0000652	Syat.g_00508	Prbb.g_00806
OG0000653	Syat.g_00510	Prbb.g_00808
OG0000654	Syat.g_00514	Prbb.g_00809
OG0000655	Syat.g_00515	Prbb.g_00810
OG0000656	Syat.g_00518	Prbb.g_00813
OG0000657	Syat.g_00720	Prbb.g_00819
OG0000658	Syat.g_00723	Prbb.g_00821
OG0000659	Syat.g_00724	Prbb.g_00822
OG0000660	Syat.g_00740	Prbb.g_00827
OG0000661	Syat.g_00742	Prbb.g_00829
OG0000662	Syat.g_00746	Prbb.g_00831
OG0000663	Syat.g_00749	Prbb.g_00833
OG0000664	Syat.g_00752	Prbb.g_00834
OG0000665	Syat.g_03302	Prbb.g_00838
OG0000666	Syat.g_01415	Prbb.g_00839
OG0000667	Syat.g_00958, Syat.g_03278	Prbb.g_00843
OG0000668	Syat.g_00710	Prbb.g_00914
OG0000669	Syat.g_00416	Prbb.g_00922
OG0000670	Syat.g_00419	Prbb.g_00925
OG0000671	Syat.g_00421	Prbb.g_00927
OG0000672	Syat.g_00424	Prbb.g_00930
OG0000673	Syat.g_00430	Prbb.g_00933
OG0000674	Syat.g_00432	Prbb.g_00935
OG0000675	Syat.g_00433	Prbb.g_00936
OG0000676	Syat.g_00436	Prbb.g_00938
OG0000677	Syat.g_00437	Prbb.g_00939
OG0000678	Syat.g_00439	Prbb.g_00942
OG0000679	Syat.g_00448	Prbb.g_00946
OG0000680	Syat.g_00449	Prbb.g_00947
OG0000681	Syat.g_00452	Prbb.g_00950
OG0000682	Syat.g_00453	Prbb.g_00951
OG0000683	Syat.g_00454	Prbb.g_00952
OG0000684	Syat.g_00457	Prbb.g_00762
OG0000685	Syat.g_02571	Prbb.g_00764
OG0000686	Syat.g_00459	Prbb.g_00765
OG0000687	Syat.g_00460	Prbb.g_00766
OG0000688	Syat.g_00463	Prbb.g_00769
OG0000689	Syat.g_00465	Prbb.g_00770
OG0000690	Syat.g_00466	Prbb.g_00771
OG0000691	Syat.g_00467	Prbb.g_00772
OG0000692	Syat.g_00469	Prbb.g_00774
OG0000693	Syat.g_00471	Prbb.g_00775
OG0000694	Syat.g_00472	Prbb.g_00776
OG0000695	Syat.g_00619	Prbb.g_00966
OG0000696	Syat.g_00618	Prbb.g_00967
OG0000697	Syat.g_00616	Prbb.g_00968
OG0000698	Syat.g_00613	Prbb.g_00971
OG0000699	Syat.g_00611	Prbb.g_00972
OG0000700	Syat.g_00610	Prbb.g_00973
OG0000701	Syat.g_00609	Prbb.g_00974
OG0000702	Syat.g_00606	Prbb.g_00976
OG0000703	Syat.g_00601	Prbb.g_00977
OG0000704	Syat.g_00599	Prbb.g_00978
OG0000705	Syat.g_00592	Prbb.g_00984
OG0000706	Syat.g_00591	Prbb.g_00985
OG0000707	Syat.g_00590	Prbb.g_00986
OG0000708	Syat.g_00587	Prbb.g_00988
OG0000709	Syat.g_00573	Prbb.g_00992
OG0000710	Syat.g_00567	Prbb.g_00995
OG0000711	Syat.g_00539	Prbb.g_01010
OG0000712	Syat.g_00537	Prbb.g_01012
OG0000713	Syat.g_00536	Prbb.g_01013
OG0000714	Syat.g_00532	Prbb.g_01014
OG0000715	Syat.g_00530	Prbb.g_01016
OG0000716	Syat.g_00527	Prbb.g_01017
OG0000717	Syat.g_00526	Prbb.g_01018
OG0000718	Syat.g_00522	Prbb.g_01036
OG0000719	Syat.g_00712	Prbb.g_01037
OG0000720	Syat.g_00699	Prbb.g_01048
OG0000721	Syat.g_00697	Prbb.g_01049
OG0000722	Syat.g_00696	Prbb.g_01050
OG0000723	Syat.g_00686	Prbb.g_01054
OG0000724	Syat.g_00782	Prbb.g_01065
OG0000725	Syat.g_00810	Prbb.g_00891
OG0000726	Syat.g_00811	Prbb.g_00890
OG0000727	Syat.g_00812	Prbb.g_00889
OG0000728	Syat.g_00814	Prbb.g_00887
OG0000729	Syat.g_02224	Prbb.g_02071
OG0000730	Syat.g_01617	Prbb.g_00392
OG0000731	Syat.g_01605	Prbb.g_00400
OG0000732	Syat.g_02290	Prbb.g_02121
OG0000733	Syat.g_03285	Prbb.g_01888
OG0000734	Syat.g_01579	Prbb.g_01533
OG0000735	Syat.g_03235	Prbb.g_01531
OG0000736	Syat.g_03236	Prbb.g_01530
OG0000737	Syat.g_03237	Prbb.g_01529
OG0000738	Syat.g_03251	Prbb.g_01525
OG0000739	Syat.g_03252	Prbb.g_01524
OG0000740	Syat.g_03253	Prbb.g_01523
OG0000741	Syat.g_03256	Prbb.g_01521
OG0000742	Syat.g_03259	Prbb.g_01518
OG0000743	Syat.g_03262	Prbb.g_01516
OG0000744	Syat.g_03263	Prbb.g_01515
OG0000745	Syat.g_03266	Prbb.g_01513
OG0000746	Syat.g_00314	Prbb.g_01511
OG0000747	Syat.g_00313	Prbb.g_01510
OG0000748	Syat.g_00305	Prbb.g_01506
OG0000749	Syat.g_00303	Prbb.g_01505
OG0000750	Syat.g_00302	Prbb.g_01504
OG0000751	Syat.g_00296	Prbb.g_01501
OG0000752	Syat.g_00294	Prbb.g_01499
OG0000753	Syat.g_00291	Prbb.g_01497
OG0000754	Syat.g_00250	Prbb.g_01493
OG0000755	Syat.g_00217	Prbb.g_01488
OG0000756	Syat.g_00216	Prbb.g_01487
OG0000757	Syat.g_00205	Prbb.g_01480
OG0000758	Syat.g_00204	Prbb.g_01479
OG0000759	Syat.g_00203	Prbb.g_01478
OG0000760	Syat.g_00202	Prbb.g_01477
OG0000761	Syat.g_00201	Prbb.g_01476
OG0000762	Syat.g_00199	Prbb.g_01475
OG0000763	Syat.g_00924	Prbb.g_01473
OG0000764	Syat.g_00923	Prbb.g_01472
OG0000765	Syat.g_00897	Prbb.g_01463
OG0000766	Syat.g_00896	Prbb.g_01462
OG0000767	Syat.g_00894	Prbb.g_01461
OG0000768	Syat.g_00893	Prbb.g_01460
OG0000769	Syat.g_00891	Prbb.g_01458
OG0000770	Syat.g_00886	Prbb.g_01457
OG0000771	Syat.g_00788	Prbb.g_01060
OG0000772	Syat.g_01768	Prbb.g_01291
OG0000773	Syat.g_01114	Prbb.g_01577
OG0000774	Syat.g_01146	Prbb.g_01580
OG0000775	Syat.g_01148	Prbb.g_01581
OG0000776	Syat.g_01149	Prbb.g_01582
OG0000777	Syat.g_01150	Prbb.g_01583
OG0000778	Syat.g_01151	Prbb.g_01584
OG0000779	Syat.g_01154	Prbb.g_01588
OG0000780	Syat.g_01157	Prbb.g_01589
OG0000781	Syat.g_01161	Prbb.g_01592
OG0000782	Syat.g_01162	Prbb.g_01593
OG0000783	Syat.g_01163	Prbb.g_01594
OG0000784	Syat.g_01164	Prbb.g_01595
OG0000785	Syat.g_01166	Prbb.g_01597
OG0000786	Syat.g_01170	Prbb.g_01600
OG0000787	Syat.g_01171	Prbb.g_01601
OG0000788	Syat.g_00087	Prbb.g_00746
OG0000789	Syat.g_00845	Prbb.g_01057
OG0000790	Syat.g_01300	Prbb.g_01644
OG0000791	Syat.g_01302	Prbb.g_01646
OG0000792	Syat.g_01303	Prbb.g_01647
OG0000793	Syat.g_01412	Prbb.g_01650
OG0000794	Syat.g_01414	Prbb.g_01651
OG0000795	Syat.g_01416	Prbb.g_01652
OG0000796	Syat.g_01422	Prbb.g_01656
OG0000797	Syat.g_01423	Prbb.g_01657
OG0000798	Syat.g_01214	Prbb.g_00858
OG0000799	Syat.g_01256	Prbb.g_01668
OG0000800	Syat.g_01255	Prbb.g_01669
OG0000801	Syat.g_01253	Prbb.g_01670
OG0000802	Syat.g_01245	Prbb.g_01672
OG0000803	Syat.g_01241	Prbb.g_01674
OG0000804	Syat.g_01238	Prbb.g_01675
OG0000805	Syat.g_01236	Prbb.g_01677
OG0000806	Syat.g_01234	Prbb.g_01679
OG0000807	Syat.g_01233	Prbb.g_01680
OG0000808	Syat.g_01232	Prbb.g_01681
OG0000809	Syat.g_01229	Prbb.g_01684
OG0000810	Syat.g_01228	Prbb.g_01685
OG0000811	Syat.g_01186	Prbb.g_01689
OG0000812	Syat.g_01182	Prbb.g_01691
OG0000813	Syat.g_01181	Prbb.g_01692
OG0000814	Syat.g_01179	Prbb.g_01694
OG0000815	Syat.g_01177	Prbb.g_01695
OG0000816	Syat.g_01175	Prbb.g_01697
OG0000817	Syat.g_01279	Prbb.g_01698
OG0000818	Syat.g_01325	Prbb.g_01702
OG0000819	Syat.g_01326	Prbb.g_01703
OG0000820	Syat.g_01327	Prbb.g_01704
OG0000821	Syat.g_01333	Prbb.g_01707
OG0000822	Syat.g_01335	Prbb.g_01708
OG0000823	Syat.g_01336	Prbb.g_01709
OG0000824	Syat.g_01342	Prbb.g_01712
OG0000825	Syat.g_01343	Prbb.g_01713
OG0000826	Syat.g_01344	Prbb.g_01714
OG0000827	Syat.g_01345	Prbb.g_01715
OG0000828	Syat.g_01348	Prbb.g_01718
OG0000829	Syat.g_01349	Prbb.g_01719
OG0000830	Syat.g_01350	Prbb.g_01720
OG0000831	Syat.g_01353	Prbb.g_01722
OG0000832	Syat.g_02982	Prbb.g_01732
OG0000833	Syat.g_03072	Prbb.g_01740
OG0000834	Syat.g_03073	Prbb.g_01741
OG0000835	Syat.g_03075	Prbb.g_01742
OG0000836	Syat.g_03078	Prbb.g_01744
OG0000837	Syat.g_03079	Prbb.g_01745
OG0000838	Syat.g_03083	Prbb.g_01747
OG0000839	Syat.g_03084	Prbb.g_01748
OG0000840	Syat.g_03085	Prbb.g_01749
OG0000841	Syat.g_03086	Prbb.g_01750
OG0000842	Syat.g_03087	Prbb.g_01751
OG0000843	Syat.g_03088	Prbb.g_01752
OG0000844	Syat.g_03090	Prbb.g_01753
OG0000845	Syat.g_03091	Prbb.g_01754
OG0000846	Syat.g_03092	Prbb.g_01755
OG0000847	Syat.g_03093	Prbb.g_01756
OG0000848	Syat.g_03095	Prbb.g_01757
OG0000849	Syat.g_03096	Prbb.g_01758
OG0000850	Syat.g_03098	Prbb.g_01760
OG0000851	Syat.g_03101	Prbb.g_01761
OG0000852	Syat.g_03102	Prbb.g_01762
OG0000853	Syat.g_03106	Prbb.g_01767
OG0000854	Syat.g_03108	Prbb.g_01769
OG0000855	Syat.g_03109	Prbb.g_01770
OG0000856	Syat.g_03305	Prbb.g_01659
OG0000857	Syat.g_00500	Prbb.g_00799
OG0000858	Syat.g_03114	Prbb.g_01817
OG0000859	Syat.g_03115	Prbb.g_01818
OG0000860	Syat.g_03126	Prbb.g_01825
OG0000861	Syat.g_03127	Prbb.g_01826
OG0000862	Syat.g_03136	Prbb.g_01827
OG0000863	Syat.g_03138	Prbb.g_01828
OG0000864	Syat.g_03139	Prbb.g_01829
OG0000865	Syat.g_03140	Prbb.g_01830
OG0000866	Syat.g_03141	Prbb.g_01831
OG0000867	Syat.g_03142	Prbb.g_01832
OG0000868	Syat.g_03067	Prbb.g_01833
OG0000869	Syat.g_03054	Prbb.g_01836
OG0000870	Syat.g_03049	Prbb.g_01841
OG0000871	Syat.g_03048	Prbb.g_01842
OG0000872	Syat.g_03042	Prbb.g_01843
OG0000873	Syat.g_03039	Prbb.g_01846
OG0000874	Syat.g_03037	Prbb.g_01849
OG0000875	Syat.g_03035	Prbb.g_01851
OG0000876	Syat.g_00745	Prbb.g_01852
OG0000877	Syat.g_03024	Prbb.g_01854
OG0000878	Syat.g_03023	Prbb.g_01855
OG0000879	Syat.g_03022	Prbb.g_01856
OG0000880	Syat.g_03021	Prbb.g_01857
OG0000881	Syat.g_03016	Prbb.g_01860
OG0000882	Syat.g_03011	Prbb.g_01865
OG0000883	Syat.g_03007	Prbb.g_01867
OG0000884	Syat.g_03005	Prbb.g_01869
OG0000885	Syat.g_03004	Prbb.g_01870
OG0000886	Syat.g_03003	Prbb.g_01871
OG0000887	Syat.g_03002	Prbb.g_01872
OG0000888	Syat.g_03000	Prbb.g_01874
OG0000889	Syat.g_02997	Prbb.g_01876
OG0000890	Syat.g_02994	Prbb.g_01877
OG0000891	Syat.g_02993	Prbb.g_01878
OG0000892	Syat.g_02992	Prbb.g_01880
OG0000893	Syat.g_01864	Prbb.g_01922
OG0000894	Syat.g_01860	Prbb.g_01925
OG0000895	Syat.g_01856	Prbb.g_01928
OG0000896	Syat.g_01855	Prbb.g_01929
OG0000897	Syat.g_01853	Prbb.g_01931
OG0000898	Syat.g_01852	Prbb.g_01932
OG0000899	Syat.g_01851	Prbb.g_01933
OG0000900	Syat.g_01850	Prbb.g_01934
OG0000901	Syat.g_01845	Prbb.g_01937
OG0000902	Syat.g_01843	Prbb.g_01939
OG0000903	Syat.g_01830	Prbb.g_01948
OG0000904	Syat.g_01834	Prbb.g_01943
OG0000905	Syat.g_01839	Prbb.g_01941
OG0000906	Syat.g_01841	Prbb.g_01940
OG0000907	Syat.g_01828	Prbb.g_01958
OG0000908	Syat.g_01825	Prbb.g_01961
OG0000909	Syat.g_01824	Prbb.g_01962
OG0000910	Syat.g_01823	Prbb.g_01963
OG0000911	Syat.g_01821	Prbb.g_01965
OG0000912	Syat.g_01820	Prbb.g_01966
OG0000913	Syat.g_01819	Prbb.g_01967
OG0000914	Syat.g_01818	Prbb.g_01968
OG0000915	Syat.g_01816	Prbb.g_01969
OG0000916	Syat.g_01815	Prbb.g_01970
OG0000917	Syat.g_01814	Prbb.g_01971
OG0000918	Syat.g_01813	Prbb.g_01972
OG0000919	Syat.g_01812	Prbb.g_01973
OG0000920	Syat.g_01811	Prbb.g_01974
OG0000921	Syat.g_01810	Prbb.g_01975
OG0000922	Syat.g_01809	Prbb.g_01976
OG0000923	Syat.g_01805	Prbb.g_01980
OG0000924	Syat.g_01804	Prbb.g_01981
OG0000925	Syat.g_01803	Prbb.g_01982
OG0000926	Syat.g_01802	Prbb.g_01983
OG0000927	Syat.g_01800	Prbb.g_01985
OG0000928	Syat.g_01799	Prbb.g_01986
OG0000929	Syat.g_01798	Prbb.g_01987
OG0000930	Syat.g_01797	Prbb.g_01988
OG0000931	Syat.g_01796	Prbb.g_01989
OG0000932	Syat.g_01794	Prbb.g_01990
OG0000933	Syat.g_01788	Prbb.g_01994
OG0000934	Syat.g_01786	Prbb.g_01996
OG0000935	Syat.g_01665	Prbb.g_01997
OG0000936	Syat.g_01664	Prbb.g_01998
OG0000937	Syat.g_01663	Prbb.g_01999
OG0000938	Syat.g_01659	Prbb.g_02002
OG0000939	Syat.g_01658	Prbb.g_02003
OG0000940	Syat.g_01651	Prbb.g_02010
OG0000941	Syat.g_01649	Prbb.g_02012
OG0000942	Syat.g_01647	Prbb.g_02014
OG0000943	Syat.g_01646	Prbb.g_02015
OG0000944	Syat.g_01644	Prbb.g_02017
OG0000945	Syat.g_01643	Prbb.g_02018
OG0000946	Syat.g_01633	Prbb.g_02024
OG0000947	Syat.g_01630	Prbb.g_02026
OG0000948	Syat.g_01629	Prbb.g_02027
OG0000949	Syat.g_02142	Prbb.g_02030
OG0000950	Syat.g_02152	Prbb.g_02035
OG0000951	Syat.g_02157	Prbb.g_02039
OG0000952	Syat.g_02162	Prbb.g_02043
OG0000953	Syat.g_02166	Prbb.g_02047
OG0000954	Syat.g_02187	Prbb.g_02051
OG0000955	Syat.g_02188	Prbb.g_02052
OG0000956	Syat.g_02191	Prbb.g_02054
OG0000957	Syat.g_02204	Prbb.g_02059
OG0000958	Syat.g_02205	Prbb.g_02060
OG0000959	Syat.g_02212	Prbb.g_02064
OG0000960	Syat.g_02213	Prbb.g_02065
OG0000961	Syat.g_02873	Prbb.g_02068
OG0000962	Syat.g_02223	Prbb.g_02070
OG0000963	Syat.g_02226	Prbb.g_02075
OG0000964	Syat.g_02227	Prbb.g_02076
OG0000965	Syat.g_02228	Prbb.g_02077
OG0000966	Syat.g_02259	Prbb.g_02099
OG0000967	Syat.g_02263	Prbb.g_02103
OG0000968	Syat.g_02269	Prbb.g_02105
OG0000969	Syat.g_02271	Prbb.g_02106
OG0000970	Syat.g_02272	Prbb.g_02107
OG0000971	Syat.g_02274	Prbb.g_02108
OG0000972	Syat.g_02275	Prbb.g_02109
OG0000973	Syat.g_02276	Prbb.g_02110
OG0000974	Syat.g_02277	Prbb.g_02111
OG0000975	Syat.g_02278	Prbb.g_02112
OG0000976	Syat.g_02279	Prbb.g_02113
OG0000977	Syat.g_02281	Prbb.g_02114
OG0000978	Syat.g_02283	Prbb.g_02115
OG0000979	Syat.g_02286	Prbb.g_02118
OG0000980	Syat.g_02289	Prbb.g_02120
OG0000981	Syat.g_02292	Prbb.g_02123
OG0000982	Syat.g_02691	Prbb.g_02125
OG0000983	Syat.g_02690	Prbb.g_02126
OG0000984	Syat.g_02689	Prbb.g_02127
OG0000985	Syat.g_02685	Prbb.g_02130
OG0000986	Syat.g_02680	Prbb.g_02132
OG0000987	Syat.g_02678	Prbb.g_02133
OG0000988	Syat.g_02672	Prbb.g_02136
OG0000989	Syat.g_02657	Prbb.g_02140
OG0000990	Syat.g_02500	Prbb.g_02145
OG0000991	Syat.g_02503	Prbb.g_02146
OG0000992	Syat.g_02507	Prbb.g_02149
OG0000993	Syat.g_02508	Prbb.g_02150
OG0000994	Syat.g_02512	Prbb.g_02151
OG0000995	Syat.g_02517	Prbb.g_02155
OG0000996	Syat.g_02446	Prbb.g_02156
OG0000997	Syat.g_02417	Prbb.g_02164
OG0000998	Syat.g_02415	Prbb.g_02166
OG0000999	Syat.g_02414	Prbb.g_02167
OG0001001	Syat.g_02400	Prbb.g_02173
OG0001002	Syat.g_02394	Prbb.g_02178
OG0001003	Syat.g_02392	Prbb.g_02180
OG0001004	Syat.g_02391	Prbb.g_02181
OG0001005	Syat.g_02390	Prbb.g_02182
OG0001006	Syat.g_02378	Prbb.g_02187
OG0001007	Syat.g_02376	Prbb.g_02189
OG0001008	Syat.g_02971	Prbb.g_00442
OG0001009	Syat.g_02311	Prbb.g_00028
OG0001010	Syat.g_02310	Prbb.g_00029
OG0001011	Syat.g_02308	Prbb.g_00030
OG0001012	Syat.g_01004	Prbb.g_00058
OG0001013	Syat.g_02716	Prbb.g_00063
OG0001014	Syat.g_02721	Prbb.g_00066
OG0001015	Syat.g_02722	Prbb.g_00067
OG0001016	Syat.g_01474	Prbb.g_00128
OG0001017	Syat.g_01480	Prbb.g_00132
OG0001018	Syat.g_01482	Prbb.g_00135
OG0001019	Syat.g_01532	Prbb.g_00144
OG0001020	Syat.g_01539	Prbb.g_00145
OG0001021	Syat.g_01552	Prbb.g_00146
OG0001022	Syat.g_01555	Prbb.g_00149
OG0001023	Syat.g_01556	Prbb.g_00150
OG0001024	Syat.g_01560	Prbb.g_00153
OG0001025	Syat.g_01566	Prbb.g_00160
OG0001026	Syat.g_01582	Prbb.g_00168
OG0001027	Syat.g_02947	Prbb.g_00169
OG0001028	Syat.g_02944	Prbb.g_00171
OG0001029	Syat.g_02942	Prbb.g_00173
OG0001030	Syat.g_02922	Prbb.g_00189
OG0001031	Syat.g_02836	Prbb.g_00243
OG0001032	Syat.g_02834	Prbb.g_00244
OG0001033	Syat.g_02784	Prbb.g_00264
OG0001034	Syat.g_01448	Prbb.g_00293
OG0001035	Syat.g_01885	Prbb.g_00310
OG0001036	Syat.g_01939	Prbb.g_00314
OG0001037	Syat.g_01941	Prbb.g_00315
OG0001038	Syat.g_02058	Prbb.g_00331
OG0001040	Syat.g_02064	Prbb.g_00335
OG0001041	Syat.g_02070	Prbb.g_00339
OG0001042	Syat.g_02100	Prbb.g_00355
OG0001043	Syat.g_02103	Prbb.g_00356
OG0001044	Syat.g_01615	Prbb.g_00393
OG0001045	Syat.g_01602	Prbb.g_00402
OG0001046	Syat.g_00552	Prbb.g_01124
OG0001047	Syat.g_02973	Prbb.g_00444
OG0001048	Syat.g_02974	Prbb.g_00445
OG0001049	Syat.g_01290	Prbb.g_00447
OG0001050	Syat.g_01289	Prbb.g_00448
OG0001051	Syat.g_01288	Prbb.g_00449
OG0001052	Syat.g_01375	Prbb.g_00475
OG0001053	Syat.g_03173	Prbb.g_00488
OG0001054	Syat.g_03192	Prbb.g_00502
OG0001055	Syat.g_03224	Prbb.g_00521
OG0001056	Syat.g_03275	Prbb.g_00539
OG0001057	Syat.g_00102	Prbb.g_00544
OG0001058	Syat.g_00079	Prbb.g_00553
OG0001059	Syat.g_00075	Prbb.g_00557
OG0001061	Syat.g_00051	Prbb.g_00577
OG0001062	Syat.g_00048	Prbb.g_00579
OG0001063	Syat.g_00042	Prbb.g_00580
OG0001064	Syat.g_00041	Prbb.g_00581
OG0001065	Syat.g_00040	Prbb.g_00582
OG0001066	Syat.g_00039	Prbb.g_00583
OG0001067	Syat.g_00038	Prbb.g_00584
OG0001068	Syat.g_00037	Prbb.g_00585
OG0001069	Syat.g_00036	Prbb.g_00586
OG0001070	Syat.g_00032	Prbb.g_00588
OG0001071	Syat.g_00031	Prbb.g_00589
OG0001072	Syat.g_00028	Prbb.g_00590
OG0001073	Syat.g_00009	Prbb.g_00604
OG0001074	Syat.g_01015	Prbb.g_00616
OG0001075	Syat.g_01037	Prbb.g_00617
OG0001076	Syat.g_03315	Prbb.g_00624
OG0001077	Syat.g_03290	Prbb.g_00629
OG0001078	Syat.g_00118	Prbb.g_00637
OG0001079	Syat.g_00378	Prbb.g_00648
OG0001080	Syat.g_00368	Prbb.g_00654
OG0001081	Syat.g_00366	Prbb.g_00656
OG0001082	Syat.g_00365	Prbb.g_00657
OG0001083	Syat.g_00390	Prbb.g_00662
OG0001084	Syat.g_00391	Prbb.g_00664
OG0001085	Syat.g_00408	Prbb.g_00674
OG0001086	Syat.g_00410	Prbb.g_00675
OG0001087	Syat.g_03277	Prbb.g_00694
OG0001088	Syat.g_02496	Prbb.g_00695
OG0001089	Syat.g_00818	Prbb.g_00705
OG0001090	Syat.g_00659	Prbb.g_00714
OG0001091	Syat.g_00661	Prbb.g_00716
OG0001092	Syat.g_00663	Prbb.g_00717
OG0001093	Syat.g_00669	Prbb.g_00722
OG0001094	Syat.g_00473	Prbb.g_00777
OG0001095	Syat.g_00497	Prbb.g_00796
OG0001096	Syat.g_00516	Prbb.g_00811
OG0001097	Syat.g_00743	Prbb.g_00830
OG0001098	Syat.g_01672	Prbb.g_00847
OG0001099	Syat.g_02943	Prbb.g_00917
OG0001100	Syat.g_00418	Prbb.g_00924
OG0001101	Syat.g_00420	Prbb.g_00926
OG0001102	Syat.g_00423	Prbb.g_00929
OG0001103	Syat.g_00425	Prbb.g_00931
OG0001104	Syat.g_00458	Prbb.g_00763
OG0001105	Syat.g_00461	Prbb.g_00767
OG0001106	Syat.g_00598	Prbb.g_00979
OG0001107	Syat.g_00580	Prbb.g_00989
OG0001108	Syat.g_00570	Prbb.g_00993
OG0001109	Syat.g_00568	Prbb.g_00994
OG0001110	Syat.g_00566	Prbb.g_00996
OG0001111	Syat.g_00564	Prbb.g_00997
OG0001112	Syat.g_00562	Prbb.g_00998
OG0001113	Syat.g_00561	Prbb.g_00999
OG0001114	Syat.g_00560	Prbb.g_01000
OG0001115	Syat.g_00557	Prbb.g_01002
OG0001116	Syat.g_00555	Prbb.g_01003
OG0001117	Syat.g_00554	Prbb.g_01004
OG0001118	Syat.g_00553	Prbb.g_01005
OG0001119	Syat.g_00551	Prbb.g_01006
OG0001120	Syat.g_00546	Prbb.g_01007
OG0001122	Syat.g_00711	Prbb.g_01038
OG0001123	Syat.g_00704	Prbb.g_01043
OG0001124	Syat.g_00702	Prbb.g_01045
OG0001125	Syat.g_00700	Prbb.g_01047
OG0001126	Syat.g_00790	Prbb.g_01058
OG0001127	Syat.g_00789	Prbb.g_01059
OG0001128	Syat.g_00786	Prbb.g_01062
OG0001129	Syat.g_00784	Prbb.g_01063
OG0001130	Syat.g_00783	Prbb.g_01064
OG0001131	Syat.g_01674	Prbb.g_00897
OG0001132	Syat.g_00965	Prbb.g_01108
OG0001133	Syat.g_03311	Prbb.g_01085
OG0001136	Syat.g_03257	Prbb.g_01520
OG0001137	Syat.g_00306	Prbb.g_01507
OG0001138	Syat.g_00214	Prbb.g_01486
OG0001139	Syat.g_00209	Prbb.g_01484
OG0001140	Syat.g_00208	Prbb.g_01483
OG0001141	Syat.g_00207	Prbb.g_01482
OG0001142	Syat.g_00206	Prbb.g_01481
