Orthogroup	Prbf	Praa
OG0000571	Prbf.g_01906	Praa.g_00624
OG0000572	Prbf.g_01908	Praa.g_00625
OG0000573	Prbf.g_01909	Praa.g_00626
OG0000574	Prbf.g_01910	Praa.g_00627
OG0000575	Prbf.g_01912	Praa.g_00628
OG0000576	Prbf.g_01913	Praa.g_00629
OG0000577	Prbf.g_00977	Praa.g_00630
OG0000578	Prbf.g_00978	Praa.g_00631
OG0000579	Prbf.g_00979	Praa.g_00632
OG0000580	Prbf.g_00980	Praa.g_00633
OG0000581	Prbf.g_00981	Praa.g_00634
OG0000582	Prbf.g_00982	Praa.g_00635
OG0000583	Prbf.g_00983	Praa.g_00636
OG0000584	Prbf.g_00985	Praa.g_00638
OG0000585	Prbf.g_00986	Praa.g_00639
OG0000586	Prbf.g_00988	Praa.g_00640
OG0000587	Prbf.g_00989	Praa.g_00641
OG0000588	Prbf.g_00990	Praa.g_00642
OG0000589	Prbf.g_00991	Praa.g_00643
OG0000590	Prbf.g_00992	Praa.g_00644
OG0000591	Prbf.g_00993	Praa.g_00645
OG0000592	Prbf.g_00994	Praa.g_00646
OG0000593	Prbf.g_00995	Praa.g_00647
OG0000594	Prbf.g_00996	Praa.g_00648
OG0000595	Prbf.g_00997	Praa.g_00649
OG0000596	Prbf.g_00998	Praa.g_00650
OG0000597	Prbf.g_01002	Praa.g_00654
OG0000598	Prbf.g_01003	Praa.g_00655
OG0000599	Prbf.g_01004	Praa.g_00656
OG0000600	Prbf.g_01005	Praa.g_00657
OG0000601	Prbf.g_01006	Praa.g_00658
OG0000602	Prbf.g_01007	Praa.g_00659
OG0000603	Prbf.g_01008	Praa.g_00660
OG0000604	Prbf.g_01009	Praa.g_00661
OG0000605	Prbf.g_01010	Praa.g_00662
OG0000606	Prbf.g_01011	Praa.g_00663
OG0000607	Prbf.g_01013	Praa.g_00664
OG0000608	Prbf.g_01014	Praa.g_00665
OG0000609	Prbf.g_01016	Praa.g_00667
OG0000610	Prbf.g_01017	Praa.g_00668
OG0000611	Prbf.g_01293	Praa.g_00670
OG0000612	Prbf.g_01292	Praa.g_00671
OG0000613	Prbf.g_01290	Praa.g_00673
OG0000614	Prbf.g_01284	Praa.g_00679
OG0000615	Prbf.g_01283	Praa.g_00680
OG0000616	Prbf.g_01282	Praa.g_00681
OG0000617	Prbf.g_01279	Praa.g_00683
OG0000618	Prbf.g_01278	Praa.g_00684
OG0000619	Prbf.g_01277	Praa.g_00685
OG0000620	Prbf.g_01275	Praa.g_00687
OG0000621	Prbf.g_01274	Praa.g_00688
OG0000622	Prbf.g_01273	Praa.g_00689
OG0000623	Prbf.g_01272	Praa.g_00690
OG0000624	Prbf.g_01269	Praa.g_00692
OG0000625	Prbf.g_01268	Praa.g_00693
OG0000626	Prbf.g_01267	Praa.g_00694
OG0000627	Prbf.g_01264	Praa.g_00695
OG0000628	Prbf.g_01263	Praa.g_00696
OG0000629	Prbf.g_01262	Praa.g_00697
OG0000630	Prbf.g_01260	Praa.g_00699
OG0000631	Prbf.g_01258	Praa.g_00700
OG0000632	Prbf.g_00404	Praa.g_00704
OG0000633	Prbf.g_01334	Praa.g_00705
OG0000634	Prbf.g_01252	Praa.g_00712
OG0000635	Prbf.g_01030	Praa.g_00714
OG0000636	Prbf.g_01031	Praa.g_00715
OG0000637	Prbf.g_01033	Praa.g_00717
OG0000638	Prbf.g_01034	Praa.g_00718
OG0000639	Prbf.g_01035	Praa.g_00719
OG0000640	Prbf.g_01036	Praa.g_00720
OG0000641	Prbf.g_01037	Praa.g_00721
OG0000642	Prbf.g_01038	Praa.g_00722
OG0000643	Prbf.g_01039	Praa.g_00723
OG0000644	Prbf.g_01041	Praa.g_00725
OG0000645	Prbf.g_01043	Praa.g_00726
OG0000646	Prbf.g_01044	Praa.g_00727
OG0000647	Prbf.g_01045	Praa.g_00728
OG0000648	Prbf.g_01046	Praa.g_00729
OG0000649	Prbf.g_01047	Praa.g_00730
OG0000650	Prbf.g_01048	Praa.g_00731
OG0000651	Prbf.g_01049	Praa.g_00732
OG0000652	Prbf.g_01051	Praa.g_00734
OG0000653	Prbf.g_00863	Praa.g_00749
OG0000654	Prbf.g_00280	Praa.g_00751
OG0000655	Prbf.g_01920	Praa.g_00760
OG0000656	Prbf.g_00042	Praa.g_00764
OG0000657	Prbf.g_01929	Praa.g_00766
OG0000658	Prbf.g_01928	Praa.g_00767
OG0000659	Prbf.g_01927	Praa.g_00768
OG0000660	Prbf.g_01675	Praa.g_00780
OG0000661	Prbf.g_01150	Praa.g_00789
OG0000662	Prbf.g_01146	Praa.g_00791
OG0000663	Prbf.g_01144	Praa.g_00794
OG0000664	Prbf.g_01143	Praa.g_00795
OG0000665	Prbf.g_01142	Praa.g_00796
OG0000666	Prbf.g_01029	Praa.g_00797
OG0000667	Prbf.g_01250	Praa.g_00798
OG0000668	Prbf.g_01249	Praa.g_00799
OG0000669	Prbf.g_01248	Praa.g_00800
OG0000670	Prbf.g_01246	Praa.g_00802
OG0000671	Prbf.g_01245	Praa.g_00803
OG0000672	Prbf.g_01244	Praa.g_00804
OG0000673	Prbf.g_01243	Praa.g_00805
OG0000674	Prbf.g_01242	Praa.g_00806
OG0000675	Prbf.g_01241	Praa.g_00807
OG0000676	Prbf.g_01239	Praa.g_00809
OG0000677	Prbf.g_01237	Praa.g_00812
OG0000678	Prbf.g_01236	Praa.g_00813
OG0000679	Prbf.g_01235	Praa.g_00814
OG0000680	Prbf.g_01234	Praa.g_00815
OG0000681	Prbf.g_01233	Praa.g_00816
OG0000682	Prbf.g_01232	Praa.g_00817
OG0000683	Prbf.g_01231	Praa.g_00818
OG0000684	Prbf.g_01229	Praa.g_00819
OG0000685	Prbf.g_01228	Praa.g_00820
OG0000686	Prbf.g_01227	Praa.g_00821
OG0000687	Prbf.g_01226	Praa.g_00822
OG0000688	Prbf.g_01225	Praa.g_00823
OG0000689	Prbf.g_01224	Praa.g_00824
OG0000690	Prbf.g_01223	Praa.g_00825
OG0000691	Prbf.g_01221	Praa.g_00827
OG0000692	Prbf.g_01220	Praa.g_00828
OG0000693	Prbf.g_01219	Praa.g_00829
OG0000694	Prbf.g_01218	Praa.g_00830
OG0000695	Prbf.g_01217	Praa.g_00831
OG0000696	Prbf.g_01216	Praa.g_00832
OG0000697	Prbf.g_01214	Praa.g_00834
OG0000698	Prbf.g_01213	Praa.g_00835
OG0000699	Prbf.g_01209	Praa.g_00839
OG0000700	Prbf.g_01208	Praa.g_00840
OG0000701	Prbf.g_01206	Praa.g_00841
OG0000702	Prbf.g_01205	Praa.g_00842
OG0000703	Prbf.g_01204	Praa.g_00843
OG0000704	Prbf.g_01203	Praa.g_00844
OG0000705	Prbf.g_01201	Praa.g_00846
OG0000706	Prbf.g_01200	Praa.g_00847
OG0000707	Prbf.g_01199	Praa.g_00848
OG0000708	Prbf.g_01198	Praa.g_00849
OG0000709	Prbf.g_01197	Praa.g_00850
OG0000710	Prbf.g_01196	Praa.g_00851
OG0000711	Prbf.g_01195	Praa.g_00852
OG0000712	Prbf.g_01194	Praa.g_00853
OG0000713	Prbf.g_01193	Praa.g_00854
OG0000714	Prbf.g_01189	Praa.g_00856
OG0000715	Prbf.g_01188	Praa.g_00857
OG0000716	Prbf.g_01187	Praa.g_00858
OG0000717	Prbf.g_01186	Praa.g_00859
OG0000718	Prbf.g_01185	Praa.g_00860
OG0000719	Prbf.g_01183	Praa.g_00862
OG0000720	Prbf.g_01179	Praa.g_00864
OG0000721	Prbf.g_01178	Praa.g_00865
OG0000722	Prbf.g_00838	Praa.g_00892
OG0000723	Prbf.g_00833	Praa.g_00896
OG0000724	Prbf.g_01331	Praa.g_00899
OG0000725	Prbf.g_01329	Praa.g_00900
OG0000726	Prbf.g_01328	Praa.g_00901
OG0000727	Prbf.g_01326	Praa.g_00902
OG0000728	Prbf.g_01325	Praa.g_00903
OG0000729	Prbf.g_01323	Praa.g_00904
OG0000730	Prbf.g_01322	Praa.g_00905
OG0000731	Prbf.g_01320	Praa.g_00907
OG0000732	Prbf.g_01319	Praa.g_00908
OG0000733	Prbf.g_01318	Praa.g_00909
OG0000734	Prbf.g_01317	Praa.g_00910
OG0000735	Prbf.g_01316	Praa.g_00911
OG0000736	Prbf.g_01314	Praa.g_00913
OG0000737	Prbf.g_01313	Praa.g_00914
OG0000738	Prbf.g_01311	Praa.g_00916
OG0000739	Prbf.g_01310	Praa.g_00917
OG0000740	Prbf.g_01309	Praa.g_00918
OG0000741	Prbf.g_01307	Praa.g_00920
OG0000742	Prbf.g_01306	Praa.g_00921
OG0000743	Prbf.g_01302	Praa.g_00924
OG0000744	Prbf.g_01301	Praa.g_00925
OG0000745	Prbf.g_01299	Praa.g_00926
OG0000746	Prbf.g_01298	Praa.g_00927
OG0000747	Prbf.g_01297	Praa.g_00928
OG0000748	Prbf.g_01296	Praa.g_00929
OG0000749	Prbf.g_01295	Praa.g_00930
OG0000750	Prbf.g_01294	Praa.g_00931
OG0000751	Prbf.g_01021	Praa.g_00933
OG0000752	Prbf.g_01022	Praa.g_00934
OG0000753	Prbf.g_01023	Praa.g_00935
OG0000754	Prbf.g_01024	Praa.g_00936
OG0000755	Prbf.g_01026	Praa.g_00938
OG0000756	Prbf.g_01027	Praa.g_00939
OG0000757	Prbf.g_01028	Praa.g_00940
OG0000758	Prbf.g_01141	Praa.g_00941
OG0000759	Prbf.g_01140	Praa.g_00942
OG0000760	Prbf.g_01139	Praa.g_00943
OG0000761	Prbf.g_01138	Praa.g_00944
OG0000762	Prbf.g_01136	Praa.g_00946
OG0000763	Prbf.g_01135	Praa.g_00947
OG0000764	Prbf.g_01134	Praa.g_00948
OG0000765	Prbf.g_01133	Praa.g_00949
OG0000766	Prbf.g_01132	Praa.g_00950
OG0000767	Prbf.g_01131	Praa.g_00951
OG0000768	Prbf.g_01130	Praa.g_00952
OG0000769	Prbf.g_01129	Praa.g_00953
OG0000770	Prbf.g_01127	Praa.g_00954
OG0000771	Prbf.g_01126	Praa.g_00955
OG0000772	Prbf.g_01067	Praa.g_00956
OG0000773	Prbf.g_01124	Praa.g_00958
OG0000774	Prbf.g_01123	Praa.g_00959
OG0000775	Prbf.g_01122	Praa.g_00960
OG0000776	Prbf.g_01120	Praa.g_00961
OG0000777	Prbf.g_01119	Praa.g_00962
OG0000778	Prbf.g_01118	Praa.g_00963
OG0000779	Prbf.g_01116	Praa.g_00965
OG0000780	Prbf.g_01115	Praa.g_00966
OG0000781	Prbf.g_01114	Praa.g_00967
OG0000782	Prbf.g_01112	Praa.g_00969
OG0000783	Prbf.g_01111	Praa.g_00970
OG0000784	Prbf.g_01110	Praa.g_00971
OG0000785	Prbf.g_01109	Praa.g_00972
OG0000786	Prbf.g_01108	Praa.g_00973
OG0000787	Prbf.g_01106	Praa.g_00975
OG0000788	Prbf.g_01105	Praa.g_00976
OG0000789	Prbf.g_01104	Praa.g_00977
OG0000790	Prbf.g_01103	Praa.g_00978
OG0000791	Prbf.g_01102	Praa.g_00979
OG0000792	Prbf.g_00065	Praa.g_00980
OG0000793	Prbf.g_01100	Praa.g_00981
OG0000794	Prbf.g_01099	Praa.g_00982
OG0000795	Prbf.g_01098	Praa.g_00983
OG0000796	Prbf.g_01095	Praa.g_00985
OG0000797	Prbf.g_01094	Praa.g_00987
OG0000798	Prbf.g_01093	Praa.g_00988
OG0000799	Prbf.g_01092	Praa.g_00989
OG0000800	Prbf.g_01091	Praa.g_00990
OG0000801	Prbf.g_01090	Praa.g_00991
OG0000802	Prbf.g_01088	Praa.g_00993
OG0000803	Prbf.g_01087	Praa.g_00994
OG0000804	Prbf.g_01083	Praa.g_01008
OG0000805	Prbf.g_01081	Praa.g_01010
OG0000806	Prbf.g_01080	Praa.g_01011
OG0000807	Prbf.g_01079	Praa.g_01012
OG0000808	Prbf.g_01078	Praa.g_01013
OG0000809	Prbf.g_01072	Praa.g_01017
OG0000810	Prbf.g_01070	Praa.g_01018
OG0000811	Prbf.g_01069	Praa.g_01019
OG0000812	Prbf.g_01068	Praa.g_01020
OG0000813	Prbf.g_01065	Praa.g_01021
OG0000814	Prbf.g_01064	Praa.g_01022
OG0000815	Prbf.g_01063	Praa.g_01023
OG0000816	Prbf.g_01060	Praa.g_01025
OG0000817	Prbf.g_01159	Praa.g_01028
OG0000818	Prbf.g_01160	Praa.g_01029
OG0000819	Prbf.g_01162	Praa.g_01031
OG0000820	Prbf.g_01163	Praa.g_01032
OG0000821	Prbf.g_01164	Praa.g_01033
OG0000822	Prbf.g_01165	Praa.g_01034
OG0000823	Prbf.g_01168	Praa.g_01037
OG0000824	Prbf.g_01169	Praa.g_01038
OG0000825	Prbf.g_01171	Praa.g_01040
OG0000826	Prbf.g_01172	Praa.g_01041
OG0000827	Prbf.g_01173	Praa.g_01042
OG0000828	Prbf.g_01175	Praa.g_01044
OG0000829	Prbf.g_01705	Praa.g_01070
OG0000830	Prbf.g_00296	Praa.g_01080
OG0000831	Prbf.g_00870	Praa.g_01083
OG0000832	Prbf.g_01924	Praa.g_01084
OG0000833	Prbf.g_00048	Praa.g_01091
OG0000834	Prbf.g_00876	Praa.g_01095
OG0000835	Prbf.g_01684	Praa.g_01099
OG0000836	Prbf.g_00062	Praa.g_01101
OG0000837	Prbf.g_00094	Praa.g_01115
OG0000838	Prbf.g_00787	Praa.g_01128
OG0000839	Prbf.g_00786	Praa.g_01129
OG0000840	Prbf.g_00285	Praa.g_01134
OG0000841	Prbf.g_00896	Praa.g_01141
OG0000842	Prbf.g_00902	Praa.g_01145
OG0000843	Prbf.g_00904	Praa.g_01147
OG0000844	Prbf.g_00905	Praa.g_01148
OG0000845	Prbf.g_00906	Praa.g_01149
OG0000846	Prbf.g_00907	Praa.g_01150
OG0000847	Prbf.g_00908	Praa.g_01151
OG0000848	Prbf.g_00909	Praa.g_01152
OG0000849	Prbf.g_00910	Praa.g_01153
OG0000850	Prbf.g_00911	Praa.g_01154
OG0000851	Prbf.g_00914	Praa.g_01156
OG0000852	Prbf.g_00917	Praa.g_01158
OG0000853	Prbf.g_00919	Praa.g_01160
OG0000854	Prbf.g_00920	Praa.g_01161
OG0000855	Prbf.g_00921	Praa.g_01162
OG0000856	Prbf.g_00922	Praa.g_01163
OG0000857	Prbf.g_00923	Praa.g_01164
OG0000858	Prbf.g_00926	Praa.g_01166
OG0000859	Prbf.g_00927	Praa.g_01167
OG0000860	Prbf.g_00928	Praa.g_01168
OG0000861	Prbf.g_00929	Praa.g_01169
OG0000862	Prbf.g_00930	Praa.g_01170
OG0000863	Prbf.g_00932	Praa.g_01171
OG0000864	Prbf.g_00933	Praa.g_01172
OG0000865	Prbf.g_00934	Praa.g_01173
OG0000866	Prbf.g_00935	Praa.g_01174
OG0000867	Prbf.g_00937	Praa.g_01177
OG0000868	Prbf.g_00939	Praa.g_01179
OG0000869	Prbf.g_00940	Praa.g_01180
OG0000870	Prbf.g_00943	Praa.g_01181
OG0000871	Prbf.g_00944	Praa.g_01182
OG0000872	Prbf.g_00946	Praa.g_01183
OG0000873	Prbf.g_00947	Praa.g_01184
OG0000874	Prbf.g_00948	Praa.g_01185
OG0000875	Prbf.g_00950	Praa.g_01186
OG0000876	Prbf.g_00952	Praa.g_01188
OG0000877	Prbf.g_00953	Praa.g_01189
OG0000878	Prbf.g_00954	Praa.g_01190
OG0000879	Prbf.g_00955	Praa.g_01191
OG0000880	Prbf.g_00956	Praa.g_01192
OG0000881	Prbf.g_00957	Praa.g_01193
OG0000882	Prbf.g_00958	Praa.g_01194
OG0000883	Prbf.g_00959	Praa.g_01195
OG0000884	Prbf.g_00960	Praa.g_01196
OG0000885	Prbf.g_00961	Praa.g_01197
OG0000886	Prbf.g_00962	Praa.g_01198
OG0000887	Prbf.g_00963	Praa.g_01199
OG0000888	Prbf.g_00964	Praa.g_01200
OG0000889	Prbf.g_00965	Praa.g_01201
OG0000890	Prbf.g_00966	Praa.g_01202
OG0000891	Prbf.g_00967	Praa.g_01203
OG0000892	Prbf.g_00968	Praa.g_01204
OG0000893	Prbf.g_00969	Praa.g_01205
OG0000894	Prbf.g_00970	Praa.g_01207
OG0000895	Prbf.g_00971	Praa.g_01208
OG0000896	Prbf.g_00973	Praa.g_01210
OG0000897	Prbf.g_00974	Praa.g_01211
OG0000898	Prbf.g_00975	Praa.g_01212
OG0000899	Prbf.g_00976	Praa.g_01213
OG0000900	Prbf.g_01914	Praa.g_01215
OG0000901	Prbf.g_00767	Praa.g_01290
OG0000902	Prbf.g_00037	Praa.g_01307
OG0000903	Prbf.g_00036	Praa.g_01308
OG0000904	Prbf.g_00035	Praa.g_01309
OG0000905	Prbf.g_00034	Praa.g_01310
OG0000906	Prbf.g_00033	Praa.g_01311
OG0000907	Prbf.g_00031	Praa.g_01313
OG0000908	Prbf.g_00030	Praa.g_01314
OG0000909	Prbf.g_00029	Praa.g_01315
OG0000910	Prbf.g_00028	Praa.g_01316
OG0000911	Prbf.g_00027	Praa.g_01317
OG0000912	Prbf.g_00024	Praa.g_01320
OG0000913	Prbf.g_00023	Praa.g_01321
OG0000914	Prbf.g_00022	Praa.g_01322
OG0000915	Prbf.g_00019	Praa.g_01324
OG0000916	Prbf.g_00018	Praa.g_01325
OG0000917	Prbf.g_00017	Praa.g_01326
OG0000918	Prbf.g_00016	Praa.g_01327
OG0000919	Prbf.g_00015	Praa.g_01328
OG0000920	Prbf.g_00014	Praa.g_01329
OG0000921	Prbf.g_00011	Praa.g_01331
OG0000922	Prbf.g_00010	Praa.g_01332
OG0000923	Prbf.g_00071	Praa.g_01348
OG0000924	Prbf.g_00070	Praa.g_01349
OG0000925	Prbf.g_00002	Praa.g_01352
OG0000926	Prbf.g_01782	Praa.g_01353
OG0000927	Prbf.g_00853, Prbf.g_00066	Praa.g_01354
OG0000928	Prbf.g_00256	Praa.g_01356
OG0000929	Prbf.g_00875	Praa.g_01358
OG0000930	Prbf.g_00893	Praa.g_01360
OG0000931	Prbf.g_01181	Praa.g_01361
OG0000932	Prbf.g_00856	Praa.g_01364
OG0000933	Prbf.g_00097	Praa.g_01368
OG0000934	Prbf.g_00098	Praa.g_01369
OG0000935	Prbf.g_00099	Praa.g_01370
OG0000936	Prbf.g_00100	Praa.g_01371
OG0000937	Prbf.g_00101	Praa.g_01372
OG0000938	Prbf.g_00102	Praa.g_01373
OG0000939	Prbf.g_00103	Praa.g_01374
OG0000940	Prbf.g_00104	Praa.g_01375
OG0000941	Prbf.g_00105	Praa.g_01376
OG0000942	Prbf.g_00106	Praa.g_01377
OG0000943	Prbf.g_00107	Praa.g_01378
OG0000944	Prbf.g_00108	Praa.g_01379
OG0000945	Prbf.g_00109	Praa.g_01380
OG0000946	Prbf.g_00110	Praa.g_01381
OG0000947	Prbf.g_00111	Praa.g_01382
OG0000948	Prbf.g_00112	Praa.g_01383
OG0000949	Prbf.g_00113	Praa.g_01384
OG0000950	Prbf.g_00514	Praa.g_01395
OG0000951	Prbf.g_00140	Praa.g_01458
OG0000952	Prbf.g_00141	Praa.g_01459
OG0000953	Prbf.g_00142	Praa.g_01460
OG0000954	Prbf.g_00143	Praa.g_01461
OG0000955	Prbf.g_00144	Praa.g_01462
OG0000956	Prbf.g_00146	Praa.g_01464
OG0000957	Prbf.g_00147	Praa.g_01465
OG0000958	Prbf.g_00148	Praa.g_01466
OG0000959	Prbf.g_00149	Praa.g_01467
OG0000960	Prbf.g_00150	Praa.g_01468
OG0000961	Prbf.g_00151	Praa.g_01469
OG0000962	Prbf.g_00152	Praa.g_01470
OG0000963	Prbf.g_00153	Praa.g_01471
OG0000964	Prbf.g_00154	Praa.g_01472
OG0000965	Prbf.g_00155	Praa.g_01474
OG0000966	Prbf.g_00156	Praa.g_01475
OG0000967	Prbf.g_00159	Praa.g_01478
OG0000968	Prbf.g_00160	Praa.g_01479
OG0000969	Prbf.g_00161	Praa.g_01480
OG0000970	Prbf.g_00162	Praa.g_01481
OG0000971	Prbf.g_00163	Praa.g_01482
OG0000972	Prbf.g_00164	Praa.g_01483
OG0000973	Prbf.g_00166	Praa.g_01485
OG0000974	Prbf.g_00167	Praa.g_01486
OG0000975	Prbf.g_00168	Praa.g_01487
OG0000976	Prbf.g_00169	Praa.g_01488
OG0000977	Prbf.g_00170	Praa.g_01489
OG0000978	Prbf.g_00171	Praa.g_01490
OG0000979	Prbf.g_00172	Praa.g_01491
OG0000980	Prbf.g_00173	Praa.g_01492
OG0000981	Prbf.g_00174	Praa.g_01493
OG0000982	Prbf.g_00175	Praa.g_01494
OG0000983	Prbf.g_00176	Praa.g_01495
OG0000984	Prbf.g_00180	Praa.g_01499
OG0000985	Prbf.g_00181	Praa.g_01500
OG0000986	Prbf.g_00182	Praa.g_01501
OG0000987	Prbf.g_00184	Praa.g_01503
OG0000988	Prbf.g_00185	Praa.g_01504
OG0000989	Prbf.g_00186	Praa.g_01505
OG0000990	Prbf.g_00187	Praa.g_01506
OG0000991	Prbf.g_00188	Praa.g_01507
OG0000992	Prbf.g_00189	Praa.g_01508
OG0000993	Prbf.g_00190	Praa.g_01509
OG0000994	Prbf.g_00191	Praa.g_01510
OG0000995	Prbf.g_00192	Praa.g_01511
OG0000996	Prbf.g_00193	Praa.g_01512
OG0000997	Prbf.g_00195	Praa.g_01514
OG0000998	Prbf.g_00201	Praa.g_01517
OG0000999	Prbf.g_00203	Praa.g_01519
OG0001000	Prbf.g_00205	Praa.g_01520
OG0001001	Prbf.g_00207	Praa.g_01521
OG0001002	Prbf.g_00209	Praa.g_01523
OG0001003	Prbf.g_00210	Praa.g_01524
OG0001004	Prbf.g_00211	Praa.g_01525
OG0001005	Prbf.g_00212	Praa.g_01526
OG0001006	Prbf.g_00214	Praa.g_01528
OG0001007	Prbf.g_00215	Praa.g_01529
OG0001008	Prbf.g_00216	Praa.g_01530
OG0001009	Prbf.g_00217	Praa.g_01531
OG0001010	Prbf.g_00218	Praa.g_01532
OG0001011	Prbf.g_00219	Praa.g_01533
OG0001012	Prbf.g_00220	Praa.g_01534
OG0001013	Prbf.g_00221	Praa.g_01535
OG0001014	Prbf.g_00222	Praa.g_01536
OG0001015	Prbf.g_00223	Praa.g_01537
OG0001016	Prbf.g_00224	Praa.g_01538
OG0001017	Prbf.g_00225	Praa.g_01539
OG0001018	Prbf.g_00226	Praa.g_01541
OG0001019	Prbf.g_00227	Praa.g_01542
OG0001020	Prbf.g_00228	Praa.g_01543
OG0001021	Prbf.g_00229	Praa.g_01544
OG0001022	Prbf.g_00230	Praa.g_01545
OG0001023	Prbf.g_00231	Praa.g_01546
OG0001024	Prbf.g_00233	Praa.g_01548
OG0001025	Prbf.g_00234	Praa.g_01549
OG0001026	Prbf.g_00235	Praa.g_01550
OG0001027	Prbf.g_00236	Praa.g_01551
OG0001028	Prbf.g_00239	Praa.g_01552
OG0001029	Prbf.g_00240	Praa.g_01553
OG0001030	Prbf.g_00243	Praa.g_01556
OG0001031	Prbf.g_00244	Praa.g_01557
OG0001032	Prbf.g_00750	Praa.g_01565
OG0001033	Prbf.g_01911	Praa.g_01572
OG0001034	Prbf.g_01230	Praa.g_01600
OG0001035	Prbf.g_00700	Praa.g_01629
OG0001036	Prbf.g_00699	Praa.g_01630
OG0001037	Prbf.g_00692	Praa.g_01636
OG0001038	Prbf.g_00691	Praa.g_01637
OG0001039	Prbf.g_00690	Praa.g_01638
OG0001040	Prbf.g_00689	Praa.g_01639
OG0001041	Prbf.g_00687	Praa.g_01641
OG0001042	Prbf.g_00686	Praa.g_01642
OG0001043	Prbf.g_00685	Praa.g_01643
OG0001044	Prbf.g_00684	Praa.g_01644
OG0001045	Prbf.g_00683	Praa.g_01645
OG0001046	Prbf.g_00681	Praa.g_01646
OG0001047	Prbf.g_00680	Praa.g_01647
OG0001048	Prbf.g_00679	Praa.g_01649
OG0001049	Prbf.g_00678	Praa.g_01650
OG0001050	Prbf.g_00677	Praa.g_01651
OG0001051	Prbf.g_00676	Praa.g_01652
OG0001052	Prbf.g_00675	Praa.g_01653
OG0001053	Prbf.g_00674	Praa.g_01654
OG0001054	Prbf.g_00673	Praa.g_01655
OG0001055	Prbf.g_00672	Praa.g_01656
OG0001056	Prbf.g_00671	Praa.g_01657
OG0001057	Prbf.g_00669	Praa.g_01659
OG0001058	Prbf.g_00668	Praa.g_01660
OG0001059	Prbf.g_00667	Praa.g_01661
OG0001060	Prbf.g_00666	Praa.g_01662
OG0001061	Prbf.g_00665	Praa.g_01663
OG0001062	Prbf.g_00664	Praa.g_01665
OG0001063	Prbf.g_00663	Praa.g_01666
OG0001064	Prbf.g_00662	Praa.g_01667
OG0001065	Prbf.g_00661	Praa.g_01668
OG0001066	Prbf.g_00660	Praa.g_01669
OG0001067	Prbf.g_00659	Praa.g_01670
OG0001068	Prbf.g_00658	Praa.g_01671
OG0001069	Prbf.g_00655	Praa.g_01674
OG0001070	Prbf.g_00653	Praa.g_01676
OG0001071	Prbf.g_00652	Praa.g_01677
OG0001072	Prbf.g_00651	Praa.g_01678
OG0001073	Prbf.g_00650	Praa.g_01679
OG0001074	Prbf.g_00649	Praa.g_01680
OG0001075	Prbf.g_00647	Praa.g_01682
OG0001076	Prbf.g_00645	Praa.g_01684
OG0001077	Prbf.g_00644	Praa.g_01685
OG0001078	Prbf.g_00643	Praa.g_01686
OG0001079	Prbf.g_00642	Praa.g_01687
OG0001080	Prbf.g_00641	Praa.g_01688
OG0001081	Prbf.g_00640	Praa.g_01689
OG0001082	Prbf.g_00639	Praa.g_01690
OG0001083	Prbf.g_00638	Praa.g_01691
OG0001084	Prbf.g_00637	Praa.g_01692
OG0001085	Prbf.g_00636	Praa.g_01693
OG0001086	Prbf.g_00630	Praa.g_01699
OG0001087	Prbf.g_00628	Praa.g_01700
OG0001088	Prbf.g_00627	Praa.g_01701
OG0001089	Prbf.g_00624	Praa.g_01703
OG0001090	Prbf.g_00623	Praa.g_01704
OG0001091	Prbf.g_00622	Praa.g_01705
OG0001092	Prbf.g_00621	Praa.g_01706
OG0001093	Prbf.g_00620	Praa.g_01707
OG0001094	Prbf.g_00619	Praa.g_01708
OG0001095	Prbf.g_00618	Praa.g_01709
OG0001096	Prbf.g_00617	Praa.g_01710
OG0001097	Prbf.g_00616	Praa.g_01711
OG0001098	Prbf.g_00615	Praa.g_01712
OG0001099	Prbf.g_00614	Praa.g_01713
OG0001100	Prbf.g_00613	Praa.g_01714
OG0001101	Prbf.g_00612	Praa.g_01715
OG0001102	Prbf.g_00608	Praa.g_01718
OG0001103	Prbf.g_00607	Praa.g_01719
OG0001104	Prbf.g_00604	Praa.g_01720
OG0001105	Prbf.g_00605	Praa.g_01722
OG0001106	Prbf.g_00609	Praa.g_01724
OG0001107	Prbf.g_00610	Praa.g_01725
OG0001108	Prbf.g_00611	Praa.g_01726
OG0001109	Prbf.g_00601	Praa.g_01733
OG0001110	Prbf.g_00599	Praa.g_01735
OG0001111	Prbf.g_00598	Praa.g_01736
OG0001112	Prbf.g_00597	Praa.g_01737
OG0001113	Prbf.g_00596	Praa.g_01738
OG0001114	Prbf.g_00595	Praa.g_01739
OG0001115	Prbf.g_00594	Praa.g_01740
OG0001116	Prbf.g_00593	Praa.g_01741
OG0001117	Prbf.g_00592	Praa.g_01742
OG0001118	Prbf.g_00591	Praa.g_01743
OG0001119	Prbf.g_00590	Praa.g_01744
OG0001120	Prbf.g_00589	Praa.g_01745
OG0001121	Prbf.g_00588	Praa.g_01746
OG0001122	Prbf.g_00587	Praa.g_01747
OG0001123	Prbf.g_00586	Praa.g_01748
OG0001124	Prbf.g_00585	Praa.g_01749
OG0001125	Prbf.g_00584	Praa.g_01750
OG0001126	Prbf.g_00583	Praa.g_01751
OG0001127	Prbf.g_00582	Praa.g_01752
OG0001128	Prbf.g_00581	Praa.g_01753
