Orthogroup	Prbf	Prao
OG0000574	Prbf.g_01910	Prao.g_00066
OG0000575	Prbf.g_01912	Prao.g_00067
OG0000576	Prbf.g_01913	Prao.g_00068
OG0000577	Prbf.g_00977	Prao.g_00069
OG0000578	Prbf.g_00978	Prao.g_00070
OG0000579	Prbf.g_00979	Prao.g_00071
OG0000580	Prbf.g_00980	Prao.g_00072
OG0000581	Prbf.g_00981	Prao.g_00073
OG0000582	Prbf.g_00982	Prao.g_00074
OG0000583	Prbf.g_00983	Prao.g_00075
OG0000584	Prbf.g_00985	Prao.g_00077
OG0000585	Prbf.g_00986	Prao.g_00078
OG0000586	Prbf.g_00988	Prao.g_00079
OG0000587	Prbf.g_00989	Prao.g_00080
OG0000588	Prbf.g_00990	Prao.g_00081
OG0000589	Prbf.g_00991	Prao.g_00082
OG0000590	Prbf.g_00992	Prao.g_00083
OG0000591	Prbf.g_00993	Prao.g_00084
OG0000592	Prbf.g_00994	Prao.g_00085
OG0000593	Prbf.g_00995	Prao.g_00086
OG0000594	Prbf.g_00996	Prao.g_00087
OG0000595	Prbf.g_00997	Prao.g_00088
OG0000596	Prbf.g_00998	Prao.g_00089
OG0000597	Prbf.g_01002	Prao.g_00093
OG0000598	Prbf.g_01003	Prao.g_00094
OG0000599	Prbf.g_01004	Prao.g_00095
OG0000600	Prbf.g_01005	Prao.g_00096
OG0000601	Prbf.g_01006	Prao.g_00097
OG0000602	Prbf.g_01007	Prao.g_00098
OG0000603	Prbf.g_01008	Prao.g_00099
OG0000604	Prbf.g_01009	Prao.g_00100
OG0000605	Prbf.g_01010	Prao.g_00101
OG0000606	Prbf.g_01011	Prao.g_00102
OG0000607	Prbf.g_01013	Prao.g_00103
OG0000608	Prbf.g_01014	Prao.g_00104
OG0000609	Prbf.g_01016	Prao.g_00106
OG0000610	Prbf.g_01017	Prao.g_00107
OG0000611	Prbf.g_01293	Prao.g_00109
OG0000612	Prbf.g_01292	Prao.g_00110
OG0000613	Prbf.g_01290	Prao.g_00112
OG0000614	Prbf.g_01284	Prao.g_00117
OG0000615	Prbf.g_01283	Prao.g_00118
OG0000616	Prbf.g_01282	Prao.g_00119
OG0000617	Prbf.g_01279	Prao.g_00121
OG0000618	Prbf.g_01278	Prao.g_00122
OG0000619	Prbf.g_01277	Prao.g_00123
OG0000620	Prbf.g_01275	Prao.g_00125
OG0000621	Prbf.g_01274	Prao.g_00126
OG0000622	Prbf.g_01273	Prao.g_00127
OG0000623	Prbf.g_01272	Prao.g_00128
OG0000624	Prbf.g_01269	Prao.g_00130
OG0000625	Prbf.g_01268	Prao.g_00131
OG0000626	Prbf.g_01267	Prao.g_00132
OG0000627	Prbf.g_01264	Prao.g_00133
OG0000628	Prbf.g_01263	Prao.g_00134
OG0000629	Prbf.g_01262	Prao.g_00135
OG0000630	Prbf.g_01260	Prao.g_00137
OG0000631	Prbf.g_01258	Prao.g_00138
OG0000632	Prbf.g_00404	Prao.g_00142
OG0000633	Prbf.g_01334	Prao.g_00143
OG0000634	Prbf.g_01252	Prao.g_00649
OG0000635	Prbf.g_01030	Prao.g_00651
OG0000636	Prbf.g_01031	Prao.g_00652
OG0000637	Prbf.g_01033	Prao.g_00654
OG0000638	Prbf.g_01034	Prao.g_00655
OG0000639	Prbf.g_01035	Prao.g_00656
OG0000640	Prbf.g_01036	Prao.g_00657
OG0000641	Prbf.g_01037	Prao.g_00658
OG0000642	Prbf.g_01038	Prao.g_00659
OG0000643	Prbf.g_01039	Prao.g_00660
OG0000644	Prbf.g_01041	Prao.g_00662
OG0000645	Prbf.g_01043	Prao.g_00663
OG0000646	Prbf.g_01044	Prao.g_00664
OG0000647	Prbf.g_01045	Prao.g_00665
OG0000648	Prbf.g_01046	Prao.g_00666
OG0000649	Prbf.g_01047	Prao.g_00667
OG0000650	Prbf.g_01048	Prao.g_00668
OG0000651	Prbf.g_01049	Prao.g_00669
OG0000652	Prbf.g_01051	Prao.g_00671
OG0000653	Prbf.g_00863	Prao.g_00685
OG0000654	Prbf.g_00280	Prao.g_00687
OG0000655	Prbf.g_01920	Prao.g_00696
OG0000656	Prbf.g_00042	Prao.g_00701
OG0000657	Prbf.g_01929	Prao.g_00704
OG0000658	Prbf.g_01928	Prao.g_00705
OG0000659	Prbf.g_01927	Prao.g_00706
OG0000660	Prbf.g_01675	Prao.g_00718
OG0000661	Prbf.g_01150	Prao.g_00727
OG0000662	Prbf.g_01146	Prao.g_00729
OG0000663	Prbf.g_01144	Prao.g_00732
OG0000664	Prbf.g_01143	Prao.g_00733
OG0000665	Prbf.g_01142	Prao.g_00734
OG0000666	Prbf.g_01029	Prao.g_00735
OG0000667	Prbf.g_01250	Prao.g_00736
OG0000668	Prbf.g_01249	Prao.g_00737
OG0000669	Prbf.g_01248	Prao.g_00738
OG0000670	Prbf.g_01246	Prao.g_00740
OG0000671	Prbf.g_01245	Prao.g_00741
OG0000672	Prbf.g_01244	Prao.g_00742
OG0000673	Prbf.g_01243	Prao.g_00743
OG0000674	Prbf.g_01242	Prao.g_00744
OG0000675	Prbf.g_01241	Prao.g_00745
OG0000676	Prbf.g_01239	Prao.g_00747
OG0000677	Prbf.g_01237	Prao.g_00749
OG0000678	Prbf.g_01236	Prao.g_00750
OG0000679	Prbf.g_01235	Prao.g_00751
OG0000680	Prbf.g_01234	Prao.g_00752
OG0000681	Prbf.g_01233	Prao.g_00753
OG0000682	Prbf.g_01232	Prao.g_00754
OG0000683	Prbf.g_01231	Prao.g_00755
OG0000684	Prbf.g_01229	Prao.g_00756
OG0000685	Prbf.g_01228	Prao.g_00757
OG0000686	Prbf.g_01227	Prao.g_00758
OG0000687	Prbf.g_01226	Prao.g_00759
OG0000688	Prbf.g_01225	Prao.g_00760
OG0000689	Prbf.g_01224	Prao.g_00761
OG0000690	Prbf.g_01223	Prao.g_00762
OG0000691	Prbf.g_01221	Prao.g_00764
OG0000692	Prbf.g_01220	Prao.g_00765
OG0000693	Prbf.g_01219	Prao.g_00766
OG0000694	Prbf.g_01218	Prao.g_00767
OG0000695	Prbf.g_01217	Prao.g_00768
OG0000696	Prbf.g_01216	Prao.g_00769
OG0000697	Prbf.g_01214	Prao.g_00771
OG0000698	Prbf.g_01213	Prao.g_00772
OG0000699	Prbf.g_01209	Prao.g_00776
OG0000700	Prbf.g_01208	Prao.g_00777
OG0000701	Prbf.g_01206	Prao.g_00778
OG0000702	Prbf.g_01205	Prao.g_00779
OG0000703	Prbf.g_01204	Prao.g_00780
OG0000704	Prbf.g_01203	Prao.g_00781
OG0000705	Prbf.g_01201	Prao.g_00783
OG0000706	Prbf.g_01200	Prao.g_00784
OG0000707	Prbf.g_01199	Prao.g_00785
OG0000708	Prbf.g_01198	Prao.g_00786
OG0000709	Prbf.g_01197	Prao.g_00787
OG0000710	Prbf.g_01196	Prao.g_00788
OG0000711	Prbf.g_01195	Prao.g_00789
OG0000712	Prbf.g_01194	Prao.g_00790
OG0000713	Prbf.g_01193	Prao.g_00791
OG0000714	Prbf.g_01189	Prao.g_00793
OG0000715	Prbf.g_01188	Prao.g_00794
OG0000716	Prbf.g_01187	Prao.g_00795
OG0000717	Prbf.g_01186	Prao.g_00796
OG0000718	Prbf.g_01185	Prao.g_00797
OG0000719	Prbf.g_01183	Prao.g_00799
OG0000720	Prbf.g_01179	Prao.g_00801
OG0000721	Prbf.g_01178	Prao.g_00802
OG0000722	Prbf.g_00838	Prao.g_00829
OG0000723	Prbf.g_00833	Prao.g_00834
OG0000724	Prbf.g_01331	Prao.g_00837
OG0000725	Prbf.g_01329	Prao.g_00838
OG0000726	Prbf.g_01328	Prao.g_00839
OG0000727	Prbf.g_01326	Prao.g_00840
OG0000728	Prbf.g_01325	Prao.g_00841
OG0000729	Prbf.g_01323	Prao.g_00842
OG0000730	Prbf.g_01322	Prao.g_00843
OG0000731	Prbf.g_01320	Prao.g_00845
OG0000732	Prbf.g_01319	Prao.g_00846
OG0000733	Prbf.g_01318	Prao.g_00847
OG0000734	Prbf.g_01317	Prao.g_00848
OG0000735	Prbf.g_01316	Prao.g_00849
OG0000736	Prbf.g_01314	Prao.g_00851
OG0000737	Prbf.g_01313	Prao.g_00852
OG0000738	Prbf.g_01311	Prao.g_00854
OG0000739	Prbf.g_01310	Prao.g_00855
OG0000740	Prbf.g_01309	Prao.g_00856
OG0000741	Prbf.g_01307	Prao.g_00858
OG0000742	Prbf.g_01306	Prao.g_00859
OG0000743	Prbf.g_01302	Prao.g_00862
OG0000744	Prbf.g_01301	Prao.g_00863
OG0000745	Prbf.g_01299	Prao.g_00864
OG0000746	Prbf.g_01298	Prao.g_00865
OG0000747	Prbf.g_01297	Prao.g_00866
OG0000748	Prbf.g_01296	Prao.g_00867
OG0000749	Prbf.g_01295	Prao.g_00868
OG0000750	Prbf.g_01294	Prao.g_00869
OG0000751	Prbf.g_01021	Prao.g_00871
OG0000752	Prbf.g_01022	Prao.g_00872
OG0000753	Prbf.g_01023	Prao.g_00873
OG0000754	Prbf.g_01024	Prao.g_00874
OG0000755	Prbf.g_01026	Prao.g_00876
OG0000756	Prbf.g_01027	Prao.g_00877
OG0000757	Prbf.g_01028	Prao.g_00878
OG0000758	Prbf.g_01141	Prao.g_00879
OG0000759	Prbf.g_01140	Prao.g_00880
OG0000760	Prbf.g_01139	Prao.g_00881
OG0000761	Prbf.g_01138	Prao.g_00882
OG0000762	Prbf.g_01136	Prao.g_00884
OG0000763	Prbf.g_01135	Prao.g_00885
OG0000764	Prbf.g_01134	Prao.g_00886
OG0000765	Prbf.g_01133	Prao.g_00887
OG0000766	Prbf.g_01132	Prao.g_00888
OG0000767	Prbf.g_01131	Prao.g_00889
OG0000768	Prbf.g_01130	Prao.g_00890
OG0000769	Prbf.g_01129	Prao.g_00891
OG0000770	Prbf.g_01127	Prao.g_00892
OG0000771	Prbf.g_01126	Prao.g_00893
OG0000772	Prbf.g_01067	Prao.g_00894
OG0000773	Prbf.g_01124	Prao.g_00896
OG0000774	Prbf.g_01123	Prao.g_00897
OG0000775	Prbf.g_01122	Prao.g_00898
OG0000776	Prbf.g_01120	Prao.g_00899
OG0000777	Prbf.g_01119	Prao.g_00900
OG0000778	Prbf.g_01118	Prao.g_00901
OG0000779	Prbf.g_01116	Prao.g_00903
OG0000780	Prbf.g_01115	Prao.g_00904
OG0000781	Prbf.g_01114	Prao.g_00905
OG0000782	Prbf.g_01112	Prao.g_00907
OG0000783	Prbf.g_01111	Prao.g_00908
OG0000784	Prbf.g_01110	Prao.g_00909
OG0000785	Prbf.g_01109	Prao.g_00910
OG0000786	Prbf.g_01108	Prao.g_00911
OG0000787	Prbf.g_01106	Prao.g_00913
OG0000788	Prbf.g_01105	Prao.g_00914
OG0000789	Prbf.g_01104	Prao.g_00915
OG0000790	Prbf.g_01103	Prao.g_00916
OG0000791	Prbf.g_01102	Prao.g_00917
OG0000792	Prbf.g_00065	Prao.g_00918
OG0000793	Prbf.g_01100	Prao.g_00919
OG0000794	Prbf.g_01099	Prao.g_00920
OG0000795	Prbf.g_01098	Prao.g_00921
OG0000796	Prbf.g_01095	Prao.g_00923
OG0000797	Prbf.g_01094	Prao.g_00925
OG0000798	Prbf.g_01093	Prao.g_00926
OG0000799	Prbf.g_01092	Prao.g_00927
OG0000800	Prbf.g_01091	Prao.g_00928
OG0000801	Prbf.g_01090	Prao.g_00929
OG0000802	Prbf.g_01088	Prao.g_00931
OG0000803	Prbf.g_01087	Prao.g_00932
OG0000804	Prbf.g_01083	Prao.g_00943
OG0000805	Prbf.g_01081	Prao.g_00945
OG0000806	Prbf.g_01080	Prao.g_00946
OG0000807	Prbf.g_01079	Prao.g_00947
OG0000808	Prbf.g_01078	Prao.g_00948
OG0000809	Prbf.g_01072	Prao.g_00952
OG0000810	Prbf.g_01070	Prao.g_00953
OG0000811	Prbf.g_01069	Prao.g_00954
OG0000812	Prbf.g_01068	Prao.g_00955
OG0000813	Prbf.g_01065	Prao.g_00956
OG0000814	Prbf.g_01064	Prao.g_00957
OG0000815	Prbf.g_01063	Prao.g_00958
OG0000816	Prbf.g_01060	Prao.g_00960
OG0000817	Prbf.g_01159	Prao.g_00963
OG0000818	Prbf.g_01160	Prao.g_00964
OG0000819	Prbf.g_01162	Prao.g_00966
OG0000820	Prbf.g_01163	Prao.g_00967
OG0000821	Prbf.g_01164	Prao.g_00968
OG0000822	Prbf.g_01165	Prao.g_00969
OG0000823	Prbf.g_01168	Prao.g_00972
OG0000824	Prbf.g_01169	Prao.g_00973
OG0000825	Prbf.g_01171	Prao.g_00975
OG0000826	Prbf.g_01172	Prao.g_00976
OG0000827	Prbf.g_01173	Prao.g_00977
OG0000828	Prbf.g_01175	Prao.g_00979
OG0000829	Prbf.g_01705	Prao.g_01007
OG0000830	Prbf.g_00296	Prao.g_01016
OG0000831	Prbf.g_00870	Prao.g_01019
OG0000832	Prbf.g_01924	Prao.g_01020
OG0000833	Prbf.g_00048	Prao.g_01027
OG0000834	Prbf.g_00876	Prao.g_01156
OG0000835	Prbf.g_01684	Prao.g_01152
OG0000836	Prbf.g_00062	Prao.g_01150
OG0000837	Prbf.g_00094	Prao.g_01137
OG0000838	Prbf.g_00787	Prao.g_01121
OG0000839	Prbf.g_00786	Prao.g_01120
OG0000840	Prbf.g_00285	Prao.g_01115
OG0000841	Prbf.g_00896	Prao.g_01108
OG0000842	Prbf.g_00902	Prao.g_01104
OG0000843	Prbf.g_00904	Prao.g_01102
OG0000844	Prbf.g_00905	Prao.g_01101
OG0000845	Prbf.g_00906	Prao.g_01100
OG0000846	Prbf.g_00907	Prao.g_01099
OG0000847	Prbf.g_00908	Prao.g_01098
OG0000848	Prbf.g_00909	Prao.g_01097
OG0000849	Prbf.g_00910	Prao.g_01096
OG0000850	Prbf.g_00911	Prao.g_01095
OG0000851	Prbf.g_00914	Prao.g_01093
OG0000852	Prbf.g_00917	Prao.g_01090
OG0000853	Prbf.g_00919	Prao.g_01088
OG0000854	Prbf.g_00920	Prao.g_01087
OG0000855	Prbf.g_00921	Prao.g_01086
OG0000856	Prbf.g_00922	Prao.g_01085
OG0000857	Prbf.g_00923	Prao.g_01084
OG0000858	Prbf.g_00926	Prao.g_01082
OG0000859	Prbf.g_00927	Prao.g_01081
OG0000860	Prbf.g_00928	Prao.g_01080
OG0000861	Prbf.g_00929	Prao.g_01079
OG0000862	Prbf.g_00930	Prao.g_01078
OG0000863	Prbf.g_00932	Prao.g_01077
OG0000864	Prbf.g_00933	Prao.g_01076
OG0000865	Prbf.g_00934	Prao.g_01075
OG0000866	Prbf.g_00935	Prao.g_01074
OG0000867	Prbf.g_00937	Prao.g_01071
OG0000868	Prbf.g_00939	Prao.g_01069
OG0000869	Prbf.g_00940	Prao.g_01068
OG0000870	Prbf.g_00943	Prao.g_01067
OG0000871	Prbf.g_00944	Prao.g_01066
OG0000872	Prbf.g_00946	Prao.g_01065
OG0000873	Prbf.g_00947	Prao.g_01064
OG0000874	Prbf.g_00948	Prao.g_01063
OG0000875	Prbf.g_00950	Prao.g_01062
OG0000876	Prbf.g_00952	Prao.g_01060
OG0000877	Prbf.g_00953	Prao.g_01059
OG0000878	Prbf.g_00954	Prao.g_01058
OG0000879	Prbf.g_00955	Prao.g_01057
OG0000880	Prbf.g_00956	Prao.g_01056
OG0000881	Prbf.g_00957	Prao.g_01055
OG0000882	Prbf.g_00958	Prao.g_01054
OG0000883	Prbf.g_00959	Prao.g_01053
OG0000884	Prbf.g_00960	Prao.g_01052
OG0000885	Prbf.g_00961	Prao.g_01051
OG0000886	Prbf.g_00962	Prao.g_01050
OG0000887	Prbf.g_00963	Prao.g_01049
OG0000888	Prbf.g_00964	Prao.g_01048
OG0000889	Prbf.g_00965	Prao.g_01047
OG0000890	Prbf.g_00966	Prao.g_01046
OG0000891	Prbf.g_00967	Prao.g_01045
OG0000892	Prbf.g_00968	Prao.g_01044
OG0000893	Prbf.g_00969	Prao.g_01043
OG0000894	Prbf.g_00970	Prao.g_01041
OG0000895	Prbf.g_00971	Prao.g_01040
OG0000896	Prbf.g_00973	Prao.g_01038
OG0000897	Prbf.g_00974	Prao.g_01037
OG0000898	Prbf.g_00975	Prao.g_01036
OG0000899	Prbf.g_00976	Prao.g_01035
OG0000900	Prbf.g_01914	Prao.g_01033
OG0000901	Prbf.g_00767	Prao.g_01305
OG0000902	Prbf.g_00037	Prao.g_01287
OG0000903	Prbf.g_00036	Prao.g_01286
OG0000904	Prbf.g_00035	Prao.g_01285
OG0000905	Prbf.g_00034	Prao.g_01284
OG0000906	Prbf.g_00033	Prao.g_01283
OG0000907	Prbf.g_00031	Prao.g_01281
OG0000908	Prbf.g_00030	Prao.g_01280
OG0000909	Prbf.g_00029	Prao.g_01279
OG0000910	Prbf.g_00028	Prao.g_01278
OG0000911	Prbf.g_00027	Prao.g_01277
OG0000912	Prbf.g_00024	Prao.g_01274
OG0000913	Prbf.g_00023	Prao.g_01273
OG0000914	Prbf.g_00022	Prao.g_01272
OG0000915	Prbf.g_00019	Prao.g_01270
OG0000916	Prbf.g_00018	Prao.g_01269
OG0000917	Prbf.g_00017	Prao.g_01268
OG0000918	Prbf.g_00016	Prao.g_01267
OG0000919	Prbf.g_00015	Prao.g_01266
OG0000920	Prbf.g_00014	Prao.g_01265
OG0000921	Prbf.g_00011	Prao.g_01263
OG0000922	Prbf.g_00010	Prao.g_01262
OG0000923	Prbf.g_00071	Prao.g_01257
OG0000924	Prbf.g_00070	Prao.g_01256
OG0000925	Prbf.g_00002	Prao.g_01253
OG0000926	Prbf.g_01782	Prao.g_01252
OG0000927	Prbf.g_00853, Prbf.g_00066	Prao.g_01251
OG0000928	Prbf.g_00256	Prao.g_01249
OG0000929	Prbf.g_00875	Prao.g_01247
OG0000930	Prbf.g_00893	Prao.g_01245
OG0000931	Prbf.g_01181	Prao.g_01244
OG0000932	Prbf.g_00856	Prao.g_01241
OG0000933	Prbf.g_00097	Prao.g_01237
OG0000934	Prbf.g_00098	Prao.g_01236
OG0000935	Prbf.g_00099	Prao.g_01235
OG0000936	Prbf.g_00100	Prao.g_01234
OG0000937	Prbf.g_00101	Prao.g_01233
OG0000938	Prbf.g_00102	Prao.g_01232
OG0000939	Prbf.g_00103	Prao.g_01231
OG0000940	Prbf.g_00104	Prao.g_01230
OG0000941	Prbf.g_00105	Prao.g_01229
OG0000942	Prbf.g_00106	Prao.g_01228
OG0000943	Prbf.g_00107	Prao.g_01227
OG0000944	Prbf.g_00108	Prao.g_01226
OG0000945	Prbf.g_00109	Prao.g_01225
OG0000946	Prbf.g_00110	Prao.g_01224
OG0000947	Prbf.g_00111	Prao.g_01223
OG0000948	Prbf.g_00112	Prao.g_01222
OG0000949	Prbf.g_00113	Prao.g_01221
OG0000950	Prbf.g_00514	Prao.g_01220
OG0000951	Prbf.g_00140	Prao.g_01379
OG0000952	Prbf.g_00141	Prao.g_01380
OG0000953	Prbf.g_00142	Prao.g_01381
OG0000954	Prbf.g_00143	Prao.g_01382
OG0000955	Prbf.g_00144	Prao.g_01383
OG0000956	Prbf.g_00146	Prao.g_01385
OG0000957	Prbf.g_00147	Prao.g_01386
OG0000958	Prbf.g_00148	Prao.g_01387
OG0000959	Prbf.g_00149	Prao.g_01388
OG0000960	Prbf.g_00150	Prao.g_01389
OG0000961	Prbf.g_00151	Prao.g_01390
OG0000962	Prbf.g_00152	Prao.g_01391
OG0000963	Prbf.g_00153	Prao.g_01392
OG0000964	Prbf.g_00154	Prao.g_01393
OG0000965	Prbf.g_00155	Prao.g_01395
OG0000966	Prbf.g_00156	Prao.g_01396
OG0000967	Prbf.g_00159	Prao.g_01399
OG0000968	Prbf.g_00160	Prao.g_01400
OG0000969	Prbf.g_00161	Prao.g_01401
OG0000970	Prbf.g_00162	Prao.g_01402
OG0000971	Prbf.g_00163	Prao.g_01403
OG0000972	Prbf.g_00164	Prao.g_01404
OG0000973	Prbf.g_00166	Prao.g_01406
OG0000974	Prbf.g_00167	Prao.g_01407
OG0000975	Prbf.g_00168	Prao.g_01408
OG0000976	Prbf.g_00169	Prao.g_01409
OG0000977	Prbf.g_00170	Prao.g_01410
OG0000978	Prbf.g_00171	Prao.g_01411
OG0000979	Prbf.g_00172	Prao.g_01412
OG0000980	Prbf.g_00173	Prao.g_01413
OG0000981	Prbf.g_00174	Prao.g_01414
OG0000982	Prbf.g_00175	Prao.g_01415
OG0000983	Prbf.g_00176	Prao.g_01416
OG0000984	Prbf.g_00180	Prao.g_01419
OG0000985	Prbf.g_00181	Prao.g_01420
OG0000986	Prbf.g_00182	Prao.g_01421
OG0000987	Prbf.g_00184	Prao.g_01423
OG0000988	Prbf.g_00185	Prao.g_01424
OG0000989	Prbf.g_00186	Prao.g_01425
OG0000990	Prbf.g_00187	Prao.g_01426
OG0000991	Prbf.g_00188	Prao.g_01427
OG0000992	Prbf.g_00189	Prao.g_01428
OG0000993	Prbf.g_00190	Prao.g_01429
OG0000994	Prbf.g_00191	Prao.g_01430
OG0000995	Prbf.g_00192	Prao.g_01431
OG0000996	Prbf.g_00193	Prao.g_01432
OG0000997	Prbf.g_00195	Prao.g_01434
OG0000998	Prbf.g_00201	Prao.g_01437
OG0000999	Prbf.g_00203	Prao.g_01439
OG0001000	Prbf.g_00205	Prao.g_01440
OG0001001	Prbf.g_00207	Prao.g_01441
OG0001002	Prbf.g_00209	Prao.g_01443
OG0001003	Prbf.g_00210	Prao.g_01444
OG0001004	Prbf.g_00211	Prao.g_01445
OG0001005	Prbf.g_00212	Prao.g_01446
OG0001006	Prbf.g_00214	Prao.g_01448
OG0001007	Prbf.g_00215	Prao.g_01449
OG0001008	Prbf.g_00216	Prao.g_01450
OG0001009	Prbf.g_00217	Prao.g_01451
OG0001010	Prbf.g_00218	Prao.g_01452
OG0001011	Prbf.g_00219	Prao.g_01453
OG0001012	Prbf.g_00220	Prao.g_01454
OG0001013	Prbf.g_00221	Prao.g_01455
OG0001014	Prbf.g_00222	Prao.g_01456
OG0001015	Prbf.g_00223	Prao.g_01457
OG0001016	Prbf.g_00224	Prao.g_01458
OG0001017	Prbf.g_00225	Prao.g_01459
OG0001018	Prbf.g_00226	Prao.g_01460
OG0001019	Prbf.g_00227	Prao.g_01461
OG0001020	Prbf.g_00228	Prao.g_01462
OG0001021	Prbf.g_00229	Prao.g_01463
OG0001022	Prbf.g_00230	Prao.g_01464
OG0001023	Prbf.g_00231	Prao.g_01465
OG0001024	Prbf.g_00233	Prao.g_01467
OG0001025	Prbf.g_00234	Prao.g_01468
OG0001026	Prbf.g_00235	Prao.g_01469
OG0001027	Prbf.g_00236	Prao.g_01470
OG0001028	Prbf.g_00239	Prao.g_01471
OG0001029	Prbf.g_00240	Prao.g_01472
OG0001030	Prbf.g_00243	Prao.g_01475
OG0001031	Prbf.g_00244	Prao.g_01476
OG0001032	Prbf.g_00750	Prao.g_01484
OG0001033	Prbf.g_01911	Prao.g_01491
OG0001034	Prbf.g_01230	Prao.g_01519
OG0001035	Prbf.g_00700	Prao.g_01546
OG0001036	Prbf.g_00699	Prao.g_01547
OG0001037	Prbf.g_00692	Prao.g_01553
OG0001038	Prbf.g_00691	Prao.g_01554
OG0001039	Prbf.g_00690	Prao.g_01555
OG0001040	Prbf.g_00689	Prao.g_01556
OG0001041	Prbf.g_00687	Prao.g_01558
OG0001042	Prbf.g_00686	Prao.g_01559
OG0001043	Prbf.g_00685	Prao.g_01560
OG0001044	Prbf.g_00684	Prao.g_01561
OG0001045	Prbf.g_00683	Prao.g_01562
OG0001046	Prbf.g_00681	Prao.g_01563
OG0001047	Prbf.g_00680	Prao.g_01564
OG0001048	Prbf.g_00679	Prao.g_01566
OG0001049	Prbf.g_00678	Prao.g_01567
OG0001050	Prbf.g_00677	Prao.g_01568
OG0001051	Prbf.g_00676	Prao.g_01569
OG0001052	Prbf.g_00675	Prao.g_01570
OG0001053	Prbf.g_00674	Prao.g_01571
OG0001054	Prbf.g_00673	Prao.g_01572
OG0001055	Prbf.g_00672	Prao.g_01573
OG0001056	Prbf.g_00671	Prao.g_01574
OG0001057	Prbf.g_00669	Prao.g_01576
OG0001058	Prbf.g_00668	Prao.g_01577
OG0001059	Prbf.g_00667	Prao.g_01578
OG0001060	Prbf.g_00666	Prao.g_01579
OG0001061	Prbf.g_00665	Prao.g_01580
OG0001062	Prbf.g_00664	Prao.g_01581
OG0001063	Prbf.g_00663	Prao.g_01582
OG0001064	Prbf.g_00662	Prao.g_01583
OG0001065	Prbf.g_00661	Prao.g_01584
OG0001066	Prbf.g_00660	Prao.g_01585
OG0001067	Prbf.g_00659	Prao.g_01586
OG0001068	Prbf.g_00658	Prao.g_01587
OG0001069	Prbf.g_00655	Prao.g_01590
OG0001070	Prbf.g_00653	Prao.g_01592
OG0001071	Prbf.g_00652	Prao.g_01593
OG0001072	Prbf.g_00651	Prao.g_01594
OG0001073	Prbf.g_00650	Prao.g_01595
OG0001074	Prbf.g_00649	Prao.g_01596
OG0001075	Prbf.g_00647	Prao.g_01597
OG0001076	Prbf.g_00645	Prao.g_01599
OG0001077	Prbf.g_00644	Prao.g_01600
OG0001078	Prbf.g_00643	Prao.g_01601
OG0001079	Prbf.g_00642	Prao.g_01602
OG0001080	Prbf.g_00641	Prao.g_01603
OG0001081	Prbf.g_00640	Prao.g_01604
OG0001082	Prbf.g_00639	Prao.g_01605
OG0001083	Prbf.g_00638	Prao.g_01606
OG0001084	Prbf.g_00637	Prao.g_01607
OG0001085	Prbf.g_00636	Prao.g_01608
OG0001086	Prbf.g_00630	Prao.g_01615
OG0001087	Prbf.g_00628	Prao.g_01616
OG0001088	Prbf.g_00627	Prao.g_01617
OG0001089	Prbf.g_00624	Prao.g_01619
OG0001090	Prbf.g_00623	Prao.g_01620
OG0001091	Prbf.g_00622	Prao.g_01621
OG0001092	Prbf.g_00621	Prao.g_01622
OG0001093	Prbf.g_00620	Prao.g_01623
OG0001094	Prbf.g_00619	Prao.g_01624
OG0001095	Prbf.g_00618	Prao.g_01625
OG0001096	Prbf.g_00617	Prao.g_01626
OG0001097	Prbf.g_00616	Prao.g_01627
OG0001098	Prbf.g_00615	Prao.g_01628
OG0001099	Prbf.g_00614	Prao.g_01629
OG0001100	Prbf.g_00613	Prao.g_01630
OG0001101	Prbf.g_00612	Prao.g_01631
OG0001102	Prbf.g_00608	Prao.g_01634
OG0001103	Prbf.g_00607	Prao.g_01635
OG0001104	Prbf.g_00604	Prao.g_01636
OG0001105	Prbf.g_00605	Prao.g_01638
OG0001106	Prbf.g_00609	Prao.g_01640
OG0001107	Prbf.g_00610	Prao.g_01641
OG0001108	Prbf.g_00611	Prao.g_01642
OG0001109	Prbf.g_00601	Prao.g_01645
OG0001110	Prbf.g_00599	Prao.g_01647
OG0001111	Prbf.g_00598	Prao.g_01648
OG0001112	Prbf.g_00597	Prao.g_01649
OG0001113	Prbf.g_00596	Prao.g_01650
OG0001114	Prbf.g_00595	Prao.g_01651
OG0001115	Prbf.g_00594	Prao.g_01652
OG0001116	Prbf.g_00593	Prao.g_01653
OG0001117	Prbf.g_00592	Prao.g_01654
OG0001118	Prbf.g_00591	Prao.g_01655
OG0001119	Prbf.g_00590	Prao.g_01656
OG0001120	Prbf.g_00589	Prao.g_01657
OG0001121	Prbf.g_00588	Prao.g_01658
OG0001122	Prbf.g_00587	Prao.g_01659
OG0001123	Prbf.g_00586	Prao.g_01660
OG0001124	Prbf.g_00585	Prao.g_01661
OG0001125	Prbf.g_00584	Prao.g_01662
OG0001126	Prbf.g_00583	Prao.g_01663
OG0001127	Prbf.g_00582	Prao.g_01664
OG0001128	Prbf.g_00581	Prao.g_01665
OG0001129	Prbf.g_00580	Prao.g_01666
OG0001130	Prbf.g_00579	Prao.g_01667
OG0001131	Prbf.g_00578	Prao.g_01668
