Orthogroup	Prbf	Praj
OG0000546	Prbf.g_01877	Praj.g_00582
OG0000547	Prbf.g_01878	Praj.g_00583
OG0000548	Prbf.g_01879	Praj.g_00584
OG0000549	Prbf.g_01881	Praj.g_00586
OG0000550	Prbf.g_01882	Praj.g_00587
OG0000551	Prbf.g_01883	Praj.g_00588
OG0000552	Prbf.g_01884	Praj.g_00589
OG0000553	Prbf.g_01885	Praj.g_00590
OG0000554	Prbf.g_01886	Praj.g_00591
OG0000555	Prbf.g_01888	Praj.g_00593
OG0000556	Prbf.g_01889	Praj.g_00594
OG0000557	Prbf.g_01890	Praj.g_00595
OG0000558	Prbf.g_01891	Praj.g_00596
OG0000559	Prbf.g_01892	Praj.g_00597
OG0000560	Prbf.g_01893	Praj.g_00598
OG0000561	Prbf.g_01894	Praj.g_00599
OG0000562	Prbf.g_01895	Praj.g_00600
OG0000563	Prbf.g_01896	Praj.g_00601
OG0000564	Prbf.g_01897	Praj.g_00602
OG0000565	Prbf.g_01898	Praj.g_00603
OG0000566	Prbf.g_01899	Praj.g_00604
OG0000567	Prbf.g_01900	Praj.g_00605
OG0000568	Prbf.g_01901	Praj.g_00606
OG0000569	Prbf.g_01903	Praj.g_00609
OG0000570	Prbf.g_01904	Praj.g_00610
OG0000571	Prbf.g_01906	Praj.g_00611
OG0000572	Prbf.g_01908	Praj.g_00613
OG0000573	Prbf.g_01909	Praj.g_00614
OG0000574	Prbf.g_01910	Praj.g_00615
OG0000575	Prbf.g_01912	Praj.g_00616
OG0000576	Prbf.g_01913	Praj.g_00617
OG0000577	Prbf.g_00977	Praj.g_00618
OG0000578	Prbf.g_00978	Praj.g_00619
OG0000579	Prbf.g_00979	Praj.g_00620
OG0000580	Prbf.g_00980	Praj.g_00621
OG0000581	Prbf.g_00981	Praj.g_00622
OG0000582	Prbf.g_00982	Praj.g_00623
OG0000583	Prbf.g_00983	Praj.g_00624
OG0000584	Prbf.g_00985	Praj.g_00626
OG0000585	Prbf.g_00986	Praj.g_00627
OG0000586	Prbf.g_00988	Praj.g_00628
OG0000587	Prbf.g_00989	Praj.g_00629
OG0000588	Prbf.g_00990	Praj.g_00630
OG0000589	Prbf.g_00991	Praj.g_00631
OG0000590	Prbf.g_00992	Praj.g_00632
OG0000591	Prbf.g_00993	Praj.g_00633
OG0000592	Prbf.g_00994	Praj.g_00634
OG0000593	Prbf.g_00995	Praj.g_00635
OG0000594	Prbf.g_00996	Praj.g_00636
OG0000595	Prbf.g_00997	Praj.g_00637
OG0000596	Prbf.g_00998	Praj.g_00638
OG0000597	Prbf.g_01002	Praj.g_00642
OG0000598	Prbf.g_01003	Praj.g_00643
OG0000599	Prbf.g_01004	Praj.g_00644
OG0000600	Prbf.g_01005	Praj.g_00645
OG0000601	Prbf.g_01006	Praj.g_00646
OG0000602	Prbf.g_01007	Praj.g_00647
OG0000603	Prbf.g_01008	Praj.g_00648
OG0000604	Prbf.g_01009	Praj.g_00649
OG0000605	Prbf.g_01010	Praj.g_00650
OG0000606	Prbf.g_01011	Praj.g_00651
OG0000607	Prbf.g_01013	Praj.g_00653
OG0000608	Prbf.g_01014	Praj.g_00654
OG0000609	Prbf.g_01016	Praj.g_00656
OG0000610	Prbf.g_01017	Praj.g_00657
OG0000611	Prbf.g_01293	Praj.g_00660
OG0000612	Prbf.g_01292	Praj.g_00661
OG0000613	Prbf.g_01290	Praj.g_00663
OG0000614	Prbf.g_01284	Praj.g_00671
OG0000615	Prbf.g_01283	Praj.g_00672
OG0000616	Prbf.g_01282	Praj.g_00673
OG0000617	Prbf.g_01279	Praj.g_00676
OG0000618	Prbf.g_01278	Praj.g_00677
OG0000619	Prbf.g_01277	Praj.g_00678
OG0000620	Prbf.g_01275	Praj.g_00680
OG0000621	Prbf.g_01274	Praj.g_00681
OG0000622	Prbf.g_01273	Praj.g_00682
OG0000623	Prbf.g_01272	Praj.g_00683
OG0000624	Prbf.g_01269	Praj.g_00686
OG0000625	Prbf.g_01268	Praj.g_00687
OG0000626	Prbf.g_01267	Praj.g_00688
OG0000627	Prbf.g_01264	Praj.g_01396
OG0000628	Prbf.g_01263	Praj.g_00689
OG0000629	Prbf.g_01262	Praj.g_00690
OG0000630	Prbf.g_01260	Praj.g_00692
OG0000631	Prbf.g_01258	Praj.g_00693
OG0000632	Prbf.g_00404	Praj.g_02137
OG0000633	Prbf.g_01334	Praj.g_01218
OG0000634	Prbf.g_01252	Praj.g_00699
OG0000635	Prbf.g_01030	Praj.g_00701
OG0000636	Prbf.g_01031	Praj.g_00702
OG0000637	Prbf.g_01033	Praj.g_00704
OG0000638	Prbf.g_01034	Praj.g_00705
OG0000639	Prbf.g_01035	Praj.g_00706
OG0000640	Prbf.g_01036	Praj.g_00707
OG0000641	Prbf.g_01037	Praj.g_00708
OG0000642	Prbf.g_01038	Praj.g_00709
OG0000643	Prbf.g_01039	Praj.g_00710
OG0000644	Prbf.g_01041	Praj.g_00712
OG0000645	Prbf.g_01043	Praj.g_00714
OG0000646	Prbf.g_01044	Praj.g_00715
OG0000647	Prbf.g_01045	Praj.g_00716
OG0000648	Prbf.g_01046	Praj.g_00718
OG0000649	Prbf.g_01047	Praj.g_00719
OG0000650	Prbf.g_01048	Praj.g_00720
OG0000651	Prbf.g_01049	Praj.g_00721
OG0000652	Prbf.g_01051	Praj.g_00723
OG0000653	Prbf.g_00863	Praj.g_00069
OG0000654	Prbf.g_00280	Praj.g_00091
OG0000655	Prbf.g_01920	Praj.g_01398
OG0000656	Prbf.g_00042	Praj.g_01054
OG0000657	Prbf.g_01929	Praj.g_00938
OG0000658	Prbf.g_01928	Praj.g_00937
OG0000659	Prbf.g_01927	Praj.g_00936
OG0000660	Prbf.g_01675	Praj.g_00373
OG0000661	Prbf.g_01150	Praj.g_00913
OG0000662	Prbf.g_01146	Praj.g_00915
OG0000663	Prbf.g_01144	Praj.g_00917
OG0000664	Prbf.g_01143	Praj.g_00918
OG0000665	Prbf.g_01142	Praj.g_00919
OG0000666	Prbf.g_01029	Praj.g_00763
OG0000667	Prbf.g_01250	Praj.g_00764
OG0000668	Prbf.g_01249	Praj.g_00765
OG0000669	Prbf.g_01248	Praj.g_00766
OG0000670	Prbf.g_01246	Praj.g_00768
OG0000671	Prbf.g_01245	Praj.g_00769
OG0000672	Prbf.g_01244	Praj.g_00770
OG0000673	Prbf.g_01243	Praj.g_00771
OG0000674	Prbf.g_01242	Praj.g_00772
OG0000675	Prbf.g_01241	Praj.g_00773
OG0000676	Prbf.g_01239	Praj.g_00775
OG0000677	Prbf.g_01237	Praj.g_00777
OG0000678	Prbf.g_01236	Praj.g_00778
OG0000679	Prbf.g_01235	Praj.g_00779
OG0000680	Prbf.g_01234	Praj.g_00780
OG0000681	Prbf.g_01233	Praj.g_00781
OG0000682	Prbf.g_01232	Praj.g_00782
OG0000683	Prbf.g_01231	Praj.g_00784
OG0000684	Prbf.g_01229	Praj.g_00786
OG0000685	Prbf.g_01228	Praj.g_00787
OG0000686	Prbf.g_01227	Praj.g_00788
OG0000687	Prbf.g_01226	Praj.g_00789
OG0000688	Prbf.g_01225	Praj.g_00790
OG0000689	Prbf.g_01224	Praj.g_00791
OG0000690	Prbf.g_01223	Praj.g_00792
OG0000691	Prbf.g_01221	Praj.g_00794
OG0000692	Prbf.g_01220	Praj.g_00795
OG0000693	Prbf.g_01219	Praj.g_00796
OG0000694	Prbf.g_01218	Praj.g_00797
OG0000695	Prbf.g_01217	Praj.g_00798
OG0000696	Prbf.g_01216	Praj.g_00799
OG0000697	Prbf.g_01214	Praj.g_00801
OG0000698	Prbf.g_01213	Praj.g_00802
OG0000699	Prbf.g_01209	Praj.g_00805
OG0000700	Prbf.g_01208	Praj.g_00806
OG0000701	Prbf.g_01206	Praj.g_00808
OG0000702	Prbf.g_01205	Praj.g_00809
OG0000703	Prbf.g_01204	Praj.g_00810
OG0000704	Prbf.g_01203	Praj.g_00811
OG0000705	Prbf.g_01201	Praj.g_00814
OG0000706	Prbf.g_01200	Praj.g_00815
OG0000707	Prbf.g_01199	Praj.g_00816
OG0000708	Prbf.g_01198	Praj.g_00817
OG0000709	Prbf.g_01197	Praj.g_00818
OG0000710	Prbf.g_01196	Praj.g_00819
OG0000711	Prbf.g_01195	Praj.g_00820
OG0000712	Prbf.g_01194	Praj.g_00821
OG0000713	Prbf.g_01193	Praj.g_00822
OG0000714	Prbf.g_01189	Praj.g_00825
OG0000715	Prbf.g_01188	Praj.g_00826
OG0000716	Prbf.g_01187	Praj.g_00827
OG0000717	Prbf.g_01186	Praj.g_00828
OG0000718	Prbf.g_01185	Praj.g_00829
OG0000719	Prbf.g_01183	Praj.g_00831
OG0000720	Prbf.g_01179	Praj.g_00835
OG0000721	Prbf.g_01178	Praj.g_00836
OG0000722	Prbf.g_00838	Praj.g_00869
OG0000723	Prbf.g_00833	Praj.g_00872
OG0000724	Prbf.g_01331	Praj.g_00877
OG0000725	Prbf.g_01329	Praj.g_00879
OG0000726	Prbf.g_01328	Praj.g_00880
OG0000727	Prbf.g_01326	Praj.g_00881
OG0000728	Prbf.g_01325	Praj.g_00882
OG0000729	Prbf.g_01323	Praj.g_00884
OG0000730	Prbf.g_01322	Praj.g_00885
OG0000731	Prbf.g_01320	Praj.g_00887
OG0000732	Prbf.g_01319	Praj.g_00888
OG0000733	Prbf.g_01318	Praj.g_00889
OG0000734	Prbf.g_01317	Praj.g_00890
OG0000735	Prbf.g_01316	Praj.g_00891
OG0000736	Prbf.g_01314	Praj.g_00893
OG0000737	Prbf.g_01313	Praj.g_00894
OG0000738	Prbf.g_01311	Praj.g_00897
OG0000739	Prbf.g_01310	Praj.g_00898
OG0000740	Prbf.g_01309	Praj.g_00899
OG0000741	Prbf.g_01307	Praj.g_00901
OG0000742	Prbf.g_01306	Praj.g_00902
OG0000743	Prbf.g_01302	Praj.g_00906
OG0000744	Prbf.g_01301	Praj.g_00907
OG0000745	Prbf.g_01299	Praj.g_00748
OG0000746	Prbf.g_01298	Praj.g_00749
OG0000747	Prbf.g_01297	Praj.g_00750
OG0000748	Prbf.g_01296	Praj.g_00751
OG0000749	Prbf.g_01295	Praj.g_00752
OG0000750	Prbf.g_01294	Praj.g_00753
OG0000751	Prbf.g_01021	Praj.g_00755
OG0000752	Prbf.g_01022	Praj.g_00756
OG0000753	Prbf.g_01023	Praj.g_00757
OG0000754	Prbf.g_01024	Praj.g_00758
OG0000755	Prbf.g_01026	Praj.g_00760
OG0000756	Prbf.g_01027	Praj.g_00761
OG0000757	Prbf.g_01028	Praj.g_00762
OG0000758	Prbf.g_01141	Praj.g_00920
OG0000759	Prbf.g_01140	Praj.g_00921
OG0000760	Prbf.g_01139	Praj.g_00922
OG0000761	Prbf.g_01138	Praj.g_00923
OG0000762	Prbf.g_01136	Praj.g_00925
OG0000763	Prbf.g_01135	Praj.g_00926
OG0000764	Prbf.g_01134	Praj.g_00927
OG0000765	Prbf.g_01133	Praj.g_00928
OG0000766	Prbf.g_01132	Praj.g_00929
OG0000767	Prbf.g_01131	Praj.g_00930
OG0000768	Prbf.g_01130	Praj.g_00931
OG0000769	Prbf.g_01129	Praj.g_00932
OG0000770	Prbf.g_01127	Praj.g_00933
OG0000771	Prbf.g_01126	Praj.g_00934
OG0000772	Prbf.g_01067	Praj.g_00847
OG0000773	Prbf.g_01124	Praj.g_00939
OG0000774	Prbf.g_01123	Praj.g_00940
OG0000775	Prbf.g_01122	Praj.g_00941
OG0000776	Prbf.g_01120	Praj.g_00943
OG0000777	Prbf.g_01119	Praj.g_00944
OG0000778	Prbf.g_01118	Praj.g_00945
OG0000779	Prbf.g_01116	Praj.g_00947
OG0000780	Prbf.g_01115	Praj.g_00948
OG0000781	Prbf.g_01114	Praj.g_00949
OG0000782	Prbf.g_01112	Praj.g_00951
OG0000783	Prbf.g_01111	Praj.g_00952
OG0000784	Prbf.g_01110	Praj.g_00953
OG0000785	Prbf.g_01109	Praj.g_00954
OG0000786	Prbf.g_01108	Praj.g_00955
OG0000787	Prbf.g_01106	Praj.g_00957
OG0000788	Prbf.g_01105	Praj.g_00958
OG0000789	Prbf.g_01104	Praj.g_00959
OG0000790	Prbf.g_01103	Praj.g_00960
OG0000791	Prbf.g_01102	Praj.g_00961
OG0000792	Prbf.g_00065	Praj.g_00085
OG0000793	Prbf.g_01100	Praj.g_00963
OG0000794	Prbf.g_01099	Praj.g_00964
OG0000795	Prbf.g_01098	Praj.g_00965
OG0000796	Prbf.g_01095	Praj.g_00966
OG0000797	Prbf.g_01094	Praj.g_00968
OG0000798	Prbf.g_01093	Praj.g_00969
OG0000799	Prbf.g_01092	Praj.g_00970
OG0000800	Prbf.g_01091	Praj.g_00971
OG0000801	Prbf.g_01090	Praj.g_00972
OG0000802	Prbf.g_01088	Praj.g_00973
OG0000803	Prbf.g_01087	Praj.g_00974
OG0000804	Prbf.g_01083	Praj.g_00991
OG0000805	Prbf.g_01081	Praj.g_00992
OG0000806	Prbf.g_01080	Praj.g_00993
OG0000807	Prbf.g_01079	Praj.g_00994
OG0000808	Prbf.g_01078	Praj.g_00995
OG0000809	Prbf.g_01072	Praj.g_00999
OG0000810	Prbf.g_01070	Praj.g_01001
OG0000811	Prbf.g_01069	Praj.g_01002
OG0000812	Prbf.g_01068	Praj.g_00846
OG0000813	Prbf.g_01065	Praj.g_01003
OG0000814	Prbf.g_01064	Praj.g_01004
OG0000815	Prbf.g_01063	Praj.g_01005
OG0000816	Prbf.g_01060	Praj.g_01008
OG0000817	Prbf.g_01159	Praj.g_01012
OG0000818	Prbf.g_01160	Praj.g_01013
OG0000819	Prbf.g_01162	Praj.g_01016
OG0000820	Prbf.g_01163	Praj.g_01017
OG0000821	Prbf.g_01164	Praj.g_01018
OG0000822	Prbf.g_01165	Praj.g_01019
OG0000823	Prbf.g_01168	Praj.g_01022
OG0000824	Prbf.g_01169	Praj.g_01023
OG0000825	Prbf.g_01171	Praj.g_00845
OG0000826	Prbf.g_01172	Praj.g_00844
OG0000827	Prbf.g_01173	Praj.g_00843
OG0000828	Prbf.g_01175	Praj.g_00841
OG0000829	Prbf.g_01705	Praj.g_00852
OG0000830	Prbf.g_00296	Praj.g_01063
OG0000831	Prbf.g_00870	Praj.g_01045
OG0000832	Prbf.g_01924	Praj.g_01728
OG0000833	Prbf.g_00048	Praj.g_02022
OG0000834	Prbf.g_00876	Praj.g_00378
OG0000835	Prbf.g_01684	Praj.g_00386
OG0000836	Prbf.g_00062	Praj.g_01725
OG0000837	Prbf.g_00094	Praj.g_01040
OG0000838	Prbf.g_00787	Praj.g_01833
OG0000839	Prbf.g_00786	Praj.g_01834
OG0000840	Prbf.g_00285	Praj.g_01083
OG0000841	Prbf.g_00896	Praj.g_01482
OG0000842	Prbf.g_00902	Praj.g_01476
OG0000843	Prbf.g_00904	Praj.g_01474
OG0000844	Prbf.g_00905	Praj.g_01473
OG0000845	Prbf.g_00906	Praj.g_01472
OG0000846	Prbf.g_00907	Praj.g_01471
OG0000847	Prbf.g_00908	Praj.g_01470
OG0000848	Prbf.g_00909	Praj.g_01469
OG0000849	Prbf.g_00910	Praj.g_01468
OG0000850	Prbf.g_00911	Praj.g_01467
OG0000851	Prbf.g_00914	Praj.g_01464
OG0000852	Prbf.g_00917	Praj.g_01462
OG0000853	Prbf.g_00919	Praj.g_01460
OG0000854	Prbf.g_00920	Praj.g_01459
OG0000855	Prbf.g_00921	Praj.g_01458
OG0000856	Prbf.g_00922	Praj.g_01457
OG0000857	Prbf.g_00923	Praj.g_01456
OG0000858	Prbf.g_00926	Praj.g_01453
OG0000859	Prbf.g_00927	Praj.g_01452
OG0000860	Prbf.g_00928	Praj.g_01451
OG0000861	Prbf.g_00929	Praj.g_01450
OG0000862	Prbf.g_00930	Praj.g_01449
OG0000863	Prbf.g_00932	Praj.g_01447
OG0000864	Prbf.g_00933	Praj.g_01446
OG0000865	Prbf.g_00934	Praj.g_01445
OG0000866	Prbf.g_00935	Praj.g_01444
OG0000867	Prbf.g_00937	Praj.g_01442
OG0000868	Prbf.g_00939	Praj.g_01440
OG0000869	Prbf.g_00940	Praj.g_01438
OG0000870	Prbf.g_00943	Praj.g_01437
OG0000871	Prbf.g_00944	Praj.g_01436
OG0000872	Prbf.g_00946	Praj.g_01434
OG0000873	Prbf.g_00947	Praj.g_01433
OG0000874	Prbf.g_00948	Praj.g_01432
OG0000875	Prbf.g_00950	Praj.g_01430
OG0000876	Prbf.g_00952	Praj.g_01428
OG0000877	Prbf.g_00953	Praj.g_01427
OG0000878	Prbf.g_00954	Praj.g_01426
OG0000879	Prbf.g_00955	Praj.g_01425
OG0000880	Prbf.g_00956	Praj.g_01424
OG0000881	Prbf.g_00957	Praj.g_01423
OG0000882	Prbf.g_00958	Praj.g_01422
OG0000883	Prbf.g_00959	Praj.g_01421
OG0000884	Prbf.g_00960	Praj.g_01420
OG0000885	Prbf.g_00961	Praj.g_01419
OG0000886	Prbf.g_00962	Praj.g_01418
OG0000887	Prbf.g_00963	Praj.g_01417
OG0000888	Prbf.g_00964	Praj.g_01416
OG0000889	Prbf.g_00965	Praj.g_01415
OG0000890	Prbf.g_00966	Praj.g_01414
OG0000891	Prbf.g_00967	Praj.g_01413
OG0000892	Prbf.g_00968	Praj.g_01411
OG0000893	Prbf.g_00969	Praj.g_01410
OG0000894	Prbf.g_00970	Praj.g_01409
OG0000895	Prbf.g_00971	Praj.g_01408
OG0000896	Prbf.g_00973	Praj.g_01407
OG0000897	Prbf.g_00974	Praj.g_01406
OG0000898	Prbf.g_00975	Praj.g_01405
OG0000899	Prbf.g_00976	Praj.g_01404
OG0000900	Prbf.g_01914	Praj.g_01403
OG0000901	Prbf.g_00767	Praj.g_01246
OG0000902	Prbf.g_00037	Praj.g_01517
OG0000903	Prbf.g_00036	Praj.g_01518
OG0000904	Prbf.g_00035	Praj.g_01519
OG0000905	Prbf.g_00034	Praj.g_01520
OG0000906	Prbf.g_00033	Praj.g_01522
OG0000907	Prbf.g_00031	Praj.g_01523
OG0000908	Prbf.g_00030	Praj.g_01524
OG0000909	Prbf.g_00029	Praj.g_01525
OG0000910	Prbf.g_00028	Praj.g_01526
OG0000911	Prbf.g_00027	Praj.g_01527
OG0000912	Prbf.g_00024	Praj.g_01530
OG0000913	Prbf.g_00023	Praj.g_01531
OG0000914	Prbf.g_00022	Praj.g_01532
OG0000915	Prbf.g_00019	Praj.g_01534
OG0000916	Prbf.g_00018	Praj.g_01535
OG0000917	Prbf.g_00017	Praj.g_01536
OG0000918	Prbf.g_00016	Praj.g_01537
OG0000919	Prbf.g_00015	Praj.g_01538
OG0000920	Prbf.g_00014	Praj.g_01539
OG0000921	Prbf.g_00011	Praj.g_01542
OG0000922	Prbf.g_00010	Praj.g_01543
OG0000923	Prbf.g_00071	Praj.g_01546
OG0000924	Prbf.g_00070	Praj.g_01547
OG0000925	Prbf.g_00002	Praj.g_01550
OG0000926	Prbf.g_01782	Praj.g_00732
OG0000927	Prbf.g_00853, Prbf.g_00066	Praj.g_01484
OG0000928	Prbf.g_00256	Praj.g_01011
OG0000929	Prbf.g_00875	Praj.g_01734
OG0000930	Prbf.g_00893	Praj.g_01573
OG0000931	Prbf.g_01181	Praj.g_00833
OG0000932	Prbf.g_00856	Praj.g_01160
OG0000933	Prbf.g_00097	Praj.g_01577
OG0000934	Prbf.g_00098	Praj.g_01578
OG0000935	Prbf.g_00099	Praj.g_01579
OG0000936	Prbf.g_00100	Praj.g_01580
OG0000937	Prbf.g_00101	Praj.g_01581
OG0000938	Prbf.g_00102	Praj.g_01582
OG0000939	Prbf.g_00103	Praj.g_01583
OG0000940	Prbf.g_00104	Praj.g_01584
OG0000941	Prbf.g_00105	Praj.g_01585
OG0000942	Prbf.g_00106	Praj.g_01586
OG0000943	Prbf.g_00107	Praj.g_01587
OG0000944	Prbf.g_00108	Praj.g_01588
OG0000945	Prbf.g_00109	Praj.g_01589
OG0000946	Prbf.g_00110	Praj.g_01590
OG0000947	Prbf.g_00111	Praj.g_01591
OG0000948	Prbf.g_00112	Praj.g_01592
OG0000949	Prbf.g_00113	Praj.g_01593
OG0000950	Prbf.g_00514	Praj.g_01995
OG0000951	Prbf.g_00140	Praj.g_01613
OG0000952	Prbf.g_00141	Praj.g_01614
OG0000953	Prbf.g_00142	Praj.g_01615
OG0000954	Prbf.g_00143	Praj.g_01616
OG0000955	Prbf.g_00144	Praj.g_01617
OG0000956	Prbf.g_00146	Praj.g_01619
OG0000957	Prbf.g_00147	Praj.g_01620
OG0000958	Prbf.g_00148	Praj.g_01621
OG0000959	Prbf.g_00149	Praj.g_01622
OG0000960	Prbf.g_00150	Praj.g_01623
OG0000961	Prbf.g_00151	Praj.g_01624
OG0000962	Prbf.g_00152	Praj.g_01625
OG0000963	Prbf.g_00153	Praj.g_01626
OG0000964	Prbf.g_00154	Praj.g_01628
OG0000965	Prbf.g_00155	Praj.g_01630
OG0000966	Prbf.g_00156	Praj.g_01631
OG0000967	Prbf.g_00159	Praj.g_01634
OG0000968	Prbf.g_00160	Praj.g_01635
OG0000969	Prbf.g_00161	Praj.g_01636
OG0000970	Prbf.g_00162	Praj.g_01637
OG0000971	Prbf.g_00163	Praj.g_01638
OG0000972	Prbf.g_00164	Praj.g_01639
OG0000973	Prbf.g_00166	Praj.g_01641
OG0000974	Prbf.g_00167	Praj.g_01642
OG0000975	Prbf.g_00168	Praj.g_01643
OG0000976	Prbf.g_00169	Praj.g_01644
OG0000977	Prbf.g_00170	Praj.g_01645
OG0000978	Prbf.g_00171	Praj.g_01646
OG0000979	Prbf.g_00172	Praj.g_01647
OG0000980	Prbf.g_00173	Praj.g_00454
OG0000981	Prbf.g_00174	Praj.g_01648
OG0000982	Prbf.g_00175	Praj.g_01649
OG0000983	Prbf.g_00176	Praj.g_01650
OG0000984	Prbf.g_00180	Praj.g_01653
OG0000985	Prbf.g_00181	Praj.g_01654
OG0000986	Prbf.g_00182	Praj.g_01655
OG0000987	Prbf.g_00184	Praj.g_01657
OG0000988	Prbf.g_00185	Praj.g_01658
OG0000989	Prbf.g_00186	Praj.g_01659
OG0000990	Prbf.g_00187	Praj.g_01660
OG0000991	Prbf.g_00188	Praj.g_01661
OG0000992	Prbf.g_00189	Praj.g_01662
OG0000993	Prbf.g_00190	Praj.g_01663
OG0000994	Prbf.g_00191	Praj.g_01664
OG0000995	Prbf.g_00192	Praj.g_01665
OG0000996	Prbf.g_00193	Praj.g_01666
OG0000997	Prbf.g_00195	Praj.g_01668
OG0000998	Prbf.g_00201	Praj.g_01674
OG0000999	Prbf.g_00203	Praj.g_01677
OG0001000	Prbf.g_00205	Praj.g_01678
OG0001001	Prbf.g_00207	Praj.g_01679
OG0001002	Prbf.g_00209	Praj.g_01681
OG0001003	Prbf.g_00210	Praj.g_01682
OG0001004	Prbf.g_00211	Praj.g_01683
OG0001005	Prbf.g_00212	Praj.g_01684
OG0001006	Prbf.g_00214	Praj.g_01686
OG0001007	Prbf.g_00215	Praj.g_01687
OG0001008	Prbf.g_00216	Praj.g_01688
OG0001009	Prbf.g_00217	Praj.g_01690
OG0001010	Prbf.g_00218	Praj.g_01691
OG0001011	Prbf.g_00219	Praj.g_01692
OG0001012	Prbf.g_00220	Praj.g_01693
OG0001013	Prbf.g_00221	Praj.g_01694
OG0001014	Prbf.g_00222	Praj.g_01695
OG0001015	Prbf.g_00223	Praj.g_01696
OG0001016	Prbf.g_00224	Praj.g_01697
OG0001017	Prbf.g_00225	Praj.g_01698
OG0001018	Prbf.g_00226	Praj.g_01699
OG0001019	Prbf.g_00227	Praj.g_01700
OG0001020	Prbf.g_00228	Praj.g_01701
OG0001021	Prbf.g_00229	Praj.g_01702
OG0001022	Prbf.g_00230	Praj.g_01703
OG0001023	Prbf.g_00231	Praj.g_01704
OG0001024	Prbf.g_00233	Praj.g_01706
OG0001025	Prbf.g_00234	Praj.g_01707
OG0001026	Prbf.g_00235	Praj.g_01708
OG0001027	Prbf.g_00236	Praj.g_01709
OG0001028	Prbf.g_00239	Praj.g_01711
OG0001029	Prbf.g_00240	Praj.g_01712
OG0001030	Prbf.g_00243	Praj.g_01715
OG0001031	Prbf.g_00244	Praj.g_01716
OG0001032	Prbf.g_00750	Praj.g_01499
OG0001033	Prbf.g_01911	Praj.g_01599
OG0001034	Prbf.g_01230	Praj.g_00785
OG0001035	Prbf.g_00700	Praj.g_01763
OG0001036	Prbf.g_00699	Praj.g_01764
OG0001037	Prbf.g_00692	Praj.g_01769
OG0001038	Prbf.g_00691	Praj.g_01770
OG0001039	Prbf.g_00690	Praj.g_01771
OG0001040	Prbf.g_00689	Praj.g_01772
OG0001041	Prbf.g_00687	Praj.g_01773
OG0001042	Prbf.g_00686	Praj.g_01774
OG0001043	Prbf.g_00685	Praj.g_01775
OG0001044	Prbf.g_00684	Praj.g_01776
OG0001045	Prbf.g_00683	Praj.g_01777
OG0001046	Prbf.g_00681	Praj.g_01778
OG0001047	Prbf.g_00680	Praj.g_01779
OG0001048	Prbf.g_00679	Praj.g_01780
OG0001049	Prbf.g_00678	Praj.g_01781
OG0001050	Prbf.g_00677	Praj.g_01782
OG0001051	Prbf.g_00676	Praj.g_01783
OG0001052	Prbf.g_00675	Praj.g_01784
OG0001053	Prbf.g_00674	Praj.g_01785
OG0001054	Prbf.g_00673	Praj.g_01786
OG0001055	Prbf.g_00672	Praj.g_01787
OG0001056	Prbf.g_00671	Praj.g_01788
OG0001057	Prbf.g_00669	Praj.g_01790
OG0001058	Prbf.g_00668	Praj.g_01791
OG0001059	Prbf.g_00667	Praj.g_01792
OG0001060	Prbf.g_00666	Praj.g_01793
OG0001061	Prbf.g_00665	Praj.g_01794
OG0001062	Prbf.g_00664	Praj.g_01796
OG0001063	Prbf.g_00663	Praj.g_01797
OG0001064	Prbf.g_00662	Praj.g_01798
OG0001065	Prbf.g_00661	Praj.g_01799
OG0001066	Prbf.g_00660	Praj.g_01800
OG0001067	Prbf.g_00659	Praj.g_01801
OG0001068	Prbf.g_00658	Praj.g_01802
OG0001069	Prbf.g_00655	Praj.g_01804
OG0001070	Prbf.g_00653	Praj.g_01806
OG0001071	Prbf.g_00652	Praj.g_01807
OG0001072	Prbf.g_00651	Praj.g_01808
OG0001073	Prbf.g_00650	Praj.g_01809
OG0001074	Prbf.g_00649	Praj.g_01810
OG0001075	Prbf.g_00647	Praj.g_01812
OG0001076	Prbf.g_00645	Praj.g_01814
OG0001077	Prbf.g_00644	Praj.g_01815
OG0001078	Prbf.g_00643	Praj.g_01816
OG0001079	Prbf.g_00642	Praj.g_01817
OG0001080	Prbf.g_00641	Praj.g_01818
OG0001081	Prbf.g_00640	Praj.g_01819
OG0001082	Prbf.g_00639	Praj.g_01820
OG0001083	Prbf.g_00638	Praj.g_01821
OG0001084	Prbf.g_00637	Praj.g_01822
OG0001085	Prbf.g_00636	Praj.g_01823
OG0001086	Prbf.g_00630	Praj.g_01868
OG0001087	Prbf.g_00628	Praj.g_01870
OG0001088	Prbf.g_00627	Praj.g_01871
OG0001089	Prbf.g_00624	Praj.g_01873
OG0001090	Prbf.g_00623	Praj.g_01874
OG0001091	Prbf.g_00622	Praj.g_01875
OG0001092	Prbf.g_00621	Praj.g_01876
OG0001093	Prbf.g_00620	Praj.g_01877
OG0001094	Prbf.g_00619	Praj.g_01878
OG0001095	Prbf.g_00618	Praj.g_01879
OG0001096	Prbf.g_00617	Praj.g_01880
OG0001097	Prbf.g_00616	Praj.g_01881
OG0001098	Prbf.g_00615	Praj.g_01882
OG0001099	Prbf.g_00614	Praj.g_01883
OG0001100	Prbf.g_00613	Praj.g_01884
OG0001101	Prbf.g_00612	Praj.g_01885
OG0001102	Prbf.g_00608	Praj.g_01894
OG0001103	Prbf.g_00607	Praj.g_01893
