Orthogroup	Prai	Prao
OG0000586	Prai.g_00669	Prao.g_00079
OG0000587	Prai.g_00670	Prao.g_00080
OG0000588	Prai.g_00671	Prao.g_00081
OG0000589	Prai.g_00672	Prao.g_00082
OG0000590	Prai.g_00673	Prao.g_00083
OG0000591	Prai.g_00674	Prao.g_00084
OG0000592	Prai.g_00675	Prao.g_00085
OG0000593	Prai.g_00676	Prao.g_00086
OG0000594	Prai.g_00677	Prao.g_00087
OG0000595	Prai.g_00678	Prao.g_00088
OG0000596	Prai.g_00679	Prao.g_00089
OG0000597	Prai.g_00683	Prao.g_00093
OG0000598	Prai.g_00684	Prao.g_00094
OG0000599	Prai.g_00685	Prao.g_00095
OG0000600	Prai.g_00686	Prao.g_00096
OG0000601	Prai.g_00687	Prao.g_00097
OG0000602	Prai.g_00688	Prao.g_00098
OG0000603	Prai.g_00689	Prao.g_00099
OG0000604	Prai.g_00690	Prao.g_00100
OG0000605	Prai.g_00691	Prao.g_00101
OG0000606	Prai.g_00692	Prao.g_00102
OG0000607	Prai.g_00693	Prao.g_00103
OG0000608	Prai.g_00694	Prao.g_00104
OG0000609	Prai.g_00696	Prao.g_00106
OG0000610	Prai.g_00697	Prao.g_00107
OG0000611	Prai.g_00699	Prao.g_00109
OG0000612	Prai.g_00700	Prao.g_00110
OG0000613	Prai.g_00702	Prao.g_00112
OG0000614	Prai.g_00708	Prao.g_00117
OG0000615	Prai.g_00709	Prao.g_00118
OG0000616	Prai.g_00710	Prao.g_00119
OG0000617	Prai.g_00712	Prao.g_00121
OG0000618	Prai.g_00713	Prao.g_00122
OG0000619	Prai.g_00714	Prao.g_00123
OG0000620	Prai.g_00716	Prao.g_00125
OG0000621	Prai.g_00717	Prao.g_00126
OG0000622	Prai.g_00718	Prao.g_00127
OG0000623	Prai.g_00719	Prao.g_00128
OG0000624	Prai.g_00721	Prao.g_00130
OG0000625	Prai.g_00722	Prao.g_00131
OG0000626	Prai.g_00723	Prao.g_00132
OG0000627	Prai.g_00724	Prao.g_00133
OG0000628	Prai.g_00725	Prao.g_00134
OG0000629	Prai.g_00726	Prao.g_00135
OG0000630	Prai.g_00728	Prao.g_00137
OG0000631	Prai.g_00729	Prao.g_00138
OG0000632	Prai.g_00732	Prao.g_00142
OG0000633	Prai.g_00733	Prao.g_00143
OG0000634	Prai.g_00749	Prao.g_00649
OG0000635	Prai.g_00751	Prao.g_00651
OG0000636	Prai.g_00752	Prao.g_00652
OG0000637	Prai.g_00754	Prao.g_00654
OG0000638	Prai.g_00755	Prao.g_00655
OG0000639	Prai.g_00756	Prao.g_00656
OG0000640	Prai.g_00757	Prao.g_00657
OG0000641	Prai.g_00758	Prao.g_00658
OG0000642	Prai.g_00759	Prao.g_00659
OG0000643	Prai.g_00760	Prao.g_00660
OG0000644	Prai.g_00762	Prao.g_00662
OG0000645	Prai.g_00763	Prao.g_00663
OG0000646	Prai.g_00764	Prao.g_00664
OG0000647	Prai.g_00765	Prao.g_00665
OG0000648	Prai.g_00766	Prao.g_00666
OG0000649	Prai.g_00767	Prao.g_00667
OG0000650	Prai.g_00768	Prao.g_00668
OG0000651	Prai.g_00769	Prao.g_00669
OG0000652	Prai.g_00771	Prao.g_00671
OG0000653	Prai.g_00897	Prao.g_00685
OG0000654	Prai.g_00894	Prao.g_00687
OG0000655	Prai.g_01293	Prao.g_00696
OG0000656	Prai.g_00883	Prao.g_00701
OG0000657	Prai.g_00882	Prao.g_00704
OG0000658	Prai.g_00881	Prao.g_00705
OG0000659	Prai.g_00880	Prao.g_00706
OG0000660	Prai.g_00869	Prao.g_00718
OG0000661	Prai.g_00860	Prao.g_00727
OG0000662	Prai.g_00858	Prao.g_00729
OG0000663	Prai.g_00857	Prao.g_00732
OG0000664	Prai.g_00856	Prao.g_00733
OG0000665	Prai.g_00855	Prao.g_00734
OG0000666	Prai.g_00854	Prao.g_00735
OG0000667	Prai.g_00853	Prao.g_00736
OG0000668	Prai.g_00852	Prao.g_00737
OG0000669	Prai.g_00851	Prao.g_00738
OG0000670	Prai.g_00849	Prao.g_00740
OG0000671	Prai.g_00848	Prao.g_00741
OG0000672	Prai.g_00847	Prao.g_00742
OG0000673	Prai.g_00846	Prao.g_00743
OG0000674	Prai.g_00845	Prao.g_00744
OG0000675	Prai.g_00844	Prao.g_00745
OG0000676	Prai.g_00842	Prao.g_00747
OG0000677	Prai.g_00839	Prao.g_00749
OG0000678	Prai.g_00838	Prao.g_00750
OG0000679	Prai.g_00837	Prao.g_00751
OG0000680	Prai.g_00836	Prao.g_00752
OG0000681	Prai.g_00835	Prao.g_00753
OG0000682	Prai.g_00834	Prao.g_00754
OG0000683	Prai.g_00833	Prao.g_00755
OG0000684	Prai.g_00832	Prao.g_00756
OG0000685	Prai.g_00831	Prao.g_00757
OG0000686	Prai.g_00830	Prao.g_00758
OG0000687	Prai.g_00829	Prao.g_00759
OG0000688	Prai.g_00828	Prao.g_00760
OG0000689	Prai.g_00827	Prao.g_00761
OG0000690	Prai.g_00826	Prao.g_00762
OG0000691	Prai.g_00824	Prao.g_00764
OG0000692	Prai.g_00823	Prao.g_00765
OG0000693	Prai.g_00822	Prao.g_00766
OG0000694	Prai.g_00821	Prao.g_00767
OG0000695	Prai.g_00820	Prao.g_00768
OG0000696	Prai.g_00819	Prao.g_00769
OG0000697	Prai.g_00817	Prao.g_00771
OG0000698	Prai.g_00816	Prao.g_00772
OG0000699	Prai.g_00812	Prao.g_00776
OG0000700	Prai.g_00811	Prao.g_00777
OG0000701	Prai.g_00810	Prao.g_00778
OG0000702	Prai.g_00809	Prao.g_00779
OG0000703	Prai.g_00808	Prao.g_00780
OG0000704	Prai.g_00807	Prao.g_00781
OG0000705	Prai.g_00805	Prao.g_00783
OG0000706	Prai.g_00804	Prao.g_00784
OG0000707	Prai.g_00803	Prao.g_00785
OG0000708	Prai.g_00802	Prao.g_00786
OG0000709	Prai.g_00801	Prao.g_00787
OG0000710	Prai.g_00800	Prao.g_00788
OG0000711	Prai.g_00799	Prao.g_00789
OG0000712	Prai.g_00798	Prao.g_00790
OG0000713	Prai.g_00797	Prao.g_00791
OG0000714	Prai.g_00795	Prao.g_00793
OG0000715	Prai.g_00794	Prao.g_00794
OG0000716	Prai.g_00793	Prao.g_00795
OG0000717	Prai.g_00792	Prao.g_00796
OG0000718	Prai.g_00791	Prao.g_00797
OG0000719	Prai.g_00789	Prao.g_00799
OG0000720	Prai.g_00787	Prao.g_00801
OG0000721	Prai.g_00786	Prao.g_00802
OG0000722	Prai.g_01060	Prao.g_00829
OG0000723	Prai.g_01057	Prao.g_00834
OG0000724	Prai.g_01054	Prao.g_00837
OG0000725	Prai.g_01053	Prao.g_00838
OG0000726	Prai.g_01052	Prao.g_00839
OG0000727	Prai.g_01051	Prao.g_00840
OG0000728	Prai.g_01050	Prao.g_00841
OG0000729	Prai.g_01049	Prao.g_00842
OG0000730	Prai.g_01048	Prao.g_00843
OG0000731	Prai.g_01046	Prao.g_00845
OG0000732	Prai.g_01045	Prao.g_00846
OG0000733	Prai.g_01044	Prao.g_00847
OG0000734	Prai.g_01043	Prao.g_00848
OG0000735	Prai.g_01042	Prao.g_00849
OG0000736	Prai.g_01040	Prao.g_00851
OG0000737	Prai.g_01039	Prao.g_00852
OG0000738	Prai.g_01037	Prao.g_00854
OG0000739	Prai.g_01036	Prao.g_00855
OG0000740	Prai.g_01035	Prao.g_00856
OG0000741	Prai.g_01033	Prao.g_00858
OG0000742	Prai.g_01032	Prao.g_00859
OG0000743	Prai.g_01029	Prao.g_00862
OG0000744	Prai.g_01028	Prao.g_00863
OG0000745	Prai.g_01027	Prao.g_00864
OG0000746	Prai.g_01026	Prao.g_00865
OG0000747	Prai.g_01025	Prao.g_00866
OG0000748	Prai.g_01024	Prao.g_00867
OG0000749	Prai.g_01023	Prao.g_00868
OG0000750	Prai.g_01022	Prao.g_00869
OG0000751	Prai.g_01020	Prao.g_00871
OG0000752	Prai.g_01019	Prao.g_00872
OG0000753	Prai.g_01018	Prao.g_00873
OG0000754	Prai.g_01017	Prao.g_00874
OG0000755	Prai.g_01015	Prao.g_00876
OG0000756	Prai.g_01014	Prao.g_00877
OG0000757	Prai.g_01013	Prao.g_00878
OG0000758	Prai.g_01012	Prao.g_00879
OG0000759	Prai.g_01011	Prao.g_00880
OG0000760	Prai.g_01010	Prao.g_00881
OG0000761	Prai.g_01009	Prao.g_00882
OG0000762	Prai.g_01007	Prao.g_00884
OG0000763	Prai.g_01006	Prao.g_00885
OG0000764	Prai.g_01005	Prao.g_00886
OG0000765	Prai.g_01004	Prao.g_00887
OG0000766	Prai.g_01003	Prao.g_00888
OG0000767	Prai.g_01002	Prao.g_00889
OG0000768	Prai.g_01001	Prao.g_00890
OG0000769	Prai.g_01000	Prao.g_00891
OG0000770	Prai.g_00999	Prao.g_00892
OG0000771	Prai.g_00998	Prao.g_00893
OG0000772	Prai.g_00997	Prao.g_00894
OG0000773	Prai.g_00995	Prao.g_00896
OG0000774	Prai.g_00994	Prao.g_00897
OG0000775	Prai.g_00993	Prao.g_00898
OG0000776	Prai.g_00992	Prao.g_00899
OG0000777	Prai.g_00991	Prao.g_00900
OG0000778	Prai.g_00990	Prao.g_00901
OG0000779	Prai.g_00988	Prao.g_00903
OG0000780	Prai.g_00987	Prao.g_00904
OG0000781	Prai.g_00986	Prao.g_00905
OG0000782	Prai.g_00984	Prao.g_00907
OG0000783	Prai.g_00983	Prao.g_00908
OG0000784	Prai.g_00982	Prao.g_00909
OG0000785	Prai.g_00981	Prao.g_00910
OG0000786	Prai.g_00980	Prao.g_00911
OG0000787	Prai.g_00978	Prao.g_00913
OG0000788	Prai.g_00977	Prao.g_00914
OG0000789	Prai.g_00976	Prao.g_00915
OG0000790	Prai.g_00975	Prao.g_00916
OG0000791	Prai.g_00974	Prao.g_00917
OG0000792	Prai.g_00973	Prao.g_00918
OG0000793	Prai.g_00972	Prao.g_00919
OG0000794	Prai.g_00971	Prao.g_00920
OG0000795	Prai.g_00970	Prao.g_00921
OG0000796	Prai.g_00968	Prao.g_00923
OG0000797	Prai.g_00966	Prao.g_00925
OG0000798	Prai.g_00965	Prao.g_00926
OG0000799	Prai.g_00964	Prao.g_00927
OG0000800	Prai.g_00963	Prao.g_00928
OG0000801	Prai.g_00962	Prao.g_00929
OG0000802	Prai.g_00960	Prao.g_00931
OG0000803	Prai.g_00959	Prao.g_00932
OG0000804	Prai.g_00948	Prao.g_00943
OG0000805	Prai.g_00946	Prao.g_00945
OG0000806	Prai.g_00945	Prao.g_00946
OG0000807	Prai.g_00944	Prao.g_00947
OG0000808	Prai.g_00943	Prao.g_00948
OG0000809	Prai.g_00940	Prao.g_00952
OG0000810	Prai.g_00939	Prao.g_00953
OG0000811	Prai.g_00938	Prao.g_00954
OG0000812	Prai.g_00937	Prao.g_00955
OG0000813	Prai.g_00936	Prao.g_00956
OG0000814	Prai.g_00935	Prao.g_00957
OG0000815	Prai.g_00934	Prao.g_00958
OG0000816	Prai.g_00932	Prao.g_00960
OG0000817	Prai.g_00929	Prao.g_00963
OG0000818	Prai.g_00928	Prao.g_00964
OG0000819	Prai.g_00926	Prao.g_00966
OG0000820	Prai.g_00925	Prao.g_00967
OG0000821	Prai.g_00924	Prao.g_00968
OG0000822	Prai.g_00923	Prao.g_00969
OG0000823	Prai.g_00920	Prao.g_00972
OG0000824	Prai.g_00919	Prao.g_00973
OG0000825	Prai.g_00917	Prao.g_00975
OG0000826	Prai.g_00916	Prao.g_00976
OG0000827	Prai.g_00915	Prao.g_00977
OG0000828	Prai.g_00913	Prao.g_00979
OG0000829	Prai.g_01088	Prao.g_01007
OG0000830	Prai.g_01098	Prao.g_01016
OG0000831	Prai.g_01101	Prao.g_01019
OG0000832	Prai.g_01102	Prao.g_01020
OG0000833	Prai.g_01109	Prao.g_01027
OG0000834	Prai.g_01113	Prao.g_01156
OG0000835	Prai.g_01117	Prao.g_01152
OG0000836	Prai.g_01119	Prao.g_01150
OG0000837	Prai.g_01130	Prao.g_01137
OG0000838	Prai.g_01144	Prao.g_01121
OG0000839	Prai.g_01145	Prao.g_01120
OG0000840	Prai.g_01151	Prao.g_01115
OG0000841	Prai.g_01153	Prao.g_01108
OG0000842	Prai.g_01157	Prao.g_01104
OG0000843	Prai.g_01159	Prao.g_01102
OG0000844	Prai.g_01160	Prao.g_01101
OG0000845	Prai.g_01161	Prao.g_01100
OG0000846	Prai.g_01162	Prao.g_01099
OG0000847	Prai.g_01163	Prao.g_01098
OG0000848	Prai.g_01164	Prao.g_01097
OG0000849	Prai.g_01165	Prao.g_01096
OG0000850	Prai.g_01166	Prao.g_01095
OG0000851	Prai.g_01168	Prao.g_01093
OG0000852	Prai.g_01170	Prao.g_01090
OG0000853	Prai.g_01172	Prao.g_01088
OG0000854	Prai.g_01173	Prao.g_01087
OG0000855	Prai.g_01174	Prao.g_01086
OG0000856	Prai.g_01175	Prao.g_01085
OG0000857	Prai.g_01176	Prao.g_01084
OG0000858	Prai.g_01178	Prao.g_01082
OG0000859	Prai.g_01179	Prao.g_01081
OG0000860	Prai.g_01180	Prao.g_01080
OG0000861	Prai.g_01181	Prao.g_01079
OG0000862	Prai.g_01182	Prao.g_01078
OG0000863	Prai.g_01183	Prao.g_01077
OG0000864	Prai.g_01184	Prao.g_01076
OG0000865	Prai.g_01185	Prao.g_01075
OG0000866	Prai.g_01186	Prao.g_01074
OG0000867	Prai.g_01189	Prao.g_01071
OG0000868	Prai.g_01191	Prao.g_01069
OG0000869	Prai.g_01192	Prao.g_01068
OG0000870	Prai.g_01193	Prao.g_01067
OG0000871	Prai.g_01194	Prao.g_01066
OG0000872	Prai.g_01196	Prao.g_01065
OG0000873	Prai.g_01197	Prao.g_01064
OG0000874	Prai.g_01198	Prao.g_01063
OG0000875	Prai.g_01200	Prao.g_01062
OG0000876	Prai.g_01202	Prao.g_01060
OG0000877	Prai.g_01203	Prao.g_01059
OG0000878	Prai.g_01204	Prao.g_01058
OG0000879	Prai.g_01205	Prao.g_01057
OG0000880	Prai.g_01206	Prao.g_01056
OG0000881	Prai.g_01207	Prao.g_01055
OG0000882	Prai.g_01208	Prao.g_01054
OG0000883	Prai.g_01209	Prao.g_01053
OG0000884	Prai.g_01210	Prao.g_01052
OG0000885	Prai.g_01211	Prao.g_01051
OG0000886	Prai.g_01212	Prao.g_01050
OG0000887	Prai.g_01213	Prao.g_01049
OG0000888	Prai.g_01214	Prao.g_01048
OG0000889	Prai.g_01215	Prao.g_01047
OG0000890	Prai.g_01216	Prao.g_01046
OG0000891	Prai.g_01217	Prao.g_01045
OG0000892	Prai.g_01218	Prao.g_01044
OG0000893	Prai.g_01219	Prao.g_01043
OG0000894	Prai.g_01221	Prao.g_01041
OG0000895	Prai.g_01222	Prao.g_01040
OG0000896	Prai.g_01224	Prao.g_01038
OG0000897	Prai.g_01225	Prao.g_01037
OG0000898	Prai.g_01226	Prao.g_01036
OG0000899	Prai.g_01227	Prao.g_01035
OG0000900	Prai.g_01229	Prao.g_01033
OG0000901	Prai.g_01310	Prao.g_01305
OG0000902	Prai.g_01323	Prao.g_01287
OG0000903	Prai.g_01324	Prao.g_01286
OG0000904	Prai.g_01325	Prao.g_01285
OG0000905	Prai.g_01326	Prao.g_01284
OG0000906	Prai.g_01327	Prao.g_01283
OG0000907	Prai.g_01330	Prao.g_01281
OG0000908	Prai.g_01331	Prao.g_01280
OG0000909	Prai.g_01332	Prao.g_01279
OG0000910	Prai.g_01333	Prao.g_01278
OG0000911	Prai.g_01334	Prao.g_01277
OG0000912	Prai.g_01337	Prao.g_01274
OG0000913	Prai.g_01338	Prao.g_01273
OG0000914	Prai.g_01339	Prao.g_01272
OG0000915	Prai.g_01341	Prao.g_01270
OG0000916	Prai.g_01342	Prao.g_01269
OG0000917	Prai.g_01343	Prao.g_01268
OG0000918	Prai.g_01344	Prao.g_01267
OG0000919	Prai.g_01345	Prao.g_01266
OG0000920	Prai.g_01346	Prao.g_01265
OG0000921	Prai.g_01348	Prao.g_01263
OG0000922	Prai.g_01349	Prao.g_01262
OG0000923	Prai.g_01353	Prao.g_01257
OG0000924	Prai.g_01354	Prao.g_01256
OG0000925	Prai.g_01357	Prao.g_01253
OG0000926	Prai.g_01358	Prao.g_01252
OG0000928	Prai.g_01360	Prao.g_01249
OG0000929	Prai.g_01362	Prao.g_01247
OG0000930	Prai.g_01364	Prao.g_01245
OG0000931	Prai.g_01365	Prao.g_01244
OG0000932	Prai.g_01368	Prao.g_01241
OG0000933	Prai.g_01372	Prao.g_01237
OG0000934	Prai.g_01373	Prao.g_01236
OG0000935	Prai.g_01374	Prao.g_01235
OG0000936	Prai.g_01375	Prao.g_01234
OG0000937	Prai.g_01376	Prao.g_01233
OG0000938	Prai.g_01377	Prao.g_01232
OG0000939	Prai.g_01378	Prao.g_01231
OG0000940	Prai.g_01379	Prao.g_01230
OG0000941	Prai.g_01380	Prao.g_01229
OG0000942	Prai.g_01381	Prao.g_01228
OG0000943	Prai.g_01382	Prao.g_01227
OG0000944	Prai.g_01383	Prao.g_01226
OG0000945	Prai.g_01384	Prao.g_01225
OG0000946	Prai.g_01385	Prao.g_01224
OG0000947	Prai.g_01386	Prao.g_01223
OG0000948	Prai.g_01387	Prao.g_01222
OG0000949	Prai.g_01388	Prao.g_01221
OG0000950	Prai.g_01392	Prao.g_01220
OG0000951	Prai.g_01445	Prao.g_01379
OG0000952	Prai.g_01446	Prao.g_01380
OG0000953	Prai.g_01447	Prao.g_01381
OG0000954	Prai.g_01448	Prao.g_01382
OG0000955	Prai.g_01449	Prao.g_01383
OG0000956	Prai.g_01451	Prao.g_01385
OG0000957	Prai.g_01452	Prao.g_01386
OG0000958	Prai.g_01453	Prao.g_01387
OG0000959	Prai.g_01454	Prao.g_01388
OG0000960	Prai.g_01455	Prao.g_01389
OG0000961	Prai.g_01456	Prao.g_01390
OG0000962	Prai.g_01457	Prao.g_01391
OG0000963	Prai.g_01458	Prao.g_01392
OG0000964	Prai.g_01459	Prao.g_01393
OG0000965	Prai.g_01461	Prao.g_01395
OG0000966	Prai.g_01462	Prao.g_01396
OG0000967	Prai.g_01465	Prao.g_01399
OG0000968	Prai.g_01466	Prao.g_01400
OG0000969	Prai.g_01467	Prao.g_01401
OG0000970	Prai.g_01468	Prao.g_01402
OG0000971	Prai.g_01469	Prao.g_01403
OG0000972	Prai.g_01470	Prao.g_01404
OG0000973	Prai.g_01472	Prao.g_01406
OG0000974	Prai.g_01473	Prao.g_01407
OG0000975	Prai.g_01474	Prao.g_01408
OG0000976	Prai.g_01475	Prao.g_01409
OG0000977	Prai.g_01476	Prao.g_01410
OG0000978	Prai.g_01477	Prao.g_01411
OG0000979	Prai.g_01478	Prao.g_01412
OG0000980	Prai.g_01479	Prao.g_01413
OG0000981	Prai.g_01480	Prao.g_01414
OG0000982	Prai.g_01481	Prao.g_01415
OG0000983	Prai.g_01482	Prao.g_01416
OG0000984	Prai.g_01485	Prao.g_01419
OG0000985	Prai.g_01486	Prao.g_01420
OG0000986	Prai.g_01487	Prao.g_01421
OG0000987	Prai.g_01489	Prao.g_01423
OG0000988	Prai.g_01490	Prao.g_01424
OG0000989	Prai.g_01491	Prao.g_01425
OG0000990	Prai.g_01492	Prao.g_01426
OG0000991	Prai.g_01493	Prao.g_01427
OG0000992	Prai.g_01494	Prao.g_01428
OG0000993	Prai.g_01495	Prao.g_01429
OG0000994	Prai.g_01496	Prao.g_01430
OG0000995	Prai.g_01497	Prao.g_01431
OG0000996	Prai.g_01498	Prao.g_01432
OG0000997	Prai.g_01500	Prao.g_01434
OG0000998	Prai.g_01502	Prao.g_01437
OG0000999	Prai.g_01504	Prao.g_01439
OG0001000	Prai.g_01505	Prao.g_01440
OG0001001	Prai.g_01507	Prao.g_01441
OG0001002	Prai.g_01509	Prao.g_01443
OG0001003	Prai.g_01510	Prao.g_01444
OG0001004	Prai.g_01511	Prao.g_01445
OG0001005	Prai.g_01512	Prao.g_01446
OG0001006	Prai.g_01514	Prao.g_01448
OG0001007	Prai.g_01515	Prao.g_01449
OG0001008	Prai.g_01516	Prao.g_01450
OG0001009	Prai.g_01517	Prao.g_01451
OG0001010	Prai.g_01518	Prao.g_01452
OG0001011	Prai.g_01519	Prao.g_01453
OG0001012	Prai.g_01520	Prao.g_01454
OG0001013	Prai.g_01521	Prao.g_01455
OG0001014	Prai.g_01522	Prao.g_01456
OG0001015	Prai.g_01523	Prao.g_01457
OG0001016	Prai.g_01524	Prao.g_01458
OG0001017	Prai.g_01525	Prao.g_01459
OG0001018	Prai.g_01526	Prao.g_01460
OG0001019	Prai.g_01527	Prao.g_01461
OG0001020	Prai.g_01528	Prao.g_01462
OG0001021	Prai.g_01529	Prao.g_01463
OG0001022	Prai.g_01530	Prao.g_01464
OG0001023	Prai.g_01531	Prao.g_01465
OG0001024	Prai.g_01533	Prao.g_01467
OG0001025	Prai.g_01534	Prao.g_01468
OG0001026	Prai.g_01535	Prao.g_01469
OG0001027	Prai.g_01536	Prao.g_01470
OG0001028	Prai.g_01537	Prao.g_01471
OG0001029	Prai.g_01538	Prao.g_01472
OG0001030	Prai.g_01541	Prao.g_01475
OG0001031	Prai.g_01542	Prao.g_01476
OG0001032	Prai.g_01550	Prao.g_01484
OG0001033	Prai.g_01558	Prao.g_01491
OG0001034	Prai.g_01597	Prao.g_01519
OG0001035	Prai.g_01632	Prao.g_01546
OG0001036	Prai.g_01633	Prao.g_01547
OG0001037	Prai.g_01639	Prao.g_01553
OG0001038	Prai.g_01640	Prao.g_01554
OG0001039	Prai.g_01641	Prao.g_01555
OG0001040	Prai.g_01642	Prao.g_01556
OG0001041	Prai.g_01644	Prao.g_01558
OG0001042	Prai.g_01645	Prao.g_01559
OG0001043	Prai.g_01646	Prao.g_01560
OG0001044	Prai.g_01647	Prao.g_01561
OG0001045	Prai.g_01648	Prao.g_01562
OG0001046	Prai.g_01649	Prao.g_01563
OG0001047	Prai.g_01650	Prao.g_01564
OG0001048	Prai.g_01652	Prao.g_01566
OG0001049	Prai.g_01653	Prao.g_01567
OG0001050	Prai.g_01654	Prao.g_01568
OG0001051	Prai.g_01655	Prao.g_01569
OG0001052	Prai.g_01656	Prao.g_01570
OG0001053	Prai.g_01657	Prao.g_01571
OG0001054	Prai.g_01658	Prao.g_01572
OG0001055	Prai.g_01659	Prao.g_01573
OG0001056	Prai.g_01660	Prao.g_01574
OG0001057	Prai.g_01662	Prao.g_01576
OG0001058	Prai.g_01663	Prao.g_01577
OG0001059	Prai.g_01664	Prao.g_01578
OG0001060	Prai.g_01665	Prao.g_01579
OG0001061	Prai.g_01666	Prao.g_01580
OG0001062	Prai.g_01667	Prao.g_01581
OG0001063	Prai.g_01668	Prao.g_01582
OG0001064	Prai.g_01669	Prao.g_01583
OG0001065	Prai.g_01670	Prao.g_01584
OG0001066	Prai.g_01671	Prao.g_01585
OG0001067	Prai.g_01672	Prao.g_01586
OG0001068	Prai.g_01673	Prao.g_01587
OG0001069	Prai.g_01676	Prao.g_01590
OG0001070	Prai.g_01678	Prao.g_01592
OG0001071	Prai.g_01679	Prao.g_01593
OG0001072	Prai.g_01680	Prao.g_01594
OG0001073	Prai.g_01681	Prao.g_01595
OG0001074	Prai.g_01682	Prao.g_01596
OG0001075	Prai.g_01683	Prao.g_01597
OG0001076	Prai.g_01685	Prao.g_01599
OG0001077	Prai.g_01686	Prao.g_01600
OG0001078	Prai.g_01687	Prao.g_01601
OG0001079	Prai.g_01688	Prao.g_01602
OG0001080	Prai.g_01689	Prao.g_01603
OG0001081	Prai.g_01690	Prao.g_01604
OG0001082	Prai.g_01691	Prao.g_01605
OG0001083	Prai.g_01692	Prao.g_01606
OG0001084	Prai.g_01693	Prao.g_01607
OG0001085	Prai.g_01694	Prao.g_01608
OG0001086	Prai.g_01701	Prao.g_01615
OG0001087	Prai.g_01702	Prao.g_01616
OG0001088	Prai.g_01703	Prao.g_01617
OG0001089	Prai.g_01705	Prao.g_01619
OG0001090	Prai.g_01706	Prao.g_01620
OG0001091	Prai.g_01707	Prao.g_01621
OG0001092	Prai.g_01708	Prao.g_01622
OG0001093	Prai.g_01709	Prao.g_01623
OG0001094	Prai.g_01710	Prao.g_01624
OG0001095	Prai.g_01711	Prao.g_01625
OG0001096	Prai.g_01712	Prao.g_01626
OG0001097	Prai.g_01713	Prao.g_01627
OG0001098	Prai.g_01714	Prao.g_01628
OG0001099	Prai.g_01715	Prao.g_01629
OG0001100	Prai.g_01716	Prao.g_01630
OG0001101	Prai.g_01717	Prao.g_01631
OG0001102	Prai.g_01720	Prao.g_01634
OG0001103	Prai.g_01721	Prao.g_01635
OG0001104	Prai.g_01722	Prao.g_01636
OG0001105	Prai.g_01724	Prao.g_01638
OG0001106	Prai.g_01726	Prao.g_01640
OG0001107	Prai.g_01727	Prao.g_01641
OG0001108	Prai.g_01728	Prao.g_01642
OG0001109	Prai.g_01734	Prao.g_01645
OG0001110	Prai.g_01736	Prao.g_01647
OG0001111	Prai.g_01737	Prao.g_01648
OG0001112	Prai.g_01738	Prao.g_01649
OG0001113	Prai.g_01739	Prao.g_01650
OG0001114	Prai.g_01740	Prao.g_01651
OG0001115	Prai.g_01741	Prao.g_01652
OG0001116	Prai.g_01742	Prao.g_01653
OG0001117	Prai.g_01743	Prao.g_01654
OG0001118	Prai.g_01744	Prao.g_01655
OG0001119	Prai.g_01746	Prao.g_01656
OG0001120	Prai.g_01747	Prao.g_01657
OG0001121	Prai.g_01748	Prao.g_01658
OG0001122	Prai.g_01749	Prao.g_01659
OG0001123	Prai.g_01750	Prao.g_01660
OG0001124	Prai.g_01751	Prao.g_01661
OG0001125	Prai.g_01752	Prao.g_01662
OG0001126	Prai.g_01753	Prao.g_01663
OG0001127	Prai.g_01754	Prao.g_01664
OG0001128	Prai.g_01755	Prao.g_01665
OG0001129	Prai.g_01756	Prao.g_01666
OG0001130	Prai.g_01757	Prao.g_01667
OG0001131	Prai.g_01758	Prao.g_01668
OG0001132	Prai.g_01759	Prao.g_01669
OG0001133	Prai.g_01760	Prao.g_01670
OG0001134	Prai.g_01761	Prao.g_01671
OG0001135	Prai.g_01762	Prao.g_01672
OG0001136	Prai.g_01763	Prao.g_01673
OG0001137	Prai.g_01764	Prao.g_01674
OG0001138	Prai.g_01765	Prao.g_01675
OG0001139	Prai.g_01766	Prao.g_01676
OG0001140	Prai.g_01767	Prao.g_01677
OG0001141	Prai.g_01769	Prao.g_01679
OG0001142	Prai.g_01770	Prao.g_01680
OG0001143	Prai.g_01776	Prao.g_01681
OG0001144	Prai.g_01778	Prao.g_01683
OG0001145	Prai.g_01780	Prao.g_01685
OG0001146	Prai.g_01781	Prao.g_01686
OG0001147	Prai.g_01783	Prao.g_01688
OG0001148	Prai.g_01784	Prao.g_01689
OG0001149	Prai.g_01785	Prao.g_01690
OG0001150	Prai.g_01788	Prao.g_01693
OG0001151	Prai.g_01789	Prao.g_01694
OG0001152	Prai.g_01790	Prao.g_01695
OG0001153	Prai.g_01791	Prao.g_01696
OG0001154	Prai.g_01792	Prao.g_01697
OG0001155	Prai.g_01793	Prao.g_01698
OG0001156	Prai.g_01794	Prao.g_01699
OG0001157	Prai.g_01796	Prao.g_01701
OG0001158	Prai.g_01797	Prao.g_01702
OG0001159	Prai.g_01798	Prao.g_01703
OG0001160	Prai.g_01799	Prao.g_01704
OG0001161	Prai.g_01802	Prao.g_01707
OG0001162	Prai.g_01803	Prao.g_01708
OG0001163	Prai.g_01804	Prao.g_01709
OG0001164	Prai.g_01805	Prao.g_01710
OG0001165	Prai.g_01806	Prao.g_01711
OG0001166	Prai.g_01807	Prao.g_01712
OG0001167	Prai.g_01808	Prao.g_01713
OG0001168	Prai.g_01810	Prao.g_01715
