Orthogroup	Prai	Prbk
OG0000572	Prai.g_00654	Prbk.g_02616
OG0000573	Prai.g_00655	Prbk.g_02617
OG0000574	Prai.g_00656	Prbk.g_02618
OG0000575	Prai.g_00657	Prbk.g_02621
OG0000576	Prai.g_00658	Prbk.g_02623
OG0000577	Prai.g_00659	Prbk.g_02624
OG0000578	Prai.g_00660	Prbk.g_02626
OG0000579	Prai.g_00661	Prbk.g_02627
OG0000580	Prai.g_00662	Prbk.g_02628
OG0000581	Prai.g_00663	Prbk.g_02629
OG0000582	Prai.g_00664	Prbk.g_02631
OG0000583	Prai.g_00665	Prbk.g_02632
OG0000584	Prai.g_00667	Prbk.g_02634
OG0000585	Prai.g_00668	Prbk.g_02635
OG0000586	Prai.g_00669	Prbk.g_02637
OG0000587	Prai.g_00670	Prbk.g_02638
OG0000588	Prai.g_00671	Prbk.g_02639
OG0000589	Prai.g_00672	Prbk.g_02647
OG0000590	Prai.g_00673	Prbk.g_02648
OG0000591	Prai.g_00674	Prbk.g_02649
OG0000592	Prai.g_00675	Prbk.g_02650
OG0000593	Prai.g_00676	Prbk.g_02651
OG0000594	Prai.g_00677	Prbk.g_02654
OG0000595	Prai.g_00678	Prbk.g_02655
OG0000596	Prai.g_00679	Prbk.g_02656
OG0000597	Prai.g_00683	Prbk.g_00729
OG0000598	Prai.g_00684	Prbk.g_00728
OG0000599	Prai.g_00685	Prbk.g_00727
OG0000600	Prai.g_00686	Prbk.g_00726
OG0000601	Prai.g_00687	Prbk.g_00725
OG0000602	Prai.g_00688	Prbk.g_00723
OG0000603	Prai.g_00689	Prbk.g_00720
OG0000604	Prai.g_00690	Prbk.g_00719
OG0000605	Prai.g_00691	Prbk.g_00718
OG0000606	Prai.g_00692	Prbk.g_00717
OG0000607	Prai.g_00693	Prbk.g_00715
OG0000608	Prai.g_00694	Prbk.g_00714
OG0000609	Prai.g_00696	Prbk.g_00712
OG0000610	Prai.g_00697	Prbk.g_00711
OG0000611	Prai.g_00699	Prbk.g_00708
OG0000612	Prai.g_00700	Prbk.g_00706
OG0000613	Prai.g_00702	Prbk.g_00478
OG0000614	Prai.g_00708	Prbk.g_01361
OG0000615	Prai.g_00709	Prbk.g_01767
OG0000616	Prai.g_00710	Prbk.g_00672
OG0000617	Prai.g_00712	Prbk.g_02509
OG0000618	Prai.g_00713	Prbk.g_01925
OG0000619	Prai.g_00714	Prbk.g_01805
OG0000620	Prai.g_00716	Prbk.g_01827
OG0000621	Prai.g_00717	Prbk.g_01821
OG0000622	Prai.g_00718	Prbk.g_01817
OG0000623	Prai.g_00719	Prbk.g_01816
OG0000624	Prai.g_00721	Prbk.g_01802
OG0000625	Prai.g_00722	Prbk.g_01801
OG0000626	Prai.g_00723	Prbk.g_01800
OG0000627	Prai.g_00724	Prbk.g_01760
OG0000628	Prai.g_00725	Prbk.g_01761
OG0000629	Prai.g_00726	Prbk.g_01764
OG0000630	Prai.g_00728	Prbk.g_01766
OG0000631	Prai.g_00729	Prbk.g_02429
OG0000632	Prai.g_00732	Prbk.g_02262
OG0000633	Prai.g_00733	Prbk.g_00169
OG0000634	Prai.g_00749	Prbk.g_00617
OG0000635	Prai.g_00751	Prbk.g_00615
OG0000636	Prai.g_00752	Prbk.g_00614
OG0000637	Prai.g_00754	Prbk.g_00613
OG0000638	Prai.g_00755	Prbk.g_00612
OG0000639	Prai.g_00756	Prbk.g_00611
OG0000640	Prai.g_00757	Prbk.g_00610
OG0000641	Prai.g_00758	Prbk.g_00608
OG0000642	Prai.g_00759	Prbk.g_00607
OG0000643	Prai.g_00760	Prbk.g_00606
OG0000644	Prai.g_00762	Prbk.g_00604
OG0000645	Prai.g_00763	Prbk.g_00603
OG0000646	Prai.g_00764	Prbk.g_00602
OG0000647	Prai.g_00765	Prbk.g_00601
OG0000648	Prai.g_00766	Prbk.g_02376
OG0000649	Prai.g_00767	Prbk.g_02375
OG0000650	Prai.g_00768	Prbk.g_02372
OG0000651	Prai.g_00769	Prbk.g_02371
OG0000652	Prai.g_00771	Prbk.g_02368
OG0000653	Prai.g_00897	Prbk.g_02519
OG0000654	Prai.g_00894	Prbk.g_01872
OG0000656	Prai.g_00883	Prbk.g_01863
OG0000657	Prai.g_00882	Prbk.g_02332
OG0000658	Prai.g_00881	Prbk.g_02333
OG0000659	Prai.g_00880	Prbk.g_02334
OG0000660	Prai.g_00869	Prbk.g_00865
OG0000661	Prai.g_00860	Prbk.g_01455
OG0000662	Prai.g_00858	Prbk.g_02367
OG0000663	Prai.g_00857	Prbk.g_02362
OG0000664	Prai.g_00856	Prbk.g_02361
OG0000665	Prai.g_00855	Prbk.g_02360
OG0000666	Prai.g_00854	Prbk.g_02462
OG0000667	Prai.g_00853	Prbk.g_02463
OG0000668	Prai.g_00852	Prbk.g_02464
OG0000669	Prai.g_00851	Prbk.g_02465
OG0000670	Prai.g_00849	Prbk.g_02467
OG0000671	Prai.g_00848	Prbk.g_02468
OG0000672	Prai.g_00847	Prbk.g_02469
OG0000673	Prai.g_00846	Prbk.g_02470
OG0000674	Prai.g_00845	Prbk.g_02471
OG0000675	Prai.g_00844	Prbk.g_02472
OG0000676	Prai.g_00842	Prbk.g_02474
OG0000677	Prai.g_00839	Prbk.g_02476
OG0000678	Prai.g_00838	Prbk.g_02477
OG0000679	Prai.g_00837	Prbk.g_02478
OG0000680	Prai.g_00836	Prbk.g_02479
OG0000681	Prai.g_00835	Prbk.g_02480
OG0000682	Prai.g_00834	Prbk.g_02481
OG0000683	Prai.g_00833	Prbk.g_02483
OG0000684	Prai.g_00832	Prbk.g_02486
OG0000685	Prai.g_00831	Prbk.g_02487
OG0000686	Prai.g_00830	Prbk.g_02488
OG0000687	Prai.g_00829	Prbk.g_02489
OG0000688	Prai.g_00828	Prbk.g_02490
OG0000689	Prai.g_00827	Prbk.g_02491
OG0000690	Prai.g_00826	Prbk.g_02492
OG0000691	Prai.g_00824	Prbk.g_02494
OG0000692	Prai.g_00823	Prbk.g_02495
OG0000693	Prai.g_00822	Prbk.g_02496
OG0000694	Prai.g_00821	Prbk.g_02497
OG0000695	Prai.g_00820	Prbk.g_02498
OG0000696	Prai.g_00819	Prbk.g_02499
OG0000697	Prai.g_00817	Prbk.g_02526
OG0000698	Prai.g_00816	Prbk.g_02527
OG0000699	Prai.g_00812	Prbk.g_02531
OG0000700	Prai.g_00811	Prbk.g_02532
OG0000701	Prai.g_00810	Prbk.g_02534
OG0000702	Prai.g_00809	Prbk.g_02535
OG0000703	Prai.g_00808	Prbk.g_02536
OG0000704	Prai.g_00807	Prbk.g_02537
OG0000705	Prai.g_00805	Prbk.g_02539
OG0000706	Prai.g_00804	Prbk.g_02540
OG0000707	Prai.g_00803	Prbk.g_02541
OG0000708	Prai.g_00802	Prbk.g_02542
OG0000709	Prai.g_00801	Prbk.g_02543
OG0000710	Prai.g_00800	Prbk.g_02544
OG0000711	Prai.g_00799	Prbk.g_02546
OG0000712	Prai.g_00798	Prbk.g_02547
OG0000713	Prai.g_00797	Prbk.g_02548
OG0000714	Prai.g_00795	Prbk.g_02559
OG0000715	Prai.g_00794	Prbk.g_02560
OG0000716	Prai.g_00793	Prbk.g_02563
OG0000717	Prai.g_00792	Prbk.g_02567
OG0000718	Prai.g_00791	Prbk.g_02568
OG0000719	Prai.g_00789	Prbk.g_02570
OG0000720	Prai.g_00787	Prbk.g_02379
OG0000721	Prai.g_00786	Prbk.g_00598
OG0000722	Prai.g_01060	Prbk.g_00582
OG0000723	Prai.g_01057	Prbk.g_00193
OG0000724	Prai.g_01054	Prbk.g_02580
OG0000725	Prai.g_01053	Prbk.g_02389
OG0000726	Prai.g_01052	Prbk.g_01662
OG0000727	Prai.g_01051	Prbk.g_02390
OG0000728	Prai.g_01050	Prbk.g_02391
OG0000729	Prai.g_01049	Prbk.g_02393
OG0000730	Prai.g_01048	Prbk.g_02394
OG0000731	Prai.g_01046	Prbk.g_02396
OG0000732	Prai.g_01045	Prbk.g_02397
OG0000733	Prai.g_01044	Prbk.g_02398
OG0000734	Prai.g_01043	Prbk.g_02399
OG0000735	Prai.g_01042	Prbk.g_02400
OG0000736	Prai.g_01040	Prbk.g_02408
OG0000737	Prai.g_01039	Prbk.g_02410
OG0000738	Prai.g_01037	Prbk.g_02415
OG0000739	Prai.g_01036	Prbk.g_02417
OG0000740	Prai.g_01035	Prbk.g_02420
OG0000741	Prai.g_01033	Prbk.g_02435
OG0000742	Prai.g_01032	Prbk.g_02436
OG0000743	Prai.g_01029	Prbk.g_02439
OG0000744	Prai.g_01028	Prbk.g_02440
OG0000745	Prai.g_01027	Prbk.g_02453
OG0000746	Prai.g_01026	Prbk.g_02452
OG0000747	Prai.g_01025	Prbk.g_02451
OG0000748	Prai.g_01024	Prbk.g_02450
OG0000749	Prai.g_01023	Prbk.g_02449
OG0000750	Prai.g_01022	Prbk.g_02447
OG0000751	Prai.g_01020	Prbk.g_02455
OG0000752	Prai.g_01019	Prbk.g_02456
OG0000753	Prai.g_01018	Prbk.g_02457
OG0000754	Prai.g_01017	Prbk.g_02458
OG0000755	Prai.g_01015	Prbk.g_02459
OG0000756	Prai.g_01014	Prbk.g_02460
OG0000757	Prai.g_01013	Prbk.g_02461
OG0000758	Prai.g_01012	Prbk.g_02359
OG0000759	Prai.g_01011	Prbk.g_02358
OG0000760	Prai.g_01010	Prbk.g_02357
OG0000761	Prai.g_01009	Prbk.g_02355
OG0000762	Prai.g_01007	Prbk.g_02353
OG0000763	Prai.g_01006	Prbk.g_02352
OG0000764	Prai.g_01005	Prbk.g_02350
OG0000765	Prai.g_01004	Prbk.g_02349
OG0000766	Prai.g_01003	Prbk.g_02348
OG0000767	Prai.g_01002	Prbk.g_01698
OG0000768	Prai.g_01001	Prbk.g_02340
OG0000769	Prai.g_01000	Prbk.g_02339
OG0000770	Prai.g_00999	Prbk.g_02337
OG0000771	Prai.g_00998	Prbk.g_02336
OG0000772	Prai.g_00997	Prbk.g_02189
OG0000773	Prai.g_00995	Prbk.g_02331
OG0000774	Prai.g_00994	Prbk.g_02330
OG0000775	Prai.g_00993	Prbk.g_02329
OG0000776	Prai.g_00992	Prbk.g_02327
OG0000777	Prai.g_00991	Prbk.g_02326
OG0000778	Prai.g_00990	Prbk.g_02325
OG0000779	Prai.g_00988	Prbk.g_02320
OG0000780	Prai.g_00987	Prbk.g_02319
OG0000781	Prai.g_00986	Prbk.g_02317
OG0000782	Prai.g_00984	Prbk.g_02315
OG0000783	Prai.g_00983	Prbk.g_02313
OG0000784	Prai.g_00982	Prbk.g_02311
OG0000785	Prai.g_00981	Prbk.g_02310
OG0000786	Prai.g_00980	Prbk.g_02309
OG0000787	Prai.g_00978	Prbk.g_02307
OG0000788	Prai.g_00977	Prbk.g_02306
OG0000789	Prai.g_00976	Prbk.g_02305
OG0000790	Prai.g_00975	Prbk.g_02304
OG0000791	Prai.g_00974	Prbk.g_02303
OG0000792	Prai.g_00973	Prbk.g_01728
OG0000793	Prai.g_00972	Prbk.g_02301
OG0000794	Prai.g_00971	Prbk.g_02299
OG0000795	Prai.g_00970	Prbk.g_02297
OG0000796	Prai.g_00968	Prbk.g_02293
OG0000797	Prai.g_00966	Prbk.g_02292
OG0000798	Prai.g_00965	Prbk.g_00562
OG0000799	Prai.g_00964	Prbk.g_00566
OG0000800	Prai.g_00963	Prbk.g_00567
OG0000801	Prai.g_00962	Prbk.g_00568
OG0000802	Prai.g_00960	Prbk.g_00572
OG0000803	Prai.g_00959	Prbk.g_00573
OG0000804	Prai.g_00948	Prbk.g_00578
OG0000805	Prai.g_00946	Prbk.g_00580
OG0000806	Prai.g_00945	Prbk.g_00581
OG0000807	Prai.g_00944	Prbk.g_00583
OG0000808	Prai.g_00943	Prbk.g_00584
OG0000809	Prai.g_00940	Prbk.g_00590
OG0000810	Prai.g_00939	Prbk.g_00592
OG0000811	Prai.g_00938	Prbk.g_00593
OG0000812	Prai.g_00937	Prbk.g_02190
OG0000813	Prai.g_00936	Prbk.g_00594
OG0000814	Prai.g_00935	Prbk.g_00595
OG0000815	Prai.g_00934	Prbk.g_00596
OG0000816	Prai.g_00932	Prbk.g_00599
OG0000817	Prai.g_00929	Prbk.g_00068
OG0000818	Prai.g_00928	Prbk.g_00067
OG0000819	Prai.g_00926	Prbk.g_00064
OG0000820	Prai.g_00925	Prbk.g_00063
OG0000821	Prai.g_00924	Prbk.g_00062
OG0000822	Prai.g_00923	Prbk.g_00061
OG0000823	Prai.g_00920	Prbk.g_00058
OG0000824	Prai.g_00919	Prbk.g_00057
OG0000825	Prai.g_00917	Prbk.g_00054
OG0000826	Prai.g_00916	Prbk.g_00053
OG0000827	Prai.g_00915	Prbk.g_00052
OG0000828	Prai.g_00913	Prbk.g_00051
OG0000829	Prai.g_01088	Prbk.g_00627
OG0000830	Prai.g_01098	Prbk.g_02595
OG0000831	Prai.g_01101	Prbk.g_02022
OG0000832	Prai.g_01102	Prbk.g_01700
OG0000833	Prai.g_01109	Prbk.g_01531
OG0000834	Prai.g_01113	Prbk.g_00869
OG0000835	Prai.g_01117	Prbk.g_00879
OG0000836	Prai.g_01119	Prbk.g_01234
OG0000837	Prai.g_01130	Prbk.g_02613
OG0000838	Prai.g_01144	Prbk.g_02202
OG0000839	Prai.g_01145	Prbk.g_02196
OG0000840	Prai.g_01151	Prbk.g_01456
OG0000841	Prai.g_01153	Prbk.g_01227
OG0000842	Prai.g_01157	Prbk.g_00004
OG0000843	Prai.g_01159	Prbk.g_01037
OG0000844	Prai.g_01160	Prbk.g_01036
OG0000845	Prai.g_01161	Prbk.g_01035
OG0000846	Prai.g_01162	Prbk.g_01034
OG0000847	Prai.g_01163	Prbk.g_01032
OG0000848	Prai.g_01164	Prbk.g_01031
OG0000849	Prai.g_01165	Prbk.g_01028
OG0000850	Prai.g_01166	Prbk.g_01026
OG0000851	Prai.g_01168	Prbk.g_01022
OG0000852	Prai.g_01170	Prbk.g_01020
OG0000853	Prai.g_01172	Prbk.g_01018
OG0000854	Prai.g_01173	Prbk.g_01017
OG0000855	Prai.g_01174	Prbk.g_00141
OG0000856	Prai.g_01175	Prbk.g_00142
OG0000857	Prai.g_01176	Prbk.g_00143
OG0000858	Prai.g_01178	Prbk.g_00153
OG0000859	Prai.g_01179	Prbk.g_00155
OG0000860	Prai.g_01180	Prbk.g_00156
OG0000861	Prai.g_01181	Prbk.g_00157
OG0000862	Prai.g_01182	Prbk.g_00158
OG0000863	Prai.g_01183	Prbk.g_00106
OG0000864	Prai.g_01184	Prbk.g_00105
OG0000865	Prai.g_01185	Prbk.g_00104
OG0000866	Prai.g_01186	Prbk.g_00103
OG0000867	Prai.g_01189	Prbk.g_00100
OG0000868	Prai.g_01191	Prbk.g_00099
OG0000869	Prai.g_01192	Prbk.g_01501
OG0000870	Prai.g_01193	Prbk.g_01498
OG0000871	Prai.g_01194	Prbk.g_01497
OG0000872	Prai.g_01196	Prbk.g_00139
OG0000873	Prai.g_01197	Prbk.g_00138
OG0000874	Prai.g_01198	Prbk.g_00137
OG0000875	Prai.g_01200	Prbk.g_00135
OG0000876	Prai.g_01202	Prbk.g_00133
OG0000877	Prai.g_01203	Prbk.g_00132
OG0000878	Prai.g_01204	Prbk.g_00131
OG0000879	Prai.g_01205	Prbk.g_00130
OG0000880	Prai.g_01206	Prbk.g_00129
OG0000881	Prai.g_01207	Prbk.g_00128
OG0000882	Prai.g_01208	Prbk.g_00127
OG0000883	Prai.g_01209	Prbk.g_01503
OG0000884	Prai.g_01210	Prbk.g_01504
OG0000885	Prai.g_01211	Prbk.g_01505
OG0000886	Prai.g_01212	Prbk.g_01506
OG0000887	Prai.g_01213	Prbk.g_01508
OG0000888	Prai.g_01214	Prbk.g_00189
OG0000889	Prai.g_01215	Prbk.g_00188
OG0000890	Prai.g_01216	Prbk.g_00186
OG0000891	Prai.g_01217	Prbk.g_00185
OG0000892	Prai.g_01218	Prbk.g_00183
OG0000893	Prai.g_01219	Prbk.g_00182
OG0000894	Prai.g_01221	Prbk.g_00178
OG0000895	Prai.g_01222	Prbk.g_00177
OG0000896	Prai.g_01224	Prbk.g_00175
OG0000897	Prai.g_01225	Prbk.g_00174
OG0000898	Prai.g_01226	Prbk.g_00097
OG0000899	Prai.g_01227	Prbk.g_00098
OG0000900	Prai.g_01229	Prbk.g_00122
OG0000901	Prai.g_01310	Prbk.g_02011
OG0000902	Prai.g_01323	Prbk.g_00164
OG0000903	Prai.g_01324	Prbk.g_00163
OG0000904	Prai.g_01325	Prbk.g_00162
OG0000905	Prai.g_01326	Prbk.g_01194
OG0000906	Prai.g_01327	Prbk.g_01192
OG0000907	Prai.g_01330	Prbk.g_01190
OG0000908	Prai.g_01331	Prbk.g_01189
OG0000909	Prai.g_01332	Prbk.g_01188
OG0000910	Prai.g_01333	Prbk.g_01187
OG0000911	Prai.g_01334	Prbk.g_01186
OG0000912	Prai.g_01337	Prbk.g_01182
OG0000913	Prai.g_01338	Prbk.g_01179
OG0000914	Prai.g_01339	Prbk.g_01178
OG0000915	Prai.g_01341	Prbk.g_01175
OG0000916	Prai.g_01342	Prbk.g_01174
OG0000917	Prai.g_01343	Prbk.g_01173
OG0000918	Prai.g_01344	Prbk.g_01172
OG0000919	Prai.g_01345	Prbk.g_01171
OG0000920	Prai.g_01346	Prbk.g_01170
OG0000921	Prai.g_01348	Prbk.g_01167
OG0000922	Prai.g_01349	Prbk.g_01166
OG0000923	Prai.g_01353	Prbk.g_01199
OG0000924	Prai.g_01354	Prbk.g_01198
OG0000925	Prai.g_01357	Prbk.g_02120
OG0000926	Prai.g_01358	Prbk.g_00334
OG0000928	Prai.g_01360	Prbk.g_01691
OG0000929	Prai.g_01362	Prbk.g_00055
OG0000930	Prai.g_01364	Prbk.g_00629
OG0000931	Prai.g_01365	Prbk.g_02578
OG0000932	Prai.g_01368	Prbk.g_00923
OG0000933	Prai.g_01372	Prbk.g_02051
OG0000934	Prai.g_01373	Prbk.g_02050
OG0000935	Prai.g_01374	Prbk.g_02049
OG0000936	Prai.g_01375	Prbk.g_02048
OG0000937	Prai.g_01376	Prbk.g_02047
OG0000938	Prai.g_01377	Prbk.g_02046
OG0000939	Prai.g_01378	Prbk.g_02045
OG0000940	Prai.g_01379	Prbk.g_02044
OG0000941	Prai.g_01380	Prbk.g_02042
OG0000942	Prai.g_01381	Prbk.g_02041
OG0000943	Prai.g_01382	Prbk.g_02040
OG0000944	Prai.g_01383	Prbk.g_02039
OG0000945	Prai.g_01384	Prbk.g_02038
OG0000946	Prai.g_01385	Prbk.g_02037
OG0000947	Prai.g_01386	Prbk.g_02036
OG0000948	Prai.g_01387	Prbk.g_02035
OG0000949	Prai.g_01388	Prbk.g_02034
OG0000950	Prai.g_01392	Prbk.g_00526
OG0000951	Prai.g_01445	Prbk.g_01929
OG0000952	Prai.g_01446	Prbk.g_01930
OG0000953	Prai.g_01447	Prbk.g_01931
OG0000954	Prai.g_01448	Prbk.g_01937
OG0000955	Prai.g_01449	Prbk.g_01938
OG0000956	Prai.g_01451	Prbk.g_00244
OG0000957	Prai.g_01452	Prbk.g_00246
OG0000958	Prai.g_01453	Prbk.g_00247
OG0000959	Prai.g_01454	Prbk.g_00248
OG0000960	Prai.g_01455	Prbk.g_00249
OG0000961	Prai.g_01456	Prbk.g_00250
OG0000962	Prai.g_01457	Prbk.g_00252
OG0000963	Prai.g_01458	Prbk.g_00253
OG0000964	Prai.g_01459	Prbk.g_00255
OG0000965	Prai.g_01461	Prbk.g_00257
OG0000966	Prai.g_01462	Prbk.g_00258
OG0000967	Prai.g_01465	Prbk.g_00261
OG0000968	Prai.g_01466	Prbk.g_00270
OG0000969	Prai.g_01467	Prbk.g_00271
OG0000970	Prai.g_01468	Prbk.g_00272
OG0000971	Prai.g_01469	Prbk.g_00273
OG0000972	Prai.g_01470	Prbk.g_00274
OG0000973	Prai.g_01472	Prbk.g_00276
OG0000974	Prai.g_01473	Prbk.g_00277
OG0000975	Prai.g_01474	Prbk.g_00278
OG0000976	Prai.g_01475	Prbk.g_00279
OG0000977	Prai.g_01476	Prbk.g_00280
OG0000978	Prai.g_01477	Prbk.g_00281
OG0000979	Prai.g_01478	Prbk.g_00282
OG0000980	Prai.g_01479	Prbk.g_00283
OG0000981	Prai.g_01480	Prbk.g_01237
OG0000982	Prai.g_01481	Prbk.g_01236
OG0000983	Prai.g_01482	Prbk.g_01235
OG0000984	Prai.g_01485	Prbk.g_01228
OG0000985	Prai.g_01486	Prbk.g_01226
OG0000986	Prai.g_01487	Prbk.g_01225
OG0000987	Prai.g_01489	Prbk.g_01222
OG0000988	Prai.g_01490	Prbk.g_01221
OG0000989	Prai.g_01491	Prbk.g_01220
OG0000990	Prai.g_01492	Prbk.g_01219
OG0000991	Prai.g_01493	Prbk.g_01218
OG0000992	Prai.g_01494	Prbk.g_01217
OG0000993	Prai.g_01495	Prbk.g_01216
OG0000994	Prai.g_01496	Prbk.g_01215
OG0000995	Prai.g_01497	Prbk.g_01214
OG0000996	Prai.g_01498	Prbk.g_01213
OG0000997	Prai.g_01500	Prbk.g_01211
OG0000998	Prai.g_01502	Prbk.g_01654
OG0000999	Prai.g_01504	Prbk.g_02016
OG0001000	Prai.g_01505	Prbk.g_02006
OG0001001	Prai.g_01507	Prbk.g_02004
OG0001002	Prai.g_01509	Prbk.g_02002
OG0001003	Prai.g_01510	Prbk.g_02001
OG0001004	Prai.g_01511	Prbk.g_02596
OG0001005	Prai.g_01512	Prbk.g_02000
OG0001006	Prai.g_01514	Prbk.g_01998
OG0001007	Prai.g_01515	Prbk.g_01997
OG0001008	Prai.g_01516	Prbk.g_01996
OG0001009	Prai.g_01517	Prbk.g_01994
OG0001010	Prai.g_01518	Prbk.g_01993
OG0001011	Prai.g_01519	Prbk.g_01991
OG0001012	Prai.g_01520	Prbk.g_01990
OG0001013	Prai.g_01521	Prbk.g_01989
OG0001014	Prai.g_01522	Prbk.g_01988
OG0001015	Prai.g_01523	Prbk.g_01987
OG0001016	Prai.g_01524	Prbk.g_01986
OG0001017	Prai.g_01525	Prbk.g_01985
OG0001018	Prai.g_01526	Prbk.g_01983
OG0001019	Prai.g_01527	Prbk.g_01982
OG0001020	Prai.g_01528	Prbk.g_01981
OG0001021	Prai.g_01529	Prbk.g_01980
OG0001022	Prai.g_01530	Prbk.g_01979
OG0001023	Prai.g_01531	Prbk.g_01978
OG0001024	Prai.g_01533	Prbk.g_01977
OG0001025	Prai.g_01534	Prbk.g_00937
OG0001026	Prai.g_01535	Prbk.g_00936
OG0001027	Prai.g_01536	Prbk.g_01360
OG0001028	Prai.g_01537	Prbk.g_00934
OG0001029	Prai.g_01538	Prbk.g_00933
OG0001030	Prai.g_01541	Prbk.g_00930
OG0001031	Prai.g_01542	Prbk.g_00929
OG0001032	Prai.g_01550	Prbk.g_02593
OG0001033	Prai.g_01558	Prbk.g_02619
OG0001034	Prai.g_01597	Prbk.g_02485
OG0001035	Prai.g_01632	Prbk.g_00918
OG0001036	Prai.g_01633	Prbk.g_00917
OG0001037	Prai.g_01639	Prbk.g_00906
OG0001038	Prai.g_01640	Prbk.g_00905
OG0001039	Prai.g_01641	Prbk.g_00904
OG0001040	Prai.g_01642	Prbk.g_00902
OG0001041	Prai.g_01644	Prbk.g_01451
OG0001042	Prai.g_01645	Prbk.g_01450
OG0001043	Prai.g_01646	Prbk.g_01449
OG0001044	Prai.g_01647	Prbk.g_01448
OG0001045	Prai.g_01648	Prbk.g_01447
OG0001046	Prai.g_01649	Prbk.g_01445
OG0001047	Prai.g_01650	Prbk.g_01444
OG0001048	Prai.g_01652	Prbk.g_01443
OG0001049	Prai.g_01653	Prbk.g_01442
OG0001050	Prai.g_01654	Prbk.g_01441
OG0001051	Prai.g_01655	Prbk.g_01440
OG0001052	Prai.g_01656	Prbk.g_01439
OG0001053	Prai.g_01657	Prbk.g_01438
OG0001054	Prai.g_01658	Prbk.g_01437
OG0001055	Prai.g_01659	Prbk.g_01436
OG0001056	Prai.g_01660	Prbk.g_01434
OG0001057	Prai.g_01662	Prbk.g_01432
OG0001058	Prai.g_01663	Prbk.g_01431
OG0001059	Prai.g_01664	Prbk.g_01429
OG0001060	Prai.g_01665	Prbk.g_01428
OG0001061	Prai.g_01666	Prbk.g_01427
OG0001062	Prai.g_01667	Prbk.g_01426
OG0001063	Prai.g_01668	Prbk.g_01425
OG0001064	Prai.g_01669	Prbk.g_01423
OG0001065	Prai.g_01670	Prbk.g_01422
OG0001066	Prai.g_01671	Prbk.g_01421
OG0001067	Prai.g_01672	Prbk.g_01420
OG0001068	Prai.g_01673	Prbk.g_01419
OG0001069	Prai.g_01676	Prbk.g_01415
OG0001070	Prai.g_01678	Prbk.g_01413
OG0001071	Prai.g_01679	Prbk.g_01412
OG0001072	Prai.g_01680	Prbk.g_01411
OG0001073	Prai.g_01681	Prbk.g_01410
OG0001074	Prai.g_01682	Prbk.g_01409
OG0001075	Prai.g_01683	Prbk.g_01407
OG0001076	Prai.g_01685	Prbk.g_01405
OG0001077	Prai.g_01686	Prbk.g_01404
OG0001078	Prai.g_01687	Prbk.g_01403
OG0001079	Prai.g_01688	Prbk.g_01402
OG0001080	Prai.g_01689	Prbk.g_01401
OG0001081	Prai.g_01690	Prbk.g_01400
OG0001082	Prai.g_01691	Prbk.g_01399
OG0001083	Prai.g_01692	Prbk.g_01398
OG0001084	Prai.g_01693	Prbk.g_01384
OG0001085	Prai.g_01694	Prbk.g_01383
OG0001086	Prai.g_01701	Prbk.g_01901
OG0001087	Prai.g_01702	Prbk.g_01904
OG0001088	Prai.g_01703	Prbk.g_01905
OG0001089	Prai.g_01705	Prbk.g_01909
OG0001090	Prai.g_01706	Prbk.g_01910
OG0001091	Prai.g_01707	Prbk.g_01911
OG0001092	Prai.g_01708	Prbk.g_01912
OG0001093	Prai.g_01709	Prbk.g_01913
OG0001094	Prai.g_01710	Prbk.g_01914
OG0001095	Prai.g_01711	Prbk.g_01915
OG0001096	Prai.g_01712	Prbk.g_01916
OG0001097	Prai.g_01713	Prbk.g_01917
OG0001098	Prai.g_01714	Prbk.g_01918
OG0001099	Prai.g_01715	Prbk.g_01920
OG0001100	Prai.g_01716	Prbk.g_01921
OG0001101	Prai.g_01717	Prbk.g_01922
OG0001102	Prai.g_01720	Prbk.g_00990
OG0001103	Prai.g_01721	Prbk.g_00991
OG0001104	Prai.g_01722	Prbk.g_00995
OG0001105	Prai.g_01724	Prbk.g_00993
OG0001106	Prai.g_01726	Prbk.g_00996
OG0001107	Prai.g_01727	Prbk.g_00997
OG0001108	Prai.g_01728	Prbk.g_01926
OG0001109	Prai.g_01734	Prbk.g_00988
OG0001110	Prai.g_01736	Prbk.g_00986
OG0001111	Prai.g_01737	Prbk.g_00985
OG0001112	Prai.g_01738	Prbk.g_00984
OG0001113	Prai.g_01739	Prbk.g_00983
OG0001114	Prai.g_01740	Prbk.g_00982
OG0001115	Prai.g_01741	Prbk.g_00981
OG0001116	Prai.g_01742	Prbk.g_00980
OG0001117	Prai.g_01743	Prbk.g_00979
OG0001118	Prai.g_01744	Prbk.g_00978
OG0001119	Prai.g_01746	Prbk.g_00977
OG0001120	Prai.g_01747	Prbk.g_00976
OG0001121	Prai.g_01748	Prbk.g_00975
OG0001122	Prai.g_01749	Prbk.g_00974
OG0001123	Prai.g_01750	Prbk.g_00973
OG0001124	Prai.g_01751	Prbk.g_00972
OG0001125	Prai.g_01752	Prbk.g_00971
OG0001126	Prai.g_01753	Prbk.g_00970
OG0001127	Prai.g_01754	Prbk.g_00969
OG0001128	Prai.g_01755	Prbk.g_00968
OG0001129	Prai.g_01756	Prbk.g_00967
OG0001130	Prai.g_01757	Prbk.g_00966
OG0001131	Prai.g_01758	Prbk.g_00965
OG0001132	Prai.g_01759	Prbk.g_00964
