Orthogroup	Prai	Prah
OG0000588	Prai.g_00671	Prah.g_00493
OG0000589	Prai.g_00672	Prah.g_00486
OG0000590	Prai.g_00673	Prah.g_00485
OG0000591	Prai.g_00674	Prah.g_00484
OG0000592	Prai.g_00675	Prah.g_00483
OG0000593	Prai.g_00676	Prah.g_00482
OG0000594	Prai.g_00677	Prah.g_00478
OG0000595	Prai.g_00678	Prah.g_00477
OG0000596	Prai.g_00679	Prah.g_00476
OG0000597	Prai.g_00683	Prah.g_00466
OG0000598	Prai.g_00684	Prah.g_00465
OG0000599	Prai.g_00685	Prah.g_00464
OG0000600	Prai.g_00686	Prah.g_00463
OG0000601	Prai.g_00687	Prah.g_00462
OG0000602	Prai.g_00688	Prah.g_00460
OG0000603	Prai.g_00689	Prah.g_00457
OG0000604	Prai.g_00690	Prah.g_00456
OG0000605	Prai.g_00691	Prah.g_00455
OG0000606	Prai.g_00692	Prah.g_00454
OG0000607	Prai.g_00693	Prah.g_00452
OG0000608	Prai.g_00694	Prah.g_00451
OG0000609	Prai.g_00696	Prah.g_00449
OG0000610	Prai.g_00697	Prah.g_00448
OG0000611	Prai.g_00699	Prah.g_00444
OG0000612	Prai.g_00700	Prah.g_00442
OG0000613	Prai.g_00702	Prah.g_02193
OG0000614	Prai.g_00708	Prah.g_01789
OG0000615	Prai.g_00709	Prah.g_01029
OG0000616	Prai.g_00710	Prah.g_02413
OG0000617	Prai.g_00712	Prah.g_00625
OG0000618	Prai.g_00713	Prah.g_02051
OG0000619	Prai.g_00714	Prah.g_00981
OG0000620	Prai.g_00716	Prah.g_00965
OG0000621	Prai.g_00717	Prah.g_00968
OG0000622	Prai.g_00718	Prah.g_00972
OG0000623	Prai.g_00719	Prah.g_00973
OG0000624	Prai.g_00721	Prah.g_00985
OG0000625	Prai.g_00722	Prah.g_00986
OG0000626	Prai.g_00723	Prah.g_00987
OG0000627	Prai.g_00724	Prah.g_01022
OG0000628	Prai.g_00725	Prah.g_01023
OG0000629	Prai.g_00726	Prah.g_01025
OG0000630	Prai.g_00728	Prah.g_01028
OG0000631	Prai.g_00729	Prah.g_00706
OG0000632	Prai.g_00732	Prah.g_02588
OG0000633	Prai.g_00733	Prah.g_01344
OG0000634	Prai.g_00749	Prah.g_00886
OG0000635	Prai.g_00751	Prah.g_00884
OG0000636	Prai.g_00752	Prah.g_00882
OG0000637	Prai.g_00754	Prah.g_00881
OG0000638	Prai.g_00755	Prah.g_00880
OG0000639	Prai.g_00756	Prah.g_00879
OG0000640	Prai.g_00757	Prah.g_00878
OG0000641	Prai.g_00758	Prah.g_00876
OG0000642	Prai.g_00759	Prah.g_00875
OG0000643	Prai.g_00760	Prah.g_00874
OG0000644	Prai.g_00762	Prah.g_00872
OG0000645	Prai.g_00763	Prah.g_00871
OG0000646	Prai.g_00764	Prah.g_00870
OG0000647	Prai.g_00765	Prah.g_00869
OG0000648	Prai.g_00766	Prah.g_00746
OG0000649	Prai.g_00767	Prah.g_00747
OG0000650	Prai.g_00768	Prah.g_00750
OG0000651	Prai.g_00769	Prah.g_00751
OG0000652	Prai.g_00771	Prah.g_00754
OG0000653	Prai.g_00897	Prah.g_00615
OG0000654	Prai.g_00894	Prah.g_01447
OG0000656	Prai.g_00883	Prah.g_01543
OG0000657	Prai.g_00882	Prah.g_00788
OG0000658	Prai.g_00881	Prah.g_00787
OG0000659	Prai.g_00880	Prah.g_00786
OG0000660	Prai.g_00869	Prah.g_01946
OG0000661	Prai.g_00860	Prah.g_01802
OG0000662	Prai.g_00858	Prah.g_00755
OG0000663	Prai.g_00857	Prah.g_00758
OG0000664	Prai.g_00856	Prah.g_00759
OG0000665	Prai.g_00855	Prah.g_00760
OG0000666	Prai.g_00854	Prah.g_00673
OG0000667	Prai.g_00853	Prah.g_00672
OG0000668	Prai.g_00852	Prah.g_00671
OG0000669	Prai.g_00851	Prah.g_00670
OG0000670	Prai.g_00849	Prah.g_00668
OG0000671	Prai.g_00848	Prah.g_00667
OG0000672	Prai.g_00847	Prah.g_00666
OG0000673	Prai.g_00846	Prah.g_00665
OG0000674	Prai.g_00845	Prah.g_00664
OG0000675	Prai.g_00844	Prah.g_00663
OG0000676	Prai.g_00842	Prah.g_00661
OG0000677	Prai.g_00839	Prah.g_00659
OG0000678	Prai.g_00838	Prah.g_00658
OG0000679	Prai.g_00837	Prah.g_00657
OG0000680	Prai.g_00836	Prah.g_00656
OG0000681	Prai.g_00835	Prah.g_00655
OG0000682	Prai.g_00834	Prah.g_00654
OG0000683	Prai.g_00833	Prah.g_00652
OG0000684	Prai.g_00832	Prah.g_00650
OG0000685	Prai.g_00831	Prah.g_00649
OG0000686	Prai.g_00830	Prah.g_00648
OG0000687	Prai.g_00829	Prah.g_00647
OG0000688	Prai.g_00828	Prah.g_00646
OG0000689	Prai.g_00827	Prah.g_00645
OG0000690	Prai.g_00826	Prah.g_00644
OG0000691	Prai.g_00824	Prah.g_00640
OG0000692	Prai.g_00823	Prah.g_00639
OG0000693	Prai.g_00822	Prah.g_00638
OG0000694	Prai.g_00821	Prah.g_00637
OG0000695	Prai.g_00820	Prah.g_00636
OG0000696	Prai.g_00819	Prah.g_00635
OG0000697	Prai.g_00817	Prah.g_00609
OG0000698	Prai.g_00816	Prah.g_00608
OG0000699	Prai.g_00812	Prah.g_00604
OG0000700	Prai.g_00811	Prah.g_00603
OG0000701	Prai.g_00810	Prah.g_00601
OG0000702	Prai.g_00809	Prah.g_00600
OG0000703	Prai.g_00808	Prah.g_00599
OG0000704	Prai.g_00807	Prah.g_00598
OG0000705	Prai.g_00805	Prah.g_00596
OG0000706	Prai.g_00804	Prah.g_00595
OG0000707	Prai.g_00803	Prah.g_00594
OG0000708	Prai.g_00802	Prah.g_00593
OG0000709	Prai.g_00801	Prah.g_00592
OG0000710	Prai.g_00800	Prah.g_00591
OG0000711	Prai.g_00799	Prah.g_00589
OG0000712	Prai.g_00798	Prah.g_00588
OG0000713	Prai.g_00797	Prah.g_00587
OG0000714	Prai.g_00795	Prah.g_00575
OG0000715	Prai.g_00794	Prah.g_00574
OG0000716	Prai.g_00793	Prah.g_00572
OG0000717	Prai.g_00792	Prah.g_00568
OG0000718	Prai.g_00791	Prah.g_00566
OG0000719	Prai.g_00789	Prah.g_00564
OG0000720	Prai.g_00787	Prah.g_00743
OG0000721	Prai.g_00786	Prah.g_00866
OG0000722	Prai.g_01060	Prah.g_00850
OG0000723	Prai.g_01057	Prah.g_00192
OG0000724	Prai.g_01054	Prah.g_00558
OG0000725	Prai.g_01053	Prah.g_00740
OG0000726	Prai.g_01052	Prah.g_01212
OG0000727	Prai.g_01051	Prah.g_00739
OG0000728	Prai.g_01050	Prah.g_00738
OG0000729	Prai.g_01049	Prah.g_00736
OG0000730	Prai.g_01048	Prah.g_00735
OG0000731	Prai.g_01046	Prah.g_00733
OG0000732	Prai.g_01045	Prah.g_00732
OG0000733	Prai.g_01044	Prah.g_00731
OG0000734	Prai.g_01043	Prah.g_00730
OG0000735	Prai.g_01042	Prah.g_00729
OG0000736	Prai.g_01040	Prah.g_00726
OG0000737	Prai.g_01039	Prah.g_00724
OG0000738	Prai.g_01037	Prah.g_00721
OG0000739	Prai.g_01036	Prah.g_00718
OG0000740	Prai.g_01035	Prah.g_00715
OG0000741	Prai.g_01033	Prah.g_00702
OG0000742	Prai.g_01032	Prah.g_00701
OG0000743	Prai.g_01029	Prah.g_00698
OG0000744	Prai.g_01028	Prah.g_00697
OG0000745	Prai.g_01027	Prah.g_00683
OG0000746	Prai.g_01026	Prah.g_00684
OG0000747	Prai.g_01025	Prah.g_00685
OG0000748	Prai.g_01024	Prah.g_00686
OG0000749	Prai.g_01023	Prah.g_00687
OG0000750	Prai.g_01022	Prah.g_00689
OG0000751	Prai.g_01020	Prah.g_00681
OG0000752	Prai.g_01019	Prah.g_00680
OG0000753	Prai.g_01018	Prah.g_00679
OG0000754	Prai.g_01017	Prah.g_00678
OG0000755	Prai.g_01015	Prah.g_00677
OG0000756	Prai.g_01014	Prah.g_00675
OG0000757	Prai.g_01013	Prah.g_00674
OG0000758	Prai.g_01012	Prah.g_00761
OG0000759	Prai.g_01011	Prah.g_00762
OG0000760	Prai.g_01010	Prah.g_00763
OG0000761	Prai.g_01009	Prah.g_00765
OG0000762	Prai.g_01007	Prah.g_00767
OG0000763	Prai.g_01006	Prah.g_00768
OG0000764	Prai.g_01005	Prah.g_00770
OG0000765	Prai.g_01004	Prah.g_00771
OG0000766	Prai.g_01003	Prah.g_00772
OG0000767	Prai.g_01002	Prah.g_01178
OG0000768	Prai.g_01001	Prah.g_00780
OG0000769	Prai.g_01000	Prah.g_00781
OG0000770	Prai.g_00999	Prah.g_00783
OG0000771	Prai.g_00998	Prah.g_00784
OG0000772	Prai.g_00997	Prah.g_02517
OG0000773	Prai.g_00995	Prah.g_00789
OG0000774	Prai.g_00994	Prah.g_00790
OG0000775	Prai.g_00993	Prah.g_00791
OG0000776	Prai.g_00992	Prah.g_00793
OG0000777	Prai.g_00991	Prah.g_00794
OG0000778	Prai.g_00990	Prah.g_00795
OG0000779	Prai.g_00988	Prah.g_00800
OG0000780	Prai.g_00987	Prah.g_00801
OG0000781	Prai.g_00986	Prah.g_00803
OG0000782	Prai.g_00984	Prah.g_00806
OG0000783	Prai.g_00983	Prah.g_00808
OG0000784	Prai.g_00982	Prah.g_00810
OG0000785	Prai.g_00981	Prah.g_00811
OG0000786	Prai.g_00980	Prah.g_00812
OG0000787	Prai.g_00978	Prah.g_00814
OG0000788	Prai.g_00977	Prah.g_00815
OG0000789	Prai.g_00976	Prah.g_00816
OG0000790	Prai.g_00975	Prah.g_00817
OG0000791	Prai.g_00974	Prah.g_00818
OG0000792	Prai.g_00973	Prah.g_01131
OG0000793	Prai.g_00972	Prah.g_00821
OG0000794	Prai.g_00971	Prah.g_00824
OG0000795	Prai.g_00970	Prah.g_00826
OG0000796	Prai.g_00968	Prah.g_00828
OG0000797	Prai.g_00966	Prah.g_00829
OG0000798	Prai.g_00965	Prah.g_00830
OG0000799	Prai.g_00964	Prah.g_00833
OG0000800	Prai.g_00963	Prah.g_00834
OG0000801	Prai.g_00962	Prah.g_00835
OG0000802	Prai.g_00960	Prah.g_00839
OG0000803	Prai.g_00959	Prah.g_00840
OG0000804	Prai.g_00948	Prah.g_00846
OG0000805	Prai.g_00946	Prah.g_00848
OG0000806	Prai.g_00945	Prah.g_00849
OG0000807	Prai.g_00944	Prah.g_00851
OG0000808	Prai.g_00943	Prah.g_00852
OG0000809	Prai.g_00940	Prah.g_00858
OG0000810	Prai.g_00939	Prah.g_00860
OG0000811	Prai.g_00938	Prah.g_00861
OG0000812	Prai.g_00937	Prah.g_02518
OG0000813	Prai.g_00936	Prah.g_00862
OG0000814	Prai.g_00935	Prah.g_00863
OG0000815	Prai.g_00934	Prah.g_00864
OG0000816	Prai.g_00932	Prah.g_00867
OG0000817	Prai.g_00929	Prah.g_00903
OG0000818	Prai.g_00928	Prah.g_00904
OG0000819	Prai.g_00926	Prah.g_00907
OG0000820	Prai.g_00925	Prah.g_00908
OG0000821	Prai.g_00924	Prah.g_00909
OG0000822	Prai.g_00923	Prah.g_00910
OG0000823	Prai.g_00920	Prah.g_00913
OG0000824	Prai.g_00919	Prah.g_00914
OG0000825	Prai.g_00917	Prah.g_00919
OG0000826	Prai.g_00916	Prah.g_00920
OG0000827	Prai.g_00915	Prah.g_00921
OG0000828	Prai.g_00913	Prah.g_00922
OG0000829	Prai.g_01088	Prah.g_00893
OG0000830	Prai.g_01098	Prah.g_00539
OG0000831	Prai.g_01101	Prah.g_01601
OG0000832	Prai.g_01102	Prah.g_01176
OG0000833	Prai.g_01109	Prah.g_00133
OG0000834	Prai.g_01113	Prah.g_01942
OG0000835	Prai.g_01117	Prah.g_01932
OG0000836	Prai.g_01119	Prah.g_00383
OG0000837	Prai.g_01130	Prah.g_00521
OG0000838	Prai.g_01144	Prah.g_02532
OG0000839	Prai.g_01145	Prah.g_02525
OG0000840	Prai.g_01151	Prah.g_01803
OG0000841	Prai.g_01153	Prah.g_00378
OG0000842	Prai.g_01157	Prah.g_01905
OG0000843	Prai.g_01159	Prah.g_01340
OG0000844	Prai.g_01160	Prah.g_01339
OG0000845	Prai.g_01161	Prah.g_01338
OG0000846	Prai.g_01162	Prah.g_01337
OG0000847	Prai.g_01163	Prah.g_01336
OG0000848	Prai.g_01164	Prah.g_01335
OG0000849	Prai.g_01165	Prah.g_01331
OG0000850	Prai.g_01166	Prah.g_01329
OG0000851	Prai.g_01168	Prah.g_01325
OG0000852	Prai.g_01170	Prah.g_01323
OG0000853	Prai.g_01172	Prah.g_01321
OG0000854	Prai.g_01173	Prah.g_01320
OG0000855	Prai.g_01174	Prah.g_01318
OG0000856	Prai.g_01175	Prah.g_01317
OG0000857	Prai.g_01176	Prah.g_01316
OG0000858	Prai.g_01178	Prah.g_01307
OG0000859	Prai.g_01179	Prah.g_01305
OG0000860	Prai.g_01180	Prah.g_01304
OG0000861	Prai.g_01181	Prah.g_01303
OG0000862	Prai.g_01182	Prah.g_01302
OG0000863	Prai.g_01183	Prah.g_01298
OG0000864	Prai.g_01184	Prah.g_01297
OG0000865	Prai.g_01185	Prah.g_01296
OG0000866	Prai.g_01186	Prah.g_01295
OG0000867	Prai.g_01189	Prah.g_01292
OG0000868	Prai.g_01191	Prah.g_01291
OG0000869	Prai.g_01192	Prah.g_01262
OG0000870	Prai.g_01193	Prah.g_01259
OG0000871	Prai.g_01194	Prah.g_01258
OG0000872	Prai.g_01196	Prah.g_01255
OG0000873	Prai.g_01197	Prah.g_01254
OG0000874	Prai.g_01198	Prah.g_01253
OG0000875	Prai.g_01200	Prah.g_01251
OG0000876	Prai.g_01202	Prah.g_01249
OG0000877	Prai.g_01203	Prah.g_01248
OG0000878	Prai.g_01204	Prah.g_01247
OG0000879	Prai.g_01205	Prah.g_01246
OG0000880	Prai.g_01206	Prah.g_01245
OG0000881	Prai.g_01207	Prah.g_01244
OG0000882	Prai.g_01208	Prah.g_01243
OG0000883	Prai.g_01209	Prah.g_01263
OG0000884	Prai.g_01210	Prah.g_01264
OG0000885	Prai.g_01211	Prah.g_01265
OG0000886	Prai.g_01212	Prah.g_01266
OG0000887	Prai.g_01213	Prah.g_01268
OG0000888	Prai.g_01214	Prah.g_01272
OG0000889	Prai.g_01215	Prah.g_01273
OG0000890	Prai.g_01216	Prah.g_01275
OG0000891	Prai.g_01217	Prah.g_01276
OG0000892	Prai.g_01218	Prah.g_01278
OG0000893	Prai.g_01219	Prah.g_01279
OG0000894	Prai.g_01221	Prah.g_01282
OG0000895	Prai.g_01222	Prah.g_01283
OG0000896	Prai.g_01224	Prah.g_01285
OG0000897	Prai.g_01225	Prah.g_01286
OG0000898	Prai.g_01226	Prah.g_01289
OG0000899	Prai.g_01227	Prah.g_01290
OG0000900	Prai.g_01229	Prah.g_01239
OG0000901	Prai.g_01310	Prah.g_01610
OG0000902	Prai.g_01323	Prah.g_01349
OG0000903	Prai.g_01324	Prah.g_01350
OG0000904	Prai.g_01325	Prah.g_01351
OG0000905	Prai.g_01326	Prah.g_01353
OG0000906	Prai.g_01327	Prah.g_01355
OG0000907	Prai.g_01330	Prah.g_01357
OG0000908	Prai.g_01331	Prah.g_01358
OG0000909	Prai.g_01332	Prah.g_01359
OG0000910	Prai.g_01333	Prah.g_01360
OG0000911	Prai.g_01334	Prah.g_01361
OG0000912	Prai.g_01337	Prah.g_01365
OG0000913	Prai.g_01338	Prah.g_01368
OG0000914	Prai.g_01339	Prah.g_01369
OG0000915	Prai.g_01341	Prah.g_01372
OG0000916	Prai.g_01342	Prah.g_01373
OG0000917	Prai.g_01343	Prah.g_01374
OG0000918	Prai.g_01344	Prah.g_01375
OG0000919	Prai.g_01345	Prah.g_01376
OG0000920	Prai.g_01346	Prah.g_01377
OG0000921	Prai.g_01348	Prah.g_01380
OG0000922	Prai.g_01349	Prah.g_01381
OG0000923	Prai.g_01353	Prah.g_00327
OG0000924	Prai.g_01354	Prah.g_00326
OG0000925	Prai.g_01357	Prah.g_00323
OG0000926	Prai.g_01358	Prah.g_00224
OG0000928	Prai.g_01360	Prah.g_01183
OG0000929	Prai.g_01362	Prah.g_00918
OG0000930	Prai.g_01364	Prah.g_00895
OG0000931	Prai.g_01365	Prah.g_00560
OG0000932	Prai.g_01368	Prah.g_01663
OG0000933	Prai.g_01372	Prah.g_01577
OG0000934	Prai.g_01373	Prah.g_01578
OG0000935	Prai.g_01374	Prah.g_01579
OG0000936	Prai.g_01375	Prah.g_01580
OG0000937	Prai.g_01376	Prah.g_01581
OG0000938	Prai.g_01377	Prah.g_01582
OG0000939	Prai.g_01378	Prah.g_01583
OG0000940	Prai.g_01379	Prah.g_01584
OG0000941	Prai.g_01380	Prah.g_01586
OG0000942	Prai.g_01381	Prah.g_01587
OG0000943	Prai.g_01382	Prah.g_01588
OG0000944	Prai.g_01383	Prah.g_01589
OG0000945	Prai.g_01384	Prah.g_01590
OG0000946	Prai.g_01385	Prah.g_01591
OG0000947	Prai.g_01386	Prah.g_01592
OG0000948	Prai.g_01387	Prah.g_01593
OG0000949	Prai.g_01388	Prah.g_01594
OG0000950	Prai.g_01392	Prah.g_02242
OG0000951	Prai.g_01445	Prah.g_00435
OG0000952	Prai.g_01446	Prah.g_00434
OG0000953	Prai.g_01447	Prah.g_00433
OG0000954	Prai.g_01448	Prah.g_00428
OG0000955	Prai.g_01449	Prah.g_00427
OG0000956	Prai.g_01451	Prah.g_00423
OG0000957	Prai.g_01452	Prah.g_00421
OG0000958	Prai.g_01453	Prah.g_00420
OG0000959	Prai.g_01454	Prah.g_00419
OG0000960	Prai.g_01455	Prah.g_00418
OG0000961	Prai.g_01456	Prah.g_00417
OG0000962	Prai.g_01457	Prah.g_00415
OG0000963	Prai.g_01458	Prah.g_00414
OG0000964	Prai.g_01459	Prah.g_00412
OG0000965	Prai.g_01461	Prah.g_00410
OG0000966	Prai.g_01462	Prah.g_00409
OG0000967	Prai.g_01465	Prah.g_00406
OG0000968	Prai.g_01466	Prah.g_00403
OG0000969	Prai.g_01467	Prah.g_00402
OG0000970	Prai.g_01468	Prah.g_00401
OG0000971	Prai.g_01469	Prah.g_00400
OG0000972	Prai.g_01470	Prah.g_00399
OG0000973	Prai.g_01472	Prah.g_00397
OG0000974	Prai.g_01473	Prah.g_00396
OG0000975	Prai.g_01474	Prah.g_00395
OG0000976	Prai.g_01475	Prah.g_00394
OG0000977	Prai.g_01476	Prah.g_00391
OG0000978	Prai.g_01477	Prah.g_00390
OG0000979	Prai.g_01478	Prah.g_00389
OG0000980	Prai.g_01479	Prah.g_00388
OG0000981	Prai.g_01480	Prah.g_00386
OG0000982	Prai.g_01481	Prah.g_00385
OG0000983	Prai.g_01482	Prah.g_00384
OG0000984	Prai.g_01485	Prah.g_00379
OG0000985	Prai.g_01486	Prah.g_00376
OG0000986	Prai.g_01487	Prah.g_00374
OG0000987	Prai.g_01489	Prah.g_00371
OG0000988	Prai.g_01490	Prah.g_00370
OG0000989	Prai.g_01491	Prah.g_00369
OG0000990	Prai.g_01492	Prah.g_00368
OG0000991	Prai.g_01493	Prah.g_00367
OG0000992	Prai.g_01494	Prah.g_00366
OG0000993	Prai.g_01495	Prah.g_00365
OG0000994	Prai.g_01496	Prah.g_00364
OG0000995	Prai.g_01497	Prah.g_00363
OG0000996	Prai.g_01498	Prah.g_00362
OG0000997	Prai.g_01500	Prah.g_00360
OG0000998	Prai.g_01502	Prah.g_01217
OG0000999	Prai.g_01504	Prah.g_01605
OG0001000	Prai.g_01505	Prah.g_01615
OG0001001	Prai.g_01507	Prah.g_01617
OG0001002	Prai.g_01509	Prah.g_01619
OG0001003	Prai.g_01510	Prah.g_01620
OG0001004	Prai.g_01511	Prah.g_00538
OG0001005	Prai.g_01512	Prah.g_01621
OG0001006	Prai.g_01514	Prah.g_01623
OG0001007	Prai.g_01515	Prah.g_01624
OG0001008	Prai.g_01516	Prah.g_01625
OG0001009	Prai.g_01517	Prah.g_01627
OG0001010	Prai.g_01518	Prah.g_01628
OG0001011	Prai.g_01519	Prah.g_01631
OG0001012	Prai.g_01520	Prah.g_01632
OG0001013	Prai.g_01521	Prah.g_01633
OG0001014	Prai.g_01522	Prah.g_01634
OG0001015	Prai.g_01523	Prah.g_01635
OG0001016	Prai.g_01524	Prah.g_01636
OG0001017	Prai.g_01525	Prah.g_01637
OG0001018	Prai.g_01526	Prah.g_01639
OG0001019	Prai.g_01527	Prah.g_01640
OG0001020	Prai.g_01528	Prah.g_01641
OG0001021	Prai.g_01529	Prah.g_01642
OG0001022	Prai.g_01530	Prah.g_01643
OG0001023	Prai.g_01531	Prah.g_01644
OG0001024	Prai.g_01533	Prah.g_01645
OG0001025	Prai.g_01534	Prah.g_01648
OG0001026	Prai.g_01535	Prah.g_01649
OG0001027	Prai.g_01536	Prah.g_01791
OG0001028	Prai.g_01537	Prah.g_01651
OG0001029	Prai.g_01538	Prah.g_01652
OG0001030	Prai.g_01541	Prah.g_01655
OG0001031	Prai.g_01542	Prah.g_01656
OG0001032	Prai.g_01550	Prah.g_00541
OG0001033	Prai.g_01558	Prah.g_00515
OG0001034	Prai.g_01597	Prah.g_00651
OG0001035	Prai.g_01632	Prah.g_01667
OG0001036	Prai.g_01633	Prah.g_01668
OG0001037	Prai.g_01639	Prah.g_01677
OG0001038	Prai.g_01640	Prah.g_01678
OG0001039	Prai.g_01641	Prah.g_01679
OG0001040	Prai.g_01642	Prah.g_01681
OG0001041	Prai.g_01644	Prah.g_01685
OG0001042	Prai.g_01645	Prah.g_01687
OG0001043	Prai.g_01646	Prah.g_01688
OG0001044	Prai.g_01647	Prah.g_01689
OG0001045	Prai.g_01648	Prah.g_01690
OG0001046	Prai.g_01649	Prah.g_01692
OG0001047	Prai.g_01650	Prah.g_01693
OG0001048	Prai.g_01652	Prah.g_01694
OG0001049	Prai.g_01653	Prah.g_01695
OG0001050	Prai.g_01654	Prah.g_01696
OG0001051	Prai.g_01655	Prah.g_01697
OG0001052	Prai.g_01656	Prah.g_01698
OG0001053	Prai.g_01657	Prah.g_01699
OG0001054	Prai.g_01658	Prah.g_01700
OG0001055	Prai.g_01659	Prah.g_01701
OG0001056	Prai.g_01660	Prah.g_01703
OG0001057	Prai.g_01662	Prah.g_01705
OG0001058	Prai.g_01663	Prah.g_01707
OG0001059	Prai.g_01664	Prah.g_01709
OG0001060	Prai.g_01665	Prah.g_01710
OG0001061	Prai.g_01666	Prah.g_01711
OG0001062	Prai.g_01667	Prah.g_01713
OG0001063	Prai.g_01668	Prah.g_01714
OG0001064	Prai.g_01669	Prah.g_01716
OG0001065	Prai.g_01670	Prah.g_01717
OG0001066	Prai.g_01671	Prah.g_01718
OG0001067	Prai.g_01672	Prah.g_01719
OG0001068	Prai.g_01673	Prah.g_01720
OG0001069	Prai.g_01676	Prah.g_01727
OG0001070	Prai.g_01678	Prah.g_01729
OG0001071	Prai.g_01679	Prah.g_01730
OG0001072	Prai.g_01680	Prah.g_01731
OG0001073	Prai.g_01681	Prah.g_01732
OG0001074	Prai.g_01682	Prah.g_01733
OG0001075	Prai.g_01683	Prah.g_01736
OG0001076	Prai.g_01685	Prah.g_01738
OG0001077	Prai.g_01686	Prah.g_01739
OG0001078	Prai.g_01687	Prah.g_01740
OG0001079	Prai.g_01688	Prah.g_01741
OG0001080	Prai.g_01689	Prah.g_01742
OG0001081	Prai.g_01690	Prah.g_01743
OG0001082	Prai.g_01691	Prah.g_01744
OG0001083	Prai.g_01692	Prah.g_01745
OG0001084	Prai.g_01693	Prah.g_01759
OG0001085	Prai.g_01694	Prah.g_01760
OG0001086	Prai.g_01701	Prah.g_02073
OG0001087	Prai.g_01702	Prah.g_02071
OG0001088	Prai.g_01703	Prah.g_02070
OG0001089	Prai.g_01705	Prah.g_02067
OG0001090	Prai.g_01706	Prah.g_02066
OG0001091	Prai.g_01707	Prah.g_02065
OG0001092	Prai.g_01708	Prah.g_02064
OG0001093	Prai.g_01709	Prah.g_02063
OG0001094	Prai.g_01710	Prah.g_02062
OG0001095	Prai.g_01711	Prah.g_02061
OG0001096	Prai.g_01712	Prah.g_02060
OG0001097	Prai.g_01713	Prah.g_02059
OG0001098	Prai.g_01714	Prah.g_02058
OG0001099	Prai.g_01715	Prah.g_02056
OG0001100	Prai.g_01716	Prah.g_02055
OG0001101	Prai.g_01717	Prah.g_02054
OG0001102	Prai.g_01720	Prah.g_02041
OG0001103	Prai.g_01721	Prah.g_02042
OG0001104	Prai.g_01722	Prah.g_02046
OG0001105	Prai.g_01724	Prah.g_02044
OG0001106	Prai.g_01726	Prah.g_02047
OG0001107	Prai.g_01727	Prah.g_02048
OG0001108	Prai.g_01728	Prah.g_02050
OG0001109	Prai.g_01734	Prah.g_02039
OG0001110	Prai.g_01736	Prah.g_02037
OG0001111	Prai.g_01737	Prah.g_02036
OG0001112	Prai.g_01738	Prah.g_02035
OG0001113	Prai.g_01739	Prah.g_02034
OG0001114	Prai.g_01740	Prah.g_02033
OG0001115	Prai.g_01741	Prah.g_02032
OG0001116	Prai.g_01742	Prah.g_02031
OG0001117	Prai.g_01743	Prah.g_02030
OG0001118	Prai.g_01744	Prah.g_02029
OG0001119	Prai.g_01746	Prah.g_02028
OG0001120	Prai.g_01747	Prah.g_02027
OG0001121	Prai.g_01748	Prah.g_02026
OG0001122	Prai.g_01749	Prah.g_02025
OG0001123	Prai.g_01750	Prah.g_02024
OG0001124	Prai.g_01751	Prah.g_02023
OG0001125	Prai.g_01752	Prah.g_02022
OG0001126	Prai.g_01753	Prah.g_02021
OG0001127	Prai.g_01754	Prah.g_02020
OG0001128	Prai.g_01755	Prah.g_02019
OG0001129	Prai.g_01756	Prah.g_02018
OG0001130	Prai.g_01757	Prah.g_02017
OG0001131	Prai.g_01758	Prah.g_02016
OG0001132	Prai.g_01759	Prah.g_02015
OG0001133	Prai.g_01760	Prah.g_02014
OG0001134	Prai.g_01761	Prah.g_02013
OG0001135	Prai.g_01762	Prah.g_02012
OG0001136	Prai.g_01763	Prah.g_02011
OG0001137	Prai.g_01764	Prah.g_02010
OG0001138	Prai.g_01765	Prah.g_02009
OG0001139	Prai.g_01766	Prah.g_02008
OG0001140	Prai.g_01767	Prah.g_02007
OG0001141	Prai.g_01769	Prah.g_02004
OG0001142	Prai.g_01770	Prah.g_02003
OG0001143	Prai.g_01776	Prah.g_02002
OG0001144	Prai.g_01778	Prah.g_02000
OG0001145	Prai.g_01780	Prah.g_01998
OG0001146	Prai.g_01781	Prah.g_01997
OG0001147	Prai.g_01783	Prah.g_01994
OG0001148	Prai.g_01784	Prah.g_01993
OG0001149	Prai.g_01785	Prah.g_01991
OG0001150	Prai.g_01788	Prah.g_01988
OG0001151	Prai.g_01789	Prah.g_01987
OG0001152	Prai.g_01790	Prah.g_01986
OG0001153	Prai.g_01791	Prah.g_01985
OG0001154	Prai.g_01792	Prah.g_01984
OG0001155	Prai.g_01793	Prah.g_01983
OG0001156	Prai.g_01794	Prah.g_01982
OG0001157	Prai.g_01796	Prah.g_01980
OG0001158	Prai.g_01797	Prah.g_01978
OG0001159	Prai.g_01798	Prah.g_01977
OG0001160	Prai.g_01799	Prah.g_01976
OG0001161	Prai.g_01802	Prah.g_01966
OG0001162	Prai.g_01803	Prah.g_01965
OG0001163	Prai.g_01804	Prah.g_01963
OG0001164	Prai.g_01805	Prah.g_01962
OG0001165	Prai.g_01806	Prah.g_01961
OG0001166	Prai.g_01807	Prah.g_01960
OG0001167	Prai.g_01808	Prah.g_01958
OG0001168	Prai.g_01810	Prah.g_02224
OG0001169	Prai.g_01811	Prah.g_02227
OG0001170	Prai.g_01813	Prah.g_02231
OG0001171	Prai.g_01814	Prah.g_02232
