Orthogroup	Syac	Pras
OG0000591	Syac.g_00961	Pras.g_01501
OG0000592	Syac.g_00962	Pras.g_01502
OG0000593	Syac.g_00975	Pras.g_01508
OG0000594	Syac.g_00976	Pras.g_01509
OG0000595	Syac.g_00977	Pras.g_01510
OG0000596	Syac.g_00982	Pras.g_01514
OG0000597	Syac.g_00985	Pras.g_01516
OG0000598	Syac.g_00986	Pras.g_01517
OG0000599	Syac.g_00989	Pras.g_01520
OG0000600	Syac.g_00990	Pras.g_01521
OG0000601	Syac.g_00991	Pras.g_01522
OG0000602	Syac.g_00996	Pras.g_01524
OG0000603	Syac.g_00997	Pras.g_01525
OG0000604	Syac.g_01001	Pras.g_01526
OG0000605	Syac.g_01089	Pras.g_01527
OG0000606	Syac.g_01434	Pras.g_01530
OG0000607	Syac.g_01430	Pras.g_01533
OG0000608	Syac.g_01429	Pras.g_01534
OG0000609	Syac.g_01427	Pras.g_01535
OG0000610	Syac.g_01419	Pras.g_01540
OG0000611	Syac.g_01416	Pras.g_01543
OG0000612	Syac.g_01415	Pras.g_01544
OG0000613	Syac.g_00231	Pras.g_01549
OG0000614	Syac.g_00911	Pras.g_01568
OG0000615	Syac.g_01377	Pras.g_01576
OG0000616	Syac.g_02478	Pras.g_01580
OG0000617	Syac.g_01280	Pras.g_01612
OG0000618	Syac.g_01279	Pras.g_01613
OG0000619	Syac.g_01278	Pras.g_01614
OG0000620	Syac.g_01270	Pras.g_01617
OG0000621	Syac.g_01269	Pras.g_01618
OG0000622	Syac.g_01268	Pras.g_01619
OG0000623	Syac.g_01267	Pras.g_01620
OG0000624	Syac.g_01265	Pras.g_01621
OG0000625	Syac.g_01264	Pras.g_01622
OG0000626	Syac.g_01263	Pras.g_01623
OG0000627	Syac.g_01126	Pras.g_01624
OG0000628	Syac.g_01127	Pras.g_01625
OG0000629	Syac.g_01130	Pras.g_01626
OG0000630	Syac.g_01134	Pras.g_01629
OG0000631	Syac.g_01139	Pras.g_01692
OG0000632	Syac.g_01140	Pras.g_01693
OG0000633	Syac.g_01141	Pras.g_01694
OG0000634	Syac.g_01345	Pras.g_01697
OG0000635	Syac.g_01344	Pras.g_01698
OG0000636	Syac.g_01342	Pras.g_01700
OG0000637	Syac.g_01340	Pras.g_01702
OG0000638	Syac.g_01339	Pras.g_01703
OG0000639	Syac.g_01338	Pras.g_01704
OG0000640	Syac.g_01337	Pras.g_01705
OG0000641	Syac.g_01333	Pras.g_01709
OG0000642	Syac.g_01332	Pras.g_01710
OG0000643	Syac.g_01330	Pras.g_01711
OG0000644	Syac.g_01329	Pras.g_01712
OG0000645	Syac.g_01327	Pras.g_01713
OG0000646	Syac.g_01324	Pras.g_01715
OG0000647	Syac.g_01322	Pras.g_01716
OG0000648	Syac.g_01319	Pras.g_01718
OG0000649	Syac.g_01318	Pras.g_01719
OG0000650	Syac.g_01317	Pras.g_01720
OG0000651	Syac.g_01316	Pras.g_01721
OG0000652	Syac.g_01315	Pras.g_01722
OG0000653	Syac.g_01313	Pras.g_01724
OG0000654	Syac.g_01312	Pras.g_01725
OG0000655	Syac.g_01311	Pras.g_01726
OG0000656	Syac.g_01308	Pras.g_01729
OG0000657	Syac.g_00846	Pras.g_01736
OG0000658	Syac.g_00842	Pras.g_01737
OG0000659	Syac.g_00841	Pras.g_01738
OG0000660	Syac.g_00837	Pras.g_01742
OG0000661	Syac.g_00835	Pras.g_01744
OG0000662	Syac.g_00833	Pras.g_01746
OG0000663	Syac.g_00830	Pras.g_01748
OG0000664	Syac.g_00829	Pras.g_01749
OG0000665	Syac.g_01018	Pras.g_01753
OG0000666	Syac.g_01088	Pras.g_01754
OG0000667	Syac.g_02165	Pras.g_01758
OG0000668	Syac.g_01239	Pras.g_01788
OG0000669	Syac.g_01404	Pras.g_01792
OG0000670	Syac.g_00580	Pras.g_01794
OG0000671	Syac.g_01400	Pras.g_01796
OG0000672	Syac.g_01396	Pras.g_01799
OG0000673	Syac.g_01393	Pras.g_01802
OG0000674	Syac.g_01391	Pras.g_01804
OG0000675	Syac.g_01390	Pras.g_01805
OG0000676	Syac.g_01388	Pras.g_01807
OG0000677	Syac.g_01387	Pras.g_01808
OG0000678	Syac.g_01384	Pras.g_01810
OG0000679	Syac.g_01375	Pras.g_01814
OG0000680	Syac.g_01374	Pras.g_01815
OG0000681	Syac.g_01371	Pras.g_01818
OG0000682	Syac.g_01370	Pras.g_01819
OG0000683	Syac.g_01369	Pras.g_01820
OG0000684	Syac.g_01365	Pras.g_01821
OG0000685	Syac.g_01363	Pras.g_01823
OG0000686	Syac.g_01362	Pras.g_01824
OG0000687	Syac.g_01361	Pras.g_01825
OG0000688	Syac.g_01356	Pras.g_01828
OG0000689	Syac.g_01354	Pras.g_01829
OG0000690	Syac.g_01353	Pras.g_01830
OG0000691	Syac.g_01352	Pras.g_01831
OG0000692	Syac.g_01351	Pras.g_01833
OG0000693	Syac.g_01349	Pras.g_01834
OG0000694	Syac.g_01348	Pras.g_01835
OG0000695	Syac.g_01143	Pras.g_01837
OG0000696	Syac.g_01144	Pras.g_01838
OG0000697	Syac.g_01146	Pras.g_01839
OG0000698	Syac.g_01149	Pras.g_01842
OG0000699	Syac.g_01151	Pras.g_01843
OG0000700	Syac.g_01152	Pras.g_01844
OG0000701	Syac.g_01153	Pras.g_01845
OG0000702	Syac.g_01161	Pras.g_01847
OG0000703	Syac.g_01162	Pras.g_01848
OG0000704	Syac.g_01165	Pras.g_01849
OG0000705	Syac.g_01174	Pras.g_01853
OG0000706	Syac.g_01175	Pras.g_01854
OG0000707	Syac.g_01176	Pras.g_01855
OG0000708	Syac.g_01179	Pras.g_01856
OG0000709	Syac.g_01187	Pras.g_01860
OG0000710	Syac.g_01191	Pras.g_01863
OG0000711	Syac.g_01220	Pras.g_01881
OG0000712	Syac.g_01221	Pras.g_01883
OG0000713	Syac.g_01222	Pras.g_01884
OG0000714	Syac.g_01224	Pras.g_01885
OG0000715	Syac.g_01226	Pras.g_01887
OG0000716	Syac.g_01230	Pras.g_01889
OG0000717	Syac.g_01231	Pras.g_01890
OG0000718	Syac.g_01235	Pras.g_01903
OG0000719	Syac.g_01237	Pras.g_01905
OG0000720	Syac.g_01250	Pras.g_01914
OG0000721	Syac.g_01252	Pras.g_01916
OG0000722	Syac.g_01253	Pras.g_01917
OG0000723	Syac.g_01261	Pras.g_01920
OG0000724	Syac.g_00879	Pras.g_01929
OG0000725	Syac.g_00887	Pras.g_01935
OG0000726	Syac.g_00888	Pras.g_01936
OG0000727	Syac.g_00889	Pras.g_01937
OG0000728	Syac.g_00891	Pras.g_01939
OG0000729	Syac.g_00144	Pras.g_01984
OG0000730	Syac.g_02024	Pras.g_01988
OG0000731	Syac.g_02011	Pras.g_01992
OG0000732	Syac.g_00051	Pras.g_00003
OG0000733	Syac.g_02386	Pras.g_00024
OG0000734	Syac.g_00388	Pras.g_00041
OG0000735	Syac.g_00750	Pras.g_00043
OG0000736	Syac.g_00751	Pras.g_00044
OG0000737	Syac.g_00752	Pras.g_00045
OG0000738	Syac.g_00757	Pras.g_00049
OG0000739	Syac.g_00762	Pras.g_00050
OG0000740	Syac.g_00763	Pras.g_00051
OG0000741	Syac.g_00766	Pras.g_00052
OG0000742	Syac.g_00768	Pras.g_00055
OG0000743	Syac.g_00770	Pras.g_00057
OG0000744	Syac.g_00771	Pras.g_00058
OG0000745	Syac.g_00773	Pras.g_00059
OG0000746	Syac.g_00776	Pras.g_00061
OG0000747	Syac.g_00777	Pras.g_00062
OG0000748	Syac.g_00787	Pras.g_00065
OG0000749	Syac.g_00789	Pras.g_00066
OG0000750	Syac.g_00790	Pras.g_00067
OG0000751	Syac.g_00797	Pras.g_00069
OG0000752	Syac.g_00799	Pras.g_00071
OG0000753	Syac.g_00802	Pras.g_00074
OG0000754	Syac.g_01471	Pras.g_00077
OG0000755	Syac.g_01479	Pras.g_00080
OG0000756	Syac.g_01480	Pras.g_00081
OG0000757	Syac.g_01492	Pras.g_00087
OG0000758	Syac.g_01493	Pras.g_00088
OG0000759	Syac.g_01494	Pras.g_00089
OG0000760	Syac.g_01495	Pras.g_00090
OG0000761	Syac.g_01496	Pras.g_00091
OG0000762	Syac.g_01498	Pras.g_00092
OG0000763	Syac.g_01500	Pras.g_00094
OG0000764	Syac.g_01501	Pras.g_00095
OG0000765	Syac.g_01515	Pras.g_00105
OG0000766	Syac.g_01516	Pras.g_00106
OG0000767	Syac.g_01518	Pras.g_00108
OG0000768	Syac.g_01519	Pras.g_00109
OG0000769	Syac.g_01521	Pras.g_00111
OG0000770	Syac.g_01524	Pras.g_00113
OG0000771	Syac.g_00873	Pras.g_00122
OG0000772	Syac.g_01569	Pras.g_00178
OG0000773	Syac.g_00741	Pras.g_00199
OG0000774	Syac.g_00737	Pras.g_00201
OG0000775	Syac.g_00735	Pras.g_00204
OG0000776	Syac.g_00734	Pras.g_00205
OG0000777	Syac.g_00733	Pras.g_00206
OG0000778	Syac.g_00732	Pras.g_00207
OG0000779	Syac.g_00727	Pras.g_00211
OG0000780	Syac.g_00723	Pras.g_00212
OG0000781	Syac.g_00719	Pras.g_00214
OG0000782	Syac.g_00718	Pras.g_00216
OG0000783	Syac.g_00717	Pras.g_00217
OG0000784	Syac.g_00716	Pras.g_00218
OG0000785	Syac.g_00714	Pras.g_00220
OG0000786	Syac.g_01730	Pras.g_00223
OG0000787	Syac.g_01731	Pras.g_00224
OG0000788	Syac.g_00992	Pras.g_00237
OG0000789	Syac.g_01111	Pras.g_00240
OG0000790	Syac.g_01921	Pras.g_00255
OG0000791	Syac.g_01922	Pras.g_00257
OG0000792	Syac.g_01923	Pras.g_00258
OG0000793	Syac.g_01928	Pras.g_00261
OG0000794	Syac.g_01929	Pras.g_00262
OG0000795	Syac.g_01930	Pras.g_00263
OG0000796	Syac.g_01934	Pras.g_00267
OG0000797	Syac.g_01935	Pras.g_00268
OG0000798	Syac.g_02250	Pras.g_00286
OG0000799	Syac.g_01602	Pras.g_00332
OG0000800	Syac.g_01603	Pras.g_00333
OG0000801	Syac.g_01604	Pras.g_00334
OG0000802	Syac.g_01608	Pras.g_00336
OG0000803	Syac.g_01613	Pras.g_00338
OG0000804	Syac.g_01616	Pras.g_00339
OG0000805	Syac.g_01620	Pras.g_00341
OG0000806	Syac.g_01622	Pras.g_00343
OG0000807	Syac.g_01624	Pras.g_00344
OG0000808	Syac.g_01625	Pras.g_00345
OG0000809	Syac.g_01628	Pras.g_00348
OG0000810	Syac.g_01629	Pras.g_00349
OG0000811	Syac.g_01637	Pras.g_00353
OG0000812	Syac.g_01639	Pras.g_00355
OG0000813	Syac.g_01640	Pras.g_00356
OG0000814	Syac.g_01642	Pras.g_00358
OG0000815	Syac.g_01643	Pras.g_00359
OG0000816	Syac.g_01645	Pras.g_00361
OG0000817	Syac.g_01646	Pras.g_00362
OG0000818	Syac.g_01652	Pras.g_00367
OG0000819	Syac.g_01653	Pras.g_00368
OG0000820	Syac.g_01654	Pras.g_00369
OG0000821	Syac.g_01659	Pras.g_00373
OG0000822	Syac.g_01661	Pras.g_00374
OG0000823	Syac.g_01662	Pras.g_00375
OG0000824	Syac.g_01666	Pras.g_00378
OG0000825	Syac.g_01667	Pras.g_00379
OG0000826	Syac.g_01668	Pras.g_00380
OG0000827	Syac.g_01669	Pras.g_00381
OG0000828	Syac.g_01672	Pras.g_00385
OG0000829	Syac.g_01673	Pras.g_00386
OG0000830	Syac.g_01674	Pras.g_00387
OG0000831	Syac.g_01676	Pras.g_00389
OG0000832	Syac.g_00623	Pras.g_00395
OG0000833	Syac.g_00613	Pras.g_00405
OG0000834	Syac.g_00610	Pras.g_00406
OG0000835	Syac.g_00609	Pras.g_00407
OG0000836	Syac.g_00605	Pras.g_00408
OG0000837	Syac.g_00604	Pras.g_00409
OG0000838	Syac.g_00600	Pras.g_00411
OG0000839	Syac.g_00599	Pras.g_00412
OG0000840	Syac.g_00598	Pras.g_00413
OG0000841	Syac.g_00597	Pras.g_00414
OG0000842	Syac.g_00596	Pras.g_00415
OG0000843	Syac.g_00595	Pras.g_00416
OG0000844	Syac.g_00593	Pras.g_00417
OG0000845	Syac.g_00592	Pras.g_00418
OG0000846	Syac.g_00591	Pras.g_00419
OG0000847	Syac.g_00590	Pras.g_00420
OG0000848	Syac.g_00588	Pras.g_00421
OG0000849	Syac.g_00587	Pras.g_00422
OG0000850	Syac.g_00585	Pras.g_00424
OG0000851	Syac.g_00573	Pras.g_00425
OG0000852	Syac.g_00572	Pras.g_00426
OG0000853	Syac.g_00568	Pras.g_00430
OG0000854	Syac.g_00566	Pras.g_00432
OG0000855	Syac.g_00565	Pras.g_00433
OG0000856	Syac.g_00964	Pras.g_00448
OG0000857	Syac.g_01323	Pras.g_00473
OG0000858	Syac.g_00559	Pras.g_00544
OG0000859	Syac.g_00558	Pras.g_00545
OG0000860	Syac.g_00542	Pras.g_00552
OG0000861	Syac.g_00541	Pras.g_00553
OG0000862	Syac.g_00540	Pras.g_00554
OG0000863	Syac.g_00538	Pras.g_00556
OG0000864	Syac.g_00537	Pras.g_00557
OG0000865	Syac.g_00533	Pras.g_00558
OG0000866	Syac.g_00532	Pras.g_00559
OG0000867	Syac.g_00531	Pras.g_00560
OG0000868	Syac.g_00529	Pras.g_00561
OG0000869	Syac.g_00524	Pras.g_00565
OG0000870	Syac.g_00519	Pras.g_00570
OG0000871	Syac.g_00518	Pras.g_00571
OG0000872	Syac.g_00510	Pras.g_00572
OG0000873	Syac.g_00507	Pras.g_00575
OG0000874	Syac.g_00512	Pras.g_00578
OG0000875	Syac.g_00505	Pras.g_00579
OG0000876	Syac.g_00675	Pras.g_00580
OG0000877	Syac.g_00671	Pras.g_00582
OG0000878	Syac.g_00670	Pras.g_00583
OG0000879	Syac.g_00669	Pras.g_00584
OG0000880	Syac.g_00668	Pras.g_00585
OG0000881	Syac.g_00664	Pras.g_00589
OG0000882	Syac.g_00659	Pras.g_00594
OG0000883	Syac.g_00656	Pras.g_00596
OG0000884	Syac.g_00654	Pras.g_00598
OG0000885	Syac.g_00653	Pras.g_00599
OG0000886	Syac.g_00652	Pras.g_00600
OG0000887	Syac.g_00651	Pras.g_00601
OG0000888	Syac.g_00649	Pras.g_00603
OG0000889	Syac.g_00647	Pras.g_00605
OG0000890	Syac.g_00642	Pras.g_00606
OG0000891	Syac.g_00641	Pras.g_00607
OG0000892	Syac.g_00638	Pras.g_00609
OG0000893	Syac.g_02193	Pras.g_00613
OG0000894	Syac.g_02189	Pras.g_00615
OG0000895	Syac.g_02185	Pras.g_00618
OG0000896	Syac.g_02184	Pras.g_00619
OG0000897	Syac.g_02182	Pras.g_00621
OG0000898	Syac.g_02181	Pras.g_00622
OG0000899	Syac.g_02180	Pras.g_00623
OG0000900	Syac.g_02179	Pras.g_00624
OG0000901	Syac.g_02174	Pras.g_00627
OG0000902	Syac.g_02172	Pras.g_00629
OG0000903	Syac.g_02140	Pras.g_00632
OG0000904	Syac.g_02145	Pras.g_00634
OG0000905	Syac.g_02148	Pras.g_00639
OG0000906	Syac.g_02150	Pras.g_00640
OG0000907	Syac.g_02138	Pras.g_00645
OG0000908	Syac.g_02135	Pras.g_00648
OG0000909	Syac.g_02134	Pras.g_00649
OG0000910	Syac.g_02133	Pras.g_00650
OG0000911	Syac.g_02131	Pras.g_00652
OG0000912	Syac.g_02130	Pras.g_00653
OG0000913	Syac.g_02129	Pras.g_00654
OG0000914	Syac.g_02128	Pras.g_00655
OG0000915	Syac.g_02127	Pras.g_00656
OG0000916	Syac.g_02126	Pras.g_00657
OG0000917	Syac.g_02125	Pras.g_00658
OG0000918	Syac.g_02124	Pras.g_00659
OG0000919	Syac.g_02123	Pras.g_00660
OG0000920	Syac.g_02122	Pras.g_00661
OG0000921	Syac.g_02121	Pras.g_00662
OG0000922	Syac.g_02120	Pras.g_00663
OG0000923	Syac.g_02116	Pras.g_00667
OG0000924	Syac.g_02115	Pras.g_00668
OG0000925	Syac.g_02114	Pras.g_00669
OG0000926	Syac.g_02113	Pras.g_00670
OG0000927	Syac.g_02111	Pras.g_00672
OG0000928	Syac.g_02110	Pras.g_00673
OG0000929	Syac.g_02109	Pras.g_00674
OG0000930	Syac.g_02108	Pras.g_00675
OG0000931	Syac.g_02107	Pras.g_00676
OG0000932	Syac.g_02106	Pras.g_00677
OG0000933	Syac.g_02101	Pras.g_00681
OG0000934	Syac.g_02099	Pras.g_00683
OG0000935	Syac.g_02098	Pras.g_00684
OG0000936	Syac.g_02097	Pras.g_00685
OG0000937	Syac.g_02096	Pras.g_00686
OG0000938	Syac.g_02092	Pras.g_00688
OG0000939	Syac.g_02091	Pras.g_00689
OG0000940	Syac.g_02084	Pras.g_00696
OG0000941	Syac.g_02082	Pras.g_00698
OG0000942	Syac.g_02080	Pras.g_00700
OG0000943	Syac.g_02079	Pras.g_00701
OG0000944	Syac.g_02077	Pras.g_00702
OG0000945	Syac.g_02075	Pras.g_00703
OG0000946	Syac.g_02071	Pras.g_00707
OG0000947	Syac.g_02068	Pras.g_00709
OG0000948	Syac.g_02067	Pras.g_00710
OG0000949	Syac.g_00205	Pras.g_00713
OG0000950	Syac.g_00193	Pras.g_00718
OG0000951	Syac.g_00188	Pras.g_00722
OG0000952	Syac.g_00183	Pras.g_00726
OG0000953	Syac.g_00177	Pras.g_00729
OG0000954	Syac.g_00172	Pras.g_00733
OG0000955	Syac.g_00171	Pras.g_00734
OG0000956	Syac.g_00169	Pras.g_00736
OG0000957	Syac.g_00158	Pras.g_00741
OG0000958	Syac.g_00157	Pras.g_00742
OG0000959	Syac.g_00153	Pras.g_00746
OG0000960	Syac.g_00152	Pras.g_00747
OG0000961	Syac.g_00147	Pras.g_00749
OG0000962	Syac.g_00145	Pras.g_00751
OG0000963	Syac.g_00140	Pras.g_00755
OG0000964	Syac.g_00139	Pras.g_00756
OG0000965	Syac.g_00138	Pras.g_00757
OG0000966	Syac.g_00107	Pras.g_00765
OG0000967	Syac.g_00075	Pras.g_00770
OG0000968	Syac.g_00080	Pras.g_00772
OG0000969	Syac.g_00078	Pras.g_00773
OG0000970	Syac.g_00077	Pras.g_00774
OG0000971	Syac.g_00067	Pras.g_00775
OG0000972	Syac.g_00066	Pras.g_00776
OG0000973	Syac.g_00065	Pras.g_00777
OG0000974	Syac.g_00064	Pras.g_00778
OG0000975	Syac.g_00063	Pras.g_00779
OG0000976	Syac.g_00062	Pras.g_00780
OG0000977	Syac.g_00059	Pras.g_00781
OG0000978	Syac.g_00058	Pras.g_00782
OG0000979	Syac.g_00055	Pras.g_00785
OG0000980	Syac.g_00052	Pras.g_00787
OG0000981	Syac.g_00049	Pras.g_00789
OG0000982	Syac.g_02354	Pras.g_00791
OG0000983	Syac.g_02355	Pras.g_00792
OG0000984	Syac.g_02356	Pras.g_00793
OG0000985	Syac.g_02359	Pras.g_00796
OG0000986	Syac.g_02363	Pras.g_00798
OG0000987	Syac.g_02365	Pras.g_00799
OG0000988	Syac.g_02370	Pras.g_00802
OG0000989	Syac.g_02379	Pras.g_00805
OG0000990	Syac.g_02397	Pras.g_00808
OG0000991	Syac.g_02400	Pras.g_00809
OG0000992	Syac.g_02402	Pras.g_00812
OG0000993	Syac.g_02403	Pras.g_00813
OG0000994	Syac.g_02405	Pras.g_00814
OG0000995	Syac.g_02410	Pras.g_00818
OG0000996	Syac.g_02454	Pras.g_00819
OG0000997	Syac.g_02464	Pras.g_00820
OG0000998	Syac.g_02466	Pras.g_00822
OG0000999	Syac.g_02467	Pras.g_00823
OG0001000	Syac.g_02470	Pras.g_00826
OG0001001	Syac.g_02475	Pras.g_00828
OG0001002	Syac.g_02481	Pras.g_00832
OG0001003	Syac.g_02483	Pras.g_00834
OG0001004	Syac.g_02484	Pras.g_00835
OG0001005	Syac.g_02485	Pras.g_00836
OG0001006	Syac.g_02492	Pras.g_00840
OG0001007	Syac.g_02494	Pras.g_00842
OG0001008	Syac.g_00693	Pras.g_01315
OG0001009	Syac.g_00030	Pras.g_00869
OG0001010	Syac.g_00031	Pras.g_00870
OG0001011	Syac.g_00032	Pras.g_00871
OG0001012	Syac.g_02351	Pras.g_00896
OG0001013	Syac.g_02337	Pras.g_00901
OG0001014	Syac.g_02333	Pras.g_00904
OG0001015	Syac.g_02332	Pras.g_00905
OG0001016	Syac.g_00446	Pras.g_00924
OG0001017	Syac.g_00440	Pras.g_00928
OG0001018	Syac.g_00438	Pras.g_00931
OG0001019	Syac.g_00422	Pras.g_00940
OG0001020	Syac.g_00417	Pras.g_00941
OG0001021	Syac.g_00413	Pras.g_00942
OG0001022	Syac.g_00410	Pras.g_00945
OG0001023	Syac.g_00409	Pras.g_00946
OG0001024	Syac.g_00405	Pras.g_00949
OG0001025	Syac.g_00399	Pras.g_00955
OG0001026	Syac.g_00386	Pras.g_00962
OG0001027	Syac.g_00380	Pras.g_00963
OG0001028	Syac.g_00378	Pras.g_00965
OG0001029	Syac.g_00376	Pras.g_00966
OG0001030	Syac.g_00356	Pras.g_00981
OG0001031	Syac.g_02266	Pras.g_01037
OG0001032	Syac.g_02268	Pras.g_01038
OG0001033	Syac.g_02298	Pras.g_01060
OG0001034	Syac.g_01968	Pras.g_01088
OG0001036	Syac.g_02221	Pras.g_01111
OG0001037	Syac.g_02223	Pras.g_01112
OG0001038	Syac.g_02251	Pras.g_01130
OG0001039	Syac.g_02254	Pras.g_01133
OG0001040	Syac.g_00292	Pras.g_01135
OG0001041	Syac.g_00287	Pras.g_01139
OG0001042	Syac.g_00258	Pras.g_01156
OG0001043	Syac.g_00254	Pras.g_01157
OG0001044	Syac.g_02021	Pras.g_01186
OG0001045	Syac.g_02008	Pras.g_01195
OG0001046	Syac.g_01207	Pras.g_01232
OG0001047	Syac.g_00695	Pras.g_01317
OG0001048	Syac.g_00696	Pras.g_01318
OG0001049	Syac.g_00703	Pras.g_01320
OG0001050	Syac.g_00704	Pras.g_01321
OG0001051	Syac.g_00705	Pras.g_01322
OG0001052	Syac.g_01704	Pras.g_01349
OG0001053	Syac.g_01901	Pras.g_01361
OG0001054	Syac.g_01884	Pras.g_01376
OG0001055	Syac.g_01863	Pras.g_01395
OG0001056	Syac.g_01831	Pras.g_01413
OG0001057	Syac.g_01825	Pras.g_01418
OG0001058	Syac.g_01810	Pras.g_01426
OG0001059	Syac.g_01806	Pras.g_01430
OG0001060	Syac.g_01799	Pras.g_01437
OG0001061	Syac.g_01779	Pras.g_01450
OG0001062	Syac.g_01777	Pras.g_01452
OG0001063	Syac.g_01773	Pras.g_01454
OG0001064	Syac.g_01772	Pras.g_01455
OG0001065	Syac.g_01771	Pras.g_01456
OG0001066	Syac.g_01770	Pras.g_01457
OG0001067	Syac.g_01769	Pras.g_01459
OG0001068	Syac.g_01768	Pras.g_01460
OG0001069	Syac.g_01767	Pras.g_01461
OG0001070	Syac.g_01764	Pras.g_01464
OG0001071	Syac.g_01763	Pras.g_01465
OG0001072	Syac.g_01758	Pras.g_01466
OG0001074	Syac.g_00945	Pras.g_01491
OG0001075	Syac.g_00946	Pras.g_01492
OG0001076	Syac.g_00956	Pras.g_01500
OG0001077	Syac.g_00967	Pras.g_01504
OG0001078	Syac.g_00980	Pras.g_01512
OG0001079	Syac.g_00993	Pras.g_01523
OG0001080	Syac.g_01092	Pras.g_01529
OG0001081	Syac.g_01432	Pras.g_01531
OG0001082	Syac.g_01431	Pras.g_01532
OG0001083	Syac.g_01424	Pras.g_01537
OG0001084	Syac.g_01423	Pras.g_01538
OG0001085	Syac.g_01412	Pras.g_01546
OG0001086	Syac.g_01410	Pras.g_01547
OG0001087	Syac.g_00923	Pras.g_01564
OG0001088	Syac.g_00920	Pras.g_01565
OG0001089	Syac.g_00896	Pras.g_01573
OG0001090	Syac.g_01286	Pras.g_01607
OG0001091	Syac.g_01284	Pras.g_01609
OG0001092	Syac.g_01282	Pras.g_01610
OG0001093	Syac.g_01276	Pras.g_01615
OG0001094	Syac.g_01347	Pras.g_01695
OG0001095	Syac.g_01326	Pras.g_01714
OG0001096	Syac.g_01310	Pras.g_01727
OG0001097	Syac.g_00834	Pras.g_01745
OG0001098	Syac.g_01096	Pras.g_01760
OG0001099	Syac.g_00377	Pras.g_01791
OG0001100	Syac.g_01402	Pras.g_01793
OG0001101	Syac.g_01401	Pras.g_01795
OG0001102	Syac.g_01398	Pras.g_01798
OG0001103	Syac.g_01395	Pras.g_01800
OG0001104	Syac.g_01364	Pras.g_01822
OG0001105	Syac.g_01360	Pras.g_01826
OG0001106	Syac.g_01166	Pras.g_01850
OG0001107	Syac.g_01180	Pras.g_01857
OG0001108	Syac.g_01188	Pras.g_01861
OG0001109	Syac.g_01190	Pras.g_01862
OG0001110	Syac.g_01192	Pras.g_01864
OG0001111	Syac.g_01194	Pras.g_01865
OG0001112	Syac.g_01196	Pras.g_01866
OG0001113	Syac.g_01197	Pras.g_01867
OG0001114	Syac.g_01198	Pras.g_01868
OG0001115	Syac.g_01202	Pras.g_01870
OG0001116	Syac.g_01204	Pras.g_01871
OG0001117	Syac.g_01205	Pras.g_01872
OG0001118	Syac.g_01206	Pras.g_01873
OG0001119	Syac.g_01208	Pras.g_01874
OG0001120	Syac.g_01213	Pras.g_01876
OG0001121	Syac.g_01949, Syac.g_01170	Pras.g_00021, Pras.g_01880
OG0001122	Syac.g_01238	Pras.g_01906
OG0001123	Syac.g_01245	Pras.g_01910
OG0001124	Syac.g_01247	Pras.g_01912
OG0001125	Syac.g_01249	Pras.g_01913
OG0001126	Syac.g_00870	Pras.g_01923
OG0001127	Syac.g_00871	Pras.g_01924
OG0001128	Syac.g_00875	Pras.g_01926
OG0001129	Syac.g_00877	Pras.g_01927
OG0001130	Syac.g_00878	Pras.g_01928
OG0001131	Syac.g_01382	Pras.g_01964
OG0001132	Syac.g_01062	Pras.g_01973
OG0001133	Syac.g_00958	Pras.g_00009
OG0001134	Syac.g_01466	Pras.g_00023
OG0001136	Syac.g_00767	Pras.g_00053
OG0001137	Syac.g_00786	Pras.g_00064
OG0001138	Syac.g_01486	Pras.g_00082
OG0001139	Syac.g_01488	Pras.g_00083
OG0001140	Syac.g_01489	Pras.g_00084
OG0001141	Syac.g_01490	Pras.g_00085
OG0001142	Syac.g_01491	Pras.g_00086
OG0001143	Syac.g_01499	Pras.g_00093
OG0001144	Syac.g_01508	Pras.g_00099
OG0001145	Syac.g_00740	Pras.g_00200
OG0001146	Syac.g_00722	Pras.g_00213
OG0001147	Syac.g_01689	Pras.g_00236
OG0001148	Syac.g_01918	Pras.g_00252
OG0001149	Syac.g_01919	Pras.g_00253
OG0001150	Syac.g_01920	Pras.g_00254
OG0001151	Syac.g_01932	Pras.g_00265
OG0001152	Syac.g_01933	Pras.g_00266
OG0001153	Syac.g_01670	Pras.g_00382
OG0001154	Syac.g_01671	Pras.g_00384
OG0001155	Syac.g_00621	Pras.g_00396, Pras.g_00397
OG0001156	Syac.g_00618	Pras.g_00400
OG0001157	Syac.g_00617	Pras.g_00401
OG0001158	Syac.g_00616	Pras.g_00402
OG0001160	Syac.g_00570	Pras.g_00428
OG0001161	Syac.g_02385	Pras.g_00441
OG0001162	Syac.g_01307	Pras.g_00452
OG0001163	Syac.g_00562	Pras.g_00542
OG0001164	Syac.g_00556	Pras.g_00546
OG0001165	Syac.g_00551	Pras.g_00549
OG0001166	Syac.g_00520	Pras.g_00569
OG0001167	Syac.g_00667	Pras.g_00586
OG0001168	Syac.g_00665	Pras.g_00588
OG0001169	Syac.g_00663	Pras.g_00590
OG0001170	Syac.g_00661	Pras.g_00592
OG0001171	Syac.g_00650	Pras.g_00602
OG0001172	Syac.g_02187	Pras.g_00616
OG0001173	Syac.g_02186	Pras.g_00617
OG0001174	Syac.g_02178	Pras.g_00625
OG0001175	Syac.g_02177	Pras.g_00626
