Orthogroup	Syac	Prbh
OG0000569	Syac.g_01785	Prbh.g_00259
OG0000570	Syac.g_01784	Prbh.g_00258
OG0000571	Syac.g_01780	Prbh.g_00256
OG0000572	Syac.g_01765	Prbh.g_00244
OG0000573	Syac.g_01755	Prbh.g_00238
OG0000574	Syac.g_01754	Prbh.g_00237
OG0000575	Syac.g_01750	Prbh.g_00233
OG0000576	Syac.g_01748	Prbh.g_00231
OG0000577	Syac.g_01747	Prbh.g_00230
OG0000578	Syac.g_01746	Prbh.g_00229
OG0000579	Syac.g_01745	Prbh.g_00228
OG0000580	Syac.g_01744	Prbh.g_00227
OG0000581	Syac.g_01738	Prbh.g_00224
OG0000582	Syac.g_00936	Prbh.g_00221
OG0000583	Syac.g_00937	Prbh.g_00220
OG0000584	Syac.g_00938	Prbh.g_00219
OG0000585	Syac.g_00940	Prbh.g_00217
OG0000586	Syac.g_00941	Prbh.g_00216
OG0000587	Syac.g_00943	Prbh.g_00215
OG0000588	Syac.g_00949	Prbh.g_01465
OG0000589	Syac.g_00953	Prbh.g_01462
OG0000590	Syac.g_00954	Prbh.g_01461
OG0000591	Syac.g_00961	Prbh.g_01457
OG0000592	Syac.g_00962	Prbh.g_01456
OG0000593	Syac.g_00975	Prbh.g_01221
OG0000594	Syac.g_00976	Prbh.g_01220
OG0000595	Syac.g_00977	Prbh.g_01219
OG0000596	Syac.g_00982	Prbh.g_01216
OG0000597	Syac.g_00985	Prbh.g_01213
OG0000598	Syac.g_00986	Prbh.g_01212
OG0000599	Syac.g_00989	Prbh.g_01209
OG0000600	Syac.g_00990	Prbh.g_01208
OG0000601	Syac.g_00991	Prbh.g_01207
OG0000602	Syac.g_00996	Prbh.g_01205
OG0000603	Syac.g_00997	Prbh.g_01204
OG0000604	Syac.g_01001	Prbh.g_01203
OG0000605	Syac.g_01089	Prbh.g_01202
OG0000606	Syac.g_01434	Prbh.g_01199
OG0000607	Syac.g_01430	Prbh.g_01196
OG0000608	Syac.g_01429	Prbh.g_01195
OG0000609	Syac.g_01427	Prbh.g_01194
OG0000610	Syac.g_01419	Prbh.g_01188
OG0000611	Syac.g_01416	Prbh.g_01185
OG0000612	Syac.g_01415	Prbh.g_01184
OG0000613	Syac.g_00231	Prbh.g_00907
OG0000614	Syac.g_00911	Prbh.g_00928
OG0000615	Syac.g_01377	Prbh.g_00939
OG0000616	Syac.g_02478	Prbh.g_01487
OG0000617	Syac.g_01280	Prbh.g_01167
OG0000618	Syac.g_01279	Prbh.g_01166
OG0000619	Syac.g_01278	Prbh.g_01165
OG0000620	Syac.g_01270	Prbh.g_01162
OG0000621	Syac.g_01269	Prbh.g_01161
OG0000622	Syac.g_01268	Prbh.g_01160
OG0000623	Syac.g_01267	Prbh.g_01159
OG0000624	Syac.g_01265	Prbh.g_01157
OG0000625	Syac.g_01264	Prbh.g_01156
OG0000626	Syac.g_01263	Prbh.g_01155
OG0000627	Syac.g_01126	Prbh.g_01154
OG0000628	Syac.g_01127	Prbh.g_01153
OG0000629	Syac.g_01130	Prbh.g_01151
OG0000630	Syac.g_01134	Prbh.g_01148
OG0000631	Syac.g_01139	Prbh.g_01056
OG0000632	Syac.g_01140	Prbh.g_01057
OG0000633	Syac.g_01141	Prbh.g_01058
OG0000634	Syac.g_01345	Prbh.g_00949
OG0000635	Syac.g_01344	Prbh.g_00950
OG0000636	Syac.g_01342	Prbh.g_00952
OG0000637	Syac.g_01340	Prbh.g_00954
OG0000638	Syac.g_01339	Prbh.g_00955
OG0000639	Syac.g_01338	Prbh.g_00956
OG0000640	Syac.g_01337	Prbh.g_00957
OG0000641	Syac.g_01333	Prbh.g_00961
OG0000642	Syac.g_01332	Prbh.g_00962
OG0000643	Syac.g_01330	Prbh.g_00963
OG0000644	Syac.g_01329	Prbh.g_00964
OG0000645	Syac.g_01327	Prbh.g_00965
OG0000646	Syac.g_01324	Prbh.g_00967
OG0000647	Syac.g_01322	Prbh.g_00969
OG0000648	Syac.g_01319	Prbh.g_00971
OG0000649	Syac.g_01318	Prbh.g_00972
OG0000650	Syac.g_01317	Prbh.g_00973
OG0000651	Syac.g_01316	Prbh.g_00974
OG0000652	Syac.g_01315	Prbh.g_00975
OG0000653	Syac.g_01313	Prbh.g_00977
OG0000654	Syac.g_01312	Prbh.g_00978
OG0000655	Syac.g_01311	Prbh.g_00979
OG0000656	Syac.g_01308	Prbh.g_00982
OG0000657	Syac.g_00846	Prbh.g_00989
OG0000658	Syac.g_00842	Prbh.g_00991
OG0000659	Syac.g_00841	Prbh.g_00992
OG0000660	Syac.g_00837	Prbh.g_00996
OG0000661	Syac.g_00835	Prbh.g_00998
OG0000662	Syac.g_00833	Prbh.g_01001
OG0000663	Syac.g_00830	Prbh.g_01003
OG0000664	Syac.g_00829	Prbh.g_01004
OG0000665	Syac.g_01018	Prbh.g_01010
OG0000666	Syac.g_01088	Prbh.g_01011
OG0000667	Syac.g_02165	Prbh.g_01015
OG0000668	Syac.g_01239	Prbh.g_00857
OG0000669	Syac.g_01404	Prbh.g_00868
OG0000670	Syac.g_00580	Prbh.g_00871
OG0000671	Syac.g_01400	Prbh.g_00873
OG0000672	Syac.g_01396	Prbh.g_00876
OG0000673	Syac.g_01393	Prbh.g_00879
OG0000674	Syac.g_01391	Prbh.g_00881
OG0000675	Syac.g_01390	Prbh.g_00882
OG0000676	Syac.g_01388	Prbh.g_00884
OG0000677	Syac.g_01387	Prbh.g_00885
OG0000678	Syac.g_01384	Prbh.g_00887
OG0000679	Syac.g_01375	Prbh.g_00891
OG0000680	Syac.g_01374	Prbh.g_00892
OG0000681	Syac.g_01371	Prbh.g_00895
OG0000682	Syac.g_01370	Prbh.g_00896
OG0000683	Syac.g_01369	Prbh.g_00897
OG0000684	Syac.g_01365	Prbh.g_00898
OG0000685	Syac.g_01363	Prbh.g_00900
OG0000686	Syac.g_01362	Prbh.g_00901
OG0000687	Syac.g_01361	Prbh.g_00902
OG0000688	Syac.g_01356	Prbh.g_01179
OG0000689	Syac.g_01354	Prbh.g_01178
OG0000690	Syac.g_01353	Prbh.g_01177
OG0000691	Syac.g_01352	Prbh.g_01176
OG0000692	Syac.g_01351	Prbh.g_01174
OG0000693	Syac.g_01349	Prbh.g_01173
OG0000694	Syac.g_01348	Prbh.g_01172
OG0000695	Syac.g_01143	Prbh.g_01060
OG0000696	Syac.g_01144	Prbh.g_01061
OG0000697	Syac.g_01146	Prbh.g_01062
OG0000698	Syac.g_01149	Prbh.g_01065
OG0000699	Syac.g_01151	Prbh.g_01066
OG0000700	Syac.g_01152	Prbh.g_01067
OG0000701	Syac.g_01153	Prbh.g_01068
OG0000702	Syac.g_01161	Prbh.g_01070
OG0000703	Syac.g_01162	Prbh.g_01071
OG0000704	Syac.g_01165	Prbh.g_01073
OG0000705	Syac.g_01174	Prbh.g_01079
OG0000706	Syac.g_01175	Prbh.g_01080
OG0000707	Syac.g_01176	Prbh.g_01081
OG0000708	Syac.g_01179	Prbh.g_01083
OG0000709	Syac.g_01187	Prbh.g_01087
OG0000710	Syac.g_01191	Prbh.g_01090
OG0000711	Syac.g_01220	Prbh.g_01106
OG0000712	Syac.g_01221	Prbh.g_01107
OG0000713	Syac.g_01222	Prbh.g_01108
OG0000714	Syac.g_01224	Prbh.g_01109
OG0000715	Syac.g_01226	Prbh.g_01111
OG0000716	Syac.g_01230	Prbh.g_01113
OG0000717	Syac.g_01231	Prbh.g_01114
OG0000718	Syac.g_01235	Prbh.g_01116
OG0000719	Syac.g_01237	Prbh.g_01118
OG0000720	Syac.g_01250	Prbh.g_01129
OG0000721	Syac.g_01252	Prbh.g_01133
OG0000722	Syac.g_01253	Prbh.g_01134
OG0000723	Syac.g_01261	Prbh.g_01138
OG0000724	Syac.g_00879	Prbh.g_01036
OG0000725	Syac.g_00887	Prbh.g_01030
OG0000726	Syac.g_00888	Prbh.g_01029
OG0000727	Syac.g_00889	Prbh.g_01028
OG0000728	Syac.g_00891	Prbh.g_01026
OG0000729	Syac.g_00144	Prbh.g_01351
OG0000730	Syac.g_02024	Prbh.g_01325
OG0000731	Syac.g_02011	Prbh.g_00432
OG0000733	Syac.g_02386	Prbh.g_01867
OG0000734	Syac.g_00388	Prbh.g_01299
OG0000735	Syac.g_00750	Prbh.g_01297
OG0000736	Syac.g_00751	Prbh.g_01296
OG0000737	Syac.g_00752	Prbh.g_01295
OG0000738	Syac.g_00757	Prbh.g_01291
OG0000739	Syac.g_00762	Prbh.g_01290
OG0000740	Syac.g_00763	Prbh.g_01289
OG0000741	Syac.g_00766	Prbh.g_01287
OG0000742	Syac.g_00768	Prbh.g_01284
OG0000743	Syac.g_00770	Prbh.g_01282
OG0000744	Syac.g_00771	Prbh.g_01280
OG0000745	Syac.g_00773	Prbh.g_01279
OG0000746	Syac.g_00776	Prbh.g_01277
OG0000747	Syac.g_00777	Prbh.g_01276
OG0000748	Syac.g_00787	Prbh.g_01272
OG0000749	Syac.g_00789	Prbh.g_01271
OG0000750	Syac.g_00790	Prbh.g_01270
OG0000751	Syac.g_00797	Prbh.g_01267
OG0000752	Syac.g_00799	Prbh.g_01265
OG0000753	Syac.g_00802	Prbh.g_01262
OG0000754	Syac.g_01471	Prbh.g_01260
OG0000755	Syac.g_01479	Prbh.g_01254
OG0000756	Syac.g_01480	Prbh.g_01253
OG0000757	Syac.g_01492	Prbh.g_01246
OG0000758	Syac.g_01493	Prbh.g_01245
OG0000759	Syac.g_01494	Prbh.g_01244
OG0000760	Syac.g_01495	Prbh.g_01243
OG0000761	Syac.g_01496	Prbh.g_01242
OG0000762	Syac.g_01498	Prbh.g_01241
OG0000763	Syac.g_01500	Prbh.g_01239
OG0000764	Syac.g_01501	Prbh.g_01238
OG0000765	Syac.g_01515	Prbh.g_01230
OG0000766	Syac.g_01516	Prbh.g_01229
OG0000767	Syac.g_01518	Prbh.g_01227
OG0000768	Syac.g_01519	Prbh.g_01226
OG0000769	Syac.g_01521	Prbh.g_01224
OG0000770	Syac.g_01524	Prbh.g_01451
OG0000771	Syac.g_00873	Prbh.g_01397
OG0000772	Syac.g_01569	Prbh.g_01845
OG0000773	Syac.g_00741	Prbh.g_01364
OG0000774	Syac.g_00737	Prbh.g_01366
OG0000775	Syac.g_00735	Prbh.g_01368
OG0000776	Syac.g_00734	Prbh.g_01369
OG0000777	Syac.g_00733	Prbh.g_01370
OG0000778	Syac.g_00732	Prbh.g_01371
OG0000779	Syac.g_00727	Prbh.g_01375
OG0000780	Syac.g_00723	Prbh.g_01376
OG0000781	Syac.g_00719	Prbh.g_01379
OG0000782	Syac.g_00718	Prbh.g_01380
OG0000783	Syac.g_00717	Prbh.g_01381
OG0000784	Syac.g_00716	Prbh.g_01382
OG0000785	Syac.g_00714	Prbh.g_01384
OG0000786	Syac.g_01730	Prbh.g_01387
OG0000787	Syac.g_01731	Prbh.g_01388
OG0000788	Syac.g_00992	Prbh.g_00206
OG0000789	Syac.g_01111	Prbh.g_00196
OG0000790	Syac.g_01921	Prbh.g_00014
OG0000791	Syac.g_01922	Prbh.g_00016
OG0000792	Syac.g_01923	Prbh.g_00017
OG0000793	Syac.g_01928	Prbh.g_00021
OG0000794	Syac.g_01929	Prbh.g_00022
OG0000795	Syac.g_01930	Prbh.g_00023
OG0000796	Syac.g_01934	Prbh.g_00027
OG0000797	Syac.g_01935	Prbh.g_00028
OG0000798	Syac.g_02250	Prbh.g_00033
OG0000799	Syac.g_01602	Prbh.g_00079
OG0000800	Syac.g_01603	Prbh.g_00080
OG0000801	Syac.g_01604	Prbh.g_00081
OG0000802	Syac.g_01608	Prbh.g_00083
OG0000803	Syac.g_01613	Prbh.g_00085
OG0000804	Syac.g_01616	Prbh.g_00086
OG0000805	Syac.g_01620	Prbh.g_00088
OG0000806	Syac.g_01622	Prbh.g_00090
OG0000807	Syac.g_01624	Prbh.g_00091
OG0000808	Syac.g_01625	Prbh.g_00092
OG0000809	Syac.g_01628	Prbh.g_00094
OG0000810	Syac.g_01629	Prbh.g_00095
OG0000811	Syac.g_01637	Prbh.g_00102
OG0000812	Syac.g_01639	Prbh.g_00104
OG0000813	Syac.g_01640	Prbh.g_00105
OG0000814	Syac.g_01642	Prbh.g_00107
OG0000815	Syac.g_01643	Prbh.g_00108
OG0000816	Syac.g_01645	Prbh.g_00110
OG0000817	Syac.g_01646	Prbh.g_00111
OG0000818	Syac.g_01652	Prbh.g_00116
OG0000819	Syac.g_01653	Prbh.g_00117
OG0000820	Syac.g_01654	Prbh.g_00118
OG0000821	Syac.g_01659	Prbh.g_00122
OG0000822	Syac.g_01661	Prbh.g_00123
OG0000823	Syac.g_01662	Prbh.g_00124
OG0000824	Syac.g_01666	Prbh.g_00127
OG0000825	Syac.g_01667	Prbh.g_00128
OG0000826	Syac.g_01668	Prbh.g_00129
OG0000827	Syac.g_01669	Prbh.g_00130
OG0000828	Syac.g_01672	Prbh.g_00133
OG0000829	Syac.g_01673	Prbh.g_00134
OG0000830	Syac.g_01674	Prbh.g_00135
OG0000831	Syac.g_01676	Prbh.g_00137
OG0000832	Syac.g_00623	Prbh.g_00147
OG0000833	Syac.g_00613	Prbh.g_00156
OG0000834	Syac.g_00610	Prbh.g_00157
OG0000835	Syac.g_00609	Prbh.g_00158
OG0000836	Syac.g_00605	Prbh.g_00159
OG0000837	Syac.g_00604	Prbh.g_00160
OG0000838	Syac.g_00600	Prbh.g_00163
OG0000839	Syac.g_00599	Prbh.g_00164
OG0000840	Syac.g_00598	Prbh.g_00165
OG0000841	Syac.g_00597	Prbh.g_00166
OG0000842	Syac.g_00596	Prbh.g_00167
OG0000843	Syac.g_00595	Prbh.g_00168
OG0000844	Syac.g_00593	Prbh.g_00169
OG0000845	Syac.g_00592	Prbh.g_00170
OG0000846	Syac.g_00591	Prbh.g_00171
OG0000847	Syac.g_00590	Prbh.g_00172
OG0000848	Syac.g_00588	Prbh.g_00173
OG0000849	Syac.g_00587	Prbh.g_00174
OG0000850	Syac.g_00585	Prbh.g_00176
OG0000851	Syac.g_00573	Prbh.g_00177
OG0000852	Syac.g_00572	Prbh.g_00178
OG0000853	Syac.g_00568	Prbh.g_00183
OG0000854	Syac.g_00566	Prbh.g_00185
OG0000855	Syac.g_00565	Prbh.g_00186
OG0000856	Syac.g_00964	Prbh.g_01454
OG0000857	Syac.g_01323	Prbh.g_00968
OG0000858	Syac.g_00559	Prbh.g_01789
OG0000859	Syac.g_00558	Prbh.g_01788
OG0000860	Syac.g_00542	Prbh.g_01780
OG0000861	Syac.g_00541	Prbh.g_01779
OG0000862	Syac.g_00540	Prbh.g_01778
OG0000863	Syac.g_00538	Prbh.g_01776
OG0000864	Syac.g_00537	Prbh.g_01775
OG0000865	Syac.g_00533	Prbh.g_01774
OG0000866	Syac.g_00532	Prbh.g_01773
OG0000867	Syac.g_00531	Prbh.g_01772
OG0000868	Syac.g_00529	Prbh.g_01770
OG0000869	Syac.g_00524	Prbh.g_01767
OG0000870	Syac.g_00519	Prbh.g_01762
OG0000871	Syac.g_00518	Prbh.g_01761
OG0000872	Syac.g_00510	Prbh.g_01760
OG0000873	Syac.g_00507	Prbh.g_01757
OG0000874	Syac.g_00512	Prbh.g_01754
OG0000875	Syac.g_00505	Prbh.g_01752
OG0000876	Syac.g_00675	Prbh.g_01751
OG0000877	Syac.g_00671	Prbh.g_01749
OG0000878	Syac.g_00670	Prbh.g_01748
OG0000879	Syac.g_00669	Prbh.g_01747
OG0000880	Syac.g_00668	Prbh.g_01746
OG0000881	Syac.g_00664	Prbh.g_01742
OG0000882	Syac.g_00659	Prbh.g_01737
OG0000883	Syac.g_00656	Prbh.g_01735
OG0000884	Syac.g_00654	Prbh.g_01733
OG0000885	Syac.g_00653	Prbh.g_01732
OG0000886	Syac.g_00652	Prbh.g_01731
OG0000887	Syac.g_00651	Prbh.g_01730
OG0000888	Syac.g_00649	Prbh.g_01728
OG0000889	Syac.g_00647	Prbh.g_01726
OG0000890	Syac.g_00642	Prbh.g_01725
OG0000891	Syac.g_00641	Prbh.g_01724
OG0000892	Syac.g_00638	Prbh.g_01723
OG0000893	Syac.g_02193	Prbh.g_01719
OG0000894	Syac.g_02189	Prbh.g_01716
OG0000895	Syac.g_02185	Prbh.g_01712
OG0000896	Syac.g_02184	Prbh.g_01711
OG0000897	Syac.g_02182	Prbh.g_01709
OG0000898	Syac.g_02181	Prbh.g_01708
OG0000899	Syac.g_02180	Prbh.g_01707
OG0000900	Syac.g_02179	Prbh.g_01706
OG0000901	Syac.g_02174	Prbh.g_01703
OG0000902	Syac.g_02172	Prbh.g_01701
OG0000903	Syac.g_02140	Prbh.g_01697
OG0000904	Syac.g_02145	Prbh.g_01692
OG0000905	Syac.g_02148	Prbh.g_01699
OG0000906	Syac.g_02150	Prbh.g_01700
OG0000907	Syac.g_02138	Prbh.g_01687
OG0000908	Syac.g_02135	Prbh.g_01684
OG0000909	Syac.g_02134	Prbh.g_01683
OG0000910	Syac.g_02133	Prbh.g_01682
OG0000911	Syac.g_02131	Prbh.g_01680
OG0000912	Syac.g_02130	Prbh.g_01679
OG0000913	Syac.g_02129	Prbh.g_01678
OG0000914	Syac.g_02128	Prbh.g_01677
OG0000915	Syac.g_02127	Prbh.g_01676
OG0000916	Syac.g_02126	Prbh.g_01675
OG0000917	Syac.g_02125	Prbh.g_01674
OG0000918	Syac.g_02124	Prbh.g_01673
OG0000919	Syac.g_02123	Prbh.g_01672
OG0000920	Syac.g_02122	Prbh.g_01671
OG0000921	Syac.g_02121	Prbh.g_01670
OG0000922	Syac.g_02120	Prbh.g_01669
OG0000923	Syac.g_02116	Prbh.g_01665
OG0000924	Syac.g_02115	Prbh.g_01664
OG0000925	Syac.g_02114	Prbh.g_01663
OG0000926	Syac.g_02113	Prbh.g_01662
OG0000927	Syac.g_02111	Prbh.g_01660
OG0000928	Syac.g_02110	Prbh.g_01659
OG0000929	Syac.g_02109	Prbh.g_01658
OG0000930	Syac.g_02108	Prbh.g_01657
OG0000931	Syac.g_02107	Prbh.g_01656
OG0000932	Syac.g_02106	Prbh.g_01655
OG0000933	Syac.g_02101	Prbh.g_01651
OG0000934	Syac.g_02099	Prbh.g_01649
OG0000935	Syac.g_02098	Prbh.g_01648
OG0000936	Syac.g_02097	Prbh.g_01647
OG0000937	Syac.g_02096	Prbh.g_01646
OG0000938	Syac.g_02092	Prbh.g_01643
OG0000939	Syac.g_02091	Prbh.g_01642
OG0000940	Syac.g_02084	Prbh.g_01635
OG0000941	Syac.g_02082	Prbh.g_01633
OG0000942	Syac.g_02080	Prbh.g_01631
OG0000943	Syac.g_02079	Prbh.g_01630
OG0000944	Syac.g_02077	Prbh.g_01628
OG0000945	Syac.g_02075	Prbh.g_01627
OG0000946	Syac.g_02071	Prbh.g_01621
OG0000947	Syac.g_02068	Prbh.g_01619
OG0000948	Syac.g_02067	Prbh.g_01618
OG0000949	Syac.g_00205	Prbh.g_01615
OG0000950	Syac.g_00193	Prbh.g_01608
OG0000951	Syac.g_00188	Prbh.g_01604
OG0000952	Syac.g_00183	Prbh.g_01600
OG0000953	Syac.g_00177	Prbh.g_01596
OG0000954	Syac.g_00172	Prbh.g_01592
OG0000955	Syac.g_00171	Prbh.g_01591
OG0000956	Syac.g_00169	Prbh.g_01589
OG0000957	Syac.g_00158	Prbh.g_01583
OG0000958	Syac.g_00157	Prbh.g_01582
OG0000959	Syac.g_00153	Prbh.g_01578
OG0000960	Syac.g_00152	Prbh.g_01577
OG0000961	Syac.g_00147	Prbh.g_01574
OG0000962	Syac.g_00145	Prbh.g_01572
OG0000963	Syac.g_00140	Prbh.g_01568
OG0000964	Syac.g_00139	Prbh.g_01567
OG0000965	Syac.g_00138	Prbh.g_01566
OG0000966	Syac.g_00107	Prbh.g_01560
OG0000967	Syac.g_00075	Prbh.g_01556
OG0000968	Syac.g_00080	Prbh.g_01554
OG0000969	Syac.g_00078	Prbh.g_01553
OG0000970	Syac.g_00077	Prbh.g_01552
OG0000971	Syac.g_00067	Prbh.g_01551
OG0000972	Syac.g_00066	Prbh.g_01550
OG0000973	Syac.g_00065	Prbh.g_01549
OG0000974	Syac.g_00064	Prbh.g_01548
OG0000975	Syac.g_00063	Prbh.g_01547
OG0000976	Syac.g_00062	Prbh.g_01546
OG0000977	Syac.g_00059	Prbh.g_01545
OG0000978	Syac.g_00058	Prbh.g_01544
OG0000979	Syac.g_00055	Prbh.g_01541
OG0000980	Syac.g_00052	Prbh.g_01539
OG0000981	Syac.g_00049	Prbh.g_01536
OG0000982	Syac.g_02354	Prbh.g_01534
OG0000983	Syac.g_02355	Prbh.g_01533
OG0000984	Syac.g_02356	Prbh.g_01532
OG0000985	Syac.g_02359	Prbh.g_01529
OG0000986	Syac.g_02363	Prbh.g_01527
OG0000987	Syac.g_02365	Prbh.g_01526
OG0000988	Syac.g_02370	Prbh.g_01523
OG0000989	Syac.g_02379	Prbh.g_01519
OG0000990	Syac.g_02397	Prbh.g_01514
OG0000991	Syac.g_02400	Prbh.g_01513
OG0000992	Syac.g_02402	Prbh.g_01510
OG0000993	Syac.g_02403	Prbh.g_01509
OG0000994	Syac.g_02405	Prbh.g_01508
OG0000995	Syac.g_02410	Prbh.g_01504
OG0000996	Syac.g_02454	Prbh.g_01503
OG0000997	Syac.g_02464	Prbh.g_01501
OG0000998	Syac.g_02466	Prbh.g_01499
OG0000999	Syac.g_02467	Prbh.g_01498
OG0001000	Syac.g_02470	Prbh.g_01495
OG0001001	Syac.g_02475	Prbh.g_01490
OG0001002	Syac.g_02481	Prbh.g_01485
OG0001003	Syac.g_02483	Prbh.g_01484
OG0001004	Syac.g_02484	Prbh.g_01483
OG0001005	Syac.g_02485	Prbh.g_01482
OG0001006	Syac.g_02492	Prbh.g_01478
OG0001007	Syac.g_02494	Prbh.g_01476
OG0001008	Syac.g_00693	Prbh.g_00395
OG0001009	Syac.g_00030	Prbh.g_00753
OG0001010	Syac.g_00031	Prbh.g_00752
OG0001011	Syac.g_00032	Prbh.g_00751
OG0001012	Syac.g_02351	Prbh.g_00739
OG0001013	Syac.g_02337	Prbh.g_00732
OG0001014	Syac.g_02333	Prbh.g_00729
OG0001015	Syac.g_02332	Prbh.g_00728
OG0001016	Syac.g_00446	Prbh.g_00709
OG0001017	Syac.g_00440	Prbh.g_00705
OG0001018	Syac.g_00438	Prbh.g_00703
OG0001019	Syac.g_00422	Prbh.g_00694
OG0001020	Syac.g_00417	Prbh.g_00693
OG0001021	Syac.g_00413	Prbh.g_00692
OG0001022	Syac.g_00410	Prbh.g_00689
OG0001023	Syac.g_00409	Prbh.g_00688
OG0001024	Syac.g_00405	Prbh.g_00685
OG0001025	Syac.g_00399	Prbh.g_00678
OG0001026	Syac.g_00386	Prbh.g_00670
OG0001027	Syac.g_00380	Prbh.g_00669
OG0001028	Syac.g_00378	Prbh.g_00667
OG0001029	Syac.g_00376	Prbh.g_00666
OG0001030	Syac.g_00356	Prbh.g_00650
OG0001031	Syac.g_02266	Prbh.g_00596
OG0001032	Syac.g_02268	Prbh.g_00595
OG0001033	Syac.g_02298	Prbh.g_00574
OG0001034	Syac.g_01968	Prbh.g_00544
OG0001036	Syac.g_02221	Prbh.g_00520
OG0001037	Syac.g_02223	Prbh.g_00519
OG0001038	Syac.g_02251	Prbh.g_00501
OG0001039	Syac.g_02254	Prbh.g_00498
OG0001040	Syac.g_00292	Prbh.g_00496
OG0001041	Syac.g_00287	Prbh.g_00491
OG0001042	Syac.g_00258	Prbh.g_00474
OG0001043	Syac.g_00254	Prbh.g_00473
OG0001044	Syac.g_02021	Prbh.g_00440
OG0001045	Syac.g_02008	Prbh.g_00430
OG0001046	Syac.g_01207	Prbh.g_01877
OG0001047	Syac.g_00695	Prbh.g_00393
OG0001048	Syac.g_00696	Prbh.g_00392
OG0001049	Syac.g_00703	Prbh.g_00390
OG0001050	Syac.g_00704	Prbh.g_00389
OG0001051	Syac.g_00705	Prbh.g_00388
OG0001052	Syac.g_01704	Prbh.g_00360
OG0001053	Syac.g_01901	Prbh.g_00348
OG0001054	Syac.g_01884	Prbh.g_00333
OG0001055	Syac.g_01863	Prbh.g_00313
OG0001056	Syac.g_01831	Prbh.g_00293
OG0001057	Syac.g_01825	Prbh.g_00289
OG0001058	Syac.g_01810	Prbh.g_00281
OG0001059	Syac.g_01806	Prbh.g_00277
OG0001060	Syac.g_01799	Prbh.g_00270
OG0001061	Syac.g_01779	Prbh.g_00255
OG0001062	Syac.g_01777	Prbh.g_00253
OG0001063	Syac.g_01773	Prbh.g_00251
OG0001064	Syac.g_01772	Prbh.g_00250
OG0001065	Syac.g_01771	Prbh.g_00249
OG0001066	Syac.g_01770	Prbh.g_00248
OG0001067	Syac.g_01769	Prbh.g_00247
OG0001068	Syac.g_01768	Prbh.g_00246
OG0001069	Syac.g_01767	Prbh.g_00245
OG0001070	Syac.g_01764	Prbh.g_00243
OG0001071	Syac.g_01763	Prbh.g_00242
OG0001072	Syac.g_01758	Prbh.g_00240
OG0001074	Syac.g_00945	Prbh.g_00214
OG0001075	Syac.g_00946	Prbh.g_00213
OG0001076	Syac.g_00956	Prbh.g_01459
OG0001077	Syac.g_00967	Prbh.g_01453
OG0001078	Syac.g_00980	Prbh.g_01217
OG0001079	Syac.g_00993	Prbh.g_01206
OG0001080	Syac.g_01092	Prbh.g_01200
OG0001081	Syac.g_01432	Prbh.g_01198
OG0001082	Syac.g_01431	Prbh.g_01197
OG0001083	Syac.g_01424	Prbh.g_01192
OG0001084	Syac.g_01423	Prbh.g_01191
OG0001085	Syac.g_01412	Prbh.g_00904
OG0001086	Syac.g_01410	Prbh.g_00905
OG0001087	Syac.g_00923	Prbh.g_00923
OG0001088	Syac.g_00920	Prbh.g_00924
OG0001089	Syac.g_00896	Prbh.g_00935
OG0001090	Syac.g_01286	Prbh.g_00946
OG0001091	Syac.g_01284	Prbh.g_01170
OG0001092	Syac.g_01282	Prbh.g_01169
OG0001093	Syac.g_01276	Prbh.g_01164
OG0001094	Syac.g_01347	Prbh.g_01171
OG0001095	Syac.g_01326	Prbh.g_00966
OG0001096	Syac.g_01310	Prbh.g_00980
OG0001097	Syac.g_00834	Prbh.g_00999
OG0001098	Syac.g_01096	Prbh.g_01019
OG0001099	Syac.g_00377	Prbh.g_00861
OG0001100	Syac.g_01402	Prbh.g_00870
OG0001101	Syac.g_01401	Prbh.g_00872
OG0001102	Syac.g_01398	Prbh.g_00875
OG0001103	Syac.g_01395	Prbh.g_00877
OG0001104	Syac.g_01364	Prbh.g_00899
OG0001105	Syac.g_01360	Prbh.g_00903
OG0001106	Syac.g_01166	Prbh.g_01074
OG0001107	Syac.g_01180	Prbh.g_01084
OG0001108	Syac.g_01188	Prbh.g_01088
OG0001109	Syac.g_01190	Prbh.g_01089
OG0001110	Syac.g_01192	Prbh.g_01091
OG0001111	Syac.g_01194	Prbh.g_01092
OG0001112	Syac.g_01196	Prbh.g_01093
OG0001113	Syac.g_01197	Prbh.g_01094
OG0001114	Syac.g_01198	Prbh.g_01095
OG0001115	Syac.g_01202	Prbh.g_01097
OG0001116	Syac.g_01204	Prbh.g_01098
OG0001117	Syac.g_01205	Prbh.g_01099
OG0001118	Syac.g_01206	Prbh.g_01100
OG0001119	Syac.g_01208	Prbh.g_01101
OG0001120	Syac.g_01213	Prbh.g_01102
OG0001122	Syac.g_01238	Prbh.g_01119
OG0001123	Syac.g_01245	Prbh.g_01124
OG0001124	Syac.g_01247	Prbh.g_01126
OG0001125	Syac.g_01249	Prbh.g_01128
OG0001126	Syac.g_00870	Prbh.g_01042
OG0001127	Syac.g_00871	Prbh.g_01041
OG0001128	Syac.g_00875	Prbh.g_01039
OG0001129	Syac.g_00877	Prbh.g_01038
OG0001130	Syac.g_00878	Prbh.g_01037
OG0001131	Syac.g_01382	Prbh.g_00411
