Orthogroup	Syac	Prap
OG0000592	Syac.g_00962	Prap.g_01141
OG0000593	Syac.g_00975	Prap.g_00395
OG0000594	Syac.g_00976	Prap.g_00394
OG0000595	Syac.g_00977	Prap.g_00393
OG0000596	Syac.g_00982	Prap.g_00389
OG0000597	Syac.g_00985	Prap.g_00386
OG0000598	Syac.g_00986	Prap.g_00385
OG0000599	Syac.g_00989	Prap.g_00382
OG0000600	Syac.g_00990	Prap.g_00381
OG0000601	Syac.g_00991	Prap.g_00380
OG0000602	Syac.g_00996	Prap.g_00378
OG0000603	Syac.g_00997	Prap.g_00377
OG0000604	Syac.g_01001	Prap.g_00376
OG0000605	Syac.g_01089	Prap.g_00375
OG0000606	Syac.g_01434	Prap.g_00372
OG0000607	Syac.g_01430	Prap.g_00369
OG0000608	Syac.g_01429	Prap.g_00368
OG0000609	Syac.g_01427	Prap.g_00367
OG0000610	Syac.g_01419	Prap.g_00361
OG0000611	Syac.g_01416	Prap.g_00358
OG0000612	Syac.g_01415	Prap.g_00357
OG0000613	Syac.g_00231	Prap.g_00828
OG0000614	Syac.g_00911	Prap.g_00807
OG0000615	Syac.g_01377	Prap.g_00796
OG0000616	Syac.g_02478	Prap.g_01489
OG0000617	Syac.g_01280	Prap.g_00341
OG0000618	Syac.g_01279	Prap.g_00340
OG0000619	Syac.g_01278	Prap.g_00339
OG0000620	Syac.g_01270	Prap.g_00336
OG0000621	Syac.g_01269	Prap.g_00335
OG0000622	Syac.g_01268	Prap.g_00334
OG0000623	Syac.g_01267	Prap.g_00333
OG0000624	Syac.g_01265	Prap.g_00331
OG0000625	Syac.g_01264	Prap.g_00330
OG0000626	Syac.g_01263	Prap.g_00329
OG0000627	Syac.g_01126	Prap.g_00328
OG0000628	Syac.g_01127	Prap.g_00327
OG0000629	Syac.g_01130	Prap.g_00326
OG0000630	Syac.g_01134	Prap.g_00323
OG0000631	Syac.g_01139	Prap.g_00683
OG0000632	Syac.g_01140	Prap.g_00682
OG0000633	Syac.g_01141	Prap.g_00681
OG0000634	Syac.g_01345	Prap.g_00787
OG0000635	Syac.g_01344	Prap.g_00786
OG0000636	Syac.g_01342	Prap.g_00784
OG0000637	Syac.g_01340	Prap.g_00782
OG0000638	Syac.g_01339	Prap.g_00781
OG0000639	Syac.g_01338	Prap.g_00780
OG0000640	Syac.g_01337	Prap.g_00779
OG0000641	Syac.g_01333	Prap.g_00775
OG0000642	Syac.g_01332	Prap.g_00774
OG0000643	Syac.g_01330	Prap.g_00773
OG0000644	Syac.g_01329	Prap.g_00772
OG0000645	Syac.g_01327	Prap.g_00771
OG0000646	Syac.g_01324	Prap.g_00769
OG0000647	Syac.g_01322	Prap.g_00767
OG0000648	Syac.g_01319	Prap.g_00765
OG0000649	Syac.g_01318	Prap.g_00764
OG0000650	Syac.g_01317	Prap.g_00763
OG0000651	Syac.g_01316	Prap.g_00762
OG0000652	Syac.g_01315	Prap.g_00761
OG0000653	Syac.g_01313	Prap.g_00759
OG0000654	Syac.g_01312	Prap.g_00758
OG0000655	Syac.g_01311	Prap.g_00757
OG0000656	Syac.g_01308	Prap.g_00754
OG0000657	Syac.g_00846	Prap.g_00746
OG0000658	Syac.g_00842	Prap.g_00744
OG0000659	Syac.g_00841	Prap.g_00743
OG0000660	Syac.g_00837	Prap.g_00739
OG0000661	Syac.g_00835	Prap.g_00737
OG0000662	Syac.g_00833	Prap.g_00735
OG0000663	Syac.g_00830	Prap.g_00733
OG0000664	Syac.g_00829	Prap.g_00732
OG0000665	Syac.g_01018	Prap.g_00726
OG0000666	Syac.g_01088	Prap.g_00725
OG0000667	Syac.g_02165	Prap.g_00721
OG0000668	Syac.g_01239	Prap.g_00660
OG0000669	Syac.g_01404	Prap.g_00869
OG0000670	Syac.g_00580	Prap.g_00866
OG0000671	Syac.g_01400	Prap.g_00863
OG0000672	Syac.g_01396	Prap.g_00860
OG0000673	Syac.g_01393	Prap.g_00857
OG0000674	Syac.g_01391	Prap.g_00855
OG0000675	Syac.g_01390	Prap.g_00854
OG0000676	Syac.g_01388	Prap.g_00852
OG0000677	Syac.g_01387	Prap.g_00851
OG0000678	Syac.g_01384	Prap.g_00849
OG0000679	Syac.g_01375	Prap.g_00845
OG0000680	Syac.g_01374	Prap.g_00844
OG0000681	Syac.g_01371	Prap.g_00841
OG0000682	Syac.g_01370	Prap.g_00840
OG0000683	Syac.g_01369	Prap.g_00839
OG0000684	Syac.g_01365	Prap.g_00837
OG0000685	Syac.g_01363	Prap.g_00835
OG0000686	Syac.g_01362	Prap.g_00834
OG0000687	Syac.g_01361	Prap.g_00833
OG0000688	Syac.g_01356	Prap.g_00353
OG0000689	Syac.g_01354	Prap.g_00352
OG0000690	Syac.g_01353	Prap.g_00351
OG0000691	Syac.g_01352	Prap.g_00350
OG0000692	Syac.g_01351	Prap.g_00348
OG0000693	Syac.g_01349	Prap.g_00347
OG0000694	Syac.g_01348	Prap.g_00346
OG0000695	Syac.g_01143	Prap.g_00679
OG0000696	Syac.g_01144	Prap.g_00678
OG0000697	Syac.g_01146	Prap.g_00677
OG0000698	Syac.g_01149	Prap.g_00239
OG0000699	Syac.g_01151	Prap.g_00240
OG0000700	Syac.g_01152	Prap.g_00241
OG0000701	Syac.g_01153	Prap.g_00242
OG0000702	Syac.g_01161	Prap.g_00244
OG0000703	Syac.g_01162	Prap.g_00245
OG0000704	Syac.g_01165	Prap.g_00247
OG0000705	Syac.g_01174	Prap.g_00250
OG0000706	Syac.g_01175	Prap.g_00251
OG0000707	Syac.g_01176	Prap.g_00252
OG0000708	Syac.g_01179	Prap.g_00254
OG0000709	Syac.g_01187	Prap.g_00258
OG0000710	Syac.g_01191	Prap.g_00261
OG0000711	Syac.g_01220	Prap.g_00279
OG0000712	Syac.g_01221	Prap.g_00280
OG0000713	Syac.g_01222	Prap.g_00281
OG0000714	Syac.g_01224	Prap.g_00282
OG0000715	Syac.g_01226	Prap.g_00284
OG0000716	Syac.g_01230	Prap.g_00286
OG0000717	Syac.g_01231	Prap.g_00287
OG0000718	Syac.g_01235	Prap.g_00291
OG0000719	Syac.g_01237	Prap.g_00293
OG0000720	Syac.g_01250	Prap.g_00305
OG0000721	Syac.g_01252	Prap.g_00309
OG0000722	Syac.g_01253	Prap.g_00310
OG0000723	Syac.g_01261	Prap.g_00314
OG0000724	Syac.g_00879	Prap.g_00703
OG0000725	Syac.g_00887	Prap.g_00709
OG0000726	Syac.g_00888	Prap.g_00710
OG0000727	Syac.g_00889	Prap.g_00711
OG0000728	Syac.g_00891	Prap.g_00713
OG0000729	Syac.g_00144	Prap.g_00539
OG0000730	Syac.g_02024	Prap.g_00498
OG0000731	Syac.g_02011	Prap.g_01366
OG0000732	Syac.g_00051	Prap.g_01538
OG0000733	Syac.g_02386	Prap.g_01882
OG0000734	Syac.g_00388	Prap.g_00472
OG0000735	Syac.g_00750	Prap.g_00470
OG0000736	Syac.g_00751	Prap.g_00469
OG0000737	Syac.g_00752	Prap.g_00468
OG0000738	Syac.g_00757	Prap.g_00464
OG0000739	Syac.g_00762	Prap.g_00463
OG0000740	Syac.g_00763	Prap.g_00462
OG0000741	Syac.g_00766	Prap.g_00460
OG0000742	Syac.g_00768	Prap.g_00457
OG0000743	Syac.g_00770	Prap.g_00455
OG0000744	Syac.g_00771	Prap.g_00454
OG0000745	Syac.g_00773	Prap.g_00453
OG0000746	Syac.g_00776	Prap.g_00451
OG0000747	Syac.g_00777	Prap.g_00450
OG0000748	Syac.g_00787	Prap.g_00446
OG0000749	Syac.g_00789	Prap.g_00445
OG0000750	Syac.g_00790	Prap.g_00444
OG0000751	Syac.g_00797	Prap.g_00441
OG0000752	Syac.g_00799	Prap.g_00439
OG0000753	Syac.g_00802	Prap.g_00437
OG0000754	Syac.g_01471	Prap.g_00434
OG0000755	Syac.g_01479	Prap.g_00428
OG0000756	Syac.g_01480	Prap.g_00427
OG0000757	Syac.g_01492	Prap.g_00420
OG0000758	Syac.g_01493	Prap.g_00419
OG0000759	Syac.g_01494	Prap.g_00418
OG0000760	Syac.g_01495	Prap.g_00417
OG0000761	Syac.g_01496	Prap.g_00416
OG0000762	Syac.g_01498	Prap.g_00415
OG0000763	Syac.g_01500	Prap.g_00413
OG0000764	Syac.g_01501	Prap.g_00412
OG0000765	Syac.g_01515	Prap.g_00404
OG0000766	Syac.g_01516	Prap.g_00403
OG0000767	Syac.g_01518	Prap.g_00401
OG0000768	Syac.g_01519	Prap.g_00400
OG0000769	Syac.g_01521	Prap.g_00398
OG0000770	Syac.g_01524	Prap.g_01136
OG0000771	Syac.g_00873	Prap.g_00217
OG0000772	Syac.g_01569	Prap.g_01853
OG0000773	Syac.g_00741	Prap.g_00552
OG0000774	Syac.g_00737	Prap.g_00554
OG0000775	Syac.g_00735	Prap.g_00556
OG0000776	Syac.g_00734	Prap.g_00557
OG0000777	Syac.g_00733	Prap.g_00558
OG0000778	Syac.g_00732	Prap.g_00559
OG0000779	Syac.g_00727	Prap.g_00563
OG0000780	Syac.g_00723	Prap.g_00564
OG0000781	Syac.g_00719	Prap.g_00568
OG0000782	Syac.g_00718	Prap.g_00569
OG0000783	Syac.g_00717	Prap.g_00570
OG0000784	Syac.g_00716	Prap.g_00571
OG0000785	Syac.g_00714	Prap.g_00573
OG0000786	Syac.g_01730	Prap.g_00576
OG0000787	Syac.g_01731	Prap.g_00577
OG0000788	Syac.g_00992	Prap.g_01268
OG0000789	Syac.g_01111	Prap.g_00220
OG0000790	Syac.g_01921	Prap.g_00064
OG0000791	Syac.g_01922	Prap.g_00066
OG0000792	Syac.g_01923	Prap.g_00067
OG0000793	Syac.g_01928	Prap.g_00070
OG0000794	Syac.g_01929	Prap.g_00071
OG0000795	Syac.g_01930	Prap.g_00072
OG0000796	Syac.g_01934	Prap.g_00076
OG0000797	Syac.g_01935	Prap.g_00077
OG0000799	Syac.g_01602	Prap.g_00104
OG0000800	Syac.g_01603	Prap.g_00105
OG0000801	Syac.g_01604	Prap.g_00106
OG0000802	Syac.g_01608	Prap.g_00108
OG0000803	Syac.g_01613	Prap.g_00110
OG0000804	Syac.g_01616	Prap.g_00111
OG0000805	Syac.g_01620	Prap.g_00113
OG0000806	Syac.g_01622	Prap.g_00115
OG0000807	Syac.g_01624	Prap.g_00116
OG0000808	Syac.g_01625	Prap.g_00117
OG0000809	Syac.g_01628	Prap.g_00119
OG0000810	Syac.g_01629	Prap.g_00120
OG0000811	Syac.g_01637	Prap.g_00124
OG0000812	Syac.g_01639	Prap.g_00126
OG0000813	Syac.g_01640	Prap.g_00127
OG0000814	Syac.g_01642	Prap.g_00129
OG0000815	Syac.g_01643	Prap.g_00130
OG0000816	Syac.g_01645	Prap.g_00132
OG0000817	Syac.g_01646	Prap.g_00133
OG0000818	Syac.g_01652	Prap.g_00138
OG0000819	Syac.g_01653	Prap.g_00139
OG0000820	Syac.g_01654	Prap.g_00140
OG0000821	Syac.g_01659	Prap.g_00144
OG0000822	Syac.g_01661	Prap.g_00145
OG0000823	Syac.g_01662	Prap.g_00146
OG0000824	Syac.g_01666	Prap.g_00149
OG0000825	Syac.g_01667	Prap.g_00150
OG0000826	Syac.g_01668	Prap.g_00151
OG0000827	Syac.g_01669	Prap.g_00152
OG0000828	Syac.g_01672	Prap.g_00155
OG0000829	Syac.g_01673	Prap.g_00156
OG0000830	Syac.g_01674	Prap.g_00157
OG0000831	Syac.g_01676	Prap.g_00159
OG0000832	Syac.g_00623	Prap.g_00169
OG0000833	Syac.g_00613	Prap.g_00178
OG0000834	Syac.g_00610	Prap.g_00179
OG0000835	Syac.g_00609	Prap.g_00180
OG0000836	Syac.g_00605	Prap.g_00181
OG0000837	Syac.g_00604	Prap.g_00182
OG0000838	Syac.g_00600	Prap.g_00184
OG0000839	Syac.g_00599	Prap.g_00185
OG0000840	Syac.g_00598	Prap.g_00186
OG0000841	Syac.g_00597	Prap.g_00187
OG0000842	Syac.g_00596	Prap.g_00188
OG0000843	Syac.g_00595	Prap.g_00189
OG0000844	Syac.g_00593	Prap.g_00190
OG0000845	Syac.g_00592	Prap.g_00191
OG0000846	Syac.g_00591	Prap.g_00192
OG0000847	Syac.g_00590	Prap.g_00193
OG0000848	Syac.g_00588	Prap.g_00194
OG0000849	Syac.g_00587	Prap.g_00195
OG0000850	Syac.g_00585	Prap.g_00197
OG0000851	Syac.g_00573	Prap.g_00198
OG0000852	Syac.g_00572	Prap.g_00199
OG0000853	Syac.g_00568	Prap.g_00205
OG0000854	Syac.g_00566	Prap.g_00207
OG0000855	Syac.g_00565	Prap.g_00208
OG0000856	Syac.g_00964	Prap.g_01139
OG0000857	Syac.g_01323	Prap.g_00768
OG0000858	Syac.g_00559	Prap.g_01786
OG0000859	Syac.g_00558	Prap.g_01785
OG0000860	Syac.g_00542	Prap.g_01777
OG0000861	Syac.g_00541	Prap.g_01776
OG0000862	Syac.g_00540	Prap.g_01775
OG0000863	Syac.g_00538	Prap.g_01773
OG0000864	Syac.g_00537	Prap.g_01772
OG0000865	Syac.g_00533	Prap.g_01771
OG0000866	Syac.g_00532	Prap.g_01770
OG0000867	Syac.g_00531	Prap.g_01769
OG0000868	Syac.g_00529	Prap.g_01767
OG0000869	Syac.g_00524	Prap.g_01764
OG0000870	Syac.g_00519	Prap.g_01759
OG0000871	Syac.g_00518	Prap.g_01758
OG0000872	Syac.g_00510	Prap.g_01757
OG0000873	Syac.g_00507	Prap.g_01753
OG0000874	Syac.g_00512	Prap.g_01750
OG0000875	Syac.g_00505	Prap.g_01749
OG0000876	Syac.g_00675	Prap.g_01748
OG0000877	Syac.g_00671	Prap.g_01746
OG0000878	Syac.g_00670	Prap.g_01745
OG0000879	Syac.g_00669	Prap.g_01744
OG0000880	Syac.g_00668	Prap.g_01743
OG0000881	Syac.g_00664	Prap.g_01739
OG0000882	Syac.g_00659	Prap.g_01734
OG0000883	Syac.g_00656	Prap.g_01732
OG0000884	Syac.g_00654	Prap.g_01730
OG0000885	Syac.g_00653	Prap.g_01729
OG0000886	Syac.g_00652	Prap.g_01728
OG0000887	Syac.g_00651	Prap.g_01727
OG0000888	Syac.g_00649	Prap.g_01725
OG0000889	Syac.g_00647	Prap.g_01723
OG0000890	Syac.g_00642	Prap.g_01722
OG0000891	Syac.g_00641	Prap.g_01721
OG0000892	Syac.g_00638	Prap.g_01719
OG0000893	Syac.g_02193	Prap.g_01715
OG0000894	Syac.g_02189	Prap.g_01712
OG0000895	Syac.g_02185	Prap.g_01708
OG0000896	Syac.g_02184	Prap.g_01707
OG0000897	Syac.g_02182	Prap.g_01705
OG0000898	Syac.g_02181	Prap.g_01704
OG0000899	Syac.g_02180	Prap.g_01703
OG0000900	Syac.g_02179	Prap.g_01702
OG0000901	Syac.g_02174	Prap.g_01699
OG0000902	Syac.g_02172	Prap.g_01697
OG0000903	Syac.g_02140	Prap.g_01693
OG0000904	Syac.g_02145	Prap.g_01689
OG0000905	Syac.g_02148	Prap.g_01695
OG0000906	Syac.g_02150	Prap.g_01696
OG0000907	Syac.g_02138	Prap.g_01686
OG0000908	Syac.g_02135	Prap.g_01683
OG0000909	Syac.g_02134	Prap.g_01682
OG0000910	Syac.g_02133	Prap.g_01681
OG0000911	Syac.g_02131	Prap.g_01679
OG0000912	Syac.g_02130	Prap.g_01678
OG0000913	Syac.g_02129	Prap.g_01677
OG0000914	Syac.g_02128	Prap.g_01676
OG0000915	Syac.g_02127	Prap.g_01675
OG0000916	Syac.g_02126	Prap.g_01674
OG0000917	Syac.g_02125	Prap.g_01673
OG0000918	Syac.g_02124	Prap.g_01672
OG0000919	Syac.g_02123	Prap.g_01671
OG0000920	Syac.g_02122	Prap.g_01670
OG0000921	Syac.g_02121	Prap.g_01669
OG0000922	Syac.g_02120	Prap.g_01668
OG0000923	Syac.g_02116	Prap.g_01664
OG0000924	Syac.g_02115	Prap.g_01663
OG0000925	Syac.g_02114	Prap.g_01662
OG0000926	Syac.g_02113	Prap.g_01661
OG0000927	Syac.g_02111	Prap.g_01659
OG0000928	Syac.g_02110	Prap.g_01658
OG0000929	Syac.g_02109	Prap.g_01657
OG0000930	Syac.g_02108	Prap.g_01656
OG0000931	Syac.g_02107	Prap.g_01655
OG0000932	Syac.g_02106	Prap.g_01654
OG0000933	Syac.g_02101	Prap.g_01650
OG0000934	Syac.g_02099	Prap.g_01647
OG0000935	Syac.g_02098	Prap.g_01646
OG0000936	Syac.g_02097	Prap.g_01645
OG0000937	Syac.g_02096	Prap.g_01644
OG0000938	Syac.g_02092	Prap.g_01641
OG0000939	Syac.g_02091	Prap.g_01640
OG0000940	Syac.g_02084	Prap.g_01633
OG0000941	Syac.g_02082	Prap.g_01631
OG0000942	Syac.g_02080	Prap.g_01629
OG0000943	Syac.g_02079	Prap.g_01628
OG0000944	Syac.g_02077	Prap.g_01626
OG0000945	Syac.g_02075	Prap.g_01625
OG0000946	Syac.g_02071	Prap.g_01620
OG0000947	Syac.g_02068	Prap.g_01618
OG0000948	Syac.g_02067	Prap.g_01617
OG0000949	Syac.g_00205	Prap.g_01614
OG0000950	Syac.g_00193	Prap.g_01607
OG0000951	Syac.g_00188	Prap.g_01603
OG0000952	Syac.g_00183	Prap.g_01599
OG0000953	Syac.g_00177	Prap.g_01595
OG0000954	Syac.g_00172	Prap.g_01591
OG0000955	Syac.g_00171	Prap.g_01590
OG0000956	Syac.g_00169	Prap.g_01588
OG0000957	Syac.g_00158	Prap.g_01582
OG0000958	Syac.g_00157	Prap.g_01581
OG0000959	Syac.g_00153	Prap.g_01577
OG0000960	Syac.g_00152	Prap.g_01576
OG0000961	Syac.g_00147	Prap.g_01573
OG0000962	Syac.g_00145	Prap.g_01571
OG0000963	Syac.g_00140	Prap.g_01567
OG0000964	Syac.g_00139	Prap.g_01566
OG0000965	Syac.g_00138	Prap.g_01565
OG0000966	Syac.g_00107	Prap.g_01559
OG0000967	Syac.g_00075	Prap.g_01555
OG0000968	Syac.g_00080	Prap.g_01553
OG0000969	Syac.g_00078	Prap.g_01552
OG0000970	Syac.g_00077	Prap.g_01551
OG0000971	Syac.g_00067	Prap.g_01550
OG0000972	Syac.g_00066	Prap.g_01549
OG0000973	Syac.g_00065	Prap.g_01548
OG0000974	Syac.g_00064	Prap.g_01547
OG0000975	Syac.g_00063	Prap.g_01546
OG0000976	Syac.g_00062	Prap.g_01545
OG0000977	Syac.g_00059	Prap.g_01544
OG0000978	Syac.g_00058	Prap.g_01543
OG0000979	Syac.g_00055	Prap.g_01541
OG0000980	Syac.g_00052	Prap.g_01539
OG0000981	Syac.g_00049	Prap.g_01536
OG0000982	Syac.g_02354	Prap.g_01534
OG0000983	Syac.g_02355	Prap.g_01533
OG0000984	Syac.g_02356	Prap.g_01532
OG0000985	Syac.g_02359	Prap.g_01529
OG0000986	Syac.g_02363	Prap.g_01527
OG0000987	Syac.g_02365	Prap.g_01526
OG0000988	Syac.g_02370	Prap.g_01523
OG0000989	Syac.g_02379	Prap.g_01519
OG0000990	Syac.g_02397	Prap.g_01515
OG0000991	Syac.g_02400	Prap.g_01514
OG0000992	Syac.g_02402	Prap.g_01511
OG0000993	Syac.g_02403	Prap.g_01510
OG0000994	Syac.g_02405	Prap.g_01509
OG0000995	Syac.g_02410	Prap.g_01505
OG0000996	Syac.g_02454	Prap.g_01504
OG0000997	Syac.g_02464	Prap.g_01501
OG0000998	Syac.g_02466	Prap.g_01499
OG0000999	Syac.g_02467	Prap.g_01498
OG0001000	Syac.g_02470	Prap.g_01495
OG0001001	Syac.g_02475	Prap.g_01492
OG0001002	Syac.g_02481	Prap.g_01874
OG0001003	Syac.g_02483	Prap.g_01873
OG0001004	Syac.g_02484	Prap.g_01872
OG0001005	Syac.g_02485	Prap.g_01871
OG0001006	Syac.g_02492	Prap.g_00056
OG0001007	Syac.g_02494	Prap.g_00054
OG0001008	Syac.g_00693	Prap.g_01329
OG0001009	Syac.g_00030	Prap.g_00928
OG0001010	Syac.g_00031	Prap.g_00927
OG0001011	Syac.g_00032	Prap.g_00925
OG0001012	Syac.g_02351	Prap.g_00911
OG0001013	Syac.g_02337	Prap.g_00904
OG0001014	Syac.g_02333	Prap.g_00901
OG0001015	Syac.g_02332	Prap.g_00899
OG0001016	Syac.g_00446	Prap.g_00877
OG0001017	Syac.g_00440	Prap.g_01100
OG0001018	Syac.g_00438	Prap.g_01098
OG0001019	Syac.g_00422	Prap.g_01089
OG0001020	Syac.g_00417	Prap.g_01088
OG0001021	Syac.g_00413	Prap.g_01087
OG0001022	Syac.g_00410	Prap.g_01084
OG0001023	Syac.g_00409	Prap.g_01083
OG0001024	Syac.g_00405	Prap.g_01079
OG0001025	Syac.g_00399	Prap.g_01072
OG0001026	Syac.g_00386	Prap.g_01063
OG0001027	Syac.g_00380	Prap.g_01062
OG0001028	Syac.g_00378	Prap.g_01060
OG0001029	Syac.g_00376	Prap.g_01059
OG0001030	Syac.g_00356	Prap.g_01043
OG0001031	Syac.g_02266	Prap.g_00983
OG0001032	Syac.g_02268	Prap.g_00982
OG0001033	Syac.g_02298	Prap.g_00961
OG0001034	Syac.g_01968	Prap.g_01476
OG0001036	Syac.g_02221	Prap.g_01452
OG0001037	Syac.g_02223	Prap.g_01451
OG0001038	Syac.g_02251	Prap.g_01432
OG0001039	Syac.g_02254	Prap.g_01429
OG0001040	Syac.g_00292	Prap.g_01427
OG0001041	Syac.g_00287	Prap.g_01422
OG0001042	Syac.g_00258	Prap.g_01405
OG0001043	Syac.g_00254	Prap.g_01404
OG0001044	Syac.g_02021	Prap.g_01373
OG0001045	Syac.g_02008	Prap.g_01364
OG0001046	Syac.g_01207	Prap.g_01827
OG0001047	Syac.g_00695	Prap.g_01327
OG0001048	Syac.g_00696	Prap.g_01326
OG0001049	Syac.g_00703	Prap.g_01324
OG0001050	Syac.g_00704	Prap.g_01323
OG0001051	Syac.g_00705	Prap.g_01322
OG0001052	Syac.g_01704	Prap.g_01296
OG0001053	Syac.g_01901	Prap.g_01284
OG0001054	Syac.g_01884	Prap.g_01269
OG0001055	Syac.g_01863	Prap.g_01250
OG0001056	Syac.g_01831	Prap.g_01233
OG0001057	Syac.g_01825	Prap.g_01228
OG0001058	Syac.g_01810	Prap.g_01220
OG0001059	Syac.g_01806	Prap.g_01216
OG0001060	Syac.g_01799	Prap.g_01210
OG0001061	Syac.g_01779	Prap.g_01195
OG0001062	Syac.g_01777	Prap.g_01193
OG0001063	Syac.g_01773	Prap.g_01191
OG0001064	Syac.g_01772	Prap.g_01190
OG0001065	Syac.g_01771	Prap.g_01189
OG0001066	Syac.g_01770	Prap.g_01188
OG0001067	Syac.g_01769	Prap.g_01187
OG0001068	Syac.g_01768	Prap.g_01186
OG0001069	Syac.g_01767	Prap.g_01185
OG0001070	Syac.g_01764	Prap.g_01181
OG0001071	Syac.g_01763	Prap.g_01180
OG0001072	Syac.g_01758	Prap.g_01178
OG0001074	Syac.g_00945	Prap.g_01152
OG0001075	Syac.g_00946	Prap.g_01151
OG0001076	Syac.g_00956	Prap.g_01144
OG0001077	Syac.g_00967	Prap.g_01138
OG0001078	Syac.g_00980	Prap.g_00391
OG0001079	Syac.g_00993	Prap.g_00379
OG0001080	Syac.g_01092	Prap.g_00373
OG0001081	Syac.g_01432	Prap.g_00371
OG0001082	Syac.g_01431	Prap.g_00370
OG0001083	Syac.g_01424	Prap.g_00365
OG0001084	Syac.g_01423	Prap.g_00364
OG0001085	Syac.g_01412	Prap.g_00831
OG0001086	Syac.g_01410	Prap.g_00830
OG0001087	Syac.g_00923	Prap.g_00812
OG0001088	Syac.g_00920	Prap.g_00811
OG0001089	Syac.g_00896	Prap.g_00800
OG0001090	Syac.g_01286	Prap.g_00790
OG0001091	Syac.g_01284	Prap.g_00344
OG0001092	Syac.g_01282	Prap.g_00343
OG0001093	Syac.g_01276	Prap.g_00338
OG0001094	Syac.g_01347	Prap.g_00345
OG0001095	Syac.g_01326	Prap.g_00770
OG0001096	Syac.g_01310	Prap.g_00756
OG0001097	Syac.g_00834	Prap.g_00736
OG0001098	Syac.g_01096	Prap.g_00717
OG0001099	Syac.g_00377	Prap.g_00655
OG0001100	Syac.g_01402	Prap.g_00867
OG0001101	Syac.g_01401	Prap.g_00864
OG0001102	Syac.g_01398	Prap.g_00861
OG0001103	Syac.g_01395	Prap.g_00859
OG0001104	Syac.g_01364	Prap.g_00836
OG0001105	Syac.g_01360	Prap.g_00832
OG0001106	Syac.g_01166	Prap.g_00248
OG0001107	Syac.g_01180	Prap.g_00255
OG0001108	Syac.g_01188	Prap.g_00259
OG0001109	Syac.g_01190	Prap.g_00260
OG0001110	Syac.g_01192	Prap.g_00262
OG0001111	Syac.g_01194	Prap.g_00263
OG0001112	Syac.g_01196	Prap.g_00264
OG0001113	Syac.g_01197	Prap.g_00265
OG0001114	Syac.g_01198	Prap.g_00266
OG0001115	Syac.g_01202	Prap.g_00268
OG0001116	Syac.g_01204	Prap.g_00269
OG0001117	Syac.g_01205	Prap.g_00270
OG0001118	Syac.g_01206	Prap.g_00271
OG0001119	Syac.g_01208	Prap.g_00272
OG0001120	Syac.g_01213	Prap.g_00274
OG0001122	Syac.g_01238	Prap.g_00294
OG0001123	Syac.g_01245	Prap.g_00300
OG0001124	Syac.g_01247	Prap.g_00302
OG0001125	Syac.g_01249	Prap.g_00304
OG0001126	Syac.g_00870	Prap.g_00697
OG0001127	Syac.g_00871	Prap.g_00698
OG0001128	Syac.g_00875	Prap.g_00700
OG0001129	Syac.g_00877	Prap.g_00701
OG0001130	Syac.g_00878	Prap.g_00702
OG0001131	Syac.g_01382	Prap.g_01345
OG0001132	Syac.g_01062	Prap.g_00020
OG0001133	Syac.g_00958	Prap.g_00058
OG0001134	Syac.g_01466	Prap.g_01883
OG0001136	Syac.g_00767	Prap.g_00459
OG0001137	Syac.g_00786	Prap.g_00447
OG0001138	Syac.g_01486	Prap.g_00426
OG0001139	Syac.g_01488	Prap.g_00424
OG0001140	Syac.g_01489	Prap.g_00423
OG0001141	Syac.g_01490	Prap.g_00422
OG0001142	Syac.g_01491	Prap.g_00421
OG0001143	Syac.g_01499	Prap.g_00414
OG0001144	Syac.g_01508	Prap.g_00409
OG0001145	Syac.g_00740	Prap.g_00553
OG0001146	Syac.g_00722	Prap.g_00565
OG0001147	Syac.g_01689	Prap.g_00585
OG0001148	Syac.g_01918	Prap.g_00061
OG0001149	Syac.g_01919	Prap.g_00062
OG0001150	Syac.g_01920	Prap.g_00063
OG0001151	Syac.g_01932	Prap.g_00074
OG0001152	Syac.g_01933	Prap.g_00075
OG0001153	Syac.g_01670	Prap.g_00153
OG0001154	Syac.g_01671	Prap.g_00154
OG0001155	Syac.g_00621	Prap.g_00171
OG0001156	Syac.g_00618	Prap.g_00174
OG0001157	Syac.g_00617	Prap.g_00175
OG0001158	Syac.g_00616	Prap.g_00176
OG0001159	Syac.g_00615	Prap.g_00177
OG0001160	Syac.g_00570	Prap.g_00203
OG0001161	Syac.g_02385	Prap.g_01836
OG0001162	Syac.g_01307	Prap.g_01907
OG0001163	Syac.g_00562	Prap.g_01788
OG0001164	Syac.g_00556	Prap.g_01784
OG0001165	Syac.g_00551	Prap.g_01781
OG0001166	Syac.g_00520	Prap.g_01760
OG0001167	Syac.g_00667	Prap.g_01742
OG0001168	Syac.g_00665	Prap.g_01740
OG0001169	Syac.g_00663	Prap.g_01738
OG0001170	Syac.g_00661	Prap.g_01736
OG0001171	Syac.g_00650	Prap.g_01726
OG0001172	Syac.g_02187	Prap.g_01710
OG0001173	Syac.g_02186	Prap.g_01709
OG0001174	Syac.g_02178	Prap.g_01701
OG0001175	Syac.g_02177	Prap.g_01700
OG0001176	Syac.g_02141	Prap.g_01692
OG0001177	Syac.g_02143	Prap.g_01690
OG0001178	Syac.g_00539	Prap.g_01774
