Orthogroup	Syac	Prbd
OG0000576	Syac.g_01748	Prbd.g_00645
OG0000577	Syac.g_01747	Prbd.g_00644
OG0000578	Syac.g_01746	Prbd.g_00643
OG0000579	Syac.g_01745	Prbd.g_00642
OG0000580	Syac.g_01744	Prbd.g_00641
OG0000581	Syac.g_01738	Prbd.g_00639
OG0000582	Syac.g_00936	Prbd.g_00636
OG0000583	Syac.g_00937	Prbd.g_00635
OG0000584	Syac.g_00938	Prbd.g_00634
OG0000585	Syac.g_00940	Prbd.g_00632
OG0000586	Syac.g_00941	Prbd.g_00631
OG0000587	Syac.g_00943	Prbd.g_00630
OG0000588	Syac.g_00949	Prbd.g_00626
OG0000589	Syac.g_00953	Prbd.g_00623
OG0000590	Syac.g_00954	Prbd.g_00622
OG0000591	Syac.g_00961	Prbd.g_00619
OG0000592	Syac.g_00962	Prbd.g_00618
OG0000593	Syac.g_00975	Prbd.g_00612
OG0000594	Syac.g_00976	Prbd.g_00611
OG0000595	Syac.g_00977	Prbd.g_00610
OG0000596	Syac.g_00982	Prbd.g_00606
OG0000597	Syac.g_00985	Prbd.g_00604
OG0000598	Syac.g_00986	Prbd.g_00603
OG0000599	Syac.g_00989	Prbd.g_00600
OG0000600	Syac.g_00990	Prbd.g_00599
OG0000601	Syac.g_00991	Prbd.g_00598
OG0000602	Syac.g_00996	Prbd.g_00596
OG0000603	Syac.g_00997	Prbd.g_00595
OG0000604	Syac.g_01001	Prbd.g_00594
OG0000605	Syac.g_01089	Prbd.g_00593
OG0000606	Syac.g_01434	Prbd.g_00590
OG0000607	Syac.g_01430	Prbd.g_00587
OG0000608	Syac.g_01429	Prbd.g_00586
OG0000609	Syac.g_01427	Prbd.g_00585
OG0000610	Syac.g_01419	Prbd.g_00580
OG0000611	Syac.g_01416	Prbd.g_00577
OG0000612	Syac.g_01415	Prbd.g_00576
OG0000613	Syac.g_00231	Prbd.g_00571
OG0000614	Syac.g_00911	Prbd.g_00552
OG0000615	Syac.g_01377	Prbd.g_00544
OG0000616	Syac.g_02478	Prbd.g_00540
OG0000617	Syac.g_01280	Prbd.g_00013
OG0000618	Syac.g_01279	Prbd.g_00014
OG0000619	Syac.g_01278	Prbd.g_00015
OG0000620	Syac.g_01270	Prbd.g_00018
OG0000621	Syac.g_01269	Prbd.g_00019
OG0000622	Syac.g_01268	Prbd.g_00020
OG0000623	Syac.g_01267	Prbd.g_00021
OG0000624	Syac.g_01265	Prbd.g_00022
OG0000625	Syac.g_01264	Prbd.g_00023
OG0000626	Syac.g_01263	Prbd.g_00024
OG0000627	Syac.g_01126	Prbd.g_00025
OG0000628	Syac.g_01127	Prbd.g_00026
OG0000629	Syac.g_01130	Prbd.g_00027
OG0000630	Syac.g_01134	Prbd.g_00030
OG0000631	Syac.g_01139	Prbd.g_00093
OG0000632	Syac.g_01140	Prbd.g_00094
OG0000633	Syac.g_01141	Prbd.g_00095
OG0000634	Syac.g_01345	Prbd.g_00098
OG0000635	Syac.g_01344	Prbd.g_00099
OG0000636	Syac.g_01342	Prbd.g_00101
OG0000637	Syac.g_01340	Prbd.g_00103
OG0000638	Syac.g_01339	Prbd.g_00104
OG0000639	Syac.g_01338	Prbd.g_00105
OG0000640	Syac.g_01337	Prbd.g_00106
OG0000641	Syac.g_01333	Prbd.g_00110
OG0000642	Syac.g_01332	Prbd.g_00111
OG0000643	Syac.g_01330	Prbd.g_00112
OG0000644	Syac.g_01329	Prbd.g_00113
OG0000645	Syac.g_01327	Prbd.g_00114
OG0000646	Syac.g_01324	Prbd.g_00116
OG0000647	Syac.g_01322	Prbd.g_00117
OG0000648	Syac.g_01319	Prbd.g_00119
OG0000649	Syac.g_01318	Prbd.g_00120
OG0000650	Syac.g_01317	Prbd.g_00121
OG0000651	Syac.g_01316	Prbd.g_00122
OG0000652	Syac.g_01315	Prbd.g_00123
OG0000653	Syac.g_01313	Prbd.g_00125
OG0000654	Syac.g_01312	Prbd.g_00126
OG0000655	Syac.g_01311	Prbd.g_00127
OG0000656	Syac.g_01308	Prbd.g_00130
OG0000657	Syac.g_00846	Prbd.g_00138
OG0000658	Syac.g_00842	Prbd.g_00139
OG0000659	Syac.g_00841	Prbd.g_00140
OG0000660	Syac.g_00837	Prbd.g_00144
OG0000661	Syac.g_00835	Prbd.g_00146
OG0000662	Syac.g_00833	Prbd.g_00148
OG0000663	Syac.g_00830	Prbd.g_00150
OG0000664	Syac.g_00829	Prbd.g_00151
OG0000665	Syac.g_01018	Prbd.g_00155
OG0000666	Syac.g_01088	Prbd.g_00156
OG0000667	Syac.g_02165	Prbd.g_00160
OG0000668	Syac.g_01239	Prbd.g_00190
OG0000669	Syac.g_01404	Prbd.g_00197
OG0000670	Syac.g_00580	Prbd.g_00199
OG0000671	Syac.g_01400	Prbd.g_00201
OG0000672	Syac.g_01396	Prbd.g_00204
OG0000673	Syac.g_01393	Prbd.g_00207
OG0000674	Syac.g_01391	Prbd.g_00209
OG0000675	Syac.g_01390	Prbd.g_00210
OG0000676	Syac.g_01388	Prbd.g_00212
OG0000677	Syac.g_01387	Prbd.g_00213
OG0000678	Syac.g_01384	Prbd.g_00215
OG0000679	Syac.g_01375	Prbd.g_00219
OG0000680	Syac.g_01374	Prbd.g_00220
OG0000681	Syac.g_01371	Prbd.g_00222
OG0000682	Syac.g_01370	Prbd.g_00223
OG0000683	Syac.g_01369	Prbd.g_00224
OG0000684	Syac.g_01365	Prbd.g_00226
OG0000685	Syac.g_01363	Prbd.g_00228
OG0000686	Syac.g_01362	Prbd.g_00229
OG0000687	Syac.g_01361	Prbd.g_00230
OG0000688	Syac.g_01356	Prbd.g_00233
OG0000689	Syac.g_01354	Prbd.g_00234
OG0000690	Syac.g_01353	Prbd.g_00235
OG0000691	Syac.g_01352	Prbd.g_00236
OG0000692	Syac.g_01351	Prbd.g_00238
OG0000693	Syac.g_01349	Prbd.g_00239
OG0000694	Syac.g_01348	Prbd.g_00240
OG0000695	Syac.g_01143	Prbd.g_00242
OG0000696	Syac.g_01144	Prbd.g_00243
OG0000697	Syac.g_01146	Prbd.g_00244
OG0000698	Syac.g_01149	Prbd.g_00247
OG0000699	Syac.g_01151	Prbd.g_00248
OG0000700	Syac.g_01152	Prbd.g_00249
OG0000701	Syac.g_01153	Prbd.g_00250
OG0000702	Syac.g_01161	Prbd.g_00252
OG0000703	Syac.g_01162	Prbd.g_00253
OG0000704	Syac.g_01165	Prbd.g_00254
OG0000705	Syac.g_01174	Prbd.g_00258
OG0000706	Syac.g_01175	Prbd.g_00259
OG0000707	Syac.g_01176	Prbd.g_00260
OG0000708	Syac.g_01179	Prbd.g_00261
OG0000709	Syac.g_01187	Prbd.g_00265
OG0000710	Syac.g_01191	Prbd.g_00268
OG0000711	Syac.g_01220	Prbd.g_00285
OG0000712	Syac.g_01221	Prbd.g_00287
OG0000713	Syac.g_01222	Prbd.g_00288
OG0000714	Syac.g_01224	Prbd.g_00289
OG0000715	Syac.g_01226	Prbd.g_00291
OG0000716	Syac.g_01230	Prbd.g_00293
OG0000717	Syac.g_01231	Prbd.g_00294
OG0000718	Syac.g_01235	Prbd.g_00309
OG0000719	Syac.g_01237	Prbd.g_00311
OG0000720	Syac.g_01250	Prbd.g_00320
OG0000721	Syac.g_01252	Prbd.g_00322
OG0000722	Syac.g_01253	Prbd.g_00323
OG0000723	Syac.g_01261	Prbd.g_00326
OG0000724	Syac.g_00879	Prbd.g_00335
OG0000725	Syac.g_00887	Prbd.g_00341
OG0000726	Syac.g_00888	Prbd.g_00342
OG0000727	Syac.g_00889	Prbd.g_00343
OG0000728	Syac.g_00891	Prbd.g_00345
OG0000729	Syac.g_00144	Prbd.g_00391
OG0000730	Syac.g_02024	Prbd.g_00395
OG0000731	Syac.g_02011	Prbd.g_00399
OG0000732	Syac.g_00051	Prbd.g_00408
OG0000733	Syac.g_02386	Prbd.g_00428
OG0000734	Syac.g_00388	Prbd.g_00453
OG0000735	Syac.g_00750	Prbd.g_00455
OG0000736	Syac.g_00751	Prbd.g_00456
OG0000737	Syac.g_00752	Prbd.g_00457
OG0000738	Syac.g_00757	Prbd.g_00461
OG0000739	Syac.g_00762	Prbd.g_00462
OG0000740	Syac.g_00763	Prbd.g_00463
OG0000741	Syac.g_00766	Prbd.g_00464
OG0000742	Syac.g_00768	Prbd.g_00467
OG0000743	Syac.g_00770	Prbd.g_00469
OG0000744	Syac.g_00771	Prbd.g_00470
OG0000745	Syac.g_00773	Prbd.g_00471
OG0000746	Syac.g_00776	Prbd.g_00473
OG0000747	Syac.g_00777	Prbd.g_00474
OG0000748	Syac.g_00787	Prbd.g_00477
OG0000749	Syac.g_00789	Prbd.g_00478
OG0000750	Syac.g_00790	Prbd.g_00479
OG0000751	Syac.g_00797	Prbd.g_00481
OG0000752	Syac.g_00799	Prbd.g_00483
OG0000753	Syac.g_00802	Prbd.g_00486
OG0000754	Syac.g_01471	Prbd.g_00489
OG0000755	Syac.g_01479	Prbd.g_00492
OG0000756	Syac.g_01480	Prbd.g_00493
OG0000757	Syac.g_01492	Prbd.g_00499
OG0000758	Syac.g_01493	Prbd.g_00500
OG0000759	Syac.g_01494	Prbd.g_00501
OG0000760	Syac.g_01495	Prbd.g_00502
OG0000761	Syac.g_01496	Prbd.g_00503
OG0000762	Syac.g_01498	Prbd.g_00504
OG0000763	Syac.g_01500	Prbd.g_00506
OG0000764	Syac.g_01501	Prbd.g_00507
OG0000765	Syac.g_01515	Prbd.g_00516
OG0000766	Syac.g_01516	Prbd.g_00517
OG0000767	Syac.g_01518	Prbd.g_00519
OG0000768	Syac.g_01519	Prbd.g_00520
OG0000769	Syac.g_01521	Prbd.g_00522
OG0000770	Syac.g_01524	Prbd.g_00524
OG0000771	Syac.g_00873	Prbd.g_01921
OG0000772	Syac.g_01569	Prbd.g_01858
OG0000773	Syac.g_00741	Prbd.g_01810
OG0000774	Syac.g_00737	Prbd.g_01808
OG0000775	Syac.g_00735	Prbd.g_01806
OG0000776	Syac.g_00734	Prbd.g_01805
OG0000777	Syac.g_00733	Prbd.g_01804
OG0000778	Syac.g_00732	Prbd.g_01803
OG0000779	Syac.g_00727	Prbd.g_01799
OG0000780	Syac.g_00723	Prbd.g_01798
OG0000781	Syac.g_00719	Prbd.g_01795
OG0000782	Syac.g_00718	Prbd.g_01794
OG0000783	Syac.g_00717	Prbd.g_01793
OG0000784	Syac.g_00716	Prbd.g_01792
OG0000785	Syac.g_00714	Prbd.g_01790
OG0000786	Syac.g_01730	Prbd.g_01788
OG0000787	Syac.g_01731	Prbd.g_01787
OG0000788	Syac.g_00992	Prbd.g_01777
OG0000789	Syac.g_01111	Prbd.g_01774
OG0000790	Syac.g_01921	Prbd.g_01759
OG0000791	Syac.g_01922	Prbd.g_01757
OG0000792	Syac.g_01923	Prbd.g_01756
OG0000793	Syac.g_01928	Prbd.g_01753
OG0000794	Syac.g_01929	Prbd.g_01752
OG0000795	Syac.g_01930	Prbd.g_01751
OG0000796	Syac.g_01934	Prbd.g_01747
OG0000797	Syac.g_01935	Prbd.g_01746
OG0000799	Syac.g_01602	Prbd.g_01707
OG0000800	Syac.g_01603	Prbd.g_01706
OG0000801	Syac.g_01604	Prbd.g_01705
OG0000802	Syac.g_01608	Prbd.g_01703
OG0000803	Syac.g_01613	Prbd.g_01701
OG0000804	Syac.g_01616	Prbd.g_01700
OG0000805	Syac.g_01620	Prbd.g_01698
OG0000806	Syac.g_01622	Prbd.g_01696
OG0000807	Syac.g_01624	Prbd.g_01695
OG0000808	Syac.g_01625	Prbd.g_01694
OG0000809	Syac.g_01628	Prbd.g_01691
OG0000810	Syac.g_01629	Prbd.g_01690
OG0000811	Syac.g_01637	Prbd.g_01686
OG0000812	Syac.g_01639	Prbd.g_01684
OG0000813	Syac.g_01640	Prbd.g_01683
OG0000814	Syac.g_01642	Prbd.g_01681
OG0000815	Syac.g_01643	Prbd.g_01680
OG0000816	Syac.g_01645	Prbd.g_01678
OG0000817	Syac.g_01646	Prbd.g_01677
OG0000818	Syac.g_01652	Prbd.g_01672
OG0000819	Syac.g_01653	Prbd.g_01671
OG0000820	Syac.g_01654	Prbd.g_01670
OG0000821	Syac.g_01659	Prbd.g_01666
OG0000822	Syac.g_01661	Prbd.g_01665
OG0000823	Syac.g_01662	Prbd.g_01664
OG0000824	Syac.g_01666	Prbd.g_01661
OG0000825	Syac.g_01667	Prbd.g_01660
OG0000826	Syac.g_01668	Prbd.g_01659
OG0000827	Syac.g_01669	Prbd.g_01658
OG0000828	Syac.g_01672	Prbd.g_01655
OG0000829	Syac.g_01673	Prbd.g_01654
OG0000830	Syac.g_01674	Prbd.g_01653
OG0000831	Syac.g_01676	Prbd.g_01651
OG0000832	Syac.g_00623	Prbd.g_01645
OG0000833	Syac.g_00613	Prbd.g_01637
OG0000834	Syac.g_00610	Prbd.g_01636
OG0000835	Syac.g_00609	Prbd.g_01635
OG0000836	Syac.g_00605	Prbd.g_01634
OG0000837	Syac.g_00604	Prbd.g_01633
OG0000838	Syac.g_00600	Prbd.g_01631
OG0000839	Syac.g_00599	Prbd.g_01630
OG0000840	Syac.g_00598	Prbd.g_01629
OG0000841	Syac.g_00597	Prbd.g_01628
OG0000842	Syac.g_00596	Prbd.g_01627
OG0000843	Syac.g_00595	Prbd.g_01626
OG0000844	Syac.g_00593	Prbd.g_01625
OG0000845	Syac.g_00592	Prbd.g_01624
OG0000846	Syac.g_00591	Prbd.g_01623
OG0000847	Syac.g_00590	Prbd.g_01622
OG0000848	Syac.g_00588	Prbd.g_01621
OG0000849	Syac.g_00587	Prbd.g_01620
OG0000850	Syac.g_00585	Prbd.g_01617
OG0000851	Syac.g_00573	Prbd.g_01616
OG0000852	Syac.g_00572	Prbd.g_01615
OG0000853	Syac.g_00568	Prbd.g_01611
OG0000854	Syac.g_00566	Prbd.g_01609
OG0000855	Syac.g_00565	Prbd.g_01608
OG0000856	Syac.g_00964	Prbd.g_01593
OG0000857	Syac.g_01323	Prbd.g_01566
OG0000858	Syac.g_00559	Prbd.g_01531
OG0000859	Syac.g_00558	Prbd.g_01530
OG0000860	Syac.g_00542	Prbd.g_01523
OG0000861	Syac.g_00541	Prbd.g_01522
OG0000862	Syac.g_00540	Prbd.g_01521
OG0000863	Syac.g_00538	Prbd.g_01519
OG0000864	Syac.g_00537	Prbd.g_01518
OG0000865	Syac.g_00533	Prbd.g_01517
OG0000866	Syac.g_00532	Prbd.g_01516
OG0000867	Syac.g_00531	Prbd.g_01515
OG0000868	Syac.g_00529	Prbd.g_01514
OG0000869	Syac.g_00524	Prbd.g_01510
OG0000870	Syac.g_00519	Prbd.g_01505
OG0000871	Syac.g_00518	Prbd.g_01504
OG0000872	Syac.g_00510	Prbd.g_01503
OG0000873	Syac.g_00507	Prbd.g_01500
OG0000874	Syac.g_00512	Prbd.g_01497
OG0000875	Syac.g_00505	Prbd.g_01496
OG0000876	Syac.g_00675	Prbd.g_01495
OG0000877	Syac.g_00671	Prbd.g_01493
OG0000878	Syac.g_00670	Prbd.g_01492
OG0000879	Syac.g_00669	Prbd.g_01491
OG0000880	Syac.g_00668	Prbd.g_01490
OG0000881	Syac.g_00664	Prbd.g_01486
OG0000882	Syac.g_00659	Prbd.g_01481
OG0000883	Syac.g_00656	Prbd.g_01479
OG0000884	Syac.g_00654	Prbd.g_01477
OG0000885	Syac.g_00653	Prbd.g_01476
OG0000886	Syac.g_00652	Prbd.g_01475
OG0000887	Syac.g_00651	Prbd.g_01474
OG0000888	Syac.g_00649	Prbd.g_01472
OG0000889	Syac.g_00647	Prbd.g_01470
OG0000890	Syac.g_00642	Prbd.g_01469
OG0000891	Syac.g_00641	Prbd.g_01468
OG0000892	Syac.g_00638	Prbd.g_01466
OG0000893	Syac.g_02193	Prbd.g_01463
OG0000894	Syac.g_02189	Prbd.g_01461
OG0000895	Syac.g_02185	Prbd.g_01458
OG0000896	Syac.g_02184	Prbd.g_01457
OG0000897	Syac.g_02182	Prbd.g_01455
OG0000898	Syac.g_02181	Prbd.g_01454
OG0000899	Syac.g_02180	Prbd.g_01453
OG0000900	Syac.g_02179	Prbd.g_01452
OG0000901	Syac.g_02174	Prbd.g_01449
OG0000902	Syac.g_02172	Prbd.g_01447
OG0000903	Syac.g_02140	Prbd.g_01444
OG0000904	Syac.g_02145	Prbd.g_01442
OG0000905	Syac.g_02148	Prbd.g_01437
OG0000906	Syac.g_02150	Prbd.g_01436
OG0000907	Syac.g_02138	Prbd.g_01433
OG0000908	Syac.g_02135	Prbd.g_01430
OG0000909	Syac.g_02134	Prbd.g_01429
OG0000910	Syac.g_02133	Prbd.g_01428
OG0000911	Syac.g_02131	Prbd.g_01426
OG0000912	Syac.g_02130	Prbd.g_01425
OG0000913	Syac.g_02129	Prbd.g_01424
OG0000914	Syac.g_02128	Prbd.g_01423
OG0000915	Syac.g_02127	Prbd.g_01422
OG0000916	Syac.g_02126	Prbd.g_01421
OG0000917	Syac.g_02125	Prbd.g_01420
OG0000918	Syac.g_02124	Prbd.g_01419
OG0000919	Syac.g_02123	Prbd.g_01418
OG0000920	Syac.g_02122	Prbd.g_01417
OG0000921	Syac.g_02121	Prbd.g_01416
OG0000922	Syac.g_02120	Prbd.g_01415
OG0000923	Syac.g_02116	Prbd.g_01411
OG0000924	Syac.g_02115	Prbd.g_01410
OG0000925	Syac.g_02114	Prbd.g_01409
OG0000926	Syac.g_02113	Prbd.g_01408
OG0000927	Syac.g_02111	Prbd.g_01406
OG0000928	Syac.g_02110	Prbd.g_01405
OG0000929	Syac.g_02109	Prbd.g_01404
OG0000930	Syac.g_02108	Prbd.g_01403
OG0000931	Syac.g_02107	Prbd.g_01402
OG0000932	Syac.g_02106	Prbd.g_01401
OG0000933	Syac.g_02101	Prbd.g_01397
OG0000934	Syac.g_02099	Prbd.g_01395
OG0000935	Syac.g_02098	Prbd.g_01394
OG0000936	Syac.g_02097	Prbd.g_01393
OG0000937	Syac.g_02096	Prbd.g_01392
OG0000938	Syac.g_02092	Prbd.g_01390
OG0000939	Syac.g_02091	Prbd.g_01389
OG0000940	Syac.g_02084	Prbd.g_01382
OG0000941	Syac.g_02082	Prbd.g_01380
OG0000942	Syac.g_02080	Prbd.g_01378
OG0000943	Syac.g_02079	Prbd.g_01377
OG0000944	Syac.g_02077	Prbd.g_01376
OG0000945	Syac.g_02075	Prbd.g_01375
OG0000946	Syac.g_02071	Prbd.g_01371
OG0000947	Syac.g_02068	Prbd.g_01369
OG0000948	Syac.g_02067	Prbd.g_01368
OG0000949	Syac.g_00205	Prbd.g_01365
OG0000950	Syac.g_00193	Prbd.g_01360
OG0000951	Syac.g_00188	Prbd.g_01356
OG0000952	Syac.g_00183	Prbd.g_01352
OG0000953	Syac.g_00177	Prbd.g_01349
OG0000954	Syac.g_00172	Prbd.g_01345
OG0000955	Syac.g_00171	Prbd.g_01344
OG0000956	Syac.g_00169	Prbd.g_01342
OG0000957	Syac.g_00158	Prbd.g_01337
OG0000958	Syac.g_00157	Prbd.g_01336
OG0000959	Syac.g_00153	Prbd.g_01332
OG0000960	Syac.g_00152	Prbd.g_01331
OG0000961	Syac.g_00147	Prbd.g_01329
OG0000962	Syac.g_00145	Prbd.g_01327
OG0000963	Syac.g_00140	Prbd.g_01323
OG0000964	Syac.g_00139	Prbd.g_01321
OG0000965	Syac.g_00138	Prbd.g_01320
OG0000966	Syac.g_00107	Prbd.g_01312
OG0000967	Syac.g_00075	Prbd.g_01308
OG0000968	Syac.g_00080	Prbd.g_01306
OG0000969	Syac.g_00078	Prbd.g_01305
OG0000970	Syac.g_00077	Prbd.g_01304
OG0000971	Syac.g_00067	Prbd.g_01303
OG0000972	Syac.g_00066	Prbd.g_01302
OG0000973	Syac.g_00065	Prbd.g_01301
OG0000974	Syac.g_00064	Prbd.g_01300
OG0000975	Syac.g_00063	Prbd.g_01299
OG0000976	Syac.g_00062	Prbd.g_01298
OG0000977	Syac.g_00059	Prbd.g_01297
OG0000978	Syac.g_00058	Prbd.g_01296
OG0000979	Syac.g_00055	Prbd.g_01293
OG0000980	Syac.g_00052	Prbd.g_01291
OG0000981	Syac.g_00049	Prbd.g_01289
OG0000982	Syac.g_02354	Prbd.g_01287
OG0000983	Syac.g_02355	Prbd.g_01286
OG0000984	Syac.g_02356	Prbd.g_01285
OG0000985	Syac.g_02359	Prbd.g_01282
OG0000986	Syac.g_02363	Prbd.g_01280
OG0000987	Syac.g_02365	Prbd.g_01279
OG0000988	Syac.g_02370	Prbd.g_01276
OG0000989	Syac.g_02379	Prbd.g_01273
OG0000990	Syac.g_02397	Prbd.g_01270
OG0000991	Syac.g_02400	Prbd.g_01269
OG0000992	Syac.g_02402	Prbd.g_01267
OG0000993	Syac.g_02403	Prbd.g_01266
OG0000994	Syac.g_02405	Prbd.g_01265
OG0000995	Syac.g_02410	Prbd.g_01261
OG0000996	Syac.g_02454	Prbd.g_01260
OG0000997	Syac.g_02464	Prbd.g_01259
OG0000998	Syac.g_02466	Prbd.g_01257
OG0000999	Syac.g_02467	Prbd.g_01256
OG0001000	Syac.g_02470	Prbd.g_01253
OG0001001	Syac.g_02475	Prbd.g_01251
OG0001002	Syac.g_02481	Prbd.g_01247
OG0001003	Syac.g_02483	Prbd.g_01245
OG0001004	Syac.g_02484	Prbd.g_01244
OG0001005	Syac.g_02485	Prbd.g_01243
OG0001006	Syac.g_02492	Prbd.g_01239
OG0001007	Syac.g_02494	Prbd.g_01237
OG0001008	Syac.g_00693	Prbd.g_00805
OG0001009	Syac.g_00030	Prbd.g_01210
OG0001010	Syac.g_00031	Prbd.g_01209
OG0001011	Syac.g_00032	Prbd.g_01208
OG0001012	Syac.g_02351	Prbd.g_01195
OG0001013	Syac.g_02337	Prbd.g_01189
OG0001014	Syac.g_02333	Prbd.g_01186
OG0001015	Syac.g_02332	Prbd.g_01185
OG0001016	Syac.g_00446	Prbd.g_01171
OG0001017	Syac.g_00440	Prbd.g_01167
OG0001018	Syac.g_00438	Prbd.g_01164
OG0001019	Syac.g_00422	Prbd.g_01155
OG0001020	Syac.g_00417	Prbd.g_01154
OG0001021	Syac.g_00413	Prbd.g_01153
OG0001022	Syac.g_00410	Prbd.g_01150
OG0001023	Syac.g_00409	Prbd.g_01149
OG0001024	Syac.g_00405	Prbd.g_01146
OG0001025	Syac.g_00399	Prbd.g_01140
OG0001026	Syac.g_00386	Prbd.g_01133
OG0001027	Syac.g_00380	Prbd.g_01132
OG0001028	Syac.g_00378	Prbd.g_01130
OG0001029	Syac.g_00376	Prbd.g_01128
OG0001030	Syac.g_00356	Prbd.g_01113
OG0001031	Syac.g_02266	Prbd.g_01054
OG0001032	Syac.g_02268	Prbd.g_01053
OG0001033	Syac.g_02298	Prbd.g_01032
OG0001034	Syac.g_01968	Prbd.g_01003
OG0001036	Syac.g_02221	Prbd.g_00980
OG0001037	Syac.g_02223	Prbd.g_00979
OG0001038	Syac.g_02251	Prbd.g_00961
OG0001039	Syac.g_02254	Prbd.g_00958
OG0001040	Syac.g_00292	Prbd.g_00956
OG0001041	Syac.g_00287	Prbd.g_00952
OG0001042	Syac.g_00258	Prbd.g_00935
OG0001043	Syac.g_00254	Prbd.g_00934
OG0001044	Syac.g_02021	Prbd.g_00906
OG0001045	Syac.g_02008	Prbd.g_00897
OG0001046	Syac.g_01207	Prbd.g_00859
OG0001047	Syac.g_00695	Prbd.g_00803
OG0001048	Syac.g_00696	Prbd.g_00802
OG0001049	Syac.g_00703	Prbd.g_00800
OG0001050	Syac.g_00704	Prbd.g_00799
OG0001051	Syac.g_00705	Prbd.g_00798
OG0001052	Syac.g_01704	Prbd.g_00771
OG0001053	Syac.g_01901	Prbd.g_00759
OG0001054	Syac.g_01884	Prbd.g_00744
OG0001055	Syac.g_01863	Prbd.g_00725
OG0001056	Syac.g_01831	Prbd.g_00706
OG0001057	Syac.g_01825	Prbd.g_00701
OG0001058	Syac.g_01810	Prbd.g_00693
OG0001059	Syac.g_01806	Prbd.g_00689
OG0001060	Syac.g_01799	Prbd.g_00682
OG0001061	Syac.g_01779	Prbd.g_00669
OG0001062	Syac.g_01777	Prbd.g_00667
OG0001063	Syac.g_01773	Prbd.g_00665
OG0001064	Syac.g_01772	Prbd.g_00664
OG0001065	Syac.g_01771	Prbd.g_00663
OG0001066	Syac.g_01770	Prbd.g_00662
OG0001067	Syac.g_01769	Prbd.g_00661
OG0001068	Syac.g_01768	Prbd.g_00660
OG0001069	Syac.g_01767	Prbd.g_00659
OG0001070	Syac.g_01764	Prbd.g_00656
OG0001071	Syac.g_01763	Prbd.g_00655
OG0001072	Syac.g_01758	Prbd.g_00654
OG0001074	Syac.g_00945	Prbd.g_00629
OG0001075	Syac.g_00946	Prbd.g_00628
OG0001076	Syac.g_00956	Prbd.g_00620
OG0001077	Syac.g_00967	Prbd.g_00616
OG0001078	Syac.g_00980	Prbd.g_00608
OG0001079	Syac.g_00993	Prbd.g_00597
OG0001080	Syac.g_01092	Prbd.g_00591
OG0001081	Syac.g_01432	Prbd.g_00589
OG0001082	Syac.g_01431	Prbd.g_00588
OG0001083	Syac.g_01424	Prbd.g_00583
OG0001084	Syac.g_01423	Prbd.g_00582
OG0001085	Syac.g_01412	Prbd.g_00574
OG0001086	Syac.g_01410	Prbd.g_00573
OG0001087	Syac.g_00923	Prbd.g_00556
OG0001088	Syac.g_00920	Prbd.g_00555
OG0001089	Syac.g_00896	Prbd.g_00547
OG0001090	Syac.g_01286	Prbd.g_00008
OG0001091	Syac.g_01284	Prbd.g_00010
OG0001092	Syac.g_01282	Prbd.g_00011
OG0001093	Syac.g_01276	Prbd.g_00016
OG0001094	Syac.g_01347	Prbd.g_00096
OG0001095	Syac.g_01326	Prbd.g_00115
OG0001096	Syac.g_01310	Prbd.g_00128
OG0001097	Syac.g_00834	Prbd.g_00147
OG0001098	Syac.g_01096	Prbd.g_00162
OG0001099	Syac.g_00377	Prbd.g_00194
OG0001100	Syac.g_01402	Prbd.g_00198
OG0001101	Syac.g_01401	Prbd.g_00200
OG0001102	Syac.g_01398	Prbd.g_00203
OG0001103	Syac.g_01395	Prbd.g_00205
OG0001104	Syac.g_01364	Prbd.g_00227
OG0001105	Syac.g_01360	Prbd.g_00231
OG0001106	Syac.g_01166	Prbd.g_00255
OG0001107	Syac.g_01180	Prbd.g_00262
OG0001108	Syac.g_01188	Prbd.g_00266
OG0001109	Syac.g_01190	Prbd.g_00267
OG0001110	Syac.g_01192	Prbd.g_00269
OG0001111	Syac.g_01194	Prbd.g_00270
OG0001112	Syac.g_01196	Prbd.g_00271
OG0001113	Syac.g_01197	Prbd.g_00272
OG0001114	Syac.g_01198	Prbd.g_00273
OG0001115	Syac.g_01202	Prbd.g_00275
OG0001116	Syac.g_01204	Prbd.g_00276
OG0001117	Syac.g_01205	Prbd.g_00277
OG0001118	Syac.g_01206	Prbd.g_00278
OG0001119	Syac.g_01208	Prbd.g_00279
OG0001120	Syac.g_01213	Prbd.g_00281
OG0001121	Syac.g_01949, Syac.g_01170	Prbd.g_00425, Prbd.g_00284
OG0001122	Syac.g_01238	Prbd.g_00312
OG0001123	Syac.g_01245	Prbd.g_00316
OG0001124	Syac.g_01247	Prbd.g_00318
OG0001125	Syac.g_01249	Prbd.g_00319
OG0001126	Syac.g_00870	Prbd.g_00329
OG0001127	Syac.g_00871	Prbd.g_00330
OG0001128	Syac.g_00875	Prbd.g_00332
OG0001129	Syac.g_00877	Prbd.g_00333
OG0001130	Syac.g_00878	Prbd.g_00334
OG0001131	Syac.g_01382	Prbd.g_00370
OG0001132	Syac.g_01062	Prbd.g_00380
OG0001133	Syac.g_00958	Prbd.g_00414
OG0001134	Syac.g_01466	Prbd.g_00427
OG0001136	Syac.g_00767	Prbd.g_00465
OG0001137	Syac.g_00786	Prbd.g_00476
