Orthogroup	Syac	Syag
OG0000576	Syac.g_01748	Syag.g_00337
OG0000577	Syac.g_01747	Syag.g_00338
OG0000578	Syac.g_01746	Syag.g_00339
OG0000579	Syac.g_01745	Syag.g_00340
OG0000580	Syac.g_01744	Syag.g_00341
OG0000581	Syac.g_01738	Syag.g_00348
OG0000582	Syac.g_00936	Syag.g_00353
OG0000583	Syac.g_00937	Syag.g_00354
OG0000584	Syac.g_00938	Syag.g_00355
OG0000585	Syac.g_00940	Syag.g_00357
OG0000586	Syac.g_00941	Syag.g_00358
OG0000587	Syac.g_00943	Syag.g_00360
OG0000588	Syac.g_00949	Syag.g_00371
OG0000589	Syac.g_00953	Syag.g_00375
OG0000590	Syac.g_00954	Syag.g_00376
OG0000591	Syac.g_00961	Syag.g_00383
OG0000592	Syac.g_00962	Syag.g_00384
OG0000593	Syac.g_00975	Syag.g_00406
OG0000594	Syac.g_00976	Syag.g_00407
OG0000595	Syac.g_00977	Syag.g_00408
OG0000596	Syac.g_00982	Syag.g_00413
OG0000597	Syac.g_00985	Syag.g_00416
OG0000598	Syac.g_00986	Syag.g_00417
OG0000599	Syac.g_00989	Syag.g_00424
OG0000600	Syac.g_00990	Syag.g_00425
OG0000601	Syac.g_00991	Syag.g_00426
OG0000602	Syac.g_00996	Syag.g_00431
OG0000603	Syac.g_00997	Syag.g_00432
OG0000604	Syac.g_01001	Syag.g_00434
OG0000605	Syac.g_01089	Syag.g_00522
OG0000606	Syac.g_01434	Syag.g_00550
OG0000607	Syac.g_01430	Syag.g_00553
OG0000608	Syac.g_01429	Syag.g_00554
OG0000609	Syac.g_01427	Syag.g_00556
OG0000610	Syac.g_01419	Syag.g_00580
OG0000611	Syac.g_01416	Syag.g_00583
OG0000612	Syac.g_01415	Syag.g_00584
OG0000613	Syac.g_00231	Syag.g_02533
OG0000614	Syac.g_00911	Syag.g_01004
OG0000615	Syac.g_01377	Syag.g_00630
OG0000616	Syac.g_02478	Syag.g_02255
OG0000617	Syac.g_01280	Syag.g_00915
OG0000618	Syac.g_01279	Syag.g_00914
OG0000619	Syac.g_01278	Syag.g_00913
OG0000620	Syac.g_01270	Syag.g_00906
OG0000621	Syac.g_01269	Syag.g_00905
OG0000622	Syac.g_01268	Syag.g_00904
OG0000623	Syac.g_01267	Syag.g_00903
OG0000624	Syac.g_01265	Syag.g_00901
OG0000625	Syac.g_01264	Syag.g_00900
OG0000626	Syac.g_01263	Syag.g_00899
OG0000627	Syac.g_01126	Syag.g_00756
OG0000628	Syac.g_01127	Syag.g_00757
OG0000629	Syac.g_01130	Syag.g_00761
OG0000630	Syac.g_01134	Syag.g_00765
OG0000631	Syac.g_01139	Syag.g_00772
OG0000632	Syac.g_01140	Syag.g_00773
OG0000633	Syac.g_01141	Syag.g_00774
OG0000634	Syac.g_01345	Syag.g_00663
OG0000635	Syac.g_01344	Syag.g_00664
OG0000636	Syac.g_01342	Syag.g_00666
OG0000637	Syac.g_01340	Syag.g_00668
OG0000638	Syac.g_01339	Syag.g_00669
OG0000639	Syac.g_01338	Syag.g_00670
OG0000640	Syac.g_01337	Syag.g_00671
OG0000641	Syac.g_01333	Syag.g_00675
OG0000642	Syac.g_01332	Syag.g_00676
OG0000643	Syac.g_01330	Syag.g_00677
OG0000644	Syac.g_01329	Syag.g_00678
OG0000645	Syac.g_01327	Syag.g_00680
OG0000646	Syac.g_01324	Syag.g_00683
OG0000647	Syac.g_01322	Syag.g_00685
OG0000648	Syac.g_01319	Syag.g_00694
OG0000649	Syac.g_01318	Syag.g_00695
OG0000650	Syac.g_01317	Syag.g_00696
OG0000651	Syac.g_01316	Syag.g_00697
OG0000652	Syac.g_01315	Syag.g_00698
OG0000653	Syac.g_01313	Syag.g_00700
OG0000654	Syac.g_01312	Syag.g_00701
OG0000655	Syac.g_01311	Syag.g_00702
OG0000656	Syac.g_01308	Syag.g_00705
OG0000657	Syac.g_00846	Syag.g_00719
OG0000658	Syac.g_00842	Syag.g_00721
OG0000659	Syac.g_00841	Syag.g_00722
OG0000660	Syac.g_00837	Syag.g_00726
OG0000661	Syac.g_00835	Syag.g_00728
OG0000662	Syac.g_00833	Syag.g_00730
OG0000663	Syac.g_00830	Syag.g_00733
OG0000664	Syac.g_00829	Syag.g_00734
OG0000665	Syac.g_01018	Syag.g_00456
OG0000666	Syac.g_01088	Syag.g_00445
OG0000667	Syac.g_02165	Syag.g_00574
OG0000668	Syac.g_01239	Syag.g_00868
OG0000669	Syac.g_01404	Syag.g_00600
OG0000670	Syac.g_00580	Syag.g_00399
OG0000671	Syac.g_01400	Syag.g_00604
OG0000672	Syac.g_01396	Syag.g_00607
OG0000673	Syac.g_01393	Syag.g_00610
OG0000674	Syac.g_01391	Syag.g_00612
OG0000675	Syac.g_01390	Syag.g_00613
OG0000676	Syac.g_01388	Syag.g_00615
OG0000677	Syac.g_01387	Syag.g_00616
OG0000678	Syac.g_01384	Syag.g_00622
OG0000679	Syac.g_01375	Syag.g_00633
OG0000680	Syac.g_01374	Syag.g_00634
OG0000681	Syac.g_01371	Syag.g_00637
OG0000682	Syac.g_01370	Syag.g_00638
OG0000683	Syac.g_01369	Syag.g_00639
OG0000684	Syac.g_01365	Syag.g_00641
OG0000685	Syac.g_01363	Syag.g_00643
OG0000686	Syac.g_01362	Syag.g_00644
OG0000687	Syac.g_01361	Syag.g_00645
OG0000688	Syac.g_01356	Syag.g_00651
OG0000689	Syac.g_01354	Syag.g_00653
OG0000690	Syac.g_01353	Syag.g_00654
OG0000691	Syac.g_01352	Syag.g_00655
OG0000692	Syac.g_01351	Syag.g_00656
OG0000693	Syac.g_01349	Syag.g_00658
OG0000694	Syac.g_01348	Syag.g_00659
OG0000695	Syac.g_01143	Syag.g_00776
OG0000696	Syac.g_01144	Syag.g_00777
OG0000697	Syac.g_01146	Syag.g_00778
OG0000698	Syac.g_01149	Syag.g_00781
OG0000699	Syac.g_01151	Syag.g_00782
OG0000700	Syac.g_01152	Syag.g_00783
OG0000701	Syac.g_01153	Syag.g_00784
OG0000702	Syac.g_01161	Syag.g_00792
OG0000703	Syac.g_01162	Syag.g_00793
OG0000704	Syac.g_01165	Syag.g_00795
OG0000705	Syac.g_01174	Syag.g_00802
OG0000706	Syac.g_01175	Syag.g_00803
OG0000707	Syac.g_01176	Syag.g_00804
OG0000708	Syac.g_01179	Syag.g_00807
OG0000709	Syac.g_01187	Syag.g_00816
OG0000710	Syac.g_01191	Syag.g_00820
OG0000711	Syac.g_01220	Syag.g_00848
OG0000712	Syac.g_01221	Syag.g_00850
OG0000713	Syac.g_01222	Syag.g_00851
OG0000714	Syac.g_01224	Syag.g_00853
OG0000715	Syac.g_01226	Syag.g_00855
OG0000716	Syac.g_01230	Syag.g_00859
OG0000717	Syac.g_01231	Syag.g_00860
OG0000718	Syac.g_01235	Syag.g_00864
OG0000719	Syac.g_01237	Syag.g_00866
OG0000720	Syac.g_01250	Syag.g_00880
OG0000721	Syac.g_01252	Syag.g_00882
OG0000722	Syac.g_01253	Syag.g_00883
OG0000723	Syac.g_01261	Syag.g_00897
OG0000724	Syac.g_00879	Syag.g_00967
OG0000725	Syac.g_00887	Syag.g_00978
OG0000726	Syac.g_00888	Syag.g_00979
OG0000727	Syac.g_00889	Syag.g_00980
OG0000728	Syac.g_00891	Syag.g_00982
OG0000729	Syac.g_00144	Syag.g_02376
OG0000730	Syac.g_02024	Syag.g_02840
OG0000731	Syac.g_02011	Syag.g_02853
OG0000732	Syac.g_00051	Syag.g_02331
OG0000733	Syac.g_02386	Syag.g_00145
OG0000734	Syac.g_00388	Syag.g_01892
OG0000735	Syac.g_00750	Syag.g_01159
OG0000736	Syac.g_00751	Syag.g_01158
OG0000737	Syac.g_00752	Syag.g_01157
OG0000738	Syac.g_00757	Syag.g_01152
OG0000739	Syac.g_00762	Syag.g_01149
OG0000740	Syac.g_00763	Syag.g_01148
OG0000741	Syac.g_00766	Syag.g_01145
OG0000742	Syac.g_00768	Syag.g_01142
OG0000743	Syac.g_00770	Syag.g_01140
OG0000744	Syac.g_00771	Syag.g_01139
OG0000745	Syac.g_00773	Syag.g_01137
OG0000746	Syac.g_00776	Syag.g_01135
OG0000747	Syac.g_00777	Syag.g_01134
OG0000748	Syac.g_00787	Syag.g_01122
OG0000749	Syac.g_00789	Syag.g_01121
OG0000750	Syac.g_00790	Syag.g_01120
OG0000751	Syac.g_00797	Syag.g_01114
OG0000752	Syac.g_00799	Syag.g_01112
OG0000753	Syac.g_00802	Syag.g_01109
OG0000754	Syac.g_01471	Syag.g_01103
OG0000755	Syac.g_01479	Syag.g_01092
OG0000756	Syac.g_01480	Syag.g_01091
OG0000757	Syac.g_01492	Syag.g_01084
OG0000758	Syac.g_01493	Syag.g_01083
OG0000759	Syac.g_01494	Syag.g_01082
OG0000760	Syac.g_01495	Syag.g_01081
OG0000761	Syac.g_01496	Syag.g_01080
OG0000762	Syac.g_01498	Syag.g_01078
OG0000763	Syac.g_01500	Syag.g_01076
OG0000764	Syac.g_01501	Syag.g_01075
OG0000765	Syac.g_01515	Syag.g_01056
OG0000766	Syac.g_01516	Syag.g_01055
OG0000767	Syac.g_01518	Syag.g_01053
OG0000768	Syac.g_01519	Syag.g_01052
OG0000769	Syac.g_01521	Syag.g_01047
OG0000770	Syac.g_01524	Syag.g_01043
OG0000771	Syac.g_00873	Syag.g_00959
OG0000772	Syac.g_01569	Syag.g_02043
OG0000773	Syac.g_00741	Syag.g_01168
OG0000774	Syac.g_00737	Syag.g_01182
OG0000775	Syac.g_00735	Syag.g_01185
OG0000776	Syac.g_00734	Syag.g_01186
OG0000777	Syac.g_00733	Syag.g_01187
OG0000778	Syac.g_00732	Syag.g_01188
OG0000779	Syac.g_00727	Syag.g_01194
OG0000780	Syac.g_00723	Syag.g_01217
OG0000781	Syac.g_00719	Syag.g_01221
OG0000782	Syac.g_00718	Syag.g_01222
OG0000783	Syac.g_00717	Syag.g_01223
OG0000784	Syac.g_00716	Syag.g_01224
OG0000785	Syac.g_00714	Syag.g_01226
OG0000786	Syac.g_01730	Syag.g_01235
OG0000787	Syac.g_01731	Syag.g_01236
OG0000788	Syac.g_00992	Syag.g_00427
OG0000789	Syac.g_01111	Syag.g_00453
OG0000790	Syac.g_01921	Syag.g_01542
OG0000791	Syac.g_01922	Syag.g_01544
OG0000792	Syac.g_01923	Syag.g_01545
OG0000793	Syac.g_01928	Syag.g_01550
OG0000794	Syac.g_01929	Syag.g_01551
OG0000795	Syac.g_01930	Syag.g_01552
OG0000796	Syac.g_01934	Syag.g_01556
OG0000797	Syac.g_01935	Syag.g_01557
OG0000798	Syac.g_02250	Syag.g_02601
OG0000799	Syac.g_01602	Syag.g_01278
OG0000800	Syac.g_01603	Syag.g_01280
OG0000801	Syac.g_01604	Syag.g_01285
OG0000802	Syac.g_01608	Syag.g_01293
OG0000803	Syac.g_01613	Syag.g_01321
OG0000804	Syac.g_01616	Syag.g_01438
OG0000805	Syac.g_01620	Syag.g_01433
OG0000806	Syac.g_01622	Syag.g_01429
OG0000807	Syac.g_01624	Syag.g_01428
OG0000808	Syac.g_01625	Syag.g_01427
OG0000809	Syac.g_01628	Syag.g_01423
OG0000810	Syac.g_01629	Syag.g_01422
OG0000811	Syac.g_01637	Syag.g_01413
OG0000812	Syac.g_01639	Syag.g_01411
OG0000813	Syac.g_01640	Syag.g_01410
OG0000814	Syac.g_01642	Syag.g_01408
OG0000815	Syac.g_01643	Syag.g_01407
OG0000816	Syac.g_01645	Syag.g_01405
OG0000817	Syac.g_01646	Syag.g_01404
OG0000818	Syac.g_01652	Syag.g_01400
OG0000819	Syac.g_01653	Syag.g_01399
OG0000820	Syac.g_01654	Syag.g_01398
OG0000821	Syac.g_01659	Syag.g_01388
OG0000822	Syac.g_01661	Syag.g_01386
OG0000823	Syac.g_01662	Syag.g_01385
OG0000824	Syac.g_01666	Syag.g_01379
OG0000825	Syac.g_01667	Syag.g_01378
OG0000826	Syac.g_01668	Syag.g_01377
OG0000827	Syac.g_01669	Syag.g_01376
OG0000828	Syac.g_01672	Syag.g_01373
OG0000829	Syac.g_01673	Syag.g_01372
OG0000830	Syac.g_01674	Syag.g_01371
OG0000831	Syac.g_01676	Syag.g_01367
OG0000832	Syac.g_00623	Syag.g_01614
OG0000833	Syac.g_00613	Syag.g_01628
OG0000834	Syac.g_00610	Syag.g_01632
OG0000835	Syac.g_00609	Syag.g_01633
OG0000836	Syac.g_00605	Syag.g_01637
OG0000837	Syac.g_00604	Syag.g_01638
OG0000838	Syac.g_00600	Syag.g_01642
OG0000839	Syac.g_00599	Syag.g_01643
OG0000840	Syac.g_00598	Syag.g_01644
OG0000841	Syac.g_00597	Syag.g_01645
OG0000842	Syac.g_00596	Syag.g_01646
OG0000843	Syac.g_00595	Syag.g_01647
OG0000844	Syac.g_00593	Syag.g_01649
OG0000845	Syac.g_00592	Syag.g_01650
OG0000846	Syac.g_00591	Syag.g_01651
OG0000847	Syac.g_00590	Syag.g_01652
OG0000848	Syac.g_00588	Syag.g_01654
OG0000849	Syac.g_00587	Syag.g_01655
OG0000850	Syac.g_00585	Syag.g_01657
OG0000851	Syac.g_00573	Syag.g_01663
OG0000852	Syac.g_00572	Syag.g_01664
OG0000853	Syac.g_00568	Syag.g_01668
OG0000854	Syac.g_00566	Syag.g_01670
OG0000855	Syac.g_00565	Syag.g_01671
OG0000856	Syac.g_00964	Syag.g_00386
OG0000857	Syac.g_01323	Syag.g_00684
OG0000858	Syac.g_00559	Syag.g_01677
OG0000859	Syac.g_00558	Syag.g_01678
OG0000860	Syac.g_00542	Syag.g_01689
OG0000861	Syac.g_00541	Syag.g_01690
OG0000862	Syac.g_00540	Syag.g_01693
OG0000863	Syac.g_00538	Syag.g_01695
OG0000864	Syac.g_00537	Syag.g_01696
OG0000865	Syac.g_00533	Syag.g_01697
OG0000866	Syac.g_00532	Syag.g_01698
OG0000867	Syac.g_00531	Syag.g_01699
OG0000868	Syac.g_00529	Syag.g_01707
OG0000869	Syac.g_00524	Syag.g_01711
OG0000870	Syac.g_00519	Syag.g_01716
OG0000871	Syac.g_00518	Syag.g_01717
OG0000872	Syac.g_00510	Syag.g_01723
OG0000873	Syac.g_00507	Syag.g_01726
OG0000874	Syac.g_00512	Syag.g_01729
OG0000875	Syac.g_00505	Syag.g_01731
OG0000876	Syac.g_00675	Syag.g_01732
OG0000877	Syac.g_00671	Syag.g_01734
OG0000878	Syac.g_00670	Syag.g_01735
OG0000879	Syac.g_00669	Syag.g_02356
OG0000880	Syac.g_00668	Syag.g_01736
OG0000881	Syac.g_00664	Syag.g_01741
OG0000882	Syac.g_00659	Syag.g_01746
OG0000883	Syac.g_00656	Syag.g_01749
OG0000884	Syac.g_00654	Syag.g_01751
OG0000885	Syac.g_00653	Syag.g_01752
OG0000886	Syac.g_00652	Syag.g_01753
OG0000887	Syac.g_00651	Syag.g_01754
OG0000888	Syac.g_00649	Syag.g_01756
OG0000889	Syac.g_00647	Syag.g_01758
OG0000890	Syac.g_00642	Syag.g_01761
OG0000891	Syac.g_00641	Syag.g_01762
OG0000892	Syac.g_00638	Syag.g_01765
OG0000893	Syac.g_02193	Syag.g_02688
OG0000894	Syac.g_02189	Syag.g_02691
OG0000895	Syac.g_02185	Syag.g_02695
OG0000896	Syac.g_02184	Syag.g_02696
OG0000897	Syac.g_02182	Syag.g_02699
OG0000898	Syac.g_02181	Syag.g_02700
OG0000899	Syac.g_02180	Syag.g_02701
OG0000900	Syac.g_02179	Syag.g_02702
OG0000901	Syac.g_02174	Syag.g_02707
OG0000902	Syac.g_02172	Syag.g_02709
OG0000903	Syac.g_02140	Syag.g_02724
OG0000904	Syac.g_02145	Syag.g_02718
OG0000905	Syac.g_02148	Syag.g_02714
OG0000906	Syac.g_02150	Syag.g_02711
OG0000907	Syac.g_02138	Syag.g_02727
OG0000908	Syac.g_02135	Syag.g_02730
OG0000909	Syac.g_02134	Syag.g_02731
OG0000910	Syac.g_02133	Syag.g_02732
OG0000911	Syac.g_02131	Syag.g_02734
OG0000912	Syac.g_02130	Syag.g_02735
OG0000913	Syac.g_02129	Syag.g_02736
OG0000914	Syac.g_02128	Syag.g_02737
OG0000915	Syac.g_02127	Syag.g_02739
OG0000916	Syac.g_02126	Syag.g_02740
OG0000917	Syac.g_02125	Syag.g_02741
OG0000918	Syac.g_02124	Syag.g_02742
OG0000919	Syac.g_02123	Syag.g_02743
OG0000920	Syac.g_02122	Syag.g_02744
OG0000921	Syac.g_02121	Syag.g_02745
OG0000922	Syac.g_02120	Syag.g_02746
OG0000923	Syac.g_02116	Syag.g_02750
OG0000924	Syac.g_02115	Syag.g_02751
OG0000925	Syac.g_02114	Syag.g_02752
OG0000926	Syac.g_02113	Syag.g_02753
OG0000927	Syac.g_02111	Syag.g_02755
OG0000928	Syac.g_02110	Syag.g_02756
OG0000929	Syac.g_02109	Syag.g_02757
OG0000930	Syac.g_02108	Syag.g_02758
OG0000931	Syac.g_02107	Syag.g_02759
OG0000932	Syac.g_02106	Syag.g_02760
OG0000933	Syac.g_02101	Syag.g_02766
OG0000934	Syac.g_02099	Syag.g_02768
OG0000935	Syac.g_02098	Syag.g_02769
OG0000936	Syac.g_02097	Syag.g_02770
OG0000937	Syac.g_02096	Syag.g_02771
OG0000938	Syac.g_02092	Syag.g_02774
OG0000939	Syac.g_02091	Syag.g_02775
OG0000940	Syac.g_02084	Syag.g_02783
OG0000941	Syac.g_02082	Syag.g_02785
OG0000942	Syac.g_02080	Syag.g_02787
OG0000943	Syac.g_02079	Syag.g_02788
OG0000944	Syac.g_02077	Syag.g_02790
OG0000945	Syac.g_02075	Syag.g_02792
OG0000946	Syac.g_02071	Syag.g_02797
OG0000947	Syac.g_02068	Syag.g_02801
OG0000948	Syac.g_02067	Syag.g_02802
OG0000949	Syac.g_00205	Syag.g_02449
OG0000950	Syac.g_00193	Syag.g_02436
OG0000951	Syac.g_00188	Syag.g_02431
OG0000952	Syac.g_00183	Syag.g_02423
OG0000953	Syac.g_00177	Syag.g_02415
OG0000954	Syac.g_00172	Syag.g_02409
OG0000955	Syac.g_00171	Syag.g_02408
OG0000956	Syac.g_00169	Syag.g_02406
OG0000957	Syac.g_00158	Syag.g_02395
OG0000958	Syac.g_00157	Syag.g_02394
OG0000959	Syac.g_00153	Syag.g_02389
OG0000960	Syac.g_00152	Syag.g_02388
OG0000961	Syac.g_00147	Syag.g_02379
OG0000962	Syac.g_00145	Syag.g_02377
OG0000963	Syac.g_00140	Syag.g_02372
OG0000964	Syac.g_00139	Syag.g_02371
OG0000965	Syac.g_00138	Syag.g_02370
OG0000966	Syac.g_00107	Syag.g_02362
OG0000967	Syac.g_00075	Syag.g_02358
OG0000968	Syac.g_00080	Syag.g_02355
OG0000969	Syac.g_00078	Syag.g_02354
OG0000970	Syac.g_00077	Syag.g_02353
OG0000971	Syac.g_00067	Syag.g_02348
OG0000972	Syac.g_00066	Syag.g_02347
OG0000973	Syac.g_00065	Syag.g_02346
OG0000974	Syac.g_00064	Syag.g_02345
OG0000975	Syac.g_00063	Syag.g_02344
OG0000976	Syac.g_00062	Syag.g_02343
OG0000977	Syac.g_00059	Syag.g_02340
OG0000978	Syac.g_00058	Syag.g_02338
OG0000979	Syac.g_00055	Syag.g_02335
OG0000980	Syac.g_00052	Syag.g_02332
OG0000981	Syac.g_00049	Syag.g_02329
OG0000982	Syac.g_02354	Syag.g_02127
OG0000983	Syac.g_02355	Syag.g_02128
OG0000984	Syac.g_02356	Syag.g_02129
OG0000985	Syac.g_02359	Syag.g_02133
OG0000986	Syac.g_02363	Syag.g_02138
OG0000987	Syac.g_02365	Syag.g_02140
OG0000988	Syac.g_02370	Syag.g_02145
OG0000989	Syac.g_02379	Syag.g_02156
OG0000990	Syac.g_02397	Syag.g_02169
OG0000991	Syac.g_02400	Syag.g_02174
OG0000992	Syac.g_02402	Syag.g_02177
OG0000993	Syac.g_02403	Syag.g_02178
OG0000994	Syac.g_02405	Syag.g_02181
OG0000995	Syac.g_02410	Syag.g_02187
OG0000996	Syac.g_02454	Syag.g_02229
OG0000997	Syac.g_02464	Syag.g_02239
OG0000998	Syac.g_02466	Syag.g_02241
OG0000999	Syac.g_02467	Syag.g_02242
OG0001000	Syac.g_02470	Syag.g_02246
OG0001001	Syac.g_02475	Syag.g_02251
OG0001002	Syac.g_02481	Syag.g_02258
OG0001003	Syac.g_02483	Syag.g_02260
OG0001004	Syac.g_02484	Syag.g_02261
OG0001005	Syac.g_02485	Syag.g_02263
OG0001006	Syac.g_02492	Syag.g_02270
OG0001007	Syac.g_02494	Syag.g_02272
OG0001008	Syac.g_00693	Syag.g_00034
OG0001009	Syac.g_00030	Syag.g_02304
OG0001010	Syac.g_00031	Syag.g_02305
OG0001011	Syac.g_00032	Syag.g_02307
OG0001012	Syac.g_02351	Syag.g_02123
OG0001013	Syac.g_02337	Syag.g_02098
OG0001014	Syac.g_02333	Syag.g_02084
OG0001015	Syac.g_02332	Syag.g_02083
OG0001016	Syac.g_00446	Syag.g_01824
OG0001017	Syac.g_00440	Syag.g_01830
OG0001018	Syac.g_00438	Syag.g_01832
OG0001019	Syac.g_00422	Syag.g_01854
OG0001020	Syac.g_00417	Syag.g_01861
OG0001021	Syac.g_00413	Syag.g_01865
OG0001022	Syac.g_00410	Syag.g_01870
OG0001023	Syac.g_00409	Syag.g_01871
OG0001024	Syac.g_00405	Syag.g_01875
OG0001025	Syac.g_00399	Syag.g_01882
OG0001026	Syac.g_00386	Syag.g_01894
OG0001027	Syac.g_00380	Syag.g_01902
OG0001028	Syac.g_00378	Syag.g_01904
OG0001029	Syac.g_00376	Syag.g_01906
OG0001030	Syac.g_00356	Syag.g_01927
OG0001031	Syac.g_02266	Syag.g_02000
OG0001032	Syac.g_02268	Syag.g_02005
OG0001033	Syac.g_02298	Syag.g_02048
OG0001034	Syac.g_01968	Syag.g_01784
OG0001036	Syac.g_02221	Syag.g_02630
OG0001037	Syac.g_02223	Syag.g_02628
OG0001038	Syac.g_02251	Syag.g_02600
OG0001039	Syac.g_02254	Syag.g_02597
OG0001040	Syac.g_00292	Syag.g_02594
OG0001041	Syac.g_00287	Syag.g_02589
OG0001042	Syac.g_00258	Syag.g_02564
OG0001043	Syac.g_00254	Syag.g_02560
OG0001044	Syac.g_02021	Syag.g_02842
OG0001045	Syac.g_02008	Syag.g_02856
OG0001046	Syac.g_01207	Syag.g_00836
OG0001047	Syac.g_00695	Syag.g_00036
OG0001048	Syac.g_00696	Syag.g_00037
OG0001049	Syac.g_00703	Syag.g_00040
OG0001050	Syac.g_00704	Syag.g_00041
OG0001051	Syac.g_00705	Syag.g_00042
OG0001052	Syac.g_01704	Syag.g_01352
OG0001053	Syac.g_01901	Syag.g_01525
OG0001054	Syac.g_01884	Syag.g_01506
OG0001055	Syac.g_01863	Syag.g_01485
OG0001056	Syac.g_01831	Syag.g_01449
OG0001057	Syac.g_01825	Syag.g_01241
OG0001058	Syac.g_01810	Syag.g_00271
OG0001059	Syac.g_01806	Syag.g_00275
OG0001060	Syac.g_01799	Syag.g_00282
OG0001061	Syac.g_01779	Syag.g_00302
OG0001062	Syac.g_01777	Syag.g_00304
OG0001063	Syac.g_01773	Syag.g_00310
OG0001064	Syac.g_01772	Syag.g_00311
OG0001065	Syac.g_01771	Syag.g_00312
OG0001066	Syac.g_01770	Syag.g_00313
OG0001067	Syac.g_01769	Syag.g_00314
OG0001068	Syac.g_01768	Syag.g_00315
OG0001069	Syac.g_01767	Syag.g_00317
OG0001070	Syac.g_01764	Syag.g_00321
OG0001071	Syac.g_01763	Syag.g_00322
OG0001072	Syac.g_01758	Syag.g_00327
OG0001074	Syac.g_00945	Syag.g_00467
OG0001075	Syac.g_00946	Syag.g_00362
OG0001076	Syac.g_00956	Syag.g_00378
OG0001077	Syac.g_00967	Syag.g_00388
OG0001078	Syac.g_00980	Syag.g_00411
OG0001079	Syac.g_00993	Syag.g_00428
OG0001080	Syac.g_01092	Syag.g_00495
OG0001081	Syac.g_01432	Syag.g_00551
OG0001082	Syac.g_01431	Syag.g_00552
OG0001083	Syac.g_01424	Syag.g_00565
OG0001084	Syac.g_01423	Syag.g_00569
OG0001085	Syac.g_01412	Syag.g_00592
OG0001086	Syac.g_01410	Syag.g_00594
OG0001087	Syac.g_00923	Syag.g_01018
OG0001088	Syac.g_00920	Syag.g_01016
OG0001089	Syac.g_00896	Syag.g_00986
OG0001090	Syac.g_01286	Syag.g_00922
OG0001091	Syac.g_01284	Syag.g_00919
OG0001092	Syac.g_01282	Syag.g_00917
OG0001093	Syac.g_01276	Syag.g_00910
OG0001094	Syac.g_01347	Syag.g_00661
OG0001095	Syac.g_01326	Syag.g_00681
OG0001096	Syac.g_01310	Syag.g_00703
OG0001097	Syac.g_00834	Syag.g_00729
OG0001098	Syac.g_01096	Syag.g_00744
OG0001099	Syac.g_00377	Syag.g_01905
OG0001101	Syac.g_01401	Syag.g_00603
OG0001102	Syac.g_01398	Syag.g_00606
OG0001103	Syac.g_01395	Syag.g_00608
OG0001104	Syac.g_01364	Syag.g_00642
OG0001105	Syac.g_01360	Syag.g_00646
OG0001106	Syac.g_01166	Syag.g_00796
OG0001107	Syac.g_01180	Syag.g_00808
OG0001108	Syac.g_01188	Syag.g_00817
OG0001109	Syac.g_01190	Syag.g_00819
OG0001110	Syac.g_01192	Syag.g_00821
OG0001111	Syac.g_01194	Syag.g_00823
OG0001112	Syac.g_01196	Syag.g_00825
OG0001113	Syac.g_01197	Syag.g_00826
OG0001114	Syac.g_01198	Syag.g_00827
OG0001115	Syac.g_01202	Syag.g_00831
OG0001116	Syac.g_01204	Syag.g_00833
OG0001117	Syac.g_01205	Syag.g_00834
OG0001118	Syac.g_01206	Syag.g_00835
OG0001119	Syac.g_01208	Syag.g_00837
OG0001120	Syac.g_01213	Syag.g_00841
OG0001121	Syac.g_01949, Syac.g_01170	Syag.g_01584
OG0001122	Syac.g_01238	Syag.g_00867
OG0001123	Syac.g_01245	Syag.g_00875
OG0001124	Syac.g_01247	Syag.g_00877
OG0001125	Syac.g_01249	Syag.g_00879
OG0001126	Syac.g_00870	Syag.g_00957
OG0001127	Syac.g_00871	Syag.g_00958
OG0001128	Syac.g_00875	Syag.g_00961
OG0001129	Syac.g_00877	Syag.g_00963
OG0001130	Syac.g_00878	Syag.g_00964
OG0001131	Syac.g_01382	Syag.g_00624
OG0001132	Syac.g_01062	Syag.g_00096
OG0001133	Syac.g_00958	Syag.g_00380
OG0001134	Syac.g_01466	Syag.g_02164
OG0001135	Syac.g_01464	Syag.g_00147
OG0001136	Syac.g_00767	Syag.g_01144
OG0001137	Syac.g_00786	Syag.g_01123
OG0001138	Syac.g_01486	Syag.g_01090
OG0001139	Syac.g_01488	Syag.g_01088
OG0001140	Syac.g_01489	Syag.g_01087
OG0001141	Syac.g_01490	Syag.g_01086
OG0001142	Syac.g_01491	Syag.g_01085
OG0001143	Syac.g_01499	Syag.g_01077
OG0001144	Syac.g_01508	Syag.g_01064
OG0001145	Syac.g_00740	Syag.g_01169
OG0001146	Syac.g_00722	Syag.g_01218
OG0001147	Syac.g_01689	Syag.g_01360
OG0001148	Syac.g_01918	Syag.g_01539
OG0001149	Syac.g_01919	Syag.g_01540
OG0001150	Syac.g_01920	Syag.g_01541
OG0001151	Syac.g_01932	Syag.g_01554
OG0001152	Syac.g_01933	Syag.g_01555
OG0001153	Syac.g_01670	Syag.g_01375
OG0001154	Syac.g_01671	Syag.g_01374
OG0001155	Syac.g_00621	Syag.g_01616
OG0001156	Syac.g_00618	Syag.g_01619
OG0001157	Syac.g_00617	Syag.g_01620
OG0001158	Syac.g_00616	Syag.g_01621
OG0001159	Syac.g_00615	Syag.g_01622, Syag.g_01625
