Orthogroup	Syac	Prbf
OG0000569	Syac.g_01785	Prbf.g_01851
OG0000570	Syac.g_01784	Prbf.g_01852
OG0000571	Syac.g_01780	Prbf.g_01854
OG0000572	Syac.g_01765	Prbf.g_01868
OG0000573	Syac.g_01755	Prbf.g_01874
OG0000574	Syac.g_01754	Prbf.g_01875
OG0000575	Syac.g_01750	Prbf.g_01879
OG0000576	Syac.g_01748	Prbf.g_01881
OG0000577	Syac.g_01747	Prbf.g_01882
OG0000578	Syac.g_01746	Prbf.g_01883
OG0000579	Syac.g_01745	Prbf.g_01884
OG0000580	Syac.g_01744	Prbf.g_01885
OG0000581	Syac.g_01738	Prbf.g_01888
OG0000582	Syac.g_00936	Prbf.g_01891
OG0000583	Syac.g_00937	Prbf.g_01892
OG0000584	Syac.g_00938	Prbf.g_01893
OG0000585	Syac.g_00940	Prbf.g_01895
OG0000586	Syac.g_00941	Prbf.g_01896
OG0000587	Syac.g_00943	Prbf.g_01897
OG0000588	Syac.g_00949	Prbf.g_01901
OG0000589	Syac.g_00953	Prbf.g_01903
OG0000590	Syac.g_00954	Prbf.g_01904
OG0000591	Syac.g_00961	Prbf.g_01908
OG0000592	Syac.g_00962	Prbf.g_01909
OG0000593	Syac.g_00975	Prbf.g_00979
OG0000594	Syac.g_00976	Prbf.g_00980
OG0000595	Syac.g_00977	Prbf.g_00981
OG0000596	Syac.g_00982	Prbf.g_00985
OG0000597	Syac.g_00985	Prbf.g_00988
OG0000598	Syac.g_00986	Prbf.g_00989
OG0000599	Syac.g_00989	Prbf.g_00992
OG0000600	Syac.g_00990	Prbf.g_00993
OG0000601	Syac.g_00991	Prbf.g_00994
OG0000602	Syac.g_00996	Prbf.g_00996
OG0000603	Syac.g_00997	Prbf.g_00997
OG0000604	Syac.g_01001	Prbf.g_00998
OG0000605	Syac.g_01089	Prbf.g_00999
OG0000606	Syac.g_01434	Prbf.g_01002
OG0000607	Syac.g_01430	Prbf.g_01005
OG0000608	Syac.g_01429	Prbf.g_01006
OG0000609	Syac.g_01427	Prbf.g_01007
OG0000610	Syac.g_01419	Prbf.g_01013
OG0000611	Syac.g_01416	Prbf.g_01016
OG0000612	Syac.g_01415	Prbf.g_01017
OG0000613	Syac.g_00231	Prbf.g_01290
OG0000614	Syac.g_00911	Prbf.g_01269
OG0000615	Syac.g_01377	Prbf.g_01258
OG0000616	Syac.g_02478	Prbf.g_00404
OG0000617	Syac.g_01280	Prbf.g_01033
OG0000618	Syac.g_01279	Prbf.g_01034
OG0000619	Syac.g_01278	Prbf.g_01035
OG0000620	Syac.g_01270	Prbf.g_01038
OG0000621	Syac.g_01269	Prbf.g_01039
OG0000622	Syac.g_01268	Prbf.g_01040
OG0000623	Syac.g_01267	Prbf.g_01041
OG0000624	Syac.g_01265	Prbf.g_01043
OG0000625	Syac.g_01264	Prbf.g_01044
OG0000626	Syac.g_01263	Prbf.g_01045
OG0000627	Syac.g_01126	Prbf.g_01046
OG0000628	Syac.g_01127	Prbf.g_01047
OG0000629	Syac.g_01130	Prbf.g_01048
OG0000630	Syac.g_01134	Prbf.g_01051
OG0000631	Syac.g_01139	Prbf.g_01144
OG0000632	Syac.g_01140	Prbf.g_01143
OG0000633	Syac.g_01141	Prbf.g_01142
OG0000634	Syac.g_01345	Prbf.g_01249
OG0000635	Syac.g_01344	Prbf.g_01248
OG0000636	Syac.g_01342	Prbf.g_01246
OG0000637	Syac.g_01340	Prbf.g_01244
OG0000638	Syac.g_01339	Prbf.g_01243
OG0000639	Syac.g_01338	Prbf.g_01242
OG0000640	Syac.g_01337	Prbf.g_01241
OG0000641	Syac.g_01333	Prbf.g_01237
OG0000642	Syac.g_01332	Prbf.g_01236
OG0000643	Syac.g_01330	Prbf.g_01235
OG0000644	Syac.g_01329	Prbf.g_01234
OG0000645	Syac.g_01327	Prbf.g_01233
OG0000646	Syac.g_01324	Prbf.g_01231
OG0000647	Syac.g_01322	Prbf.g_01229
OG0000648	Syac.g_01319	Prbf.g_01227
OG0000649	Syac.g_01318	Prbf.g_01226
OG0000650	Syac.g_01317	Prbf.g_01225
OG0000651	Syac.g_01316	Prbf.g_01224
OG0000652	Syac.g_01315	Prbf.g_01223
OG0000653	Syac.g_01313	Prbf.g_01221
OG0000654	Syac.g_01312	Prbf.g_01220
OG0000655	Syac.g_01311	Prbf.g_01219
OG0000656	Syac.g_01308	Prbf.g_01216
OG0000657	Syac.g_00846	Prbf.g_01208
OG0000658	Syac.g_00842	Prbf.g_01206
OG0000659	Syac.g_00841	Prbf.g_01205
OG0000660	Syac.g_00837	Prbf.g_01201
OG0000661	Syac.g_00835	Prbf.g_01199
OG0000662	Syac.g_00833	Prbf.g_01197
OG0000663	Syac.g_00830	Prbf.g_01195
OG0000664	Syac.g_00829	Prbf.g_01194
OG0000665	Syac.g_01018	Prbf.g_01188
OG0000666	Syac.g_01088	Prbf.g_01187
OG0000667	Syac.g_02165	Prbf.g_01183
OG0000668	Syac.g_01239	Prbf.g_00838
OG0000669	Syac.g_01404	Prbf.g_01331
OG0000670	Syac.g_00580	Prbf.g_01328
OG0000671	Syac.g_01400	Prbf.g_01325
OG0000672	Syac.g_01396	Prbf.g_01322
OG0000673	Syac.g_01393	Prbf.g_01319
OG0000674	Syac.g_01391	Prbf.g_01317
OG0000675	Syac.g_01390	Prbf.g_01316
OG0000676	Syac.g_01388	Prbf.g_01314
OG0000677	Syac.g_01387	Prbf.g_01313
OG0000678	Syac.g_01384	Prbf.g_01311
OG0000679	Syac.g_01375	Prbf.g_01307
OG0000680	Syac.g_01374	Prbf.g_01306
OG0000681	Syac.g_01371	Prbf.g_01303
OG0000682	Syac.g_01370	Prbf.g_01302
OG0000683	Syac.g_01369	Prbf.g_01301
OG0000684	Syac.g_01365	Prbf.g_01299
OG0000685	Syac.g_01363	Prbf.g_01297
OG0000686	Syac.g_01362	Prbf.g_01296
OG0000687	Syac.g_01361	Prbf.g_01295
OG0000688	Syac.g_01356	Prbf.g_01021
OG0000689	Syac.g_01354	Prbf.g_01022
OG0000690	Syac.g_01353	Prbf.g_01023
OG0000691	Syac.g_01352	Prbf.g_01024
OG0000692	Syac.g_01351	Prbf.g_01026
OG0000693	Syac.g_01349	Prbf.g_01027
OG0000694	Syac.g_01348	Prbf.g_01028
OG0000695	Syac.g_01143	Prbf.g_01140
OG0000696	Syac.g_01144	Prbf.g_01139
OG0000697	Syac.g_01146	Prbf.g_01138
OG0000698	Syac.g_01149	Prbf.g_01135
OG0000699	Syac.g_01151	Prbf.g_01134
OG0000700	Syac.g_01152	Prbf.g_01133
OG0000701	Syac.g_01153	Prbf.g_01132
OG0000702	Syac.g_01161	Prbf.g_01130
OG0000703	Syac.g_01162	Prbf.g_01129
OG0000704	Syac.g_01165	Prbf.g_01127
OG0000705	Syac.g_01174	Prbf.g_01124
OG0000706	Syac.g_01175	Prbf.g_01123
OG0000707	Syac.g_01176	Prbf.g_01122
OG0000708	Syac.g_01179	Prbf.g_01120
OG0000709	Syac.g_01187	Prbf.g_01116
OG0000710	Syac.g_01191	Prbf.g_01113
OG0000711	Syac.g_01220	Prbf.g_01095
OG0000712	Syac.g_01221	Prbf.g_01094
OG0000713	Syac.g_01222	Prbf.g_01093
OG0000714	Syac.g_01224	Prbf.g_01092
OG0000715	Syac.g_01226	Prbf.g_01090
OG0000716	Syac.g_01230	Prbf.g_01088
OG0000717	Syac.g_01231	Prbf.g_01087
OG0000718	Syac.g_01235	Prbf.g_01083
OG0000719	Syac.g_01237	Prbf.g_01081
OG0000720	Syac.g_01250	Prbf.g_01069
OG0000721	Syac.g_01252	Prbf.g_01065
OG0000722	Syac.g_01253	Prbf.g_01064
OG0000723	Syac.g_01261	Prbf.g_01060
OG0000724	Syac.g_00879	Prbf.g_01165
OG0000725	Syac.g_00887	Prbf.g_01171
OG0000726	Syac.g_00888	Prbf.g_01172
OG0000727	Syac.g_00889	Prbf.g_01173
OG0000728	Syac.g_00891	Prbf.g_01175
OG0000729	Syac.g_00144	Prbf.g_00048
OG0000730	Syac.g_02024	Prbf.g_00876
OG0000731	Syac.g_02011	Prbf.g_01684
OG0000732	Syac.g_00051	Prbf.g_00453
OG0000733	Syac.g_02386	Prbf.g_00787
OG0000734	Syac.g_00388	Prbf.g_00902
OG0000735	Syac.g_00750	Prbf.g_00904
OG0000736	Syac.g_00751	Prbf.g_00905
OG0000737	Syac.g_00752	Prbf.g_00906
OG0000738	Syac.g_00757	Prbf.g_00910
OG0000739	Syac.g_00762	Prbf.g_00911
OG0000740	Syac.g_00763	Prbf.g_00912
OG0000741	Syac.g_00766	Prbf.g_00914
OG0000742	Syac.g_00768	Prbf.g_00917
OG0000743	Syac.g_00770	Prbf.g_00919
OG0000744	Syac.g_00771	Prbf.g_00920
OG0000745	Syac.g_00773	Prbf.g_00921
OG0000746	Syac.g_00776	Prbf.g_00923
OG0000747	Syac.g_00777	Prbf.g_00924
OG0000748	Syac.g_00787	Prbf.g_00928
OG0000749	Syac.g_00789	Prbf.g_00929
OG0000750	Syac.g_00790	Prbf.g_00930
OG0000751	Syac.g_00797	Prbf.g_00933
OG0000752	Syac.g_00799	Prbf.g_00935
OG0000753	Syac.g_00802	Prbf.g_00937
OG0000754	Syac.g_01471	Prbf.g_00940
OG0000755	Syac.g_01479	Prbf.g_00946
OG0000756	Syac.g_01480	Prbf.g_00947
OG0000757	Syac.g_01492	Prbf.g_00954
OG0000758	Syac.g_01493	Prbf.g_00955
OG0000759	Syac.g_01494	Prbf.g_00956
OG0000760	Syac.g_01495	Prbf.g_00957
OG0000761	Syac.g_01496	Prbf.g_00958
OG0000762	Syac.g_01498	Prbf.g_00959
OG0000763	Syac.g_01500	Prbf.g_00961
OG0000764	Syac.g_01501	Prbf.g_00962
OG0000765	Syac.g_01515	Prbf.g_00970
OG0000766	Syac.g_01516	Prbf.g_00971
OG0000767	Syac.g_01518	Prbf.g_00973
OG0000768	Syac.g_01519	Prbf.g_00974
OG0000769	Syac.g_01521	Prbf.g_00976
OG0000770	Syac.g_01524	Prbf.g_01914
OG0000771	Syac.g_00873	Prbf.g_00253
OG0000772	Syac.g_01569	Prbf.g_00767
OG0000773	Syac.g_00741	Prbf.g_00035
OG0000774	Syac.g_00737	Prbf.g_00033
OG0000775	Syac.g_00735	Prbf.g_00031
OG0000776	Syac.g_00734	Prbf.g_00030
OG0000777	Syac.g_00733	Prbf.g_00029
OG0000778	Syac.g_00732	Prbf.g_00028
OG0000779	Syac.g_00727	Prbf.g_00024
OG0000780	Syac.g_00723	Prbf.g_00023
OG0000781	Syac.g_00719	Prbf.g_00019
OG0000782	Syac.g_00718	Prbf.g_00018
OG0000783	Syac.g_00717	Prbf.g_00017
OG0000784	Syac.g_00716	Prbf.g_00016
OG0000785	Syac.g_00714	Prbf.g_00014
OG0000786	Syac.g_01730	Prbf.g_00011
OG0000787	Syac.g_01731	Prbf.g_00010
OG0000788	Syac.g_00992	Prbf.g_01782
OG0000789	Syac.g_01111	Prbf.g_00256
OG0000790	Syac.g_01921	Prbf.g_00100
OG0000791	Syac.g_01922	Prbf.g_00102
OG0000792	Syac.g_01923	Prbf.g_00103
OG0000793	Syac.g_01928	Prbf.g_00106
OG0000794	Syac.g_01929	Prbf.g_00107
OG0000795	Syac.g_01930	Prbf.g_00108
OG0000796	Syac.g_01934	Prbf.g_00112
OG0000797	Syac.g_01935	Prbf.g_00113
OG0000799	Syac.g_01602	Prbf.g_00140
OG0000800	Syac.g_01603	Prbf.g_00141
OG0000801	Syac.g_01604	Prbf.g_00142
OG0000802	Syac.g_01608	Prbf.g_00144
OG0000803	Syac.g_01613	Prbf.g_00146
OG0000804	Syac.g_01616	Prbf.g_00147
OG0000805	Syac.g_01620	Prbf.g_00149
OG0000806	Syac.g_01622	Prbf.g_00151
OG0000807	Syac.g_01624	Prbf.g_00152
OG0000808	Syac.g_01625	Prbf.g_00153
OG0000809	Syac.g_01628	Prbf.g_00155
OG0000810	Syac.g_01629	Prbf.g_00156
OG0000811	Syac.g_01637	Prbf.g_00160
OG0000812	Syac.g_01639	Prbf.g_00162
OG0000813	Syac.g_01640	Prbf.g_00163
OG0000814	Syac.g_01642	Prbf.g_00165
OG0000815	Syac.g_01643	Prbf.g_00166
OG0000816	Syac.g_01645	Prbf.g_00168
OG0000817	Syac.g_01646	Prbf.g_00169
OG0000818	Syac.g_01652	Prbf.g_00174
OG0000819	Syac.g_01653	Prbf.g_00175
OG0000820	Syac.g_01654	Prbf.g_00176
OG0000821	Syac.g_01659	Prbf.g_00180
OG0000822	Syac.g_01661	Prbf.g_00181
OG0000823	Syac.g_01662	Prbf.g_00182
OG0000824	Syac.g_01666	Prbf.g_00185
OG0000825	Syac.g_01667	Prbf.g_00186
OG0000826	Syac.g_01668	Prbf.g_00187
OG0000827	Syac.g_01669	Prbf.g_00188
OG0000828	Syac.g_01672	Prbf.g_00191
OG0000829	Syac.g_01673	Prbf.g_00192
OG0000830	Syac.g_01674	Prbf.g_00193
OG0000831	Syac.g_01676	Prbf.g_00195
OG0000832	Syac.g_00623	Prbf.g_00205
OG0000833	Syac.g_00613	Prbf.g_00214
OG0000834	Syac.g_00610	Prbf.g_00215
OG0000835	Syac.g_00609	Prbf.g_00216
OG0000836	Syac.g_00605	Prbf.g_00217
OG0000837	Syac.g_00604	Prbf.g_00218
OG0000838	Syac.g_00600	Prbf.g_00220
OG0000839	Syac.g_00599	Prbf.g_00221
OG0000840	Syac.g_00598	Prbf.g_00222
OG0000841	Syac.g_00597	Prbf.g_00223
OG0000842	Syac.g_00596	Prbf.g_00224
OG0000843	Syac.g_00595	Prbf.g_00225
OG0000844	Syac.g_00593	Prbf.g_00226
OG0000845	Syac.g_00592	Prbf.g_00227
OG0000846	Syac.g_00591	Prbf.g_00228
OG0000847	Syac.g_00590	Prbf.g_00229
OG0000848	Syac.g_00588	Prbf.g_00230
OG0000849	Syac.g_00587	Prbf.g_00231
OG0000850	Syac.g_00585	Prbf.g_00233
OG0000851	Syac.g_00573	Prbf.g_00234
OG0000852	Syac.g_00572	Prbf.g_00235
OG0000853	Syac.g_00568	Prbf.g_00241
OG0000854	Syac.g_00566	Prbf.g_00243
OG0000855	Syac.g_00565	Prbf.g_00244
OG0000856	Syac.g_00964	Prbf.g_01911
OG0000857	Syac.g_01323	Prbf.g_01230
OG0000858	Syac.g_00559	Prbf.g_00700
OG0000859	Syac.g_00558	Prbf.g_00699
OG0000860	Syac.g_00542	Prbf.g_00691
OG0000861	Syac.g_00541	Prbf.g_00690
OG0000862	Syac.g_00540	Prbf.g_00689
OG0000863	Syac.g_00538	Prbf.g_00687
OG0000864	Syac.g_00537	Prbf.g_00686
OG0000865	Syac.g_00533	Prbf.g_00685
OG0000866	Syac.g_00532	Prbf.g_00684
OG0000867	Syac.g_00531	Prbf.g_00683
OG0000868	Syac.g_00529	Prbf.g_00681
OG0000869	Syac.g_00524	Prbf.g_00678
OG0000870	Syac.g_00519	Prbf.g_00673
OG0000871	Syac.g_00518	Prbf.g_00672
OG0000872	Syac.g_00510	Prbf.g_00671
OG0000873	Syac.g_00507	Prbf.g_00668
OG0000874	Syac.g_00512	Prbf.g_00665
OG0000875	Syac.g_00505	Prbf.g_00664
OG0000876	Syac.g_00675	Prbf.g_00663
OG0000877	Syac.g_00671	Prbf.g_00661
OG0000878	Syac.g_00670	Prbf.g_00660
OG0000879	Syac.g_00669	Prbf.g_00659
OG0000880	Syac.g_00668	Prbf.g_00658
OG0000881	Syac.g_00664	Prbf.g_00654
OG0000882	Syac.g_00659	Prbf.g_00649
OG0000883	Syac.g_00656	Prbf.g_00647
OG0000884	Syac.g_00654	Prbf.g_00645
OG0000885	Syac.g_00653	Prbf.g_00644
OG0000886	Syac.g_00652	Prbf.g_00643
OG0000887	Syac.g_00651	Prbf.g_00642
OG0000888	Syac.g_00649	Prbf.g_00640
OG0000889	Syac.g_00647	Prbf.g_00638
OG0000890	Syac.g_00642	Prbf.g_00637
OG0000891	Syac.g_00641	Prbf.g_00636
OG0000892	Syac.g_00638	Prbf.g_00634
OG0000893	Syac.g_02193	Prbf.g_00630
OG0000894	Syac.g_02189	Prbf.g_00627
OG0000895	Syac.g_02185	Prbf.g_00623
OG0000896	Syac.g_02184	Prbf.g_00622
OG0000897	Syac.g_02182	Prbf.g_00620
OG0000898	Syac.g_02181	Prbf.g_00619
OG0000899	Syac.g_02180	Prbf.g_00618
OG0000900	Syac.g_02179	Prbf.g_00617
OG0000901	Syac.g_02174	Prbf.g_00614
OG0000902	Syac.g_02172	Prbf.g_00612
OG0000903	Syac.g_02140	Prbf.g_00608
OG0000904	Syac.g_02145	Prbf.g_00604
OG0000905	Syac.g_02148	Prbf.g_00610
OG0000906	Syac.g_02150	Prbf.g_00611
OG0000907	Syac.g_02138	Prbf.g_00601
OG0000908	Syac.g_02135	Prbf.g_00598
OG0000909	Syac.g_02134	Prbf.g_00597
OG0000910	Syac.g_02133	Prbf.g_00596
OG0000911	Syac.g_02131	Prbf.g_00594
OG0000912	Syac.g_02130	Prbf.g_00593
OG0000913	Syac.g_02129	Prbf.g_00592
OG0000914	Syac.g_02128	Prbf.g_00591
OG0000915	Syac.g_02127	Prbf.g_00590
OG0000916	Syac.g_02126	Prbf.g_00589
OG0000917	Syac.g_02125	Prbf.g_00588
OG0000918	Syac.g_02124	Prbf.g_00587
OG0000919	Syac.g_02123	Prbf.g_00586
OG0000920	Syac.g_02122	Prbf.g_00585
OG0000921	Syac.g_02121	Prbf.g_00584
OG0000922	Syac.g_02120	Prbf.g_00583
OG0000923	Syac.g_02116	Prbf.g_00579
OG0000924	Syac.g_02115	Prbf.g_00578
OG0000925	Syac.g_02114	Prbf.g_00577
OG0000926	Syac.g_02113	Prbf.g_00576
OG0000927	Syac.g_02111	Prbf.g_00574
OG0000928	Syac.g_02110	Prbf.g_00573
OG0000929	Syac.g_02109	Prbf.g_00572
OG0000930	Syac.g_02108	Prbf.g_00571
OG0000931	Syac.g_02107	Prbf.g_00570
OG0000932	Syac.g_02106	Prbf.g_00569
OG0000933	Syac.g_02101	Prbf.g_00565
OG0000934	Syac.g_02099	Prbf.g_00563
OG0000935	Syac.g_02098	Prbf.g_00562
OG0000936	Syac.g_02097	Prbf.g_00561
OG0000937	Syac.g_02096	Prbf.g_00560
OG0000938	Syac.g_02092	Prbf.g_00557
OG0000939	Syac.g_02091	Prbf.g_00556
OG0000940	Syac.g_02084	Prbf.g_00549
OG0000941	Syac.g_02082	Prbf.g_00547
OG0000942	Syac.g_02080	Prbf.g_00545
OG0000943	Syac.g_02079	Prbf.g_00544
OG0000944	Syac.g_02077	Prbf.g_00542
OG0000945	Syac.g_02075	Prbf.g_00541
OG0000946	Syac.g_02071	Prbf.g_00536
OG0000947	Syac.g_02068	Prbf.g_00534
OG0000948	Syac.g_02067	Prbf.g_00533
OG0000949	Syac.g_00205	Prbf.g_00530
OG0000950	Syac.g_00193	Prbf.g_00523
OG0000951	Syac.g_00188	Prbf.g_00519
OG0000952	Syac.g_00183	Prbf.g_00515
OG0000953	Syac.g_00177	Prbf.g_00511
OG0000954	Syac.g_00172	Prbf.g_00507
OG0000955	Syac.g_00171	Prbf.g_00506
OG0000956	Syac.g_00169	Prbf.g_00504
OG0000957	Syac.g_00158	Prbf.g_00498
OG0000958	Syac.g_00157	Prbf.g_00497
OG0000959	Syac.g_00153	Prbf.g_00493
OG0000960	Syac.g_00152	Prbf.g_00492
OG0000961	Syac.g_00147	Prbf.g_00488
OG0000962	Syac.g_00145	Prbf.g_00486
OG0000963	Syac.g_00140	Prbf.g_00482
OG0000964	Syac.g_00139	Prbf.g_00481
OG0000965	Syac.g_00138	Prbf.g_00480
OG0000966	Syac.g_00107	Prbf.g_00474
OG0000967	Syac.g_00075	Prbf.g_00470
OG0000968	Syac.g_00080	Prbf.g_00468
OG0000969	Syac.g_00078	Prbf.g_00467
OG0000970	Syac.g_00077	Prbf.g_00466
OG0000971	Syac.g_00067	Prbf.g_00465
OG0000972	Syac.g_00066	Prbf.g_00464
OG0000973	Syac.g_00065	Prbf.g_00463
OG0000974	Syac.g_00064	Prbf.g_00462
OG0000975	Syac.g_00063	Prbf.g_00461
OG0000976	Syac.g_00062	Prbf.g_00460
OG0000977	Syac.g_00059	Prbf.g_00459
OG0000978	Syac.g_00058	Prbf.g_00458
OG0000979	Syac.g_00055	Prbf.g_00456
OG0000980	Syac.g_00052	Prbf.g_00454
OG0000981	Syac.g_00049	Prbf.g_00451
OG0000982	Syac.g_02354	Prbf.g_00449
OG0000983	Syac.g_02355	Prbf.g_00448
OG0000984	Syac.g_02356	Prbf.g_00447
OG0000985	Syac.g_02359	Prbf.g_00444
OG0000986	Syac.g_02363	Prbf.g_00442
OG0000987	Syac.g_02365	Prbf.g_00441
OG0000988	Syac.g_02370	Prbf.g_00438
OG0000989	Syac.g_02379	Prbf.g_00434
OG0000990	Syac.g_02397	Prbf.g_00430
OG0000991	Syac.g_02400	Prbf.g_00429
OG0000992	Syac.g_02402	Prbf.g_00426
OG0000993	Syac.g_02403	Prbf.g_00425
OG0000994	Syac.g_02405	Prbf.g_00424
OG0000995	Syac.g_02410	Prbf.g_00420
OG0000996	Syac.g_02454	Prbf.g_00419
OG0000997	Syac.g_02464	Prbf.g_00416
OG0000998	Syac.g_02466	Prbf.g_00414
OG0000999	Syac.g_02467	Prbf.g_00413
OG0001000	Syac.g_02470	Prbf.g_00410
OG0001001	Syac.g_02475	Prbf.g_00407
OG0001002	Syac.g_02481	Prbf.g_00402
OG0001003	Syac.g_02483	Prbf.g_00401
OG0001004	Syac.g_02484	Prbf.g_00400
OG0001005	Syac.g_02485	Prbf.g_00399
OG0001006	Syac.g_02492	Prbf.g_00395
OG0001007	Syac.g_02494	Prbf.g_00393
OG0001008	Syac.g_00693	Prbf.g_01721
OG0001009	Syac.g_00030	Prbf.g_01349
OG0001010	Syac.g_00031	Prbf.g_01350
OG0001011	Syac.g_00032	Prbf.g_01352
OG0001012	Syac.g_02351	Prbf.g_01366
OG0001013	Syac.g_02337	Prbf.g_01373
OG0001014	Syac.g_02333	Prbf.g_01376
OG0001015	Syac.g_02332	Prbf.g_01378
OG0001016	Syac.g_00446	Prbf.g_01400
OG0001017	Syac.g_00440	Prbf.g_01404
OG0001018	Syac.g_00438	Prbf.g_01406
OG0001019	Syac.g_00422	Prbf.g_01415
OG0001020	Syac.g_00417	Prbf.g_01416
OG0001021	Syac.g_00413	Prbf.g_01417
OG0001022	Syac.g_00410	Prbf.g_01420
OG0001023	Syac.g_00409	Prbf.g_01421
OG0001024	Syac.g_00405	Prbf.g_01425
OG0001025	Syac.g_00399	Prbf.g_01432
OG0001026	Syac.g_00386	Prbf.g_01441
OG0001027	Syac.g_00380	Prbf.g_01442
OG0001028	Syac.g_00378	Prbf.g_01444
OG0001029	Syac.g_00376	Prbf.g_01445
OG0001030	Syac.g_00356	Prbf.g_01461
OG0001031	Syac.g_02266	Prbf.g_01521
OG0001032	Syac.g_02268	Prbf.g_01522
OG0001033	Syac.g_02298	Prbf.g_01543
OG0001034	Syac.g_01968	Prbf.g_01574
OG0001036	Syac.g_02221	Prbf.g_01598
OG0001037	Syac.g_02223	Prbf.g_01599
OG0001038	Syac.g_02251	Prbf.g_01618
OG0001039	Syac.g_02254	Prbf.g_01621
OG0001040	Syac.g_00292	Prbf.g_01623
OG0001041	Syac.g_00287	Prbf.g_01628
OG0001042	Syac.g_00258	Prbf.g_01645
OG0001043	Syac.g_00254	Prbf.g_01646
OG0001044	Syac.g_02021	Prbf.g_01677
OG0001045	Syac.g_02008	Prbf.g_01686
OG0001046	Syac.g_01207	Prbf.g_00741
OG0001047	Syac.g_00695	Prbf.g_01723
OG0001048	Syac.g_00696	Prbf.g_01724
OG0001049	Syac.g_00703	Prbf.g_01726
OG0001050	Syac.g_00704	Prbf.g_01727
OG0001051	Syac.g_00705	Prbf.g_01728
OG0001052	Syac.g_01704	Prbf.g_01754
OG0001053	Syac.g_01901	Prbf.g_01766
OG0001054	Syac.g_01884	Prbf.g_01781
OG0001055	Syac.g_01863	Prbf.g_01800
OG0001056	Syac.g_01831	Prbf.g_01817
OG0001057	Syac.g_01825	Prbf.g_01822
OG0001058	Syac.g_01810	Prbf.g_01830
OG0001059	Syac.g_01806	Prbf.g_01834
OG0001060	Syac.g_01799	Prbf.g_01840
OG0001061	Syac.g_01779	Prbf.g_01855
OG0001062	Syac.g_01777	Prbf.g_01857
OG0001063	Syac.g_01773	Prbf.g_01859
OG0001064	Syac.g_01772	Prbf.g_01860
OG0001065	Syac.g_01771	Prbf.g_01861
OG0001066	Syac.g_01770	Prbf.g_01862
OG0001067	Syac.g_01769	Prbf.g_01863
OG0001068	Syac.g_01768	Prbf.g_01864
OG0001069	Syac.g_01767	Prbf.g_01865
OG0001070	Syac.g_01764	Prbf.g_01869
OG0001071	Syac.g_01763	Prbf.g_01870
OG0001072	Syac.g_01758	Prbf.g_01872
OG0001074	Syac.g_00945	Prbf.g_01898
OG0001075	Syac.g_00946	Prbf.g_01899
OG0001076	Syac.g_00956	Prbf.g_01906
OG0001077	Syac.g_00967	Prbf.g_01912
OG0001078	Syac.g_00980	Prbf.g_00983
OG0001079	Syac.g_00993	Prbf.g_00995
OG0001080	Syac.g_01092	Prbf.g_01001
OG0001081	Syac.g_01432	Prbf.g_01003
OG0001082	Syac.g_01431	Prbf.g_01004
OG0001083	Syac.g_01424	Prbf.g_01009
OG0001084	Syac.g_01423	Prbf.g_01010
OG0001085	Syac.g_01412	Prbf.g_01293
OG0001086	Syac.g_01410	Prbf.g_01292
OG0001087	Syac.g_00923	Prbf.g_01274
OG0001088	Syac.g_00920	Prbf.g_01273
OG0001089	Syac.g_00896	Prbf.g_01262
OG0001090	Syac.g_01286	Prbf.g_01252
OG0001091	Syac.g_01284	Prbf.g_01030
OG0001092	Syac.g_01282	Prbf.g_01031
OG0001093	Syac.g_01276	Prbf.g_01036
OG0001094	Syac.g_01347	Prbf.g_01029
OG0001095	Syac.g_01326	Prbf.g_01232
OG0001096	Syac.g_01310	Prbf.g_01218
OG0001097	Syac.g_00834	Prbf.g_01198
OG0001098	Syac.g_01096	Prbf.g_01179
OG0001099	Syac.g_00377	Prbf.g_00833
OG0001100	Syac.g_01402	Prbf.g_01329
OG0001101	Syac.g_01401	Prbf.g_01326
OG0001102	Syac.g_01398	Prbf.g_01323
OG0001103	Syac.g_01395	Prbf.g_01321
OG0001104	Syac.g_01364	Prbf.g_01298
OG0001105	Syac.g_01360	Prbf.g_01294
OG0001106	Syac.g_01166	Prbf.g_01126
OG0001107	Syac.g_01180	Prbf.g_01119
OG0001108	Syac.g_01188	Prbf.g_01115
OG0001109	Syac.g_01190	Prbf.g_01114
OG0001110	Syac.g_01192	Prbf.g_01112
OG0001111	Syac.g_01194	Prbf.g_01111
OG0001112	Syac.g_01196	Prbf.g_01110
OG0001113	Syac.g_01197	Prbf.g_01109
OG0001114	Syac.g_01198	Prbf.g_01108
OG0001115	Syac.g_01202	Prbf.g_01106
OG0001116	Syac.g_01204	Prbf.g_01105
OG0001117	Syac.g_01205	Prbf.g_01104
OG0001118	Syac.g_01206	Prbf.g_01103
OG0001119	Syac.g_01208	Prbf.g_01102
OG0001120	Syac.g_01213	Prbf.g_01100
OG0001122	Syac.g_01238	Prbf.g_01080
OG0001123	Syac.g_01245	Prbf.g_01074
OG0001124	Syac.g_01247	Prbf.g_01072
OG0001125	Syac.g_01249	Prbf.g_01070
OG0001126	Syac.g_00870	Prbf.g_01159
OG0001127	Syac.g_00871	Prbf.g_01160
OG0001128	Syac.g_00875	Prbf.g_01162
OG0001129	Syac.g_00877	Prbf.g_01163
OG0001130	Syac.g_00878	Prbf.g_01164
OG0001131	Syac.g_01382	Prbf.g_01705
