Orthogroup	Syac	Prbk
OG0000572	Syac.g_01765	Prbk.g_01124
OG0000573	Syac.g_01755	Prbk.g_01131
OG0000574	Syac.g_01754	Prbk.g_01132
OG0000575	Syac.g_01750	Prbk.g_01141
OG0000576	Syac.g_01748	Prbk.g_01143
OG0000577	Syac.g_01747	Prbk.g_01144
OG0000578	Syac.g_01746	Prbk.g_01145
OG0000579	Syac.g_01745	Prbk.g_01146
OG0000580	Syac.g_01744	Prbk.g_01147
OG0000581	Syac.g_01738	Prbk.g_01151
OG0000582	Syac.g_00936	Prbk.g_01155
OG0000583	Syac.g_00937	Prbk.g_01156
OG0000584	Syac.g_00938	Prbk.g_01157
OG0000585	Syac.g_00940	Prbk.g_01159
OG0000586	Syac.g_00941	Prbk.g_01161
OG0000587	Syac.g_00943	Prbk.g_01163
OG0000588	Syac.g_00949	Prbk.g_02605
OG0000589	Syac.g_00953	Prbk.g_02608
OG0000590	Syac.g_00954	Prbk.g_02609
OG0000591	Syac.g_00961	Prbk.g_02616
OG0000592	Syac.g_00962	Prbk.g_02617
OG0000593	Syac.g_00975	Prbk.g_02627
OG0000594	Syac.g_00976	Prbk.g_02628
OG0000595	Syac.g_00977	Prbk.g_02629
OG0000596	Syac.g_00982	Prbk.g_02634
OG0000597	Syac.g_00985	Prbk.g_02637
OG0000598	Syac.g_00986	Prbk.g_02638
OG0000599	Syac.g_00989	Prbk.g_02648
OG0000600	Syac.g_00990	Prbk.g_02649
OG0000601	Syac.g_00991	Prbk.g_02650
OG0000602	Syac.g_00996	Prbk.g_02654
OG0000603	Syac.g_00997	Prbk.g_02655
OG0000604	Syac.g_01001	Prbk.g_02656
OG0000605	Syac.g_01089	Prbk.g_00740
OG0000606	Syac.g_01434	Prbk.g_00729
OG0000607	Syac.g_01430	Prbk.g_00726
OG0000608	Syac.g_01429	Prbk.g_00725
OG0000609	Syac.g_01427	Prbk.g_00723
OG0000610	Syac.g_01419	Prbk.g_00715
OG0000611	Syac.g_01416	Prbk.g_00712
OG0000612	Syac.g_01415	Prbk.g_00711
OG0000613	Syac.g_00231	Prbk.g_00478
OG0000614	Syac.g_00911	Prbk.g_01802
OG0000615	Syac.g_01377	Prbk.g_02429
OG0000616	Syac.g_02478	Prbk.g_02262
OG0000617	Syac.g_01280	Prbk.g_00613
OG0000618	Syac.g_01279	Prbk.g_00612
OG0000619	Syac.g_01278	Prbk.g_00611
OG0000620	Syac.g_01270	Prbk.g_00607
OG0000621	Syac.g_01269	Prbk.g_00606
OG0000622	Syac.g_01268	Prbk.g_00605
OG0000623	Syac.g_01267	Prbk.g_00604
OG0000624	Syac.g_01265	Prbk.g_00603
OG0000625	Syac.g_01264	Prbk.g_00602
OG0000626	Syac.g_01263	Prbk.g_00601
OG0000627	Syac.g_01126	Prbk.g_02376
OG0000628	Syac.g_01127	Prbk.g_02375
OG0000629	Syac.g_01130	Prbk.g_02372
OG0000630	Syac.g_01134	Prbk.g_02368
OG0000631	Syac.g_01139	Prbk.g_02362
OG0000632	Syac.g_01140	Prbk.g_02361
OG0000633	Syac.g_01141	Prbk.g_02360
OG0000634	Syac.g_01345	Prbk.g_02464
OG0000635	Syac.g_01344	Prbk.g_02465
OG0000636	Syac.g_01342	Prbk.g_02467
OG0000637	Syac.g_01340	Prbk.g_02469
OG0000638	Syac.g_01339	Prbk.g_02470
OG0000639	Syac.g_01338	Prbk.g_02471
OG0000640	Syac.g_01337	Prbk.g_02472
OG0000641	Syac.g_01333	Prbk.g_02476
OG0000642	Syac.g_01332	Prbk.g_02477
OG0000643	Syac.g_01330	Prbk.g_02478
OG0000644	Syac.g_01329	Prbk.g_02479
OG0000645	Syac.g_01327	Prbk.g_02480
OG0000646	Syac.g_01324	Prbk.g_02483
OG0000647	Syac.g_01322	Prbk.g_02486
OG0000648	Syac.g_01319	Prbk.g_02488
OG0000649	Syac.g_01318	Prbk.g_02489
OG0000650	Syac.g_01317	Prbk.g_02490
OG0000651	Syac.g_01316	Prbk.g_02491
OG0000652	Syac.g_01315	Prbk.g_02492
OG0000653	Syac.g_01313	Prbk.g_02494
OG0000654	Syac.g_01312	Prbk.g_02495
OG0000655	Syac.g_01311	Prbk.g_02496
OG0000656	Syac.g_01308	Prbk.g_02499
OG0000657	Syac.g_00846	Prbk.g_02532
OG0000658	Syac.g_00842	Prbk.g_02534
OG0000659	Syac.g_00841	Prbk.g_02535
OG0000660	Syac.g_00837	Prbk.g_02539
OG0000661	Syac.g_00835	Prbk.g_02541
OG0000662	Syac.g_00833	Prbk.g_02543
OG0000663	Syac.g_00830	Prbk.g_02546
OG0000664	Syac.g_00829	Prbk.g_02547
OG0000665	Syac.g_01018	Prbk.g_02560
OG0000666	Syac.g_01088	Prbk.g_02563
OG0000667	Syac.g_02165	Prbk.g_02570
OG0000668	Syac.g_01239	Prbk.g_00582
OG0000669	Syac.g_01404	Prbk.g_02580
OG0000670	Syac.g_00580	Prbk.g_01662
OG0000671	Syac.g_01400	Prbk.g_02391
OG0000672	Syac.g_01396	Prbk.g_02394
OG0000673	Syac.g_01393	Prbk.g_02397
OG0000674	Syac.g_01391	Prbk.g_02399
OG0000675	Syac.g_01390	Prbk.g_02400
OG0000676	Syac.g_01388	Prbk.g_02408
OG0000677	Syac.g_01387	Prbk.g_02410
OG0000678	Syac.g_01384	Prbk.g_02415
OG0000679	Syac.g_01375	Prbk.g_02435
OG0000680	Syac.g_01374	Prbk.g_02436
OG0000681	Syac.g_01371	Prbk.g_02438
OG0000682	Syac.g_01370	Prbk.g_02439
OG0000683	Syac.g_01369	Prbk.g_02440
OG0000684	Syac.g_01365	Prbk.g_02453
OG0000685	Syac.g_01363	Prbk.g_02451
OG0000686	Syac.g_01362	Prbk.g_02450
OG0000687	Syac.g_01361	Prbk.g_02449
OG0000688	Syac.g_01356	Prbk.g_02455
OG0000689	Syac.g_01354	Prbk.g_02456
OG0000690	Syac.g_01353	Prbk.g_02457
OG0000691	Syac.g_01352	Prbk.g_02458
OG0000692	Syac.g_01351	Prbk.g_02459
OG0000693	Syac.g_01349	Prbk.g_02460
OG0000694	Syac.g_01348	Prbk.g_02461
OG0000695	Syac.g_01143	Prbk.g_02358
OG0000696	Syac.g_01144	Prbk.g_02357
OG0000697	Syac.g_01146	Prbk.g_02355
OG0000698	Syac.g_01149	Prbk.g_02352
OG0000699	Syac.g_01151	Prbk.g_02350
OG0000700	Syac.g_01152	Prbk.g_02349
OG0000701	Syac.g_01153	Prbk.g_02348
OG0000702	Syac.g_01161	Prbk.g_02340
OG0000703	Syac.g_01162	Prbk.g_02339
OG0000704	Syac.g_01165	Prbk.g_02337
OG0000705	Syac.g_01174	Prbk.g_02331
OG0000706	Syac.g_01175	Prbk.g_02330
OG0000707	Syac.g_01176	Prbk.g_02329
OG0000708	Syac.g_01179	Prbk.g_02327
OG0000709	Syac.g_01187	Prbk.g_02320
OG0000710	Syac.g_01191	Prbk.g_02316
OG0000711	Syac.g_01220	Prbk.g_02293
OG0000712	Syac.g_01221	Prbk.g_02292
OG0000713	Syac.g_01222	Prbk.g_00562
OG0000714	Syac.g_01224	Prbk.g_00566
OG0000715	Syac.g_01226	Prbk.g_00568
OG0000716	Syac.g_01230	Prbk.g_00572
OG0000717	Syac.g_01231	Prbk.g_00573
OG0000718	Syac.g_01235	Prbk.g_00578
OG0000719	Syac.g_01237	Prbk.g_00580
OG0000720	Syac.g_01250	Prbk.g_00593
OG0000721	Syac.g_01252	Prbk.g_00594
OG0000722	Syac.g_01253	Prbk.g_00595
OG0000723	Syac.g_01261	Prbk.g_00599
OG0000724	Syac.g_00879	Prbk.g_00061
OG0000725	Syac.g_00887	Prbk.g_00054
OG0000726	Syac.g_00888	Prbk.g_00053
OG0000727	Syac.g_00889	Prbk.g_00052
OG0000728	Syac.g_00891	Prbk.g_00051
OG0000729	Syac.g_00144	Prbk.g_01531
OG0000730	Syac.g_02024	Prbk.g_00869
OG0000731	Syac.g_02011	Prbk.g_00879
OG0000732	Syac.g_00051	Prbk.g_01601
OG0000733	Syac.g_02386	Prbk.g_02202
OG0000734	Syac.g_00388	Prbk.g_00004
OG0000735	Syac.g_00750	Prbk.g_01037
OG0000736	Syac.g_00751	Prbk.g_01036
OG0000737	Syac.g_00752	Prbk.g_01035
OG0000738	Syac.g_00757	Prbk.g_01028
OG0000739	Syac.g_00762	Prbk.g_01026
OG0000740	Syac.g_00763	Prbk.g_01025
OG0000741	Syac.g_00766	Prbk.g_01022
OG0000742	Syac.g_00768	Prbk.g_01020
OG0000743	Syac.g_00770	Prbk.g_01018
OG0000744	Syac.g_00771	Prbk.g_01017
OG0000745	Syac.g_00773	Prbk.g_00141
OG0000746	Syac.g_00776	Prbk.g_00143
OG0000747	Syac.g_00777	Prbk.g_00144
OG0000748	Syac.g_00787	Prbk.g_00156
OG0000749	Syac.g_00789	Prbk.g_00157
OG0000750	Syac.g_00790	Prbk.g_00158
OG0000751	Syac.g_00797	Prbk.g_00105
OG0000752	Syac.g_00799	Prbk.g_00103
OG0000753	Syac.g_00802	Prbk.g_00100
OG0000754	Syac.g_01471	Prbk.g_01501
OG0000755	Syac.g_01479	Prbk.g_00139
OG0000756	Syac.g_01480	Prbk.g_00138
OG0000757	Syac.g_01492	Prbk.g_00131
OG0000758	Syac.g_01493	Prbk.g_00130
OG0000759	Syac.g_01494	Prbk.g_00129
OG0000760	Syac.g_01495	Prbk.g_00128
OG0000761	Syac.g_01496	Prbk.g_00127
OG0000762	Syac.g_01498	Prbk.g_01503
OG0000763	Syac.g_01500	Prbk.g_01505
OG0000764	Syac.g_01501	Prbk.g_01506
OG0000765	Syac.g_01515	Prbk.g_00178
OG0000766	Syac.g_01516	Prbk.g_00177
OG0000767	Syac.g_01518	Prbk.g_00175
OG0000768	Syac.g_01519	Prbk.g_00174
OG0000769	Syac.g_01521	Prbk.g_00098
OG0000770	Syac.g_01524	Prbk.g_00122
OG0000771	Syac.g_00873	Prbk.g_00066
OG0000772	Syac.g_01569	Prbk.g_02011
OG0000773	Syac.g_00741	Prbk.g_00162
OG0000774	Syac.g_00737	Prbk.g_01192
OG0000775	Syac.g_00735	Prbk.g_01190
OG0000776	Syac.g_00734	Prbk.g_01189
OG0000777	Syac.g_00733	Prbk.g_01188
OG0000778	Syac.g_00732	Prbk.g_01187
OG0000779	Syac.g_00727	Prbk.g_01182
OG0000780	Syac.g_00723	Prbk.g_01179
OG0000781	Syac.g_00719	Prbk.g_01175
OG0000782	Syac.g_00718	Prbk.g_01174
OG0000783	Syac.g_00717	Prbk.g_01173
OG0000784	Syac.g_00716	Prbk.g_01172
OG0000785	Syac.g_00714	Prbk.g_01170
OG0000786	Syac.g_01730	Prbk.g_01167
OG0000787	Syac.g_01731	Prbk.g_01166
OG0000788	Syac.g_00992	Prbk.g_00334
OG0000789	Syac.g_01111	Prbk.g_01691
OG0000790	Syac.g_01921	Prbk.g_02048
OG0000791	Syac.g_01922	Prbk.g_02046
OG0000792	Syac.g_01923	Prbk.g_02045
OG0000793	Syac.g_01928	Prbk.g_02041
OG0000794	Syac.g_01929	Prbk.g_02040
OG0000795	Syac.g_01930	Prbk.g_02039
OG0000796	Syac.g_01934	Prbk.g_02035
OG0000797	Syac.g_01935	Prbk.g_02034
OG0000798	Syac.g_02250	Prbk.g_00414
OG0000799	Syac.g_01602	Prbk.g_01929
OG0000800	Syac.g_01603	Prbk.g_01930
OG0000801	Syac.g_01604	Prbk.g_01931
OG0000802	Syac.g_01608	Prbk.g_01938
OG0000803	Syac.g_01613	Prbk.g_00244
OG0000804	Syac.g_01616	Prbk.g_00246
OG0000805	Syac.g_01620	Prbk.g_00248
OG0000806	Syac.g_01622	Prbk.g_00250
OG0000807	Syac.g_01624	Prbk.g_00252
OG0000808	Syac.g_01625	Prbk.g_00253
OG0000809	Syac.g_01628	Prbk.g_00257
OG0000810	Syac.g_01629	Prbk.g_00258
OG0000811	Syac.g_01637	Prbk.g_00270
OG0000812	Syac.g_01639	Prbk.g_00272
OG0000813	Syac.g_01640	Prbk.g_00273
OG0000814	Syac.g_01642	Prbk.g_00275
OG0000815	Syac.g_01643	Prbk.g_00276
OG0000816	Syac.g_01645	Prbk.g_00278
OG0000817	Syac.g_01646	Prbk.g_00279
OG0000818	Syac.g_01652	Prbk.g_01237
OG0000819	Syac.g_01653	Prbk.g_01236
OG0000820	Syac.g_01654	Prbk.g_01235
OG0000821	Syac.g_01659	Prbk.g_01228
OG0000822	Syac.g_01661	Prbk.g_01226
OG0000823	Syac.g_01662	Prbk.g_01225
OG0000824	Syac.g_01666	Prbk.g_01221
OG0000825	Syac.g_01667	Prbk.g_01220
OG0000826	Syac.g_01668	Prbk.g_01219
OG0000827	Syac.g_01669	Prbk.g_01218
OG0000828	Syac.g_01672	Prbk.g_01215
OG0000829	Syac.g_01673	Prbk.g_01214
OG0000830	Syac.g_01674	Prbk.g_01213
OG0000831	Syac.g_01676	Prbk.g_01211
OG0000832	Syac.g_00623	Prbk.g_02006
OG0000833	Syac.g_00613	Prbk.g_01998
OG0000834	Syac.g_00610	Prbk.g_01997
OG0000835	Syac.g_00609	Prbk.g_01996
OG0000836	Syac.g_00605	Prbk.g_01994
OG0000837	Syac.g_00604	Prbk.g_01993
OG0000838	Syac.g_00600	Prbk.g_01990
OG0000839	Syac.g_00599	Prbk.g_01989
OG0000840	Syac.g_00598	Prbk.g_01988
OG0000841	Syac.g_00597	Prbk.g_01987
OG0000842	Syac.g_00596	Prbk.g_01986
OG0000843	Syac.g_00595	Prbk.g_01985
OG0000844	Syac.g_00593	Prbk.g_01983
OG0000845	Syac.g_00592	Prbk.g_01982
OG0000846	Syac.g_00591	Prbk.g_01981
OG0000847	Syac.g_00590	Prbk.g_01980
OG0000848	Syac.g_00588	Prbk.g_01979
OG0000849	Syac.g_00587	Prbk.g_01978
OG0000850	Syac.g_00585	Prbk.g_01977
OG0000851	Syac.g_00573	Prbk.g_00937
OG0000852	Syac.g_00572	Prbk.g_00936
OG0000853	Syac.g_00568	Prbk.g_00932
OG0000854	Syac.g_00566	Prbk.g_00930
OG0000855	Syac.g_00565	Prbk.g_00929
OG0000856	Syac.g_00964	Prbk.g_02619
OG0000857	Syac.g_01323	Prbk.g_02485
OG0000858	Syac.g_00559	Prbk.g_00918
OG0000859	Syac.g_00558	Prbk.g_00917
OG0000860	Syac.g_00542	Prbk.g_00905
OG0000861	Syac.g_00541	Prbk.g_00904
OG0000862	Syac.g_00540	Prbk.g_00902
OG0000863	Syac.g_00538	Prbk.g_01451
OG0000864	Syac.g_00537	Prbk.g_01450
OG0000865	Syac.g_00533	Prbk.g_01449
OG0000866	Syac.g_00532	Prbk.g_01448
OG0000867	Syac.g_00531	Prbk.g_01447
OG0000868	Syac.g_00529	Prbk.g_01445
OG0000869	Syac.g_00524	Prbk.g_01442
OG0000870	Syac.g_00519	Prbk.g_01437
OG0000871	Syac.g_00518	Prbk.g_01436
OG0000872	Syac.g_00510	Prbk.g_01434
OG0000873	Syac.g_00507	Prbk.g_01431
OG0000874	Syac.g_00512	Prbk.g_01427
OG0000875	Syac.g_00505	Prbk.g_01426
OG0000876	Syac.g_00675	Prbk.g_01425
OG0000877	Syac.g_00671	Prbk.g_01422
OG0000878	Syac.g_00670	Prbk.g_01421
OG0000879	Syac.g_00669	Prbk.g_01420
OG0000880	Syac.g_00668	Prbk.g_01419
OG0000881	Syac.g_00664	Prbk.g_01414
OG0000882	Syac.g_00659	Prbk.g_01409
OG0000883	Syac.g_00656	Prbk.g_01407
OG0000884	Syac.g_00654	Prbk.g_01405
OG0000885	Syac.g_00653	Prbk.g_01404
OG0000886	Syac.g_00652	Prbk.g_01403
OG0000887	Syac.g_00651	Prbk.g_01402
OG0000888	Syac.g_00649	Prbk.g_01400
OG0000889	Syac.g_00647	Prbk.g_01398
OG0000890	Syac.g_00642	Prbk.g_01384
OG0000891	Syac.g_00641	Prbk.g_01383
OG0000892	Syac.g_00638	Prbk.g_01381
OG0000893	Syac.g_02193	Prbk.g_01901
OG0000894	Syac.g_02189	Prbk.g_01905
OG0000895	Syac.g_02185	Prbk.g_01910
OG0000896	Syac.g_02184	Prbk.g_01911
OG0000897	Syac.g_02182	Prbk.g_01913
OG0000898	Syac.g_02181	Prbk.g_01914
OG0000899	Syac.g_02180	Prbk.g_01915
OG0000900	Syac.g_02179	Prbk.g_01916
OG0000901	Syac.g_02174	Prbk.g_01920
OG0000902	Syac.g_02172	Prbk.g_01922
OG0000903	Syac.g_02140	Prbk.g_00990
OG0000904	Syac.g_02145	Prbk.g_00995
OG0000905	Syac.g_02148	Prbk.g_00997
OG0000906	Syac.g_02150	Prbk.g_01926
OG0000907	Syac.g_02138	Prbk.g_00988
OG0000908	Syac.g_02135	Prbk.g_00985
OG0000909	Syac.g_02134	Prbk.g_00984
OG0000910	Syac.g_02133	Prbk.g_00983
OG0000911	Syac.g_02131	Prbk.g_00981
OG0000912	Syac.g_02130	Prbk.g_00980
OG0000913	Syac.g_02129	Prbk.g_00979
OG0000914	Syac.g_02128	Prbk.g_00978
OG0000915	Syac.g_02127	Prbk.g_00977
OG0000916	Syac.g_02126	Prbk.g_00976
OG0000917	Syac.g_02125	Prbk.g_00975
OG0000918	Syac.g_02124	Prbk.g_00974
OG0000919	Syac.g_02123	Prbk.g_00973
OG0000920	Syac.g_02122	Prbk.g_00972
OG0000921	Syac.g_02121	Prbk.g_00971
OG0000922	Syac.g_02120	Prbk.g_00970
OG0000923	Syac.g_02116	Prbk.g_00966
OG0000924	Syac.g_02115	Prbk.g_00965
OG0000925	Syac.g_02114	Prbk.g_00964
OG0000926	Syac.g_02113	Prbk.g_00963
OG0000927	Syac.g_02111	Prbk.g_00961
OG0000928	Syac.g_02110	Prbk.g_00960
OG0000929	Syac.g_02109	Prbk.g_00959
OG0000930	Syac.g_02108	Prbk.g_00958
OG0000931	Syac.g_02107	Prbk.g_00957
OG0000932	Syac.g_02106	Prbk.g_00956
OG0000933	Syac.g_02101	Prbk.g_00951
OG0000934	Syac.g_02099	Prbk.g_00949
OG0000935	Syac.g_02098	Prbk.g_00948
OG0000936	Syac.g_02097	Prbk.g_00947
OG0000937	Syac.g_02096	Prbk.g_00946
OG0000938	Syac.g_02092	Prbk.g_00797
OG0000939	Syac.g_02091	Prbk.g_00798
OG0000940	Syac.g_02084	Prbk.g_00807
OG0000941	Syac.g_02082	Prbk.g_00809
OG0000942	Syac.g_02080	Prbk.g_00811
OG0000943	Syac.g_02079	Prbk.g_00812
OG0000944	Syac.g_02077	Prbk.g_00814
OG0000945	Syac.g_02075	Prbk.g_00816
OG0000946	Syac.g_02071	Prbk.g_00844
OG0000947	Syac.g_02068	Prbk.g_00847
OG0000948	Syac.g_02067	Prbk.g_00848
OG0000949	Syac.g_00205	Prbk.g_00851
OG0000950	Syac.g_00193	Prbk.g_00513
OG0000951	Syac.g_00188	Prbk.g_00518
OG0000952	Syac.g_00183	Prbk.g_00525
OG0000953	Syac.g_00177	Prbk.g_00529
OG0000954	Syac.g_00172	Prbk.g_00216
OG0000955	Syac.g_00171	Prbk.g_00217
OG0000956	Syac.g_00169	Prbk.g_00219
OG0000957	Syac.g_00158	Prbk.g_00235
OG0000958	Syac.g_00157	Prbk.g_00236
OG0000959	Syac.g_00153	Prbk.g_01482
OG0000960	Syac.g_00152	Prbk.g_01483
OG0000961	Syac.g_00147	Prbk.g_01494
OG0000962	Syac.g_00145	Prbk.g_01530
OG0000963	Syac.g_00140	Prbk.g_01535
OG0000964	Syac.g_00139	Prbk.g_01536
OG0000965	Syac.g_00138	Prbk.g_01537
OG0000966	Syac.g_00107	Prbk.g_01571
OG0000967	Syac.g_00075	Prbk.g_01577
OG0000968	Syac.g_00080	Prbk.g_01580
OG0000969	Syac.g_00078	Prbk.g_01582
OG0000970	Syac.g_00077	Prbk.g_01583
OG0000971	Syac.g_00067	Prbk.g_01585
OG0000972	Syac.g_00066	Prbk.g_01586
OG0000973	Syac.g_00065	Prbk.g_01587
OG0000974	Syac.g_00064	Prbk.g_01588
OG0000975	Syac.g_00063	Prbk.g_01589
OG0000976	Syac.g_00062	Prbk.g_01590
OG0000977	Syac.g_00059	Prbk.g_01592
OG0000978	Syac.g_00058	Prbk.g_01593
OG0000979	Syac.g_00055	Prbk.g_01596
OG0000980	Syac.g_00052	Prbk.g_01600
OG0000981	Syac.g_00049	Prbk.g_01603
OG0000982	Syac.g_02354	Prbk.g_02161
OG0000983	Syac.g_02355	Prbk.g_02162
OG0000984	Syac.g_02356	Prbk.g_02163
OG0000985	Syac.g_02359	Prbk.g_02167
OG0000986	Syac.g_02363	Prbk.g_02169
OG0000987	Syac.g_02365	Prbk.g_02171
OG0000988	Syac.g_02370	Prbk.g_02175
OG0000989	Syac.g_02379	Prbk.g_02185
OG0000990	Syac.g_02397	Prbk.g_02207
OG0000991	Syac.g_02400	Prbk.g_02210
OG0000992	Syac.g_02402	Prbk.g_02213
OG0000993	Syac.g_02403	Prbk.g_02214
OG0000994	Syac.g_02405	Prbk.g_02217
OG0000995	Syac.g_02410	Prbk.g_02226
OG0000996	Syac.g_02454	Prbk.g_02239
OG0000997	Syac.g_02464	Prbk.g_02248
OG0000998	Syac.g_02466	Prbk.g_02250
OG0000999	Syac.g_02467	Prbk.g_02251
OG0001000	Syac.g_02470	Prbk.g_02254
OG0001001	Syac.g_02475	Prbk.g_02258
OG0001002	Syac.g_02481	Prbk.g_02265
OG0001003	Syac.g_02483	Prbk.g_02267
OG0001004	Syac.g_02484	Prbk.g_02268
OG0001005	Syac.g_02485	Prbk.g_02270
OG0001006	Syac.g_02492	Prbk.g_02276
OG0001007	Syac.g_02494	Prbk.g_02278
OG0001008	Syac.g_00693	Prbk.g_00327
OG0001009	Syac.g_00030	Prbk.g_01622
OG0001010	Syac.g_00031	Prbk.g_01621
OG0001011	Syac.g_00032	Prbk.g_01619
OG0001012	Syac.g_02351	Prbk.g_02158
OG0001013	Syac.g_02337	Prbk.g_02133
OG0001014	Syac.g_02333	Prbk.g_02124
OG0001015	Syac.g_02332	Prbk.g_02123
OG0001016	Syac.g_00446	Prbk.g_01315
OG0001017	Syac.g_00440	Prbk.g_01309
OG0001018	Syac.g_00438	Prbk.g_01307
OG0001019	Syac.g_00422	Prbk.g_01294
OG0001020	Syac.g_00417	Prbk.g_00035
OG0001021	Syac.g_00413	Prbk.g_00031
OG0001022	Syac.g_00410	Prbk.g_00026
OG0001023	Syac.g_00409	Prbk.g_00025
OG0001024	Syac.g_00405	Prbk.g_00021
OG0001025	Syac.g_00399	Prbk.g_00014
OG0001026	Syac.g_00386	Prbk.g_00001
OG0001027	Syac.g_00380	Prbk.g_00190
OG0001028	Syac.g_00378	Prbk.g_00192
OG0001029	Syac.g_00376	Prbk.g_00194
OG0001030	Syac.g_00356	Prbk.g_00547
OG0001031	Syac.g_02266	Prbk.g_01275
OG0001032	Syac.g_02268	Prbk.g_01272
OG0001033	Syac.g_02298	Prbk.g_00633
OG0001034	Syac.g_01968	Prbk.g_01521
OG0001036	Syac.g_02221	Prbk.g_00376
OG0001037	Syac.g_02223	Prbk.g_00378
OG0001038	Syac.g_02251	Prbk.g_00415
OG0001039	Syac.g_02254	Prbk.g_00418
OG0001040	Syac.g_00292	Prbk.g_00421
OG0001041	Syac.g_00287	Prbk.g_00426
OG0001042	Syac.g_00258	Prbk.g_00451
OG0001043	Syac.g_00254	Prbk.g_00453
OG0001044	Syac.g_02021	Prbk.g_00870
OG0001045	Syac.g_02008	Prbk.g_00882
OG0001046	Syac.g_01207	Prbk.g_00924
OG0001047	Syac.g_00695	Prbk.g_00325
OG0001048	Syac.g_00696	Prbk.g_00324
OG0001049	Syac.g_00703	Prbk.g_00321
OG0001050	Syac.g_00704	Prbk.g_00320
OG0001051	Syac.g_00705	Prbk.g_00319
OG0001052	Syac.g_01704	Prbk.g_02109
OG0001053	Syac.g_01901	Prbk.g_02064
OG0001054	Syac.g_01884	Prbk.g_01861
OG0001055	Syac.g_01863	Prbk.g_01056
OG0001056	Syac.g_01831	Prbk.g_01085
OG0001057	Syac.g_01825	Prbk.g_01097
OG0001058	Syac.g_01810	Prbk.g_01893
OG0001059	Syac.g_01806	Prbk.g_01889
OG0001060	Syac.g_01799	Prbk.g_01882
OG0001061	Syac.g_01779	Prbk.g_01109
OG0001062	Syac.g_01777	Prbk.g_01111
OG0001063	Syac.g_01773	Prbk.g_01115
OG0001064	Syac.g_01772	Prbk.g_01116
OG0001065	Syac.g_01771	Prbk.g_01117
OG0001066	Syac.g_01770	Prbk.g_01118
OG0001067	Syac.g_01769	Prbk.g_01119
OG0001068	Syac.g_01768	Prbk.g_01120
OG0001069	Syac.g_01767	Prbk.g_01121
OG0001070	Syac.g_01764	Prbk.g_01125
OG0001071	Syac.g_01763	Prbk.g_01126
OG0001072	Syac.g_01758	Prbk.g_01129
OG0001074	Syac.g_00945	Prbk.g_02602
OG0001075	Syac.g_00946	Prbk.g_02603
OG0001076	Syac.g_00956	Prbk.g_02611
OG0001077	Syac.g_00967	Prbk.g_02621
OG0001078	Syac.g_00980	Prbk.g_02632
OG0001079	Syac.g_00993	Prbk.g_02651
OG0001080	Syac.g_01092	Prbk.g_00738
OG0001081	Syac.g_01432	Prbk.g_00728
OG0001082	Syac.g_01431	Prbk.g_00727
OG0001083	Syac.g_01424	Prbk.g_00719
OG0001084	Syac.g_01423	Prbk.g_00718
OG0001085	Syac.g_01412	Prbk.g_00708
OG0001086	Syac.g_01410	Prbk.g_00706
OG0001087	Syac.g_00923	Prbk.g_01821
OG0001088	Syac.g_00920	Prbk.g_01817
OG0001089	Syac.g_00896	Prbk.g_01764
OG0001090	Syac.g_01286	Prbk.g_00617
OG0001091	Syac.g_01284	Prbk.g_00615
OG0001092	Syac.g_01282	Prbk.g_00614
OG0001093	Syac.g_01276	Prbk.g_00610
OG0001094	Syac.g_01347	Prbk.g_02462
OG0001095	Syac.g_01326	Prbk.g_02481
OG0001096	Syac.g_01310	Prbk.g_02497
OG0001097	Syac.g_00834	Prbk.g_02542
OG0001098	Syac.g_01096	Prbk.g_02379
OG0001099	Syac.g_00377	Prbk.g_00193
OG0001100	Syac.g_01402	Prbk.g_02389
OG0001101	Syac.g_01401	Prbk.g_02390
OG0001102	Syac.g_01398	Prbk.g_02393
OG0001103	Syac.g_01395	Prbk.g_02395
OG0001104	Syac.g_01364	Prbk.g_02452
OG0001105	Syac.g_01360	Prbk.g_02447
OG0001106	Syac.g_01166	Prbk.g_02336
OG0001107	Syac.g_01180	Prbk.g_02326
OG0001108	Syac.g_01188	Prbk.g_02319
OG0001109	Syac.g_01190	Prbk.g_02317
OG0001110	Syac.g_01192	Prbk.g_02315
OG0001111	Syac.g_01194	Prbk.g_02313
OG0001112	Syac.g_01196	Prbk.g_02311
OG0001113	Syac.g_01197	Prbk.g_02310
OG0001114	Syac.g_01198	Prbk.g_02309
OG0001115	Syac.g_01202	Prbk.g_02307
OG0001116	Syac.g_01204	Prbk.g_02306
OG0001117	Syac.g_01205	Prbk.g_02305
OG0001118	Syac.g_01206	Prbk.g_02304
OG0001119	Syac.g_01208	Prbk.g_02303
OG0001120	Syac.g_01213	Prbk.g_02301
OG0001122	Syac.g_01238	Prbk.g_00581
OG0001123	Syac.g_01245	Prbk.g_00588
OG0001124	Syac.g_01247	Prbk.g_00590
OG0001125	Syac.g_01249	Prbk.g_00592
OG0001126	Syac.g_00870	Prbk.g_00068
OG0001127	Syac.g_00871	Prbk.g_00067
OG0001128	Syac.g_00875	Prbk.g_00064
OG0001129	Syac.g_00877	Prbk.g_00063
OG0001130	Syac.g_00878	Prbk.g_00062
OG0001131	Syac.g_01382	Prbk.g_00627
OG0001132	Syac.g_01062	Prbk.g_02595
OG0001133	Syac.g_00958	Prbk.g_02613
