Orthogroup	Syac	Prba
OG0000598	Syac.g_00986	Prba.g_01676
OG0000599	Syac.g_00989	Prba.g_01673
OG0000600	Syac.g_00990	Prba.g_01672
OG0000601	Syac.g_00991	Prba.g_01671
OG0000602	Syac.g_00996	Prba.g_01669
OG0000603	Syac.g_00997	Prba.g_01668
OG0000604	Syac.g_01001	Prba.g_01667
OG0000605	Syac.g_01089	Prba.g_01666
OG0000606	Syac.g_01434	Prba.g_01663
OG0000607	Syac.g_01430	Prba.g_01660
OG0000608	Syac.g_01429	Prba.g_01659
OG0000609	Syac.g_01427	Prba.g_01658
OG0000610	Syac.g_01419	Prba.g_01653
OG0000611	Syac.g_01416	Prba.g_01650
OG0000612	Syac.g_01415	Prba.g_01649
OG0000613	Syac.g_00231	Prba.g_01644
OG0000614	Syac.g_00911	Prba.g_01625
OG0000615	Syac.g_01377	Prba.g_01617
OG0000616	Syac.g_02478	Prba.g_01613
OG0000617	Syac.g_01280	Prba.g_01588
OG0000618	Syac.g_01279	Prba.g_01587
OG0000619	Syac.g_01278	Prba.g_01586
OG0000620	Syac.g_01270	Prba.g_01583
OG0000621	Syac.g_01269	Prba.g_01582
OG0000622	Syac.g_01268	Prba.g_01581
OG0000623	Syac.g_01267	Prba.g_01580
OG0000624	Syac.g_01265	Prba.g_01579
OG0000625	Syac.g_01264	Prba.g_01578
OG0000626	Syac.g_01263	Prba.g_01577
OG0000627	Syac.g_01126	Prba.g_01576
OG0000628	Syac.g_01127	Prba.g_01575
OG0000629	Syac.g_01130	Prba.g_01574
OG0000630	Syac.g_01134	Prba.g_01571
OG0000631	Syac.g_01139	Prba.g_01508
OG0000632	Syac.g_01140	Prba.g_01507
OG0000633	Syac.g_01141	Prba.g_01506
OG0000634	Syac.g_01345	Prba.g_01503
OG0000635	Syac.g_01344	Prba.g_01502
OG0000636	Syac.g_01342	Prba.g_01500
OG0000637	Syac.g_01340	Prba.g_01498
OG0000638	Syac.g_01339	Prba.g_01497
OG0000639	Syac.g_01338	Prba.g_01496
OG0000640	Syac.g_01337	Prba.g_01495
OG0000641	Syac.g_01333	Prba.g_01491
OG0000642	Syac.g_01332	Prba.g_01490
OG0000643	Syac.g_01330	Prba.g_01489
OG0000644	Syac.g_01329	Prba.g_01488
OG0000645	Syac.g_01327	Prba.g_01487
OG0000646	Syac.g_01324	Prba.g_01485
OG0000647	Syac.g_01322	Prba.g_01484
OG0000648	Syac.g_01319	Prba.g_01482
OG0000649	Syac.g_01318	Prba.g_01481
OG0000650	Syac.g_01317	Prba.g_01480
OG0000651	Syac.g_01316	Prba.g_01479
OG0000652	Syac.g_01315	Prba.g_01478
OG0000653	Syac.g_01313	Prba.g_01476
OG0000654	Syac.g_01312	Prba.g_01475
OG0000655	Syac.g_01311	Prba.g_01474
OG0000656	Syac.g_01308	Prba.g_01471
OG0000657	Syac.g_00846	Prba.g_01463
OG0000658	Syac.g_00842	Prba.g_01462
OG0000659	Syac.g_00841	Prba.g_01461
OG0000660	Syac.g_00837	Prba.g_01457
OG0000661	Syac.g_00835	Prba.g_01455
OG0000662	Syac.g_00833	Prba.g_01453
OG0000663	Syac.g_00830	Prba.g_01451
OG0000664	Syac.g_00829	Prba.g_01450
OG0000665	Syac.g_01018	Prba.g_01446
OG0000666	Syac.g_01088	Prba.g_01445
OG0000667	Syac.g_02165	Prba.g_01441
OG0000668	Syac.g_01239	Prba.g_01411
OG0000669	Syac.g_01404	Prba.g_01404
OG0000670	Syac.g_00580	Prba.g_01402
OG0000671	Syac.g_01400	Prba.g_01400
OG0000672	Syac.g_01396	Prba.g_01397
OG0000673	Syac.g_01393	Prba.g_01394
OG0000674	Syac.g_01391	Prba.g_01392
OG0000675	Syac.g_01390	Prba.g_01391
OG0000676	Syac.g_01388	Prba.g_01389
OG0000677	Syac.g_01387	Prba.g_01388
OG0000678	Syac.g_01384	Prba.g_01386
OG0000679	Syac.g_01375	Prba.g_01382
OG0000680	Syac.g_01374	Prba.g_01381
OG0000681	Syac.g_01371	Prba.g_01379
OG0000682	Syac.g_01370	Prba.g_01378
OG0000683	Syac.g_01369	Prba.g_01377
OG0000684	Syac.g_01365	Prba.g_01375
OG0000685	Syac.g_01363	Prba.g_01373
OG0000686	Syac.g_01362	Prba.g_01372
OG0000687	Syac.g_01361	Prba.g_01371
OG0000688	Syac.g_01356	Prba.g_01368
OG0000689	Syac.g_01354	Prba.g_01367
OG0000690	Syac.g_01353	Prba.g_01366
OG0000691	Syac.g_01352	Prba.g_01365
OG0000692	Syac.g_01351	Prba.g_01363
OG0000693	Syac.g_01349	Prba.g_01362
OG0000694	Syac.g_01348	Prba.g_01361
OG0000695	Syac.g_01143	Prba.g_01359
OG0000696	Syac.g_01144	Prba.g_01358
OG0000697	Syac.g_01146	Prba.g_01357
OG0000698	Syac.g_01149	Prba.g_01354
OG0000699	Syac.g_01151	Prba.g_01353
OG0000700	Syac.g_01152	Prba.g_01352
OG0000701	Syac.g_01153	Prba.g_01351
OG0000702	Syac.g_01161	Prba.g_01349
OG0000703	Syac.g_01162	Prba.g_01348
OG0000704	Syac.g_01165	Prba.g_01347
OG0000705	Syac.g_01174	Prba.g_01343
OG0000706	Syac.g_01175	Prba.g_01342
OG0000707	Syac.g_01176	Prba.g_01341
OG0000708	Syac.g_01179	Prba.g_01340
OG0000709	Syac.g_01187	Prba.g_01336
OG0000710	Syac.g_01191	Prba.g_01333
OG0000711	Syac.g_01220	Prba.g_01316
OG0000712	Syac.g_01221	Prba.g_01314
OG0000713	Syac.g_01222	Prba.g_01313
OG0000714	Syac.g_01224	Prba.g_01312
OG0000715	Syac.g_01226	Prba.g_01310
OG0000716	Syac.g_01230	Prba.g_01308
OG0000717	Syac.g_01231	Prba.g_01307
OG0000718	Syac.g_01235	Prba.g_01295
OG0000719	Syac.g_01237	Prba.g_01293
OG0000720	Syac.g_01250	Prba.g_01284
OG0000721	Syac.g_01252	Prba.g_01282
OG0000722	Syac.g_01253	Prba.g_01281
OG0000723	Syac.g_01261	Prba.g_01278
OG0000724	Syac.g_00879	Prba.g_01269
OG0000725	Syac.g_00887	Prba.g_01263
OG0000726	Syac.g_00888	Prba.g_01262
OG0000727	Syac.g_00889	Prba.g_01261
OG0000728	Syac.g_00891	Prba.g_01259
OG0000729	Syac.g_00144	Prba.g_01214
OG0000730	Syac.g_02024	Prba.g_00749
OG0000731	Syac.g_02011	Prba.g_00745
OG0000732	Syac.g_00051	Prba.g_00735
OG0000733	Syac.g_02386	Prba.g_00096
OG0000734	Syac.g_00388	Prba.g_00079
OG0000735	Syac.g_00750	Prba.g_00077
OG0000736	Syac.g_00751	Prba.g_00076
OG0000737	Syac.g_00752	Prba.g_00075
OG0000738	Syac.g_00757	Prba.g_00071
OG0000739	Syac.g_00762	Prba.g_00070
OG0000740	Syac.g_00763	Prba.g_00069
OG0000741	Syac.g_00766	Prba.g_00068
OG0000742	Syac.g_00768	Prba.g_00065
OG0000743	Syac.g_00770	Prba.g_00063
OG0000744	Syac.g_00771	Prba.g_00062
OG0000745	Syac.g_00773	Prba.g_00060
OG0000746	Syac.g_00776	Prba.g_00058
OG0000747	Syac.g_00777	Prba.g_00057
OG0000748	Syac.g_00787	Prba.g_00054
OG0000749	Syac.g_00789	Prba.g_00053
OG0000750	Syac.g_00790	Prba.g_00052
OG0000751	Syac.g_00797	Prba.g_00050
OG0000752	Syac.g_00799	Prba.g_00048
OG0000753	Syac.g_00802	Prba.g_00045
OG0000754	Syac.g_01471	Prba.g_00042
OG0000755	Syac.g_01479	Prba.g_00039
OG0000756	Syac.g_01480	Prba.g_00038
OG0000757	Syac.g_01492	Prba.g_00032
OG0000758	Syac.g_01493	Prba.g_00031
OG0000759	Syac.g_01494	Prba.g_00030
OG0000760	Syac.g_01495	Prba.g_00029
OG0000761	Syac.g_01496	Prba.g_00028
OG0000762	Syac.g_01498	Prba.g_00027
OG0000763	Syac.g_01500	Prba.g_00025
OG0000764	Syac.g_01501	Prba.g_00024
OG0000765	Syac.g_01515	Prba.g_00015
OG0000766	Syac.g_01516	Prba.g_00014
OG0000767	Syac.g_01518	Prba.g_00012
OG0000768	Syac.g_01519	Prba.g_00011
OG0000769	Syac.g_01521	Prba.g_00009
OG0000770	Syac.g_01524	Prba.g_00007
OG0000771	Syac.g_00873	Prba.g_01084
OG0000772	Syac.g_01569	Prba.g_01167
OG0000773	Syac.g_00741	Prba.g_01183
OG0000774	Syac.g_00737	Prba.g_01185
OG0000775	Syac.g_00735	Prba.g_01187
OG0000776	Syac.g_00734	Prba.g_01188
OG0000777	Syac.g_00733	Prba.g_01189
OG0000778	Syac.g_00732	Prba.g_01190
OG0000779	Syac.g_00727	Prba.g_01194
OG0000780	Syac.g_00723	Prba.g_01195
OG0000781	Syac.g_00719	Prba.g_01198
OG0000782	Syac.g_00718	Prba.g_01199
OG0000783	Syac.g_00717	Prba.g_01200
OG0000784	Syac.g_00716	Prba.g_01201
OG0000785	Syac.g_00714	Prba.g_01203
OG0000786	Syac.g_01730	Prba.g_01205
OG0000787	Syac.g_01731	Prba.g_01206
OG0000788	Syac.g_00992	Prba.g_00209
OG0000789	Syac.g_01111	Prba.g_00206
OG0000790	Syac.g_01921	Prba.g_00191
OG0000791	Syac.g_01922	Prba.g_00189
OG0000792	Syac.g_01923	Prba.g_00188
OG0000793	Syac.g_01928	Prba.g_00185
OG0000794	Syac.g_01929	Prba.g_00184
OG0000795	Syac.g_01930	Prba.g_00183
OG0000796	Syac.g_01934	Prba.g_00179
OG0000797	Syac.g_01935	Prba.g_00178
OG0000799	Syac.g_01602	Prba.g_00115
OG0000800	Syac.g_01603	Prba.g_00114
OG0000801	Syac.g_01604	Prba.g_00113
OG0000802	Syac.g_01608	Prba.g_00111
OG0000803	Syac.g_01613	Prba.g_00109
OG0000804	Syac.g_01616	Prba.g_00108
OG0000805	Syac.g_01620	Prba.g_00106
OG0000806	Syac.g_01622	Prba.g_00720
OG0000807	Syac.g_01624	Prba.g_00719
OG0000808	Syac.g_01625	Prba.g_00718
OG0000809	Syac.g_01628	Prba.g_00715
OG0000810	Syac.g_01629	Prba.g_00714
OG0000811	Syac.g_01637	Prba.g_00710
OG0000812	Syac.g_01639	Prba.g_00708
OG0000813	Syac.g_01640	Prba.g_00707
OG0000814	Syac.g_01642	Prba.g_00705
OG0000815	Syac.g_01643	Prba.g_00704
OG0000816	Syac.g_01645	Prba.g_00702
OG0000817	Syac.g_01646	Prba.g_00701
OG0000818	Syac.g_01652	Prba.g_00696
OG0000819	Syac.g_01653	Prba.g_00695
OG0000820	Syac.g_01654	Prba.g_00694
OG0000821	Syac.g_01659	Prba.g_00690
OG0000822	Syac.g_01661	Prba.g_00689
OG0000823	Syac.g_01662	Prba.g_00688
OG0000824	Syac.g_01666	Prba.g_00685
OG0000825	Syac.g_01667	Prba.g_00684
OG0000826	Syac.g_01668	Prba.g_00683
OG0000827	Syac.g_01669	Prba.g_00682
OG0000828	Syac.g_01672	Prba.g_00679
OG0000829	Syac.g_01673	Prba.g_00678
OG0000830	Syac.g_01674	Prba.g_00677
OG0000831	Syac.g_01676	Prba.g_00350
OG0000832	Syac.g_00623	Prba.g_00344
OG0000833	Syac.g_00613	Prba.g_00336
OG0000834	Syac.g_00610	Prba.g_00335
OG0000835	Syac.g_00609	Prba.g_00334
OG0000836	Syac.g_00605	Prba.g_00333
OG0000837	Syac.g_00604	Prba.g_00332
OG0000838	Syac.g_00600	Prba.g_00330
OG0000839	Syac.g_00599	Prba.g_00329
OG0000840	Syac.g_00598	Prba.g_00328
OG0000841	Syac.g_00597	Prba.g_00327
OG0000842	Syac.g_00596	Prba.g_00326
OG0000843	Syac.g_00595	Prba.g_00325
OG0000844	Syac.g_00593	Prba.g_00324
OG0000845	Syac.g_00592	Prba.g_00323
OG0000846	Syac.g_00591	Prba.g_00322
OG0000847	Syac.g_00590	Prba.g_00321
OG0000848	Syac.g_00588	Prba.g_00320
OG0000849	Syac.g_00587	Prba.g_00319
OG0000850	Syac.g_00585	Prba.g_00317
OG0000851	Syac.g_00573	Prba.g_00316
OG0000852	Syac.g_00572	Prba.g_00315
OG0000853	Syac.g_00568	Prba.g_00311
OG0000854	Syac.g_00566	Prba.g_00309
OG0000855	Syac.g_00565	Prba.g_00308
OG0000856	Syac.g_00964	Prba.g_00293
OG0000857	Syac.g_01323	Prba.g_00266
OG0000858	Syac.g_00559	Prba.g_00232
OG0000859	Syac.g_00558	Prba.g_00231
OG0000860	Syac.g_00542	Prba.g_00618
OG0000861	Syac.g_00541	Prba.g_00617
OG0000862	Syac.g_00540	Prba.g_00616
OG0000863	Syac.g_00538	Prba.g_00614
OG0000864	Syac.g_00537	Prba.g_00613
OG0000865	Syac.g_00533	Prba.g_00612
OG0000866	Syac.g_00532	Prba.g_00611
OG0000867	Syac.g_00531	Prba.g_00610
OG0000868	Syac.g_00529	Prba.g_00609
OG0000869	Syac.g_00524	Prba.g_00605
OG0000870	Syac.g_00519	Prba.g_00600
OG0000871	Syac.g_00518	Prba.g_00599
OG0000872	Syac.g_00510	Prba.g_00598
OG0000873	Syac.g_00507	Prba.g_00595
OG0000874	Syac.g_00512	Prba.g_00592
OG0000875	Syac.g_00505	Prba.g_00591
OG0000876	Syac.g_00675	Prba.g_00590
OG0000877	Syac.g_00671	Prba.g_00588
OG0000878	Syac.g_00670	Prba.g_00587
OG0000879	Syac.g_00669	Prba.g_00586
OG0000880	Syac.g_00668	Prba.g_00585
OG0000881	Syac.g_00664	Prba.g_00581
OG0000882	Syac.g_00659	Prba.g_00576
OG0000883	Syac.g_00656	Prba.g_00574
OG0000884	Syac.g_00654	Prba.g_00573
OG0000885	Syac.g_00653	Prba.g_00572
OG0000886	Syac.g_00652	Prba.g_00571
OG0000887	Syac.g_00651	Prba.g_00570
OG0000888	Syac.g_00649	Prba.g_00568
OG0000889	Syac.g_00647	Prba.g_00566
OG0000890	Syac.g_00642	Prba.g_00565
OG0000891	Syac.g_00641	Prba.g_00564
OG0000892	Syac.g_00638	Prba.g_00352
OG0000893	Syac.g_02193	Prba.g_00357
OG0000894	Syac.g_02189	Prba.g_00359
OG0000895	Syac.g_02185	Prba.g_00362
OG0000896	Syac.g_02184	Prba.g_00363
OG0000897	Syac.g_02182	Prba.g_00365
OG0000898	Syac.g_02181	Prba.g_00366
OG0000899	Syac.g_02180	Prba.g_00367
OG0000900	Syac.g_02179	Prba.g_00368
OG0000901	Syac.g_02174	Prba.g_00371
OG0000902	Syac.g_02172	Prba.g_00373
OG0000903	Syac.g_02140	Prba.g_00376
OG0000904	Syac.g_02145	Prba.g_00378
OG0000905	Syac.g_02148	Prba.g_00383
OG0000906	Syac.g_02150	Prba.g_00384
OG0000907	Syac.g_02138	Prba.g_00387
OG0000908	Syac.g_02135	Prba.g_00390
OG0000909	Syac.g_02134	Prba.g_00391
OG0000910	Syac.g_02133	Prba.g_00392
OG0000911	Syac.g_02131	Prba.g_00394
OG0000912	Syac.g_02130	Prba.g_00395
OG0000913	Syac.g_02129	Prba.g_00396
OG0000914	Syac.g_02128	Prba.g_00397
OG0000915	Syac.g_02127	Prba.g_00398
OG0000916	Syac.g_02126	Prba.g_00399
OG0000917	Syac.g_02125	Prba.g_00400
OG0000918	Syac.g_02124	Prba.g_00401
OG0000919	Syac.g_02123	Prba.g_00402
OG0000920	Syac.g_02122	Prba.g_00403
OG0000921	Syac.g_02121	Prba.g_00404
OG0000922	Syac.g_02120	Prba.g_00405
OG0000923	Syac.g_02116	Prba.g_00409
OG0000924	Syac.g_02115	Prba.g_00410
OG0000925	Syac.g_02114	Prba.g_00411
OG0000926	Syac.g_02113	Prba.g_00412
OG0000927	Syac.g_02111	Prba.g_00414
OG0000928	Syac.g_02110	Prba.g_00415
OG0000929	Syac.g_02109	Prba.g_00416
OG0000930	Syac.g_02108	Prba.g_00417
OG0000931	Syac.g_02107	Prba.g_00418
OG0000932	Syac.g_02106	Prba.g_00419
OG0000933	Syac.g_02101	Prba.g_00423
OG0000934	Syac.g_02099	Prba.g_00425
OG0000935	Syac.g_02098	Prba.g_00426
OG0000936	Syac.g_02097	Prba.g_00427
OG0000937	Syac.g_02096	Prba.g_00428
OG0000938	Syac.g_02092	Prba.g_00430
OG0000939	Syac.g_02091	Prba.g_00431
OG0000940	Syac.g_02084	Prba.g_00438
OG0000941	Syac.g_02082	Prba.g_01049
OG0000942	Syac.g_02080	Prba.g_01051
OG0000943	Syac.g_02079	Prba.g_01052
OG0000944	Syac.g_02077	Prba.g_01053
OG0000945	Syac.g_02075	Prba.g_01054
OG0000946	Syac.g_02071	Prba.g_01059
OG0000947	Syac.g_02068	Prba.g_01061
OG0000948	Syac.g_02067	Prba.g_01062
OG0000949	Syac.g_00205	Prba.g_01065
OG0000950	Syac.g_00193	Prba.g_01070
OG0000951	Syac.g_00188	Prba.g_01074
OG0000952	Syac.g_00183	Prba.g_01078
OG0000953	Syac.g_00177	Prba.g_00753
OG0000954	Syac.g_00172	Prba.g_00757
OG0000955	Syac.g_00171	Prba.g_00758
OG0000956	Syac.g_00169	Prba.g_00760
OG0000957	Syac.g_00158	Prba.g_00766
OG0000958	Syac.g_00157	Prba.g_00767
OG0000959	Syac.g_00153	Prba.g_00771
OG0000960	Syac.g_00152	Prba.g_00772
OG0000961	Syac.g_00147	Prba.g_00774
OG0000962	Syac.g_00145	Prba.g_00776
OG0000963	Syac.g_00140	Prba.g_00780
OG0000964	Syac.g_00139	Prba.g_00781
OG0000965	Syac.g_00138	Prba.g_00782
OG0000966	Syac.g_00107	Prba.g_00789
OG0000967	Syac.g_00075	Prba.g_00794
OG0000968	Syac.g_00080	Prba.g_00796
OG0000969	Syac.g_00078	Prba.g_00797
OG0000970	Syac.g_00077	Prba.g_00798
OG0000971	Syac.g_00067	Prba.g_00799
OG0000972	Syac.g_00066	Prba.g_00800
OG0000973	Syac.g_00065	Prba.g_00801
OG0000974	Syac.g_00064	Prba.g_00802
OG0000975	Syac.g_00063	Prba.g_00803
OG0000976	Syac.g_00062	Prba.g_00804
OG0000977	Syac.g_00059	Prba.g_00805
OG0000978	Syac.g_00058	Prba.g_00806
OG0000979	Syac.g_00055	Prba.g_00809
OG0000980	Syac.g_00052	Prba.g_00811
OG0000981	Syac.g_00049	Prba.g_00813
OG0000982	Syac.g_02354	Prba.g_00815
OG0000983	Syac.g_02355	Prba.g_00816
OG0000984	Syac.g_02356	Prba.g_00817
OG0000985	Syac.g_02359	Prba.g_00820
OG0000986	Syac.g_02363	Prba.g_00822
OG0000987	Syac.g_02365	Prba.g_00823
OG0000988	Syac.g_02370	Prba.g_00826
OG0000989	Syac.g_02379	Prba.g_00830
OG0000990	Syac.g_02397	Prba.g_00833
OG0000991	Syac.g_02400	Prba.g_00834
OG0000992	Syac.g_02402	Prba.g_00836
OG0000993	Syac.g_02403	Prba.g_00837
OG0000994	Syac.g_02405	Prba.g_00838
OG0000995	Syac.g_02410	Prba.g_00842
OG0000996	Syac.g_02454	Prba.g_00843
OG0000997	Syac.g_02464	Prba.g_00844
OG0000998	Syac.g_02466	Prba.g_00846
OG0000999	Syac.g_02467	Prba.g_00847
OG0001000	Syac.g_02470	Prba.g_01778
OG0001001	Syac.g_02475	Prba.g_01780
OG0001002	Syac.g_02481	Prba.g_01784
OG0001003	Syac.g_02483	Prba.g_01785
OG0001004	Syac.g_02484	Prba.g_01786
OG0001005	Syac.g_02485	Prba.g_01787
OG0001006	Syac.g_02492	Prba.g_01791
OG0001007	Syac.g_02494	Prba.g_01793
OG0001008	Syac.g_00693	Prba.g_01024
OG0001009	Syac.g_00030	Prba.g_01820
OG0001010	Syac.g_00031	Prba.g_01821
OG0001011	Syac.g_00032	Prba.g_01822
OG0001012	Syac.g_02351	Prba.g_01837
OG0001013	Syac.g_02337	Prba.g_01842
OG0001014	Syac.g_02333	Prba.g_01845
OG0001015	Syac.g_02332	Prba.g_01846
OG0001016	Syac.g_00446	Prba.g_01861
OG0001017	Syac.g_00440	Prba.g_01865
OG0001018	Syac.g_00438	Prba.g_01868
OG0001019	Syac.g_00422	Prba.g_01877
OG0001020	Syac.g_00417	Prba.g_01878
OG0001021	Syac.g_00413	Prba.g_01879
OG0001022	Syac.g_00410	Prba.g_01882
OG0001023	Syac.g_00409	Prba.g_01883
OG0001024	Syac.g_00405	Prba.g_01886
OG0001025	Syac.g_00399	Prba.g_01892
OG0001026	Syac.g_00386	Prba.g_01899
OG0001027	Syac.g_00380	Prba.g_01900
OG0001028	Syac.g_00378	Prba.g_01902
OG0001029	Syac.g_00376	Prba.g_01903
OG0001030	Syac.g_00356	Prba.g_01918
OG0001031	Syac.g_02266	Prba.g_00642
OG0001032	Syac.g_02268	Prba.g_00643
OG0001033	Syac.g_02298	Prba.g_00664
OG0001034	Syac.g_01968	Prba.g_00455
OG0001036	Syac.g_02221	Prba.g_00477
OG0001037	Syac.g_02223	Prba.g_00478
OG0001038	Syac.g_02251	Prba.g_00495
OG0001039	Syac.g_02254	Prba.g_00498
OG0001040	Syac.g_00292	Prba.g_00500
OG0001041	Syac.g_00287	Prba.g_00504
OG0001042	Syac.g_00258	Prba.g_00520
OG0001043	Syac.g_00254	Prba.g_00521
OG0001044	Syac.g_02021	Prba.g_00549
OG0001045	Syac.g_02008	Prba.g_00558
OG0001046	Syac.g_01207	Prba.g_00873
OG0001047	Syac.g_00695	Prba.g_01022
OG0001048	Syac.g_00696	Prba.g_01021
OG0001049	Syac.g_00703	Prba.g_01019
OG0001050	Syac.g_00704	Prba.g_01018
OG0001051	Syac.g_00705	Prba.g_01017
OG0001052	Syac.g_01704	Prba.g_00990
OG0001053	Syac.g_01901	Prba.g_00978
OG0001054	Syac.g_01884	Prba.g_00963
OG0001055	Syac.g_01863	Prba.g_00944
OG0001056	Syac.g_01831	Prba.g_00925
OG0001057	Syac.g_01825	Prba.g_01774
OG0001058	Syac.g_01810	Prba.g_01766
OG0001059	Syac.g_01806	Prba.g_01762
OG0001060	Syac.g_01799	Prba.g_01755
OG0001061	Syac.g_01779	Prba.g_01742
OG0001062	Syac.g_01777	Prba.g_01740
OG0001063	Syac.g_01773	Prba.g_01738
OG0001064	Syac.g_01772	Prba.g_01737
OG0001065	Syac.g_01771	Prba.g_01736
OG0001066	Syac.g_01770	Prba.g_01735
OG0001067	Syac.g_01769	Prba.g_01734
OG0001068	Syac.g_01768	Prba.g_01733
OG0001069	Syac.g_01767	Prba.g_01732
OG0001070	Syac.g_01764	Prba.g_01729
OG0001071	Syac.g_01763	Prba.g_01728
OG0001072	Syac.g_01758	Prba.g_01727
OG0001074	Syac.g_00945	Prba.g_01702
OG0001075	Syac.g_00946	Prba.g_01701
OG0001076	Syac.g_00956	Prba.g_01693
OG0001077	Syac.g_00967	Prba.g_01689
OG0001078	Syac.g_00980	Prba.g_01681
OG0001079	Syac.g_00993	Prba.g_01670
OG0001080	Syac.g_01092	Prba.g_01664
OG0001081	Syac.g_01432	Prba.g_01662
OG0001082	Syac.g_01431	Prba.g_01661
OG0001083	Syac.g_01424	Prba.g_01656
OG0001084	Syac.g_01423	Prba.g_01655
OG0001085	Syac.g_01412	Prba.g_01647
OG0001086	Syac.g_01410	Prba.g_01646
OG0001087	Syac.g_00923	Prba.g_01629
OG0001088	Syac.g_00920	Prba.g_01628
OG0001089	Syac.g_00896	Prba.g_01620
OG0001090	Syac.g_01286	Prba.g_01593
OG0001091	Syac.g_01284	Prba.g_01591
OG0001092	Syac.g_01282	Prba.g_01590
OG0001093	Syac.g_01276	Prba.g_01585
OG0001094	Syac.g_01347	Prba.g_01505
OG0001095	Syac.g_01326	Prba.g_01486
OG0001096	Syac.g_01310	Prba.g_01473
OG0001097	Syac.g_00834	Prba.g_01454
OG0001098	Syac.g_01096	Prba.g_01439
OG0001099	Syac.g_00377	Prba.g_01407
OG0001100	Syac.g_01402	Prba.g_01403
OG0001101	Syac.g_01401	Prba.g_01401
OG0001102	Syac.g_01398	Prba.g_01398
OG0001103	Syac.g_01395	Prba.g_01396
OG0001104	Syac.g_01364	Prba.g_01374
OG0001105	Syac.g_01360	Prba.g_01370
OG0001106	Syac.g_01166	Prba.g_01346
OG0001107	Syac.g_01180	Prba.g_01339
OG0001108	Syac.g_01188	Prba.g_01335
OG0001109	Syac.g_01190	Prba.g_01334
OG0001110	Syac.g_01192	Prba.g_01332
OG0001111	Syac.g_01194	Prba.g_01331
OG0001112	Syac.g_01196	Prba.g_01330
OG0001113	Syac.g_01197	Prba.g_01329
OG0001114	Syac.g_01198	Prba.g_01328
OG0001115	Syac.g_01202	Prba.g_01326
OG0001116	Syac.g_01204	Prba.g_01325
OG0001117	Syac.g_01205	Prba.g_01324
OG0001118	Syac.g_01206	Prba.g_01323
OG0001119	Syac.g_01208	Prba.g_01322
OG0001120	Syac.g_01213	Prba.g_01320
OG0001121	Syac.g_01949, Syac.g_01170	Prba.g_00099, Prba.g_01317
OG0001122	Syac.g_01238	Prba.g_01292
OG0001123	Syac.g_01245	Prba.g_01288
OG0001124	Syac.g_01247	Prba.g_01286
OG0001125	Syac.g_01249	Prba.g_01285
OG0001126	Syac.g_00870	Prba.g_01275
OG0001127	Syac.g_00871	Prba.g_01274
OG0001128	Syac.g_00875	Prba.g_01272
OG0001129	Syac.g_00877	Prba.g_01271
OG0001130	Syac.g_00878	Prba.g_01270
OG0001131	Syac.g_01382	Prba.g_01234
OG0001132	Syac.g_01062	Prba.g_01225
OG0001133	Syac.g_00958	Prba.g_00729
OG0001134	Syac.g_01466	Prba.g_00097
OG0001136	Syac.g_00767	Prba.g_00067
OG0001137	Syac.g_00786	Prba.g_00055
OG0001138	Syac.g_01486	Prba.g_00037
OG0001139	Syac.g_01488	Prba.g_00036
OG0001140	Syac.g_01489	Prba.g_00035
OG0001141	Syac.g_01490	Prba.g_00034
OG0001142	Syac.g_01491	Prba.g_00033
OG0001143	Syac.g_01499	Prba.g_00026
OG0001144	Syac.g_01508	Prba.g_00021
OG0001145	Syac.g_00740	Prba.g_01184
OG0001146	Syac.g_00722	Prba.g_01196
OG0001147	Syac.g_01689	Prba.g_00210
OG0001148	Syac.g_01918	Prba.g_00194
OG0001149	Syac.g_01919	Prba.g_00193
OG0001150	Syac.g_01920	Prba.g_00192
OG0001151	Syac.g_01932	Prba.g_00181
OG0001152	Syac.g_01933	Prba.g_00180
OG0001153	Syac.g_01670	Prba.g_00681
OG0001154	Syac.g_01671	Prba.g_00680
OG0001155	Syac.g_00621	Prba.g_00343
OG0001156	Syac.g_00618	Prba.g_00340
OG0001157	Syac.g_00617	Prba.g_00339
OG0001158	Syac.g_00616	Prba.g_00338
OG0001159	Syac.g_00615	Prba.g_00337
OG0001160	Syac.g_00570	Prba.g_00313
OG0001161	Syac.g_02385	Prba.g_00300
OG0001162	Syac.g_01307	Prba.g_00289
OG0001163	Syac.g_00562	Prba.g_00234
OG0001164	Syac.g_00556	Prba.g_00230
OG0001165	Syac.g_00551	Prba.g_00227
OG0001166	Syac.g_00520	Prba.g_00601
OG0001167	Syac.g_00667	Prba.g_00584
OG0001168	Syac.g_00665	Prba.g_00582
OG0001169	Syac.g_00663	Prba.g_00580
OG0001170	Syac.g_00661	Prba.g_00578
OG0001171	Syac.g_00650	Prba.g_00569
OG0001172	Syac.g_02187	Prba.g_00360
OG0001173	Syac.g_02186	Prba.g_00361
OG0001174	Syac.g_02178	Prba.g_00369
OG0001175	Syac.g_02177	Prba.g_00370
OG0001176	Syac.g_02141	Prba.g_00377
OG0001177	Syac.g_02143	Prba.g_00380
OG0001178	Syac.g_00539	Prba.g_00385
OG0001179	Syac.g_02112	Prba.g_00413
OG0001180	Syac.g_02087	Prba.g_00435
OG0001181	Syac.g_02083	Prba.g_01048
OG0001182	Syac.g_02074	Prba.g_01055
