Orthogroup	Syac	Syas
OG0000617	Syac.g_01280	Syas.g_00180
OG0000618	Syac.g_01279	Syas.g_00181
OG0000619	Syac.g_01278	Syas.g_00182
OG0000620	Syac.g_01270	Syas.g_00188
OG0000621	Syac.g_01269	Syas.g_00189
OG0000622	Syac.g_01268	Syas.g_00190
OG0000623	Syac.g_01267	Syas.g_00191
OG0000624	Syac.g_01265	Syas.g_00192
OG0000625	Syac.g_01264	Syas.g_00193
OG0000626	Syac.g_01263	Syas.g_00194
OG0000627	Syac.g_01126	Syas.g_00372
OG0000628	Syac.g_01127	Syas.g_00373
OG0000629	Syac.g_01130	Syas.g_00376
OG0000630	Syac.g_01134	Syas.g_00397
OG0000631	Syac.g_01139	Syas.g_00405
OG0000632	Syac.g_01140	Syas.g_00406
OG0000633	Syac.g_01141	Syas.g_00407
OG0000634	Syac.g_01345	Syas.g_00600
OG0000635	Syac.g_01344	Syas.g_00599
OG0000636	Syac.g_01342	Syas.g_00597
OG0000637	Syac.g_01340	Syas.g_00595
OG0000638	Syac.g_01339	Syas.g_00594
OG0000639	Syac.g_01338	Syas.g_00593
OG0000640	Syac.g_01337	Syas.g_00592
OG0000641	Syac.g_01333	Syas.g_00587
OG0000642	Syac.g_01332	Syas.g_00586
OG0000643	Syac.g_01330	Syas.g_00585
OG0000644	Syac.g_01329	Syas.g_00584
OG0000645	Syac.g_01327	Syas.g_00583
OG0000646	Syac.g_01324	Syas.g_00580
OG0000647	Syac.g_01322	Syas.g_00578
OG0000648	Syac.g_01319	Syas.g_00576
OG0000649	Syac.g_01318	Syas.g_00575
OG0000650	Syac.g_01317	Syas.g_00574
OG0000651	Syac.g_01316	Syas.g_00573
OG0000652	Syac.g_01315	Syas.g_00572
OG0000653	Syac.g_01313	Syas.g_00570
OG0000654	Syac.g_01312	Syas.g_00569
OG0000655	Syac.g_01311	Syas.g_00568
OG0000656	Syac.g_01308	Syas.g_00565
OG0000657	Syac.g_00846	Syas.g_00232
OG0000658	Syac.g_00842	Syas.g_00235
OG0000659	Syac.g_00841	Syas.g_00236
OG0000660	Syac.g_00837	Syas.g_00240
OG0000662	Syac.g_00833	Syas.g_00281
OG0000663	Syac.g_00830	Syas.g_00284
OG0000664	Syac.g_00829	Syas.g_00287
OG0000665	Syac.g_01018	Syas.g_00385
OG0000666	Syac.g_01088	Syas.g_01362
OG0000667	Syac.g_02165	Syas.g_00088
OG0000668	Syac.g_01239	Syas.g_00221
OG0000669	Syac.g_01404	Syas.g_00684
OG0000670	Syac.g_00580	Syas.g_00681
OG0000671	Syac.g_01400	Syas.g_00679
OG0000672	Syac.g_01396	Syas.g_00676
OG0000673	Syac.g_01393	Syas.g_00673
OG0000674	Syac.g_01391	Syas.g_00671
OG0000675	Syac.g_01390	Syas.g_00670
OG0000676	Syac.g_01388	Syas.g_00668
OG0000677	Syac.g_01387	Syas.g_00667
OG0000678	Syac.g_01384	Syas.g_00660
OG0000679	Syac.g_01375	Syas.g_00629
OG0000680	Syac.g_01374	Syas.g_00628
OG0000681	Syac.g_01371	Syas.g_00625
OG0000682	Syac.g_01370	Syas.g_00624
OG0000683	Syac.g_01369	Syas.g_00623
OG0000684	Syac.g_01365	Syas.g_00621
OG0000685	Syac.g_01363	Syas.g_00187
OG0000686	Syac.g_01362	Syas.g_00619
OG0000687	Syac.g_01361	Syas.g_00618
OG0000688	Syac.g_01356	Syas.g_00612
OG0000689	Syac.g_01354	Syas.g_00610
OG0000690	Syac.g_01353	Syas.g_00609
OG0000691	Syac.g_01352	Syas.g_00608
OG0000692	Syac.g_01351	Syas.g_00606
OG0000693	Syac.g_01349	Syas.g_00604
OG0000694	Syac.g_01348	Syas.g_00603
OG0000695	Syac.g_01143	Syas.g_00410
OG0000696	Syac.g_01144	Syas.g_00411
OG0000697	Syac.g_01146	Syas.g_00413
OG0000698	Syac.g_01149	Syas.g_00417
OG0000699	Syac.g_01151	Syas.g_00419
OG0000700	Syac.g_01152	Syas.g_00420
OG0000701	Syac.g_01153	Syas.g_00421
OG0000702	Syac.g_01161	Syas.g_00437
OG0000703	Syac.g_01162	Syas.g_00438
OG0000704	Syac.g_01165	Syas.g_00446
OG0000705	Syac.g_01174	Syas.g_00453
OG0000706	Syac.g_01175	Syas.g_00454
OG0000707	Syac.g_01176	Syas.g_00455
OG0000708	Syac.g_01179	Syas.g_00458
OG0000709	Syac.g_01187	Syas.g_00466
OG0000710	Syac.g_01191	Syas.g_00497
OG0000711	Syac.g_01220	Syas.g_00546
OG0000712	Syac.g_01221	Syas.g_00548
OG0000713	Syac.g_01222	Syas.g_00549
OG0000714	Syac.g_01224	Syas.g_00551
OG0000715	Syac.g_01226	Syas.g_00553
OG0000716	Syac.g_01230	Syas.g_00556
OG0000717	Syac.g_01231	Syas.g_00557
OG0000718	Syac.g_01235	Syas.g_00561
OG0000719	Syac.g_01237	Syas.g_00223
OG0000720	Syac.g_01250	Syas.g_00209
OG0000721	Syac.g_01252	Syas.g_00207
OG0000722	Syac.g_01253	Syas.g_00206
OG0000723	Syac.g_01261	Syas.g_00196
OG0000724	Syac.g_00879	Syas.g_00999
OG0000725	Syac.g_00887	Syas.g_01024
OG0000726	Syac.g_00888	Syas.g_01025
OG0000727	Syac.g_00889	Syas.g_01026
OG0000728	Syac.g_00891	Syas.g_01028
OG0000729	Syac.g_00144	Syas.g_02145
OG0000730	Syac.g_02024	Syas.g_01544
OG0000731	Syac.g_02011	Syas.g_01532
OG0000732	Syac.g_00051	Syas.g_02086
OG0000733	Syac.g_02386	Syas.g_00096
OG0000734	Syac.g_00388	Syas.g_02414
OG0000735	Syac.g_00750	Syas.g_01201
OG0000736	Syac.g_00751	Syas.g_01200
OG0000737	Syac.g_00752	Syas.g_01199
OG0000738	Syac.g_00757	Syas.g_01193
OG0000739	Syac.g_00762	Syas.g_01192
OG0000740	Syac.g_00763	Syas.g_01191
OG0000741	Syac.g_00766	Syas.g_01188
OG0000742	Syac.g_00768	Syas.g_01185
OG0000743	Syac.g_00770	Syas.g_01182
OG0000744	Syac.g_00771	Syas.g_01181
OG0000745	Syac.g_00773	Syas.g_01178
OG0000746	Syac.g_00776	Syas.g_01176
OG0000747	Syac.g_00777	Syas.g_01174
OG0000748	Syac.g_00787	Syas.g_01146
OG0000749	Syac.g_00789	Syas.g_01144
OG0000750	Syac.g_00790	Syas.g_01143
OG0000751	Syac.g_00797	Syas.g_01138
OG0000752	Syac.g_00799	Syas.g_01136
OG0000753	Syac.g_00802	Syas.g_01133
OG0000754	Syac.g_01471	Syas.g_01128
OG0000755	Syac.g_01479	Syas.g_01117
OG0000756	Syac.g_01480	Syas.g_01116
OG0000757	Syac.g_01492	Syas.g_01108
OG0000758	Syac.g_01493	Syas.g_01107
OG0000759	Syac.g_01494	Syas.g_01106
OG0000760	Syac.g_01495	Syas.g_01105
OG0000761	Syac.g_01496	Syas.g_01104
OG0000762	Syac.g_01498	Syas.g_01102
OG0000763	Syac.g_01500	Syas.g_01091
OG0000764	Syac.g_01501	Syas.g_01090
OG0000765	Syac.g_01515	Syas.g_01076
OG0000766	Syac.g_01516	Syas.g_01075
OG0000767	Syac.g_01518	Syas.g_01073
OG0000768	Syac.g_01519	Syas.g_01072
OG0000769	Syac.g_01521	Syas.g_01070
OG0000770	Syac.g_01524	Syas.g_01067
OG0000771	Syac.g_00873	Syas.g_00993
OG0000772	Syac.g_01569	Syas.g_01461
OG0000773	Syac.g_00741	Syas.g_00002
OG0000774	Syac.g_00737	Syas.g_02862
OG0000775	Syac.g_00735	Syas.g_02860
OG0000776	Syac.g_00734	Syas.g_02859
OG0000777	Syac.g_00733	Syas.g_02858
OG0000778	Syac.g_00732	Syas.g_02857
OG0000779	Syac.g_00727	Syas.g_02852
OG0000780	Syac.g_00723	Syas.g_02847
OG0000781	Syac.g_00719	Syas.g_02842
OG0000782	Syac.g_00718	Syas.g_02841
OG0000783	Syac.g_00717	Syas.g_02840
OG0000784	Syac.g_00716	Syas.g_02839
OG0000785	Syac.g_00714	Syas.g_02837
OG0000786	Syac.g_01730	Syas.g_02833
OG0000787	Syac.g_01731	Syas.g_02832
OG0000788	Syac.g_00992	Syas.g_00782
OG0000789	Syac.g_01111	Syas.g_01507
OG0000790	Syac.g_01921	Syas.g_01266
OG0000791	Syac.g_01922	Syas.g_01268
OG0000792	Syac.g_01923	Syas.g_01269
OG0000793	Syac.g_01928	Syas.g_01359
OG0000794	Syac.g_01929	Syas.g_01361
OG0000795	Syac.g_01930	Syas.g_01363
OG0000796	Syac.g_01934	Syas.g_01368
OG0000797	Syac.g_01935	Syas.g_01369
OG0000798	Syac.g_02250	Syas.g_01750
OG0000799	Syac.g_01602	Syas.g_02789
OG0000800	Syac.g_01603	Syas.g_02790
OG0000801	Syac.g_01604	Syas.g_02791
OG0000802	Syac.g_01608	Syas.g_02797
OG0000803	Syac.g_01613	Syas.g_02800
OG0000804	Syac.g_01616	Syas.g_02803
OG0000805	Syac.g_01620	Syas.g_02805
OG0000806	Syac.g_01622	Syas.g_02807
OG0000807	Syac.g_01624	Syas.g_02808
OG0000808	Syac.g_01625	Syas.g_02809
OG0000809	Syac.g_01628	Syas.g_02811
OG0000810	Syac.g_01629	Syas.g_02813
OG0000811	Syac.g_01637	Syas.g_02822
OG0000812	Syac.g_01639	Syas.g_02824
OG0000813	Syac.g_01640	Syas.g_02825
OG0000814	Syac.g_01642	Syas.g_02827
OG0000815	Syac.g_01643	Syas.g_02829
OG0000816	Syac.g_01645	Syas.g_02831
OG0000817	Syac.g_01646	Syas.g_02753
OG0000818	Syac.g_01652	Syas.g_01282
OG0000819	Syac.g_01653	Syas.g_01283
OG0000820	Syac.g_01654	Syas.g_01284
OG0000821	Syac.g_01659	Syas.g_01289
OG0000822	Syac.g_01661	Syas.g_01291
OG0000823	Syac.g_01662	Syas.g_01292
OG0000824	Syac.g_01666	Syas.g_01297
OG0000825	Syac.g_01667	Syas.g_01298
OG0000826	Syac.g_01668	Syas.g_01299
OG0000827	Syac.g_01669	Syas.g_01300
OG0000828	Syac.g_01672	Syas.g_01303
OG0000829	Syac.g_01673	Syas.g_01304
OG0000830	Syac.g_01674	Syas.g_01305
OG0000831	Syac.g_01676	Syas.g_01308
OG0000832	Syac.g_00623	Syas.g_01476
OG0000833	Syac.g_00613	Syas.g_02738
OG0000834	Syac.g_00610	Syas.g_02737
OG0000835	Syac.g_00609	Syas.g_02736
OG0000836	Syac.g_00605	Syas.g_02732
OG0000837	Syac.g_00604	Syas.g_02731
OG0000838	Syac.g_00600	Syas.g_02727
OG0000839	Syac.g_00599	Syas.g_02726
OG0000840	Syac.g_00598	Syas.g_02725
OG0000841	Syac.g_00597	Syas.g_02724
OG0000842	Syac.g_00596	Syas.g_02723
OG0000843	Syac.g_00595	Syas.g_02722
OG0000844	Syac.g_00593	Syas.g_02720
OG0000845	Syac.g_00592	Syas.g_02719
OG0000846	Syac.g_00591	Syas.g_02718
OG0000847	Syac.g_00590	Syas.g_02717
OG0000848	Syac.g_00588	Syas.g_02715
OG0000849	Syac.g_00587	Syas.g_02714
OG0000850	Syac.g_00585	Syas.g_02711
OG0000851	Syac.g_00573	Syas.g_02708
OG0000852	Syac.g_00572	Syas.g_02707
OG0000853	Syac.g_00568	Syas.g_02703
OG0000854	Syac.g_00566	Syas.g_02701
OG0000855	Syac.g_00565	Syas.g_02700
OG0000856	Syac.g_00964	Syas.g_00103
OG0000857	Syac.g_01323	Syas.g_00579
OG0000858	Syac.g_00559	Syas.g_02693
OG0000859	Syac.g_00558	Syas.g_02692
OG0000860	Syac.g_00542	Syas.g_02679
OG0000861	Syac.g_00541	Syas.g_02678
OG0000862	Syac.g_00540	Syas.g_02677
OG0000863	Syac.g_00538	Syas.g_02675
OG0000864	Syac.g_00537	Syas.g_02674
OG0000865	Syac.g_00533	Syas.g_02673
OG0000866	Syac.g_00532	Syas.g_02672
OG0000867	Syac.g_00531	Syas.g_02671
OG0000868	Syac.g_00529	Syas.g_02667
OG0000869	Syac.g_00524	Syas.g_02662
OG0000870	Syac.g_00519	Syas.g_02657
OG0000871	Syac.g_00518	Syas.g_02656
OG0000872	Syac.g_00510	Syas.g_02650
OG0000873	Syac.g_00507	Syas.g_02647
OG0000874	Syac.g_00512	Syas.g_02645
OG0000875	Syac.g_00505	Syas.g_02644
OG0000876	Syac.g_00675	Syas.g_00280
OG0000877	Syac.g_00671	Syas.g_02603
OG0000878	Syac.g_00670	Syas.g_02602
OG0000879	Syac.g_00669	Syas.g_02601
OG0000880	Syac.g_00668	Syas.g_02600
OG0000881	Syac.g_00664	Syas.g_02596
OG0000882	Syac.g_00659	Syas.g_02591
OG0000883	Syac.g_00656	Syas.g_02586
OG0000884	Syac.g_00654	Syas.g_02584
OG0000885	Syac.g_00653	Syas.g_02583
OG0000886	Syac.g_00652	Syas.g_02582
OG0000887	Syac.g_00651	Syas.g_02581
OG0000888	Syac.g_00649	Syas.g_02579
OG0000889	Syac.g_00647	Syas.g_02577
OG0000890	Syac.g_00642	Syas.g_02574
OG0000891	Syac.g_00641	Syas.g_02573
OG0000892	Syac.g_00638	Syas.g_02571
OG0000893	Syac.g_02193	Syas.g_01677
OG0000894	Syac.g_02189	Syas.g_01667
OG0000895	Syac.g_02185	Syas.g_01663
OG0000896	Syac.g_02184	Syas.g_01662
OG0000897	Syac.g_02182	Syas.g_01660
OG0000898	Syac.g_02181	Syas.g_01659
OG0000899	Syac.g_02180	Syas.g_01658
OG0000900	Syac.g_02179	Syas.g_01657
OG0000901	Syac.g_02174	Syas.g_01652
OG0000902	Syac.g_02172	Syas.g_01651
OG0000903	Syac.g_02140	Syas.g_01637
OG0000904	Syac.g_02145	Syas.g_01642
OG0000905	Syac.g_02148	Syas.g_01647
OG0000906	Syac.g_02150	Syas.g_01649
OG0000907	Syac.g_02138	Syas.g_01635
OG0000908	Syac.g_02135	Syas.g_01632
OG0000909	Syac.g_02134	Syas.g_01631
OG0000910	Syac.g_02133	Syas.g_01630
OG0000911	Syac.g_02131	Syas.g_01628
OG0000912	Syac.g_02130	Syas.g_01627
OG0000913	Syac.g_02129	Syas.g_01626
OG0000914	Syac.g_02128	Syas.g_01625
OG0000915	Syac.g_02127	Syas.g_01623
OG0000916	Syac.g_02126	Syas.g_01622
OG0000917	Syac.g_02125	Syas.g_01621
OG0000918	Syac.g_02124	Syas.g_01620
OG0000919	Syac.g_02123	Syas.g_01619
OG0000920	Syac.g_02122	Syas.g_01618
OG0000921	Syac.g_02121	Syas.g_01617
OG0000922	Syac.g_02120	Syas.g_01616
OG0000923	Syac.g_02116	Syas.g_01612
OG0000924	Syac.g_02115	Syas.g_01611
OG0000925	Syac.g_02114	Syas.g_01610
OG0000926	Syac.g_02113	Syas.g_01609
OG0000927	Syac.g_02111	Syas.g_01607
OG0000928	Syac.g_02110	Syas.g_01606
OG0000929	Syac.g_02109	Syas.g_01605
OG0000930	Syac.g_02108	Syas.g_01604
OG0000931	Syac.g_02107	Syas.g_01603
OG0000932	Syac.g_02106	Syas.g_01602
OG0000933	Syac.g_02101	Syas.g_01596
OG0000934	Syac.g_02099	Syas.g_01594
OG0000935	Syac.g_02098	Syas.g_01593
OG0000936	Syac.g_02097	Syas.g_01592
OG0000937	Syac.g_02096	Syas.g_01591
OG0000938	Syac.g_02092	Syas.g_01588
OG0000939	Syac.g_02091	Syas.g_01587
OG0000940	Syac.g_02084	Syas.g_01580
OG0000941	Syac.g_02082	Syas.g_01578
OG0000942	Syac.g_02080	Syas.g_01576
OG0000943	Syac.g_02079	Syas.g_01575
OG0000944	Syac.g_02077	Syas.g_01573
OG0000945	Syac.g_02075	Syas.g_01572
OG0000946	Syac.g_02071	Syas.g_01565
OG0000947	Syac.g_02068	Syas.g_01562
OG0000948	Syac.g_02067	Syas.g_01561
OG0000949	Syac.g_00205	Syas.g_02213
OG0000950	Syac.g_00193	Syas.g_02197
OG0000951	Syac.g_00188	Syas.g_02190
OG0000952	Syac.g_00183	Syas.g_02186
OG0000953	Syac.g_00177	Syas.g_02182
OG0000954	Syac.g_00172	Syas.g_02174
OG0000955	Syac.g_00171	Syas.g_02173
OG0000956	Syac.g_00169	Syas.g_02171
OG0000957	Syac.g_00158	Syas.g_02158
OG0000958	Syac.g_00157	Syas.g_02157
OG0000959	Syac.g_00153	Syas.g_02154
OG0000960	Syac.g_00152	Syas.g_02153
OG0000961	Syac.g_00147	Syas.g_02345
OG0000962	Syac.g_00145	Syas.g_02146
OG0000963	Syac.g_00140	Syas.g_02143
OG0000964	Syac.g_00139	Syas.g_02142
OG0000965	Syac.g_00138	Syas.g_02141
OG0000966	Syac.g_00107	Syas.g_02112
OG0000967	Syac.g_00075	Syas.g_02108
OG0000968	Syac.g_00080	Syas.g_02106
OG0000969	Syac.g_00078	Syas.g_02104
OG0000970	Syac.g_00077	Syas.g_02103
OG0000971	Syac.g_00067	Syas.g_02101
OG0000972	Syac.g_00066	Syas.g_02100
OG0000973	Syac.g_00065	Syas.g_02099
OG0000974	Syac.g_00064	Syas.g_02098
OG0000975	Syac.g_00063	Syas.g_02097
OG0000976	Syac.g_00062	Syas.g_02096
OG0000977	Syac.g_00059	Syas.g_02094
OG0000978	Syac.g_00058	Syas.g_02093
OG0000979	Syac.g_00055	Syas.g_02090
OG0000980	Syac.g_00052	Syas.g_02087
OG0000981	Syac.g_00049	Syas.g_02084
OG0000982	Syac.g_02354	Syas.g_01882
OG0000983	Syac.g_02355	Syas.g_01883
OG0000984	Syac.g_02356	Syas.g_01884
OG0000985	Syac.g_02359	Syas.g_01888
OG0000986	Syac.g_02363	Syas.g_01891
OG0000987	Syac.g_02365	Syas.g_01897
OG0000988	Syac.g_02370	Syas.g_01902
OG0000989	Syac.g_02379	Syas.g_01908
OG0000990	Syac.g_02397	Syas.g_01937
OG0000991	Syac.g_02400	Syas.g_01939
OG0000992	Syac.g_02402	Syas.g_01943
OG0000993	Syac.g_02403	Syas.g_01945
OG0000994	Syac.g_02405	Syas.g_01948
OG0000995	Syac.g_02410	Syas.g_01955
OG0000996	Syac.g_02454	Syas.g_01977
OG0000997	Syac.g_02464	Syas.g_01993
OG0000998	Syac.g_02466	Syas.g_01995
OG0000999	Syac.g_02467	Syas.g_01996
OG0001000	Syac.g_02470	Syas.g_02000
OG0001001	Syac.g_02475	Syas.g_02006
OG0001002	Syac.g_02481	Syas.g_02014
OG0001003	Syac.g_02483	Syas.g_02016
OG0001004	Syac.g_02484	Syas.g_02017
OG0001005	Syac.g_02485	Syas.g_02018
OG0001006	Syac.g_02492	Syas.g_02032
OG0001007	Syac.g_02494	Syas.g_02034
OG0001008	Syac.g_00693	Syas.g_01496
OG0001009	Syac.g_00030	Syas.g_02065
OG0001010	Syac.g_00031	Syas.g_02066
OG0001011	Syac.g_00032	Syas.g_02068
OG0001012	Syac.g_02351	Syas.g_00152
OG0001013	Syac.g_02337	Syas.g_01866
OG0001014	Syac.g_02333	Syas.g_01857
OG0001015	Syac.g_02332	Syas.g_01856
OG0001016	Syac.g_00446	Syas.g_02517
OG0001017	Syac.g_00440	Syas.g_02511
OG0001018	Syac.g_00438	Syas.g_02509
OG0001019	Syac.g_00422	Syas.g_02469
OG0001020	Syac.g_00417	Syas.g_02443
OG0001021	Syac.g_00413	Syas.g_02437
OG0001022	Syac.g_00410	Syas.g_02434
OG0001023	Syac.g_00409	Syas.g_02433
OG0001024	Syac.g_00405	Syas.g_00135
OG0001025	Syac.g_00399	Syas.g_02424
OG0001026	Syac.g_00386	Syas.g_02412
OG0001027	Syac.g_00380	Syas.g_02408
OG0001028	Syac.g_00378	Syas.g_02405
OG0001029	Syac.g_00376	Syas.g_02403
OG0001030	Syac.g_00356	Syas.g_02384
OG0001031	Syac.g_02266	Syas.g_02293
OG0001032	Syac.g_02268	Syas.g_02290
OG0001033	Syac.g_02298	Syas.g_02239
OG0001034	Syac.g_01968	Syas.g_02556
OG0001036	Syac.g_02221	Syas.g_01709
OG0001037	Syac.g_02223	Syas.g_01711
OG0001038	Syac.g_02251	Syas.g_01751
OG0001039	Syac.g_02254	Syas.g_01754
OG0001041	Syac.g_00287	Syas.g_01761
OG0001042	Syac.g_00258	Syas.g_01821
OG0001043	Syac.g_00254	Syas.g_01817
OG0001044	Syac.g_02021	Syas.g_01542
OG0001045	Syac.g_02008	Syas.g_01529
OG0001046	Syac.g_01207	Syas.g_00532
OG0001047	Syac.g_00695	Syas.g_01494
OG0001048	Syac.g_00696	Syas.g_01493
OG0001049	Syac.g_00703	Syas.g_02742
OG0001050	Syac.g_00704	Syas.g_02743
OG0001051	Syac.g_00705	Syas.g_02744
OG0001052	Syac.g_01704	Syas.g_01337
OG0001053	Syac.g_01901	Syas.g_01250
OG0001054	Syac.g_01884	Syas.g_01231
OG0001055	Syac.g_01863	Syas.g_01210
OG0001056	Syac.g_01831	Syas.g_00068
OG0001057	Syac.g_01825	Syas.g_00763
OG0001058	Syac.g_01810	Syas.g_00787
OG0001059	Syac.g_01806	Syas.g_00791
OG0001060	Syac.g_01799	Syas.g_00797
OG0001061	Syac.g_01779	Syas.g_00816
OG0001062	Syac.g_01777	Syas.g_00819
OG0001063	Syac.g_01773	Syas.g_00830
OG0001064	Syac.g_01772	Syas.g_00831
OG0001065	Syac.g_01771	Syas.g_00832
OG0001066	Syac.g_01770	Syas.g_00833
OG0001067	Syac.g_01769	Syas.g_00834
OG0001068	Syac.g_01768	Syas.g_00835
OG0001069	Syac.g_01767	Syas.g_00836
OG0001070	Syac.g_01764	Syas.g_00840
OG0001071	Syac.g_01763	Syas.g_00841
OG0001072	Syac.g_01758	Syas.g_00844
OG0001074	Syac.g_00945	Syas.g_00157
OG0001075	Syac.g_00946	Syas.g_00163
OG0001076	Syac.g_00956	Syas.g_00113
OG0001077	Syac.g_00967	Syas.g_00101
OG0001078	Syac.g_00980	Syas.g_00745
OG0001079	Syac.g_00993	Syas.g_00729
OG0001080	Syac.g_01092	Syas.g_00717
OG0001081	Syac.g_01432	Syas.g_00715
OG0001082	Syac.g_01431	Syas.g_00714
OG0001083	Syac.g_01424	Syas.g_00707
OG0001084	Syac.g_01423	Syas.g_00706
OG0001085	Syac.g_01412	Syas.g_00693
OG0001086	Syac.g_01410	Syas.g_00691
OG0001087	Syac.g_00923	Syas.g_00071
OG0001088	Syac.g_00920	Syas.g_01060
OG0001089	Syac.g_00896	Syas.g_01039
OG0001090	Syac.g_01286	Syas.g_00980
OG0001091	Syac.g_01284	Syas.g_00979
OG0001092	Syac.g_01282	Syas.g_00178
OG0001093	Syac.g_01276	Syas.g_00184
OG0001095	Syac.g_01326	Syas.g_00582
OG0001097	Syac.g_00834	Syas.g_00243
OG0001098	Syac.g_01096	Syas.g_00880
OG0001099	Syac.g_00377	Syas.g_02404
OG0001100	Syac.g_01402	Syas.g_00682
OG0001101	Syac.g_01401	Syas.g_00680
OG0001102	Syac.g_01398	Syas.g_00677
OG0001103	Syac.g_01395	Syas.g_00675
OG0001104	Syac.g_01364	Syas.g_00620
OG0001105	Syac.g_01360	Syas.g_00617
OG0001106	Syac.g_01166	Syas.g_00447
OG0001107	Syac.g_01180	Syas.g_00459
OG0001108	Syac.g_01188	Syas.g_00494
OG0001109	Syac.g_01190	Syas.g_00496
OG0001110	Syac.g_01192	Syas.g_00498
OG0001111	Syac.g_01194	Syas.g_00500
OG0001112	Syac.g_01196	Syas.g_00503
OG0001113	Syac.g_01197	Syas.g_00504
OG0001114	Syac.g_01198	Syas.g_00505
OG0001115	Syac.g_01202	Syas.g_00527
OG0001116	Syac.g_01204	Syas.g_00529
OG0001117	Syac.g_01205	Syas.g_00530
OG0001118	Syac.g_01206	Syas.g_00531
OG0001119	Syac.g_01208	Syas.g_00533
OG0001120	Syac.g_01213	Syas.g_00539
OG0001122	Syac.g_01238	Syas.g_00222
OG0001123	Syac.g_01245	Syas.g_00214
OG0001124	Syac.g_01247	Syas.g_00212
OG0001125	Syac.g_01249	Syas.g_00210
OG0001126	Syac.g_00870	Syas.g_00991
OG0001127	Syac.g_00871	Syas.g_00992
OG0001128	Syac.g_00875	Syas.g_00995
OG0001129	Syac.g_00877	Syas.g_00997
OG0001130	Syac.g_00878	Syas.g_00998
OG0001131	Syac.g_01382	Syas.g_01401
OG0001132	Syac.g_01062	Syas.g_00525
OG0001133	Syac.g_00958	Syas.g_00109
OG0001136	Syac.g_00767	Syas.g_01187
OG0001138	Syac.g_01486	Syas.g_01114
OG0001139	Syac.g_01488	Syas.g_01112
OG0001140	Syac.g_01489	Syas.g_01111
OG0001141	Syac.g_01490	Syas.g_01110
OG0001142	Syac.g_01491	Syas.g_01109
OG0001143	Syac.g_01499	Syas.g_01092
OG0001144	Syac.g_01508	Syas.g_01084
OG0001145	Syac.g_00740	Syas.g_02867
OG0001146	Syac.g_00722	Syas.g_02846
OG0001147	Syac.g_01689	Syas.g_01329
OG0001148	Syac.g_01918	Syas.g_01263
OG0001149	Syac.g_01919	Syas.g_01264
OG0001150	Syac.g_01920	Syas.g_01265
OG0001151	Syac.g_01932	Syas.g_01366
OG0001152	Syac.g_01933	Syas.g_01367
OG0001153	Syac.g_01670	Syas.g_01301
OG0001154	Syac.g_01671	Syas.g_01302
OG0001155	Syac.g_00621	Syas.g_01478
OG0001156	Syac.g_00618	Syas.g_01489
OG0001157	Syac.g_00617	Syas.g_01490
OG0001158	Syac.g_00616	Syas.g_01491
OG0001159	Syac.g_00615	Syas.g_01492
OG0001160	Syac.g_00570	Syas.g_02705
OG0001161	Syac.g_02385	Syas.g_02030
OG0001162	Syac.g_01307	Syas.g_02473
OG0001163	Syac.g_00562	Syas.g_02697
OG0001164	Syac.g_00556	Syas.g_02691
OG0001165	Syac.g_00551	Syas.g_02686
OG0001166	Syac.g_00520	Syas.g_02658
OG0001167	Syac.g_00667	Syas.g_01046
OG0001168	Syac.g_00665	Syas.g_02597
OG0001169	Syac.g_00663	Syas.g_02595
OG0001170	Syac.g_00661	Syas.g_02593
OG0001171	Syac.g_00650	Syas.g_02580
OG0001172	Syac.g_02187	Syas.g_01665
OG0001173	Syac.g_02186	Syas.g_01664
OG0001174	Syac.g_02178	Syas.g_01656
OG0001175	Syac.g_02177	Syas.g_01655
OG0001176	Syac.g_02141	Syas.g_01638
OG0001177	Syac.g_02143	Syas.g_01640
OG0001178	Syac.g_00539	Syas.g_02676
OG0001179	Syac.g_02112	Syas.g_01608
OG0001180	Syac.g_02087	Syas.g_01583
OG0001181	Syac.g_02083	Syas.g_01579
OG0001182	Syac.g_02074	Syas.g_01571
OG0001183	Syac.g_02070	Syas.g_01564
OG0001184	Syac.g_00186	Syas.g_02188
OG0001185	Syac.g_00162	Syas.g_02162
OG0001186	Syac.g_00082	Syas.g_02113
OG0001187	Syac.g_00085	Syas.g_02111
OG0001189	Syac.g_00054	Syas.g_02089
OG0001190	Syac.g_02353	Syas.g_01881
OG0001191	Syac.g_02368	Syas.g_01900
OG0001193	Syac.g_02406	Syas.g_01952
OG0001194	Syac.g_02408	Syas.g_01953
OG0001195	Syac.g_02409	Syas.g_01954
OG0001196	Syac.g_02477	Syas.g_02010
OG0001197	Syac.g_02479	Syas.g_02012
OG0001198	Syac.g_02491	Syas.g_02031
OG0001199	Syac.g_00445	Syas.g_02516
OG0001200	Syac.g_00443	Syas.g_02514
OG0001201	Syac.g_00395	Syas.g_02419
OG0001202	Syac.g_02285	Syas.g_02270
OG0001203	Syac.g_01967	Syas.g_02557
OG0001204	Syac.g_02200	Syas.g_01687
OG0001205	Syac.g_00706	Syas.g_02745
OG0001207	Syac.g_01915	Syas.g_01260
OG0001208	Syac.g_01902	Syas.g_01251
OG0001209	Syac.g_01833	Syas.g_00065
OG0001210	Syac.g_01826	Syas.g_00761
OG0001211	Syac.g_01809	Syas.g_00788
