Orthogroup	Syac	Prae
OG0000600	Syac.g_00990	Prae.g_00619
OG0000601	Syac.g_00991	Prae.g_00620
OG0000602	Syac.g_00996	Prae.g_00622
OG0000603	Syac.g_00997	Prae.g_00623
OG0000604	Syac.g_01001	Prae.g_00624
OG0000605	Syac.g_01089	Prae.g_00625
OG0000606	Syac.g_01434	Prae.g_00628
OG0000607	Syac.g_01430	Prae.g_00631
OG0000608	Syac.g_01429	Prae.g_00632
OG0000609	Syac.g_01427	Prae.g_00633
OG0000610	Syac.g_01419	Prae.g_00638
OG0000611	Syac.g_01416	Prae.g_00641
OG0000612	Syac.g_01415	Prae.g_00642
OG0000613	Syac.g_00231	Prae.g_00647
OG0000614	Syac.g_00911	Prae.g_00666
OG0000615	Syac.g_01377	Prae.g_00674
OG0000616	Syac.g_02478	Prae.g_00678
OG0000617	Syac.g_01280	Prae.g_00717
OG0000618	Syac.g_01279	Prae.g_00718
OG0000619	Syac.g_01278	Prae.g_00719
OG0000620	Syac.g_01270	Prae.g_00722
OG0000621	Syac.g_01269	Prae.g_00723
OG0000622	Syac.g_01268	Prae.g_00724
OG0000623	Syac.g_01267	Prae.g_00725
OG0000624	Syac.g_01265	Prae.g_00726
OG0000625	Syac.g_01264	Prae.g_00727
OG0000626	Syac.g_01263	Prae.g_00728
OG0000627	Syac.g_01126	Prae.g_00729
OG0000628	Syac.g_01127	Prae.g_00730
OG0000629	Syac.g_01130	Prae.g_00731
OG0000630	Syac.g_01134	Prae.g_00734
OG0000631	Syac.g_01139	Prae.g_00797
OG0000632	Syac.g_01140	Prae.g_00798
OG0000633	Syac.g_01141	Prae.g_00799
OG0000634	Syac.g_01345	Prae.g_00802
OG0000635	Syac.g_01344	Prae.g_00803
OG0000636	Syac.g_01342	Prae.g_00805
OG0000637	Syac.g_01340	Prae.g_00807
OG0000638	Syac.g_01339	Prae.g_00808
OG0000639	Syac.g_01338	Prae.g_00809
OG0000640	Syac.g_01337	Prae.g_00810
OG0000641	Syac.g_01333	Prae.g_00814
OG0000642	Syac.g_01332	Prae.g_00815
OG0000643	Syac.g_01330	Prae.g_00816
OG0000644	Syac.g_01329	Prae.g_00817
OG0000645	Syac.g_01327	Prae.g_00818
OG0000646	Syac.g_01324	Prae.g_00820
OG0000647	Syac.g_01322	Prae.g_00821
OG0000648	Syac.g_01319	Prae.g_00823
OG0000649	Syac.g_01318	Prae.g_00824
OG0000650	Syac.g_01317	Prae.g_00825
OG0000651	Syac.g_01316	Prae.g_00826
OG0000652	Syac.g_01315	Prae.g_00827
OG0000653	Syac.g_01313	Prae.g_00829
OG0000654	Syac.g_01312	Prae.g_00830
OG0000655	Syac.g_01311	Prae.g_00831
OG0000656	Syac.g_01308	Prae.g_00834
OG0000657	Syac.g_00846	Prae.g_00841
OG0000658	Syac.g_00842	Prae.g_00842
OG0000659	Syac.g_00841	Prae.g_00843
OG0000660	Syac.g_00837	Prae.g_00847
OG0000661	Syac.g_00835	Prae.g_00849
OG0000662	Syac.g_00833	Prae.g_00851
OG0000663	Syac.g_00830	Prae.g_00853
OG0000664	Syac.g_00829	Prae.g_00854
OG0000665	Syac.g_01018	Prae.g_00858
OG0000666	Syac.g_01088	Prae.g_00859
OG0000667	Syac.g_02165	Prae.g_00863
OG0000668	Syac.g_01239	Prae.g_00892
OG0000669	Syac.g_01404	Prae.g_00900
OG0000670	Syac.g_00580	Prae.g_00902
OG0000671	Syac.g_01400	Prae.g_00904
OG0000672	Syac.g_01396	Prae.g_00906
OG0000673	Syac.g_01393	Prae.g_00909
OG0000674	Syac.g_01391	Prae.g_00911
OG0000675	Syac.g_01390	Prae.g_00912
OG0000676	Syac.g_01388	Prae.g_00914
OG0000677	Syac.g_01387	Prae.g_00915
OG0000678	Syac.g_01384	Prae.g_00917
OG0000679	Syac.g_01375	Prae.g_00921
OG0000680	Syac.g_01374	Prae.g_00922
OG0000681	Syac.g_01371	Prae.g_00924
OG0000682	Syac.g_01370	Prae.g_00925
OG0000683	Syac.g_01369	Prae.g_00926
OG0000684	Syac.g_01365	Prae.g_00927
OG0000685	Syac.g_01363	Prae.g_00929
OG0000686	Syac.g_01362	Prae.g_00930
OG0000687	Syac.g_01361	Prae.g_00931
OG0000688	Syac.g_01356	Prae.g_00934
OG0000689	Syac.g_01354	Prae.g_00935
OG0000690	Syac.g_01353	Prae.g_00936
OG0000691	Syac.g_01352	Prae.g_00937
OG0000692	Syac.g_01351	Prae.g_00938
OG0000693	Syac.g_01349	Prae.g_00939
OG0000694	Syac.g_01348	Prae.g_00940
OG0000695	Syac.g_01143	Prae.g_00942
OG0000696	Syac.g_01144	Prae.g_00943
OG0000697	Syac.g_01146	Prae.g_00944
OG0000698	Syac.g_01149	Prae.g_00947
OG0000699	Syac.g_01151	Prae.g_00948
OG0000700	Syac.g_01152	Prae.g_00949
OG0000701	Syac.g_01153	Prae.g_00950
OG0000702	Syac.g_01161	Prae.g_00952
OG0000703	Syac.g_01162	Prae.g_00953
OG0000704	Syac.g_01165	Prae.g_00954
OG0000705	Syac.g_01174	Prae.g_00958
OG0000706	Syac.g_01175	Prae.g_00959
OG0000707	Syac.g_01176	Prae.g_00960
OG0000708	Syac.g_01179	Prae.g_00961
OG0000709	Syac.g_01187	Prae.g_00965
OG0000710	Syac.g_01191	Prae.g_00968
OG0000711	Syac.g_01220	Prae.g_00985
OG0000712	Syac.g_01221	Prae.g_00987
OG0000713	Syac.g_01222	Prae.g_00988
OG0000714	Syac.g_01224	Prae.g_00989
OG0000715	Syac.g_01226	Prae.g_00991
OG0000716	Syac.g_01230	Prae.g_00993
OG0000717	Syac.g_01231	Prae.g_00994
OG0000718	Syac.g_01235	Prae.g_01009
OG0000719	Syac.g_01237	Prae.g_01011
OG0000720	Syac.g_01250	Prae.g_01020
OG0000721	Syac.g_01252	Prae.g_01022
OG0000722	Syac.g_01253	Prae.g_01023
OG0000723	Syac.g_01261	Prae.g_01026
OG0000724	Syac.g_00879	Prae.g_01035
OG0000725	Syac.g_00887	Prae.g_01041
OG0000726	Syac.g_00888	Prae.g_01042
OG0000727	Syac.g_00889	Prae.g_01043
OG0000728	Syac.g_00891	Prae.g_01045
OG0000729	Syac.g_00144	Prae.g_01092
OG0000730	Syac.g_02024	Prae.g_01096
OG0000731	Syac.g_02011	Prae.g_01100
OG0000732	Syac.g_00051	Prae.g_01109
OG0000733	Syac.g_02386	Prae.g_01131
OG0000734	Syac.g_00388	Prae.g_01148
OG0000735	Syac.g_00750	Prae.g_01150
OG0000736	Syac.g_00751	Prae.g_01151
OG0000737	Syac.g_00752	Prae.g_01152
OG0000738	Syac.g_00757	Prae.g_01156
OG0000739	Syac.g_00762	Prae.g_01157
OG0000740	Syac.g_00763	Prae.g_01158
OG0000741	Syac.g_00766	Prae.g_01159
OG0000742	Syac.g_00768	Prae.g_01162
OG0000743	Syac.g_00770	Prae.g_01164
OG0000744	Syac.g_00771	Prae.g_01165
OG0000745	Syac.g_00773	Prae.g_01166
OG0000746	Syac.g_00776	Prae.g_01168
OG0000747	Syac.g_00777	Prae.g_01169
OG0000748	Syac.g_00787	Prae.g_01172
OG0000749	Syac.g_00789	Prae.g_01173
OG0000750	Syac.g_00790	Prae.g_01174
OG0000751	Syac.g_00797	Prae.g_01176
OG0000752	Syac.g_00799	Prae.g_01178
OG0000753	Syac.g_00802	Prae.g_01181
OG0000754	Syac.g_01471	Prae.g_01184
OG0000755	Syac.g_01479	Prae.g_01187
OG0000756	Syac.g_01480	Prae.g_01188
OG0000757	Syac.g_01492	Prae.g_01194
OG0000758	Syac.g_01493	Prae.g_01195
OG0000759	Syac.g_01494	Prae.g_01196
OG0000760	Syac.g_01495	Prae.g_01197
OG0000761	Syac.g_01496	Prae.g_01198
OG0000762	Syac.g_01498	Prae.g_01199
OG0000763	Syac.g_01500	Prae.g_01201
OG0000764	Syac.g_01501	Prae.g_01202
OG0000765	Syac.g_01515	Prae.g_01211
OG0000766	Syac.g_01516	Prae.g_01212
OG0000767	Syac.g_01518	Prae.g_01214
OG0000768	Syac.g_01519	Prae.g_01215
OG0000769	Syac.g_01521	Prae.g_01217
OG0000770	Syac.g_01524	Prae.g_01219
OG0000771	Syac.g_00873	Prae.g_01434
OG0000772	Syac.g_01569	Prae.g_01293
OG0000773	Syac.g_00741	Prae.g_01319
OG0000774	Syac.g_00737	Prae.g_01321
OG0000775	Syac.g_00735	Prae.g_01324
OG0000776	Syac.g_00734	Prae.g_01325
OG0000777	Syac.g_00733	Prae.g_01326
OG0000778	Syac.g_00732	Prae.g_01327
OG0000779	Syac.g_00727	Prae.g_01331
OG0000780	Syac.g_00723	Prae.g_01332
OG0000781	Syac.g_00719	Prae.g_01335
OG0000782	Syac.g_00718	Prae.g_01336
OG0000783	Syac.g_00717	Prae.g_01337
OG0000784	Syac.g_00716	Prae.g_01338
OG0000785	Syac.g_00714	Prae.g_01340
OG0000786	Syac.g_01730	Prae.g_01342
OG0000787	Syac.g_01731	Prae.g_01343
OG0000788	Syac.g_00992	Prae.g_01355
OG0000789	Syac.g_01111	Prae.g_01358
OG0000790	Syac.g_01921	Prae.g_01373
OG0000791	Syac.g_01922	Prae.g_01375
OG0000792	Syac.g_01923	Prae.g_01376
OG0000793	Syac.g_01928	Prae.g_01379
OG0000794	Syac.g_01929	Prae.g_01380
OG0000795	Syac.g_01930	Prae.g_01381
OG0000796	Syac.g_01934	Prae.g_01385
OG0000797	Syac.g_01935	Prae.g_01386
OG0000798	Syac.g_02250	Prae.g_01420
OG0000799	Syac.g_01602	Prae.g_01441
OG0000800	Syac.g_01603	Prae.g_01442
OG0000801	Syac.g_01604	Prae.g_01443
OG0000802	Syac.g_01608	Prae.g_01445
OG0000803	Syac.g_01613	Prae.g_01447
OG0000804	Syac.g_01616	Prae.g_01448
OG0000805	Syac.g_01620	Prae.g_01450
OG0000806	Syac.g_01622	Prae.g_01452
OG0000807	Syac.g_01624	Prae.g_01453
OG0000808	Syac.g_01625	Prae.g_01454
OG0000809	Syac.g_01628	Prae.g_01457
OG0000810	Syac.g_01629	Prae.g_01458
OG0000811	Syac.g_01637	Prae.g_01462
OG0000812	Syac.g_01639	Prae.g_01464
OG0000813	Syac.g_01640	Prae.g_01465
OG0000814	Syac.g_01642	Prae.g_01467
OG0000815	Syac.g_01643	Prae.g_01468
OG0000816	Syac.g_01645	Prae.g_01470
OG0000817	Syac.g_01646	Prae.g_01471
OG0000818	Syac.g_01652	Prae.g_01476
OG0000819	Syac.g_01653	Prae.g_01477
OG0000820	Syac.g_01654	Prae.g_01478
OG0000821	Syac.g_01659	Prae.g_01482
OG0000822	Syac.g_01661	Prae.g_01483
OG0000823	Syac.g_01662	Prae.g_01484
OG0000824	Syac.g_01666	Prae.g_01487
OG0000825	Syac.g_01667	Prae.g_01488
OG0000826	Syac.g_01668	Prae.g_01489
OG0000827	Syac.g_01669	Prae.g_01490
OG0000828	Syac.g_01672	Prae.g_01493
OG0000829	Syac.g_01673	Prae.g_01494
OG0000830	Syac.g_01674	Prae.g_01495
OG0000831	Syac.g_01676	Prae.g_01497
OG0000832	Syac.g_00623	Prae.g_01503
OG0000833	Syac.g_00613	Prae.g_01511
OG0000834	Syac.g_00610	Prae.g_01512
OG0000835	Syac.g_00609	Prae.g_01513
OG0000836	Syac.g_00605	Prae.g_01514
OG0000837	Syac.g_00604	Prae.g_01515
OG0000838	Syac.g_00600	Prae.g_01517
OG0000839	Syac.g_00599	Prae.g_01518
OG0000840	Syac.g_00598	Prae.g_01519
OG0000841	Syac.g_00597	Prae.g_01520
OG0000842	Syac.g_00596	Prae.g_01521
OG0000843	Syac.g_00595	Prae.g_01522
OG0000844	Syac.g_00593	Prae.g_01523
OG0000845	Syac.g_00592	Prae.g_01524
OG0000846	Syac.g_00591	Prae.g_01525
OG0000847	Syac.g_00590	Prae.g_01526
OG0000848	Syac.g_00588	Prae.g_01527
OG0000849	Syac.g_00587	Prae.g_01528
OG0000850	Syac.g_00585	Prae.g_01530
OG0000851	Syac.g_00573	Prae.g_01531
OG0000852	Syac.g_00572	Prae.g_01532
OG0000853	Syac.g_00568	Prae.g_01536
OG0000854	Syac.g_00566	Prae.g_01538
OG0000855	Syac.g_00565	Prae.g_01539
OG0000856	Syac.g_00964	Prae.g_01554
OG0000857	Syac.g_01323	Prae.g_01582
OG0000858	Syac.g_00559	Prae.g_01617
OG0000859	Syac.g_00558	Prae.g_01618
OG0000860	Syac.g_00542	Prae.g_01625
OG0000861	Syac.g_00541	Prae.g_01626
OG0000862	Syac.g_00540	Prae.g_01627
OG0000863	Syac.g_00538	Prae.g_01629
OG0000864	Syac.g_00537	Prae.g_01630
OG0000865	Syac.g_00533	Prae.g_01631
OG0000866	Syac.g_00532	Prae.g_01632
OG0000867	Syac.g_00531	Prae.g_01633
OG0000868	Syac.g_00529	Prae.g_01634
OG0000869	Syac.g_00524	Prae.g_01638
OG0000870	Syac.g_00519	Prae.g_01643
OG0000871	Syac.g_00518	Prae.g_01644
OG0000872	Syac.g_00510	Prae.g_01645
OG0000873	Syac.g_00507	Prae.g_01648
OG0000874	Syac.g_00512	Prae.g_01651
OG0000875	Syac.g_00505	Prae.g_01652
OG0000876	Syac.g_00675	Prae.g_01653
OG0000877	Syac.g_00671	Prae.g_01655
OG0000878	Syac.g_00670	Prae.g_01656
OG0000879	Syac.g_00669	Prae.g_01657
OG0000880	Syac.g_00668	Prae.g_01658
OG0000881	Syac.g_00664	Prae.g_01662
OG0000882	Syac.g_00659	Prae.g_01667
OG0000883	Syac.g_00656	Prae.g_01668
OG0000884	Syac.g_00654	Prae.g_01670
OG0000885	Syac.g_00653	Prae.g_01671
OG0000886	Syac.g_00652	Prae.g_01672
OG0000887	Syac.g_00651	Prae.g_01673
OG0000888	Syac.g_00649	Prae.g_01675
OG0000889	Syac.g_00647	Prae.g_01677
OG0000890	Syac.g_00642	Prae.g_01678
OG0000891	Syac.g_00641	Prae.g_01679
OG0000892	Syac.g_00638	Prae.g_01681
OG0000893	Syac.g_02193	Prae.g_01686
OG0000894	Syac.g_02189	Prae.g_01688
OG0000895	Syac.g_02185	Prae.g_01691
OG0000896	Syac.g_02184	Prae.g_01692
OG0000897	Syac.g_02182	Prae.g_01694
OG0000898	Syac.g_02181	Prae.g_01695
OG0000899	Syac.g_02180	Prae.g_01696
OG0000900	Syac.g_02179	Prae.g_01697
OG0000901	Syac.g_02174	Prae.g_01700
OG0000902	Syac.g_02172	Prae.g_01702
OG0000903	Syac.g_02140	Prae.g_01705
OG0000904	Syac.g_02145	Prae.g_01707
OG0000905	Syac.g_02148	Prae.g_01712
OG0000906	Syac.g_02150	Prae.g_01713
OG0000907	Syac.g_02138	Prae.g_01716
OG0000908	Syac.g_02135	Prae.g_01719
OG0000909	Syac.g_02134	Prae.g_01720
OG0000910	Syac.g_02133	Prae.g_01721
OG0000911	Syac.g_02131	Prae.g_01723
OG0000912	Syac.g_02130	Prae.g_01724
OG0000913	Syac.g_02129	Prae.g_01725
OG0000914	Syac.g_02128	Prae.g_01726
OG0000915	Syac.g_02127	Prae.g_01727
OG0000916	Syac.g_02126	Prae.g_01728
OG0000917	Syac.g_02125	Prae.g_01729
OG0000918	Syac.g_02124	Prae.g_01730
OG0000919	Syac.g_02123	Prae.g_01731
OG0000920	Syac.g_02122	Prae.g_01732
OG0000921	Syac.g_02121	Prae.g_01733
OG0000922	Syac.g_02120	Prae.g_01734
OG0000923	Syac.g_02116	Prae.g_01738
OG0000924	Syac.g_02115	Prae.g_01739
OG0000925	Syac.g_02114	Prae.g_01740
OG0000926	Syac.g_02113	Prae.g_01741
OG0000927	Syac.g_02111	Prae.g_01743
OG0000928	Syac.g_02110	Prae.g_01744
OG0000929	Syac.g_02109	Prae.g_01745
OG0000930	Syac.g_02108	Prae.g_01746
OG0000931	Syac.g_02107	Prae.g_01747
OG0000932	Syac.g_02106	Prae.g_01748
OG0000933	Syac.g_02101	Prae.g_01752
OG0000934	Syac.g_02099	Prae.g_01754
OG0000935	Syac.g_02098	Prae.g_01755
OG0000936	Syac.g_02097	Prae.g_01756
OG0000937	Syac.g_02096	Prae.g_01757
OG0000938	Syac.g_02092	Prae.g_01759
OG0000939	Syac.g_02091	Prae.g_01760
OG0000940	Syac.g_02084	Prae.g_01768
OG0000941	Syac.g_02082	Prae.g_01770
OG0000942	Syac.g_02080	Prae.g_01772
OG0000943	Syac.g_02079	Prae.g_01773
OG0000944	Syac.g_02077	Prae.g_01774
OG0000945	Syac.g_02075	Prae.g_01775
OG0000946	Syac.g_02071	Prae.g_01779
OG0000947	Syac.g_02068	Prae.g_01781
OG0000948	Syac.g_02067	Prae.g_01782
OG0000949	Syac.g_00205	Prae.g_01785
OG0000950	Syac.g_00193	Prae.g_01790
OG0000951	Syac.g_00188	Prae.g_01794
OG0000952	Syac.g_00183	Prae.g_01798
OG0000953	Syac.g_00177	Prae.g_01801
OG0000954	Syac.g_00172	Prae.g_01805
OG0000955	Syac.g_00171	Prae.g_01806
OG0000956	Syac.g_00169	Prae.g_01808
OG0000957	Syac.g_00158	Prae.g_01813
OG0000958	Syac.g_00157	Prae.g_01814
OG0000959	Syac.g_00153	Prae.g_01818
OG0000960	Syac.g_00152	Prae.g_01819
OG0000961	Syac.g_00147	Prae.g_01821
OG0000962	Syac.g_00145	Prae.g_01823
OG0000963	Syac.g_00140	Prae.g_01827
OG0000964	Syac.g_00139	Prae.g_01828
OG0000965	Syac.g_00138	Prae.g_01829
OG0000966	Syac.g_00107	Prae.g_01836
OG0000967	Syac.g_00075	Prae.g_01840
OG0000968	Syac.g_00080	Prae.g_01842
OG0000969	Syac.g_00078	Prae.g_01843
OG0000970	Syac.g_00077	Prae.g_01844
OG0000971	Syac.g_00067	Prae.g_01845
OG0000972	Syac.g_00066	Prae.g_01846
OG0000973	Syac.g_00065	Prae.g_01847
OG0000974	Syac.g_00064	Prae.g_01848
OG0000975	Syac.g_00063	Prae.g_01849
OG0000976	Syac.g_00062	Prae.g_01850
OG0000977	Syac.g_00059	Prae.g_01851
OG0000978	Syac.g_00058	Prae.g_01852
OG0000979	Syac.g_00055	Prae.g_01855
OG0000980	Syac.g_00052	Prae.g_01857
OG0000981	Syac.g_00049	Prae.g_01859
OG0000982	Syac.g_02354	Prae.g_01861
OG0000983	Syac.g_02355	Prae.g_01862
OG0000984	Syac.g_02356	Prae.g_01863
OG0000985	Syac.g_02359	Prae.g_01866
OG0000986	Syac.g_02363	Prae.g_01868
OG0000987	Syac.g_02365	Prae.g_01869
OG0000988	Syac.g_02370	Prae.g_01872
OG0000989	Syac.g_02379	Prae.g_01876
OG0000990	Syac.g_02397	Prae.g_01879
OG0000991	Syac.g_02400	Prae.g_01880
OG0000992	Syac.g_02402	Prae.g_01882
OG0000993	Syac.g_02403	Prae.g_01883
OG0000994	Syac.g_02405	Prae.g_01884
OG0000995	Syac.g_02410	Prae.g_01888
OG0000996	Syac.g_02454	Prae.g_01889
OG0000997	Syac.g_02464	Prae.g_01890
OG0000998	Syac.g_02466	Prae.g_01892
OG0000999	Syac.g_02467	Prae.g_01893
OG0001000	Syac.g_02470	Prae.g_01896
OG0001001	Syac.g_02475	Prae.g_01898
OG0001002	Syac.g_02481	Prae.g_01902
OG0001003	Syac.g_02483	Prae.g_01903
OG0001004	Syac.g_02484	Prae.g_01904
OG0001005	Syac.g_02485	Prae.g_01905
OG0001006	Syac.g_02492	Prae.g_01909
OG0001007	Syac.g_02494	Prae.g_01911
OG0001008	Syac.g_00693	Prae.g_00411
OG0001009	Syac.g_00030	Prae.g_00027
OG0001010	Syac.g_00031	Prae.g_00028
OG0001011	Syac.g_00032	Prae.g_00029
OG0001012	Syac.g_02351	Prae.g_00045
OG0001013	Syac.g_02337	Prae.g_00050
OG0001014	Syac.g_02333	Prae.g_00053
OG0001015	Syac.g_02332	Prae.g_00054
OG0001016	Syac.g_00446	Prae.g_00073
OG0001017	Syac.g_00440	Prae.g_00077
OG0001018	Syac.g_00438	Prae.g_00080
OG0001019	Syac.g_00422	Prae.g_00089
OG0001020	Syac.g_00417	Prae.g_00090
OG0001021	Syac.g_00413	Prae.g_00091
OG0001022	Syac.g_00410	Prae.g_00094
OG0001023	Syac.g_00409	Prae.g_00095
OG0001024	Syac.g_00405	Prae.g_00098
OG0001025	Syac.g_00399	Prae.g_00104
OG0001026	Syac.g_00386	Prae.g_00110
OG0001027	Syac.g_00380	Prae.g_00111
OG0001028	Syac.g_00378	Prae.g_00113
OG0001029	Syac.g_00376	Prae.g_00115
OG0001030	Syac.g_00356	Prae.g_00130
OG0001031	Syac.g_02266	Prae.g_00189
OG0001032	Syac.g_02268	Prae.g_00190
OG0001033	Syac.g_02298	Prae.g_00211
OG0001034	Syac.g_01968	Prae.g_00239
OG0001036	Syac.g_02221	Prae.g_00262
OG0001037	Syac.g_02223	Prae.g_00263
OG0001038	Syac.g_02251	Prae.g_00279
OG0001039	Syac.g_02254	Prae.g_00282
OG0001040	Syac.g_00292	Prae.g_00284
OG0001041	Syac.g_00287	Prae.g_00288
OG0001042	Syac.g_00258	Prae.g_00305
OG0001043	Syac.g_00254	Prae.g_00306
OG0001044	Syac.g_02021	Prae.g_00334
OG0001045	Syac.g_02008	Prae.g_00342
OG0001046	Syac.g_01207	Prae.g_00379
OG0001047	Syac.g_00695	Prae.g_00413
OG0001048	Syac.g_00696	Prae.g_00414
OG0001049	Syac.g_00703	Prae.g_00416
OG0001050	Syac.g_00704	Prae.g_00417
OG0001051	Syac.g_00705	Prae.g_00418
OG0001052	Syac.g_01704	Prae.g_00445
OG0001053	Syac.g_01901	Prae.g_00457
OG0001054	Syac.g_01884	Prae.g_00472
OG0001055	Syac.g_01863	Prae.g_00491
OG0001056	Syac.g_01831	Prae.g_00511
OG0001057	Syac.g_01825	Prae.g_00516
OG0001058	Syac.g_01810	Prae.g_00524
OG0001059	Syac.g_01806	Prae.g_00528
OG0001060	Syac.g_01799	Prae.g_00535
OG0001061	Syac.g_01779	Prae.g_00548
OG0001062	Syac.g_01777	Prae.g_00550
OG0001063	Syac.g_01773	Prae.g_00552
OG0001064	Syac.g_01772	Prae.g_00553
OG0001065	Syac.g_01771	Prae.g_00554
OG0001066	Syac.g_01770	Prae.g_00555
OG0001067	Syac.g_01769	Prae.g_00556
OG0001068	Syac.g_01768	Prae.g_00557
OG0001069	Syac.g_01767	Prae.g_00558
OG0001070	Syac.g_01764	Prae.g_00561
OG0001071	Syac.g_01763	Prae.g_00562
OG0001072	Syac.g_01758	Prae.g_00564
OG0001074	Syac.g_00945	Prae.g_00589
OG0001075	Syac.g_00946	Prae.g_00590
OG0001076	Syac.g_00956	Prae.g_00598
OG0001077	Syac.g_00967	Prae.g_00602
OG0001078	Syac.g_00980	Prae.g_00610
OG0001079	Syac.g_00993	Prae.g_00621
OG0001080	Syac.g_01092	Prae.g_00627
OG0001081	Syac.g_01432	Prae.g_00629
OG0001082	Syac.g_01431	Prae.g_00630
OG0001083	Syac.g_01424	Prae.g_00635
OG0001084	Syac.g_01423	Prae.g_00636
OG0001085	Syac.g_01412	Prae.g_00644
OG0001086	Syac.g_01410	Prae.g_00645
OG0001087	Syac.g_00923	Prae.g_00662
OG0001088	Syac.g_00920	Prae.g_00663
OG0001089	Syac.g_00896	Prae.g_00671
OG0001090	Syac.g_01286	Prae.g_00712
OG0001091	Syac.g_01284	Prae.g_00714
OG0001092	Syac.g_01282	Prae.g_00715
OG0001093	Syac.g_01276	Prae.g_00720
OG0001094	Syac.g_01347	Prae.g_00800
OG0001095	Syac.g_01326	Prae.g_00819
OG0001096	Syac.g_01310	Prae.g_00832
OG0001097	Syac.g_00834	Prae.g_00850
OG0001098	Syac.g_01096	Prae.g_00865
OG0001099	Syac.g_00377	Prae.g_00897
OG0001100	Syac.g_01402	Prae.g_00901
OG0001101	Syac.g_01401	Prae.g_00903
OG0001102	Syac.g_01398	Prae.g_00905
OG0001103	Syac.g_01395	Prae.g_00907
OG0001104	Syac.g_01364	Prae.g_00928
OG0001105	Syac.g_01360	Prae.g_00932
OG0001106	Syac.g_01166	Prae.g_00955
OG0001107	Syac.g_01180	Prae.g_00962
OG0001108	Syac.g_01188	Prae.g_00966
OG0001109	Syac.g_01190	Prae.g_00967
OG0001110	Syac.g_01192	Prae.g_00969
OG0001111	Syac.g_01194	Prae.g_00970
OG0001112	Syac.g_01196	Prae.g_00971
OG0001113	Syac.g_01197	Prae.g_00972
OG0001114	Syac.g_01198	Prae.g_00973
OG0001115	Syac.g_01202	Prae.g_00975
OG0001116	Syac.g_01204	Prae.g_00976
OG0001117	Syac.g_01205	Prae.g_00977
OG0001118	Syac.g_01206	Prae.g_00978
OG0001119	Syac.g_01208	Prae.g_00979
OG0001120	Syac.g_01213	Prae.g_00981
OG0001121	Syac.g_01949, Syac.g_01170	Prae.g_01128, Prae.g_00984
OG0001122	Syac.g_01238	Prae.g_01012
OG0001123	Syac.g_01245	Prae.g_01016
OG0001124	Syac.g_01247	Prae.g_01018
OG0001125	Syac.g_01249	Prae.g_01019
OG0001126	Syac.g_00870	Prae.g_01029
OG0001127	Syac.g_00871	Prae.g_01030
OG0001128	Syac.g_00875	Prae.g_01032
OG0001129	Syac.g_00877	Prae.g_01033
OG0001130	Syac.g_00878	Prae.g_01034
OG0001131	Syac.g_01382	Prae.g_01072
OG0001132	Syac.g_01062	Prae.g_01081
OG0001133	Syac.g_00958	Prae.g_01115
OG0001134	Syac.g_01466	Prae.g_01130
OG0001136	Syac.g_00767	Prae.g_01160
OG0001137	Syac.g_00786	Prae.g_01171
OG0001138	Syac.g_01486	Prae.g_01189
OG0001139	Syac.g_01488	Prae.g_01190
OG0001140	Syac.g_01489	Prae.g_01191
OG0001141	Syac.g_01490	Prae.g_01192
OG0001142	Syac.g_01491	Prae.g_01193
OG0001143	Syac.g_01499	Prae.g_01200
OG0001144	Syac.g_01508	Prae.g_01205
OG0001145	Syac.g_00740	Prae.g_01320
OG0001146	Syac.g_00722	Prae.g_01333
OG0001147	Syac.g_01689	Prae.g_01354
OG0001148	Syac.g_01918	Prae.g_01370
OG0001149	Syac.g_01919	Prae.g_01371
OG0001150	Syac.g_01920	Prae.g_01372
OG0001151	Syac.g_01932	Prae.g_01383
OG0001152	Syac.g_01933	Prae.g_01384
OG0001153	Syac.g_01670	Prae.g_01491
OG0001154	Syac.g_01671	Prae.g_01492
OG0001155	Syac.g_00621	Prae.g_01504
OG0001156	Syac.g_00618	Prae.g_01507
OG0001157	Syac.g_00617	Prae.g_01508
OG0001158	Syac.g_00616	Prae.g_01509
OG0001159	Syac.g_00615	Prae.g_01510
OG0001160	Syac.g_00570	Prae.g_01534
OG0001161	Syac.g_02385	Prae.g_01547
OG0001162	Syac.g_01307	Prae.g_01558
OG0001163	Syac.g_00562	Prae.g_01615
OG0001164	Syac.g_00556	Prae.g_01619
OG0001165	Syac.g_00551	Prae.g_01622
OG0001166	Syac.g_00520	Prae.g_01642
OG0001167	Syac.g_00667	Prae.g_01659
OG0001168	Syac.g_00665	Prae.g_01661
OG0001169	Syac.g_00663	Prae.g_01663
OG0001170	Syac.g_00661	Prae.g_01665
OG0001171	Syac.g_00650	Prae.g_01674
OG0001172	Syac.g_02187	Prae.g_01689
OG0001173	Syac.g_02186	Prae.g_01690
OG0001174	Syac.g_02178	Prae.g_01698
OG0001175	Syac.g_02177	Prae.g_01699
OG0001176	Syac.g_02141	Prae.g_01706
OG0001177	Syac.g_02143	Prae.g_01709
OG0001178	Syac.g_00539	Prae.g_01714
OG0001179	Syac.g_02112	Prae.g_01742
OG0001180	Syac.g_02087	Prae.g_01765
OG0001181	Syac.g_02083	Prae.g_01769
OG0001182	Syac.g_02074	Prae.g_01776
OG0001183	Syac.g_02070	Prae.g_01780
