Orthogroup	Syac	Pral
OG0000594	Syac.g_00976	Pral.g_01434
OG0000595	Syac.g_00977	Pral.g_01435
OG0000596	Syac.g_00982	Pral.g_01439
OG0000597	Syac.g_00985	Pral.g_01441
OG0000598	Syac.g_00986	Pral.g_01442
OG0000599	Syac.g_00989	Pral.g_01445
OG0000600	Syac.g_00990	Pral.g_01446
OG0000601	Syac.g_00991	Pral.g_01447
OG0000602	Syac.g_00996	Pral.g_01449
OG0000603	Syac.g_00997	Pral.g_01450
OG0000604	Syac.g_01001	Pral.g_01451
OG0000605	Syac.g_01089	Pral.g_01452
OG0000606	Syac.g_01434	Pral.g_01455
OG0000607	Syac.g_01430	Pral.g_01458
OG0000608	Syac.g_01429	Pral.g_01459
OG0000609	Syac.g_01427	Pral.g_01460
OG0000610	Syac.g_01419	Pral.g_01466
OG0000611	Syac.g_01416	Pral.g_01469
OG0000612	Syac.g_01415	Pral.g_01470
OG0000613	Syac.g_00231	Pral.g_01769
OG0000614	Syac.g_00911	Pral.g_01748
OG0000615	Syac.g_01377	Pral.g_01737
OG0000616	Syac.g_02478	Pral.g_00399
OG0000617	Syac.g_01280	Pral.g_01723
OG0000618	Syac.g_01279	Pral.g_01722
OG0000619	Syac.g_01278	Pral.g_01721
OG0000620	Syac.g_01270	Pral.g_01718
OG0000621	Syac.g_01269	Pral.g_01717
OG0000622	Syac.g_01268	Pral.g_01716
OG0000623	Syac.g_01267	Pral.g_01715
OG0000624	Syac.g_01265	Pral.g_01713
OG0000625	Syac.g_01264	Pral.g_01712
OG0000626	Syac.g_01263	Pral.g_01711
OG0000627	Syac.g_01126	Pral.g_01709
OG0000628	Syac.g_01127	Pral.g_01708
OG0000629	Syac.g_01130	Pral.g_01707
OG0000630	Syac.g_01134	Pral.g_01704
OG0000631	Syac.g_01139	Pral.g_01658
OG0000632	Syac.g_01140	Pral.g_01657
OG0000633	Syac.g_01141	Pral.g_01656
OG0000634	Syac.g_01345	Pral.g_01484
OG0000635	Syac.g_01344	Pral.g_01485
OG0000636	Syac.g_01342	Pral.g_01487
OG0000637	Syac.g_01340	Pral.g_01489
OG0000638	Syac.g_01339	Pral.g_01490
OG0000639	Syac.g_01338	Pral.g_01491
OG0000640	Syac.g_01337	Pral.g_01492
OG0000641	Syac.g_01333	Pral.g_01496
OG0000642	Syac.g_01332	Pral.g_01497
OG0000643	Syac.g_01330	Pral.g_01498
OG0000644	Syac.g_01329	Pral.g_01499
OG0000645	Syac.g_01327	Pral.g_01500
OG0000646	Syac.g_01324	Pral.g_01502
OG0000647	Syac.g_01322	Pral.g_01504
OG0000648	Syac.g_01319	Pral.g_01506
OG0000649	Syac.g_01318	Pral.g_01507
OG0000650	Syac.g_01317	Pral.g_01508
OG0000651	Syac.g_01316	Pral.g_01509
OG0000652	Syac.g_01315	Pral.g_01510
OG0000653	Syac.g_01313	Pral.g_01512
OG0000654	Syac.g_01312	Pral.g_01513
OG0000655	Syac.g_01311	Pral.g_01514
OG0000656	Syac.g_01308	Pral.g_01517
OG0000657	Syac.g_00846	Pral.g_01524
OG0000658	Syac.g_00842	Pral.g_01525
OG0000659	Syac.g_00841	Pral.g_01526
OG0000660	Syac.g_00837	Pral.g_01530
OG0000661	Syac.g_00835	Pral.g_01532
OG0000662	Syac.g_00833	Pral.g_01534
OG0000663	Syac.g_00830	Pral.g_01536
OG0000664	Syac.g_00829	Pral.g_01537
OG0000665	Syac.g_01018	Pral.g_01543
OG0000666	Syac.g_01088	Pral.g_01544
OG0000667	Syac.g_02165	Pral.g_01548
OG0000668	Syac.g_01239	Pral.g_01820
OG0000669	Syac.g_01404	Pral.g_01809
OG0000670	Syac.g_00580	Pral.g_01806
OG0000671	Syac.g_01400	Pral.g_01804
OG0000672	Syac.g_01396	Pral.g_01801
OG0000673	Syac.g_01393	Pral.g_01798
OG0000674	Syac.g_01391	Pral.g_01796
OG0000675	Syac.g_01390	Pral.g_01795
OG0000676	Syac.g_01388	Pral.g_01793
OG0000677	Syac.g_01387	Pral.g_01792
OG0000678	Syac.g_01384	Pral.g_01790
OG0000679	Syac.g_01375	Pral.g_01786
OG0000680	Syac.g_01374	Pral.g_01785
OG0000681	Syac.g_01371	Pral.g_01782
OG0000682	Syac.g_01370	Pral.g_01781
OG0000683	Syac.g_01369	Pral.g_01780
OG0000684	Syac.g_01365	Pral.g_01778
OG0000685	Syac.g_01363	Pral.g_01776
OG0000686	Syac.g_01362	Pral.g_01775
OG0000687	Syac.g_01361	Pral.g_01774
OG0000688	Syac.g_01356	Pral.g_01474
OG0000689	Syac.g_01354	Pral.g_01475
OG0000690	Syac.g_01353	Pral.g_01476
OG0000691	Syac.g_01352	Pral.g_01477
OG0000692	Syac.g_01351	Pral.g_01479
OG0000693	Syac.g_01349	Pral.g_01480
OG0000694	Syac.g_01348	Pral.g_01481
OG0000695	Syac.g_01143	Pral.g_01654
OG0000696	Syac.g_01144	Pral.g_01653
OG0000697	Syac.g_01146	Pral.g_01652
OG0000698	Syac.g_01149	Pral.g_01649
OG0000699	Syac.g_01151	Pral.g_01647
OG0000700	Syac.g_01152	Pral.g_01646
OG0000701	Syac.g_01153	Pral.g_01645
OG0000702	Syac.g_01161	Pral.g_01643
OG0000703	Syac.g_01162	Pral.g_01642
OG0000704	Syac.g_01165	Pral.g_01640
OG0000705	Syac.g_01174	Pral.g_01634
OG0000706	Syac.g_01175	Pral.g_01633
OG0000707	Syac.g_01176	Pral.g_01632
OG0000708	Syac.g_01179	Pral.g_01630
OG0000709	Syac.g_01187	Pral.g_01626
OG0000710	Syac.g_01191	Pral.g_01623
OG0000711	Syac.g_01220	Pral.g_01579
OG0000712	Syac.g_01221	Pral.g_01580
OG0000713	Syac.g_01222	Pral.g_01581
OG0000714	Syac.g_01224	Pral.g_01582
OG0000715	Syac.g_01226	Pral.g_01584
OG0000716	Syac.g_01230	Pral.g_01586
OG0000717	Syac.g_01231	Pral.g_01587
OG0000718	Syac.g_01235	Pral.g_01590
OG0000719	Syac.g_01237	Pral.g_01592
OG0000720	Syac.g_01250	Pral.g_01603
OG0000721	Syac.g_01252	Pral.g_01607
OG0000722	Syac.g_01253	Pral.g_01608
OG0000723	Syac.g_01261	Pral.g_01575
OG0000724	Syac.g_00879	Pral.g_01566
OG0000725	Syac.g_00887	Pral.g_01560
OG0000726	Syac.g_00888	Pral.g_01559
OG0000727	Syac.g_00889	Pral.g_01558
OG0000728	Syac.g_00891	Pral.g_01556
OG0000729	Syac.g_00144	Pral.g_01311
OG0000730	Syac.g_02024	Pral.g_01324
OG0000731	Syac.g_02011	Pral.g_00692
OG0000732	Syac.g_00051	Pral.g_00348
OG0000733	Syac.g_02386	Pral.g_00077
OG0000734	Syac.g_00388	Pral.g_01351
OG0000735	Syac.g_00750	Pral.g_01353
OG0000736	Syac.g_00751	Pral.g_01354
OG0000737	Syac.g_00752	Pral.g_01355
OG0000738	Syac.g_00757	Pral.g_01359
OG0000739	Syac.g_00762	Pral.g_01360
OG0000740	Syac.g_00763	Pral.g_01361
OG0000741	Syac.g_00766	Pral.g_01363
OG0000742	Syac.g_00768	Pral.g_01366
OG0000743	Syac.g_00770	Pral.g_01368
OG0000744	Syac.g_00771	Pral.g_01369
OG0000745	Syac.g_00773	Pral.g_01370
OG0000746	Syac.g_00776	Pral.g_01372
OG0000747	Syac.g_00777	Pral.g_01373
OG0000748	Syac.g_00787	Pral.g_01378
OG0000749	Syac.g_00789	Pral.g_01379
OG0000750	Syac.g_00790	Pral.g_01380
OG0000751	Syac.g_00797	Pral.g_01383
OG0000752	Syac.g_00799	Pral.g_01385
OG0000753	Syac.g_00802	Pral.g_01388
OG0000754	Syac.g_01471	Pral.g_01391
OG0000755	Syac.g_01479	Pral.g_01399
OG0000756	Syac.g_01480	Pral.g_01400
OG0000757	Syac.g_01492	Pral.g_01406
OG0000758	Syac.g_01493	Pral.g_01407
OG0000759	Syac.g_01494	Pral.g_01408
OG0000760	Syac.g_01495	Pral.g_01409
OG0000761	Syac.g_01496	Pral.g_01410
OG0000762	Syac.g_01498	Pral.g_01411
OG0000763	Syac.g_01500	Pral.g_01413
OG0000764	Syac.g_01501	Pral.g_01414
OG0000765	Syac.g_01515	Pral.g_01423
OG0000766	Syac.g_01516	Pral.g_01424
OG0000767	Syac.g_01518	Pral.g_01426
OG0000768	Syac.g_01519	Pral.g_01427
OG0000769	Syac.g_01521	Pral.g_01429
OG0000770	Syac.g_01524	Pral.g_00456
OG0000771	Syac.g_00873	Pral.g_01064
OG0000772	Syac.g_01569	Pral.g_01893
OG0000773	Syac.g_00741	Pral.g_01290
OG0000774	Syac.g_00737	Pral.g_01288
OG0000775	Syac.g_00735	Pral.g_01286
OG0000776	Syac.g_00734	Pral.g_01285
OG0000777	Syac.g_00733	Pral.g_01284
OG0000778	Syac.g_00732	Pral.g_01283
OG0000779	Syac.g_00727	Pral.g_01279
OG0000780	Syac.g_00723	Pral.g_01278
OG0000781	Syac.g_00719	Pral.g_01275
OG0000782	Syac.g_00718	Pral.g_01274
OG0000783	Syac.g_00717	Pral.g_01273
OG0000784	Syac.g_00716	Pral.g_01272
OG0000785	Syac.g_00714	Pral.g_01270
OG0000786	Syac.g_01730	Pral.g_01267
OG0000787	Syac.g_01731	Pral.g_01266
OG0000788	Syac.g_00992	Pral.g_00440
OG0000789	Syac.g_01111	Pral.g_01060
OG0000790	Syac.g_01921	Pral.g_01217
OG0000791	Syac.g_01922	Pral.g_01215
OG0000792	Syac.g_01923	Pral.g_01214
OG0000793	Syac.g_01928	Pral.g_01211
OG0000794	Syac.g_01929	Pral.g_01210
OG0000795	Syac.g_01930	Pral.g_01209
OG0000796	Syac.g_01934	Pral.g_01205
OG0000797	Syac.g_01935	Pral.g_01204
OG0000799	Syac.g_01602	Pral.g_01184
OG0000800	Syac.g_01603	Pral.g_01183
OG0000801	Syac.g_01604	Pral.g_01182
OG0000802	Syac.g_01608	Pral.g_01180
OG0000803	Syac.g_01613	Pral.g_01178
OG0000804	Syac.g_01616	Pral.g_01177
OG0000805	Syac.g_01620	Pral.g_01175
OG0000806	Syac.g_01622	Pral.g_01173
OG0000807	Syac.g_01624	Pral.g_01172
OG0000808	Syac.g_01625	Pral.g_01171
OG0000809	Syac.g_01628	Pral.g_01167
OG0000810	Syac.g_01629	Pral.g_01166
OG0000811	Syac.g_01637	Pral.g_01158
OG0000812	Syac.g_01639	Pral.g_01156
OG0000813	Syac.g_01640	Pral.g_01155
OG0000814	Syac.g_01642	Pral.g_01153
OG0000815	Syac.g_01643	Pral.g_01152
OG0000816	Syac.g_01645	Pral.g_01150
OG0000817	Syac.g_01646	Pral.g_01149
OG0000818	Syac.g_01652	Pral.g_01144
OG0000819	Syac.g_01653	Pral.g_01143
OG0000820	Syac.g_01654	Pral.g_01142
OG0000821	Syac.g_01659	Pral.g_01137
OG0000822	Syac.g_01661	Pral.g_01136
OG0000823	Syac.g_01662	Pral.g_01135
OG0000824	Syac.g_01666	Pral.g_01132
OG0000825	Syac.g_01667	Pral.g_01131
OG0000826	Syac.g_01668	Pral.g_01130
OG0000827	Syac.g_01669	Pral.g_01129
OG0000828	Syac.g_01672	Pral.g_01126
OG0000829	Syac.g_01673	Pral.g_01125
OG0000830	Syac.g_01674	Pral.g_01124
OG0000831	Syac.g_01676	Pral.g_01122
OG0000832	Syac.g_00623	Pral.g_01110
OG0000833	Syac.g_00613	Pral.g_01101
OG0000834	Syac.g_00610	Pral.g_01100
OG0000835	Syac.g_00609	Pral.g_01099
OG0000836	Syac.g_00605	Pral.g_01098
OG0000837	Syac.g_00604	Pral.g_01097
OG0000838	Syac.g_00600	Pral.g_01094
OG0000839	Syac.g_00599	Pral.g_01093
OG0000840	Syac.g_00598	Pral.g_01092
OG0000841	Syac.g_00597	Pral.g_01091
OG0000842	Syac.g_00596	Pral.g_01090
OG0000843	Syac.g_00595	Pral.g_01089
OG0000844	Syac.g_00593	Pral.g_01088
OG0000845	Syac.g_00592	Pral.g_01087
OG0000846	Syac.g_00591	Pral.g_01086
OG0000847	Syac.g_00590	Pral.g_01085
OG0000848	Syac.g_00588	Pral.g_01084
OG0000849	Syac.g_00587	Pral.g_01083
OG0000850	Syac.g_00585	Pral.g_01081
OG0000851	Syac.g_00573	Pral.g_01080
OG0000852	Syac.g_00572	Pral.g_01079
OG0000853	Syac.g_00568	Pral.g_01074
OG0000854	Syac.g_00566	Pral.g_01072
OG0000855	Syac.g_00565	Pral.g_01071
OG0000856	Syac.g_00964	Pral.g_01058
OG0000857	Syac.g_01323	Pral.g_01503
OG0000858	Syac.g_00559	Pral.g_00100
OG0000859	Syac.g_00558	Pral.g_00101
OG0000860	Syac.g_00542	Pral.g_00109
OG0000861	Syac.g_00541	Pral.g_00110
OG0000862	Syac.g_00540	Pral.g_00111
OG0000863	Syac.g_00538	Pral.g_00113
OG0000864	Syac.g_00537	Pral.g_00114
OG0000865	Syac.g_00533	Pral.g_00115
OG0000866	Syac.g_00532	Pral.g_00116
OG0000867	Syac.g_00531	Pral.g_00117
OG0000868	Syac.g_00529	Pral.g_00119
OG0000869	Syac.g_00524	Pral.g_00122
OG0000870	Syac.g_00519	Pral.g_00127
OG0000871	Syac.g_00518	Pral.g_00128
OG0000872	Syac.g_00510	Pral.g_00129
OG0000873	Syac.g_00507	Pral.g_00132
OG0000874	Syac.g_00512	Pral.g_00135
OG0000875	Syac.g_00505	Pral.g_00136
OG0000876	Syac.g_00675	Pral.g_00137
OG0000877	Syac.g_00671	Pral.g_00139
OG0000878	Syac.g_00670	Pral.g_00140
OG0000879	Syac.g_00669	Pral.g_00141
OG0000880	Syac.g_00668	Pral.g_00142
OG0000881	Syac.g_00664	Pral.g_00146
OG0000882	Syac.g_00659	Pral.g_00151
OG0000883	Syac.g_00656	Pral.g_00154
OG0000884	Syac.g_00654	Pral.g_00156
OG0000885	Syac.g_00653	Pral.g_00157
OG0000886	Syac.g_00652	Pral.g_00158
OG0000887	Syac.g_00651	Pral.g_00159
OG0000888	Syac.g_00649	Pral.g_00161
OG0000889	Syac.g_00647	Pral.g_00163
OG0000890	Syac.g_00642	Pral.g_00164
OG0000891	Syac.g_00641	Pral.g_00165
OG0000892	Syac.g_00638	Pral.g_00167
OG0000893	Syac.g_02193	Pral.g_00170
OG0000894	Syac.g_02189	Pral.g_00173
OG0000895	Syac.g_02185	Pral.g_00177
OG0000896	Syac.g_02184	Pral.g_00178
OG0000897	Syac.g_02182	Pral.g_00180
OG0000898	Syac.g_02181	Pral.g_00181
OG0000899	Syac.g_02180	Pral.g_00182
OG0000900	Syac.g_02179	Pral.g_00183
OG0000901	Syac.g_02174	Pral.g_00187
OG0000902	Syac.g_02172	Pral.g_00189
OG0000903	Syac.g_02140	Pral.g_00193
OG0000904	Syac.g_02145	Pral.g_00198
OG0000905	Syac.g_02148	Pral.g_00191
OG0000906	Syac.g_02150	Pral.g_00190
OG0000907	Syac.g_02138	Pral.g_00200
OG0000908	Syac.g_02135	Pral.g_00203
OG0000909	Syac.g_02134	Pral.g_00204
OG0000910	Syac.g_02133	Pral.g_00205
OG0000911	Syac.g_02131	Pral.g_00207
OG0000912	Syac.g_02130	Pral.g_00208
OG0000913	Syac.g_02129	Pral.g_00209
OG0000914	Syac.g_02128	Pral.g_00210
OG0000915	Syac.g_02127	Pral.g_00211
OG0000916	Syac.g_02126	Pral.g_00212
OG0000917	Syac.g_02125	Pral.g_00213
OG0000918	Syac.g_02124	Pral.g_00214
OG0000919	Syac.g_02123	Pral.g_00215
OG0000920	Syac.g_02122	Pral.g_00216
OG0000921	Syac.g_02121	Pral.g_00217
OG0000922	Syac.g_02120	Pral.g_00218
OG0000923	Syac.g_02116	Pral.g_00222
OG0000924	Syac.g_02115	Pral.g_00223
OG0000925	Syac.g_02114	Pral.g_00224
OG0000926	Syac.g_02113	Pral.g_00225
OG0000927	Syac.g_02111	Pral.g_00227
OG0000928	Syac.g_02110	Pral.g_00228
OG0000929	Syac.g_02109	Pral.g_00229
OG0000930	Syac.g_02108	Pral.g_00230
OG0000931	Syac.g_02107	Pral.g_00232
OG0000932	Syac.g_02106	Pral.g_01190
OG0000933	Syac.g_02101	Pral.g_00236
OG0000934	Syac.g_02099	Pral.g_00238
OG0000935	Syac.g_02098	Pral.g_00239
OG0000936	Syac.g_02097	Pral.g_00240
OG0000937	Syac.g_02096	Pral.g_00241
OG0000938	Syac.g_02092	Pral.g_00244
OG0000939	Syac.g_02091	Pral.g_00245
OG0000940	Syac.g_02084	Pral.g_00252
OG0000941	Syac.g_02082	Pral.g_00254
OG0000942	Syac.g_02080	Pral.g_00256
OG0000943	Syac.g_02079	Pral.g_00257
OG0000944	Syac.g_02077	Pral.g_00259
OG0000945	Syac.g_02075	Pral.g_00260
OG0000946	Syac.g_02071	Pral.g_00266
OG0000947	Syac.g_02068	Pral.g_00268
OG0000948	Syac.g_02067	Pral.g_00269
OG0000949	Syac.g_00205	Pral.g_00272
OG0000950	Syac.g_00193	Pral.g_00278
OG0000951	Syac.g_00188	Pral.g_00282
OG0000952	Syac.g_00183	Pral.g_00286
OG0000953	Syac.g_00177	Pral.g_00290
OG0000954	Syac.g_00172	Pral.g_00294
OG0000955	Syac.g_00171	Pral.g_00295
OG0000956	Syac.g_00169	Pral.g_00297
OG0000957	Syac.g_00158	Pral.g_00303
OG0000958	Syac.g_00157	Pral.g_00304
OG0000959	Syac.g_00153	Pral.g_00308
OG0000960	Syac.g_00152	Pral.g_00309
OG0000961	Syac.g_00147	Pral.g_00312
OG0000962	Syac.g_00145	Pral.g_00314
OG0000963	Syac.g_00140	Pral.g_00318
OG0000964	Syac.g_00139	Pral.g_00319
OG0000965	Syac.g_00138	Pral.g_00320
OG0000966	Syac.g_00107	Pral.g_00326
OG0000967	Syac.g_00075	Pral.g_00330
OG0000968	Syac.g_00080	Pral.g_00332
OG0000969	Syac.g_00078	Pral.g_00333
OG0000970	Syac.g_00077	Pral.g_00334
OG0000971	Syac.g_00067	Pral.g_00335
OG0000972	Syac.g_00066	Pral.g_00336
OG0000973	Syac.g_00065	Pral.g_00337
OG0000974	Syac.g_00064	Pral.g_00338
OG0000975	Syac.g_00063	Pral.g_00339
OG0000976	Syac.g_00062	Pral.g_00340
OG0000977	Syac.g_00059	Pral.g_00341
OG0000978	Syac.g_00058	Pral.g_00342
OG0000979	Syac.g_00055	Pral.g_00345
OG0000980	Syac.g_00052	Pral.g_00347
OG0000981	Syac.g_00049	Pral.g_00350
OG0000982	Syac.g_02354	Pral.g_00352
OG0000983	Syac.g_02355	Pral.g_00353
OG0000984	Syac.g_02356	Pral.g_00354
OG0000985	Syac.g_02359	Pral.g_00357
OG0000986	Syac.g_02363	Pral.g_00359
OG0000987	Syac.g_02365	Pral.g_00360
OG0000988	Syac.g_02370	Pral.g_00363
OG0000989	Syac.g_02379	Pral.g_00367
OG0000990	Syac.g_02397	Pral.g_00373
OG0000991	Syac.g_02400	Pral.g_00374
OG0000992	Syac.g_02402	Pral.g_00377
OG0000993	Syac.g_02403	Pral.g_00378
OG0000994	Syac.g_02405	Pral.g_00379
OG0000995	Syac.g_02410	Pral.g_00383
OG0000996	Syac.g_02454	Pral.g_00384
OG0000997	Syac.g_02464	Pral.g_00386
OG0000998	Syac.g_02466	Pral.g_00388
OG0000999	Syac.g_02467	Pral.g_00389
OG0001000	Syac.g_02470	Pral.g_00392
OG0001001	Syac.g_02475	Pral.g_00396
OG0001002	Syac.g_02481	Pral.g_00401
OG0001003	Syac.g_02483	Pral.g_00402
OG0001004	Syac.g_02484	Pral.g_00403
OG0001005	Syac.g_02485	Pral.g_00404
OG0001006	Syac.g_02492	Pral.g_00408
OG0001007	Syac.g_02494	Pral.g_00410
OG0001008	Syac.g_00693	Pral.g_00657
OG0001009	Syac.g_00030	Pral.g_01017
OG0001010	Syac.g_00031	Pral.g_01016
OG0001011	Syac.g_00032	Pral.g_01014
OG0001012	Syac.g_02351	Pral.g_01001
OG0001013	Syac.g_02337	Pral.g_00994
OG0001014	Syac.g_02333	Pral.g_00991
OG0001015	Syac.g_02332	Pral.g_00990
OG0001016	Syac.g_00446	Pral.g_00974
OG0001017	Syac.g_00440	Pral.g_00970
OG0001018	Syac.g_00438	Pral.g_00968
OG0001019	Syac.g_00422	Pral.g_00958
OG0001020	Syac.g_00417	Pral.g_00957
OG0001021	Syac.g_00413	Pral.g_00956
OG0001022	Syac.g_00410	Pral.g_00953
OG0001023	Syac.g_00409	Pral.g_00952
OG0001024	Syac.g_00405	Pral.g_00949
OG0001025	Syac.g_00399	Pral.g_00942
OG0001026	Syac.g_00386	Pral.g_00934
OG0001027	Syac.g_00380	Pral.g_00933
OG0001028	Syac.g_00378	Pral.g_00931
OG0001029	Syac.g_00376	Pral.g_00930
OG0001030	Syac.g_00356	Pral.g_00914
OG0001031	Syac.g_02266	Pral.g_00857
OG0001032	Syac.g_02268	Pral.g_00856
OG0001033	Syac.g_02298	Pral.g_00836
OG0001034	Syac.g_01968	Pral.g_00804
OG0001036	Syac.g_02221	Pral.g_00780
OG0001037	Syac.g_02223	Pral.g_00779
OG0001038	Syac.g_02251	Pral.g_00761
OG0001039	Syac.g_02254	Pral.g_00758
OG0001040	Syac.g_00292	Pral.g_00755
OG0001041	Syac.g_00287	Pral.g_00751
OG0001042	Syac.g_00258	Pral.g_00734
OG0001043	Syac.g_00254	Pral.g_00733
OG0001044	Syac.g_02021	Pral.g_00699
OG0001045	Syac.g_02008	Pral.g_00690
OG0001046	Syac.g_01207	Pral.g_01039
OG0001047	Syac.g_00695	Pral.g_00655
OG0001048	Syac.g_00696	Pral.g_00654
OG0001049	Syac.g_00703	Pral.g_00651
OG0001050	Syac.g_00704	Pral.g_00650
OG0001051	Syac.g_00705	Pral.g_00649
OG0001052	Syac.g_01704	Pral.g_00621
OG0001053	Syac.g_01901	Pral.g_00608
OG0001055	Syac.g_01863	Pral.g_00573
OG0001056	Syac.g_01831	Pral.g_00554
OG0001057	Syac.g_01825	Pral.g_00549
OG0001058	Syac.g_01810	Pral.g_00541
OG0001059	Syac.g_01806	Pral.g_00537
OG0001060	Syac.g_01799	Pral.g_00530
OG0001061	Syac.g_01779	Pral.g_00514
OG0001062	Syac.g_01777	Pral.g_00512
OG0001063	Syac.g_01773	Pral.g_00510
OG0001064	Syac.g_01772	Pral.g_00509
OG0001065	Syac.g_01771	Pral.g_00508
OG0001066	Syac.g_01770	Pral.g_00507
OG0001067	Syac.g_01769	Pral.g_00506
OG0001068	Syac.g_01768	Pral.g_00505
OG0001069	Syac.g_01767	Pral.g_00504
OG0001070	Syac.g_01764	Pral.g_00502
OG0001071	Syac.g_01763	Pral.g_00501
OG0001072	Syac.g_01758	Pral.g_00499
OG0001074	Syac.g_00945	Pral.g_00472
OG0001075	Syac.g_00946	Pral.g_00471
OG0001076	Syac.g_00956	Pral.g_00464
OG0001077	Syac.g_00967	Pral.g_00459
OG0001078	Syac.g_00980	Pral.g_01437
OG0001079	Syac.g_00993	Pral.g_01448
OG0001080	Syac.g_01092	Pral.g_01454
OG0001081	Syac.g_01432	Pral.g_01456
OG0001082	Syac.g_01431	Pral.g_01457
OG0001083	Syac.g_01424	Pral.g_01462
OG0001084	Syac.g_01423	Pral.g_01463
OG0001085	Syac.g_01412	Pral.g_01772
OG0001086	Syac.g_01410	Pral.g_01771
OG0001087	Syac.g_00923	Pral.g_01753
OG0001088	Syac.g_00920	Pral.g_01752
OG0001089	Syac.g_00896	Pral.g_01741
OG0001090	Syac.g_01286	Pral.g_01728
OG0001091	Syac.g_01284	Pral.g_01726
OG0001092	Syac.g_01282	Pral.g_01725
OG0001093	Syac.g_01276	Pral.g_01720
OG0001094	Syac.g_01347	Pral.g_01482
OG0001095	Syac.g_01326	Pral.g_01501
OG0001096	Syac.g_01310	Pral.g_01515
OG0001097	Syac.g_00834	Pral.g_01533
OG0001098	Syac.g_01096	Pral.g_01552
OG0001099	Syac.g_00377	Pral.g_01815
OG0001100	Syac.g_01402	Pral.g_01807
OG0001101	Syac.g_01401	Pral.g_01805
OG0001102	Syac.g_01398	Pral.g_01802
OG0001103	Syac.g_01395	Pral.g_01800
OG0001104	Syac.g_01364	Pral.g_01777
OG0001105	Syac.g_01360	Pral.g_01773
OG0001106	Syac.g_01166	Pral.g_01639
OG0001107	Syac.g_01180	Pral.g_01629
OG0001108	Syac.g_01188	Pral.g_01625
OG0001109	Syac.g_01190	Pral.g_01624
OG0001110	Syac.g_01192	Pral.g_01622
OG0001111	Syac.g_01194	Pral.g_01621
OG0001112	Syac.g_01196	Pral.g_01620
OG0001113	Syac.g_01197	Pral.g_01619
OG0001114	Syac.g_01198	Pral.g_01618
OG0001115	Syac.g_01202	Pral.g_01616
OG0001116	Syac.g_01204	Pral.g_01615
OG0001117	Syac.g_01205	Pral.g_01614
OG0001118	Syac.g_01206	Pral.g_01613
OG0001119	Syac.g_01208	Pral.g_01612
OG0001120	Syac.g_01213	Pral.g_01611
OG0001122	Syac.g_01238	Pral.g_01593
OG0001123	Syac.g_01245	Pral.g_01598
OG0001124	Syac.g_01247	Pral.g_01600
OG0001125	Syac.g_01249	Pral.g_01602
OG0001126	Syac.g_00870	Pral.g_01571
OG0001127	Syac.g_00871	Pral.g_01570
OG0001128	Syac.g_00875	Pral.g_01569
OG0001129	Syac.g_00877	Pral.g_01568
OG0001130	Syac.g_00878	Pral.g_01567
OG0001131	Syac.g_01382	Pral.g_01321
OG0001132	Syac.g_01062	Pral.g_01033
OG0001133	Syac.g_00958	Pral.g_01314
OG0001134	Syac.g_01466	Pral.g_00056, Pral.g_00078
OG0001136	Syac.g_00767	Pral.g_01364
OG0001137	Syac.g_00786	Pral.g_01377
OG0001138	Syac.g_01486	Pral.g_01401
OG0001139	Syac.g_01488	Pral.g_01403
OG0001141	Syac.g_01490	Pral.g_01404
OG0001142	Syac.g_01491	Pral.g_01405
OG0001143	Syac.g_01499	Pral.g_01412
OG0001144	Syac.g_01508	Pral.g_01417
OG0001145	Syac.g_00740	Pral.g_01289
OG0001146	Syac.g_00722	Pral.g_01277
OG0001147	Syac.g_01689	Pral.g_01235
OG0001148	Syac.g_01918	Pral.g_01220
OG0001149	Syac.g_01919	Pral.g_01219
OG0001150	Syac.g_01920	Pral.g_01218
OG0001151	Syac.g_01932	Pral.g_01207
OG0001152	Syac.g_01933	Pral.g_01206
OG0001153	Syac.g_01670	Pral.g_01128
OG0001154	Syac.g_01671	Pral.g_01127
OG0001155	Syac.g_00621	Pral.g_01108
OG0001156	Syac.g_00618	Pral.g_01105
OG0001157	Syac.g_00617	Pral.g_01104
OG0001158	Syac.g_00616	Pral.g_01103
OG0001159	Syac.g_00615	Pral.g_01102
OG0001160	Syac.g_00570	Pral.g_01076
OG0001161	Syac.g_02385	Pral.g_00045
OG0001163	Syac.g_00562	Pral.g_00098
OG0001164	Syac.g_00556	Pral.g_00102
OG0001165	Syac.g_00551	Pral.g_00105
OG0001166	Syac.g_00520	Pral.g_00126
OG0001167	Syac.g_00667	Pral.g_00143
OG0001168	Syac.g_00665	Pral.g_00145
OG0001169	Syac.g_00663	Pral.g_00147
OG0001170	Syac.g_00661	Pral.g_00149
OG0001171	Syac.g_00650	Pral.g_00160
OG0001172	Syac.g_02187	Pral.g_00175
OG0001173	Syac.g_02186	Pral.g_00176
OG0001174	Syac.g_02178	Pral.g_00184
OG0001175	Syac.g_02177	Pral.g_00185
OG0001176	Syac.g_02141	Pral.g_00194
OG0001177	Syac.g_02143	Pral.g_00196
OG0001178	Syac.g_00539	Pral.g_00112
OG0001179	Syac.g_02112	Pral.g_00226
OG0001180	Syac.g_02087	Pral.g_00249
OG0001181	Syac.g_02083	Pral.g_00253
OG0001182	Syac.g_02074	Pral.g_00261
OG0001183	Syac.g_02070	Pral.g_00267
