Orthogroup	Syac	Pran
OG0000599	Syac.g_00989	Pran.g_01534
OG0000600	Syac.g_00990	Pran.g_01533
OG0000601	Syac.g_00991	Pran.g_01532
OG0000602	Syac.g_00996	Pran.g_01530
OG0000603	Syac.g_00997	Pran.g_01529
OG0000604	Syac.g_01001	Pran.g_01528
OG0000605	Syac.g_01089	Pran.g_01527
OG0000606	Syac.g_01434	Pran.g_01524
OG0000607	Syac.g_01430	Pran.g_01521
OG0000608	Syac.g_01429	Pran.g_01520
OG0000609	Syac.g_01427	Pran.g_01519
OG0000610	Syac.g_01419	Pran.g_01514
OG0000611	Syac.g_01416	Pran.g_01511
OG0000612	Syac.g_01415	Pran.g_01510
OG0000613	Syac.g_00231	Pran.g_01505
OG0000614	Syac.g_00911	Pran.g_01486
OG0000615	Syac.g_01377	Pran.g_01478
OG0000616	Syac.g_02478	Pran.g_01472
OG0000617	Syac.g_01280	Pran.g_01454
OG0000618	Syac.g_01279	Pran.g_01453
OG0000619	Syac.g_01278	Pran.g_01452
OG0000620	Syac.g_01270	Pran.g_01449
OG0000621	Syac.g_01269	Pran.g_01448
OG0000622	Syac.g_01268	Pran.g_01447
OG0000623	Syac.g_01267	Pran.g_01446
OG0000624	Syac.g_01265	Pran.g_01445
OG0000625	Syac.g_01264	Pran.g_01444
OG0000626	Syac.g_01263	Pran.g_01443
OG0000627	Syac.g_01126	Pran.g_01442
OG0000628	Syac.g_01127	Pran.g_01441
OG0000629	Syac.g_01130	Pran.g_01440
OG0000630	Syac.g_01134	Pran.g_01437
OG0000631	Syac.g_01139	Pran.g_01352
OG0000632	Syac.g_01140	Pran.g_01351
OG0000633	Syac.g_01141	Pran.g_01350
OG0000634	Syac.g_01345	Pran.g_01347
OG0000635	Syac.g_01344	Pran.g_01346
OG0000636	Syac.g_01342	Pran.g_01344
OG0000637	Syac.g_01340	Pran.g_01342
OG0000638	Syac.g_01339	Pran.g_01341
OG0000639	Syac.g_01338	Pran.g_01340
OG0000640	Syac.g_01337	Pran.g_01339
OG0000641	Syac.g_01333	Pran.g_01335
OG0000642	Syac.g_01332	Pran.g_01334
OG0000643	Syac.g_01330	Pran.g_01333
OG0000644	Syac.g_01329	Pran.g_01332
OG0000645	Syac.g_01327	Pran.g_01331
OG0000646	Syac.g_01324	Pran.g_01329
OG0000647	Syac.g_01322	Pran.g_01328
OG0000648	Syac.g_01319	Pran.g_01326
OG0000649	Syac.g_01318	Pran.g_01325
OG0000650	Syac.g_01317	Pran.g_01324
OG0000651	Syac.g_01316	Pran.g_01323
OG0000652	Syac.g_01315	Pran.g_01322
OG0000653	Syac.g_01313	Pran.g_01320
OG0000654	Syac.g_01312	Pran.g_01319
OG0000655	Syac.g_01311	Pran.g_01318
OG0000656	Syac.g_01308	Pran.g_01315
OG0000657	Syac.g_00846	Pran.g_01308
OG0000658	Syac.g_00842	Pran.g_01307
OG0000659	Syac.g_00841	Pran.g_01306
OG0000660	Syac.g_00837	Pran.g_01302
OG0000661	Syac.g_00835	Pran.g_01300
OG0000662	Syac.g_00833	Pran.g_01298
OG0000663	Syac.g_00830	Pran.g_01296
OG0000664	Syac.g_00829	Pran.g_01295
OG0000665	Syac.g_01018	Pran.g_01291
OG0000666	Syac.g_01088	Pran.g_01290
OG0000667	Syac.g_02165	Pran.g_01285
OG0000668	Syac.g_01239	Pran.g_00413
OG0000669	Syac.g_01404	Pran.g_00421
OG0000670	Syac.g_00580	Pran.g_00423
OG0000671	Syac.g_01400	Pran.g_00425
OG0000672	Syac.g_01396	Pran.g_00427
OG0000673	Syac.g_01393	Pran.g_00430
OG0000674	Syac.g_01391	Pran.g_00432
OG0000675	Syac.g_01390	Pran.g_00433
OG0000676	Syac.g_01388	Pran.g_00435
OG0000677	Syac.g_01387	Pran.g_00436
OG0000678	Syac.g_01384	Pran.g_00438
OG0000679	Syac.g_01375	Pran.g_00442
OG0000680	Syac.g_01374	Pran.g_00443
OG0000681	Syac.g_01371	Pran.g_00445
OG0000682	Syac.g_01370	Pran.g_00446
OG0000683	Syac.g_01369	Pran.g_00447
OG0000684	Syac.g_01365	Pran.g_00449
OG0000685	Syac.g_01363	Pran.g_00451
OG0000686	Syac.g_01362	Pran.g_00452
OG0000687	Syac.g_01361	Pran.g_00453
OG0000688	Syac.g_01356	Pran.g_00456
OG0000689	Syac.g_01354	Pran.g_00457
OG0000690	Syac.g_01353	Pran.g_00458
OG0000691	Syac.g_01352	Pran.g_00459
OG0000692	Syac.g_01351	Pran.g_00461
OG0000693	Syac.g_01349	Pran.g_00462
OG0000694	Syac.g_01348	Pran.g_00463
OG0000695	Syac.g_01143	Pran.g_00465
OG0000696	Syac.g_01144	Pran.g_00466
OG0000697	Syac.g_01146	Pran.g_00467
OG0000698	Syac.g_01149	Pran.g_00470
OG0000699	Syac.g_01151	Pran.g_00471
OG0000700	Syac.g_01152	Pran.g_00472
OG0000701	Syac.g_01153	Pran.g_00473
OG0000702	Syac.g_01161	Pran.g_00475
OG0000703	Syac.g_01162	Pran.g_00476
OG0000704	Syac.g_01165	Pran.g_00477
OG0000705	Syac.g_01174	Pran.g_00481
OG0000706	Syac.g_01175	Pran.g_00482
OG0000707	Syac.g_01176	Pran.g_00483
OG0000708	Syac.g_01179	Pran.g_00484
OG0000709	Syac.g_01187	Pran.g_00488
OG0000710	Syac.g_01191	Pran.g_00491
OG0000711	Syac.g_01220	Pran.g_00508
OG0000712	Syac.g_01221	Pran.g_00510
OG0000713	Syac.g_01222	Pran.g_00511
OG0000714	Syac.g_01224	Pran.g_00512
OG0000715	Syac.g_01226	Pran.g_00514
OG0000716	Syac.g_01230	Pran.g_00516
OG0000717	Syac.g_01231	Pran.g_00517
OG0000718	Syac.g_01235	Pran.g_00537
OG0000719	Syac.g_01237	Pran.g_00539
OG0000720	Syac.g_01250	Pran.g_00548
OG0000721	Syac.g_01252	Pran.g_00550
OG0000722	Syac.g_01253	Pran.g_00551
OG0000723	Syac.g_01261	Pran.g_00554
OG0000724	Syac.g_00879	Pran.g_00563
OG0000725	Syac.g_00887	Pran.g_00569
OG0000726	Syac.g_00888	Pran.g_00570
OG0000727	Syac.g_00889	Pran.g_00571
OG0000728	Syac.g_00891	Pran.g_00573
OG0000729	Syac.g_00144	Pran.g_00133
OG0000730	Syac.g_02024	Pran.g_00129
OG0000731	Syac.g_02011	Pran.g_00125
OG0000732	Syac.g_00051	Pran.g_00115
OG0000733	Syac.g_02386	Pran.g_00092
OG0000734	Syac.g_00388	Pran.g_00075
OG0000735	Syac.g_00750	Pran.g_00073
OG0000736	Syac.g_00751	Pran.g_00072
OG0000737	Syac.g_00752	Pran.g_00071
OG0000738	Syac.g_00757	Pran.g_00067
OG0000739	Syac.g_00762	Pran.g_00066
OG0000740	Syac.g_00763	Pran.g_00065
OG0000741	Syac.g_00766	Pran.g_00064
OG0000742	Syac.g_00768	Pran.g_00061
OG0000743	Syac.g_00770	Pran.g_00059
OG0000744	Syac.g_00771	Pran.g_00058
OG0000745	Syac.g_00773	Pran.g_00057
OG0000746	Syac.g_00776	Pran.g_00055
OG0000747	Syac.g_00777	Pran.g_00054
OG0000748	Syac.g_00787	Pran.g_00051
OG0000749	Syac.g_00789	Pran.g_00050
OG0000750	Syac.g_00790	Pran.g_00049
OG0000751	Syac.g_00797	Pran.g_00047
OG0000752	Syac.g_00799	Pran.g_00045
OG0000753	Syac.g_00802	Pran.g_00042
OG0000754	Syac.g_01471	Pran.g_00039
OG0000755	Syac.g_01479	Pran.g_00036
OG0000756	Syac.g_01480	Pran.g_00035
OG0000757	Syac.g_01492	Pran.g_00029
OG0000758	Syac.g_01493	Pran.g_00028
OG0000759	Syac.g_01494	Pran.g_00027
OG0000760	Syac.g_01495	Pran.g_00026
OG0000761	Syac.g_01496	Pran.g_00025
OG0000762	Syac.g_01498	Pran.g_00024
OG0000763	Syac.g_01500	Pran.g_00022
OG0000764	Syac.g_01501	Pran.g_00021
OG0000765	Syac.g_01515	Pran.g_00012
OG0000766	Syac.g_01516	Pran.g_00011
OG0000767	Syac.g_01518	Pran.g_00009
OG0000768	Syac.g_01519	Pran.g_00008
OG0000769	Syac.g_01521	Pran.g_00006
OG0000770	Syac.g_01524	Pran.g_00004
OG0000771	Syac.g_00873	Pran.g_00918
OG0000772	Syac.g_01569	Pran.g_00899
OG0000773	Syac.g_00741	Pran.g_00885
OG0000774	Syac.g_00737	Pran.g_00883
OG0000775	Syac.g_00735	Pran.g_00881
OG0000776	Syac.g_00734	Pran.g_00880
OG0000777	Syac.g_00733	Pran.g_00879
OG0000778	Syac.g_00732	Pran.g_00878
OG0000779	Syac.g_00727	Pran.g_00874
OG0000780	Syac.g_00723	Pran.g_00873
OG0000781	Syac.g_00719	Pran.g_00870
OG0000782	Syac.g_00718	Pran.g_00869
OG0000783	Syac.g_00717	Pran.g_00868
OG0000784	Syac.g_00716	Pran.g_00867
OG0000785	Syac.g_00714	Pran.g_00865
OG0000786	Syac.g_01730	Pran.g_00863
OG0000787	Syac.g_01731	Pran.g_00862
OG0000788	Syac.g_00992	Pran.g_00853
OG0000789	Syac.g_01111	Pran.g_00850
OG0000790	Syac.g_01921	Pran.g_00836
OG0000791	Syac.g_01922	Pran.g_00834
OG0000792	Syac.g_01923	Pran.g_00833
OG0000793	Syac.g_01928	Pran.g_00830
OG0000794	Syac.g_01929	Pran.g_00829
OG0000795	Syac.g_01930	Pran.g_00828
OG0000796	Syac.g_01934	Pran.g_00824
OG0000797	Syac.g_01935	Pran.g_00823
OG0000798	Syac.g_02250	Pran.g_00789
OG0000799	Syac.g_01602	Pran.g_00751
OG0000800	Syac.g_01603	Pran.g_00750
OG0000801	Syac.g_01604	Pran.g_00749
OG0000802	Syac.g_01608	Pran.g_00747
OG0000803	Syac.g_01613	Pran.g_00745
OG0000804	Syac.g_01616	Pran.g_00744
OG0000805	Syac.g_01620	Pran.g_00742
OG0000806	Syac.g_01622	Pran.g_00740
OG0000807	Syac.g_01624	Pran.g_00739
OG0000808	Syac.g_01625	Pran.g_00738
OG0000809	Syac.g_01628	Pran.g_00735
OG0000810	Syac.g_01629	Pran.g_00734
OG0000811	Syac.g_01637	Pran.g_00730
OG0000812	Syac.g_01639	Pran.g_00728
OG0000813	Syac.g_01640	Pran.g_00727
OG0000814	Syac.g_01642	Pran.g_00725
OG0000815	Syac.g_01643	Pran.g_00724
OG0000816	Syac.g_01645	Pran.g_00722
OG0000817	Syac.g_01646	Pran.g_00721
OG0000818	Syac.g_01652	Pran.g_00716
OG0000819	Syac.g_01653	Pran.g_00715
OG0000820	Syac.g_01654	Pran.g_00714
OG0000821	Syac.g_01659	Pran.g_00710
OG0000822	Syac.g_01661	Pran.g_00709
OG0000823	Syac.g_01662	Pran.g_00708
OG0000824	Syac.g_01666	Pran.g_00705
OG0000825	Syac.g_01667	Pran.g_00704
OG0000826	Syac.g_01668	Pran.g_00703
OG0000827	Syac.g_01669	Pran.g_00702
OG0000828	Syac.g_01672	Pran.g_00699
OG0000829	Syac.g_01673	Pran.g_00698
OG0000830	Syac.g_01674	Pran.g_00697
OG0000831	Syac.g_01676	Pran.g_00695
OG0000832	Syac.g_00623	Pran.g_00689
OG0000833	Syac.g_00613	Pran.g_00681
OG0000834	Syac.g_00610	Pran.g_00680
OG0000835	Syac.g_00609	Pran.g_00679
OG0000836	Syac.g_00605	Pran.g_00678
OG0000837	Syac.g_00604	Pran.g_00677
OG0000838	Syac.g_00600	Pran.g_00675
OG0000839	Syac.g_00599	Pran.g_00674
OG0000840	Syac.g_00598	Pran.g_00673
OG0000841	Syac.g_00597	Pran.g_00672
OG0000842	Syac.g_00596	Pran.g_00671
OG0000843	Syac.g_00595	Pran.g_00670
OG0000844	Syac.g_00593	Pran.g_00669
OG0000845	Syac.g_00592	Pran.g_00668
OG0000846	Syac.g_00591	Pran.g_00667
OG0000847	Syac.g_00590	Pran.g_00666
OG0000848	Syac.g_00588	Pran.g_00665
OG0000849	Syac.g_00587	Pran.g_00664
OG0000850	Syac.g_00585	Pran.g_00662
OG0000851	Syac.g_00573	Pran.g_00661
OG0000852	Syac.g_00572	Pran.g_00660
OG0000853	Syac.g_00568	Pran.g_00656
OG0000854	Syac.g_00566	Pran.g_00654
OG0000855	Syac.g_00565	Pran.g_00653
OG0000856	Syac.g_00964	Pran.g_00636
OG0000857	Syac.g_01323	Pran.g_00598
OG0000858	Syac.g_00559	Pran.g_00964
OG0000859	Syac.g_00558	Pran.g_00965
OG0000860	Syac.g_00542	Pran.g_00972
OG0000861	Syac.g_00541	Pran.g_00973
OG0000862	Syac.g_00540	Pran.g_00974
OG0000863	Syac.g_00538	Pran.g_00976
OG0000864	Syac.g_00537	Pran.g_00977
OG0000865	Syac.g_00533	Pran.g_00978
OG0000866	Syac.g_00532	Pran.g_00979
OG0000867	Syac.g_00531	Pran.g_00980
OG0000868	Syac.g_00529	Pran.g_00981
OG0000869	Syac.g_00524	Pran.g_00985
OG0000870	Syac.g_00519	Pran.g_00990
OG0000871	Syac.g_00518	Pran.g_00991
OG0000872	Syac.g_00510	Pran.g_00992
OG0000873	Syac.g_00507	Pran.g_00995
OG0000874	Syac.g_00512	Pran.g_00998
OG0000875	Syac.g_00505	Pran.g_00999
OG0000876	Syac.g_00675	Pran.g_01000
OG0000877	Syac.g_00671	Pran.g_01002
OG0000878	Syac.g_00670	Pran.g_01003
OG0000879	Syac.g_00669	Pran.g_01004
OG0000880	Syac.g_00668	Pran.g_01005
OG0000881	Syac.g_00664	Pran.g_01009
OG0000882	Syac.g_00659	Pran.g_01014
OG0000883	Syac.g_00656	Pran.g_01015
OG0000884	Syac.g_00654	Pran.g_01017
OG0000885	Syac.g_00653	Pran.g_01018
OG0000886	Syac.g_00652	Pran.g_01019
OG0000887	Syac.g_00651	Pran.g_01020
OG0000888	Syac.g_00649	Pran.g_01022
OG0000889	Syac.g_00647	Pran.g_01024
OG0000890	Syac.g_00642	Pran.g_01025
OG0000891	Syac.g_00641	Pran.g_01026
OG0000892	Syac.g_00638	Pran.g_01028
OG0000893	Syac.g_02193	Pran.g_01032
OG0000894	Syac.g_02189	Pran.g_01034
OG0000895	Syac.g_02185	Pran.g_01037
OG0000896	Syac.g_02184	Pran.g_01038
OG0000897	Syac.g_02182	Pran.g_01040
OG0000898	Syac.g_02181	Pran.g_01041
OG0000899	Syac.g_02180	Pran.g_01042
OG0000900	Syac.g_02179	Pran.g_01044
OG0000901	Syac.g_02174	Pran.g_01047
OG0000902	Syac.g_02172	Pran.g_01049
OG0000903	Syac.g_02140	Pran.g_01052
OG0000904	Syac.g_02145	Pran.g_01054
OG0000905	Syac.g_02148	Pran.g_01058
OG0000906	Syac.g_02150	Pran.g_01059
OG0000907	Syac.g_02138	Pran.g_01062
OG0000908	Syac.g_02135	Pran.g_01065
OG0000909	Syac.g_02134	Pran.g_01066
OG0000910	Syac.g_02133	Pran.g_01067
OG0000911	Syac.g_02131	Pran.g_01070
OG0000912	Syac.g_02130	Pran.g_01071
OG0000913	Syac.g_02129	Pran.g_01072
OG0000914	Syac.g_02128	Pran.g_01073
OG0000915	Syac.g_02127	Pran.g_01074
OG0000916	Syac.g_02126	Pran.g_01075
OG0000917	Syac.g_02125	Pran.g_01076
OG0000918	Syac.g_02124	Pran.g_01077
OG0000919	Syac.g_02123	Pran.g_01078
OG0000920	Syac.g_02122	Pran.g_01079
OG0000921	Syac.g_02121	Pran.g_01080
OG0000922	Syac.g_02120	Pran.g_01081
OG0000923	Syac.g_02116	Pran.g_01085
OG0000924	Syac.g_02115	Pran.g_01086
OG0000925	Syac.g_02114	Pran.g_01087
OG0000926	Syac.g_02113	Pran.g_01088
OG0000927	Syac.g_02111	Pran.g_01090
OG0000928	Syac.g_02110	Pran.g_01091
OG0000929	Syac.g_02109	Pran.g_01092
OG0000930	Syac.g_02108	Pran.g_01093
OG0000931	Syac.g_02107	Pran.g_01094
OG0000932	Syac.g_02106	Pran.g_01095
OG0000933	Syac.g_02101	Pran.g_01099
OG0000934	Syac.g_02099	Pran.g_01101
OG0000935	Syac.g_02098	Pran.g_01102
OG0000936	Syac.g_02097	Pran.g_01103
OG0000937	Syac.g_02096	Pran.g_01104
OG0000938	Syac.g_02092	Pran.g_01106
OG0000939	Syac.g_02091	Pran.g_01107
OG0000940	Syac.g_02084	Pran.g_01114
OG0000941	Syac.g_02082	Pran.g_01116
OG0000942	Syac.g_02080	Pran.g_01118
OG0000943	Syac.g_02079	Pran.g_01119
OG0000944	Syac.g_02077	Pran.g_01120
OG0000945	Syac.g_02075	Pran.g_01121
OG0000946	Syac.g_02071	Pran.g_01125
OG0000947	Syac.g_02068	Pran.g_01127
OG0000948	Syac.g_02067	Pran.g_01128
OG0000949	Syac.g_00205	Pran.g_01131
OG0000950	Syac.g_00193	Pran.g_01136
OG0000951	Syac.g_00188	Pran.g_01139
OG0000952	Syac.g_00183	Pran.g_01143
OG0000953	Syac.g_00177	Pran.g_01146
OG0000954	Syac.g_00172	Pran.g_01150
OG0000955	Syac.g_00171	Pran.g_01151
OG0000956	Syac.g_00169	Pran.g_01153
OG0000957	Syac.g_00158	Pran.g_01158
OG0000958	Syac.g_00157	Pran.g_01159
OG0000959	Syac.g_00153	Pran.g_01163
OG0000960	Syac.g_00152	Pran.g_01164
OG0000961	Syac.g_00147	Pran.g_01166
OG0000962	Syac.g_00145	Pran.g_01168
OG0000963	Syac.g_00140	Pran.g_01172
OG0000964	Syac.g_00139	Pran.g_01173
OG0000965	Syac.g_00138	Pran.g_01174
OG0000966	Syac.g_00107	Pran.g_01182
OG0000967	Syac.g_00075	Pran.g_01186
OG0000968	Syac.g_00080	Pran.g_01188
OG0000969	Syac.g_00078	Pran.g_01189
OG0000970	Syac.g_00077	Pran.g_01190
OG0000971	Syac.g_00067	Pran.g_01191
OG0000972	Syac.g_00066	Pran.g_01192
OG0000973	Syac.g_00065	Pran.g_01193
OG0000974	Syac.g_00064	Pran.g_01194
OG0000975	Syac.g_00063	Pran.g_01195
OG0000976	Syac.g_00062	Pran.g_01196
OG0000977	Syac.g_00059	Pran.g_01197
OG0000978	Syac.g_00058	Pran.g_01198
OG0000979	Syac.g_00055	Pran.g_01201
OG0000980	Syac.g_00052	Pran.g_01202
OG0000981	Syac.g_00049	Pran.g_01204
OG0000982	Syac.g_02354	Pran.g_01206
OG0000983	Syac.g_02355	Pran.g_01207
OG0000984	Syac.g_02356	Pran.g_01208
OG0000985	Syac.g_02359	Pran.g_01211
OG0000986	Syac.g_02363	Pran.g_01213
OG0000987	Syac.g_02365	Pran.g_01214
OG0000988	Syac.g_02370	Pran.g_01217
OG0000989	Syac.g_02379	Pran.g_01221
OG0000990	Syac.g_02397	Pran.g_01224
OG0000991	Syac.g_02400	Pran.g_01225
OG0000992	Syac.g_02402	Pran.g_01227
OG0000993	Syac.g_02403	Pran.g_01228
OG0000994	Syac.g_02405	Pran.g_01229
OG0000995	Syac.g_02410	Pran.g_01233
OG0000996	Syac.g_02454	Pran.g_01234
OG0000997	Syac.g_02464	Pran.g_01235
OG0000998	Syac.g_02466	Pran.g_01237
OG0000999	Syac.g_02467	Pran.g_01238
OG0001000	Syac.g_02470	Pran.g_01241
OG0001001	Syac.g_02475	Pran.g_01243
OG0001002	Syac.g_02481	Pran.g_01247
OG0001003	Syac.g_02483	Pran.g_01249
OG0001004	Syac.g_02484	Pran.g_01250
OG0001005	Syac.g_02485	Pran.g_01251
OG0001006	Syac.g_02492	Pran.g_01255
OG0001007	Syac.g_02494	Pran.g_01257
OG0001008	Syac.g_00693	Pran.g_01743
OG0001009	Syac.g_00030	Pran.g_00397
OG0001010	Syac.g_00031	Pran.g_00396
OG0001011	Syac.g_00032	Pran.g_00395
OG0001012	Syac.g_02351	Pran.g_00382
OG0001013	Syac.g_02337	Pran.g_00377
OG0001014	Syac.g_02333	Pran.g_00374
OG0001015	Syac.g_02332	Pran.g_00373
OG0001016	Syac.g_00446	Pran.g_00359
OG0001017	Syac.g_00440	Pran.g_00355
OG0001018	Syac.g_00438	Pran.g_00352
OG0001019	Syac.g_00422	Pran.g_00343
OG0001020	Syac.g_00417	Pran.g_00342
OG0001021	Syac.g_00413	Pran.g_00341
OG0001022	Syac.g_00410	Pran.g_00339
OG0001023	Syac.g_00409	Pran.g_00338
OG0001024	Syac.g_00405	Pran.g_00335
OG0001025	Syac.g_00399	Pran.g_00329
OG0001026	Syac.g_00386	Pran.g_00322
OG0001027	Syac.g_00380	Pran.g_00321
OG0001028	Syac.g_00378	Pran.g_00319
OG0001029	Syac.g_00376	Pran.g_00318
OG0001030	Syac.g_00356	Pran.g_00304
OG0001031	Syac.g_02266	Pran.g_00246
OG0001032	Syac.g_02268	Pran.g_00245
OG0001033	Syac.g_02298	Pran.g_00224
OG0001034	Syac.g_01968	Pran.g_00196
OG0001036	Syac.g_02221	Pran.g_01934
OG0001037	Syac.g_02223	Pran.g_01933
OG0001038	Syac.g_02251	Pran.g_01916
OG0001039	Syac.g_02254	Pran.g_01913
OG0001040	Syac.g_00292	Pran.g_01911
OG0001041	Syac.g_00287	Pran.g_01907
OG0001042	Syac.g_00258	Pran.g_01890
OG0001043	Syac.g_00254	Pran.g_01889
OG0001044	Syac.g_02021	Pran.g_01861
OG0001045	Syac.g_02008	Pran.g_01853
OG0001046	Syac.g_01207	Pran.g_01816
OG0001047	Syac.g_00695	Pran.g_01741
OG0001048	Syac.g_00696	Pran.g_01740
OG0001049	Syac.g_00703	Pran.g_01738
OG0001050	Syac.g_00704	Pran.g_01737
OG0001051	Syac.g_00705	Pran.g_01736
OG0001052	Syac.g_01704	Pran.g_01707
OG0001053	Syac.g_01901	Pran.g_01695
OG0001054	Syac.g_01884	Pran.g_01680
OG0001055	Syac.g_01863	Pran.g_01661
OG0001056	Syac.g_01831	Pran.g_01642
OG0001057	Syac.g_01825	Pran.g_01637
OG0001058	Syac.g_01810	Pran.g_01629
OG0001059	Syac.g_01806	Pran.g_01625
OG0001060	Syac.g_01799	Pran.g_01618
OG0001061	Syac.g_01779	Pran.g_01604
OG0001062	Syac.g_01777	Pran.g_01602
OG0001063	Syac.g_01773	Pran.g_01600
OG0001064	Syac.g_01772	Pran.g_01599
OG0001065	Syac.g_01771	Pran.g_01598
OG0001066	Syac.g_01770	Pran.g_01597
OG0001067	Syac.g_01769	Pran.g_01596
OG0001068	Syac.g_01768	Pran.g_01595
OG0001069	Syac.g_01767	Pran.g_01594
OG0001070	Syac.g_01764	Pran.g_01591
OG0001071	Syac.g_01763	Pran.g_01590
OG0001072	Syac.g_01758	Pran.g_01588
OG0001074	Syac.g_00945	Pran.g_01563
OG0001075	Syac.g_00946	Pran.g_01562
OG0001076	Syac.g_00956	Pran.g_01554
OG0001077	Syac.g_00967	Pran.g_01550
OG0001078	Syac.g_00980	Pran.g_01542
OG0001079	Syac.g_00993	Pran.g_01531
OG0001080	Syac.g_01092	Pran.g_01525
OG0001081	Syac.g_01432	Pran.g_01523
OG0001082	Syac.g_01431	Pran.g_01522
OG0001083	Syac.g_01424	Pran.g_01517
OG0001084	Syac.g_01423	Pran.g_01516
OG0001085	Syac.g_01412	Pran.g_01508
OG0001086	Syac.g_01410	Pran.g_01507
OG0001087	Syac.g_00923	Pran.g_01490
OG0001088	Syac.g_00920	Pran.g_01489
OG0001089	Syac.g_00896	Pran.g_01481
OG0001090	Syac.g_01286	Pran.g_01459
OG0001091	Syac.g_01284	Pran.g_01457
OG0001092	Syac.g_01282	Pran.g_01456
OG0001093	Syac.g_01276	Pran.g_01451
OG0001094	Syac.g_01347	Pran.g_01349
OG0001095	Syac.g_01326	Pran.g_01330
OG0001096	Syac.g_01310	Pran.g_01317
OG0001097	Syac.g_00834	Pran.g_01299
OG0001098	Syac.g_01096	Pran.g_01283
OG0001099	Syac.g_00377	Pran.g_00418
OG0001100	Syac.g_01402	Pran.g_00422
OG0001101	Syac.g_01401	Pran.g_00424
OG0001102	Syac.g_01398	Pran.g_00426
OG0001103	Syac.g_01395	Pran.g_00428
OG0001104	Syac.g_01364	Pran.g_00450
OG0001105	Syac.g_01360	Pran.g_00454
OG0001106	Syac.g_01166	Pran.g_00478
OG0001107	Syac.g_01180	Pran.g_00485
OG0001108	Syac.g_01188	Pran.g_00489
OG0001109	Syac.g_01190	Pran.g_00490
OG0001110	Syac.g_01192	Pran.g_00492
OG0001111	Syac.g_01194	Pran.g_00493
OG0001112	Syac.g_01196	Pran.g_00494
OG0001113	Syac.g_01197	Pran.g_00495
OG0001114	Syac.g_01198	Pran.g_00496
OG0001115	Syac.g_01202	Pran.g_00498
OG0001116	Syac.g_01204	Pran.g_00499
OG0001117	Syac.g_01205	Pran.g_00500
OG0001118	Syac.g_01206	Pran.g_00501
OG0001119	Syac.g_01208	Pran.g_00502
OG0001120	Syac.g_01213	Pran.g_00504
OG0001121	Syac.g_01949, Syac.g_01170	Pran.g_00095, Pran.g_00507
OG0001122	Syac.g_01238	Pran.g_00540
OG0001123	Syac.g_01245	Pran.g_00544
OG0001124	Syac.g_01247	Pran.g_00546
OG0001125	Syac.g_01249	Pran.g_00547
OG0001126	Syac.g_00870	Pran.g_00557
OG0001127	Syac.g_00871	Pran.g_00558
OG0001128	Syac.g_00875	Pran.g_00560
OG0001129	Syac.g_00877	Pran.g_00561
OG0001130	Syac.g_00878	Pran.g_00562
OG0001131	Syac.g_01382	Pran.g_00154
OG0001132	Syac.g_01062	Pran.g_00144
OG0001133	Syac.g_00958	Pran.g_00110
OG0001134	Syac.g_01466	Pran.g_00093
OG0001136	Syac.g_00767	Pran.g_00063
OG0001137	Syac.g_00786	Pran.g_00052
OG0001138	Syac.g_01486	Pran.g_00034
OG0001139	Syac.g_01488	Pran.g_00033
OG0001140	Syac.g_01489	Pran.g_00032
OG0001141	Syac.g_01490	Pran.g_00031
OG0001142	Syac.g_01491	Pran.g_00030
OG0001143	Syac.g_01499	Pran.g_00023
OG0001144	Syac.g_01508	Pran.g_00018
OG0001145	Syac.g_00740	Pran.g_00884
OG0001146	Syac.g_00722	Pran.g_00872
OG0001147	Syac.g_01689	Pran.g_00854
OG0001148	Syac.g_01918	Pran.g_00839
OG0001149	Syac.g_01919	Pran.g_00838
OG0001150	Syac.g_01920	Pran.g_00837
OG0001151	Syac.g_01932	Pran.g_00826
OG0001152	Syac.g_01933	Pran.g_00825
OG0001153	Syac.g_01670	Pran.g_00701
OG0001154	Syac.g_01671	Pran.g_00700
OG0001155	Syac.g_00621	Pran.g_00688
OG0001156	Syac.g_00618	Pran.g_00685
OG0001157	Syac.g_00617	Pran.g_00684
OG0001158	Syac.g_00616	Pran.g_00683
OG0001159	Syac.g_00615	Pran.g_00682
OG0001160	Syac.g_00570	Pran.g_00658
OG0001161	Syac.g_02385	Pran.g_00646
OG0001162	Syac.g_01307	Pran.g_00632
OG0001163	Syac.g_00562	Pran.g_00962
OG0001164	Syac.g_00556	Pran.g_00966
OG0001165	Syac.g_00551	Pran.g_00969
OG0001166	Syac.g_00520	Pran.g_00989
OG0001167	Syac.g_00667	Pran.g_01006
OG0001168	Syac.g_00665	Pran.g_01008
OG0001169	Syac.g_00663	Pran.g_01010
OG0001170	Syac.g_00661	Pran.g_01012
OG0001171	Syac.g_00650	Pran.g_01021
OG0001172	Syac.g_02187	Pran.g_01035
OG0001173	Syac.g_02186	Pran.g_01036
OG0001174	Syac.g_02178	Pran.g_01045
OG0001175	Syac.g_02177	Pran.g_01046
OG0001176	Syac.g_02141	Pran.g_01053
OG0001177	Syac.g_02143	Pran.g_01055
OG0001178	Syac.g_00539	Pran.g_01060
OG0001179	Syac.g_02112	Pran.g_01089
OG0001180	Syac.g_02087	Pran.g_01111
OG0001181	Syac.g_02083	Pran.g_01115
OG0001182	Syac.g_02074	Pran.g_01122
