Orthogroup	Prbf	Syam
OG0000559	Prbf.g_01832	Syam.g_00679
OG0000560	Prbf.g_01835	Syam.g_00682
OG0000561	Prbf.g_01836	Syam.g_00683
OG0000562	Prbf.g_01837	Syam.g_00684
OG0000563	Prbf.g_01838	Syam.g_00685
OG0000564	Prbf.g_01839	Syam.g_00686
OG0000565	Prbf.g_01841	Syam.g_00690
OG0000566	Prbf.g_01845	Syam.g_00694
OG0000567	Prbf.g_01849	Syam.g_00698
OG0000568	Prbf.g_01850	Syam.g_01751
OG0000569	Prbf.g_01851	Syam.g_01750
OG0000570	Prbf.g_01852	Syam.g_01749
OG0000571	Prbf.g_01854	Syam.g_01745
OG0000572	Prbf.g_01868	Syam.g_01729
OG0000573	Prbf.g_01874	Syam.g_01721
OG0000574	Prbf.g_01875	Syam.g_01720
OG0000575	Prbf.g_01879	Syam.g_01716
OG0000576	Prbf.g_01881	Syam.g_01714
OG0000577	Prbf.g_01882	Syam.g_01713
OG0000578	Prbf.g_01883	Syam.g_01712
OG0000579	Prbf.g_01884	Syam.g_01711
OG0000580	Prbf.g_01885	Syam.g_01710
OG0000581	Prbf.g_01888	Syam.g_01704
OG0000582	Prbf.g_01891	Syam.g_01513
OG0000583	Prbf.g_01892	Syam.g_01512
OG0000584	Prbf.g_01893	Syam.g_01511
OG0000585	Prbf.g_01895	Syam.g_01509
OG0000586	Prbf.g_01896	Syam.g_01508
OG0000587	Prbf.g_01897	Syam.g_01506
OG0000588	Prbf.g_01901	Syam.g_01498
OG0000589	Prbf.g_01903	Syam.g_01494
OG0000590	Prbf.g_01904	Syam.g_01493
OG0000591	Prbf.g_01908	Syam.g_01486
OG0000592	Prbf.g_01909	Syam.g_01485
OG0000593	Prbf.g_00979	Syam.g_01471
OG0000594	Prbf.g_00980	Syam.g_01470
OG0000595	Prbf.g_00981	Syam.g_01469
OG0000596	Prbf.g_00985	Syam.g_01465
OG0000597	Prbf.g_00988	Syam.g_01462
OG0000598	Prbf.g_00989	Syam.g_01461
OG0000599	Prbf.g_00992	Syam.g_01458
OG0000600	Prbf.g_00993	Syam.g_01457
OG0000601	Prbf.g_00994	Syam.g_01456
OG0000602	Prbf.g_00996	Syam.g_01451
OG0000603	Prbf.g_00997	Syam.g_01450
OG0000604	Prbf.g_00998	Syam.g_01447
OG0000605	Prbf.g_00999	Syam.g_01031
OG0000606	Prbf.g_01002	Syam.g_01387
OG0000607	Prbf.g_01005	Syam.g_01384
OG0000608	Prbf.g_01006	Syam.g_01383
OG0000609	Prbf.g_01007	Syam.g_01380
OG0000610	Prbf.g_01013	Syam.g_01373
OG0000611	Prbf.g_01016	Syam.g_01370
OG0000612	Prbf.g_01017	Syam.g_01369
OG0000613	Prbf.g_01290	Syam.g_00170
OG0000614	Prbf.g_01269	Syam.g_00801
OG0000615	Prbf.g_01258	Syam.g_01332
OG0000616	Prbf.g_00404	Syam.g_02430
OG0000617	Prbf.g_01033	Syam.g_01240
OG0000618	Prbf.g_01034	Syam.g_01239
OG0000619	Prbf.g_01035	Syam.g_01238
OG0000620	Prbf.g_01038	Syam.g_01233
OG0000621	Prbf.g_01039	Syam.g_01232
OG0000622	Prbf.g_01040	Syam.g_01231
OG0000623	Prbf.g_01041	Syam.g_01230
OG0000624	Prbf.g_01043	Syam.g_01228
OG0000625	Prbf.g_01044	Syam.g_01227
OG0000626	Prbf.g_01045	Syam.g_01226
OG0000627	Prbf.g_01046	Syam.g_01065
OG0000628	Prbf.g_01047	Syam.g_01067
OG0000629	Prbf.g_01048	Syam.g_01070
OG0000630	Prbf.g_01051	Syam.g_01074
OG0000631	Prbf.g_01144	Syam.g_01084
OG0000632	Prbf.g_01143	Syam.g_01085
OG0000633	Prbf.g_01142	Syam.g_01086
OG0000634	Prbf.g_01249	Syam.g_01294
OG0000635	Prbf.g_01248	Syam.g_01293
OG0000636	Prbf.g_01246	Syam.g_01291
OG0000637	Prbf.g_01244	Syam.g_01289
OG0000638	Prbf.g_01243	Syam.g_01288
OG0000639	Prbf.g_01242	Syam.g_01287
OG0000640	Prbf.g_01241	Syam.g_01286
OG0000641	Prbf.g_01237	Syam.g_01282
OG0000642	Prbf.g_01236	Syam.g_01281
OG0000643	Prbf.g_01235	Syam.g_01280
OG0000644	Prbf.g_01234	Syam.g_01279
OG0000645	Prbf.g_01233	Syam.g_01277
OG0000646	Prbf.g_01231	Syam.g_01274
OG0000647	Prbf.g_01229	Syam.g_01272
OG0000648	Prbf.g_01227	Syam.g_01269
OG0000649	Prbf.g_01226	Syam.g_01268
OG0000650	Prbf.g_01225	Syam.g_01267
OG0000651	Prbf.g_01224	Syam.g_01266
OG0000652	Prbf.g_01223	Syam.g_01265
OG0000653	Prbf.g_01221	Syam.g_01263
OG0000654	Prbf.g_01220	Syam.g_01262
OG0000655	Prbf.g_01219	Syam.g_01261
OG0000656	Prbf.g_01216	Syam.g_01258
OG0000657	Prbf.g_01208	Syam.g_00739
OG0000658	Prbf.g_01206	Syam.g_00735
OG0000659	Prbf.g_01205	Syam.g_00734
OG0000660	Prbf.g_01201	Syam.g_00730
OG0000661	Prbf.g_01199	Syam.g_00728
OG0000662	Prbf.g_01197	Syam.g_00726
OG0000663	Prbf.g_01195	Syam.g_00723
OG0000664	Prbf.g_01194	Syam.g_00722
OG0000665	Prbf.g_01188	Syam.g_02027
OG0000666	Prbf.g_01187	Syam.g_01030
OG0000667	Prbf.g_01183	Syam.g_00937
OG0000668	Prbf.g_00838	Syam.g_01185
OG0000669	Prbf.g_01331	Syam.g_01358
OG0000670	Prbf.g_01328	Syam.g_00528
OG0000671	Prbf.g_01325	Syam.g_01354
OG0000672	Prbf.g_01322	Syam.g_01351
OG0000673	Prbf.g_01319	Syam.g_01348
OG0000674	Prbf.g_01317	Syam.g_01346
OG0000675	Prbf.g_01316	Syam.g_01345
OG0000676	Prbf.g_01314	Syam.g_01343
OG0000677	Prbf.g_01313	Syam.g_01342
OG0000678	Prbf.g_01311	Syam.g_01339
OG0000679	Prbf.g_01307	Syam.g_01323
OG0000680	Prbf.g_01306	Syam.g_01322
OG0000681	Prbf.g_01303	Syam.g_01319
OG0000682	Prbf.g_01302	Syam.g_01318
OG0000683	Prbf.g_01301	Syam.g_01317
OG0000684	Prbf.g_01299	Syam.g_01312
OG0000685	Prbf.g_01297	Syam.g_01310
OG0000686	Prbf.g_01296	Syam.g_01309
OG0000687	Prbf.g_01295	Syam.g_01308
OG0000688	Prbf.g_01021	Syam.g_01304
OG0000689	Prbf.g_01022	Syam.g_01302
OG0000690	Prbf.g_01023	Syam.g_01301
OG0000691	Prbf.g_01024	Syam.g_01300
OG0000692	Prbf.g_01026	Syam.g_01299
OG0000693	Prbf.g_01027	Syam.g_01298
OG0000694	Prbf.g_01028	Syam.g_01297
OG0000695	Prbf.g_01140	Syam.g_01088
OG0000696	Prbf.g_01139	Syam.g_01089
OG0000697	Prbf.g_01138	Syam.g_01091
OG0000698	Prbf.g_01135	Syam.g_01094
OG0000699	Prbf.g_01134	Syam.g_01096
OG0000700	Prbf.g_01133	Syam.g_01097
OG0000701	Prbf.g_01132	Syam.g_01098
OG0000702	Prbf.g_01130	Syam.g_01106
OG0000703	Prbf.g_01129	Syam.g_01107
OG0000704	Prbf.g_01127	Syam.g_01109
OG0000705	Prbf.g_01124	Syam.g_01116
OG0000706	Prbf.g_01123	Syam.g_01117
OG0000707	Prbf.g_01122	Syam.g_01118
OG0000708	Prbf.g_01120	Syam.g_01121
OG0000709	Prbf.g_01116	Syam.g_01131
OG0000710	Prbf.g_01113	Syam.g_01135
OG0000711	Prbf.g_01095	Syam.g_01165
OG0000712	Prbf.g_01094	Syam.g_01167
OG0000713	Prbf.g_01093	Syam.g_01168
OG0000714	Prbf.g_01092	Syam.g_01170
OG0000715	Prbf.g_01090	Syam.g_01172
OG0000716	Prbf.g_01088	Syam.g_01176
OG0000717	Prbf.g_01087	Syam.g_01177
OG0000718	Prbf.g_01083	Syam.g_01181
OG0000719	Prbf.g_01081	Syam.g_01183
OG0000720	Prbf.g_01069	Syam.g_01197
OG0000721	Prbf.g_01065	Syam.g_01199
OG0000722	Prbf.g_01064	Syam.g_01200
OG0000723	Prbf.g_01060	Syam.g_01224
OG0000724	Prbf.g_01165	Syam.g_00768
OG0000725	Prbf.g_01171	Syam.g_00777
OG0000726	Prbf.g_01172	Syam.g_00778
OG0000727	Prbf.g_01173	Syam.g_00779
OG0000728	Prbf.g_01175	Syam.g_00781
OG0000729	Prbf.g_00048	Syam.g_00105
OG0000730	Prbf.g_00876	Syam.g_00454
OG0000731	Prbf.g_01684	Syam.g_00466
OG0000732	Prbf.g_00453	Syam.g_00051
OG0000733	Prbf.g_00787	Syam.g_02339
OG0000734	Prbf.g_00902	Syam.g_02128
OG0000735	Prbf.g_00904	Syam.g_01810
OG0000736	Prbf.g_00905	Syam.g_01809
OG0000737	Prbf.g_00906	Syam.g_01808
OG0000738	Prbf.g_00910	Syam.g_01803
OG0000739	Prbf.g_00911	Syam.g_01802
OG0000740	Prbf.g_00912	Syam.g_01801
OG0000741	Prbf.g_00914	Syam.g_01798
OG0000742	Prbf.g_00917	Syam.g_01796
OG0000743	Prbf.g_00919	Syam.g_01794
OG0000744	Prbf.g_00920	Syam.g_01793
OG0000745	Prbf.g_00921	Syam.g_01791
OG0000746	Prbf.g_00923	Syam.g_01789
OG0000747	Prbf.g_00924	Syam.g_01788
OG0000748	Prbf.g_00928	Syam.g_01779
OG0000749	Prbf.g_00929	Syam.g_01776
OG0000750	Prbf.g_00930	Syam.g_01775
OG0000751	Prbf.g_00933	Syam.g_01770
OG0000752	Prbf.g_00935	Syam.g_01768
OG0000753	Prbf.g_00937	Syam.g_01765
OG0000754	Prbf.g_00940	Syam.g_00910
OG0000755	Prbf.g_00946	Syam.g_00900
OG0000756	Prbf.g_00947	Syam.g_00899
OG0000757	Prbf.g_00954	Syam.g_00891
OG0000758	Prbf.g_00955	Syam.g_00890
OG0000759	Prbf.g_00956	Syam.g_00889
OG0000760	Prbf.g_00957	Syam.g_00888
OG0000761	Prbf.g_00958	Syam.g_00886
OG0000762	Prbf.g_00959	Syam.g_00884
OG0000763	Prbf.g_00961	Syam.g_00882
OG0000764	Prbf.g_00962	Syam.g_00881
OG0000765	Prbf.g_00970	Syam.g_00864
OG0000766	Prbf.g_00971	Syam.g_00863
OG0000767	Prbf.g_00973	Syam.g_00861
OG0000768	Prbf.g_00974	Syam.g_00860
OG0000769	Prbf.g_00976	Syam.g_00858
OG0000770	Prbf.g_01914	Syam.g_00855
OG0000771	Prbf.g_00253	Syam.g_00762
OG0000772	Prbf.g_00767	Syam.g_01005
OG0000773	Prbf.g_00035	Syam.g_01816
OG0000774	Prbf.g_00033	Syam.g_01820
OG0000775	Prbf.g_00031	Syam.g_01823
OG0000776	Prbf.g_00030	Syam.g_01824
OG0000777	Prbf.g_00029	Syam.g_01825
OG0000778	Prbf.g_00028	Syam.g_01826
OG0000779	Prbf.g_00024	Syam.g_01832
OG0000780	Prbf.g_00023	Syam.g_01835
OG0000781	Prbf.g_00019	Syam.g_01839
OG0000782	Prbf.g_00018	Syam.g_01840
OG0000783	Prbf.g_00017	Syam.g_01841
OG0000784	Prbf.g_00016	Syam.g_01842
OG0000785	Prbf.g_00014	Syam.g_01844
OG0000786	Prbf.g_00011	Syam.g_01700
OG0000787	Prbf.g_00010	Syam.g_01701
OG0000788	Prbf.g_01782	Syam.g_01455
OG0000789	Prbf.g_00256	Syam.g_01044
OG0000790	Prbf.g_00100	Syam.g_00570
OG0000791	Prbf.g_00102	Syam.g_00568
OG0000792	Prbf.g_00103	Syam.g_00567
OG0000793	Prbf.g_00106	Syam.g_00562
OG0000794	Prbf.g_00107	Syam.g_00561
OG0000795	Prbf.g_00108	Syam.g_00560
OG0000796	Prbf.g_00112	Syam.g_00556
OG0000797	Prbf.g_00113	Syam.g_00555
OG0000799	Prbf.g_00140	Syam.g_01585
OG0000800	Prbf.g_00141	Syam.g_01588
OG0000801	Prbf.g_00142	Syam.g_01589
OG0000802	Prbf.g_00144	Syam.g_01592
OG0000803	Prbf.g_00146	Syam.g_01597
OG0000804	Prbf.g_00147	Syam.g_01600
OG0000805	Prbf.g_00149	Syam.g_01602
OG0000806	Prbf.g_00151	Syam.g_01604
OG0000807	Prbf.g_00152	Syam.g_01606
OG0000808	Prbf.g_00153	Syam.g_01607
OG0000809	Prbf.g_00155	Syam.g_01610
OG0000810	Prbf.g_00156	Syam.g_01611
OG0000811	Prbf.g_00160	Syam.g_01616
OG0000812	Prbf.g_00162	Syam.g_01618
OG0000813	Prbf.g_00163	Syam.g_01619
OG0000814	Prbf.g_00165	Syam.g_01621
OG0000815	Prbf.g_00166	Syam.g_01622
OG0000816	Prbf.g_00168	Syam.g_01624
OG0000817	Prbf.g_00169	Syam.g_01625
OG0000818	Prbf.g_00174	Syam.g_01631
OG0000819	Prbf.g_00175	Syam.g_01632
OG0000820	Prbf.g_00176	Syam.g_01633
OG0000821	Prbf.g_00180	Syam.g_01639
OG0000822	Prbf.g_00181	Syam.g_01641
OG0000823	Prbf.g_00182	Syam.g_01642
OG0000824	Prbf.g_00185	Syam.g_01648
OG0000825	Prbf.g_00186	Syam.g_01649
OG0000826	Prbf.g_00187	Syam.g_01650
OG0000827	Prbf.g_00188	Syam.g_01651
OG0000828	Prbf.g_00191	Syam.g_01655
OG0000829	Prbf.g_00192	Syam.g_01656
OG0000830	Prbf.g_00193	Syam.g_01657
OG0000831	Prbf.g_00195	Syam.g_01659
OG0000832	Prbf.g_00205	Syam.g_01923
OG0000833	Prbf.g_00214	Syam.g_01932
OG0000834	Prbf.g_00215	Syam.g_01933
OG0000835	Prbf.g_00216	Syam.g_01934
OG0000836	Prbf.g_00217	Syam.g_01937
OG0000837	Prbf.g_00218	Syam.g_01938
OG0000838	Prbf.g_00220	Syam.g_01946
OG0000839	Prbf.g_00221	Syam.g_01947
OG0000840	Prbf.g_00222	Syam.g_01948
OG0000841	Prbf.g_00223	Syam.g_01949
OG0000842	Prbf.g_00224	Syam.g_01950
OG0000843	Prbf.g_00225	Syam.g_01951
OG0000844	Prbf.g_00226	Syam.g_01953
OG0000845	Prbf.g_00227	Syam.g_01954
OG0000846	Prbf.g_00228	Syam.g_01955
OG0000847	Prbf.g_00229	Syam.g_01956
OG0000848	Prbf.g_00230	Syam.g_01958
OG0000849	Prbf.g_00231	Syam.g_01959
OG0000850	Prbf.g_00233	Syam.g_01961
OG0000851	Prbf.g_00234	Syam.g_01966
OG0000852	Prbf.g_00235	Syam.g_01967
OG0000853	Prbf.g_00241	Syam.g_01971
OG0000854	Prbf.g_00243	Syam.g_01973
OG0000855	Prbf.g_00244	Syam.g_01974
OG0000856	Prbf.g_01911	Syam.g_01483
OG0000857	Prbf.g_01230	Syam.g_01273
OG0000858	Prbf.g_00700	Syam.g_01980
OG0000859	Prbf.g_00699	Syam.g_01981
OG0000860	Prbf.g_00691	Syam.g_01992
OG0000861	Prbf.g_00690	Syam.g_01993
OG0000862	Prbf.g_00689	Syam.g_01994
OG0000863	Prbf.g_00687	Syam.g_01996
OG0000864	Prbf.g_00686	Syam.g_01997
OG0000865	Prbf.g_00685	Syam.g_01998
OG0000866	Prbf.g_00684	Syam.g_01999
OG0000867	Prbf.g_00683	Syam.g_02000
OG0000868	Prbf.g_00681	Syam.g_02003
OG0000869	Prbf.g_00678	Syam.g_02007
OG0000870	Prbf.g_00673	Syam.g_02012
OG0000871	Prbf.g_00672	Syam.g_02013
OG0000872	Prbf.g_00671	Syam.g_02021
OG0000873	Prbf.g_00668	Syam.g_02024
OG0000874	Prbf.g_00665	Syam.g_02019
OG0000875	Prbf.g_00664	Syam.g_02026
OG0000876	Prbf.g_00663	Syam.g_01877
OG0000877	Prbf.g_00661	Syam.g_01882
OG0000878	Prbf.g_00660	Syam.g_01883
OG0000879	Prbf.g_00659	Syam.g_01884
OG0000880	Prbf.g_00658	Syam.g_01885
OG0000881	Prbf.g_00654	Syam.g_01891
OG0000882	Prbf.g_00649	Syam.g_01896
OG0000883	Prbf.g_00647	Syam.g_01898
OG0000884	Prbf.g_00645	Syam.g_01900
OG0000885	Prbf.g_00644	Syam.g_01901
OG0000886	Prbf.g_00643	Syam.g_01902
OG0000887	Prbf.g_00642	Syam.g_01903
OG0000888	Prbf.g_00640	Syam.g_01905
OG0000889	Prbf.g_00638	Syam.g_01907
OG0000890	Prbf.g_00637	Syam.g_01910
OG0000891	Prbf.g_00636	Syam.g_01911
OG0000892	Prbf.g_00634	Syam.g_01913
OG0000893	Prbf.g_00630	Syam.g_00287
OG0000894	Prbf.g_00627	Syam.g_00290
OG0000895	Prbf.g_00623	Syam.g_00294
OG0000896	Prbf.g_00622	Syam.g_00295
OG0000897	Prbf.g_00620	Syam.g_00297
OG0000898	Prbf.g_00619	Syam.g_00298
OG0000899	Prbf.g_00618	Syam.g_00299
OG0000900	Prbf.g_00617	Syam.g_00300
OG0000901	Prbf.g_00614	Syam.g_00305
OG0000902	Prbf.g_00612	Syam.g_00307
OG0000903	Prbf.g_00608	Syam.g_00322
OG0000904	Prbf.g_00604	Syam.g_00317
OG0000905	Prbf.g_00610	Syam.g_00312
OG0000906	Prbf.g_00611	Syam.g_00309
OG0000907	Prbf.g_00601	Syam.g_00324
OG0000908	Prbf.g_00598	Syam.g_00327
OG0000909	Prbf.g_00597	Syam.g_00328
OG0000910	Prbf.g_00596	Syam.g_00329
OG0000911	Prbf.g_00594	Syam.g_00331
OG0000912	Prbf.g_00593	Syam.g_00332
OG0000913	Prbf.g_00592	Syam.g_00333
OG0000914	Prbf.g_00591	Syam.g_00334
OG0000915	Prbf.g_00590	Syam.g_00336
OG0000916	Prbf.g_00589	Syam.g_00337
OG0000917	Prbf.g_00588	Syam.g_00338
OG0000918	Prbf.g_00587	Syam.g_00339
OG0000919	Prbf.g_00586	Syam.g_00340
OG0000920	Prbf.g_00585	Syam.g_00341
OG0000921	Prbf.g_00584	Syam.g_00342
OG0000922	Prbf.g_00583	Syam.g_00343
OG0000923	Prbf.g_00579	Syam.g_00347
OG0000924	Prbf.g_00578	Syam.g_00348
OG0000925	Prbf.g_00577	Syam.g_00349
OG0000926	Prbf.g_00576	Syam.g_00350
OG0000927	Prbf.g_00574	Syam.g_00352
OG0000928	Prbf.g_00573	Syam.g_00353
OG0000929	Prbf.g_00572	Syam.g_00354
OG0000930	Prbf.g_00571	Syam.g_00355
OG0000931	Prbf.g_00570	Syam.g_00356
OG0000932	Prbf.g_00569	Syam.g_00357
OG0000933	Prbf.g_00565	Syam.g_00363
OG0000934	Prbf.g_00563	Syam.g_00365
OG0000935	Prbf.g_00562	Syam.g_00366
OG0000936	Prbf.g_00561	Syam.g_00368
OG0000937	Prbf.g_00560	Syam.g_00369
OG0000938	Prbf.g_00557	Syam.g_00373
OG0000939	Prbf.g_00556	Syam.g_00374
OG0000940	Prbf.g_00549	Syam.g_00381
OG0000941	Prbf.g_00547	Syam.g_00383
OG0000942	Prbf.g_00545	Syam.g_00385
OG0000943	Prbf.g_00544	Syam.g_00386
OG0000944	Prbf.g_00542	Syam.g_00388
OG0000945	Prbf.g_00541	Syam.g_00390
OG0000946	Prbf.g_00536	Syam.g_00395
OG0000947	Prbf.g_00534	Syam.g_00398
OG0000948	Prbf.g_00533	Syam.g_00399
OG0000949	Prbf.g_00530	Syam.g_00159
OG0000950	Prbf.g_00523	Syam.g_00150
OG0000951	Prbf.g_00519	Syam.g_00145
OG0000952	Prbf.g_00515	Syam.g_00140
OG0000953	Prbf.g_00511	Syam.g_00136
OG0000954	Prbf.g_00507	Syam.g_00131
OG0000955	Prbf.g_00506	Syam.g_00130
OG0000956	Prbf.g_00504	Syam.g_00128
OG0000957	Prbf.g_00498	Syam.g_00117
OG0000958	Prbf.g_00497	Syam.g_00116
OG0000959	Prbf.g_00493	Syam.g_00112
OG0000960	Prbf.g_00492	Syam.g_00111
OG0000961	Prbf.g_00488	Syam.g_00108
OG0000962	Prbf.g_00486	Syam.g_00106
OG0000963	Prbf.g_00482	Syam.g_00101
OG0000964	Prbf.g_00481	Syam.g_00100
OG0000965	Prbf.g_00480	Syam.g_00099
OG0000966	Prbf.g_00474	Syam.g_00074
OG0000967	Prbf.g_00470	Syam.g_00069
OG0000968	Prbf.g_00468	Syam.g_00077
OG0000969	Prbf.g_00467	Syam.g_00072
OG0000970	Prbf.g_00466	Syam.g_00071
OG0000971	Prbf.g_00465	Syam.g_00066
OG0000972	Prbf.g_00464	Syam.g_00065
OG0000973	Prbf.g_00463	Syam.g_00064
OG0000974	Prbf.g_00462	Syam.g_00063
OG0000975	Prbf.g_00461	Syam.g_00062
OG0000976	Prbf.g_00460	Syam.g_00061
OG0000977	Prbf.g_00459	Syam.g_00059
OG0000978	Prbf.g_00458	Syam.g_00058
OG0000979	Prbf.g_00456	Syam.g_00055
OG0000980	Prbf.g_00454	Syam.g_00052
OG0000981	Prbf.g_00451	Syam.g_00049
OG0000982	Prbf.g_00449	Syam.g_02314
OG0000983	Prbf.g_00448	Syam.g_02315
OG0000984	Prbf.g_00447	Syam.g_02316
OG0000985	Prbf.g_00444	Syam.g_02318
OG0000986	Prbf.g_00442	Syam.g_02320
OG0000987	Prbf.g_00441	Syam.g_02322
OG0000988	Prbf.g_00438	Syam.g_02327
OG0000989	Prbf.g_00434	Syam.g_02334
OG0000990	Prbf.g_00430	Syam.g_02346
OG0000991	Prbf.g_00429	Syam.g_02348
OG0000992	Prbf.g_00426	Syam.g_02351
OG0000993	Prbf.g_00425	Syam.g_02352
OG0000994	Prbf.g_00424	Syam.g_02354
OG0000995	Prbf.g_00420	Syam.g_02359
OG0000996	Prbf.g_00419	Syam.g_02405
OG0000997	Prbf.g_00416	Syam.g_02416
OG0000998	Prbf.g_00414	Syam.g_02418
OG0000999	Prbf.g_00413	Syam.g_02419
OG0001000	Prbf.g_00410	Syam.g_02422
OG0001001	Prbf.g_00407	Syam.g_02427
OG0001002	Prbf.g_00402	Syam.g_02433
OG0001003	Prbf.g_00401	Syam.g_02434
OG0001004	Prbf.g_00400	Syam.g_02435
OG0001005	Prbf.g_00399	Syam.g_02436
OG0001006	Prbf.g_00395	Syam.g_02444
OG0001007	Prbf.g_00393	Syam.g_02446
OG0001008	Prbf.g_01721	Syam.g_01866
OG0001009	Prbf.g_01349	Syam.g_00032
OG0001010	Prbf.g_01350	Syam.g_00033
OG0001011	Prbf.g_01352	Syam.g_00034
OG0001012	Prbf.g_01366	Syam.g_02310
OG0001013	Prbf.g_01373	Syam.g_02296
OG0001014	Prbf.g_01376	Syam.g_02292
OG0001015	Prbf.g_01378	Syam.g_02291
OG0001016	Prbf.g_01400	Syam.g_02067
OG0001017	Prbf.g_01404	Syam.g_02073
OG0001018	Prbf.g_01406	Syam.g_02075
OG0001019	Prbf.g_01415	Syam.g_02093
OG0001020	Prbf.g_01416	Syam.g_02098
OG0001021	Prbf.g_01417	Syam.g_02102
OG0001022	Prbf.g_01420	Syam.g_02106
OG0001023	Prbf.g_01421	Syam.g_02107
OG0001024	Prbf.g_01425	Syam.g_02111
OG0001025	Prbf.g_01432	Syam.g_02118
OG0001026	Prbf.g_01441	Syam.g_02130
OG0001027	Prbf.g_01442	Syam.g_02135
OG0001028	Prbf.g_01444	Syam.g_02137
OG0001029	Prbf.g_01445	Syam.g_02139
OG0001030	Prbf.g_01461	Syam.g_02163
OG0001031	Prbf.g_01521	Syam.g_02239
OG0001032	Prbf.g_01522	Syam.g_02241
OG0001033	Prbf.g_01543	Syam.g_02265
OG0001034	Prbf.g_01574	Syam.g_00508
OG0001035	Prbf.g_01594	Syam.g_00265
OG0001036	Prbf.g_01598	Syam.g_00261
OG0001037	Prbf.g_01599	Syam.g_00259
OG0001038	Prbf.g_01618	Syam.g_00232
OG0001039	Prbf.g_01621	Syam.g_00229
OG0001040	Prbf.g_01623	Syam.g_00226
OG0001041	Prbf.g_01628	Syam.g_00221
OG0001042	Prbf.g_01645	Syam.g_00196
OG0001043	Prbf.g_01646	Syam.g_00192
OG0001044	Prbf.g_01677	Syam.g_00456
OG0001045	Prbf.g_01686	Syam.g_00469
OG0001046	Prbf.g_00741	Syam.g_01151
OG0001047	Prbf.g_01723	Syam.g_01864
OG0001048	Prbf.g_01724	Syam.g_01863
OG0001049	Prbf.g_01726	Syam.g_01855
OG0001050	Prbf.g_01727	Syam.g_01854
OG0001051	Prbf.g_01728	Syam.g_01853
OG0001052	Prbf.g_01754	Syam.g_01672
OG0001053	Prbf.g_01766	Syam.g_00586
OG0001054	Prbf.g_01781	Syam.g_00603
OG0001055	Prbf.g_01800	Syam.g_00624
OG0001056	Prbf.g_01817	Syam.g_00656
OG0001057	Prbf.g_01822	Syam.g_00664
OG0001058	Prbf.g_01830	Syam.g_00677
OG0001059	Prbf.g_01834	Syam.g_00681
OG0001060	Prbf.g_01840	Syam.g_00688
OG0001061	Prbf.g_01855	Syam.g_01744
OG0001062	Prbf.g_01857	Syam.g_01742
OG0001063	Prbf.g_01859	Syam.g_01737
OG0001064	Prbf.g_01860	Syam.g_01736
OG0001065	Prbf.g_01861	Syam.g_01735
OG0001066	Prbf.g_01862	Syam.g_01734
OG0001067	Prbf.g_01863	Syam.g_01733
OG0001068	Prbf.g_01864	Syam.g_01732
OG0001069	Prbf.g_01865	Syam.g_01731
OG0001070	Prbf.g_01869	Syam.g_01728
OG0001071	Prbf.g_01870	Syam.g_01727
OG0001072	Prbf.g_01872	Syam.g_01723
OG0001073	Prbf.g_01886	Syam.g_01709
OG0001074	Prbf.g_01898	Syam.g_01504
OG0001075	Prbf.g_01899	Syam.g_01502
OG0001076	Prbf.g_01906	Syam.g_01491
OG0001077	Prbf.g_01912	Syam.g_01480
OG0001078	Prbf.g_00983	Syam.g_01467
OG0001079	Prbf.g_00995	Syam.g_01454
OG0001080	Prbf.g_01001	Syam.g_01034
OG0001081	Prbf.g_01003	Syam.g_01386
OG0001082	Prbf.g_01004	Syam.g_01385
OG0001083	Prbf.g_01009	Syam.g_01377
OG0001084	Prbf.g_01010	Syam.g_01376
OG0001085	Prbf.g_01293	Syam.g_01366
OG0001086	Prbf.g_01292	Syam.g_01364
OG0001087	Prbf.g_01274	Syam.g_00813
OG0001088	Prbf.g_01273	Syam.g_00809
OG0001089	Prbf.g_01262	Syam.g_00785
OG0001090	Prbf.g_01252	Syam.g_01246
OG0001091	Prbf.g_01030	Syam.g_01244
OG0001092	Prbf.g_01031	Syam.g_01242
OG0001093	Prbf.g_01036	Syam.g_01236
OG0001094	Prbf.g_01029	Syam.g_01296
OG0001095	Prbf.g_01232	Syam.g_01276
OG0001096	Prbf.g_01218	Syam.g_01260
OG0001097	Prbf.g_01198	Syam.g_00727
OG0001098	Prbf.g_01179	Syam.g_01037
OG0001099	Prbf.g_00833	Syam.g_02138
OG0001100	Prbf.g_01329	Syam.g_01356
OG0001101	Prbf.g_01326	Syam.g_01355
OG0001103	Prbf.g_01321	Syam.g_01350
OG0001104	Prbf.g_01298	Syam.g_01311
OG0001105	Prbf.g_01294	Syam.g_01307
OG0001106	Prbf.g_01126	Syam.g_01110
OG0001107	Prbf.g_01119	Syam.g_01122
OG0001108	Prbf.g_01115	Syam.g_01132
OG0001109	Prbf.g_01114	Syam.g_01134
OG0001110	Prbf.g_01112	Syam.g_01136
OG0001111	Prbf.g_01111	Syam.g_01138
OG0001112	Prbf.g_01110	Syam.g_01140
OG0001113	Prbf.g_01109	Syam.g_01141
OG0001114	Prbf.g_01108	Syam.g_01142
OG0001115	Prbf.g_01106	Syam.g_01146
OG0001116	Prbf.g_01105	Syam.g_01148
OG0001117	Prbf.g_01104	Syam.g_01149
OG0001118	Prbf.g_01103	Syam.g_01150
OG0001119	Prbf.g_01102	Syam.g_01152
