Orthogroup	Prbf	Prah
OG0000561	Prbf.g_01836	Prah.g_01462
OG0000562	Prbf.g_01837	Prah.g_01461
OG0000563	Prbf.g_01838	Prah.g_01460
OG0000564	Prbf.g_01839	Prah.g_01459
OG0000565	Prbf.g_01841	Prah.g_01457
OG0000566	Prbf.g_01845	Prah.g_01452
OG0000567	Prbf.g_01849	Prah.g_01448
OG0000568	Prbf.g_01850	Prah.g_01446
OG0000569	Prbf.g_01851	Prah.g_01445
OG0000570	Prbf.g_01852	Prah.g_01444
OG0000571	Prbf.g_01854	Prah.g_01441
OG0000572	Prbf.g_01868	Prah.g_01425
OG0000573	Prbf.g_01874	Prah.g_01416
OG0000574	Prbf.g_01875	Prah.g_01415
OG0000575	Prbf.g_01879	Prah.g_01406
OG0000576	Prbf.g_01881	Prah.g_01404
OG0000577	Prbf.g_01882	Prah.g_01403
OG0000578	Prbf.g_01883	Prah.g_01402
OG0000579	Prbf.g_01884	Prah.g_01401
OG0000580	Prbf.g_01885	Prah.g_01400
OG0000581	Prbf.g_01888	Prah.g_01396
OG0000582	Prbf.g_01891	Prah.g_01392
OG0000583	Prbf.g_01892	Prah.g_01391
OG0000584	Prbf.g_01893	Prah.g_01390
OG0000585	Prbf.g_01895	Prah.g_01388
OG0000586	Prbf.g_01896	Prah.g_01387
OG0000587	Prbf.g_01897	Prah.g_01385
OG0000588	Prbf.g_01901	Prah.g_00529
OG0000589	Prbf.g_01903	Prah.g_00526
OG0000590	Prbf.g_01904	Prah.g_00525
OG0000591	Prbf.g_01908	Prah.g_00518
OG0000592	Prbf.g_01909	Prah.g_00517
OG0000593	Prbf.g_00979	Prah.g_00505
OG0000594	Prbf.g_00980	Prah.g_00504
OG0000595	Prbf.g_00981	Prah.g_00503
OG0000596	Prbf.g_00985	Prah.g_00498
OG0000597	Prbf.g_00988	Prah.g_00495
OG0000598	Prbf.g_00989	Prah.g_00494
OG0000599	Prbf.g_00992	Prah.g_00485
OG0000600	Prbf.g_00993	Prah.g_00484
OG0000601	Prbf.g_00994	Prah.g_00483
OG0000602	Prbf.g_00996	Prah.g_00478
OG0000603	Prbf.g_00997	Prah.g_00477
OG0000604	Prbf.g_00998	Prah.g_00476
OG0000605	Prbf.g_00999	Prah.g_00474
OG0000606	Prbf.g_01002	Prah.g_00466
OG0000607	Prbf.g_01005	Prah.g_00463
OG0000608	Prbf.g_01006	Prah.g_00462
OG0000609	Prbf.g_01007	Prah.g_00460
OG0000610	Prbf.g_01013	Prah.g_00452
OG0000611	Prbf.g_01016	Prah.g_00449
OG0000612	Prbf.g_01017	Prah.g_00448
OG0000613	Prbf.g_01290	Prah.g_02193
OG0000614	Prbf.g_01269	Prah.g_00985
OG0000615	Prbf.g_01258	Prah.g_00706
OG0000616	Prbf.g_00404	Prah.g_02588
OG0000617	Prbf.g_01033	Prah.g_00881
OG0000618	Prbf.g_01034	Prah.g_00880
OG0000619	Prbf.g_01035	Prah.g_00879
OG0000620	Prbf.g_01038	Prah.g_00875
OG0000621	Prbf.g_01039	Prah.g_00874
OG0000622	Prbf.g_01040	Prah.g_00873
OG0000623	Prbf.g_01041	Prah.g_00872
OG0000624	Prbf.g_01043	Prah.g_00871
OG0000625	Prbf.g_01044	Prah.g_00870
OG0000626	Prbf.g_01045	Prah.g_00869
OG0000627	Prbf.g_01046	Prah.g_00746
OG0000628	Prbf.g_01047	Prah.g_00747
OG0000629	Prbf.g_01048	Prah.g_00750
OG0000630	Prbf.g_01051	Prah.g_00754
OG0000631	Prbf.g_01144	Prah.g_00758
OG0000632	Prbf.g_01143	Prah.g_00759
OG0000633	Prbf.g_01142	Prah.g_00760
OG0000634	Prbf.g_01249	Prah.g_00671
OG0000635	Prbf.g_01248	Prah.g_00670
OG0000636	Prbf.g_01246	Prah.g_00668
OG0000637	Prbf.g_01244	Prah.g_00666
OG0000638	Prbf.g_01243	Prah.g_00665
OG0000639	Prbf.g_01242	Prah.g_00664
OG0000640	Prbf.g_01241	Prah.g_00663
OG0000641	Prbf.g_01237	Prah.g_00659
OG0000642	Prbf.g_01236	Prah.g_00658
OG0000643	Prbf.g_01235	Prah.g_00657
OG0000644	Prbf.g_01234	Prah.g_00656
OG0000645	Prbf.g_01233	Prah.g_00655
OG0000646	Prbf.g_01231	Prah.g_00652
OG0000647	Prbf.g_01229	Prah.g_00650
OG0000648	Prbf.g_01227	Prah.g_00648
OG0000649	Prbf.g_01226	Prah.g_00647
OG0000650	Prbf.g_01225	Prah.g_00646
OG0000651	Prbf.g_01224	Prah.g_00645
OG0000652	Prbf.g_01223	Prah.g_00644
OG0000653	Prbf.g_01221	Prah.g_00640
OG0000654	Prbf.g_01220	Prah.g_00639
OG0000655	Prbf.g_01219	Prah.g_00638
OG0000656	Prbf.g_01216	Prah.g_00635
OG0000657	Prbf.g_01208	Prah.g_00603
OG0000658	Prbf.g_01206	Prah.g_00601
OG0000659	Prbf.g_01205	Prah.g_00600
OG0000660	Prbf.g_01201	Prah.g_00596
OG0000661	Prbf.g_01199	Prah.g_00594
OG0000662	Prbf.g_01197	Prah.g_00592
OG0000663	Prbf.g_01195	Prah.g_00589
OG0000664	Prbf.g_01194	Prah.g_00588
OG0000665	Prbf.g_01188	Prah.g_00574
OG0000666	Prbf.g_01187	Prah.g_00572
OG0000667	Prbf.g_01183	Prah.g_00564
OG0000668	Prbf.g_00838	Prah.g_00850
OG0000669	Prbf.g_01331	Prah.g_00558
OG0000670	Prbf.g_01328	Prah.g_01212
OG0000671	Prbf.g_01325	Prah.g_00738
OG0000672	Prbf.g_01322	Prah.g_00735
OG0000673	Prbf.g_01319	Prah.g_00732
OG0000674	Prbf.g_01317	Prah.g_00730
OG0000675	Prbf.g_01316	Prah.g_00729
OG0000676	Prbf.g_01314	Prah.g_00726
OG0000677	Prbf.g_01313	Prah.g_00724
OG0000678	Prbf.g_01311	Prah.g_00721
OG0000679	Prbf.g_01307	Prah.g_00702
OG0000680	Prbf.g_01306	Prah.g_00701
OG0000681	Prbf.g_01303	Prah.g_00699
OG0000682	Prbf.g_01302	Prah.g_00698
OG0000683	Prbf.g_01301	Prah.g_00697
OG0000684	Prbf.g_01299	Prah.g_00683
OG0000685	Prbf.g_01297	Prah.g_00685
OG0000686	Prbf.g_01296	Prah.g_00686
OG0000687	Prbf.g_01295	Prah.g_00687
OG0000688	Prbf.g_01021	Prah.g_00681
OG0000689	Prbf.g_01022	Prah.g_00680
OG0000690	Prbf.g_01023	Prah.g_00679
OG0000691	Prbf.g_01024	Prah.g_00678
OG0000692	Prbf.g_01026	Prah.g_00677
OG0000693	Prbf.g_01027	Prah.g_00675
OG0000694	Prbf.g_01028	Prah.g_00674
OG0000695	Prbf.g_01140	Prah.g_00762
OG0000696	Prbf.g_01139	Prah.g_00763
OG0000697	Prbf.g_01138	Prah.g_00765
OG0000698	Prbf.g_01135	Prah.g_00768
OG0000699	Prbf.g_01134	Prah.g_00770
OG0000700	Prbf.g_01133	Prah.g_00771
OG0000701	Prbf.g_01132	Prah.g_00772
OG0000702	Prbf.g_01130	Prah.g_00780
OG0000703	Prbf.g_01129	Prah.g_00781
OG0000704	Prbf.g_01127	Prah.g_00783
OG0000705	Prbf.g_01124	Prah.g_00789
OG0000706	Prbf.g_01123	Prah.g_00790
OG0000707	Prbf.g_01122	Prah.g_00791
OG0000708	Prbf.g_01120	Prah.g_00793
OG0000709	Prbf.g_01116	Prah.g_00800
OG0000710	Prbf.g_01113	Prah.g_00805
OG0000711	Prbf.g_01095	Prah.g_00828
OG0000712	Prbf.g_01094	Prah.g_00829
OG0000713	Prbf.g_01093	Prah.g_00830
OG0000714	Prbf.g_01092	Prah.g_00833
OG0000715	Prbf.g_01090	Prah.g_00835
OG0000716	Prbf.g_01088	Prah.g_00839
OG0000717	Prbf.g_01087	Prah.g_00840
OG0000718	Prbf.g_01083	Prah.g_00846
OG0000719	Prbf.g_01081	Prah.g_00848
OG0000720	Prbf.g_01069	Prah.g_00861
OG0000721	Prbf.g_01065	Prah.g_00862
OG0000722	Prbf.g_01064	Prah.g_00863
OG0000723	Prbf.g_01060	Prah.g_00867
OG0000724	Prbf.g_01165	Prah.g_00910
OG0000725	Prbf.g_01171	Prah.g_00919
OG0000726	Prbf.g_01172	Prah.g_00920
OG0000727	Prbf.g_01173	Prah.g_00921
OG0000728	Prbf.g_01175	Prah.g_00922
OG0000729	Prbf.g_00048	Prah.g_00133
OG0000730	Prbf.g_00876	Prah.g_01942
OG0000731	Prbf.g_01684	Prah.g_01932
OG0000732	Prbf.g_00453	Prah.g_00054
OG0000733	Prbf.g_00787	Prah.g_02532
OG0000734	Prbf.g_00902	Prah.g_01905
OG0000735	Prbf.g_00904	Prah.g_01340
OG0000736	Prbf.g_00905	Prah.g_01339
OG0000737	Prbf.g_00906	Prah.g_01338
OG0000738	Prbf.g_00910	Prah.g_01331
OG0000739	Prbf.g_00911	Prah.g_01329
OG0000740	Prbf.g_00912	Prah.g_01328
OG0000741	Prbf.g_00914	Prah.g_01325
OG0000742	Prbf.g_00917	Prah.g_01323
OG0000743	Prbf.g_00919	Prah.g_01321
OG0000744	Prbf.g_00920	Prah.g_01320
OG0000745	Prbf.g_00921	Prah.g_01318
OG0000746	Prbf.g_00923	Prah.g_01316
OG0000747	Prbf.g_00924	Prah.g_01315
OG0000748	Prbf.g_00928	Prah.g_01304
OG0000749	Prbf.g_00929	Prah.g_01303
OG0000750	Prbf.g_00930	Prah.g_01302
OG0000751	Prbf.g_00933	Prah.g_01297
OG0000752	Prbf.g_00935	Prah.g_01295
OG0000753	Prbf.g_00937	Prah.g_01292
OG0000754	Prbf.g_00940	Prah.g_01262
OG0000755	Prbf.g_00946	Prah.g_01255
OG0000756	Prbf.g_00947	Prah.g_01254
OG0000757	Prbf.g_00954	Prah.g_01247
OG0000758	Prbf.g_00955	Prah.g_01246
OG0000759	Prbf.g_00956	Prah.g_01245
OG0000760	Prbf.g_00957	Prah.g_01244
OG0000761	Prbf.g_00958	Prah.g_01243
OG0000762	Prbf.g_00959	Prah.g_01263
OG0000763	Prbf.g_00961	Prah.g_01265
OG0000764	Prbf.g_00962	Prah.g_01266
OG0000765	Prbf.g_00970	Prah.g_01282
OG0000766	Prbf.g_00971	Prah.g_01283
OG0000767	Prbf.g_00973	Prah.g_01285
OG0000768	Prbf.g_00974	Prah.g_01286
OG0000769	Prbf.g_00976	Prah.g_01290
OG0000770	Prbf.g_01914	Prah.g_01239
OG0000771	Prbf.g_00253	Prah.g_00905
OG0000772	Prbf.g_00767	Prah.g_01610
OG0000773	Prbf.g_00035	Prah.g_01351
OG0000774	Prbf.g_00033	Prah.g_01355
OG0000775	Prbf.g_00031	Prah.g_01357
OG0000776	Prbf.g_00030	Prah.g_01358
OG0000777	Prbf.g_00029	Prah.g_01359
OG0000778	Prbf.g_00028	Prah.g_01360
OG0000779	Prbf.g_00024	Prah.g_01365
OG0000780	Prbf.g_00023	Prah.g_01368
OG0000781	Prbf.g_00019	Prah.g_01372
OG0000782	Prbf.g_00018	Prah.g_01373
OG0000783	Prbf.g_00017	Prah.g_01374
OG0000784	Prbf.g_00016	Prah.g_01375
OG0000785	Prbf.g_00014	Prah.g_01377
OG0000786	Prbf.g_00011	Prah.g_01380
OG0000787	Prbf.g_00010	Prah.g_01381
OG0000788	Prbf.g_01782	Prah.g_00224
OG0000789	Prbf.g_00256	Prah.g_01183
OG0000790	Prbf.g_00100	Prah.g_01580
OG0000791	Prbf.g_00102	Prah.g_01582
OG0000792	Prbf.g_00103	Prah.g_01583
OG0000793	Prbf.g_00106	Prah.g_01587
OG0000794	Prbf.g_00107	Prah.g_01588
OG0000795	Prbf.g_00108	Prah.g_01589
OG0000796	Prbf.g_00112	Prah.g_01593
OG0000797	Prbf.g_00113	Prah.g_01594
OG0000799	Prbf.g_00140	Prah.g_00435
OG0000800	Prbf.g_00141	Prah.g_00434
OG0000801	Prbf.g_00142	Prah.g_00433
OG0000802	Prbf.g_00144	Prah.g_00427
OG0000803	Prbf.g_00146	Prah.g_00423
OG0000804	Prbf.g_00147	Prah.g_00421
OG0000805	Prbf.g_00149	Prah.g_00419
OG0000806	Prbf.g_00151	Prah.g_00417
OG0000807	Prbf.g_00152	Prah.g_00415
OG0000808	Prbf.g_00153	Prah.g_00414
OG0000809	Prbf.g_00155	Prah.g_00410
OG0000810	Prbf.g_00156	Prah.g_00409
OG0000811	Prbf.g_00160	Prah.g_00403
OG0000812	Prbf.g_00162	Prah.g_00401
OG0000813	Prbf.g_00163	Prah.g_00400
OG0000814	Prbf.g_00165	Prah.g_00398
OG0000815	Prbf.g_00166	Prah.g_00397
OG0000816	Prbf.g_00168	Prah.g_00395
OG0000817	Prbf.g_00169	Prah.g_00394
OG0000818	Prbf.g_00174	Prah.g_00386
OG0000819	Prbf.g_00175	Prah.g_00385
OG0000820	Prbf.g_00176	Prah.g_00384
OG0000821	Prbf.g_00180	Prah.g_00379
OG0000822	Prbf.g_00181	Prah.g_00376
OG0000823	Prbf.g_00182	Prah.g_00374
OG0000824	Prbf.g_00185	Prah.g_00370
OG0000825	Prbf.g_00186	Prah.g_00369
OG0000826	Prbf.g_00187	Prah.g_00368
OG0000827	Prbf.g_00188	Prah.g_00367
OG0000828	Prbf.g_00191	Prah.g_00364
OG0000829	Prbf.g_00192	Prah.g_00363
OG0000830	Prbf.g_00193	Prah.g_00362
OG0000831	Prbf.g_00195	Prah.g_00360
OG0000832	Prbf.g_00205	Prah.g_01615
OG0000833	Prbf.g_00214	Prah.g_01623
OG0000834	Prbf.g_00215	Prah.g_01624
OG0000835	Prbf.g_00216	Prah.g_01625
OG0000836	Prbf.g_00217	Prah.g_01627
OG0000837	Prbf.g_00218	Prah.g_01628
OG0000838	Prbf.g_00220	Prah.g_01632
OG0000839	Prbf.g_00221	Prah.g_01633
OG0000840	Prbf.g_00222	Prah.g_01634
OG0000841	Prbf.g_00223	Prah.g_01635
OG0000842	Prbf.g_00224	Prah.g_01636
OG0000843	Prbf.g_00225	Prah.g_01637
OG0000844	Prbf.g_00226	Prah.g_01639
OG0000845	Prbf.g_00227	Prah.g_01640
OG0000846	Prbf.g_00228	Prah.g_01641
OG0000847	Prbf.g_00229	Prah.g_01642
OG0000848	Prbf.g_00230	Prah.g_01643
OG0000849	Prbf.g_00231	Prah.g_01644
OG0000850	Prbf.g_00233	Prah.g_01645
OG0000851	Prbf.g_00234	Prah.g_01648
OG0000852	Prbf.g_00235	Prah.g_01649
OG0000853	Prbf.g_00241	Prah.g_01653
OG0000854	Prbf.g_00243	Prah.g_01655
OG0000855	Prbf.g_00244	Prah.g_01656
OG0000856	Prbf.g_01911	Prah.g_00515
OG0000857	Prbf.g_01230	Prah.g_00651
OG0000858	Prbf.g_00700	Prah.g_01667
OG0000859	Prbf.g_00699	Prah.g_01668
OG0000860	Prbf.g_00691	Prah.g_01678
OG0000861	Prbf.g_00690	Prah.g_01679
OG0000862	Prbf.g_00689	Prah.g_01681
OG0000863	Prbf.g_00687	Prah.g_01685
OG0000864	Prbf.g_00686	Prah.g_01687
OG0000865	Prbf.g_00685	Prah.g_01688
OG0000866	Prbf.g_00684	Prah.g_01689
OG0000867	Prbf.g_00683	Prah.g_01690
OG0000868	Prbf.g_00681	Prah.g_01692
OG0000869	Prbf.g_00678	Prah.g_01695
OG0000870	Prbf.g_00673	Prah.g_01700
OG0000871	Prbf.g_00672	Prah.g_01701
OG0000872	Prbf.g_00671	Prah.g_01703
OG0000873	Prbf.g_00668	Prah.g_01707
OG0000874	Prbf.g_00665	Prah.g_01711
OG0000875	Prbf.g_00664	Prah.g_01713
OG0000876	Prbf.g_00663	Prah.g_01714
OG0000877	Prbf.g_00661	Prah.g_01717
OG0000878	Prbf.g_00660	Prah.g_01718
OG0000879	Prbf.g_00659	Prah.g_01719
OG0000880	Prbf.g_00658	Prah.g_01720
OG0000881	Prbf.g_00654	Prah.g_01728
OG0000882	Prbf.g_00649	Prah.g_01733
OG0000883	Prbf.g_00647	Prah.g_01736
OG0000884	Prbf.g_00645	Prah.g_01738
OG0000885	Prbf.g_00644	Prah.g_01739
OG0000886	Prbf.g_00643	Prah.g_01740
OG0000887	Prbf.g_00642	Prah.g_01741
OG0000888	Prbf.g_00640	Prah.g_01743
OG0000889	Prbf.g_00638	Prah.g_01745
OG0000890	Prbf.g_00637	Prah.g_01759
OG0000891	Prbf.g_00636	Prah.g_01760
OG0000892	Prbf.g_00634	Prah.g_01762
OG0000893	Prbf.g_00630	Prah.g_02073
OG0000894	Prbf.g_00627	Prah.g_02070
OG0000895	Prbf.g_00623	Prah.g_02066
OG0000896	Prbf.g_00622	Prah.g_02065
OG0000897	Prbf.g_00620	Prah.g_02063
OG0000898	Prbf.g_00619	Prah.g_02062
OG0000899	Prbf.g_00618	Prah.g_02061
OG0000900	Prbf.g_00617	Prah.g_02060
OG0000901	Prbf.g_00614	Prah.g_02056
OG0000902	Prbf.g_00612	Prah.g_02054
OG0000903	Prbf.g_00608	Prah.g_02041
OG0000904	Prbf.g_00604	Prah.g_02046
OG0000905	Prbf.g_00610	Prah.g_02048
OG0000906	Prbf.g_00611	Prah.g_02050
OG0000907	Prbf.g_00601	Prah.g_02039
OG0000908	Prbf.g_00598	Prah.g_02036
OG0000909	Prbf.g_00597	Prah.g_02035
OG0000910	Prbf.g_00596	Prah.g_02034
OG0000911	Prbf.g_00594	Prah.g_02032
OG0000912	Prbf.g_00593	Prah.g_02031
OG0000913	Prbf.g_00592	Prah.g_02030
OG0000914	Prbf.g_00591	Prah.g_02029
OG0000915	Prbf.g_00590	Prah.g_02028
OG0000916	Prbf.g_00589	Prah.g_02027
OG0000917	Prbf.g_00588	Prah.g_02026
OG0000918	Prbf.g_00587	Prah.g_02025
OG0000919	Prbf.g_00586	Prah.g_02024
OG0000920	Prbf.g_00585	Prah.g_02023
OG0000921	Prbf.g_00584	Prah.g_02022
OG0000922	Prbf.g_00583	Prah.g_02021
OG0000923	Prbf.g_00579	Prah.g_02017
OG0000924	Prbf.g_00578	Prah.g_02016
OG0000925	Prbf.g_00577	Prah.g_02015
OG0000926	Prbf.g_00576	Prah.g_02014
OG0000927	Prbf.g_00574	Prah.g_02012
OG0000928	Prbf.g_00573	Prah.g_02011
OG0000929	Prbf.g_00572	Prah.g_02010
OG0000930	Prbf.g_00571	Prah.g_02009
OG0000931	Prbf.g_00570	Prah.g_02008
OG0000932	Prbf.g_00569	Prah.g_02007
OG0000933	Prbf.g_00565	Prah.g_02002
OG0000934	Prbf.g_00563	Prah.g_02000
OG0000935	Prbf.g_00562	Prah.g_01999
OG0000936	Prbf.g_00561	Prah.g_01998
OG0000937	Prbf.g_00560	Prah.g_01997
OG0000938	Prbf.g_00557	Prah.g_01994
OG0000939	Prbf.g_00556	Prah.g_01993
OG0000940	Prbf.g_00549	Prah.g_01985
OG0000941	Prbf.g_00547	Prah.g_01983
OG0000942	Prbf.g_00545	Prah.g_01981
OG0000943	Prbf.g_00544	Prah.g_01980
OG0000944	Prbf.g_00542	Prah.g_01978
OG0000945	Prbf.g_00541	Prah.g_01977
OG0000946	Prbf.g_00536	Prah.g_01966
OG0000947	Prbf.g_00534	Prah.g_01963
OG0000948	Prbf.g_00533	Prah.g_01962
OG0000949	Prbf.g_00530	Prah.g_01958
OG0000950	Prbf.g_00523	Prah.g_02231
OG0000951	Prbf.g_00519	Prah.g_02236
OG0000952	Prbf.g_00515	Prah.g_02241
OG0000953	Prbf.g_00511	Prah.g_02245
OG0000954	Prbf.g_00507	Prah.g_00167
OG0000955	Prbf.g_00506	Prah.g_00166
OG0000956	Prbf.g_00504	Prah.g_00164
OG0000957	Prbf.g_00498	Prah.g_00152
OG0000958	Prbf.g_00497	Prah.g_00151
OG0000959	Prbf.g_00493	Prah.g_00146
OG0000960	Prbf.g_00492	Prah.g_00145
OG0000961	Prbf.g_00488	Prah.g_00136
OG0000962	Prbf.g_00486	Prah.g_00134
OG0000963	Prbf.g_00482	Prah.g_00129
OG0000964	Prbf.g_00481	Prah.g_00128
OG0000965	Prbf.g_00480	Prah.g_00127
OG0000966	Prbf.g_00474	Prah.g_00086
OG0000967	Prbf.g_00470	Prah.g_00079
OG0000968	Prbf.g_00468	Prah.g_00076
OG0000969	Prbf.g_00467	Prah.g_00074
OG0000970	Prbf.g_00466	Prah.g_00073
OG0000971	Prbf.g_00465	Prah.g_00071
OG0000972	Prbf.g_00464	Prah.g_00070
OG0000973	Prbf.g_00463	Prah.g_00068
OG0000974	Prbf.g_00462	Prah.g_00067
OG0000975	Prbf.g_00461	Prah.g_00066
OG0000976	Prbf.g_00460	Prah.g_00065
OG0000977	Prbf.g_00459	Prah.g_00063
OG0000978	Prbf.g_00458	Prah.g_00062
OG0000979	Prbf.g_00456	Prah.g_00059
OG0000980	Prbf.g_00454	Prah.g_00055
OG0000981	Prbf.g_00451	Prah.g_00052
OG0000982	Prbf.g_00449	Prah.g_02491
OG0000983	Prbf.g_00448	Prah.g_02492
OG0000984	Prbf.g_00447	Prah.g_02493
OG0000985	Prbf.g_00444	Prah.g_02497
OG0000986	Prbf.g_00442	Prah.g_02499
OG0000987	Prbf.g_00441	Prah.g_02501
OG0000988	Prbf.g_00438	Prah.g_02505
OG0000989	Prbf.g_00434	Prah.g_02513
OG0000990	Prbf.g_00430	Prah.g_02536
OG0000991	Prbf.g_00429	Prah.g_02540
OG0000992	Prbf.g_00426	Prah.g_02543
OG0000993	Prbf.g_00425	Prah.g_02544
OG0000994	Prbf.g_00424	Prah.g_02547
OG0000995	Prbf.g_00420	Prah.g_02552
OG0000996	Prbf.g_00419	Prah.g_02565
OG0000997	Prbf.g_00416	Prah.g_02574
OG0000998	Prbf.g_00414	Prah.g_02576
OG0000999	Prbf.g_00413	Prah.g_02577
OG0001000	Prbf.g_00410	Prah.g_02580
OG0001001	Prbf.g_00407	Prah.g_02584
OG0001002	Prbf.g_00402	Prah.g_02591
OG0001003	Prbf.g_00401	Prah.g_02593
OG0001004	Prbf.g_00400	Prah.g_02594
OG0001005	Prbf.g_00399	Prah.g_02596
OG0001006	Prbf.g_00395	Prah.g_02602
OG0001007	Prbf.g_00393	Prah.g_02604
OG0001008	Prbf.g_01721	Prah.g_00231
OG0001009	Prbf.g_01349	Prah.g_00033
OG0001010	Prbf.g_01350	Prah.g_00034
OG0001011	Prbf.g_01352	Prah.g_00036
OG0001012	Prbf.g_01366	Prah.g_02488
OG0001013	Prbf.g_01373	Prah.g_02466
OG0001014	Prbf.g_01376	Prah.g_02454
OG0001015	Prbf.g_01378	Prah.g_02453
OG0001016	Prbf.g_01400	Prah.g_01843
OG0001017	Prbf.g_01404	Prah.g_01849
OG0001018	Prbf.g_01406	Prah.g_01851
OG0001019	Prbf.g_01415	Prah.g_01867
OG0001020	Prbf.g_01416	Prah.g_01873
OG0001021	Prbf.g_01417	Prah.g_01877
OG0001022	Prbf.g_01420	Prah.g_01882
OG0001023	Prbf.g_01421	Prah.g_01883
OG0001024	Prbf.g_01425	Prah.g_01887
OG0001025	Prbf.g_01432	Prah.g_01894
OG0001026	Prbf.g_01441	Prah.g_01908
OG0001027	Prbf.g_01442	Prah.g_00195
OG0001028	Prbf.g_01444	Prah.g_00193
OG0001029	Prbf.g_01445	Prah.g_00191
OG0001030	Prbf.g_01461	Prah.g_02257
OG0001031	Prbf.g_01521	Prah.g_02336
OG0001032	Prbf.g_01522	Prah.g_02339
OG0001033	Prbf.g_01543	Prah.g_02372
OG0001034	Prbf.g_01574	Prah.g_01779
OG0001035	Prbf.g_01594	Prah.g_02099
OG0001036	Prbf.g_01598	Prah.g_02103
OG0001037	Prbf.g_01599	Prah.g_02105
OG0001038	Prbf.g_01618	Prah.g_02132
OG0001039	Prbf.g_01621	Prah.g_02135
OG0001040	Prbf.g_01623	Prah.g_02138
OG0001041	Prbf.g_01628	Prah.g_02143
OG0001042	Prbf.g_01645	Prah.g_02168
OG0001043	Prbf.g_01646	Prah.g_02170
OG0001044	Prbf.g_01677	Prah.g_01941
OG0001045	Prbf.g_01686	Prah.g_01929
OG0001046	Prbf.g_00741	Prah.g_01661
OG0001047	Prbf.g_01723	Prah.g_00233
OG0001048	Prbf.g_01724	Prah.g_00234
OG0001049	Prbf.g_01726	Prah.g_00237
OG0001050	Prbf.g_01727	Prah.g_00238
OG0001051	Prbf.g_01728	Prah.g_00239
OG0001052	Prbf.g_01754	Prah.g_00308
OG0001053	Prbf.g_01766	Prah.g_01563
OG0001054	Prbf.g_01781	Prah.g_01545
OG0001055	Prbf.g_01800	Prah.g_01524
OG0001056	Prbf.g_01817	Prah.g_01496
OG0001057	Prbf.g_01822	Prah.g_01482
OG0001058	Prbf.g_01830	Prah.g_01468
OG0001059	Prbf.g_01834	Prah.g_01464
OG0001060	Prbf.g_01840	Prah.g_01458
OG0001061	Prbf.g_01855	Prah.g_01440
OG0001062	Prbf.g_01857	Prah.g_01438
OG0001063	Prbf.g_01859	Prah.g_01434
OG0001064	Prbf.g_01860	Prah.g_01433
OG0001065	Prbf.g_01861	Prah.g_01432
OG0001066	Prbf.g_01862	Prah.g_01431
OG0001067	Prbf.g_01863	Prah.g_01430
OG0001068	Prbf.g_01864	Prah.g_01429
OG0001069	Prbf.g_01865	Prah.g_01428
OG0001070	Prbf.g_01869	Prah.g_01424
OG0001071	Prbf.g_01870	Prah.g_01423
OG0001072	Prbf.g_01872	Prah.g_01418
OG0001073	Prbf.g_01886	Prah.g_01399
OG0001074	Prbf.g_01898	Prah.g_00532
OG0001075	Prbf.g_01899	Prah.g_00531
OG0001076	Prbf.g_01906	Prah.g_00523
OG0001077	Prbf.g_01912	Prah.g_00513
OG0001078	Prbf.g_00983	Prah.g_00500
OG0001079	Prbf.g_00995	Prah.g_00482
OG0001080	Prbf.g_01001	Prah.g_00472
OG0001081	Prbf.g_01003	Prah.g_00465
OG0001082	Prbf.g_01004	Prah.g_00464
OG0001083	Prbf.g_01009	Prah.g_00456
OG0001084	Prbf.g_01010	Prah.g_00455
OG0001085	Prbf.g_01293	Prah.g_00444
OG0001086	Prbf.g_01292	Prah.g_00442
OG0001087	Prbf.g_01274	Prah.g_00968
OG0001088	Prbf.g_01273	Prah.g_00972
OG0001089	Prbf.g_01262	Prah.g_01025
OG0001090	Prbf.g_01252	Prah.g_00886
OG0001091	Prbf.g_01030	Prah.g_00884
OG0001092	Prbf.g_01031	Prah.g_00882
OG0001093	Prbf.g_01036	Prah.g_00878
OG0001094	Prbf.g_01029	Prah.g_00673
OG0001095	Prbf.g_01232	Prah.g_00654
OG0001096	Prbf.g_01218	Prah.g_00637
OG0001097	Prbf.g_01198	Prah.g_00593
OG0001098	Prbf.g_01179	Prah.g_00743
OG0001099	Prbf.g_00833	Prah.g_00192
OG0001100	Prbf.g_01329	Prah.g_00740
OG0001101	Prbf.g_01326	Prah.g_00739
OG0001102	Prbf.g_01323	Prah.g_00736
OG0001103	Prbf.g_01321	Prah.g_00734
OG0001104	Prbf.g_01298	Prah.g_00684
OG0001105	Prbf.g_01294	Prah.g_00689
OG0001106	Prbf.g_01126	Prah.g_00784
OG0001107	Prbf.g_01119	Prah.g_00794
OG0001108	Prbf.g_01115	Prah.g_00801
OG0001109	Prbf.g_01114	Prah.g_00803
OG0001110	Prbf.g_01112	Prah.g_00806
OG0001111	Prbf.g_01111	Prah.g_00808
OG0001112	Prbf.g_01110	Prah.g_00810
OG0001113	Prbf.g_01109	Prah.g_00811
OG0001114	Prbf.g_01108	Prah.g_00812
OG0001115	Prbf.g_01106	Prah.g_00814
OG0001116	Prbf.g_01105	Prah.g_00815
OG0001117	Prbf.g_01104	Prah.g_00816
OG0001118	Prbf.g_01103	Prah.g_00817
OG0001119	Prbf.g_01102	Prah.g_00818
OG0001120	Prbf.g_01100	Prah.g_00821
