Orthogroup	Prbc	Pran
OG0000553	Prbc.g_01679	Pran.g_01575
OG0000554	Prbc.g_01680	Pran.g_01574
OG0000555	Prbc.g_01682	Pran.g_01573
OG0000556	Prbc.g_01683	Pran.g_01572
OG0000557	Prbc.g_01684	Pran.g_01571
OG0000558	Prbc.g_01685	Pran.g_01570
OG0000559	Prbc.g_01686	Pran.g_01569
OG0000560	Prbc.g_01687	Pran.g_01568
OG0000561	Prbc.g_01688	Pran.g_01567
OG0000562	Prbc.g_01689	Pran.g_01566
OG0000563	Prbc.g_01690	Pran.g_01565
OG0000564	Prbc.g_01691	Pran.g_01564
OG0000565	Prbc.g_01692	Pran.g_01563
OG0000566	Prbc.g_01693	Pran.g_01562
OG0000567	Prbc.g_01694	Pran.g_01561
OG0000568	Prbc.g_01695	Pran.g_01560
OG0000569	Prbc.g_01698	Pran.g_01557
OG0000570	Prbc.g_01699	Pran.g_01556
OG0000571	Prbc.g_01700	Pran.g_01554
OG0000572	Prbc.g_01702	Pran.g_01553
OG0000573	Prbc.g_01703	Pran.g_01552
OG0000574	Prbc.g_01704	Pran.g_01551
OG0000575	Prbc.g_01705	Pran.g_01550
OG0000576	Prbc.g_01706	Pran.g_01549
OG0000577	Prbc.g_01707	Pran.g_01548
OG0000578	Prbc.g_01708	Pran.g_01547
OG0000579	Prbc.g_01709	Pran.g_01546
OG0000580	Prbc.g_01710	Pran.g_01545
OG0000581	Prbc.g_01711	Pran.g_01544
OG0000582	Prbc.g_01712	Pran.g_01543
OG0000583	Prbc.g_01713	Pran.g_01542
OG0000584	Prbc.g_01715	Pran.g_01540
OG0000585	Prbc.g_01716	Pran.g_01539
OG0000586	Prbc.g_01717	Pran.g_01538
OG0000587	Prbc.g_01718	Pran.g_01537
OG0000588	Prbc.g_01719	Pran.g_01536
OG0000589	Prbc.g_01720	Pran.g_01535
OG0000590	Prbc.g_01721	Pran.g_01534
OG0000591	Prbc.g_01722	Pran.g_01533
OG0000592	Prbc.g_01723	Pran.g_01532
OG0000593	Prbc.g_01724	Pran.g_01531
OG0000594	Prbc.g_01725	Pran.g_01530
OG0000595	Prbc.g_01726	Pran.g_01529
OG0000596	Prbc.g_01727	Pran.g_01528
OG0000597	Prbc.g_01731	Pran.g_01524
OG0000598	Prbc.g_01732	Pran.g_01523
OG0000599	Prbc.g_01733	Pran.g_01522
OG0000600	Prbc.g_01734	Pran.g_01521
OG0000601	Prbc.g_01735	Pran.g_01520
OG0000602	Prbc.g_01736	Pran.g_01519
OG0000603	Prbc.g_01737	Pran.g_01518
OG0000604	Prbc.g_01738	Pran.g_01517
OG0000605	Prbc.g_01739	Pran.g_01516
OG0000606	Prbc.g_01740	Pran.g_01515
OG0000607	Prbc.g_01742	Pran.g_01514
OG0000608	Prbc.g_01743	Pran.g_01513
OG0000609	Prbc.g_01745	Pran.g_01511
OG0000610	Prbc.g_01746	Pran.g_01510
OG0000611	Prbc.g_01749	Pran.g_01508
OG0000612	Prbc.g_01750	Pran.g_01507
OG0000613	Prbc.g_01752	Pran.g_01505
OG0000614	Prbc.g_01760	Pran.g_01499
OG0000615	Prbc.g_01761	Pran.g_01498
OG0000616	Prbc.g_01762	Pran.g_01497
OG0000617	Prbc.g_01765	Pran.g_01495
OG0000618	Prbc.g_01766	Pran.g_01494
OG0000619	Prbc.g_01767	Pran.g_01493
OG0000620	Prbc.g_01769	Pran.g_01491
OG0000621	Prbc.g_01770	Pran.g_01490
OG0000622	Prbc.g_01771	Pran.g_01489
OG0000623	Prbc.g_01772	Pran.g_01488
OG0000624	Prbc.g_01775	Pran.g_01486
OG0000625	Prbc.g_01776	Pran.g_01485
OG0000626	Prbc.g_01777	Pran.g_01484
OG0000627	Prbc.g_01381	Pran.g_01483
OG0000628	Prbc.g_01778	Pran.g_01482
OG0000629	Prbc.g_01779	Pran.g_01481
OG0000630	Prbc.g_01781	Pran.g_01479
OG0000631	Prbc.g_01782	Pran.g_01478
OG0000632	Prbc.g_01055	Pran.g_01472
OG0000633	Prbc.g_01290	Pran.g_01471
OG0000634	Prbc.g_01788	Pran.g_01459
OG0000635	Prbc.g_01790	Pran.g_01457
OG0000636	Prbc.g_01791	Pran.g_01456
OG0000637	Prbc.g_01793	Pran.g_01454
OG0000638	Prbc.g_01794	Pran.g_01453
OG0000639	Prbc.g_01795	Pran.g_01452
OG0000640	Prbc.g_01796	Pran.g_01451
OG0000641	Prbc.g_01797	Pran.g_01450
OG0000642	Prbc.g_01798	Pran.g_01449
OG0000643	Prbc.g_01799	Pran.g_01448
OG0000644	Prbc.g_01801	Pran.g_01446
OG0000645	Prbc.g_01803	Pran.g_01445
OG0000646	Prbc.g_01804	Pran.g_01444
OG0000647	Prbc.g_01805	Pran.g_01443
OG0000648	Prbc.g_01807	Pran.g_01442
OG0000649	Prbc.g_01808	Pran.g_01441
OG0000650	Prbc.g_01809	Pran.g_01440
OG0000651	Prbc.g_01810	Pran.g_01439
OG0000652	Prbc.g_01812	Pran.g_01437
OG0000653	Prbc.g_00539	Pran.g_01418
OG0000654	Prbc.g_00521	Pran.g_01415
OG0000655	Prbc.g_01383	Pran.g_01405, Pran.g_01763
OG0000656	Prbc.g_02142	Pran.g_01400
OG0000657	Prbc.g_02028	Pran.g_01378
OG0000658	Prbc.g_02027	Pran.g_01377
OG0000659	Prbc.g_02026	Pran.g_01376
OG0000660	Prbc.g_01230	Pran.g_01365
OG0000661	Prbc.g_02003	Pran.g_01356
OG0000662	Prbc.g_02005	Pran.g_01354
OG0000663	Prbc.g_02007	Pran.g_01352
OG0000664	Prbc.g_02008	Pran.g_01351
OG0000665	Prbc.g_02009	Pran.g_01350
OG0000666	Prbc.g_01852	Pran.g_01349
OG0000667	Prbc.g_01853	Pran.g_01348
OG0000668	Prbc.g_01854	Pran.g_01347
OG0000669	Prbc.g_01855	Pran.g_01346
OG0000670	Prbc.g_01857	Pran.g_01344
OG0000671	Prbc.g_01858	Pran.g_01343
OG0000672	Prbc.g_01859	Pran.g_01342
OG0000673	Prbc.g_01860	Pran.g_01341
OG0000674	Prbc.g_01861	Pran.g_01340
OG0000675	Prbc.g_01862	Pran.g_01339
OG0000676	Prbc.g_01864	Pran.g_01337
OG0000677	Prbc.g_01866	Pran.g_01335
OG0000678	Prbc.g_01867	Pran.g_01334
OG0000679	Prbc.g_01868	Pran.g_01333
OG0000680	Prbc.g_01869	Pran.g_01332
OG0000681	Prbc.g_01870	Pran.g_01331
OG0000682	Prbc.g_01871	Pran.g_01330
OG0000683	Prbc.g_01873	Pran.g_01329
OG0000684	Prbc.g_01875	Pran.g_01328
OG0000685	Prbc.g_01876	Pran.g_01327
OG0000686	Prbc.g_01877	Pran.g_01326
OG0000687	Prbc.g_01878	Pran.g_01325
OG0000688	Prbc.g_01879	Pran.g_01324
OG0000689	Prbc.g_01880	Pran.g_01323
OG0000690	Prbc.g_01881	Pran.g_01322
OG0000691	Prbc.g_01883	Pran.g_01320
OG0000692	Prbc.g_01884	Pran.g_01319
OG0000693	Prbc.g_01885	Pran.g_01318
OG0000694	Prbc.g_01886	Pran.g_01317
OG0000695	Prbc.g_01887	Pran.g_01316
OG0000696	Prbc.g_01888	Pran.g_01315
OG0000697	Prbc.g_01890	Pran.g_01313
OG0000698	Prbc.g_01891	Pran.g_01312
OG0000699	Prbc.g_01894	Pran.g_01309
OG0000700	Prbc.g_01895	Pran.g_01308
OG0000701	Prbc.g_01897	Pran.g_01307
OG0000702	Prbc.g_01898	Pran.g_01306
OG0000703	Prbc.g_01899	Pran.g_01305
OG0000704	Prbc.g_01900	Pran.g_01304
OG0000705	Prbc.g_01903	Pran.g_01302
OG0000706	Prbc.g_01904	Pran.g_01301
OG0000707	Prbc.g_01905	Pran.g_01300
OG0000708	Prbc.g_01906	Pran.g_01299
OG0000709	Prbc.g_01907	Pran.g_01298
OG0000710	Prbc.g_01908	Pran.g_01297
OG0000711	Prbc.g_01909	Pran.g_01296
OG0000712	Prbc.g_01910	Pran.g_01295
OG0000713	Prbc.g_01911	Pran.g_01294
OG0000714	Prbc.g_01913	Pran.g_01292
OG0000715	Prbc.g_01914	Pran.g_01291
OG0000716	Prbc.g_01915	Pran.g_01290
OG0000717	Prbc.g_01916	Pran.g_01289
OG0000718	Prbc.g_01917	Pran.g_01287
OG0000719	Prbc.g_01919	Pran.g_01285
OG0000720	Prbc.g_01923	Pran.g_01283
OG0000721	Prbc.g_01924	Pran.g_01282
OG0000722	Prbc.g_01959	Pran.g_00413
OG0000723	Prbc.g_01962	Pran.g_00418
OG0000724	Prbc.g_01967	Pran.g_00421
OG0000725	Prbc.g_01969	Pran.g_00422
OG0000726	Prbc.g_01970	Pran.g_00423
OG0000727	Prbc.g_01971	Pran.g_00424
OG0000728	Prbc.g_01972	Pran.g_00425
OG0000729	Prbc.g_01974	Pran.g_00426
OG0000730	Prbc.g_01975	Pran.g_00427
OG0000731	Prbc.g_01977	Pran.g_00429
OG0000732	Prbc.g_01978	Pran.g_00430
OG0000733	Prbc.g_01979	Pran.g_00431
OG0000734	Prbc.g_01980	Pran.g_00432
OG0000735	Prbc.g_01981	Pran.g_00433
OG0000736	Prbc.g_01983	Pran.g_00435
OG0000737	Prbc.g_01984	Pran.g_00436
OG0000738	Prbc.g_01987	Pran.g_00438
OG0000739	Prbc.g_01988	Pran.g_00439
OG0000740	Prbc.g_01989	Pran.g_00440
OG0000741	Prbc.g_01991	Pran.g_00442
OG0000742	Prbc.g_01992	Pran.g_00443
OG0000743	Prbc.g_01996	Pran.g_00446
OG0000744	Prbc.g_01997	Pran.g_00447
OG0000745	Prbc.g_01837	Pran.g_00449
OG0000746	Prbc.g_01838	Pran.g_00450
OG0000747	Prbc.g_01839	Pran.g_00451
OG0000748	Prbc.g_01840	Pran.g_00452
OG0000749	Prbc.g_01841	Pran.g_00453
OG0000750	Prbc.g_01842	Pran.g_00454
OG0000751	Prbc.g_01844	Pran.g_00456
OG0000752	Prbc.g_01845	Pran.g_00457
OG0000753	Prbc.g_01846	Pran.g_00458
OG0000754	Prbc.g_01847	Pran.g_00459
OG0000755	Prbc.g_01849	Pran.g_00461
OG0000756	Prbc.g_01850	Pran.g_00462
OG0000757	Prbc.g_01851	Pran.g_00463
OG0000758	Prbc.g_02010	Pran.g_00464
OG0000759	Prbc.g_02011	Pran.g_00465
OG0000760	Prbc.g_02012	Pran.g_00466
OG0000761	Prbc.g_02013	Pran.g_00467
OG0000762	Prbc.g_02015	Pran.g_00469
OG0000763	Prbc.g_02016	Pran.g_00470
OG0000764	Prbc.g_02017	Pran.g_00471
OG0000765	Prbc.g_02018	Pran.g_00472
OG0000766	Prbc.g_02019	Pran.g_00473
OG0000767	Prbc.g_02020	Pran.g_00474
OG0000768	Prbc.g_02021	Pran.g_00475
OG0000769	Prbc.g_02022	Pran.g_00476
OG0000770	Prbc.g_02023	Pran.g_00477
OG0000771	Prbc.g_02024	Pran.g_00478
OG0000772	Prbc.g_01936	Pran.g_00479
OG0000773	Prbc.g_02029	Pran.g_00481
OG0000774	Prbc.g_02030	Pran.g_00482
OG0000775	Prbc.g_02031	Pran.g_00483
OG0000776	Prbc.g_02033	Pran.g_00484
OG0000777	Prbc.g_02034	Pran.g_00485
OG0000778	Prbc.g_02035	Pran.g_00486
OG0000779	Prbc.g_02037	Pran.g_00488
OG0000780	Prbc.g_02038	Pran.g_00489
OG0000781	Prbc.g_02039	Pran.g_00490
OG0000782	Prbc.g_02041	Pran.g_00492
OG0000783	Prbc.g_02042	Pran.g_00493
OG0000784	Prbc.g_02043	Pran.g_00494
OG0000785	Prbc.g_02044	Pran.g_00495
OG0000786	Prbc.g_02045	Pran.g_00496
OG0000787	Prbc.g_02047	Pran.g_00498
OG0000788	Prbc.g_02048	Pran.g_00499
OG0000789	Prbc.g_02049	Pran.g_00500
OG0000790	Prbc.g_02050	Pran.g_00501
OG0000791	Prbc.g_02051	Pran.g_00502
OG0000792	Prbc.g_02190	Pran.g_00503
OG0000793	Prbc.g_02052	Pran.g_00504
OG0000794	Prbc.g_02053	Pran.g_00505
OG0000795	Prbc.g_02054	Pran.g_00506
OG0000796	Prbc.g_02055	Pran.g_00508
OG0000797	Prbc.g_02057	Pran.g_00510
OG0000798	Prbc.g_02058	Pran.g_00511
OG0000799	Prbc.g_02059	Pran.g_00512
OG0000800	Prbc.g_02060	Pran.g_00513
OG0000801	Prbc.g_02061	Pran.g_00514
OG0000802	Prbc.g_02062	Pran.g_00516
OG0000803	Prbc.g_02063	Pran.g_00517
OG0000804	Prbc.g_02079	Pran.g_00537
OG0000805	Prbc.g_02080	Pran.g_00539
OG0000806	Prbc.g_02081	Pran.g_00540
OG0000807	Prbc.g_02082	Pran.g_00541
OG0000808	Prbc.g_02083	Pran.g_00542
OG0000809	Prbc.g_02088	Pran.g_00546
OG0000810	Prbc.g_02090	Pran.g_00547
OG0000811	Prbc.g_02091	Pran.g_00548
OG0000812	Prbc.g_01935	Pran.g_00549
OG0000813	Prbc.g_02092	Pran.g_00550
OG0000814	Prbc.g_02093	Pran.g_00551
OG0000815	Prbc.g_02094	Pran.g_00552
OG0000816	Prbc.g_02097	Pran.g_00554
OG0000817	Prbc.g_02101	Pran.g_00557
OG0000818	Prbc.g_02102	Pran.g_00558
OG0000819	Prbc.g_02105	Pran.g_00560
OG0000820	Prbc.g_02106	Pran.g_00561
OG0000821	Prbc.g_02107	Pran.g_00562
OG0000822	Prbc.g_02108	Pran.g_00563
OG0000823	Prbc.g_02111	Pran.g_00566
OG0000824	Prbc.g_02112	Pran.g_00567
OG0000825	Prbc.g_01934	Pran.g_00569
OG0000826	Prbc.g_01933	Pran.g_00570
OG0000827	Prbc.g_01932	Pran.g_00571
OG0000828	Prbc.g_01930	Pran.g_00573
OG0000829	Prbc.g_01941	Pran.g_00154
OG0000830	Prbc.g_02152	Pran.g_00144
OG0000831	Prbc.g_02133	Pran.g_00141
OG0000832	Prbc.g_00804	Pran.g_00140
OG0000833	Prbc.g_00201	Pran.g_00133
OG0000834	Prbc.g_01244	Pran.g_00129
OG0000835	Prbc.g_01252	Pran.g_00125
OG0000836	Prbc.g_00801	Pran.g_00123
OG0000837	Prbc.g_02128	Pran.g_00110
OG0000838	Prbc.g_00897	Pran.g_00092
OG0000839	Prbc.g_00898	Pran.g_00091
OG0000840	Prbc.g_02170	Pran.g_00085
OG0000841	Prbc.g_01468	Pran.g_00078
OG0000842	Prbc.g_01462	Pran.g_00075
OG0000843	Prbc.g_01460	Pran.g_00073
OG0000844	Prbc.g_01459	Pran.g_00072
OG0000845	Prbc.g_01458	Pran.g_00071
OG0000846	Prbc.g_01457	Pran.g_00070
OG0000847	Prbc.g_01456	Pran.g_00069
OG0000848	Prbc.g_01455	Pran.g_00068
OG0000849	Prbc.g_01454	Pran.g_00067
OG0000850	Prbc.g_01453	Pran.g_00066
OG0000851	Prbc.g_01450	Pran.g_00064
OG0000852	Prbc.g_01447	Pran.g_00061
OG0000853	Prbc.g_01445	Pran.g_00059
OG0000854	Prbc.g_01444	Pran.g_00058
OG0000855	Prbc.g_01442	Pran.g_00057
OG0000856	Prbc.g_01441	Pran.g_00056
OG0000857	Prbc.g_01440	Pran.g_00055
OG0000858	Prbc.g_01437	Pran.g_00053
OG0000859	Prbc.g_01436	Pran.g_00052
OG0000860	Prbc.g_01435	Pran.g_00051
OG0000861	Prbc.g_01434	Pran.g_00050
OG0000862	Prbc.g_01433	Pran.g_00049
OG0000863	Prbc.g_01431	Pran.g_00048
OG0000864	Prbc.g_01430	Pran.g_00047
OG0000865	Prbc.g_01429	Pran.g_00046
OG0000866	Prbc.g_01428	Pran.g_00045
OG0000867	Prbc.g_01426	Pran.g_00042
OG0000868	Prbc.g_01424	Pran.g_00040
OG0000869	Prbc.g_01422	Pran.g_00039
OG0000870	Prbc.g_01421	Pran.g_00038
OG0000871	Prbc.g_01420	Pran.g_00037
OG0000872	Prbc.g_01418	Pran.g_00036
OG0000873	Prbc.g_01417	Pran.g_00035
OG0000874	Prbc.g_01416	Pran.g_00034
OG0000875	Prbc.g_01414	Pran.g_00033
OG0000876	Prbc.g_01412	Pran.g_00031
OG0000877	Prbc.g_01411	Pran.g_00030
OG0000878	Prbc.g_01410	Pran.g_00029
OG0000879	Prbc.g_01409	Pran.g_00028
OG0000880	Prbc.g_01408	Pran.g_00027
OG0000881	Prbc.g_01407	Pran.g_00026
OG0000882	Prbc.g_01406	Pran.g_00025
OG0000883	Prbc.g_01405	Pran.g_00024
OG0000884	Prbc.g_01404	Pran.g_00023
OG0000885	Prbc.g_01403	Pran.g_00022
OG0000886	Prbc.g_01402	Pran.g_00021
OG0000887	Prbc.g_01401	Pran.g_00020
OG0000888	Prbc.g_01400	Pran.g_00019
OG0000889	Prbc.g_01399	Pran.g_00018
OG0000890	Prbc.g_01398	Pran.g_00017
OG0000891	Prbc.g_01397	Pran.g_00016
OG0000892	Prbc.g_01396	Pran.g_00015
OG0000893	Prbc.g_01395	Pran.g_00014
OG0000894	Prbc.g_01394	Pran.g_00012
OG0000895	Prbc.g_01393	Pran.g_00011
OG0000896	Prbc.g_01392	Pran.g_00009
OG0000897	Prbc.g_01391	Pran.g_00008
OG0000898	Prbc.g_01390	Pran.g_00007
OG0000899	Prbc.g_01389	Pran.g_00006
OG0000900	Prbc.g_01388	Pran.g_00004
OG0000901	Prbc.g_01320	Pran.g_00899
OG0000902	Prbc.g_00555	Pran.g_00887
OG0000903	Prbc.g_00556	Pran.g_00886
OG0000904	Prbc.g_00557	Pran.g_00885
OG0000905	Prbc.g_00558	Pran.g_00884
OG0000906	Prbc.g_00560	Pran.g_00883
OG0000907	Prbc.g_00561	Pran.g_00881
OG0000908	Prbc.g_00562	Pran.g_00880
OG0000909	Prbc.g_00563	Pran.g_00879
OG0000910	Prbc.g_00564	Pran.g_00878
OG0000911	Prbc.g_00565	Pran.g_00877
OG0000912	Prbc.g_00568	Pran.g_00874
OG0000913	Prbc.g_00569	Pran.g_00873
OG0000914	Prbc.g_00570	Pran.g_00872
OG0000915	Prbc.g_00571	Pran.g_00870
OG0000916	Prbc.g_00572	Pran.g_00869
OG0000917	Prbc.g_00573	Pran.g_00868
OG0000918	Prbc.g_00574	Pran.g_00867
OG0000919	Prbc.g_00575	Pran.g_00866
OG0000920	Prbc.g_00576	Pran.g_00865
OG0000921	Prbc.g_00579	Pran.g_00863
OG0000922	Prbc.g_00580	Pran.g_00862
OG0000923	Prbc.g_00585	Pran.g_00855
OG0000925	Prbc.g_00589	Pran.g_00854
OG0000926	Prbc.g_01820	Pran.g_00853
OG0000927	Prbc.g_01470	Pran.g_00852
OG0000928	Prbc.g_02100	Pran.g_00850
OG0000929	Prbc.g_00810	Pran.g_00848
OG0000930	Prbc.g_00655	Pran.g_00847
OG0000931	Prbc.g_01921	Pran.g_00846
OG0000932	Prbc.g_00138	Pran.g_00843
OG0000933	Prbc.g_00659	Pran.g_00839
OG0000934	Prbc.g_00660	Pran.g_00838
OG0000935	Prbc.g_00661	Pran.g_00837
OG0000936	Prbc.g_00662	Pran.g_00836
OG0000937	Prbc.g_00663	Pran.g_00835
OG0000938	Prbc.g_00664	Pran.g_00834
OG0000939	Prbc.g_00665	Pran.g_00833
OG0000940	Prbc.g_00666	Pran.g_00832
OG0000941	Prbc.g_00667	Pran.g_00831
OG0000942	Prbc.g_00668	Pran.g_00830
OG0000943	Prbc.g_00669	Pran.g_00829
OG0000944	Prbc.g_00670	Pran.g_00828
OG0000945	Prbc.g_00671	Pran.g_00827
OG0000946	Prbc.g_00672	Pran.g_00826
OG0000947	Prbc.g_00673	Pran.g_00825
OG0000948	Prbc.g_00674	Pran.g_00824
OG0000949	Prbc.g_00675	Pran.g_00823
OG0000950	Prbc.g_00228	Pran.g_00822
OG0000951	Prbc.g_00690	Pran.g_00751
OG0000952	Prbc.g_00691	Pran.g_00750
OG0000953	Prbc.g_00692	Pran.g_00749
OG0000954	Prbc.g_00693	Pran.g_00748
OG0000955	Prbc.g_00694	Pran.g_00747
OG0000956	Prbc.g_00696	Pran.g_00745
OG0000957	Prbc.g_00697	Pran.g_00744
OG0000958	Prbc.g_00698	Pran.g_00743
OG0000959	Prbc.g_00699	Pran.g_00742
OG0000960	Prbc.g_00700	Pran.g_00741
OG0000961	Prbc.g_00701	Pran.g_00740
OG0000962	Prbc.g_00702	Pran.g_00739
OG0000963	Prbc.g_00703	Pran.g_00738
OG0000964	Prbc.g_00705	Pran.g_00737
OG0000965	Prbc.g_00707	Pran.g_00735
OG0000966	Prbc.g_00708	Pran.g_00734
OG0000967	Prbc.g_00711	Pran.g_00731
OG0000968	Prbc.g_00712	Pran.g_00730
OG0000969	Prbc.g_00713	Pran.g_00729
OG0000970	Prbc.g_00714	Pran.g_00728
OG0000971	Prbc.g_00715	Pran.g_00727
OG0000972	Prbc.g_00716	Pran.g_00726
OG0000973	Prbc.g_00718	Pran.g_00724
OG0000974	Prbc.g_00719	Pran.g_00723
OG0000975	Prbc.g_00720	Pran.g_00722
OG0000976	Prbc.g_00721	Pran.g_00721
OG0000977	Prbc.g_00722	Pran.g_00720
OG0000978	Prbc.g_00723	Pran.g_00719
OG0000979	Prbc.g_00724	Pran.g_00718
OG0000980	Prbc.g_01521	Pran.g_00717
OG0000981	Prbc.g_00725	Pran.g_00716
OG0000982	Prbc.g_00726	Pran.g_00715
OG0000983	Prbc.g_00727	Pran.g_00714
OG0000984	Prbc.g_00730	Pran.g_00710
OG0000985	Prbc.g_00731	Pran.g_00709
OG0000986	Prbc.g_00732	Pran.g_00708
OG0000987	Prbc.g_00734	Pran.g_00706
OG0000988	Prbc.g_00735	Pran.g_00705
OG0000989	Prbc.g_00736	Pran.g_00704
OG0000990	Prbc.g_00737	Pran.g_00703
OG0000991	Prbc.g_00738	Pran.g_00702
OG0000992	Prbc.g_00739	Pran.g_00701
OG0000993	Prbc.g_00740	Pran.g_00700
OG0000994	Prbc.g_00741	Pran.g_00699
OG0000995	Prbc.g_00742	Pran.g_00698
OG0000996	Prbc.g_00743	Pran.g_00697
OG0000997	Prbc.g_00745	Pran.g_00695
OG0000998	Prbc.g_00751	Pran.g_00692
OG0000999	Prbc.g_00754	Pran.g_00690
OG0001000	Prbc.g_00755	Pran.g_00689
OG0001001	Prbc.g_00756	Pran.g_00688
OG0001002	Prbc.g_00758	Pran.g_00686
OG0001003	Prbc.g_00759	Pran.g_00685
OG0001004	Prbc.g_00760	Pran.g_00684
OG0001005	Prbc.g_00761	Pran.g_00683
OG0001006	Prbc.g_00763	Pran.g_00681
OG0001007	Prbc.g_00764	Pran.g_00680
OG0001008	Prbc.g_00765	Pran.g_00679
OG0001009	Prbc.g_00766	Pran.g_00678
OG0001010	Prbc.g_00767	Pran.g_00677
OG0001011	Prbc.g_00768	Pran.g_00676
OG0001012	Prbc.g_00769	Pran.g_00675
OG0001013	Prbc.g_00770	Pran.g_00674
OG0001014	Prbc.g_00771	Pran.g_00673
OG0001015	Prbc.g_00772	Pran.g_00672
OG0001016	Prbc.g_00773	Pran.g_00671
OG0001017	Prbc.g_00774	Pran.g_00670
OG0001018	Prbc.g_00775	Pran.g_00669
OG0001019	Prbc.g_00776	Pran.g_00668
OG0001020	Prbc.g_00777	Pran.g_00667
OG0001021	Prbc.g_00778	Pran.g_00666
OG0001022	Prbc.g_00779	Pran.g_00665
OG0001023	Prbc.g_00780	Pran.g_00664
OG0001024	Prbc.g_00782	Pran.g_00662
OG0001025	Prbc.g_00783	Pran.g_00661
OG0001026	Prbc.g_00784	Pran.g_00660
OG0001027	Prbc.g_00785	Pran.g_00659
OG0001028	Prbc.g_00787	Pran.g_00658
OG0001029	Prbc.g_00788	Pran.g_00657
OG0001030	Prbc.g_00791	Pran.g_00654
OG0001031	Prbc.g_00792	Pran.g_00653
OG0001032	Prbc.g_01485	Pran.g_00646
OG0001033	Prbc.g_00677	Pran.g_00636
OG0001034	Prbc.g_01874	Pran.g_00598
OG0001035	Prbc.g_00827	Pran.g_00964
OG0001036	Prbc.g_00828	Pran.g_00965
OG0001037	Prbc.g_00833	Pran.g_00971
OG0001038	Prbc.g_00834	Pran.g_00972
OG0001039	Prbc.g_00835	Pran.g_00973
OG0001040	Prbc.g_00836	Pran.g_00974
OG0001041	Prbc.g_00837	Pran.g_00976
OG0001042	Prbc.g_00838	Pran.g_00977
OG0001043	Prbc.g_00839	Pran.g_00978
OG0001044	Prbc.g_00840	Pran.g_00979
OG0001045	Prbc.g_00841	Pran.g_00980
OG0001046	Prbc.g_00842	Pran.g_00981
OG0001047	Prbc.g_00843	Pran.g_00982
OG0001048	Prbc.g_00844	Pran.g_00984
OG0001049	Prbc.g_00845	Pran.g_00985
OG0001050	Prbc.g_00846	Pran.g_00986
OG0001051	Prbc.g_00847	Pran.g_00987
OG0001052	Prbc.g_00848	Pran.g_00988
OG0001053	Prbc.g_00849	Pran.g_00989
OG0001054	Prbc.g_00850	Pran.g_00990
OG0001055	Prbc.g_00851	Pran.g_00991
OG0001056	Prbc.g_00852	Pran.g_00992
OG0001057	Prbc.g_00854	Pran.g_00994
OG0001058	Prbc.g_00855	Pran.g_00995
OG0001059	Prbc.g_00856	Pran.g_00996
OG0001060	Prbc.g_00857	Pran.g_00997
OG0001061	Prbc.g_00858	Pran.g_00998
OG0001062	Prbc.g_00860	Pran.g_00999
OG0001063	Prbc.g_00861	Pran.g_01000
OG0001064	Prbc.g_00862	Pran.g_01001
OG0001065	Prbc.g_00863	Pran.g_01002
OG0001066	Prbc.g_00864	Pran.g_01003
OG0001067	Prbc.g_00865	Pran.g_01004
OG0001068	Prbc.g_00866	Pran.g_01005
OG0001069	Prbc.g_00868	Pran.g_01008
OG0001070	Prbc.g_00870	Pran.g_01010
OG0001071	Prbc.g_00871	Pran.g_01011
OG0001072	Prbc.g_00872	Pran.g_01012
OG0001073	Prbc.g_00873	Pran.g_01013
OG0001074	Prbc.g_00874	Pran.g_01014
OG0001075	Prbc.g_00876	Pran.g_01015
OG0001076	Prbc.g_00878	Pran.g_01017
OG0001077	Prbc.g_00879	Pran.g_01018
OG0001078	Prbc.g_00880	Pran.g_01019
OG0001079	Prbc.g_00881	Pran.g_01020
OG0001080	Prbc.g_00882	Pran.g_01021
OG0001081	Prbc.g_00883	Pran.g_01022
OG0001082	Prbc.g_00884	Pran.g_01023
OG0001083	Prbc.g_00885	Pran.g_01024
OG0001084	Prbc.g_00886	Pran.g_01025
OG0001085	Prbc.g_00887	Pran.g_01026
OG0001086	Prbc.g_00933	Pran.g_01032
OG0001087	Prbc.g_00935	Pran.g_01033
OG0001088	Prbc.g_00936	Pran.g_01034
OG0001089	Prbc.g_00938	Pran.g_01036
OG0001090	Prbc.g_00939	Pran.g_01037
OG0001091	Prbc.g_00940	Pran.g_01038
OG0001092	Prbc.g_00941	Pran.g_01039
OG0001093	Prbc.g_00942	Pran.g_01040
OG0001094	Prbc.g_00943	Pran.g_01041
OG0001095	Prbc.g_00944	Pran.g_01042
OG0001096	Prbc.g_00945	Pran.g_01044
OG0001097	Prbc.g_00946	Pran.g_01045
OG0001098	Prbc.g_00947	Pran.g_01046
OG0001099	Prbc.g_00948	Pran.g_01047
OG0001100	Prbc.g_00949	Pran.g_01048
OG0001101	Prbc.g_00950	Pran.g_01049
OG0001102	Prbc.g_00960	Pran.g_01052
OG0001103	Prbc.g_00959	Pran.g_01053
OG0001104	Prbc.g_00955	Pran.g_01054
OG0001105	Prbc.g_00957	Pran.g_01055
OG0001106	Prbc.g_00953	Pran.g_01057
OG0001107	Prbc.g_00952	Pran.g_01058
OG0001108	Prbc.g_00951	Pran.g_01059
OG0001109	Prbc.g_00327	Pran.g_01062
OG0001110	Prbc.g_00325	Pran.g_01064
OG0001111	Prbc.g_00324	Pran.g_01065
OG0001112	Prbc.g_00323	Pran.g_01066
