Orthogroup	Prbc	Prab
OG0000551	Prbc.g_01677	Prab.g_00605
OG0000552	Prbc.g_01678	Prab.g_00606
OG0000553	Prbc.g_01679	Prab.g_00607
OG0000554	Prbc.g_01680	Prab.g_00608
OG0000555	Prbc.g_01682	Prab.g_00609
OG0000556	Prbc.g_01683	Prab.g_00610
OG0000557	Prbc.g_01684	Prab.g_00611
OG0000558	Prbc.g_01685	Prab.g_00612
OG0000559	Prbc.g_01686	Prab.g_00613
OG0000560	Prbc.g_01687	Prab.g_00614
OG0000561	Prbc.g_01688	Prab.g_00615
OG0000562	Prbc.g_01689	Prab.g_00616
OG0000563	Prbc.g_01690	Prab.g_00617
OG0000564	Prbc.g_01691	Prab.g_00618
OG0000565	Prbc.g_01692	Prab.g_00619
OG0000566	Prbc.g_01693	Prab.g_00620
OG0000567	Prbc.g_01694	Prab.g_00621
OG0000568	Prbc.g_01695	Prab.g_00622
OG0000569	Prbc.g_01698	Prab.g_00625
OG0000570	Prbc.g_01699	Prab.g_00626
OG0000571	Prbc.g_01700	Prab.g_00629
OG0000572	Prbc.g_01702	Prab.g_00630
OG0000573	Prbc.g_01703	Prab.g_00631
OG0000574	Prbc.g_01704	Prab.g_00632
OG0000575	Prbc.g_01705	Prab.g_00633
OG0000576	Prbc.g_01706	Prab.g_00634
OG0000577	Prbc.g_01707	Prab.g_00635
OG0000578	Prbc.g_01708	Prab.g_00636
OG0000579	Prbc.g_01709	Prab.g_00637
OG0000580	Prbc.g_01710	Prab.g_00638
OG0000581	Prbc.g_01711	Prab.g_00639
OG0000582	Prbc.g_01712	Prab.g_00640
OG0000583	Prbc.g_01713	Prab.g_00641
OG0000584	Prbc.g_01715	Prab.g_00643
OG0000585	Prbc.g_01716	Prab.g_00644
OG0000586	Prbc.g_01717	Prab.g_00645
OG0000587	Prbc.g_01718	Prab.g_00646
OG0000588	Prbc.g_01719	Prab.g_00647
OG0000589	Prbc.g_01720	Prab.g_00648
OG0000590	Prbc.g_01721	Prab.g_00649
OG0000591	Prbc.g_01722	Prab.g_00650
OG0000592	Prbc.g_01723	Prab.g_00651
OG0000593	Prbc.g_01724	Prab.g_00652
OG0000594	Prbc.g_01725	Prab.g_00653
OG0000595	Prbc.g_01726	Prab.g_00654
OG0000596	Prbc.g_01727	Prab.g_00655
OG0000597	Prbc.g_01731	Prab.g_00659
OG0000598	Prbc.g_01732	Prab.g_00660
OG0000599	Prbc.g_01733	Prab.g_00661
OG0000600	Prbc.g_01734	Prab.g_00662
OG0000601	Prbc.g_01735	Prab.g_00663
OG0000602	Prbc.g_01736	Prab.g_00664
OG0000603	Prbc.g_01737	Prab.g_00665
OG0000604	Prbc.g_01738	Prab.g_00666
OG0000605	Prbc.g_01739	Prab.g_00667
OG0000606	Prbc.g_01740	Prab.g_00668
OG0000607	Prbc.g_01742	Prab.g_00669
OG0000608	Prbc.g_01743	Prab.g_00670
OG0000609	Prbc.g_01745	Prab.g_00672
OG0000610	Prbc.g_01746	Prab.g_00673
OG0000611	Prbc.g_01749	Prab.g_00675
OG0000612	Prbc.g_01750	Prab.g_00676
OG0000613	Prbc.g_01752	Prab.g_00678
OG0000614	Prbc.g_01760	Prab.g_00684
OG0000615	Prbc.g_01761	Prab.g_00685
OG0000616	Prbc.g_01762	Prab.g_00686
OG0000617	Prbc.g_01765	Prab.g_00688
OG0000618	Prbc.g_01766	Prab.g_00689
OG0000619	Prbc.g_01767	Prab.g_00690
OG0000620	Prbc.g_01769	Prab.g_00692
OG0000621	Prbc.g_01770	Prab.g_00693
OG0000622	Prbc.g_01771	Prab.g_00694
OG0000623	Prbc.g_01772	Prab.g_00695
OG0000624	Prbc.g_01775	Prab.g_00697
OG0000625	Prbc.g_01776	Prab.g_00698
OG0000626	Prbc.g_01777	Prab.g_00699
OG0000627	Prbc.g_01381	Prab.g_00700
OG0000628	Prbc.g_01778	Prab.g_00701
OG0000629	Prbc.g_01779	Prab.g_00702
OG0000630	Prbc.g_01781	Prab.g_00704
OG0000631	Prbc.g_01782	Prab.g_00705
OG0000632	Prbc.g_01055	Prab.g_00711
OG0000633	Prbc.g_01290	Prab.g_00712
OG0000634	Prbc.g_01788	Prab.g_00724
OG0000635	Prbc.g_01790	Prab.g_00726
OG0000636	Prbc.g_01791	Prab.g_00727
OG0000637	Prbc.g_01793	Prab.g_00729
OG0000638	Prbc.g_01794	Prab.g_00730
OG0000639	Prbc.g_01795	Prab.g_00731
OG0000640	Prbc.g_01796	Prab.g_00732
OG0000641	Prbc.g_01797	Prab.g_00733
OG0000642	Prbc.g_01798	Prab.g_00734
OG0000643	Prbc.g_01799	Prab.g_00735
OG0000644	Prbc.g_01801	Prab.g_00737
OG0000645	Prbc.g_01803	Prab.g_00738
OG0000646	Prbc.g_01804	Prab.g_00739
OG0000647	Prbc.g_01805	Prab.g_00740
OG0000648	Prbc.g_01807	Prab.g_00741
OG0000649	Prbc.g_01808	Prab.g_00742
OG0000650	Prbc.g_01809	Prab.g_00743
OG0000651	Prbc.g_01810	Prab.g_00744
OG0000652	Prbc.g_01812	Prab.g_00746
OG0000653	Prbc.g_00539	Prab.g_00765
OG0000654	Prbc.g_00521	Prab.g_00768
OG0000655	Prbc.g_01383	Prab.g_00778, Prab.g_00420
OG0000656	Prbc.g_02142	Prab.g_00783
OG0000657	Prbc.g_02028	Prab.g_00804
OG0000658	Prbc.g_02027	Prab.g_00805
OG0000659	Prbc.g_02026	Prab.g_00806
OG0000660	Prbc.g_01230	Prab.g_00818
OG0000661	Prbc.g_02003	Prab.g_00827
OG0000662	Prbc.g_02005	Prab.g_00829
OG0000663	Prbc.g_02007	Prab.g_00831
OG0000664	Prbc.g_02008	Prab.g_00832
OG0000665	Prbc.g_02009	Prab.g_00833
OG0000666	Prbc.g_01852	Prab.g_00834
OG0000667	Prbc.g_01853	Prab.g_00835
OG0000668	Prbc.g_01854	Prab.g_00836
OG0000669	Prbc.g_01855	Prab.g_00837
OG0000670	Prbc.g_01857	Prab.g_00839
OG0000671	Prbc.g_01858	Prab.g_00840
OG0000672	Prbc.g_01859	Prab.g_00841
OG0000673	Prbc.g_01860	Prab.g_00842
OG0000674	Prbc.g_01861	Prab.g_00843
OG0000675	Prbc.g_01862	Prab.g_00844
OG0000676	Prbc.g_01864	Prab.g_00846
OG0000677	Prbc.g_01866	Prab.g_00848
OG0000678	Prbc.g_01867	Prab.g_00849
OG0000679	Prbc.g_01868	Prab.g_00850
OG0000680	Prbc.g_01869	Prab.g_00851
OG0000681	Prbc.g_01870	Prab.g_00852
OG0000682	Prbc.g_01871	Prab.g_00853
OG0000683	Prbc.g_01873	Prab.g_00854
OG0000684	Prbc.g_01875	Prab.g_00855
OG0000685	Prbc.g_01876	Prab.g_00856
OG0000686	Prbc.g_01877	Prab.g_00857
OG0000687	Prbc.g_01878	Prab.g_00858
OG0000688	Prbc.g_01879	Prab.g_00859
OG0000689	Prbc.g_01880	Prab.g_00860
OG0000690	Prbc.g_01881	Prab.g_00861
OG0000691	Prbc.g_01883	Prab.g_00863
OG0000692	Prbc.g_01884	Prab.g_00864
OG0000693	Prbc.g_01885	Prab.g_00865
OG0000694	Prbc.g_01886	Prab.g_00866
OG0000695	Prbc.g_01887	Prab.g_00867
OG0000696	Prbc.g_01888	Prab.g_00868
OG0000697	Prbc.g_01890	Prab.g_00870
OG0000698	Prbc.g_01891	Prab.g_00871
OG0000699	Prbc.g_01894	Prab.g_00874
OG0000700	Prbc.g_01895	Prab.g_00875
OG0000701	Prbc.g_01897	Prab.g_00876
OG0000702	Prbc.g_01898	Prab.g_00877
OG0000703	Prbc.g_01899	Prab.g_00878
OG0000704	Prbc.g_01900	Prab.g_00879
OG0000705	Prbc.g_01903	Prab.g_00881
OG0000706	Prbc.g_01904	Prab.g_00882
OG0000707	Prbc.g_01905	Prab.g_00883
OG0000708	Prbc.g_01906	Prab.g_00884
OG0000709	Prbc.g_01907	Prab.g_00885
OG0000710	Prbc.g_01908	Prab.g_00886
OG0000711	Prbc.g_01909	Prab.g_00887
OG0000712	Prbc.g_01910	Prab.g_00888
OG0000713	Prbc.g_01911	Prab.g_00889
OG0000714	Prbc.g_01913	Prab.g_00891
OG0000715	Prbc.g_01914	Prab.g_00892
OG0000716	Prbc.g_01915	Prab.g_00893
OG0000717	Prbc.g_01916	Prab.g_00894
OG0000718	Prbc.g_01917	Prab.g_00896
OG0000719	Prbc.g_01919	Prab.g_00898
OG0000720	Prbc.g_01923	Prab.g_00900
OG0000721	Prbc.g_01924	Prab.g_00901
OG0000722	Prbc.g_01959	Prab.g_01084
OG0000723	Prbc.g_01962	Prab.g_01079
OG0000724	Prbc.g_01967	Prab.g_01076
OG0000725	Prbc.g_01969	Prab.g_01075
OG0000726	Prbc.g_01970	Prab.g_01074
OG0000727	Prbc.g_01971	Prab.g_01073
OG0000728	Prbc.g_01972	Prab.g_01072
OG0000729	Prbc.g_01974	Prab.g_01071
OG0000730	Prbc.g_01975	Prab.g_01070
OG0000731	Prbc.g_01977	Prab.g_01068
OG0000732	Prbc.g_01978	Prab.g_01067
OG0000733	Prbc.g_01979	Prab.g_01066
OG0000734	Prbc.g_01980	Prab.g_01065
OG0000735	Prbc.g_01981	Prab.g_01064
OG0000736	Prbc.g_01983	Prab.g_01062
OG0000737	Prbc.g_01984	Prab.g_01061
OG0000738	Prbc.g_01987	Prab.g_01059
OG0000739	Prbc.g_01988	Prab.g_01058
OG0000740	Prbc.g_01989	Prab.g_01057
OG0000741	Prbc.g_01991	Prab.g_01055
OG0000742	Prbc.g_01992	Prab.g_01054
OG0000743	Prbc.g_01996	Prab.g_01051
OG0000744	Prbc.g_01997	Prab.g_01050
OG0000745	Prbc.g_01837	Prab.g_01048
OG0000746	Prbc.g_01838	Prab.g_01047
OG0000747	Prbc.g_01839	Prab.g_01046
OG0000748	Prbc.g_01840	Prab.g_01045
OG0000749	Prbc.g_01841	Prab.g_01044
OG0000750	Prbc.g_01842	Prab.g_01043
OG0000751	Prbc.g_01844	Prab.g_01041
OG0000752	Prbc.g_01845	Prab.g_01040
OG0000753	Prbc.g_01846	Prab.g_01039
OG0000754	Prbc.g_01847	Prab.g_01038
OG0000755	Prbc.g_01849	Prab.g_01036
OG0000756	Prbc.g_01850	Prab.g_01035
OG0000757	Prbc.g_01851	Prab.g_01034
OG0000758	Prbc.g_02010	Prab.g_01033
OG0000759	Prbc.g_02011	Prab.g_01032
OG0000760	Prbc.g_02012	Prab.g_01031
OG0000761	Prbc.g_02013	Prab.g_01030
OG0000762	Prbc.g_02015	Prab.g_01028
OG0000763	Prbc.g_02016	Prab.g_01027
OG0000764	Prbc.g_02017	Prab.g_01026
OG0000765	Prbc.g_02018	Prab.g_01025
OG0000766	Prbc.g_02019	Prab.g_01024
OG0000767	Prbc.g_02020	Prab.g_01023
OG0000768	Prbc.g_02021	Prab.g_01022
OG0000769	Prbc.g_02022	Prab.g_01021
OG0000770	Prbc.g_02023	Prab.g_01020
OG0000771	Prbc.g_02024	Prab.g_01019
OG0000772	Prbc.g_01936	Prab.g_01018
OG0000773	Prbc.g_02029	Prab.g_01016
OG0000774	Prbc.g_02030	Prab.g_01015
OG0000775	Prbc.g_02031	Prab.g_01014
OG0000776	Prbc.g_02033	Prab.g_01013
OG0000777	Prbc.g_02034	Prab.g_01012
OG0000778	Prbc.g_02035	Prab.g_01011
OG0000779	Prbc.g_02037	Prab.g_01009
OG0000780	Prbc.g_02038	Prab.g_01008
OG0000781	Prbc.g_02039	Prab.g_01007
OG0000782	Prbc.g_02041	Prab.g_01005
OG0000783	Prbc.g_02042	Prab.g_01004
OG0000784	Prbc.g_02043	Prab.g_01003
OG0000785	Prbc.g_02044	Prab.g_01002
OG0000786	Prbc.g_02045	Prab.g_01001
OG0000787	Prbc.g_02047	Prab.g_00999
OG0000788	Prbc.g_02048	Prab.g_00998
OG0000789	Prbc.g_02049	Prab.g_00997
OG0000790	Prbc.g_02050	Prab.g_00996
OG0000791	Prbc.g_02051	Prab.g_00995
OG0000792	Prbc.g_02190	Prab.g_00994
OG0000793	Prbc.g_02052	Prab.g_00993
OG0000794	Prbc.g_02053	Prab.g_00992
OG0000795	Prbc.g_02054	Prab.g_00991
OG0000796	Prbc.g_02055	Prab.g_00989
OG0000797	Prbc.g_02057	Prab.g_00987
OG0000798	Prbc.g_02058	Prab.g_00986
OG0000799	Prbc.g_02059	Prab.g_00985
OG0000800	Prbc.g_02060	Prab.g_00984
OG0000801	Prbc.g_02061	Prab.g_00983
OG0000802	Prbc.g_02062	Prab.g_00981
OG0000803	Prbc.g_02063	Prab.g_00980
OG0000804	Prbc.g_02079	Prab.g_00960
OG0000805	Prbc.g_02080	Prab.g_00958
OG0000806	Prbc.g_02081	Prab.g_00957
OG0000807	Prbc.g_02082	Prab.g_00956
OG0000808	Prbc.g_02083	Prab.g_00955
OG0000809	Prbc.g_02088	Prab.g_00951
OG0000810	Prbc.g_02090	Prab.g_00950
OG0000811	Prbc.g_02091	Prab.g_00949
OG0000812	Prbc.g_01935	Prab.g_00948
OG0000813	Prbc.g_02092	Prab.g_00947
OG0000814	Prbc.g_02093	Prab.g_00946
OG0000815	Prbc.g_02094	Prab.g_00945
OG0000816	Prbc.g_02097	Prab.g_00943
OG0000817	Prbc.g_02101	Prab.g_00940
OG0000818	Prbc.g_02102	Prab.g_00939
OG0000819	Prbc.g_02105	Prab.g_00937
OG0000820	Prbc.g_02106	Prab.g_00936
OG0000821	Prbc.g_02107	Prab.g_00935
OG0000822	Prbc.g_02108	Prab.g_00934
OG0000823	Prbc.g_02111	Prab.g_00931
OG0000824	Prbc.g_02112	Prab.g_00930
OG0000825	Prbc.g_01934	Prab.g_00928
OG0000826	Prbc.g_01933	Prab.g_00927
OG0000827	Prbc.g_01932	Prab.g_00926
OG0000828	Prbc.g_01930	Prab.g_00924
OG0000829	Prbc.g_01941	Prab.g_01125
OG0000830	Prbc.g_02152	Prab.g_01135
OG0000831	Prbc.g_02133	Prab.g_01138
OG0000832	Prbc.g_00804	Prab.g_01139
OG0000833	Prbc.g_00201	Prab.g_01146
OG0000834	Prbc.g_01244	Prab.g_01150
OG0000835	Prbc.g_01252	Prab.g_01154
OG0000836	Prbc.g_00801	Prab.g_01156
OG0000837	Prbc.g_02128	Prab.g_01169
OG0000838	Prbc.g_00897	Prab.g_01187
OG0000839	Prbc.g_00898	Prab.g_01188
OG0000840	Prbc.g_02170	Prab.g_01194
OG0000841	Prbc.g_01468	Prab.g_01201
OG0000842	Prbc.g_01462	Prab.g_01204
OG0000843	Prbc.g_01460	Prab.g_01206
OG0000844	Prbc.g_01459	Prab.g_01207
OG0000845	Prbc.g_01458	Prab.g_01208
OG0000846	Prbc.g_01457	Prab.g_01209
OG0000847	Prbc.g_01456	Prab.g_01210
OG0000848	Prbc.g_01455	Prab.g_01211
OG0000849	Prbc.g_01454	Prab.g_01212
OG0000850	Prbc.g_01453	Prab.g_01213
OG0000851	Prbc.g_01450	Prab.g_01215
OG0000852	Prbc.g_01447	Prab.g_01218
OG0000853	Prbc.g_01445	Prab.g_01220
OG0000854	Prbc.g_01444	Prab.g_01221
OG0000855	Prbc.g_01442	Prab.g_01222
OG0000856	Prbc.g_01441	Prab.g_01223
OG0000857	Prbc.g_01440	Prab.g_01224
OG0000858	Prbc.g_01437	Prab.g_01226
OG0000859	Prbc.g_01436	Prab.g_01227
OG0000860	Prbc.g_01435	Prab.g_01228
OG0000861	Prbc.g_01434	Prab.g_01229
OG0000862	Prbc.g_01433	Prab.g_01230
OG0000863	Prbc.g_01431	Prab.g_01231
OG0000864	Prbc.g_01430	Prab.g_01232
OG0000865	Prbc.g_01429	Prab.g_01233
OG0000866	Prbc.g_01428	Prab.g_01234
OG0000867	Prbc.g_01426	Prab.g_01237
OG0000868	Prbc.g_01424	Prab.g_01239
OG0000869	Prbc.g_01422	Prab.g_01240
OG0000870	Prbc.g_01421	Prab.g_01241
OG0000871	Prbc.g_01420	Prab.g_01242
OG0000872	Prbc.g_01418	Prab.g_01243
OG0000873	Prbc.g_01417	Prab.g_01244
OG0000874	Prbc.g_01416	Prab.g_01245
OG0000875	Prbc.g_01414	Prab.g_01246
OG0000876	Prbc.g_01412	Prab.g_01248
OG0000877	Prbc.g_01411	Prab.g_01249
OG0000878	Prbc.g_01410	Prab.g_01250
OG0000879	Prbc.g_01409	Prab.g_01251
OG0000880	Prbc.g_01408	Prab.g_01252
OG0000881	Prbc.g_01407	Prab.g_01253
OG0000882	Prbc.g_01406	Prab.g_01254
OG0000883	Prbc.g_01405	Prab.g_01255
OG0000884	Prbc.g_01404	Prab.g_01256
OG0000885	Prbc.g_01403	Prab.g_01257
OG0000886	Prbc.g_01402	Prab.g_01258
OG0000887	Prbc.g_01401	Prab.g_01259
OG0000888	Prbc.g_01400	Prab.g_01260
OG0000889	Prbc.g_01399	Prab.g_01261
OG0000890	Prbc.g_01398	Prab.g_01262
OG0000891	Prbc.g_01397	Prab.g_01263
OG0000892	Prbc.g_01396	Prab.g_01264
OG0000893	Prbc.g_01395	Prab.g_01265
OG0000894	Prbc.g_01394	Prab.g_01267
OG0000895	Prbc.g_01393	Prab.g_01268
OG0000896	Prbc.g_01392	Prab.g_01270
OG0000897	Prbc.g_01391	Prab.g_01271
OG0000898	Prbc.g_01390	Prab.g_01272
OG0000899	Prbc.g_01389	Prab.g_01273
OG0000900	Prbc.g_01388	Prab.g_01275
OG0000901	Prbc.g_01320	Prab.g_01303
OG0000902	Prbc.g_00555	Prab.g_01315
OG0000903	Prbc.g_00556	Prab.g_01316
OG0000904	Prbc.g_00557	Prab.g_01317
OG0000905	Prbc.g_00558	Prab.g_01318
OG0000906	Prbc.g_00560	Prab.g_01319
OG0000907	Prbc.g_00561	Prab.g_01321
OG0000908	Prbc.g_00562	Prab.g_01322
OG0000909	Prbc.g_00563	Prab.g_01323
OG0000910	Prbc.g_00564	Prab.g_01324
OG0000911	Prbc.g_00565	Prab.g_01325
OG0000912	Prbc.g_00568	Prab.g_01328
OG0000913	Prbc.g_00569	Prab.g_01329
OG0000914	Prbc.g_00570	Prab.g_01330
OG0000915	Prbc.g_00571	Prab.g_01332
OG0000916	Prbc.g_00572	Prab.g_01333
OG0000917	Prbc.g_00573	Prab.g_01334
OG0000918	Prbc.g_00574	Prab.g_01335
OG0000919	Prbc.g_00575	Prab.g_01336
OG0000920	Prbc.g_00576	Prab.g_01337
OG0000921	Prbc.g_00579	Prab.g_01339
OG0000922	Prbc.g_00580	Prab.g_01340
OG0000923	Prbc.g_00585	Prab.g_01346
OG0000925	Prbc.g_00589	Prab.g_01347
OG0000926	Prbc.g_01820	Prab.g_01348
OG0000927	Prbc.g_01470	Prab.g_01349
OG0000928	Prbc.g_02100	Prab.g_01351
OG0000929	Prbc.g_00810	Prab.g_01353
OG0000930	Prbc.g_00655	Prab.g_01354
OG0000931	Prbc.g_01921	Prab.g_01355
OG0000932	Prbc.g_00138	Prab.g_01358
OG0000933	Prbc.g_00659	Prab.g_01362
OG0000934	Prbc.g_00660	Prab.g_01363
OG0000935	Prbc.g_00661	Prab.g_01364
OG0000936	Prbc.g_00662	Prab.g_01365
OG0000937	Prbc.g_00663	Prab.g_01366
OG0000938	Prbc.g_00664	Prab.g_01367
OG0000939	Prbc.g_00665	Prab.g_01368
OG0000940	Prbc.g_00666	Prab.g_01369
OG0000941	Prbc.g_00667	Prab.g_01370
OG0000942	Prbc.g_00668	Prab.g_01371
OG0000943	Prbc.g_00669	Prab.g_01372
OG0000944	Prbc.g_00670	Prab.g_01373
OG0000945	Prbc.g_00671	Prab.g_01374
OG0000946	Prbc.g_00672	Prab.g_01375
OG0000947	Prbc.g_00673	Prab.g_01376
OG0000948	Prbc.g_00674	Prab.g_01377
OG0000949	Prbc.g_00675	Prab.g_01378
OG0000950	Prbc.g_00228	Prab.g_01379
OG0000951	Prbc.g_00690	Prab.g_01448
OG0000952	Prbc.g_00691	Prab.g_01449
OG0000953	Prbc.g_00692	Prab.g_01450
OG0000954	Prbc.g_00693	Prab.g_01451
OG0000955	Prbc.g_00694	Prab.g_01452
OG0000956	Prbc.g_00696	Prab.g_01454
OG0000957	Prbc.g_00697	Prab.g_01455
OG0000958	Prbc.g_00698	Prab.g_01456
OG0000959	Prbc.g_00699	Prab.g_01457
OG0000960	Prbc.g_00700	Prab.g_01458
OG0000961	Prbc.g_00701	Prab.g_01459
OG0000962	Prbc.g_00702	Prab.g_01460
OG0000963	Prbc.g_00703	Prab.g_01461
OG0000964	Prbc.g_00705	Prab.g_01462
OG0000965	Prbc.g_00707	Prab.g_01464
OG0000966	Prbc.g_00708	Prab.g_01465
OG0000967	Prbc.g_00711	Prab.g_01468
OG0000968	Prbc.g_00712	Prab.g_01469
OG0000969	Prbc.g_00713	Prab.g_01470
OG0000970	Prbc.g_00714	Prab.g_01471
OG0000971	Prbc.g_00715	Prab.g_01472
OG0000972	Prbc.g_00716	Prab.g_01473
OG0000973	Prbc.g_00718	Prab.g_01475
OG0000974	Prbc.g_00719	Prab.g_01476
OG0000975	Prbc.g_00720	Prab.g_01477
OG0000976	Prbc.g_00721	Prab.g_01478
OG0000977	Prbc.g_00722	Prab.g_01479
OG0000978	Prbc.g_00723	Prab.g_01480
OG0000979	Prbc.g_00724	Prab.g_01481
OG0000980	Prbc.g_01521	Prab.g_01482
OG0000981	Prbc.g_00725	Prab.g_01483
OG0000982	Prbc.g_00726	Prab.g_01484
OG0000983	Prbc.g_00727	Prab.g_01485
OG0000984	Prbc.g_00730	Prab.g_01489
OG0000985	Prbc.g_00731	Prab.g_01490
OG0000986	Prbc.g_00732	Prab.g_01491
OG0000987	Prbc.g_00734	Prab.g_01493
OG0000988	Prbc.g_00735	Prab.g_01494
OG0000989	Prbc.g_00736	Prab.g_01495
OG0000990	Prbc.g_00737	Prab.g_01496
OG0000991	Prbc.g_00738	Prab.g_01497
OG0000992	Prbc.g_00739	Prab.g_01498
OG0000993	Prbc.g_00740	Prab.g_01499
OG0000994	Prbc.g_00741	Prab.g_01500
OG0000995	Prbc.g_00742	Prab.g_01501
OG0000996	Prbc.g_00743	Prab.g_01502
OG0000997	Prbc.g_00745	Prab.g_01504
OG0000998	Prbc.g_00751	Prab.g_01507
OG0000999	Prbc.g_00754	Prab.g_01509
OG0001000	Prbc.g_00755	Prab.g_01510
OG0001001	Prbc.g_00756	Prab.g_01511
OG0001002	Prbc.g_00758	Prab.g_01513
OG0001003	Prbc.g_00759	Prab.g_01514
OG0001004	Prbc.g_00760	Prab.g_01515
OG0001005	Prbc.g_00761	Prab.g_01516
OG0001006	Prbc.g_00763	Prab.g_01518
OG0001007	Prbc.g_00764	Prab.g_01519
OG0001008	Prbc.g_00765	Prab.g_01520
OG0001009	Prbc.g_00766	Prab.g_01521
OG0001010	Prbc.g_00767	Prab.g_01522
OG0001011	Prbc.g_00768	Prab.g_01523
OG0001012	Prbc.g_00769	Prab.g_01524
OG0001013	Prbc.g_00770	Prab.g_01525
OG0001014	Prbc.g_00771	Prab.g_01526
OG0001015	Prbc.g_00772	Prab.g_01527
OG0001016	Prbc.g_00773	Prab.g_01528
OG0001017	Prbc.g_00774	Prab.g_01529
OG0001018	Prbc.g_00775	Prab.g_01530
OG0001019	Prbc.g_00776	Prab.g_01531
OG0001020	Prbc.g_00777	Prab.g_01532
OG0001021	Prbc.g_00778	Prab.g_01533
OG0001022	Prbc.g_00779	Prab.g_01534
OG0001023	Prbc.g_00780	Prab.g_01535
OG0001024	Prbc.g_00782	Prab.g_01537
OG0001025	Prbc.g_00783	Prab.g_01538
OG0001026	Prbc.g_00784	Prab.g_01539
OG0001027	Prbc.g_00785	Prab.g_01540
OG0001028	Prbc.g_00787	Prab.g_01541
OG0001029	Prbc.g_00788	Prab.g_01542
OG0001030	Prbc.g_00791	Prab.g_01545
OG0001031	Prbc.g_00792	Prab.g_01546
OG0001032	Prbc.g_01485	Prab.g_01553
OG0001033	Prbc.g_00677	Prab.g_01563
OG0001034	Prbc.g_01874	Prab.g_01601
OG0001035	Prbc.g_00827	Prab.g_01663
OG0001036	Prbc.g_00828	Prab.g_01664
OG0001037	Prbc.g_00833	Prab.g_01670
OG0001038	Prbc.g_00834	Prab.g_01671
OG0001039	Prbc.g_00835	Prab.g_01672
OG0001040	Prbc.g_00836	Prab.g_01673
OG0001041	Prbc.g_00837	Prab.g_01675
OG0001042	Prbc.g_00838	Prab.g_01676
OG0001043	Prbc.g_00839	Prab.g_01677
OG0001044	Prbc.g_00840	Prab.g_01678
OG0001045	Prbc.g_00841	Prab.g_01679
OG0001046	Prbc.g_00842	Prab.g_01680
OG0001047	Prbc.g_00843	Prab.g_01681
OG0001048	Prbc.g_00844	Prab.g_01683
OG0001049	Prbc.g_00845	Prab.g_01684
OG0001050	Prbc.g_00846	Prab.g_01685
OG0001051	Prbc.g_00847	Prab.g_01686
OG0001052	Prbc.g_00848	Prab.g_01687
OG0001053	Prbc.g_00849	Prab.g_01688
OG0001054	Prbc.g_00850	Prab.g_01689
OG0001055	Prbc.g_00851	Prab.g_01690
OG0001056	Prbc.g_00852	Prab.g_01691
OG0001057	Prbc.g_00854	Prab.g_01693
OG0001058	Prbc.g_00855	Prab.g_01694
OG0001059	Prbc.g_00856	Prab.g_01695
OG0001060	Prbc.g_00857	Prab.g_01696
OG0001061	Prbc.g_00858	Prab.g_01697
OG0001062	Prbc.g_00860	Prab.g_01698
OG0001063	Prbc.g_00861	Prab.g_01699
OG0001064	Prbc.g_00862	Prab.g_01700
OG0001065	Prbc.g_00863	Prab.g_01701
OG0001066	Prbc.g_00864	Prab.g_01702
OG0001067	Prbc.g_00865	Prab.g_01703
OG0001068	Prbc.g_00866	Prab.g_01704
OG0001069	Prbc.g_00868	Prab.g_01707
OG0001070	Prbc.g_00870	Prab.g_01709
OG0001071	Prbc.g_00871	Prab.g_01710
OG0001072	Prbc.g_00872	Prab.g_01711
OG0001073	Prbc.g_00873	Prab.g_01712
OG0001074	Prbc.g_00874	Prab.g_01713
OG0001075	Prbc.g_00876	Prab.g_01714
OG0001076	Prbc.g_00878	Prab.g_01716
OG0001077	Prbc.g_00879	Prab.g_01717
OG0001078	Prbc.g_00880	Prab.g_01718
OG0001079	Prbc.g_00881	Prab.g_01719
OG0001080	Prbc.g_00882	Prab.g_01720
OG0001081	Prbc.g_00883	Prab.g_01721
OG0001082	Prbc.g_00884	Prab.g_01722
OG0001083	Prbc.g_00885	Prab.g_01723
OG0001084	Prbc.g_00886	Prab.g_01724
OG0001085	Prbc.g_00887	Prab.g_01725
OG0001086	Prbc.g_00933	Prab.g_01731
OG0001087	Prbc.g_00935	Prab.g_01732
OG0001088	Prbc.g_00936	Prab.g_01733
OG0001089	Prbc.g_00938	Prab.g_01735
OG0001090	Prbc.g_00939	Prab.g_01736
OG0001091	Prbc.g_00940	Prab.g_01737
OG0001092	Prbc.g_00941	Prab.g_01738
OG0001093	Prbc.g_00942	Prab.g_01739
OG0001094	Prbc.g_00943	Prab.g_01740
OG0001095	Prbc.g_00944	Prab.g_01741
OG0001096	Prbc.g_00945	Prab.g_01742
OG0001097	Prbc.g_00946	Prab.g_01743
OG0001098	Prbc.g_00947	Prab.g_01744
OG0001099	Prbc.g_00948	Prab.g_01745
OG0001100	Prbc.g_00949	Prab.g_01746
OG0001101	Prbc.g_00950	Prab.g_01747
OG0001102	Prbc.g_00960	Prab.g_01750
OG0001103	Prbc.g_00959	Prab.g_01751
OG0001104	Prbc.g_00955	Prab.g_01752
OG0001105	Prbc.g_00957	Prab.g_01753
OG0001106	Prbc.g_00953	Prab.g_01755
OG0001107	Prbc.g_00952	Prab.g_01756
OG0001108	Prbc.g_00951	Prab.g_01757
OG0001109	Prbc.g_00327	Prab.g_01760
OG0001110	Prbc.g_00325	Prab.g_01762
