Orthogroup	Prbc	Pram
OG0000545	Prbc.g_01669	Pram.g_00531
OG0000546	Prbc.g_01671	Pram.g_00532
OG0000547	Prbc.g_01672	Pram.g_00533
OG0000548	Prbc.g_01673	Pram.g_00534
OG0000549	Prbc.g_01675	Pram.g_00536
OG0000550	Prbc.g_01676	Pram.g_00537
OG0000551	Prbc.g_01677	Pram.g_00538
OG0000552	Prbc.g_01678	Pram.g_00539
OG0000553	Prbc.g_01679	Pram.g_00540
OG0000554	Prbc.g_01680	Pram.g_00541
OG0000555	Prbc.g_01682	Pram.g_00543
OG0000556	Prbc.g_01683	Pram.g_00544
OG0000557	Prbc.g_01684	Pram.g_00545
OG0000558	Prbc.g_01685	Pram.g_00546
OG0000559	Prbc.g_01686	Pram.g_00547
OG0000560	Prbc.g_01687	Pram.g_00548
OG0000561	Prbc.g_01688	Pram.g_00549
OG0000562	Prbc.g_01689	Pram.g_00550
OG0000563	Prbc.g_01690	Pram.g_00551
OG0000564	Prbc.g_01691	Pram.g_00552
OG0000565	Prbc.g_01692	Pram.g_00553
OG0000566	Prbc.g_01693	Pram.g_00554
OG0000567	Prbc.g_01694	Pram.g_00555
OG0000568	Prbc.g_01695	Pram.g_00556
OG0000569	Prbc.g_01698	Pram.g_00559
OG0000570	Prbc.g_01699	Pram.g_00560
OG0000571	Prbc.g_01700	Pram.g_00562
OG0000572	Prbc.g_01702	Pram.g_00564
OG0000573	Prbc.g_01703	Pram.g_00565
OG0000574	Prbc.g_01704	Pram.g_00566
OG0000575	Prbc.g_01705	Pram.g_00568
OG0000576	Prbc.g_01706	Pram.g_00569
OG0000577	Prbc.g_01707	Pram.g_01080
OG0000578	Prbc.g_01708	Pram.g_01079
OG0000579	Prbc.g_01709	Pram.g_01078
OG0000580	Prbc.g_01710	Pram.g_01077
OG0000581	Prbc.g_01711	Pram.g_01076
OG0000582	Prbc.g_01712	Pram.g_01075
OG0000583	Prbc.g_01713	Pram.g_01074
OG0000584	Prbc.g_01715	Pram.g_01073
OG0000585	Prbc.g_01716	Pram.g_01072
OG0000586	Prbc.g_01717	Pram.g_01070
OG0000587	Prbc.g_01718	Pram.g_01069
OG0000588	Prbc.g_01719	Pram.g_01068
OG0000589	Prbc.g_01720	Pram.g_01067
OG0000590	Prbc.g_01721	Pram.g_01066
OG0000591	Prbc.g_01722	Pram.g_01065
OG0000592	Prbc.g_01723	Pram.g_01064
OG0000593	Prbc.g_01724	Pram.g_01063
OG0000594	Prbc.g_01725	Pram.g_01062
OG0000595	Prbc.g_01726	Pram.g_01061
OG0000596	Prbc.g_01727	Pram.g_01060
OG0000597	Prbc.g_01731	Pram.g_01056
OG0000598	Prbc.g_01732	Pram.g_01055
OG0000599	Prbc.g_01733	Pram.g_01054
OG0000600	Prbc.g_01734	Pram.g_01053
OG0000601	Prbc.g_01735	Pram.g_01052
OG0000602	Prbc.g_01736	Pram.g_01051
OG0000603	Prbc.g_01737	Pram.g_01050
OG0000604	Prbc.g_01738	Pram.g_01049
OG0000605	Prbc.g_01739	Pram.g_01048
OG0000606	Prbc.g_01740	Pram.g_01047
OG0000607	Prbc.g_01742	Pram.g_01045
OG0000608	Prbc.g_01743	Pram.g_01044
OG0000609	Prbc.g_01745	Pram.g_01042
OG0000610	Prbc.g_01746	Pram.g_01041
OG0000611	Prbc.g_01749	Pram.g_00760
OG0000612	Prbc.g_01750	Pram.g_00761
OG0000613	Prbc.g_01752	Pram.g_00763
OG0000614	Prbc.g_01760	Pram.g_00769
OG0000615	Prbc.g_01761	Pram.g_00770
OG0000616	Prbc.g_01762	Pram.g_00771
OG0000617	Prbc.g_01765	Pram.g_00774
OG0000618	Prbc.g_01766	Pram.g_00775
OG0000619	Prbc.g_01767	Pram.g_00776
OG0000620	Prbc.g_01769	Pram.g_00778
OG0000621	Prbc.g_01770	Pram.g_00779
OG0000622	Prbc.g_01771	Pram.g_00780
OG0000623	Prbc.g_01772	Pram.g_00781
OG0000624	Prbc.g_01775	Pram.g_00784
OG0000625	Prbc.g_01776	Pram.g_00785
OG0000626	Prbc.g_01777	Pram.g_00786
OG0000627	Prbc.g_01381	Pram.g_00789
OG0000628	Prbc.g_01778	Pram.g_00790
OG0000629	Prbc.g_01779	Pram.g_00791
OG0000630	Prbc.g_01781	Pram.g_00793
OG0000631	Prbc.g_01782	Pram.g_00795
OG0000632	Prbc.g_01055	Pram.g_01927
OG0000633	Prbc.g_01290	Pram.g_00720
OG0000634	Prbc.g_01788	Pram.g_00802
OG0000635	Prbc.g_01790	Pram.g_01027
OG0000636	Prbc.g_01791	Pram.g_01026
OG0000637	Prbc.g_01793	Pram.g_01024
OG0000638	Prbc.g_01794	Pram.g_01023
OG0000639	Prbc.g_01795	Pram.g_01022
OG0000640	Prbc.g_01796	Pram.g_01021
OG0000641	Prbc.g_01797	Pram.g_01020
OG0000642	Prbc.g_01798	Pram.g_01019
OG0000643	Prbc.g_01799	Pram.g_01018
OG0000644	Prbc.g_01801	Pram.g_01016
OG0000645	Prbc.g_01803	Pram.g_01014
OG0000646	Prbc.g_01804	Pram.g_01013
OG0000647	Prbc.g_01805	Pram.g_01012
OG0000648	Prbc.g_01807	Pram.g_01011
OG0000649	Prbc.g_01808	Pram.g_01010
OG0000650	Prbc.g_01809	Pram.g_01008
OG0000651	Prbc.g_01810	Pram.g_01007
OG0000652	Prbc.g_01812	Pram.g_01005
OG0000653	Prbc.g_00539	Pram.g_01533
OG0000654	Prbc.g_00521	Pram.g_01539
OG0000655	Prbc.g_01383	Pram.g_00576
OG0000656	Prbc.g_02142	Pram.g_01534
OG0000657	Prbc.g_02028	Pram.g_00935
OG0000658	Prbc.g_02027	Pram.g_00934
OG0000659	Prbc.g_02026	Pram.g_00933
OG0000660	Prbc.g_01230	Pram.g_00325
OG0000661	Prbc.g_02003	Pram.g_00908
OG0000662	Prbc.g_02005	Pram.g_00911
OG0000663	Prbc.g_02007	Pram.g_00913
OG0000664	Prbc.g_02008	Pram.g_00914
OG0000665	Prbc.g_02009	Pram.g_00915
OG0000666	Prbc.g_01852	Pram.g_01028
OG0000667	Prbc.g_01853	Pram.g_00804
OG0000668	Prbc.g_01854	Pram.g_00805
OG0000669	Prbc.g_01855	Pram.g_00806
OG0000670	Prbc.g_01857	Pram.g_00808
OG0000671	Prbc.g_01858	Pram.g_00809
OG0000672	Prbc.g_01859	Pram.g_00810
OG0000673	Prbc.g_01860	Pram.g_00811
OG0000674	Prbc.g_01861	Pram.g_00812
OG0000675	Prbc.g_01862	Pram.g_00813
OG0000676	Prbc.g_01864	Pram.g_00815
OG0000677	Prbc.g_01866	Pram.g_00817
OG0000678	Prbc.g_01867	Pram.g_00818
OG0000679	Prbc.g_01868	Pram.g_00819
OG0000680	Prbc.g_01869	Pram.g_00820
OG0000681	Prbc.g_01870	Pram.g_00821
OG0000682	Prbc.g_01871	Pram.g_00822
OG0000683	Prbc.g_01873	Pram.g_00823
OG0000684	Prbc.g_01875	Pram.g_00825
OG0000685	Prbc.g_01876	Pram.g_00826
OG0000686	Prbc.g_01877	Pram.g_00827
OG0000687	Prbc.g_01878	Pram.g_00828
OG0000688	Prbc.g_01879	Pram.g_00829
OG0000689	Prbc.g_01880	Pram.g_00830
OG0000690	Prbc.g_01881	Pram.g_00831
OG0000691	Prbc.g_01883	Pram.g_00833
OG0000692	Prbc.g_01884	Pram.g_00834
OG0000693	Prbc.g_01885	Pram.g_00835
OG0000694	Prbc.g_01886	Pram.g_00836
OG0000695	Prbc.g_01887	Pram.g_00837
OG0000696	Prbc.g_01888	Pram.g_00838
OG0000697	Prbc.g_01890	Pram.g_00839
OG0000698	Prbc.g_01891	Pram.g_00840
OG0000699	Prbc.g_01894	Pram.g_00844
OG0000700	Prbc.g_01895	Pram.g_00845
OG0000701	Prbc.g_01897	Pram.g_00847
OG0000702	Prbc.g_01898	Pram.g_00848
OG0000703	Prbc.g_01899	Pram.g_00849
OG0000704	Prbc.g_01900	Pram.g_00850
OG0000705	Prbc.g_01903	Pram.g_00852
OG0000706	Prbc.g_01904	Pram.g_00853
OG0000707	Prbc.g_01905	Pram.g_00854
OG0000708	Prbc.g_01906	Pram.g_00855
OG0000709	Prbc.g_01907	Pram.g_00857
OG0000710	Prbc.g_01908	Pram.g_00858
OG0000711	Prbc.g_01909	Pram.g_00859
OG0000712	Prbc.g_01910	Pram.g_00860
OG0000713	Prbc.g_01911	Pram.g_00861
OG0000714	Prbc.g_01913	Pram.g_00865
OG0000715	Prbc.g_01914	Pram.g_00866
OG0000716	Prbc.g_01915	Pram.g_00867
OG0000717	Prbc.g_01916	Pram.g_00868
OG0000718	Prbc.g_01917	Pram.g_00870
OG0000719	Prbc.g_01919	Pram.g_00872
OG0000720	Prbc.g_01923	Pram.g_00876
OG0000721	Prbc.g_01924	Pram.g_00877
OG0000722	Prbc.g_01959	Pram.g_00713
OG0000723	Prbc.g_01962	Pram.g_00717
OG0000724	Prbc.g_01967	Pram.g_00724
OG0000725	Prbc.g_01969	Pram.g_00726
OG0000726	Prbc.g_01970	Pram.g_00727
OG0000727	Prbc.g_01971	Pram.g_00728
OG0000728	Prbc.g_01972	Pram.g_00729
OG0000729	Prbc.g_01974	Pram.g_00731
OG0000730	Prbc.g_01975	Pram.g_00732
OG0000731	Prbc.g_01977	Pram.g_00734
OG0000732	Prbc.g_01978	Pram.g_00735
OG0000733	Prbc.g_01979	Pram.g_00736
OG0000734	Prbc.g_01980	Pram.g_00737
OG0000735	Prbc.g_01981	Pram.g_00738
OG0000736	Prbc.g_01983	Pram.g_00740
OG0000737	Prbc.g_01984	Pram.g_00741
OG0000738	Prbc.g_01987	Pram.g_00743
OG0000739	Prbc.g_01988	Pram.g_00744
OG0000740	Prbc.g_01989	Pram.g_00745
OG0000741	Prbc.g_01991	Pram.g_00747
OG0000742	Prbc.g_01992	Pram.g_00748
OG0000743	Prbc.g_01996	Pram.g_00752
OG0000744	Prbc.g_01997	Pram.g_00753
OG0000745	Prbc.g_01837	Pram.g_00754
OG0000746	Prbc.g_01838	Pram.g_00755
OG0000747	Prbc.g_01839	Pram.g_00756
OG0000748	Prbc.g_01840	Pram.g_00757
OG0000749	Prbc.g_01841	Pram.g_00758
OG0000750	Prbc.g_01842	Pram.g_00759
OG0000751	Prbc.g_01844	Pram.g_01036
OG0000752	Prbc.g_01845	Pram.g_01035
OG0000753	Prbc.g_01846	Pram.g_01034
OG0000754	Prbc.g_01847	Pram.g_01033
OG0000755	Prbc.g_01849	Pram.g_01031
OG0000756	Prbc.g_01850	Pram.g_01030
OG0000757	Prbc.g_01851	Pram.g_01029
OG0000758	Prbc.g_02010	Pram.g_00916
OG0000759	Prbc.g_02011	Pram.g_00917
OG0000760	Prbc.g_02012	Pram.g_00918
OG0000761	Prbc.g_02013	Pram.g_00919
OG0000762	Prbc.g_02015	Pram.g_00921
OG0000763	Prbc.g_02016	Pram.g_00922
OG0000764	Prbc.g_02017	Pram.g_00923
OG0000765	Prbc.g_02018	Pram.g_00924
OG0000766	Prbc.g_02019	Pram.g_00925
OG0000767	Prbc.g_02020	Pram.g_00926
OG0000768	Prbc.g_02021	Pram.g_00927
OG0000769	Prbc.g_02022	Pram.g_00928
OG0000770	Prbc.g_02023	Pram.g_00930
OG0000771	Prbc.g_02024	Pram.g_00931
OG0000772	Prbc.g_01936	Pram.g_00988
OG0000773	Prbc.g_02029	Pram.g_00936
OG0000774	Prbc.g_02030	Pram.g_00937
OG0000775	Prbc.g_02031	Pram.g_00938
OG0000776	Prbc.g_02033	Pram.g_00940
OG0000777	Prbc.g_02034	Pram.g_00941
OG0000778	Prbc.g_02035	Pram.g_00942
OG0000779	Prbc.g_02037	Pram.g_00944
OG0000780	Prbc.g_02038	Pram.g_00945
OG0000781	Prbc.g_02039	Pram.g_00946
OG0000782	Prbc.g_02041	Pram.g_00948
OG0000783	Prbc.g_02042	Pram.g_00949
OG0000784	Prbc.g_02043	Pram.g_00950
OG0000785	Prbc.g_02044	Pram.g_00951
OG0000786	Prbc.g_02045	Pram.g_00952
OG0000787	Prbc.g_02047	Pram.g_00954
OG0000788	Prbc.g_02048	Pram.g_00955
OG0000789	Prbc.g_02049	Pram.g_00956
OG0000790	Prbc.g_02050	Pram.g_00957
OG0000791	Prbc.g_02051	Pram.g_00958
OG0000792	Prbc.g_02190	Pram.g_01199
OG0000793	Prbc.g_02052	Pram.g_00959
OG0000794	Prbc.g_02053	Pram.g_00960
OG0000795	Prbc.g_02054	Pram.g_00961
OG0000796	Prbc.g_02055	Pram.g_00963
OG0000797	Prbc.g_02057	Pram.g_00964
OG0000798	Prbc.g_02058	Pram.g_00965
OG0000799	Prbc.g_02059	Pram.g_00966
OG0000800	Prbc.g_02060	Pram.g_00967
OG0000801	Prbc.g_02061	Pram.g_00968
OG0000802	Prbc.g_02062	Pram.g_00970
OG0000803	Prbc.g_02063	Pram.g_00971
OG0000804	Prbc.g_02079	Pram.g_00973
OG0000805	Prbc.g_02080	Pram.g_00975
OG0000806	Prbc.g_02081	Pram.g_00976
OG0000807	Prbc.g_02082	Pram.g_00977
OG0000808	Prbc.g_02083	Pram.g_00978
OG0000809	Prbc.g_02088	Pram.g_00983
OG0000810	Prbc.g_02090	Pram.g_00985
OG0000811	Prbc.g_02091	Pram.g_00986
OG0000812	Prbc.g_01935	Pram.g_00987
OG0000813	Prbc.g_02092	Pram.g_00990
OG0000814	Prbc.g_02093	Pram.g_00991
OG0000815	Prbc.g_02094	Pram.g_00992
OG0000816	Prbc.g_02097	Pram.g_00995
OG0000817	Prbc.g_02101	Pram.g_00899
OG0000818	Prbc.g_02102	Pram.g_00898
OG0000819	Prbc.g_02105	Pram.g_00896
OG0000820	Prbc.g_02106	Pram.g_00895
OG0000821	Prbc.g_02107	Pram.g_00894
OG0000822	Prbc.g_02108	Pram.g_00893
OG0000823	Prbc.g_02111	Pram.g_00890
OG0000824	Prbc.g_02112	Pram.g_00889
OG0000825	Prbc.g_01934	Pram.g_00887
OG0000826	Prbc.g_01933	Pram.g_00886
OG0000827	Prbc.g_01932	Pram.g_00885
OG0000828	Prbc.g_01930	Pram.g_00883
OG0000829	Prbc.g_01941	Pram.g_00356
OG0000830	Prbc.g_02152	Pram.g_00683
OG0000831	Prbc.g_02133	Pram.g_01188
OG0000832	Prbc.g_00804	Pram.g_00579
OG0000833	Prbc.g_00201	Pram.g_01208
OG0000834	Prbc.g_01244	Pram.g_01182
OG0000835	Prbc.g_01252	Pram.g_00335
OG0000836	Prbc.g_00801	Pram.g_01201
OG0000837	Prbc.g_02128	Pram.g_01469
OG0000838	Prbc.g_00897	Pram.g_01547
OG0000839	Prbc.g_00898	Pram.g_01548
OG0000840	Prbc.g_02170	Pram.g_00690
OG0000841	Prbc.g_01468	Pram.g_01162
OG0000842	Prbc.g_01462	Pram.g_01156
OG0000843	Prbc.g_01460	Pram.g_01154
OG0000844	Prbc.g_01459	Pram.g_01153
OG0000845	Prbc.g_01458	Pram.g_01152
OG0000846	Prbc.g_01457	Pram.g_01151
OG0000847	Prbc.g_01456	Pram.g_01150
OG0000848	Prbc.g_01455	Pram.g_01149
OG0000849	Prbc.g_01454	Pram.g_01148
OG0000850	Prbc.g_01453	Pram.g_01147
OG0000851	Prbc.g_01450	Pram.g_01144
OG0000852	Prbc.g_01447	Pram.g_01141
OG0000853	Prbc.g_01445	Pram.g_01139
OG0000854	Prbc.g_01444	Pram.g_01137
OG0000855	Prbc.g_01442	Pram.g_01136
OG0000856	Prbc.g_01441	Pram.g_01135
OG0000857	Prbc.g_01440	Pram.g_01134
OG0000858	Prbc.g_01437	Pram.g_01131
OG0000859	Prbc.g_01436	Pram.g_01130
OG0000860	Prbc.g_01435	Pram.g_01129
OG0000861	Prbc.g_01434	Pram.g_01128
OG0000862	Prbc.g_01433	Pram.g_01127
OG0000863	Prbc.g_01431	Pram.g_01125
OG0000864	Prbc.g_01430	Pram.g_01124
OG0000865	Prbc.g_01429	Pram.g_01123
OG0000866	Prbc.g_01428	Pram.g_01122
OG0000867	Prbc.g_01426	Pram.g_01119
OG0000868	Prbc.g_01424	Pram.g_01118
OG0000869	Prbc.g_01422	Pram.g_01117
OG0000870	Prbc.g_01421	Pram.g_01114
OG0000871	Prbc.g_01420	Pram.g_01113
OG0000872	Prbc.g_01418	Pram.g_01111
OG0000873	Prbc.g_01417	Pram.g_01110
OG0000874	Prbc.g_01416	Pram.g_01109
OG0000875	Prbc.g_01414	Pram.g_01107
OG0000876	Prbc.g_01412	Pram.g_01105
OG0000877	Prbc.g_01411	Pram.g_01104
OG0000878	Prbc.g_01410	Pram.g_01103
OG0000879	Prbc.g_01409	Pram.g_01102
OG0000880	Prbc.g_01408	Pram.g_01101
OG0000881	Prbc.g_01407	Pram.g_01100
OG0000882	Prbc.g_01406	Pram.g_01099
OG0000883	Prbc.g_01405	Pram.g_01098
OG0000884	Prbc.g_01404	Pram.g_01097
OG0000885	Prbc.g_01403	Pram.g_01096
OG0000886	Prbc.g_01402	Pram.g_01095
OG0000887	Prbc.g_01401	Pram.g_01094
OG0000888	Prbc.g_01400	Pram.g_01093
OG0000889	Prbc.g_01399	Pram.g_01092
OG0000890	Prbc.g_01398	Pram.g_01091
OG0000891	Prbc.g_01397	Pram.g_01090
OG0000892	Prbc.g_01396	Pram.g_01089
OG0000893	Prbc.g_01395	Pram.g_01088
OG0000894	Prbc.g_01394	Pram.g_01087
OG0000895	Prbc.g_01393	Pram.g_01086
OG0000896	Prbc.g_01392	Pram.g_01084
OG0000897	Prbc.g_01391	Pram.g_01083
OG0000898	Prbc.g_01390	Pram.g_01082
OG0000899	Prbc.g_01389	Pram.g_01081
OG0000900	Prbc.g_01388	Pram.g_00570
OG0000901	Prbc.g_01320	Pram.g_01569
OG0000902	Prbc.g_00555	Pram.g_01219
OG0000903	Prbc.g_00556	Pram.g_01220
OG0000904	Prbc.g_00557	Pram.g_01221
OG0000905	Prbc.g_00558	Pram.g_01222
OG0000906	Prbc.g_00560	Pram.g_01223
OG0000907	Prbc.g_00561	Pram.g_01225
OG0000908	Prbc.g_00562	Pram.g_01226
OG0000909	Prbc.g_00563	Pram.g_01227
OG0000910	Prbc.g_00564	Pram.g_01228
OG0000911	Prbc.g_00565	Pram.g_01229
OG0000912	Prbc.g_00568	Pram.g_01232
OG0000913	Prbc.g_00569	Pram.g_01233
OG0000914	Prbc.g_00570	Pram.g_01234
OG0000915	Prbc.g_00571	Pram.g_01236
OG0000916	Prbc.g_00572	Pram.g_01237
OG0000917	Prbc.g_00573	Pram.g_01238
OG0000918	Prbc.g_00574	Pram.g_01239
OG0000919	Prbc.g_00575	Pram.g_01240
OG0000920	Prbc.g_00576	Pram.g_01241
OG0000921	Prbc.g_00579	Pram.g_01244
OG0000922	Prbc.g_00580	Pram.g_01245
OG0000923	Prbc.g_00585	Pram.g_01478
OG0000924	Prbc.g_00586	Pram.g_01477
OG0000925	Prbc.g_00589	Pram.g_01475
OG0000926	Prbc.g_01820	Pram.g_01271
OG0000927	Prbc.g_01470	Pram.g_01198
OG0000928	Prbc.g_02100	Pram.g_01281
OG0000929	Prbc.g_00810	Pram.g_01183
OG0000930	Prbc.g_00655	Pram.g_01165
OG0000931	Prbc.g_01921	Pram.g_00874
OG0000932	Prbc.g_00138	Pram.g_01542
OG0000933	Prbc.g_00659	Pram.g_01466
OG0000934	Prbc.g_00660	Pram.g_01465
OG0000935	Prbc.g_00661	Pram.g_01464
OG0000936	Prbc.g_00662	Pram.g_01463
OG0000937	Prbc.g_00663	Pram.g_01462
OG0000938	Prbc.g_00664	Pram.g_01461
OG0000939	Prbc.g_00665	Pram.g_01460
OG0000940	Prbc.g_00666	Pram.g_01458
OG0000941	Prbc.g_00667	Pram.g_01457
OG0000942	Prbc.g_00668	Pram.g_01456
OG0000943	Prbc.g_00669	Pram.g_01455
OG0000944	Prbc.g_00670	Pram.g_01454
OG0000945	Prbc.g_00671	Pram.g_01453
OG0000946	Prbc.g_00672	Pram.g_01452
OG0000947	Prbc.g_00673	Pram.g_01451
OG0000948	Prbc.g_00674	Pram.g_01450
OG0000949	Prbc.g_00675	Pram.g_01449
OG0000950	Prbc.g_00228	Pram.g_01815
OG0000951	Prbc.g_00690	Pram.g_01398
OG0000952	Prbc.g_00691	Pram.g_01397
OG0000953	Prbc.g_00692	Pram.g_01396
OG0000954	Prbc.g_00693	Pram.g_01395
OG0000955	Prbc.g_00694	Pram.g_01394
OG0000956	Prbc.g_00696	Pram.g_01392
OG0000957	Prbc.g_00697	Pram.g_01391
OG0000958	Prbc.g_00698	Pram.g_01390
OG0000959	Prbc.g_00699	Pram.g_01389
OG0000960	Prbc.g_00700	Pram.g_01388
OG0000961	Prbc.g_00701	Pram.g_01387
OG0000962	Prbc.g_00702	Pram.g_01386
OG0000963	Prbc.g_00703	Pram.g_01385
OG0000964	Prbc.g_00705	Pram.g_01384
OG0000965	Prbc.g_00707	Pram.g_01383
OG0000966	Prbc.g_00708	Pram.g_01382
OG0000967	Prbc.g_00711	Pram.g_01376
OG0000968	Prbc.g_00712	Pram.g_01375
OG0000969	Prbc.g_00713	Pram.g_01374
OG0000970	Prbc.g_00714	Pram.g_01373
OG0000971	Prbc.g_00715	Pram.g_01372
OG0000972	Prbc.g_00716	Pram.g_01371
OG0000973	Prbc.g_00718	Pram.g_01369
OG0000974	Prbc.g_00719	Pram.g_01368
OG0000975	Prbc.g_00720	Pram.g_01367
OG0000976	Prbc.g_00721	Pram.g_01366
OG0000977	Prbc.g_00722	Pram.g_01365
OG0000978	Prbc.g_00723	Pram.g_01364
OG0000979	Prbc.g_00724	Pram.g_01363
OG0000980	Prbc.g_01521	Pram.g_01362
OG0000981	Prbc.g_00725	Pram.g_01361
OG0000982	Prbc.g_00726	Pram.g_01360
OG0000983	Prbc.g_00727	Pram.g_01359
OG0000984	Prbc.g_00730	Pram.g_01355
OG0000985	Prbc.g_00731	Pram.g_01354
OG0000986	Prbc.g_00732	Pram.g_01353
OG0000987	Prbc.g_00734	Pram.g_01351
OG0000988	Prbc.g_00735	Pram.g_01350
OG0000989	Prbc.g_00736	Pram.g_01349
OG0000990	Prbc.g_00737	Pram.g_01348
OG0000991	Prbc.g_00738	Pram.g_01347
OG0000992	Prbc.g_00739	Pram.g_01346
OG0000993	Prbc.g_00740	Pram.g_01345
OG0000994	Prbc.g_00741	Pram.g_01344
OG0000995	Prbc.g_00742	Pram.g_01343
OG0000996	Prbc.g_00743	Pram.g_01342
OG0000997	Prbc.g_00745	Pram.g_01340
OG0000998	Prbc.g_00751	Pram.g_01333
OG0000999	Prbc.g_00754	Pram.g_01331
OG0001000	Prbc.g_00755	Pram.g_01330
OG0001001	Prbc.g_00756	Pram.g_01328
OG0001002	Prbc.g_00758	Pram.g_01326
OG0001003	Prbc.g_00759	Pram.g_01325
OG0001004	Prbc.g_00760	Pram.g_01324
OG0001005	Prbc.g_00761	Pram.g_01323
OG0001006	Prbc.g_00763	Pram.g_01321
OG0001007	Prbc.g_00764	Pram.g_01320
OG0001008	Prbc.g_00765	Pram.g_01319
OG0001009	Prbc.g_00766	Pram.g_01318
OG0001010	Prbc.g_00767	Pram.g_01317
OG0001011	Prbc.g_00768	Pram.g_01315
OG0001012	Prbc.g_00769	Pram.g_01314
OG0001013	Prbc.g_00770	Pram.g_01313
OG0001014	Prbc.g_00771	Pram.g_01312
OG0001015	Prbc.g_00772	Pram.g_01311
OG0001016	Prbc.g_00773	Pram.g_01310
OG0001017	Prbc.g_00774	Pram.g_01309
OG0001018	Prbc.g_00775	Pram.g_01308
OG0001019	Prbc.g_00776	Pram.g_01307
OG0001020	Prbc.g_00777	Pram.g_01306
OG0001021	Prbc.g_00778	Pram.g_01305
OG0001022	Prbc.g_00779	Pram.g_01304
OG0001023	Prbc.g_00780	Pram.g_01303
OG0001024	Prbc.g_00782	Pram.g_01301
OG0001025	Prbc.g_00783	Pram.g_01300
OG0001026	Prbc.g_00784	Pram.g_01299
OG0001027	Prbc.g_00785	Pram.g_01298
OG0001028	Prbc.g_00787	Pram.g_01296
OG0001029	Prbc.g_00788	Pram.g_01295
OG0001030	Prbc.g_00791	Pram.g_01292
OG0001031	Prbc.g_00792	Pram.g_01291
OG0001032	Prbc.g_01485	Pram.g_01577
OG0001033	Prbc.g_00677	Pram.g_00567
OG0001034	Prbc.g_01874	Pram.g_00824
OG0001035	Prbc.g_00827	Pram.g_01625
OG0001036	Prbc.g_00828	Pram.g_01626
OG0001037	Prbc.g_00833	Pram.g_01633
OG0001038	Prbc.g_00834	Pram.g_01634
OG0001039	Prbc.g_00835	Pram.g_01635
OG0001040	Prbc.g_00836	Pram.g_01636
OG0001041	Prbc.g_00837	Pram.g_01638
OG0001042	Prbc.g_00838	Pram.g_01639
OG0001043	Prbc.g_00839	Pram.g_01640
OG0001044	Prbc.g_00840	Pram.g_01641
OG0001045	Prbc.g_00841	Pram.g_01642
OG0001046	Prbc.g_00842	Pram.g_01644
OG0001047	Prbc.g_00843	Pram.g_01645
OG0001048	Prbc.g_00844	Pram.g_01646
OG0001049	Prbc.g_00845	Pram.g_01647
OG0001050	Prbc.g_00846	Pram.g_01648
OG0001051	Prbc.g_00847	Pram.g_01649
OG0001052	Prbc.g_00848	Pram.g_01650
OG0001053	Prbc.g_00849	Pram.g_01651
OG0001054	Prbc.g_00850	Pram.g_01652
OG0001055	Prbc.g_00851	Pram.g_01653
OG0001056	Prbc.g_00852	Pram.g_01654
OG0001057	Prbc.g_00854	Pram.g_01656
OG0001058	Prbc.g_00855	Pram.g_01657
OG0001059	Prbc.g_00856	Pram.g_01658
OG0001060	Prbc.g_00857	Pram.g_01659
OG0001061	Prbc.g_00858	Pram.g_01660
OG0001062	Prbc.g_00860	Pram.g_01662
OG0001063	Prbc.g_00861	Pram.g_01663
OG0001064	Prbc.g_00862	Pram.g_01664
OG0001065	Prbc.g_00863	Pram.g_01665
OG0001066	Prbc.g_00864	Pram.g_01666
OG0001067	Prbc.g_00865	Pram.g_01667
OG0001068	Prbc.g_00866	Pram.g_01668
OG0001069	Prbc.g_00868	Pram.g_01671
OG0001070	Prbc.g_00870	Pram.g_01673
OG0001071	Prbc.g_00871	Pram.g_01674
OG0001072	Prbc.g_00872	Pram.g_01675
OG0001073	Prbc.g_00873	Pram.g_01676
OG0001074	Prbc.g_00874	Pram.g_01677
OG0001075	Prbc.g_00876	Pram.g_01679
OG0001076	Prbc.g_00878	Pram.g_01681
OG0001077	Prbc.g_00879	Pram.g_01682
OG0001078	Prbc.g_00880	Pram.g_01683
OG0001079	Prbc.g_00881	Pram.g_01684
OG0001080	Prbc.g_00882	Pram.g_01685
OG0001081	Prbc.g_00883	Pram.g_01686
OG0001082	Prbc.g_00884	Pram.g_01687
OG0001083	Prbc.g_00885	Pram.g_01688
OG0001084	Prbc.g_00886	Pram.g_01689
OG0001085	Prbc.g_00887	Pram.g_01690
OG0001086	Prbc.g_00933	Pram.g_01695
OG0001087	Prbc.g_00935	Pram.g_01697
OG0001088	Prbc.g_00936	Pram.g_01698
OG0001089	Prbc.g_00938	Pram.g_01701
OG0001090	Prbc.g_00939	Pram.g_01702
OG0001091	Prbc.g_00940	Pram.g_01703
OG0001092	Prbc.g_00941	Pram.g_01704
OG0001093	Prbc.g_00942	Pram.g_01705
OG0001094	Prbc.g_00943	Pram.g_01706
OG0001095	Prbc.g_00944	Pram.g_01707
OG0001096	Prbc.g_00945	Pram.g_01708
OG0001097	Prbc.g_00946	Pram.g_01709
OG0001098	Prbc.g_00947	Pram.g_01710
OG0001099	Prbc.g_00948	Pram.g_01711
OG0001100	Prbc.g_00949	Pram.g_01712
OG0001101	Prbc.g_00950	Pram.g_01713
OG0001102	Prbc.g_00960	Pram.g_01717
OG0001103	Prbc.g_00959	Pram.g_01718
