Orthogroup	Praw	Pram
OG0000592	Praw.g_01876	Pram.g_01064
OG0000593	Praw.g_01875	Pram.g_01063
OG0000594	Praw.g_01874	Pram.g_01062
OG0000595	Praw.g_01873	Pram.g_01061
OG0000596	Praw.g_01872	Pram.g_01060
OG0000597	Praw.g_01868	Pram.g_01056
OG0000598	Praw.g_01867	Pram.g_01055
OG0000599	Praw.g_01866	Pram.g_01054
OG0000600	Praw.g_01865	Pram.g_01053
OG0000601	Praw.g_01864	Pram.g_01052
OG0000602	Praw.g_01863	Pram.g_01051
OG0000603	Praw.g_01862	Pram.g_01050
OG0000604	Praw.g_01861	Pram.g_01049
OG0000605	Praw.g_01860	Pram.g_01048
OG0000606	Praw.g_01859	Pram.g_01047
OG0000607	Praw.g_01858	Pram.g_01045
OG0000608	Praw.g_01857	Pram.g_01044
OG0000609	Praw.g_01855	Pram.g_01042
OG0000610	Praw.g_01854	Pram.g_01041
OG0000611	Praw.g_01852	Pram.g_00760
OG0000612	Praw.g_01851	Pram.g_00761
OG0000613	Praw.g_01849	Pram.g_00763
OG0000614	Praw.g_01843	Pram.g_00769
OG0000615	Praw.g_01842	Pram.g_00770
OG0000616	Praw.g_01841	Pram.g_00771
OG0000617	Praw.g_01839	Pram.g_00774
OG0000618	Praw.g_01838	Pram.g_00775
OG0000619	Praw.g_01837	Pram.g_00776
OG0000620	Praw.g_01835	Pram.g_00778
OG0000621	Praw.g_01834	Pram.g_00779
OG0000622	Praw.g_01833	Pram.g_00780
OG0000623	Praw.g_01832	Pram.g_00781
OG0000624	Praw.g_01830	Pram.g_00784
OG0000625	Praw.g_01829	Pram.g_00785
OG0000626	Praw.g_01828	Pram.g_00786
OG0000627	Praw.g_01827	Pram.g_00789
OG0000628	Praw.g_01826	Pram.g_00790
OG0000629	Praw.g_01825	Pram.g_00791
OG0000630	Praw.g_01823	Pram.g_00793
OG0000631	Praw.g_01822	Pram.g_00795
OG0000632	Praw.g_01818	Pram.g_01927
OG0000633	Praw.g_01817	Pram.g_00720
OG0000634	Praw.g_01808	Pram.g_00802
OG0000635	Praw.g_01806	Pram.g_01027
OG0000636	Praw.g_01805	Pram.g_01026
OG0000637	Praw.g_01803	Pram.g_01024
OG0000638	Praw.g_01802	Pram.g_01023
OG0000639	Praw.g_01801	Pram.g_01022
OG0000640	Praw.g_01800	Pram.g_01021
OG0000641	Praw.g_01799	Pram.g_01020
OG0000642	Praw.g_01798	Pram.g_01019
OG0000643	Praw.g_01797	Pram.g_01018
OG0000644	Praw.g_01795	Pram.g_01016
OG0000645	Praw.g_01794	Pram.g_01014
OG0000646	Praw.g_01793	Pram.g_01013
OG0000647	Praw.g_01792	Pram.g_01012
OG0000648	Praw.g_01791	Pram.g_01011
OG0000649	Praw.g_01790	Pram.g_01010
OG0000650	Praw.g_01789	Pram.g_01008
OG0000651	Praw.g_01788	Pram.g_01007
OG0000652	Praw.g_01786	Pram.g_01005
OG0000653	Praw.g_01761	Pram.g_01533
OG0000654	Praw.g_01759	Pram.g_01539
OG0000655	Praw.g_01749	Pram.g_00576
OG0000656	Praw.g_01745	Pram.g_01534
OG0000657	Praw.g_01732	Pram.g_00935
OG0000658	Praw.g_01731	Pram.g_00934
OG0000659	Praw.g_01730	Pram.g_00933
OG0000660	Praw.g_01719	Pram.g_00325
OG0000661	Praw.g_01710	Pram.g_00908
OG0000662	Praw.g_01708	Pram.g_00911
OG0000663	Praw.g_01706	Pram.g_00913
OG0000664	Praw.g_01705	Pram.g_00914
OG0000665	Praw.g_01704	Pram.g_00915
OG0000666	Praw.g_01703	Pram.g_01028
OG0000667	Praw.g_01702	Pram.g_00804
OG0000668	Praw.g_01701	Pram.g_00805
OG0000669	Praw.g_01700	Pram.g_00806
OG0000670	Praw.g_01698	Pram.g_00808
OG0000671	Praw.g_01697	Pram.g_00809
OG0000672	Praw.g_01696	Pram.g_00810
OG0000673	Praw.g_01695	Pram.g_00811
OG0000674	Praw.g_01694	Pram.g_00812
OG0000675	Praw.g_01693	Pram.g_00813
OG0000676	Praw.g_01691	Pram.g_00815
OG0000677	Praw.g_01689	Pram.g_00817
OG0000678	Praw.g_01688	Pram.g_00818
OG0000679	Praw.g_01687	Pram.g_00819
OG0000680	Praw.g_01686	Pram.g_00820
OG0000681	Praw.g_01685	Pram.g_00821
OG0000682	Praw.g_01684	Pram.g_00822
OG0000683	Praw.g_01683	Pram.g_00823
OG0000684	Praw.g_01682	Pram.g_00825
OG0000685	Praw.g_01681	Pram.g_00826
OG0000686	Praw.g_01680	Pram.g_00827
OG0000687	Praw.g_01679	Pram.g_00828
OG0000688	Praw.g_01678	Pram.g_00829
OG0000689	Praw.g_01677	Pram.g_00830
OG0000690	Praw.g_01676	Pram.g_00831
OG0000691	Praw.g_01674	Pram.g_00833
OG0000692	Praw.g_01673	Pram.g_00834
OG0000693	Praw.g_01672	Pram.g_00835
OG0000694	Praw.g_01671	Pram.g_00836
OG0000695	Praw.g_01670	Pram.g_00837
OG0000696	Praw.g_01669	Pram.g_00838
OG0000697	Praw.g_01668	Pram.g_00839
OG0000698	Praw.g_01667	Pram.g_00840
OG0000699	Praw.g_01664	Pram.g_00844
OG0000700	Praw.g_01663	Pram.g_00845
OG0000701	Praw.g_01662	Pram.g_00847
OG0000702	Praw.g_01661	Pram.g_00848
OG0000703	Praw.g_01660	Pram.g_00849
OG0000704	Praw.g_01659	Pram.g_00850
OG0000705	Praw.g_01657	Pram.g_00852
OG0000706	Praw.g_01656	Pram.g_00853
OG0000707	Praw.g_01655	Pram.g_00854
OG0000708	Praw.g_01654	Pram.g_00855
OG0000709	Praw.g_01653	Pram.g_00857
OG0000710	Praw.g_01652	Pram.g_00858
OG0000711	Praw.g_01651	Pram.g_00859
OG0000712	Praw.g_01650	Pram.g_00860
OG0000713	Praw.g_01649	Pram.g_00861
OG0000714	Praw.g_01647	Pram.g_00865
OG0000715	Praw.g_01646	Pram.g_00866
OG0000716	Praw.g_01645	Pram.g_00867
OG0000717	Praw.g_01644	Pram.g_00868
OG0000718	Praw.g_01643	Pram.g_00870
OG0000719	Praw.g_01641	Pram.g_00872
OG0000720	Praw.g_01639	Pram.g_00876
OG0000721	Praw.g_01638	Pram.g_00877
OG0000722	Praw.g_01611	Pram.g_00713
OG0000723	Praw.g_01608	Pram.g_00717
OG0000724	Praw.g_01605	Pram.g_00724
OG0000725	Praw.g_01604	Pram.g_00726
OG0000726	Praw.g_01603	Pram.g_00727
OG0000727	Praw.g_01602	Pram.g_00728
OG0000728	Praw.g_01601	Pram.g_00729
OG0000729	Praw.g_01600	Pram.g_00731
OG0000730	Praw.g_01599	Pram.g_00732
OG0000731	Praw.g_01597	Pram.g_00734
OG0000732	Praw.g_01596	Pram.g_00735
OG0000733	Praw.g_01595	Pram.g_00736
OG0000734	Praw.g_01594	Pram.g_00737
OG0000735	Praw.g_01593	Pram.g_00738
OG0000736	Praw.g_01591	Pram.g_00740
OG0000737	Praw.g_01590	Pram.g_00741
OG0000738	Praw.g_01588	Pram.g_00743
OG0000739	Praw.g_01587	Pram.g_00744
OG0000740	Praw.g_01586	Pram.g_00745
OG0000741	Praw.g_01584	Pram.g_00747
OG0000742	Praw.g_01583	Pram.g_00748
OG0000743	Praw.g_01580	Pram.g_00752
OG0000744	Praw.g_01579	Pram.g_00753
OG0000745	Praw.g_01577	Pram.g_00754
OG0000746	Praw.g_01576	Pram.g_00755
OG0000747	Praw.g_01575	Pram.g_00756
OG0000748	Praw.g_01574	Pram.g_00757
OG0000749	Praw.g_01573	Pram.g_00758
OG0000750	Praw.g_01572	Pram.g_00759
OG0000751	Praw.g_01570	Pram.g_01036
OG0000752	Praw.g_01569	Pram.g_01035
OG0000753	Praw.g_01568	Pram.g_01034
OG0000754	Praw.g_01567	Pram.g_01033
OG0000755	Praw.g_01565	Pram.g_01031
OG0000756	Praw.g_01564	Pram.g_01030
OG0000757	Praw.g_01563	Pram.g_01029
OG0000758	Praw.g_01562	Pram.g_00916
OG0000759	Praw.g_01561	Pram.g_00917
OG0000760	Praw.g_01560	Pram.g_00918
OG0000761	Praw.g_01559	Pram.g_00919
OG0000762	Praw.g_01557	Pram.g_00921
OG0000763	Praw.g_01556	Pram.g_00922
OG0000764	Praw.g_01555	Pram.g_00923
OG0000765	Praw.g_01554	Pram.g_00924
OG0000766	Praw.g_01553	Pram.g_00925
OG0000767	Praw.g_01552	Pram.g_00926
OG0000768	Praw.g_01551	Pram.g_00927
OG0000769	Praw.g_01550	Pram.g_00928
OG0000770	Praw.g_01549	Pram.g_00930
OG0000771	Praw.g_01548	Pram.g_00931
OG0000772	Praw.g_01547	Pram.g_00988
OG0000773	Praw.g_01545	Pram.g_00936
OG0000774	Praw.g_01544	Pram.g_00937
OG0000775	Praw.g_01543	Pram.g_00938
OG0000776	Praw.g_01542	Pram.g_00940
OG0000777	Praw.g_01541	Pram.g_00941
OG0000778	Praw.g_01540	Pram.g_00942
OG0000779	Praw.g_01538	Pram.g_00944
OG0000780	Praw.g_01537	Pram.g_00945
OG0000781	Praw.g_01536	Pram.g_00946
OG0000782	Praw.g_01534	Pram.g_00948
OG0000783	Praw.g_01533	Pram.g_00949
OG0000784	Praw.g_01532	Pram.g_00950
OG0000785	Praw.g_01531	Pram.g_00951
OG0000786	Praw.g_01530	Pram.g_00952
OG0000787	Praw.g_01528	Pram.g_00954
OG0000788	Praw.g_01527	Pram.g_00955
OG0000789	Praw.g_01526	Pram.g_00956
OG0000790	Praw.g_01525	Pram.g_00957
OG0000791	Praw.g_01524	Pram.g_00958
OG0000792	Praw.g_01523	Pram.g_01199
OG0000793	Praw.g_01522	Pram.g_00959
OG0000794	Praw.g_01521	Pram.g_00960
OG0000795	Praw.g_01520	Pram.g_00961
OG0000796	Praw.g_01518	Pram.g_00963
OG0000797	Praw.g_01516	Pram.g_00964
OG0000798	Praw.g_01515	Pram.g_00965
OG0000799	Praw.g_01514	Pram.g_00966
OG0000800	Praw.g_01513	Pram.g_00967
OG0000801	Praw.g_01512	Pram.g_00968
OG0000802	Praw.g_01510	Pram.g_00970
OG0000803	Praw.g_01509	Pram.g_00971
OG0000804	Praw.g_01498	Pram.g_00973
OG0000805	Praw.g_01496	Pram.g_00975
OG0000806	Praw.g_01495	Pram.g_00976
OG0000807	Praw.g_01494	Pram.g_00977
OG0000808	Praw.g_01493	Pram.g_00978
OG0000809	Praw.g_01489	Pram.g_00983
OG0000810	Praw.g_01488	Pram.g_00985
OG0000811	Praw.g_01487	Pram.g_00986
OG0000812	Praw.g_01486	Pram.g_00987
OG0000813	Praw.g_01485	Pram.g_00990
OG0000814	Praw.g_01484	Pram.g_00991
OG0000815	Praw.g_01483	Pram.g_00992
OG0000816	Praw.g_01481	Pram.g_00995
OG0000817	Praw.g_01478	Pram.g_00899
OG0000818	Praw.g_01477	Pram.g_00898
OG0000819	Praw.g_01475	Pram.g_00896
OG0000820	Praw.g_01474	Pram.g_00895
OG0000821	Praw.g_01473	Pram.g_00894
OG0000822	Praw.g_01472	Pram.g_00893
OG0000823	Praw.g_01469	Pram.g_00890
OG0000824	Praw.g_01468	Pram.g_00889
OG0000825	Praw.g_01466	Pram.g_00887
OG0000826	Praw.g_01465	Pram.g_00886
OG0000827	Praw.g_01464	Pram.g_00885
OG0000828	Praw.g_01462	Pram.g_00883
OG0000829	Praw.g_01437	Pram.g_00356
OG0000830	Praw.g_01427	Pram.g_00683
OG0000831	Praw.g_01424	Pram.g_01188
OG0000832	Praw.g_01423	Pram.g_00579
OG0000833	Praw.g_01416	Pram.g_01208
OG0000834	Praw.g_00172	Pram.g_01182
OG0000835	Praw.g_00176	Pram.g_00335
OG0000836	Praw.g_00178	Pram.g_01201
OG0000837	Praw.g_00187	Pram.g_01469
OG0000838	Praw.g_00202	Pram.g_01547
OG0000839	Praw.g_00203	Pram.g_01548
OG0000840	Praw.g_00208	Pram.g_00690
OG0000841	Praw.g_00215	Pram.g_01162
OG0000842	Praw.g_00219	Pram.g_01156
OG0000843	Praw.g_00221	Pram.g_01154
OG0000844	Praw.g_00222	Pram.g_01153
OG0000845	Praw.g_00223	Pram.g_01152
OG0000846	Praw.g_00224	Pram.g_01151
OG0000847	Praw.g_00225	Pram.g_01150
OG0000848	Praw.g_00226	Pram.g_01149
OG0000849	Praw.g_00227	Pram.g_01148
OG0000850	Praw.g_00228	Pram.g_01147
OG0000851	Praw.g_00230	Pram.g_01144
OG0000852	Praw.g_00233	Pram.g_01141
OG0000853	Praw.g_00235	Pram.g_01139
OG0000854	Praw.g_00236	Pram.g_01137
OG0000855	Praw.g_00237	Pram.g_01136
OG0000856	Praw.g_00238	Pram.g_01135
OG0000857	Praw.g_00239	Pram.g_01134
OG0000858	Praw.g_00241	Pram.g_01131
OG0000859	Praw.g_00242	Pram.g_01130
OG0000860	Praw.g_00243	Pram.g_01129
OG0000861	Praw.g_00244	Pram.g_01128
OG0000862	Praw.g_00245	Pram.g_01127
OG0000863	Praw.g_00246	Pram.g_01125
OG0000864	Praw.g_00247	Pram.g_01124
OG0000865	Praw.g_00248	Pram.g_01123
OG0000866	Praw.g_00249	Pram.g_01122
OG0000867	Praw.g_00252	Pram.g_01119
OG0000868	Praw.g_00254	Pram.g_01118
OG0000869	Praw.g_00255	Pram.g_01117
OG0000870	Praw.g_00256	Pram.g_01114
OG0000871	Praw.g_00257	Pram.g_01113
OG0000872	Praw.g_00258	Pram.g_01111
OG0000873	Praw.g_00259	Pram.g_01110
OG0000874	Praw.g_00260	Pram.g_01109
OG0000875	Praw.g_00261	Pram.g_01107
OG0000876	Praw.g_00263	Pram.g_01105
OG0000877	Praw.g_00264	Pram.g_01104
OG0000878	Praw.g_00265	Pram.g_01103
OG0000879	Praw.g_00266	Pram.g_01102
OG0000880	Praw.g_00267	Pram.g_01101
OG0000881	Praw.g_00268	Pram.g_01100
OG0000882	Praw.g_00269	Pram.g_01099
OG0000883	Praw.g_00270	Pram.g_01098
OG0000884	Praw.g_00271	Pram.g_01097
OG0000885	Praw.g_00272	Pram.g_01096
OG0000886	Praw.g_00273	Pram.g_01095
OG0000887	Praw.g_00274	Pram.g_01094
OG0000888	Praw.g_00275	Pram.g_01093
OG0000889	Praw.g_00276	Pram.g_01092
OG0000890	Praw.g_00277	Pram.g_01091
OG0000891	Praw.g_00278	Pram.g_01090
OG0000892	Praw.g_00279	Pram.g_01089
OG0000893	Praw.g_00280	Pram.g_01088
OG0000894	Praw.g_00282	Pram.g_01087
OG0000895	Praw.g_00283	Pram.g_01086
OG0000896	Praw.g_00285	Pram.g_01084
OG0000897	Praw.g_00286	Pram.g_01083
OG0000898	Praw.g_00287	Pram.g_01082
OG0000899	Praw.g_00288	Pram.g_01081
OG0000900	Praw.g_00290	Pram.g_00570
OG0000901	Praw.g_00954	Pram.g_01569
OG0000902	Praw.g_00968	Pram.g_01219
OG0000903	Praw.g_00969	Pram.g_01220
OG0000904	Praw.g_00970	Pram.g_01221
OG0000905	Praw.g_00971	Pram.g_01222
OG0000906	Praw.g_00972	Pram.g_01223
OG0000907	Praw.g_00976	Pram.g_01225
OG0000908	Praw.g_00977	Pram.g_01226
OG0000909	Praw.g_00978	Pram.g_01227
OG0000910	Praw.g_00979	Pram.g_01228
OG0000911	Praw.g_00980	Pram.g_01229
OG0000912	Praw.g_00983	Pram.g_01232
OG0000913	Praw.g_00984	Pram.g_01233
OG0000914	Praw.g_00985	Pram.g_01234
OG0000915	Praw.g_00987	Pram.g_01236
OG0000916	Praw.g_00988	Pram.g_01237
OG0000917	Praw.g_00989	Pram.g_01238
OG0000918	Praw.g_00990	Pram.g_01239
OG0000919	Praw.g_00991	Pram.g_01240
OG0000920	Praw.g_00992	Pram.g_01241
OG0000921	Praw.g_00994	Pram.g_01244
OG0000922	Praw.g_00995	Pram.g_01245
OG0000923	Praw.g_00997	Pram.g_01478
OG0000924	Praw.g_00998	Pram.g_01477
OG0000925	Praw.g_01001	Pram.g_01475
OG0000926	Praw.g_01002	Pram.g_01271
OG0000927	Praw.g_01003	Pram.g_01198
OG0000928	Praw.g_01006	Pram.g_01281
OG0000929	Praw.g_01008	Pram.g_01183
OG0000930	Praw.g_01010	Pram.g_01165
OG0000931	Praw.g_01011	Pram.g_00874
OG0000932	Praw.g_01014	Pram.g_01542
OG0000933	Praw.g_01018	Pram.g_01466
OG0000934	Praw.g_01019	Pram.g_01465
OG0000935	Praw.g_01020	Pram.g_01464
OG0000936	Praw.g_01021	Pram.g_01463
OG0000937	Praw.g_01022	Pram.g_01462
OG0000938	Praw.g_01023	Pram.g_01461
OG0000939	Praw.g_01024	Pram.g_01460
OG0000940	Praw.g_01025	Pram.g_01458
OG0000941	Praw.g_01026	Pram.g_01457
OG0000942	Praw.g_01027	Pram.g_01456
OG0000943	Praw.g_01028	Pram.g_01455
OG0000944	Praw.g_01029	Pram.g_01454
OG0000945	Praw.g_01030	Pram.g_01453
OG0000946	Praw.g_01031	Pram.g_01452
OG0000947	Praw.g_01032	Pram.g_01451
OG0000948	Praw.g_01033	Pram.g_01450
OG0000949	Praw.g_01034	Pram.g_01449
OG0000950	Praw.g_01052	Pram.g_01815
OG0000951	Praw.g_01101	Pram.g_01398
OG0000952	Praw.g_01100	Pram.g_01397
OG0000953	Praw.g_01099	Pram.g_01396
OG0000954	Praw.g_01098	Pram.g_01395
OG0000955	Praw.g_01097	Pram.g_01394
OG0000956	Praw.g_01095	Pram.g_01392
OG0000957	Praw.g_01094	Pram.g_01391
OG0000958	Praw.g_01093	Pram.g_01390
OG0000959	Praw.g_01092	Pram.g_01389
OG0000960	Praw.g_01091	Pram.g_01388
OG0000961	Praw.g_01090	Pram.g_01387
OG0000962	Praw.g_01089	Pram.g_01386
OG0000963	Praw.g_01088	Pram.g_01385
OG0000964	Praw.g_01087	Pram.g_01384
OG0000965	Praw.g_01085	Pram.g_01383
OG0000966	Praw.g_01084	Pram.g_01382
OG0000967	Praw.g_01078	Pram.g_01376
OG0000968	Praw.g_01077	Pram.g_01375
OG0000969	Praw.g_01076	Pram.g_01374
OG0000970	Praw.g_01075	Pram.g_01373
OG0000971	Praw.g_00343	Pram.g_01372
OG0000972	Praw.g_00344	Pram.g_01371
OG0000973	Praw.g_00346	Pram.g_01369
OG0000974	Praw.g_00347	Pram.g_01368
OG0000975	Praw.g_00348	Pram.g_01367
OG0000976	Praw.g_00349	Pram.g_01366
OG0000977	Praw.g_00350	Pram.g_01365
OG0000978	Praw.g_00351	Pram.g_01364
OG0000979	Praw.g_00352	Pram.g_01363
OG0000980	Praw.g_00353	Pram.g_01362
OG0000981	Praw.g_00354	Pram.g_01361
OG0000982	Praw.g_00355	Pram.g_01360
OG0000983	Praw.g_00356	Pram.g_01359
OG0000984	Praw.g_00359	Pram.g_01355
OG0000985	Praw.g_00360	Pram.g_01354
OG0000986	Praw.g_00361	Pram.g_01353
OG0000987	Praw.g_00363	Pram.g_01351
OG0000988	Praw.g_00364	Pram.g_01350
OG0000989	Praw.g_00365	Pram.g_01349
OG0000990	Praw.g_00366	Pram.g_01348
OG0000991	Praw.g_00367	Pram.g_01347
OG0000992	Praw.g_00368	Pram.g_01346
OG0000993	Praw.g_00370	Pram.g_01345
OG0000994	Praw.g_00371	Pram.g_01344
OG0000995	Praw.g_00372	Pram.g_01343
OG0000996	Praw.g_00373	Pram.g_01342
OG0000997	Praw.g_00375	Pram.g_01340
OG0000998	Praw.g_00378	Pram.g_01333
OG0000999	Praw.g_00380	Pram.g_01331
OG0001000	Praw.g_00381	Pram.g_01330
OG0001001	Praw.g_00382	Pram.g_01328
OG0001002	Praw.g_00384	Pram.g_01326
OG0001003	Praw.g_00385	Pram.g_01325
OG0001004	Praw.g_00386	Pram.g_01324
OG0001005	Praw.g_00387	Pram.g_01323
OG0001006	Praw.g_00389	Pram.g_01321
OG0001007	Praw.g_00390	Pram.g_01320
OG0001008	Praw.g_00391	Pram.g_01319
OG0001009	Praw.g_00392	Pram.g_01318
OG0001010	Praw.g_00393	Pram.g_01317
OG0001011	Praw.g_00394	Pram.g_01315
OG0001012	Praw.g_00395	Pram.g_01314
OG0001013	Praw.g_00396	Pram.g_01313
OG0001014	Praw.g_00397	Pram.g_01312
OG0001015	Praw.g_00398	Pram.g_01311
OG0001016	Praw.g_00399	Pram.g_01310
OG0001017	Praw.g_00400	Pram.g_01309
OG0001018	Praw.g_00401	Pram.g_01308
OG0001019	Praw.g_00402	Pram.g_01307
OG0001020	Praw.g_00403	Pram.g_01306
OG0001021	Praw.g_00404	Pram.g_01305
OG0001022	Praw.g_00405	Pram.g_01304
OG0001023	Praw.g_00406	Pram.g_01303
OG0001024	Praw.g_00408	Pram.g_01301
OG0001025	Praw.g_00409	Pram.g_01300
OG0001026	Praw.g_00410	Pram.g_01299
OG0001027	Praw.g_00411	Pram.g_01298
OG0001028	Praw.g_00412	Pram.g_01296
OG0001029	Praw.g_00413	Pram.g_01295
OG0001030	Praw.g_00416	Pram.g_01292
OG0001031	Praw.g_00417	Pram.g_01291
OG0001032	Praw.g_00423	Pram.g_01577
OG0001033	Praw.g_00430	Pram.g_00567
OG0001034	Praw.g_00458	Pram.g_00824
OG0001035	Praw.g_00509	Pram.g_01625
OG0001036	Praw.g_00510	Pram.g_01626
OG0001037	Praw.g_00516	Pram.g_01633
OG0001038	Praw.g_00517	Pram.g_01634
OG0001039	Praw.g_00518	Pram.g_01635
OG0001040	Praw.g_00519	Pram.g_01636
OG0001041	Praw.g_00521	Pram.g_01638
OG0001042	Praw.g_00522	Pram.g_01639
OG0001043	Praw.g_00523	Pram.g_01640
OG0001044	Praw.g_00524	Pram.g_01641
OG0001045	Praw.g_00525	Pram.g_01642
OG0001046	Praw.g_00526	Pram.g_01644
OG0001047	Praw.g_00527	Pram.g_01645
OG0001048	Praw.g_00529	Pram.g_01646
OG0001049	Praw.g_00530	Pram.g_01647
OG0001050	Praw.g_00531	Pram.g_01648
OG0001051	Praw.g_00532	Pram.g_01649
OG0001052	Praw.g_00533	Pram.g_01650
OG0001053	Praw.g_00534	Pram.g_01651
OG0001054	Praw.g_00535	Pram.g_01652
OG0001055	Praw.g_00536	Pram.g_01653
OG0001056	Praw.g_00537	Pram.g_01654
OG0001057	Praw.g_00539	Pram.g_01656
OG0001058	Praw.g_00540	Pram.g_01657
OG0001059	Praw.g_00541	Pram.g_01658
OG0001060	Praw.g_00542	Pram.g_01659
OG0001061	Praw.g_00543	Pram.g_01660
OG0001062	Praw.g_00544	Pram.g_01662
OG0001063	Praw.g_00545	Pram.g_01663
OG0001064	Praw.g_00546	Pram.g_01664
OG0001065	Praw.g_00547	Pram.g_01665
OG0001066	Praw.g_00548	Pram.g_01666
OG0001067	Praw.g_00549	Pram.g_01667
OG0001068	Praw.g_00550	Pram.g_01668
OG0001069	Praw.g_00553	Pram.g_01671
OG0001070	Praw.g_00555	Pram.g_01673
OG0001071	Praw.g_00556	Pram.g_01674
OG0001072	Praw.g_00557	Pram.g_01675
OG0001073	Praw.g_00558	Pram.g_01676
OG0001074	Praw.g_00559	Pram.g_01677
OG0001075	Praw.g_00561	Pram.g_01679
OG0001076	Praw.g_00563	Pram.g_01681
OG0001077	Praw.g_00564	Pram.g_01682
OG0001078	Praw.g_00565	Pram.g_01683
OG0001079	Praw.g_00566	Pram.g_01684
OG0001080	Praw.g_00567	Pram.g_01685
OG0001081	Praw.g_00568	Pram.g_01686
OG0001082	Praw.g_00569	Pram.g_01687
OG0001083	Praw.g_00570	Pram.g_01688
OG0001084	Praw.g_00571	Pram.g_01689
OG0001085	Praw.g_00572	Pram.g_01690
OG0001086	Praw.g_01917	Pram.g_01695
OG0001087	Praw.g_01916	Pram.g_01697
OG0001088	Praw.g_01915	Pram.g_01698
OG0001089	Praw.g_01913	Pram.g_01701
OG0001090	Praw.g_01912	Pram.g_01702
OG0001091	Praw.g_01911	Pram.g_01703
OG0001092	Praw.g_01910	Pram.g_01704
OG0001093	Praw.g_01909	Pram.g_01705
OG0001094	Praw.g_01908	Pram.g_01706
OG0001095	Praw.g_01907	Pram.g_01707
OG0001096	Praw.g_01906	Pram.g_01708
OG0001097	Praw.g_01905	Pram.g_01709
OG0001098	Praw.g_01904	Pram.g_01710
OG0001099	Praw.g_01903	Pram.g_01711
OG0001100	Praw.g_01902	Pram.g_01712
OG0001101	Praw.g_01901	Pram.g_01713
OG0001102	Praw.g_01898	Pram.g_01717
OG0001103	Praw.g_01897	Pram.g_01718
OG0001104	Praw.g_01896	Pram.g_01722
OG0001105	Praw.g_01895	Pram.g_01720
OG0001106	Praw.g_01893	Pram.g_01716
OG0001107	Praw.g_01892	Pram.g_01715
OG0001108	Praw.g_01891	Pram.g_01714
OG0001109	Praw.g_00138	Pram.g_01727
OG0001110	Praw.g_00136	Pram.g_01729
OG0001111	Praw.g_00135	Pram.g_01730
OG0001112	Praw.g_00134	Pram.g_01731
OG0001113	Praw.g_00133	Pram.g_01732
OG0001114	Praw.g_00132	Pram.g_01733
OG0001115	Praw.g_00131	Pram.g_01734
OG0001116	Praw.g_00130	Pram.g_01735
OG0001117	Praw.g_00129	Pram.g_01736
OG0001118	Praw.g_00128	Pram.g_01737
OG0001119	Praw.g_00127	Pram.g_01738
OG0001120	Praw.g_00126	Pram.g_01739
OG0001121	Praw.g_00125	Pram.g_01740
OG0001122	Praw.g_00124	Pram.g_01741
OG0001123	Praw.g_00123	Pram.g_01742
OG0001124	Praw.g_00122	Pram.g_01743
OG0001125	Praw.g_00121	Pram.g_01744
OG0001126	Praw.g_00120	Pram.g_01745
OG0001127	Praw.g_00119	Pram.g_01746
OG0001128	Praw.g_00118	Pram.g_01747
OG0001129	Praw.g_00117	Pram.g_01748
OG0001130	Praw.g_00116	Pram.g_01749
OG0001131	Praw.g_00115	Pram.g_01750
OG0001132	Praw.g_00114	Pram.g_01751
OG0001133	Praw.g_00113	Pram.g_01752
OG0001134	Praw.g_00112	Pram.g_01753
OG0001135	Praw.g_00111	Pram.g_01754
OG0001136	Praw.g_00110	Pram.g_01755
OG0001137	Praw.g_00109	Pram.g_01756
OG0001138	Praw.g_00108	Pram.g_01757
OG0001139	Praw.g_00107	Pram.g_01758
OG0001140	Praw.g_00106	Pram.g_01759
OG0001141	Praw.g_00104	Pram.g_01761
OG0001142	Praw.g_00103	Pram.g_01762
OG0001143	Praw.g_00102	Pram.g_01763
OG0001144	Praw.g_00100	Pram.g_01765
OG0001145	Praw.g_00098	Pram.g_01767
OG0001146	Praw.g_00097	Pram.g_01768
OG0001147	Praw.g_00095	Pram.g_01771
OG0001148	Praw.g_00094	Pram.g_01772
OG0001149	Praw.g_00093	Pram.g_01773
OG0001150	Praw.g_00090	Pram.g_01776
OG0001151	Praw.g_00089	Pram.g_01777
OG0001152	Praw.g_00088	Pram.g_01778
OG0001153	Praw.g_00087	Pram.g_01779
OG0001154	Praw.g_00086	Pram.g_01780
OG0001155	Praw.g_00085	Pram.g_01781
OG0001156	Praw.g_00084	Pram.g_01782
OG0001157	Praw.g_00082	Pram.g_01784
OG0001158	Praw.g_00081	Pram.g_01786
OG0001159	Praw.g_00080	Pram.g_01787
OG0001160	Praw.g_00079	Pram.g_01788
OG0001161	Praw.g_00076	Pram.g_01793
OG0001162	Praw.g_00075	Pram.g_01794
OG0001163	Praw.g_00074	Pram.g_01795
OG0001164	Praw.g_00073	Pram.g_01796
OG0001165	Praw.g_00072	Pram.g_01797
OG0001166	Praw.g_00071	Pram.g_01798
OG0001167	Praw.g_00070	Pram.g_01799
OG0001168	Praw.g_00068	Pram.g_01801
OG0001169	Praw.g_00067	Pram.g_01802
OG0001170	Praw.g_00065	Pram.g_01806
OG0001171	Praw.g_00064	Pram.g_01807
OG0001172	Praw.g_00063	Pram.g_01808
OG0001173	Praw.g_00061	Pram.g_01810
