Orthogroup	Praw	Prao
OG0000571	Praw.g_00160	Prao.g_00063
OG0000572	Praw.g_00161	Prao.g_00064
OG0000573	Praw.g_00162	Prao.g_00065
OG0000574	Praw.g_00163	Prao.g_00066
OG0000575	Praw.g_00164	Prao.g_00067
OG0000576	Praw.g_00165	Prao.g_00068
OG0000577	Praw.g_00166	Prao.g_00069
OG0000578	Praw.g_00167	Prao.g_00070
OG0000579	Praw.g_00168	Prao.g_00071
OG0000580	Praw.g_00169	Prao.g_00072
OG0000581	Praw.g_01888	Prao.g_00073
OG0000582	Praw.g_01887	Prao.g_00074
OG0000583	Praw.g_01886	Prao.g_00075
OG0000584	Praw.g_01884	Prao.g_00077
OG0000585	Praw.g_01883	Prao.g_00078
OG0000586	Praw.g_01882	Prao.g_00079
OG0000587	Praw.g_01881	Prao.g_00080
OG0000588	Praw.g_01880	Prao.g_00081
OG0000589	Praw.g_01879	Prao.g_00082
OG0000590	Praw.g_01878	Prao.g_00083
OG0000591	Praw.g_01877	Prao.g_00084
OG0000592	Praw.g_01876	Prao.g_00085
OG0000593	Praw.g_01875	Prao.g_00086
OG0000594	Praw.g_01874	Prao.g_00087
OG0000595	Praw.g_01873	Prao.g_00088
OG0000596	Praw.g_01872	Prao.g_00089
OG0000597	Praw.g_01868	Prao.g_00093
OG0000598	Praw.g_01867	Prao.g_00094
OG0000599	Praw.g_01866	Prao.g_00095
OG0000600	Praw.g_01865	Prao.g_00096
OG0000601	Praw.g_01864	Prao.g_00097
OG0000602	Praw.g_01863	Prao.g_00098
OG0000603	Praw.g_01862	Prao.g_00099
OG0000604	Praw.g_01861	Prao.g_00100
OG0000605	Praw.g_01860	Prao.g_00101
OG0000606	Praw.g_01859	Prao.g_00102
OG0000607	Praw.g_01858	Prao.g_00103
OG0000608	Praw.g_01857	Prao.g_00104
OG0000609	Praw.g_01855	Prao.g_00106
OG0000610	Praw.g_01854	Prao.g_00107
OG0000611	Praw.g_01852	Prao.g_00109
OG0000612	Praw.g_01851	Prao.g_00110
OG0000613	Praw.g_01849	Prao.g_00112
OG0000614	Praw.g_01843	Prao.g_00117
OG0000615	Praw.g_01842	Prao.g_00118
OG0000616	Praw.g_01841	Prao.g_00119
OG0000617	Praw.g_01839	Prao.g_00121
OG0000618	Praw.g_01838	Prao.g_00122
OG0000619	Praw.g_01837	Prao.g_00123
OG0000620	Praw.g_01835	Prao.g_00125
OG0000621	Praw.g_01834	Prao.g_00126
OG0000622	Praw.g_01833	Prao.g_00127
OG0000623	Praw.g_01832	Prao.g_00128
OG0000624	Praw.g_01830	Prao.g_00130
OG0000625	Praw.g_01829	Prao.g_00131
OG0000626	Praw.g_01828	Prao.g_00132
OG0000627	Praw.g_01827	Prao.g_00133
OG0000628	Praw.g_01826	Prao.g_00134
OG0000629	Praw.g_01825	Prao.g_00135
OG0000630	Praw.g_01823	Prao.g_00137
OG0000631	Praw.g_01822	Prao.g_00138
OG0000632	Praw.g_01818	Prao.g_00142
OG0000633	Praw.g_01817	Prao.g_00143
OG0000634	Praw.g_01808	Prao.g_00649
OG0000635	Praw.g_01806	Prao.g_00651
OG0000636	Praw.g_01805	Prao.g_00652
OG0000637	Praw.g_01803	Prao.g_00654
OG0000638	Praw.g_01802	Prao.g_00655
OG0000639	Praw.g_01801	Prao.g_00656
OG0000640	Praw.g_01800	Prao.g_00657
OG0000641	Praw.g_01799	Prao.g_00658
OG0000642	Praw.g_01798	Prao.g_00659
OG0000643	Praw.g_01797	Prao.g_00660
OG0000644	Praw.g_01795	Prao.g_00662
OG0000645	Praw.g_01794	Prao.g_00663
OG0000646	Praw.g_01793	Prao.g_00664
OG0000647	Praw.g_01792	Prao.g_00665
OG0000648	Praw.g_01791	Prao.g_00666
OG0000649	Praw.g_01790	Prao.g_00667
OG0000650	Praw.g_01789	Prao.g_00668
OG0000651	Praw.g_01788	Prao.g_00669
OG0000652	Praw.g_01786	Prao.g_00671
OG0000653	Praw.g_01761	Prao.g_00685
OG0000654	Praw.g_01759	Prao.g_00687
OG0000655	Praw.g_01749	Prao.g_00696
OG0000656	Praw.g_01745	Prao.g_00701
OG0000657	Praw.g_01732	Prao.g_00704
OG0000658	Praw.g_01731	Prao.g_00705
OG0000659	Praw.g_01730	Prao.g_00706
OG0000660	Praw.g_01719	Prao.g_00718
OG0000661	Praw.g_01710	Prao.g_00727
OG0000662	Praw.g_01708	Prao.g_00729
OG0000663	Praw.g_01706	Prao.g_00732
OG0000664	Praw.g_01705	Prao.g_00733
OG0000665	Praw.g_01704	Prao.g_00734
OG0000666	Praw.g_01703	Prao.g_00735
OG0000667	Praw.g_01702	Prao.g_00736
OG0000668	Praw.g_01701	Prao.g_00737
OG0000669	Praw.g_01700	Prao.g_00738
OG0000670	Praw.g_01698	Prao.g_00740
OG0000671	Praw.g_01697	Prao.g_00741
OG0000672	Praw.g_01696	Prao.g_00742
OG0000673	Praw.g_01695	Prao.g_00743
OG0000674	Praw.g_01694	Prao.g_00744
OG0000675	Praw.g_01693	Prao.g_00745
OG0000676	Praw.g_01691	Prao.g_00747
OG0000677	Praw.g_01689	Prao.g_00749
OG0000678	Praw.g_01688	Prao.g_00750
OG0000679	Praw.g_01687	Prao.g_00751
OG0000680	Praw.g_01686	Prao.g_00752
OG0000681	Praw.g_01685	Prao.g_00753
OG0000682	Praw.g_01684	Prao.g_00754
OG0000683	Praw.g_01683	Prao.g_00755
OG0000684	Praw.g_01682	Prao.g_00756
OG0000685	Praw.g_01681	Prao.g_00757
OG0000686	Praw.g_01680	Prao.g_00758
OG0000687	Praw.g_01679	Prao.g_00759
OG0000688	Praw.g_01678	Prao.g_00760
OG0000689	Praw.g_01677	Prao.g_00761
OG0000690	Praw.g_01676	Prao.g_00762
OG0000691	Praw.g_01674	Prao.g_00764
OG0000692	Praw.g_01673	Prao.g_00765
OG0000693	Praw.g_01672	Prao.g_00766
OG0000694	Praw.g_01671	Prao.g_00767
OG0000695	Praw.g_01670	Prao.g_00768
OG0000696	Praw.g_01669	Prao.g_00769
OG0000697	Praw.g_01668	Prao.g_00771
OG0000698	Praw.g_01667	Prao.g_00772
OG0000699	Praw.g_01664	Prao.g_00776
OG0000700	Praw.g_01663	Prao.g_00777
OG0000701	Praw.g_01662	Prao.g_00778
OG0000702	Praw.g_01661	Prao.g_00779
OG0000703	Praw.g_01660	Prao.g_00780
OG0000704	Praw.g_01659	Prao.g_00781
OG0000705	Praw.g_01657	Prao.g_00783
OG0000706	Praw.g_01656	Prao.g_00784
OG0000707	Praw.g_01655	Prao.g_00785
OG0000708	Praw.g_01654	Prao.g_00786
OG0000709	Praw.g_01653	Prao.g_00787
OG0000710	Praw.g_01652	Prao.g_00788
OG0000711	Praw.g_01651	Prao.g_00789
OG0000712	Praw.g_01650	Prao.g_00790
OG0000713	Praw.g_01649	Prao.g_00791
OG0000714	Praw.g_01647	Prao.g_00793
OG0000715	Praw.g_01646	Prao.g_00794
OG0000716	Praw.g_01645	Prao.g_00795
OG0000717	Praw.g_01644	Prao.g_00796
OG0000718	Praw.g_01643	Prao.g_00797
OG0000719	Praw.g_01641	Prao.g_00799
OG0000720	Praw.g_01639	Prao.g_00801
OG0000721	Praw.g_01638	Prao.g_00802
OG0000722	Praw.g_01611	Prao.g_00829
OG0000723	Praw.g_01608	Prao.g_00834
OG0000724	Praw.g_01605	Prao.g_00837
OG0000725	Praw.g_01604	Prao.g_00838
OG0000726	Praw.g_01603	Prao.g_00839
OG0000727	Praw.g_01602	Prao.g_00840
OG0000728	Praw.g_01601	Prao.g_00841
OG0000729	Praw.g_01600	Prao.g_00842
OG0000730	Praw.g_01599	Prao.g_00843
OG0000731	Praw.g_01597	Prao.g_00845
OG0000732	Praw.g_01596	Prao.g_00846
OG0000733	Praw.g_01595	Prao.g_00847
OG0000734	Praw.g_01594	Prao.g_00848
OG0000735	Praw.g_01593	Prao.g_00849
OG0000736	Praw.g_01591	Prao.g_00851
OG0000737	Praw.g_01590	Prao.g_00852
OG0000738	Praw.g_01588	Prao.g_00854
OG0000739	Praw.g_01587	Prao.g_00855
OG0000740	Praw.g_01586	Prao.g_00856
OG0000741	Praw.g_01584	Prao.g_00858
OG0000742	Praw.g_01583	Prao.g_00859
OG0000743	Praw.g_01580	Prao.g_00862
OG0000744	Praw.g_01579	Prao.g_00863
OG0000745	Praw.g_01577	Prao.g_00864
OG0000746	Praw.g_01576	Prao.g_00865
OG0000747	Praw.g_01575	Prao.g_00866
OG0000748	Praw.g_01574	Prao.g_00867
OG0000749	Praw.g_01573	Prao.g_00868
OG0000750	Praw.g_01572	Prao.g_00869
OG0000751	Praw.g_01570	Prao.g_00871
OG0000752	Praw.g_01569	Prao.g_00872
OG0000753	Praw.g_01568	Prao.g_00873
OG0000754	Praw.g_01567	Prao.g_00874
OG0000755	Praw.g_01565	Prao.g_00876
OG0000756	Praw.g_01564	Prao.g_00877
OG0000757	Praw.g_01563	Prao.g_00878
OG0000758	Praw.g_01562	Prao.g_00879
OG0000759	Praw.g_01561	Prao.g_00880
OG0000760	Praw.g_01560	Prao.g_00881
OG0000761	Praw.g_01559	Prao.g_00882
OG0000762	Praw.g_01557	Prao.g_00884
OG0000763	Praw.g_01556	Prao.g_00885
OG0000764	Praw.g_01555	Prao.g_00886
OG0000765	Praw.g_01554	Prao.g_00887
OG0000766	Praw.g_01553	Prao.g_00888
OG0000767	Praw.g_01552	Prao.g_00889
OG0000768	Praw.g_01551	Prao.g_00890
OG0000769	Praw.g_01550	Prao.g_00891
OG0000770	Praw.g_01549	Prao.g_00892
OG0000771	Praw.g_01548	Prao.g_00893
OG0000772	Praw.g_01547	Prao.g_00894
OG0000773	Praw.g_01545	Prao.g_00896
OG0000774	Praw.g_01544	Prao.g_00897
OG0000775	Praw.g_01543	Prao.g_00898
OG0000776	Praw.g_01542	Prao.g_00899
OG0000777	Praw.g_01541	Prao.g_00900
OG0000778	Praw.g_01540	Prao.g_00901
OG0000779	Praw.g_01538	Prao.g_00903
OG0000780	Praw.g_01537	Prao.g_00904
OG0000781	Praw.g_01536	Prao.g_00905
OG0000782	Praw.g_01534	Prao.g_00907
OG0000783	Praw.g_01533	Prao.g_00908
OG0000784	Praw.g_01532	Prao.g_00909
OG0000785	Praw.g_01531	Prao.g_00910
OG0000786	Praw.g_01530	Prao.g_00911
OG0000787	Praw.g_01528	Prao.g_00913
OG0000788	Praw.g_01527	Prao.g_00914
OG0000789	Praw.g_01526	Prao.g_00915
OG0000790	Praw.g_01525	Prao.g_00916
OG0000791	Praw.g_01524	Prao.g_00917
OG0000792	Praw.g_01523	Prao.g_00918
OG0000793	Praw.g_01522	Prao.g_00919
OG0000794	Praw.g_01521	Prao.g_00920
OG0000795	Praw.g_01520	Prao.g_00921
OG0000796	Praw.g_01518	Prao.g_00923
OG0000797	Praw.g_01516	Prao.g_00925
OG0000798	Praw.g_01515	Prao.g_00926
OG0000799	Praw.g_01514	Prao.g_00927
OG0000800	Praw.g_01513	Prao.g_00928
OG0000801	Praw.g_01512	Prao.g_00929
OG0000802	Praw.g_01510	Prao.g_00931
OG0000803	Praw.g_01509	Prao.g_00932
OG0000804	Praw.g_01498	Prao.g_00943
OG0000805	Praw.g_01496	Prao.g_00945
OG0000806	Praw.g_01495	Prao.g_00946
OG0000807	Praw.g_01494	Prao.g_00947
OG0000808	Praw.g_01493	Prao.g_00948
OG0000809	Praw.g_01489	Prao.g_00952
OG0000810	Praw.g_01488	Prao.g_00953
OG0000811	Praw.g_01487	Prao.g_00954
OG0000812	Praw.g_01486	Prao.g_00955
OG0000813	Praw.g_01485	Prao.g_00956
OG0000814	Praw.g_01484	Prao.g_00957
OG0000815	Praw.g_01483	Prao.g_00958
OG0000816	Praw.g_01481	Prao.g_00960
OG0000817	Praw.g_01478	Prao.g_00963
OG0000818	Praw.g_01477	Prao.g_00964
OG0000819	Praw.g_01475	Prao.g_00966
OG0000820	Praw.g_01474	Prao.g_00967
OG0000821	Praw.g_01473	Prao.g_00968
OG0000822	Praw.g_01472	Prao.g_00969
OG0000823	Praw.g_01469	Prao.g_00972
OG0000824	Praw.g_01468	Prao.g_00973
OG0000825	Praw.g_01466	Prao.g_00975
OG0000826	Praw.g_01465	Prao.g_00976
OG0000827	Praw.g_01464	Prao.g_00977
OG0000828	Praw.g_01462	Prao.g_00979
OG0000829	Praw.g_01437	Prao.g_01007
OG0000830	Praw.g_01427	Prao.g_01016
OG0000831	Praw.g_01424	Prao.g_01019
OG0000832	Praw.g_01423	Prao.g_01020
OG0000833	Praw.g_01416	Prao.g_01027
OG0000834	Praw.g_00172	Prao.g_01156
OG0000835	Praw.g_00176	Prao.g_01152
OG0000836	Praw.g_00178	Prao.g_01150
OG0000837	Praw.g_00187	Prao.g_01137
OG0000838	Praw.g_00202	Prao.g_01121
OG0000839	Praw.g_00203	Prao.g_01120
OG0000840	Praw.g_00208	Prao.g_01115
OG0000841	Praw.g_00215	Prao.g_01108
OG0000842	Praw.g_00219	Prao.g_01104
OG0000843	Praw.g_00221	Prao.g_01102
OG0000844	Praw.g_00222	Prao.g_01101
OG0000845	Praw.g_00223	Prao.g_01100
OG0000846	Praw.g_00224	Prao.g_01099
OG0000847	Praw.g_00225	Prao.g_01098
OG0000848	Praw.g_00226	Prao.g_01097
OG0000849	Praw.g_00227	Prao.g_01096
OG0000850	Praw.g_00228	Prao.g_01095
OG0000851	Praw.g_00230	Prao.g_01093
OG0000852	Praw.g_00233	Prao.g_01090
OG0000853	Praw.g_00235	Prao.g_01088
OG0000854	Praw.g_00236	Prao.g_01087
OG0000855	Praw.g_00237	Prao.g_01086
OG0000856	Praw.g_00238	Prao.g_01085
OG0000857	Praw.g_00239	Prao.g_01084
OG0000858	Praw.g_00241	Prao.g_01082
OG0000859	Praw.g_00242	Prao.g_01081
OG0000860	Praw.g_00243	Prao.g_01080
OG0000861	Praw.g_00244	Prao.g_01079
OG0000862	Praw.g_00245	Prao.g_01078
OG0000863	Praw.g_00246	Prao.g_01077
OG0000864	Praw.g_00247	Prao.g_01076
OG0000865	Praw.g_00248	Prao.g_01075
OG0000866	Praw.g_00249	Prao.g_01074
OG0000867	Praw.g_00252	Prao.g_01071
OG0000868	Praw.g_00254	Prao.g_01069
OG0000869	Praw.g_00255	Prao.g_01068
OG0000870	Praw.g_00256	Prao.g_01067
OG0000871	Praw.g_00257	Prao.g_01066
OG0000872	Praw.g_00258	Prao.g_01065
OG0000873	Praw.g_00259	Prao.g_01064
OG0000874	Praw.g_00260	Prao.g_01063
OG0000875	Praw.g_00261	Prao.g_01062
OG0000876	Praw.g_00263	Prao.g_01060
OG0000877	Praw.g_00264	Prao.g_01059
OG0000878	Praw.g_00265	Prao.g_01058
OG0000879	Praw.g_00266	Prao.g_01057
OG0000880	Praw.g_00267	Prao.g_01056
OG0000881	Praw.g_00268	Prao.g_01055
OG0000882	Praw.g_00269	Prao.g_01054
OG0000883	Praw.g_00270	Prao.g_01053
OG0000884	Praw.g_00271	Prao.g_01052
OG0000885	Praw.g_00272	Prao.g_01051
OG0000886	Praw.g_00273	Prao.g_01050
OG0000887	Praw.g_00274	Prao.g_01049
OG0000888	Praw.g_00275	Prao.g_01048
OG0000889	Praw.g_00276	Prao.g_01047
OG0000890	Praw.g_00277	Prao.g_01046
OG0000891	Praw.g_00278	Prao.g_01045
OG0000892	Praw.g_00279	Prao.g_01044
OG0000893	Praw.g_00280	Prao.g_01043
OG0000894	Praw.g_00282	Prao.g_01041
OG0000895	Praw.g_00283	Prao.g_01040
OG0000896	Praw.g_00285	Prao.g_01038
OG0000897	Praw.g_00286	Prao.g_01037
OG0000898	Praw.g_00287	Prao.g_01036
OG0000899	Praw.g_00288	Prao.g_01035
OG0000900	Praw.g_00290	Prao.g_01033
OG0000901	Praw.g_00954	Prao.g_01305
OG0000902	Praw.g_00968	Prao.g_01287
OG0000903	Praw.g_00969	Prao.g_01286
OG0000904	Praw.g_00970	Prao.g_01285
OG0000905	Praw.g_00971	Prao.g_01284
OG0000906	Praw.g_00972	Prao.g_01283
OG0000907	Praw.g_00976	Prao.g_01281
OG0000908	Praw.g_00977	Prao.g_01280
OG0000909	Praw.g_00978	Prao.g_01279
OG0000910	Praw.g_00979	Prao.g_01278
OG0000911	Praw.g_00980	Prao.g_01277
OG0000912	Praw.g_00983	Prao.g_01274
OG0000913	Praw.g_00984	Prao.g_01273
OG0000914	Praw.g_00985	Prao.g_01272
OG0000915	Praw.g_00987	Prao.g_01270
OG0000916	Praw.g_00988	Prao.g_01269
OG0000917	Praw.g_00989	Prao.g_01268
OG0000918	Praw.g_00990	Prao.g_01267
OG0000919	Praw.g_00991	Prao.g_01266
OG0000920	Praw.g_00992	Prao.g_01265
OG0000921	Praw.g_00994	Prao.g_01263
OG0000922	Praw.g_00995	Prao.g_01262
OG0000923	Praw.g_00997	Prao.g_01257
OG0000924	Praw.g_00998	Prao.g_01256
OG0000925	Praw.g_01001	Prao.g_01253
OG0000926	Praw.g_01002	Prao.g_01252
OG0000927	Praw.g_01003	Prao.g_01251
OG0000928	Praw.g_01006	Prao.g_01249
OG0000929	Praw.g_01008	Prao.g_01247
OG0000930	Praw.g_01010	Prao.g_01245
OG0000931	Praw.g_01011	Prao.g_01244
OG0000932	Praw.g_01014	Prao.g_01241
OG0000933	Praw.g_01018	Prao.g_01237
OG0000934	Praw.g_01019	Prao.g_01236
OG0000935	Praw.g_01020	Prao.g_01235
OG0000936	Praw.g_01021	Prao.g_01234
OG0000937	Praw.g_01022	Prao.g_01233
OG0000938	Praw.g_01023	Prao.g_01232
OG0000939	Praw.g_01024	Prao.g_01231
OG0000940	Praw.g_01025	Prao.g_01230
OG0000941	Praw.g_01026	Prao.g_01229
OG0000942	Praw.g_01027	Prao.g_01228
OG0000943	Praw.g_01028	Prao.g_01227
OG0000944	Praw.g_01029	Prao.g_01226
OG0000945	Praw.g_01030	Prao.g_01225
OG0000946	Praw.g_01031	Prao.g_01224
OG0000947	Praw.g_01032	Prao.g_01223
OG0000948	Praw.g_01033	Prao.g_01222
OG0000949	Praw.g_01034	Prao.g_01221
OG0000950	Praw.g_01052	Prao.g_01220
OG0000951	Praw.g_01101	Prao.g_01379
OG0000952	Praw.g_01100	Prao.g_01380
OG0000953	Praw.g_01099	Prao.g_01381
OG0000954	Praw.g_01098	Prao.g_01382
OG0000955	Praw.g_01097	Prao.g_01383
OG0000956	Praw.g_01095	Prao.g_01385
OG0000957	Praw.g_01094	Prao.g_01386
OG0000958	Praw.g_01093	Prao.g_01387
OG0000959	Praw.g_01092	Prao.g_01388
OG0000960	Praw.g_01091	Prao.g_01389
OG0000961	Praw.g_01090	Prao.g_01390
OG0000962	Praw.g_01089	Prao.g_01391
OG0000963	Praw.g_01088	Prao.g_01392
OG0000964	Praw.g_01087	Prao.g_01393
OG0000965	Praw.g_01085	Prao.g_01395
OG0000966	Praw.g_01084	Prao.g_01396
OG0000967	Praw.g_01078	Prao.g_01399
OG0000968	Praw.g_01077	Prao.g_01400
OG0000969	Praw.g_01076	Prao.g_01401
OG0000970	Praw.g_01075	Prao.g_01402
OG0000971	Praw.g_00343	Prao.g_01403
OG0000972	Praw.g_00344	Prao.g_01404
OG0000973	Praw.g_00346	Prao.g_01406
OG0000974	Praw.g_00347	Prao.g_01407
OG0000975	Praw.g_00348	Prao.g_01408
OG0000976	Praw.g_00349	Prao.g_01409
OG0000977	Praw.g_00350	Prao.g_01410
OG0000978	Praw.g_00351	Prao.g_01411
OG0000979	Praw.g_00352	Prao.g_01412
OG0000980	Praw.g_00353	Prao.g_01413
OG0000981	Praw.g_00354	Prao.g_01414
OG0000982	Praw.g_00355	Prao.g_01415
OG0000983	Praw.g_00356	Prao.g_01416
OG0000984	Praw.g_00359	Prao.g_01419
OG0000985	Praw.g_00360	Prao.g_01420
OG0000986	Praw.g_00361	Prao.g_01421
OG0000987	Praw.g_00363	Prao.g_01423
OG0000988	Praw.g_00364	Prao.g_01424
OG0000989	Praw.g_00365	Prao.g_01425
OG0000990	Praw.g_00366	Prao.g_01426
OG0000991	Praw.g_00367	Prao.g_01427
OG0000992	Praw.g_00368	Prao.g_01428
OG0000993	Praw.g_00370	Prao.g_01429
OG0000994	Praw.g_00371	Prao.g_01430
OG0000995	Praw.g_00372	Prao.g_01431
OG0000996	Praw.g_00373	Prao.g_01432
OG0000997	Praw.g_00375	Prao.g_01434
OG0000998	Praw.g_00378	Prao.g_01437
OG0000999	Praw.g_00380	Prao.g_01439
OG0001000	Praw.g_00381	Prao.g_01440
OG0001001	Praw.g_00382	Prao.g_01441
OG0001002	Praw.g_00384	Prao.g_01443
OG0001003	Praw.g_00385	Prao.g_01444
OG0001004	Praw.g_00386	Prao.g_01445
OG0001005	Praw.g_00387	Prao.g_01446
OG0001006	Praw.g_00389	Prao.g_01448
OG0001007	Praw.g_00390	Prao.g_01449
OG0001008	Praw.g_00391	Prao.g_01450
OG0001009	Praw.g_00392	Prao.g_01451
OG0001010	Praw.g_00393	Prao.g_01452
OG0001011	Praw.g_00394	Prao.g_01453
OG0001012	Praw.g_00395	Prao.g_01454
OG0001013	Praw.g_00396	Prao.g_01455
OG0001014	Praw.g_00397	Prao.g_01456
OG0001015	Praw.g_00398	Prao.g_01457
OG0001016	Praw.g_00399	Prao.g_01458
OG0001017	Praw.g_00400	Prao.g_01459
OG0001018	Praw.g_00401	Prao.g_01460
OG0001019	Praw.g_00402	Prao.g_01461
OG0001020	Praw.g_00403	Prao.g_01462
OG0001021	Praw.g_00404	Prao.g_01463
OG0001022	Praw.g_00405	Prao.g_01464
OG0001023	Praw.g_00406	Prao.g_01465
OG0001024	Praw.g_00408	Prao.g_01467
OG0001025	Praw.g_00409	Prao.g_01468
OG0001026	Praw.g_00410	Prao.g_01469
OG0001027	Praw.g_00411	Prao.g_01470
OG0001028	Praw.g_00412	Prao.g_01471
OG0001029	Praw.g_00413	Prao.g_01472
OG0001030	Praw.g_00416	Prao.g_01475
OG0001031	Praw.g_00417	Prao.g_01476
OG0001032	Praw.g_00423	Prao.g_01484
OG0001033	Praw.g_00430	Prao.g_01491
OG0001034	Praw.g_00458	Prao.g_01519
OG0001035	Praw.g_00509	Prao.g_01546
OG0001036	Praw.g_00510	Prao.g_01547
OG0001037	Praw.g_00516	Prao.g_01553
OG0001038	Praw.g_00517	Prao.g_01554
OG0001039	Praw.g_00518	Prao.g_01555
OG0001040	Praw.g_00519	Prao.g_01556
OG0001041	Praw.g_00521	Prao.g_01558
OG0001042	Praw.g_00522	Prao.g_01559
OG0001043	Praw.g_00523	Prao.g_01560
OG0001044	Praw.g_00524	Prao.g_01561
OG0001045	Praw.g_00525	Prao.g_01562
OG0001046	Praw.g_00526	Prao.g_01563
OG0001047	Praw.g_00527	Prao.g_01564
OG0001048	Praw.g_00529	Prao.g_01566
OG0001049	Praw.g_00530	Prao.g_01567
OG0001050	Praw.g_00531	Prao.g_01568
OG0001051	Praw.g_00532	Prao.g_01569
OG0001052	Praw.g_00533	Prao.g_01570
OG0001053	Praw.g_00534	Prao.g_01571
OG0001054	Praw.g_00535	Prao.g_01572
OG0001055	Praw.g_00536	Prao.g_01573
OG0001056	Praw.g_00537	Prao.g_01574
OG0001057	Praw.g_00539	Prao.g_01576
OG0001058	Praw.g_00540	Prao.g_01577
OG0001059	Praw.g_00541	Prao.g_01578
OG0001060	Praw.g_00542	Prao.g_01579
OG0001061	Praw.g_00543	Prao.g_01580
OG0001062	Praw.g_00544	Prao.g_01581
OG0001063	Praw.g_00545	Prao.g_01582
OG0001064	Praw.g_00546	Prao.g_01583
OG0001065	Praw.g_00547	Prao.g_01584
OG0001066	Praw.g_00548	Prao.g_01585
OG0001067	Praw.g_00549	Prao.g_01586
OG0001068	Praw.g_00550	Prao.g_01587
OG0001069	Praw.g_00553	Prao.g_01590
OG0001070	Praw.g_00555	Prao.g_01592
OG0001071	Praw.g_00556	Prao.g_01593
OG0001072	Praw.g_00557	Prao.g_01594
OG0001073	Praw.g_00558	Prao.g_01595
OG0001074	Praw.g_00559	Prao.g_01596
OG0001075	Praw.g_00561	Prao.g_01597
OG0001076	Praw.g_00563	Prao.g_01599
OG0001077	Praw.g_00564	Prao.g_01600
OG0001078	Praw.g_00565	Prao.g_01601
OG0001079	Praw.g_00566	Prao.g_01602
OG0001080	Praw.g_00567	Prao.g_01603
OG0001081	Praw.g_00568	Prao.g_01604
OG0001082	Praw.g_00569	Prao.g_01605
OG0001083	Praw.g_00570	Prao.g_01606
OG0001084	Praw.g_00571	Prao.g_01607
OG0001085	Praw.g_00572	Prao.g_01608
OG0001086	Praw.g_01917	Prao.g_01615
OG0001087	Praw.g_01916	Prao.g_01616
OG0001088	Praw.g_01915	Prao.g_01617
OG0001089	Praw.g_01913	Prao.g_01619
OG0001090	Praw.g_01912	Prao.g_01620
OG0001091	Praw.g_01911	Prao.g_01621
OG0001092	Praw.g_01910	Prao.g_01622
OG0001093	Praw.g_01909	Prao.g_01623
OG0001094	Praw.g_01908	Prao.g_01624
OG0001095	Praw.g_01907	Prao.g_01625
OG0001096	Praw.g_01906	Prao.g_01626
OG0001097	Praw.g_01905	Prao.g_01627
OG0001098	Praw.g_01904	Prao.g_01628
OG0001099	Praw.g_01903	Prao.g_01629
OG0001100	Praw.g_01902	Prao.g_01630
OG0001101	Praw.g_01901	Prao.g_01631
OG0001102	Praw.g_01898	Prao.g_01634
OG0001103	Praw.g_01897	Prao.g_01635
OG0001104	Praw.g_01896	Prao.g_01636
OG0001105	Praw.g_01895	Prao.g_01638
OG0001106	Praw.g_01893	Prao.g_01640
OG0001107	Praw.g_01892	Prao.g_01641
OG0001108	Praw.g_01891	Prao.g_01642
OG0001109	Praw.g_00138	Prao.g_01645
OG0001110	Praw.g_00136	Prao.g_01647
OG0001111	Praw.g_00135	Prao.g_01648
OG0001112	Praw.g_00134	Prao.g_01649
OG0001113	Praw.g_00133	Prao.g_01650
OG0001114	Praw.g_00132	Prao.g_01651
OG0001115	Praw.g_00131	Prao.g_01652
OG0001116	Praw.g_00130	Prao.g_01653
OG0001117	Praw.g_00129	Prao.g_01654
OG0001118	Praw.g_00128	Prao.g_01655
OG0001119	Praw.g_00127	Prao.g_01656
OG0001120	Praw.g_00126	Prao.g_01657
OG0001121	Praw.g_00125	Prao.g_01658
OG0001122	Praw.g_00124	Prao.g_01659
OG0001123	Praw.g_00123	Prao.g_01660
OG0001124	Praw.g_00122	Prao.g_01661
OG0001125	Praw.g_00121	Prao.g_01662
OG0001126	Praw.g_00120	Prao.g_01663
OG0001127	Praw.g_00119	Prao.g_01664
OG0001128	Praw.g_00118	Prao.g_01665
OG0001129	Praw.g_00117	Prao.g_01666
OG0001130	Praw.g_00116	Prao.g_01667
OG0001131	Praw.g_00115	Prao.g_01668
OG0001132	Praw.g_00114	Prao.g_01669
OG0001133	Praw.g_00113	Prao.g_01670
OG0001134	Praw.g_00112	Prao.g_01671
OG0001135	Praw.g_00111	Prao.g_01672
OG0001136	Praw.g_00110	Prao.g_01673
OG0001137	Praw.g_00109	Prao.g_01674
OG0001138	Praw.g_00108	Prao.g_01675
OG0001139	Praw.g_00107	Prao.g_01676
OG0001140	Praw.g_00106	Prao.g_01677
OG0001141	Praw.g_00104	Prao.g_01679
OG0001142	Praw.g_00103	Prao.g_01680
OG0001143	Praw.g_00102	Prao.g_01681
OG0001144	Praw.g_00100	Prao.g_01683
OG0001145	Praw.g_00098	Prao.g_01685
OG0001146	Praw.g_00097	Prao.g_01686
OG0001147	Praw.g_00095	Prao.g_01688
OG0001148	Praw.g_00094	Prao.g_01689
OG0001149	Praw.g_00093	Prao.g_01690
OG0001150	Praw.g_00090	Prao.g_01693
OG0001151	Praw.g_00089	Prao.g_01694
OG0001152	Praw.g_00088	Prao.g_01695
