assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_003011125.1	PRJNA224116	SAMN08610144	PXVC00000000.1	na	1910958	2116544	Synechococcus lacustris str. Tous	strain=Tous	na	latest	Scaffold	Major	Full	2018-03-19	ASM301112v1	Evolutionary Genomics Group	GCA_003011125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/011/125/GCF_003011125.1_ASM301112v1	na	assembly from type material	na	haploid	bacteria	2668880	2668816	51.500000	0	305	307	NCBI RefSeq	GCF_003011125.1-RS_2025_04_10	2025-04-10	2970	2806	51	30117250
GCF_003015225.1	PRJNA224116	SAMN08708127	na	na	2116702	2116702	Synechocystis sp. IPPAS B-1465	strain=IPPAS B-1465	na	latest	Complete Genome	Major	Full	2018-03-26	ASM301522v1	Institute of Plant Physiology, Russian Academy of Sciences	GCA_003015225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/015/225/GCF_003015225.1_ASM301522v1	na	na	na	haploid	bacteria	3950993	3950993	47.500000	7	7	7	NCBI RefSeq	GCF_003015225.1-RS_2024_08_14	2024-08-14	3745	3622	51	25738257
GCF_003093875.1	PRJNA485481	na	na	na	2163901	2956438	Synechococcus phage S-B64	na	na	latest	Complete Genome	Major	Full	2021-06-02	ASM309387v1	College of Marine Life, Ocean University of China	GCA_003093875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/093/875/GCF_003093875.1_ASM309387v1	na	ICTV species exemplar	na	haploid	viral	151867	151867	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	156	156	0	na
GCF_003369305.1	PRJNA485481	na	na	na	1332145	2733920	Synechococcus T7-like phage S-TIP37	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM336930v1	Faculty of Biology, Technion - Israel Institute of Technology	GCA_003369305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/305/GCF_003369305.1_ASM336930v1	na	ICTV species exemplar	na	haploid	viral	45477	45477	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	56	56	0	na
GCF_003428315.1	PRJNA485481	SAMN08537702	na	na	2100130	2956181	Synechococcus virus S-PRM1	na	na	latest	Complete Genome	Major	Full	2021-06-02	ASM342831v1	Asian School of the Environment, Nanyang Technological University	GCA_003428315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/428/315/GCF_003428315.1_ASM342831v1	na	ICTV species exemplar	na	haploid	viral	144311	144311	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	190	190	0	na
GCF_003443335.1	PRJNA485481	na	na	na	2268578	2734145	Synechococcus phage S-T4	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM344333v1	College of Marine Life, Ocean University of China	GCA_003443335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/335/GCF_003443335.1_ASM344333v1	na	ICTV species exemplar	na	haploid	viral	181082	181082	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	226	226	0	na
GCF_003723455.1	PRJNA485481	na	na	na	2484640	2734113	Synechococcus phage S-P4	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM372345v1	College of Marine Life, Ocean University of China	GCA_003723455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/723/455/GCF_003723455.1_ASM372345v1	na	ICTV species exemplar	na	haploid	viral	158485	158485	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	195	195	0	na
GCF_003846445.2	PRJNA224116	SAMN09425400	na	na	2219813	32046	Synechococcus elongatus PCC 11801	strain=PCC 11801	na	latest	Complete Genome	Major	Full	2024-02-09	ASM384644v2	Indian Institute of Technology Bombay	GCA_003846445.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/846/445/GCF_003846445.2_ASM384644v2	na	na	na	haploid	bacteria	2804843	2804843	55.000000	7	7	7	NCBI RefSeq	GCF_003846445.2-RS_2025_08_19	2025-08-19	2800	2737	53	30413737
GCF_003861695.1	PRJNA485481	na	na	na	2053653	2734084	Synechococcus phage S-CBWM1	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386169v1	Institute of Marine Microbes and Ecospheres, Xiamen University	GCA_003861695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/861/695/GCF_003861695.1_ASM386169v1	na	ICTV species exemplar	na	haploid	viral	139069	139069	51.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	216	178	36	30051557
GCF_003957805.1	PRJNA224116	SAMN09724271	na	na	2479200	32046	Synechococcus elongatus UTEX 3055	strain=UTEX 3055	na	latest	Complete Genome	Major	Full	2018-12-21	ASM395780v1	University of California, San Diego	GCA_003957805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/805/GCF_003957805.1_ASM395780v1	na	na	na	haploid	bacteria	2881223	2881223	55.000000	3	3	3	NCBI RefSeq	GCF_003957805.1-RS_2025_04_10	2025-04-10	2943	2881	56	30552139
GCF_004209775.1	PRJNA224116	SAMN10863495	na	na	59932	59932	Synechococcus sp. WH 8101	strain=WH 8101	na	latest	Complete Genome	Major	Full	2019-02-19	ASM420977v1	University of Delaware	GCA_004209775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/209/775/GCF_004209775.1_ASM420977v1	na	na	na	haploid	bacteria	2630292	2630292	63.500000	1	1	1	NCBI RefSeq	GCF_004209775.1-RS_2024_08_23	2024-08-23	2829	2750	53	na
GCF_004332405.1	PRJNA224116	SAMN08057242	PHQU00000000.1	na	2055944	2055944	Synechococcus sp. BS56D	strain=BS56D	na	latest	Contig	Major	Full	2019-03-07	ASM433240v1	National Research Council (CNR)	GCA_004332405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/332/405/GCF_004332405.1_ASM433240v1	na	na	na	haploid	bacteria	2303823	2303823	61.000000	0	8	8	NCBI RefSeq	GCF_004332405.1-RS_2024_08_14	2024-08-14	2441	2377	49	30820035
GCF_004332415.1	PRJNA224116	SAMN08057241	PHQT00000000.1	na	2055943	2055943	Synechococcus sp. BS55D	strain=BS55D	na	latest	Contig	Major	Full	2019-03-07	ASM433241v1	National Research Council (CNR)	GCA_004332415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/332/415/GCF_004332415.1_ASM433241v1	na	na	na	haploid	bacteria	2235215	2235215	61.500000	0	7	7	NCBI RefSeq	GCF_004332415.1-RS_2025_08_25	2025-08-25	2423	2367	48	30820035
GCF_004521515.1	PRJNA485481	na	na	na	2545435	2733953	Synechococcus phage S-B28	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM452151v1	College of Marine Life, Ocean University of China	GCA_004521515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/521/515/GCF_004521515.1_ASM452151v1	na	ICTV species exemplar	na	haploid	viral	45424	45424	42.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	55	55	0	na
GCF_004800935.1	PRJNA485481	na	na	na	754059	2733949	Synechococcus phage S-CBP4	strain=S-CBP4	na	latest	Complete Genome	Major	Full	2020-05-15	ASM480093v1	Broad Institute	GCA_004800935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/800/935/GCF_004800935.1_ASM480093v1	na	ICTV species exemplar	na	haploid	viral	41824	41824	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	50	48	0	na
GCF_004875685.1	PRJNA485481	na	na	na	756276	2733931	Synechococcus phage S-CBP3	strain=S-CBP3	na	latest	Chromosome	Major	Full	2020-05-15	ASM487568v1	Broad Institute	GCA_004875685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/875/685/GCF_004875685.1_ASM487568v1	na	ICTV species exemplar	na	haploid	viral	47375	47175	47.000000	1	1	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	57	56	0	na
GCF_007828135.1	PRJNA224116	SAMN11528565	VITZ00000000.1	na	2572902	2572902	Synechococcus sp. Ace-Pa	strain=Ace-Pa	na	latest	Scaffold	Major	Full	2019-08-02	ASM782813v1	DOE Joint Genome Institute	GCA_007828135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/135/GCF_007828135.1_ASM782813v1	na	na	na	haploid	bacteria	2762890	2762880	64.000000	0	50	51	NCBI RefSeq	GCF_007828135.1-RS_2024_08_15	2024-08-15	2921	2831	50	na
GCF_008807075.1	PRJNA224116	SAMN10850838	na	na	2511069	2511069	Synechococcus sp. RSCCF101	strain=RSCCF101	na	latest	Complete Genome	Major	Full	2019-10-03	ASM880707v1	King Abdullah University of Science and Technology	GCA_008807075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/075/GCF_008807075.1_ASM880707v1	na	na	na	haploid	bacteria	2984853	2984853	68.000000	1	1	1	NCBI RefSeq	GCF_008807075.1-RS_2024_08_15	2024-08-15	2931	2788	55	na
GCF_009498715.2	PRJNA224116	SAMN10613228	na	na	2283154	32046	Synechococcus elongatus PCC 11802	strain=PCC 11802	na	latest	Complete Genome	Major	Full	2024-04-12	ASM949871v2	Indo-US Advanced Bioenergy Consortium (IUABC)	GCA_009498715.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/715/GCF_009498715.2_ASM949871v2	na	na	na	haploid	bacteria	2804512	2804512	55.000000	5	5	5	NCBI RefSeq	GCF_009498715.2-RS_2025_05_01	2025-05-01	2813	2746	53	na
GCF_010222815.1	PRJNA224116	SAMN06216674	na	na	1933929	1933929	Synechocystis sp. CACIAM 05	strain=CACIAM 05	na	latest	Chromosome	Major	Full	2020-02-06	ASM1022281v1	Universidade Federal do Para	GCA_010222815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/222/815/GCF_010222815.1_ASM1022281v1	na	na	na	haploid	bacteria	3580992	3575153	48.000000	1	1	54	NCBI RefSeq	GCF_010222815.1-RS_2025_08_25	2025-08-25	3393	3263	49	na
GCF_011365345.1	PRJNA224116	SAMN10782515	SDBW00000000.1	na	2508568	2508568	Synechococcus sp. HB1133	strain=HB1133	na	latest	Contig	Major	Full	2020-03-16	ASM1136534v1	Macquarie University	GCA_011365345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/365/345/GCF_011365345.1_ASM1136534v1	na	na	na	haploid	bacteria	2378765	2378765	58.000000	0	7	7	NCBI RefSeq	GCF_011365345.1-RS_2024_08_16	2024-08-16	2632	2568	48	na
GCF_011392055.1	PRJNA224116	SAMN13886994	JAABOT000000000.1	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Scaffold	Major	Full	2020-03-17	ASM1139205v1	Helmholtz Centre for Environmental Research - UFZ	GCA_011392055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/392/055/GCF_011392055.1_ASM1139205v1	na	na	na	haploid	bacteria	3915690	3915395	47.500000	0	108	111	NCBI RefSeq	GCF_011392055.1-RS_2024_08_25	2024-08-25	3777	3579	67	na
GCF_011757295.1	PRJNA485481	na	na	na	2718942	3060183	Synechococcus phage S-H34	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1175729v2	Ocean University of China, College of Marine Life	GCA_011757295.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/757/295/GCF_011757295.1_ASM1175729v2	na	ICTV species exemplar	na	haploid	viral	167040	167040	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	251	246	5	na
GCF_011757305.1	PRJNA485481	na	na	na	2718943	3060040	Synechococcus phage S-N03	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1175730v1	Ocean University of China, College of Marine Life	GCA_011757305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/757/305/GCF_011757305.1_ASM1175730v1	na	ICTV species exemplar	na	haploid	viral	167069	167069	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	248	247	1	na
GCF_014190395.1	PRJNA485481	na	na	na	2588487	3060828	Synechococcus phage S-SCSM1	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM1419039v1	Xiamen University, State Key Laboratory of Marine Environmental Science, College of Ocean and Earth Sciences, Institute of Marine Microbes and Ecospheres	GCA_014190395.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/190/395/GCF_014190395.1_ASM1419039v1	na	ICTV species exemplar	na	haploid	viral	228827	228827	37.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	293	282	11	na
GCF_014217855.1	PRJNA224116	SAMN15487728	na	na	2751171	2751171	Synechococcus sp. HK01-R	strain=HK01-R	na	latest	Chromosome	Major	Full	2020-08-17	ASM1421785v1	South China Sea Institute of Oceanology	GCA_014217855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/855/GCF_014217855.1_ASM1421785v1	na	na	na	haploid	bacteria	2479254	2479154	61.000000	1	1	1	NCBI RefSeq	GCF_014217855.1-RS_2024_08_16	2024-08-16	2674	2577	54	na
GCF_014217875.1	PRJNA224116	SAMN15487727	na	na	2751170	2751170	Synechococcus sp. LTW-R	strain=LTW-R	na	latest	Complete Genome	Major	Full	2020-08-17	ASM1421787v1	South China Sea Institute of Oceanology	GCA_014217875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/217/875/GCF_014217875.1_ASM1421787v1	na	na	na	haploid	bacteria	2415533	2415533	62.500000	1	1	1	NCBI RefSeq	GCF_014217875.1-RS_2024_08_16	2024-08-16	2659	2586	58	na
GCF_014224335.1	PRJNA224116	SAMN12359523	VOBS00000000.1	na	2599078	2599078	Synechococcus sp. BSF8S	strain=BSF8S	na	latest	Contig	Major	Full	2020-08-17	ASM1422433v1	CNR - IRSA	GCA_014224335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/224/335/GCF_014224335.1_ASM1422433v1	na	na	na	haploid	bacteria	2884859	2884859	66.000000	0	44	44	NCBI RefSeq	GCF_014224335.1-RS_2024_08_17	2024-08-17	3094	2991	49	na
GCF_014224355.1	PRJNA224116	SAMN12359518	VNWP00000000.1	na	2599077	2599077	Synechococcus sp. BSA11S	strain=BSA11S	na	latest	Contig	Major	Full	2020-08-17	ASM1422435v1	CNR - IRSA	GCA_014224355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/224/355/GCF_014224355.1_ASM1422435v1	na	na	na	haploid	bacteria	2883234	2883234	66.000000	0	42	42	NCBI RefSeq	GCF_014224355.1-RS_2024_08_17	2024-08-17	3093	2993	49	na
GCF_014279535.1	PRJNA224116	SAMN13641351	na	na	1442558	1442558	Synechococcus sp. TAK9802	strain=TAK9802	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427953v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/535/GCF_014279535.1_ASM1427953v1	na	na	na	haploid	bacteria	2190394	2190394	61.000000	1	1	1	NCBI RefSeq	GCF_014279535.1-RS_2024_08_17	2024-08-17	2517	2430	53	na
GCF_014279555.1	PRJNA224116	SAMN13641329	na	na	1050714	1050714	Synechococcus sp. SYN20	strain=SYN20	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427955v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/555/GCF_014279555.1_ASM1427955v1	na	na	na	haploid	bacteria	2728628	2728628	53.500000	1	1	1	NCBI RefSeq	GCF_014279555.1-RS_2024_08_17	2024-08-17	2903	2826	53	na
GCF_014279595.1	PRJNA224116	SAMN13641345	na	na	221352	221352	Synechococcus sp. RS9909	strain=RS9909	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427959v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/595/GCF_014279595.1_ASM1427959v1	na	na	na	haploid	bacteria	2603169	2603169	64.500000	1	1	1	NCBI RefSeq	GCF_014279595.1-RS_2024_08_17	2024-08-17	2790	2716	53	na
GCF_014279615.1	PRJNA224116	SAMN13641344	na	na	221350	221350	Synechococcus sp. RS9907	strain=RS9907	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427961v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/615/GCF_014279615.1_ASM1427961v1	na	na	na	haploid	bacteria	2581635	2581635	60.500000	1	1	1	NCBI RefSeq	GCF_014279615.1-RS_2024_08_17	2024-08-17	2804	2732	58	na
GCF_014279635.1	PRJNA224116	SAMN13641339	na	na	221345	221345	Synechococcus sp. RS9902	strain=RS9902	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427963v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/635/GCF_014279635.1_ASM1427963v1	na	na	na	haploid	bacteria	2481217	2481217	60.000000	1	1	1	NCBI RefSeq	GCF_014279635.1-RS_2024_08_17	2024-08-17	2717	2634	58	na
GCF_014279655.1	PRJNA224116	SAMN13641342	na	na	1442557	1442557	Synechococcus sp. ROS8604	strain=ROS8604	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427965v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/655/GCF_014279655.1_ASM1427965v1	na	na	na	haploid	bacteria	2876904	2876904	54.000000	1	1	1	NCBI RefSeq	GCF_014279655.1-RS_2024_08_17	2024-08-17	3164	3065	53	na
GCF_014279755.1	PRJNA224116	SAMN13641337	na	na	1400866	1400866	Synechococcus sp. PROS-U-1	strain=PROS-U-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427975v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/755/GCF_014279755.1_ASM1427975v1	na	na	na	haploid	bacteria	2576003	2576003	58.500000	1	1	1	NCBI RefSeq	GCF_014279755.1-RS_2024_08_17	2024-08-17	2773	2703	54	na
GCF_014279775.1	PRJNA224116	SAMN13641327	na	na	1968775	1968775	Synechococcus sp. PROS-9-1	strain=PROS-9-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427977v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/775/GCF_014279775.1_ASM1427977v1	na	na	na	haploid	bacteria	2273940	2273940	54.000000	1	1	1	NCBI RefSeq	GCF_014279775.1-RS_2024_08_17	2024-08-17	2429	2362	54	na
GCF_014279795.1	PRJNA224116	SAMN13641343	na	na	1442556	1442556	Synechococcus sp. PROS-7-1	strain=PROS-7-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427979v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/795/GCF_014279795.1_ASM1427979v1	na	na	na	haploid	bacteria	2565218	2565218	59.500000	1	1	1	NCBI RefSeq	GCF_014279795.1-RS_2024_08_17	2024-08-17	2775	2698	54	na
GCF_014279815.1	PRJNA224116	SAMN13641347	na	na	1442555	1442555	Synechococcus sp. NOUM97013	strain=NOUM97013	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427981v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/815/GCF_014279815.1_ASM1427981v1	na	na	na	haploid	bacteria	2552712	2552712	59.000000	1	1	1	NCBI RefSeq	GCF_014279815.1-RS_2024_08_17	2024-08-17	2747	2675	53	na
GCF_014279835.1	PRJNA224116	SAMN13641346	na	na	1386941	1386941	Synechococcus sp. MVIR-18-1	strain=MVIR-18-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427983v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/835/GCF_014279835.1_ASM1427983v1	na	na	na	haploid	bacteria	2451974	2451974	53.500000	1	1	1	NCBI RefSeq	GCF_014279835.1-RS_2024_08_17	2024-08-17	2655	2589	53	na
GCF_014279855.1	PRJNA224116	SAMN13641335	na	na	221341	221341	Synechococcus sp. Minos11	strain=MINOS11	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427985v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/855/GCF_014279855.1_ASM1427985v1	na	na	na	haploid	bacteria	2284343	2284343	60.500000	1	1	1	NCBI RefSeq	GCF_014279855.1-RS_2025_08_18	2025-08-18	2582	2526	48	na
GCF_014279875.1	PRJNA224116	SAMN13641336	na	na	1442554	1442554	Synechococcus sp. MEDNS5	strain=MEDNS5	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427987v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/875/GCF_014279875.1_ASM1427987v1	na	na	na	haploid	bacteria	2435869	2435869	59.000000	1	1	1	NCBI RefSeq	GCF_014279875.1-RS_2024_08_17	2024-08-17	2631	2563	54	na
GCF_014279895.1	PRJNA224116	SAMN13641334	na	na	1442553	1442553	Synechococcus sp. M16.1	strain=M16.1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427989v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/895/GCF_014279895.1_ASM1427989v1	na	na	na	haploid	bacteria	2112236	2112236	61.500000	1	1	1	NCBI RefSeq	GCF_014279895.1-RS_2024_08_17	2024-08-17	2420	2346	53	na
GCF_014279955.1	PRJNA224116	SAMN13641349	na	na	1442551	1442551	Synechococcus sp. BMK-MC-1	strain=BMK-MC-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427995v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/955/GCF_014279955.1_ASM1427995v1	na	na	na	haploid	bacteria	2601150	2601150	60.500000	1	1	1	NCBI RefSeq	GCF_014279955.1-RS_2024_08_17	2024-08-17	2924	2845	53	na
GCF_014279975.1	PRJNA224116	SAMN13641352	na	na	1400865	1400865	Synechococcus sp. BIOS-U3-1	strain=BIOS-U3-1	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1427997v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/975/GCF_014279975.1_ASM1427997v1	na	na	na	haploid	bacteria	2710834	2710834	55.000000	1	1	1	NCBI RefSeq	GCF_014279975.1-RS_2025_08_18	2025-08-18	2945	2874	54	na
GCF_014279995.1	PRJNA224116	SAMN13641353	na	na	1400864	1400864	Synechococcus sp. BIOS-E4-1	strain=BIOS-E4-1	na	latest	Chromosome	Major	Full	2020-08-24	ASM1427999v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014279995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/279/995/GCF_014279995.1_ASM1427999v1	na	na	na	haploid	bacteria	3314220	3314070	55.000000	1	1	4	NCBI RefSeq	GCF_014279995.1-RS_2024_08_17	2024-08-17	3597	3496	53	na
GCF_014280035.1	PRJNA224116	SAMN13641331	na	na	1866938	1866938	Synechococcus sp. A18-25c	strain=A18-25c	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428003v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/035/GCF_014280035.1_ASM1428003v1	na	na	na	haploid	bacteria	2511360	2511360	58.000000	1	1	1	NCBI RefSeq	GCF_014280035.1-RS_2024_08_17	2024-08-17	2722	2659	54	na
GCF_014280075.1	PRJNA224116	SAMN13641338	na	na	1050657	1050657	Synechococcus sp. A15-62	strain=A15-62	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428007v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/075/GCF_014280075.1_ASM1428007v1	na	na	na	haploid	bacteria	2294140	2294140	60.000000	1	1	1	NCBI RefSeq	GCF_014280075.1-RS_2024_08_17	2024-08-17	2607	2531	54	na
GCF_014280095.1	PRJNA224116	SAMN13641355	na	na	1050655	1050655	Synechococcus sp. A15-60	strain=A15-60	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428009v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/095/GCF_014280095.1_ASM1428009v1	na	na	na	haploid	bacteria	2543402	2543402	58.000000	1	1	1	NCBI RefSeq	GCF_014280095.1-RS_2024_08_16	2024-08-16	2755	2689	53	na
GCF_014280115.1	PRJNA224116	SAMN13641350	na	na	1050646	1050646	Synechococcus sp. A15-44	strain=A15-44	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428011v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/115/GCF_014280115.1_ASM1428011v1	na	na	na	haploid	bacteria	2621965	2621965	61.000000	1	1	1	NCBI RefSeq	GCF_014280115.1-RS_2024_08_17	2024-08-17	2958	2848	58	na
GCF_014280175.1	PRJNA224116	SAMN13641357	na	na	1050638	1050638	Synechococcus sp. A15-28	strain=A15-28	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428017v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/175/GCF_014280175.1_ASM1428017v1	na	na	na	haploid	bacteria	2341586	2341586	60.000000	1	1	1	NCBI RefSeq	GCF_014280175.1-RS_2024_07_01	2024-07-01	2648	2579	54	na
