assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_001989435.1	PRJNA224116	SAMN06061932	na	na	1924286	1924286	Prochlorococcus sp. RS01	strain=RS01	na	latest	Chromosome	Major	Full	2017-02-07	ASM198943v1	King Abdullah University of Science and Technology (KAUST)	GCA_001989435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/435/GCF_001989435.1_ASM198943v1	na	na	na	haploid	bacteria	1657699	1657599	31.500000	1	1	1	NCBI RefSeq	GCF_001989435.1-RS_2025_08_25	2025-08-25	1907	1861	44	na
GCF_001989455.1	PRJNA224116	SAMN06061933	na	na	1924287	1924287	Prochlorococcus sp. RS04	strain=RS04	na	latest	Chromosome	Major	Full	2017-02-07	ASM198945v1	King Abdullah University of Science and Technology (KAUST)	GCA_001989455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/455/GCF_001989455.1_ASM198945v1	na	na	na	haploid	bacteria	1656322	1656222	31.500000	1	1	1	NCBI RefSeq	GCF_001989455.1-RS_2025_08_25	2025-08-25	1908	1863	44	na
GCF_002812945.1	PRJNA224116	SAMN07978064	PESY00000000.1	na	2052594	1219	Prochlorococcus marinus str. XMU1401	strain=XMU1401	na	latest	Contig	Major	Full	2017-11-16	ASM281294v1	Xiamen University	GCA_002812945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/945/GCF_002812945.1_ASM281294v1	na	na	na	haploid	bacteria	1614308	1614308	31.500000	0	9	9	NCBI RefSeq	GCF_002812945.1-RS_2025_03_19	2025-03-19	1857	1812	43	na
GCF_003208055.1	PRJNA224116	SAMN09355241	QJUE00000000.1	na	2213228	1219	Prochlorococcus marinus XMU1408	strain=XMU1408	na	latest	Contig	Major	Full	2018-06-12	ASM320805v1	Xiamen University	GCA_003208055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/208/055/GCF_003208055.1_ASM320805v1	na	na	na	haploid	bacteria	1795147	1795147	34.000000	0	7	7	NCBI RefSeq	GCF_003208055.1-RS_2024_12_31	2024-12-31	2006	1958	43	na
GCF_003208065.1	PRJNA224116	SAMN09355240	QJUF00000000.1	na	2213229	1219	Prochlorococcus marinus XMU1403	strain=XMU1403	na	latest	Contig	Major	Full	2018-06-12	ASM320806v1	Xiamen University	GCA_003208065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/208/065/GCF_003208065.1_ASM320806v1	na	na	na	haploid	bacteria	1746033	1746033	35.000000	0	8	8	NCBI RefSeq	GCF_003208065.1-RS_2025_09_22	2025-09-22	1977	1926	44	na
GCF_012933585.1	PRJNA224116	SAMN14546093	JABBYP000000000.1	na	2729589	2729589	Prochlorococcus sp. P1361	strain=150NLHA	na	latest	Contig	Major	Full	2020-04-29	ASM1293358v1	Massachusetts Institute of Technology	GCA_012933585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/933/585/GCF_012933585.1_ASM1293358v1	na	na	na	haploid	bacteria	2512699	2512699	50.500000	0	45	45	NCBI RefSeq	GCF_012933585.1-RS_2024_05_22	2024-05-22	2541	2446	48	na
GCF_012933595.1	PRJNA224116	SAMN14546094	JABBYQ000000000.1	na	2729590	2729590	Prochlorococcus sp.P1363	strain=150SLHA	na	latest	Contig	Major	Full	2020-04-29	ASM1293359v1	Massachusetts Institute of Technology	GCA_012933595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/933/595/GCF_012933595.1_ASM1293359v1	na	na	na	haploid	bacteria	2558254	2558254	50.500000	0	66	66	NCBI RefSeq	GCF_012933595.1-RS_2025_08_19	2025-08-19	2610	2516	49	na
GCF_012933605.1	PRJNA224116	SAMN14546095	JABBYR000000000.1	na	2729591	2729591	Prochlorococcus sp. P1344	strain=150SLHB	na	latest	Contig	Major	Full	2020-04-29	ASM1293360v1	Massachusetts Institute of Technology	GCA_012933605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/933/605/GCF_012933605.1_ASM1293360v1	na	na	na	haploid	bacteria	2472965	2472965	51.000000	0	106	106	NCBI RefSeq	GCF_012933605.1-RS_2024_08_25	2024-08-25	2558	2463	49	na
GCF_017695955.1	PRJNA224116	SAMN14332775	JAAORO000000000.1	na	2716489	1219	Prochlorococcus marinus XMU1419	strain=XMU1419	na	latest	Contig	Major	Full	2021-04-02	ASM1769595v1	China University of Geosciences	GCA_017695955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/695/955/GCF_017695955.1_ASM1769595v1	na	na	na	haploid	bacteria	1642829	1642829	31.000000	0	3	3	NCBI RefSeq	GCF_017695955.1-RS_2025_06_10	2025-06-10	1866	1818	44	na
GCF_017695965.1	PRJNA224116	SAMN14332773	JAAORM000000000.1	na	2716487	1219	Prochlorococcus marinus CUG1416	strain=CUG1416	na	latest	Contig	Major	Full	2021-04-02	ASM1769596v1	China University of Geosciences	GCA_017695965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/695/965/GCF_017695965.1_ASM1769596v1	na	na	na	haploid	bacteria	1672347	1672347	31.000000	0	5	5	NCBI RefSeq	GCF_017695965.1-RS_2025_06_10	2025-06-10	1921	1867	45	na
GCF_017695975.1	PRJNA224116	SAMN14332774	JAAORN000000000.1	na	2716488	1219	Prochlorococcus marinus CUG1417	strain=CUG1417	na	latest	Contig	Major	Full	2021-04-02	ASM1769597v1	China University of Geosciences	GCA_017695975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/695/975/GCF_017695975.1_ASM1769597v1	na	na	na	haploid	bacteria	1652921	1652921	31.000000	0	2	2	NCBI RefSeq	GCF_017695975.1-RS_2025_06_10	2025-06-10	1887	1840	43	na
GCF_017696015.1	PRJNA224116	SAMN14332772	JAAORL000000000.1	na	2716486	1219	Prochlorococcus marinus CUG1415	strain=CUG1415	na	latest	Contig	Major	Full	2021-04-02	ASM1769601v1	China University of Geosciences	GCA_017696015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/015/GCF_017696015.1_ASM1769601v1	na	na	na	haploid	bacteria	1734399	1734399	31.000000	0	2	2	NCBI RefSeq	GCF_017696015.1-RS_2025_06_10	2025-06-10	1962	1908	44	na
GCF_017696035.1	PRJNA224116	SAMN14332771	JAAORK000000000.1	na	2716485	1219	Prochlorococcus marinus XMU1414	strain=XMU1414	na	latest	Contig	Major	Full	2021-04-02	ASM1769603v1	China University of Geosciences	GCA_017696035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/035/GCF_017696035.1_ASM1769603v1	na	na	na	haploid	bacteria	1667184	1667184	31.500000	0	4	4	NCBI RefSeq	GCF_017696035.1-RS_2025_06_10	2025-06-10	1941	1894	43	na
GCF_017696055.1	PRJNA224116	SAMN14332767	JAAORG000000000.1	na	2716481	1219	Prochlorococcus marinus XMU1406	strain=XMU1406	na	latest	Contig	Major	Full	2021-04-02	ASM1769605v1	China University of Geosciences	GCA_017696055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/055/GCF_017696055.1_ASM1769605v1	na	na	na	haploid	bacteria	1651015	1651015	31.500000	0	3	3	NCBI RefSeq	GCF_017696055.1-RS_2025_06_10	2025-06-10	1916	1865	46	na
GCF_017696075.1	PRJNA224116	SAMN14332769	JAAORI000000000.1	na	2716483	1219	Prochlorococcus marinus XMU1411	strain=XMU1411	na	latest	Contig	Major	Full	2021-04-02	ASM1769607v1	China University of Geosciences	GCA_017696075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/075/GCF_017696075.1_ASM1769607v1	na	na	na	haploid	bacteria	1673779	1673779	31.000000	0	6	6	NCBI RefSeq	GCF_017696075.1-RS_2025_06_10	2025-06-10	1919	1867	43	na
GCF_017696085.1	PRJNA224116	SAMN14332768	JAAORH000000000.1	na	2716482	1219	Prochlorococcus marinus XMU1410	strain=XMU1410	na	latest	Scaffold	Major	Full	2021-04-02	ASM1769608v1	China University of Geosciences	GCA_017696085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/085/GCF_017696085.1_ASM1769608v1	na	na	na	haploid	bacteria	1631014	1630915	31.500000	0	4	5	NCBI RefSeq	GCF_017696085.1-RS_2025_06_10	2025-06-10	1879	1830	41	na
GCF_017696175.1	PRJNA224116	SAMN14332765	JAAORE000000000.1	na	2716479	1219	Prochlorococcus marinus XMU1404	strain=XMU1404	na	latest	Contig	Major	Full	2021-04-02	ASM1769617v1	China University of Geosciences	GCA_017696175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/175/GCF_017696175.1_ASM1769617v1	na	na	na	haploid	bacteria	1668840	1668840	31.500000	0	3	3	NCBI RefSeq	GCF_017696175.1-RS_2025_06_10	2025-06-10	1909	1857	44	na
GCF_017696205.1	PRJNA224116	SAMN14332764	JAAORD000000000.1	na	2716478	1219	Prochlorococcus marinus XMU1402	strain=XMU1402	na	latest	Contig	Major	Full	2021-04-02	ASM1769620v1	China University of Geosciences	GCA_017696205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/205/GCF_017696205.1_ASM1769620v1	na	na	na	haploid	bacteria	1697959	1697959	31.000000	0	2	2	NCBI RefSeq	GCF_017696205.1-RS_2025_06_10	2025-06-10	1940	1889	44	na
GCF_017696245.1	PRJNA224116	SAMN14332763	JAAORC000000000.1	na	2052594	1219	Prochlorococcus marinus str. XMU1401	strain=XMU1401	na	latest	Contig	Major	Full	2021-04-02	ASM1769624v1	China University of Geosciences	GCA_017696245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/245/GCF_017696245.1_ASM1769624v1	na	na	na	haploid	bacteria	1657660	1657660	31.500000	0	2	2	NCBI RefSeq	GCF_017696245.1-RS_2025_06_10	2025-06-10	1915	1868	44	na
GCF_017696275.1	PRJNA224116	SAMN14332766	JAAORF000000000.1	na	2716480	1219	Prochlorococcus marinus XMU1405	strain=XMU1405	na	latest	Scaffold	Major	Full	2021-04-02	ASM1769627v1	China University of Geosciences	GCA_017696275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/275/GCF_017696275.1_ASM1769627v1	na	na	na	haploid	bacteria	1672276	1672180	31.000000	0	3	4	NCBI RefSeq	GCF_017696275.1-RS_2025_06_10	2025-06-10	1921	1874	43	na
GCF_017696315.1	PRJNA224116	SAMN14332770	JAAORJ000000000.1	na	2716484	1219	Prochlorococcus marinus XMU1412	strain=XMU1412	na	latest	Scaffold	Major	Full	2021-04-02	ASM1769631v1	China University of Geosciences	GCA_017696315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/315/GCF_017696315.1_ASM1769631v1	na	na	na	haploid	bacteria	1729635	1729054	31.500000	0	5	11	NCBI RefSeq	GCF_017696315.1-RS_2025_06_10	2025-06-10	2007	1953	45	na
GCF_019324835.1	PRJNA224116	SAMN08013502	PGOO00000000.1	na	2053477	1219	Prochlorococcus marinus str. MU1416	strain=MU1416	na	latest	Contig	Major	Full	2021-07-22	ASM1932483v1	Xiamen University	GCA_019324835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/835/GCF_019324835.1_ASM1932483v1	na	na	na	haploid	bacteria	1671599	1671599	31.000000	0	10	10	NCBI RefSeq	GCF_019324835.1-RS_2025_09_12	2025-09-12	1913	1861	45	na
GCF_019324845.1	PRJNA224116	SAMN08013503	PGON00000000.1	na	2053478	1219	Prochlorococcus marinus str. MU1417	strain=MU1417	na	latest	Contig	Major	Full	2021-07-22	ASM1932484v1	Xiamen University	GCA_019324845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/845/GCF_019324845.1_ASM1932484v1	na	na	na	haploid	bacteria	1653424	1653424	31.000000	0	4	4	NCBI RefSeq	GCF_019324845.1-RS_2025_09_17	2025-09-17	1873	1825	43	na
GCF_019324885.1	PRJNA224116	SAMN08013501	PGOP00000000.1	na	2053476	1219	Prochlorococcus marinus str. MU1415	strain=MU1415	na	latest	Contig	Major	Full	2021-07-22	ASM1932488v1	Xiamen University	GCA_019324885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/885/GCF_019324885.1_ASM1932488v1	na	na	na	haploid	bacteria	1736386	1736386	31.000000	0	11	11	NCBI RefSeq	GCF_019324885.1-RS_2025_09_11	2025-09-11	1967	1912	44	na
GCF_019324905.1	PRJNA224116	SAMN08013500	PGOQ00000000.1	na	2053475	1219	Prochlorococcus marinus str. MU1414	strain=MU1414	na	latest	Contig	Major	Full	2021-07-22	ASM1932490v1	Xiamen University	GCA_019324905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/905/GCF_019324905.1_ASM1932490v1	na	na	na	haploid	bacteria	1668526	1668526	31.500000	0	9	9	NCBI RefSeq	GCF_019324905.1-RS_2025_09_17	2025-09-17	1942	1895	43	na
GCF_019324925.1	PRJNA224116	SAMN08013499	PGOR00000000.1	na	2053474	1219	Prochlorococcus marinus str. MU1412	strain=MU1412	na	latest	Contig	Major	Full	2021-07-22	ASM1932492v1	Xiamen University	GCA_019324925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/925/GCF_019324925.1_ASM1932492v1	na	na	na	haploid	bacteria	1714716	1714716	31.000000	0	14	14	NCBI RefSeq	GCF_019324925.1-RS_2025_09_17	2025-09-17	1978	1920	44	na
GCF_019324945.1	PRJNA224116	SAMN08013496	PGOU00000000.1	na	2053471	1219	Prochlorococcus marinus str. MU1406	strain=MU1406	na	latest	Contig	Major	Full	2021-07-22	ASM1932494v1	Xiamen University	GCA_019324945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/945/GCF_019324945.1_ASM1932494v1	na	na	na	haploid	bacteria	1665171	1665171	31.000000	0	9	9	NCBI RefSeq	GCF_019324945.1-RS_2025_09_17	2025-09-17	1903	1854	42	na
GCF_019324955.1	PRJNA224116	SAMN08013497	PGOT00000000.1	na	2053472	1219	Prochlorococcus marinus str. MU1410	strain=MU1410	na	latest	Contig	Major	Full	2021-07-22	ASM1932495v1	Xiamen University	GCA_019324955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/955/GCF_019324955.1_ASM1932495v1	na	na	na	haploid	bacteria	1624927	1624927	31.500000	0	9	9	NCBI RefSeq	GCF_019324955.1-RS_2025_09_11	2025-09-11	1883	1829	41	na
GCF_019324985.1	PRJNA224116	SAMN08013498	PGOS00000000.1	na	2053473	1219	Prochlorococcus marinus str. MU1411	strain=MU1411	na	latest	Contig	Major	Full	2021-07-22	ASM1932498v1	Xiamen University	GCA_019324985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/324/985/GCF_019324985.1_ASM1932498v1	na	na	na	haploid	bacteria	1681444	1681444	31.000000	0	12	12	NCBI RefSeq	GCF_019324985.1-RS_2025_08_12	2025-08-12	1908	1852	50	na
GCF_019325005.1	PRJNA224116	SAMN08013495	PGOV00000000.1	na	2053470	1219	Prochlorococcus marinus str. MU1405	strain=MU1405	na	latest	Contig	Major	Full	2021-07-22	ASM1932500v1	Xiamen University	GCA_019325005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/005/GCF_019325005.1_ASM1932500v1	na	na	na	haploid	bacteria	1665155	1665155	31.000000	0	7	7	NCBI RefSeq	GCF_019325005.1-RS_2025_09_17	2025-09-17	1904	1853	42	na
GCF_019325015.1	PRJNA224116	SAMN08013494	PGOW00000000.1	na	2053469	1219	Prochlorococcus marinus str. MU1404	strain=MU1404	na	latest	Contig	Major	Full	2021-07-22	ASM1932501v1	Xiamen University	GCA_019325015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/015/GCF_019325015.1_ASM1932501v1	na	na	na	haploid	bacteria	1660223	1660223	31.500000	0	8	8	NCBI RefSeq	GCF_019325015.1-RS_2025_09_11	2025-09-11	1907	1850	44	na
GCF_019325045.1	PRJNA224116	SAMN08032449	PGWP00000000.1	na	2053971	1219	Prochlorococcus marinus str. XMU1408	strain=XMU1408	na	latest	Contig	Major	Full	2021-07-22	ASM1932504v1	Xiamen University	GCA_019325045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/045/GCF_019325045.1_ASM1932504v1	na	na	na	haploid	bacteria	1834861	1834861	34.000000	0	29	29	NCBI RefSeq	GCF_019325045.1-RS_2025_09_12	2025-09-12	2103	2046	43	na
GCF_019325055.1	PRJNA224116	SAMN08013492	PGOY00000000.1	na	2053467	1219	Prochlorococcus marinus str. MU1402	strain=MU1402	na	latest	Contig	Major	Full	2021-07-22	ASM1932505v1	Xiamen University	GCA_019325055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/055/GCF_019325055.1_ASM1932505v1	na	na	na	haploid	bacteria	1697391	1697391	31.000000	0	5	5	NCBI RefSeq	GCF_019325055.1-RS_2025_09_11	2025-09-11	1929	1876	44	na
GCF_019325065.1	PRJNA224116	SAMN08013493	PGOX00000000.1	na	2053468	1219	Prochlorococcus marinus str. MU1403	strain=MU1403	na	latest	Contig	Major	Full	2021-07-22	ASM1932506v1	Xiamen University	GCA_019325065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/065/GCF_019325065.1_ASM1932506v1	na	na	na	haploid	bacteria	1778780	1778780	35.000000	0	30	30	NCBI RefSeq	GCF_019325065.1-RS_2025_09_11	2025-09-11	2047	1991	44	na
GCF_019325105.1	PRJNA224116	SAMN08039008	PHNL00000000.1	na	2054182	1219	Prochlorococcus marinus str. XMU1419	strain=XMU1419	na	latest	Contig	Major	Full	2021-07-22	ASM1932510v1	Xiamen University	GCA_019325105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/105/GCF_019325105.1_ASM1932510v1	na	na	na	haploid	bacteria	1656121	1656121	31.500000	0	12	12	NCBI RefSeq	GCF_019325105.1-RS_2025_09_11	2025-09-11	1882	1833	44	na
GCF_019325115.1	PRJNA224116	SAMN08039007	PHNM00000000.1	na	2054183	1219	Prochlorococcus marinus str. XMU1401E	strain=XMU1401E	na	latest	Contig	Major	Full	2021-07-22	ASM1932511v1	Xiamen University	GCA_019325115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/325/115/GCF_019325115.1_ASM1932511v1	na	na	na	haploid	bacteria	1661465	1661465	31.500000	0	5	5	NCBI RefSeq	GCF_019325115.1-RS_2025_09_11	2025-09-11	1921	1874	44	na
GCF_022447305.1	PRJNA224116	SAMN25998963	JAKVCI000000000.1	na	2919303	2919303	Prochlorococcus sp. ALOHA_ZT_50	na	ALOHA_ZT_50	latest	Contig	Major	Full	2022-03-02	ASM2244730v1	SCOPE	GCA_022447305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/447/305/GCF_022447305.1_ASM2244730v1	derived from metagenome	na	na	haploid	bacteria	1575858	1575858	31.500000	0	70	70	NCBI RefSeq	GCF_022447305.1-RS_2024_07_04	2024-07-04	1870	1806	38	na
GCF_027359355.1	PRJNA224116	SAMN32234862	na	na	3015000	1219	Prochlorococcus marinus str. MIT 1214	strain=MIT 1214	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735935v1	Massachusetts Institute of Technology	GCA_027359355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/355/GCF_027359355.1_ASM2735935v1	na	na	na	haploid	bacteria	1934849	1934849	35.000000	1	1	1	NCBI RefSeq	GCF_027359355.1-RS_2025_03_18	2025-03-18	2140	2088	47	na
GCF_027359375.1	PRJNA224116	SAMN32234860	na	na	3014998	1219	Prochlorococcus marinus str. MIT 0919	strain=MIT 0919	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735937v1	Massachusetts Institute of Technology	GCA_027359375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/375/GCF_027359375.1_ASM2735937v1	na	na	na	haploid	bacteria	1716770	1716770	37.000000	1	1	1	NCBI RefSeq	GCF_027359375.1-RS_2025_03_18	2025-03-18	1879	1829	45	na
GCF_027359395.1	PRJNA224116	SAMN32234861	na	na	3014999	1219	Prochlorococcus marinus str. MIT 1013	strain=MIT 1013	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735939v1	Massachusetts Institute of Technology	GCA_027359395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/395/GCF_027359395.1_ASM2735939v1	na	na	na	haploid	bacteria	2046712	2046712	34.500000	1	1	1	NCBI RefSeq	GCF_027359395.1-RS_2025_03_18	2025-03-18	2334	2279	44	na
GCF_027359415.1	PRJNA224116	SAMN32234859	na	na	3014997	1219	Prochlorococcus marinus str. MIT 0918	strain=MIT 0918	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735941v1	Massachusetts Institute of Technology	GCA_027359415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/415/GCF_027359415.1_ASM2735941v1	na	na	na	haploid	bacteria	1789313	1789313	34.500000	1	1	1	NCBI RefSeq	GCF_027359415.1-RS_2025_03_18	2025-03-18	1945	1888	45	na
GCF_027359475.1	PRJNA224116	SAMN32234858	na	na	1570012	1219	Prochlorococcus marinus str. MIT 0915	strain=MIT 0915	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735947v1	Massachusetts Institute of Technology	GCA_027359475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/475/GCF_027359475.1_ASM2735947v1	na	na	na	haploid	bacteria	1988105	1988105	35.500000	1	1	1	NCBI RefSeq	GCF_027359475.1-RS_2025_03_18	2025-03-18	2152	2086	44	na
GCF_027359525.1	PRJNA224116	SAMN32234857	na	na	1570010	1219	Prochlorococcus marinus str. MIT 0913	strain=MIT 0913	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735952v1	Massachusetts Institute of Technology	GCA_027359525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/525/GCF_027359525.1_ASM2735952v1	na	na	na	haploid	bacteria	1877877	1877877	35.000000	1	1	1	NCBI RefSeq	GCF_027359525.1-RS_2025_03_18	2025-03-18	2138	2086	45	na
GCF_027359575.1	PRJNA224116	SAMN32234855	na	na	1570014	1219	Prochlorococcus marinus str. MIT 0917	strain=MIT 0917	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735957v1	Massachusetts Institute of Technology	GCA_027359575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/575/GCF_027359575.1_ASM2735957v1	na	na	na	haploid	bacteria	1924674	1924674	34.500000	1	1	1	NCBI RefSeq	GCF_027359575.1-RS_2025_03_18	2025-03-18	2155	2108	45	na
GCF_027359595.1	PRJNA224116	SAMN32234856	na	na	1570009	1219	Prochlorococcus marinus str. MIT 0912	strain=MIT 0912	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735959v1	Massachusetts Institute of Technology	GCA_027359595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/595/GCF_027359595.1_ASM2735959v1	na	na	na	haploid	bacteria	1898947	1898947	35.000000	1	1	1	NCBI RefSeq	GCF_027359595.1-RS_2025_03_18	2025-03-18	2172	2116	44	na
GCF_034092375.1	PRJNA224116	SAMN38315732	na	na	3096218	3096218	Prochlorococcus sp. MIT 1300	strain=MIT 1300	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409237v1	Massachusetts Institute of Technology	GCA_034092375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/375/GCF_034092375.1_ASM3409237v1	na	na	na	haploid	bacteria	1855146	1855146	41.500000	1	1	1	NCBI RefSeq	GCF_034092375.1-RS_2025_02_06	2025-02-06	1936	1882	48	na
GCF_034092395.1	PRJNA224116	SAMN38315733	na	na	3096219	3096219	Prochlorococcus sp. MIT 1307	strain=MIT 1307	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409239v1	Massachusetts Institute of Technology	GCA_034092395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/395/GCF_034092395.1_ASM3409239v1	na	na	na	haploid	bacteria	2032419	2032419	40.000000	1	1	1	NCBI RefSeq	GCF_034092395.1-RS_2025_02_06	2025-02-06	2105	2045	47	na
GCF_034092415.1	PRJNA224116	SAMN38315735	na	na	3096221	3096221	Prochlorococcus sp. MIT 1341	strain=MIT 1341	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409241v1	Massachusetts Institute of Technology	GCA_034092415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/415/GCF_034092415.1_ASM3409241v1	na	na	na	haploid	bacteria	1937096	1937096	40.000000	1	1	1	NCBI RefSeq	GCF_034092415.1-RS_2025_02_06	2025-02-06	2004	1942	47	na
GCF_034092465.1	PRJNA224116	SAMN38315731	na	na	3096217	3096217	Prochlorococcus sp. MIT 1223	strain=MIT 1223	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409246v1	Massachusetts Institute of Technology	GCA_034092465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/092/465/GCF_034092465.1_ASM3409246v1	na	na	na	haploid	bacteria	1795922	1795922	35.500000	1	1	1	NCBI RefSeq	GCF_034092465.1-RS_2025_02_07	2025-02-07	1950	1895	43	na
GCF_034093315.1	PRJNA224116	SAMN38315734	na	na	3096220	3096220	Prochlorococcus sp. MIT 1314	strain=MIT 1314	na	latest	Complete Genome	Major	Full	2023-12-05	ASM3409331v1	Massachusetts Institute of Technology	GCA_034093315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/093/315/GCF_034093315.1_ASM3409331v1	na	na	na	haploid	bacteria	1704447	1704447	31.000000	1	1	1	NCBI RefSeq	GCF_034093315.1-RS_2025_02_07	2025-02-07	1936	1883	44	na
GCF_047302725.1	PRJNA224116	SAMN38119987	na	na	3093726	3093726	Prochlorococcus sp. Dvax-bc1017	strain=Dvax-bc1017	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730272v1	Massachusetts Institute of Technology	GCA_047302725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/725/GCF_047302725.1_ASM4730272v1	na	na	na	haploid	bacteria	1657989	1657989	31.000000	1	1	1	NCBI RefSeq	GCF_047302725.1-RS_2025_01_29	2025-01-29	1925	1875	43	na
GCF_047302745.1	PRJNA224116	SAMN38119982	na	na	1570015	1219	Prochlorococcus marinus str. MIT 1012	strain=MIT 1012	na	latest	Complete Genome	Major	Full	2025-01-30	ASM4730274v1	Massachusetts Institute of Technology	GCA_047302745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/745/GCF_047302745.1_ASM4730274v1	na	na	na	haploid	bacteria	1897577	1897577	35.000000	1	1	1	NCBI RefSeq	GCF_047302745.1-RS_2025_01_29	2025-01-29	2225	2170	44	na
