Orthogroup	Prac	Prat
OG0000588	Prac.g_00701	Prat.g_00744
OG0000589	Prac.g_00700	Prat.g_00745
OG0000590	Prac.g_00698	Prat.g_00747
OG0000591	Prac.g_00692	Prat.g_00752
OG0000592	Prac.g_00691	Prat.g_00753
OG0000593	Prac.g_00690	Prat.g_00754
OG0000594	Prac.g_00688	Prat.g_00757
OG0000595	Prac.g_00687	Prat.g_00758
OG0000596	Prac.g_00686	Prat.g_00759
OG0000597	Prac.g_00684	Prat.g_00761
OG0000598	Prac.g_00683	Prat.g_00762
OG0000599	Prac.g_00682	Prat.g_00763
OG0000600	Prac.g_00681	Prat.g_00764
OG0000601	Prac.g_00679	Prat.g_00767
OG0000602	Prac.g_00678	Prat.g_00768
OG0000603	Prac.g_00677	Prat.g_00769
OG0000604	Prac.g_00676	Prat.g_00772
OG0000605	Prac.g_00675	Prat.g_00773
OG0000606	Prac.g_00674	Prat.g_00774
OG0000607	Prac.g_00672	Prat.g_00776
OG0000608	Prac.g_00671	Prat.g_00777
OG0000609	Prac.g_00667	Prat.g_01882
OG0000610	Prac.g_00666	Prat.g_00826
OG0000611	Prac.g_01559	Prat.g_00789
OG0000612	Prac.g_01558	Prat.g_00790
OG0000613	Prac.g_01557	Prat.g_00791
OG0000614	Prac.g_01556	Prat.g_00792
OG0000615	Prac.g_01554	Prat.g_00797
OG0000616	Prac.g_01553	Prat.g_00798
OG0000617	Prac.g_01552	Prat.g_00799
OG0000618	Prac.g_01551	Prat.g_00800
OG0000619	Prac.g_01550	Prat.g_00801
OG0000620	Prac.g_01549	Prat.g_00802
OG0000621	Prac.g_01548	Prat.g_00803
OG0000622	Prac.g_01547	Prat.g_00804
OG0000623	Prac.g_01546	Prat.g_00805
OG0000624	Prac.g_01545	Prat.g_00807
OG0000625	Prac.g_01544	Prat.g_00808
OG0000626	Prac.g_01543	Prat.g_00809
OG0000627	Prac.g_01542	Prat.g_00811
OG0000628	Prac.g_01541	Prat.g_00812
OG0000629	Prac.g_01540	Prat.g_00813
OG0000630	Prac.g_01539	Prat.g_00814
OG0000631	Prac.g_01537	Prat.g_00816
OG0000632	Prac.g_01525	Prat.g_00622
OG0000633	Prac.g_01521	Prat.g_01486
OG0000634	Prac.g_01508	Prat.g_01472
OG0000635	Prac.g_01507	Prat.g_00888
OG0000636	Prac.g_01506	Prat.g_00887
OG0000637	Prac.g_01505	Prat.g_00886
OG0000638	Prac.g_01498	Prat.g_00345
OG0000639	Prac.g_01489	Prat.g_00859
OG0000640	Prac.g_01487	Prat.g_00863
OG0000641	Prac.g_01484	Prat.g_00865
OG0000642	Prac.g_01483	Prat.g_00866
OG0000643	Prac.g_01482	Prat.g_00867
OG0000644	Prac.g_01481	Prat.g_01043
OG0000645	Prac.g_01480	Prat.g_01042
OG0000646	Prac.g_01479	Prat.g_01041
OG0000647	Prac.g_01478	Prat.g_01040
OG0000648	Prac.g_01476	Prat.g_01038
OG0000649	Prac.g_01475	Prat.g_01037
OG0000650	Prac.g_01474	Prat.g_01036
OG0000651	Prac.g_01473	Prat.g_01035
OG0000652	Prac.g_01472	Prat.g_01034
OG0000653	Prac.g_01471	Prat.g_01033
OG0000654	Prac.g_01469	Prat.g_01031
OG0000655	Prac.g_01467	Prat.g_01029
OG0000656	Prac.g_01466	Prat.g_01028
OG0000657	Prac.g_01465	Prat.g_01027
OG0000658	Prac.g_01464	Prat.g_01026
OG0000659	Prac.g_01463	Prat.g_01025
OG0000660	Prac.g_01462	Prat.g_01024
OG0000661	Prac.g_01461	Prat.g_01023
OG0000662	Prac.g_01460	Prat.g_01021
OG0000663	Prac.g_01459	Prat.g_01020
OG0000664	Prac.g_01458	Prat.g_01019
OG0000665	Prac.g_01457	Prat.g_01018
OG0000666	Prac.g_01456	Prat.g_01017
OG0000667	Prac.g_01455	Prat.g_01016
OG0000668	Prac.g_01454	Prat.g_01015
OG0000669	Prac.g_01452	Prat.g_01013
OG0000670	Prac.g_01451	Prat.g_01012
OG0000671	Prac.g_01450	Prat.g_01011
OG0000672	Prac.g_01449	Prat.g_01010
OG0000673	Prac.g_01448	Prat.g_01009
OG0000674	Prac.g_01447	Prat.g_01008
OG0000675	Prac.g_01445	Prat.g_01007
OG0000676	Prac.g_01444	Prat.g_01006
OG0000677	Prac.g_01442	Prat.g_01004
OG0000678	Prac.g_01440	Prat.g_01002
OG0000679	Prac.g_01439	Prat.g_01001
OG0000680	Prac.g_01438	Prat.g_01000
OG0000681	Prac.g_01437	Prat.g_00999
OG0000682	Prac.g_01436	Prat.g_00998
OG0000683	Prac.g_01434	Prat.g_00996
OG0000684	Prac.g_01433	Prat.g_00995
OG0000685	Prac.g_01432	Prat.g_00994
OG0000686	Prac.g_01431	Prat.g_00993
OG0000687	Prac.g_01430	Prat.g_00992
OG0000688	Prac.g_01429	Prat.g_00991
OG0000689	Prac.g_01428	Prat.g_00990
OG0000690	Prac.g_01427	Prat.g_00989
OG0000691	Prac.g_01426	Prat.g_00988
OG0000692	Prac.g_01424	Prat.g_00984
OG0000693	Prac.g_01423	Prat.g_00983
OG0000694	Prac.g_01422	Prat.g_00982
OG0000695	Prac.g_01421	Prat.g_00981
OG0000696	Prac.g_01420	Prat.g_00980
OG0000697	Prac.g_01418	Prat.g_00978
OG0000698	Prac.g_01416	Prat.g_00974
OG0000699	Prac.g_01415	Prat.g_00973
OG0000700	Prac.g_01401	Prat.g_00694
OG0000701	Prac.g_01396	Prat.g_00699
OG0000702	Prac.g_01393	Prat.g_00705
OG0000703	Prac.g_01392	Prat.g_00707
OG0000704	Prac.g_01391	Prat.g_00708
OG0000705	Prac.g_01390	Prat.g_00709
OG0000706	Prac.g_01389	Prat.g_00710
OG0000707	Prac.g_01387	Prat.g_00712
OG0000708	Prac.g_01386	Prat.g_00713
OG0000709	Prac.g_01384	Prat.g_00716
OG0000710	Prac.g_01383	Prat.g_00717
OG0000711	Prac.g_01382	Prat.g_00718
OG0000712	Prac.g_01381	Prat.g_00719
OG0000713	Prac.g_01380	Prat.g_00720
OG0000714	Prac.g_01378	Prat.g_00722
OG0000715	Prac.g_01377	Prat.g_00723
OG0000716	Prac.g_01375	Prat.g_00725
OG0000717	Prac.g_01374	Prat.g_00726
OG0000718	Prac.g_01373	Prat.g_00728
OG0000719	Prac.g_01371	Prat.g_00730
OG0000720	Prac.g_01370	Prat.g_00731
OG0000721	Prac.g_01368	Prat.g_00734
OG0000722	Prac.g_01367	Prat.g_00735
OG0000723	Prac.g_01366	Prat.g_00736
OG0000724	Prac.g_01365	Prat.g_00738
OG0000725	Prac.g_01364	Prat.g_00739
OG0000726	Prac.g_01363	Prat.g_00740
OG0000727	Prac.g_01362	Prat.g_00741
OG0000728	Prac.g_01361	Prat.g_00742
OG0000729	Prac.g_01360	Prat.g_00743
OG0000730	Prac.g_01359	Prat.g_01053
OG0000731	Prac.g_01358	Prat.g_01051
OG0000732	Prac.g_01357	Prat.g_01050
OG0000733	Prac.g_01356	Prat.g_01049
OG0000734	Prac.g_01355	Prat.g_01048
OG0000735	Prac.g_01353	Prat.g_01046
OG0000736	Prac.g_01352	Prat.g_01045
OG0000737	Prac.g_01351	Prat.g_01044
OG0000738	Prac.g_01350	Prat.g_00868
OG0000739	Prac.g_01349	Prat.g_00869
OG0000740	Prac.g_01348	Prat.g_00870
OG0000741	Prac.g_01347	Prat.g_00871
OG0000742	Prac.g_01345	Prat.g_00873
OG0000743	Prac.g_01344	Prat.g_00874
OG0000744	Prac.g_01343	Prat.g_00876
OG0000745	Prac.g_01342	Prat.g_00877
OG0000746	Prac.g_01341	Prat.g_00878
OG0000747	Prac.g_01340	Prat.g_00879
OG0000748	Prac.g_01339	Prat.g_00880
OG0000749	Prac.g_01338	Prat.g_00881
OG0000750	Prac.g_01337	Prat.g_00883
OG0000751	Prac.g_01336	Prat.g_00884
OG0000752	Prac.g_01335	Prat.g_00944
OG0000753	Prac.g_01333	Prat.g_00889
OG0000754	Prac.g_01332	Prat.g_00890
OG0000755	Prac.g_01331	Prat.g_00891
OG0000756	Prac.g_01330	Prat.g_00893
OG0000757	Prac.g_01329	Prat.g_00894
OG0000758	Prac.g_01328	Prat.g_00895
OG0000759	Prac.g_01326	Prat.g_00897
OG0000760	Prac.g_01325	Prat.g_00898
OG0000761	Prac.g_01324	Prat.g_00899
OG0000762	Prac.g_01322	Prat.g_00901
OG0000763	Prac.g_01321	Prat.g_00902
OG0000764	Prac.g_01320	Prat.g_00903
OG0000765	Prac.g_01319	Prat.g_00904
OG0000766	Prac.g_01318	Prat.g_00905
OG0000767	Prac.g_01316	Prat.g_00907
OG0000768	Prac.g_01315	Prat.g_00908
OG0000769	Prac.g_01314	Prat.g_00909
OG0000770	Prac.g_01313	Prat.g_00910
OG0000771	Prac.g_01312	Prat.g_00911
OG0000772	Prac.g_01311	Prat.g_00912
OG0000773	Prac.g_01310	Prat.g_00913
OG0000774	Prac.g_01309	Prat.g_00914
OG0000775	Prac.g_01308	Prat.g_00915
OG0000776	Prac.g_01307	Prat.g_00916
OG0000777	Prac.g_01305	Prat.g_00917
OG0000778	Prac.g_01304	Prat.g_00918
OG0000779	Prac.g_01303	Prat.g_00919
OG0000780	Prac.g_01301	Prat.g_00921
OG0000781	Prac.g_01299	Prat.g_00923
OG0000782	Prac.g_01298	Prat.g_00924
OG0000783	Prac.g_01287	Prat.g_00929
OG0000784	Prac.g_01285	Prat.g_00931
OG0000785	Prac.g_01284	Prat.g_00932
OG0000786	Prac.g_01283	Prat.g_00933
OG0000787	Prac.g_01282	Prat.g_00934
OG0000788	Prac.g_01278	Prat.g_00939
OG0000789	Prac.g_01276	Prat.g_00942
OG0000790	Prac.g_01275	Prat.g_00943
OG0000791	Prac.g_01274	Prat.g_00946
OG0000792	Prac.g_01273	Prat.g_00947
OG0000793	Prac.g_01272	Prat.g_00948
OG0000794	Prac.g_01270	Prat.g_00951
OG0000795	Prac.g_01267	Prat.g_00955
OG0000796	Prac.g_01266	Prat.g_00956
OG0000797	Prac.g_01264	Prat.g_00957
OG0000798	Prac.g_01263	Prat.g_00958
OG0000799	Prac.g_01262	Prat.g_00959
OG0000800	Prac.g_01261	Prat.g_00960
OG0000801	Prac.g_01258	Prat.g_00963
OG0000802	Prac.g_01257	Prat.g_00964
OG0000803	Prac.g_01255	Prat.g_00966
OG0000804	Prac.g_01254	Prat.g_00967
OG0000805	Prac.g_01253	Prat.g_00968
OG0000806	Prac.g_01251	Prat.g_00970
OG0000807	Prac.g_01225	Prat.g_01204
OG0000808	Prac.g_01216	Prat.g_01479
OG0000809	Prac.g_01213	Prat.g_01197
OG0000810	Prac.g_01212	Prat.g_01480
OG0000811	Prac.g_01205	Prat.g_01214
OG0000812	Prac.g_01046	Prat.g_01199
OG0000813	Prac.g_01042	Prat.g_00354
OG0000814	Prac.g_01040	Prat.g_01373
OG0000815	Prac.g_01031	Prat.g_01211
OG0000816	Prac.g_01017	Prat.g_01560
OG0000817	Prac.g_01016	Prat.g_01559
OG0000818	Prac.g_01011	Prat.g_01175
OG0000819	Prac.g_01004	Prat.g_01177
OG0000820	Prac.g_01000	Prat.g_01171
OG0000821	Prac.g_00998	Prat.g_01169
OG0000822	Prac.g_00997	Prat.g_01168
OG0000823	Prac.g_00996	Prat.g_01167
OG0000824	Prac.g_00995	Prat.g_01166
OG0000825	Prac.g_00994	Prat.g_01165
OG0000826	Prac.g_00993	Prat.g_01164
OG0000827	Prac.g_00992	Prat.g_01163
OG0000828	Prac.g_00991	Prat.g_01162
OG0000829	Prac.g_00990	Prat.g_01161
OG0000830	Prac.g_00989	Prat.g_01159
OG0000831	Prac.g_00986	Prat.g_01157
OG0000832	Prac.g_00984	Prat.g_01155
OG0000833	Prac.g_00983	Prat.g_01154
OG0000834	Prac.g_00982	Prat.g_01153
OG0000835	Prac.g_00981	Prat.g_01152
OG0000836	Prac.g_00980	Prat.g_01151
OG0000837	Prac.g_00978	Prat.g_01148
OG0000838	Prac.g_00977	Prat.g_01147
OG0000839	Prac.g_00976	Prat.g_01146
OG0000840	Prac.g_00975	Prat.g_01145
OG0000841	Prac.g_00974	Prat.g_01144
OG0000842	Prac.g_00973	Prat.g_01142
OG0000843	Prac.g_00972	Prat.g_01141
OG0000844	Prac.g_00971	Prat.g_01140
OG0000845	Prac.g_00970	Prat.g_01139
OG0000846	Prac.g_00967	Prat.g_01136
OG0000847	Prac.g_00965	Prat.g_01135
OG0000848	Prac.g_00964	Prat.g_01134
OG0000849	Prac.g_00963	Prat.g_01131
OG0000850	Prac.g_00962	Prat.g_01130
OG0000851	Prac.g_00961	Prat.g_01128
OG0000852	Prac.g_00959	Prat.g_01126
OG0000853	Prac.g_00958	Prat.g_01124
OG0000854	Prac.g_00956	Prat.g_01123
OG0000855	Prac.g_00955	Prat.g_01122
OG0000856	Prac.g_00954	Prat.g_01121
OG0000857	Prac.g_00953	Prat.g_01120
OG0000858	Prac.g_00952	Prat.g_01119
OG0000859	Prac.g_00951	Prat.g_01118
OG0000860	Prac.g_00950	Prat.g_01117
OG0000861	Prac.g_00949	Prat.g_01116
OG0000862	Prac.g_00948	Prat.g_01115
OG0000863	Prac.g_00947	Prat.g_01114
OG0000864	Prac.g_00946	Prat.g_01113
OG0000865	Prac.g_00945	Prat.g_01112
OG0000866	Prac.g_00944	Prat.g_01111
OG0000867	Prac.g_00943	Prat.g_01110
OG0000868	Prac.g_00942	Prat.g_01108
OG0000869	Prac.g_00940	Prat.g_01106
OG0000870	Prac.g_00939	Prat.g_01105
OG0000871	Prac.g_00937	Prat.g_01104
OG0000872	Prac.g_00936	Prat.g_01103
OG0000873	Prac.g_00934	Prat.g_01101
OG0000874	Prac.g_00933	Prat.g_01100
OG0000875	Prac.g_00932	Prat.g_01099
OG0000876	Prac.g_00931	Prat.g_01098
OG0000877	Prac.g_00929	Prat.g_00594
OG0000878	Prac.g_00154	Prat.g_00626
OG0000879	Prac.g_00164	Prat.g_01238
OG0000880	Prac.g_00165	Prat.g_01239
OG0000881	Prac.g_00166	Prat.g_01240
OG0000882	Prac.g_00167	Prat.g_01241
OG0000883	Prac.g_00168	Prat.g_01242
OG0000884	Prac.g_00170	Prat.g_01244
OG0000885	Prac.g_00171	Prat.g_01245
OG0000886	Prac.g_00172	Prat.g_01246
OG0000887	Prac.g_00173	Prat.g_01247
OG0000888	Prac.g_00174	Prat.g_01248
OG0000889	Prac.g_00177	Prat.g_01251
OG0000890	Prac.g_00178	Prat.g_01252
OG0000891	Prac.g_00179	Prat.g_01253
OG0000892	Prac.g_00181	Prat.g_01255
OG0000893	Prac.g_00182	Prat.g_01256
OG0000894	Prac.g_00183	Prat.g_01257
OG0000895	Prac.g_00184	Prat.g_01258
OG0000896	Prac.g_00185	Prat.g_01259
OG0000897	Prac.g_00186	Prat.g_01260
OG0000898	Prac.g_00188	Prat.g_01263
OG0000899	Prac.g_00189	Prat.g_01264
OG0000900	Prac.g_00199	Prat.g_01282
OG0000901	Prac.g_00203	Prat.g_01287
OG0000902	Prac.g_00204	Prat.g_01471
OG0000903	Prac.g_00205	Prat.g_01178
OG0000904	Prac.g_00207	Prat.g_01455
OG0000905	Prac.g_00209	Prat.g_01200
OG0000906	Prac.g_00211	Prat.g_01181
OG0000907	Prac.g_00212	Prat.g_00976
OG0000908	Prac.g_00215	Prat.g_01228
OG0000909	Prac.g_00219	Prat.g_01293
OG0000910	Prac.g_00220	Prat.g_01294
OG0000911	Prac.g_00221	Prat.g_01295
OG0000912	Prac.g_00222	Prat.g_01296
OG0000913	Prac.g_00223	Prat.g_01297
OG0000914	Prac.g_00224	Prat.g_01298
OG0000915	Prac.g_00225	Prat.g_01299
OG0000916	Prac.g_00226	Prat.g_01300
OG0000917	Prac.g_00227	Prat.g_01301
OG0000918	Prac.g_00228	Prat.g_01302
OG0000919	Prac.g_00229	Prat.g_01303
OG0000920	Prac.g_00230	Prat.g_01304
OG0000921	Prac.g_00231	Prat.g_01305
OG0000922	Prac.g_00232	Prat.g_01306
OG0000923	Prac.g_00233	Prat.g_01307
OG0000924	Prac.g_00234	Prat.g_01308
OG0000925	Prac.g_00235	Prat.g_01309
OG0000926	Prac.g_00447	Prat.g_01769
OG0000927	Prac.g_00429	Prat.g_01333
OG0000928	Prac.g_00428	Prat.g_01334
OG0000929	Prac.g_00427	Prat.g_01335
OG0000930	Prac.g_00426	Prat.g_01336
OG0000931	Prac.g_00425	Prat.g_01337
OG0000932	Prac.g_00423	Prat.g_01339
OG0000933	Prac.g_00422	Prat.g_01340
OG0000934	Prac.g_00421	Prat.g_01341
OG0000935	Prac.g_00420	Prat.g_01342
OG0000936	Prac.g_00419	Prat.g_01343
OG0000937	Prac.g_00418	Prat.g_01344
OG0000938	Prac.g_00417	Prat.g_01345
OG0000939	Prac.g_00416	Prat.g_01346
OG0000940	Prac.g_00415	Prat.g_01348
OG0000941	Prac.g_00413	Prat.g_01350
OG0000942	Prac.g_00412	Prat.g_01351
OG0000943	Prac.g_00409	Prat.g_01355
OG0000944	Prac.g_00408	Prat.g_01356
OG0000945	Prac.g_00407	Prat.g_01357
OG0000946	Prac.g_00406	Prat.g_01358
OG0000947	Prac.g_00405	Prat.g_01359
OG0000948	Prac.g_00404	Prat.g_01360
OG0000949	Prac.g_00403	Prat.g_01361
OG0000950	Prac.g_00402	Prat.g_01362
OG0000951	Prac.g_00401	Prat.g_01363
OG0000952	Prac.g_00400	Prat.g_01364
OG0000953	Prac.g_00399	Prat.g_01365
OG0000954	Prac.g_00398	Prat.g_01366
OG0000955	Prac.g_00397	Prat.g_01367
OG0000956	Prac.g_00396	Prat.g_01368
OG0000957	Prac.g_00395	Prat.g_01369
OG0000958	Prac.g_00394	Prat.g_01370
OG0000959	Prac.g_00393	Prat.g_01371
OG0000960	Prac.g_00392	Prat.g_01372
OG0000961	Prac.g_00388	Prat.g_01378
OG0000962	Prac.g_00387	Prat.g_01379
OG0000963	Prac.g_00386	Prat.g_01380
OG0000964	Prac.g_00384	Prat.g_01382
OG0000965	Prac.g_00383	Prat.g_01383
OG0000966	Prac.g_00382	Prat.g_01384
OG0000967	Prac.g_00381	Prat.g_01385
OG0000968	Prac.g_00380	Prat.g_01386
OG0000969	Prac.g_00379	Prat.g_01387
OG0000970	Prac.g_00378	Prat.g_01388
OG0000971	Prac.g_00377	Prat.g_01389
OG0000972	Prac.g_00376	Prat.g_01390
OG0000973	Prac.g_00375	Prat.g_01391
OG0000974	Prac.g_00373	Prat.g_01393
OG0000975	Prac.g_00370	Prat.g_01399
OG0000976	Prac.g_00368	Prat.g_01403
OG0000977	Prac.g_00367	Prat.g_01405
OG0000978	Prac.g_00366	Prat.g_01407
OG0000979	Prac.g_00364	Prat.g_01409
OG0000980	Prac.g_00363	Prat.g_01410
OG0000981	Prac.g_00362	Prat.g_01411
OG0000982	Prac.g_00361	Prat.g_01412
OG0000983	Prac.g_00359	Prat.g_01414
OG0000984	Prac.g_00358	Prat.g_01415
OG0000985	Prac.g_00357	Prat.g_01416
OG0000986	Prac.g_00356	Prat.g_01417
OG0000987	Prac.g_00355	Prat.g_01418
OG0000988	Prac.g_00354	Prat.g_01420
OG0000989	Prac.g_00353	Prat.g_01421
OG0000990	Prac.g_00352	Prat.g_01422
OG0000991	Prac.g_00351	Prat.g_01423
OG0000992	Prac.g_00350	Prat.g_01424
OG0000993	Prac.g_00349	Prat.g_01425
OG0000994	Prac.g_00348	Prat.g_01426
OG0000995	Prac.g_00347	Prat.g_01427
OG0000996	Prac.g_00346	Prat.g_01428
OG0000997	Prac.g_00345	Prat.g_01429
OG0000998	Prac.g_00344	Prat.g_01430
OG0000999	Prac.g_00343	Prat.g_01431
OG0001000	Prac.g_00342	Prat.g_01432
OG0001001	Prac.g_00340	Prat.g_01434
OG0001002	Prac.g_00339	Prat.g_01435
OG0001003	Prac.g_00338	Prat.g_01436
OG0001004	Prac.g_00337	Prat.g_01437
OG0001005	Prac.g_00336	Prat.g_01439
OG0001006	Prac.g_00335	Prat.g_01440
OG0001007	Prac.g_00334	Prat.g_01441
OG0001008	Prac.g_00332	Prat.g_01443
OG0001009	Prac.g_00331	Prat.g_01444
OG0001010	Prac.g_00324	Prat.g_01502
OG0001011	Prac.g_00317	Prat.g_01457
OG0001012	Prac.g_00288	Prat.g_01022
OG0001013	Prac.g_00631	Prat.g_01585
OG0001014	Prac.g_00630	Prat.g_01586
OG0001015	Prac.g_00624	Prat.g_01593
OG0001016	Prac.g_00623	Prat.g_01594
OG0001017	Prac.g_00622	Prat.g_01595
OG0001018	Prac.g_00621	Prat.g_01596
OG0001019	Prac.g_00619	Prat.g_01598
OG0001020	Prac.g_00618	Prat.g_01599
OG0001021	Prac.g_00617	Prat.g_01600
OG0001022	Prac.g_00616	Prat.g_01601
OG0001023	Prac.g_00615	Prat.g_01602
OG0001024	Prac.g_00614	Prat.g_01603
OG0001025	Prac.g_00613	Prat.g_01604
OG0001026	Prac.g_00611	Prat.g_01605
OG0001027	Prac.g_00610	Prat.g_01606
OG0001028	Prac.g_00609	Prat.g_01607
OG0001029	Prac.g_00608	Prat.g_01608
OG0001030	Prac.g_00607	Prat.g_01609
OG0001031	Prac.g_00606	Prat.g_01610
OG0001032	Prac.g_00605	Prat.g_01611
OG0001033	Prac.g_00604	Prat.g_01612
OG0001034	Prac.g_00603	Prat.g_01613
OG0001035	Prac.g_00601	Prat.g_01615
OG0001036	Prac.g_00600	Prat.g_01616
OG0001037	Prac.g_00599	Prat.g_01617
OG0001038	Prac.g_00598	Prat.g_01618
OG0001039	Prac.g_00597	Prat.g_01619
OG0001040	Prac.g_00596	Prat.g_01621
OG0001041	Prac.g_00595	Prat.g_01622
OG0001042	Prac.g_00594	Prat.g_01623
OG0001043	Prac.g_00593	Prat.g_01624
OG0001044	Prac.g_00592	Prat.g_01625
OG0001045	Prac.g_00591	Prat.g_01626
OG0001046	Prac.g_00590	Prat.g_01627
OG0001047	Prac.g_00587	Prat.g_01630
OG0001048	Prac.g_00585	Prat.g_01632
OG0001049	Prac.g_00584	Prat.g_01633
OG0001050	Prac.g_00583	Prat.g_01634
OG0001051	Prac.g_00582	Prat.g_01635
OG0001052	Prac.g_00581	Prat.g_01636
OG0001053	Prac.g_00580	Prat.g_01639
OG0001054	Prac.g_00578	Prat.g_01641
OG0001055	Prac.g_00577	Prat.g_01642
OG0001056	Prac.g_00576	Prat.g_01643
OG0001057	Prac.g_00575	Prat.g_01644
OG0001058	Prac.g_00574	Prat.g_01645
OG0001059	Prac.g_00573	Prat.g_01646
OG0001060	Prac.g_00572	Prat.g_01647
OG0001061	Prac.g_00571	Prat.g_01648
OG0001062	Prac.g_00570	Prat.g_01649
OG0001063	Prac.g_00569	Prat.g_01650
OG0001064	Prac.g_00471	Prat.g_01652
OG0001065	Prac.g_00476	Prat.g_01655
OG0001066	Prac.g_00477	Prat.g_01657
OG0001067	Prac.g_00478	Prat.g_01658
OG0001068	Prac.g_00480	Prat.g_01661
OG0001069	Prac.g_00481	Prat.g_01662
OG0001070	Prac.g_00482	Prat.g_01663
OG0001071	Prac.g_00483	Prat.g_01664
OG0001072	Prac.g_00484	Prat.g_01665
OG0001073	Prac.g_00485	Prat.g_01666
OG0001074	Prac.g_00486	Prat.g_01667
OG0001075	Prac.g_00487	Prat.g_01668
OG0001076	Prac.g_00488	Prat.g_01669
OG0001077	Prac.g_00489	Prat.g_01670
OG0001078	Prac.g_00490	Prat.g_01671
OG0001079	Prac.g_00491	Prat.g_01672
OG0001080	Prac.g_00492	Prat.g_01673
OG0001081	Prac.g_00495	Prat.g_01677
OG0001082	Prac.g_00496	Prat.g_01678
OG0001083	Prac.g_00497	Prat.g_01682
OG0001084	Prac.g_00499	Prat.g_01680
OG0001085	Prac.g_00500	Prat.g_01679
OG0001086	Prac.g_00501	Prat.g_01676
OG0001087	Prac.g_00502	Prat.g_01675
OG0001088	Prac.g_00503	Prat.g_01674
OG0001089	Prac.g_00506	Prat.g_01684
OG0001090	Prac.g_00508	Prat.g_01686
OG0001091	Prac.g_00509	Prat.g_01687
OG0001092	Prac.g_00510	Prat.g_01688
OG0001093	Prac.g_00511	Prat.g_01689
OG0001094	Prac.g_00512	Prat.g_01690
OG0001095	Prac.g_00513	Prat.g_01691
OG0001096	Prac.g_00514	Prat.g_01692
OG0001097	Prac.g_00515	Prat.g_01693
OG0001098	Prac.g_00516	Prat.g_01694
OG0001099	Prac.g_00517	Prat.g_01695
OG0001100	Prac.g_00518	Prat.g_01696
OG0001101	Prac.g_00519	Prat.g_01697
OG0001102	Prac.g_00520	Prat.g_01698
OG0001103	Prac.g_00521	Prat.g_01699
OG0001104	Prac.g_00522	Prat.g_01700
OG0001105	Prac.g_00523	Prat.g_01701
OG0001106	Prac.g_00524	Prat.g_01702
OG0001107	Prac.g_00525	Prat.g_01703
OG0001108	Prac.g_00526	Prat.g_01704
OG0001109	Prac.g_00527	Prat.g_01705
OG0001110	Prac.g_00528	Prat.g_01706
OG0001111	Prac.g_00529	Prat.g_01707
OG0001112	Prac.g_00530	Prat.g_01708
OG0001113	Prac.g_00531	Prat.g_01709
OG0001114	Prac.g_00532	Prat.g_01710
OG0001115	Prac.g_00533	Prat.g_01711
OG0001116	Prac.g_00534	Prat.g_01712
OG0001117	Prac.g_00535	Prat.g_01713
OG0001118	Prac.g_00536	Prat.g_01714
OG0001119	Prac.g_00537	Prat.g_01715
OG0001120	Prac.g_00538	Prat.g_01327
OG0001121	Prac.g_00540	Prat.g_01717
OG0001122	Prac.g_00541	Prat.g_01718
OG0001123	Prac.g_00542	Prat.g_01719
OG0001124	Prac.g_00544	Prat.g_01721
OG0001125	Prac.g_00546	Prat.g_01723
OG0001126	Prac.g_00547	Prat.g_01724
OG0001127	Prac.g_00549	Prat.g_01727
OG0001128	Prac.g_00550	Prat.g_01728
OG0001129	Prac.g_00551	Prat.g_01729
OG0001130	Prac.g_00553	Prat.g_01732
OG0001131	Prac.g_00554	Prat.g_01733
OG0001132	Prac.g_00555	Prat.g_01734
OG0001133	Prac.g_00556	Prat.g_01735
OG0001134	Prac.g_00557	Prat.g_01736
OG0001135	Prac.g_00558	Prat.g_01737
OG0001136	Prac.g_00559	Prat.g_01738
OG0001137	Prac.g_00560	Prat.g_01739
OG0001138	Prac.g_00561	Prat.g_01740
OG0001139	Prac.g_00562	Prat.g_01742
OG0001140	Prac.g_00563	Prat.g_01744
OG0001141	Prac.g_00564	Prat.g_01745
OG0001142	Prac.g_00005	Prat.g_01748
OG0001143	Prac.g_00006	Prat.g_01749
OG0001144	Prac.g_00007	Prat.g_01750
OG0001145	Prac.g_00008	Prat.g_01751
OG0001146	Prac.g_00009	Prat.g_01752
OG0001147	Prac.g_00010	Prat.g_01753
OG0001148	Prac.g_00011	Prat.g_01754
OG0001149	Prac.g_00013	Prat.g_01756
OG0001150	Prac.g_00014	Prat.g_01757
OG0001151	Prac.g_00016	Prat.g_01760
OG0001152	Prac.g_00017	Prat.g_01761
OG0001153	Prac.g_00018	Prat.g_01762
OG0001154	Prac.g_00020	Prat.g_01764
OG0001155	Prac.g_00022	Prat.g_01766
OG0001156	Prac.g_00024	Prat.g_01768
OG0001157	Prac.g_00025	Prat.g_01770
OG0001158	Prac.g_00027	Prat.g_01772
OG0001159	Prac.g_00028	Prat.g_01773
OG0001160	Prac.g_00029	Prat.g_01775
OG0001161	Prac.g_00030	Prat.g_01776
OG0001162	Prac.g_00031	Prat.g_01777
OG0001163	Prac.g_00032	Prat.g_01778
OG0001164	Prac.g_00033	Prat.g_01779
OG0001165	Prac.g_00034	Prat.g_01780
OG0001166	Prac.g_00035	Prat.g_01781
OG0001167	Prac.g_00036	Prat.g_01783
OG0001168	Prac.g_00037	Prat.g_01784
OG0001169	Prac.g_00038	Prat.g_01785
