Orthogroup	Prbh	Syas
OG0000584	Prbh.g_00219	Syas.g_00871
OG0000585	Prbh.g_00217	Syas.g_00868
OG0000586	Prbh.g_00216	Syas.g_00867
OG0000587	Prbh.g_00215	Syas.g_00865
OG0000588	Prbh.g_01465	Syas.g_00960
OG0000589	Prbh.g_01462	Syas.g_00121
OG0000590	Prbh.g_01461	Syas.g_00120
OG0000591	Prbh.g_01457	Syas.g_00106
OG0000592	Prbh.g_01456	Syas.g_00105
OG0000593	Prbh.g_01221	Syas.g_00750
OG0000594	Prbh.g_01220	Syas.g_00749
OG0000595	Prbh.g_01219	Syas.g_00748
OG0000596	Prbh.g_01216	Syas.g_00743
OG0000597	Prbh.g_01213	Syas.g_00740
OG0000598	Prbh.g_01212	Syas.g_00739
OG0000599	Prbh.g_01209	Syas.g_00732
OG0000600	Prbh.g_01208	Syas.g_00731
OG0000601	Prbh.g_01207	Syas.g_00730
OG0000602	Prbh.g_01205	Syas.g_00725
OG0000603	Prbh.g_01204	Syas.g_00724
OG0000604	Prbh.g_01203	Syas.g_00721
OG0000605	Prbh.g_01202	Syas.g_00719
OG0000606	Prbh.g_01199	Syas.g_00716
OG0000607	Prbh.g_01196	Syas.g_00713
OG0000608	Prbh.g_01195	Syas.g_00712
OG0000609	Prbh.g_01194	Syas.g_00710
OG0000610	Prbh.g_01188	Syas.g_00702
OG0000611	Prbh.g_01185	Syas.g_00699
OG0000612	Prbh.g_01184	Syas.g_00698
OG0000613	Prbh.g_00907	Syas.g_01825
OG0000614	Prbh.g_00928	Syas.g_01044
OG0000615	Prbh.g_00939	Syas.g_00650
OG0000616	Prbh.g_01487	Syas.g_02011
OG0000617	Prbh.g_01167	Syas.g_00180
OG0000618	Prbh.g_01166	Syas.g_00181
OG0000619	Prbh.g_01165	Syas.g_00182
OG0000620	Prbh.g_01162	Syas.g_00188
OG0000621	Prbh.g_01161	Syas.g_00189
OG0000622	Prbh.g_01160	Syas.g_00190
OG0000623	Prbh.g_01159	Syas.g_00191
OG0000624	Prbh.g_01157	Syas.g_00192
OG0000625	Prbh.g_01156	Syas.g_00193
OG0000626	Prbh.g_01155	Syas.g_00194
OG0000627	Prbh.g_01154	Syas.g_00372
OG0000628	Prbh.g_01153	Syas.g_00373
OG0000629	Prbh.g_01151	Syas.g_00376
OG0000630	Prbh.g_01148	Syas.g_00397
OG0000631	Prbh.g_01056	Syas.g_00405
OG0000632	Prbh.g_01057	Syas.g_00406
OG0000633	Prbh.g_01058	Syas.g_00407
OG0000634	Prbh.g_00949	Syas.g_00600
OG0000635	Prbh.g_00950	Syas.g_00599
OG0000636	Prbh.g_00952	Syas.g_00597
OG0000637	Prbh.g_00954	Syas.g_00595
OG0000638	Prbh.g_00955	Syas.g_00594
OG0000639	Prbh.g_00956	Syas.g_00593
OG0000640	Prbh.g_00957	Syas.g_00592
OG0000641	Prbh.g_00961	Syas.g_00587
OG0000642	Prbh.g_00962	Syas.g_00586
OG0000643	Prbh.g_00963	Syas.g_00585
OG0000644	Prbh.g_00964	Syas.g_00584
OG0000645	Prbh.g_00965	Syas.g_00583
OG0000646	Prbh.g_00967	Syas.g_00580
OG0000647	Prbh.g_00969	Syas.g_00578
OG0000648	Prbh.g_00971	Syas.g_00576
OG0000649	Prbh.g_00972	Syas.g_00575
OG0000650	Prbh.g_00973	Syas.g_00574
OG0000651	Prbh.g_00974	Syas.g_00573
OG0000652	Prbh.g_00975	Syas.g_00572
OG0000653	Prbh.g_00977	Syas.g_00570
OG0000654	Prbh.g_00978	Syas.g_00569
OG0000655	Prbh.g_00979	Syas.g_00568
OG0000656	Prbh.g_00982	Syas.g_00565
OG0000657	Prbh.g_00989	Syas.g_00232
OG0000658	Prbh.g_00991	Syas.g_00235
OG0000659	Prbh.g_00992	Syas.g_00236
OG0000660	Prbh.g_00996	Syas.g_00240
OG0000661	Prbh.g_00998	Syas.g_00242
OG0000662	Prbh.g_01001	Syas.g_00281
OG0000663	Prbh.g_01003	Syas.g_00284
OG0000664	Prbh.g_01004	Syas.g_00287
OG0000665	Prbh.g_01010	Syas.g_00385
OG0000666	Prbh.g_01011	Syas.g_01362
OG0000667	Prbh.g_01015	Syas.g_00088
OG0000668	Prbh.g_00857	Syas.g_00221
OG0000669	Prbh.g_00868	Syas.g_00684
OG0000670	Prbh.g_00871	Syas.g_00681
OG0000671	Prbh.g_00873	Syas.g_00679
OG0000672	Prbh.g_00876	Syas.g_00676
OG0000673	Prbh.g_00879	Syas.g_00673
OG0000674	Prbh.g_00881	Syas.g_00671
OG0000675	Prbh.g_00882	Syas.g_00670
OG0000676	Prbh.g_00884	Syas.g_00668
OG0000677	Prbh.g_00885	Syas.g_00667
OG0000678	Prbh.g_00887	Syas.g_00660
OG0000679	Prbh.g_00891	Syas.g_00629
OG0000680	Prbh.g_00892	Syas.g_00628
OG0000681	Prbh.g_00895	Syas.g_00625
OG0000682	Prbh.g_00896	Syas.g_00624
OG0000683	Prbh.g_00897	Syas.g_00623
OG0000684	Prbh.g_00898	Syas.g_00621
OG0000685	Prbh.g_00900	Syas.g_00187
OG0000686	Prbh.g_00901	Syas.g_00619
OG0000687	Prbh.g_00902	Syas.g_00618
OG0000688	Prbh.g_01179	Syas.g_00612
OG0000689	Prbh.g_01178	Syas.g_00610
OG0000690	Prbh.g_01177	Syas.g_00609
OG0000691	Prbh.g_01176	Syas.g_00608
OG0000692	Prbh.g_01174	Syas.g_00606
OG0000693	Prbh.g_01173	Syas.g_00604
OG0000694	Prbh.g_01172	Syas.g_00603
OG0000695	Prbh.g_01060	Syas.g_00410
OG0000696	Prbh.g_01061	Syas.g_00411
OG0000697	Prbh.g_01062	Syas.g_00413
OG0000698	Prbh.g_01065	Syas.g_00417
OG0000699	Prbh.g_01066	Syas.g_00419
OG0000700	Prbh.g_01067	Syas.g_00420
OG0000701	Prbh.g_01068	Syas.g_00421
OG0000702	Prbh.g_01070	Syas.g_00437
OG0000703	Prbh.g_01071	Syas.g_00438
OG0000704	Prbh.g_01073	Syas.g_00446
OG0000705	Prbh.g_01079	Syas.g_00453
OG0000706	Prbh.g_01080	Syas.g_00454
OG0000707	Prbh.g_01081	Syas.g_00455
OG0000708	Prbh.g_01083	Syas.g_00458
OG0000709	Prbh.g_01087	Syas.g_00466
OG0000710	Prbh.g_01090	Syas.g_00497
OG0000711	Prbh.g_01106	Syas.g_00546
OG0000712	Prbh.g_01107	Syas.g_00548
OG0000713	Prbh.g_01108	Syas.g_00549
OG0000714	Prbh.g_01109	Syas.g_00551
OG0000715	Prbh.g_01111	Syas.g_00553
OG0000716	Prbh.g_01113	Syas.g_00556
OG0000717	Prbh.g_01114	Syas.g_00557
OG0000718	Prbh.g_01116	Syas.g_00561
OG0000719	Prbh.g_01118	Syas.g_00223
OG0000720	Prbh.g_01129	Syas.g_00209
OG0000721	Prbh.g_01133	Syas.g_00207
OG0000722	Prbh.g_01134	Syas.g_00206
OG0000723	Prbh.g_01138	Syas.g_00196
OG0000724	Prbh.g_01036	Syas.g_00999
OG0000725	Prbh.g_01030	Syas.g_01024
OG0000726	Prbh.g_01029	Syas.g_01025
OG0000727	Prbh.g_01028	Syas.g_01026
OG0000728	Prbh.g_01026	Syas.g_01028
OG0000729	Prbh.g_01351	Syas.g_02145
OG0000730	Prbh.g_01325	Syas.g_01544
OG0000731	Prbh.g_00432	Syas.g_01532
OG0000733	Prbh.g_01867	Syas.g_00096
OG0000734	Prbh.g_01299	Syas.g_02414
OG0000735	Prbh.g_01297	Syas.g_01201
OG0000736	Prbh.g_01296	Syas.g_01200
OG0000737	Prbh.g_01295	Syas.g_01199
OG0000738	Prbh.g_01291	Syas.g_01193
OG0000739	Prbh.g_01290	Syas.g_01192
OG0000740	Prbh.g_01289	Syas.g_01191
OG0000741	Prbh.g_01287	Syas.g_01188
OG0000742	Prbh.g_01284	Syas.g_01185
OG0000743	Prbh.g_01282	Syas.g_01182
OG0000744	Prbh.g_01280	Syas.g_01181
OG0000745	Prbh.g_01279	Syas.g_01178
OG0000746	Prbh.g_01277	Syas.g_01176
OG0000747	Prbh.g_01276	Syas.g_01174
OG0000748	Prbh.g_01272	Syas.g_01146
OG0000749	Prbh.g_01271	Syas.g_01144
OG0000750	Prbh.g_01270	Syas.g_01143
OG0000751	Prbh.g_01267	Syas.g_01138
OG0000752	Prbh.g_01265	Syas.g_01136
OG0000753	Prbh.g_01262	Syas.g_01133
OG0000754	Prbh.g_01260	Syas.g_01128
OG0000755	Prbh.g_01254	Syas.g_01117
OG0000756	Prbh.g_01253	Syas.g_01116
OG0000757	Prbh.g_01246	Syas.g_01108
OG0000758	Prbh.g_01245	Syas.g_01107
OG0000759	Prbh.g_01244	Syas.g_01106
OG0000760	Prbh.g_01243	Syas.g_01105
OG0000761	Prbh.g_01242	Syas.g_01104
OG0000762	Prbh.g_01241	Syas.g_01102
OG0000763	Prbh.g_01239	Syas.g_01091
OG0000764	Prbh.g_01238	Syas.g_01090
OG0000765	Prbh.g_01230	Syas.g_01076
OG0000766	Prbh.g_01229	Syas.g_01075
OG0000767	Prbh.g_01227	Syas.g_01073
OG0000768	Prbh.g_01226	Syas.g_01072
OG0000769	Prbh.g_01224	Syas.g_01070
OG0000770	Prbh.g_01451	Syas.g_01067
OG0000771	Prbh.g_01397	Syas.g_00993
OG0000772	Prbh.g_01845	Syas.g_01461
OG0000773	Prbh.g_01364	Syas.g_00002
OG0000774	Prbh.g_01366	Syas.g_02862
OG0000775	Prbh.g_01368	Syas.g_02860
OG0000776	Prbh.g_01369	Syas.g_02859
OG0000777	Prbh.g_01370	Syas.g_02858
OG0000778	Prbh.g_01371	Syas.g_02857
OG0000779	Prbh.g_01375	Syas.g_02852
OG0000780	Prbh.g_01376	Syas.g_02847
OG0000781	Prbh.g_01379	Syas.g_02842
OG0000782	Prbh.g_01380	Syas.g_02841
OG0000783	Prbh.g_01381	Syas.g_02840
OG0000784	Prbh.g_01382	Syas.g_02839
OG0000785	Prbh.g_01384	Syas.g_02837
OG0000786	Prbh.g_01387	Syas.g_02833
OG0000787	Prbh.g_01388	Syas.g_02832
OG0000788	Prbh.g_00206	Syas.g_00782
OG0000789	Prbh.g_00196	Syas.g_01507
OG0000790	Prbh.g_00014	Syas.g_01266
OG0000791	Prbh.g_00016	Syas.g_01268
OG0000792	Prbh.g_00017	Syas.g_01269
OG0000793	Prbh.g_00021	Syas.g_01359
OG0000794	Prbh.g_00022	Syas.g_01361
OG0000795	Prbh.g_00023	Syas.g_01363
OG0000796	Prbh.g_00027	Syas.g_01368
OG0000797	Prbh.g_00028	Syas.g_01369
OG0000798	Prbh.g_00033	Syas.g_01750
OG0000798	Prbh.g_00062	Syas.g_02134
OG0000799	Prbh.g_00079	Syas.g_02789
OG0000800	Prbh.g_00080	Syas.g_02790
OG0000801	Prbh.g_00081	Syas.g_02791
OG0000802	Prbh.g_00083	Syas.g_02797
OG0000803	Prbh.g_00085	Syas.g_02800
OG0000804	Prbh.g_00086	Syas.g_02803
OG0000805	Prbh.g_00088	Syas.g_02805
OG0000806	Prbh.g_00090	Syas.g_02807
OG0000807	Prbh.g_00091	Syas.g_02808
OG0000808	Prbh.g_00092	Syas.g_02809
OG0000809	Prbh.g_00094	Syas.g_02811
OG0000810	Prbh.g_00095	Syas.g_02813
OG0000811	Prbh.g_00102	Syas.g_02822
OG0000812	Prbh.g_00104	Syas.g_02824
OG0000813	Prbh.g_00105	Syas.g_02825
OG0000814	Prbh.g_00107	Syas.g_02827
OG0000815	Prbh.g_00108	Syas.g_02829
OG0000816	Prbh.g_00110	Syas.g_02831
OG0000817	Prbh.g_00111	Syas.g_02753
OG0000818	Prbh.g_00116	Syas.g_01282
OG0000819	Prbh.g_00117	Syas.g_01283
OG0000820	Prbh.g_00118	Syas.g_01284
OG0000821	Prbh.g_00122	Syas.g_01289
OG0000822	Prbh.g_00123	Syas.g_01291
OG0000823	Prbh.g_00124	Syas.g_01292
OG0000824	Prbh.g_00127	Syas.g_01297
OG0000825	Prbh.g_00128	Syas.g_01298
OG0000826	Prbh.g_00129	Syas.g_01299
OG0000827	Prbh.g_00130	Syas.g_01300
OG0000828	Prbh.g_00133	Syas.g_01303
OG0000829	Prbh.g_00134	Syas.g_01304
OG0000830	Prbh.g_00135	Syas.g_01305
OG0000831	Prbh.g_00137	Syas.g_01308
OG0000832	Prbh.g_00147	Syas.g_01476
OG0000833	Prbh.g_00156	Syas.g_02738
OG0000834	Prbh.g_00157	Syas.g_02737
OG0000835	Prbh.g_00158	Syas.g_02736
OG0000836	Prbh.g_00159	Syas.g_02732
OG0000837	Prbh.g_00160	Syas.g_02731
OG0000838	Prbh.g_00163	Syas.g_02727
OG0000839	Prbh.g_00164	Syas.g_02726
OG0000840	Prbh.g_00165	Syas.g_02725
OG0000841	Prbh.g_00166	Syas.g_02724
OG0000842	Prbh.g_00167	Syas.g_02723
OG0000843	Prbh.g_00168	Syas.g_02722
OG0000844	Prbh.g_00169	Syas.g_02720
OG0000845	Prbh.g_00170	Syas.g_02719
OG0000846	Prbh.g_00171	Syas.g_02718
OG0000847	Prbh.g_00172	Syas.g_02717
OG0000848	Prbh.g_00173	Syas.g_02715
OG0000849	Prbh.g_00174	Syas.g_02714
OG0000850	Prbh.g_00176	Syas.g_02711
OG0000851	Prbh.g_00177	Syas.g_02708
OG0000852	Prbh.g_00178	Syas.g_02707
OG0000853	Prbh.g_00183	Syas.g_02703
OG0000854	Prbh.g_00185	Syas.g_02701
OG0000855	Prbh.g_00186	Syas.g_02700
OG0000856	Prbh.g_01454	Syas.g_00103
OG0000857	Prbh.g_00968	Syas.g_00579
OG0000858	Prbh.g_01789	Syas.g_02693
OG0000859	Prbh.g_01788	Syas.g_02692
OG0000860	Prbh.g_01780	Syas.g_02679
OG0000861	Prbh.g_01779	Syas.g_02678
OG0000862	Prbh.g_01778	Syas.g_02677
OG0000863	Prbh.g_01776	Syas.g_02675
OG0000864	Prbh.g_01775	Syas.g_02674
OG0000865	Prbh.g_01774	Syas.g_02673
OG0000866	Prbh.g_01773	Syas.g_02672
OG0000867	Prbh.g_01772	Syas.g_02671
OG0000868	Prbh.g_01770	Syas.g_02667
OG0000869	Prbh.g_01767	Syas.g_02662
OG0000870	Prbh.g_01762	Syas.g_02657
OG0000871	Prbh.g_01761	Syas.g_02656
OG0000872	Prbh.g_01760	Syas.g_02650
OG0000873	Prbh.g_01757	Syas.g_02647
OG0000874	Prbh.g_01754	Syas.g_02645
OG0000875	Prbh.g_01752	Syas.g_02644
OG0000876	Prbh.g_01751	Syas.g_00280
OG0000877	Prbh.g_01749	Syas.g_02603
OG0000878	Prbh.g_01748	Syas.g_02602
OG0000879	Prbh.g_01747	Syas.g_02601
OG0000880	Prbh.g_01746	Syas.g_02600
OG0000881	Prbh.g_01742	Syas.g_02596
OG0000882	Prbh.g_01737	Syas.g_02591
OG0000883	Prbh.g_01735	Syas.g_02586
OG0000884	Prbh.g_01733	Syas.g_02584
OG0000885	Prbh.g_01732	Syas.g_02583
OG0000886	Prbh.g_01731	Syas.g_02582
OG0000887	Prbh.g_01730	Syas.g_02581
OG0000888	Prbh.g_01728	Syas.g_02579
OG0000889	Prbh.g_01726	Syas.g_02577
OG0000890	Prbh.g_01725	Syas.g_02574
OG0000891	Prbh.g_01724	Syas.g_02573
OG0000892	Prbh.g_01723	Syas.g_02571
OG0000893	Prbh.g_01719	Syas.g_01677
OG0000894	Prbh.g_01716	Syas.g_01667
OG0000895	Prbh.g_01712	Syas.g_01663
OG0000896	Prbh.g_01711	Syas.g_01662
OG0000897	Prbh.g_01709	Syas.g_01660
OG0000898	Prbh.g_01708	Syas.g_01659
OG0000899	Prbh.g_01707	Syas.g_01658
OG0000900	Prbh.g_01706	Syas.g_01657
OG0000901	Prbh.g_01703	Syas.g_01652
OG0000902	Prbh.g_01701	Syas.g_01651
OG0000903	Prbh.g_01697	Syas.g_01637
OG0000904	Prbh.g_01692	Syas.g_01642
OG0000905	Prbh.g_01699	Syas.g_01647
OG0000906	Prbh.g_01700	Syas.g_01649
OG0000907	Prbh.g_01687	Syas.g_01635
OG0000908	Prbh.g_01684	Syas.g_01632
OG0000909	Prbh.g_01683	Syas.g_01631
OG0000910	Prbh.g_01682	Syas.g_01630
OG0000911	Prbh.g_01680	Syas.g_01628
OG0000912	Prbh.g_01679	Syas.g_01627
OG0000913	Prbh.g_01678	Syas.g_01626
OG0000914	Prbh.g_01677	Syas.g_01625
OG0000915	Prbh.g_01676	Syas.g_01623
OG0000916	Prbh.g_01675	Syas.g_01622
OG0000917	Prbh.g_01674	Syas.g_01621
OG0000918	Prbh.g_01673	Syas.g_01620
OG0000919	Prbh.g_01672	Syas.g_01619
OG0000920	Prbh.g_01671	Syas.g_01618
OG0000921	Prbh.g_01670	Syas.g_01617
OG0000922	Prbh.g_01669	Syas.g_01616
OG0000923	Prbh.g_01665	Syas.g_01612
OG0000924	Prbh.g_01664	Syas.g_01611
OG0000925	Prbh.g_01663	Syas.g_01610
OG0000926	Prbh.g_01662	Syas.g_01609
OG0000927	Prbh.g_01660	Syas.g_01607
OG0000928	Prbh.g_01659	Syas.g_01606
OG0000929	Prbh.g_01658	Syas.g_01605
OG0000930	Prbh.g_01657	Syas.g_01604
OG0000931	Prbh.g_01656	Syas.g_01603
OG0000932	Prbh.g_01655	Syas.g_01602
OG0000933	Prbh.g_01651	Syas.g_01596
OG0000934	Prbh.g_01649	Syas.g_01594
OG0000935	Prbh.g_01648	Syas.g_01593
OG0000936	Prbh.g_01647	Syas.g_01592
OG0000937	Prbh.g_01646	Syas.g_01591
OG0000938	Prbh.g_01643	Syas.g_01588
OG0000939	Prbh.g_01642	Syas.g_01587
OG0000940	Prbh.g_01635	Syas.g_01580
OG0000941	Prbh.g_01633	Syas.g_01578
OG0000942	Prbh.g_01631	Syas.g_01576
OG0000943	Prbh.g_01630	Syas.g_01575
OG0000944	Prbh.g_01628	Syas.g_01573
OG0000945	Prbh.g_01627	Syas.g_01572
OG0000946	Prbh.g_01621	Syas.g_01565
OG0000947	Prbh.g_01619	Syas.g_01562
OG0000948	Prbh.g_01618	Syas.g_01561
OG0000949	Prbh.g_01615	Syas.g_02213
OG0000950	Prbh.g_01608	Syas.g_02197
OG0000951	Prbh.g_01604	Syas.g_02190
OG0000952	Prbh.g_01600	Syas.g_02186
OG0000953	Prbh.g_01596	Syas.g_02182
OG0000954	Prbh.g_01592	Syas.g_02174
OG0000955	Prbh.g_01591	Syas.g_02173
OG0000956	Prbh.g_01589	Syas.g_02171
OG0000957	Prbh.g_01583	Syas.g_02158
OG0000958	Prbh.g_01582	Syas.g_02157
OG0000959	Prbh.g_01578	Syas.g_02154
OG0000960	Prbh.g_01577	Syas.g_02153
OG0000961	Prbh.g_01574	Syas.g_02345
OG0000962	Prbh.g_01572	Syas.g_02146
OG0000963	Prbh.g_01568	Syas.g_02143
OG0000964	Prbh.g_01567	Syas.g_02142
OG0000965	Prbh.g_01566	Syas.g_02141
OG0000966	Prbh.g_01560	Syas.g_02112
OG0000967	Prbh.g_01556	Syas.g_02108
OG0000968	Prbh.g_01554	Syas.g_02106
OG0000969	Prbh.g_01553	Syas.g_02104
OG0000970	Prbh.g_01552	Syas.g_02103
OG0000971	Prbh.g_01551	Syas.g_02101
OG0000972	Prbh.g_01550	Syas.g_02100
OG0000973	Prbh.g_01549	Syas.g_02099
OG0000974	Prbh.g_01548	Syas.g_02098
OG0000975	Prbh.g_01547	Syas.g_02097
OG0000976	Prbh.g_01546	Syas.g_02096
OG0000977	Prbh.g_01545	Syas.g_02094
OG0000978	Prbh.g_01544	Syas.g_02093
OG0000979	Prbh.g_01541	Syas.g_02090
OG0000980	Prbh.g_01539	Syas.g_02087
OG0000981	Prbh.g_01536	Syas.g_02084
OG0000982	Prbh.g_01534	Syas.g_01882
OG0000983	Prbh.g_01533	Syas.g_01883
OG0000984	Prbh.g_01532	Syas.g_01884
OG0000985	Prbh.g_01529	Syas.g_01888
OG0000986	Prbh.g_01527	Syas.g_01891
OG0000987	Prbh.g_01526	Syas.g_01897
OG0000988	Prbh.g_01523	Syas.g_01902
OG0000989	Prbh.g_01519	Syas.g_01908
OG0000990	Prbh.g_01514	Syas.g_01937
OG0000991	Prbh.g_01513	Syas.g_01939
OG0000992	Prbh.g_01510	Syas.g_01943
OG0000993	Prbh.g_01509	Syas.g_01945
OG0000994	Prbh.g_01508	Syas.g_01948
OG0000995	Prbh.g_01504	Syas.g_01955
OG0000996	Prbh.g_01503	Syas.g_01977
OG0000997	Prbh.g_01501	Syas.g_01993
OG0000998	Prbh.g_01499	Syas.g_01995
OG0000999	Prbh.g_01498	Syas.g_01996
OG0001000	Prbh.g_01495	Syas.g_02000
OG0001001	Prbh.g_01490	Syas.g_02006
OG0001002	Prbh.g_01485	Syas.g_02014
OG0001003	Prbh.g_01484	Syas.g_02016
OG0001004	Prbh.g_01483	Syas.g_02017
OG0001005	Prbh.g_01482	Syas.g_02018
OG0001006	Prbh.g_01478	Syas.g_02032
OG0001007	Prbh.g_01476	Syas.g_02034
OG0001008	Prbh.g_00395	Syas.g_01496
OG0001009	Prbh.g_00753	Syas.g_02065
OG0001010	Prbh.g_00752	Syas.g_02066
OG0001011	Prbh.g_00751	Syas.g_02068
OG0001012	Prbh.g_00739	Syas.g_00152
OG0001013	Prbh.g_00732	Syas.g_01866
OG0001014	Prbh.g_00729	Syas.g_01857
OG0001015	Prbh.g_00728	Syas.g_01856
OG0001016	Prbh.g_00709	Syas.g_02517
OG0001017	Prbh.g_00705	Syas.g_02511
OG0001018	Prbh.g_00703	Syas.g_02509
OG0001019	Prbh.g_00694	Syas.g_02469
OG0001020	Prbh.g_00693	Syas.g_02443
OG0001021	Prbh.g_00692	Syas.g_02437
OG0001022	Prbh.g_00689	Syas.g_02434
OG0001023	Prbh.g_00688	Syas.g_02433
OG0001024	Prbh.g_00685	Syas.g_00135
OG0001025	Prbh.g_00678	Syas.g_02424
OG0001026	Prbh.g_00670	Syas.g_02412
OG0001027	Prbh.g_00669	Syas.g_02408
OG0001028	Prbh.g_00667	Syas.g_02405
OG0001029	Prbh.g_00666	Syas.g_02403
OG0001030	Prbh.g_00650	Syas.g_02384
OG0001031	Prbh.g_00596	Syas.g_02293
OG0001032	Prbh.g_00595	Syas.g_02290
OG0001033	Prbh.g_00574	Syas.g_02239
OG0001034	Prbh.g_00544	Syas.g_02556
OG0001035	Prbh.g_00524	Syas.g_01704
OG0001036	Prbh.g_00520	Syas.g_01709
OG0001037	Prbh.g_00519	Syas.g_01711
OG0001038	Prbh.g_00501	Syas.g_01751
OG0001039	Prbh.g_00498	Syas.g_01754
OG0001041	Prbh.g_00491	Syas.g_01761
OG0001042	Prbh.g_00474	Syas.g_01821
OG0001043	Prbh.g_00473	Syas.g_01817
OG0001044	Prbh.g_00440	Syas.g_01542
OG0001045	Prbh.g_00430	Syas.g_01529
OG0001046	Prbh.g_01877	Syas.g_00532
OG0001047	Prbh.g_00393	Syas.g_01494
OG0001048	Prbh.g_00392	Syas.g_01493
OG0001049	Prbh.g_00390	Syas.g_02742
OG0001050	Prbh.g_00389	Syas.g_02743
OG0001051	Prbh.g_00388	Syas.g_02744
OG0001052	Prbh.g_00360	Syas.g_01337
OG0001053	Prbh.g_00348	Syas.g_01250
OG0001054	Prbh.g_00333	Syas.g_01231
OG0001055	Prbh.g_00313	Syas.g_01210
OG0001056	Prbh.g_00293	Syas.g_00068
OG0001057	Prbh.g_00289	Syas.g_00763
OG0001058	Prbh.g_00281	Syas.g_00787
OG0001059	Prbh.g_00277	Syas.g_00791
OG0001060	Prbh.g_00270	Syas.g_00797
OG0001061	Prbh.g_00255	Syas.g_00816
OG0001062	Prbh.g_00253	Syas.g_00819
OG0001063	Prbh.g_00251	Syas.g_00830
OG0001064	Prbh.g_00250	Syas.g_00831
OG0001065	Prbh.g_00249	Syas.g_00832
OG0001066	Prbh.g_00248	Syas.g_00833
OG0001067	Prbh.g_00247	Syas.g_00834
OG0001068	Prbh.g_00246	Syas.g_00835
OG0001069	Prbh.g_00245	Syas.g_00836
OG0001070	Prbh.g_00243	Syas.g_00840
OG0001071	Prbh.g_00242	Syas.g_00841
OG0001072	Prbh.g_00240	Syas.g_00844
OG0001073	Prbh.g_00226	Syas.g_00855
OG0001074	Prbh.g_00214	Syas.g_00157
OG0001075	Prbh.g_00213	Syas.g_00163
OG0001076	Prbh.g_01459	Syas.g_00113
OG0001077	Prbh.g_01453	Syas.g_00101
OG0001078	Prbh.g_01217	Syas.g_00745
OG0001079	Prbh.g_01206	Syas.g_00729
OG0001080	Prbh.g_01200	Syas.g_00717
OG0001081	Prbh.g_01198	Syas.g_00715
OG0001082	Prbh.g_01197	Syas.g_00714
OG0001083	Prbh.g_01192	Syas.g_00707
OG0001084	Prbh.g_01191	Syas.g_00706
OG0001085	Prbh.g_00904	Syas.g_00693
OG0001086	Prbh.g_00905	Syas.g_00691
OG0001087	Prbh.g_00923	Syas.g_00071
OG0001088	Prbh.g_00924	Syas.g_01060
OG0001089	Prbh.g_00935	Syas.g_01039
OG0001090	Prbh.g_00946	Syas.g_00980
OG0001091	Prbh.g_01170	Syas.g_00979
OG0001092	Prbh.g_01169	Syas.g_00178
OG0001093	Prbh.g_01164	Syas.g_00184
OG0001095	Prbh.g_00966	Syas.g_00582
OG0001097	Prbh.g_00999	Syas.g_00243
OG0001098	Prbh.g_01019	Syas.g_00880
OG0001099	Prbh.g_00861	Syas.g_02404
OG0001100	Prbh.g_00870	Syas.g_00682
OG0001101	Prbh.g_00872	Syas.g_00680
OG0001102	Prbh.g_00875	Syas.g_00677
OG0001103	Prbh.g_00877	Syas.g_00675
OG0001104	Prbh.g_00899	Syas.g_00620
OG0001105	Prbh.g_00903	Syas.g_00617
OG0001106	Prbh.g_01074	Syas.g_00447
OG0001107	Prbh.g_01084	Syas.g_00459
OG0001108	Prbh.g_01088	Syas.g_00494
OG0001109	Prbh.g_01089	Syas.g_00496
OG0001110	Prbh.g_01091	Syas.g_00498
OG0001111	Prbh.g_01092	Syas.g_00500
OG0001112	Prbh.g_01093	Syas.g_00503
OG0001113	Prbh.g_01094	Syas.g_00504
OG0001114	Prbh.g_01095	Syas.g_00505
OG0001115	Prbh.g_01097	Syas.g_00527
OG0001116	Prbh.g_01098	Syas.g_00529
OG0001117	Prbh.g_01099	Syas.g_00530
OG0001118	Prbh.g_01100	Syas.g_00531
OG0001119	Prbh.g_01101	Syas.g_00533
OG0001120	Prbh.g_01102	Syas.g_00539
OG0001122	Prbh.g_01119	Syas.g_00222
OG0001123	Prbh.g_01124	Syas.g_00214
OG0001124	Prbh.g_01126	Syas.g_00212
OG0001125	Prbh.g_01128	Syas.g_00210
OG0001126	Prbh.g_01042	Syas.g_00991
OG0001127	Prbh.g_01041	Syas.g_00992
OG0001128	Prbh.g_01039	Syas.g_00995
OG0001129	Prbh.g_01038	Syas.g_00997
OG0001130	Prbh.g_01037	Syas.g_00998
OG0001131	Prbh.g_00411	Syas.g_01401
OG0001132	Prbh.g_00827	Syas.g_00525
OG0001133	Prbh.g_00008	Syas.g_00109
OG0001136	Prbh.g_01286	Syas.g_01187
OG0001138	Prbh.g_01252	Syas.g_01114
OG0001139	Prbh.g_01250	Syas.g_01112
OG0001140	Prbh.g_01249	Syas.g_01111
OG0001141	Prbh.g_01248	Syas.g_01110
OG0001142	Prbh.g_01247	Syas.g_01109
OG0001143	Prbh.g_01240	Syas.g_01092
OG0001144	Prbh.g_01235	Syas.g_01084
OG0001145	Prbh.g_01365	Syas.g_02867
OG0001146	Prbh.g_01377	Syas.g_02846
OG0001147	Prbh.g_00002	Syas.g_01329
OG0001148	Prbh.g_00011	Syas.g_01263
OG0001149	Prbh.g_00012	Syas.g_01264
