Orthogroup	Prbh	Prak
OG0000538	Prbh.g_00329	Prak.g_00462
OG0000539	Prbh.g_00328	Prak.g_00463
OG0000540	Prbh.g_00327	Prak.g_00464
OG0000541	Prbh.g_00326	Prak.g_00465
OG0000542	Prbh.g_00325	Prak.g_00466
OG0000543	Prbh.g_00323	Prak.g_00468
OG0000544	Prbh.g_00322	Prak.g_00469
OG0000545	Prbh.g_00320	Prak.g_00471
OG0000546	Prbh.g_00317	Prak.g_00474
OG0000547	Prbh.g_00315	Prak.g_00476
OG0000548	Prbh.g_00314	Prak.g_00477
OG0000549	Prbh.g_00311	Prak.g_00479
OG0000550	Prbh.g_00306	Prak.g_00483
OG0000551	Prbh.g_00303	Prak.g_00486
OG0000552	Prbh.g_00302	Prak.g_00487
OG0000553	Prbh.g_00301	Prak.g_00488
OG0000554	Prbh.g_00295	Prak.g_00493
OG0000555	Prbh.g_00288	Prak.g_00501
OG0000556	Prbh.g_00286	Prak.g_00503
OG0000557	Prbh.g_00285	Prak.g_00504
OG0000558	Prbh.g_00283	Prak.g_00507
OG0000559	Prbh.g_00279	Prak.g_00511
OG0000560	Prbh.g_00276	Prak.g_00514
OG0000561	Prbh.g_00275	Prak.g_00515
OG0000562	Prbh.g_00274	Prak.g_00516
OG0000563	Prbh.g_00273	Prak.g_00517
OG0000564	Prbh.g_00272	Prak.g_00518
OG0000565	Prbh.g_00269	Prak.g_00520
OG0000566	Prbh.g_00265	Prak.g_00524
OG0000567	Prbh.g_00261	Prak.g_00528
OG0000568	Prbh.g_00260	Prak.g_00529
OG0000569	Prbh.g_00259	Prak.g_00530
OG0000570	Prbh.g_00258	Prak.g_00531
OG0000571	Prbh.g_00256	Prak.g_00533
OG0000572	Prbh.g_00244	Prak.g_00547
OG0000573	Prbh.g_00238	Prak.g_00553
OG0000574	Prbh.g_00237	Prak.g_00554
OG0000575	Prbh.g_00233	Prak.g_00558
OG0000576	Prbh.g_00231	Prak.g_00560
OG0000577	Prbh.g_00230	Prak.g_00561
OG0000578	Prbh.g_00229	Prak.g_00562
OG0000579	Prbh.g_00228	Prak.g_00563
OG0000580	Prbh.g_00227	Prak.g_00564
OG0000581	Prbh.g_00224	Prak.g_00567
OG0000582	Prbh.g_00221	Prak.g_00570
OG0000583	Prbh.g_00220	Prak.g_00571
OG0000584	Prbh.g_00219	Prak.g_00572
OG0000585	Prbh.g_00217	Prak.g_00574
OG0000586	Prbh.g_00216	Prak.g_00575
OG0000587	Prbh.g_00215	Prak.g_00576
OG0000588	Prbh.g_01465	Prak.g_00580
OG0000589	Prbh.g_01462	Prak.g_00582
OG0000590	Prbh.g_01461	Prak.g_00583
OG0000591	Prbh.g_01457	Prak.g_00587
OG0000592	Prbh.g_01456	Prak.g_00588
OG0000593	Prbh.g_01221	Prak.g_01111
OG0000594	Prbh.g_01220	Prak.g_01110
OG0000595	Prbh.g_01219	Prak.g_01109
OG0000596	Prbh.g_01216	Prak.g_01105
OG0000597	Prbh.g_01213	Prak.g_01102
OG0000598	Prbh.g_01212	Prak.g_01101
OG0000599	Prbh.g_01209	Prak.g_01098
OG0000600	Prbh.g_01208	Prak.g_01097
OG0000601	Prbh.g_01207	Prak.g_01096
OG0000602	Prbh.g_01205	Prak.g_01094
OG0000603	Prbh.g_01204	Prak.g_01093
OG0000604	Prbh.g_01203	Prak.g_01092
OG0000605	Prbh.g_01202	Prak.g_01091
OG0000606	Prbh.g_01199	Prak.g_01088
OG0000607	Prbh.g_01196	Prak.g_01085
OG0000608	Prbh.g_01195	Prak.g_01084
OG0000609	Prbh.g_01194	Prak.g_01083
OG0000610	Prbh.g_01188	Prak.g_01077
OG0000611	Prbh.g_01185	Prak.g_01074
OG0000612	Prbh.g_01184	Prak.g_01073
OG0000613	Prbh.g_00907	Prak.g_00800
OG0000614	Prbh.g_00928	Prak.g_00821
OG0000615	Prbh.g_00939	Prak.g_00832
OG0000616	Prbh.g_01487	Prak.g_01934
OG0000617	Prbh.g_01167	Prak.g_01057
OG0000618	Prbh.g_01166	Prak.g_01056
OG0000619	Prbh.g_01165	Prak.g_01055
OG0000620	Prbh.g_01162	Prak.g_01052
OG0000621	Prbh.g_01161	Prak.g_01051
OG0000622	Prbh.g_01160	Prak.g_01050
OG0000623	Prbh.g_01159	Prak.g_01049
OG0000624	Prbh.g_01157	Prak.g_01047
OG0000625	Prbh.g_01156	Prak.g_01046
OG0000626	Prbh.g_01155	Prak.g_01045
OG0000627	Prbh.g_01154	Prak.g_01044
OG0000628	Prbh.g_01153	Prak.g_01043
OG0000629	Prbh.g_01151	Prak.g_01042
OG0000630	Prbh.g_01148	Prak.g_01039
OG0000631	Prbh.g_01056	Prak.g_00946
OG0000632	Prbh.g_01057	Prak.g_00947
OG0000633	Prbh.g_01058	Prak.g_00948
OG0000634	Prbh.g_00949	Prak.g_00841
OG0000635	Prbh.g_00950	Prak.g_00842
OG0000636	Prbh.g_00952	Prak.g_00844
OG0000637	Prbh.g_00954	Prak.g_00846
OG0000638	Prbh.g_00955	Prak.g_00847
OG0000639	Prbh.g_00956	Prak.g_00848
OG0000640	Prbh.g_00957	Prak.g_00849
OG0000641	Prbh.g_00961	Prak.g_00853
OG0000642	Prbh.g_00962	Prak.g_00854
OG0000643	Prbh.g_00963	Prak.g_00855
OG0000644	Prbh.g_00964	Prak.g_00856
OG0000645	Prbh.g_00965	Prak.g_00857
OG0000646	Prbh.g_00967	Prak.g_00859
OG0000647	Prbh.g_00969	Prak.g_00861
OG0000648	Prbh.g_00971	Prak.g_00863
OG0000649	Prbh.g_00972	Prak.g_00864
OG0000650	Prbh.g_00973	Prak.g_00865
OG0000651	Prbh.g_00974	Prak.g_00866
OG0000652	Prbh.g_00975	Prak.g_00867
OG0000653	Prbh.g_00977	Prak.g_00869
OG0000654	Prbh.g_00978	Prak.g_00870
OG0000655	Prbh.g_00979	Prak.g_00871
OG0000656	Prbh.g_00982	Prak.g_00874
OG0000657	Prbh.g_00989	Prak.g_00882
OG0000658	Prbh.g_00991	Prak.g_00884
OG0000659	Prbh.g_00992	Prak.g_00885
OG0000660	Prbh.g_00996	Prak.g_00889
OG0000661	Prbh.g_00998	Prak.g_00891
OG0000662	Prbh.g_01001	Prak.g_00893
OG0000663	Prbh.g_01003	Prak.g_00895
OG0000664	Prbh.g_01004	Prak.g_00896
OG0000665	Prbh.g_01010	Prak.g_00902
OG0000666	Prbh.g_01011	Prak.g_00903
OG0000667	Prbh.g_01015	Prak.g_00907
OG0000668	Prbh.g_00857	Prak.g_00748
OG0000669	Prbh.g_00868	Prak.g_00759
OG0000670	Prbh.g_00871	Prak.g_00762
OG0000671	Prbh.g_00873	Prak.g_00765
OG0000672	Prbh.g_00876	Prak.g_00768
OG0000673	Prbh.g_00879	Prak.g_00771
OG0000674	Prbh.g_00881	Prak.g_00773
OG0000675	Prbh.g_00882	Prak.g_00774
OG0000676	Prbh.g_00884	Prak.g_00776
OG0000677	Prbh.g_00885	Prak.g_00777
OG0000678	Prbh.g_00887	Prak.g_00779
OG0000679	Prbh.g_00891	Prak.g_00783
OG0000680	Prbh.g_00892	Prak.g_00784
OG0000681	Prbh.g_00895	Prak.g_00787
OG0000682	Prbh.g_00896	Prak.g_00788
OG0000683	Prbh.g_00897	Prak.g_00789
OG0000684	Prbh.g_00898	Prak.g_00791
OG0000685	Prbh.g_00900	Prak.g_00793
OG0000686	Prbh.g_00901	Prak.g_00794
OG0000687	Prbh.g_00902	Prak.g_00795
OG0000688	Prbh.g_01179	Prak.g_01069
OG0000689	Prbh.g_01178	Prak.g_01068
OG0000690	Prbh.g_01177	Prak.g_01067
OG0000691	Prbh.g_01176	Prak.g_01066
OG0000692	Prbh.g_01174	Prak.g_01064
OG0000693	Prbh.g_01173	Prak.g_01063
OG0000694	Prbh.g_01172	Prak.g_01062
OG0000695	Prbh.g_01060	Prak.g_00950
OG0000696	Prbh.g_01061	Prak.g_00951
OG0000697	Prbh.g_01062	Prak.g_00952
OG0000698	Prbh.g_01065	Prak.g_00955
OG0000699	Prbh.g_01066	Prak.g_00956
OG0000700	Prbh.g_01067	Prak.g_00957
OG0000701	Prbh.g_01068	Prak.g_00958
OG0000702	Prbh.g_01070	Prak.g_00960
OG0000703	Prbh.g_01071	Prak.g_00961
OG0000704	Prbh.g_01073	Prak.g_00963
OG0000705	Prbh.g_01079	Prak.g_00966
OG0000706	Prbh.g_01080	Prak.g_00967
OG0000707	Prbh.g_01081	Prak.g_00968
OG0000708	Prbh.g_01083	Prak.g_00970
OG0000709	Prbh.g_01087	Prak.g_00974
OG0000710	Prbh.g_01090	Prak.g_00977
OG0000711	Prbh.g_01106	Prak.g_00995
OG0000712	Prbh.g_01107	Prak.g_00996
OG0000713	Prbh.g_01108	Prak.g_00997
OG0000714	Prbh.g_01109	Prak.g_00998
OG0000715	Prbh.g_01111	Prak.g_01000
OG0000716	Prbh.g_01113	Prak.g_01002
OG0000717	Prbh.g_01114	Prak.g_01003
OG0000718	Prbh.g_01116	Prak.g_01007
OG0000719	Prbh.g_01118	Prak.g_01009
OG0000720	Prbh.g_01129	Prak.g_01021
OG0000721	Prbh.g_01133	Prak.g_01025
OG0000722	Prbh.g_01134	Prak.g_01026
OG0000723	Prbh.g_01138	Prak.g_01030
OG0000724	Prbh.g_01036	Prak.g_00925
OG0000725	Prbh.g_01030	Prak.g_00919
OG0000726	Prbh.g_01029	Prak.g_00918
OG0000727	Prbh.g_01028	Prak.g_00917
OG0000728	Prbh.g_01026	Prak.g_00915
OG0000729	Prbh.g_01351	Prak.g_01255
OG0000730	Prbh.g_01325	Prak.g_01214
OG0000731	Prbh.g_00432	Prak.g_00362
OG0000733	Prbh.g_01867	Prak.g_01551
OG0000734	Prbh.g_01299	Prak.g_01188
OG0000735	Prbh.g_01297	Prak.g_01186
OG0000736	Prbh.g_01296	Prak.g_01185
OG0000737	Prbh.g_01295	Prak.g_01184
OG0000738	Prbh.g_01291	Prak.g_01180
OG0000739	Prbh.g_01290	Prak.g_01179
OG0000740	Prbh.g_01289	Prak.g_01178
OG0000741	Prbh.g_01287	Prak.g_01176
OG0000742	Prbh.g_01284	Prak.g_01173
OG0000743	Prbh.g_01282	Prak.g_01171
OG0000744	Prbh.g_01280	Prak.g_01170
OG0000745	Prbh.g_01279	Prak.g_01169
OG0000746	Prbh.g_01277	Prak.g_01167
OG0000747	Prbh.g_01276	Prak.g_01166
OG0000748	Prbh.g_01272	Prak.g_01162
OG0000749	Prbh.g_01271	Prak.g_01161
OG0000750	Prbh.g_01270	Prak.g_01160
OG0000751	Prbh.g_01267	Prak.g_01157
OG0000752	Prbh.g_01265	Prak.g_01155
OG0000753	Prbh.g_01262	Prak.g_01153
OG0000754	Prbh.g_01260	Prak.g_01150
OG0000755	Prbh.g_01254	Prak.g_01144
OG0000756	Prbh.g_01253	Prak.g_01143
OG0000757	Prbh.g_01246	Prak.g_01136
OG0000758	Prbh.g_01245	Prak.g_01135
OG0000759	Prbh.g_01244	Prak.g_01134
OG0000760	Prbh.g_01243	Prak.g_01133
OG0000761	Prbh.g_01242	Prak.g_01132
OG0000762	Prbh.g_01241	Prak.g_01131
OG0000763	Prbh.g_01239	Prak.g_01129
OG0000764	Prbh.g_01238	Prak.g_01128
OG0000765	Prbh.g_01230	Prak.g_01120
OG0000766	Prbh.g_01229	Prak.g_01119
OG0000767	Prbh.g_01227	Prak.g_01117
OG0000768	Prbh.g_01226	Prak.g_01116
OG0000769	Prbh.g_01224	Prak.g_01114
OG0000770	Prbh.g_01451	Prak.g_00593
OG0000771	Prbh.g_01397	Prak.g_01487
OG0000772	Prbh.g_01845	Prak.g_01571
OG0000773	Prbh.g_01364	Prak.g_01268
OG0000774	Prbh.g_01366	Prak.g_01270
OG0000775	Prbh.g_01368	Prak.g_01272
OG0000776	Prbh.g_01369	Prak.g_01273
OG0000777	Prbh.g_01370	Prak.g_01274
OG0000778	Prbh.g_01371	Prak.g_01275
OG0000779	Prbh.g_01375	Prak.g_01279
OG0000780	Prbh.g_01376	Prak.g_01280
OG0000781	Prbh.g_01379	Prak.g_01284
OG0000782	Prbh.g_01380	Prak.g_01285
OG0000783	Prbh.g_01381	Prak.g_01286
OG0000784	Prbh.g_01382	Prak.g_01287
OG0000785	Prbh.g_01384	Prak.g_01289
OG0000786	Prbh.g_01387	Prak.g_01292
OG0000787	Prbh.g_01388	Prak.g_01293
OG0000788	Prbh.g_00206	Prak.g_00460
OG0000789	Prbh.g_00196	Prak.g_01490
OG0000790	Prbh.g_00014	Prak.g_01334
OG0000791	Prbh.g_00016	Prak.g_01336
OG0000792	Prbh.g_00017	Prak.g_01337
OG0000793	Prbh.g_00021	Prak.g_01340
OG0000794	Prbh.g_00022	Prak.g_01341
OG0000795	Prbh.g_00023	Prak.g_01342
OG0000796	Prbh.g_00027	Prak.g_01346
OG0000797	Prbh.g_00028	Prak.g_01347
OG0000798	Prbh.g_00062	Prak.g_00696
OG0000799	Prbh.g_00079	Prak.g_01374
OG0000800	Prbh.g_00080	Prak.g_01375
OG0000801	Prbh.g_00081	Prak.g_01376
OG0000802	Prbh.g_00083	Prak.g_01378
OG0000803	Prbh.g_00085	Prak.g_01380
OG0000804	Prbh.g_00086	Prak.g_01381
OG0000805	Prbh.g_00088	Prak.g_01383
OG0000806	Prbh.g_00090	Prak.g_01385
OG0000807	Prbh.g_00091	Prak.g_01386
OG0000808	Prbh.g_00092	Prak.g_01387
OG0000809	Prbh.g_00094	Prak.g_01389
OG0000810	Prbh.g_00095	Prak.g_01390
OG0000811	Prbh.g_00102	Prak.g_01394
OG0000812	Prbh.g_00104	Prak.g_01396
OG0000813	Prbh.g_00105	Prak.g_01397
OG0000814	Prbh.g_00107	Prak.g_01399
OG0000815	Prbh.g_00108	Prak.g_01400
OG0000816	Prbh.g_00110	Prak.g_01402
OG0000817	Prbh.g_00111	Prak.g_01403
OG0000818	Prbh.g_00116	Prak.g_01408
OG0000819	Prbh.g_00117	Prak.g_01409
OG0000820	Prbh.g_00118	Prak.g_01410
OG0000821	Prbh.g_00122	Prak.g_01414
OG0000822	Prbh.g_00123	Prak.g_01415
OG0000823	Prbh.g_00124	Prak.g_01416
OG0000824	Prbh.g_00127	Prak.g_01419
OG0000825	Prbh.g_00128	Prak.g_01420
OG0000826	Prbh.g_00129	Prak.g_01421
OG0000827	Prbh.g_00130	Prak.g_01422
OG0000828	Prbh.g_00133	Prak.g_01425
OG0000829	Prbh.g_00134	Prak.g_01426
OG0000830	Prbh.g_00135	Prak.g_01427
OG0000831	Prbh.g_00137	Prak.g_01429
OG0000832	Prbh.g_00147	Prak.g_01439
OG0000833	Prbh.g_00156	Prak.g_01448
OG0000834	Prbh.g_00157	Prak.g_01449
OG0000835	Prbh.g_00158	Prak.g_01450
OG0000836	Prbh.g_00159	Prak.g_01451
OG0000837	Prbh.g_00160	Prak.g_01452
OG0000838	Prbh.g_00163	Prak.g_01454
OG0000839	Prbh.g_00164	Prak.g_01455
OG0000840	Prbh.g_00165	Prak.g_01456
OG0000841	Prbh.g_00166	Prak.g_01457
OG0000842	Prbh.g_00167	Prak.g_01458
OG0000843	Prbh.g_00168	Prak.g_01459
OG0000844	Prbh.g_00169	Prak.g_01460
OG0000845	Prbh.g_00170	Prak.g_01461
OG0000846	Prbh.g_00171	Prak.g_01462
OG0000847	Prbh.g_00172	Prak.g_01463
OG0000848	Prbh.g_00173	Prak.g_01464
OG0000849	Prbh.g_00174	Prak.g_01465
OG0000850	Prbh.g_00176	Prak.g_01467
OG0000851	Prbh.g_00177	Prak.g_01468
OG0000852	Prbh.g_00178	Prak.g_01469
OG0000853	Prbh.g_00183	Prak.g_01475
OG0000854	Prbh.g_00185	Prak.g_01477
OG0000855	Prbh.g_00186	Prak.g_01478
OG0000856	Prbh.g_01454	Prak.g_00590
OG0000857	Prbh.g_00968	Prak.g_00860
OG0000858	Prbh.g_01789	Prak.g_01638
OG0000859	Prbh.g_01788	Prak.g_01639
OG0000860	Prbh.g_01780	Prak.g_01647
OG0000861	Prbh.g_01779	Prak.g_01648
OG0000862	Prbh.g_01778	Prak.g_01649
OG0000863	Prbh.g_01776	Prak.g_01651
OG0000864	Prbh.g_01775	Prak.g_01652
OG0000865	Prbh.g_01774	Prak.g_01653
OG0000866	Prbh.g_01773	Prak.g_01654
OG0000867	Prbh.g_01772	Prak.g_01655
OG0000868	Prbh.g_01770	Prak.g_01657
OG0000869	Prbh.g_01767	Prak.g_01660
OG0000870	Prbh.g_01762	Prak.g_01665
OG0000871	Prbh.g_01761	Prak.g_01666
OG0000872	Prbh.g_01760	Prak.g_01667
OG0000873	Prbh.g_01757	Prak.g_01670
OG0000874	Prbh.g_01754	Prak.g_01673
OG0000875	Prbh.g_01752	Prak.g_01674
OG0000876	Prbh.g_01751	Prak.g_01675
OG0000877	Prbh.g_01749	Prak.g_01677
OG0000878	Prbh.g_01748	Prak.g_01678
OG0000879	Prbh.g_01747	Prak.g_01679
OG0000880	Prbh.g_01746	Prak.g_01680
OG0000881	Prbh.g_01742	Prak.g_01684
OG0000882	Prbh.g_01737	Prak.g_01689
OG0000883	Prbh.g_01735	Prak.g_01691
OG0000884	Prbh.g_01733	Prak.g_01693
OG0000885	Prbh.g_01732	Prak.g_01694
OG0000886	Prbh.g_01731	Prak.g_01695
OG0000887	Prbh.g_01730	Prak.g_01696
OG0000888	Prbh.g_01728	Prak.g_01698
OG0000889	Prbh.g_01726	Prak.g_01700
OG0000890	Prbh.g_01725	Prak.g_01701
OG0000891	Prbh.g_01724	Prak.g_01702
OG0000892	Prbh.g_01723	Prak.g_01704
OG0000893	Prbh.g_01719	Prak.g_01708
OG0000894	Prbh.g_01716	Prak.g_01711
OG0000895	Prbh.g_01712	Prak.g_01715
OG0000896	Prbh.g_01711	Prak.g_01716
OG0000897	Prbh.g_01709	Prak.g_01718
OG0000898	Prbh.g_01708	Prak.g_01719
OG0000899	Prbh.g_01707	Prak.g_01720
OG0000900	Prbh.g_01706	Prak.g_01721
OG0000901	Prbh.g_01703	Prak.g_01724
OG0000902	Prbh.g_01701	Prak.g_01726
OG0000903	Prbh.g_01697	Prak.g_01730
OG0000904	Prbh.g_01692	Prak.g_01734
OG0000905	Prbh.g_01699	Prak.g_01728
OG0000906	Prbh.g_01700	Prak.g_01727
OG0000907	Prbh.g_01687	Prak.g_01737
OG0000908	Prbh.g_01684	Prak.g_01740
OG0000909	Prbh.g_01683	Prak.g_01741
OG0000910	Prbh.g_01682	Prak.g_01742
OG0000911	Prbh.g_01680	Prak.g_01744
OG0000912	Prbh.g_01679	Prak.g_01745
OG0000913	Prbh.g_01678	Prak.g_01746
OG0000914	Prbh.g_01677	Prak.g_01747
OG0000915	Prbh.g_01676	Prak.g_01748
OG0000916	Prbh.g_01675	Prak.g_01749
OG0000917	Prbh.g_01674	Prak.g_01750
OG0000918	Prbh.g_01673	Prak.g_01751
OG0000919	Prbh.g_01672	Prak.g_01752
OG0000920	Prbh.g_01671	Prak.g_01753
OG0000921	Prbh.g_01670	Prak.g_01754
OG0000922	Prbh.g_01669	Prak.g_01755
OG0000923	Prbh.g_01665	Prak.g_01759
OG0000924	Prbh.g_01664	Prak.g_01760
OG0000925	Prbh.g_01663	Prak.g_01761
OG0000926	Prbh.g_01662	Prak.g_01762
OG0000927	Prbh.g_01660	Prak.g_01764
OG0000928	Prbh.g_01659	Prak.g_01765
OG0000929	Prbh.g_01658	Prak.g_01766
OG0000930	Prbh.g_01657	Prak.g_01767
OG0000931	Prbh.g_01656	Prak.g_01768
OG0000932	Prbh.g_01655	Prak.g_01769
OG0000933	Prbh.g_01651	Prak.g_01773
OG0000934	Prbh.g_01649	Prak.g_01775
OG0000935	Prbh.g_01648	Prak.g_01776
OG0000936	Prbh.g_01647	Prak.g_01777
OG0000937	Prbh.g_01646	Prak.g_01778
OG0000938	Prbh.g_01643	Prak.g_01781
OG0000939	Prbh.g_01642	Prak.g_01782
OG0000940	Prbh.g_01635	Prak.g_01789
OG0000941	Prbh.g_01633	Prak.g_01791
OG0000942	Prbh.g_01631	Prak.g_01793
OG0000943	Prbh.g_01630	Prak.g_01794
OG0000944	Prbh.g_01628	Prak.g_01796
OG0000945	Prbh.g_01627	Prak.g_01797
OG0000946	Prbh.g_01621	Prak.g_01802
OG0000947	Prbh.g_01619	Prak.g_01804
OG0000948	Prbh.g_01618	Prak.g_01805
OG0000949	Prbh.g_01615	Prak.g_01808
OG0000950	Prbh.g_01608	Prak.g_01815
OG0000951	Prbh.g_01604	Prak.g_01819
OG0000952	Prbh.g_01600	Prak.g_01823
OG0000953	Prbh.g_01596	Prak.g_01827
OG0000954	Prbh.g_01592	Prak.g_01831
OG0000955	Prbh.g_01591	Prak.g_01832
OG0000956	Prbh.g_01589	Prak.g_01834
OG0000957	Prbh.g_01583	Prak.g_01840
OG0000958	Prbh.g_01582	Prak.g_01841
OG0000959	Prbh.g_01578	Prak.g_01845
OG0000960	Prbh.g_01577	Prak.g_01846
OG0000961	Prbh.g_01574	Prak.g_01849
OG0000962	Prbh.g_01572	Prak.g_01851
OG0000963	Prbh.g_01568	Prak.g_01855
OG0000964	Prbh.g_01567	Prak.g_01856
OG0000965	Prbh.g_01566	Prak.g_01857
OG0000966	Prbh.g_01560	Prak.g_01863
OG0000967	Prbh.g_01556	Prak.g_01867
OG0000968	Prbh.g_01554	Prak.g_01869
OG0000969	Prbh.g_01553	Prak.g_01870
OG0000970	Prbh.g_01552	Prak.g_01871
OG0000971	Prbh.g_01551	Prak.g_01872
OG0000972	Prbh.g_01550	Prak.g_01873
OG0000973	Prbh.g_01549	Prak.g_01874
OG0000974	Prbh.g_01548	Prak.g_01875
OG0000975	Prbh.g_01547	Prak.g_01876
OG0000976	Prbh.g_01546	Prak.g_01877
OG0000977	Prbh.g_01545	Prak.g_01878
OG0000978	Prbh.g_01544	Prak.g_01879
OG0000979	Prbh.g_01541	Prak.g_01882
OG0000980	Prbh.g_01539	Prak.g_01884
OG0000981	Prbh.g_01536	Prak.g_01887
OG0000982	Prbh.g_01534	Prak.g_01889
OG0000983	Prbh.g_01533	Prak.g_01890
OG0000984	Prbh.g_01532	Prak.g_01891
OG0000985	Prbh.g_01529	Prak.g_01894
OG0000986	Prbh.g_01527	Prak.g_01896
OG0000987	Prbh.g_01526	Prak.g_01897
OG0000988	Prbh.g_01523	Prak.g_01900
OG0000989	Prbh.g_01519	Prak.g_01904
OG0000990	Prbh.g_01514	Prak.g_01908
OG0000991	Prbh.g_01513	Prak.g_01909
OG0000992	Prbh.g_01510	Prak.g_01912
OG0000993	Prbh.g_01509	Prak.g_01913
OG0000994	Prbh.g_01508	Prak.g_01914
OG0000995	Prbh.g_01504	Prak.g_01918
OG0000996	Prbh.g_01503	Prak.g_01919
OG0000997	Prbh.g_01501	Prak.g_01922
OG0000998	Prbh.g_01499	Prak.g_01924
OG0000999	Prbh.g_01498	Prak.g_01925
OG0001000	Prbh.g_01495	Prak.g_01928
OG0001001	Prbh.g_01490	Prak.g_01931
OG0001002	Prbh.g_01485	Prak.g_01936
OG0001003	Prbh.g_01484	Prak.g_01937
OG0001004	Prbh.g_01483	Prak.g_01938
OG0001005	Prbh.g_01482	Prak.g_01939
OG0001006	Prbh.g_01478	Prak.g_01943
OG0001007	Prbh.g_01476	Prak.g_01945
OG0001008	Prbh.g_00395	Prak.g_00399
OG0001009	Prbh.g_00753	Prak.g_00027
OG0001010	Prbh.g_00752	Prak.g_00028
OG0001011	Prbh.g_00751	Prak.g_00030
OG0001012	Prbh.g_00739	Prak.g_00044
OG0001013	Prbh.g_00732	Prak.g_00051
OG0001014	Prbh.g_00729	Prak.g_00054
OG0001015	Prbh.g_00728	Prak.g_00056
OG0001016	Prbh.g_00709	Prak.g_00078
OG0001017	Prbh.g_00705	Prak.g_00082
OG0001018	Prbh.g_00703	Prak.g_00084
OG0001019	Prbh.g_00694	Prak.g_00093
OG0001020	Prbh.g_00693	Prak.g_00094
OG0001021	Prbh.g_00692	Prak.g_00095
OG0001022	Prbh.g_00689	Prak.g_00098
OG0001023	Prbh.g_00688	Prak.g_00099
OG0001024	Prbh.g_00685	Prak.g_00103
OG0001025	Prbh.g_00678	Prak.g_00110
OG0001026	Prbh.g_00670	Prak.g_00119
OG0001027	Prbh.g_00669	Prak.g_00120
OG0001028	Prbh.g_00667	Prak.g_00122
OG0001029	Prbh.g_00666	Prak.g_00123
OG0001030	Prbh.g_00650	Prak.g_00139
OG0001031	Prbh.g_00596	Prak.g_00199
OG0001032	Prbh.g_00595	Prak.g_00200
OG0001033	Prbh.g_00574	Prak.g_00221
OG0001034	Prbh.g_00544	Prak.g_00252
OG0001035	Prbh.g_00524	Prak.g_00272
OG0001036	Prbh.g_00520	Prak.g_00276
OG0001037	Prbh.g_00519	Prak.g_00277
OG0001038	Prbh.g_00501	Prak.g_00296
OG0001039	Prbh.g_00498	Prak.g_00299
OG0001040	Prbh.g_00496	Prak.g_00301
OG0001041	Prbh.g_00491	Prak.g_00306
OG0001042	Prbh.g_00474	Prak.g_00323
OG0001043	Prbh.g_00473	Prak.g_00324
OG0001044	Prbh.g_00440	Prak.g_00355
OG0001045	Prbh.g_00430	Prak.g_00364
OG0001046	Prbh.g_01877	Prak.g_01597
OG0001047	Prbh.g_00393	Prak.g_00401
OG0001048	Prbh.g_00392	Prak.g_00402
OG0001049	Prbh.g_00390	Prak.g_00404
OG0001050	Prbh.g_00389	Prak.g_00405
OG0001051	Prbh.g_00388	Prak.g_00406
OG0001052	Prbh.g_00360	Prak.g_00432
OG0001053	Prbh.g_00348	Prak.g_00444
OG0001054	Prbh.g_00333	Prak.g_00459
OG0001055	Prbh.g_00313	Prak.g_00478
OG0001056	Prbh.g_00293	Prak.g_00495
OG0001057	Prbh.g_00289	Prak.g_00500
OG0001058	Prbh.g_00281	Prak.g_00509
OG0001059	Prbh.g_00277	Prak.g_00513
OG0001060	Prbh.g_00270	Prak.g_00519
OG0001061	Prbh.g_00255	Prak.g_00534
OG0001062	Prbh.g_00253	Prak.g_00536
OG0001063	Prbh.g_00251	Prak.g_00538
OG0001064	Prbh.g_00250	Prak.g_00539
OG0001065	Prbh.g_00249	Prak.g_00540
OG0001066	Prbh.g_00248	Prak.g_00541
OG0001067	Prbh.g_00247	Prak.g_00542
OG0001068	Prbh.g_00246	Prak.g_00543
OG0001069	Prbh.g_00245	Prak.g_00544
OG0001070	Prbh.g_00243	Prak.g_00548
OG0001071	Prbh.g_00242	Prak.g_00549
OG0001072	Prbh.g_00240	Prak.g_00551
OG0001073	Prbh.g_00226	Prak.g_00565
OG0001074	Prbh.g_00214	Prak.g_00577
OG0001075	Prbh.g_00213	Prak.g_00578
OG0001076	Prbh.g_01459	Prak.g_00585
OG0001077	Prbh.g_01453	Prak.g_00591
OG0001078	Prbh.g_01217	Prak.g_01107
OG0001079	Prbh.g_01206	Prak.g_01095
OG0001080	Prbh.g_01200	Prak.g_01089
OG0001081	Prbh.g_01198	Prak.g_01087
OG0001082	Prbh.g_01197	Prak.g_01086
OG0001083	Prbh.g_01192	Prak.g_01081
OG0001084	Prbh.g_01191	Prak.g_01080
OG0001085	Prbh.g_00904	Prak.g_00797
OG0001086	Prbh.g_00905	Prak.g_00798
OG0001087	Prbh.g_00923	Prak.g_00816
OG0001088	Prbh.g_00924	Prak.g_00817
OG0001089	Prbh.g_00935	Prak.g_00828
OG0001090	Prbh.g_00946	Prak.g_00838
OG0001091	Prbh.g_01170	Prak.g_01060
OG0001092	Prbh.g_01169	Prak.g_01059
OG0001093	Prbh.g_01164	Prak.g_01054
OG0001094	Prbh.g_01171	Prak.g_01061
OG0001095	Prbh.g_00966	Prak.g_00858
OG0001096	Prbh.g_00980	Prak.g_00872
OG0001097	Prbh.g_00999	Prak.g_00892
