Orthogroup	Prbh	Syaa
OG0000545	Prbh.g_00320	Syaa.g_02016
OG0000546	Prbh.g_00317	Syaa.g_02014
OG0000547	Prbh.g_00315	Syaa.g_02012
OG0000548	Prbh.g_00314	Syaa.g_02011
OG0000549	Prbh.g_00311	Syaa.g_02003
OG0000550	Prbh.g_00306	Syaa.g_01998
OG0000551	Prbh.g_00303	Syaa.g_01993
OG0000552	Prbh.g_00302	Syaa.g_01992
OG0000553	Prbh.g_00301	Syaa.g_01990
OG0000554	Prbh.g_00295	Syaa.g_01979
OG0000555	Prbh.g_00288	Syaa.g_01961
OG0000556	Prbh.g_00286	Syaa.g_01957
OG0000557	Prbh.g_00285	Syaa.g_01955
OG0000558	Prbh.g_00283	Syaa.g_01953
OG0000559	Prbh.g_00279	Syaa.g_01949
OG0000560	Prbh.g_00276	Syaa.g_01946
OG0000561	Prbh.g_00275	Syaa.g_01945
OG0000562	Prbh.g_00274	Syaa.g_01944
OG0000563	Prbh.g_00273	Syaa.g_01943
OG0000564	Prbh.g_00272	Syaa.g_01942
OG0000565	Prbh.g_00269	Syaa.g_01939
OG0000566	Prbh.g_00265	Syaa.g_01935
OG0000567	Prbh.g_00261	Syaa.g_01931
OG0000568	Prbh.g_00260	Syaa.g_01928
OG0000569	Prbh.g_00259	Syaa.g_01925
OG0000570	Prbh.g_00258	Syaa.g_01924
OG0000571	Prbh.g_00256	Syaa.g_01920
OG0000572	Prbh.g_00244	Syaa.g_01904
OG0000573	Prbh.g_00238	Syaa.g_01896
OG0000574	Prbh.g_00237	Syaa.g_01895
OG0000575	Prbh.g_00233	Syaa.g_01891
OG0000576	Prbh.g_00231	Syaa.g_01889
OG0000577	Prbh.g_00230	Syaa.g_01888
OG0000578	Prbh.g_00229	Syaa.g_01887
OG0000579	Prbh.g_00228	Syaa.g_01886
OG0000580	Prbh.g_00227	Syaa.g_01885
OG0000581	Prbh.g_00224	Syaa.g_01879
OG0000582	Prbh.g_00221	Syaa.g_01687
OG0000583	Prbh.g_00220	Syaa.g_01686
OG0000584	Prbh.g_00219	Syaa.g_01685
OG0000585	Prbh.g_00217	Syaa.g_01683
OG0000586	Prbh.g_00216	Syaa.g_01682
OG0000587	Prbh.g_00215	Syaa.g_01680
OG0000588	Prbh.g_01465	Syaa.g_01666
OG0000589	Prbh.g_01462	Syaa.g_01662
OG0000590	Prbh.g_01461	Syaa.g_01661
OG0000591	Prbh.g_01457	Syaa.g_01653
OG0000592	Prbh.g_01456	Syaa.g_01652
OG0000593	Prbh.g_01221	Syaa.g_01638
OG0000594	Prbh.g_01220	Syaa.g_01637
OG0000595	Prbh.g_01219	Syaa.g_01636
OG0000596	Prbh.g_01216	Syaa.g_01630
OG0000597	Prbh.g_01213	Syaa.g_01627
OG0000598	Prbh.g_01212	Syaa.g_01626
OG0000599	Prbh.g_01209	Syaa.g_01623
OG0000600	Prbh.g_01208	Syaa.g_01622
OG0000601	Prbh.g_01207	Syaa.g_01621
OG0000602	Prbh.g_01205	Syaa.g_01616
OG0000603	Prbh.g_01204	Syaa.g_01615
OG0000604	Prbh.g_01203	Syaa.g_01612
OG0000605	Prbh.g_01202	Syaa.g_01447
OG0000606	Prbh.g_01199	Syaa.g_01055
OG0000607	Prbh.g_01196	Syaa.g_01058
OG0000608	Prbh.g_01195	Syaa.g_01059
OG0000609	Prbh.g_01194	Syaa.g_01061
OG0000610	Prbh.g_01188	Syaa.g_01068
OG0000611	Prbh.g_01185	Syaa.g_01071
OG0000612	Prbh.g_01184	Syaa.g_01072
OG0000613	Prbh.g_00907	Syaa.g_00199
OG0000614	Prbh.g_00928	Syaa.g_00906
OG0000615	Prbh.g_00939	Syaa.g_01113
OG0000616	Prbh.g_01487	Syaa.g_02742
OG0000617	Prbh.g_01167	Syaa.g_01244
OG0000618	Prbh.g_01166	Syaa.g_01245
OG0000619	Prbh.g_01165	Syaa.g_01246
OG0000620	Prbh.g_01162	Syaa.g_01259
OG0000621	Prbh.g_01161	Syaa.g_01260
OG0000622	Prbh.g_01160	Syaa.g_01261
OG0000623	Prbh.g_01159	Syaa.g_01262
OG0000624	Prbh.g_01157	Syaa.g_01264
OG0000625	Prbh.g_01156	Syaa.g_01265
OG0000626	Prbh.g_01155	Syaa.g_01266
OG0000627	Prbh.g_01154	Syaa.g_01414
OG0000628	Prbh.g_01153	Syaa.g_01413
OG0000629	Prbh.g_01151	Syaa.g_01410
OG0000630	Prbh.g_01148	Syaa.g_01406
OG0000631	Prbh.g_01056	Syaa.g_01400
OG0000632	Prbh.g_01057	Syaa.g_01399
OG0000633	Prbh.g_01058	Syaa.g_01397
OG0000634	Prbh.g_00949	Syaa.g_01150
OG0000635	Prbh.g_00950	Syaa.g_01151
OG0000636	Prbh.g_00952	Syaa.g_01153
OG0000637	Prbh.g_00954	Syaa.g_01155
OG0000638	Prbh.g_00955	Syaa.g_01156
OG0000639	Prbh.g_00956	Syaa.g_01157
OG0000640	Prbh.g_00957	Syaa.g_01158
OG0000641	Prbh.g_00961	Syaa.g_01162
OG0000642	Prbh.g_00962	Syaa.g_01163
OG0000643	Prbh.g_00963	Syaa.g_01165
OG0000644	Prbh.g_00964	Syaa.g_01166
OG0000645	Prbh.g_00965	Syaa.g_01184
OG0000646	Prbh.g_00967	Syaa.g_01187
OG0000647	Prbh.g_00969	Syaa.g_01189
OG0000648	Prbh.g_00971	Syaa.g_01191
OG0000649	Prbh.g_00972	Syaa.g_01192
OG0000650	Prbh.g_00973	Syaa.g_01193
OG0000651	Prbh.g_00974	Syaa.g_01194
OG0000652	Prbh.g_00975	Syaa.g_01195
OG0000653	Prbh.g_00977	Syaa.g_01197
OG0000654	Prbh.g_00978	Syaa.g_01198
OG0000655	Prbh.g_00979	Syaa.g_01199
OG0000656	Prbh.g_00982	Syaa.g_01202
OG0000657	Prbh.g_00989	Syaa.g_00838
OG0000658	Prbh.g_00991	Syaa.g_00836
OG0000659	Prbh.g_00992	Syaa.g_00835
OG0000660	Prbh.g_00996	Syaa.g_00831
OG0000661	Prbh.g_00998	Syaa.g_00829
OG0000662	Prbh.g_01001	Syaa.g_00827
OG0000663	Prbh.g_01003	Syaa.g_00824
OG0000664	Prbh.g_01004	Syaa.g_00823
OG0000665	Prbh.g_01010	Syaa.g_01442
OG0000666	Prbh.g_01011	Syaa.g_01448
OG0000668	Prbh.g_00857	Syaa.g_01300
OG0000669	Prbh.g_00868	Syaa.g_01084
OG0000670	Prbh.g_00871	Syaa.g_01087
OG0000671	Prbh.g_00873	Syaa.g_01089
OG0000672	Prbh.g_00876	Syaa.g_01092
OG0000673	Prbh.g_00879	Syaa.g_01095
OG0000674	Prbh.g_00881	Syaa.g_01097
OG0000675	Prbh.g_00882	Syaa.g_01098
OG0000676	Prbh.g_00884	Syaa.g_01100
OG0000677	Prbh.g_00885	Syaa.g_01101
OG0000678	Prbh.g_00887	Syaa.g_01106
OG0000679	Prbh.g_00891	Syaa.g_01116
OG0000680	Prbh.g_00892	Syaa.g_01117
OG0000681	Prbh.g_00895	Syaa.g_01120
OG0000682	Prbh.g_00896	Syaa.g_01121
OG0000683	Prbh.g_00897	Syaa.g_01122
OG0000684	Prbh.g_00898	Syaa.g_01132
OG0000685	Prbh.g_00900	Syaa.g_01134
OG0000686	Prbh.g_00901	Syaa.g_01135
OG0000687	Prbh.g_00902	Syaa.g_01136
OG0000688	Prbh.g_01179	Syaa.g_01140
OG0000689	Prbh.g_01178	Syaa.g_01142
OG0000690	Prbh.g_01177	Syaa.g_01143
OG0000691	Prbh.g_01176	Syaa.g_01144
OG0000692	Prbh.g_01174	Syaa.g_01145
OG0000693	Prbh.g_01173	Syaa.g_01146
OG0000694	Prbh.g_01172	Syaa.g_01147
OG0000695	Prbh.g_01060	Syaa.g_01395
OG0000696	Prbh.g_01061	Syaa.g_01394
OG0000697	Prbh.g_01062	Syaa.g_01392
OG0000698	Prbh.g_01065	Syaa.g_01389
OG0000699	Prbh.g_01066	Syaa.g_01387
OG0000700	Prbh.g_01067	Syaa.g_01386
OG0000701	Prbh.g_01068	Syaa.g_01385
OG0000702	Prbh.g_01070	Syaa.g_01376
OG0000703	Prbh.g_01071	Syaa.g_01375
OG0000704	Prbh.g_01073	Syaa.g_01373
OG0000705	Prbh.g_01079	Syaa.g_01365
OG0000706	Prbh.g_01080	Syaa.g_01364
OG0000707	Prbh.g_01081	Syaa.g_01363
OG0000708	Prbh.g_01083	Syaa.g_01360
OG0000709	Prbh.g_01087	Syaa.g_01351
OG0000710	Prbh.g_01090	Syaa.g_01348
OG0000711	Prbh.g_01106	Syaa.g_01320
OG0000712	Prbh.g_01107	Syaa.g_01318
OG0000713	Prbh.g_01108	Syaa.g_01317
OG0000714	Prbh.g_01109	Syaa.g_01315
OG0000715	Prbh.g_01111	Syaa.g_01313
OG0000716	Prbh.g_01113	Syaa.g_01309
OG0000717	Prbh.g_01114	Syaa.g_01308
OG0000718	Prbh.g_01116	Syaa.g_01304
OG0000719	Prbh.g_01118	Syaa.g_01302
OG0000720	Prbh.g_01129	Syaa.g_01289
OG0000721	Prbh.g_01133	Syaa.g_01287
OG0000722	Prbh.g_01134	Syaa.g_01286
OG0000723	Prbh.g_01138	Syaa.g_01268
OG0000724	Prbh.g_01036	Syaa.g_00872
OG0000725	Prbh.g_01030	Syaa.g_00882
OG0000726	Prbh.g_01029	Syaa.g_00883
OG0000727	Prbh.g_01028	Syaa.g_00884
OG0000728	Prbh.g_01026	Syaa.g_00886
OG0000729	Prbh.g_01351	Syaa.g_00100
OG0000730	Prbh.g_01325	Syaa.g_02185
OG0000731	Prbh.g_00432	Syaa.g_02173
OG0000733	Prbh.g_01867	Syaa.g_02621
OG0000734	Prbh.g_01299	Syaa.g_02388
OG0000735	Prbh.g_01297	Syaa.g_00754
OG0000736	Prbh.g_01296	Syaa.g_00755
OG0000737	Prbh.g_01295	Syaa.g_00756
OG0000738	Prbh.g_01291	Syaa.g_00761
OG0000739	Prbh.g_01290	Syaa.g_00762
OG0000740	Prbh.g_01289	Syaa.g_00763
OG0000741	Prbh.g_01287	Syaa.g_00766
OG0000742	Prbh.g_01284	Syaa.g_00769
OG0000743	Prbh.g_01282	Syaa.g_00771
OG0000744	Prbh.g_01280	Syaa.g_00772
OG0000745	Prbh.g_01279	Syaa.g_00774
OG0000746	Prbh.g_01277	Syaa.g_00776
OG0000747	Prbh.g_01276	Syaa.g_00777
OG0000748	Prbh.g_01272	Syaa.g_00787
OG0000749	Prbh.g_01271	Syaa.g_00789
OG0000750	Prbh.g_01270	Syaa.g_00790
OG0000751	Prbh.g_01267	Syaa.g_00797
OG0000752	Prbh.g_01265	Syaa.g_00799
OG0000753	Prbh.g_01262	Syaa.g_00802
OG0000754	Prbh.g_01260	Syaa.g_01025
OG0000755	Prbh.g_01254	Syaa.g_01005
OG0000756	Prbh.g_01253	Syaa.g_01004
OG0000757	Prbh.g_01246	Syaa.g_00996
OG0000758	Prbh.g_01245	Syaa.g_00995
OG0000759	Prbh.g_01244	Syaa.g_00994
OG0000760	Prbh.g_01243	Syaa.g_00993
OG0000761	Prbh.g_01242	Syaa.g_00992
OG0000762	Prbh.g_01241	Syaa.g_00988
OG0000763	Prbh.g_01239	Syaa.g_00986
OG0000764	Prbh.g_01238	Syaa.g_00985
OG0000765	Prbh.g_01230	Syaa.g_00968
OG0000766	Prbh.g_01229	Syaa.g_00967
OG0000767	Prbh.g_01227	Syaa.g_00965
OG0000768	Prbh.g_01226	Syaa.g_00964
OG0000769	Prbh.g_01224	Syaa.g_00962
OG0000770	Prbh.g_01451	Syaa.g_00959
OG0000771	Prbh.g_01397	Syaa.g_00866
OG0000772	Prbh.g_01845	Syaa.g_01526
OG0000773	Prbh.g_01364	Syaa.g_00749
OG0000774	Prbh.g_01366	Syaa.g_00745
OG0000775	Prbh.g_01368	Syaa.g_00742
OG0000776	Prbh.g_01369	Syaa.g_00741
OG0000777	Prbh.g_01370	Syaa.g_00740
OG0000778	Prbh.g_01371	Syaa.g_00739
OG0000779	Prbh.g_01375	Syaa.g_00733
OG0000780	Prbh.g_01376	Syaa.g_00730
OG0000781	Prbh.g_01379	Syaa.g_00726
OG0000782	Prbh.g_01380	Syaa.g_00725
OG0000783	Prbh.g_01381	Syaa.g_00724
OG0000784	Prbh.g_01382	Syaa.g_00723
OG0000785	Prbh.g_01384	Syaa.g_00721
OG0000786	Prbh.g_01387	Syaa.g_01875
OG0000787	Prbh.g_01388	Syaa.g_01876
OG0000788	Prbh.g_00206	Syaa.g_01620
OG0000789	Prbh.g_00196	Syaa.g_01434
OG0000790	Prbh.g_00014	Syaa.g_02064
OG0000791	Prbh.g_00016	Syaa.g_02066
OG0000792	Prbh.g_00017	Syaa.g_02067
OG0000793	Prbh.g_00021	Syaa.g_02072
OG0000794	Prbh.g_00022	Syaa.g_02073
OG0000795	Prbh.g_00023	Syaa.g_02074
OG0000796	Prbh.g_00027	Syaa.g_02078
OG0000797	Prbh.g_00028	Syaa.g_02079
OG0000798	Prbh.g_00033	Syaa.g_00265
OG0000798	Prbh.g_00062	Syaa.g_00494
OG0000799	Prbh.g_00079	Syaa.g_01743
OG0000800	Prbh.g_00080	Syaa.g_01747
OG0000801	Prbh.g_00081	Syaa.g_01748
OG0000802	Prbh.g_00083	Syaa.g_01753
OG0000803	Prbh.g_00085	Syaa.g_01758
OG0000804	Prbh.g_00086	Syaa.g_01761
OG0000805	Prbh.g_00088	Syaa.g_01763
OG0000806	Prbh.g_00090	Syaa.g_01765
OG0000807	Prbh.g_00091	Syaa.g_01767
OG0000808	Prbh.g_00092	Syaa.g_01768
OG0000809	Prbh.g_00094	Syaa.g_01771
OG0000810	Prbh.g_00095	Syaa.g_01772
OG0000811	Prbh.g_00102	Syaa.g_01778
OG0000812	Prbh.g_00104	Syaa.g_01780
OG0000813	Prbh.g_00105	Syaa.g_01781
OG0000814	Prbh.g_00107	Syaa.g_01783
OG0000815	Prbh.g_00108	Syaa.g_01784
OG0000816	Prbh.g_00110	Syaa.g_01785
OG0000817	Prbh.g_00111	Syaa.g_01786
OG0000818	Prbh.g_00116	Syaa.g_01792
OG0000819	Prbh.g_00117	Syaa.g_01793
OG0000820	Prbh.g_00118	Syaa.g_01794
OG0000821	Prbh.g_00122	Syaa.g_01800
OG0000822	Prbh.g_00123	Syaa.g_01802
OG0000823	Prbh.g_00124	Syaa.g_01803
OG0000824	Prbh.g_00127	Syaa.g_01807
OG0000825	Prbh.g_00128	Syaa.g_01808
OG0000826	Prbh.g_00129	Syaa.g_01809
OG0000827	Prbh.g_00130	Syaa.g_01810
OG0000828	Prbh.g_00133	Syaa.g_01813
OG0000829	Prbh.g_00134	Syaa.g_01814
OG0000830	Prbh.g_00135	Syaa.g_01815
OG0000831	Prbh.g_00137	Syaa.g_01817
OG0000832	Prbh.g_00147	Syaa.g_00627
OG0000833	Prbh.g_00156	Syaa.g_00611
OG0000834	Prbh.g_00157	Syaa.g_00608
OG0000835	Prbh.g_00158	Syaa.g_00607
OG0000836	Prbh.g_00159	Syaa.g_00603
OG0000837	Prbh.g_00160	Syaa.g_00601
OG0000838	Prbh.g_00163	Syaa.g_00597
OG0000839	Prbh.g_00164	Syaa.g_00596
OG0000840	Prbh.g_00165	Syaa.g_00595
OG0000841	Prbh.g_00166	Syaa.g_00594
OG0000842	Prbh.g_00167	Syaa.g_00593
OG0000843	Prbh.g_00168	Syaa.g_00592
OG0000844	Prbh.g_00169	Syaa.g_00590
OG0000845	Prbh.g_00170	Syaa.g_00589
OG0000846	Prbh.g_00171	Syaa.g_00588
OG0000847	Prbh.g_00172	Syaa.g_00587
OG0000848	Prbh.g_00173	Syaa.g_00585
OG0000849	Prbh.g_00174	Syaa.g_00584
OG0000850	Prbh.g_00176	Syaa.g_00582
OG0000851	Prbh.g_00177	Syaa.g_00577
OG0000852	Prbh.g_00178	Syaa.g_00576
OG0000853	Prbh.g_00183	Syaa.g_00572
OG0000854	Prbh.g_00185	Syaa.g_00570
OG0000855	Prbh.g_00186	Syaa.g_00569
OG0000856	Prbh.g_01454	Syaa.g_01650
OG0000857	Prbh.g_00968	Syaa.g_01188
OG0000858	Prbh.g_01789	Syaa.g_00563
OG0000859	Prbh.g_01788	Syaa.g_00562
OG0000860	Prbh.g_01780	Syaa.g_00549
OG0000861	Prbh.g_01779	Syaa.g_00548
OG0000862	Prbh.g_01778	Syaa.g_00547
OG0000863	Prbh.g_01776	Syaa.g_00543
OG0000864	Prbh.g_01775	Syaa.g_00542
OG0000865	Prbh.g_01774	Syaa.g_00541
OG0000866	Prbh.g_01773	Syaa.g_00540
OG0000867	Prbh.g_01772	Syaa.g_00539
OG0000868	Prbh.g_01770	Syaa.g_00536
OG0000869	Prbh.g_01767	Syaa.g_00531
OG0000870	Prbh.g_01762	Syaa.g_00526
OG0000871	Prbh.g_01761	Syaa.g_00525
OG0000872	Prbh.g_01760	Syaa.g_00511
OG0000873	Prbh.g_01757	Syaa.g_00497
OG0000874	Prbh.g_01754	Syaa.g_00519
OG0000875	Prbh.g_01752	Syaa.g_00438
OG0000876	Prbh.g_01751	Syaa.g_00682
OG0000877	Prbh.g_01749	Syaa.g_00679
OG0000878	Prbh.g_01748	Syaa.g_00678
OG0000879	Prbh.g_01747	Syaa.g_00677
OG0000880	Prbh.g_01746	Syaa.g_00676
OG0000881	Prbh.g_01742	Syaa.g_00671
OG0000882	Prbh.g_01737	Syaa.g_00666
OG0000883	Prbh.g_01735	Syaa.g_00661
OG0000884	Prbh.g_01733	Syaa.g_00659
OG0000885	Prbh.g_01732	Syaa.g_00658
OG0000886	Prbh.g_01731	Syaa.g_00657
OG0000887	Prbh.g_01730	Syaa.g_00656
OG0000888	Prbh.g_01728	Syaa.g_00654
OG0000889	Prbh.g_01726	Syaa.g_00652
OG0000890	Prbh.g_01725	Syaa.g_00644
OG0000891	Prbh.g_01724	Syaa.g_00643
OG0000892	Prbh.g_01723	Syaa.g_00640
OG0000893	Prbh.g_01719	Syaa.g_02352
OG0000894	Prbh.g_01716	Syaa.g_02349
OG0000895	Prbh.g_01712	Syaa.g_02345
OG0000896	Prbh.g_01711	Syaa.g_02344
OG0000897	Prbh.g_01709	Syaa.g_02342
OG0000898	Prbh.g_01708	Syaa.g_02341
OG0000899	Prbh.g_01707	Syaa.g_02340
OG0000900	Prbh.g_01706	Syaa.g_02339
OG0000901	Prbh.g_01703	Syaa.g_02334
OG0000902	Prbh.g_01701	Syaa.g_02332
OG0000903	Prbh.g_01697	Syaa.g_02313
OG0000904	Prbh.g_01692	Syaa.g_02318
OG0000905	Prbh.g_01699	Syaa.g_02324
OG0000906	Prbh.g_01700	Syaa.g_02327
OG0000907	Prbh.g_01687	Syaa.g_02295
OG0000908	Prbh.g_01684	Syaa.g_02292
OG0000909	Prbh.g_01683	Syaa.g_02291
OG0000910	Prbh.g_01682	Syaa.g_02290
OG0000911	Prbh.g_01680	Syaa.g_02288
OG0000912	Prbh.g_01679	Syaa.g_02287
OG0000913	Prbh.g_01678	Syaa.g_02286
OG0000914	Prbh.g_01677	Syaa.g_02285
OG0000915	Prbh.g_01676	Syaa.g_02283
OG0000916	Prbh.g_01675	Syaa.g_02282
OG0000917	Prbh.g_01674	Syaa.g_02281
OG0000918	Prbh.g_01673	Syaa.g_02280
OG0000919	Prbh.g_01672	Syaa.g_02279
OG0000920	Prbh.g_01671	Syaa.g_02278
OG0000921	Prbh.g_01670	Syaa.g_02277
OG0000922	Prbh.g_01669	Syaa.g_02276
OG0000923	Prbh.g_01665	Syaa.g_02272
OG0000924	Prbh.g_01664	Syaa.g_02271
OG0000925	Prbh.g_01663	Syaa.g_02270
OG0000926	Prbh.g_01662	Syaa.g_02269
OG0000927	Prbh.g_01660	Syaa.g_02267
OG0000928	Prbh.g_01659	Syaa.g_02266
OG0000929	Prbh.g_01658	Syaa.g_02265
OG0000930	Prbh.g_01657	Syaa.g_02264
OG0000931	Prbh.g_01656	Syaa.g_02263
OG0000932	Prbh.g_01655	Syaa.g_02262
OG0000933	Prbh.g_01651	Syaa.g_02256
OG0000934	Prbh.g_01649	Syaa.g_02254
OG0000935	Prbh.g_01648	Syaa.g_02253
OG0000936	Prbh.g_01647	Syaa.g_02252
OG0000937	Prbh.g_01646	Syaa.g_02251
OG0000938	Prbh.g_01643	Syaa.g_02248
OG0000939	Prbh.g_01642	Syaa.g_02247
OG0000940	Prbh.g_01635	Syaa.g_02240
OG0000941	Prbh.g_01633	Syaa.g_02238
OG0000942	Prbh.g_01631	Syaa.g_02236
OG0000943	Prbh.g_01630	Syaa.g_02235
OG0000944	Prbh.g_01628	Syaa.g_02233
OG0000945	Prbh.g_01627	Syaa.g_02231
OG0000946	Prbh.g_01621	Syaa.g_02225
OG0000947	Prbh.g_01619	Syaa.g_02222
OG0000948	Prbh.g_01618	Syaa.g_02221
OG0000949	Prbh.g_01615	Syaa.g_00172
OG0000950	Prbh.g_01608	Syaa.g_00159
OG0000951	Prbh.g_01604	Syaa.g_00153
OG0000952	Prbh.g_01600	Syaa.g_00149
OG0000953	Prbh.g_01596	Syaa.g_00143
OG0000954	Prbh.g_01592	Syaa.g_00138
OG0000955	Prbh.g_01591	Syaa.g_00137
OG0000956	Prbh.g_01589	Syaa.g_00135
OG0000957	Prbh.g_01583	Syaa.g_00125
OG0000958	Prbh.g_01582	Syaa.g_00124
OG0000959	Prbh.g_01578	Syaa.g_00120
OG0000960	Prbh.g_01577	Syaa.g_00119
OG0000961	Prbh.g_01574	Syaa.g_00106
OG0000962	Prbh.g_01572	Syaa.g_00102
OG0000963	Prbh.g_01568	Syaa.g_00097
OG0000964	Prbh.g_01567	Syaa.g_00096
OG0000965	Prbh.g_01566	Syaa.g_00095
OG0000966	Prbh.g_01560	Syaa.g_00083
OG0000967	Prbh.g_01556	Syaa.g_00074
OG0000968	Prbh.g_01554	Syaa.g_00078
OG0000969	Prbh.g_01553	Syaa.g_00077
OG0000970	Prbh.g_01552	Syaa.g_00076
OG0000971	Prbh.g_01551	Syaa.g_00069
OG0000972	Prbh.g_01550	Syaa.g_00068
OG0000973	Prbh.g_01549	Syaa.g_00067
OG0000974	Prbh.g_01548	Syaa.g_00066
OG0000975	Prbh.g_01547	Syaa.g_00065
OG0000976	Prbh.g_01546	Syaa.g_00064
OG0000977	Prbh.g_01545	Syaa.g_00062
OG0000978	Prbh.g_01544	Syaa.g_00061
OG0000979	Prbh.g_01541	Syaa.g_00058
OG0000980	Prbh.g_01539	Syaa.g_00055
OG0000981	Prbh.g_01536	Syaa.g_00052
OG0000982	Prbh.g_01534	Syaa.g_02593
OG0000983	Prbh.g_01533	Syaa.g_02594
OG0000984	Prbh.g_01532	Syaa.g_02595
OG0000985	Prbh.g_01529	Syaa.g_02597
OG0000986	Prbh.g_01527	Syaa.g_02601
OG0000987	Prbh.g_01526	Syaa.g_02603
OG0000988	Prbh.g_01523	Syaa.g_02608
OG0000989	Prbh.g_01519	Syaa.g_02616
OG0000990	Prbh.g_01514	Syaa.g_02647
OG0000991	Prbh.g_01513	Syaa.g_02650
OG0000992	Prbh.g_01510	Syaa.g_02653
OG0000993	Prbh.g_01509	Syaa.g_02654
OG0000994	Prbh.g_01508	Syaa.g_02657
OG0000995	Prbh.g_01504	Syaa.g_02662
OG0000996	Prbh.g_01503	Syaa.g_02705
OG0000997	Prbh.g_01501	Syaa.g_02725
OG0000998	Prbh.g_01499	Syaa.g_02727
OG0000999	Prbh.g_01498	Syaa.g_02728
OG0001000	Prbh.g_01495	Syaa.g_02732
OG0001001	Prbh.g_01490	Syaa.g_02738
OG0001002	Prbh.g_01485	Syaa.g_02745
OG0001003	Prbh.g_01484	Syaa.g_02747
OG0001004	Prbh.g_01483	Syaa.g_02748
OG0001005	Prbh.g_01482	Syaa.g_02749
OG0001006	Prbh.g_01478	Syaa.g_02756
OG0001007	Prbh.g_01476	Syaa.g_02758
OG0001008	Prbh.g_00395	Syaa.g_00704
OG0001009	Prbh.g_00753	Syaa.g_00034
OG0001010	Prbh.g_00752	Syaa.g_00035
OG0001011	Prbh.g_00751	Syaa.g_00037
OG0001012	Prbh.g_00739	Syaa.g_02589
OG0001013	Prbh.g_00732	Syaa.g_02576
OG0001014	Prbh.g_00729	Syaa.g_02572
OG0001015	Prbh.g_00728	Syaa.g_02571
OG0001016	Prbh.g_00709	Syaa.g_00348
OG0001017	Prbh.g_00705	Syaa.g_00342
OG0001018	Prbh.g_00703	Syaa.g_00340
OG0001019	Prbh.g_00694	Syaa.g_00323
OG0001020	Prbh.g_00693	Syaa.g_02355
OG0001021	Prbh.g_00692	Syaa.g_02359
OG0001022	Prbh.g_00689	Syaa.g_02365
OG0001023	Prbh.g_00688	Syaa.g_02366
OG0001024	Prbh.g_00685	Syaa.g_02370
OG0001025	Prbh.g_00678	Syaa.g_02377
OG0001026	Prbh.g_00670	Syaa.g_02390
OG0001027	Prbh.g_00669	Syaa.g_02397
OG0001028	Prbh.g_00667	Syaa.g_02399
OG0001029	Prbh.g_00666	Syaa.g_02401
OG0001030	Prbh.g_00650	Syaa.g_02422
OG0001031	Prbh.g_00596	Syaa.g_02500
OG0001032	Prbh.g_00595	Syaa.g_02502
OG0001033	Prbh.g_00574	Syaa.g_02539
OG0001034	Prbh.g_00544	Syaa.g_02108
OG0001035	Prbh.g_00524	Syaa.g_00298
OG0001036	Prbh.g_00520	Syaa.g_00293
OG0001037	Prbh.g_00519	Syaa.g_00291
OG0001038	Prbh.g_00501	Syaa.g_00264
OG0001039	Prbh.g_00498	Syaa.g_00261
OG0001040	Prbh.g_00496	Syaa.g_00258
OG0001041	Prbh.g_00491	Syaa.g_00253
OG0001042	Prbh.g_00474	Syaa.g_00227
OG0001043	Prbh.g_00473	Syaa.g_00223
OG0001044	Prbh.g_00440	Syaa.g_02183
OG0001045	Prbh.g_00430	Syaa.g_02170
OG0001046	Prbh.g_01877	Syaa.g_01332
OG0001047	Prbh.g_00393	Syaa.g_00706
OG0001048	Prbh.g_00392	Syaa.g_00707
OG0001049	Prbh.g_00390	Syaa.g_00710
OG0001050	Prbh.g_00389	Syaa.g_00711
OG0001051	Prbh.g_00388	Syaa.g_00712
OG0001052	Prbh.g_00360	Syaa.g_01846
OG0001053	Prbh.g_00348	Syaa.g_02048
OG0001054	Prbh.g_00333	Syaa.g_02031
OG0001055	Prbh.g_00313	Syaa.g_02010
OG0001056	Prbh.g_00293	Syaa.g_01975
OG0001057	Prbh.g_00289	Syaa.g_01966
OG0001058	Prbh.g_00281	Syaa.g_01951
OG0001059	Prbh.g_00277	Syaa.g_01947
OG0001060	Prbh.g_00270	Syaa.g_01941
OG0001061	Prbh.g_00255	Syaa.g_01919
OG0001062	Prbh.g_00253	Syaa.g_01917
OG0001063	Prbh.g_00251	Syaa.g_01912
OG0001064	Prbh.g_00250	Syaa.g_01911
OG0001065	Prbh.g_00249	Syaa.g_01910
OG0001066	Prbh.g_00248	Syaa.g_01909
OG0001067	Prbh.g_00247	Syaa.g_01908
OG0001068	Prbh.g_00246	Syaa.g_01907
OG0001069	Prbh.g_00245	Syaa.g_01906
OG0001070	Prbh.g_00243	Syaa.g_01903
OG0001071	Prbh.g_00242	Syaa.g_01902
OG0001072	Prbh.g_00240	Syaa.g_01898
OG0001073	Prbh.g_00226	Syaa.g_01884
OG0001074	Prbh.g_00214	Syaa.g_01678
OG0001075	Prbh.g_00213	Syaa.g_01676
OG0001076	Prbh.g_01459	Syaa.g_01659
OG0001077	Prbh.g_01453	Syaa.g_01647
OG0001078	Prbh.g_01217	Syaa.g_01632
OG0001079	Prbh.g_01206	Syaa.g_01619
OG0001080	Prbh.g_01200	Syaa.g_01443
OG0001081	Prbh.g_01198	Syaa.g_01056
OG0001082	Prbh.g_01197	Syaa.g_01057
