Orthogroup	Prbh	Syab
OG0000558	Prbh.g_00283	Syab.g_02016
OG0000559	Prbh.g_00279	Syab.g_02012
OG0000560	Prbh.g_00276	Syab.g_02009
OG0000561	Prbh.g_00275	Syab.g_02008
OG0000562	Prbh.g_00274	Syab.g_02007
OG0000563	Prbh.g_00273	Syab.g_02006
OG0000564	Prbh.g_00272	Syab.g_02005
OG0000565	Prbh.g_00269	Syab.g_02001
OG0000566	Prbh.g_00265	Syab.g_01997
OG0000567	Prbh.g_00261	Syab.g_01993
OG0000568	Prbh.g_00260	Syab.g_01991
OG0000569	Prbh.g_00259	Syab.g_01990
OG0000570	Prbh.g_00258	Syab.g_01989
OG0000571	Prbh.g_00256	Syab.g_01986
OG0000572	Prbh.g_00244	Syab.g_01969
OG0000573	Prbh.g_00238	Syab.g_01960
OG0000574	Prbh.g_00237	Syab.g_01959
OG0000575	Prbh.g_00233	Syab.g_01954
OG0000576	Prbh.g_00231	Syab.g_01952
OG0000577	Prbh.g_00230	Syab.g_01951
OG0000578	Prbh.g_00229	Syab.g_01950
OG0000579	Prbh.g_00228	Syab.g_01949
OG0000580	Prbh.g_00227	Syab.g_01948
OG0000581	Prbh.g_00224	Syab.g_01934
OG0000582	Prbh.g_00221	Syab.g_01929
OG0000583	Prbh.g_00220	Syab.g_01928
OG0000584	Prbh.g_00219	Syab.g_01927
OG0000585	Prbh.g_00217	Syab.g_01924
OG0000586	Prbh.g_00216	Syab.g_01923
OG0000587	Prbh.g_00215	Syab.g_01921
OG0000588	Prbh.g_01465	Syab.g_01910
OG0000589	Prbh.g_01462	Syab.g_01899
OG0000590	Prbh.g_01461	Syab.g_01898
OG0000591	Prbh.g_01457	Syab.g_01892
OG0000592	Prbh.g_01456	Syab.g_01891
OG0000593	Prbh.g_01221	Syab.g_01877
OG0000594	Prbh.g_01220	Syab.g_01876
OG0000595	Prbh.g_01219	Syab.g_01875
OG0000596	Prbh.g_01216	Syab.g_01871
OG0000597	Prbh.g_01213	Syab.g_01868
OG0000598	Prbh.g_01212	Syab.g_01867
OG0000599	Prbh.g_01209	Syab.g_01860
OG0000600	Prbh.g_01208	Syab.g_01859
OG0000601	Prbh.g_01207	Syab.g_01858
OG0000602	Prbh.g_01205	Syab.g_01853
OG0000603	Prbh.g_01204	Syab.g_01852
OG0000604	Prbh.g_01203	Syab.g_01850
OG0000605	Prbh.g_01202	Syab.g_01758
OG0000606	Prbh.g_01199	Syab.g_01529
OG0000607	Prbh.g_01196	Syab.g_01533
OG0000608	Prbh.g_01195	Syab.g_01534
OG0000609	Prbh.g_01194	Syab.g_01536
OG0000610	Prbh.g_01188	Syab.g_01555
OG0000611	Prbh.g_01185	Syab.g_01558
OG0000612	Prbh.g_01184	Syab.g_01559
OG0000613	Prbh.g_00907	Syab.g_00228
OG0000614	Prbh.g_00928	Syab.g_01179
OG0000615	Prbh.g_00939	Syab.g_01605
OG0000616	Prbh.g_01487	Syab.g_02897
OG0000617	Prbh.g_01167	Syab.g_01274
OG0000618	Prbh.g_01166	Syab.g_01275
OG0000619	Prbh.g_01165	Syab.g_01662
OG0000620	Prbh.g_01162	Syab.g_01668
OG0000621	Prbh.g_01161	Syab.g_01669
OG0000622	Prbh.g_01160	Syab.g_01670
OG0000623	Prbh.g_01159	Syab.g_01671
OG0000624	Prbh.g_01157	Syab.g_01673
OG0000625	Prbh.g_01156	Syab.g_01674
OG0000626	Prbh.g_01155	Syab.g_01675
OG0000627	Prbh.g_01154	Syab.g_01438
OG0000628	Prbh.g_01153	Syab.g_01437
OG0000629	Prbh.g_01151	Syab.g_01434
OG0000630	Prbh.g_01148	Syab.g_01430
OG0000631	Prbh.g_01056	Syab.g_01421
OG0000632	Prbh.g_01057	Syab.g_01420
OG0000633	Prbh.g_01058	Syab.g_01419
OG0000634	Prbh.g_00949	Syab.g_01651
OG0000635	Prbh.g_00950	Syab.g_01656
OG0000636	Prbh.g_00952	Syab.g_01658
OG0000637	Prbh.g_00954	Syab.g_01660
OG0000638	Prbh.g_00955	Syab.g_01661
OG0000639	Prbh.g_00956	Syab.g_01276
OG0000640	Prbh.g_00957	Syab.g_01277
OG0000641	Prbh.g_00961	Syab.g_01281
OG0000642	Prbh.g_00962	Syab.g_01282
OG0000643	Prbh.g_00963	Syab.g_01283
OG0000644	Prbh.g_00964	Syab.g_01284
OG0000645	Prbh.g_00965	Syab.g_01286
OG0000646	Prbh.g_00967	Syab.g_01289
OG0000647	Prbh.g_00969	Syab.g_01291
OG0000648	Prbh.g_00971	Syab.g_01684
OG0000649	Prbh.g_00972	Syab.g_01685
OG0000650	Prbh.g_00973	Syab.g_01686
OG0000651	Prbh.g_00974	Syab.g_01687
OG0000652	Prbh.g_00975	Syab.g_01688
OG0000653	Prbh.g_00977	Syab.g_01690
OG0000654	Prbh.g_00978	Syab.g_01691
OG0000655	Prbh.g_00979	Syab.g_01692
OG0000656	Prbh.g_00982	Syab.g_01695
OG0000657	Prbh.g_00989	Syab.g_01706
OG0000658	Prbh.g_00991	Syab.g_01710
OG0000659	Prbh.g_00992	Syab.g_01711
OG0000660	Prbh.g_00996	Syab.g_01715
OG0000661	Prbh.g_00998	Syab.g_01717
OG0000662	Prbh.g_01001	Syab.g_01719
OG0000663	Prbh.g_01003	Syab.g_01722
OG0000664	Prbh.g_01004	Syab.g_01723
OG0000665	Prbh.g_01010	Syab.g_01829
OG0000666	Prbh.g_01011	Syab.g_01842
OG0000667	Prbh.g_01015	Syab.g_01548
OG0000668	Prbh.g_00857	Syab.g_01319
OG0000669	Prbh.g_00868	Syab.g_01642
OG0000670	Prbh.g_00871	Syab.g_02156
OG0000671	Prbh.g_00873	Syab.g_01638
OG0000672	Prbh.g_00876	Syab.g_01635
OG0000673	Prbh.g_00879	Syab.g_01632
OG0000674	Prbh.g_00881	Syab.g_01630
OG0000675	Prbh.g_00882	Syab.g_01629
OG0000676	Prbh.g_00884	Syab.g_01620
OG0000677	Prbh.g_00885	Syab.g_01619
OG0000678	Prbh.g_00887	Syab.g_01613
OG0000679	Prbh.g_00891	Syab.g_01601
OG0000680	Prbh.g_00892	Syab.g_01600
OG0000681	Prbh.g_00895	Syab.g_01597
OG0000682	Prbh.g_00896	Syab.g_01596
OG0000683	Prbh.g_00897	Syab.g_01595
OG0000684	Prbh.g_00898	Syab.g_01591
OG0000685	Prbh.g_00900	Syab.g_01589
OG0000686	Prbh.g_00901	Syab.g_01588
OG0000687	Prbh.g_00902	Syab.g_01586
OG0000688	Prbh.g_01179	Syab.g_01576
OG0000689	Prbh.g_01178	Syab.g_01574
OG0000690	Prbh.g_01177	Syab.g_01573
OG0000691	Prbh.g_01176	Syab.g_01572
OG0000692	Prbh.g_01174	Syab.g_01571
OG0000693	Prbh.g_01173	Syab.g_01569
OG0000694	Prbh.g_01172	Syab.g_01568
OG0000695	Prbh.g_01060	Syab.g_01417
OG0000696	Prbh.g_01061	Syab.g_01416
OG0000697	Prbh.g_01062	Syab.g_01415
OG0000698	Prbh.g_01065	Syab.g_01412
OG0000699	Prbh.g_01066	Syab.g_01411
OG0000700	Prbh.g_01067	Syab.g_01410
OG0000701	Prbh.g_01068	Syab.g_01409
OG0000702	Prbh.g_01070	Syab.g_01401
OG0000703	Prbh.g_01071	Syab.g_01400
OG0000704	Prbh.g_01073	Syab.g_01398
OG0000705	Prbh.g_01079	Syab.g_01391
OG0000706	Prbh.g_01080	Syab.g_01390
OG0000707	Prbh.g_01081	Syab.g_01389
OG0000708	Prbh.g_01083	Syab.g_01386
OG0000709	Prbh.g_01087	Syab.g_01378
OG0000710	Prbh.g_01090	Syab.g_01367
OG0000711	Prbh.g_01106	Syab.g_01340
OG0000712	Prbh.g_01107	Syab.g_01338
OG0000713	Prbh.g_01108	Syab.g_01337
OG0000714	Prbh.g_01109	Syab.g_01334
OG0000715	Prbh.g_01111	Syab.g_01332
OG0000716	Prbh.g_01113	Syab.g_01328
OG0000717	Prbh.g_01114	Syab.g_01327
OG0000718	Prbh.g_01116	Syab.g_01323
OG0000719	Prbh.g_01118	Syab.g_01321
OG0000720	Prbh.g_01129	Syab.g_01307
OG0000721	Prbh.g_01133	Syab.g_01305
OG0000722	Prbh.g_01134	Syab.g_01304
OG0000723	Prbh.g_01138	Syab.g_01678
OG0000724	Prbh.g_01036	Syab.g_01223
OG0000725	Prbh.g_01030	Syab.g_01207
OG0000726	Prbh.g_01029	Syab.g_01206
OG0000727	Prbh.g_01028	Syab.g_01205
OG0000728	Prbh.g_01026	Syab.g_01203
OG0000729	Prbh.g_01351	Syab.g_00097
OG0000730	Prbh.g_01325	Syab.g_00521
OG0000731	Prbh.g_00432	Syab.g_00531
OG0000733	Prbh.g_01867	Syab.g_02798
OG0000734	Prbh.g_01299	Syab.g_02508
OG0000735	Prbh.g_01297	Syab.g_00942
OG0000736	Prbh.g_01296	Syab.g_00943
OG0000737	Prbh.g_01295	Syab.g_00944
OG0000738	Prbh.g_01291	Syab.g_00949
OG0000739	Prbh.g_01290	Syab.g_00961
OG0000740	Prbh.g_01289	Syab.g_00962
OG0000741	Prbh.g_01287	Syab.g_00965
OG0000742	Prbh.g_01284	Syab.g_00968
OG0000743	Prbh.g_01282	Syab.g_00970
OG0000744	Prbh.g_01280	Syab.g_00971
OG0000745	Prbh.g_01279	Syab.g_00973
OG0000746	Prbh.g_01277	Syab.g_00975
OG0000747	Prbh.g_01276	Syab.g_00976
OG0000748	Prbh.g_01272	Syab.g_00991
OG0000749	Prbh.g_01271	Syab.g_00992
OG0000750	Prbh.g_01270	Syab.g_00993
OG0000751	Prbh.g_01267	Syab.g_01002
OG0000752	Prbh.g_01265	Syab.g_01004
OG0000753	Prbh.g_01262	Syab.g_01007
OG0000754	Prbh.g_01260	Syab.g_01012
OG0000755	Prbh.g_01254	Syab.g_01021
OG0000756	Prbh.g_01253	Syab.g_01022
OG0000757	Prbh.g_01246	Syab.g_01029
OG0000758	Prbh.g_01245	Syab.g_01030
OG0000759	Prbh.g_01244	Syab.g_01031
OG0000760	Prbh.g_01243	Syab.g_01032
OG0000761	Prbh.g_01242	Syab.g_01034
OG0000762	Prbh.g_01241	Syab.g_01036
OG0000763	Prbh.g_01239	Syab.g_01038
OG0000764	Prbh.g_01238	Syab.g_01039
OG0000765	Prbh.g_01230	Syab.g_01154
OG0000766	Prbh.g_01229	Syab.g_01153
OG0000767	Prbh.g_01227	Syab.g_01151
OG0000768	Prbh.g_01226	Syab.g_01150
OG0000769	Prbh.g_01224	Syab.g_01148
OG0000770	Prbh.g_01451	Syab.g_01145
OG0000771	Prbh.g_01397	Syab.g_01229
OG0000772	Prbh.g_01845	Syab.g_00957
OG0000773	Prbh.g_01364	Syab.g_00931
OG0000774	Prbh.g_01366	Syab.g_00924
OG0000775	Prbh.g_01368	Syab.g_00922
OG0000776	Prbh.g_01369	Syab.g_00921
OG0000777	Prbh.g_01370	Syab.g_00920
OG0000778	Prbh.g_01371	Syab.g_00919
OG0000779	Prbh.g_01375	Syab.g_00913
OG0000780	Prbh.g_01376	Syab.g_00908
OG0000781	Prbh.g_01379	Syab.g_00904
OG0000782	Prbh.g_01380	Syab.g_00903
OG0000783	Prbh.g_01381	Syab.g_00902
OG0000784	Prbh.g_01382	Syab.g_00901
OG0000785	Prbh.g_01384	Syab.g_00899
OG0000786	Prbh.g_01387	Syab.g_00895
OG0000787	Prbh.g_01388	Syab.g_00894
OG0000788	Prbh.g_00206	Syab.g_01857
OG0000789	Prbh.g_00196	Syab.g_01835
OG0000790	Prbh.g_00014	Syab.g_02082
OG0000791	Prbh.g_00016	Syab.g_02080
OG0000792	Prbh.g_00017	Syab.g_02079
OG0000793	Prbh.g_00021	Syab.g_02074
OG0000794	Prbh.g_00022	Syab.g_02073
OG0000795	Prbh.g_00023	Syab.g_02072
OG0000796	Prbh.g_00027	Syab.g_02068
OG0000797	Prbh.g_00028	Syab.g_02067
OG0000798	Prbh.g_00033	Syab.g_00298
OG0000799	Prbh.g_00079	Syab.g_00826
OG0000800	Prbh.g_00080	Syab.g_00821
OG0000801	Prbh.g_00081	Syab.g_00820
OG0000802	Prbh.g_00083	Syab.g_00816
OG0000803	Prbh.g_00085	Syab.g_00806
OG0000804	Prbh.g_00086	Syab.g_00802
OG0000805	Prbh.g_00088	Syab.g_00792
OG0000806	Prbh.g_00090	Syab.g_00790
OG0000807	Prbh.g_00091	Syab.g_00788
OG0000808	Prbh.g_00092	Syab.g_00783
OG0000809	Prbh.g_00094	Syab.g_00780
OG0000810	Prbh.g_00095	Syab.g_00779
OG0000811	Prbh.g_00102	Syab.g_00770
OG0000812	Prbh.g_00104	Syab.g_00768
OG0000813	Prbh.g_00105	Syab.g_00767
OG0000814	Prbh.g_00107	Syab.g_00765
OG0000815	Prbh.g_00108	Syab.g_00760
OG0000816	Prbh.g_00110	Syab.g_00758
OG0000817	Prbh.g_00111	Syab.g_00757
OG0000818	Prbh.g_00116	Syab.g_00751
OG0000819	Prbh.g_00117	Syab.g_00750
OG0000820	Prbh.g_00118	Syab.g_00749
OG0000821	Prbh.g_00122	Syab.g_00743
OG0000822	Prbh.g_00123	Syab.g_00741
OG0000823	Prbh.g_00124	Syab.g_00740
OG0000824	Prbh.g_00127	Syab.g_00735
OG0000825	Prbh.g_00128	Syab.g_00734
OG0000826	Prbh.g_00129	Syab.g_00733
OG0000827	Prbh.g_00130	Syab.g_00732
OG0000828	Prbh.g_00133	Syab.g_00729
OG0000829	Prbh.g_00134	Syab.g_00728
OG0000830	Prbh.g_00135	Syab.g_00727
OG0000831	Prbh.g_00137	Syab.g_00725
OG0000832	Prbh.g_00147	Syab.g_02169
OG0000833	Prbh.g_00156	Syab.g_02178
OG0000834	Prbh.g_00157	Syab.g_02181
OG0000835	Prbh.g_00158	Syab.g_02182
OG0000836	Prbh.g_00159	Syab.g_02185
OG0000837	Prbh.g_00160	Syab.g_02186
OG0000838	Prbh.g_00163	Syab.g_02190
OG0000839	Prbh.g_00164	Syab.g_02191
OG0000840	Prbh.g_00165	Syab.g_02192
OG0000841	Prbh.g_00166	Syab.g_02193
OG0000842	Prbh.g_00167	Syab.g_02194
OG0000843	Prbh.g_00168	Syab.g_02195
OG0000844	Prbh.g_00169	Syab.g_02197
OG0000845	Prbh.g_00170	Syab.g_02198
OG0000846	Prbh.g_00171	Syab.g_02199
OG0000847	Prbh.g_00172	Syab.g_02200
OG0000848	Prbh.g_00173	Syab.g_02202
OG0000849	Prbh.g_00174	Syab.g_02203
OG0000850	Prbh.g_00176	Syab.g_02212
OG0000851	Prbh.g_00177	Syab.g_02226
OG0000852	Prbh.g_00178	Syab.g_02227
OG0000853	Prbh.g_00183	Syab.g_02233
OG0000854	Prbh.g_00185	Syab.g_02235
OG0000855	Prbh.g_00186	Syab.g_02236
OG0000856	Prbh.g_01454	Syab.g_01889
OG0000857	Prbh.g_00968	Syab.g_01290
OG0000858	Prbh.g_01789	Syab.g_02244
OG0000859	Prbh.g_01788	Syab.g_02245
OG0000860	Prbh.g_01780	Syab.g_02258
OG0000861	Prbh.g_01779	Syab.g_02259
OG0000862	Prbh.g_01778	Syab.g_02261
OG0000863	Prbh.g_01776	Syab.g_02265
OG0000864	Prbh.g_01775	Syab.g_02266
OG0000865	Prbh.g_01774	Syab.g_02267
OG0000866	Prbh.g_01773	Syab.g_02268
OG0000867	Prbh.g_01772	Syab.g_02269
OG0000868	Prbh.g_01770	Syab.g_02287
OG0000869	Prbh.g_01767	Syab.g_02292
OG0000870	Prbh.g_01762	Syab.g_02297
OG0000871	Prbh.g_01761	Syab.g_02298
OG0000872	Prbh.g_01760	Syab.g_02305
OG0000873	Prbh.g_01757	Syab.g_02308
OG0000874	Prbh.g_01754	Syab.g_02311
OG0000875	Prbh.g_01752	Syab.g_02313
OG0000876	Prbh.g_01751	Syab.g_02315
OG0000877	Prbh.g_01749	Syab.g_02317
OG0000878	Prbh.g_01748	Syab.g_02318
OG0000879	Prbh.g_01747	Syab.g_02319
OG0000880	Prbh.g_01746	Syab.g_02320
OG0000881	Prbh.g_01742	Syab.g_02325
OG0000882	Prbh.g_01737	Syab.g_02330
OG0000883	Prbh.g_01735	Syab.g_02332
OG0000884	Prbh.g_01733	Syab.g_02334
OG0000885	Prbh.g_01732	Syab.g_02335
OG0000886	Prbh.g_01731	Syab.g_02336
OG0000887	Prbh.g_01730	Syab.g_02338
OG0000888	Prbh.g_01728	Syab.g_02340
OG0000889	Prbh.g_01726	Syab.g_02342
OG0000890	Prbh.g_01725	Syab.g_02348
OG0000891	Prbh.g_01724	Syab.g_02349
OG0000892	Prbh.g_01723	Syab.g_02353
OG0000893	Prbh.g_01719	Syab.g_00366
OG0000894	Prbh.g_01716	Syab.g_00369
OG0000895	Prbh.g_01712	Syab.g_00373
OG0000896	Prbh.g_01711	Syab.g_00374
OG0000897	Prbh.g_01709	Syab.g_00376
OG0000898	Prbh.g_01708	Syab.g_00377
OG0000899	Prbh.g_01707	Syab.g_00378
OG0000900	Prbh.g_01706	Syab.g_00379
OG0000901	Prbh.g_01703	Syab.g_00384
OG0000902	Prbh.g_01701	Syab.g_00386
OG0000903	Prbh.g_01697	Syab.g_00399
OG0000904	Prbh.g_01692	Syab.g_00395
OG0000905	Prbh.g_01699	Syab.g_00390
OG0000906	Prbh.g_01700	Syab.g_00388
OG0000907	Prbh.g_01687	Syab.g_00401
OG0000908	Prbh.g_01684	Syab.g_00404
OG0000909	Prbh.g_01683	Syab.g_00405
OG0000910	Prbh.g_01682	Syab.g_00406
OG0000911	Prbh.g_01680	Syab.g_00408
OG0000912	Prbh.g_01679	Syab.g_00409
OG0000913	Prbh.g_01678	Syab.g_00410
OG0000914	Prbh.g_01677	Syab.g_00411
OG0000915	Prbh.g_01676	Syab.g_00412
OG0000916	Prbh.g_01675	Syab.g_00413
OG0000917	Prbh.g_01674	Syab.g_00414
OG0000918	Prbh.g_01673	Syab.g_00415
OG0000919	Prbh.g_01672	Syab.g_00416
OG0000920	Prbh.g_01671	Syab.g_00417
OG0000921	Prbh.g_01670	Syab.g_00418
OG0000922	Prbh.g_01669	Syab.g_00419
OG0000923	Prbh.g_01665	Syab.g_00423
OG0000924	Prbh.g_01664	Syab.g_00424
OG0000925	Prbh.g_01663	Syab.g_00425
OG0000926	Prbh.g_01662	Syab.g_00426
OG0000927	Prbh.g_01660	Syab.g_00428
OG0000928	Prbh.g_01659	Syab.g_00429
OG0000929	Prbh.g_01658	Syab.g_00430
OG0000930	Prbh.g_01657	Syab.g_00431
OG0000931	Prbh.g_01656	Syab.g_00432
OG0000932	Prbh.g_01655	Syab.g_00433
OG0000933	Prbh.g_01651	Syab.g_00439
OG0000934	Prbh.g_01649	Syab.g_00441
OG0000935	Prbh.g_01648	Syab.g_00442
OG0000936	Prbh.g_01647	Syab.g_00443
OG0000937	Prbh.g_01646	Syab.g_00444
OG0000938	Prbh.g_01643	Syab.g_00447
OG0000939	Prbh.g_01642	Syab.g_00448
OG0000940	Prbh.g_01635	Syab.g_00456
OG0000941	Prbh.g_01633	Syab.g_00458
OG0000942	Prbh.g_01631	Syab.g_00460
OG0000943	Prbh.g_01630	Syab.g_00461
OG0000944	Prbh.g_01628	Syab.g_00463
OG0000945	Prbh.g_01627	Syab.g_00466
OG0000946	Prbh.g_01621	Syab.g_00473
OG0000947	Prbh.g_01619	Syab.g_00476
OG0000948	Prbh.g_01618	Syab.g_00477
OG0000949	Prbh.g_01615	Syab.g_00212
OG0000950	Prbh.g_01608	Syab.g_00204
OG0000951	Prbh.g_01604	Syab.g_00199
OG0000952	Prbh.g_01600	Syab.g_00191
OG0000953	Prbh.g_01596	Syab.g_00134
OG0000954	Prbh.g_01592	Syab.g_00129
OG0000955	Prbh.g_01591	Syab.g_00128
OG0000956	Prbh.g_01589	Syab.g_00126
OG0000957	Prbh.g_01583	Syab.g_00115
OG0000958	Prbh.g_01582	Syab.g_00114
OG0000959	Prbh.g_01578	Syab.g_00110
OG0000960	Prbh.g_01577	Syab.g_00109
OG0000961	Prbh.g_01574	Syab.g_00100
OG0000962	Prbh.g_01572	Syab.g_00098
OG0000963	Prbh.g_01568	Syab.g_00093
OG0000964	Prbh.g_01567	Syab.g_00092
OG0000965	Prbh.g_01566	Syab.g_00091
OG0000966	Prbh.g_01560	Syab.g_00082
OG0000967	Prbh.g_01556	Syab.g_00078
OG0000968	Prbh.g_01554	Syab.g_00075
OG0000969	Prbh.g_01553	Syab.g_00073
OG0000970	Prbh.g_01552	Syab.g_00072
OG0000971	Prbh.g_01551	Syab.g_00070
OG0000972	Prbh.g_01550	Syab.g_00069
OG0000973	Prbh.g_01549	Syab.g_00068
OG0000974	Prbh.g_01548	Syab.g_00067
OG0000975	Prbh.g_01547	Syab.g_00066
OG0000976	Prbh.g_01546	Syab.g_00065
OG0000977	Prbh.g_01545	Syab.g_00063
OG0000978	Prbh.g_01544	Syab.g_00062
OG0000979	Prbh.g_01541	Syab.g_00059
OG0000980	Prbh.g_01539	Syab.g_00056
OG0000981	Prbh.g_01536	Syab.g_00053
OG0000982	Prbh.g_01534	Syab.g_02756
OG0000983	Prbh.g_01533	Syab.g_02757
OG0000984	Prbh.g_01532	Syab.g_02758
OG0000985	Prbh.g_01529	Syab.g_02762
OG0000986	Prbh.g_01527	Syab.g_02764
OG0000987	Prbh.g_01526	Syab.g_02768
OG0000988	Prbh.g_01523	Syab.g_02774
OG0000989	Prbh.g_01519	Syab.g_02792
OG0000990	Prbh.g_01514	Syab.g_02811
OG0000991	Prbh.g_01513	Syab.g_02818
OG0000992	Prbh.g_01510	Syab.g_02821
OG0000993	Prbh.g_01509	Syab.g_02822
OG0000994	Prbh.g_01508	Syab.g_02826
OG0000995	Prbh.g_01504	Syab.g_02835
OG0000996	Prbh.g_01503	Syab.g_02866
OG0000997	Prbh.g_01501	Syab.g_02875
OG0000998	Prbh.g_01499	Syab.g_02877
OG0000999	Prbh.g_01498	Syab.g_02878
OG0001000	Prbh.g_01495	Syab.g_02881
OG0001001	Prbh.g_01490	Syab.g_02888
OG0001002	Prbh.g_01485	Syab.g_02900
OG0001003	Prbh.g_01484	Syab.g_02902
OG0001004	Prbh.g_01483	Syab.g_02903
OG0001005	Prbh.g_01482	Syab.g_02905
OG0001006	Prbh.g_01478	Syab.g_02912
OG0001007	Prbh.g_01476	Syab.g_02914
OG0001008	Prbh.g_00395	Syab.g_00584
OG0001009	Prbh.g_00753	Syab.g_00033
OG0001010	Prbh.g_00752	Syab.g_00034
OG0001011	Prbh.g_00751	Syab.g_00035
OG0001012	Prbh.g_00739	Syab.g_02752
OG0001013	Prbh.g_00732	Syab.g_02716
OG0001014	Prbh.g_00729	Syab.g_02712
OG0001015	Prbh.g_00728	Syab.g_02711
OG0001016	Prbh.g_00709	Syab.g_02439
OG0001017	Prbh.g_00705	Syab.g_02445
OG0001018	Prbh.g_00703	Syab.g_02447
OG0001019	Prbh.g_00694	Syab.g_02469
OG0001020	Prbh.g_00693	Syab.g_02477
OG0001021	Prbh.g_00692	Syab.g_02481
OG0001022	Prbh.g_00689	Syab.g_02485
OG0001023	Prbh.g_00688	Syab.g_02486
OG0001024	Prbh.g_00685	Syab.g_02490
OG0001025	Prbh.g_00678	Syab.g_02497
OG0001026	Prbh.g_00670	Syab.g_02510
OG0001027	Prbh.g_00669	Syab.g_02515
OG0001028	Prbh.g_00667	Syab.g_02517
OG0001029	Prbh.g_00666	Syab.g_02519
OG0001030	Prbh.g_00650	Syab.g_02540
OG0001031	Prbh.g_00596	Syab.g_02615
OG0001032	Prbh.g_00595	Syab.g_02617
OG0001033	Prbh.g_00574	Syab.g_02675
OG0001034	Prbh.g_00544	Syab.g_02370
OG0001035	Prbh.g_00524	Syab.g_00335
OG0001036	Prbh.g_00520	Syab.g_00327
OG0001037	Prbh.g_00519	Syab.g_00325
OG0001038	Prbh.g_00501	Syab.g_00297
OG0001039	Prbh.g_00498	Syab.g_00294
OG0001040	Prbh.g_00496	Syab.g_00291
OG0001041	Prbh.g_00491	Syab.g_00286
OG0001042	Prbh.g_00474	Syab.g_00254
OG0001043	Prbh.g_00473	Syab.g_00250
OG0001044	Prbh.g_00440	Syab.g_00522
OG0001045	Prbh.g_00430	Syab.g_00534
OG0001046	Prbh.g_01877	Syab.g_01352
OG0001047	Prbh.g_00393	Syab.g_00586
OG0001048	Prbh.g_00392	Syab.g_00587
OG0001049	Prbh.g_00390	Syab.g_00590
OG0001050	Prbh.g_00389	Syab.g_00591
OG0001051	Prbh.g_00388	Syab.g_00592
OG0001052	Prbh.g_00360	Syab.g_00693
OG0001053	Prbh.g_00348	Syab.g_02099
OG0001054	Prbh.g_00333	Syab.g_02118
OG0001055	Prbh.g_00313	Syab.g_02139
OG0001056	Prbh.g_00293	Syab.g_02036
OG0001057	Prbh.g_00289	Syab.g_00882
OG0001058	Prbh.g_00281	Syab.g_02014
OG0001059	Prbh.g_00277	Syab.g_02010
OG0001060	Prbh.g_00270	Syab.g_02003
OG0001061	Prbh.g_00255	Syab.g_01985
OG0001062	Prbh.g_00253	Syab.g_01983
OG0001063	Prbh.g_00251	Syab.g_01979
OG0001064	Prbh.g_00250	Syab.g_01978
OG0001065	Prbh.g_00249	Syab.g_01976
OG0001066	Prbh.g_00248	Syab.g_01975
OG0001067	Prbh.g_00247	Syab.g_01974
OG0001068	Prbh.g_00246	Syab.g_01973
OG0001069	Prbh.g_00245	Syab.g_01972
OG0001070	Prbh.g_00243	Syab.g_01968
OG0001071	Prbh.g_00242	Syab.g_01967
OG0001072	Prbh.g_00240	Syab.g_01962
OG0001073	Prbh.g_00226	Syab.g_01947
OG0001074	Prbh.g_00214	Syab.g_01815
OG0001075	Prbh.g_00213	Syab.g_01919
OG0001076	Prbh.g_01459	Syab.g_01897
OG0001077	Prbh.g_01453	Syab.g_01887
OG0001079	Prbh.g_01206	Syab.g_01856
OG0001080	Prbh.g_01200	Syab.g_01756
OG0001081	Prbh.g_01198	Syab.g_01530
OG0001082	Prbh.g_01197	Syab.g_01531
OG0001083	Prbh.g_01192	Syab.g_01540
OG0001084	Prbh.g_01191	Syab.g_01543
OG0001085	Prbh.g_00904	Syab.g_01563
OG0001086	Prbh.g_00905	Syab.g_01565
OG0001087	Prbh.g_00923	Syab.g_01167
OG0001088	Prbh.g_00924	Syab.g_01170
OG0001089	Prbh.g_00935	Syab.g_01198
OG0001090	Prbh.g_00946	Syab.g_01267
OG0001091	Prbh.g_01170	Syab.g_01270
OG0001092	Prbh.g_01169	Syab.g_01272
OG0001093	Prbh.g_01164	Syab.g_01664
OG0001094	Prbh.g_01171	Syab.g_01567
OG0001095	Prbh.g_00966	Syab.g_01287
OG0001096	Prbh.g_00980	Syab.g_01693
OG0001097	Prbh.g_00999	Syab.g_01718
OG0001098	Prbh.g_01019	Syab.g_01497
OG0001099	Prbh.g_00861	Syab.g_02518
OG0001100	Prbh.g_00870	Syab.g_01640
OG0001101	Prbh.g_00872	Syab.g_01639
OG0001102	Prbh.g_00875	Syab.g_01636
OG0001103	Prbh.g_00877	Syab.g_01634
OG0001104	Prbh.g_00899	Syab.g_01590
OG0001105	Prbh.g_00903	Syab.g_01585
OG0001106	Prbh.g_01074	Syab.g_01397
OG0001107	Prbh.g_01084	Syab.g_01385
OG0001108	Prbh.g_01088	Syab.g_01377
OG0001109	Prbh.g_01089	Syab.g_01368
OG0001110	Prbh.g_01091	Syab.g_01366
OG0001111	Prbh.g_01092	Syab.g_01364
OG0001112	Prbh.g_01093	Syab.g_01362
OG0001113	Prbh.g_01094	Syab.g_01593
OG0001114	Prbh.g_01095	Syab.g_01361
OG0001115	Prbh.g_01097	Syab.g_01357
OG0001116	Prbh.g_01098	Syab.g_01355
OG0001117	Prbh.g_01099	Syab.g_01354
OG0001118	Prbh.g_01100	Syab.g_01353
