Orthogroup	Prbh	Syah
OG0000563	Prbh.g_00273	Syah.g_01099
OG0000564	Prbh.g_00272	Syah.g_01100
OG0000565	Prbh.g_00269	Syah.g_01104
OG0000566	Prbh.g_00265	Syah.g_01108
OG0000567	Prbh.g_00261	Syah.g_01112
OG0000568	Prbh.g_00260	Syah.g_01116
OG0000569	Prbh.g_00259	Syah.g_01117
OG0000570	Prbh.g_00258	Syah.g_01118
OG0000571	Prbh.g_00256	Syah.g_01122
OG0000572	Prbh.g_00244	Syah.g_01137
OG0000573	Prbh.g_00238	Syah.g_01146
OG0000574	Prbh.g_00237	Syah.g_01147
OG0000575	Prbh.g_00233	Syah.g_01151
OG0000576	Prbh.g_00231	Syah.g_01153
OG0000577	Prbh.g_00230	Syah.g_01154
OG0000578	Prbh.g_00229	Syah.g_01155
OG0000579	Prbh.g_00228	Syah.g_01156
OG0000580	Prbh.g_00227	Syah.g_01157
OG0000581	Prbh.g_00224	Syah.g_01163
OG0000582	Prbh.g_00221	Syah.g_01979
OG0000583	Prbh.g_00220	Syah.g_01978
OG0000584	Prbh.g_00219	Syah.g_01977
OG0000585	Prbh.g_00217	Syah.g_01975
OG0000586	Prbh.g_00216	Syah.g_01974
OG0000587	Prbh.g_00215	Syah.g_01972
OG0000588	Prbh.g_01465	Syah.g_01966
OG0000589	Prbh.g_01462	Syah.g_01962
OG0000590	Prbh.g_01461	Syah.g_01961
OG0000591	Prbh.g_01457	Syah.g_01954
OG0000592	Prbh.g_01456	Syah.g_01953
OG0000593	Prbh.g_01221	Syah.g_01939
OG0000594	Prbh.g_01220	Syah.g_01938
OG0000595	Prbh.g_01219	Syah.g_01937
OG0000596	Prbh.g_01216	Syah.g_01932
OG0000597	Prbh.g_01213	Syah.g_01929
OG0000598	Prbh.g_01212	Syah.g_01928
OG0000599	Prbh.g_01209	Syah.g_01925
OG0000600	Prbh.g_01208	Syah.g_01924
OG0000601	Prbh.g_01207	Syah.g_01923
OG0000602	Prbh.g_01205	Syah.g_01917
OG0000603	Prbh.g_01204	Syah.g_01916
OG0000604	Prbh.g_01203	Syah.g_01913
OG0000605	Prbh.g_01202	Syah.g_01825
OG0000606	Prbh.g_01199	Syah.g_01485
OG0000607	Prbh.g_01196	Syah.g_01489
OG0000608	Prbh.g_01195	Syah.g_01490
OG0000609	Prbh.g_01194	Syah.g_01492
OG0000610	Prbh.g_01188	Syah.g_01499
OG0000611	Prbh.g_01185	Syah.g_01502
OG0000612	Prbh.g_01184	Syah.g_01503
OG0000613	Prbh.g_00907	Syah.g_00147
OG0000614	Prbh.g_00928	Syah.g_02004
OG0000615	Prbh.g_00939	Syah.g_01814
OG0000616	Prbh.g_01487	Syah.g_00389
OG0000617	Prbh.g_01167	Syah.g_01722
OG0000618	Prbh.g_01166	Syah.g_01721
OG0000619	Prbh.g_01165	Syah.g_01720
OG0000620	Prbh.g_01162	Syah.g_01713
OG0000621	Prbh.g_01161	Syah.g_01712
OG0000622	Prbh.g_01160	Syah.g_01711
OG0000623	Prbh.g_01159	Syah.g_01710
OG0000624	Prbh.g_01157	Syah.g_01708
OG0000625	Prbh.g_01156	Syah.g_01707
OG0000626	Prbh.g_01155	Syah.g_01706
OG0000627	Prbh.g_01154	Syah.g_01569
OG0000628	Prbh.g_01153	Syah.g_01570
OG0000629	Prbh.g_01151	Syah.g_01573
OG0000630	Prbh.g_01148	Syah.g_01577
OG0000631	Prbh.g_01056	Syah.g_01582
OG0000632	Prbh.g_01057	Syah.g_01583
OG0000633	Prbh.g_01058	Syah.g_01584
OG0000634	Prbh.g_00949	Syah.g_01783
OG0000635	Prbh.g_00950	Syah.g_01782
OG0000636	Prbh.g_00952	Syah.g_01780
OG0000637	Prbh.g_00954	Syah.g_01778
OG0000638	Prbh.g_00955	Syah.g_01777
OG0000639	Prbh.g_00956	Syah.g_01776
OG0000640	Prbh.g_00957	Syah.g_01775
OG0000641	Prbh.g_00961	Syah.g_01771
OG0000642	Prbh.g_00962	Syah.g_01770
OG0000643	Prbh.g_00963	Syah.g_01768
OG0000644	Prbh.g_00964	Syah.g_01767
OG0000645	Prbh.g_00965	Syah.g_01765
OG0000646	Prbh.g_00967	Syah.g_01762
OG0000647	Prbh.g_00969	Syah.g_01760
OG0000648	Prbh.g_00971	Syah.g_01757
OG0000649	Prbh.g_00972	Syah.g_01756
OG0000650	Prbh.g_00973	Syah.g_01755
OG0000651	Prbh.g_00974	Syah.g_01754
OG0000652	Prbh.g_00975	Syah.g_01753
OG0000653	Prbh.g_00977	Syah.g_01751
OG0000654	Prbh.g_00978	Syah.g_01750
OG0000655	Prbh.g_00979	Syah.g_01749
OG0000656	Prbh.g_00982	Syah.g_01746
OG0000657	Prbh.g_00989	Syah.g_02083
OG0000658	Prbh.g_00991	Syah.g_02086
OG0000659	Prbh.g_00992	Syah.g_02087
OG0000660	Prbh.g_00996	Syah.g_02091
OG0000661	Prbh.g_00998	Syah.g_02093
OG0000662	Prbh.g_01001	Syah.g_02095
OG0000663	Prbh.g_01003	Syah.g_02098
OG0000664	Prbh.g_01004	Syah.g_02099
OG0000665	Prbh.g_01010	Syah.g_01895
OG0000666	Prbh.g_01011	Syah.g_01826
OG0000667	Prbh.g_01015	Syah.g_00714
OG0000668	Prbh.g_00857	Syah.g_01680
OG0000669	Prbh.g_00868	Syah.g_01520
OG0000670	Prbh.g_00871	Syah.g_02352
OG0000671	Prbh.g_00873	Syah.g_01524
OG0000672	Prbh.g_00876	Syah.g_01527
OG0000673	Prbh.g_00879	Syah.g_01530
OG0000674	Prbh.g_00881	Syah.g_01532
OG0000675	Prbh.g_00882	Syah.g_01533
OG0000676	Prbh.g_00884	Syah.g_01535
OG0000677	Prbh.g_00885	Syah.g_01536
OG0000678	Prbh.g_00887	Syah.g_01821
OG0000679	Prbh.g_00891	Syah.g_01812
OG0000680	Prbh.g_00892	Syah.g_01811
OG0000681	Prbh.g_00895	Syah.g_01808
OG0000682	Prbh.g_00896	Syah.g_01807
OG0000683	Prbh.g_00897	Syah.g_01806
OG0000684	Prbh.g_00898	Syah.g_01802
OG0000685	Prbh.g_00900	Syah.g_01800
OG0000686	Prbh.g_00901	Syah.g_01799
OG0000687	Prbh.g_00902	Syah.g_01798
OG0000688	Prbh.g_01179	Syah.g_01793
OG0000689	Prbh.g_01178	Syah.g_01791
OG0000690	Prbh.g_01177	Syah.g_01790
OG0000691	Prbh.g_01176	Syah.g_01789
OG0000692	Prbh.g_01174	Syah.g_01788
OG0000693	Prbh.g_01173	Syah.g_01787
OG0000694	Prbh.g_01172	Syah.g_01786
OG0000695	Prbh.g_01060	Syah.g_01586
OG0000696	Prbh.g_01061	Syah.g_01587
OG0000697	Prbh.g_01062	Syah.g_01589
OG0000698	Prbh.g_01065	Syah.g_01592
OG0000699	Prbh.g_01066	Syah.g_01594
OG0000700	Prbh.g_01067	Syah.g_01595
OG0000701	Prbh.g_01068	Syah.g_01596
OG0000702	Prbh.g_01070	Syah.g_01604
OG0000703	Prbh.g_01071	Syah.g_01605
OG0000704	Prbh.g_01073	Syah.g_01608
OG0000705	Prbh.g_01079	Syah.g_01614
OG0000706	Prbh.g_01080	Syah.g_01615
OG0000707	Prbh.g_01081	Syah.g_01616
OG0000708	Prbh.g_01083	Syah.g_01619
OG0000709	Prbh.g_01087	Syah.g_01627
OG0000710	Prbh.g_01090	Syah.g_01631
OG0000711	Prbh.g_01106	Syah.g_01661
OG0000712	Prbh.g_01107	Syah.g_01662
OG0000713	Prbh.g_01108	Syah.g_01663
OG0000714	Prbh.g_01109	Syah.g_01665
OG0000715	Prbh.g_01111	Syah.g_01667
OG0000716	Prbh.g_01113	Syah.g_01671
OG0000717	Prbh.g_01114	Syah.g_01672
OG0000718	Prbh.g_01116	Syah.g_01676
OG0000719	Prbh.g_01118	Syah.g_01678
OG0000720	Prbh.g_01129	Syah.g_01691
OG0000721	Prbh.g_01133	Syah.g_01693
OG0000722	Prbh.g_01134	Syah.g_01694
OG0000723	Prbh.g_01138	Syah.g_01704
OG0000724	Prbh.g_01036	Syah.g_02036
OG0000725	Prbh.g_01030	Syah.g_02027
OG0000726	Prbh.g_01029	Syah.g_02026
OG0000727	Prbh.g_01028	Syah.g_02025
OG0000728	Prbh.g_01026	Syah.g_02023
OG0000729	Prbh.g_01351	Syah.g_00263
OG0000730	Prbh.g_01325	Syah.g_00855
OG0000731	Prbh.g_00432	Syah.g_00867
OG0000733	Prbh.g_01867	Syah.g_00473
OG0000734	Prbh.g_01299	Syah.g_02545
OG0000735	Prbh.g_01297	Syah.g_02178
OG0000736	Prbh.g_01296	Syah.g_02177
OG0000737	Prbh.g_01295	Syah.g_02176
OG0000738	Prbh.g_01291	Syah.g_02170
OG0000739	Prbh.g_01290	Syah.g_02165
OG0000740	Prbh.g_01289	Syah.g_02164
OG0000741	Prbh.g_01287	Syah.g_02161
OG0000742	Prbh.g_01284	Syah.g_02159
OG0000743	Prbh.g_01282	Syah.g_02157
OG0000744	Prbh.g_01280	Syah.g_02156
OG0000745	Prbh.g_01279	Syah.g_02154
OG0000746	Prbh.g_01277	Syah.g_02151
OG0000747	Prbh.g_01276	Syah.g_02150
OG0000748	Prbh.g_01272	Syah.g_02140
OG0000749	Prbh.g_01271	Syah.g_02138
OG0000750	Prbh.g_01270	Syah.g_02137
OG0000751	Prbh.g_01267	Syah.g_02130
OG0000752	Prbh.g_01265	Syah.g_02128
OG0000753	Prbh.g_01262	Syah.g_02125
OG0000754	Prbh.g_01260	Syah.g_01431
OG0000755	Prbh.g_01254	Syah.g_01423
OG0000756	Prbh.g_01253	Syah.g_01422
OG0000757	Prbh.g_01246	Syah.g_01415
OG0000758	Prbh.g_01245	Syah.g_01414
OG0000759	Prbh.g_01244	Syah.g_01413
OG0000760	Prbh.g_01243	Syah.g_01412
OG0000761	Prbh.g_01242	Syah.g_01411
OG0000762	Prbh.g_01241	Syah.g_01409
OG0000763	Prbh.g_01239	Syah.g_01407
OG0000764	Prbh.g_01238	Syah.g_01406
OG0000765	Prbh.g_01230	Syah.g_01392
OG0000766	Prbh.g_01229	Syah.g_01391
OG0000767	Prbh.g_01227	Syah.g_01389
OG0000768	Prbh.g_01226	Syah.g_01388
OG0000769	Prbh.g_01224	Syah.g_01386
OG0000770	Prbh.g_01451	Syah.g_01383
OG0000771	Prbh.g_01397	Syah.g_02042
OG0000772	Prbh.g_01845	Syah.g_01351
OG0000773	Prbh.g_01364	Syah.g_02187
OG0000774	Prbh.g_01366	Syah.g_02191
OG0000775	Prbh.g_01368	Syah.g_02193
OG0000776	Prbh.g_01369	Syah.g_02194
OG0000777	Prbh.g_01370	Syah.g_02195
OG0000778	Prbh.g_01371	Syah.g_02196
OG0000779	Prbh.g_01375	Syah.g_02201
OG0000780	Prbh.g_01376	Syah.g_02205
OG0000781	Prbh.g_01379	Syah.g_02209
OG0000782	Prbh.g_01380	Syah.g_02210
OG0000783	Prbh.g_01381	Syah.g_02211
OG0000784	Prbh.g_01382	Syah.g_02212
OG0000785	Prbh.g_01384	Syah.g_02214
OG0000786	Prbh.g_01387	Syah.g_01171
OG0000787	Prbh.g_01388	Syah.g_01170
OG0000788	Prbh.g_00206	Syah.g_01922
OG0000789	Prbh.g_00196	Syah.g_01556
OG0000790	Prbh.g_00014	Syah.g_00981
OG0000791	Prbh.g_00016	Syah.g_00980
OG0000792	Prbh.g_00017	Syah.g_00979
OG0000793	Prbh.g_00021	Syah.g_00974
OG0000794	Prbh.g_00022	Syah.g_00973
OG0000795	Prbh.g_00023	Syah.g_00972
OG0000796	Prbh.g_00027	Syah.g_00968
OG0000797	Prbh.g_00028	Syah.g_00967
OG0000798	Prbh.g_00033	Syah.g_00627
OG0000799	Prbh.g_00079	Syah.g_01326
OG0000800	Prbh.g_00080	Syah.g_01325
OG0000801	Prbh.g_00081	Syah.g_01324
OG0000802	Prbh.g_00083	Syah.g_01320
OG0000803	Prbh.g_00085	Syah.g_01315
OG0000804	Prbh.g_00086	Syah.g_01312
OG0000805	Prbh.g_00088	Syah.g_01303
OG0000806	Prbh.g_00090	Syah.g_01301
OG0000807	Prbh.g_00091	Syah.g_01299
OG0000808	Prbh.g_00092	Syah.g_01298
OG0000809	Prbh.g_00094	Syah.g_01295
OG0000810	Prbh.g_00095	Syah.g_01294
OG0000811	Prbh.g_00102	Syah.g_01286
OG0000812	Prbh.g_00104	Syah.g_01284
OG0000813	Prbh.g_00105	Syah.g_01283
OG0000814	Prbh.g_00107	Syah.g_01281
OG0000815	Prbh.g_00108	Syah.g_01280
OG0000816	Prbh.g_00110	Syah.g_01279
OG0000817	Prbh.g_00111	Syah.g_01278
OG0000818	Prbh.g_00116	Syah.g_01272
OG0000819	Prbh.g_00117	Syah.g_01271
OG0000820	Prbh.g_00118	Syah.g_01270
OG0000821	Prbh.g_00122	Syah.g_01265
OG0000822	Prbh.g_00123	Syah.g_01263
OG0000823	Prbh.g_00124	Syah.g_01262
OG0000824	Prbh.g_00127	Syah.g_01258
OG0000825	Prbh.g_00128	Syah.g_01257
OG0000826	Prbh.g_00129	Syah.g_01256
OG0000827	Prbh.g_00130	Syah.g_01254
OG0000828	Prbh.g_00133	Syah.g_01251
OG0000829	Prbh.g_00134	Syah.g_01250
OG0000830	Prbh.g_00135	Syah.g_01249
OG0000831	Prbh.g_00137	Syah.g_01247
OG0000832	Prbh.g_00147	Syah.g_02311
OG0000833	Prbh.g_00156	Syah.g_02322
OG0000834	Prbh.g_00157	Syah.g_02324
OG0000835	Prbh.g_00158	Syah.g_02325
OG0000836	Prbh.g_00159	Syah.g_02329
OG0000837	Prbh.g_00160	Syah.g_02330
OG0000838	Prbh.g_00163	Syah.g_02334
OG0000839	Prbh.g_00164	Syah.g_02335
OG0000840	Prbh.g_00165	Syah.g_02336
OG0000841	Prbh.g_00166	Syah.g_02337
OG0000842	Prbh.g_00167	Syah.g_02338
OG0000843	Prbh.g_00168	Syah.g_02339
OG0000844	Prbh.g_00169	Syah.g_02341
OG0000845	Prbh.g_00170	Syah.g_02342
OG0000846	Prbh.g_00171	Syah.g_02343
OG0000847	Prbh.g_00172	Syah.g_02344
OG0000848	Prbh.g_00173	Syah.g_02346
OG0000849	Prbh.g_00174	Syah.g_02347
OG0000850	Prbh.g_00176	Syah.g_02349
OG0000851	Prbh.g_00177	Syah.g_02359
OG0000852	Prbh.g_00178	Syah.g_02360
OG0000853	Prbh.g_00183	Syah.g_02364
OG0000854	Prbh.g_00185	Syah.g_02366
OG0000855	Prbh.g_00186	Syah.g_02367
OG0000856	Prbh.g_01454	Syah.g_01951
OG0000857	Prbh.g_00968	Syah.g_01761
OG0000858	Prbh.g_01789	Syah.g_02373
OG0000859	Prbh.g_01788	Syah.g_02374
OG0000860	Prbh.g_01780	Syah.g_02386
OG0000861	Prbh.g_01779	Syah.g_02387
OG0000862	Prbh.g_01778	Syah.g_02389
OG0000863	Prbh.g_01776	Syah.g_02391
OG0000864	Prbh.g_01775	Syah.g_02392
OG0000865	Prbh.g_01774	Syah.g_02396
OG0000866	Prbh.g_01773	Syah.g_02397
OG0000867	Prbh.g_01772	Syah.g_02398
OG0000868	Prbh.g_01770	Syah.g_02401
OG0000869	Prbh.g_01767	Syah.g_02406
OG0000870	Prbh.g_01762	Syah.g_02411
OG0000871	Prbh.g_01761	Syah.g_02412
OG0000872	Prbh.g_01760	Syah.g_02421
OG0000873	Prbh.g_01757	Syah.g_02424
OG0000874	Prbh.g_01754	Syah.g_02420
OG0000875	Prbh.g_01752	Syah.g_02426
OG0000876	Prbh.g_01751	Syah.g_02250
OG0000877	Prbh.g_01749	Syah.g_02254
OG0000878	Prbh.g_01748	Syah.g_02255
OG0000879	Prbh.g_01747	Syah.g_02256
OG0000880	Prbh.g_01746	Syah.g_02257
OG0000881	Prbh.g_01742	Syah.g_02262
OG0000882	Prbh.g_01737	Syah.g_02267
OG0000883	Prbh.g_01735	Syah.g_02270
OG0000884	Prbh.g_01733	Syah.g_02272
OG0000885	Prbh.g_01732	Syah.g_02273
OG0000886	Prbh.g_01731	Syah.g_02274
OG0000887	Prbh.g_01730	Syah.g_02275
OG0000888	Prbh.g_01728	Syah.g_02277
OG0000889	Prbh.g_01726	Syah.g_02279
OG0000890	Prbh.g_01725	Syah.g_02284
OG0000891	Prbh.g_01724	Syah.g_02285
OG0000892	Prbh.g_01723	Syah.g_02288
OG0000893	Prbh.g_01719	Syah.g_00684
OG0000894	Prbh.g_01716	Syah.g_00690
OG0000895	Prbh.g_01712	Syah.g_00694
OG0000896	Prbh.g_01711	Syah.g_00695
OG0000897	Prbh.g_01709	Syah.g_00697
OG0000898	Prbh.g_01708	Syah.g_00698
OG0000899	Prbh.g_01707	Syah.g_00699
OG0000900	Prbh.g_01706	Syah.g_00700
OG0000901	Prbh.g_01703	Syah.g_00705
OG0000902	Prbh.g_01701	Syah.g_00707
OG0000903	Prbh.g_01697	Syah.g_00739
OG0000904	Prbh.g_01692	Syah.g_00734
OG0000905	Prbh.g_01699	Syah.g_00731
OG0000906	Prbh.g_01700	Syah.g_00729
OG0000907	Prbh.g_01687	Syah.g_00741
OG0000908	Prbh.g_01684	Syah.g_00744
OG0000909	Prbh.g_01683	Syah.g_00745
OG0000910	Prbh.g_01682	Syah.g_00746
OG0000911	Prbh.g_01680	Syah.g_00748
OG0000912	Prbh.g_01679	Syah.g_00749
OG0000913	Prbh.g_01678	Syah.g_00750
OG0000914	Prbh.g_01677	Syah.g_00751
OG0000915	Prbh.g_01676	Syah.g_00752
OG0000916	Prbh.g_01675	Syah.g_00753
OG0000917	Prbh.g_01674	Syah.g_00754
OG0000918	Prbh.g_01673	Syah.g_00755
OG0000919	Prbh.g_01672	Syah.g_00756
OG0000920	Prbh.g_01671	Syah.g_00757
OG0000921	Prbh.g_01670	Syah.g_00758
OG0000922	Prbh.g_01669	Syah.g_00759
OG0000923	Prbh.g_01665	Syah.g_00763
OG0000924	Prbh.g_01664	Syah.g_00764
OG0000925	Prbh.g_01663	Syah.g_00765
OG0000926	Prbh.g_01662	Syah.g_00766
OG0000927	Prbh.g_01660	Syah.g_00768
OG0000928	Prbh.g_01659	Syah.g_00769
OG0000929	Prbh.g_01658	Syah.g_00770
OG0000930	Prbh.g_01657	Syah.g_00771
OG0000931	Prbh.g_01656	Syah.g_00772
OG0000932	Prbh.g_01655	Syah.g_00773
OG0000933	Prbh.g_01651	Syah.g_00778
OG0000934	Prbh.g_01649	Syah.g_00780
OG0000935	Prbh.g_01648	Syah.g_00781
OG0000936	Prbh.g_01647	Syah.g_00782
OG0000937	Prbh.g_01646	Syah.g_00783
OG0000938	Prbh.g_01643	Syah.g_00787
OG0000939	Prbh.g_01642	Syah.g_00788
OG0000940	Prbh.g_01635	Syah.g_00795
OG0000941	Prbh.g_01633	Syah.g_00797
OG0000942	Prbh.g_01631	Syah.g_00799
OG0000943	Prbh.g_01630	Syah.g_00800
OG0000944	Prbh.g_01628	Syah.g_00802
OG0000945	Prbh.g_01627	Syah.g_00804
OG0000946	Prbh.g_01621	Syah.g_00809
OG0000947	Prbh.g_01619	Syah.g_00812
OG0000948	Prbh.g_01618	Syah.g_00813
OG0000949	Prbh.g_01615	Syah.g_00173
OG0000950	Prbh.g_01608	Syah.g_00184
OG0000951	Prbh.g_01604	Syah.g_00190
OG0000952	Prbh.g_01600	Syah.g_00202
OG0000953	Prbh.g_01596	Syah.g_00207
OG0000954	Prbh.g_01592	Syah.g_00233
OG0000955	Prbh.g_01591	Syah.g_00234
OG0000956	Prbh.g_01589	Syah.g_00236
OG0000957	Prbh.g_01583	Syah.g_00248
OG0000958	Prbh.g_01582	Syah.g_00249
OG0000959	Prbh.g_01578	Syah.g_00253
OG0000960	Prbh.g_01577	Syah.g_00254
OG0000961	Prbh.g_01574	Syah.g_00259
OG0000962	Prbh.g_01572	Syah.g_00262
OG0000963	Prbh.g_01568	Syah.g_00267
OG0000964	Prbh.g_01567	Syah.g_00268
OG0000965	Prbh.g_01566	Syah.g_00269
OG0000966	Prbh.g_01560	Syah.g_00288
OG0000967	Prbh.g_01556	Syah.g_00300
OG0000968	Prbh.g_01554	Syah.g_00295
OG0000969	Prbh.g_01553	Syah.g_00297
OG0000970	Prbh.g_01552	Syah.g_00298
OG0000971	Prbh.g_01551	Syah.g_00303
OG0000972	Prbh.g_01550	Syah.g_00304
OG0000973	Prbh.g_01549	Syah.g_00305
OG0000974	Prbh.g_01548	Syah.g_00306
OG0000975	Prbh.g_01547	Syah.g_00307
OG0000976	Prbh.g_01546	Syah.g_00308
OG0000977	Prbh.g_01545	Syah.g_00310
OG0000978	Prbh.g_01544	Syah.g_00312
OG0000979	Prbh.g_01541	Syah.g_00315
OG0000980	Prbh.g_01539	Syah.g_00318
OG0000981	Prbh.g_01536	Syah.g_00321
OG0000982	Prbh.g_01534	Syah.g_00511
OG0000983	Prbh.g_01533	Syah.g_00510
OG0000984	Prbh.g_01532	Syah.g_00509
OG0000985	Prbh.g_01529	Syah.g_00505
OG0000986	Prbh.g_01527	Syah.g_00496
OG0000987	Prbh.g_01526	Syah.g_00494
OG0000988	Prbh.g_01523	Syah.g_00489
OG0000989	Prbh.g_01519	Syah.g_00481
OG0000990	Prbh.g_01514	Syah.g_00466
OG0000991	Prbh.g_01513	Syah.g_00462
OG0000992	Prbh.g_01510	Syah.g_00460
OG0000993	Prbh.g_01509	Syah.g_00459
OG0000994	Prbh.g_01508	Syah.g_00457
OG0000995	Prbh.g_01504	Syah.g_00452
OG0000996	Prbh.g_01503	Syah.g_00412
OG0000997	Prbh.g_01501	Syah.g_00403
OG0000998	Prbh.g_01499	Syah.g_00401
OG0000999	Prbh.g_01498	Syah.g_00400
OG0001000	Prbh.g_01495	Syah.g_00397
OG0001001	Prbh.g_01490	Syah.g_00392
OG0001002	Prbh.g_01485	Syah.g_00386
OG0001003	Prbh.g_01484	Syah.g_00384
OG0001004	Prbh.g_01483	Syah.g_00383
OG0001005	Prbh.g_01482	Syah.g_00382
OG0001006	Prbh.g_01478	Syah.g_00375
OG0001007	Prbh.g_01476	Syah.g_00373
OG0001008	Prbh.g_00395	Syah.g_02235
OG0001009	Prbh.g_00753	Syah.g_00344
OG0001010	Prbh.g_00752	Syah.g_00343
OG0001011	Prbh.g_00751	Syah.g_00342
OG0001012	Prbh.g_00739	Syah.g_00514
OG0001013	Prbh.g_00732	Syah.g_00527
OG0001014	Prbh.g_00729	Syah.g_00531
OG0001015	Prbh.g_00728	Syah.g_00532
OG0001016	Prbh.g_00709	Syah.g_02487
OG0001017	Prbh.g_00705	Syah.g_02493
OG0001018	Prbh.g_00703	Syah.g_02495
OG0001019	Prbh.g_00694	Syah.g_02512
OG0001020	Prbh.g_00693	Syah.g_02517
OG0001021	Prbh.g_00692	Syah.g_02521
OG0001022	Prbh.g_00689	Syah.g_02524
OG0001023	Prbh.g_00688	Syah.g_02525
OG0001024	Prbh.g_00685	Syah.g_02529
OG0001025	Prbh.g_00678	Syah.g_02534
OG0001026	Prbh.g_00670	Syah.g_02547
OG0001027	Prbh.g_00669	Syah.g_00001
OG0001028	Prbh.g_00667	Syah.g_00003
OG0001029	Prbh.g_00666	Syah.g_00005
OG0001030	Prbh.g_00650	Syah.g_00025
OG0001031	Prbh.g_00596	Syah.g_00611
OG0001032	Prbh.g_00595	Syah.g_00609
OG0001033	Prbh.g_00574	Syah.g_00577
OG0001034	Prbh.g_00544	Syah.g_00908
OG0001035	Prbh.g_00524	Syah.g_00660
OG0001036	Prbh.g_00520	Syah.g_00655
OG0001037	Prbh.g_00519	Syah.g_00653
OG0001038	Prbh.g_00501	Syah.g_00626
OG0001039	Prbh.g_00498	Syah.g_00623
OG0001040	Prbh.g_00496	Syah.g_00090
OG0001042	Prbh.g_00474	Syah.g_00122
OG0001043	Prbh.g_00473	Syah.g_00126
OG0001044	Prbh.g_00440	Syah.g_00857
OG0001045	Prbh.g_00430	Syah.g_00870
OG0001046	Prbh.g_01877	Syah.g_01647
OG0001047	Prbh.g_00393	Syah.g_02233
OG0001048	Prbh.g_00392	Syah.g_02232
OG0001049	Prbh.g_00390	Syah.g_02225
OG0001050	Prbh.g_00389	Syah.g_02224
OG0001051	Prbh.g_00388	Syah.g_02223
OG0001052	Prbh.g_00360	Syah.g_01217
OG0001053	Prbh.g_00348	Syah.g_01000
OG0001054	Prbh.g_00333	Syah.g_01017
OG0001055	Prbh.g_00313	Syah.g_01037
OG0001056	Prbh.g_00293	Syah.g_01069
OG0001057	Prbh.g_00289	Syah.g_01075
OG0001058	Prbh.g_00281	Syah.g_01091
OG0001059	Prbh.g_00277	Syah.g_01095
OG0001060	Prbh.g_00270	Syah.g_01102
OG0001061	Prbh.g_00255	Syah.g_01123
OG0001062	Prbh.g_00253	Syah.g_01125
OG0001063	Prbh.g_00251	Syah.g_01129
OG0001064	Prbh.g_00250	Syah.g_01130
OG0001065	Prbh.g_00249	Syah.g_01131
OG0001066	Prbh.g_00248	Syah.g_01132
OG0001067	Prbh.g_00247	Syah.g_01133
OG0001068	Prbh.g_00246	Syah.g_01134
OG0001069	Prbh.g_00245	Syah.g_01135
OG0001070	Prbh.g_00243	Syah.g_01138
OG0001071	Prbh.g_00242	Syah.g_01139
OG0001072	Prbh.g_00240	Syah.g_01144
OG0001074	Prbh.g_00214	Syah.g_01970
OG0001075	Prbh.g_00213	Syah.g_01969
OG0001076	Prbh.g_01459	Syah.g_01959
OG0001077	Prbh.g_01453	Syah.g_01948
OG0001078	Prbh.g_01217	Syah.g_01934
OG0001079	Prbh.g_01206	Syah.g_01921
OG0001080	Prbh.g_01200	Syah.g_01538
OG0001081	Prbh.g_01198	Syah.g_01487
OG0001082	Prbh.g_01197	Syah.g_01488
OG0001083	Prbh.g_01192	Syah.g_01495
OG0001084	Prbh.g_01191	Syah.g_01496
OG0001085	Prbh.g_00904	Syah.g_01506
OG0001086	Prbh.g_00905	Syah.g_01508
OG0001087	Prbh.g_00923	Syah.g_01992
OG0001088	Prbh.g_00924	Syah.g_01995
OG0001089	Prbh.g_00935	Syah.g_02019
OG0001090	Prbh.g_00946	Syah.g_01728
OG0001091	Prbh.g_01170	Syah.g_01726
OG0001092	Prbh.g_01169	Syah.g_01724
OG0001093	Prbh.g_01164	Syah.g_01718
OG0001094	Prbh.g_01171	Syah.g_01785
OG0001095	Prbh.g_00966	Syah.g_01764
OG0001096	Prbh.g_00980	Syah.g_01748
OG0001097	Prbh.g_00999	Syah.g_02094
OG0001098	Prbh.g_01019	Syah.g_01542
OG0001099	Prbh.g_00861	Syah.g_00004
OG0001100	Prbh.g_00870	Syah.g_01522
OG0001101	Prbh.g_00872	Syah.g_01523
OG0001102	Prbh.g_00875	Syah.g_01526
OG0001103	Prbh.g_00877	Syah.g_01528
OG0001104	Prbh.g_00899	Syah.g_01801
OG0001105	Prbh.g_00903	Syah.g_01797
OG0001106	Prbh.g_01074	Syah.g_01609
OG0001107	Prbh.g_01084	Syah.g_01620
OG0001108	Prbh.g_01088	Syah.g_01628
OG0001109	Prbh.g_01089	Syah.g_01630
OG0001110	Prbh.g_01091	Syah.g_01632
OG0001111	Prbh.g_01092	Syah.g_01634
OG0001112	Prbh.g_01093	Syah.g_01636
OG0001113	Prbh.g_01094	Syah.g_01637
OG0001114	Prbh.g_01095	Syah.g_01638
OG0001115	Prbh.g_01097	Syah.g_01642
OG0001116	Prbh.g_01098	Syah.g_01644
OG0001117	Prbh.g_01099	Syah.g_01645
OG0001118	Prbh.g_01100	Syah.g_01646
OG0001119	Prbh.g_01101	Syah.g_01648
OG0001120	Prbh.g_01102	Syah.g_01652
OG0001122	Prbh.g_01119	Syah.g_01679
OG0001123	Prbh.g_01124	Syah.g_01686
OG0001124	Prbh.g_01126	Syah.g_01688
OG0001125	Prbh.g_01128	Syah.g_01690
